Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688)
3.241075878346491e-06,0.29338937010436045,3.5498769062105121e-12,4.9221394763879184e-11,2.3548115531989922e-08,2.4445031278345286e-14,7.6115554720180953e-07,0.0,0.0,0.00015609311520197136,0.00026771069872331851,154.0,0.0,0.97640310982091483,1.0,18.991780932725838,0.0013852246636897752,1.2937590913354417e-11,0.00034066515554296661,0.0025163817037479031,2.3343677966507949e-05,0.0024405544899253266,8.0429504549938014e-09,5.5180723830202214e-05,1.5935527790607435e-05,1.3444136055781076e-10,0.0057539453088254816,8.9468392534600583e-09,1.1412263639299817e-05,1.1185990142681536e-05,2.1797034111957914e-08,1.8934014348213737e-10,1.6857299061418133e-08,0.0057555198456490592,6.957938377710091e-09,9.1569199918194284e-09,9.1955968126965646e-09,0.0052979062411217977,6.4328673263279325e-09,1.7956559058980467e-12,1.2601563837770136e-12,1.0596371657463498e-12,3.9636611964298268e-09,5.0588857430114451e-08,3.1278996313671224e-07,7.2158256554648851e-10,4.2929850849357152e-08,2.8655226670355859e-07,1.0465716083986867e-16,8.7120594621279674e-08,1.1460305610321088e-10,2.6917430137149651e-10,3.9974393742937265e-10,2.865333994279791e-09,6.2930548573443714e-15,1.8758971016114149e-14,1.8207745648625348e-10,2.4043408607704658e-16,1.3336002098604974e-16,8.3428626422146579e-09,3.9543650773213925e-14,1.9021190010425595e-11,3.061334130467976e-15,2.576831724016126e-19,2.3128478089852183e-14,6.8766033615804239e-11,2.2494845180130426e-13,1.7196929077994744e-11,1.3679622905854005e-07,1.0939645540765726e-13,1.9244144671580344e-13,3.5518214941518913e-11,3.1834149181206007e-14,4.9586808528877374e-16,4.7058471451725439e-11,2.6160939363161154e-12,1.9900775200660838e-19,1.8582362895023186e-14,5.1344156086008168e-11,4.2653733952899038e-13,1.4674802214419099e-12
3.2980803123348554e-06,0.2933891490600351,3.5469180599094554e-12,5.3147046789808663e-11,2.4146005780401218e-08,2.5221449652012158e-14,7.97821418561195e-07,0.0,0.0,0.00015678820234099329,0.00027608517582803559,154.0,0.0,0.97598986160652856,1.0,18.991639730105547,0.0014030294085396978,1.2932264998520035e-11,0.00034083551595667739,0.0025141192869205541,2.3749097030149034e-05,0.002441763465722579,8.0356655469326572e-09,5.5130743963784657e-05,1.6212526231302742e-05,1.3450795868108796e-10,0.0058767892540898085,8.9513218959697232e-09,1.1667703929564546e-05,1.1430403857407632e-05,2.2273150239639185e-08,1.9265328897538911e-10,1.7225516092711412e-08,0.0058971782890974061,7.3791136415627504e-09,9.7640239827859049e-09,9.8061101648200026e-09,0.0054288045188455791,6.5912658452492714e-09,1.7940294929919119e-12,1.2911601842959127e-12,1.0858187905034201e-12,4.0618731246120274e-09,5.2355505366855363e-08,3.2373593009162336e-07,7.5687104346586554e-10,4.5155560545722162e-08,3.03601957283787e-07,1.0977534427028006e-16,9.2260820991574332e-08,1.227946305387654e-10,2.7387941798822746e-10,4.1288664108036781e-10,2.9595704887343507e-09,6.4999568677393217e-15,1.9389066838615682e-14,1.8819652777543607e-10,2.4834159894337369e-16,1.3774603005443618e-16,8.8047537555947157e-09,4.1732930642862068e-14,1.9728701627136564e-11,3.175182210362572e-15,2.6726794801001687e-19,2.3988604096533363e-14,7.2977810589869298e-11,2.3343134967815583e-13,1.8250736915737092e-11,1.4368626573334727e-07,1.1491042443905078e-13,2.0373587110988306e-13,3.7614965106135922e-11,3.3702329908920633e-14,5.2514071767471579e-16,5.0953259292290496e-11,2.832795893798504e-12,2.1861496380431932e-19,2.0814806017764454e-14,5.449364232445404e-11,4.7198724373087419e-13,1.6240010395560739e-12
3.35508474632322e-06,0.2933889282421484,3.5438862564611041e-12,5.7289755551109094e-11,2.4744110683701733e-08,2.6001366531627655e-14,8.353964442904496e-07,0.0,0.0,0.00015744482285844563,0.00028448958022231406,154.0,0.0,0.97557721697758204,1.0,18.991498670118254,0.0014206486901674519,1.2926947013433602e-11,0.00034099195016612841,0.0025118037269914717,2.4154341178154047e-05,0.002442872527315813,8.0282109311807603e-09,5.5079599760020828e-05,1.6489411062950877e-05,1.3456905289251023e-10,0.005999469498622745,8.955438024113614e-09,1.1923266858929132e-05,1.1674629250864743e-05,2.2748893199797893e-08,1.959650751582465e-10,1.7593444527909886e-08,0.0060387845318175207,7.8154560503170449e-09,1.0397565575447538e-08,1.0443284642917551e-08,0.0055596679645753882,6.7496061879310298e-09,1.7923651909367087e-12,1.322152148365538e-12,1.1119934507169232e-12,4.1600600530788322e-09,5.4136173020918155e-08,3.3476909401524794e-07,7.9295040065380083e-10,4.7435714932408551e-08,3.2122736201191133e-07,1.1500823554416317e-16,9.7578201460715821e-08,1.3137423665506224e-10,2.7858250386868015e-10,4.2616627411424351e-10,3.0547881116308168e-09,6.7090145219265416e-15,2.0026302664167562e-14,1.9438507579020289e-10,2.5633143963630007e-16,1.4217770336650389e-16,9.2815700220709591e-09,4.3992953025007404e-14,2.0444990673184379e-11,3.2904414399415336e-15,2.7697163288945577e-19,2.4859391386634251e-14,7.7344349327280728e-11,2.4202591958388681e-13,1.934323083878409e-11,1.5075068577411177e-07,1.2056409882252255e-13,2.1538922231540921e-13,3.9778813862927414e-11,3.5629863477712589e-14,5.5535011058737915e-16,5.5070478875720328e-11,3.0618842921015196e-12,2.3968042145235382e-19,2.3264729812010168e-14,5.775909256891272e-11,5.2115048245644396e-13,1.7933225107719841e-12
3.4120891803115845e-06,0.293388707649253,3.5407952211177163e-12,6.1655534144354046e-11,2.5342388308121358e-08,2.6784585489881671e-14,8.7388039736562087e-07,0.0,0.0,0.00015806510684264553,0.00029292167749409253,154.0,0.0,0.97516517372516187,1.0,18.991357752018239,0.0014380843222040829,1.2921636928459936e-11,0.00034113567279316504,0.0025094448521527828,2.4559410662301819e-05,0.0024438903902523337,8.0206180266256983e-09,5.5027506771439266e-05,1.6766182433580251e-05,1.346251232977514e-10,0.0061219838630586733,8.9592196328824823e-09,1.2178942431041812e-05,1.1918654466511687e-05,2.3224239903285944e-08,1.9927550379502689e-10,1.7961066510319896e-08,0.0061803292635654308,8.2670981905613948e-09,1.1058082877569106e-08,1.1107667973810422e-08,0.0056904884989607499,6.9078779221062981e-09,1.790670014131355e-12,1.3531302385587838e-12,1.1381595301999239e-12,4.2582158254232722e-09,5.5930277648313291e-08,3.4588582456480191e-07,8.2980959093100097e-10,4.9769621730651927e-08,3.3943178199915378e-07,1.2035423254161374e-16,1.0307408685458095e-07,1.4035075282158014e-10,2.8328356193814158e-10,4.3958226984934479e-10,3.150982762602405e-09,6.9202188982399958e-15,2.0670659610360561e-14,2.0064291914161818e-10,2.6440326408851685e-16,1.4665485008060442e-16,9.7734571757025036e-09,4.6324408672608638e-14,2.1169999517780964e-11,3.4071025190848019e-15,2.8679344630633953e-19,2.57407696973793e-14,8.1867551557539662e-11,2.5073160656918378e-13,2.0474880709461755e-11,1.5798893667308492e-07,1.2635703754860621e-13,2.274015063956903e-13,4.2009767040084126e-11,3.7616749763676817e-14,5.864963453960156e-16,5.9416747568301169e-11,3.3037279432526196e-12,2.6227511919381806e-19,2.5948112058205898e-14,6.1141939241508715e-11,5.7423617059486752e-13,1.9761662219843647e-12
3.469093614299949e-06,0.29338848727995265,3.5376570902081534e-12,6.6250341139269751e-11,2.594080127760321e-08,2.7570922815629784e-14,9.1327299339404627e-07,0.0,0.0,0.000158651069003046,0.00030137937714043667,154.0,0.0,0.97475372943269556,1.0,18.991216975060983,0.0014553381006596011,1.291633471150841e-11,0.00034126776835244289,0.0025070513599382048,2.4964305733407104e-05,0.002444824836697313,8.0129146363250506e-09,5.4974655745631337e-05,1.7042840492330702e-05,1.3467659858687739e-10,0.0062443306219063521,8.9626952904722998e-09,1.2434721512953529e-05,1.2162468546127872e-05,2.3699169012379297e-08,2.0258457666448883e-10,1.8328365537735208e-08,0.006321804235119831,8.7341663232611087e-09,1.1746111123670088e-08,1.1799805204070381e-08,0.0058212589711816743,7.0660718038679891e-09,1.7889501697940498e-12,1.3840926499337231e-12,1.1643155985035868e-12,4.3563349911244922e-09,5.7737263033748761e-08,3.5708265647899747e-07,8.6743738090956601e-10,5.2156570422202008e-08,3.5821834838571787e-07,1.2581170599030214e-16,1.0874977123744875e-07,1.4973302788974985e-10,2.8798259511109372e-10,4.5313412111087184e-10,3.2481507684935549e-09,7.1335620120092062e-15,2.1322121585546122e-14,2.0696990352785563e-10,2.7255676408055616e-16,1.5117729923859909e-16,1.0280560176492037e-08,4.8727984669737432e-14,2.1903677791851967e-11,3.5251573163429647e-15,2.9673270590266011e-19,2.6632677595354269e-14,8.6549307286546164e-11,2.5954794071380344e-13,2.1646153328015405e-11,1.6540045171234521e-07,1.3228878807363647e-13,2.3977259932103379e-13,4.4307805600758402e-11,3.9662967121701403e-14,6.1857915632997101e-16,6.3998656190226013e-11,3.5586941753750255e-12,2.8647146065599364e-19,2.8881697343603743e-14,6.4643606017816924e-11,6.3145953610501882e-13,2.1732748749786469e-12
3.5260980482883136e-06,0.29338826713290894,3.5344825809297395e-12,7.1080078104479718e-11,2.6539316286734998e-08,2.8360206697260844e-14,9.5357389719202325e-07,0.0,0.0,0.00015920461428774394,0.00030986072335718103,154.0,0.0,0.97434288150443438,1.0,18.991076338505049,0.0014724118040872921,1.291104032905923e-11,0.00034138920567306711,0.0025046309376085415,2.5369026641240352e-05,0.002445682816539692,8.0051253254326206e-09,5.4921215233028542e-05,1.7319385389220406e-05,1.3472386160862742e-10,0.0063665084506032785,8.9658905092682681e-09,1.2690595742704031e-05,1.2406061334780897e-05,2.4173660760823072e-08,2.0589229555691774e-10,1.8695326323152848e-08,0.0064632021461314259,9.2167805524369926e-09,1.2462182670748059e-08,1.2520238694698077e-08,0.005951973056964501,7.2241796530686342e-09,1.787211142722193e-12,1.4150377871474366e-12,1.1904603905061848e-12,4.4544127280874022e-09,5.9556598350393052e-08,3.6835628260349759e-07,9.0582237940675034e-10,5.4595834570783436e-08,3.7759003166429902e-07,1.3137900373166449e-16,1.1460649452015884e-07,1.5952988139324517e-10,2.9267960629022972e-10,4.6682136905430596e-10,3.346288827385321e-09,7.3490366406776108e-15,2.198067490139078e-14,2.1336589800704027e-10,2.8079166254378422e-16,1.5574489716072648e-16,1.0803023277599926e-08,5.1204364750155813e-14,2.2645981570011569e-11,3.6445987347549762e-15,3.0678881661378785e-19,2.7535061462775627e-14,9.1391496284830705e-11,2.6847452766948122e-13,2.2857512814064744e-11,1.729846525836315e-07,1.3835888842788735e-13,2.5250225882600948e-13,4.6672887896411809e-11,4.1768474349337609e-14,6.5159796193758137e-16,6.8822766473485131e-11,3.8271486904389634e-12,3.1234317490630324e-19,3.2083012039408412e-14,6.8265508943096461e-11,6.9304189430808097e-13,2.3854121973240409e-12
3.583102482276678e-06,0.29338804720681816,3.5312811435883633e-12,7.6150587411157658e-11,2.7137903664501285e-08,2.9152276455215897e-14,9.9478272864127616e-07,0.0,0.0,0.00015972754334839164,0.00031836388638301126,154.0,0.0,0.97393262719080542,1.0,18.990935841612743,0.0014893071937472995,1.2905753744265655e-11,0.00034150085001161264,0.002502190369989546,2.5773573634458631e-05,0.0024464705385748111,7.9972717837405981e-09,5.4867334036220561e-05,1.759581727493888e-05,1.3476725438058791e-10,0.0064885163782458155,8.9688280801398656e-09,1.2946557446962762e-05,1.264942339613162e-05,2.4647696776779461e-08,2.0919866227153558e-10,1.9061934658172431e-08,0.0066045165445221248,9.7150549885780145e-09,1.3206826993381415e-08,1.3269508115179207e-08,0.0060826251674287605,7.3821942396925614e-09,1.7854577751780069e-12,1.4459642383596925e-12,1.2165927882054297e-12,4.5524447734847713e-09,6.1387777072997066e-08,3.7970354704248277e-07,9.4495306486691391e-10,5.7086673997967983e-08,3.9754965040876885e-07,1.3705445469798107e-16,1.2064544495251296e-07,1.6975010374520936e-10,2.9737459836560732e-10,4.8064360139921687e-10,3.445393951738889e-09,7.5666362932621443e-15,2.2646307938572798e-14,2.1983079169113786e-10,2.8910770878981257e-16,1.6035750479921835e-16,1.1340990083300958e-08,5.3754229572031019e-14,2.3396872628682399e-11,3.7654205983564993e-15,3.1696126061879619e-19,2.8447874639978883e-14,9.6395989406386781e-11,2.7751103999899638e-13,2.410942094483135e-11,1.8074095173295563e-07,1.4456686910326405e-13,2.6559013549560154e-13,4.9104951773181343e-11,4.3933212518307923e-14,6.855518944930639e-16,7.389560877267212e-11,4.109455436159803e-12,3.399654097819755e-19,3.5570378940454199e-14,7.2009057421556376e-11,7.5921061996835991e-13,2.6133628455239328e-12
3.6401069162650427e-06,0.2933878275004149,3.5280610978752853e-12,8.1467650295373264e-11,2.7736536983940014e-08,2.9946981821565641e-14,1.0368990679004901e-06,0.0,0.0,0.00016022155783337262,0.00032688715437416882,154.0,0.0,0.97352296361097301,1.0,18.990795483651475,0.0015060260137693857,1.290047491865623e-11,0.0003416034744985083,0.0024997356362391242,2.6177946960546483e-05,0.0024471935513668557,7.9893731260889947e-09,5.4813143290218197e-05,1.7872136300663377e-05,1.3480708255038259e-10,0.006610353745405079,8.9715283700224397e-09,1.3202599567658369e-05,1.2892545936929601e-05,2.5121259940979645e-08,2.1250367861420242e-10,1.9428177303105371e-08,0.0067457417362856032,1.022909790685275e-08,1.3980570678131702e-08,1.4048150436838541e-08,0.0062132103676609861,7.5401091824405141e-09,1.7836943345277952e-12,1.4768707574601707e-12,1.242711804417813e-12,4.650427361883256e-09,6.3230315906333362e-08,3.9112143849935636e-07,9.8481781093890902e-10,5.9628336819573566e-08,4.1809987944575072e-07,1.4283637262215105e-16,1.2686776150332241e-07,1.8040245642899534e-10,3.0206757421392104e-10,4.9460044459783404e-10,3.5454634251889493e-09,7.7863550884545149e-15,2.3319010851939312e-14,2.263644909018447e-10,2.9750467488478243e-16,1.6501499572740091e-16,1.1894603598845861e-08,5.637825695426618e-14,2.4156317776114334e-11,3.8876175415280531e-15,3.2724958826377813e-19,2.9371076589490701e-14,1.0156464975416719e-10,2.866572092687222e-13,2.5402337454189842e-11,1.8866875445456991e-07,1.5091225474516346e-13,2.7903578309264334e-13,5.1603916536443662e-11,4.615710668492677e-14,7.2043982742373693e-16,7.9223680011620405e-11,4.4059764910990154e-12,3.6941464203825711e-19,3.936293157049737e-14,7.5875655090708606e-11,8.3019911737025964e-13,2.8579323012227137e-12
3.6971113502534073e-06,0.2933876080124872,3.5248297549595059e-12,8.7036985160139079e-11,2.833519271170795e-08,3.0744182264480337e-14,1.0799224600421015e-06,0.0,0.0,0.00016068826549208795,0.00033542892578778007,154.0,0.0,0.97311388777290642,1.0,18.990655263895196,0.0015225699913148055,1.2895203813753501e-11,0.00034169777070597611,0.0024972719965606557,2.6582146865765677e-05,0.0024478568151143011,7.9814461566610716e-09,5.4758758303388411e-05,1.8148342617896154e-05,1.3484361936342725e-10,0.0067320201664964798,8.9740095857981638e-09,1.3458715596638397e-05,1.3135420739743562e-05,2.5594334265032064e-08,2.1580734639537867e-10,1.9794041892643857e-08,0.0068868727046495787,1.0759011900204596e-08,1.478393741718812e-08,1.4856699925434236e-08,0.0063437243040242617,7.697918859586246e-09,1.7819245729807493e-12,1.507756249420015e-12,1.2688165682184434e-12,4.7483571699788059e-09,6.5083753721255271e-08,4.0260708380780038e-07,1.0254049102996362e-09,6.2220061348722704e-08,4.3924325753118285e-07,1.4872305949314367e-16,1.3327453613114616e-07,1.9149567217872082e-10,3.0675853669788253e-10,5.0869155340097243e-10,3.6464947683314872e-09,8.0081875923472857e-15,2.3998775310779312e-14,2.3296691670573936e-10,3.0598235277837039e-16,1.6971725454749035e-16,1.2464006273266775e-08,5.9077122079381836e-14,2.4924288249627111e-11,4.0111849074448335e-15,3.3765340989567504e-19,3.0304632128859261e-14,1.0689933370730099e-10,2.9591281907719154e-13,2.6736720296326649e-11,1.9676746075762524e-07,1.5739456565525877e-13,2.9283866816185629e-13,5.416968477916852e-11,4.8440067482143253e-14,7.5626040083558969e-16,8.4813441849480205e-11,4.7170719620301462e-12,4.0076855162019102e-19,4.3480628156154034e-14,7.98667005918971e-11,9.0624678858869173e-13,3.1199467612110107e-12
3.754115784241772e-06,0.29338738874184833,3.5215935268833341e-12,9.2864246100046395e-11,2.8933849894821859e-08,3.1543746355391542e-14,1.1238524191746438e-06,0.0,0.0,0.00016112918508429325,0.00034398770224578303,154.0,0.0,0.97270539659122268,1.0,18.990515181624435,0.0015389408367372092,1.2889940388260284e-11,0.00034178435699007268,0.0024948040696968336,2.6986173595112788e-05,0.0024484647668996215,7.9735056404417439e-09,5.4704280369117127e-05,1.8424436378320559e-05,1.3487710924020752e-10,0.0068535154962255634,8.9762880129923683e-09,1.3714899517495782e-05,1.3378040103097595e-05,2.6066904758953495e-08,2.1910966742832139e-10,2.0159516833857271e-08,0.0070279050376513908,1.130489402746191e-08,1.5617448001245023e-08,1.5695688132982866e-08,0.006474163139291912,7.8556183269597535e-09,1.7801517867757655e-12,1.5386197490240509e-12,1.2949063120001174e-12,4.8462312673756088e-09,6.6947650559078445e-08,4.1415774163058851e-07,1.0667025967492181e-09,6.4861077871689139e-08,4.6098219454174211e-07,1.5471280876043852e-16,1.3986681594969962e-07,2.0303845514681316e-10,3.1144748866569608e-10,5.2291661296406119e-10,3.7484856980551561e-09,8.2321288479160584e-15,2.4685594280243573e-14,2.3963800271532256e-10,3.145405508916571e-16,1.7446417499759222e-16,1.3049340036054342e-08,6.1851497667371755e-14,2.5700759175203307e-11,4.1361186689540833e-15,3.4817238854221854e-19,3.1248510832771657e-14,1.124018918241082e-10,3.0527769877346783e-13,2.8113025877649214e-11,2.0503646702530581e-07,1.6401331912706675e-13,3.0699817895723378e-13,5.6802144079989668e-11,5.0781992592721168e-14,7.9301204521997748e-16,9.0671319050514939e-11,5.0430998926944076e-12,4.3410615645908309e-19,4.7944265272784767e-14,8.3983588247685451e-11,9.8759900018168204e-13,3.4002530218734115e-12
3.8111202182301364e-06,0.2933871696873384,3.5183580243572864e-12,9.8955021631927487e-11,2.9532489881329695e-08,3.2345551176569312e-14,1.1686884321053549e-06,0.0,0.0,0.00016154575109026829,0.00035256208185292001,154.0,0.0,0.97229748690303153,1.0,18.990375236127065,0.0015551402437425357,1.2884684599614989e-11,0.00034186378657697649,0.0024923359024395207,2.7390027392283757e-05,0.0024490213782778708,7.9655645179422904e-09,5.4649798255131915e-05,1.8700417733673913e-05,1.3490777095449973e-10,0.006974839799681963,8.9783782279622856e-09,1.3971145753791713e-05,1.3620396788147825e-05,2.6538957331236042e-08,2.2241064352749039e-10,2.0524591228732213e-08,0.0071688348632714359,1.1866835956602861e-08,1.6481620311614997e-08,1.6565643888817506e-08,0.0066045234947875323,8.0132032444234409e-09,1.7783788646221917e-12,1.5694604082697572e-12,1.3209803598891739e-12,4.9440470726357896e-09,6.8821586662545214e-08,4.257707963863113e-07,1.1086990657266484e-09,6.7550610302572261e-08,4.8331897820475043e-07,1.6080390830963837e-16,1.4664560529196251e-07,2.1503948105804848e-10,3.161344329506187e-10,5.3727533425614505e-10,3.8514340990210965e-09,8.4581743039310674e-15,2.5379461829650556e-14,2.4637769323413411e-10,3.2317909172378426e-16,1.7925565862432708e-16,1.3650746328527852e-08,6.4702054124389721e-14,2.6485709084810697e-11,4.2624153486582742e-15,3.5880623337274238e-19,3.2202686429330303e-14,1.1807416963398744e-10,3.1475171769167343e-13,2.9531709260269612e-11,2.134751674854553e-07,1.7076803063795838e-13,3.2151363370519705e-13,5.9501168577153812e-11,5.3182768117524328e-14,8.3069300342747634e-16,9.6803698042608106e-11,5.3844161831285132e-12,4.6950773597307546e-19,5.2775491166822827e-14,8.8227708656026149e-11,1.0745070484698253e-12,3.6997183587227623e-12
3.868124652218501e-06,0.293386950847849,3.5151281442312234e-12,1.0531483361469269e-10,3.0131096069178449e-08,3.3149481766845168e-14,1.2144299615948555e-06,0.0,0.0,0.00016193931821483363,0.00036115075294733802,154.0,0.0,0.97189015548201274,1.0,18.990235426699673,0.00157116988954783,1.2879436406587655e-11,0.00034193655547835189,0.0024898710319039381,2.7793708499644708e-05,0.0024495302059237014,7.9576340826469816e-09,5.4595389467222776e-05,1.8976286835635396e-05,1.3493580043847969e-10,0.0070959933256968281,8.9802932843174042e-09,1.4227449122988169e-05,1.3862483971210852e-05,2.7010478711721633e-08,2.2571027650714145e-10,2.0889254814149528e-08,0.0073096587913580599,1.2444924103309065e-08,1.7376969311578447e-08,1.7467093289879563e-08,0.0067348023988105365,8.1706698126223177e-09,1.7766083285614216e-12,1.600277488710673e-12,1.3470381173964134e-12,5.041802314029245e-09,7.0705161504304066e-08,4.3744375239863804e-07,1.1513824933479097e-09,7.028787772274434e-08,5.0625578043845795e-07,1.6699464322392546e-16,1.5361186767611968e-07,2.2750739734832233e-10,3.2081937237059523e-10,5.5176744278407128e-10,3.9553380060150993e-09,8.6863196407841123e-15,2.6080372961490884e-14,2.5318594168441894e-10,3.3189781037074848e-16,1.8409161396164537e-16,1.426836613062244e-08,6.76294596697018e-14,2.7279119486661219e-11,4.3900719422842284e-15,3.6955469387554949e-19,3.3167136221186775e-14,1.2391800833021268e-10,3.243347801619967e-13,3.0993224340060109e-11,2.2208295551137178e-07,1.7765821489687545e-13,3.3638428823885942e-13,6.2266620424592864e-11,5.564226984317115e-14,8.6930135099605453e-16,1.0321692565026321e-10,5.741374518752285e-12,5.0705464481230055e-19,5.7996818758700251e-14,9.2600449209990568e-11,1.1672281235446331e-12,4.0192304016271178e-12
3.9251290862068655e-06,0.2933867322222912,3.5119081478442844e-12,1.1194913634402694e-10,3.072965368197303e-08,3.3955430603308656e-14,1.2610764492464475e-06,0.0,0.0,0.0001623111656890327,0.00036975248825583821,154.0,0.0,0.97148339905090253,1.0,18.990095752647129,0.0015870314350389528,1.2874195765426352e-11,0.00034200310808286759,0.0024874125410154595,2.8197217158208229e-05,0.0024499944382529461,7.9497241888891047e-09,5.4541121610080918e-05,1.9252043835727394e-05,1.3496137332883777e-10,0.0072169764831197421,8.9820448827722217e-09,1.4483804795470285e-05,1.4104295201592638e-05,2.7481456349354904e-08,2.2900856818008745e-10,2.1253497883392248e-08,0.0074503738616430162,1.3039239764982624e-08,1.8304007037014948e-08,1.8400559690289261e-08,0.0068649972406765059,8.3280147140737286e-09,1.7748423785371256e-12,1.631070343144028e-12,1.3730790622677389e-12,5.1394949946374836e-09,7.2597992892880985e-08,4.4917422822228651e-07,1.1947410539584313e-09,7.3072095810897193e-08,5.2979466330014687e-07,1.7328329832957725e-16,1.6076652767752382e-07,2.404508232864421e-10,3.255023097279613e-10,5.6639268378908804e-10,4.0601955740182718e-09,8.9165608475386709e-15,2.6788323473183539e-14,2.6006270917217295e-10,3.4069655201455188e-16,1.8897195513761601e-16,1.4902339983731679e-08,7.0634380443972714e-14,2.8080974483637342e-11,4.5190858673111603e-15,3.8041755468985599e-19,3.4141840697279408e-14,1.2993524537463933e-10,3.3402682113551378e-13,3.2498024002147045e-11,2.308592247673986e-07,1.846833867651984e-13,3.5160934306054408e-13,6.5098351136374047e-11,5.8160364405468345e-14,9.0883501492087716e-16,1.0991730798863682e-10,6.1143263084492551e-12,5.4682949453003511e-19,6.363163833036168e-14,9.7103194551356683e-11,1.2660252722045957e-12,4.3596970062216555e-12
3.98213352019523e-06,0.2933865138095904,3.5087017310195742e-12,1.1886331580838303e-10,3.1328149570225305e-08,3.4763297116847574e-14,1.3086273180683554e-06,0.0,0.0,0.00016266250137399023,0.00037836613942754079,154.0,0.0,0.97107721429255611,1.0,18.989956213282742,0.0016027265249271357,1.286896263100922e-11,0.00034206384270942777,0.0024849631082851232,2.8600553607614572e-05,0.0024504169364172141,7.9418434074718122e-09,5.4487053462665889e-05,1.952768888522881e-05,1.3498464722823269e-10,0.0073377898197060504,8.9836435222758995e-09,1.4740208258104351e-05,1.4345824364053026e-05,2.7951878339900642e-08,2.3230552035660919e-10,2.1617311230127782e-08,0.0075909774972170406,1.3649859250398233e-08,1.9263242586363133e-08,1.9366563690241312e-08,0.0069951057297708468,8.4852350595396135e-09,1.7730829274272614e-12,1.6618384060608172e-12,1.3991027362895401e-12,5.2371233612746376e-09,7.449971611747095e-08,4.6095995120909935e-07,1.2387629363436407e-09,7.5902478169323237e-08,5.5393758454468715e-07,1.7966816054713517e-16,1.6811047271100388e-07,2.5387835008060833e-10,3.3018324780920423e-10,5.8115082115798155e-10,4.1660050585357378e-09,9.1488942053864506e-15,2.7503309837248352e-14,2.6700796330722624e-10,3.4957517027243453e-16,1.9389660095886068e-16,1.5552808010165479e-08,7.3717480601493717e-14,2.8891260435753409e-11,4.6494549078670335e-15,3.9139463103298761e-19,3.5126783116565258e-14,1.3612771502433294e-10,3.4382780209410824e-13,3.4046560256428503e-11,2.3980337021355788e-07,1.9184306207554231e-13,3.6718794984010847e-13,6.7996202825747951e-11,6.0736910364609304e-14,9.4929179095261991e-16,1.1691110950585176e-10,6.5036206309577801e-12,5.8891610896244434e-19,6.9704229902748714e-14,1.017373269658103e-10,1.3711673599502026e-12,4.7220461220117772e-12
4.039137954183595e-06,0.29338629560872453,3.5055120865547778e-12,1.2606268909134894e-10,3.1926572031982926e-08,3.5572987239445139e-14,1.3570819747480605e-06,0.0,0.0,0.00016299446566338805,0.00038699063192858756,154.0,0.0,0.97067159785975043,1.0,18.989816807929888,0.0016182567879043598,1.2863736960904811e-11,0.0003421191177826268,0.0024825250524577991,2.9003718086117163e-05,0.002450800269578314,7.9339991345314602e-09,5.4433235797596792e-05,1.9803222135099157e-05,1.3500576367233087e-10,0.0074584340033365193,8.9850986306705542e-09,1.499665528184054e-05,1.4587065645397263e-05,2.8421733384525203e-08,2.356011348435002e-10,2.1980686115772515e-08,0.0077314674629098577,1.4276854005131563e-08,2.0255182109930368e-08,2.036562312424689e-08,0.0071251258591023617,8.6423283435674301e-09,1.7713316273196841e-12,1.6925811924005818e-12,1.4251087379478562e-12,5.3346858767294062e-09,7.640998307292796e-08,4.7279875230922142e-07,1.2834363587185353e-09,7.8778237551912975e-08,5.7868640288235684e-07,1.86147521065775e-16,1.7564455472625955e-07,2.6779854096895162e-10,3.3486218938477745e-10,5.9604162379719434e-10,4.2727648109673916e-09,9.3833160783940696e-15,2.8225329089680145e-14,2.7402167724852926e-10,3.5853352680785994e-16,1.988654746953818e-16,1.621990992971217e-08,7.6879422388662528e-14,2.9709965662488519e-11,4.7811771552666088e-15,4.0248576466649497e-19,3.6121949058920265e-14,1.42497248789209e-10,3.5373770754372442e-13,3.5639284355339969e-11,2.489147889846086e-07,1.991367583402383e-13,3.8311921737705728e-13,7.0960009344895999e-11,6.3371759198345384e-14,9.9066935950945444e-16,1.2420455216160319e-10,6.9096041889003586e-12,6.3339925334888548e-19,7.623977530809361e-14,1.0650422672632529e-10,1.4829290321256362e-12,5.107225657666243e-12
