Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118)
1.777322078145132e-12,0.9041474096783926,5.7200858659496242e-13,2.4074652571821364e-19,2.407446102320319e-19,7.067377164447487e-31,1.9132541446941668e-24,0.0,0.0,2.0731885018592004e-13,2.318743937019718e-22,154.0,0.0,0.9999986855264803,1.0,18.999999999076081,1.2620364693252263e-07,1.495712571967488e-07,3.4453379853613177e-07,3.4494170586076659e-07,1.4415806584488226e-07,6.6542331851847513e-10,7.6685818465367117e-14,2.5821863574315952e-10,2.0414132675375008e-07
1.8097972012406076e-12,0.904147409678228,5.8246002528373632e-13,2.496246379657987e-19,2.496226156352744e-19,7.4951416029819963e-31,2.0200580709881649e-24,0.0,0.0,2.1232001168943437e-13,2.4153482408609737e-22,154.0,0.0,0.99999866155448081,1.0,18.999999999044213,1.2850962730419346e-07,1.4992102011003811e-07,3.5081685937387097e-07,3.5124169911230469e-07,1.4775947428104335e-07,6.8981244443106533e-10,7.8086483164103674e-14,2.6568939980125446e-10,2.0924125924978306e-07
1.8747474474315586e-12,0.9041474096778914,6.0336287379205368e-13,2.6786310497395966e-19,2.6786085717712254e-19,8.4053036796921058e-31,2.2454436185274007e-24,0.0,0.0,2.2245298148439226e-13,2.6156573467873463e-22,154.0,0.0,0.99999861361162623,1.0,18.999999998979025,1.3312158749383715e-07,1.5056133876681327e-07,3.6338167980827798e-07,3.6384153382343589e-07,1.5498632365047029e-07,7.3989089950521964e-10,8.0887778810755183e-14,2.8078181269217168e-10,2.1947515662515093e-07
1.933202669003414e-12,0.9041474096775801,6.221754045383389e-13,2.848274809362207e-19,2.8482501641003226e-19,9.2892379064079812e-31,2.4621003611993226e-24,0.0,0.0,2.3172159587552076e-13,2.8041519824050221e-22,154.0,0.0,0.99999857046424523,1.0,18.999999998918714,1.3727235103330554e-07,1.5107621089190419e-07,3.7468853634180031e-07,3.7518122024308118e-07,1.6151541658111749e-07,7.8644218341949178e-10,8.3408908245058721e-14,2.9452877051617002e-10,2.287209654850323e-07
1.9916578905752697e-12,0.9041474096772605,6.4098790410528484e-13,3.0231267715009108e-19,3.0230998238819857e-19,1.023736696188224e-30,2.6922635360594878e-24,0.0,0.0,2.4113131749039745e-13,3.0005655998935366e-22,154.0,0.0,0.99999852731787164,1.0,18.999999998856854,1.4142311397478933e-07,1.5153899834860298e-07,3.8599399072981963e-07,3.8652075915725855e-07,1.6806565088409823e-07,8.3439449202881099e-10,8.5930004881634752e-14,3.0842225410942082e-10,2.37996712636063e-07
2.0501131121471253e-12,0.904147409676933,6.5980037249259301e-13,3.2031869275237892e-19,3.2031575384004793e-19,1.1252456415103961e-30,2.9363415279894845e-24,0.0,0.0,2.5068215083481904e-13,3.2050286720708424e-22,154.0,0.0,0.99999848417240433,1.0,18.999999998793463,1.4557387631829249e-07,1.5195497045377181e-07,3.9729804462835486e-07,3.9786015843774052e-07,1.7463488768771319e-07,8.837461693315122e-10,8.8451070470765179e-14,3.2245439171956593e-10,2.4729936923647216e-07
2.108568333718981e-12,0.9041474096765978,6.7861280969996362e-13,3.3884552687988372e-19,3.3884232949399968e-19,1.2337320261373386e-30,3.1947427209369043e-24,0.0,0.0,2.6037410040923814e-13,3.417671971296793e-22,154.0,0.0,0.99999844102775148,1.0,18.999999998728541,1.4972463806381865e-07,1.5232886313591932e-07,4.0860069969146549e-07,4.0919942553335676e-07,1.8122120462826292e-07,9.3449556128314418e-10,9.0972106668691328e-14,3.3661773453478676e-10,2.5662621304000554e-07
2.1670235552908364e-12,0.9041474096762546,6.9742521572709547e-13,3.578931786693967e-19,3.5788970807846556e-19,1.3494820924179055e-30,3.4678754979153043e-24,0.0,0.0,2.702071707087701e-13,3.6386265694114193e-22,154.0,0.0,0.99999839788383171,1.0,18.999999998662094,1.538753992113711e-07,1.5266493306499871e-07,4.1990195757125421e-07,4.205385674927463e-07,1.8782287387818779e-07,9.8664101579415759e-10,9.3493115042672e-14,3.509052339320238e-10,2.6597479728172239e-07
2.225478776862692e-12,0.9041474096759036,7.1623759057368684e-13,3.7746164725770054e-19,3.774578883218497e-19,1.4727869257071896e-30,3.7561482410041823e-24,0.0,0.0,2.8018136622319941e-13,3.8680238376733522e-22,154.0,0.0,0.99999835474057086,1.0,18.999999998594131,1.5802615976095281e-07,1.5296700624970782e-07,4.3120181991786913e-07,4.3187759098587109e-07,1.9443834241990709e-07,1.0401808827275935e-09,9.601409707576754e-14,3.6531021996351405e-10,2.7534292274391345e-07
2.2839339984345476e-12,0.9041474096755447,7.3504993423943502e-13,3.9755093178156972e-19,3.9754686895254925e-19,1.603942454553627e-30,4.0599693313489358e-24,0.0,0.0,2.9029669143698535e-13,4.1059954466983481e-22,154.0,0.0,0.99999831159790253,1.0,18.999999998524672,1.6217691971256634e-07,1.5323852173469086e-07,4.425002883795068e-07,4.4321650232438168e-07,2.0106621430866097e-07,1.0951135138967747e-09,9.8535054171368404e-14,3.7982638099169978e-10,2.8472861263862994e-07
2.342389220006403e-12,0.9041474096751784,7.5386224672403607e-13,4.1816103137776973e-19,4.1815664869895325e-19,1.743249450885795e-30,4.3797471491608314e-24,0.0,0.0,3.0055315082926943e-13,4.3526733663979501e-22,154.0,0.0,0.99999826845576711,1.0,18.999999998453713,1.6632767906621416e-07,1.5348257071337258e-07,4.5379736460241409e-07,4.5455530748086107e-07,2.077052347961954e-07,1.1514372630630017e-09,1.010559876574732e-13,3.9444774444487434e-10,2.9413009012534209e-07
2.4008444415782587e-12,0.9041474096748043,7.7267452802718586e-13,4.3929194518305795e-19,4.3928722628944361e-19,1.8910135301989087e-30,4.7158900737169787e-24,0.0,0.0,3.1095074887388036e-13,4.608189865918257e-22,154.0,0.0,0.9999982253141112,1.0,18.999999998381266,1.7047843782189846e-07,1.5370193166764622e-07,4.6509305023089106e-07,4.6589401210703415e-07,2.1435427606718936e-07,1.2091504859332497e-09,1.0357689879073794e-13,4.0916865860845977e-10,3.03545758112389e-07
2.4592996631501143e-12,0.9041474096744228,7.9148677814857944e-13,4.6094367233418323e-19,4.6093860045239468e-19,2.0475451517410124e-30,5.0688064833602894e-24,0.0,0.0,3.2148949003934157e-13,4.8726775135788391e-22,154.0,0.0,0.9999981821728865,1.0,18.999999998307338,1.7462919597962112e-07,1.5389910197972274e-07,4.7638734690729325e-07,4.7723262155100089e-07,2.2101232440766968e-07,1.2682515401578687e-09,1.0609778876030844e-13,4.239837753916198e-10,3.1297418108625803e-07
2.51775488472197e-12,0.9041474096740333,8.1029899708791199e-13,4.8311621196788554e-19,4.831107699161732e-19,2.2131596186988762e-30,5.4389047554994494e-24,0.0,0.0,3.3216937878887649e-13,5.1462691768117377e-22,154.0,0.0,0.99999813903205015,1.0,18.999999998231935,1.7877995353938394e-07,1.5407632638888784e-07,4.8768025627203391e-07,4.8857114087355058e-07,2.2767846865411051e-07,1.3287387853282871e-09,1.0861865869144672e-13,4.3888803401315487e-10,3.224140687544329e-07
2.5762101062938255e-12,0.904147409673636,8.2911118484487763e-13,5.0580956322089675e-19,5.0580373340913835e-19,2.3881770783835847e-30,5.8265932666088834e-24,0.0,0.0,3.429904195804157e-13,5.4290980221006215e-22,154.0,0.0,0.99999809589156252,1.0,18.999999998155058,1.8293071050118849e-07,1.5423562257017963e-07,4.9897177996358714e-07,4.9990957486359982e-07,2.3435188981077676e-07,1.3906105829747166e-09,1.1113950964896391e-13,4.5387664556364923e-10,3.3186426134258338e-07
2.634665327865681e-12,0.9041474096732313,8.4792334141917093e-13,5.2902372522993985e-19,5.2901748965964165e-19,2.5729225224158309e-30,6.2322803922287271e-24,0.0,0.0,3.5395261686660236e-13,5.7212975149200403e-22,154.0,0.0,0.99999805275138909,1.0,18.999999998076724,1.8708146686503621e-07,1.5437880410753243e-07,5.10261919618489e-07,5.1124792805279914e-07,2.4103185172468071e-07,1.4538652965638614e-09,1.1366034264046901e-13,4.6894507839934639e-10,3.4132371638943406e-07
2.6931205494375366e-12,0.9041474096728191,8.6673546681048554e-13,5.5275869713172963e-19,5.5275203739602737e-19,2.7677257869109027e-30,6.6563745069647914e-24,0.0,0.0,3.6505597509479908e-13,6.0230014196748114e-22,154.0,0.0,0.99999800961149843,1.0,18.999999997996927,1.9123222263092841e-07,1.5450750112952125e-07,5.215506768713407e-07,5.2258620472935182e-07,2.4771769270931433e-07,1.5185012914966291e-09,1.1618115861944011e-13,4.8408904432273545e-10,3.5079149688518877e-07
2.751575771009392e-12,0.9041474096723996,8.8554756101851569e-13,5.7701447806297176e-19,5.7700737534663191e-19,2.9729215526633762e-30,7.0992839844885315e-24,0.0,0.0,3.7630049870709399e-13,6.3343437996395141e-22,154.0,0.0,0.99999796647186223,1.0,18.999999997915683,1.9538297779886623e-07,1.5462317885983906e-07,5.3283805335481138e-07,5.3392440895109148e-07,2.5440881801481282e-07,1.5845169351058445e-09,1.1870195848813251e-13,4.9930448550534836e-10,3.6026676060858045e-07
2.8100309925812478e-12,0.9041474096719726,9.0435962404295524e-13,6.0179106716036372e-19,6.0178350223978412e-19,3.1888493453315077e-30,7.5614171975370171e-24,0.0,0.0,3.8768619214030684e-13,6.6554590168981203e-22,154.0,0.0,0.9999979233324553,1.0,18.999999997832997,1.9953373236885071e-07,1.5472715429910447e-07,5.4412405069963969e-07,5.4526254455785787e-07,2.6110469305663268e-07,1.6519105966539662e-09,1.2122274310033173e-13,5.1458756211202523e-10,3.6974875053804603e-07
2.8684862141531034e-12,0.904147409671538,9.2317165588349774e-13,6.270884635605943e-19,6.2708041680380567e-19,3.4158535356213184e-30,8.0431825179128981e-24,0.0,0.0,3.9921305982599531e-13,6.9864817322837284e-22,154.0,0.0,0.9999978801932542,1.0,18.999999997748866,2.0368448634088296e-07,1.5482061122295532e-07,5.5540867053463631e-07,5.5660061518320836e-07,2.6780483732766509e-07,1.7206806473308057e-09,1.2374351326395599e-13,5.2993464058943013e-10,3.792367862307136e-07
2.926941435724959e-12,0.9041474096710963,9.4198365653983702e-13,6.5290666640034403e-19,6.5289811776701001e-19,3.6542833394704019e-30,8.5449883164843667e-24,0.0,0.0,4.1088110619046127e-13,7.327546905318437e-22,154.0,0.0,0.99999783705423873,1.0,18.999999997663295,2.0783523971496365e-07,1.54904613661051e-07,5.6669191448668619e-07,5.6793862426550049e-07,2.7450881892696653e-07,1.7908254602512505e-09,1.2626426974352015e-13,5.4534228258393348e-10,3.8873025607457325e-07
2.9853966572968145e-12,0.9041474096706472,9.6079562601166694e-13,6.792456748162841e-19,6.7923660385770339e-19,3.9044928182314004e-30,9.0672429631851411e-24,0.0,0.0,4.2269033565475729e-13,7.6787897941533083e-22,154.0,0.0,0.99999779391539101,1.0,18.999999997576296,2.119859924910938e-07,1.5498011800950268e-07,5.7797378418075121e-07,5.7927657505837788e-07,2.8121624964319386e-07,1.8623434104529876e-09,1.2878501326246971e-13,5.6080723445525839e-10,3.9822861032616362e-07
3.04385187886867e-12,0.9041474096701902,9.7960756429868173e-13,7.0610548794507798e-19,7.0609587380418474e-19,4.1668408788552222e-30,9.6103548270144201e-24,0.0,0.0,4.3464075263469211e-13,8.0403459555084856e-22,154.0,0.0,0.99999775077669362,1.0,18.999999997487869,2.1613674466927387e-07,1.5504798391717738e-07,5.892542812398724e-07,5.9061447064069295e-07,2.8792678053573863e-07,1.9352328748942311e-09,1.3130574450538494e-13,5.7632641735362484e-10,4.0773135485304487e-07
3.1023071004405257e-12,0.9041474096697264,9.9841947140057587e-13,7.334861049233803e-19,7.3347592633474488e-19,4.4416912740739245e-30,1.0174732276036854e-23,0.0,0.0,4.4673236154083754e-13,8.4123512446133974e-22,154.0,0.0,0.99999770763813212,1.0,18.999999997398028,2.2028749624950469e-07,1.5510898407185956e-07,6.0053340728517203e-07,6.0195231392589758e-07,2.9464009796241967e-07,2.0094922324514524e-09,1.3382646412006799e-13,5.9189691782983833e-10,4.1723804550864191e-07
3.1607623220123812e-12,0.904147409669255,1.017231347317043e-12,7.6138752488783711e-19,7.6137676017766754e-19,4.7294126025833282e-30,1.0760783677382522e-23,0.0,0.0,4.5896516677853411e-13,8.7949418151471002e-22,154.0,0.0,0.99999766449969296,1.0,18.999999997306766,2.2443824723178679e-07,1.5516381299756344e-07,6.1181116393585638e-07,6.1329010767092826e-07,3.0135592000856024e-07,2.0851198639171152e-09,1.3634717271952187e-13,6.0751597894966453e-10,4.2674828307548503e-07
3.219217543584237e-12,0.9041474096687762,1.0360431920477777e-12,7.898097469750855e-19,7.8979837406122813e-19,5.0303783092253168e-30,1.1368917397246887e-23,0.0,0.0,4.7133917274789791e-13,9.1882541191787463e-22,154.0,0.0,0.99999762136136405,1.0,18.99999999721409,2.2858899761612081e-07,1.5521309496202212e-07,6.2308755280921744e-07,6.2462785448461492e-07,3.0807399327725507e-07,2.1621141519974035e-09,1.3886787088381816e-13,6.2318099188552406e-10,4.3626170871992757e-07
3.2776727651560924e-12,0.9041474096682904,1.0548550055924754e-12,8.1875277032175467e-19,8.1874076671369582e-19,5.344966685169852e-30,1.1999541800890775e-23,0.0,0.0,4.8385438384382636e-13,9.5924249071081394e-22,154.0,0.0,0.99999757822313495,1.0,18.99999999712001,2.3273974740250713e-07,1.5525739108375455e-07,6.3436257552063568e-07,6.3596555683563656e-07,3.1479409000453553e-07,2.240473481309972e-09,1.4138855916186353e-13,6.388894879599576e-10,4.4577799990695127e-07
3.336127986727948e-12,0.904147409667797,1.0736667879508302e-12,8.4821659406446486e-19,8.4820393686333103e-19,5.6735608680966861e-30,1.2653065252640337e-23,0.0,0.0,4.9651080445600391e-13,1.0007591227606433e-21,154.0,0.0,0.99999753508499567,1.0,18.999999997024521,2.3689049659094625e-07,1.552972057198403e-07,6.4563623368358137e-07,6.473032170600513e-07,3.2151600546650456e-07,2.3201962383816763e-09,1.439092380730791e-13,6.5463913111657872e-10,4.5529686672842797e-07
3.3945832082998035e-12,0.9041474096672969,1.0924785391225374e-12,8.7820121733982832e-19,8.7818788323838723e-19,6.016548842376782e-30,1.3329896115887025e-23,0.0,0.0,5.0930843896890948e-13,1.0433890427556951e-21,154.0,0.0,0.99999749194693721,1.0,18.999999996927638,2.410412451814386e-07,1.553329922075749e-07,6.5690852890961918e-07,6.586408373684202e-07,3.2823955564873714e-07,2.4012808116463197e-09,1.4642990810898226e-13,6.7042771079549697e-10,4.6481804860277307e-07
3.453038429871659e-12,0.9041474096667889,1.111290259107293e-12,9.0870663928444759e-19,9.0869260456711027e-19,6.3743234392534379e-30,1.4030442753087551e-23,0.0,0.0,5.2224729176182109e-13,1.0871460151996098e-21,154.0,0.0,0.99999744880895203,1.0,18.999999996829349,2.451919931739844e-07,1.5536515802553138e-07,6.6817946280840713e-07,6.6997841985255031e-07,3.3496457515135129e-07,2.4837255914424008e-09,1.4895056973468192e-13,6.8625313519146139e-10,4.743413113083302e-07
3.5114936514435147e-12,0.9041474096662742,1.1301019479047926e-12,9.3973285903491805e-19,9.3971809957773851e-19,6.747282337023118e-30,1.4755113525763875e-23,0.0,0.0,5.3532736720882317e-13,1.1320438344054425e-21,154.0,0.0,0.99999740567103312,1.0,18.99999999672967,2.4934274056858428e-07,1.5539406943264244e-07,6.7944903698770226e-07,6.8131596649187261e-07,3.4169091530595494e-07,2.567528970010862e-09,1.5147122339030323e-13,7.0211342487416662e-10,4.8386644431679347e-07
3.5699488730153703e-12,0.9041474096657521,1.1489136055147318e-12,9.7127987572782586e-19,9.7126436699850222e-19,7.1358280612159881e-30,1.5504316794503131e-23,0.0,0.0,5.4854866967881221e-13,1.1780963244897786e-21,154.0,0.0,0.99999736253317384,1.0,18.999999996628603,2.5349348736523836e-07,1.5542005563795153e-07,6.9071725305335971e-07,6.9265347915948081e-07,3.4841844248309948e-07,2.6526893414928404e-09,1.5399186949232874e-13,7.1800670675129065e-10,4.9339325839640317e-07
3.628404094587226e-12,0.904147409665223,1.1677252319368077e-12,1.0033476884997489e-18,1.0033314055576253e-18,7.5403679847761595e-30,1.6278460918957652e-23,0.0,0.0,5.6191120353550329e-13,1.2253173393668593e-21,154.0,0.0,0.99999731939536884,1.0,18.999999996526142,2.5764423356394704e-07,1.5544341254847592e-07,7.0198411260933801e-07,7.039909596278425e-07,3.5514703657098273e-07,2.7392051019274199e-09,1.5651250843486212e-13,7.3393120835586043e-10,5.0292158345764685e-07
3.686859316159082e-12,0.9041474096646869,1.1865368271707165e-12,1.0359362964872558e-18,1.0359192139833234e-18,7.9613143282416347e-30,1.7077954257844907e-23,0.0,0.0,5.7541497313743504e-13,1.273720762742726e-21,154.0,0.0,0.9999972762576127,1.0,18.999999996422304,2.6179497916471066e-07,1.5546440613792059e-07,7.1324961725769865e-07,7.1532840957420584e-07,3.6187658960805215e-07,2.8270746492493932e-09,1.5903314059083775e-13,7.4988525244051018e-10,5.1245126661689875e-07
3.745314537730938e-12,0.9041474096641434,1.2053483912161549e-12,1.0690456988269084e-18,1.0690277910038042e-18,8.3990841599239731e-30,1.7903205168947479e-23,0.0,0.0,5.8905998283797746e-13,1.3233205081093671e-21,154.0,0.0,0.99999723311990085,1.0,18.999999996317086,2.6594572416752922e-07,1.5548327547465038e-07,7.2451376859861044e-07,7.2666583058571491e-07,3.6860700455391831e-07,2.9162963832870147e-09,1.6155376631315879e-13,7.658672518621426e-10,5.2198217045591935e-07
3.862224980874649e-12,0.9041474096630352,1.2429714257404122e-12,1.1368268831088503e-18,1.1368072457419119e-18,9.3267868011283809e-30,1.9632613134254196e-23,0.0,0.0,6.1677373992256205e-13,1.4261647676776935e-21,154.0,0.0,0.9999971468445944,1.0,18.999999996102513,2.7424721237933249e-07,1.5551547850978208e-07,7.4703801774930647e-07,7.4934059173035748e-07,3.8207008037621302e-07,3.0987900202761372e-09,1.6659499977450862e-13,7.979091905307775e-10,5.410471589906881e-07
3.9674443797039896e-12,0.9041474096620133,1.276832050144644e-12,1.1996110569847393e-18,1.1995897708415995e-18,1.0223538798806099e-29,2.1281267826139001e-23,0.0,0.0,6.4219920600331446e-13,1.522956212292571e-21,154.0,0.0,0.99999706919693288,1.0,18.999999995904712,2.8171854972498608e-07,1.5553913414138956e-07,7.6730522968765677e-07,7.6974779204619882e-07,3.9418900975278371e-07,3.2676427578994232e-09,1.7113209105350232e-13,8.2682829972531245e-10,5.5820870950976353e-07
4.07266377853333e-12,0.9041474096609688,1.3106925734935381e-12,1.2640825911329862e-18,1.2640595664091392e-18,1.1181506734020429e-29,2.3019727789503081e-23,0.0,0.0,6.6808235747154176e-13,1.623841483553715e-21,154.0,0.0,0.99999699154936206,1.0,18.999999995702485,2.8918988513330135e-07,1.5555865574097329e-07,7.8756808170938271e-07,7.9015491966297514e-07,4.0630961604951879e-07,3.4408517809160709e-09,1.7566916616786736e-13,8.5581693435580895e-10,5.7537263514655393e-07
4.177883177362671e-12,0.9041474096599014,1.3445529957853398e-12,1.3302414805177075e-18,1.3302166250271724e-18,1.2203298260472158e-29,2.4850374533126231e-23,0.0,0.0,6.9442321952997853e-13,1.7289028011920436e-21,154.0,0.0,0.99999691390186807,1.0,18.999999995495848,2.9666121860427927e-07,1.5557476591996943e-07,8.0782658307849348e-07,8.1056198115964344e-07,4.1843160595075903e-07,3.6184078252947975e-09,1.8020622658041003e-13,8.8486851546746393e-10,5.9253852053873478e-07
4.283102576192011e-12,0.9041474096588115,1.3784133170182993e-12,1.3980877201029331e-18,1.398060939278262e-18,1.3291571936081639e-29,2.6775589555971742e-23,0.0,0.0,7.2122181732757869e-13,1.838222697156874e-21,154.0,0.0,0.99999683625443936,1.0,18.99999999528481,3.0413255013792078e-07,1.555880606811054e-07,8.2808074303929956e-07,8.3096898249237728e-07,4.3055473753266517e-07,3.8003016467033266e-09,1.8474327361549002e-13,9.1397708688797008e-10,6.0970602309959074e-07
4.388321975021352e-12,0.9041474096576988,1.4122735371906714e-12,1.4676213048526037e-18,1.4675925017448952e-18,1.4449037226334278e-29,2.8797754347185756e-23,0.0,0.0,7.4847817595962898e-13,1.9518840155073696e-21,154.0,0.0,0.99999675860706638,1.0,18.999999995069395,3.1160387973422674e-07,1.5559903171349277e-07,8.4833057081645265e-07,8.5137592905365281e-07,4.4267881121340293e-07,3.9865240204664998e-09,1.8928030847212999e-13,9.43137256142829e-10,6.2687486020263426e-07
4.4935413738506926e-12,0.9041474096565637,1.4461336563007134e-12,1.5388422297305727e-18,1.5388113050094797e-18,1.5678454507616084e-29,3.0919250386096743e-23,0.0,0.0,7.7619232046786205e-13,2.069969912304378e-21,154.0,0.0,0.9999966809597417,1.0,18.999999994849613,3.1907520739319756e-07,1.5560808477939645e-07,8.6857607561499056e-07,8.7178282572568036e-07,4.5480366228975797e-07,4.1770657415244703e-09,1.938173322358574e-13,9.7234414102238656e-10,6.4404479861275505e-07
4.598760772680033e-12,0.9041474096554061,1.4799936743466888e-12,1.6117504897006051e-18,1.6117173416543477e-18,1.6982635070539513e-29,3.3142459142214912e-23,0.0,0.0,8.0436427584057268e-13,2.192563855502658e-21,154.0,0.0,0.99999660331245854,1.0,18.99999999462548,3.2654653311483431e-07,1.5561555486174965e-07,8.8881726662037585e-07,8.9218967692880745e-07,4.6692915478859891e-07,4.3719176243910015e-09,1.9835434588953998e-13,1.0015933211801009e-09,6.6121564577931999e-07
4.703980171509374e-12,0.9041474096542259,1.5138535913268638e-12,1.6863460797263798e-18,1.6863106042617543e-18,1.8364441123259394e-29,3.5469762075231626e-23,0.0,0.0,8.3299406701272916e-13,2.3197496248434993e-21,154.0,0.0,0.99999652566521124,1.0,18.999999994397008,3.3401785689913747e-07,1.5562171848181846e-07,9.0905415299853943e-07,9.125964866651896e-07,4.7905517646700582e-07,4.5710705031118371e-09,2.028913503230725e-13,1.0308807944607405e-09,6.7838724275588863e-07
4.809199570338714e-12,0.9041474096530235,1.5477134072395092e-12,1.7626289947714872e-18,1.7625910854138767e-18,1.9826785794779168e-29,3.7903540635018858e-23,0.0,0.0,8.6208171886608749e-13,2.4516113117477219e-21,154.0,0.0,0.99999644801799603,1.0,18.999999994164202,3.4148917874610765e-07,1.5562680384391099e-07,9.2928674389592159e-07,9.3300325855831665e-07,4.9118163469442581e-07,4.774515231223177e-09,2.0742834634209976e-13,1.0602029373756129e-09,6.9555945836895978e-07
4.914418969168055e-12,0.9041474096517986,1.5815731220829002e-12,1.8405992297994328e-18,1.8405587776928166e-18,2.1372633138247319e-29,4.0446176261628657e-23,0.0,0.0,8.9162725622930538e-13,2.5882333192090726e-21,154.0,0.0,0.99999637037080902,1.0,18.999999993927087,3.4896049865574546e-07,1.5563099925349115e-07,9.4951504843951346e-07,9.5340999588881761e-07,5.0330845303567054e-07,4.9822426817102285e-09,2.1196533467607088e-13,1.0895564692957389e-09,7.1273218437917921e-07
5.0196383679973956e-12,0.9041474096505517,1.6154327358553162e-12,1.9202567797736309e-18,1.9202136736805996e-18,2.3004998134244266e-29,4.3100050385292513e-23,0.0,0.0,9.2163070387805332e-13,2.7297003616879897e-21,154.0,0.0,0.99999629272364732,1.0,18.99999999368567,3.5643181662805136e-07,1.5563446011573853e-07,9.6973907573689832e-07,9.7381670162691917e-07,5.154355684101264e-07,5.1942437469658453e-09,2.1650231598544457e-13,1.118938419994362e-09,7.2990533145851636e-07
5.124857766826736e-12,0.9041474096492825,1.6492922485550409e-12,2.001601639657415e-18,2.0015557659591733e-18,2.4726946694059523e-29,4.5867544426420839e-23,0.0,0.0,9.5209208653512919e-13,2.8760974650057607e-21,154.0,0.0,0.99999621507650804,1.0,18.99999999343996,3.6390313266302589e-07,1.5563731470897638e-07,9.8995883487629392e-07,9.9422337846183544e-07,5.275629287482593e-07,5.4105093387492679e-09,2.2103929086812204e-13,1.1483461002593878e-09,7.4707882587165563e-07
5.230077165656077e-12,0.9041474096479912,1.6831516601803621e-12,2.0846338044140273e-18,2.0845850471104136e-18,2.6541595662959252e-29,4.8751039795602433e-23,0.0,0.0,9.8301142887056962e-13,3.0275099662390558e-21,154.0,0.0,0.99999613742938964,1.0,18.99999999318997,3.7137444676066974e-07,1.5563966892368538e-07,1.0101743349265909e-06,1.0146300288283536e-06,5.3969049106799855e-07,5.6310303881449383e-09,2.2557625986547271e-13,1.1777770753018942e-09,7.6425260675197622e-07
5.335296564485417e-12,0.9041474096466783,1.7170109707295716e-12,2.1693532690066293e-18,2.1693015097161168e-18,2.8452112823444147e-29,5.1752917893603847e-23,0.0,0.0,1.0143887555017624e-12,3.1840235136148448e-21,154.0,0.0,0.99999605978229,1.0,18.99999999293572,3.7884575892098326e-07,1.5564161015836059e-07,1.0303855849373971e-06,1.0350366549309041e-06,5.5181821989336594e-07,5.855797845521404e-09,2.3011322346769791e-13,1.2072291406927678e-09,7.8142662386218569e-07
5.440515963314758e-12,0.9041474096453429,1.7508701802009662e-12,2.2557600283982891e-18,2.255705146358004e-18,3.0461716898497796e-29,5.4875560111368915e-23,0.0,0.0,1.0462240909935578e-12,3.3457240664056907e-21,154.0,0.0,0.99999598213520802,1.0,18.999999992677203,3.8631706914396695e-07,1.5564321054026883e-07,1.0505925939390773e-06,1.0554432587653448e-06,5.6394608594713837e-07,6.0848026804903227e-09,2.3465018211852462e-13,1.2367003005743994e-09,7.9860083574300547e-07
5.5457353621440986e-12,0.9041474096439855,1.7847292885928466e-12,2.3438540775519977e-18,2.3437959496177241e-18,3.2573677554825461e-29,5.8121347830018166e-23,0.0,0.0,1.078517459858382e-12,3.5126978948254183e-21,154.0,0.0,0.99999590448814257,1.0,18.999999992414445,3.9378837742962127e-07,1.5564452959473738e-07,1.0707953709427946e-06,1.0758498421386956e-06,5.760740650673528e-07,6.3180358818655298e-09,2.3918713621972492e-13,1.2661887479269669e-09,8.1577520817884301e-07
5.650954760973439e-12,0.9041474096426065,1.8185882959035179e-12,2.4336354114306529e-18,2.4335739120768483e-18,3.4791315406083254e-29,6.1492662420848284e-23,0.0,0.0,1.1112688865563468e-12,3.6850315799251679e-21,154.0,0.0,0.99999582684109278,1.0,18.999999992147451,4.0125968377794671e-07,1.5564561645204955e-07,1.0909939249405479e-06,1.0962564066870092e-06,5.8820213731150543e-07,6.5554884576222195e-09,2.437240861351444e-13,1.2956928466982999e-09,8.3294971292925371e-07
5.75617415980278e-12,0.9041474096412058,1.8524472021312897e-12,2.5251040249970724e-18,2.5250390263168731e-18,3.7118002016097934e-29,6.4991885245331499e-23,0.0,0.0,1.1444783954953617e-12,3.8628120134898111e-21,154.0,0.0,0.99999574919405743,1.0,18.999999991876233,4.0873098818894385e-07,1.5564651166523309e-07,1.1111882649052191e-06,1.1166629538915475e-06,6.0033028621869179e-07,6.7971514348561898e-09,2.4826103219408403e-13,1.3252111156260702e-09,8.5012432668406102e-07
5.86139355863212e-12,0.904147409639783,1.8863060072744743e-12,2.6182599132139868e-18,2.618191284919222e-18,3.9557159902077146e-29,6.8621397655115104e-23,0.0,0.0,1.1781460110312448e-12,4.0461263979347555e-21,154.0,0.0,0.99999567154703628,1.0,18.999999991600802,4.1620229066261299e-07,1.5564724870623894e-07,1.1313783997906087e-06,1.1370694850934288e-06,6.1245849820229103e-07,7.0430158597431924e-09,2.5279797469470163e-13,1.3547422135933037e-09,8.6729903020334351e-07
