Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118)
1.8519858900419028e-13,0.9041474096831025,5.9605163865462598e-14,2.6140247038129877e-21,2.6140223056572356e-21,6.2502034422253478e-34,2.1646822048333519e-27,0.0,0.0,1.551895766201106e-14,1.9576182340140473e-24,154.0,0.0,0.99999986247049344,1.0,18.999999999988368,1.3150561464421063e-08,4.4628712810944668e-08,3.596282087589106e-08,3.5965880222615625e-08,3.2324534956207758e-09,7.3027920847971629e-12,7.9918485606308309e-15,4.3105776358238827e-12,4.5774562538381702e-09
2.0740362761028245e-13,0.9041474096830872,6.6751714393920571e-14,3.278437724075669e-21,3.2784344222159098e-21,8.8128890848121775e-34,3.0403952670922444e-27,0.0,0.0,1.7474653699101429e-14,2.4648261252871815e-24,154.0,0.0,0.99999984599909453,1.0,18.999999999985455,1.4727294050894616e-08,4.9036556601650542e-08,4.0273730273923534e-08,4.0277593454849702e-08,4.0028231472132163e-09,9.157591951977989e-12,8.9504630888610372e-15,5.3696869341028433e-12,5.6683716898480248e-09
2.296086662163746e-13,0.9041474096830708,7.3898260424109132e-14,4.0180070724156103e-21,4.0180026577542071e-21,1.2003715818607087e-33,4.1252067250385363e-27,0.0,0.0,1.9450691497916171e-14,3.0326706475754057e-24,154.0,0.0,0.99999982953107047,1.0,18.999999999982222,1.6304026550954933e-08,5.326939907869442e-08,4.4584430162679965e-08,4.4589198630061468e-08,4.8442276411481368e-09,1.1221738697822368e-11,9.9090535907200049e-15,6.5367112186884332e-12,6.8598791061510716e-09
2.518137048224668e-13,0.9041474096830523,8.104480195603381e-14,4.8327327015273436e-21,4.8327269425803682e-21,1.5895131430169896e-33,5.4415029603263426e-27,0.0,0.0,2.1447071314333779e-14,3.6618178213890457e-24,154.0,0.0,0.99999981306628727,1.0,18.999999999978677,1.788075896460725e-08,5.73341880961789e-08,4.8894920636218924e-08,4.8900697988266309e-08,5.7538467696264686e-09,1.3495138292054709e-11,1.0867620564247227e-14,7.8094105022226042e-12,8.1479848255260158e-09
2.7401874342855896e-13,0.9041474096830323,8.8191338989699275e-14,5.7226145641056492e-21,5.7226072070028963e-21,2.0560590612176256e-33,7.0116703376934243e-27,0.0,0.0,2.346379340411745e-14,4.352934294873025e-24,154.0,0.0,0.99999979660461635,1.0,18.999999999974811,1.9457491291856559e-08,6.1237595814028357e-08,5.3205201788555606e-08,5.3212093723000153e-08,6.7289722320452719e-09,1.5977696746613163e-11,1.182616449710681e-14,9.1855912757095543e-12,9.5288536417763649e-09
2.9846367852022106e-13,0.9041474096830088,9.6058765906247268e-14,6.7891722267343602e-21,6.7891627899317215e-21,2.668080572888739e-33,9.060559731460722e-27,0.0,0.0,2.5707473058230297e-14,5.1862247562558932e-24,154.0,0.0,0.99999977848585309,1.0,18.9999999999702,2.1193273780766252e-08,6.5355783102099274e-08,5.7950033465683944e-08,5.7958277096587088e-08,7.8751077147088783e-09,1.8952437713857206e-11,1.2881373887881416e-14,1.0817691682606455e-11,1.1151888639295957e-08
3.2290861361188315e-13,0.9041474096829829,1.0392618737126369e-13,7.9468132705866838e-21,7.9468013894157454e-21,3.3930121374471176e-33,1.1474118906867539e-26,0.0,0.0,2.7975806614111799e-14,6.0963170230145071e-24,154.0,0.0,0.99999976037055416,1.0,18.999999999965215,2.2929056164974226e-08,6.9294340928772766e-08,6.2694611701017277e-08,6.2704340292227842e-08,9.094156643413225e-09,2.2180423795179127e-11,1.3936556557293511e-14,1.2569798030020987e-11,1.2878175899296297e-08
3.4735354870354525e-13,0.9041474096829555,1.1179360338475122e-13,9.1955376325492351e-21,9.1955229124745195e-21,4.2410773362277843e-33,1.4282215057831361e-26,0.0,0.0,3.0268794412509462e-14,7.0841031575766695e-24,154.0,0.0,0.99999974225856847,1.0,18.999999999959861,2.466483844448636e-08,7.3061104445833385e-08,6.7438936619806332e-08,6.7450286049302456e-08,1.0382938646802847e-08,2.5661529771679655e-11,1.4991713114038813e-14,1.443917096945208e-11,1.4703211719375818e-08
3.7179848379520735e-13,0.9041474096829258,1.196610139467112e-13,1.0535345249508816e-20,1.0535327266127792e-20,5.2226476631650038e-33,1.7514715351687004e-26,0.0,0.0,3.2586436794001711e-14,8.1504761439259727e-24,154.0,0.0,0.99999972414975125,1.0,18.999999999954142,2.6400620619308286e-08,7.6663567033114973e-08,7.2183008347238504e-08,7.2196117044667033e-08,1.1738412082388305e-08,2.9395630486356636e-11,1.6046844153581927e-14,1.6423133674975072e-11,1.6622688850143387e-08
3.9624341888686945e-13,0.9041474096828944,1.2752841905714405e-13,1.1966236058352117e-20,1.1966214357395252e-20,6.3482425535667628e-33,2.1201486925944496e-26,0.0,0.0,3.4928734098997863e-14,9.2963298875926801e-24,154.0,0.0,0.99999970604396449,1.0,18.999999999948059,2.8136402689445386e-08,8.0108895334729351e-08,7.6926827008438029e-08,7.694183589407296e-08,1.3157667933181255e-08,3.3382600844098893e-11,1.7101950258194553e-14,1.8519070424038331e-11,1.8632487852284446e-08
4.2068835397853155e-13,0.9041474096828611,1.3539581871604906e-13,1.3488209995965961e-20,1.3488184093296741e-20,7.628529362015072e-33,2.5372396891334896e-26,0.0,0.0,3.729568666773834e-14,1.05225592155007e-23,154.0,0.0,0.99999968794107619,1.0,18.999999999941608,2.987218465490281e-08,8.3403943326814747e-08,8.1670392728465959e-08,8.1687445153565732e-08,1.4637924097445775e-08,3.7622315811632467e-11,1.8157031995202403e-14,2.0724425198766802e-11,2.0728669010316415e-08
4.4513328907019365e-13,0.9041474096828261,1.4326321292342451e-13,1.5101266999237e-20,1.5101236380851964e-20,9.074323395105411e-33,3.0057312328034172e-26,0.0,0.0,3.968729484029458e-14,1.1830059875968594e-23,154.0,0.0,0.99999966984095978,1.0,18.999999999934801,3.160796651568548e-08,8.655526606908702e-08,8.641370563232035e-08,8.6432947320837707e-08,1.6176519806797703e-08,4.2114650417518516e-11,1.921208991930915e-14,2.3036700333151768e-11,2.2907464428096864e-08
4.695782241618558e-13,0.9041474096827893,1.5113060167926772e-13,1.6805407005051985e-20,1.6805371127080757e-20,1.0696587883866597e-32,3.5286100289392466e-26,0.0,0.0,4.210355895656929e-14,1.3219728538541354e-23,154.0,0.0,0.99999965174349426,1.0,18.999999999927638,3.3343748271798112e-08,8.9569132599857605e-08,9.1156765844936244e-08,9.1178344836568532e-08,1.7770910391979831e-08,4.6859479752094446e-11,2.0267124575705011e-14,2.5453455172727216e-11,2.51652706166731e-08
4.940231592535179e-13,0.9041474096827503,1.5899798498357519e-13,1.8600629950297475e-20,1.8600588239002787e-20,1.2506434016499944e-32,4.1088627798182559e-26,0.0,0.0,4.4544479356296418e-14,1.4692462793992225e-23,154.0,0.0,0.99999963364856426,1.0,18.999999999920117,3.5079529923245192e-08,9.2451538582119811e-08,9.5899573491185821e-08,9.5923640085719943e-08,1.9418662149681089e-08,5.185667896747156e-11,2.1322136494280012e-14,2.7972304779878176e-11,2.7498641225219468e-08
5.1846809434518e-13,0.9041474096827096,1.6686536283634232e-13,2.0486935771860149e-20,2.048688762363787e-20,1.4515120907137732e-32,4.7494761850801285e-26,0.0,0.0,4.7010056379041356e-14,1.6249161154144836e-23,154.0,0.0,0.9999996155560591,1.0,18.999999999912241,3.6815311470031069e-08,9.5208218088702056e-08,1.0064212869587846e-07,1.0066883539881724e-07,2.1117447558817669e-08,5.7106123277472988e-11,2.2377126188398473e-14,3.059091865227781e-11,2.9904280266845386e-08
5.429130294368421e-13,0.9041474096826672,1.7473273523756398e-13,2.2464324406626449e-20,2.2464269188005622e-20,1.673405563288337e-32,5.4534369412982756e-26,0.0,0.0,4.9500290364200863e-14,1.7890723051887276e-23,154.0,0.0,0.99999959746587297,1.0,18.99999999990402,3.8551092912159817e-08,9.7844655169710535e-08,1.0538443158376084e-07,1.0541393305318319e-07,2.2865040585185092e-08,6.260768795763517e-11,2.3432094168598457e-14,3.3307019489243209e-11,3.2379035469544783e-08
5.673579645285042e-13,0.9041474096826229,1.8260010218723395e-13,2.4532795791482926e-20,2.4532732839125818e-20,1.9174793200512583e-32,6.2237317424244752e-26,0.0,0.0,5.2015181651003397e-14,1.9618048840988299e-23,154.0,0.0,0.99999957937790507,1.0,18.999999999895454,4.0286874249635401e-08,1.0036609458944514e-07,1.1012648227951693e-07,1.1015893527416089e-07,2.4659312323230032e-08,6.8361248345144077e-11,2.4487040936615791e-14,3.6118381968694881e-11,3.4919892104538659e-08
5.918028996201663e-13,0.9041474096825771,1.9046746368534545e-13,2.6692349863315883e-20,2.6692278484017965e-20,2.1849036587343097e-32,7.0633472793117882e-26,0.0,0.0,5.4554730578508891e-14,2.1432039796122101e-23,154.0,0.0,0.99999956129205836,1.0,18.999999999886537,4.20226554824616e-08,1.0277755242246799e-07,1.1486828090776816e-07,1.1490384423629037e-07,2.6498226694993487e-08,7.4366679838840382e-11,2.5541966962630432e-14,3.9022831570686927e-11,3.7523966895577558e-08
6.162478347118284e-13,0.9041474096825294,1.9833481973189086e-13,2.8942986559011699e-20,2.8942906029701727e-20,2.4768636703853809e-32,7.9752702402098732e-26,0.0,0.0,5.7118937485609188e-14,2.3333598112673212e-23,154.0,0.0,0.99999954320824047,1.0,18.999999999877282,4.3758436610642007e-08,1.0508382586003145e-07,1.196098275930735e-07,1.196486620644783e-07,2.8379836469577418e-08,8.0623857899151697e-11,2.6596872714244833e-14,4.2018243407842649e-11,4.0188502382135106e-08
6.406927698034905e-13,0.9041474096824798,2.062021703268619e-13,3.1284705815456493e-20,3.1284615383196506e-20,2.7945592437862063e-32,8.9624873102471484e-26,0.0,0.0,5.9707802711027771e-14,2.5323626906770799e-23,154.0,0.0,0.9999995251263627,1.0,18.99999999986769,4.5494217634180076e-08,1.0728950293332244e-07,1.2435112245992946e-07,1.2439339083512081e-07,3.0302279316376648e-08,8.7132658048101092e-11,2.7651758683682248e-14,4.510254110241882e-11,4.2910861330416341e-08
6.731678928989659e-13,0.9041474096824114,2.1665394579400797e-13,3.4536560446529116e-20,3.4536455642360505e-20,3.2585101340630103e-32,1.0395589647571171e-25,0.0,0.0,6.3185252806469394e-14,2.8105771873523936e-23,154.0,0.0,0.99999950110742475,1.0,18.999999999854413,4.7800204466974429e-08,1.1007165677786433e-07,1.3064954861759448e-07,1.3069663394318542e-07,3.2916358188862715e-08,9.6168578620347508e-11,2.9053145985469436e-14,4.9334039116629492e-11,4.6612641623116304e-08
7.056430159944413e-13,0.9041474096823396,2.2710571163954923e-13,3.7949167811036577e-20,3.7949047183347527e-20,3.7729160331878327e-32,1.1973853782708589e-25,0.0,0.0,6.6706224132727171e-14,3.1047777579611779e-23,154.0,0.0,0.999999477091574,1.0,18.999999999840547,5.0106191115097077e-08,1.1269375862429203e-07,1.3694753084825739e-07,1.369997280794637e-07,3.5595403760494445e-08,1.0564807970503554e-10,3.0454500163298779e-14,5.371420597236257e-11,5.0406420861942484e-08
7.381181390899167e-13,0.904147409682265,2.3755746786346105e-13,4.1522527760995516e-20,4.1522389788146231e-20,4.3407114803100518e-32,1.370428254848791e-25,0.0,0.0,7.0270717482627781e-14,3.4151769092232244e-23,154.0,0.0,0.99999945307863292,1.0,18.999999999826091,5.2412177578554956e-08,1.1516501602184612e-07,1.4324506944331404e-07,1.4330267773545982e-07,3.8335678589207682e-08,1.1557086994336039e-10,3.1855822216313761e-14,5.8238550202230396e-11,5.4286906480424248e-08
7.705932621853921e-13,0.9041474096821874,2.48009214465717e-13,4.5256640148422195e-20,4.5256483238745019e-20,4.9648771049463716e-32,1.5593878768896027e-25,0.0,0.0,7.3878733648475084e-14,3.7419874345235805e-23,154.0,0.0,0.99999942906843409,1.0,18.99999999981106,5.471816385735457e-08,1.1749410679515448e-07,1.4954216469396662e-07,1.4960548726698387e-07,4.1133660253786748e-08,1.2593665816787434e-10,3.3257113112671265e-14,6.2902716030971169e-11,5.8249110401662616e-08
8.030683852808675e-13,0.9041474096821069,2.5846095144628919e-13,4.9151504825332473e-20,4.9151327317131944e-20,5.6484396281133479e-32,1.7649645259065244e-25,0.0,0.0,7.7530273422050865e-14,4.0854224138787079e-23,154.0,0.0,0.99999940506081986,1.0,18.999999999795445,5.7024149951502073e-08,1.1968920948991838e-07,1.5583881689122434e-07,1.5590816089824855e-07,4.3986028995636953e-08,1.3674515340236175e-10,3.4658373791725263e-14,6.7702479278367123e-11,6.2288331537927759e-08
8.355435083763429e-13,0.9041474096820232,2.6891267880514799e-13,5.3207121643741731e-20,5.3206921805294721e-20,6.3944718637351598e-32,1.9878584825226129e-25,0.0,0.0,8.1225337594614849e-14,4.4456952139034559e-23,154.0,0.0,0.9999993810556419,1.0,18.999999999779256,5.9330135861003263e-08,1.2175803214281072e-07,1.6213502632590294e-07,1.6221070272584636e-07,4.6889656040777266e-08,1.4799606486171696e-10,3.6059605164343968e-14,7.2633743382749932e-11,6.6400139253511641e-08
8.680186314718183e-13,0.9041474096819371,2.7936439654226256e-13,5.7423490455664885e-20,5.7423266485220675e-20,7.206092719775008e-32,2.2287700264694571e-25,0.0,0.0,8.4963926956905228e-14,4.8230194877773015e-23,154.0,0.0,0.99999935705275944,1.0,18.999999999762501,6.1636121585863612e-08,1.2370783938662206e-07,1.6843079328862571e-07,1.6851311672260668e-07,4.9841592597573498e-08,1.5968910195181968e-10,3.74608081138745e-14,7.7692535543725464e-11,7.0580357784492295e-08
9.004937545672937e-13,0.9041474096818474,2.8981610465760032e-13,6.1800611113116322e-20,6.1800361138896726e-20,8.0864671991114189e-32,2.4883994365890332e-25,0.0,0.0,8.8746042299138952e-14,5.2176091752099127e-23,154.0,0.0,0.99999933305204114,1.0,18.999999999745178,6.3942107126088261e-08,1.2554547795111883e-07,1.7472611806982331e-07,1.7481540674133521e-07,5.2839059505669071e-08,1.7182397426940775e-10,3.8861983496988114e-14,8.2875002982808104e-11,7.4825051580654515e-08
9.32968877662769e-13,0.9041474096817549,3.0026780315112761e-13,6.6338483468109923e-20,6.6338205548309326e-20,9.0388064004468373e-32,2.7674469908351488e-25,0.0,0.0,9.2571684411012135e-14,5.6296785024068327e-23,154.0,0.0,0.99999930905336254,1.0,18.999999999727294,6.6248092481682056e-08,1.2727740068220886e-07,1.8102100095973393e-07,1.8111757651843956e-07,5.587943748635048e-08,1.8440039160195089e-10,4.0263132144471773e-14,8.8177409318127637e-11,7.913051149909841e-08
9.654440007582446e-13,0.9041474096816599,3.1071949202280954e-13,7.1037107372659059e-20,7.103679949544453e-20,1.0066367519358065e-31,3.0666129662731109e-25,0.0,0.0,9.6440854081700344e-14,6.0594419820356239e-23,154.0,0.0,0.99999928505660551,1.0,18.999999999708852,6.8554077652649614e-08,1.2890968919591003e-07,1.873154422484036e-07,1.8741962967744506e-07,5.8960257947060715e-08,1.9741806392752538e-10,4.1664254862013334e-14,9.3596131048446419e-11,8.34932417825727e-08
9.9791912385372e-13,0.904147409681562,3.2117117127261001e-13,7.5896482678776489e-20,7.589614276228791e-20,1.1172453849389713e-31,3.3865976390788462e-25,0.0,0.0,1.0035355209985897e-13,6.5071144131921442e-23,154.0,0.0,0.99999926106166059,1.0,18.999999999689855,7.086006263899521e-08,1.3044807524341139e-07,1.9360944222568667e-07,1.9372156973240556e-07,6.2079194309094113e-08,2.1087670141468929e-10,4.306535243095996e-14,9.9127654142757842e-11,8.7909947778682144e-08
1e-12,0.9041474096814611,3.2184087279531327e-13,7.6213332186260481e-20,7.6212990144208305e-20,1.1246082743499929e-31,3.4078271312657882e-25,0.0,0.0,1.0060574609491332e-13,6.5364150491529237e-23,154.0,0.0,0.99999925952421964,1.0,18.999999999688619,7.1007820937963514e-08,1.3054357610690851e-07,1.9401272156111705e-07,1.9412536909887544e-07,6.2280290556362453e-08,2.1175410322728983e-10,4.3155128326202342e-14,9.9485857035833739e-11,8.8194718899635056e-08
1.0303942469491956e-12,0.9041474096814611,3.3162284090049192e-13,8.0916609238474455e-20,8.0916235130824607e-20,1.2360414783093653e-31,3.7281012845386952e-25,0.0,0.0,1.0430977925362362e-13,6.9729108813667334e-23,154.0,0.0,0.99999923706842309,1.0,18.999999999670308,7.3166047440722935e-08,1.3189796084453525e-07,1.9990300118124559e-07,2.0002340009121077e-07,6.5234053835210003e-08,2.2477601442235779e-10,4.4466425609053225e-14,1.0476857073275811e-10,9.2377524367026247e-08
1.062869370044671e-12,0.9041474096813572,3.4207450090641708e-13,8.6097486903764572e-20,8.6097076383039193e-20,1.3633645813023403e-31,4.0918241770497346e-25,0.0,0.0,1.0830953633061038e-13,7.4570467584103092e-23,154.0,0.0,0.99999921307679496,1.0,18.999999999650214,7.54720320578366e-08,1.3326443725461021e-07,2.0619611940455128e-07,2.0632512405879379e-07,6.842276993077744e-08,2.3911571349967752e-10,4.5867475131142337e-14,1.105155759055006e-10,9.6893045056902519e-08
1.0953444931401466e-12,0.9041474096812507,3.5252615129034628e-13,9.1439115526657841e-20,9.1438666300915749e-20,1.4995588532735661e-31,4.4784665901200152e-25,0.0,0.0,1.1235282411791624e-13,7.9597377025005116e-23,154.0,0.0,0.99999918908668373,1.0,18.999999999629583,7.7778016490339858e-08,1.3455230283803342e-07,2.1248879718488349e-07,2.1262674484024156e-07,7.164339488870648e-08,2.5389550938590135e-10,4.7268501709875849e-14,1.1636546459313561e-10,1.0145375171345241e-07
1.127819616235622e-12,0.9041474096811415,3.6297779205223974e-13,9.6941494959164698e-20,9.6941004666437886e-20,1.6449730637816581e-31,4.888728796368466e-25,0.0,0.0,1.1643964340211944e-13,8.4811996581079768e-23,154.0,0.0,0.99999916509800213,1.0,18.999999999608409,8.0084000738236069e-08,1.3576607991696652e-07,2.1878103481133074e-07,2.1892826554381098e-07,7.489409305038348e-08,2.6911511301026362e-10,4.8669506036372189e-14,1.2231512855656181e-10,1.0605704487290809e-07
1.1602947393310976e-12,0.9041474096810294,3.7342942319205644e-13,1.0260462505329488e-19,1.026040912615886e-19,1.7999605926913756e-31,5.3233110675247309e-25,0.0,0.0,1.2056999496927965e-13,9.0216488559626442e-23,154.0,0.0,0.99999914111066801,1.0,18.999999999586699,8.2389984801528451e-08,1.3691003065327731e-07,2.2507283257279067e-07,2.2522968918385461e-07,7.8173134359022092e-08,2.8477423549185533e-10,5.0070488780870276e-14,1.283615534600876e-10,1.1070047461353638e-07
1.192769862426573e-12,0.9041474096809148,3.8388104470975481e-13,1.0842850566105752e-19,1.0842792586835038e-19,1.9648794302757271e-31,5.7829136744291197e-25,0.0,0.0,1.2474387960493868e-13,9.5813018130200841e-23,154.0,0.0,0.99999911712460365,1.0,18.999999999564455,8.4695968680220075e-08,1.3798817201615524e-07,2.3136419075797017e-07,2.315310186836576e-07,8.1478888284149261e-08,3.0087258813949939e-10,5.1471450593360156e-14,1.3450181603444772e-10,1.1538173195214416e-07
1.2252449855220486e-12,0.904147409680797,3.9433265660529242e-13,1.1441313663446108e-19,1.1441250826870515e-19,2.1400921773172257e-31,6.2682368870326555e-25,0.0,0.0,1.2896129809412034e-13,1.0160375332427854e-22,154.0,0.0,0.99999909313973634,1.0,18.999999999541682,8.7001952374313757e-08,1.3900428988710529e-07,2.3765510965538565e-07,2.3783225687818892e-07,8.4809818096238287e-08,3.174098824516261e-10,5.2872392104195006e-14,1.4073308132557871e-10,1.2009864073642528e-07
1.257720108617524e-12,0.9041474096806764,4.0478425887862625e-13,1.2055851782551342e-19,1.2055783824463433e-19,2.3259660452092397e-31,6.7799809743971048e-25,0.0,0.0,1.3322225122133131e-13,1.0759086503491854e-22,154.0,0.0,0.99999906915599746,1.0,18.999999999518383,8.9307935883812174e-08,1.3996195235320123e-07,2.4394558955336307e-07,2.4413340651676953e-07,8.8164475470836138e-08,3.3438583011614805e-10,5.42733139246841e-14,1.4705260002654363e-10,1.248491500039013e-07
1.2901952317129996e-12,0.9041474096805536,4.152358515297126e-13,1.2686464908622154e-19,1.2686391557811857e-19,2.5228728560577065e-31,7.3188462046949375e-25,0.0,0.0,1.3752673977056103e-13,1.1377652701642799e-22,154.0,0.0,0.99999904517332183,1.0,18.999999999494555,9.1613919208717904e-08,1.4086452223627597e-07,2.5023563074003805e-07,2.5043447026566009e-07,9.1541495402831897e-08,3.5180014301033588e-10,5.5674216647668311e-14,1.5345770589005111e-10,1.2963132678005159e-07
1.322670354808475e-12,0.904147409680428,4.2568743455850698e-13,1.33331530268592e-19,1.3333074005113804e-19,2.7311890427828619e-31,7.885532845209287e-25,0.0,0.0,1.4187476452528221e-13,1.2016291588402654e-22,154.0,0.0,0.99999902119164852,1.0,18.999999999470212,9.3919902349033292e-08,1.4171516890176909e-07,2.5652523350335648e-07,2.5673545071056987e-07,9.4939591413120031e-08,3.6965253320069438e-10,5.7075100848078062e-14,1.5994581321912325e-10,1.3444334929050165e-07
1.3551454779039506e-12,0.9041474096802995,4.361390079649645e-13,1.3995916122463045e-19,1.3995831144567244e-19,2.951295649220689e-31,8.4807411623339248e-25,0.0,0.0,1.4626632626845145e-13,1.2675221111351181e-22,154.0,0.0,0.99999899721091967,1.0,18.999999999445343,9.6225885304760639e-08,1.4251687938807478e-07,2.6281439813107414e-07,2.6303635035909083e-07,9.835755103108002e-08,3.8794271294283718e-10,5.8475967083474403e-14,1.6651441443357052e-10,1.3928350056379265e-07
1.387620600999426e-12,0.9041474096801682,4.4659057174903973e-13,1.4674754180634196e-19,1.4674662954370065e-19,3.1835783302241361e-31,9.1051714215732602e-25,0.0,0.0,1.5070142578250897e-13,1.3354659504092435e-22,154.0,0.0,0.99999897323108133,1.0,18.999999999419963,9.8531868075902023e-08,1.4327246889534979e-07,2.691031249107574e-07,2.6933717164305742e-07,1.017942315370576e-07,4.0667039468136305e-10,5.98768158945738e-14,1.7316107770999595e-10,1.4415016240233812e-07
1.4200957240949016e-12,0.9041474096800344,4.5704212591068663e-13,1.5369667186573077e-19,1.5369569412720097e-19,3.4284273517642998e-31,9.7595238875423325e-25,0.0,0.0,1.5518006384937956e-13,1.4054825286221377e-22,154.0,0.0,0.99999894925208199,1.0,18.99999999939407,1.008378506624595e-07,1.4398459067088347e-07,2.7539141412978279e-07,2.7563791692083536e-07,1.0524855594978811e-07,4.2583529104973201e-10,6.1277647805756948e-14,1.7988344469310255e-10,1.4904180970024154e-07
1.452570847190377e-12,0.9041474096798983,4.6749367044985884e-13,1.6080655125480057e-19,1.6080550497815114e-19,3.6862375910315856e-31,1.0444498823966777e-24,0.0,0.0,1.5970224125047264e-13,1.4775937263290475e-22,154.0,0.0,0.99999892527387368,1.0,18.99999999936767,1.0314383306443492e-07,1.4465574532591408e-07,2.8167926607533755e-07,2.8193858847954104e-07,1.0871950924460172e-07,4.4543711487014059e-10,6.2678463325562324e-14,1.8667922827614242e-10,1.5395700508792152e-07
1.4850459702858526e-12,0.904147409679759,4.7794520536650937e-13,1.680771798255542e-19,1.6807606187852829e-19,3.9574085365367985e-31,1.1160796493682821e-24,0.0,0.0,1.6426795876668255e-13,1.5518214526776342e-22,154.0,0.0,0.99999890129641122,1.0,18.999999999340755,1.0544981528183009e-07,1.4528828961654246e-07,2.8796668103441991e-07,2.8823918853719439e-07,1.1220613478915723e-07,4.65475579153398e-10,6.4079262947164877e-14,1.93546210448417e-10,1.5889439388477932e-07
1.517521093381328e-12,0.9041474096796177,4.8839673066059085e-13,1.7550855742999381e-19,1.7550736461030878e-19,4.2423442882121158e-31,1.1909117158637241e-24,0.0,0.0,1.6887721717838907e-13,1.6281876454046461e-22,154.0,0.0,0.99999887731965109,1.0,18.999999999313339,1.0775579731464666e-07,1.4588444471946095e-07,2.9425365929383887e-07,2.9453971924480626e-07,1.1570753098423596e-07,4.8595039709880275e-10,6.5480047148840117e-14,2.0048224020780642e-10,1.6385269934224917e-07
1.5499962164768036e-12,0.9041474096794736,4.9884824633205583e-13,1.831006839201207e-19,1.8309941295546848e-19,4.5414535575119236e-31,1.2690161079887378e-24,0.0,0.0,1.7353001726545754e-13,1.7067142708325868e-22,154.0,0.0,0.99999885334355343,1.0,18.999999999285421,1.1006177916288624e-07,1.4644630403154232e-07,3.0054020114021461e-07,3.0084018268840285e-07,1.1922284809780556e-07,5.0686128209401823e-10,6.6880816394414277e-14,2.0748523153636556e-10,1.6883071816053775e-07
1.582471339572279e-12,0.9041474096793268,5.0929975238085584e-13,1.9085355914793557e-19,1.9085220669598252e-19,4.8551496675135964e-31,1.35046285176011e-24,0.0,0.0,1.7822635980723949e-13,1.7874233238663953e-22,154.0,0.0,0.99999882936808004,1.0,18.999999999256996,1.1236776082655031e-07,1.4697584052073109e-07,3.0682630685997857e-07,3.0714058089098858e-07,1.2275128528121516e-07,5.2820794771494876e-10,6.8281571133700742e-14,2.1455316143708028e-10,1.7382731626327816e-07
1.6149464626677546e-12,0.9041474096791775,5.1975124880694262e-13,1.9876718296543838e-19,1.9876574561382531e-19,5.1838505530181877e-31,1.4353219731056784e-24,0.0,0.0,1.8296624558257271e-13,1.8703368279901232e-22,154.0,0.0,0.99999880539319508,1.0,18.999999999228077,1.1467374230564029e-07,1.4747491365407825e-07,3.1311197673937352e-07,3.1344091581445084e-07,1.262920877570325e-07,5.4999010772561692e-10,6.9682311802923651e-14,2.2168406802993556e-10,1.7884142481524513e-07
1.64742158576323e-12,0.9041474096790257,5.3020273561026759e-13,2.0684155522462819e-19,2.0684002949097077e-19,5.5279787606510341e-31,1.5236634978643306e-24,0.0,0.0,1.8774967536978176e-13,1.9554768352636182e-22,154.0,0.0,0.999998781418865,1.0,18.999999999198664,1.1697972360015749e-07,1.4794527592723284e-07,3.1939721106445392e-07,3.1974118936140577e-07,1.2984454416865386e-07,5.7220747607803932e-10,7.1083038825128104e-14,2.2887604870550194e-10,1.8387203646915542e-07
1.6798967088587056e-12,0.9041474096788712,5.4065421279078138e-13,2.1507667577750341e-19,2.1507505810939201e-19,5.8879614489622628e-31,1.6155574517860022e-24,0.0,0.0,1.9257664994667814e-13,2.0428654263192135e-22,154.0,0.0,0.99999875744505751,1.0,18.99999999916875,1.1928570471010317e-07,1.48388579018297e-07,3.2568201012108598e-07,3.260414033769892e-07,1.3340798408238909e-07,5.9485976691210268e-10,7.2483752610578534e-14,2.3612725833430499e-10,1.8891820182838736e-07
1.712371831954181e-12,0.9041474096787139,5.5110568034843502e-13,2.2347254447606156e-19,2.2347083125106151e-19,6.2642303885272124e-31,1.7110738605316743e-24,0.0,0.0,1.9744717009056088e-13,2.132524710358417e-22,154.0,0.0,0.99999873347174273,1.0,18.99999999913835,1.2159168563547854e-07,1.488063795876521e-07,3.3196637419494765e-07,3.3234155965059342e-07,1.3698177563325031e-07,6.1794669455544096e-10,7.3884453557144888e-14,2.4343590753029126e-10,1.9397902611319821e-07
1.7448469550496566e-12,0.9041474096785548,5.6155713828317853e-13,2.3202916117229971e-19,2.3202734869795114e-19,6.6572219620467424e-31,1.8102827496733734e-24,0.0,0.0,2.0236123657821658e-13,2.2244768251486032e-22,154.0,0.0,0.99999870949889269,1.0,18.999999999107459,1.2389766637628472e-07,1.4920014474413296e-07,3.3825030357152885e-07,3.3864165991755061e-07,1.4056532330617395e-07,6.4146797352331235e-10,7.528514205067682e-14,2.5080026096675806e-10,1.9905366601872751e-07
