Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298)
6.448265322844967e-12,0.7327975656716083,2.4668383982402479e-12,4.8821393996810652e-18,4.800330282805518e-18,2.0089339458655053e-28,1.7201008601091516e-22,0.0,0.0,3.6124481259447248e-12,1.7747854830109637e-20,154.0,0.0,0.99999414260461816,1.0,18.999999983670349,4.8802621586251093e-07,1.7586327529550551e-07,1.6446468662243164e-06,1.656112703147116e-06,7.7212414806579796e-07,1.3883659203258055e-08,4.4558079412868864e-13,2.4419109169448219e-09,1.1042531046118025e-06,1.8645145378157055e-16,1.9820292907637391e-11,2.111356291697943e-11,2.4466376325305736e-13,2.4457875151519126e-13,5.5894669923350199e-17,2.4835477892600682e-13,2.9117067942734714e-17,1.4518301087829445e-12,1.8858011544273631e-30,1.7754473480244345e-30,1.775451972253909e-30,9.8130981056764182e-17,4.6864615797918629e-19,2.2239503933510727e-17,4.1758603309146778e-20,5.5607795185211239e-21,7.6077004663925237e-20,5.8266293235454057e-23,4.3923346034214816e-26,5.4334619095058981e-27,1.1202911800049894e-30,1.5307349384080604e-34,2.5173061536096946e-33,4.6204273522268748e-29,2.6559317439408965e-34,1.7364754149896021e-13,7.7285120063698955e-20,4.3890969726116413e-22,2.4091869033534641e-23,1.1904425190142899e-24,1.0898703969328224e-22,8.3957801803145379e-30,4.7986997231913418e-30
6.578335219817435e-12,0.7327975656690493,2.5167251199270127e-12,5.0829078106530011e-18,4.9961076387693124e-18,2.1648169531631114e-28,1.8263507794117041e-22,0.0,0.0,3.7448449405744652e-12,1.8801001530204277e-20,154.0,0.0,0.99999402452160902,1.0,18.999999983059052,4.978702521974669e-07,1.7586351737125392e-07,1.6775483305222066e-06,1.6895091072327606e-06,7.8913047690709267e-07,1.4436245719698051e-08,4.5456934092751245e-13,2.5004805198951713e-09,1.1285747198219823e-06,1.9387249035931054e-16,2.0627798455460098e-11,2.1966386479091919e-11,2.5970284565649109e-13,2.5961238488094141e-13,5.9407408266359941e-17,2.5931173647554593e-13,3.1053367283315007e-17,1.5109815036694967e-12,2.1677493070639882e-30,2.0409005408266736e-30,2.0409059639308706e-30,1.0432733509026244e-16,4.9749749196409623e-19,2.2772922969287903e-17,4.2774960520650195e-20,5.7876728726271137e-21,8.0830588601537063e-20,6.3189818776410628e-23,4.8613191400301402e-26,6.0143284070207069e-27,1.2656248286607271e-30,1.7330816939988121e-34,2.7868850804962455e-33,5.1145164122427118e-29,2.9934434210921061e-34,1.8130834970215171e-13,8.0423062875568598e-20,4.6567755533878194e-22,2.5120052148440207e-23,1.2396285869224964e-24,1.1572690910624116e-22,8.9078174037395033e-30,5.0913601622599359e-30
6.838475013762371e-12,0.7327975656638025,2.6165136811185389e-12,5.4967972294924007e-18,5.3994216918226034e-18,2.5034889629239761e-28,2.0518043279309793e-22,0.0,0.0,4.0167015610436505e-12,2.1035975350763082e-20,154.0,0.0,0.99999378835562136,1.0,18.999999981805644,5.1755831453765364e-07,1.7586384637200381e-07,1.7433204130183259e-06,1.7563018507401725e-06,8.2314318962899637e-07,1.5572186058296293e-08,4.7254018410306915e-13,2.6176571499410946e-09,1.177218031490084e-06,2.0912775968023005e-16,2.229117294297813e-11,2.3721772194341353e-11,2.9159638227904532e-13,2.9149433514795836e-13,6.686653836640037e-17,2.819395488248407e-13,3.5180592720555381e-17,1.6328273463817439e-12,2.8412883694994298e-30,2.6750374560290029e-30,2.67504484600021e-30,1.1750810838973058e-16,5.5869406292556125e-19,2.3840101882890411e-17,4.4810337897614507e-20,6.2544371556130858e-21,9.0916759151081955e-20,7.3961810193246841e-23,5.9190410831527312e-26,7.3246684128660229e-27,1.603662718787533e-30,2.2055142531465209e-34,3.3951308315574417e-33,6.2291565899970107e-29,3.7762599570733569e-34,1.9712906354488507e-13,8.6884977342377345e-20,5.2239312195530306e-22,2.7240622985126624e-23,1.3410510448049345e-24,1.3002735639940058e-22,9.9927188838757971e-30,5.7114473898676035e-30
7.072600828312814e-12,0.732797565658934,2.7063406212184169e-12,5.8834015355421233e-18,5.7758121446107849e-18,2.8407840108395805e-28,2.2699451063615706e-22,0.0,0.0,4.2694244348671887e-12,2.3199549852529581e-20,154.0,0.0,0.99999357580626624,1.0,18.999999980642617,5.3527755886794036e-07,1.7586402134330782e-07,1.802480279467212e-06,1.8164152538792687e-06,8.5375467132574567e-07,1.6629450364882534e-08,4.8871282753413825e-13,2.7231510752389936e-09,1.2209970724386314e-06,2.2332644090323654e-16,2.3843344174164555e-11,2.5358228578456002e-11,3.2243337941617482e-13,3.2232009471376799e-13,7.4089584871578005e-17,3.0311825339188614e-13,3.9195117535223951e-17,1.7465277043378467e-12,3.593337354732135e-30,3.3830945733023213e-30,3.3831042401825248e-30,1.3030086631012243e-16,6.1787706078608984e-19,2.4800881288985946e-17,4.6645083499388053e-20,6.689254451659477e-21,1.006741112170397e-19,8.4778321150031193e-23,7.0209125379778478e-26,8.6900733898431341e-27,1.9691468962614198e-30,2.7187004297183254e-34,4.0290831676047809e-33,7.3907104079009965e-29,4.6198670909076828e-34,2.1193655553751917e-13,9.2912644405307746e-20,5.7716766729737479e-22,2.9222285273167771e-23,1.4358153102922088e-24,1.4386254804851685e-22,1.1040491254316638e-29,6.3103130687357946e-30
7.306726642863256e-12,0.7327975656539276,2.7961838900298064e-12,6.2833914342494122e-18,6.1649071131288598e-18,3.2109273599433436e-28,2.5030311812405256e-22,0.0,0.0,4.5297755554571964e-12,2.5513267586762314e-20,154.0,0.0,0.99999336325694221,1.0,18.999999979446645,5.5299679204213412e-07,1.7586412343442259e-07,1.8616071530926655e-06,1.8765286013917589e-06,8.8436617425089514e-07,1.7719622457478218e-08,5.0490461150388061e-13,2.8286711823129602e-09,1.2647761464829602e-06,2.3796706433403207e-16,2.5447747722116559e-11,2.7048212519562671e-11,3.5536077185208734e-13,3.5523545453196532e-13,8.1812691195599758e-17,3.2506761882005947e-13,4.3504628926388229e-17,1.8640545994114591e-12,4.5097015200674023e-30,4.2458587073309004e-30,4.2458712422335283e-30,1.4400995446586904e-16,6.810858737998802e-19,2.5761899146723331e-17,4.8482465265467364e-20,7.1379544619942407e-21,1.11097194415284e-19,9.67341277214292e-23,8.2805798422058643e-26,1.0251417317777114e-26,2.4014669838142822e-30,3.3284240796278585e-34,4.7541569761407634e-33,8.7190289687126303e-29,5.6148765041398871e-34,2.272828229804184e-13,9.9140958758299772e-20,6.355924636761162e-22,3.1273196960525419e-23,1.5338876507984149e-24,1.5864398254884027e-22,1.2158088921998721e-29,6.9490881520999051e-30
7.540852457413698e-12,0.7327975656487841,2.8860434883152819e-12,6.6967900284522252e-18,6.5667088985016239e-18,3.6159774306698183e-28,2.7515587003602478e-22,0.0,0.0,4.7977550348111887e-12,2.7983048471236796e-20,154.0,0.0,0.99999315070764916,1.0,18.999999978217911,5.7071601406024009e-07,1.7586417860202687e-07,1.9207011993351492e-06,1.936641898635198e-06,9.1497768792834894e-07,1.8842536926565728e-08,5.2106398632738473e-13,2.9342121651410719e-09,1.3085552386406969e-06,2.5304740856825302e-16,2.7104383518821867e-11,2.8791625707533822e-11,3.9044577281718709e-13,3.9030760105837861e-13,9.005228036269962e-17,3.4778746384086136e-13,4.811947844566926e-17,1.985408053175116e-12,5.6192052901895339e-30,5.290469695425448e-30,5.2904858162218049e-30,1.5866956765772241e-16,7.4845133503990982e-19,2.6723107131357772e-17,5.0322393813905054e-20,7.6004686146695154e-21,1.2220683554989224e-19,1.0990552401383646e-22,9.7143025728927836e-26,1.2028960219673111e-26,2.9100373819955029e-30,4.0488514529300401e-34,5.579789088845545e-33,1.0231369417083286e-28,6.7822577916440044e-34,2.4316773584038122e-13,1.0556978430037078e-19,6.9777883161062839e-22,3.3393310816683976e-23,1.6352751980902661e-24,1.7440271825495586e-22,1.3347641335804791e-29,7.6289897494425749e-30
7.77497827196414e-12,0.732797565643504,2.9759194168371755e-12,7.1236203165790046e-18,6.9812198034707766e-18,4.0580551380808805e-28,3.0160239025509531e-22,0.0,0.0,5.0733629846285821e-12,3.0614895738302739e-20,154.0,0.0,0.99999293815838608,1.0,18.99999997695657,5.8843522492226369e-07,1.758642032667367e-07,1.9797625828037971e-06,1.9967551498067704e-06,9.4558920573080681e-07,1.9998029193799458e-08,5.372225468652088e-13,3.0397697949257669e-09,1.3523343394338163e-06,2.6856526336650618e-16,2.8813251500416539e-11,3.0588370111094244e-11,4.2775547215806808e-13,4.2760359741422767e-13,9.8824745230559457e-17,3.7127760700240598e-13,5.3049998609768542e-17,2.110588087673522e-12,6.954570035891458e-30,6.5477367537186703e-30,6.5477573268869381e-30,1.7431412609097889e-16,8.2010412569272636e-19,2.7684466728882343e-17,5.2164797911727309e-20,8.0767286939623819e-21,1.3402375571990565e-19,1.2437114182529336e-22,1.1339401564369932e-25,1.4044293917130035e-26,3.5052284721780789e-30,4.8956837987164449e-34,6.5160376344921892e-33,1.1946125147463375e-28,8.145081700781156e-34,2.5959116395754199e-13,1.1219898554390387e-19,7.6383751655877586e-22,3.558257982664759e-23,1.7399850867152301e-24,1.9116979159511875e-22,1.4611266944290659e-29,8.3512286828875472e-30
8.009104086514583e-12,0.7327975656380882,3.0658116763573073e-12,7.5639051931738666e-18,7.408442132404788e-18,4.5393439156444955e-28,3.2969231177435927e-22,0.0,0.0,5.3565995162518967e-12,3.3414895895445691e-20,154.0,0.0,0.99999272560915353,1.0,18.999999975662792,6.0615442462821e-07,1.758642079078514e-07,2.0387914672805965e-06,2.0568683582361375e-06,9.7620072342891e-07,2.1185935507828798e-08,5.5342230800113055e-13,3.1453406999757562e-09,1.3961134428137055e-06,2.8451842959600305e-16,3.0574351606337285e-11,3.2438347976690551e-11,4.6735683668730134e-13,4.6719038373577606e-13,1.0814644857589574e-16,3.9553786675470923e-13,5.8306502949332503e-17,2.2395947253611452e-12,8.5527931790866649e-30,8.0524954737053975e-30,8.0525215390777559e-30,1.9097827344761306e-16,8.9617477525137816e-19,2.8645947231404414e-17,5.4009620766449072e-20,8.5666668385613239e-21,1.4656857086824714e-19,1.4021193836729388e-22,1.3174290015440168e-25,1.6320381990500454e-26,4.1984282814018634e-30,5.8862689861972296e-34,7.5736007105220433e-33,1.388286007721072e-28,9.7286550273261631e-34,2.7655297710500762e-13,1.1902842760831986e-19,8.3387869183025539e-22,3.7840957188232484e-23,1.8480244539330788e-24,2.0897621716655605e-22,1.5951073251398394e-29,9.1170095190461104e-30
8.243229901065025e-12,0.7327975656325372,3.1557202676367641e-12,8.017667449419086e-18,7.8483781913086616e-18,5.0620897390061251e-28,3.5947527670331771e-22,0.0,0.0,5.6474647406204364e-12,3.6389218686218155e-20,154.0,0.0,0.99999251305995085,1.0,18.999999974336745,6.2387361317808398e-07,1.7586419940371642e-07,2.0977880157245375e-06,2.1169815266896613e-06,1.006812238246661e-06,2.2406092940142463e-08,5.6958709976026731e-13,3.2509221900764123e-09,1.439892544810272e-06,3.0090471917082663e-16,3.2387683778645064e-11,3.4341461827366099e-11,5.0931671053178262e-13,5.0913477752254352e-13,1.1803372317969351e-16,4.2056806150521352e-13,6.3899286059350481e-17,2.3724279890521966e-12,1.0455551045542698e-29,9.8439871854812528e-30,9.844019984171191e-30,2.0869687497382539e-16,9.7679366170613193e-19,2.9607524137796833e-17,5.5856817067117984e-20,9.0702155397621142e-21,1.5986179232780174e-19,1.5751118405187234e-22,1.5238504376145411e-25,1.8881599517532064e-26,5.0021059872265723e-30,7.039717668501051e-34,8.7638349511156076e-33,1.6062342741596903e-28,1.1560659665999015e-33,2.9405304502768187e-13,1.2605797621443917e-19,9.0801196148286171e-22,4.0168396309695204e-23,1.9594004396578021e-24,2.2785298782982303e-22,1.7369156871839437e-29,9.9275306006771035e-30
8.477355715615467e-12,0.7327975656268519,3.2456451914357299e-12,8.4849297736549333e-18,8.3010302878335874e-18,5.6286011497533848e-28,3.910009362742476e-22,0.0,0.0,5.9459587682340959e-12,3.954411705147021e-20,154.0,0.0,0.99999230051077825,1.0,18.999999972978596,6.4159279057189115e-07,1.7586418237444319e-07,2.1567523902757564e-06,2.1770946572937611e-06,1.0374237483194932e-06,2.3658339380933495e-08,5.8573871484674002e-13,3.356512117001507e-09,1.4836716427569079e-06,3.1772195500306557e-16,3.4253247961487995e-11,3.6297614461641234e-11,5.5370181547968207e-13,5.5350347398411911e-13,1.2850287191209743e-16,4.4636800965063816e-13,6.9838623650725521e-17,2.5090879018806591e-12,1.2709625651396127e-29,1.1966260863241623e-29,1.1966301869044087e-29,2.2750501558226808e-16,1.062091011733351e-18,3.0569177882962563e-17,5.7706350634204349e-20,9.5873076396728374e-21,1.7392382736473794e-19,1.7635445034218285e-22,1.7552735020236648e-25,2.1753772596575707e-26,5.9298772112998208e-30,8.3770239433165074e-34,1.0098773994601992e-32,1.8506580215596257e-28,1.3671295712069475e-33,3.1209123746453478e-13,1.332874976794072e-19,9.8634636320272305e-22,4.2564850807637795e-23,2.0741201864079443e-24,2.4783107480231501e-22,1.8867603586223256e-29,1.0783984078187506e-29
8.711481530165909e-12,0.732797565621033,3.3355864485133552e-12,8.9657147518968531e-18,8.7664007312864404e-18,6.241249279173846e-28,4.2431895084861058e-22,0.0,0.0,6.2520817091257998e-12,4.288592709086172e-20,154.0,0.0,0.9999920879616353,1.0,18.999999971588498,6.593119568096366e-07,1.7586415985852087e-07,2.2156847522596452e-06,2.2372077516940247e-06,1.0680352524211915e-06,2.4942513534985421e-08,6.0194653589542581e-13,3.4621087657573189e-09,1.5274507348999405e-06,3.3496797094595523e-16,3.6171044100682561e-11,3.8306708952398756e-11,6.0057875132596622e-13,6.0036304638554659e-13,1.3957016781695318e-16,4.7293752959302434e-13,7.6134772602595177e-17,2.6495744872688864e-12,1.5367356487619066e-29,1.4468598575687342e-29,1.4468649530266332e-29,2.4743799796907415e-16,1.1521969008827652e-18,3.1530892847411105e-17,5.9558192587313388e-20,1.0117876329428221e-20,1.8877497971902027e-19,1.9682959766769835e-22,2.013885669964164e-25,2.4964217650566294e-26,6.9965711324613075e-30,9.9211906496224312e-34,1.1591146848434516e-32,2.1238851859400442e-28,1.6093428696513798e-33,3.3066742415982322e-13,1.4071685891210072e-19,1.0689903711684819e-21,4.5030274505153953e-23,2.1921908392641349e-24,2.6894142775098511e-22,2.04484883958387e-29,1.1687555940945415e-29
8.945607344716351e-12,0.7327975656150806,3.4255440396276445e-12,9.4600448683500204e-18,9.2444918326392482e-18,6.9024678720064864e-28,4.5947898992349928e-22,0.0,0.0,6.565833672840142e-12,4.6421068024779781e-20,154.0,0.0,0.99999187541252221,1.0,18.99999997016663,6.7703111189132549e-07,1.7586413377474424e-07,2.2745852621909482e-06,2.2973208113545288e-06,1.0986467497774539e-06,2.6258454917578988e-08,6.1811475242812204e-13,3.567710768060978e-09,1.5712298201319996e-06,3.5264061173239632e-16,3.8141072143380323e-11,4.036864864577487e-11,6.5001399621652602e-13,6.4977994639131528e-13,1.5125185419600754e-16,5.0027643975068608e-13,8.2797971014814105e-17,2.7938877689023923e-12,1.8487117669784253e-29,1.740596482773487e-29,1.7406027779928186e-29,2.6853134074588322e-16,1.2472412537635089e-18,3.2492656569597247e-17,6.1412319887515098e-20,1.0661855147413096e-20,2.0443545014216953e-19,2.1902676340274763e-22,2.3019958785370894e-25,2.8541780516155707e-26,8.2182993821895382e-30,1.169735928902927e-33,1.3254396153778467e-32,2.4283742891171133e-28,1.886274088529975e-33,3.4978147487074611e-13,1.4834592740888586e-19,1.1560518989000837e-21,4.7564621430152888e-23,2.313619545831831e-24,2.9121497488436742e-22,2.2113875577116182e-29,1.2639426048417115e-29
9.179733159266793e-12,0.7327975656089961,3.5155179655353817e-12,9.9679425059212862e-18,9.7353059045385347e-18,7.6147533101868552e-28,4.9653073213812157e-22,0.0,0.0,6.8872147684167438e-12,5.0156042156555283e-20,154.0,0.0,0.99999166286343921,1.0,18.999999968713137,6.9475025581696304e-07,1.7586410532487528e-07,2.3334540797778339e-06,2.3574338373572259e-06,1.1292582399033746e-06,2.7606003850419567e-08,6.3425273507835163e-13,3.673317032567402e-09,1.615008897759596e-06,3.7073773292862555e-16,4.0163332037799308e-11,4.2483337160055105e-11,7.0207390699091168e-13,7.0182050440795836e-13,1.6356414469276726e-16,5.2838455856775505e-13,8.983843826036786e-17,2.9420277707093003e-12,2.2133821092597336e-29,2.0839480396243008e-29,2.0839557745832583e-29,2.9082077658629749e-16,1.3473538442291746e-18,3.3454459110034908e-17,6.3268714161773668e-20,1.1219177977494945e-20,2.2092533693228553e-19,2.4303834990802793e-22,2.622037529619438e-25,3.251687531925685e-26,9.6125267111496606e-30,1.3732944618123559e-33,1.5102696350299424e-32,2.7667177788035393e-28,2.201788663166583e-33,3.6943325937411888e-13,1.5617457124964558e-19,1.2476383020924942e-21,5.0167845813816098e-23,2.4384134562080169e-24,3.1468262304396601e-22,2.3865818735874744e-29,1.3640768161161493e-29
9.413858973817235e-12,0.7327975656027801,3.6055082269920462e-12,1.0489429946777456e-17,1.0238845261315416e-17,8.3806646388642203e-28,5.3552386528094523e-22,0.0,0.0,7.216225104376072e-12,5.409743483128776e-20,154.0,0.0,0.99999145031438597,1.0,18.999999967228181,7.124693885865542e-07,1.7586407533000782e-07,2.3922913639263356e-06,2.4175468304854481e-06,1.1598697224676888e-06,2.8985001457195878e-08,6.5045340304348471e-13,3.778926683005318e-09,1.6587879673089682e-06,3.892572008738051e-16,4.2237823732985812e-11,4.4650678384470201e-11,7.5682471955645364e-13,7.5655092995802686e-13,1.7652322338403748e-16,5.5726170452215053e-13,9.7266375042758098e-17,3.0939945168418985e-12,2.6379495543220252e-29,2.4836967704297351e-29,2.4837062251071589e-29,3.1434225020888207e-16,1.4526642955797032e-18,3.4416292487897193e-17,6.512736066067667e-20,1.1789779047096623e-20,2.382646365174527e-19,2.6895901149265329e-22,2.9765717579706202e-25,3.6921526850269638e-26,1.1198150345544773e-29,1.6057787170901463e-33,1.7150973476196103e-32,3.1416456706589635e-28,2.5600666832640732e-33,3.8962264747194503e-13,1.6420265909366333e-19,1.3438563817052005e-21,5.2839902089021609e-23,2.5665797229481813e-24,3.3937525780376651e-22,2.5706360866417844e-29,1.4692749974607942e-29
9.752959865910242e-12,0.7327975655935447,3.735876420727823e-12,1.1268877809416877e-17,1.099072433118636e-17,9.5904281605839823e-28,5.955438807755472e-22,0.0,0.0,7.7062813498903571e-12,6.0185635977668276e-20,154.0,0.0,0.99999114246468834,1.0,18.999999965021964,7.3813323564972079e-07,1.7586403021676684e-07,2.4774539537471311e-06,2.5046126516816099e-06,1.2042064728843765e-06,3.1037739546481612e-08,6.7389272521374534e-13,3.9318931827630201e-09,1.7221962594264321e-06,4.1682477703619368e-16,4.5335066754000807e-11,4.7882953048743678e-11,8.4103006108379059e-13,8.4072485605618301e-13,1.9647248947852827e-16,6.0044967882445588e-13,1.0873253812889598e-16,3.320883797635913e-12,3.3755122729424973e-29,3.1781477958066664e-29,3.1781603316400079e-29,3.5066828336411429e-16,1.6146728630902851e-18,3.5809425450729023e-17,6.7823339110243847e-20,1.2639630748551905e-20,2.6492496010953368e-19,3.1008464825330121e-22,3.5567428499519172e-25,4.4131740462746662e-26,1.387602078582444e-29,2.000456071339132e-33,2.0504377898815218e-32,3.7554306141284271e-28,3.1640808082755349e-33,4.1981730435293455e-13,1.7618366614469024e-19,1.4916445173307823e-21,5.6831980809599904e-23,2.7582059646062681e-24,3.7737422863976548e-22,2.8533379886646732e-29,1.6308563347199671e-29
1e-11,0.7327975655840364,3.8308732022163663e-12,1.1854734640482487e-17,1.1555294419894695e-17,1.0550743736529822e-27,6.4198571081017066e-22,0.0,0.0,8.0733718668851609e-12,6.4914205287287638e-20,154.0,0.0,0.99999091819156194,1.0,18.999999963373629,7.5682972206693956e-07,1.7586399659854144e-07,2.5394550223725972e-06,2.5680413792488851e-06,1.236506456342173e-06,3.2574245930531417e-08,6.908876741301108e-13,4.0433342139227616e-09,1.7683901488625192e-06,4.3745953877439498e-16,4.7660443430311915e-11,5.0306965633378681e-11,9.0613121321544094e-13,9.0580167500249648e-13,2.1190950106062577e-16,6.3292795694209697e-13,1.1762871188383372e-16,3.4912305591108457e-12,4.0180797152060382e-29,3.7831593328479287e-29,3.7831746348903016e-29,3.7887073222700418e-16,1.7399599227490582e-18,3.6824367769664744e-17,6.9790343834231908e-20,1.3276099081578846e-20,2.8553000783969875e-19,3.4286802631194325e-22,4.0334816630833358e-25,5.0058434024411415e-26,1.614544763594891e-29,2.33667901068357e-33,2.3261195297446862e-32,4.2599905527057478e-28,3.6751306530365361e-33,4.4252424402743331e-13,1.8517504018874264e-19,1.6057520425270087e-21,5.9831046154058128e-23,2.9022847364663266e-24,4.0676945470629341e-22,3.0716127513181648e-29,1.7556136416001343e-29
1.0092060758003248e-11,0.7327975655840364,3.8662788866658123e-12,1.2076947584484552e-17,1.1769310109530065e-17,1.092639769026656e-27,6.5989178699090564e-22,0.0,0.0,8.2123425908627998e-12,6.6741431191461591e-20,154.0,0.0,0.99999083461505323,1.0,18.999999962750561,7.6379705931002001e-07,1.7586398394671661e-07,2.5625512024135719e-06,2.591678407229312e-06,1.2485432065979625e-06,3.3155641124557178e-08,6.9719873357860831e-13,4.0848637353040481e-09,1.7856045333954762e-06,4.4526748031659601e-16,4.8541880174685786e-11,5.122519014180435e-11,9.3121942062071218e-13,9.3088049544098118e-13,2.1786142997728657e-16,6.4524996836878776e-13,1.2106374975356097e-16,3.5558008595217305e-12,4.2829254576331257e-29,4.0325264809084172e-29,4.0325429424507712e-29,3.8976536802976148e-16,1.7882497851366064e-18,3.7202595324684999e-17,7.0523990908160474e-20,1.3517002500224588e-20,2.9346895174887585e-19,3.5572147394587023e-22,4.2236206925486974e-25,5.2422631854192754e-26,1.7066420299655662e-29,2.4735304698868282e-33,2.4360988654581087e-32,4.4612714904799078e-28,3.8823400739262561e-33,4.5113906507509221e-13,1.8858239279604113e-19,1.6496924380304546e-21,6.0968221238956626e-23,2.9569434153328605e-24,4.1810138907923549e-22,3.1556657560332973e-29,1.8036550475817123e-29
1.0431161650096255e-11,0.7327975655742573,3.9967156270859304e-12,1.2913705861590448e-17,1.2574609647135332e-17,1.23970483420854e-27,7.2871865545525114e-22,0.0,0.0,8.7344091510488303e-12,7.3785754816538415e-20,154.0,0.0,0.99999052676548061,1.0,18.999999960414449,7.8946085956746752e-07,1.7586393701761326e-07,2.6475835838880909e-06,2.6787440979737411e-06,1.2928799234079498e-06,3.5338232317649157e-08,7.2067004603091249e-13,4.2378371967598556e-09,1.849012788929351e-06,4.7457894673418035e-16,5.1858263846072676e-11,5.467710064106772e-11,1.0275927055306118e-12,1.027217675844303e-12,2.4073889003150823e-16,6.9166202205632356e-13,1.3429079627674075e-16,3.7987457781111456e-12,5.3914806624168244e-29,5.0762976484418173e-29,5.0763190706976902e-29,4.3174503825423205e-16,1.9737872282483973e-18,3.859579169145815e-17,7.3229296826017254e-20,1.4421698251829489e-20,3.239562441073595e-19,4.0618191817576251e-22,4.9864852706511443e-25,6.1910426613273646e-26,2.0844643812209088e-29,3.0371473586382272e-33,2.8774987094032109e-32,5.2690798473075467e-28,4.7314739930056907e-33,4.8358753436856325e-13,2.0139844636820405e-19,1.8183185225956187e-21,6.5248487147008419e-23,3.1628138339586692e-24,4.6165034545568474e-22,3.4782284151654489e-29,1.9880192316638257e-29
1.0770262542189261e-11,0.7327975655642092,4.1271866442616655e-12,1.3779218797643126e-17,1.3406630002394618e-17,1.4011131492551868e-27,8.0217559810010247e-22,0.0,0.0,9.2724813518032586e-12,8.1339905862763759e-20,154.0,0.0,0.99999021891597051,1.0,18.999999958014101,8.151246364220791e-07,1.758638897072843e-07,2.7325515686877179e-06,2.7658097247491333e-06,1.3372166232026045e-06,3.758504269674173e-08,7.4429984777095644e-13,4.3908127396422513e-09,1.9124210258682524e-06,5.047528585608173e-16,5.5284217620411587e-11,5.8238396693353946e-11,1.1303492981347557e-12,1.1299357001653259e-12,2.6515358642622568e-16,7.3968528897124821e-13,1.4844438300309967e-16,4.0497186298037139e-12,6.7369041582034824e-29,6.3431022403672651e-29,6.3431298833197623e-29,4.767197231809072e-16,2.1716767002791001e-18,3.9989007014673466e-17,7.5939242966198047e-20,1.5353523428292877e-20,3.5644603265908074e-19,4.6178807271603589e-22,5.855240473058435e-25,7.2719243497835268e-26,2.5293937151718352e-29,3.7048459676705553e-33,3.3804238322801183e-32,6.1894419011729215e-28,5.7298601974493345e-33,5.171623170983246e-13,2.1463143666138523e-19,1.9978387673687174e-21,6.9672643165459556e-23,3.3758389896313413e-24,5.0811461239908491e-22,3.821630435090547e-29,2.1842943777608649e-29
1.1109363434282268e-11,0.7327975655538942,4.2576919404599876e-12,1.4673552119871347e-17,1.4265378241357556e-17,1.5777674925235687e-27,8.8041376730132159e-22,0.0,0.0,9.8265595120717602e-12,8.9425547789400885e-20,154.0,0.0,0.99998991106652291,1.0,18.999999955549985,8.4078838987387032e-07,1.7586384219039509e-07,2.8174556239081267e-06,2.8528752886335815e-06,1.3815533059118296e-06,3.9895605253537361e-08,7.6761317875547714e-13,4.5437897607467975e-09,1.975829244111924e-06,5.3578294399330449e-16,5.8819741350816005e-11,6.1908791608357972e-11,1.2396880577489204e-12,1.2392333485063439e-12,2.9115410807861607e-16,7.8931921838346273e-13,1.6355513449712334e-16,4.3087194917545271e-12,8.3597907669487322e-29,7.8711658971284067e-29,7.8712012847528358e-29,5.248027363670402e-16,2.3823090515107581e-18,4.138223580137572e-17,7.8653819210247717e-20,1.6312284919327581e-20,3.9099707883696809e-19,5.2287162102519676e-22,6.8404315755187681e-25,8.4981323212551861e-26,3.0505999476893195e-29,4.4916622336072559e-33,3.9510398099130711e-32,7.2336382407840129e-28,6.8977370925453248e-33,5.5186301826607476e-13,2.2828097593690906e-19,2.1885668029535627e-21,7.4240554781125454e-23,3.5960406616927546e-24,5.5758761337199164e-22,4.1864717594123387e-29,2.3928233901134253e-29
