Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298)
6.232569685515936e-09,0.7327967947684921,7.8831113159403057e-09,1.3194216229741868e-11,5.8333037792924733e-11,3.7041586693169432e-16,1.3387595444746984e-12,0.0,0.0,2.6880903224789882e-06,1.65244383422382e-09,154.0,0.0,0.99435263335409019,1.0,18.999796854845773,0.00046776904556956872,1.7499045981235863e-07,0.0013775846918343902,0.001589646883065135,0.00081207750488035153,0.00019749304339674198,4.277030638362022e-10,2.7926397547519757e-06,0.0011623577004485858,2.6522733725287126e-12,1.8357426442721339e-05,9.9845855525698679e-07,1.6331144327961813e-05,1.6324594328879224e-05,3.9856200419060201e-09,7.3472849415212011e-08,2.5032664048233119e-09,1.4960932264757692e-06,9.7705773285390909e-12,1.0375882644142906e-11,1.0409764735203693e-11,1.6274607980704414e-07,4.2464945752786935e-11,2.5433794319424037e-14,9.0496550798320216e-16,4.9508954811178018e-15,2.9921528179841074e-11,1.7410990982812219e-11,1.4867798442171898e-12,8.5711306713587156e-13,1.0104717886605766e-13,5.5323404664060436e-16,4.0038839589697718e-19,1.351527030697693e-14,1.8644177298703501e-16,5.0282265384637246e-08,4.7894793418575017e-14,6.8000835835968413e-15,1.6512312348440492e-17,1.697246526495614e-17,5.4937569421255617e-14,1.3007863289125389e-22,7.4347846579874352e-23
6.392014237664481e-09,0.7327967771139859,8.2166771687158007e-09,1.4055775590239922e-11,6.4037926203946754e-11,4.1606482747475617e-16,1.504361822731802e-12,0.0,0.0,2.8266670484275931e-06,1.8270298179298762e-09,154.0,0.0,0.9942084523208764,1.0,18.999791634005391,0.00047963288593413998,1.7496811765315222e-07,0.0014121462873113971,0.0016300291808235697,0.00083278315231798941,0.00020249110206053148,4.3856802898144379e-10,2.8635932583026609e-06,0.0011920198926901999,2.7193958278693255e-12,1.9304626037495187e-05,1.0242921496322971e-06,1.7196809893177299e-05,1.7189907557039023e-05,4.1968887688245723e-09,7.5699446090385296e-08,2.6359685365626953e-09,1.5773876484379938e-06,1.1084980621392705e-11,1.1807376779191875e-11,1.1846948649584844e-11,1.7546192541662415e-07,4.4844322671219674e-11,2.6079998977929509e-14,9.527817575751429e-16,5.3347841688766837e-15,3.2694872681002451e-11,1.9499743529977363e-11,1.6696967895292102e-12,9.7472441211932509e-13,1.1663929932700049e-13,6.5345390751530142e-16,4.5532899487807337e-19,1.5535542224222637e-14,2.2078874070704224e-16,5.1798256101354262e-08,5.0557135582121451e-14,7.1804496226237216e-15,1.7430222585863621e-17,1.8226194033224488e-17,5.9040390908173605e-14,1.3735464559301316e-22,7.850653017003948e-23
6.551458789813026e-09,0.732796759568875,8.5562062191701541e-09,1.4951904989010555e-11,7.0152034281299294e-11,4.6604211558795114e-16,1.6860428382829359e-12,0.0,0.0,2.9686876867696341e-06,2.0150534722943024e-09,154.0,0.0,0.99406428627233079,1.0,18.999786413724983,0.00049149161765959083,1.7494577761548018e-07,0.0014466758294287185,0.0016703969716810171,0.00085348526847058167,0.00020748451908050297,4.4942908546723698e-10,2.9345212367132212e-06,0.0012216782958008852,2.7864559473009839e-12,2.0275441677411443e-05,1.0501018073790276e-06,1.8084576895303746e-05,1.807731255333316e-05,4.413551311871711e-09,7.7926334838904356e-08,2.7720588755121705e-09,1.6610188797026708e-06,1.2535070750653273e-11,1.3392327526897929e-11,1.3438363107970964e-11,1.888183939860042e-07,4.7294106536114048e-11,2.6725971167795245e-14,1.0019376729092085e-15,5.7380217969803586e-15,3.5643252269016722e-11,2.1776871393490281e-11,1.8695459242495807e-12,1.1047933421672948e-12,1.3412396493701444e-13,7.6861369505290319e-16,5.1608900250246253e-19,1.7796803816651852e-14,2.6042323436333941e-16,5.3314329847912067e-08,5.331595457987979e-14,7.5746499240581578e-15,1.8381396427258282e-17,1.9542158080075209e-17,6.3348697563958634e-14,1.4489529356415668e-22,8.2816468904642212e-23
6.710903341961571e-09,0.7327967421330105,8.901656342785347e-09,1.5883174728879794e-11,7.6694325450978642e-11,5.2064088217291426e-16,1.8849513561352527e-12,0.0,0.0,3.1141492087073447e-06,2.2171816498654724e-09,154.0,0.0,0.99392013523674738,1.0,18.999781193991964,0.00050334524237764073,1.7492343970438451e-07,0.001481173316141458,0.0017107502341486703,0.00087418385379238689,0.00021247329417227483,4.6028622751072798e-10,3.0054236522185174e-06,0.0012513329102304188,2.8534537270045271e-12,2.1269857992017331e-05,1.0758875269345736e-06,1.8994424845653891e-05,1.8986788769383339e-05,4.6356026498265742e-09,8.0153430085037186e-08,2.911534267525734e-09,1.7470006746650082e-06,1.4130776143527156e-11,1.5142696202934182e-11,1.5196051249159562e-11,2.0283073502865376e-07,4.9814715442237944e-11,2.7371710545077565e-14,1.0524411335169762e-15,6.1610745669452558e-15,3.8772528491183264e-11,2.4253858999280303e-11,2.0873884467429581e-12,1.248254317191694e-12,1.5366898019177635e-13,9.0047817077840625e-16,5.8310494116070123e-19,2.032074621421031e-14,3.0600626871473062e-16,5.4830434726854505e-08,5.6173649980161506e-14,7.9830297318385728e-15,1.9366661221377514e-17,2.092226040527463e-17,6.7868800697317277e-14,1.5270718096760445e-22,8.728143746427839e-23
6.8703478941101156e-09,0.732796724806244,9.2529856808888528e-09,1.685015106834243e-11,8.3684164826906572e-11,5.8016649214352959e-16,2.1022895854155138e-12,0.0,0.0,3.263048566946667e-06,2.4340967964055358e-09,154.0,0.0,0.99377599924238524,1.0,18.999775974793785,0.00051519376171988709,1.7490110392490015e-07,0.0015156387454576246,0.0017510889467711079,0.00089487890873034802,0.00021745742705910575,4.7113944933803457e-10,3.0763004671119996e-06,0.0012809837364167118,2.920389163263401e-12,2.2287859602978335e-05,1.1016493067763558e-06,1.9926333254219747e-05,1.9918315652215162e-05,4.8630377603468746e-09,8.2380658962821906e-08,3.0543915577529582e-09,1.8353467723600081e-06,1.5882460851409588e-11,1.7071042438712644e-11,1.7132660818814256e-11,2.175141628253942e-07,5.2406567019137158e-11,2.8017216766366385e-14,1.1043000101176515e-15,6.6044076783020881e-15,4.2088572263139979e-11,2.6942554241530342e-11,2.3243202205340834e-12,1.40608257406724e-12,1.7545140619081948e-13,1.0509675194170524e-15,6.5683238178347244e-19,2.3130391555964049e-14,3.5826315372124558e-16,5.634652673377724e-08,5.9132655430985236e-14,8.4059392590826759e-15,2.0386856068279847e-17,2.2368443822790014e-17,7.2607144483587931e-14,1.6079700702158737e-22,9.1905264859432694e-23
7.02979244625866e-09,0.732796707588427,9.6101526389496706e-09,1.7853396247104076e-11,9.1141316998430333e-11,6.4493671760723241e-16,2.3393143550100966e-12,0.0,0.0,3.4153826957493823e-06,2.6664969101001641e-09,154.0,0.0,0.99363187831746613,1.0,18.999770756117936,0.00052703717731780416,1.7487877028205432e-07,0.0015500721154380983,0.0017914130881263293,0.00091557043372529861,0.00022243691747188932,4.8198874518425696e-10,3.1471516437457737e-06,0.0013106307747877072,2.9872622524635846e-12,2.3329431124107026e-05,1.1273871454214176e-06,2.0880281629706758e-05,2.0871872644224226e-05,5.0958516199606098e-09,8.4607959420282802e-08,3.2006275906337839e-09,1.9260708964354486e-06,1.7800930647435945e-11,1.9190538015974639e-11,1.9261458314400421e-11,2.32883856435921e-07,5.5070078430315061e-11,2.8662489488785829e-14,1.157522164602589e-15,7.0684853235207839e-15,4.559726221816148e-11,2.9855168473686254e-11,2.58147178202808e-12,1.5792944981631164e-12,1.9965772669858672e-13,1.2221664485184738e-15,7.3774611739969356e-19,2.6250136697077307e-14,4.1798802800518196e-16,5.7862568551486186e-08,6.2195437873709393e-14,8.8437335691958399e-15,2.1442831548115878e-17,2.3882691244957529e-17,7.7570306965588808e-14,1.6917156372537172e-22,9.6691833130592126e-23
7.189236998407205e-09,0.7327966904794116,9.9731158848854067e-09,1.8893468511457971e-11,9.908594382154805e-11,7.1528192805433799e-16,2.5973382854167837e-12,0.0,0.0,3.5711485109853763e-06,2.9150955006408758e-09,154.0,0.0,0.99348777249017672,1.0,18.999765537951927,0.00053887549080274336,1.7485643878086757e-07,0.0015844734241965868,0.0018317226368257901,0.00093625842921297975,0.0002274117651491478,4.9283410929348503e-10,3.217977144530656e-06,0.0013402740257629812,3.0540729910935103e-12,2.439455716139186e-05,1.1531010414260246e-06,2.1856249479568005e-05,2.1847439183142638e-05,5.3340392040578661e-09,8.6835278611794546e-08,3.3502392098933704e-09,2.0191867551248963e-06,1.9897438951218056e-11,2.1514980646633326e-11,2.1596343082446598e-11,2.489549597104437e-07,5.7805666372413531e-11,2.9307528369994735e-14,1.2121154500198275e-15,7.5537706833433262e-15,4.9304483179802844e-11,3.3004276417957202e-11,2.8600083396783506e-12,1.7689479696350963e-12,2.2648400611756426e-13,1.4163335506707308e-15,8.2634032490418778e-19,2.9705797045569282e-14,4.8604859415025406e-16,5.9378528532130437e-08,6.5364496856095833e-14,9.2967724718811896e-15,2.253544948420621e-17,2.5467025939463851e-17,8.2765000957479837e-14,1.7783773387003902e-22,1.0164507621128543e-22
7.34868155055575e-09,0.7327966734790495,1.0341834347380417e-08,1.9970922139497592e-11,1.0753860221387319e-10,7.9154527758086847e-16,2.8777309567957325e-12,0.0,0.0,3.7303429101850285e-06,3.1806215481807596e-09,154.0,0.0,0.99334368178866717,1.0,18.99976032028329,0.00055070870380593314,1.7483410942635328e-07,0.001618842669899591,0.0018720175715144346,0.00095694289562489772,0.000232381969837027,5.0367553591880961e-10,3.2887769319362408e-06,0.0013699134897551099,3.1208213757439896e-12,2.5483222313025996e-05,1.1787909933857448e-06,2.2854216310037822e-05,2.284499470200571e-05,5.5775954868826679e-09,8.9062571536016677e-08,3.5032232585369779e-09,2.1147080412207471e-06,2.2183692584183767e-11,2.4058807697898524e-11,2.4151861368136861e-11,2.6574258130144419e-07,6.0613747074393273e-11,2.9952333068187235e-14,1.2680877105586467e-15,8.0607259224949614e-15,5.3216124748867937e-11,3.6402816000304488e-11,3.1611297653338361e-12,1.9761426856052382e-12,2.5613603955119319e-13,1.6359109273849036e-15,9.2312871556144243e-19,3.3524650520124496e-14,5.6339105963702111e-16,6.0894379838839691e-08,6.8642363935001233e-14,9.7654204325792185e-15,2.3665582737029657e-17,2.7123511762414964e-17,8.8198074863206564e-14,1.8680248930615846e-22,1.0676897893795283e-22
7.66757065485284e-09,0.7327966398036926,1.1096373930632937e-08,2.2240170907722782e-11,1.2605220349049908e-10,9.6326402845579537e-16,3.5113926131260076e-12,0.0,0.0,4.0590049592149087e-06,3.7654490397076846e-09,154.0,0.0,0.99305554587540734,1.0,18.999749886388472,0.00057435983489135753,1.7478945717736153e-07,0.0016874849650688642,0.0019525635136067117,0.00099830124293027599,0.00024230844926731486,5.2534655377516938e-10,3.4302992167821427e-06,0.0014291810584115682,3.2541310699813226e-12,2.7731108313311163e-05,1.2300990597504216e-06,2.4916064931848238e-05,2.4905990388026777e-05,6.0807940399127306e-09,9.3516931436251684e-08,3.8192960123676573e-09,2.3130215894339273e-06,2.7374563086771316e-11,2.9865644633637366e-11,2.9986301806612258e-11,3.0152763812585182e-07,6.6449049330521702e-11,3.124123855097945e-14,1.3842004893718332e-15,9.1414895951080947e-15,6.1676244497931649e-11,4.4001756188815997e-11,3.8360999076985051e-12,2.4477654415457654e-12,3.247900295212169e-13,2.1620426971021639e-15,1.1434413654108854e-18,4.236862586931719e-14,7.5013070727436536e-16,6.3925669152766048e-08,7.5534805803645428e-14,1.0751024234799218e-14,2.6041940837038575e-17,3.0661396371687844e-17,9.9807438222312022e-14,2.0565608045694138e-22,1.1754495244812942e-22
7.986459759149929e-09,0.7327966065611728,1.1873447970306794e-08,2.4665498360163211e-11,1.4685439385200881e-10,1.1631008215461644e-15,4.252439298827507e-12,0.0,0.0,4.401343658291245e-06,4.4271190674041891e-09,154.0,0.0,0.99276747080216543,1.0,18.999739454334399,0.00059799058362141916,1.7474481357505072e-07,0.00175599898733225,0.0020330507442338107,0.0010396454790338704,0.00025221635388417575,5.4700175295841819e-10,3.5717181992180323e-06,0.0014884334839576554,3.3871913099468446e-12,3.0072965755696648e-05,1.2813113340691344e-06,2.7065663521916392e-05,2.705469507139699e-05,6.6054070497792918e-09,9.7970795915889733e-08,4.148820581579885e-09,2.521120773568231e-06,3.3476472950614186e-11,3.6739858906992293e-11,3.6894618384686371e-11,3.4035919262885192e-07,7.2579305645669633e-11,3.2529203213442366e-14,1.5059230767953213e-15,1.0314453197142416e-14,7.1024786546334184e-11,5.2762746170859509e-11,4.6166736944570943e-12,3.0038074961997255e-12,4.0746588670625081e-13,2.8241511743381778e-15,1.4031894960941539e-18,5.3031213599810426e-14,9.8754810566160501e-16,6.6956292910880261e-08,8.2893638205589006e-14,1.1803551089796536e-14,2.8579103297576877e-17,3.4513675335483151e-17,1.1245592283213531e-13,2.2578984105837151e-22,1.2905262062474898e-22
8.305348863447019e-09,0.7327965737503088,1.2672737114424631e-08,2.7251198400863871e-11,1.7012362680798582e-10,1.3942795636403254e-15,5.113996466577255e-12,0.0,0.0,4.7573335328086948e-06,5.1720161939521195e-09,154.0,0.0,0.99247945679284,1.0,18.999729024022489,0.00062160096304145999,1.7470017865928598e-07,0.001824384723918226,0.0021134790937643957,0.0010809756072972276,0.00026210568193064444,5.6864108781823391e-10,3.7130335811227359e-06,0.0015476707695409311,3.5200020720450297e-12,3.2508671148035518e-05,1.3324278065252574e-06,2.9302848089676199e-05,2.9290944044027409e-05,7.1513942683725108e-09,1.0242398817168794e-07,4.4917716837943686e-09,2.7391145773377391e-06,4.0599948997294335e-11,4.4821364472792559e-11,4.5017891542218831e-11,3.8235684813851015e-07,7.9007828931603086e-11,3.3816224340455769e-14,1.6333179058563946e-15,1.1583277106462757e-14,8.130891791544871e-11,6.2802333717424953e-11,5.513695614815811e-12,3.6545996825330781e-12,5.0617386246764167e-13,3.6494206863517999e-15,1.7071990427104709e-18,6.5787795212776223e-14,1.2865920072273648e-15,6.9986147596552182e-08,9.0740221540762262e-14,1.2926077567915048e-14,3.1284435032267292e-17,3.8698340319979537e-17,1.2620326580117846e-13,2.4726262274993272e-22,1.4132562075754581e-22
8.624237967744108e-09,0.7327965413699203,1.3493926025518703e-08,3.0001503807929116e-11,1.9604446646076647e-10,1.6602456995066459e-15,6.1102117463998142e-12,0.0,0.0,5.126948819803538e-06,6.0067685267301507e-09,154.0,0.0,0.99219150407074908,1.0,18.999718595354601,0.00064519098619480911,1.746555524698273e-07,0.0018926421628961449,0.0021938483931062142,0.0011222916310619727,0.0002719764317711857,5.9026451284917907e-10,3.8542450653212412e-06,0.0016068929182737517,3.6525633343111237e-12,3.503810087622137e-05,1.3834484679299811e-06,3.1627454628294497e-05,3.1614572519654175e-05,7.7187154285053468e-09,1.0687637995386492e-07,4.848124024648421e-09,2.967111734820024e-06,4.886327026812235e-11,5.4261608722993492e-11,5.4508884582195135e-11,4.276396459882981e-07,8.5737924538825525e-11,3.510229922551657e-14,1.7664472663652288e-15,1.2951605138010563e-14,9.2575778094260796e-11,7.4242842166566936e-11,6.5385618560705454e-12,4.4111656018984683e-12,6.2309179386960752e-13,4.6689840152389701e-15,2.0606195601150969e-18,8.0941406643089488e-14,1.6600153811805618e-15,7.301515876810471e-08,9.9096394113656764e-14,1.4121749496301801e-14,3.4165465738940862e-17,4.3234049138313964e-17,1.411114319905923e-13,2.7013460198282138e-22,1.543983473466872e-22
8.943127072041198e-09,0.7327965094188295,1.4336703329402047e-08,3.2920587001719971e-11,2.2480751786094892e-10,1.9646715133898708e-15,7.2562913931643902e-12,0.0,0.0,5.5101634696609776e-06,6.9382463747260719e-09,154.0,0.0,0.99190361285862871,1.0,18.999708168233113,0.00066876066612276905,1.7461093504633072e-07,0.001960771293174957,0.0022741584737071708,0.0011635935536576732,0.00028182860189151029,6.1187198269099525e-10,3.9953523555866135e-06,0.0016660999332461508,3.7848750764086655e-12,3.7661131205109756e-05,1.434373309721695e-06,3.403931911574551e-05,3.402541563289165e-05,8.3073302436819281e-09,1.1132787865175646e-07,5.217852297650444e-09,3.2052207296008415e-06,5.8392614691633849e-11,6.5223998519274097e-11,6.5532481760765903e-11,4.763260659217485e-07,9.2772890230577081e-11,3.6387425170756213e-14,1.9053733044248425e-15,1.4423064473103122e-14,1.0487245386114904e-10,8.7212352847632681e-11,7.7032187343269469e-12,5.2852271812816876e-12,7.6056821211452125e-13,5.9182924328363318e-15,2.4689268189475163e-18,9.8824166953380671e-14,2.1225870128898675e-15,7.6043273170183477e-08,1.0798446717143811e-13,1.5393781179008959e-14,3.7229888187890597e-17,4.8140129959409488e-17,1.5724462849671385e-13,2.9446726510129469e-22,1.6830594357585714e-22
9.262016176338288e-09,0.7327964778958589,1.5200761564583771e-08,3.6012560803455992e-11,2.5660935760213958e-10,2.3114612612639643e-15,8.5685364918581171e-12,0.0,0.0,5.9069511478300019e-06,7.973560898102957e-09,154.0,0.0,0.99161578337863221,1.0,18.999697742560844,0.00069231001586460489,1.7456632642834879e-07,0.0020287721045019235,0.0023544091675563859,0.001204881378407811,0.00029166219089838877,6.3346345212888896e-10,4.1363551566418708e-06,0.0017252918175356634,3.916937279626996e-12,4.0377638279439437e-05,1.4852023239656174e-06,3.6538277515883478e-05,3.652330843831348e-05,8.9171984078727561e-09,1.1577841743475314e-07,5.6009311840387117e-09,3.4535497939208245e-06,6.9322197088251868e-11,7.7884322857825387e-11,7.8266123430863307e-11,5.2853402650435092e-07,1.0011601615689188e-10,3.7671599486957798e-14,2.0501580219421962e-15,1.6001265600050443e-14,1.1824595749240585e-10,1.0184468562004576e-10,9.0201609265312777e-12,6.2892092962439974e-12,9.2112508708378813e-13,7.4375013048327304e-15,2.9379249652072579e-18,1.197987110553207e-13,2.6913179287122584e-15,7.9070452740275897e-08,1.1742722204001794e-13,1.674545493024752e-14,4.0485557233641909e-17,5.3436585207986109e-17,1.746693179825025e-13,3.2032339941429199e-22,1.8308429620914475e-22
9.580905280635377e-09,0.7327964467998341,1.60857971323223e-08,3.9281479184312914e-11,2.9165246465695671e-10,2.7047561363812376e-15,1.0064378918781132e-11,0.0,0.0,6.3172852365457322e-06,9.1200627505082091e-09,154.0,0.0,0.99132801585232866,1.0,18.999687318241094,0.00071583904845752924,1.7452172665533128e-07,0.0020966445874613261,0.0024346003071852476,0.001246155108634218,0.00030147719751946419,6.5503887609381639e-10,4.2772531741618361e-06,0.001784468574214678,4.0487499268787344e-12,4.318749812475331e-05,1.5359355033526701e-06,3.9124165779514384e-05,3.9108085909562327e-05,9.5482795952968664e-09,1.2022794786378101e-07,5.9973353526445354e-09,3.7122069078242215e-06,8.1794398812156778e-11,9.2431172164148463e-11,9.2900238235025114e-11,5.8438088554268859e-07,1.0777058482871849e-10,3.8954819493572917e-14,2.2008632761404596e-15,1.7689802264746108e-14,1.3274320794774249e-10,1.1827937780132183e-10,1.0502429532619712e-11,7.4362435414971183e-12,1.1074602332674185e-12,9.2718711543573414e-15,3.4737482816534169e-18,1.4425962609149909e-13,3.3857030777451326e-15,8.2096670145783441e-08,1.27447909077628e-13,1.8180120878671456e-14,4.3940489453515459e-17,5.9144095257654853e-17,1.9345423121669234e-13,3.4776708945158983e-22,1.9877003345120984e-22
9.899794384932467e-09,0.7327964161295814,1.6991510247328165e-08,4.2731338004844552e-11,3.3014515146244038e-10,3.1489390659166611e-15,1.1762417050593955e-11,0.0,0.0,6.741138836559342e-06,1.0385340714013088e-08,154.0,0.0,0.99104031050070263,1.0,18.999676895177654,0.00073934777693669012,1.7447713576662506e-07,0.0021643887334731569,0.0025147317256684629,0.0012874147476601404,0.0003112736206030654,6.7659820966277285e-10,4.4180461147750318e-06,0.0018436302063555721,4.1803130026972778e-12,4.6090586648319286e-05,1.5865728411981092e-06,4.1796819845466415e-05,4.1779582938487562e-05,1.0200533460210935e-08,1.2467643472395198e-07,6.4070394597597709e-09,3.9812997983097674e-06,9.5959889061424925e-11,1.0906635412687443e-10,1.0963867226557313e-10,6.4398344051100138e-07,1.1573987109210541e-10,4.0237082518738935e-14,2.3575507790725138e-15,1.9492251430533517e-14,1.484110148180507e-10,1.3666166163070929e-10,1.2163609983131873e-11,8.7401711906733954e-12,1.3224493894311074e-12,1.1472184491394097e-14,4.0828625704434606e-18,1.7263489131240432e-13,4.2279790455953414e-15,8.5121905699452874e-08,1.3807024831381376e-13,1.9701197022836381e-14,4.760286336742958e-17,6.5284021979498975e-17,2.1367037903837797e-13,3.7686371802466974e-22,2.1540052555363308e-22
9.999999999999999e-09,0.7327963858839295,1.7280337992362779e-08,4.3853389892535733e-11,3.4298708074450235e-10,3.2997545379117913e-15,1.2340868853492778e-11,0.0,0.0,6.8771151001518009e-06,1.0808699253505979e-08,154.0,0.0,0.99094991673645438,1.0,18.99967362014689,0.00074673081469626686,1.7446312565975287e-07,0.0021856497071187941,0.0025398993374361445,0.0013003769961630091,0.00031434814672431693,6.8336954325519932e-10,4.4622662188278101e-06,0.0018622176460366205,4.2216029826975826e-12,4.7022064919403388e-05,1.6024649941292354e-06,4.2654547049004053e-05,4.2636936837151837e-05,1.0409858900731165e-08,1.2607407823090246e-07,6.5385244236599005e-09,4.0680297676451832e-06,1.0078590976263464e-10,1.1475883674563981e-10,1.1536725384896908e-10,6.6350659213456375e-07,1.1830959324343317e-10,4.063981438973276e-14,2.4080323030963285e-15,2.0082730317404198e-14,1.5358350948831894e-10,1.4286402652127221e-10,1.2724787130485993e-11,9.1846041032630056e-12,1.3964046308734598e-12,1.2248026487800972e-14,4.2904741385449838e-18,1.8243235751409796e-13,4.527123068558342e-15,8.607233072144419e-08,1.4153621684150753e-13,2.0197566090533033e-14,4.8797862077526438e-17,6.7306174057232284e-17,2.2033011457169522e-13,3.8635874985082267e-22,2.2082751347425567e-22
1.0218683489229556e-08,0.7327963858839295,1.7917604889115491e-08,4.6366075744741511e-11,3.7230149525898615e-10,3.6486393397574609e-15,1.3682451217275911e-11,0.0,0.0,7.1784847688755405e-06,1.1777220326710376e-08,154.0,0.0,0.99075266754415225,1.0,18.999666473274775,0.00076283621433515826,1.7443255380147465e-07,0.0022320045347918168,0.0025948032566250924,0.0013286602988122852,0.00032105145911801676,6.9814140805907095e-10,4.5587336860654897e-06,0.0019027767170341999,4.3116264932342412e-12,4.9086779640050806e-05,1.6371143314405954e-06,4.4556075641658042e-05,4.4537634334310364e-05,1.0873919636704966e-08,1.2912385249828476e-07,6.8300181490084815e-09,4.2609359384837632e-06,1.1197773808446691e-10,1.2800530603896716e-10,1.2869911516181482e-10,7.0745792898523882e-07,1.2402714210245175e-10,4.1518385899295465e-14,2.5202820971356942e-15,2.1412173246220875e-14,1.6529606469128388e-10,1.5714244049904706e-10,1.4017829816472484e-11,1.0215545414239386e-11,1.569147993434293e-12,1.4095178423401437e-14,4.7720661892198921e-18,2.0538732114450659e-13,5.2433983568208064e-15,8.8146145283537129e-08,1.4931843153560523e-13,2.1312169502032791e-14,5.1481020156776917e-17,7.1878412237523838e-17,2.3539106406813469e-13,4.0767997140747994e-22,2.3301388777603594e-22
1.0537572593526646e-08,0.7327963560617079,1.8863788753986733e-08,5.0189574223156433e-11,4.1834126968192025e-10,4.2087370763439669e-15,1.5845518900154806e-11,0.0,0.0,7.6292955764973676e-06,1.3303762503164808e-08,154.0,0.0,0.99046508720248938,1.0,18.999656052437185,0.00078630437368391371,1.7438798079902197e-07,0.0022994919845047853,0.0026748147342195803,0.0013698917654222991,0.00033081071215344788,7.1966842665262019e-10,4.6993155965745978e-06,0.0019619081093324264,4.4426903862569e-12,5.2175952773427226e-05,1.687559968641464e-06,4.7401769086164446e-05,4.7382074822815019e-05,1.1568397738504474e-08,1.3357018280218173e-07,7.2662460512226608e-09,4.5512225467153837e-06,1.3001552272411222e-10,1.494775036872696e-10,1.5031352317716554e-10,7.7492002908450668e-07,1.3263565729882405e-10,4.2798726980801133e-14,2.6891186505878391e-15,2.3453111020808341e-14,1.8344490949921293e-10,1.7987826422831977e-10,1.6079756355575366e-11,1.1877632849521344e-11,1.8507926832247517e-12,1.7203992716609219e-14,5.5484907845413499e-18,2.4301601104027298e-13,6.4605206350232858e-15,9.1169378850032379e-08,1.612171255242766e-13,2.3016593037952765e-14,5.5583464780088173e-17,7.895000143410408e-17,2.586918925294666e-13,4.4028384778506703e-22,2.5164898521498801e-22
1.0856461697823735e-08,0.732796326661748,1.9829773207635526e-08,5.4205659309822567e-11,4.6848987660471557e-10,4.8343675304115883e-15,1.8273929676275519e-11,0.0,0.0,8.0935435261781313e-06,1.4973262147911344e-08,154.0,0.0,0.99017756969493775,1.0,18.999645632570083,0.00080975226801183295,1.7434341679830657e-07,0.0023668510765312992,0.0027547659931627813,0.001411109150827899,0.00034055137891860182,7.4117922096020972e-10,4.8397915558029116e-06,0.0020210243863400712,4.5735046711456248e-12,5.535798160641382e-05,1.7379097479837441e-06,5.0333736088282362e-05,5.0312739045566161e-05,1.2283927358778982e-08,1.3801541240349182e-07,7.7156977843219453e-09,4.8522665857942276e-06,1.502494247156921e-10,1.7372686683222359e-10,1.7472853924994846e-10,8.4648485991980471e-07,1.4156866837834082e-10,4.4078103117550184e-14,2.8641217130646092e-15,2.561859120378002e-14,2.0290395649608281e-10,2.0503130361676993e-10,1.8364594306652853e-11,1.3742414605132257e-11,2.1708025530323212e-12,2.0868632975946779e-14,6.4196017610990677e-18,2.8605778578177449e-13,7.9115208661644418e-15,9.4191599264255858e-08,1.7379147623384197e-13,2.4818091515833506e-14,5.9918867413454048e-17,8.6522217179545688e-17,2.8365078644182012e-13,4.7474466837025615e-22,2.7134543915786497e-22
1.1175350802120825e-08,0.7327962976828837,2.081527323836001e-08,5.841810162707881e-11,5.2297827823532853e-10,5.5309252454504295e-15,2.099129990785568e-11,0.0,0.0,8.5712006101803279e-06,1.6794246762111568e-08,154.0,0.0,0.98989011524013215,1.0,18.99963521357914,0.00083317991034567642,1.7429886183826533e-07,0.0024340818056210111,0.0028346568687129701,0.001452312458373703,0.00035027345874264208,7.6267374664577804e-10,4.9801612742119481e-06,0.0020801255511563514,4.7040693388912784e-12,5.8632741582381647e-05,1.7881636652710094e-06,5.3351812549593519e-05,5.3329461559151085e-05,1.3020468069956625e-08,1.4245953174631841e-07,8.1783479531971306e-09,5.1641747620901702e-06,1.7286432202149009e-10,2.0101216128309229e-10,2.0220591007990053e-10,9.2226698205004347e-07,1.508294192706266e-10,4.5356511672588745e-14,3.0453524110981189e-15,2.7912123370261898e-14,2.2371945965612805e-10,2.3276932437196985e-10,2.0888083292917114e-11,1.5826586756722194e-11,2.5327801863914675e-12,2.5166448785896947e-14,7.3931985133092005e-18,3.3508865004133103e-13,9.632515135483518e-15,9.7212801447683321e-08,1.8706711381309079e-13,2.6720358690324208e-14,6.449606518183915e-17,9.4619183127149273e-17,3.1034799633009067e-13,5.1113309090616102e-22,2.9214363480035413e-22
