Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297)
1.30866944695021e-05,0.5771863136057895,3.4217890766731603e-09,6.142229443745771e-09,2.3455164632586269e-05,4.561075834915999e-10,0.0024886390541231061,0.0,0.0,0.00060686897685127586,0.016002230206305892,154.0,0.0,0.61719682740517556,1.0,18.886708881174375,0.0073036161010088078,7.727877198194439e-10,0.0027534798122315026,0.0082064035736462999,0.0073906876422198745,0.0024109356295877763,6.2824225650238526e-09,4.2172211920528857e-05,0.0075080009441123368,6.7245473164941886e-11,0.13234030141880068,3.5228387143454494e-07,0.008777161880369342,0.0022697366285183043,1.282538979607232e-06,2.1327271854093836e-07,8.9970374356169896e-07,0.11329530815301148,3.3103132893081032e-05,0.0011684034467749215,0.0020050483904996883,0.090116814197668468,6.0504882542744248e-07,7.405537869968815e-13,2.960179589724881e-11,1.9049124195911485e-10,1.347378549810461e-06,0.00014918086760203961,0.00010039316247623014,9.67496993556437e-06,3.6227154744024991e-05,0.0013585633734657569,2.3942794227425682e-12,0.00094822189692660218,9.2133068792484195e-05,2.0420015058576553e-07,1.2332667641376842e-05,1.0804076257909547e-05,8.4275957010903237e-10,5.1052367664159843e-09,3.0157382958190041e-05,4.4456902532708691e-13
1.3320124369185479e-05,0.5771832630051961,3.4473584426709005e-09,6.3028017677561754e-09,2.3787773837640838e-05,4.69505090091581e-10,0.0025678134302807229,0.0,0.0,0.00060882109948092128,0.016261523885688259,154.0,0.0,0.61303716514851114,1.0,18.885379371639296,0.0072526523899657759,7.6850600454783429e-10,0.0027330803929692792,0.008142586979485545,0.0074911032130105474,0.0023929278704769973,6.2331618225257714e-09,4.1841537796860696e-05,0.0076176981631073263,6.6743203312881391e-11,0.13385810474465887,3.4967435707486936e-07,0.0089012324235320257,0.0022709209774758633,1.2831246601136953e-06,2.1639014541393507e-07,9.0011459977880199e-07,0.11471429930422289,3.313939344533154e-05,0.0011828379582518656,0.0020503501491412539,0.091074550643217192,6.1262726692986619e-07,7.3474707296909711e-13,2.9970594424125312e-11,1.9251627845749006e-10,1.3619153257084207e-06,0.00015164954155947151,0.00010204935083898731,9.8356350537438206e-06,3.682725118016144e-05,0.0014020061590550405,2.434039462247296e-12,0.00098270403017946552,9.5473205119360474e-05,2.0697584150783913e-07,1.2709625959117679e-05,1.1133597563265864e-05,8.6851922480802511e-10,5.2615880601725965e-09,3.1080990088317458e-05,4.5812825631108191e-13
1.3553554268868857e-05,0.5771802625284808,3.4733174059033607e-09,6.4658045458081476e-09,2.4117361206692618e-05,4.8313389725873045e-10,0.0026478107234580725,0.0,0.0,0.00061079314250342138,0.016519674070868916,154.0,0.0,0.60893259446387538,1.0,18.88406582854568,0.0072022433037887872,7.642841910220131e-10,0.0027129470512625071,0.0080795839098800268,0.0075907064206506966,0.0023751569139951788,6.1845348562259654e-09,4.1515118042586534e-05,0.0077267897681910069,6.6247538325978765e-11,0.13535357755913133,3.4709887366092273e-07,0.0090243865118900205,0.0022720269588902583,1.2836669502163374e-06,2.1949035849466024e-07,9.0049501753444573e-07,0.11611642832602967,3.3173331165507651e-05,0.0011968900671365287,0.0020955933550510348,0.092015971564845714,6.2011565097532161e-07,7.2901506665084162e-13,3.0334962572606152e-11,1.9450683349221365e-10,1.3762108162897707e-06,0.00015410283329914533,0.00010369507607899226,9.9952989446525205e-06,3.7423543235976585e-05,0.0014458250829064241,2.4735517265270335e-12,0.0010177090098815557,9.8861884325864274e-05,2.097290748852545e-07,1.3088375892468636e-05,1.1464654101649263e-05,8.9440131057674235e-10,5.4186867691746527e-09,3.2009012632080736e-05,4.7175065947505973e-13
1.3786984168552235e-05,0.5771773111664354,3.4996511780899824e-09,6.6312132504944457e-09,2.4443961328488327e-05,4.9699720982584335e-10,0.0027286166270879372,0.0,0.0,0.00061278496743685329,0.016776701795676276,154.0,0.0,0.60488201739831271,1.0,18.882767932503182,0.0071523946758296625,7.6012104881092072e-10,0.0026930744975526113,0.0080173781180112921,0.0076895075168011678,0.0023576180196658216,6.1365288929912624e-09,4.119286691534216e-05,0.007835284204503903,6.5758345983586826e-11,0.13682716021819805,3.445567449201734e-07,0.0091466360555344187,0.0022730570819467252,1.2841672575149376e-06,2.2257359785992117e-07,9.0084598426203193e-07,0.11750202922126628,3.3205019467315853e-05,0.0012105678923951403,0.0021407747623163917,0.092941405781432923,6.2751576143602548e-07,7.2335626238669395e-13,3.0694988814592962e-11,1.964636018710553e-10,1.3902698357692129e-06,0.00015654084729494454,0.00010533041176748499,1.0153968414261774e-05,3.8016057948535446e-05,0.0014900094187801868,2.5128178998655038e-12,0.0010532325806711306,0.00010229861198821621,2.1246013416302872e-07,1.3468792977574254e-05,1.1797137120341085e-05,9.2039732210739047e-10,5.5764811231791485e-09,3.2941144761227469e-05,4.854317598330871e-13
1.4020414068235613e-05,0.577174407936524,3.5263453406695806e-09,6.7990016610207514e-09,2.4767608244014625e-05,5.1109821871303555e-10,0.0028102171285737071,0.0,0.0,0.00061479643730523133,0.01703262758635361,154.0,0.0,0.60088436663399802,1.0,18.881485372612122,0.0071031103465777476,7.5601538235683892e-10,0.0026734575926828557,0.0079559538148785414,0.0077875165550389857,0.0023403065828290076,6.089131524012205e-09,4.0874701118203109e-05,0.0079431897443731914,6.5275497853216185e-11,0.13827928149863589,3.4204731374725338e-07,0.0092679927289339246,0.0022740136908808283,1.2846268964996917e-06,2.2564009867297362e-07,9.0116842207871452e-07,0.1188714271451468,3.3234526819830985e-05,0.0012238794107447125,0.0021858912353440374,0.09385117344289215,6.3482933492972109e-07,7.1776919746338171e-13,3.1050759259099248e-11,1.9838726008488149e-10,1.4040970718134895e-06,0.00015896368688488843,0.0001069554306189896,1.0311650194089114e-05,3.8604822031978604e-05,0.0015345486878208395,2.5518396481213827e-12,0.0010892705389443894,0.00010578289691735004,2.1516929730846455e-07,1.3850756662582198e-05,1.213094131216118e-05,9.4649902142117629e-10,5.7349209791064031e-09,3.3877090259834018e-05,4.9916722417712321e-13
1.425384396791899e-05,0.577171551882295,3.5533858031634747e-09,6.9691419760429486e-09,2.5088335452501955e-05,5.2544009998158792e-10,0.0028925985015180607,0.0,0.0,0.00061682741658116249,0.017287471476448848,154.0,0.0,0.59693860427263123,1.0,18.880217846182511,0.0070543924231057931,7.5196602957550987e-10,0.0026540913460256833,0.0078952956515515489,0.0078847433962717581,0.002323218122771364,6.0423307308247871e-09,4.0560539974025452e-05,0.0080505144921821214,6.4798868959360033e-11,0.13971035898627882,3.3956994167751096e-07,0.0093884679775709991,0.0022748989871879881,1.285047102290723e-06,2.2869009132199558e-07,9.0146319742599932e-07,0.12022493870351,3.3261917442579222e-05,0.0012368324547212214,0.0022309397423115342,0.094745586322538919,6.4205806240795614e-07,7.1225245517126492e-13,3.1402357721735395e-11,2.0027846692551699e-10,1.4176970898098792e-06,0.00016137145427987421,0.00010857020448655067,1.0468350941923266e-05,3.9189861882638813e-05,0.0015794326518520504,2.5906186189081772e-12,0.0011258187317557203,0.00010931425113262041,2.1785683696091608e-07,1.4234150184212005e-05,1.2465964709519908e-05,9.7269842943373097e-10,5.893957770442554e-09,3.4816562225448306e-05,5.1295285671733532e-13
1.4487273867602369e-05,0.5771687420719398,3.5807588262280877e-09,7.1416049197223839e-09,2.5406175919630416e-05,5.4002601394771953e-10,0.0029757472981980938,0.0,0.0,0.00061887777117026284,0.017541253021117632,154.0,0.0,0.59304372069048872,1.0,18.878965058451115,0.0070062415080879977,7.4797186054307226e-10,0.0026349708990203642,0.0078353887036529974,0.0079811977139413563,0.002306348287346069,5.9961147848981236e-09,4.0250304752622452e-05,0.00815726638904587,6.4328337912609773e-11,0.14112079944817241,3.3712400755978557e-07,0.0095080730242877338,0.0022757150482087185,1.2854290383791674e-06,2.3172380155308571e-07,9.0173112649444407e-07,0.12156287223757278,3.3287251885782612e-05,0.0012494347116537199,0.0022759173494938082,0.095624948095966278,6.4920359068501562e-07,7.068046529904495e-13,3.1749865824835051e-11,2.0213786407459827e-10,1.431074336909663e-06,0.00016376425057207147,0.00011017480439245006,1.0624077243357076e-05,3.9771203584019105e-05,0.0016246513068595577,2.6291564419722005e-12,0.0011628730557549977,0.00011289218984751401,2.2052302057572487e-07,1.4618860452392468e-05,1.2802108574965913e-05,9.9898781807120185e-10,6.053544457789676e-09,3.5759282776874956e-05,5.2678459457870091e-13
1.4720703767285747e-05,0.5771659775977329,3.6084510337725207e-09,7.3163598421844118e-09,2.5721162095957963e-05,5.5485910448009489e-10,0.0030596503422698628,0.0,0.0,0.00062094736844486918,0.017793991310860135,154.0,0.0,0.58919873345856333,1.0,18.877726722323576,0.006958656901838149,7.4403177625200952e-10,0.0026160915238176634,0.0077762184571587324,0.0080768889990288362,0.0022896928451910967,5.9504722739851618e-09,3.9943918846848509e-05,0.0082634532173049453,6.3863786692475931e-11,0.14251099918917692,3.3470890696605364e-07,0.0096268188753638132,0.002276463842674676,1.2857738067403757e-06,2.3474145059805141e-07,9.0197298232086607e-07,0.12288552809517644,3.3310587514965651e-05,0.0012616937233796634,0.0023208212163227885,0.09648955460638671,6.5626752388453078e-07,7.0142444568180994e-13,3.209336306025661e-11,2.0396607666444433e-10,1.4442331459152334e-06,0.00016614217577210305,0.00011176930055161946,1.0778835612938355e-05,4.0348872913238865e-05,0.0016701948766613623,2.6674547294781549e-12,0.0012004294561646788,0.00011651623146523512,2.2316811056265302e-07,1.5004777932904019e-05,1.3139277299228336e-05,1.02535970225088e-09,6.2136354806442589e-09,3.6704982769354021e-05,5.4065850360538906e-13
1.4954133666969125e-05,0.5771632575757538,3.6364493510809269e-09,7.4933748138073749e-09,2.6033325922778325e-05,5.6994249822680939e-10,0.003144294721716762,0.0,0.0,0.00062303607717301829,0.018045704984833547,154.0,0.0,0.58540268632225356,1.0,18.876502558131246,0.0069116367805078507,7.4014470743649954e-10,0.0025974486264051535,0.0077177707917607599,0.0081718265648717415,0.0022732476710673865,5.9053921597885376e-09,3.9641308158983461e-05,0.0083690826048465634,6.3405100238259752e-11,0.14388134439400463,3.3232405204559105e-07,0.0097447163263467643,0.0022771472437519975,1.2860824573316338e-06,2.3774325529728362e-07,9.02189501455245e-07,0.12419319889383799,3.333197891615286e-05,0.0012736168865561226,0.0023656485910546706,0.097339694121985273,6.6325142483666668e-07,6.9611053207173866e-13,3.2432926841189692e-11,2.0576371382205492e-10,1.4571777390443549e-06,0.00016850532881955825,0.00011335376235882071,1.0932632494911588e-05,4.0922895347128075e-05,0.0017160538068656263,2.7055150761936038e-12,0.0012384839257720036,0.0001201858975820807,2.2579236441912658e-07,1.5391796536156944e-05,1.3477378308867976e-05,1.0518068322811351e-09,6.3741867121112117e-09,3.7653401527097067e-05,5.5457077456053816e-13
1.5187563566652503e-05,0.5771605811443405,3.6647410070266948e-09,7.6726167137371908e-09,2.6342698836929154e-05,5.852793037746143e-10,0.0032296677820221054,0.0,0.0,0.00062514376749317404,0.018296412243643506,154.0,0.0,0.58165464823644952,1.0,18.875292293377644,0.006865178353221397,7.3630961346944719e-10,0.0025790377279812475,0.0076600319667649098,0.0082660195518041331,0.0022570087542864189,5.860863651028867e-09,3.9342400250381101e-05,0.0084741620292636891,6.2952166684454575e-11,0.14523221145553658,3.2996887019776463e-07,0.0098617759676505878,0.0022777670400263949,1.2863559906234881e-06,2.4072942821805191e-07,9.0238138572894041e-07,0.12548616977224608,3.3351478235102554e-05,0.0012852114534483781,0.002410396806942067,0.09817564758191509,6.7015681643157314e-07,6.9086164012131131e-13,3.2768632600657052e-11,2.0753136918836713e-10,1.4699122314892012e-06,0.00017085380758864125,0.00011492825842315479,1.1085474265059655e-05,4.1493296067588764e-05,0.0017622187589811855,2.7433390599428836e-12,0.0012770325039550062,0.00012390071299673837,2.2839603485857488e-07,1.5779813514896017e-05,1.3816321966452427e-05,1.07832218687027e-09,6.5351554146734175e-09,3.8604286581888955e-05,5.6851771901914458e-13
1.542099346633588e-05,0.5771579474635484,3.6933135893567335e-09,7.8540513142049661e-09,2.6649311792350444e-05,6.0087261108754363e-10,0.0033157571195397808,0.0,0.0,0.00062727031099091128,0.01854613086159634,154.0,0.0,0.57795371245190696,1.0,18.874095662510289,0.0068192780005601247,7.325254813110432e-10,0.0025608544634955085,0.0076029886097430674,0.00835947693162877,0.0022409721941401019,5.8168762216372303e-09,3.9047124462766327e-05,0.0085786988218603585,6.2504877233165498e-11,0.14656396728964866,3.2764280351295674e-07,0.0099780081899385129,0.0022783249447532214,1.2865953638769073e-06,2.4370017776841511e-07,9.0254930666033319e-07,0.1267647186283854,3.3369135461629942e-05,0.0012964845331033292,0.0024550632788302618,0.098997688828936531,6.7698518289081033e-07,6.8567652905508673e-13,3.3100553848106805e-11,2.0926962141001691e-10,1.4824406348281016e-06,0.00017318770893683219,0.00011649285660399075,1.123736723224249e-05,4.2060099968584064e-05,0.0018086806046569131,2.780928241988583e-12,0.0013160712757535893,0.00012766020572430826,2.3097936993412406e-07,1.6168729357230175e-05,1.4156021476726198e-05,1.1048989658169517e-09,6.6965001963325705e-09,3.9557393414039777e-05,5.8249576550690318e-13
1.5654423366019257e-05,0.5771553557152624,3.722154981901327e-09,8.0376433599274828e-09,2.695319526585603e-05,6.1672549096921287e-10,0.0034025505750879901,0.0,0.0,0.00062941558061017108,0.018794878198642749,154.0,0.0,0.57429899564846898,1.0,18.872912406711787,0.0067739313965104984,7.2879132451009342e-10,0.0025428945910440301,0.0075466277011412087,0.008452207511930097,0.0022251341805147647,5.7734197135246251e-09,3.8755412606802217e-05,0.0086827001715115253,6.2063125613090054e-11,0.14787696963750865,3.2534530904331972e-07,0.010093423189304276,0.0022788226036537123,1.2868014990457211e-06,2.4665570830695681e-07,9.0269391100542386e-07,0.12802911635247582,3.3384998668021906e-05,0.0013074430928331912,0.0024996455001121101,0.099806084837150894,6.8373797099937542e-07,6.805540014518135e-13,3.342876220139717e-11,2.1097903462092434e-10,1.4947668603641686e-06,0.00017550712871312559,0.00011804762398381488,1.1388317638822354e-05,4.2623331662482846e-05,0.0018554304202318649,2.8182841671383724e-12,0.0013555963709459614,0.00013146390701386271,2.3354261315788516e-07,1.6558447686229213e-05,1.4496392807715215e-05,1.1315305831496951e-09,6.8581809699973369e-09,4.0512485212548161e-05,5.9650145625338987e-13
1.5887853265702633e-05,0.5771528051015172,3.7512533110874384e-09,8.2233566423848601e-09,2.7254379256442759e-05,6.3284099423279923e-10,0.0034900362277496396,0.0,0.0,0.00063157945059896716,0.019042671211873481,154.0,0.0,0.57068963711240694,1.0,18.871742273670367,0.0067291336157605146,7.2510618226745492e-10,0.0025251539702608257,0.0074909365611095331,0.0085442199402361117,0.0022094910057329454,5.730484179757454e-09,3.8467197911689922e-05,0.0087861731283847902,6.1626808410246949e-11,0.14917156735631384,3.230758574208756e-07,0.010208030972261443,0.0022792616015098366,1.2869752817997331e-06,2.4959622024864013e-07,9.0281582006299348e-07,0.12927962705058965,3.3399114209016528e-05,0.0013180939599460838,0.0025441410399855901,0.1006010959307157,6.9041659131234703e-07,6.7549288480131591e-13,3.3753327485920408e-11,2.1266015890376068e-10,1.5068947222798436e-06,0.00017781216175378328,0.00011959262690185188,1.1538331662522082e-05,4.3183015484872434e-05,0.0019024594814124286,2.8554083642024396e-12,0.0013956039631525838,0.00013531135136835742,2.3608600361606495e-07,1.6948875170051325e-05,1.4837354599771208e-05,1.1582106609844001e-09,7.0201589141241829e-09,4.1469332642457103e-05,6.105314434500659e-13
1.612128316538601e-05,0.5771502948438645,3.7805970429783912e-09,8.4111540708969268e-09,2.7552893311171312e-05,6.4922215115624642e-10,0.0035782023888386587,0.0,0.0,0.00063376179664837297,0.019289526466463858,154.0,0.0,0.56712479795498405,1.0,18.870585017375532,0.0066848792280343053,7.2146911853804419e-10,0.002507628558840598,0.0074359028413469941,0.0086355227080365752,0.0021940390649558559,5.6880598814266804e-09,3.8182415003442155e-05,0.008889124607530996,6.1195825079145655e-11,0.15044810069823539,3.2083393219162693e-07,0.010321841360552361,0.0022796434677406019,1.2871175650438678e-06,2.5252191016692963e-07,9.0291563214408531e-07,0.13051650825383243,3.3411526889719452e-05,0.0013284438236688698,0.0025885475409655107,0.10138297598806441,6.9702241927499715e-07,6.7049203112169771e-13,3.4074317789638267e-11,2.1431353072160852e-10,1.5188279406356124e-06,0.00018010290194542445,0.00012112793100889188,1.1687415418408056e-05,4.3739175501488528e-05,0.0019497592579982455,2.8923023464846701e-12,0.0014360902689950282,0.00013920207656636767,2.3860977608009933e-07,1.7339921423380017e-05,1.5178828076868366e-05,1.1849330227892234e-09,7.1823964325874437e-09,4.2427713607848362e-05,6.2458248560012534e-13
1.6354713065069386e-05,0.577147824183997,3.8101749693825625e-09,8.6009977399867608e-09,2.7848766532091515e-05,6.6587197126722269e-10,0.0036670375960710039,0.0,0.0,0.00063596249578678772,0.01953546014643056,154.0,0.0,0.56360366036826715,1.0,18.869440397941098,0.0066411623809687148,7.1787922117132264e-10,0.002490314430155557,0.0073815145109703646,0.0087261241546646648,0.0021787748299874204,5.6461374523873596e-09,3.790100100856243e-05,0.0089915613923502689,6.0770077211649695e-11,0.15170690157842512,3.1861903058507398e-07,0.010434863995790172,0.0022799696811354642,1.287229177005957e-06,2.5543297089231695e-07,9.0299392825648112e-07,0.13174001112523087,3.3422280106932325e-05,0.0013384992372167219,0.0026328627166086029,0.1021519726441093,7.0355679630989484e-07,6.6555033633881928e-13,3.4391799471918671e-11,2.1593967334583883e-10,1.5305701443430284e-06,0.00018237944222953688,0.00012265360122037301,1.1835574958798202e-05,4.4291835514639408e-05,0.0019973214089631002,2.9289676117624057e-12,0.0014770515472495886,0.00014313562368492295,2.4111416111400621e-07,1.7731498916395062e-05,1.5520736981267311e-05,1.2116916871650213e-09,7.3448571180734577e-09,4.3387413035684895e-05,6.3865144482936916e-13
1.6588142964752762e-05,0.5771453923819112,3.8399760650288384e-09,8.7928489921600909e-09,2.8142027566353791e-05,6.8279344259617097e-10,0.0037565306079321639,0.0,0.0,0.00063818142626491782,0.0197804880650292,154.0,0.0,0.5601254269164635,1.0,18.868308181395893,0.0065979768728582572,7.1433560110849107e-10,0.0024732077482770664,0.0073277598433849917,0.0088160324710485384,0.0021636948636654402,5.6047077116867781e-09,3.7622894297979759e-05,0.0090934901379395722,6.034946893891637e-11,0.15294829383343428,3.164306620625708e-07,0.010547108343939033,0.0022802416739083195,1.2873109177624913e-06,2.5832959160752682e-07,9.0305126965589946e-07,0.13295038066029066,3.3431415968516521e-05,0.0013482666199729329,0.0026770843494189852,0.10290832748655976,7.1002103090199123e-07,6.6066671823242372e-13,3.4705837264639696e-11,2.1753909727008749e-10,1.5421248739835265e-06,0.00018464187457935624,0.00012416970174219708,1.1982816274848597e-05,4.484101906694274e-05,0.0020451377776555279,2.965405642676041e-12,0.0015184840980169967,0.00014711153712242269,2.4359938517814652e-07,1.8123522897310912e-05,1.5863007491494492e-05,1.2384808625507232e-09,7.5075057173543979e-09,4.434822267049862e-05,6.5273528351205262e-13
1.682157286443614e-05,0.5771429987150357,3.8699895797236451e-09,8.9866684779643617e-09,2.8432704637566708e-05,6.9998953091811708e-10,0.0038466703981759704,0.0,0.0,0.00064041846778354109,0.020024625674532569,154.0,0.0,0.55668931986100467,1.0,18.867188139497081,0.0065553162164369849,7.1083739160886252e-10,0.0024563047597149566,0.007274627411640114,0.0089052557033388706,0.002148795828018977,5.5637616188678056e-09,3.7348034186658017e-05,0.0091949173743271911,5.9933907158977555e-11,0.15417259346924686,3.1426834736314701e-07,0.010658583699639993,0.0022804608351571468,1.2873635602519861e-06,2.6121195793952328e-07,9.0308819855497318e-07,0.13414785587061098,3.3438975394450363e-05,0.0013577522597496632,0.0027212102889070983,0.10365227623511399,7.1641639958772781e-07,6.5584011116002741e-13,3.5016494331932158e-11,2.1911230058891562e-10,1.5534955844447718e-06,0.00018689029008380138,0.00012567629615530955,1.212914529919911e-05,4.5386749447771666e-05,0.0020932003869316034,3.0016179073836556e-12,0.0015603842619631486,0.00015112936462160839,2.4606567072954942e-07,1.8515911299989807e-05,1.6205568134930246e-05,1.2652949409100771e-09,7.670308094312919e-09,4.5309940856050542e-05,6.6683106067400456e-13
1.7055002764119515e-05,0.5771406424795023,3.9002051540065604e-09,9.1824162133914679e-09,2.8720825557813516e-05,7.1746317986889252e-10,0.0039374461505090781,0.0,0.0,0.00064267350138277229,0.020267888075945494,154.0,0.0,0.55329458051548008,1.0,18.866080049584255,0.0065131736947318707,7.0738374750117768e-10,0.0024396018218526077,0.007222106075812606,0.0089938017564180645,0.0021340744490547965,5.5232905212084833e-09,3.7076362589809511e-05,0.0092958495095996369,5.9523300553847474e-11,0.15538010889951709,3.1213161989061298e-07,0.010769299190396575,0.0022806285138240439,1.2873878599426124e-06,2.6408025204838118e-07,9.0310524492113483e-07,0.13533266996775214,3.3444998202495793e-05,0.0013669623151054942,0.0027652384497796425,0.10438404892109222,7.2274414791180093e-07,6.5106949513799532e-13,3.5323832251366536e-11,2.2065976937831967e-10,1.5646856475725046e-06,0.00018912477895012333,0.00012717344734488703,1.2274567905284263e-05,4.5929049699950481e-05,0.0021415014347087305,3.0376058593942741e-12,0.0016027484195447173,0.00015518865729239489,2.4851323631896045e-07,1.8908584660623899e-05,1.6548349736253624e-05,1.2921284920395439e-09,7.8332311966291354e-09,4.6272372338641514e-05,6.809359298702068e-13
1.728843266380289e-05,0.5771383229881827,3.9306125971376767e-09,9.3800516335810714e-09,2.9006417703396814e-05,7.3521731057815497e-10,0.0040288472534731118,0.0,0.0,0.00064494640921614651,0.020510290028491522,154.0,0.0,0.54994046862949097,1.0,18.864983694387536,0.0064715424099076255,7.0397384448966354e-10,0.0024230953749134446,0.0071701849686360807,0.0090816783972964277,0.0021195275319337605,5.4832859394720459e-09,3.6807822588568938e-05,0.0093962928329258451,5.9117560013461019e-11,0.15657114117610027,3.100200242313724e-07,0.010879263780621885,0.0022807460212714388,1.2873845495792565e-06,2.6693465271328545e-07,9.031029227783086e-07,0.1365050505452293,3.3449523181093389e-05,0.0013759028176996741,0.0028091668102415246,0.10510387006584379,7.2900549141346171e-07,6.4635387065827051e-13,3.5627911116957387e-11,2.2218197807168724e-10,1.5756983547147264e-06,0.00019134543044869293,0.00012866121750684757,1.2419089908272782e-05,4.6467942622195733e-05,0.0021900332896664558,3.0733709377967543e-12,0.0016455729902312215,0.00015928896963349976,2.5094229668477125e-07,1.9301466053769321e-05,1.6891285345848375e-05,1.3189762591956252e-09,7.9962430256277517e-09,4.7235328088750311e-05,6.9504713623986184e-13
1.7521862563486268e-05,0.5771360395693393,3.9612018511688952e-09,9.5795336437724217e-09,2.9289508050607569e-05,7.5325482043588316e-10,0.0041208632954217225,0.0,0.0,0.00064723707489878492,0.020751845958338042,154.0,0.0,0.54662626180081031,1.0,18.863898861851826,0.0064304153259204114,7.0060687848338139e-10,0.0024067819248880301,0.0071188534946085803,0.0091688932584002413,0.0021051519809068006,5.4437394519514418e-09,3.6542357652013044e-05,0.0094962535174830092,5.8716599191977169e-11,0.1577459842104281,3.0793311466082922e-07,0.010988486275549859,0.002280814633506721,1.2873543372617459e-06,2.6977533541577538e-07,9.030817288523164e-07,0.13766521973938547,3.3452588151713555e-05,0.0013845796746664314,0.0028529934103938281,0.10581195883771408,7.3520161650289416e-07,6.4169224502605176e-13,3.5928789612146318e-11,2.2367938979128392e-10,1.5865369190391894e-06,0.0001935523330271347,0.00013013966827791907,1.2562717068726418e-05,4.700345077466946e-05,0.0022387884867078071,3.1089145681641452e-12,0.0016888544318219624,0.00016342985955307369,2.5335306284395622e-07,1.9694481003577651e-05,1.7234310148735109e-05,1.3458331530285314e-09,8.1593126019678139e-09,4.8198625098496086e-05,7.0916201275932822e-13
1.7755292463169644e-05,0.5771337915687264,3.9919633064902536e-09,9.7808206678731297e-09,2.9570123200264975e-05,7.7157858323248113e-10,0.0042134840596577249,0.0,0.0,0.00064954538342384179,0.020992569967373427,154.0,0.0,0.54335125491159975,1.0,18.862825345022223,0.00638978530570424,6.972820649363654e-10,0.0023906580859716997,0.0070681013196074241,0.0092554538407565272,0.002090944752956664,5.4046430479393746e-09,3.6279914004699471e-05,0.0095957376232886724,5.8320333213728468e-11,0.15890492498569553,3.0587045729470525e-07,0.011096975325028095,0.0022808355931039272,1.2872979188793075e-06,2.726024724202256e-07,9.0304215131629892e-07,0.13881339439217563,3.3454230022381264e-05,0.0013929986709957938,0.002896716350714458,0.1065085292109134,7.4133368129640657e-07,6.3708367393043512e-13,3.622652495781073e-11,2.251524566853176e-10,1.5972044778934827e-06,0.00019574557431800252,0.00013160886063936451,1.2705455091376638e-05,4.753559648632182e-05,0.0022877597229260392,3.1442381622564746e-12,0.0017325892397416279,0.00016761088838869987,2.5574574218014094e-07,2.0087557405724116e-05,1.7577361426597843e-05,1.372694246249247e-09,8.3224099347425022e-09,4.9162086199231538e-05,7.232779786780942e-13
1.798872236285302e-05,0.5771315783475807,4.0228876313238769e-09,9.9838706951416461e-09,2.9848289334508392e-05,7.9019144974643428e-10,0.0043066995197831512,0.0,0.0,0.00065187122074952819,0.021232475841967864,154.0,0.0,0.5401147595882495,1.0,18.861762941868211,0.0063496451435299138,6.9399863824314502e-10,0.0023747205509641431,0.0070179183536092987,0.0093413675170787285,0.0020769028705385161,5.3659888992736358e-09,3.6020439097822858e-05,0.0096947510999430848,5.7928679029288411e-11,0.16004824376319657,3.0383162869920248e-07,0.011204739427191704,0.0022808101109194076,1.2872159718063806e-06,2.7541623285181435e-07,9.0298466535406288e-07,0.13994978621892973,3.3454484833896455e-05,0.001401165471910263,0.0029403337906106315,0.10719379013031605,7.4740281652469507e-07,6.3252723460237556e-13,3.6521173014814196e-11,2.2660162027497435e-10,1.607704095129585e-06,0.00019792524103106075,0.00013306885488504453,1.2847309624845989e-05,4.8064401856032336e-05,0.0023369398538069085,3.1793431179476971e-12,0.0017767739462999689,0.0001718316209255485,2.5812053852894701e-07,2.0480625479751784e-05,1.7920378500369201e-05,1.3995547703711625e-09,8.4855059960707336e-09,5.0125539911086751e-05,7.373925371574506e-13
