Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504)
7.824404932151409e-11,0.4436958177864244,5.2489866878344252e-11,2.7224519553754674e-15,2.2359919966574341e-15,3.5167488773277152e-23,1.6283464531046032e-18,0.0,0.0,1.5871936574194438e-09,6.6797314260761178e-16,154.0,0.0,0.99987352362155768,1.0,18.999995765576728,7.1776751489440046e-06,2.5412913411533804e-07,3.7010605825463661e-05,4.1029665593752216e-05,1.4858356698792118e-05,4.1221832883549369e-06,1.720230372765377e-11,1.1063274324465593e-07,2.1893855449983262e-05,5.257495045349615e-14,1.0859961097333271e-08,6.4292452074810103e-09,1.0434751128139604e-09,1.042828762436103e-09,4.0048523013885467e-13,7.5811874808547985e-11,2.4586514361365456e-13,7.9520381528454542e-10,7.1209627460640496e-22,6.7026286892551231e-22,6.7029065183290206e-22,2.1902478819087533e-12,3.4385592635246129e-15,9.6229360225253813e-16,4.3277261564399114e-18,2.4242613603542365e-18,4.9715312380299965e-16,5.2116903208707356e-18,7.787332208946977e-20,7.3473034666081697e-21,3.1898436801561755e-23,2.126171068311082e-26,3.6008218133022943e-27,8.9598790684813904e-23,1.0735828887986048e-26,5.1412077142133938e-11,3.1472401570778055e-17,2.6076794319048102e-18,1.2129655160643902e-20,7.1556508481236432e-22,6.1913493888192795e-19,4.7253959737874627e-26,2.7038313775680779e-26,3.5430532711643174e-22,6.4210831244560304e-27,1.1199638429901381e-22,3.1493177452479401e-27,1.2608197085423381e-28,2.4108778068481145e-26,4.4377522406176185e-25,4.4328462765204065e-25,4.9059640972123008e-28
8.087347225973882e-11,0.4436958172407508,5.4343539070532855e-11,2.9220876325210588e-15,2.3922483486915358e-15,4.0158803806646604e-23,1.7999592937643151e-18,0.0,0.0,1.6945405850375784e-09,7.5624648595978355e-16,154.0,0.0,0.99986927362023437,1.0,18.999995550143236,7.4188489626946131e-06,2.5412814627623874e-07,3.8180875561762649e-05,4.2408229187026322e-05,1.5361026796814622e-05,4.3337442353786374e-06,1.7780287728840719e-11,1.143970436933417e-07,2.2634552416647759e-05,5.5273232142916169e-14,1.1602036634840351e-08,6.8233603185461255e-09,1.1462733637309699e-09,1.1455630830848301e-09,4.4001396900021712e-13,8.0948796859200559e-11,2.7026667201429039e-13,8.4961900427012863e-10,8.8910760240301276e-22,8.3692042367308599e-22,8.3695631156548445e-22,2.4414731377529968e-12,3.7847786072131518e-15,9.9503583233002597e-16,4.5030091766551015e-18,2.5539485493842205e-18,5.4260066648969002e-16,5.8875107446748409e-18,9.0775648187643801e-20,8.5878481045679163e-21,3.8569834743463702e-23,2.6266164132928598e-26,4.2088874269583943e-27,1.048004852854369e-22,1.3046392550838341e-26,5.4894323303980802e-11,3.3557101576604859e-17,2.8427922518412718e-18,1.2936299776336169e-20,7.6984907882244262e-22,6.8244336383140845e-19,5.1514458844638235e-26,2.9476135097840535e-26,4.0374888363776188e-22,7.3174159284338567e-27,1.2760904460778939e-22,3.5883796471985516e-27,1.4365841636316814e-28,2.7473135092301452e-26,5.2273786543102615e-25,5.2214047830019671e-25,5.9738713082945295e-28
8.350289519796356e-11,0.44369581668992775,5.6203060730678891e-11,3.1293567231636977e-15,2.5540490581379916e-15,4.5666815132952107e-23,1.9833707471683624e-18,0.0,0.0,1.8053839898288712e-09,8.5293621276715869e-16,154.0,0.0,0.99986502362718432,1.0,18.999995332669027,7.6600205095370851e-06,2.5412715843809801e-07,3.9349079126024992e-05,4.3786779253343958e-05,1.5863694371282285e-05,4.5473424147989287e-06,1.8358266045197209e-11,1.1816130711837619e-07,2.3375246339988297e-05,5.799749703953653e-14,1.2368630007791928e-08,7.2267360584539556e-09,1.2552585669530625e-09,1.2544804927915812e-09,4.8192629827373841e-13,8.6248813923399521e-11,2.9614785685455622e-13,9.0584041891147525e-10,1.1020034025937932e-21,1.0373760222996878e-21,1.0374219916108209e-21,2.7117936066156142e-12,4.152692797243714e-15,1.0277777403724042e-15,4.6801412248816955e-18,2.685489041046256e-18,5.9040637085971021e-16,6.6234871092024955e-18,1.0526413079757535e-19,9.9855049208409914e-21,4.6343302167981612e-23,3.2226423198598515e-26,4.8939744139798387e-27,1.2194206472904592e-22,1.5754590147015575e-26,5.8486994370549003e-11,3.5705894467965136e-17,3.0896524481971783e-18,1.3767839287601559e-20,8.2647049357540451e-22,7.4986511925932123e-19,5.5987833228606352e-26,3.2035761840333211e-26,4.5816005526833822e-22,8.3038295864606318e-27,1.4478752477681698e-22,4.0714793743266349e-27,1.629976533203731e-28,3.1175251484356328e-26,6.1251293452006643e-25,6.1179010376515659e-25,7.228307549097957e-28
8.613231813618829e-11,0.4436958161342956,5.8068432844762168e-11,3.3442970309814065e-15,2.7214235415987387e-15,5.172656236615116e-23,2.1789935497543507e-18,0.0,0.0,1.9197230828897614e-09,9.5855604707856828e-16,154.0,0.0,0.99986077364240744,1.0,18.999995113288232,7.9011897894850898e-06,2.5412617060268881e-07,4.0515350667926894e-05,4.516531579193111e-05,1.6366359422538433e-05,4.7628437033105081e-06,1.8936238676351951e-11,1.2192553351675927e-07,2.4115937220504396e-05,6.0746034511997259e-14,1.3159740768558852e-08,7.6392033365301157e-09,1.3705730882206976e-09,1.3697232679843763e-09,5.2627718626356698e-13,9.1711438691458099e-11,3.235430422369466e-13,9.6386861217602817e-10,1.3565113176582543e-21,1.2770272108044029e-21,1.2770856312994391e-21,3.0019456049097197e-12,4.5428659364582097e-15,1.0605193263535765e-15,4.8591228663851413e-18,2.8188323830445633e-18,6.4060084093079615e-16,7.4226267013536224e-18,1.2146880190606125e-19,1.1553879882370696e-20,5.5355216376449411e-23,3.9285104426447819e-26,5.6627538239641233e-27,1.4119383380346721e-22,1.8912818877816441e-26,6.2189751870162183e-11,3.7918633106769617e-17,3.3483626723989873e-18,1.462421619387784e-20,8.8546494976374896e-22,8.2152368585182489e-19,6.0675943047119569e-26,3.4718258369322634e-26,5.1785615499046195e-22,9.3860797391276833e-27,1.6363147998392224e-22,4.6014198943308655e-27,1.8421187423533516e-28,3.5236644847238143e-26,7.1416627826552028e-25,7.132968423642121e-25,8.6943590130797176e-28
8.876174107441303e-11,0.4436958155741725,5.9939656356969868e-11,3.5669449903152977e-15,2.8944017029576552e-15,5.8374306384449343e-23,2.3872426582360801e-18,0.0,0.0,2.0375571237836823e-09,1.0736346823468474e-15,154.0,0.0,0.99985652366590438,1.0,18.999994892126153,8.1423568025522942e-06,2.5412518276905335e-07,4.1679815526939571e-05,4.6543838802007844e-05,1.6869021950926429e-05,4.9801227860426899e-06,1.9514205621937622e-11,1.2568972288742777e-07,2.4856625058695562e-05,6.3517246273205826e-14,1.397536846950163e-08,8.0605973723752538e-09,1.4923567034238811e-09,1.4914310968668731e-09,5.7312060092200692e-13,9.7336185307646485e-11,3.5248594652029686e-13,1.0237041382921844e-09,1.6590393119971292e-21,1.5619132099272449e-21,1.5619869063722792e-21,3.3126653969845999e-12,4.9558545550522197e-15,1.0932605902642968e-15,5.0399546677821603e-18,2.9539331616805533e-18,6.9321375023883049e-16,8.2879707254769824e-18,1.3952509790830282e-19,1.3307231646616735e-20,6.5753449846754583e-23,4.7600451209403563e-26,6.5222167715354693e-27,1.6273454322439501e-22,2.2578400095354018e-26,6.6002258366838759e-11,4.0195178191895945e-17,3.6190183253015487e-18,1.55053760610161e-20,9.4686809588542649e-22,8.9754221032116489e-19,6.5580517069149974e-26,3.7524613871668772e-26,5.8316386427936121e-22,1.0570092005125383e-26,1.8424347351845967e-22,5.1810859766003109e-27,2.0741654562594088e-28,3.9679461309289279e-26,8.2883045620612718e-25,8.2779050205605078e-25,1.0399541500760463e-27
9.139116401263776e-11,0.44369581500985555,6.1816732170662456e-11,3.7973357561662885e-15,3.0730139331324033e-15,6.5647536168852614e-23,2.6085352858825753e-18,0.0,0.0,2.1588854173523719e-09,1.1987157809369418e-15,154.0,0.0,0.99985227369767538,1.0,18.999994669299888,8.383521548752361e-06,2.5412419493644698e-07,4.2842590810949941e-05,4.7922348282791583e-05,1.7371681956788522e-05,5.1990625780549897e-06,2.009216688159165e-11,1.2945387522833085e-07,2.5597309855059598e-05,6.6309639001993905e-14,1.4815512662970364e-08,8.4907575176136996e-09,1.6207466640830758e-09,1.6197411448580883e-09,6.2250953516398296e-13,1.0312256936585392e-10,3.8300967819527801e-13,1.085347552570374e-09,2.0167298220711619e-21,1.8987660750726168e-21,1.8988583961034389e-21,3.6446890236291595e-12,5.3922077163534358e-15,1.1260015320867259e-15,5.2226371967646526e-18,3.0907506647815222e-18,7.4827393337324468e-16,9.2225931371026919e-18,1.5957384513390444e-19,1.5260477507914748e-20,7.7697899361628654e-23,5.7347450501380791e-26,7.479677352958852e-27,1.8675148979712497e-22,2.681386737959915e-26,6.9924177457122486e-11,4.2535397761283939e-17,3.9017080400181655e-18,1.6411267326410371e-20,1.0107156045584953e-21,9.7804352040188518e-19,7.0703161424715307e-26,4.0455747361267901e-26,6.5441920810120086e-22,1.1861961527454367e-26,2.0672896699210151e-22,5.8134439168282113e-27,2.3273039699746642e-28,4.4526473406697932e-26,9.5770665601225474e-25,9.5646926103219684e-25,1.2373949800575694e-27
9.40205869508625e-11,0.4436958144416227,6.3699661149304099e-11,4.0355032882746914e-15,3.2572911097234829e-15,7.3584975653823806e-23,2.8432909387781051e-18,0.0,0.0,2.2837073107367218e-09,1.3343579740979693e-15,154.0,0.0,0.99984802373772075,1.0,18.999994444918823,8.6246840280989579e-06,2.5412320710553706e-07,4.4003785936870948e-05,4.9300844233497501e-05,1.7874339440465358e-05,5.4195536838355044e-06,2.0670122454955748e-11,1.3321799053632081e-07,2.6337991610091878e-05,6.9121817449468099e-14,1.5680172901304705e-08,8.9295270877338919e-09,1.7558777601429733e-09,1.7547881173466699e-09,6.744960311417978e-13,1.0907010790526356e-10,4.1514675110623007e-13,1.1487994112421668e-09,2.437516117898581e-21,2.2950639555655968e-21,2.2951788503191976e-21,3.9987521541131501e-12,5.8524671210489372e-15,1.1587421517934847e-15,5.4071710219319266e-18,3.2292485672106729e-18,8.0580947134698795e-16,1.0229599596965008e-17,1.8176124278046177e-19,1.7429199078963697e-20,9.1361018828722378e-23,6.8718987187840929e-26,8.5427754328072393e-27,2.1344061355998728e-22,3.1687261937241205e-26,7.3955173766923369e-11,4.4939166726797089e-17,4.1965141328662808e-18,1.7341841116951282e-20,1.0770431690899297e-21,1.0631501388978754e-18,7.6045367776513018e-26,4.3512512354791965e-26,7.319675310154914e-22,1.3267952539685006e-26,2.3119631090625068e-22,6.5015412716586765e-27,2.6027541022307105e-28,4.9801078042810842e-26,1.1020666026743927e-24,1.100601561547228e-24,1.4650411271646817e-27
9.665000988908723e-11,0.44369581386973317,6.5588444117359154e-11,4.2814804296705822e-15,3.4472645965751252e-15,8.2226590588950983e-23,3.0919314520560291e-18,0.0,0.0,2.4120221905934212e-09,1.4811348623221734e-15,154.0,0.0,0.99984377378604106,1.0,18.999994219085181,8.8658442406057525e-06,2.5412221927658114e-07,4.5163503135732934e-05,5.0679326653337179e-05,1.837699440229674e-05,5.6414938923110173e-06,2.1248072341674852e-11,1.3698206880889665e-07,2.7078670324286428e-05,7.1952477998283231e-14,1.6569348736833854e-08,9.3767532033840249e-09,1.8978823802303929e-09,1.8967043199109007e-09,7.2913120353873382e-13,1.1517831940604004e-10,4.489290990561821e-13,1.2140602713158012e-09,2.9301808709843476e-21,2.7590864494558582e-21,2.7592285525507716e-21,4.3755899593008914e-12,6.337167209890948e-15,1.1914824493628194e-15,5.5935567126984671e-18,3.3693946374452804e-18,8.6584777121320522e-16,1.1312126537045928e-17,2.0623884360294937e-19,1.9829647734434033e-20,1.0692835557131135e-22,8.1927035820035876e-26,9.7194793139230756e-27,2.430065922200451e-22,3.7272435303178748e-26,7.8094912948367707e-11,4.740636643969974e-17,4.5035130245284702e-18,1.8297051078962057e-20,1.1458865002819127e-21,1.1529842968425726e-18,8.1608520951822689e-26,4.6695701238597959e-26,8.1616347431223872e-22,1.479449795100061e-26,2.5775673555375781e-22,7.2485066027383517e-27,2.9017680930066337e-28,5.552729451982975e-26,1.2632544615778889e-24,1.2615279972165022e-24,1.7264643613863491e-27
9.927943282731197e-11,0.4436958132944295,6.7483081861156679e-11,4.5352989800603624e-15,3.6429662432612299e-15,9.161359541061007e-23,3.3548810261002671e-18,0.0,0.0,2.5438294804944729e-09,1.639635016022164e-15,154.0,0.0,0.99983952384263675,1.0,18.999993991894442,9.107002186286411e-06,2.5412123144916963e-07,4.632183792460258e-05,5.2057795541518654e-05,1.8879646842621698e-05,5.8647877050228622e-06,2.1826016541396588e-11,1.4074611004423977e-07,2.7819345998136127e-05,7.4800402644917428e-14,1.7483039721876482e-08,9.8322866405229515e-09,2.0468905695191748e-09,2.0456197161471985e-09,7.8646526193679418e-13,1.2144672378503021e-10,4.8438808982986327e-13,1.2811306904466735e-09,3.5044169220352228e-21,3.2999720484659711e-21,3.3001467739401395e-21,4.7759370035884458e-12,6.8468352649099522e-15,1.2242224247789122e-15,5.7817948391624099e-18,3.5111604638005531e-18,9.2841564031622949e-16,1.2473340330865255e-17,2.3316353268252843e-19,2.2478749841999929e-20,1.2459908988893437e-22,9.720388941537216e-26,1.1018088303086216e-26,2.7566293317270519e-22,4.3649359328247769e-26,8.234306167665791e-11,4.9936884284724981e-17,4.8227756334056558e-18,1.927685321932431e-20,1.2172813234598962e-21,1.2476679458309841e-18,8.7393906070500877e-26,5.0006049347305849e-26,9.0737095411825184e-22,1.6448198948833808e-26,2.8652434223392076e-22,8.0575492295816752e-27,3.2256305046247485e-28,6.1729762638339416e-26,1.4426887356789378e-24,1.4406631939978732e-24,2.0255416810639919e-27
9.999999999999999e-11,0.4436958127159382,6.8003310630536099e-11,4.6062283944312796e-15,3.6976005569249546e-15,9.432172217755703e-23,3.4294940488855496e-18,0.0,0.0,2.5805595497710355e-09,1.6851964278934859e-15,154.0,0.0,0.999838359189412,1.0,18.999993929410127,9.1730887241575766e-06,2.5412096074514229e-07,4.6639038665979474e-05,5.2435548851355534e-05,1.9017393298397581e-05,5.9262034975215406e-06,2.1984395401399679e-11,1.4177760159702087e-07,2.8022320260294931e-05,7.5583709390331064e-14,1.7737707163615772e-08,9.9585518801999393e-09,2.0889643456489178e-09,2.087667288794504e-09,8.0265477949940507e-13,1.2319241892234741e-10,4.9440205370814927e-13,1.2998266376834751e-09,3.677407433572976e-21,3.4629220703512158e-21,3.4631067949860434e-21,4.8898492362225999e-12,6.9909323596867888e-15,1.2331944327800099e-15,5.8337030765968825e-18,3.5502893664998403e-18,9.4600681491001005e-16,1.2805717860148743e-17,2.4099049668939838e-19,2.325043044532653e-20,1.2983665014721343e-22,1.0178456439856906e-25,1.1396374308058144e-26,2.8518077681995924e-22,4.5546381561287696e-26,8.3526105481575649e-11,5.0641386600584219e-17,4.9124160593372915e-18,1.95496456914513e-20,1.2372965038900227e-21,1.2744777358813031e-18,8.9018287930006509e-26,5.0935506817304776e-26,9.3363861063749205e-22,1.6924468359836235e-26,2.9480853262340299e-22,8.2905294761094484e-27,3.3188930098447067e-28,6.3515953545392265e-26,1.4952421009467566e-24,1.4931274792453137e-24,2.1146217014426815e-27
1.019088557655367e-10,0.4436958127159382,6.9383575129724848e-11,4.7969897643899328e-15,3.8444283845080951e-15,1.017884601226862e-22,3.6325662627091548e-18,0.0,0.0,2.6791286384975056e-09,1.8104619764661227e-15,154.0,0.0,0.99983527390750826,1.0,18.999993763435846,9.3481578651546026e-06,2.5412024362325117e-07,4.7478879547516215e-05,5.3436250897247959e-05,1.9382296761778107e-05,6.08934589528217e-06,2.2403955053771548e-11,1.4451011424016857e-07,2.8560018632132042e-05,7.766445337706339e-14,1.8421245408740763e-08,1.0295981688866904e-08,2.2030300853355998e-09,2.2016619832405695e-09,8.465475323102695e-13,1.2787484239147652e-10,5.2155453866723063e-13,1.3500112268214326e-09,4.1708902403866667e-21,3.9277776663358373e-21,3.9279913111731906e-21,5.2005271536407186e-12,7.3819915091628943e-15,1.256962078022787e-15,5.9718859719537535e-18,3.6545211989760939e-18,9.9353935553753503e-16,1.3716436560786767e-17,2.6269750457204514e-19,2.539411180426708e-20,1.4458657770915716e-22,1.1480342502689822e-25,1.2447235183901915e-26,3.1163206337633832e-22,5.0904443440500105e-26,8.6699287646942084e-11,5.2530613300845472e-17,5.1543677430043484e-18,2.0281205757054844e-20,1.2912633757078069e-21,1.3473227695782286e-18,9.3402715202443766e-26,5.3444238773141916e-26,1.0059631404114877e-21,1.8235824617986554e-26,3.1761609476117787e-22,8.931958990698616e-27,3.5756581261528543e-28,6.8433740860425699e-26,1.6418641569828898e-24,1.6394976850598652e-24,2.3664719230243294e-27
1.0453827870376144e-10,0.44369581213447107,7.1289924635596382e-11,5.0665826969008076e-15,4.0516838395643237e-15,1.1279491718549404e-22,3.9254162012173548e-18,0.0,0.0,2.8179191548757043e-09,1.9942342569184226e-15,154.0,0.0,0.99983102398065626,1.0,18.999993533792757,9.5893112772239902e-06,2.5411925579905547e-07,4.8634711387458837e-05,5.4814692719729134e-05,1.9884944160102709e-05,6.3150850962736832e-06,2.2981887878452816e-11,1.4827408139412795e-07,2.9300688226763554e-05,8.0543566920234726e-14,1.9383965349724296e-08,1.0767696018111937e-08,2.3664264506287397e-09,2.3649565654013319e-09,9.0942647769328107e-13,1.344621980027433e-10,5.6045872121782074e-13,1.420702439054456e-09,4.9413050658212681e-21,4.6535402426404873e-21,4.653800100539881e-21,5.6500935021149193e-12,7.9431492050429604e-15,1.2897014090722181e-15,6.1638306821282469e-18,3.799455321698377e-18,1.0612447278710959e-15,1.504463937563784e-17,2.9500823909018444e-19,2.8594024933296431e-20,1.6711889617266859e-22,1.3500240578958879e-25,1.4015888607553782e-26,3.5114541733312375e-22,5.9130859171319178e-26,9.1163259571193105e-11,5.5187451826994448e-17,5.4983503450682431e-18,2.1310068984647445e-20,1.3678684032967829e-21,1.45207019475536e-18,9.9636053585510782e-26,5.7010901923781657e-26,1.1123224368866685e-21,2.016431157520324e-26,3.5115181124930222e-22,9.8751060124730589e-27,3.9531998809082035e-28,7.5665104532443771e-26,1.8623535725122301e-24,1.8595997797249984e-24,2.7537927872319391e-27
1.0716770164198617e-10,0.44369581155022564,7.3202131055586976e-11,5.3441068409743116e-15,4.2647659115271219e-15,1.2467796841210354e-22,4.2338623545722396e-18,0.0,0.0,2.9602005499968976e-09,2.1915853439399581e-15,154.0,0.0,0.99982677406208131,1.0,18.999993303043059,9.8304624225082414e-06,2.5411826797656225e-07,4.978941135128447e-05,5.6193121008163968e-05,2.0387589037931339e-05,6.5419274162126573e-06,2.355981501509553e-11,1.5203801150381076e-07,3.0041354782518609e-05,8.3436749829411808e-14,2.0371199097114092e-08,1.1247290551446341e-08,2.5372030054222012e-09,2.5356267252845167e-09,9.7514971806637882e-13,1.4120831482005558e-10,6.0113038600429025e-13,1.4932048860955874e-09,5.8284712222411983e-21,5.4893404130109091e-21,5.4896548990734165e-21,6.1253683047337955e-12,8.5308147511765429e-15,1.3224404179071398e-15,6.3576295410928179e-18,3.9459444143163996e-18,1.1315571626398318e-15,1.6461200932399037e-17,3.3026847601417665e-19,3.209747017788013e-20,1.9243939201224344e-22,1.581018191564854e-25,1.5733355411309024e-26,3.9444352340999264e-22,6.8428871941114694e-26,9.5734647175097181e-11,5.7907303171100334e-17,5.8547799600499248e-18,2.2363405138539202e-20,1.4471321592947632e-21,1.5620314011498879e-18,1.0609494543282603e-25,6.0706624845237997e-26,1.2268404616192023e-21,2.2240763618235414e-26,3.872541561541149e-22,1.0890440485314101e-26,4.3596367368719925e-28,8.3450344163759563e-26,2.1058098249397185e-24,2.1026174266650453e-24,3.1923982746732139e-27
1.097971245802109e-10,0.44369581096338717,7.5120195031547839e-11,5.6295904650404953e-15,4.4837083866332449e-15,1.3748389187133451e-22,4.5583387453617558e-18,0.0,0.0,3.1059723723420029e-09,2.4031636988082906e-15,154.0,0.0,0.99982252415178396,1.0,18.999993071259535,1.0071611301021027e-05,2.541172801556533e-07,5.0943052229354552e-05,5.757153576175209e-05,2.0890231395598857e-05,6.769800078778666e-06,2.4137736463356583e-11,1.5580190456715209e-07,3.0782018299883687e-05,8.6343073903073585e-14,2.1382946203186584e-08,1.1734629345897506e-08,2.7154809563567818e-09,2.7137935935013687e-09,1.0437640495045781e-12,1.4811271846425106e-10,6.4359876642182232e-13,1.5675191271481023e-09,6.8463735914528965e-21,6.4483682355514717e-21,6.4487470225842543e-21,6.6270829292242209e-12,9.145487777932087e-15,1.3551791045095899e-15,6.5532831205213712e-18,4.0939729552813558e-18,1.2045017156448108e-15,1.7969400916124013e-17,3.6865618890145923e-19,3.5924122722361093e-20,2.2080723260228357e-22,1.8442825104285715e-25,1.7609282873994032e-26,4.417760887182199e-22,7.8906180102270376e-26,1.0041312119495186e-10,6.0690075300901642e-17,6.223708936417699e-18,2.3441178278101197e-20,1.5290904013450184e-21,1.6773273311953923e-18,1.1278033935654856e-25,6.4531950325296496e-26,1.3499180284777666e-21,2.4472451388496868e-26,4.2604863255881126e-22,1.1981492446632744e-26,4.7963816198352695e-28,9.1816563758019812e-26,2.3739676280518924e-24,2.3702800715146819e-24,3.6875565372103792e-27
1.1242654751843564e-10,0.4436958103741279,7.7044117171093513e-11,5.9230610948106973e-15,4.7085455335219338e-15,1.5126024879673962e-22,4.8992819417913729e-18,0.0,0.0,3.2552341966536779e-09,2.6296327590228806e-15,154.0,0.0,0.99981827424976522,1.0,18.999992838510188,1.031275791277601e-05,2.5411629233636488e-07,5.2095702031557509e-05,5.8949936979691617e-05,2.1392871233439048e-05,6.9986350871635791e-06,2.4715652222894621e-11,1.5956576058195559e-07,3.1522678779343646e-05,8.9261671898408642e-14,2.2419206220207569e-08,1.2229579479086395e-08,2.9013794244268776e-09,2.899576216325752e-09,1.1153154626266488e-12,1.5517493597154411e-10,6.8789259229844908e-13,1.6436457215959453e-09,8.0102437341944476e-21,7.5449909621829285e-21,7.5454451293400801e-21,7.1559678147784789e-12,9.787661241564898e-15,1.3879174688604643e-15,6.7507919922685318e-18,4.2435281255111643e-18,1.2801031455198641e-15,1.9572546132633528e-17,4.1035455825224882e-19,4.0094356474493127e-20,2.5249795957093197e-22,2.1433529560247026e-25,1.9653660917023065e-26,4.9340208275566535e-22,9.0678261239832154e-26,1.0519835337457392e-10,6.3535680555106684e-17,6.6051857301965504e-18,2.4543354172591753e-20,1.6137788896024924e-21,1.7980786989117974e-18,1.1969311343346357e-25,6.8487380792003415e-26,1.4819651292391027e-21,2.6866812046465887e-26,4.6766357468700389e-22,1.3151871570224994e-26,5.2648793291085991e-28,1.0079147919372544e-25,2.6686454371983197e-24,2.6644005090601483e-24,4.2449281381709892e-27
1.176853933948851e-10,0.4436958091889825,8.0909538204363798e-11,6.5340700420117185e-15,5.1760433246143572e-15,1.8192096530973986e-22,5.6323279678290042e-18,0.0,0.0,3.5642262714846957e-09,3.129971636003093e-15,154.0,0.0,0.99980977447056518,1.0,18.999992370363881,1.0795044336067237e-05,2.5411431670267495e-07,5.4398278355442134e-05,6.17066988054098e-05,2.239814335096763e-05,7.4589422421907556e-06,2.5871466674442837e-11,1.6709336145700499e-07,3.3003990626480039e-05,9.5132502397370214e-14,2.4565263196104972e-08,1.3241796551904047e-08,3.2965042380664779e-09,3.2944547593829746e-09,1.2674095735949852e-12,1.6977092777187304e-10,7.8206904736109107e-13,1.8013382087616426e-09,1.0843497191210166e-20,1.021480225699036e-20,1.0215446871707975e-20,8.2981653316757592e-12,1.1156448485983534e-14,1.4533932307296917e-15,7.1513779006934964e-18,4.5471795491715814e-18,1.4393744656408262e-15,2.3077033278719696e-17,5.0444185829906262e-19,4.9550582928609096e-20,3.2703545553290121e-22,2.8644943882756114e-25,2.4289454432579974e-26,6.1061703945790795e-22,1.1860969659567228e-25,1.1508778420751891e-10,6.9415060090985175e-17,7.4059586366183474e-18,2.6820785244063049e-20,1.7914896469130443e-21,2.0564295098654517e-18,1.342039889448291e-25,7.6790380201188677e-26,1.7746536879751018e-21,3.2174131427159733e-26,5.5988230579137638e-22,1.5745446973978882e-26,6.3030713082304033e-28,1.2068131119478487e-25,3.3452647792391797e-24,3.3396937500746691e-24,5.571029164511066e-27
1.2241835468368961e-10,0.4436958081155847,8.4408457472813973e-11,7.1115562407046151e-15,5.6173047468860472e-15,2.1333814354877256e-22,6.3528189078193543e-18,0.0,0.0,3.854251158386455e-09,3.6381651271434153e-15,154.0,0.0,0.9998021246976041,1.0,18.999991946324005,1.1229094364854769e-05,2.5411253863813836e-07,5.646780261694899e-05,6.4187738148564652e-05,2.330287964226202e-05,7.8759149686286894e-06,2.691168022200538e-11,1.7386807551577627e-07,3.433716090410017e-05,1.0045063874673024e-13,2.6580544137968834e-08,1.4177547394821394e-08,3.6793326502775182e-09,3.6770445164284494e-09,1.4147845946770263e-12,1.8344232786121904e-10,8.7334917320660118e-13,1.9494653091595137e-09,1.4073619049078449e-20,1.3258955630712749e-20,1.3259827170893625e-20,9.4263732311185041e-12,1.2487220440687987e-14,1.5123203141135204e-15,7.5182560564634552e-18,4.8256075080537693e-18,1.5920491210082596e-15,2.6589502924747072e-17,6.0238617951021931e-19,5.9455085175634141e-20,4.0860267642319924e-22,3.6774999271981223e-25,2.9145079264898415e-26,7.3358455357485039e-22,1.4950652528070131e-25,1.2435011231709312e-10,7.4920591879587544e-17,8.1699830590855503e-18,2.8953618653630909e-20,1.9611255030663321e-21,2.3088094484146016e-18,1.4804894220162694e-25,8.4712344563390467e-26,2.0730495508536092e-21,3.7585068308285542e-26,6.5387031860980492e-22,1.8388799376003634e-26,7.3611827273940941e-28,1.4095441856280462e-25,4.0649437713806104e-24,4.0579009910782958e-24,7.0427803023145592e-27
