Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341)
2.5287449396062167e-09,0.7189239318686038,1.5302026506812693e-08,1.6516174797447192e-11,2.9393950535640108e-11,1.9028130714497238e-16,3.4834293664933707e-13,0.0,0.0,1.5673234583827555e-06,3.8619429783497258e-10,154.0,0.0,0.99282481703797687,1.0,18.999869105178664,0.0004014914538254461,7.2900249471509282e-07,0.0013618428068289811,0.0015035566022024291,0.001437773979407984,0.00012715184348556583,3.2968901341798883e-10,2.1277870078862884e-06,0.0023121456254268577,1.4011016305367876e-12,1.0559599429201026e-05,1.601652732620395e-06,1.505988940927024e-05,1.5054780652537974e-05,3.1636121928954564e-09,1.743231724783202e-07,1.9240946436680866e-09,8.1945445605216401e-07,3.4008524847685085e-12,3.5561347529525275e-12,3.5679412943845037e-12,4.2030416662664401e-08,3.597611497357244e-11,1.6253001017556263e-14,7.0985333688833163e-16,2.8493520410328332e-15,1.301720991445113e-11,3.8641509100780588e-12,1.9631370523659868e-13,1.7741399951063632e-13,9.5410794658308631e-15,2.9913191154956547e-17,1.0021260985045189e-19,1.3015133893663269e-15,3.8640374590011816e-17,1.0652723362396389e-07,7.2094955334755558e-14,6.6662060171428371e-15,3.9420855969560196e-17,2.3167087777731744e-17,6.203749544854786e-14,1.0362032859230704e-22,5.947762962453899e-23,7.4677174909210401e-16
2.5475431223853713e-09,0.7189239289082685,1.5474920299757425e-08,1.6809414022220742e-11,3.0102748502631473e-11,1.9667217432035615e-16,3.5892984718782879e-13,0.0,0.0,1.59059608740341e-06,3.9772350569766393e-10,154.0,0.0,0.99277169095775397,1.0,18.99986812666009,0.00040445544830722079,7.2896733081383021e-07,0.0013717621119932854,0.0015146457758408508,0.0014484189379905584,0.00012809036027436742,3.3212075696851981e-10,2.1434851345653394e-06,0.0023292803852410474,1.4114427724469822e-12,1.071638517928122e-05,1.613956152728635e-06,1.5294347935454783e-05,1.5289159139866434e-05,3.2128668706087133e-09,1.7599946951073595e-07,1.9540553682328296e-09,8.3198071255041869e-07,3.5318731863684498e-12,3.6962071892690429e-12,3.7085741519578664e-12,4.29675017636078e-08,3.6558918152069365e-11,1.6372918015960722e-14,7.2022127541912689e-16,2.9104498292729099e-15,1.3361756695607174e-11,3.9923591903827641e-12,2.0303403933296484e-13,1.8416942800002465e-13,9.9468172777044004e-15,3.1378681157263245e-17,1.0402844020999927e-19,1.3540419994292826e-15,4.0457782461304124e-17,1.0754517455567101e-07,7.3029282401171599e-14,6.7536938542966205e-15,3.9931785222366881e-17,2.3614218504428307e-17,6.3264099621048961e-14,1.0498025012016843e-22,6.0258219062950316e-23,7.6739232200665695e-16
2.5663413051645258e-09,0.7189239259563543,1.5648649641211323e-08,1.7105837166184298e-11,3.0824391445489103e-11,2.0323062059487312e-16,3.6977236288524483e-13,0.0,0.0,1.6140384901999074e-06,4.0950813491999797e-10,154.0,0.0,0.99271856801850455,1.0,18.999867148226532,0.00040741913969107832,7.2893217413014984e-07,0.0013816785916929632,0.0015257336486152006,0.0014590632339346675,0.00012902860952583391,3.3455174933199002e-10,2.1591814182043422e-06,0.0023464143172662196,1.4217820744307447e-12,1.0874314534324036e-05,1.6262560709726112e-06,1.5530600355606613e-05,1.5525330889567083e-05,3.2624984186276811e-09,1.7767654601242071e-07,1.984245369054475e-09,8.4460629858800509e-07,3.6668505282468784e-12,3.8406524279337851e-12,3.8536017954178264e-12,4.3918300375672373e-08,3.7146625469089556e-11,1.6492803718866503e-14,7.306535088326817e-16,2.9724279998689529e-15,1.3712915452044067e-11,4.1239099333716836e-12,2.0993551905682913e-13,1.9113279104405668e-13,1.0366747844603871e-14,3.2905109333380032e-17,1.0796172368642524e-19,1.4083210977217653e-15,4.2347745892983389e-17,1.0856353523138699e-07,7.3968932424405642e-14,6.8416841451687133e-15,4.0445625461341038e-17,2.4066507010570236e-17,6.4505202211294033e-14,1.0634798233432082e-22,6.104329125269636e-23,7.8841753478214447e-16
2.5851394879436803e-09,0.718923923012858,1.5823213729583161e-08,1.7405458432684795e-11,3.1559036822094458e-11,2.0995983511826543e-16,3.8087513357179708e-13,0.0,0.0,1.6376506277189884e-06,4.2155190047373941e-10,154.0,0.0,0.9926654482202707,1.0,18.999866169877894,0.00041038252800112735,7.2889701363854816e-07,0.0013915922463668847,0.0015368202204661008,0.0014697068672986837,0.00012996659128160955,3.3698304958542075e-10,2.1748758587206124e-06,0.0023635474215833742,1.4321170169553647e-12,1.1033387236850574e-05,1.6385524878950404e-06,1.5768646159105069e-05,1.5763295390612718e-05,3.3125067295841584e-09,1.7935437631093639e-07,2.0146645807621356e-09,8.5733130889752839e-07,3.8058711027897196e-12,3.9895716527332136e-12,4.0031260919734423e-12,4.4882908874115551e-08,3.7739241654324478e-11,1.6612697281044182e-14,7.4118237620070311e-16,3.0352927746551857e-15,1.4070762307355083e-11,4.2588659227646765e-12,2.1702167482490789e-13,1.9830893731647933e-13,1.0801258350045316e-14,3.4494557788045977e-17,1.1201519909454302e-19,1.4643966521534699e-15,4.4312659303097893e-17,1.0958230087553681e-07,7.4913911879900745e-14,6.9301774531348265e-15,4.0962380226297527e-17,2.4523973832047147e-17,6.5760861942239944e-14,1.077235328920856e-22,6.1832851838722822e-23,8.0985211154435147e-16
2.6020578524449194e-09,0.7189239203709067,1.5981034455777236e-08,1.7677863694466289e-11,3.2231465719908322e-11,2.1616480422504959e-16,3.9109403839786902e-13,0.0,0.0,1.6590466423740147e-06,4.3261594404620914e-10,154.0,0.0,0.99261764308746292,1.0,18.999865289436642,0.00041304931837198993,7.2886537519372352e-07,0.0014005121205391408,0.0015467970227952099,0.0014792855708612533,0.00013081054618740873,3.3917049630884753e-10,2.1889992792471381e-06,0.002378966507833623,1.4414170861398126e-12,1.1177530018439643e-05,1.6496162699439641e-06,1.5984420303055958e-05,1.5978995821651399e-05,3.3578362528828437e-09,1.8086504752266293e-07,2.0422377925854895e-09,8.6886890419325027e-07,3.9345191678620485e-12,4.1275091739247956e-12,4.1416281365621465e-12,4.576294356952114e-08,3.8276797210856618e-11,1.6720571725050898e-14,7.5071100549729943e-16,3.0926343851912782e-15,1.4398605904873769e-11,4.3832902951078291e-12,2.2356006650892371e-13,2.0495347116918978e-13,1.1205110115308247e-14,3.5980712950889649e-17,1.1576839147685568e-19,1.5164393757293247e-15,4.6147197250692567e-17,1.1049952438352389e-07,7.5768955653729519e-14,7.010251999738515e-15,4.1429954494516123e-17,2.4940138426256736e-17,6.6903450542652843e-14,1.0896822171640376e-22,6.2547297739131565e-23,8.2949715727374107e-16
2.6189762169461585e-09,0.7189239177357701,1.6139530094761973e-08,1.7952881263912755e-11,3.2914671069218332e-11,2.2251308944303529e-16,4.0153103466569708e-13,0.0,0.0,1.6805800819938099e-06,4.438956633345161e-10,154.0,0.0,0.99256984049894237,1.0,18.999864409064006,0.00041571586329016845,7.2883373663695522e-07,0.001409429707116014,0.0015567727712869532,0.0014888637378152737,0.00013165428448578997,3.4135797315008115e-10,2.2031212067172948e-06,0.0023943849237512732,1.4507141465371412e-12,1.1322598515289327e-05,1.6606772167579344e-06,1.620164630184923e-05,1.6196147594966531e-05,3.4034707888050198e-09,1.8237629149223029e-07,2.0699965646409933e-09,8.8048717886089469e-07,4.0665781276267039e-12,4.2692297728079228e-12,4.283932706214397e-12,4.6654312439961601e-08,3.8818336225550721e-11,1.6828444428543309e-14,7.6031132461921455e-16,3.1507038418612059e-15,1.4731984494994387e-11,4.5105710958931323e-12,2.3025357048200629e-13,2.1177798894986973e-13,1.162138411855352e-14,3.7521243615902652e-17,1.1962324892002179e-19,1.5700099353270849e-15,4.8046270822524804e-17,1.1141705417426746e-07,7.662832686481354e-14,7.0907349189627653e-15,4.1899895320996298e-17,2.5360529066968738e-17,6.8057920684011368e-14,1.1021925806371509e-22,6.3265387399287083e-23,8.4948109916464378e-16
2.6358945814473976e-09,0.7189239151074459,1.6298700063498999e-08,1.8230521467155968e-11,3.3608769637447508e-11,2.290070948636784e-16,4.1218963116940888e-13,0.0,0.0,1.7022509180555802e-06,4.5539381988418548e-10,154.0,0.0,0.99252204045473869,1.0,18.999863528759924,0.00041838216277323594,7.2880210112355766e-07,0.0014183450064174969,0.0015667474658994601,0.0014984413681981802,0.00013249780620711423,3.4354498641635713e-10,2.2172416410710693e-06,0.0024098026693870705,1.4600093732108936e-12,1.1468592539751697e-05,1.6717353287328155e-06,1.6420323783405251e-05,1.6414750338164606e-05,3.4494102590130167e-09,1.8388809103448729e-07,2.0979408492919001e-09,8.9218620188517689e-07,4.202113519477996e-12,4.4148103826400579e-12,4.4301172652481886e-12,4.7557085600815528e-08,3.9363862142589187e-11,1.6936297137989423e-14,7.6996840396670705e-16,3.2095057572969112e-15,1.5070954008511415e-11,4.6407555280179179e-12,2.3710484469166368e-13,2.1878618008982707e-13,1.2050378005276403e-14,3.9117783837039245e-17,1.2358185543135107e-19,1.6251436607115024e-15,5.0011757142442018e-17,1.1233488037822998e-07,7.7492030808630561e-14,7.1716266777176739e-15,4.2372205600143285e-17,2.5785160724948364e-17,6.9224315074106193e-14,1.1147664970444392e-22,6.3987124696824483e-23,8.6980741874176528e-16
2.6528129459486366e-09,0.7189239124859326,1.6458543779384666e-08,1.8510794621082474e-11,3.4313878843102203e-11,2.3564925089728311e-16,4.2307337635456895e-13,0.0,0.0,1.7240591220191119e-06,4.6711319278466155e-10,154.0,0.0,0.99247424295488296,1.0,18.999862648524317,0.0004210482168387647,7.2877046568166927e-07,0.0014272580187635997,0.0015767211065899145,0.0015080184620494342,0.00013334111138174647,3.4573203697878412e-10,2.2313605822484728e-06,0.0024252197447949919,1.469301574629586e-12,1.1615511904196686e-05,1.6827906062645335e-06,1.6640452375698045e-05,1.6634803678899804e-05,3.4956545852490621e-09,1.8540042944214535e-07,2.1260705989075373e-09,9.0396604222595345e-07,4.3411916813823884e-12,4.564328993770996e-12,4.5802603461768749e-12,4.8471333120660857e-08,3.9913378404915759e-11,1.7044148372328814e-14,7.7969748992177861e-16,3.269044680310688e-15,1.5415570516615437e-11,4.7738912684314419e-12,2.4411657496464951e-13,2.2598178555906811e-13,1.2492394576719134e-14,4.0772007235177043e-17,1.2764632413031983e-19,1.6818764928055933e-15,5.2045578163645609e-17,1.1325299340716146e-07,7.8360072963934011e-14,7.252927760819343e-15,4.2846888327005148e-17,2.6214048348321737e-17,7.0402676394004259e-14,1.1274040365443509e-22,6.4712514249863293e-23,8.904796099036715e-16
2.6697313104498757e-09,0.7189239098712279,1.6619060660238132e-08,1.8793711033586067e-11,3.5030116737789003e-11,2.4244201369946743e-16,4.3418585749792153e-13,0.0,0.0,1.746004665327249e-06,4.7905657819144679e-10,154.0,0.0,0.99242644799940494,1.0,18.999861768357103,0.00042371402550432636,7.2873883299726329e-07,0.0014361687444743505,0.001586693693316543,0.0015175950194061013,0.00013418420004005085,3.4791863151542008e-10,2.2454780301896279e-06,0.0024406361500251398,1.4785919249989882e-12,1.1763356421011607e-05,1.6938430497490695e-06,1.6862031706753859e-05,1.6856307244872867e-05,3.5422036891968781e-09,1.8691329045958451e-07,2.1543857658632115e-09,9.1582676881894353e-07,4.4838797340144301e-12,4.7178646325485256e-12,4.7344415284746596e-12,4.939712502253402e-08,4.0466888454268707e-11,1.7151979891263714e-14,7.8948368608681188e-16,3.3293252174941728e-15,1.5765890225170667e-11,4.9100264565307539e-12,2.5129147433066611e-13,2.3336859680073453e-13,1.2947741699647124e-14,4.2485626617371371e-17,1.3181879664678302e-19,1.7402449739077339e-15,5.414970028372103e-17,1.1417138393848278e-07,7.9232458984701386e-14,7.3346386702171307e-15,4.3323946592107927e-17,2.6647206898615448e-17,7.1593047302180441e-14,1.140105282283938e-22,6.5441560248878163e-23,9.1150117858342719e-16
2.6866496749511148e-09,0.7189239072633302,1.6780250124297422e-08,1.9079281003652554e-11,3.5757602000054316e-11,2.493878650697272e-16,4.4553070059608872e-13,0.0,0.0,1.7680875194060557e-06,4.9122678916648581e-10,154.0,0.0,0.99237865558833493,1.0,18.999860888258219,0.00042637958878749202,7.2870720108702626e-07,0.0014450771838697962,0.0015966652260366908,0.0015271710403067505,0.00013502707221239551,3.5010520572588354e-10,2.2595939848346884e-06,0.0024560518851300048,1.4878793878355602e-12,1.1912125902601022e-05,1.7048926595824551e-06,1.7085061404650753e-05,1.7079260663830534e-05,3.5890574926116923e-09,1.8842665826622836e-07,2.1828863025400919e-09,9.2776845057588229e-07,4.6302455772730356e-12,4.8754973591199147e-12,4.8927414364337238e-12,5.0334531284341529e-08,4.1024395731191648e-11,1.72598078046953e-14,7.9934023481729207e-16,3.3903519184417761e-15,1.6121969471865643e-11,5.0492096910889851e-12,2.5863228284752016e-13,2.4095045558476358e-13,1.3416732307475441e-14,4.4260394306158771e-17,1.361014430382117e-19,1.800286248745485e-15,5.6326134755992294e-17,1.1509004290532088e-07,8.010919469559174e-14,7.4167599245363409e-15,4.380338357966922e-17,2.7084651318392544e-17,7.2795470438025845e-14,1.1528703103536992e-22,6.6174267575597519e-23,9.328756426348592e-16
2.703568039452354e-09,0.7189239046622371,1.6942111590219433e-08,1.9367514821358285e-11,3.649645393529543e-11,2.5648931258977467e-16,4.5711157061486592e-13,0.0,0.0,1.7903076556648107e-06,5.0362665568192484e-10,154.0,0.0,0.99233086572170337,1.0,18.999860008227586,0.00042904490670583179,7.2867557161876298e-07,0.0014539833372700008,0.0016066357047085965,0.0015367465247883253,0.00013586972792914827,3.5229134916513694e-10,2.2737084461239068e-06,0.0024714669501594497,1.4971649401650161e-12,1.2061820161386758e-05,1.715939436160769e-06,1.7309541097518595e-05,1.7303663563565664e-05,3.6362159172041441e-09,1.8994051746516563e-07,2.2115721613252605e-09,9.397911563845539e-07,4.7803578940789112e-12,5.037308274796192e-12,5.0552417466831612e-12,5.1283621838835534e-08,4.1585903675032632e-11,1.736761693602853e-14,8.0925477930757794e-16,3.4521293785514826e-15,1.6483864724530496e-11,5.1914900315396408e-12,2.6614176768217024e-13,2.4873125432813401e-13,1.3899684447582714e-14,4.6098102829945686e-17,1.4049646197068226e-19,1.8620380710159015e-15,5.8576938501598243e-17,1.1600896148964896e-07,8.0990286089271883e-14,7.4992920588274096e-15,4.4285202565532859e-17,2.7526396562968407e-17,7.4009988424864524e-14,1.1656992081853642e-22,6.6910640764216613e-23,9.546065318351415e-16
2.720486403953593e-09,0.718923902067947,1.7104644477080576e-08,1.9658422767857817e-11,3.7246792476445406e-11,2.6374888979121026e-16,4.6893217178289502e-13,0.0,0.0,1.8126650454959909e-06,5.1625902464469897e-10,154.0,0.0,0.99228307839953978,1.0,18.999859128265129,0.00043170997927691537,7.2864394320973992e-07,0.0014628872049950461,0.0016166051292897537,0.0015463214728886762,0.00013671216722068038,3.5447744547918903e-10,2.287821413997574e-06,0.0024868813451647668,1.5064476693463203e-12,1.2212439009807932e-05,1.7269833798801338e-06,1.7535470413539252e-05,1.7529515571917229e-05,3.6836788847439898e-09,1.9145485307278833e-07,2.2404432946116847e-09,9.5189495510869535e-07,4.9342861550448196e-12,5.2033795305741138e-12,5.2220251968780937e-12,5.2244466573534741e-08,4.2151415723941952e-11,1.7475421470965548e-14,8.1923896397976409e-16,3.5146621468551348e-15,1.6851632579849416e-11,5.3369169997961583e-12,2.7382272322312673e-13,2.5671493647097611e-13,1.4396921334107764e-14,4.8000585660284537e-17,1.4500608093124182e-19,1.9255388106005897e-15,6.0904214974590686e-17,1.1692813111603646e-07,8.1875739324042089e-14,7.5822356243208475e-15,4.4769406916390429e-17,2.797245757315635e-17,7.5236643872904134e-14,1.1785920574781367e-22,6.7650684956987616e-23,9.7669738790300158e-16
2.737404768454832e-09,0.7189238994804577,1.7267848204376756e-08,1.995201511538301e-11,3.8008738183849565e-11,2.7116915629049216e-16,4.8099624783646733e-13,0.0,0.0,1.8351596602752681e-06,5.291267598993268e-10,154.0,0.0,0.99223529362187446,1.0,18.999858248370774,0.00043437480651831162,7.2861231697674799e-07,0.0014717887873650329,0.0016265734997384421,0.0015558958846444762,0.0001375543901173631,3.5666313932080336e-10,2.3019328883960771e-06,0.002502295070195336,1.5157284213166222e-12,1.2363982260320993e-05,1.7380244911367121e-06,1.7762848980946563e-05,1.7756816316770396e-05,3.7314463169661639e-09,1.9296965050811565e-07,2.2694996547982497e-09,9.6407991558802287e-07,5.0921006221328446e-12,5.3737943343493304e-12,5.3931755930674588e-12,5.3217135330702586e-08,4.2720935314871353e-11,1.7583208269713467e-14,8.2928212000493566e-16,3.5779548097912852e-15,1.7225329761735692e-11,5.4855405814722686e-12,2.8167797115756401e-13,2.6490549678745447e-13,1.490877139429864e-14,4.9969717905066334e-17,1.4963255640359493e-19,1.9908274600488069e-15,6.3310114980469361e-17,1.1784754344522231e-07,8.2765560721280114e-14,7.6655911881869537e-15,4.5256000087925765e-17,2.8422849302454151e-17,7.6475479382116289e-14,1.1915489500843601e-22,6.8394405006854142e-23,9.9915176450244467e-16
2.754323132956071e-09,0.7189238968997673,1.7431722192023091e-08,2.0248302127249827e-11,3.8782412244599463e-11,2.7875269790219635e-16,4.9330758223194817e-13,0.0,0.0,1.8577914713615214e-06,5.4223274221612057e-10,154.0,0.0,0.99218751138873729,1.0,18.999857368544447,0.00043703938844758878,7.2858069200521756e-07,0.0014806880847000777,0.0016365408160123034,0.0015654697600929344,0.00013839639664957088,3.5884876135536559e-10,2.3160428692598438e-06,0.0025177081253013748,1.5250064094885524e-12,1.2516449725399709e-05,1.7490627703267073e-06,1.7991676428026399e-05,1.7985565426056411e-05,3.7795181356552762e-09,1.9448489558197601e-07,2.2987411942897264e-09,9.7634610663819384e-07,5.2538723516353868e-12,5.5486369572655146e-12,5.568777816189837e-12,5.4201697907365189e-08,4.3294465883574335e-11,1.7690989559397437e-14,8.3939427052748125e-16,3.6420119155595199e-15,1.760501311976018e-11,5.637411226698618e-12,2.8971036052464488e-13,2.7330698165284867e-13,1.5435568310569472e-14,5.2007416975471879e-17,1.5437817401889441e-19,2.0579436405857271e-15,6.5796837468008689e-17,1.1876719036761235e-07,8.3659756762772846e-14,7.7493593332638429e-15,4.5744985623753619e-17,2.8877586693738885e-17,7.7726537545144082e-14,1.2045699731665255e-22,6.9141806307148526e-23,1.021973227237032e-15
2.77124149745731e-09,0.7189238943258748,1.7596265860353512e-08,2.0547294057866491e-11,3.9567936471769961e-11,2.8650212674829236e-16,5.0586999835243549e-13,0.0,0.0,1.880560450096859e-06,5.5557986927676611e-10,154.0,0.0,0.99213973170015812,1.0,18.999856488786079,0.0004397037250823145,7.2854906904559166e-07,0.0014895850973203157,0.0016465070780696657,0.0015750430992704082,0.00013923818684767839,3.6103400375557863e-10,2.3301513565293934e-06,0.0025331205105317126,1.5342823667366583e-12,1.266984121753517e-05,1.7600982178463588e-06,1.8221952383116622e-05,1.8215762527752659e-05,3.8278942625695982e-09,1.9600057448639382e-07,2.3281678654967891e-09,9.8869359705085111e-07,5.4196731970204844e-12,5.7279927399078437e-12,5.7489178284130652e-12,5.5198224055335399e-08,4.3872010864606454e-11,1.7798753956959425e-14,8.4956619956316582e-16,3.7068380424024038e-15,1.7990739627429091e-11,5.7925798508571141e-12,2.9792276776394976e-13,2.8192348930138194e-13,1.5977651061687325e-14,5.4115643253651739e-17,1.5924524870144816e-19,2.1269276080510336e-15,6.8366630323989357e-17,1.1968706399690468e-07,8.4558334088067641e-14,7.8335406578070927e-15,4.6236367153623849e-17,2.9336684702606013e-17,7.8989860950116393e-14,1.2176552229154468e-22,6.9892894015908828e-23,1.0451653536431695e-15
2.7881598619585493e-09,0.7189238917587766,1.7761478630120389e-08,2.0849001152740741e-11,4.0365433303721197e-11,2.9442008136980159e-16,5.1868735971820046e-13,0.0,0.0,1.903466567806628e-06,5.6917105566165852e-10,154.0,0.0,0.9920919545561665,1.0,18.999855609095587,0.00044236781644005552,7.2851744748535228e-07,0.0014984798255459014,0.0016564722858683108,0.0015846159022135514,0.00014007976074206332,3.6321915269918567e-10,2.3442583501452942e-06,0.002548532225935634,1.5435556123232772e-12,1.2824156549235793e-05,1.7711308340919409e-06,1.8453676474607106e-05,1.8447407249882561e-05,3.8765746195095418e-09,1.9751667378430691e-07,2.3577796208360021e-09,1.0011224555935921e-06,5.5895758118354974e-12,5.9119480985942766e-12,5.9336826795735807e-12,5.620678348123299e-08,4.44535736913258e-11,1.7906512044858613e-14,8.5980657147119659e-16,3.7724377368604313e-15,1.8382566380621876e-11,5.9510978353493372e-12,3.0631809676584464e-13,2.9075917008720147e-13,1.6535363964308484e-14,5.6296400770583151e-17,1.642361248160752e-19,2.1978202589118771e-15,7.1021791181190822e-17,1.2060715666391779e-07,8.5461299491890717e-14,7.9181357752273463e-15,4.6730148392311965e-17,2.9800158277537936e-17,8.0265492183448353e-14,1.2308047917078307e-22,7.0647673773269896e-23,1.0687317331854621e-15
2.8050782264597883e-09,0.7189238891984718,1.7927359922494276e-08,2.1153433648486336e-11,4.1175025803453251e-11,3.0250922684030363e-16,5.3176357020011091e-13,0.0,0.0,1.926509795799432e-06,5.8300923283862818e-10,154.0,0.0,0.99204417995679239,1.0,18.999854729472897,0.00044503166253837803,7.2848582782552862e-07,0.0015073722696970048,0.0016664364393666215,0.0015941881689583888,0.00014092111836310359,3.6540394197819057e-10,2.3583638500481984e-06,0.0025639432715613888,1.5528267800966258e-12,1.2979395533027327e-05,1.7821606194597611e-06,1.868684833093973e-05,1.8680499220515588e-05,3.9255591282559727e-09,1.9903318039960243e-07,2.3875764127298123e-09,1.0136327510100035e-06,5.7636536526528576e-12,6.1005905317427105e-12,6.1231605136933937e-12,5.7227445846500402e-08,4.5039157795893066e-11,1.8014253978691836e-14,8.7010744005754239e-16,3.8388155695575361e-15,1.8780550595939199e-11,6.1130170283898334e-12,3.1489927892324897e-13,2.9981822674746975e-13,1.710905671475449e-14,5.8551737893127457e-17,1.6935317631677491e-19,2.2706631363371614e-15,7.376466823863105e-17,1.2152746091061291e-07,8.6368659921628957e-14,8.0031453138516236e-15,4.7226333137977612e-17,3.0268022379978963e-17,8.1553473832545741e-14,1.2440187799766291e-22,7.1406151029874269e-23,1.0926759672538852e-15
2.8219965909610274e-09,0.7189238866449585,1.8093909159063557e-08,2.1460601772829357e-11,4.1996837657973458e-11,3.1077225487971035e-16,5.4510257423366375e-13,0.0,0.0,1.9496901053671415e-06,5.9709734915202254e-10,154.0,0.0,0.99199640790206534,1.0,18.999853849917944,0.00044769526339484767,7.2845420965619273e-07,0.0015162624300938143,0.0016763995385225135,0.0016037598995410809,0.00014176225974118023,3.6758861920813067e-10,2.3724678561788099e-06,0.0025793536474574279,1.5620952810730022e-12,1.313555798145285e-05,1.7931875743461596e-06,1.8921467580608388e-05,1.8915038067767191e-05,3.9748477106257441e-09,2.0055008160743039e-07,2.4175581936065551e-09,1.0262245520196312e-06,5.9419809820097012e-12,6.2940086262507615e-12,6.3174405755107401e-12,5.8260280767418153e-08,4.5628766609271719e-11,1.8121988915258202e-14,8.8047629428316677e-16,3.9059760847894549e-15,1.9184749609175572e-11,6.2783897457958215e-12,3.2366927318313031e-13,3.0910491466448672e-13,1.7699084430720245e-14,6.0883748017850903e-17,1.7459880689473704e-19,2.3454984362968556e-15,7.6597661091434648e-17,1.2244796948428747e-07,8.728042247486297e-14,8.0885699166731389e-15,4.7724925271045239e-17,3.0740291967465306e-17,8.2853848488494072e-14,1.2572972850973634e-22,7.2168331667285526e-23,1.1170016691620036e-15
2.8389149554622665e-09,0.7189238840982344,1.8261125761834185e-08,2.1770515744614591e-11,4.2830993177659726e-11,3.1921188396763121e-16,5.5870835703261536e-13,0.0,0.0,1.9730074677849095e-06,6.1143836981164972e-10,154.0,0.0,0.99194863839201508,1.0,18.999852970430645,0.00045035861902702906,7.2842259331259401e-07,0.0015251503070565365,0.0016863615832944288,0.0016133310939973097,0.00014260318490667452,3.6977295406238218e-10,2.3865703684779153e-06,0.0025947633536714089,1.5713616637242978e-12,1.3292643707072784e-05,1.8042116991475061e-06,1.9157533852158992e-05,1.9151023419798846e-05,4.0244402884216849e-09,2.0206736502477479e-07,2.4477249159004456e-09,1.0388979273180121e-06,6.1246328713209038e-12,6.4922920638613167e-12,6.5166132169973421e-12,5.9305357815120152e-08,4.6222403561228178e-11,1.8229708336727733e-14,8.9090628044613594e-16,3.9739238460709873e-15,1.9595220873710597e-11,6.447268771761186e-12,3.326310660970138e-13,3.1862354212553762e-13,1.8305807692782737e-14,6.3294570270597932e-17,1.7997545012517118e-19,2.4223690136709186e-15,7.952322156927106e-17,1.2336867533192615e-07,8.8196594396944609e-14,8.1744102411210607e-15,4.8225928752678118e-17,3.1216982010895274e-17,8.4166658748662527e-14,1.270640411654031e-22,7.2934221416752986e-23,1.1417124641458947e-15
2.8558333199635056e-09,0.718923881558298,1.8429009153229347e-08,2.2083185773811966e-11,4.367761729561917e-11,3.2783085945632435e-16,5.7258494480220009e-13,0.0,0.0,1.996461854311184e-06,6.2603527688160747e-10,154.0,0.0,0.99190087142667083,1.0,18.999852091010929,0.00045302172945248649,7.283909785206167e-07,0.0015340359009053952,0.0016963225736404133,0.0016229017523627907,0.0001434438938899705,3.7195716075897868e-10,2.4006713868863555e-06,0.0026101723902510286,1.5806254185343238e-12,1.3450652522464889e-05,1.8152329942602018e-06,1.9395046774189488e-05,1.9388454904817945e-05,4.0743367834776054e-09,2.0358501860127366e-07,2.4780765320515728e-09,1.0516529455766485e-06,6.3116852037653954e-12,6.695531627513587e-12,6.720769903861938e-12,6.0362746515609616e-08,4.6820072080331964e-11,1.8337420165135751e-14,9.0140387160584441e-16,4.0426633949692473e-15,2.0012021959001069e-11,6.6197073596146857e-12,3.4178767187050515e-13,3.2837847058044955e-13,1.8929592585706694e-14,6.5786390211834041e-17,1.8548556961274465e-19,2.501318388367598e-15,8.2543854583409177e-17,1.2428957159470566e-07,8.9117183078618533e-14,8.2606669588199279e-15,4.872934762365251e-17,3.1698107480187824e-17,8.5491947219290249e-14,1.284048261819482e-22,7.3703826395796494e-23,1.166811989363759e-15
