Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367)
2.66881577677415e-08,0.3715389264254032,6.2568493892884362e-07,1.2471608481715436e-08,1.1784979569747257e-06,4.951906191426416e-11,2.9316018688649145e-07,0.0,0.0,0.00044914486028636846,3.7220176350276714e-05,154.0,0.0,0.91052998672116137,1.0,18.995419607423052,0.0036179172128613856,5.7203065466305867e-07,0.018799932518506524,0.024781327695249735,0.012236869803058168,0.0036118261381459789,1.077962217317622e-08,6.9691748487598121e-05,0.019573883389696574,4.0689612193460193e-11,0.0033567981437562029,2.1887165037894909e-05,0.0023474644146121108,0.0023366142396484945,9.6827950943881919e-07,1.8396162598978739e-06,5.9120828078119595e-07,0.00063805259060478151,8.6446910194464119e-07,1.8576430006422989e-06,1.9208651989653845e-06,0.00040932226651763527,2.958612849727538e-08,5.4288426318772933e-13,9.4658837771683371e-13,2.4577550891736626e-11,3.1063287815033467e-07,8.936020062081057e-07,1.0710206988313744e-07,1.1046765963019386e-07,2.7804172204710262e-08,5.5327467247347188e-09,6.1055110684189985e-14,8.8270627815240413e-09,4.7325702924553092e-09,1.1226666772395682e-06,3.3555513634968395e-10,6.4189122355532913e-11,1.7413014120693614e-13,3.2476013981683939e-13,9.3068089912726874e-10,1.0211991240179387e-18,5.8588317030278144e-19,1.4662135162270536e-10,3.0236874786268903e-15
2.715552831945223e-08,0.3715389448923748,6.3876181419408373e-07,1.2986004227203268e-08,1.2521701863119736e-06,5.3161649146223673e-11,3.1819093254273621e-07,0.0,0.0,0.00046265597228398067,3.9649022620718835e-05,154.0,0.0,0.90904659162024093,1.0,18.995336050859237,0.0036761413743051485,5.7117095109925914e-07,0.019043660139724521,0.025150331450847899,0.012439907540285785,0.003658699761163558,1.0940086337859187e-08,7.0729211555171933e-05,0.019901798892609089,4.1217674584057492e-11,0.003466239383315035,2.2172892444932008e-05,0.002424053729280614,0.0024123786486152615,9.9967156373323344e-07,1.8712453459871665e-06,6.1037580008324513e-07,0.00066561620032469613,9.2819870615982424e-07,2.0158997779150158e-06,2.0857723816634153e-06,0.0004288674548800795,3.0872008994977061e-08,5.5096588526559571e-13,9.8736451274091587e-13,2.5755002248188147e-11,3.2660645771707427e-07,9.5687374226094114e-07,1.1471597340122091e-07,1.1872894217881356e-07,2.9947157864947698e-08,6.1266576647548756e-09,6.5621096355654323e-14,9.6719253614850313e-09,5.291570060680426e-09,1.1417765947468404e-06,3.6234644271330834e-10,6.9318322219439565e-11,1.8803308358416472e-13,3.527817206899763e-13,1.0111185712920073e-09,1.1028007134817806e-18,6.3269969884379523e-19,1.6127525124747472e-10,3.3258865715852483e-15
2.762289887116296e-08,0.37153896543980763,6.5178308043985879e-07,1.3510827259227762e-08,1.3288529576588284e-06,5.6990815151102918e-11,3.4483716993466217e-07,0.0,0.0,0.00047627139949209479,4.2184893068741864e-05,154.0,0.0,0.90756627497168307,1.0,18.995252294843052,0.0037341967649608594,5.7031304735665378e-07,0.019284589078498272,0.02551699916997003,0.012642572154944994,0.0037050342083305879,1.1099532753016606e-08,7.1760094557522976e-05,0.020229221784203184,4.1739662801800703e-11,0.0035771129616820035,2.2455344830269994e-05,0.0025016306908157227,0.0024890816277287676,1.0314522615351223e-06,1.9028268785304854e-06,6.2978062404412852e-07,0.00069386698421480331,9.9521100922263926e-07,2.184334369098416e-06,2.2614176186485166e-06,0.00044894066073458249,3.2190162403029649e-08,5.5899625000040046e-13,1.0291549446196192e-12,2.6964418264952042e-11,3.4305632038263575e-07,1.0232875186814215e-06,1.2270950739857932e-07,1.2742652035526666e-07,3.2207067633484318e-08,6.7712471572161476e-09,7.042822140580639e-14,1.0580113075101537e-08,5.9042074384876214e-09,1.1608513841959153e-06,3.9093317955896448e-10,7.4791551027417849e-11,2.0286774366503353e-13,3.8284331621565341e-13,1.09742190253888e-09,1.1898755364746853e-18,6.826563352601816e-19,1.7717590059569819e-10,3.6537966938532717e-15
2.809026942287369e-08,0.3715389880329598,6.6474636201255663e-07,1.4046026242330523e-08,1.4085970584288349e-06,6.1011627945260768e-11,3.7316881783341906e-07,0.0,0.0,0.00048998669490550367,4.4830054882560068e-05,154.0,0.0,0.90608904251864875,1.0,18.995168337440973,0.0037920837907729449,5.6945694726665127e-07,0.019522730906437486,0.025881330075446688,0.012844864413593752,0.0037508317213846374,1.1257961086406411e-08,7.2784395345274191e-05,0.020556153098614919,4.2255602101347951e-11,0.0036894038142674438,2.2734535664482517e-05,0.0025801839367801819,0.0025667098071405813,1.0636160557284648e-06,1.9343609567596737e-06,6.4941936564455578e-07,0.00072280850608970012,1.0655977448534283e-06,2.3633862107901787e-06,2.4482759354019366e-06,0.00046954362454276982,3.3540759143473777e-08,5.6697534064893281e-13,1.071964916259342e-12,2.8205908083331802e-11,3.5998510720490645e-07,1.0929310818520475e-06,1.3109331920155518e-07,1.3657358097527231e-07,3.4587577961152167e-08,7.4697247902219079e-09,7.5483774155106651e-14,1.1555070981401596e-08,6.5744361381243217e-09,1.1798911173941757e-06,4.2141143820812382e-10,8.0627240755018326e-11,2.1868398734711902e-13,4.150666454331887e-13,1.1899415603484888e-09,1.2827168314243836e-18,7.3592131653495079e-19,1.9441259621856519e-10,4.0092593597730535e-15
2.855763997458442e-08,0.37153901263746036,6.7764942081446252e-07,1.459154789879263e-08,1.491452078407411e-06,6.5229129303366162e-11,4.0325717923741292e-07,0.0,0.0,0.00050379744772209416,4.7586748321343308e-05,154.0,0.0,0.90461489971710562,1.0,18.995084176856217,0.0038498028576017325,5.6860265448183643e-07,0.019758097423821872,0.026243323649242426,0.013046785083908125,0.0037960945859156067,1.1415371118675751e-08,7.380211249892189e-05,0.020882593872045125,4.2765518231382143e-11,0.0038030969400946234,2.3010478686878101e-05,0.002659702152036379,0.0026452498260025404,1.0961574029944923e-06,1.9658476801191924e-06,6.6928864018351898e-07,0.00075244416104373847,1.1394504104119381e-06,2.5535036245659326e-06,2.6468327553708841e-06,0.00049067789560922309,3.4923961679582441e-08,5.7490314615355957e-13,1.1157994212766091e-12,2.9479569244248219e-11,3.7739527884832155e-07,1.165892400983953e-06,1.3987808365066711e-07,1.4618336500194659e-07,3.7092383211512596e-08,8.2254303870657746e-09,8.0795072851225987e-14,1.2600359219020585e-08,7.3064099647629945e-09,1.1988958662624471e-06,4.5388082559636599e-10,8.6844498779482114e-11,2.3553350495447563e-13,4.4957880959223478e-13,1.2890437638806047e-09,1.3816285818754202e-18,7.9266904434804548e-19,2.1307984641587708e-10,4.3942235628225703e-15
2.902501052629515e-08,0.37153903921930675,6.9049015019498566e-07,1.5147337114740011e-08,1.5774663847823507e-06,6.9648331068764816e-11,4.3517491688197379e-07,0.0,0.0,0.00051769928500407789,5.0457185367253104e-05,154.0,0.0,0.90314385173880507,1.0,18.994999811426226,0.003907354371203966,5.6775017247782036e-07,0.019990700654189252,0.026602979629748294,0.013248334934617573,0.0038408251303242635,1.1571762742182955e-08,7.4813245321225943e-05,0.021208545142658627,4.3269437422878667e-11,0.0039181774027403811,2.3283187899171148e-05,0.0027401740696696105,0.002724688333972125,1.1290707644371191e-06,1.9972871482562735e-06,6.8938506566017912e-07,0.00078277717673788411,1.2168602008724839e-06,2.7551436881823719e-06,2.8575838008016456e-06,0.00051234483535623153,3.6339924575743609e-08,5.8277966108293073e-13,1.160663205904929e-12,3.0785487885635984e-11,3.9528911829615408e-07,1.2422596302733035e-06,1.4907449848763013e-07,1.5626916144711392e-07,3.9725193901564424e-08,9.0418358869750865e-09,8.6369462298313202e-14,1.3719654096268215e-08,8.1044876773073116e-09,1.2178657028288382e-06,4.8844450379430736e-10,9.3463115504151928e-11,2.5346983174796074e-13,4.8651240869279631e-13,1.3951106229954433e-09,1.4869256377875878e-18,8.5308015466776864e-19,2.3327759246512071e-10,4.8107503379105657e-15
2.949238107800588e-08,0.37153906774486245,7.032665691262299e-07,1.5713337041708407e-08,1.6666870990575707e-06,7.4274211587661794e-11,4.6899602773072084e-07,0.0,0.0,0.00053168787327365519,5.344354843233108e-05,154.0,0.0,0.90167590347430393,1.0,18.994915239620184,0.0039647387372135244,5.6689950455510572e-07,0.020220552838926497,0.026960298009028001,0.013449514735440949,0.0038850257247813624,1.1727135959800548e-08,7.5817793829473194e-05,0.021534007950484449,4.3767386377380628e-11,0.0040346303312519946,2.3552677559155681e-05,0.0028215884718893543,0.0028050119927192996,1.1623506062091424e-06,2.0286794610111784e-06,7.0970526315620578e-07,0.00081381061472697938,1.2979179439381003e-06,2.9687721006048847e-06,3.0810349869263647e-06,0.00053454562060255577,3.7788794559261222e-08,5.9060488557169288e-13,1.206560770961628e-12,3.2123738940113702e-11,4.1366873357514218e-07,1.322121071735176e-06,1.5869327982520608e-07,1.6684430137372969e-07,4.2489734970598941e-08,9.922547150318942e-09,9.2214310542147496e-14,1.4916749126515193e-08,8.9732377520814917e-09,1.2368006992226401e-06,5.2520922662201055e-10,1.0050357142715474e-10,2.7254836692750099e-13,5.2600565476704935e-13,1.5085404679090709e-09,1.5989338279931787e-18,9.1734158226984571e-19,2.5511143392654843e-10,5.2610174077290415e-15
2.995975162971661e-08,0.3715390981808553,7.1597681664832979e-07,1.6289489193882435e-08,1.7591600758129953e-06,7.9111712267917214e-11,5.0479581649343649e-07,0.0,0.0,0.000545758920043333,5.6547989120083927e-05,154.0,0.0,0.90021105953602265,1.0,18.994830460036553,0.0040219563611223882,5.6605065384095655e-07,0.020447666431865446,0.027315279030019464,0.013650325257023159,0.0039286987801878306,1.1881490883700163e-08,7.6815758747611522e-05,0.021858983337317218,4.4259392255282699e-11,0.0041524409210403441,2.3818962174384453e-05,0.0029039341909085537,0.0028862074774341218,1.195991400138525e-06,2.0600247184075591e-06,7.302458572181883e-07,0.00084554737182631972,1.3827140363144913e-06,3.1948630410396693e-06,3.3177023096627091e-06,0.00055728124684462153,3.9270710584023521e-08,5.9837882525925685e-13,1.253496373872512e-12,3.3494386332830993e-11,4.3253606049096145e-07,1.4055651387174385e-06,1.6874515770019153e-07,1.779221520000289e-07,4.538974407740546e-08,1.0871305687125951e-08,9.8337005611515018e-14,1.6195556008662112e-08,9.9174430427395679e-09,1.2557009276682967e-06,5.6428537332227226e-10,1.0798704364391647e-10,2.9282639110743735e-13,5.6820248172559105e-13,1.629748168965355e-09,1.7179900636469874e-18,9.8564662008885104e-19,2.786928578474306e-10,5.7473239095165795e-15
3.042712218142734e-08,0.37153913049437487,7.2861914657075261e-07,1.6875733541212118e-08,1.8549298832727235e-06,8.4165734262991928e-11,5.4265086821537187e-07,0.0,0.0,0.00055990817528119236,5.9772627041548258e-05,154.0,0.0,0.89874932426134413,1.0,18.994745471400616,0.0040790076482618374,5.6520362329132631e-07,0.020672054093886436,0.027667923183693526,0.013850767270872576,0.0039718467471363123,1.2034827734115338e-08,7.7807141498259123e-05,0.022183472346619531,4.4745482664132363e-11,0.0042715944347494154,2.4082056495856158e-05,0.002987200109800942,0.002968261478334417,1.2299876243547176e-06,2.0913230206429152e-06,7.5100347624006703e-07,0.00087799018151643398,1.471338381163432e-06,3.4338990221508916e-06,3.5681117269868846e-06,0.00058055253153858433,4.0785803895986917e-08,6.0610149122753349e-13,1.3014740307528931e-12,3.4897483179399356e-11,4.5189286537307351e-07,1.4926803200967346e-06,1.792408717097942e-07,1.8951611090594524e-07,4.8428969926011752e-08,1.1891990307873618e-08,1.0474495231610874e-13,1.756010555250417e-08,1.0942105329963837e-08,1.2745664604794358e-06,6.0578697926272092e-10,1.159354117752465e-10,3.1436308225024584e-13,6.1325265159951815e-13,1.7591654460323006e-09,1.844442432537504e-18,1.0581949733264929e-18,3.0413947168157977e-10,6.2720951984401652e-15
3.0894492733138075e-08,0.3715391646528702,7.4119192241650211e-07,1.7472008598599694e-08,1.954039785642962e-06,8.9441135281330724e-11,5.8263901998296217e-07,0.0,0.0,0.00057413143281146188,6.311954868556003e-05,154.0,0.0,0.89729070171574599,1.0,18.994660272561951,0.0041358930037838698,5.6435841569279966e-07,0.02089372868753165,0.028018231206171744,0.014050841549299121,0.0040144721148746391,1.2187146838087759e-08,7.8791944194603266e-05,0.022507476023425559,4.5225685646954958e-11,0.0043920762031022572,2.4341975511713701e-05,0.0030713751633364393,0.003051160702172847,1.26433376391496e-06,2.1225744680791687e-06,7.7197475284553283e-07,0.0009111416153849449,1.5638803267540874e-06,3.6863707376439598e-06,3.8327990341416151e-06,0.00060436011738174047,4.2334198100422794e-08,6.1377289993779422e-13,1.3504975185437927e-12,3.6333071983813311e-11,4.7174074782750092e-07,1.5835551451582842e-06,1.9019116673157818e-07,2.01639600342279e-07,5.161117062012409e-08,1.2988618695625239e-08,1.1144556910121803e-13,1.9014548548855532e-08,1.2052449754761524e-08,1.2933973700529656e-06,6.4983176363515708e-10,1.243712633206306e-10,3.3721953004247805e-13,6.6131185701857175e-13,1.8972411670566151e-09,1.9786502842536306e-18,1.1351928083135257e-18,3.3157523973362711e-10,6.8378877236663478e-15
3.136186328484881e-08,0.3715392006241479,7.5369361259686345e-07,1.8078251511339413e-08,2.056531727180602e-06,9.494272652124049e-11,6.24839331790908e-07,0.0,0.0,0.00058842453165081706,6.6590806342896707e-05,154.0,0.0,0.89583519569596737,1.0,18.994574862492062,0.0041926128326428861,5.63515033664522e-07,0.021112703271630399,0.028366204075804983,0.014250548865353105,0.0040565774102717155,1.2338448628198897e-08,7.9770169632185852e-05,0.022830995414245707,4.5700029670601409e-11,0.0045138716257234323,2.459873444095585e-05,0.0031564483387946595,0.0031348918737426966,1.2990243114297714e-06,2.1537791612333332e-06,7.9315632426995273e-07,0.00094500408460437097,1.6604286063296053e-06,3.9527769043963569e-06,4.1123097328416854e-06,0.00062870447559178341,4.3916009230873706e-08,6.2139307316673673e-13,1.4005703772009533e-12,3.7801184836270125e-11,4.9208114349610456e-07,1.6782781491607899e-06,2.0160678872712131e-07,2.1430606164302453e-07,5.4940112046411923e-08,1.4165348898701886e-08,1.1844628495943535e-13,2.0563156584346312e-08,1.3253929129415843e-08,1.3121937288632416e-06,6.9654115413263674e-10,1.33317898431006e-10,3.614587487014633e-13,7.1254181977472244e-13,2.0444416353363333e-09,2.1209843061158921e-18,1.2168527960730791e-18,3.6113072293137338e-10,7.4473939730658067e-15
3.182923383655954e-08,0.37153923837636943,7.6612278580500161e-07,1.8694398136983184e-08,2.1624463179527939e-06,1.0067526973109886e-10,6.6933205661548465e-07,0.0,0.0,0.00060278335728089494,7.0188417083906989e-05,154.0,0.0,0.89438280973320738,1.0,18.994489240281847,0.0042491675395775735,5.6267347966019237e-07,0.021328991095938749,0.028711843010214719,0.014449889992764784,0.0040981651967860865,1.2488733641280842e-08,8.0741821280577676e-05,0.023154031566972402,4.6168543614127889e-11,0.0046369661719380985,2.4852348727165138e-05,0.00324240867675659,0.0032194417373817138,1.3340537676875715e-06,2.1849372007682998e-06,8.1454483274177215e-07,0.00097957984144471117,1.761071279205276e-06,4.2336240993177287e-06,4.4071988946405563e-06,0.00065358590918244291,4.5531345819764932e-08,6.2896203794161453e-13,1.4516959119350306e-12,3.9301843610800924e-11,5.1291532682096466e-07,1.7769378395873325e-06,2.1349848062949026e-07,2.2752894974120499e-07,5.8419566286764146e-08,1.5426480743186565e-08,1.2575453639956894e-13,2.2210322800853087e-08,1.455222812040084e-08,1.3309556094562984e-06,7.460403085923981e-10,1.4279933409409756e-10,3.8714568820763631e-13,7.671103853297226e-13,2.2012508650977174e-09,2.2718265897618495e-18,1.3033941505220809e-18,3.9294332172385328e-10,8.1034474823782397e-15
3.2296604388270275e-08,0.37153927787804863,7.7847810661735989e-07,1.9320383123796247e-08,2.2718228212474332e-06,1.0664347439452265e-10,7.161986097387967e-07,0.0,0.0,0.00061720384285755608,7.3914361789190753e-05,154.0,0.0,0.89293354709635264,1.0,18.994403405139249,0.0043055575290930721,5.6183375597007254e-07,0.021542605595795759,0.029055149463298836,0.014648865705884645,0.0041392380734376934,1.2638002517112729e-08,8.1706903274958919e-05,0.023476585530787082,4.6631256757215336e-11,0.004761345381547764,2.5102834032254438e-05,0.0033292452718744919,0.0033047970584733398,1.3694166422785768e-06,2.2160486874837271e-06,8.3613692586343472e-07,0.0010148709808196512,1.8658956731134792e-06,4.5294265911210806e-06,4.7180310186223397e-06,0.00067900455623406432,4.7180308970616684e-08,6.3647982647459881e-13,1.503877195501996e-12,4.0835060162624687e-11,5.3424441381248953e-07,1.8796226630827597e-06,2.2587697831457952e-07,2.4132172778849673e-07,6.2053310059624482e-08,1.6776457164664394e-08,1.3337776447292108e-13,2.396056259957093e-08,1.595326729782814e-08,1.34968308444415e-06,7.9845813358927564e-10,1.5284030773485491e-10,4.1434724395513258e-13,8.2519161313424756e-13,2.3681708449894733e-09,2.4315706884262192e-18,1.3950426613340498e-18,4.2715752189752303e-10,8.8090279045564265e-15
3.276397493998101e-08,0.37153931909804966,7.9075833129239964e-07,1.9956139985958015e-08,2.384699142594027e-06,1.128519950399325e-10,7.6552153736848867e-07,0.0,0.0,0.00063168197035749904,7.777058423284271e-05,154.0,0.0,0.8914874107952323,1.0,18.994317356386791,0.0043617832054433595,5.6099586472296373e-07,0.021753560386798126,0.029396125122203728,0.014847476779624447,0.0041797986737833089,1.2786255997106506e-08,8.2665420407603379e-05,0.023798658356068269,4.70881987686245e-11,0.0048869948655829174,2.5350206230234929e-05,0.0034169472736201027,0.0033909446249446879,1.4051074542170031e-06,2.2471137223070393e-06,8.5792925699130681e-07,0.0010508794418652148,1.9749883278096553e-06,4.8407061671869691e-06,5.0453798835841122e-06,0.00070496039315772808,4.8862992431802087e-08,6.4394647609651179e-13,1.5571170705411706e-12,4.2400836525139058e-11,5.5606936481989877e-07,1.9864209730776978e-06,2.3875300665630759e-07,2.5569786187886451e-07,6.5845123190496255e-08,1.8219865458706633e-08,1.4132341185705385e-13,2.5818514289780898e-08,1.7463207046256339e-08,1.3683762264991602e-06,8.539272999736686e-10,1.6346628023032356e-10,4.4313226481569671e-13,8.8696586263550257e-13,2.545721789133899e-09,2.600621664905226e-18,1.4920307214572605e-18,4.6392514309820274e-10,9.5672661349098565e-15
3.323134549169174e-08,0.37153936200558485,8.0296230375678977e-07,2.0601601175655453e-08,2.5011118203540875e-06,1.1930542867376645e-10,8.1738448459716992e-07,0.0,0.0,0.0006462137716628716,8.1758990217726513e-05,154.0,0.0,0.89004440358389936,1.0,18.994231093459167,0.0044178449726138807,5.60159807888251e-07,0.021961869259495729,0.029734771904264601,0.015045723989399013,0.0042198496648959321,1.2933494922973078e-08,8.3617378119263408e-05,0.024120251094300861,4.7539399694696438e-11,0.0050139003070325374,2.5594481401007642e-05,0.0035055038870112063,0.0034778712487606414,1.4411207325614993e-06,2.2781324062845419e-06,8.7991848561452671e-07,0.0010876070095496677,2.0884349399525512e-06,5.1679919557026681e-06,5.3898283948742438e-06,0.00073145323795153182,5.0579482671794682e-08,6.5136202918971203e-13,1.6114181519590232e-12,4.3999165106466332e-11,5.7839098730275738e-07,2.0974209980989222e-06,2.5213727566563348e-07,2.7067081587636683e-07,6.9798787111688742e-08,1.9761438449707849e-08,1.4959891999712744e-13,2.7788939682411808e-08,1.9088451331960041e-08,1.3870351083484815e-06,9.1258425535886083e-10,1.7470343833359629e-10,4.735715596194802e-13,9.5261987485947438e-13,2.7344423754011312e-09,2.7793961301197444e-18,1.5945973492392032e-18,5.0340558984206767e-10,1.0381449487579137e-14
3.3698716043402476e-08,0.3715394065702119,8.1508895176968072e-07,2.1256698152208697e-08,2.6210960178399205e-06,1.2600831233642761e-10,8.718721627455027e-07,0.0,0.0,0.00066079532958458233,8.5881446762200517e-05,154.0,0.0,0.8886045279639353,1.0,18.994144615900861,0.0044737432343044383,5.5932558727797308e-07,0.022167546174109935,0.030071091953915621,0.015243608111068759,0.0042593937463485396,1.3079720235375668e-08,8.4562782490478291e-05,0.024441364797986573,4.798488994790868e-11,0.0051420474615506964,2.5835675824181295e-05,0.0035949043733166696,0.0035655637674134187,1.4774510170342101e-06,2.3091048405726403e-06,9.0210127773296639e-07,0.0011250553163134917,2.2063203092710347e-06,5.5118202432580792e-06,5.751968426052886e-06,0.00075848275344769756,5.232985895584996e-08,6.5872653312030876e-13,1.6667828293581108e-12,4.5630028885472462e-11,6.0120993860225568e-07,2.2127108107654696e-06,2.6604047671331122e-07,2.8625404634723377e-07,7.3918083391359911e-08,2.1406055577784461e-08,1.5821172630487e-13,2.9876724628538947e-08,2.0835651322025231e-08,1.4056598027685643e-06,9.7456923355826315e-10,1.8657869651116915e-10,5.0573790205425228e-13,1.0223468494631167e-12,2.9348899705996245e-09,2.9683222723461424e-18,1.7029882051969211e-18,5.45766104795115e-10,1.1255026918792183e-14
3.416608659511321e-08,0.37153945276183126,8.2713728325620939e-07,2.1921361448361291e-08,2.7446855169203891e-06,1.3296512077989042e-10,9.2907031613253665e-07,0.0,0.0,0.00067542277882505876,9.0139781337674911e-05,154.0,0.0,0.88716778618777459,1.0,18.994057923363791,0.0045294783939123125,5.5849320454883219e-07,0.022370605255276614,0.030405087639572014,0.015441129920883003,0.0042984336492027176,1.3224932972577209e-08,8.5501640232804645e-05,0.024762000520555539,4.8424700295478794e-11,0.0052714221581403485,2.6073805972918511e-05,0.0036851380507400343,0.0036540090454070138,1.5140928586373325e-06,2.3400311264291781e-06,9.2447430623370906e-07,0.0011632258437382203,2.3287282860288332e-06,5.8727342880800687e-06,6.1324006555412484e-06,0.00078604845054919379,5.4114193424064474e-08,6.6604004016993281e-13,1.7232132695084056e-12,4.7293401607177929e-11,6.245267287109645e-07,2.3323782974695094e-06,2.8047327883624318e-07,3.0246099759625602e-07,7.8206792291893609e-08,2.3158743903538806e-08,1.6716926141520242e-13,3.2086879503004983e-08,2.2711708850909531e-08,1.4242503825797363e-06,1.0400262609787282e-09,1.9911969819809231e-10,5.3970603398367285e-13,1.0963465171609455e-12,3.1476408423025976e-09,3.1678398771848718e-18,1.8174556034734304e-18,5.9118202409708681e-10,1.2191614292282366e-14
3.463345714682394e-08,0.3715395005506847,8.3910638280185582e-07,2.2595520733860566e-08,2.8719127130721399e-06,1.4018026426574252e-10,9.890656883164653e-07,0.0,0.0,0.00069009230688124633,9.4535781156338699e-05,154.0,0.0,0.88573418026205186,1.0,18.993971015604899,0.0045850508545156408,5.5766266120427644e-07,0.02257106078681605,0.030736761550485582,0.015638290195424023,0.0043369721350024499,1.3369134269069166e-08,8.6433958679957594e-05,0.025082159316279166,4.8858861848025333e-11,0.0054020102998144524,2.6308888507812988e-05,0.0037761942950817647,0.0037431939757358815,1.5510408202669591e-06,2.3709113652048859e-06,9.4703425126588506e-07,0.0012021199242429363,2.4557417197976402e-06,6.2512841290865211e-06,6.5317343984266337e-06,0.00081414969145459455,5.5932551170755729e-08,6.7330260746674407e-13,1.780711418858769e-12,4.8989247977485057e-11,6.4834172303981293e-07,2.4565111287406543e-06,2.9544632512725825e-07,3.1930509680746959e-07,8.2668691357631738e-08,2.5024679030586166e-08,1.764789465005042e-13,3.4424539633389818e-08,2.472377973037988e-08,1.4428069206408548e-06,1.1091031599893582e-09,2.1235481646763134e-10,5.755526671957003e-13,1.1748252074397759e-12,3.3732903570564244e-09,3.3784003382142312e-18,1.93825851794999e-18,6.3983703450286514e-10,1.3194999682187798e-14
3.510082769853468e-08,0.37153954990735144,8.5099540829972658e-07,2.3279104876447331e-08,3.0028086118345687e-06,1.4765808648230183e-10,1.0519459878485245e-06,0.0,0.0,0.0007048001548886838,9.9071192508357861e-05,154.0,0.0,0.88430371195096513,1.0,18.993883892483847,0.0046404610188570438,5.5683395859662486e-07,0.022768927206531449,0.031066116493575702,0.01583508971155189,0.0043750119947733443,1.3512325354188433e-08,8.7359745778893137e-05,0.025401842240184071,4.9287406048300317e-11,0.0055337978642345693,2.6540940270799691e-05,0.0038680625403802724,0.0038331054813572764,1.5882894773249925e-06,2.4017456583349402e-06,9.6977780061425851e-07,0.0012417387428072222,2.587442409548112e-06,6.6480263909411103e-06,6.9505874335904155e-06,0.00084278569286994,5.7784990325106261e-08,6.8051429691584391e-13,1.8392790060884569e-12,5.0717523857146379e-11,6.7265514518106934e-07,2.5851967302920405e-06,3.1097022920810871e-07,3.3679974928906676e-07,8.7307554031966587e-08,2.7009185945832951e-08,1.8614819064248435e-13,3.689496567459652e-08,2.6879276899015449e-08,1.4613294898440279e-06,1.1819515492818808e-09,2.2631315412046964e-10,6.1335648359159868e-13,1.2579959114842928e-12,3.6124531647434477e-09,3.6004666584093938e-18,2.0656625830602116e-18,6.9192343211179107e-10,1.4269148708697855e-14
3.556819825024541e-08,0.37153960080274706,8.6280358774326316e-07,2.3972042000367835e-08,3.1374028266268019e-06,1.5540286257931893e-10,1.1177998535822465e-06,0.0,0.0,0.00071954261840753242,0.00010374772014781022,154.0,0.0,0.88287638277965408,1.0,18.993796553960667,0.0046957092893275022,5.5600709792909833e-07,0.022964219101038057,0.031393155490237364,0.016031529246350072,0.0044125560480278757,1.3654507550733653e-08,8.8279010080830471e-05,0.025721050347967317,4.9710364659979815e-11,0.0056667709043271121,2.6769978279100293e-05,0.0039607322795318237,0.0039237305166566535,1.6258334183278007e-06,2.4325341073306416e-06,9.9270165007087812e-07,0.0012820833387193519,2.7239110550674156e-06,7.0635240852892442e-06,7.3895858263263461e-06,0.0008719555292063814,5.9671562133015029e-08,6.8767517512944336e-13,1.8989175446957584e-12,5.2478176454897538e-11,6.9746707966612958e-07,2.7185222547461648e-06,3.270555717854276e-07,3.5495833382240248e-07,9.2127148303781798e-08,2.9117739777581929e-08,1.9618438826159079e-13,3.9503543929359419e-08,2.9185873407739003e-08,1.4798181631094086e-06,1.2587268412396195e-09,2.4102454320249475e-10,6.53198133821089e-13,1.3460783402450983e-12,3.8657633688978654e-09,3.8345134424709097e-18,2.199940089388795e-18,7.4764238245325533e-10,1.541820990166939e-14
3.6035568801956144e-08,0.37153965320812005,8.745302161572815e-07,2.4674259542515232e-08,3.2757235778848997e-06,1.6341879731865664e-10,1.1867168195797429e-06,0.0,0.0,0.00073431604815146941,0.00010856702672658837,154.0,0.0,0.88145219403759523,1.0,18.993709000093443,0.0047507960679504784,5.5518208025792291e-07,0.023156951200624568,0.031717881773128308,0.016227609577071811,0.0044496071417768641,1.3795682273564245e-08,8.9191760732196116e-05,0.02603978469591282,5.0127769756522208e-11,0.0058009155488773726,2.6996019719206137e-05,0.004054193064889469,0.00401505606890555,1.6636672455111805e-06,2.4632768137712089e-06,1.0158025038045078e-06,0.001323154607348518,2.8652272097110922e-06,7.4983464083551182e-06,7.8493637466166224e-06,0.00090165813576244475,6.1592311040098874e-08,6.9478531335636532e-13,1.9596283356210411e-12,5.4271144519686144e-11,7.2277747471694638e-07,2.8565745540381767e-06,3.4371289728934849e-07,3.737941981149196e-07,9.7131235383214927e-08,3.1355966471625346e-08,2.0659491660384965e-13,4.2255786615018562e-08,3.1651505238116111e-08,1.498273013380063e-06,1.3395882363467357e-09,2.5651954395067528e-10,6.9516023438070249e-13,1.4392989775898736e-12,4.1338746827987591e-09,4.0810268800544258e-18,2.3413699740500551e-18,8.0720418169521875e-10,1.6646520087401029e-14
