Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368)
1.5377036982100943e-05,0.38727970621361746,5.0836373031440307e-12,8.74490898870791e-09,3.6288430458342113e-07,2.2314991750787546e-13,5.3632450684717428e-05,0.0,0.0,0.00015999894411420994,0.0015321985257675751,154.0,0.0,0.92334607701754268,1.0,18.973844844269422,0.0028209630225632439,1.1281790648502847e-11,0.00038366877143110892,0.0023726770835665978,9.867189156326857e-05,0.0021368783161029277,5.8203394805768505e-09,3.9949198410309917e-05,6.7073428475355646e-05,1.1922509008996851e-10,0.022446096493427267,9.786943650108395e-09,7.159558836017393e-05,6.160520084157295e-05,9.1805428793613039e-08,7.8828867236652542e-10,7.1128531928075968e-08,0.023947876459929435,4.1280197547813904e-07,1.2690316897376273e-06,1.2983365277309212e-06,0.022213586678280755,2.6007719297789345e-08,1.3151727428841516e-12,3.90694509981331e-12,4.2540922057495315e-12,1.5770120899130907e-08,4.8449020415947758e-07,2.3412889396539663e-06,1.4525015091729128e-08,7.5551386399484327e-07,1.0619454580315043e-05,2.0864386592167845e-15,4.1118583961870704e-06,4.6337949145189231e-08,1.1251965539982688e-09,8.0095231047275858e-09,4.4645722696382485e-08,1.2267316388096393e-13,4.2910020491578229e-13,4.2201172202151866e-09,3.796663207971418e-15,2.1052930938730832e-15,1.6855802455413533e-07,7.9018673458537219e-13,5.0405995328487194e-10,6.2127690521480978e-14,6.5795403630945047e-18,4.6928064059647394e-13,9.4509157600164427e-09,8.1610947616617242e-12,2.3304765572262008e-09,3.806682917908412e-06,2.9017425527479756e-12,9.1762758589126011e-12,1.3462010076192846e-09,1.1722024541836962e-12,1.8433797824830824e-14,9.7985780967923277e-09,4.2183951587702008e-10,1.1371624733317163e-16,6.5227011184343898e-11,7.112278108028579e-09,1.2243235741980836e-12,3.280523761022214e-12,2.5079128100000688e-09,5.5546650717674398e-07,3.0174506102220034e-08,4.128430650699885e-13,1.598234709492581e-13,3.5676856508775412e-05,1.5271889547212397e-09
1.5572788840704366e-05,0.3872790758529802,5.079723633862219e-12,9.06128965200179e-09,3.6749892735957586e-07,2.2661913810970918e-13,5.5041284341394224e-05,0.0,0.0,0.00015992167060766807,0.0015536862223782114,154.0,0.0,0.92246471369719751,1.0,18.973536382804031,0.0028261150958155657,1.1271466318849957e-11,0.00038331785185879145,0.0023702571672421049,9.9877526516464101e-05,0.0021348946576238322,5.8143181572827368e-09,3.9907869740731322e-05,6.7895214818259277e-05,1.1911441379015016e-10,0.022725487999499583,9.7779976118962328e-09,7.2535129555765376e-05,6.2236711542573009e-05,9.2745163255566156e-08,7.97961002839621e-10,7.1856614782558899e-08,0.024257913761577935,4.231032957122967e-07,1.315086260786824e-06,1.3459016372931556e-06,0.022500753638949114,2.634444971828047e-08,1.3138121586538853e-12,3.957466876496557e-12,4.3090874116351515e-12,1.5974120486999823e-08,4.919626523803116e-07,2.3773866084303775e-06,1.4777414857450589e-08,7.6880117511746481e-07,1.093670503964639e-05,2.1226944996458411e-15,4.2374086385668214e-06,4.8111788701385651e-08,1.138964552828878e-09,8.203495422559164e-09,4.5726378280342445e-08,1.2564402772209669e-13,4.3954018070815345e-13,4.3228025418894717e-09,3.8885619397776373e-15,2.1562519898347284e-15,1.7318961109902371e-07,8.1189924735963502e-13,5.1656111058782112e-10,6.3667583759163947e-14,6.7427191050970359e-18,4.8091220281885369e-13,9.8188422177718459e-09,8.3726162340607892e-12,2.4205195778292837e-09,3.9028620891405401e-06,2.9750749105325103e-12,9.4173749162980704e-12,1.3815905873930116e-09,1.2029836672505115e-12,1.8918394384287107e-14,1.0177085276182621e-08,4.381313013336337e-10,1.1927422209245682e-16,6.9467855476994065e-11,7.3899500237084995e-09,1.271663061309837e-12,3.4073465480841645e-12,2.6448692013336318e-09,5.7834879963674466e-07,3.0525872354594995e-08,4.1764429386881758e-13,1.6168216521261627e-13,3.6591023263723734e-05,1.6126937293349946e-09
1.5768540699307788e-05,0.38727844671122374,5.0758290969465424e-12,9.3834643158076989e-09,3.7210712903033471e-07,2.3009313334512073e-13,5.6467096166205817e-05,0.0,0.0,0.00015984452244262461,0.0015751420201992779,154.0,0.0,0.92158528053341315,1.0,18.973228489612751,0.0028310097171227416,1.126116509759132e-11,0.0003829671627809163,0.0023678462240355322,0.00010108197682614495,0.0021329123860204038,5.8083191755452247e-09,3.9866694416317059e-05,6.8716248853085271e-05,1.1900381486868049e-10,0.023004328126329698,9.76905743357448e-09,7.3473811817796437e-05,6.2862546252963539e-05,9.3676414445438458e-08,8.0762447743637874e-10,7.2578125012612314e-08,0.024567365263272207,4.3345106028755386e-07,1.3620558727175534e-06,1.3944361205022438e-06,0.02278735945646929,2.6680543897978458e-08,1.3124566226147996e-12,4.0078917155209177e-12,4.3639751539241317e-12,1.6177721762598507e-08,4.9943209540409199e-07,2.4134689776556593e-06,1.502976167401934e-08,7.8208558744433497e-07,1.1258485857210849e-05,2.1589427342198673e-15,4.3648676124944768e-06,4.9926295155009059e-08,1.1527190216562692e-09,8.3994559222271547e-09,4.6818087762352655e-08,1.2864534239626165e-13,4.5008815144044905e-13,4.4265502860534068e-09,3.981400692833389e-15,2.2077321383110517e-15,1.7788074968932581e-07,8.3389093543141256e-13,5.2919439785572034e-10,6.5223718805612182e-14,6.907622551536343e-18,4.9266644732095196e-13,1.0195829693873538e-08,8.5867207594878537e-12,2.5127439694778462e-09,3.999956756807696e-06,3.0491055923564012e-12,9.6609035987160931e-12,1.4173365075949765e-09,1.2340743737771739e-12,1.9407870384323659e-14,1.0563855284123753e-08,4.5477847835956535e-10,1.2500884944314634e-16,7.3914264459984746e-11,7.6744990036362016e-09,1.3200376386812393e-12,3.5369404538260596e-12,2.7870756577802744e-09,6.0183051201642115e-07,3.0876222206612977e-08,4.2243148756229734e-13,1.6353542608304439e-13,3.7515758039134727e-05,1.7016950229920539e-09
1.596429255791121e-05,0.3872778187844554,5.0719531488205816e-12,9.7114074679892825e-09,3.7670893595479803e-07,2.3357189393667687e-13,5.7909843191064724e-05,0.0,0.0,0.00015976750497609745,0.0015965660276402282,154.0,0.0,0.92070776332806548,1.0,18.972921162791462,0.0028356553734912747,1.1250886867098516e-11,0.00038261672236970194,0.0023654439807589004,0.00010228524504126418,0.0021309316682454772,5.8023419953245207e-09,3.9825668637047279e-05,6.9536532251648293e-05,1.1889330252432045e-10,0.023282619025171834,9.7601238512089261e-09,7.4411635745444993e-05,6.3482720080773912e-05,9.4599205032595338e-08,8.1727911584832664e-10,7.3293080163138167e-08,0.024876232963683572,4.4384211492707425e-07,1.4099403175845756e-06,1.4439408360592652e-06,0.023073405815411476,2.7016003984999248e-08,1.3111060024363542e-12,4.0582199207919044e-12,4.4187557555490555e-12,1.6380925919795329e-08,5.0689847534609294e-07,2.4495357640217871e-06,1.5282049498464457e-08,7.95366762209345e-07,1.1584786315722096e-05,2.1951824948962209e-15,4.4942341866193761e-06,5.1781726086664089e-08,1.1664599896087197e-09,8.5973946390475282e-09,4.7920795766187385e-08,1.3167695516402743e-13,4.607435950136582e-13,4.5313553204685298e-09,4.0751747579533109e-15,2.2597309279999583e-15,1.826313334866694e-07,8.5616129795098325e-13,5.4195917832056799e-10,6.6796016695640759e-14,7.0742423906253373e-18,5.045427776383096e-13,1.0581973223933625e-08,8.8034049721600562e-12,2.6071712372393632e-09,4.0979569868661996e-06,3.1238270253689495e-12,9.9068363886878307e-12,1.4534350041067217e-09,1.2654713028756671e-12,1.9902174282118491e-14,1.0958911732435974e-08,4.7178205038002407e-10,1.3092243356266634e-16,7.8572711824335177e-11,7.9659985817220989e-09,1.3694503112791947e-12,3.6693134297450818e-12,2.9346457930767728e-09,6.2591835899432436e-07,3.1225560646510804e-08,4.2720472009603469e-13,1.6538328229883253e-13,3.8451030297078379e-05,1.7942837451117452e-09
1.6160044416514633e-05,0.38727719206843486,5.0680952765584566e-12,1.0045092209618406e-08,3.8130437418159004e-07,2.3705541048093026e-13,5.9369482637450757e-05,0.0,0.0,0.00015969062282502689,0.0016179583517379516,154.0,0.0,0.91983214821757986,1.0,18.97261440048625,0.0028400602830367873,1.1240631358560822e-11,0.00038226657547058121,0.0023630501814118892,0.0001034873336926413,0.0021289526324381244,5.7963857425239739e-09,3.9784786576190551e-05,7.0356066673572833e-05,1.1878288412131678e-10,0.023560362808726646,9.7511975052491649e-09,7.5348602001380316e-05,6.4097249010626727e-05,9.5513559790895593e-08,8.2692493762314899e-10,7.4001499462896556e-08,0.025184518838689721,4.542733491801524e-07,1.4587391522316763e-06,1.4944164068230842e-06,0.023358894392831279,2.7350832167364804e-08,1.3097601196864724e-12,4.108451877995985e-12,4.4734295370707825e-12,1.658373414727916e-08,5.1436173694566274e-07,2.4855867125816144e-06,1.5534272771614109e-08,8.0864438744038296e-07,1.1915595689171025e-05,2.2314129831360305e-15,4.6255072175208967e-06,5.3678332637066886e-08,1.1801874856069046e-09,8.7973019121057167e-09,4.9034446967811293e-08,1.3473871828403277e-13,4.7150599212553904e-13,4.6372125374969429e-09,4.169879430397006e-15,2.3122457500785339e-15,1.8744125577790046e-07,8.7870983465520784e-13,5.5485481743779902e-10,6.8384398429828268e-14,7.2425703395897125e-18,5.1654059705362434e-13,1.0977367386516785e-08,9.0226655006163729e-12,2.7038227477664865e-09,4.196852890720252e-06,3.1992316694918144e-12,1.0155147875717943e-11,1.4898823286347041e-09,1.2971711978731655e-12,2.0401254751536212e-14,1.136227654682682e-08,4.8914294827662496e-10,1.3701718787464024e-16,8.3449752890181033e-11,8.2645219732496835e-09,1.4199038726756231e-12,3.8044728616752669e-12,3.0876935201327994e-09,6.5061902012553815e-07,3.1573892626361231e-08,4.3196405136865688e-13,1.6722575684139015e-13,3.9396809645658243e-05,1.8905518104196782e-09
1.6355796275118056e-05,0.3872765665593101,5.0642549978998098e-12,1.0384490264603783e-08,3.858934683031334e-07,2.4054367345425344e-13,6.0845971917667588e-05,0.0,0.0,0.0001596138798314058,0.0016393190981989201,154.0,0.0,0.91895842167129083,1.0,18.972308200835585,0.002844232396403721,1.1230398443775854e-11,0.00038191674006444402,0.0023606645828543687,0.00010468824529302417,0.0021269754215443933,5.7904499058039239e-09,3.9744044662742056e-05,7.117485376633521e-05,1.1867256755845399e-10,0.023837561551305671,9.7422790319666033e-09,7.6284711311376056e-05,6.4706149901145506e-05,9.6419504089270549e-08,8.3656196216517793e-10,7.4703402554825473e-08,0.025492224841428723,4.6474169650934137e-07,1.5084516994504734e-06,1.5458632209046804e-06,0.023643826858234719,2.7685030552216455e-08,1.3084188520730456e-12,4.1585878938228155e-12,4.5279968184248502e-12,1.6786147628534002e-08,5.2182183260896113e-07,2.521621591904318e-06,1.578642640758211e-08,8.2191817795597366e-07,1.2250903242581093e-05,2.2676334683776759e-15,4.7586855497653831e-06,5.5616359518599024e-08,1.1939015383646091e-09,8.9991679001758063e-09,5.0158986489815974e-08,1.3783048094962487e-13,4.8237482558771036e-13,4.7441168528283441e-09,4.2655100433992531e-15,2.3652740167688746e-15,1.9231041005455026e-07,9.0153604624087393e-13,5.6788068336901155e-10,6.9988785625469647e-14,7.4125981509876995e-18,5.2865931350288086e-13,1.1382106303323094e-08,9.2444989778135889e-12,2.8027197293670338e-09,4.2966346255142449e-06,3.2753120211244614e-12,1.0405812755672778e-11,1.5266747488728669e-09,1.3291708156273265e-12,2.0905060685367478e-14,1.1773969972367443e-08,5.0686203045851313e-10,1.4329532783521669e-16,8.8552024244611071e-11,8.570142074978242e-09,1.4714009063524736e-12,3.9424255710832021e-12,3.2463330457693066e-09,6.7593913981402244e-07,3.1921222820650051e-08,4.3670954937374593e-13,1.6906287610618388e-13,4.0353065839146111e-05,1.9905921386875111e-09
1.6551548133721478e-05,0.38727594225319983,5.0604318598298957e-12,1.0729572013027127e-08,3.9047624173742684e-07,2.4403667321705474e-13,6.2339268631084961e-05,0.0,0.0,0.00015953727912965506,0.0016606483714118438,154.0,0.0,0.91808657048341857,1.0,18.972002562001592,0.0028481794029809443,1.122018797452786e-11,0.00038156723678727883,0.0023582869565188088,0.00010588798233739595,0.0021250001643037249,5.7845339510627936e-09,3.9703439210507193e-05,7.1992895165468062e-05,1.1856235999385415e-10,0.024114217290188766,9.733369017688424e-09,7.7219964461193452e-05,6.5309440464042133e-05,9.7317064687847734e-08,8.4619020873780878e-10,7.5398810167846909e-08,0.025799352902917013,4.7524413487432898e-07,1.5590770516968689e-06,1.5982814351848888e-06,0.023928204873568511,2.8018601231588571e-08,1.3070820766587374e-12,4.2086282845141795e-12,4.582457917956351e-12,1.6988167541815494e-08,5.2927871935685429e-07,2.557640195116817e-06,1.6038505774155854e-08,8.3518787396982108e-07,1.259069823434484e-05,2.3038432852285805e-15,4.8937680168781712e-06,5.759604506157903e-08,1.2076021763922452e-09,9.2029828339597487e-09,5.1294359601718204e-08,1.4095209350855355e-13,4.9334957993635598e-13,4.8520631986546144e-09,4.362061942690333e-15,2.4188131472241856e-15,1.9723869000930063e-07,9.2463943434768402e-13,5.8103614687272645e-10,7.1609100179208834e-14,7.5843176112738555e-18,5.4089833703301262e-13,1.1796283640562065e-08,9.468902037923622e-12,2.9038832724787001e-09,4.3972923947731373e-06,3.3520606115936711e-12,1.0658805833381449e-11,1.5638085487585148e-09,1.3614669271982334e-12,2.1413541198825487e-14,1.2194010593662228e-08,5.2494008382135326e-10,1.4975902237297431e-16,9.3886242632533085e-11,8.8829314660454408e-09,1.5239437878893416e-12,4.0831778221558941e-12,3.4106788539465313e-09,7.0188532741575335e-07,3.226755588762971e-08,4.4144127982351115e-13,1.7089466555677462e-13,4.1319768774695882e-05,2.0944986510252421e-09
1.67472999923249e-05,0.38727531914634483,5.0566254354030008e-12,1.1080306552894007e-08,3.9505271758839995e-07,2.4753440001877436e-13,6.3849330558026391e-05,0.0,0.0,0.00015946082330085091,0.0016819462744495049,154.0,0.0,0.9172165817573813,1.0,18.971697482157378,0.0028519087428691531,1.1209999840701857e-11,0.00038121807838225968,0.0023559170860722807,0.00010708654730356957,0.0021230269868538956,5.7786374581357252e-09,3.9662967256414613e-05,7.2810192494957327e-05,1.1845226836604547e-10,0.024390332028252911,9.7244680157580109e-09,7.8154362290670456e-05,6.5907139227904099e-05,9.8206269384432556e-08,8.5580969646819353e-10,7.6087743823220568e-08,0.026105904933500033,4.8577768780357743e-07,1.610614078120109e-06,1.6516709819700157e-06,0.024212030093313054,2.8351546262698575e-08,1.3057496898005975e-12,4.2585733439611029e-12,4.6368131527858014e-12,1.7189795060197402e-08,5.3673235852264373e-07,2.5936423331672994e-06,1.6290506636745585e-08,8.4845323814426845e-07,1.2934969924365942e-05,2.3400418254106006e-15,5.0307534430027376e-06,5.9617621307556062e-08,1.2212894280036647e-09,9.4087369191206328e-09,5.24405118069524e-08,1.4410340584950909e-13,5.0442974125139822e-13,4.9610465229721362e-09,4.4595304938913838e-15,2.4728605716242114e-15,2.0222598917932149e-07,9.4801949988640155e-13,5.9432058091390788e-10,7.3245264333824829e-14,7.7577205357058475e-18,5.5325708030419837e-13,1.2219992611515964e-08,9.6958713120270905e-12,3.0073343305628065e-09,4.4988164497363985e-06,3.4294700091542131e-12,1.0914102025624587e-11,1.601280028922626e-09,1.3940563180847021e-12,2.1926645635714717e-14,1.2622415373893955e-08,5.4337782540904802e-10,1.5641040716928972e-16,9.945920287365073e-11,9.2029624096411269e-09,1.577534689930052e-12,4.226735334750841e-12,3.5808456740620057e-09,7.2846415777074407e-07,3.2612896271901939e-08,4.461593084367457e-13,1.7272115072911753e-13,4.22968884874728e-05,2.202366262364696e-09
1.6943051850928323e-05,0.387274697234611,5.0528353217119189e-12,1.1436661761525472e-08,3.9962291861313012e-07,2.5103684400230877e-13,6.5376115655201174e-05,0.0,0.0,0.00015938451450384205,0.0017032129090772141,154.0,0.0,0.91634844289139961,1.0,18.971392959525883,0.0028554276181433939,1.1199833768678042e-11,0.00038086930647356532,0.0023535547694222623,0.00010828394265274742,0.0021210559768486759,5.7727596352829913e-09,3.9622623573883828e-05,7.3626747367615267e-05,1.1834229782567344e-10,0.024665907736414364,9.7155764920170302e-09,7.9087905688156196e-05,6.6499265501343514e-05,9.9087147995697933e-08,8.6542044435164644e-10,7.677022666333918e-08,0.026411882823751145,4.9633942530717363e-07,1.663061431328898e-06,1.706031575405558e-06,0.024495304164374537,2.868386774444002e-08,1.3044215354100416e-12,4.308423454846063e-12,4.6910628375825796e-12,1.7391031351483644e-08,5.4418271263780499e-07,2.6296278383512063e-06,1.6542425116587924e-08,8.6171405280605846e-07,1.3283707574719919e-05,2.3762285317674186e-15,5.1696406444172942e-06,6.1681314106173127e-08,1.2349633213225714e-09,9.6164206846595798e-09,5.3597388648332046e-08,1.4728427318290189e-13,5.1561479832899359e-13,5.0710617973432905e-09,4.5579110659794739e-15,2.5274137220250508e-15,2.0727220126227231e-07,9.7167574451970198e-13,6.0773336065271117e-10,7.4897200274384289e-14,7.932798768184663e-18,5.6573495554692494e-13,1.2653325978811236e-08,9.925403424400572e-12,3.1130937209152791e-09,4.6011970905415204e-06,3.5075328171391121e-12,1.1171676365084539e-11,1.6390855071474257e-09,1.4269357891763342e-12,2.2444323574687635e-14,1.3059199692367537e-08,5.6217590412640998e-10,1.6325153023955705e-16,1.0527777585106371e-10,9.5303068544715574e-09,1.6321755864863163e-12,4.3731032973765829e-12,3.7569484508175368e-09,7.5568217107038128e-07,3.2957248653110023e-08,4.5086368972079791e-13,1.7454235247737572e-13,4.3284395146433919e-05,2.3142908740845825e-09
1.7138803709531745e-05,0.3872740765145124,5.0490611384827012e-12,1.179860433872318e-08,4.0418686706607538e-07,2.545439952098334e-13,6.6919582054556504e-05,0.0,0.0,0.00015930835453374488,0.0017244483757806121,154.0,0.0,0.91548214156852403,1.0,18.971088992297535,0.0028587430006596871,1.1189689738472195e-11,0.00038052091611702493,0.0023511998117876419,0.00010948017082990696,0.0021190872595297436,5.7669003176921948e-09,3.9582406809533869e-05,7.4442561385338636e-05,1.1823245508210702e-10,0.02494094635514664,9.7066949544677944e-09,8.0020595587188966e-05,6.7085839351590211e-05,9.9959730178844485e-08,8.7502247125468956e-10,7.7446281621858189e-08,0.026717288445263065,5.069264643613156e-07,1.7164175525326119e-06,1.76136271636336e-06,0.024778028726111841,2.9015567662907179e-08,1.3030975518823767e-12,4.3581788588769934e-12,4.7452072870688145e-12,1.7591877578223591e-08,5.5162975150112192e-07,2.6655965553652345e-06,1.6794257649693389e-08,8.7497011836476914e-07,1.3636900453169399e-05,2.412402892344307e-15,5.3104284303404962e-06,6.37873431876813e-08,1.248623884286947e-09,9.8260243045370154e-09,5.4764936331036477e-08,1.504945447287553e-13,5.2690424260083321e-13,5.1821040239181621e-09,4.6571990842484445e-15,2.5824700616879658e-15,2.1237722006060518e-07,9.956076704021924e-13,6.212738642426838e-10,7.6564831061869299e-14,8.1095441917003474e-18,5.7833138159853345e-13,1.3096376056214314e-08,1.0157495011576134e-11,3.221182125294756e-09,4.7044246672113288e-06,3.5862416800902017e-12,1.143150400092141e-11,1.6772213187266458e-09,1.4601021559138113e-12,2.2966524834196331e-14,1.3504377372744132e-08,5.8133490178048539e-10,1.7028446590094154e-16,1.1134890694708332e-10,9.8650364359079776e-09,1.6878682572453828e-12,4.5222863759303601e-12,3.9391023221723431e-09,7.8354587311901804e-07,3.3300617180602706e-08,4.5555449247781791e-13,1.7635829770069396e-13,4.4282259053306781e-05,2.4303693685209296e-09
1.7314980382274824e-05,0.38727351888205663,5.0456776979723362e-12,1.2129101395506985e-08,4.0828909218690396e-07,2.5770444766528312e-13,6.832292986387809e-05,0.0,0.0,0.00015923993898124571,0.0017435337292817969,154.0,0.0,0.91470403152556856,1.0,18.970815895208613,0.0028615584364894047,1.1180578793073332e-11,0.00038020771291095144,0.002349086491973029,0.00011055578026502914,0.0021173174445222554,5.7616422789303854e-09,3.9546317051648319e-05,7.5176161885529125e-05,1.181337098970068e-10,0.025188023479942385,9.698710455427917e-09,8.0859287562761221e-05,6.7609025683641801e-05,1.0073798687779376e-07,8.8365685451901203e-10,7.8049255544186307e-08,0.026991665746429173,5.1647408740252548e-07,1.7652136006703489e-06,1.8119899780306129e-06,0.025032012350025588,2.9313567831360149e-08,1.3019094336648245e-12,4.4028780281699471e-12,4.7938475734651898e-12,1.7772306633690385e-08,5.5832922753678992e-07,2.6979539344545029e-06,1.702083076433988e-08,8.8689636654116658e-07,1.3958574397231596e-05,2.4449488761579159e-15,5.4387614476890426e-06,6.5719143573003585e-08,1.2609070164434663e-09,1.0016301187426385e-08,5.5824808285575263e-08,1.5340880958036005e-13,5.3715357469326395e-13,5.2829159534811778e-09,4.7473303804205028e-15,2.6324488944089844e-15,2.1702192913743793e-07,1.01738170058068e-12,6.3356900976067954e-10,7.8079054269758093e-14,8.270033843162134e-18,5.8976904562448323e-13,1.350350484933027e-08,1.0368563014929881e-11,3.3204699807003673e-09,4.7980456809739813e-06,3.6576259831615695e-12,1.1667254998323869e-11,1.7118229694857943e-09,1.4901945624862973e-12,2.344033212619358e-14,1.3912223786397802e-08,5.9888701253113515e-10,1.7677974681259105e-16,1.1703466213815131e-10,1.017266630561497e-08,1.7388922421646514e-12,4.6589615083397083e-12,4.1083098054121549e-09,8.0918061812254779e-07,3.3608811251674502e-08,4.5976465146642574e-13,1.7798817184945672e-13,4.5189167576622247e-05,2.5384724460211659e-09
1.7491157055017902e-05,0.3872729622089271,5.0423066246610084e-12,1.2464070410504758e-08,4.1238628511013702e-07,2.6086869743727363e-13,6.9739725477372693e-05,0.0,0.0,0.0001591716459230109,0.0017625939886550858,154.0,0.0,0.913927391558925,1.0,18.970543245296376,0.0028642192701348475,1.1171485426561849e-11,0.00037989485355062366,0.0023469788608263382,0.00011163044801803005,0.0021155496174847907,5.7563984304867796e-09,3.9510324704693207e-05,7.5909164734586115e-05,1.1803507564443736e-10,0.025434668482434426,9.6907346731353396e-09,8.1697289738482705e-05,6.8127747082220787e-05,1.0150957285188188e-07,8.9228420254213916e-10,7.8647061160227623e-08,0.027265582348696835,5.2603787238323114e-07,1.814742889223186e-06,1.8634021479056212e-06,0.025285553377570325,2.9611067636183518e-08,1.3007245232919525e-12,4.4475009887357484e-12,4.8424030988952985e-12,1.7952421514332996e-08,5.6502597532245346e-07,2.7302975161005011e-06,1.7247329484017802e-08,8.9881850003752966e-07,1.4283840571616401e-05,2.4774841735432202e-15,5.5686320910756019e-06,6.7685561018073113e-08,1.2731793936017798e-09,1.0208118511124104e-08,5.6893240874374432e-08,1.5634666771742983e-13,5.4748668159226388e-13,5.3845520559369435e-09,4.8381896711951399e-15,2.6828314084490565e-15,2.2171410862156036e-07,1.0393782682889003e-12,6.4596666068104458e-10,7.9605872157646405e-14,8.4318615069533884e-18,6.013018433933423e-13,1.3918645255842295e-08,1.0581699024292227e-11,3.4216758670222248e-09,4.8923379730065325e-06,3.7295223524753713e-12,1.1904793185593863e-11,1.7466865895965635e-09,1.5205144884068635e-12,2.3917726616793646e-14,1.4326886678355916e-08,6.1673221588044106e-10,1.8343342549046804e-16,1.2293584156951971e-10,1.0486387689795774e-08,1.7907704744354794e-12,4.7979229180810343e-12,4.2825962760976092e-09,8.353483071833915e-07,3.3916215045528441e-08,4.6396389959344255e-13,1.7961382207370262e-13,4.6104420054789364e-05,2.6500914409222085e-09
1.766733372776098e-05,0.3872724064923083,5.0389476849906942e-12,1.2803484778359891e-08,4.1647846115123938e-07,2.640367370791772e-13,7.116993872821648e-05,0.0,0.0,0.00015910347599298717,0.0017816292246160689,154.0,0.0,0.91315221325693863,1.0,18.970271041298364,0.0028667301253630659,1.1162409508519178e-11,0.00037958235384910632,0.0023448767995463055,0.00011270417583855031,0.0021137838329685168,5.7511684100705389e-09,3.9474427331424981e-05,7.6641571078257654e-05,1.1793655542979024e-10,0.025680882717548537,9.6827678737541814e-09,8.2534602880600063e-05,6.8642019678899851e-05,1.0227451258457889e-07,9.0090452881779283e-10,7.9239717448759848e-08,0.027539039578502036,5.3561581639104239e-07,1.8650038566188509e-06,1.9155984323532891e-06,0.025538652988071574,2.9908068526451008e-08,1.2995427442838202e-12,4.4920479781551537e-12,4.8908740890379966e-12,1.8132223056649697e-08,5.7171997779395988e-07,2.7626272216638396e-06,1.7473751826540558e-08,9.1073640768339683e-07,1.4612691166294069e-05,2.5100084997715843e-15,5.700039479953916e-06,6.9686743184228423e-08,1.2854410357538221e-09,1.0401469394008121e-08,5.7970195170337785e-08,1.5930801380419561e-13,5.5790319684996466e-13,5.4870087278030285e-09,4.9297736462211943e-15,2.7336157681833082e-15,2.2645368160291321e-07,1.0615970129784819e-12,6.5846636893089187e-10,8.1145229053309372e-14,8.5950213343361411e-18,6.1292935438681235e-13,1.4341863645921525e-08,1.0796900588919307e-11,3.5248145816791598e-09,4.9872946142690785e-06,3.8019255048352196e-12,1.2144100697916618e-11,1.7818095448469398e-09,1.5510596449787136e-12,2.4398672235204961e-14,1.4748372967567438e-08,6.3487080001477308e-10,1.9024689264065405e-16,1.290576587726997e-10,1.0806252163653448e-08,1.8435038556558872e-12,4.9391729465887293e-12,4.4620460133833624e-09,8.6205361169569319e-07,3.4222831604081879e-08,4.6815227666998969e-13,1.8123526372731301e-13,4.7027995105391746e-05,2.7652990045455763e-09
