Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006)
8.458120126020566e-08,0.4785583261308101,5.1388108040501972e-10,6.1239604681002773e-12,1.878896726528631e-09,3.3510856876868679e-15,6.8455062428780098e-10,0.0,0.0,1.9203947635912309e-05,2.8946630385809037e-07,154.0,0.0,0.99440352051541281,1.0,18.998841984914172,0.00057468653076782469,1.7732476699391131e-09,0.001185916915719794,0.0022931739276446151,9.654844520777406e-05,0.0011029535516310683,1.9892440386438774e-09,1.3326846170253292e-05,9.5934650382592176e-05,2.8915936221866192e-11,0.00016946149254497492,1.7437454966075108e-07,1.2455926778826014e-05,1.2441413908787122e-05,8.1069993934262824e-09,2.7995367195334204e-09,5.6357225363382776e-09,2.961546714028905e-05,1.2199268269624844e-10,1.3139460629079424e-10,1.31686765578655e-10,2.2222025564280691e-05,1.8022697029732356e-10,2.2129310069684795e-13,1.0259137261112901e-14,5.8352934963126578e-14,3.7696162225266354e-10,1.2206421615609388e-09,8.3240691048637104e-10,3.8324011212748513e-11,8.2589738185184439e-11,8.0995988032643351e-12,9.9789071637438964e-18
8.808237535805654e-08,0.4785582001575013,5.3789589246731688e-10,6.6936250165116377e-12,2.1803120325820096e-09,3.9647383566974268e-15,8.2978217621431114e-10,0.0,0.0,2.0780511334940807e-05,3.3955995526182805e-07,154.0,0.0,0.99416796433353483,1.0,18.998793246409836,0.0005978218050280386,1.7728597196291592e-09,0.0012328190199996929,0.0023851680833792536,0.00010053233571478202,0.001146704498347754,2.0690408222438032e-09,1.3861455565726627e-05,9.9895121710069003e-05,3.0062946978650041e-11,0.0001836268173350474,1.8132247060566429e-07,1.3501556760884488e-05,1.3485718996557923e-05,8.7874650492212406e-09,2.9214890770253717e-09,6.1087655649570583e-09,3.2867186492424018e-05,1.4867230089797158e-10,1.6086094011599807e-10,1.6123361518313985e-10,2.5046464558503303e-05,2.0011425301704161e-10,2.3017032261138916e-13,1.1380890378185701e-14,6.5774087203440358e-14,4.2693511281808395e-10,1.4385628743343789e-09,9.8257073752304182e-10,4.5933511860731111e-11,1.0085247161902444e-10,1.0373515969807149e-11,1.1960289325098634e-17
9.158354945590742e-08,0.4785580742505639,5.6183812593694129e-10,7.2886877098304907e-12,2.5142721721347606e-09,4.6579156038069226e-15,9.9795691196122851e-10,0.0,0.0,2.2413987968829235e-05,3.9578714735146139e-07,154.0,0.0,0.9939321572417229,1.0,18.998744428335446,0.00062090595551610856,1.7724713139175278e-09,0.0012795007511983304,0.0024768572197695045,0.00010451520694389048,0.0011902494716154236,2.1485726372766587e-09,1.4394289799957253e-05,0.00010385473429567171,3.1204557766313458e-11,0.00019834487854841353,1.8823786326886859e-07,1.4587940018841644e-05,1.4570703479455091e-05,9.4944348347878137e-09,3.0434150311971613e-09,6.6002338281110942e-09,3.6338295539645501e-05,1.797411225441478e-10,1.9536170342683506e-10,1.9583253585751682e-10,2.809505293217239e-05,2.2134978799272414e-10,2.3901806786425685e-13,1.2578121701882453e-14,7.3784617503602615e-14,4.8105369868227207e-10,1.6840356535422295e-09,1.1519138579212203e-09,5.4645528144783294e-11,1.2209619050248351e-10,1.3152337773339536e-11,1.4228747504097057e-17
9.50847235537583e-08,0.4785579484026673,5.8570400517184885e-10,7.9090579738146226e-12,2.882628743847953e-09,5.4369127544202761e-15,1.1915294842531159e-09,0.0,0.0,2.4103624386723056e-05,4.5860577578746507e-07,154.0,0.0,0.99369610582034262,1.0,18.998695528496636,0.00064393907645328235,1.7720824645256014e-09,0.0013259567203584492,0.0025682337327385244,0.00010849705792156529,0.0012335834477282962,2.2278328881059574e-09,1.4925304684257801e-05,0.00010781348736169093,3.2340636879259245e-11,0.00021361354385900089,1.9511992799310231e-07,1.5714882953075169e-05,1.5696170525831164e-05,1.0227780298622642e-08,3.1653145570822942e-09,7.1100380291364033e-09,4.0034953252711009e-05,2.1569874816582468e-10,2.3550806556815847e-10,2.3609764439149781e-10,3.1375342195122746e-05,2.4397163201208645e-10,2.4783560269957756e-13,1.3852948793173799e-14,8.2404402385330151e-14,5.3946495517550804e-10,1.9592010374117987e-09,1.3419414357848708e-09,6.4564267834821444e-11,1.4664468379845355e-10,1.6520755700965651e-11,1.6811415607228147e-17
9.858589765160919e-08,0.4785578226065726,6.0949017896707704e-10,8.5546412567592041e-12,3.2872338297097232e-09,6.3082098673964798e-15,1.4130954702789432e-09,0.0,0.0,2.5848648271542279e-05,5.2848602814236361e-07,154.0,0.0,0.99345981661305405,1.0,18.998646544744041,0.00066692126203615081,1.771693183109556e-09,0.001372181640592728,0.0026592901331310543,0.0001124778877005957,0.0012767014982941179,2.3068150788258702e-09,1.5454456698088941e-05,0.00011177138015227965,3.3471055110707427e-11,0.00022943063623859995,2.0196788019878663e-07,1.6882187306782713e-05,1.6861918403306797e-05,1.0987369796062969e-08,3.2871876302809272e-09,7.6380866515301276e-09,4.3963225809934071e-05,2.5707730433122488e-10,2.8195699903205274e-10,2.8268921080082103e-10,3.4894749562586142e-05,2.6801727130867201e-10,2.5662220445611645e-13,1.5207457267642582e-14,9.1652965223342939e-14,6.023139617598214e-10,2.2662646575028154e-09,1.5542049370988683e-09,7.5798670878880726e-11,1.7483960348825103e-10,2.0573359306975194e-11,1.9736659718796126e-17
9.999999999999998e-08,0.47855769685513455,6.1907397327542483e-10,8.8225143176930175e-12,3.4613485178471283e-09,6.6877960918616165e-15,1.5111380311838505e-09,0.0,0.0,2.6568976487110125e-05,5.5882138137230254e-07,154.0,0.0,0.99336431494210919,1.0,18.998626736242283,0.00067618920384952298,1.7715358349279088e-09,0.0013907849109987766,0.0026959748100225571,0.00011408543025034395,0.0012940542912200609,2.3386352028769236e-09,1.5667639989973723e-05,0.00011336970426192142,3.3925990183901125e-11,0.00023597404359938925,2.0472387873722027e-07,1.7365051264299291e-05,1.734413002427644e-05,1.130157323195475e-08,3.3364038982382267e-09,7.856513490123074e-09,4.5616855923888906e-05,2.7545399455837047e-10,3.0266262110762778e-10,3.0346003472275088e-10,3.6385667679163868e-05,2.7814122122718307e-10,2.601621261383184e-13,1.5777592905708921e-14,9.5571033894792909e-14,6.2898890552739082e-10,2.3998426189515758e-09,1.6466021846318149e-09,8.0734836809033125e-11,1.8734221402778261e-10,2.2427671856842007e-11,2.1021951907281942e-17
1.0208707174946007e-07,0.47855769685513455,6.3319362659551516e-10,9.2253393941053732e-12,3.7299369949123271e-09,7.2784645875732307e-15,1.6653918116944309e-09,0.0,0.0,2.7648268831273045e-05,6.0590984722812898e-07,154.0,0.0,0.99322329612443028,1.0,18.998597474973881,0.00068985260643577217,1.7713034812561017e-09,0.0014181703289983111,0.0027500190493105771,0.00011645769535994226,0.001319598792017285,2.3855128155144615e-09,1.5981703004155555e-05,0.00011572841193321203,3.4595685799443927e-11,0.00024579393471870251,2.0878095066927128e-07,1.8089650255442454e-05,1.8067740561804346e-05,1.1773068543417388e-08,3.4090342272344786e-09,8.1842859965810781e-09,4.812908440553356e-05,3.0444189007394532e-10,3.3541262723681011e-10,3.3631503174725714e-10,3.8660555369035529e-05,2.9352360798057335e-10,2.6537716181795208e-13,1.6643700042122776e-14,1.0154946943345217e-13,6.6974324962797677e-10,2.6074954648927477e-09,1.7903008706710561e-09,8.8462355821335528e-11,2.0704037137342886e-10,2.5415307533892634e-11,2.3034064149152001e-17
1.0558824584731095e-07,0.47855757114130415,6.5681158924669849e-10,9.9210508859423164e-12,4.2125824642679254e-09,8.3545048708259503e-15,1.9512970292926773e-09,0.0,0.0,2.9501677500656709e-05,6.9137038664424193e-07,154.0,0.0,0.99298655081764109,1.0,18.998548317128613,0.00071273320379673991,1.770913370478355e-09,0.0014639177084739604,0.0028404132296536546,0.0001204364800045747,0.0013622705963910943,2.4639198083977273e-09,1.6507001462905348e-05,0.000119684581991637,3.5714404874185818e-11,0.00026270117516709237,2.1555838582152955e-07,1.9337064497943873e-05,1.931342571851219e-05,1.2584738673355281e-08,3.5308543252314416e-09,8.7485402218752894e-09,5.2538403142496251e-05,3.5839097010271274e-10,3.9662753286557663e-10,3.9773176526382231e-10,4.267990061085115e-05,3.2052694692930238e-10,2.7409977505522504e-13,1.8163696610420056e-14,1.1211271199950013e-13,7.4189275173361987e-10,2.9852239408646444e-09,2.051869518281214e-09,1.0267356026910525e-10,2.4362405616710465e-10,3.1163010869631875e-11,2.6734415933122477e-17
1.0908941994516184e-07,0.47855744545813084,6.8034151807541314e-10,1.0641671117809565e-11,4.7370064630546853e-09,9.5433216094636341e-15,2.2738312279034236e-09,0.0,0.0,3.1408048651979928e-05,7.8537145961255479e-07,154.0,0.0,0.99274958711219685,1.0,18.998499069197447,0.0007355631482361966,1.7705228622118325e-09,0.0015094188094402045,0.0029304655449411861,0.00012441424076530111,0.0014047122792994412,2.5420298739241901e-09,1.7030310646428331e-05,0.0001236398896358275,3.6827090895571948e-11,0.00028015005107823675,2.2229944796246827e-07,2.0624218349270015e-05,2.0598757944658227e-05,1.3422239291475974e-08,3.6526479022192709e-09,9.3307513806216757e-09,5.7196957010254584e-05,4.195567165832136e-10,4.6640402664163816e-10,4.677462266267124e-10,4.695978461727747e-05,3.4906298332046807e-10,2.8278935625493939e-13,1.9769432348225596e-14,1.2336111733776859e-13,8.188997552477597e-10,3.4018402930537384e-09,2.3405936547176737e-09,1.1855507595767087e-10,2.8498522369280999e-10,3.794482275986643e-11,3.086968792232215e-17
1.1259059404301272e-07,0.4785573197987651,7.0378103367744623e-10,1.1387092542722755e-11,5.3050347139449099e-09,1.0852061156933749e-14,2.6361559024561748e-09,0.0,0.0,3.3366540313926276e-05,8.8842698195891634e-07,154.0,0.0,0.99251241138175872,1.0,18.998449729216883,0.00075834253384279469,1.770131967810521e-09,0.0015546687714617289,0.0030201689906452669,0.00012839097679858796,0.0014469193105272858,2.6198369367488927e-09,1.755158985174904e-05,0.00012759433419492488,3.793362509576355e-11,0.00029813821437678139,2.2900341553091893e-07,2.1950895834641533e-05,2.1923516754003266e-05,1.4285426533999228e-08,3.7744149367044683e-09,9.9308194617572831e-09,6.2110419948386734e-05,4.8860530049794803e-10,5.4559537597539021e-10,5.4721664478550643e-10,5.1507062850623062e-05,3.791667905742303e-10,2.9144522954168272e-13,2.1462857847628311e-14,1.3531273150136705e-13,9.0089885646268417e-10,3.8597926379088847e-09,2.6581972582481733e-09,1.3623417881635884e-10,3.3153576221966013e-10,4.5901738992807277e-11,3.5473020575360815e-17
1.160917681408636e-07,0.4785571941564586,7.271278944539338e-10,1.2157204833184168e-11,5.9184800822976207e-09,1.2288017770614015e-14,3.0415735555430471e-09,0.0,0.0,3.5376294897423702e-05,1.0010604101221407e-06,154.0,0.0,0.992275029952013,1.0,18.998400295271171,0.00078107145467560851,1.7697406985430973e-09,0.0015996628447715821,0.0031095166891106354,0.00013236668728637142,0.0014888872631795172,2.6973350316259349e-09,1.8070799113506308e-05,0.00013154791501867878,3.9033891415642403e-11,0.00031666327623343355,2.356695833250646e-07,2.3316876785032e-05,2.3287477192963579e-05,1.5174153626517733e-08,3.8961554078034834e-09,1.0548642430790825e-08,6.7284362997249678e-05,5.6623713364673837e-10,6.3510699303554722e-10,6.3705387887954964e-10,5.6328444836197981e-05,4.1087280889127353e-10,3.0006673128817358e-13,2.3245888281537491e-14,1.4798521672591103e-13,9.8802191815579724e-10,4.3615851704951596e-09,3.0064442122359285e-09,1.5584255439499202e-10,3.8370468474052571e-10,5.5188103747167913e-11,4.057870254023003e-17
1.1959294223871448e-07,0.4785570685245685,7.5037997274996041e-10,1.2951895007007816e-11,6.5791403640334663e-09,1.3858625980252552e-14,3.4935271344884531e-09,0.0,0.0,3.7436439927545522e-05,1.1238041749717859e-06,154.0,0.0,0.99203744909861324,1.0,18.998350765492784,0.0008037500047629962,1.7693490655892764e-09,0.001644396391696458,0.0031985018916293696,0.00013634137143586083,0.0015306118150074835,2.7745183052083824e-09,1.8587899216012466e-05,0.00013550063147718371,4.0127776539586868e-11,0.00033572280789263045,2.4229726271512166e-07,2.4721936933976939e-05,2.4690409932286069e-05,1.6088270943762133e-08,4.0178692953117211e-09,1.1184116271350067e-08,7.2724252536738148e-05,6.5318706201530141e-10,7.3589758164608392e-10,7.3822259422255883e-10,6.1430492222970336e-05,4.442148343213516e-10,3.0865321031550323e-13,2.5120402798438123e-14,1.6139584631908412e-13,1.0803980294362421e-09,4.9097763226188912e-09,3.3871369986198469e-09,1.775162189334788e-10,4.4193790957459049e-10,6.5972321138513133e-11,4.6222150102185606e-17
1.2309411633656537e-07,0.4785569428965579,7.7353523727662828e-10,1.3771047532090241e-11,7.28879621003128e-09,1.5571452893710921e-14,3.9955992963758896e-09,0.0,0.0,3.9546088780483708e-05,1.2571991122454347e-06,154.0,0.0,0.99179967504518984,1.0,18.998301138062779,0.00082637827810141398,1.768957080036236e-09,0.0016888648879826312,0.0032871179804078604,0.00014031502847933306,0.0015720887496428002,2.8513810177546891e-09,1.9102851704685875e-05,0.0001394524829606111,4.1215169927819862e-11,0.00035531434151134115,2.4888578184139864e-07,2.6165848015593267e-05,2.6132081360193176e-05,1.70276260703243e-08,4.1395565796938313e-09,1.1837135027395446e-08,7.8435448614062365e-05,7.502245113969558e-10,8.489802425331476e-10,8.5174239725786208e-10,6.6819616975458433e-05,4.7922600838022797e-10,3.1720402808297747e-13,2.7088243947774179e-14,1.7556149989545323e-13,1.1781534680888344e-09,5.5069769103927487e-09,3.8021153840182687e-09,2.0139543636310142e-10,5.0669802070445078e-10,7.8437571057930059e-11,5.2439885572314363e-17
1.2659529043441625e-07,0.4785568172659975,7.9659174002899178e-10,1.4614544416284751e-11,8.049209180871318e-09,1.743419044889223e-14,4.5515115097004039e-09,0.0,0.0,4.170434142459915e-05,1.401793890426571e-06,154.0,0.0,0.991561713961428,1.0,18.998251411211179,0.00084895636865418617,1.7685647528751876e-09,0.0017330639240223063,0.003375358470425274,0.00014428765767392026,0.0016133139577382892,2.9279175447409734e-09,1.9615618896853109e-05,0.00014340346887893894,4.2295963846320759e-11,0.00037543537100831909,2.5543448579766191e-07,2.7648377863722354e-05,2.7612253676910366e-05,1.7992063862281913e-08,4.2612172420293454e-09,1.2507590846060267e-08,8.4423203361251532e-05,8.5815358624857281e-10,9.7542353651895513e-10,9.7868892905807997e-10,7.2502079697090078e-05,5.1593880821971226e-10,3.2571855886748539e-13,2.9151217136198251e-14,1.9049865895715773e-13,1.2814116654238295e-09,6.1558482724240304e-09,4.2532550992610774e-09,2.276246315314835e-10,5.7846400926826007e-10,9.2782528081420603e-11,5.9269514692811537e-17
1.3009646453226713e-07,0.4785566916265681,8.1954760624435531e-10,1.5482265287385551e-11,8.8621199257926632e-09,1.9454647624385112e-14,5.1651230013491959e-09,0.0,0.0,4.3910285164538445e-05,1.5581444368940001e-06,154.0,0.0,0.99132357196121712,1.0,18.998201583217288,0.00087148437035023188,1.7681720949981112e-09,0.0017769892059804678,0.0034632170111830235,0.00014825925830138899,0.0016542834380160422,3.0041223783787091e-09,2.0126163891917497e-05,0.00014735358866167759,4.3370053394300493e-11,0.00039608335292309741,2.6194273679967444e-07,2.9169290512107519e-05,2.9130684990486391e-05,1.8981426509665964e-08,4.3828512639842931e-09,1.3195374021076858e-08,9.0692659502888802e-05,9.7781312284122023e-10,1.1163525053372344e-09,1.120194917019368e-09,7.8483988084955124e-05,5.5438503735367398e-10,3.3419618993234625e-13,3.1311090114879107e-14,2.0622340282028825e-13,1.3902931736347408e-09,6.8591003998574496e-09,4.7424665132414934e-09,2.5635229993905696e-10,6.5773099759493408e-10,1.0922208221412654e-10,6.6749703133912431e-17
1.3359763863011801e-07,0.4785565659720606,8.4240102661893083e-10,1.63740874658955e-11,9.7292464802700845e-09,2.1640742621344871e-14,5.8404295570213193e-09,0.0,0.0,4.6162995387431818e-05,1.7268133631534053e-06,154.0,0.0,0.99108525510086887,1.0,18.998151652409963,0.00089396237708274718,1.7677791171945449e-09,0.0018206365568223287,0.0035506873883448019,0.00015222982966791259,0.0016949932982227227,3.0799901290374746e-09,2.0634450580890967e-05,0.00015130284175759312,4.4437336529248177e-11,0.00041725570728403462,2.6840991433901833e-07,3.0728346295517965e-05,3.0687129413817661e-05,1.9995553599713685e-08,4.5044586278202801e-09,1.3900373036748743e-08,9.7248848954504841e-05,1.1100766977352028e-09,1.2729496497656814e-09,1.2774511844217317e-09,8.477129551577482e-05,5.9459581694274664e-10,3.4263632168559153e-13,3.3569592498000771e-14,2.2275140488649786e-13,1.5049156356645035e-09,7.6194900595642197e-09,5.271693301995444e-09,2.8773091425090466e-10,7.4500994703870445e-10,1.2798806026260819e-10,7.4920152151187317e-17
1.370988127279689e-07,0.47855644029637945,8.6515025141160825e-10,1.7289886031828551e-11,1.0652282677108052e-08,2.4000495028543403e-14,6.5815621826519216e-09,0.0,0.0,4.8461536310210566e-05,1.9083693899405547e-06,154.0,0.0,0.99084676937740612,1.0,18.99810161716788,0.0009163904827078508,1.7673858301485216e-09,0.0018640019172415422,0.0036377635252668569,0.00015619937110383658,0.0017354397559923354,3.1555155265724196e-09,2.1140443655288292e-05,0.00015525122763442836,4.5497714089550712e-11,0.00043894981848472612,2.7483541532229819e-07,3.2325301951733195e-05,3.2281337162790063e-05,2.1034282180849583e-08,4.6260393164051551e-09,1.4622474612429089e-08,0.00010409669151196614,1.2558525925835217e-09,1.4464558647966073e-09,1.4517076175530917e-09,9.1369799762792327e-05,6.366015776402128e-10,3.5103836782765177e-13,3.5928415312558403e-14,2.4009792925908151e-13,1.6253937575782949e-09,8.4398189118217923e-09,5.8429111139245636e-09,3.2191682782607697e-10,8.4082735075091308e-10,1.4932994665824833e-10,8.3821573466237561e-17
1.4059998682581978e-07,0.478556314593542,8.877935861091292e-10,1.8229533886639706e-11,1.1632896666258534e-08,2.6542017980705661e-14,7.3927856340762214e-09,0.0,0.0,5.0804961727102615e-05,2.103386772968948e-06,154.0,0.0,0.99060812072692672,1.0,18.998051475919723,0.0009387687810431892,1.7669922444357004e-09,0.0019070813464895423,0.0037244394844183387,0.00016016788196343708,0.0017756191396167368,3.2306934215563859e-09,2.1644108615382349e-05,0.00015919874577862117,4.6551089814690591e-11,0.00046116303616810839,2.8121865419565488e-07,3.3959910724302766e-05,3.3913054655451963e-05,2.209744682733907e-08,4.7475933132027166e-09,1.5361563747466608e-08,0.00011124099363208259,1.416083716270273e-09,1.6381713316038251e-09,1.6442740901316476e-09,9.8285141843137901e-05,6.8043205200037783e-10,3.5940175548843284e-13,3.8389210579553102e-14,2.5827782770235675e-13,1.7518392834384046e-09,9.322931623829907e-09,6.4581262321221541e-09,3.5907017549332239e-10,9.4572491245374864e-10,1.7351560257819795e-10,9.3495663430404992e-17
1.4410116092367066e-07,0.4785561888576807,9.1032938825571573e-10,1.9192901811621718e-11,1.267272953871629e-08,2.9273510320003052e-14,8.2784968220314371e-09,0.0,0.0,5.3192315756375014e-05,2.3124447300843386e-06,154.0,0.0,0.9903693150230346,1.0,18.998001227144329,0.00096109736586650588,1.7665983705205349e-09,0.001949871023106501,0.0038107094686916703,0.00016413536162467306,0.0018155278887243126,3.3055187864165892e-09,2.2145411777819422e-05,0.00016314539569502122,4.7597370363040513e-11,0.00048389267611756979,2.8755906305465618e-07,3.5631922465995705e-05,3.5582024612131891e-05,2.318487970455831e-08,4.8691206022522201e-09,1.6117523766579904e-08,0.00011868644730451851,1.5917474854220398e-09,1.8494563661148771e-09,1.8565213448118305e-09,0.00010552280499501989,7.2611626744986483e-10,3.677259253537733e-13,4.0953590926600584e-14,2.773055369426487e-13,1.884360972672515e-09,1.0271713980431639e-08,7.1193742347820416e-09,3.9935477179574487e-10,1.0602592122434021e-09,2.0083198222433398e-10,1.0398507652943331e-16
1.4760233502152154e-07,0.47855606308304405,9.3275606508298125e-10,2.0179858523994103e-11,1.3773394050001114e-08,3.2203248771185599e-14,9.2432230994423103e-09,0.0,0.0,5.5622633585405986e-05,2.5361268705764445e-06,154.0,0.0,0.99013035807534722,1.0,18.997950869370872,0.00098337633091417779,1.7662042187535806e-09,0.0019923672455544592,0.0038965678226031151,0.00016810180948893255,0.0018551625548674682,3.3799867164759797e-09,2.2644320282596609e-05,0.00016709117690660494,4.863646532726685e-11,0.00050713602115438656,2.9385609173975376e-07,3.7341083742853784e-05,3.7287986156413329e-05,2.4296410634822477e-08,4.9906211681554033e-09,1.6890236365620108e-08,0.00012643762901495476,1.7838556643573037e-09,2.0817322240467479e-09,2.0898818316078091e-09,0.0001130881137839057,7.7368253982186045e-10,3.7601033178130433e-13,4.3623129231917621e-14,2.9719507630868916e-13,2.0230645799229493e-09,1.1289090993451784e-08,7.8287186546626722e-09,4.4293800692000503e-10,1.1850013604117209e-09,2.3158584513694117e-10,1.1533339828522462e-16
1.5110350911937243e-07,0.4785559372639976,9.5507207170667979e-10,2.1190270731457137e-11,1.4936473438953193e-08,3.5339580141342528e-14,1.0291620437702853e-08,0.0,0.0,5.8094942213187446e-05,2.775020627381721e-06,154.0,0.0,0.98989125562807345,1.0,18.997900401178896,0.0010056057698797144,1.7658097993690294e-09,0.0020345664327534253,0.0039820090333837878,0.00017206722498077243,0.0018945198020195952,3.4540924308995865e-09,2.3140802099402626e-05,0.00017103608895418888,4.9668287247354831e-11,0.00053089032204079942,3.0010920791736515e-07,3.9087137938763297e-05,3.9030674916879983e-05,2.543186716371644e-08,5.1120949960726914e-09,1.7679581657682715e-08,0.00013449899879933061,1.9934541655511507e-09,2.3364818623057496e-09,2.3458505031110142e-09,0.00012098623333669123,8.2315846745236621e-10,3.8425444290573313e-13,4.6399358299659851e-14,3.1796004570880712e-13,2.1680528373612839e-09,1.2378025011068197e-08,8.5882496386003906e-09,4.8999074051645628e-10,1.320536640224527e-09,2.6610446344225722e-10,1.2758511760843099e-16
1.546046832172233e-07,0.4785558113950248,9.772759097708767e-10,2.22240031855888e-11,1.6163520337809519e-08,3.8690913554823611e-14,1.1428471498395585e-08,0.0,0.0,6.0608261189381829e-05,3.0297166928912226e-06,154.0,0.0,0.98965201335866493,1.0,18.997849821198411,0.0010277857764122336,1.7654151224822692e-09,0.0020764651245213281,0.0040670277319615582,0.00017603160754765338,0.0019335964069822843,3.5278312735461728e-09,2.3634826033323364e-05,0.00017498013139614235,5.0692751621286537e-11,0.00055515279838805527,3.063178971466501e-07,4.0869825360461513e-05,4.0809823129545524e-05,2.6591074626872349e-08,5.2335420717190493e-09,1.8485438219529996e-08,0.000142874899388882,2.2216228116957251e-09,2.6152506566904161e-09,2.6259855664163292e-09,0.00012922216870271086,8.7457092583654967e-10,3.9245774073359112e-13,4.9283770566502261e-14,3.3961362394189471e-13,2.3194254394499229e-09,1.3541513828623766e-08,9.4000826080850698e-09,5.406871936065048e-10,1.4674641405399846e-09,3.0473632296049106e-10,1.407855986529919e-16
1.581058573150742e-07,0.47855568547072763,9.9936612645810274e-10,2.328091873433091e-11,1.745605576974024e-08,4.2265712732975615e-14,1.2658683606650293e-08,0.0,0.0,6.3161603349080726e-05,3.3008084590570884e-06,154.0,0.0,0.98941263687653991,1.0,18.997799128109886,0.0010499164441148988,1.7650201980875554e-09,0.002118059981918725,0.0041516186938343556,0.0001799949566596691,0.0019723892597037708,3.6011987137256233e-09,2.4126361729916795e-05,0.00017892330380809846,5.1709776913391801e-11,0.00057992063956874436,3.124816629321894e-07,4.2688883342893991e-05,4.2625159740882529e-05,2.7773856217137195e-08,5.3549623813543343e-09,1.9307683138284863e-08,0.00015156955544558476,2.4694750604421685e-09,2.9196470758749915e-09,2.9319091917104391e-09,0.00013780076434029656,9.2794606284299579e-10,4.0061972122750222e-13,5.2277817839296488e-14,3.6216856733875994e-13,2.477279030129371e-09,1.4782588802304716e-08,1.0266356921894436e-08,5.9520483876464145e-10,1.6263963791040074e-09,3.4785181712911359e-10,1.549810522214266e-16
1.6160703141292507e-07,0.47855555948582773,1.0213413137773146e-09,2.4360878373834096e-11,1.8815568230191519e-08,4.6072488327782264e-14,1.3987286632151068e-08,0.0,0.0,6.575397554243609e-05,3.5888914624709184e-06,154.0,0.0,0.98917313172187926,1.0,18.997748320644249,0.00107199786654334,1.7646250360559532e-09,0.0021593477874993837,0.0042357768398355788,0.00018395727180927097,0.0020108953635095987,3.6741903468627229e-09,2.4615379679660871e-05,0.00018286560578266526,5.2719284560390612e-11,0.00060519100563276751,3.1860002676274141e-07,4.4544046354840796e-05,4.4476410511366117e-05,2.8980033052076068e-08,5.4763559117713681e-09,2.0146192058357826e-08,0.00016058707288749664,2.7381576929197997e-09,3.2513433116918086e-09,3.2653081775164861e-09,0.00014672670372744526,9.8330929448298343e-10,4.0873989438003453e-13,5.5382911063674031e-14,3.8563720873009358e-13,2.6417071924069414e-09,1.6104312967109923e-08,1.1189234541778312e-08,6.5372428875566339e-10,1.7979589173232806e-09,3.9584393272387663e-10,1.7021850676788347e-16
1.6510820551077596e-07,0.4785554334351669,1.0432001080422655e-09,2.5463741299928504e-11,2.0243512848528929e-08,5.0119790318432393e-14,1.5419430783628334e-08,0.0,0.0,6.8384379358358123e-05,3.8945628350667842e-06,154.0,0.0,0.9889335033644967,1.0,18.99769739758284,0.0010940301372040369,1.7642296461332964e-09,0.0022003254454679927,0.004319497236792375,0.00018791855251098745,0.0020491118352465756,3.7468018950680217e-09,2.5101851221777712e-05,0.00018680703692913584,5.3721198975169205e-11,0.0006309610282262721,3.2467252813618952e-07,4.6435046104729719e-05,4.6363298119448341e-05,3.0209424241756986e-08,5.5977226502861797e-09,2.10008392285696e-08,0.00016993143830338193,3.0288504671395426e-09,3.612075865771936e-09,3.6279345726302629e-09,0.00015600450909500851,1.0406853012308516e-09,4.1681778427720585e-13,5.8600420123376455e-14,4.1003145673687041e-13,2.8128004403197578e-09,1.7509779160510624e-08,1.2170898702196035e-08,7.1642918380162981e-10,1.9827899672848549e-09,4.4912892638835136e-10,1.8654577904439504e-16
1.6860937960862684e-07,0.4785553073137074,1.0649411894762313e-09,2.6589364959406755e-11,2.1741310626621606e-08,5.4416200479859248e-14,1.6960384322496331e-08,0.0,0.0,7.1051811841499321e-05,4.2184207610798222e-06,154.0,0.0,0.98869375720277786,1.0,18.997646357757304,0.0011160133495526912,1.7638340379382078e-09,0.0022409899817462204,0.0044027750980777805,0.0001918787983011398,0.0020870359053413107,3.8190292076164966e-09,2.5585748547441076e-05,0.00019074759687319861,5.4715447548318739e-11,0.00065722781151290649,3.3069872457088681e-07,4.8361611646556455e-05,4.8285542265880558e-05,3.1461846956761842e-08,5.7190625847304518e-09,2.1871497549431403e-08,0.00017960651845589387,3.3427657373972891e-09,4.0036460926431883e-09,4.0216062548229442e-09,0.00016563854128067698,1.1000980248910569e-09,4.2485292915174846e-13,6.193167367001592e-14,4.353627953786562e-13,2.9906462132421105e-09,1.9002108153195694e-08,1.3213552585095289e-08,7.8350607764689752e-10,2.1815399917599013e-09,5.0814699101285658e-10,2.0401144443417568e-16
