Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153)
4.472120590791973e-12,0.84095300066632,7.5856647714489321e-17,1.2657559245053932e-23,1.2657369548430726e-23,1.2507489350059948e-36,1.8969441330884459e-28,0.0,0.0,1.5691035788238377e-15,5.996814499046672e-25,154.0,0.0,0.99999996037354388,1.0,18.999999999932847,7.9528389472418168e-09,2.078447594705491e-10,1.5472085476226614e-08,1.5539209300100853e-08,3.8733161942066956e-10,6.7134093774808288e-11,1.191486080532924e-14
4.602351044568894e-12,0.8409530006663009,7.8065484718048716e-17,1.3405465052952443e-23,1.3405258297286601e-23,1.3920069921314401e-36,2.0675339329398655e-28,0.0,0.0,1.6514205923325112e-15,6.4821544145795221e-25,154.0,0.0,0.9999999592198211,1.0,18.999999999928889,8.1844295507013328e-09,2.0892633586704418e-10,1.5920639452269809e-08,1.5991719055763003e-08,4.0336209673854186e-10,7.1090135865409415e-11,1.2261858305219848e-14
4.732581498345816e-12,0.8409530006662812,8.0274313365055657e-17,1.417483624542732e-23,1.4174611437490141e-23,1.5448360426231494e-36,2.248056021519637e-28,0.0,0.0,1.7358049651891379e-15,6.9927326567888166e-25,154.0,0.0,0.99999995806610198,1.0,18.999999999924817,8.4160201450679121e-09,2.0992427261160827e-10,1.636908080751418e-08,1.6444228810380999e-08,4.1947251561114516e-10,7.5158795643332094e-11,1.2608855803869519e-14
4.862811952122737e-12,0.8409530006662612,8.248313365535761e-17,1.4965672741269153e-23,1.4965428859729654e-23,1.7098469797832673e-36,2.4387914219835436e-28,0.0,0.0,1.8222562618429172e-15,7.5291837452330593e-25,154.0,0.0,0.99999995691238619,1.0,18.999999999920639,8.6476107303415497e-09,2.1084507120118204e-10,1.6817409593624243e-08,1.6896738563954839e-08,4.3565666200135045e-10,7.9340021444491435e-11,1.2955853302773346e-14
4.9930424058996586e-12,0.8409530006662406,8.4691945588801992e-17,1.5777974459266947e-23,1.5777710454691985e-23,1.8876662508211239e-36,2.6400211560011894e-28,0.0,0.0,1.9107740469430624e-15,8.0921424791581592e-25,154.0,0.0,0.99999995575867373,1.0,18.999999999916344,8.8792013065222522e-09,2.116946346895208e-10,1.7265625862240812e-08,1.7349248316484548e-08,4.5190889385540541e-10,8.3633761628528735e-11,1.3302850801302462e-14
5.12327285967658e-12,0.8409530006662194,8.6900749165236492e-17,1.6611741318208377e-23,1.6611456113062777e-23,2.078935837671199e-36,2.8520262438859981e-28,0.0,0.0,2.0013578853382452e-15,8.6822439367304817e-25,154.0,0.0,0.99999995460496427,1.0,18.999999999911935,9.1107918736100164e-09,2.1247852615929939e-10,1.7713729664981015e-08,1.7801758067970108e-08,4.6822389405901954e-10,8.8039964578744133e-11,1.3649848296376439e-14
5.2535033134535014e-12,0.8409530006661978,8.9109544384508649e-17,1.7466973236879532e-23,1.7466665725526249e-23,2.2843132658311025e-36,3.0750877044768187e-28,0.0,0.0,2.0940073420769232e-15,9.300123475229625e-25,154.0,0.0,0.99999995345125736,1.0,18.99999999990742,9.3423824316048437e-09,2.1320181160346301e-10,1.8161721053438284e-08,1.8254267818411527e-08,4.8459682060910588e-10,9.2558578702136994e-11,1.3996845792866861e-14
5.383733767230423e-12,0.8409530006661755,9.1318331246466349e-17,1.8343670134065027e-23,1.8343339182765284e-23,2.5044715940453779e-36,3.3094865551891989e-28,0.0,0.0,2.1887219824070673e-15,9.9464167305858747e-25,154.0,0.0,0.9999999522975529,1.0,18.999999999902787,9.5739729805067393e-09,2.1386916925353573e-10,1.8609600079182401e-08,1.8706777567808813e-08,5.0102320211935872e-10,9.7189552429372605e-11,1.4343843290244723e-14
5.513964221007344e-12,0.8409530006661525,9.352710975095738e-17,1.924183192854801e-23,1.9241476375461455e-23,2.7400994113582655e-36,3.5555038120117383e-28,0.0,0.0,2.2855013717761029e-15,1.0621759617198258e-24,154.0,0.0,0.99999995114385087,1.0,18.999999999898041,9.8055635203156982e-09,2.1448491096075689e-10,1.9057366793759472e-08,1.9159287316161961e-08,5.1749891738447059e-10,1.0193283421477569e-10,1.4690840782639335e-14
5.774425128561186e-12,0.8409530006661053,9.7944641686931207e-17,2.1102549884531684e-23,2.1102141529944779e-23,3.2605954767777936e-36,4.0835176008448537e-28,0.0,0.0,2.4852526604168809e-15,1.2062139331654893e-24,154.0,0.0,0.99999994883645293,1.0,18.999999999888221,1.0268744572654824e-08,2.1557726045560815e-10,1.9952563495478758e-08,2.0064306809735875e-08,5.5058333005142615e-10,1.1175611589556669e-10,1.538483576606801e-14
6.004590662205194e-12,0.840953000666062,1.0184832288684282e-16,2.2818298935954874e-23,2.2817839780073269e-23,3.7790575779358145e-36,4.5915294838956111e-28,0.0,0.0,2.6686396618279406e-15,1.3437885772460201e-24,154.0,0.0,0.99999994679744486,1.0,18.999999999879165,1.0678050933451928e-08,2.1640658780584339e-10,2.0743262460097282e-08,2.0864059431914775e-08,5.7994950096454729e-10,1.2081019943858071e-10,1.5998109091254828e-14
6.22460703333606e-12,0.840953000666019,1.0557984663236041e-16,2.452106904206837e-23,2.4520557543302962e-23,4.3299873364894886e-36,5.1149573138395653e-28,0.0,0.0,2.8499633321038412e-15,1.4846609939687196e-24,154.0,0.0,0.99999994484835142,1.0,18.999999999870184,1.1069308880053812e-08,2.1709633267452981e-10,2.1498768268421709e-08,2.1628546912931805e-08,6.081192273903937e-10,1.2979227330698168e-10,1.6584340085531803e-14
6.4446234044669256e-12,0.840953000665974,1.0931134652117182e-16,2.6285102829639247e-23,2.6284535153985962e-23,4.9388331925029243e-36,5.6767251938349741e-28,0.0,0.0,3.0371722210533131e-15,1.6349986154420189e-24,154.0,0.0,0.99999994289926197,1.0,18.999999999860883,1.1460566800702632e-08,2.1769837189340361e-10,2.2253954466166995e-08,2.2393034390968685e-08,6.3637278155637912e-10,1.3909394888918063e-10,1.7170571079033648e-14
6.6646397755977915e-12,0.8409530006659278,1.1304282255254656e-16,2.8110399906984253e-23,2.8109772084938512e-23,5.60949897567443e-36,6.278188129684054e-28,0.0,0.0,3.2302642407505595e-15,1.7951091226871729e-24,154.0,0.0,0.99999994095017597,1.0,18.999999999851262,1.1851824695398389e-08,2.1822386295142481e-10,2.3008821301000404e-08,2.3157521866025422e-08,6.6469949929526697e-10,1.4871497852000305e-10,1.7756802070306467e-14
6.8846561467286575e-12,0.8409530006658802,1.1677427472575491e-16,2.9996959882408146e-23,2.9996267808966014e-23,6.3460146943775186e-36,6.920701115557454e-28,0.0,0.0,3.4292373048877157e-15,1.9653004216043317e-24,154.0,0.0,0.99999993900109307,1.0,18.999999999841322,1.2243082564141086e-08,2.1868254363797935e-10,2.3763369020397282e-08,2.3922009338102019e-08,6.9309007336822438e-10,1.5865511472619285e-10,1.8343033059268733e-14
7.1046725178595234e-12,0.8409530006658309,1.205057030400677e-16,3.1944782364203713e-23,3.1944021798863064e-23,7.1525364749706525e-36,7.6056191339934058e-28,0.0,0.0,3.6340893287736076e-15,2.1458806426195116e-24,154.0,0.0,0.99999993705201262,1.0,18.999999999831061,1.2634340406930723e-08,2.1908290890192231e-10,2.4517597871641202e-08,2.4686496807198476e-08,7.2153638442549597e-10,1.6891411022626553e-10,1.8929264045950619e-14
7.324688888990389e-12,0.8409530006657798,1.2423710749475669e-16,3.395386696065176e-23,3.3953033527413441e-23,8.0333465002086201e-36,8.334297155896804e-28,0.0,0.0,3.8448182293324923e-15,2.3371581403265848e-24,154.0,0.0,0.99999993510293439,1.0,18.999999999820481,1.3025598223767307e-08,2.1943237155233229e-10,2.5271508101824112e-08,2.5450984273314807e-08,7.5003134741093777e-10,1.7949171793035805e-10,1.9515495030346032e-14
7.544705260121254e-12,0.8409530006657276,1.2796848808909407e-16,3.6024213280021147e-23,3.6023302467390165e-23,8.9928529531782384e-36,9.1080901405388057e-28,0.0,0.0,4.0614219251028991e-15,2.5394414931617549e-24,154.0,0.0,0.99999993315385827,1.0,18.999999999809582,1.3416856014650837e-08,2.197373908831039e-10,2.6025099957846468e-08,2.6215471736451004e-08,7.7856878862448438e-10,1.9038769094009265e-10,2.0101726012454775e-14
7.764721631252119e-12,0.8409530006656738,1.3169984482235296e-16,3.8155820930568794e-23,3.8154828091555439e-23,1.0035589945849115e-35,9.9283530355566168e-28,0.0,0.0,4.2838983362361769e-15,2.7530395029890571e-24,154.0,0.0,0.99999993120478381,1.0,18.999999999798369,1.3808113779581318e-08,2.2000361742873089e-10,2.6778373686417438e-08,2.6979959196607065e-08,8.0714330736665638e-10,2.0160178254840292e-10,2.0687956992280327e-14
8.20475437351385e-12,0.8409530006655614,1.3916248670273055e-16,4.2602818658166829e-23,4.2601647283446755e-23,1.2389521310578942e-35,1.1713708289097927e-27,0.0,0.0,4.7464609932539669e-15,3.2154158162925423e-24,154.0,0.0,0.99999992730663956,1.0,18.999999999774985,1.4590629231583141e-08,2.2043874590808449e-10,2.8283967747085991e-08,2.8508934107978803e-08,8.6438536614325582e-10,2.2498333568823322e-10,2.1860418945065709e-14
8.565881582261813e-12,0.8409530006654645,1.452868756250696e-16,4.643546254736689e-23,4.643412959810062e-23,1.4611282238046435e-35,1.332945230940916e-27,0.0,0.0,5.143610287133987e-15,3.6313547890947145e-24,154.0,0.0,0.99999992410750405,1.0,18.999999999754845,1.523282595858791e-08,2.2071723198440218e-10,2.9518634000633634e-08,2.9763737182932839e-08,9.1143806710311278e-10,2.4512071604004211e-10,2.282263804537643e-14
8.927008791009775e-12,0.8409530006653638,1.5141120025469751e-16,5.0433144441920054e-23,5.0431635704535177e-23,1.7118453074910273e-35,1.5087332099931418e-27,0.0,0.0,5.5565551943670438e-15,4.0816456093206019e-24,154.0,0.0,0.99999992090837098,1.0,18.999999999733848,1.5875022615673123e-08,2.2094002346892172e-10,3.0752446271589236e-08,3.1018540249858189e-08,9.5854399999897586e-10,2.6611205515963544e-10,2.3784857139541874e-14
9.288135999757737e-12,0.8409530006652587,1.5753546058841785e-16,5.4595862609236925e-23,5.4594163271038521e-23,1.9934397997253795e-35,1.6993338889654425e-27,0.0,0.0,5.9852865603350234e-15,4.5676596476241471e-24,154.0,0.0,0.99999991770923979,1.0,18.999999999712006,1.651721920283879e-08,2.211182953595404e-10,3.1985405645862515e-08,3.2273343308754813e-08,1.0056924839288183e-09,2.879562671464574e-10,2.474707622752669e-14
9.6492632085057e-12,0.8409530006651497,1.6365965662303932e-16,5.8923615316642004e-23,5.8921709965821041e-23,2.308339202856675e-35,1.9053463823114851e-27,0.0,0.0,6.4297952420609912e-15,5.0907698780878149e-24,154.0,0.0,0.99999991451011072,1.0,18.999999999689308,1.7159415720084922e-08,2.2126092610212925e-10,3.3217513207982283e-08,3.3528146359622768e-08,1.052875033001961e-09,3.1065226748082541e-10,2.5709295309341034e-14
1e-11,0.8409530006650365,1.6960758462989787e-16,6.328482774463516e-23,6.3282706987585825e-23,2.648446695585495e-35,2.1207524907717136e-27,0.0,0.0,6.8766087070792423e-15,5.6356428134563378e-24,154.0,0.0,0.99999991140302857,1.0,18.99999999966645,1.7783134776253753e-08,2.2137209019785037e-10,3.4413355973781914e-08,3.4746845982863806e-08,1.0987261901253174e-09,3.3350960669476323e-10,2.6643829244144794e-14
1.0010390417253662e-11,0.8409530006650365,1.6978378835537559e-16,6.3416400831373816e-23,6.3414273457015755e-23,2.6590620292116193e-35,2.127369796039306e-27,0.0,0.0,6.8900721081938382e-15,5.6523508739130591e-24,154.0,0.0,0.99999991131098265,1.0,18.999999999665761,1.7801612167411517e-08,2.2137503085674082e-10,3.4448770041098302e-08,3.4782949402462002e-08,1.1000848466509123e-09,3.3419897302210877e-10,2.6671514385040304e-14
1.0371517626001624e-11,0.8409530006649193,1.7590785578224534e-16,6.8074217420585123e-23,6.8071851412678204e-23,3.0482177298483068e-35,2.3660032277110036e-27,0.0,0.0,7.3661080389936293e-15,6.2537788033216444e-24,154.0,0.0,0.9999999081118558,1.0,18.999999999641364,1.8443808544818594e-08,2.2146630402407424e-10,3.5679177226983017e-08,3.6037752437272535e-08,1.1473164822495048e-09,3.585953020069912e-10,2.7633733454562509e-14
1.0732644834749586e-11,0.840953000664798,1.8203185890047232e-16,7.2897063351342968e-23,7.2894441500786817e-23,3.4785066218219463e-35,2.6218457664424193e-27,0.0,0.0,7.8578939263166614e-15,6.896431425374752e-24,154.0,0.0,0.99999990491272994,1.0,18.999999999616119,1.9086004852306158e-08,2.2153932330769234e-10,3.6908735846033298e-08,3.7292555464054361e-08,1.1945655644946097e-09,3.838401740476973e-10,2.8595952517865932e-14
