Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153)
4.0358978710280647e-17,0.8409530006666426,6.8461830008131119e-22,1.375167850840518e-33,1.3751477246042757e-33,4.314174791291902e-52,3.1904082561318517e-43,0.0,0.0,3.1043383684028755e-21,1.9191006126217664e-35,154.0,0.0,0.99999999999964229,1.0,19.0,7.1771023974180152e-14,5.5328218211559277e-15,1.4023483056367797e-13,1.4023483475897148e-13,8.7970339808802113e-20,7.331651320747552e-21,6.9253144719085116e-21
8.075302169398465e-17,0.8409530006666426,1.3698314021327386e-21,5.5042149037236694e-33,5.5041746318494069e-33,3.4549765296090895e-51,2.5542665075628044e-42,0.0,0.0,6.2116408855508151e-21,7.6816873277384719e-35,154.0,0.0,0.99999999999928424,1.0,19.0,1.4360440331120324e-13,1.1070266377451226e-14,2.8059148383629011e-13,2.8059149451013246e-13,3.5210559385151226e-19,2.9345709731084987e-20,2.62533396292075e-20
1.6154110766139266e-16,0.8409530006666428,2.7402576030218328e-21,2.2023948583700442e-32,2.2023868007132963e-32,2.7656020500219473e-50,2.044189496349705e-41,0.0,0.0,1.2427047475760648e-20,3.0739024364766114e-34,154.0,0.0,0.99999999999856803,1.0,19.0,2.8727116198175005e-13,2.2144602578668279e-14,5.6130474633309275e-13,5.61304784013268e-13,1.4088408210552452e-18,1.1742104438180046e-19,9.4908174037700164e-20
3.2311727959620864e-16,0.8409530006666428,5.4811099919449799e-21,8.8109974085502346e-32,8.8109812792199341e-32,2.2133948492551196e-49,1.6356621754359599e-40,0.0,0.0,2.4861066878990518e-20,1.2299427000998528e-33,154.0,0.0,0.99999999999713574,1.0,19.0,5.7460467930884648e-13,4.4291063556428988e-14,1.1227310951331127e-12,1.1227312778696436e-12,5.6359590946047163e-18,4.6976048469792636e-19,3.1736613053720682e-19
6.462696234658407e-16,0.8409530006666426,1.09628147183711e-20,3.5246825641655114e-31,3.5246793283093791e-31,1.7715047772851361e-48,1.3086539783618686e-39,0.0,0.0,4.9741930569926151e-20,4.9216238478000578e-33,154.0,0.0,0.99999999999427103,1.0,19.0,1.14927171390705e-12,8.8575141579470384e-14,2.2455830879596123e-12,2.2455840782822912e-12,2.25430987967549e-17,1.8791936469461314e-18,9.4957571306681801e-19
1.2925743112051046e-15,0.8409530006666426,2.192622396554263e-20,1.4099297364688399e-30,1.4099290814277072e-30,1.4181971246670183e-47,1.0469728699862785e-38,0.0,0.0,9.9554957435581526e-20,1.9698918064862915e-32,154.0,0.0,0.99999999998854172,1.0,19.0,2.298605782879502e-12,1.771079360197005e-13,4.4912842545248745e-12,4.4912893949802803e-12,9.0155491241103429e-17,7.5170706783783584e-18,2.4980964530634853e-18
2.5851836866836328e-15,0.8409530006666426,4.3853041637162699e-20,5.6398322787774609e-30,5.6398309058573532e-30,1.1360394008463747e-46,8.3759815453792131e-38,0.0,0.0,1.9938620866907532e-19,7.8890250155631136e-32,154.0,0.0,0.999999999977083,1.0,19.0,4.5972739199285812e-12,3.5403219137909873e-13,8.9826753113557979e-12,8.9826997623845808e-12,3.6046481785151515e-16,3.0068816212996031e-17,5.861026678699738e-18
3.877793062162161e-15,0.8409530006666426,6.577985848605963e-20,1.1984714323933388e-29,1.1984712150682033e-29,3.3750870855087446e-46,2.3950217865985259e-37,0.0,0.0,2.9942265697180088e-19,1.6777937516819058e-31,154.0,0.0,0.99999999996562428,1.0,19.0,6.8959420560818367e-12,5.308152260296648e-13,1.3474055091938477e-11,1.3474110067475078e-11,7.6575086187913325e-16,6.3896501863610736e-17,9.2861677747108713e-18
5.170402437640689e-15,0.8409530006666425,8.7706674512233269e-20,2.0444575792579872e-29,2.0444572709060661e-29,7.3598136071524188e-46,5.0518115607546081e-37,0.0,0.0,3.9966430191080886e-19,2.8642734278473003e-31,154.0,0.0,0.99999999995416555,1.0,19.0,9.194610191339267e-12,7.0745715269358226e-13,1.796542359632427e-11,1.7965520357906962e-11,1.305905885084667e-15,1.0900007627470022e-16,1.2725864554044094e-17
7.755621188597745e-15,0.8409530006666426,1.3156030463369888e-19,4.2328025702101115e-29,4.232802045477415e-29,2.1397250315369567e-45,1.379811145814768e-36,0.0,0.0,6.0062917438810139e-19,5.9375494915162461e-31,154.0,0.0,0.99999999993124822,1.0,19.0,1.3791946459751688e-11,1.0604101835323359e-12,2.6948134140711442e-11,2.694834093198331e-11,2.702411296836027e-15,2.2567088635116733e-16,1.9611803957489765e-17
1.0340839939554802e-14,0.8409530006666426,1.7541393172971624e-19,7.1989008614680205e-29,7.1989000570954417e-29,4.6856110763506171e-45,2.8870322403074489e-36,0.0,0.0,8.0234862448528753e-19,1.0110238016879471e-30,154.0,0.0,0.99999999990833088,1.0,19.0,1.8389282724869841e-11,1.4128452450671703e-12,3.5930803218927544e-11,3.5931161503112287e-11,4.5939843013046329e-15,3.838067344122027e-16,2.6500312216574715e-17
1.2926058690511858e-14,0.8409530006666425,2.1926755558418096e-19,1.0998306207153069e-28,1.0998305036992022e-28,8.8028948939281431e-45,5.2557391814265158e-36,0.0,0.0,1.0048765477099299e-18,1.5464949439596486e-30,154.0,0.0,0.99999999988541355,1.0,19.0,2.2986618986458429e-11,1.7647260909291845e-12,4.4913427869446476e-11,4.4913982073586337e-11,7.0152686552823652e-15,5.8636906562202173e-16,3.3389069851427601e-17
1.809649619242597e-14,0.8409530006666425,3.0697479336482978e-19,2.1149381208636549e-28,2.114937891854105e-28,2.4169729067734534e-44,1.3876728388570102e-35,0.0,0.0,1.4124085775134721e-18,2.9822344468457754e-30,154.0,0.0,0.9999999998395791,1.0,19.0,3.2181291498825195e-11,2.4667954023838284e-12,6.2878541099029389e-11,6.2879623213950746e-11,1.347539002424167e-14,1.127561464701943e-15,4.7165926690149112e-17
2.8437371196254195e-14,0.8409530006666426,4.8238922945585643e-19,5.1598146562600676e-28,5.159813977858622e-28,9.6686345061558493e-44,5.3659208068420093e-35,0.0,0.0,2.2373166801243072e-18,7.3197522194976025e-30,154.0,0.0,0.99999999974791032,1.0,19.0,5.0570636480581562e-11,3.864234728798698e-12,9.880822661456202e-11,9.8810905490282e-11,3.2798723761712433e-14,2.7508751139240465e-15,7.4719099831351866e-17
3.877824620008242e-14,0.8409530006666426,6.5780361287455359e-19,9.5587361485329802e-28,9.5587346234677657e-28,2.4351810331771419e-43,1.3316887579282551e-34,0.0,0.0,3.0753613064717864e-18,1.3635100004788395e-29,154.0,0.0,0.99999999965624209,1.0,19.0,6.8959981404985775e-11,5.2527729751968215e-12,1.3473719026981477e-10,1.3474218776007946e-10,6.0629581443726064e-14,5.0960293167969268e-15,1.0227221699749684e-16
5.945999620773886e-14,0.8409530006666426,1.0086322217421804e-18,2.241748773009328e-27,2.2417482596870941e-27,9.0255891575395772e-43,4.8367117708662883e-34,0.0,0.0,4.7908471143629436e-18,3.2358196084913774e-29,154.0,0.0,0.99999999947290652,1.0,18.999999999999989,1.0573867108178964e-10,8.0034441898935017e-12,2.065929527872593e-10,2.0660475227986523e-10,1.4152908090086168e-13,1.1951071623830489e-14,1.5737849721098989e-16
7.807357121462967e-14,0.8409530006666426,1.3243777896367196e-18,3.8619810519918519e-27,3.8619799387722817e-27,2.0292169844180872e-42,1.0742864514383902e-33,0.0,0.0,6.3796956371097768e-18,5.6280689656068435e-29,154.0,0.0,0.99999999930790595,1.0,18.999999999999979,1.3883949159482745e-10,1.0449171794080423e-11,2.7126067128861079e-10,2.7128106032514075e-10,2.4289414787080561e-13,2.0588306607711209e-14,2.0697415105871504e-16
9.668714622152048e-14,0.8409530006666422,1.6401231869274886e-18,5.9207798214375631e-27,5.9207777589984592e-27,3.8477072722481159e-42,2.0142239341480238e-33,0.0,0.0,8.0110891056723768e-18,8.7099463041830175e-29,154.0,0.0,0.99999999914290638,1.0,18.999999999999972,1.7194031192210515e-10,1.2866945134589354e-11,3.3592605213956286e-10,3.3595736834907299e-10,3.7097749700825092e-13,3.1563128102659801e-14,2.5656980483057973e-16
1.153007212284113e-13,0.8409530006666422,1.9558684136152474e-18,8.4181417881424848e-27,8.418138349015005e-27,6.5290903685001317e-42,3.3816302744449931e-33,0.0,0.0,9.6850259917811064e-18,1.2498811056066255e-28,154.0,0.0,0.99999999897790837,1.0,18.999999999999957,2.0504113206362405e-10,1.5257068693591872e-11,4.0058909550244952e-10,4.0063367635166205e-10,5.2548810863934455e-13,4.4875373776771814e-14,3.0616545854709608e-16
1.339142962353021e-13,0.8409530006666425,2.2716134697000929e-18,1.1354065311750559e-26,1.1354059987015381e-26,1.0257574584380714e-41,5.2579559550661619e-33,0.0,0.0,1.1401504876502948e-17,1.7012760149978296e-28,154.0,0.0,0.99999999881291146,1.0,18.99999999999994,2.3814195201938483e-10,1.7619856309139161e-11,4.6524980153690329e-10,4.653099843329081e-10,7.0612602087525486e-13,6.0524883998951353e-14,3.5576111232812963e-16
1.7114144624908372e-13,0.8409530006666421,2.9031030700597539e-18,1.8541595336728563e-26,1.8541584421750029e-26,2.1553100509910576e-41,1.0829635332088611e-32,0.0,0.0,1.4962083957454426e-17,2.8280861721179745e-28,154.0,0.0,0.9999999984829212,1.0,18.999999999999904,3.0434359137363259e-10,2.226453153915866e-11,5.9456420217091841e-10,5.9466260023137213e-10,1.1447248998826334e-12,9.8835147686687181e-14,4.5495241988622889e-16
2.0836859626286534e-13,0.8409530006666417,3.5345919880037342e-18,2.7483365801727538e-26,2.748334631756918e-26,3.9321454675378507e-41,1.9380251290327242e-32,0.0,0.0,1.8692815883877328e-17,4.2658924418267128e-28,154.0,0.0,0.99999999815293539,1.0,18.999999999999854,3.7054522998484965e-10,2.6803419687996999e-11,7.238692552692327e-10,7.2401521604446641e-10,1.6844335457144554e-12,1.4649269155339152e-13,5.5414372737002362e-16
2.4559574627664696e-13,0.8409530006666417,4.1660802235286104e-18,3.8179373746473615e-26,3.8179342026944992e-26,6.5335819118677697e-41,3.1597057814295329e-32,0.0,0.0,2.2593689741648228e-17,6.0299700746796048e-28,154.0,0.0,0.99999999782295423,1.0,18.999999999999801,4.3674686785303662e-10,3.1239051685179843e-11,8.5316496212044012e-10,8.5336783177219235e-10,2.3228329323853542e-12,2.0349622701715791e-13,6.5333503473459691e-16
2.9268691623929603e-13,0.8409530006666411,4.9648919355147461e-18,5.4222528858817205e-26,5.4222475366314682e-26,1.130029616917079e-40,5.3346549412099768e-32,0.0,0.0,2.7771893700121691e-17,8.7520752236883213e-28,154.0,0.0,0.99999999740554502,1.0,18.999999999999716,5.2048984951767231e-10,3.6705771366316382e-11,1.0167065639210779e-09,1.0169948084690359e-09,3.2682264523713496e-12,2.8899062008086234e-13,7.7880890823060878e-16
3.397780862019451e-13,0.8409530006666408,5.7637025555176107e-18,7.3072712689860967e-26,7.3072629162253843e-26,1.808512486007085e-40,8.3358172047023601e-32,0.0,0.0,3.3222311840867188e-17,1.204952530039579e-27,154.0,0.0,0.99999999698814257,1.0,18.999999999999616,6.0423282999335276e-10,4.2015667437294931e-11,1.1802332148367126e-09,1.1806217850292816e-09,4.3635097174793798e-12,3.8943548933626475e-13,9.0428278167587846e-16
3.868692561645942e-13,0.8409530006666402,6.5625120835297132e-18,9.472992167675047e-26,9.4729798517299937e-26,2.7306017170865758e-40,1.2296653386286331e-31,0.0,0.0,3.8944923190921863e-17,1.595199785747356e-27,154.0,0.0,0.99999999657074701,1.0,18.999999999999503,6.8797580928007843e-10,4.7173273159141226e-11,1.3437449173569323e-09,1.3442487614529316e-09,5.6043499021177164e-12,5.0482834521926061e-13,1.0297566549824699e-15
4.3396042612724325e-13,0.8409530006666396,7.3613205195438019e-18,1.1919415187832871e-25,1.1919397816960331e-25,3.9407787071362341e-40,1.7349232759523189e-31,0.0,0.0,4.4939706959562185e-17,2.0488866833713641e-27,154.0,0.0,0.99999999615335788,1.0,18.999999999999368,7.7171878737785006e-10,5.2182931122983798e-11,1.5072416739471221e-09,1.5078757377399887e-09,6.9865964202359507e-12,6.3516672236730134e-13,1.1552305281288666e-15
4.810515960898924e-13,0.8409530006666388,8.1601278635524845e-18,1.4646539953088786e-25,1.4646516302334824e-25,5.486208840774979e-40,2.3626766121754014e-31,0.0,0.0,5.1206642199946744e-17,2.5689764279548851e-27,154.0,0.0,0.99999999573597509,1.0,18.999999999999222,8.5546176428666815e-10,5.7048907189287748e-11,1.6707234870924856e-09,1.6715027138904541e-09,8.5061720238465607e-12,7.8044813559960435e-13,1.2807044012072342e-15
5.281427660525414e-13,0.8409530006666381,8.9589341155484886e-18,1.7654366069598141e-25,1.7654334781585101e-25,7.4168793712040684e-40,3.1261677213376611e-31,0.0,0.0,5.7745708073725851e-17,3.1584152978931387e-27,154.0,0.0,0.99999999531859862,1.0,18.999999999999062,9.3920474000653312e-10,6.1775306654337873e-11,1.8341903592641385e-09,1.8351296899043303e-09,1.0159152929892838e-11,9.4067011382394794e-13,1.4061782742460218e-15
5.752339360151904e-13,0.8409530006666374,9.7577392755244603e-18,2.0942893154093243e-25,2.0942852738482596e-25,9.7847149624646212e-40,4.0386926887566627e-31,0.0,0.0,6.4556883672136805e-17,3.8201618404300775e-27,154.0,0.0,0.99999999490122804,1.0,18.999999999998888,1.0229477145374461e-09,6.6366170434531041e-11,1.9976422929422965e-09,1.9987566657816188e-09,1.194167688868762e-11,1.1158301768466121e-12,1.5316521471130822e-15
6.223251059778394e-13,0.8409530006666363,1.0556543343473053e-17,2.4512120824485348e-25,2.451206965792421e-25,1.2645193899228341e-39,5.113552953916654e-31,0.0,0.0,7.1640148083808644e-17,4.557176450093478e-27,154.0,0.0,0.99999999448386323,1.0,18.9999999999987,1.1066906878794067e-09,7.0825387736370885e-11,2.1610792906075692e-09,2.1623836415223219e-09,1.3850026652674456e-11,1.3059258440818542e-12,1.6571260198899887e-15
6.694162759404885e-13,0.8409530006666354,1.1355346319386921e-17,2.8362048697094777e-25,2.8361985023318746e-25,1.6056887668891212e-39,6.3640396679281726e-31,0.0,0.0,7.89954804157084e-17,5.372417814368179e-27,154.0,0.0,0.99999999406650419,1.0,18.99999999999849,1.1904336600324155e-09,7.5156714515829874e-11,2.3245013547382734e-09,2.3260106171264422e-09,1.5880612333235331e-11,1.5109546372355334e-12,1.782599892564931e-15
7.635986158657866e-13,0.840953000666633,1.2952948995081149e-17,3.6904003513174967e-25,3.6903909024639942e-25,2.4779935368111143e-39,9.4450460479433404e-31,0.0,0.0,9.4522265299062609e-17,7.2494152921542727e-27,154.0,0.0,0.99999999323180244,1.0,18.999999999998035,1.357919600771582e-09,8.3450261586018905e-11,2.6513006923054786e-09,2.6532645679249391e-09,2.02945703519253e-11,1.9658016918841365e-12,2.0335476375995106e-15
8.483627217985549e-13,0.8409530006666307,1.4390787668373635e-17,4.5551753685274929e-25,4.5551624124102876e-25,3.5154811024312711e-39,1.2951887222701878e-30,0.0,0.0,1.094266345112498e-16,9.2359298812253641e-27,154.0,0.0,0.99999999248058857,1.0,18.999999999997577,1.5086569433706221e-09,9.0512729293785742e-11,2.9453690482745474e-09,2.947793123176489e-09,2.4651095199103028e-11,2.4262104851274403e-12,2.2594006077708647e-15
9.331268277313232e-13,0.8409530006666285,1.5828622803359587e-17,5.5108966539507071e-25,5.5108794148980346e-25,4.8343008100996397e-39,1.7234400207133703e-30,0.0,0.0,1.2521217909541443e-16,1.1521920541677343e-26,154.0,0.0,0.99999999172939069,1.0,18.999999999997062,1.6593942821174668e-09,9.7214742450760614e-11,3.2393890581055809e-09,3.2423216779855344e-09,2.9352137305567679e-11,2.9349640927289243e-12,2.4852535776043253e-15
1e-12,0.8409530006666259,1.6962975416045894e-17,6.3290746416446517e-25,6.3290534254303363e-25,6.1017756773978321e-39,2.1211228577885179e-30,0.0,0.0,1.3828765335502053e-16,1.3548074812359568e-26,154.0,0.0,0.99999999113675675,1.0,18.999999999996628,1.7783158902674176e-09,1.0225992117628433e-10,3.4713169418644188e-09,3.474684876306103e-09,3.3292490079116166e-11,3.370442627418329e-12,2.6634363634963333e-15
1.0178909336640914e-12,0.8409530006666259,1.7266454399996261e-17,6.5575639838060123e-25,6.5575416086445375e-25,6.4780226126656802e-39,2.2370086581305291e-30,0.0,0.0,1.4187877734276772e-16,1.4124657031417108e-26,154.0,0.0,0.9999999909782078,1.0,18.999999999996508,1.8101316170121182e-09,1.0357470119810755e-10,3.5333607362355629e-09,3.536850232352085e-09,3.4380110081428494e-11,3.4920480778371507e-12,2.7111065470976922e-15
1.1874191455296281e-12,0.8409530006666196,2.0142106978050825e-17,8.9237358816535736e-25,8.9237003647487087e-25,1.0928540084703281e-38,3.5510985298612078e-30,0.0,0.0,1.778546481724418e-16,2.0349472499275733e-26,154.0,0.0,0.99999998947588464,1.0,18.999999999995246,2.1116062752448512e-09,1.153375050127486e-10,4.1211591551188678e-09,4.1259073397577366e-09,4.5350851077148845e-11,4.7511494545974514e-12,3.1628124850663627e-15
1.3321196497262072e-12,0.8409530006666138,2.2596603933197151e-17,1.123114581154671e-24,1.1231095666181089e-24,1.6207720508984004e-38,5.0138725328259491e-30,0.0,0.0,2.113484890733951e-16,2.6823592110528862e-26,154.0,0.0,0.99999998819362035,1.0,18.999999999994017,2.3689294222440255e-09,1.2444751487726735e-10,4.6227206538018227e-09,4.6286959863603016e-09,5.5603893710787271e-11,5.97864697867161e-12,3.5483652852254251e-15
1.4768201539227864e-12,0.8409530006666073,2.5051090576376977e-17,1.3803585659385934e-24,1.3803517336150503e-24,2.314291549119843e-38,6.8315874682192033e-30,0.0,0.0,2.474082093392918e-16,3.4457865891240643e-26,154.0,0.0,0.99999998691139069,1.0,18.999999999992646,2.6262525580172521e-09,1.3277826920291033e-10,5.1241415031581083e-09,5.1314846316734673e-09,6.6601737539660059e-11,7.3467899741423672e-12,3.9339180843953722e-15
1.6070506076997076e-12,0.8409530006666006,2.726011973833205e-17,1.6345381181974161e-24,1.6345293145263699e-24,3.1049286937470751e-38,8.8028701566870923e-30,0.0,0.0,2.8205528491838421e-16,4.2391777557501705e-26,154.0,0.0,0.99999998575741078,1.0,18.999999999991296,2.857843370614977e-09,1.3966480568203325e-10,5.5753000716566265e-09,5.5839944113529046e-09,7.7083918081119386e-11,8.6983112964753033e-12,4.280915602803159e-15
1.7372810614766288e-12,0.8409530006665938,2.9469140547267731e-17,1.9101849224404005e-24,1.9101738005855018e-24,4.0777455080605711e-38,1.1120989224089199e-29,0.0,0.0,3.1877979286841733e-16,5.1397900829437131e-26,154.0,0.0,0.99999998460345463,1.0,18.999999999989829,3.0894341741196969e-09,1.4601881814370245e-10,6.026344824505954e-09,6.0365041899879751e-09,8.80750773881901e-11,1.0163645146207937e-11,4.6279131204102173e-15
1.86751151525355e-12,0.8409530006665861,3.1678153003029486e-17,2.2072988974903597e-24,2.2072850825097947e-24,5.2579488548191355e-38,1.3814050139133172e-29,0.0,0.0,3.5758129301955834e-16,6.1539037335848766e-26,154.0,0.0,0.99999998344952012,1.0,18.999999999988248,3.3210249685314175e-09,1.5188146281498986e-10,6.4772758139185274e-09,6.4890139675786995e-09,9.9535878931847057e-11,1.1742739311362448e-11,4.9749106372159056e-15
1.997741969030471e-12,0.8409530006665781,3.3887157105462836e-17,2.5258799621704794e-24,2.5258630510169977e-24,6.6723101953348605e-38,1.6910158342079501e-29,0.0,0.0,3.9845934540224169e-16,7.2878017503064699e-26,154.0,0.0,0.99999998229560572,1.0,18.999999999986553,3.5526157538501432e-09,1.572907598630205e-10,6.9280930920830411e-09,6.9415237441250959e-09,1.1142998358399088e-10,1.3435541603703082e-11,5.3219081532206359e-15
2.127972422807392e-12,0.8409530006665691,3.6096152854413425e-17,2.8659280353026085e-24,2.8659075968236566e-24,8.3491657993994543e-38,2.0437419141770295e-29,0.0,0.0,4.4141351024860159e-16,8.5477700317877069e-26,154.0,0.0,0.99999998114170985,1.0,18.999999999984745,3.7842065300758791e-09,1.6228174747491762e-10,7.3787967111642656e-09,7.3940335196271818e-09,1.2372390235005589e-10,1.5241999858918348e-11,5.6689056684250913e-15
2.258202876584313e-12,0.8409530006665602,3.8305140249726954e-17,3.2274430357076142e-24,3.227418610645445e-24,1.0318415969704617e-37,2.4423937735919206e-29,0.0,0.0,4.8644334799204899e-16,9.9400973334823252e-26,154.0,0.0,0.99999997998783108,1.0,18.999999999982823,4.015797297208632e-09,1.6688678264711766e-10,7.829386723303095e-09,7.8465432940849711e-09,1.3638670887891509e-10,1.7162061936568495e-11,6.0159031828284568e-15
2.388433330361234e-12,0.8409530006665502,4.0514119291249222e-17,3.6104248822046522e-24,3.61039598319648e-24,1.2611524921614547e-37,2.8897819166605732e-29,0.0,0.0,5.3354841926785223e-16,1.1471075256291804e-25,154.0,0.0,0.99999997883396807,1.0,18.999999999980787,4.2473880552484034e-09,1.7113567723879714e-10,8.2798631806164746e-09,8.2990530674984814e-09,1.4938990942497451e-10,1.9195675720159471e-11,6.3629006964304004e-15
2.518663784138155e-12,0.8409530006665401,4.2723089978826103e-17,4.0148734936110393e-24,4.0148396051892079e-24,1.5261520137767914e-37,3.3887168312362669e-29,0.0,0.0,5.8272828491311419e-16,1.3146998241013791e-25,154.0,0.0,0.99999997768011961,1.0,18.999999999978638,4.4789788041951968e-09,1.7505597628413899e-10,8.7302261351974172e-09,8.7515628398677257e-09,1.6270717684131832e-10,2.1342789117141307e-11,6.7098982092321559e-15
2.648894237915076e-12,0.8409530006665292,4.4932052312303549e-17,4.4407887887424397e-24,4.4407493673345715e-24,1.8302992020890639e-37,3.9420089899392049e-29,0.0,0.0,6.3398250596654881e-16,1.4974163568930718e-25,154.0,0.0,0.99999997652628458,1.0,18.999999999976382,4.7105695440490179e-09,1.786730797370556e-10,9.1804756391149934e-09,9.2040726111927124e-09,1.7631423421785524e-10,2.3603350058880186e-11,7.0568957212334423e-15
2.779124691691997e-12,0.8409530006665178,4.7141006291527627e-17,4.8881706864131467e-24,4.8881251603422789e-24,2.1772093168197364e-37,4.5524688518474499e-29,0.0,0.0,6.873106436681047e-16,1.6958871361614703e-25,154.0,0.0,0.99999997537246177,1.0,18.999999999974008,4.9421602748098675e-09,1.8201047769764114e-10,9.6306117444144264e-09,9.6565823814734597e-09,1.9018863005526449e-10,2.5977306500611755e-11,7.4038932324317741e-15
2.909355145468918e-12,0.8409530006665058,4.9349951916344446e-17,5.3570191054360845e-24,5.3569668749208045e-24,2.5706538248362252e-37,5.2229068625637438e-29,0.0,0.0,7.427122594589265e-16,1.9107424580209282e-25,154.0,0.0,0.99999997421865061,1.0,18.999999999971521,5.1737509964777522e-09,1.8508978826968023e-10,1.0080634503117063e-08,1.0109092150709974e-08,2.0430970208133376e-10,2.8464606421436626e-11,7.7508907428294775e-15
3.039585599245839e-12,0.8409530006664931,5.1558889186600241e-17,5.847333964622784e-24,5.8472744017773635e-24,3.0145603225169474e-37,5.9561334540379027e-29,0.0,0.0,8.0018691498122398e-16,2.1426129020536393e-25,154.0,0.0,0.99999997306484978,1.0,18.999999999968921,5.4053417090526712e-09,1.8793100387337757e-10,1.0530543967220403e-08,1.0561601918902266e-08,2.1865834182880022e-10,3.1065197824304863e-11,8.0978882524311177e-15
3.16981605302276e-12,0.8409530006664802,5.3767818102141308e-17,6.3591151827831985e-24,6.359047631617748e-24,3.5130125377385149e-37,6.7549590434639839e-29,0.0,0.0,8.597341720784214e-16,2.3921293310436996e-25,154.0,0.0,0.99999997191105883,1.0,18.999999999966207,5.6369324125346295e-09,1.9055249315508793e-10,1.0980340188698071e-08,1.1014111686050345e-08,2.332169928100582e-10,3.3779028736035183e-11,8.4448857612288313e-15
3.300046506799681e-12,0.8409530006664665,5.597673866281404e-17,6.8923626787257721e-24,6.8922864551463822e-24,4.0702502272078255e-37,7.6221940336374376e-29,0.0,0.0,9.2135359279490502e-16,2.6599228904788636e-25,154.0,0.0,0.99999997075727676,1.0,18.999999999963379,5.8685231069236288e-09,1.9297128586048176e-10,1.1430023219499861e-08,1.1466621452154215e-08,2.4796937823949062e-10,3.660604720728442e-11,8.7918832692164179e-15
3.430276960576602e-12,0.8409530006664524,5.8185650868464868e-17,7.4470763712573602e-24,7.4469907630662377e-24,4.6906691987791038e-37,8.5606488124689122e-29,0.0,0.0,9.8504473937612744e-16,2.946625008543645e-25,154.0,0.0,0.9999999696035029,1.0,18.999999999960437,6.1001137922196706e-09,1.9520300368501302e-10,1.1879593111551703e-08,1.1919131217213884e-08,2.6290056712559591e-10,3.954620131256074e-11,9.1388807764152793e-15
3.560507414353523e-12,0.8409530006664377,6.0394554718940421e-17,8.0232561791834014e-24,8.0231604460790335e-24,5.378821179513302e-37,9.5731337541328929e-29,0.0,0.0,1.0508071742681916e-15,3.2528673956453856e-25,154.0,0.0,0.99999996844973693,1.0,18.999999999957382,6.3317044684227591e-09,1.9726217633587476e-10,1.232904991675574e-08,1.2371640981229369e-08,2.7799667218352347e-10,4.2599439150172533e-11,9.48587828282779e-15
3.6907378681304444e-12,0.8409530006664226,6.2603450214087289e-17,8.6209020213077872e-24,8.6207953948850671e-24,6.1394138771174918e-37,1.0662459218121598e-28,0.0,0.0,1.1186404601180945e-15,3.5792820445140967e-25,154.0,0.0,0.99999996729597773,1.0,18.999999999954213,6.563295135532896e-09,1.9916207767560821e-10,1.2778393686990274e-08,1.2824150744200664e-08,2.9324500644665196e-10,4.5765708842258679e-11,9.8328757884035716e-15
3.820968321907366e-12,0.8409530006664069,6.4812337353752236e-17,9.2400138164330586e-24,9.2398955001834266e-24,6.9773108046121034e-37,1.1831435550485584e-28,0.0,0.0,1.1885441597732092e-15,3.9265012295101124e-25,154.0,0.0,0.9999999661422253,1.0,18.999999999950937,6.7948857935500813e-09,2.0091510859082682e-10,1.3227624474109843e-08,1.327666050612778e-08,3.0863371732617711e-10,4.9044958534725872e-11,1.0179873293165037e-14
3.951198775684287e-12,0.8409530006663904,6.7021216137782039e-17,9.8805914833601935e-24,9.8804606526717865e-24,7.8975313463640779e-37,1.3082873082613368e-28,0.0,0.0,1.2605178362815805e-15,4.2951575066851995e-25,154.0,0.0,0.99999996498847865,1.0,18.999999999947544,7.0264764424743199e-09,2.0253263048525701e-10,1.3676742329945174e-08,1.3729170267010725e-08,3.2415194575606592e-10,5.2437136397284544e-11,1.0526870797194854e-14
4.081429229461209e-12,0.8409530006663738,6.9230086566023646e-17,1.0542634940888643e-23,1.0542490743046437e-23,8.9052506919441593e-37,1.4419582131348685e-28,0.0,0.0,1.3345610528917709e-15,4.685883713429627e-25,154.0,0.0,0.99999996383473755,1.0,18.999999999944038,7.2580670823056085e-09,2.0402508901135731e-10,1.4125747306303223e-08,1.41816800268495e-08,3.397897079321567e-10,5.5942190623431068e-11,1.0873868300424369e-14
4.21165968323813e-12,0.8409530006663564,7.1438948638323982e-17,1.1226144107816326e-23,1.1225985662002283e-23,1.0005799792481509e-36,1.5844372999043732e-28,0.0,0.0,1.4106733730527664e-15,5.0993129682279446e-25,154.0,0.0,0.99999996268100177,1.0,18.999999999940417,7.4896577130439547e-09,2.0540208539657106e-10,1.4574639454967147e-08,1.4634189785644113e-08,3.5553782713955422e-10,5.9560069430436208e-11,1.122086580271138e-14
4.3418901370150515e-12,0.8409530006663384,7.3647802354530166e-17,1.1931118902939752e-23,1.1930945300232951e-23,1.1204665254995698e-36,1.7360055974170164e-28,0.0,0.0,1.4888543604136837e-15,5.5360786702043191e-25,154.0,0.0,0.99999996152727055,1.0,18.999999999936691,7.7212483346893557e-09,2.0667256273732966e-10,1.5023418827696385e-08,1.5086699543394563e-08,3.713877556955047e-10,6.3290721059309565e-11,1.1567863304283073e-14
