Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150)
1.4155603639181652e-11,0.6093546429851626,1.6623032284591974e-07,6.4850946476876316e-12,6.4840012972218818e-12,1.7263613506531119e-19,1.0944028893707723e-15,0.0,0.0,9.0945955769239057e-09,2.756664057172286e-15,154.0,0.0,0.9858903321433502,1.0,18.999996001222843,5.199081949533068e-05,0.00027358378054408757,0.00029861668656050178,0.00030239758213171315,0.0036036315838972525,3.7976201094116685e-06,3.3292260126700387e-11,1.9202267631358299e-07,0.0095753806239758932,2.0246870573157708e-14,7.7103946360852e-08
1.452341594425185e-11,0.6093546425154694,1.7051625178827091e-07,6.8255948359372977e-12,6.82441446637906e-12,1.8844767286485397e-19,1.1815351068436192e-15,0.0,0.0,9.4756142306587821e-09,2.9877940549933768e-15,154.0,0.0,0.98552658542026816,1.0,18.999995861664477,5.3331780790315257e-05,0.00027348432486065628,0.00030622623542131931,0.00031014090171122395,0.003698490693125207,3.9317603236576122e-06,3.414475717177653e-11,1.970586087302586e-07,0.0098275306676786096,2.096203431099591e-14,8.1123046013311082e-08
1.489122824932205e-11,0.6093546420445752,1.7480050244306769e-07,7.1747607245556841e-12,7.1734888596483644e-12,2.0528877026801258e-19,1.273151619295188e-15,0.0,0.0,9.8639843302066208e-09,3.2327887936109911e-15,154.0,0.0,0.98516297855096269,1.0,18.999995721755514,5.4672241087206223e-05,0.00027338490741925914,0.0003138297167912789,0.00031787851015488818,0.003793313445625595,4.0662474960210272e-06,3.4996625440154215e-11,2.0209082673976211e-07,0.01007958901241602,2.1679047845052095e-14,8.5242201672067894e-08
1.525904055439225e-11,0.6093546415726049,1.7908307549862336e-07,7.5325889202106013e-12,7.5312209736997028e-12,2.2320124939159869e-19,1.369362771521616e-15,0.0,0.0,1.0259702790274374e-08,3.4921754406545636e-15,154.0,0.0,0.98479951147756095,1.0,18.999995581531749,5.6012200578558176e-05,0.00027328552820406302,0.0003214271707792338,0.00032561041176365436,0.0038880998553755693,4.2010458237944534e-06,3.5847865405374974e-11,2.0711933313952158e-07,0.010331555693446329,2.2397720294358415e-14,8.946126412603853e-08
1.5626852859462448e-11,0.6093546410996727,1.833639716429708e-07,7.8990760309628143e-12,7.897607306759888e-12,2.4222769781570142e-19,1.4702787513503728e-15,0.0,0.0,1.0662766340251086e-08,3.7664904612019346e-15,154.0,0.0,0.9844361841422169,1.0,18.99999544102614,5.7351659456846044e-05,0.00027318618719923557,0.00032901863463156826,0.00033333661083513399,0.0039828499363465143,4.3361223635856866e-06,3.6698477540613731e-11,2.1214413072480047e-07,0.010583430746013152,2.3117876022293074e-14,9.3780084346314791e-08
1.5994665164532647e-11,0.6093546406258847,1.8764319156386016e-07,8.2742186662654727e-12,8.2726443586118992e-12,2.6241146724523856e-19,1.5760095897992355e-15,0.0,0.0,1.1073171539303149e-08,4.0562795938002907e-15,154.0,0.0,0.98407299648711166,1.0,18.999995300268967,5.8690617914465216e-05,0.00027308688438894448,0.00033660414296008963,0.00034105711166360341,0.0040775637025040525,4.4714468034128902e-06,3.7548462318678905e-11,2.1716522228869986e-07,0.010835214205345493,2.3839353421512889e-14,9.8198513485949907e-08
1.6362477469602845e-11,0.6093546401513376,1.9192073594875626e-07,8.6580134369635457e-12,8.6563286305941208e-12,2.8379667216359025e-19,1.6866651612350802e-15,0.0,0.0,1.1490914790264237e-08,4.3620978264763185e-15,154.0,0.0,0.98370994845445214,1.0,18.999995159288154,6.0029076143731563e-05,0.00027298761975736764,0.00034418372795172897,0.00034877191854000773,0.0041722411678080402,4.606991252993336e-06,3.839782021201275e-11,2.2218261062215765e-07,0.011086906106657786,2.4562003795884504e-14,1.0271640287974433e-07
1.6730289774673044e-11,0.6093546396761207,1.9619660548483649e-07,9.0504569552932491e-12,9.0486566255996215e-12,3.0642818847994799e-19,1.8023551835324115e-15,0.0,0.0,1.19159923524165e-08,4.6845093727501681e-15,154.0,0.0,0.9833470399864731,1.0,18.999995018109345,6.1367034336881398e-05,0.00027288839328869457,0.00035175741956150594,0.00035648103575196282,0.0042668823462125739,4.7427300507685213e-06,3.9246551692691268e-11,2.2719629851394914e-07,0.011338506485149847,2.5285690331645125e-14,1.0733360404403196e-07
1.7098102079743243e-11,0.6093546392003165,2.0047080085898878e-07,9.4515458348814528e-12,9.4496248480753885e-12,3.3035165217127052e-19,1.9231892182317033e-15,0.0,0.0,1.2348400353253353e-08,5.0240876476590391e-15,154.0,0.0,0.9829842710254354,1.0,18.999994876756165,6.2704492686071602e-05,0.00027278920496712222,0.00035932524569012256,0.00036418446758375859,0.00436148725166599,4.8786395863013519e-06,4.009465723242457e-11,2.3220628875068766e-07,0.01159001537600694,2.601028715051886e-14,1.1204996867646668e-07
1.746591438481344e-11,0.6093546387240004,2.047433227578097e-07,9.8612766907450952e-12,9.8592298040215729e-12,3.5561345791956399e-19,2.0492766706975927e-15,0.0,0.0,1.2788134799305653e-08,5.3814152437945376e-15,154.0,0.0,0.98262164151362652,1.0,18.999994735250329,6.4041451383379627e-05,0.00027269005477685142,0.00036688723234741945,0.0003718822183163616,0.0044560558981108682,5.014698136811591e-06,4.0942137302557079e-11,2.3721258411682717e-07,0.01184143281439975,2.6735678438210832e-14,1.1686534865580912e-07
1.783372668988364e-11,0.6093546382472423,2.0901417186760286e-07,1.0279646139290604e-11,1.0277468000990724e-11,3.822607577453795e-19,2.1807267902769399e-15,0.0,0.0,1.3235191586105047e-08,5.7570839073606435e-15,154.0,0.0,0.98225915139336151,1.0,18.99999459361182,6.5377910620803556e-05,0.00027259094270208991,0.00037444340380281006,0.00037957429222741765,0.0045505882994840395,5.1508857167348777e-06,4.1788992374067596e-11,2.4221518739466279e-07,0.012092758835484396,2.7461757642335962e-14,1.2177959604171347e-07
1.820153899495384e-11,0.6093546377701057,2.1328334887437732e-07,1.0706650798313283e-11,1.0704335948087036e-11,4.1034145963846402e-19,2.3176486704567106e-15,0.0,0.0,1.3689566507352691e-08,6.1516945142601324e-15,154.0,0.0,0.98189680060698126,1.0,18.999994451859035,6.6713870590262109e-05,0.00027249186872705495,0.00038199378272371957,0.00038726069359125496,0.0046450844697165814,5.2871839392769902e-06,4.2635222917569768e-11,2.4721410136433195e-07,0.012343993474402432,2.8188426734300054e-14,1.2679256307451478e-07
1.8937163605094236e-11,0.6093546368149289,2.2181668932142618e-07,1.1586552225912193e-11,1.158394713683145e-11,4.7099847319294855e-19,2.6083433082115441e-15,0.0,0.0,1.4620253467065898e-08,7.0001905669436797e-15,154.0,0.0,0.98117251680537387,1.0,18.999994168076913,6.9384293492561294e-05,0.00027229383501306792,0.00039707724634998893,0.00040261649575801169,0.0048339681724553583,5.5600460307272121e-06,4.4325812301178157e-11,2.5720087248894023e-07,0.012846188746232197,2.964318120413848e-14,1.3711406594427904e-07
1.9599225754220595e-11,0.6093546359545196,2.294909840074127e-07,1.2407962028720955e-11,1.2405075963211094e-11,5.3098806289741252e-19,2.8897731437406564e-15,0.0,0.0,1.5482855751915879e-08,7.8348325290512629e-15,154.0,0.0,0.98052113732792789,1.0,18.999993912438192,7.1785968531893959e-05,0.00027211573481336095,0.00041063275203097685,0.00041641736040882868,0.005003839734058246,5.8058443027375992e-06,4.5845211574361967e-11,2.6617637691336844e-07,0.013297852316111521,3.0953645891560949e-14,1.4673956108631999e-07
2.0261287903346954e-11,0.6093546350936705,2.3715987173483607e-07,1.3257297376844438e-11,1.3254110960427928e-11,5.9640134723103925e-19,3.1906209985126122e-15,0.0,0.0,1.6369099545646579e-08,8.7406059671778191e-15,154.0,0.0,0.97987020839678118,1.0,18.999993656654549,7.4186028924115487e-05,0.00027193775781164344,0.0004241697816444575,0.00043019991232965066,0.0051735941231590881,6.0517757373855912e-06,4.7362594679111635e-11,2.7513997111756681e-07,0.013749220353627955,3.2264820532289806e-14,1.5668261816168265e-07
2.0923350052473313e-11,0.6093546342326014,2.4482335649369457e-07,1.4134538595405018e-11,1.4131031825580276e-11,6.6754487924064319e-19,3.5115174908481919e-15,0.0,0.0,1.7278957603419679e-08,9.7213421673894809e-15,154.0,0.0,0.97921972967663373,1.0,18.999993400790043,7.6584475785631336e-05,0.00027175990391612814,0.00043768842408368965,0.00044396417632875068,0.0053432314207963651,6.2977762890905833e-06,4.8877964346870291e-11,2.8409167123747233e-07,0.014200293063201591,3.3576363669398586e-14,1.6694238194118078e-07
2.158541220159967e-11,0.6093546333715072,2.5248144227081209e-07,1.5039666024056475e-11,1.503581827199287e-11,7.4473303825029147e-19,3.8530916154531242e-15,0.0,0.0,1.8212402128878796e-08,1.0780966362539314e-14,154.0,0.0,0.97856970083246519,1.0,18.999993144899761,7.8981310232016801e-05,0.00027158217303510922,0.0004511887592392253,0.0004577101771797894,0.0055127517079484019,6.5437908808983546e-06,5.0391323305268202e-11,2.9303149338649302e-07,0.014651070649100229,3.4887981661900035e-14,1.7751799907545601e-07
2.224747435072603e-11,0.609354632510551,2.6013413304982655e-07,1.5972660016972342e-11,1.5968450029202042e-11,8.2828800394036633e-19,4.2159707463745448e-15,0.0,0.0,1.9169404857043557e-08,1.1923497288224043e-14,154.0,0.0,0.97792012152953567,1.0,18.999992889031084,8.1376533378017888e-05,0.0002714045650769589,0.00046467085925102909,0.00047143793962186583,0.0056821550655334263,6.7897721523297893e-06,5.1902674278127392e-11,3.019594536555384e-07,0.015101553315439524,3.6199422008942398e-14,1.8840861809099971e-07
2.290953649985239e-11,0.6093546316498757,2.677814328111784e-07,1.6933500942834154e-11,1.6928906842940799e-11,9.1853973047833518e-19,4.6007806399523249e-15,0.0,0.0,2.0149937125602709e-08,1.3153046740828011e-14,154.0,0.0,0.97727099143338458,1.0,18.999992633224732,8.3770146337551823e-05,0.00027122707995012353,0.00047813478958549439,0.00048514748835956905,0.0058514415744096047,7.0356793823440938e-06,5.3412019985466051e-11,3.1087556811305339e-07,0.01555174126618309,3.7510467607622776e-14,1.9961338938618404e-07
2.3571598648978748e-11,0.6093546307896024,2.7542334553210379e-07,1.7922169184819772e-11,1.7917168475123924e-11,1.0158259207060555e-18,5.0081454377653653e-15,0.0,0.0,2.1153969936280665e-08,1.4473819137510466e-14,154.0,0.0,0.97662231020983092,1.0,18.999992377515742,8.6162150223707788e-05,0.00027104971756312468,0.00049158060996263078,0.00049883884806302728,0.0060206113153751101,7.2814775621409185e-06,5.4919363143506191e-11,3.1977985280505051e-07,0.016001634705142653,3.8820931809662001e-14,2.1113146522730066e-07
2.4233660798105107e-11,0.6093546299298359,2.8305987518662742e-07,1.8938645140591528e-11,1.8933214703833042e-11,1.1204920003918738e-18,5.4386876695728496e-15,0.0,0.0,2.21814740072286e-08,1.5890111078267243e-14,154.0,0.0,0.97597407752497245,1.0,18.999992121934199,8.8552546148747716e-05,0.00027087247782456216,0.0005050083751477779,0.00051251204336796028,0.0061896643691681571,7.5271366034447425e-06,5.6424706464678571e-11,3.2867232375514279e-07,0.016451233835978157,4.013065420039877e-14,2.2296199974460856e-07
2.4895722947231466e-11,0.6093546290706666,2.9069102574555711e-07,1.9982909222284521e-11,1.9977025323301672e-11,1.2328910925507855e-18,5.8930282562505423e-15,0.0,0.0,2.3232419818082857e-08,1.7406310909958485e-14,154.0,0.0,0.97532629304518637,1.0,18.999991866505976,9.0941335224106878e-05,0.00027069536064311319,0.00051841813563264084,0.00052616709887572729,0.0063586008164670622,7.7726306574741594e-06,5.7928052657626294e-11,3.3755299696457599e-07,0.016900538862197879,4.1439496967896195e-14,2.3510414892839011e-07
2.5557785096357825e-11,0.6093546282121716,2.9831680117648003e-07,2.1054941856494724e-11,2.1048580143900251e-11,1.3533839918388784e-18,6.371786512722254e-15,0.0,0.0,2.4306777648852813e-08,1.9026898292346224e-14,154.0,0.0,0.97467895643712787,1.0,18.999991611253286,9.332851856039452e-05,0.00027051836592753017,0.00053180993822318822,0.00053980403915337961,0.0065274207378902844,8.0179375270553682e-06,5.942940442721348e-11,3.4642188841226308e-07,0.017349549987158611,4.2747341768644413e-14,2.4755707062501533e-07
2.6219847245484184e-11,0.6093546273544168,3.0593720544375926e-07,2.215472348426724e-11,2.2147858992121186e-11,1.4823391390242484e-18,6.8755801508864615e-15,0.0,0.0,2.5404517613521911e-08,2.0756443766104062e-14,154.0,0.0,0.97403206736773196,1.0,18.999991356195185,9.5714097267394726e-05,0.00027034149358664145,0.0005451838265477522,0.00055342288873370938,0.0066961242139964832,8.2630381585390374e-06,6.0928764474530305e-11,3.5527901405481728e-07,0.017798267414065736,4.4054087018731908e-14,2.60319924533015e-07
2.6881909394610542e-11,0.6093546264974596,3.1355224250853198e-07,2.3282234561084425e-11,2.3274841710563873e-11,1.620132595536665e-18,7.4050252825381517e-15,0.0,0.0,2.6525609688973072e-08,2.2599608322808636e-14,154.0,0.0,0.97338562550421048,1.0,18.999991101348037,9.8098072454066965e-05,0.00027016474352935222,0.00055853984149455463,0.00056702367211529901,0.0068647113252845639,8.5079162042953623e-06,6.2426135496895494e-11,3.6412438982658525e-07,0.018246691345973357,4.5359645561301844e-14,2.7339187219916132e-07
2.75439715437369e-11,0.6093546256413483,3.2116191632870745e-07,2.4437455556854104e-11,2.4429508157919743e-11,1.7671480180963568e-18,7.9607364222858837e-15,0.0,0.0,2.7670023739833063e-08,2.4561142976880551e-14,154.0,0.0,0.97273963051405421,1.0,18.999990846725886,0.00010048044522854679,0.0002699881156646444,0.00057187802158763267,0.00058060641376257271,0.0070331821521937288,8.7525576468120875e-06,6.3921520187866013e-11,3.7295803163968032e-07,0.018694821985784444,4.6663942662443121e-14,2.8677207701455826e-07
2.820603369286326e-11,0.6093546247861252,3.2876623085896683e-07,2.5620366955897699e-11,2.5611838208957297e-11,1.9237766334223106e-18,8.5433264904641371e-15,0.0,0.0,2.8837729539821743e-08,2.6645888339449278e-14,154.0,0.0,0.97209408206503145,1.0,18.999990592340755,0.00010286121669814668,0.00026981160990157543,0.000585198403310012,0.00059417113810584469,0.0072015367751035271,8.9969504755518001e-06,6.5414921237242393e-11,3.8177995538401596e-07,0.01914265953625097,4.7966914288365917e-14,3.0045970421073816e-07
2.886809584198962e-11,0.6093546239318257,3.3636519005076169e-07,2.6830949256938429e-11,2.6821811754507153e-11,2.0904172130197836e-18,9.1534068160409433e-15,0.0,0.0,3.0028696790138399e-08,2.8858774194101734e-14,154.0,0.0,0.97144897982518763,1.0,18.999990338202924,0.00010524038796935647,0.00026963522614927889,0.00059850102138215438,0.00060771786954136927,0.0073697752743338996,9.2410844085341565e-06,6.6906341331069831e-11,3.9059017692733904e-07,0.019590204199973978,4.9268505621025748e-14,3.1445392085576903e-07
2.953015799111598e-11,0.6093546230784804,3.4395879785231557e-07,2.8069182973089491e-11,2.8059408701447097e-11,2.2674760480465967e-18,9.7915871395208206e-15,0.0,0.0,3.1242895135311608e-08,3.1204819074481002e-14,154.0,0.0,0.97080432346284573,1.0,18.999990084321212,0.00010761796014784422,0.00026945896431696415,0.00061178590900212053,0.00062124663243139132,0.0075378977301452385,9.4849506522067971e-06,6.8395783151648605e-11,3.9938871211526315e-07,0.020037456179403786,5.0568669777883299e-14,3.2875389585036827e-07
3.019222014024234e-11,0.6093546222261157,3.5154705820862338e-07,2.9335048631842218e-11,2.9324608972687142e-11,2.4553669242575071e-18,1.0458475615843096e-14,0.0,0.0,3.248029417685034e-08,3.3689129843702457e-14,154.0,0.0,0.97016011264660562,1.0,18.999989830703154,0.00010999393433845688,0.00026928282431391712,0.00062505309805254696,0.00063475745110419405,0.0077059042227384271,9.7285416945060479e-06,6.9883249377540538e-11,4.0817557677130141e-07,0.020484415676840076,5.1867366708614943e-14,3.4335879992402555e-07
3.0854282289368696e-11,0.6093546213747535,3.5912997506145317e-07,3.0628526775054279e-11,3.0617392507154631e-11,2.6545110970258874e-18,1.1154678817275546e-14,0.0,0.0,3.3740863484984738e-08,3.6316901275559262e-14,154.0,0.0,0.96951634704534406,1.0,18.999989577355162,0.00011236831164522091,0.0002691068060494992,0.00063830261927878135,0.00064825034985414962,0.0078737948322548986,9.9718511267562981e-06,7.1368742683567743e-11,4.1695078669689993e-07,0.020931082894431994,5.3164562245574119e-14,3.5826780563113354e-07
3.1516344438495055e-11,0.6093546205244127,3.667075523493465e-07,3.1949597958937847e-11,3.1937739259779285e-11,2.8653372664417722e-18,1.1880801736303404e-14,0.0,0.0,3.502457260875935e-08,3.9093415637486851e-14,154.0,0.0,0.96887302632821404,1.0,18.999989324282705,0.00011474109317134304,0.00026893090943314762,0.00065153450244215597,0.00066172535294176831,0.0080415696387766706,1.021487349043826e-05,7.2852265740823895e-11,4.2571435767146959e-07,0.021377458034178329,5.4460227286841455e-14,3.7348008734712747e-07
3.2178406587621413e-11,0.6093546196751102,3.7427979400762074e-07,3.3298242754047853e-11,3.32856292014783e-11,3.0882815524852142e-18,1.2637447788513788e-14,0.0,0.0,3.6331391084715145e-08,4.2024042275255133e-14,154.0,0.0,0.96823015016464486,1.0,18.99998907149045,0.00011711228001921086,0.00026875513437437531,0.00066474877645195563,0.00067518248459374716,0.0082092287223264112,1.0457604145260408e-05,7.4333821216682513e-11,4.3446630545242009e-07,0.021823541297927587,5.5754337092853066e-14,3.8899482126463211e-07
3.350253088587413e-11,0.6093546179796698,3.8940828616046766e-07,3.6078175531809608e-11,3.6063958615616472e-11,3.5723059055542891e-18,1.4244715087602452e-14,0.0,0.0,3.901423421803977e-08,4.8369542676918905e-14,154.0,0.0,0.96694573017728525,1.0,18.999988566761687,0.00012184987408564286,0.00026840394856799836,0.00069112460901548289,0.00070204323032880287,0.0085442000403039772,1.0942175230802841e-05,7.7291040075091991e-11,4.5193539435328794e-07,0.022714833004078436,5.8337810507154382e-14,4.2092835953758256e-07
3.482665518412685e-11,0.609354616288519,4.0451548293810741e-07,3.8968169959185299e-11,3.8952220836091313e-11,4.1102205751733875e-18,1.5981276610587005e-14,0.0,0.0,4.1789149186133739e-08,5.5398083139172293e-14,154.0,0.0,0.96566308444421334,1.0,18.999988063193683,0.00012658110264726212,0.00026805324790798416,0.00071743033514579883,0.00072883278019849783,0.0088787094251836784,1.1425539684113068e-05,8.0240420523482694e-11,4.6935817901998206e-07,0.023604959624672284,6.0914850805111238e-14,4.5406186618890203e-07
3.6150779482379567e-11,0.6093546146017198,4.1960141570718412e-07,4.1968071115750339e-11,4.1950256204273442e-11,4.7057791217280989e-18,1.7851903206985328e-14,0.0,0.0,4.4655892474559829e-08,6.3155711270591043e-14,154.0,0.0,0.96438221033077975,1.0,18.999987560804026,0.00013130597449375223,0.00026770303167315498,0.00074366616524825923,0.00075555132680414085,0.0092127575150150343,1.1907680038640857e-05,8.3181983767305252e-11,4.8673478472303337e-07,0.02449392276910077,6.3485364864369514e-14,4.8838881578732584e-07
3.7474903780632284e-11,0.6093546129193083,4.3466611578294744e-07,4.5077724309433745e-11,4.505790531590762e-11,5.3628514652989193e-18,1.9861340771277999e-14,0.0,0.0,4.7614220873123259e-08,7.1689828628775015e-14,154.0,0.0,0.96310310520672848,1.0,18.999987059604909,0.00013602449840175666,0.00026735329914353781,0.00076983230379556219,0.00078219906221072672,0.0095463449469025876,1.2388584223576018e-05,8.6115750952948033e-11,5.0406533638405226e-07,0.025381724044363445,6.604928832978726e-14,5.2390271160956532e-07
3.8799028078885e-11,0.609354611241317,4.4970961442933442e-07,4.8296975076142792e-11,4.8275009020639431e-11,6.0854231083797027e-18,2.2014310334102778e-14,0.0,0.0,5.0663891564034083e-08,8.1049177821127395e-14,154.0,0.0,0.961825766446189,1.0,18.99998655960448,0.00014073668313490097,0.00026700404960036163,0.00079592895068773242,0.00080877617794849089,0.0098794723570074759,1.2868244205330473e-05,8.9041743167911384e-11,5.2134995857675442e-07,0.026268365055071744,6.8606578370540647e-14,5.6059708551899201e-07
4.012315237713772e-11,0.6093546095677613,4.647319428590532e-07,5.1625669179388347e-11,5.1601408421542937e-11,6.8775943626979574e-18,2.4315508153166245e-14,0.0,0.0,5.380466218968145e-08,9.1283829698365397e-14,154.0,0.0,0.96055019142766762,1.0,18.999986060807899,0.00014544253744381379,0.00026665528232605595,0.00082195630230428825,0.00083528286501445949,0.010212140380548993,1.3346654936854191e-05,9.1959981440978625e-11,5.3858877552797709e-07,0.027153847403452967,7.1157208078435993e-14,5.9846549784482543e-07
4.144727667539044e-11,0.6093546078986513,4.797331322336705e-07,5.5063652609910758e-11,5.5036944874649378e-11,7.7435795801099105e-18,2.6769605803873443e-14,0.0,0.0,5.7036290903874418e-08,1.0244517064032057e-13,154.0,0.0,0.95927637753403872,1.0,18.999985563218154,0.00015014207006614904,0.00026630699660424759,0.00084791455230677894,0.00086171931387399423,0.010544349651806154,1.3823813556592399e-05,9.4870486742388784e-11,5.5578191111869511e-07,0.028038172689354289,7.3701162197176512e-14,6.3750153726181831e-07
4.2771400973643155e-11,0.6093546062339914,4.9471321366370206e-07,5.8610771585306582e-11,5.8581459988476724e-11,8.687706387630449e-18,2.9381250269668319e-14,0.0,0.0,6.0358536408307073e-08,1.1458588993531554e-13,154.0,0.0,0.95800432215253695,1.0,18.999985066836611,0.00015483528972660718,0.00026595919171975852,0.00087380389221821623,0.0008880857144623319,0.01087610080411925,1.4299718810559055e-05,9.7773279984006329e-11,5.7292948888502881e-07,0.028921342510246709,7.6238434041165655e-14,6.7769882067045638e-07
4.409552527189587e-11,0.6093546045737812,5.0967221820870318e-07,6.2266872549655997e-11,6.2234795623560589e-11,9.7144149265556893e-18,3.2155064032082011e-14,0.0,0.0,6.3771157977831956e-08,1.2775996725198233e-13,154.0,0.0,0.95673402267474816,1.0,18.999984571663443,0.000159522205136957,0.00026561186695860383,0.00089962451183349856,0.00091438225618611989,0.011207394469891429,1.4774370643422142e-05,1.0066838201949172e-10,5.9003163201924749e-07,0.029803358461229022,7.8769023315391734e-14,7.1905099307767337e-07
4.541964957014859e-11,0.6093546029180171,5.2461017687736264e-07,6.6031802173150806e-11,6.5996793891985776e-11,1.0828257095565516e-17,3.5095645160492563e-14,0.0,0.0,6.7273915478747502e-08,1.4202266020096736e-13,154.0,0.0,0.95546547649660118,1.0,18.999984077697938,0.00016420282499605699,0.00026526502160798937,0.00092537659952430834,0.00094060912792494615,0.011538231280590217,1.5247769895121344e-05,1.0355581364447028e-10,6.0708846337077009e-07,0.030684222135031761,8.1292934497955006e-14,7.6155172747807445e-07
4.674377386840131e-11,0.6093546012666944,5.3952712062759582e-07,6.9905407351723296e-11,6.9867297156919145e-11,1.2033895797715517e-17,3.8207567401599997e-14,0.0,0.0,7.0866569382579682e-08,1.5743049198443609e-13,154.0,0.0,0.95419868101835903,1.0,18.999983584938704,0.0001688771579898768,0.00026491865495630913,0.00095106034247591199,0.00096676651803286604,0.01186861186674909,1.5719918065579335e-05,1.064355955967008e-10,6.2410010544716102e-07,0.031563935122021172,8.3810175585633598e-14,8.0519472473566173e-07
4.8067898166654026e-11,0.6093545996198051,5.5442308036663854e-07,7.3887535206675724e-11,7.3846148032143471e-11,1.333610419127816e-17,4.1495380268616982e-14,0.0,0.0,7.4548880776091691e-08,1.740412391322746e-13,154.0,0.0,0.95293363364461137,1.0,18.999983093383868,0.00017354521279151866,0.00026457276629314317,0.00097667592686695209,0.00099285461433992143,0.012198536857969027,1.6190817136421636e-05,1.0930774855624346e-10,6.4106668041512199e-07,0.03244249901020315,8.6320757143388585e-14,8.4997371346606035e-07
4.9392022464906744e-11,0.609354597977341,5.6929808695114043e-07,7.7978033084310507e-11,7.7933189381592086e-11,1.4739764944415717e-17,4.4963609130174626e-14,0.0,0.0,7.8320611367971728e-08,1.9191391932441161e-13,154.0,0.0,0.95167033178426508,1.0,18.999982603031228,0.00017820699806123883,0.00026422735490925527,0.001002223537999011,0.0010188736041536596,0.012528006882920039,1.6660469442925427e-05,1.1217229314562726e-10,6.5798831010148126e-07,0.033319915385227127,8.8824691621663491e-14,8.9588244991924318e-07
5.071614676315946e-11,0.6093545963392928,5.841521711872614e-07,8.2176748555561141e-11,8.2128264318884742e-11,1.6249869493660526e-17,4.8616755298943374e-14,0.0,0.0,8.2181523493089025e-08,2.1110877929867402e-13,154.0,0.0,0.95040877285053638,1.0,18.999982113878289,0.00018286252244646903,0.00026388242009659066,0.0010277033603893913,0.0010448236742606422,0.01285702256934272,1.7128877582745422e-05,1.1502924993001648e-10,6.7486511599417747e-07,0.03419618583039008,9.1321992869759036e-14,9.4291471786275444e-07
5.336439535966489e-11,0.6093545930764034,6.1379769558711099e-07,9.0898223683591447e-11,9.0841888657138656e-11,1.9609915155484222e-17,5.6495685057994933e-14,0.0,0.0,9.0169944826200809e-08,2.5371209909264223e-13,154.0,0.0,0.94789087343729339,1.0,18.999981139160656,0.00019215482308918979,0.00026319397735860529,0.0010784603734563126,0.0010965177999046976,0.013513693432927631,1.8061972710476055e-05,1.2072048205864104e-10,7.084847406617719e-07,0.035945295252581652,9.6296756177618843e-14,1.0403251201829082e-06
5.601264395617032e-11,0.6093545898310512,6.4335989900924077e-07,1.0005074563687564e-10,9.9985770932019974e-11,2.3458320100316736e-17,6.5167702277295676e-14,0.0,0.0,9.8512256059404768e-08,3.0235729949264883e-13,154.0,0.0,0.94537991479647998,1.0,18.999980169208118,0.00020142218364344874,0.00026250743243828861,0.0011289484288284099,0.0011479384752020531,0.014168554452118638,1.899012629765138e-05,1.2638160832244139e-10,7.4192651958086629e-07,0.037689839896252145,1.0124517383871689e-13,1.1421557365126891e-06
5.86439472549858e-11,0.609354586623746,6.7265066214097466e-07,1.0957042474781755e-10,1.0949604995375293e-10,2.7809040357576938e-17,7.4604464764155911e-14,0.0,0.0,1.0714983134118195e-07,3.5719408807382217e-13,154.0,0.0,0.94289187697559362,1.0,18.999979210157683,0.00021060561200820946,0.00026182715458461178,0.0011788484818569347,0.001198760753096907,0.014817437644429188,1.9907471378903349e-05,1.3197685389657494e-10,7.7497912139779564e-07,0.039418713131377965,1.0613596633697895e-13,1.2476644686091791e-06
6.127525055380129e-11,0.6093545834335773,7.0185964788764601e-07,1.1951327133800437e-10,1.1942864958657847e-10,3.2729673267554858e-17,8.4893018011576582e-14,0.0,0.0,1.1613309457949017e-07,4.1904708799531115e-13,154.0,0.0,0.94041065102811272,1.0,18.999978255763615,0.00021976455348479817,0.00026114873929216384,0.0012284858598790012,0.0012493159652997451,0.015464543883554959,2.0819987703369802e-05,1.3754269654249374e-10,8.0785802999220903e-07,0.041143104545491374,1.1100101449110649e-13,1.3574414975710328e-06
6.390655385261677e-11,0.6093545802604521,7.3098709466767081e-07,1.2987810406672748e-10,1.2978235514898817e-10,3.8266395591998761e-17,9.6067112591644799e-14,0.0,0.0,1.2546022265035197e-07,4.8846712090472976e-13,154.0,0.0,0.93793621693861995,1.0,18.999977306001366,0.00022889907508641128,0.00026047218108244324,0.0012778619715771461,0.0012996055434051205,0.016109878034268083,2.1727700699096195e-05,1.4307929387824266e-10,8.4056417648619089e-07,0.042863026408052896,1.1584045386981323e-13,1.4714398367948651e-06
6.653785715143226e-11,0.6093545771042796,7.600332401267388e-07,1.4066374503945602e-10,1.405559557818553e-10,4.4466968113234277e-17,1.0816013748063743e-13,0.0,0.0,1.3512940218566573e-07,5.6602236508583859e-13,154.0,0.0,0.93546855475760893,1.0,18.999976360846315,0.00023800924362953629,0.0002597974744950178,0.0013269782176359615,0.0013496309111143564,0.0167534449470844,2.2630635884689591e-05,1.4858680265277385e-10,8.7309848686755472e-07,0.044578490952441263,1.2065442052463946e-13,1.5896129110550893e-06
