Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150)
1.1954338844738495e-12,0.609354656105554,1.4135193329512181e-08,4.6463021816674188e-14,4.6462338133639525e-14,6.5154979407306735e-23,6.6729904132035338e-19,0.0,0.0,3.5514616501751709e-10,4.6113121945658868e-18,154.0,0.0,0.99879704714494311,1.0,18.999999930103375,4.4195740819634173e-06,0.00027286541553324595,2.5815476994409597e-05,2.5874889194148017e-05,0.00023901769078137547,5.7231628343522377e-08,2.8485984988502441e-12,1.2306966279142062e-08,0.00063488970741559965,3.0512708636593575e-16,5.59612402496817e-10
1.2196827940840827e-12,0.6093546560975933,1.4421733702421969e-08,4.8366690509820447e-14,4.8365965091261993e-14,6.9275561151626973e-23,7.0871965494514752e-19,0.0,0.0,3.6310730038254515e-10,4.8191938589593935e-18,154.0,0.0,0.99877272999908873,1.0,18.999999927522627,4.5091677889427049e-06,0.00027320399679314571,2.6337410275631274e-05,2.6399025381416457e-05,0.00024526451348341451,5.9472220370437533e-08,2.9063184829057876e-12,1.2639097963659937e-08,0.00065148319043890782,3.1707269984184448e-16,5.8252472598359057e-10
1.243931703694316e-12,0.6093546560894947,1.4708266670782254e-08,5.0308561546514602e-14,5.0307792714674856e-14,7.3569365452990067e-23,7.5181911811339522e-19,0.0,0.0,3.7109877640555932e-10,5.0324290788164181e-18,154.0,0.0,0.99874841384156932,1.0,18.999999924902284,4.5987592874744538e-06,0.0002735145174023409,2.6859279033136913e-05,2.6923135434746191e-05,0.00025151874939013328,6.175178292386716e-08,2.9640575963288953e-12,1.2971833352753968e-08,0.00066809638540594823,3.2922608341087732e-16,6.0589594017027157e-10
1.2681806133045492e-12,0.6093546560812593,1.4994792234893237e-08,5.2288633939567212e-14,5.2287819983414999e-14,7.8040200350577349e-23,7.9663072954623541e-19,0.0,0.0,3.7912060574289622e-10,5.2510674521228008e-18,154.0,0.0,0.99872409864218903,1.0,18.999999922242583,4.6883485776466207e-06,0.00027379925819490559,2.7381083483832912e-05,2.7447219399921875e-05,0.00025777978292266358,6.4070100727369833e-08,3.0217008528353906e-12,1.33051284196755e-08,0.00068472765725469283,3.4158608933330851e-16,6.2972599982116482e-10
1.2924295229147824e-12,0.6093546560728876,1.5281310395046812e-08,5.4306906701828077e-14,5.4306045877061717e-14,8.2691888211065511e-23,8.4318778488736706e-19,0.0,0.0,3.8717280097292703e-10,5.4751587612367455e-18,154.0,0.0,0.99869978437320372,1.0,18.999999919543804,4.7779356595445595e-06,0.00027406031461449262,2.790282384341967e-05,2.7971277319300397e-05,0.00026404704853785939,6.6426959680077526e-08,3.0794055084991135e-12,1.363894226268765e-08,0.0007013755038248183,3.5415157613797515e-16,6.5401485974151799e-10
1.3166784325250156e-12,0.609354656064381,1.5567821151527289e-08,5.6363378846185272e-14,5.6362469375235784e-14,8.7528265735211026e-23,8.9152357670322604e-19,0.0,0.0,3.9525537459649686e-10,5.7047529729243991e-18,154.0,0.0,0.99867547100912402,1.0,18.999999916806182,4.8675205332512421e-06,0.00027429961178319391,2.8424500326400574e-05,2.8495309232478451e-05,0.00027032002666130419,6.8822146850274178e-08,3.1371578240333545e-12,1.3973236883256602e-08,0.00071803854505522258,3.6692140858623499e-16,6.7876247477485674e-10
1.3409273421352488e-12,0.60935465605574,1.5854324504611936e-08,5.8458049385564138e-14,5.8457089457598507e-14,9.2553183964376811e-23,9.416713944831621e-19,0.0,0.0,4.0336833903735969e-10,5.939900238394936e-18,154.0,0.0,0.99865115852653086,1.0,18.999999914029964,4.9571031988474441e-06,0.00027451891834570017,2.8946113146090547e-05,2.9019315176494642e-05,0.00027659823995085912,7.1255450469009279e-08,3.1947793133624499e-12,1.4307976979985458e-08,0.00073471551305949619,3.7989445763819288e-16,7.0396879980050806e-10
1.365176251745482e-12,0.6093546560469655,1.6140820454571634e-08,6.0590917332926378e-14,6.0589905103850668e-14,9.7770508287000586e-23,9.9366452463962159e-19,0.0,0.0,4.1151170664261077e-10,6.1806508933352033e-18,154.0,0.0,0.9986268469039068,1.0,18.999999911215401,5.0466836564119285e-06,0.00027471985918813875,2.9467662514624576e-05,2.9543295185487979e-05,0.00028288124986392731,7.3726659923747057e-08,3.2524616883055829e-12,1.4643129757174766e-08,0.00075140524300810899,3.9306960042078035e-16,7.2963378973130405e-10
1.3894251613557153e-12,0.6093546560380585,1.642730900167132e-08,6.2761981701269254e-14,6.2760915293731861e-14,1.0318411844500598e-22,1.0475362505083207e-18,0.0,0.0,4.1968548968311475e-10,6.4270554579438688e-18,154.0,0.0,0.99860253612148209,1.0,18.999999908362721,5.1362619060216094e-06,0.00027490392712301238,2.9989148642965893e-05,3.0067249291409668e-05,0.00028916865350376208,7.6235565752049881e-08,3.3102349533864194e-12,1.4978664746971853e-08,0.00076810666475177214,4.0644572019183599e-16,7.5575739951144736e-10
1.4136740709659485e-12,0.6093546560290197,1.6713790146170529e-08,6.4971241503624841e-14,6.4970119007019761e-14,1.0879790854015681e-22,1.1033198523484362e-18,0.0,0.0,4.278897003539323e-10,6.6791646369651344e-18,154.0,0.0,0.99857822616109337,1.0,18.999999905472173,5.2258379477516991e-06,0.00027507249362433256,3.0510571740914023e-05,3.0591177524321705e-05,0.0002954600807221205,7.8781959635296859e-08,3.3678356875309064e-12,1.5314553644144107e-08,0.00078481879512569419,4.2002170630644833e-16,7.8233958411452913e-10
1.4379229805761817e-12,0.6093546560198497,1.7000263888323813e-08,6.7218695753059271e-14,6.7217515223529243e-14,1.1461578704035432e-22,1.1610486073427802e-18,0.0,0.0,4.3612435077474184e-10,6.9370293197219705e-18,154.0,0.0,0.99855391700605123,1.0,18.999999902543987,5.315411781675847e-06,0.00027522681869021105,3.1031932017112679e-05,3.111507991177368e-05,0.00030175519145741195,8.1365634392436702e-08,3.4254854424979585e-12,1.5650770152579617e-08,0.00080154073087933644,4.3379645418656126e-16,8.0938029854168983e-10
1.462171890186415e-12,0.6093546560105497,1.7286730228381124e-08,6.9504343462672211e-14,6.950310292311187e-14,1.2064167678587844e-22,1.220755789597988e-18,0.0,0.0,4.4438945299025981e-10,7.2007005801488961e-18,154.0,0.0,0.99852960864102236,1.0,18.999999899578395,5.4049834078662661e-06,0.00027536805990383337,3.1553229679057424e-05,3.1638956479548922e-05,0.00030805367328919715,8.398638397377472e-08,3.4832886573154091e-12,1.5987289842682635e-08,0.00081827164218083246,4.4776886528519036e-16,8.3687949781991075e-10
1.4864207997966482e-12,0.6093546560011205,1.7573189166588232e-08,7.1828183645596218e-14,7.1826881085655421e-14,1.2687951499557338e-22,1.2824746701447027e-18,0.0,0.0,4.5268501897065697e-10,7.4702296768243159e-18,154.0,0.0,0.99850530105191726,1.0,18.999999896575613,5.494552826393853e-06,0.0002754972807579459,3.2074464933103205e-05,3.2162807252158438e-05,0.00031435523919146134,8.6644003454794173e-08,3.5408725323459041e-12,1.6324090018890837e-08,0.00083501076664937155,4.6193784705253291e-16,8.6483713700042541e-10
1.5106697094068814e-12,0.6093546559915627,1.7859640703187023e-08,7.4190215314996151e-14,7.418884869108305e-14,1.3333325327297697e-22,1.3462385169377587e-18,0.0,0.0,4.6101106061197253e-10,7.7456680530023784e-18,154.0,0.0,0.9984809942257914,1.0,18.999999893535886,5.5841200373282898e-06,0.0002756154583027014,3.2595637984471827e-05,3.2686632251877404e-05,0.00032065962546850793,8.9338289030011203e-08,3.5984749512244371e-12,1.6661149596596225e-08,0.0008517574038726535,4.7630231290739553e-16,8.9325317115724837e-10
1.5349186190171146e-12,0.6093546559818767,1.8146084838415859e-08,7.6590437484068688e-14,7.6589004719353154e-14,1.4000685761239566e-22,1.412080594856371e-18,0.0,0.0,4.6936758973652542e-10,8.027067336644407e-18,154.0,0.0,0.9984566881507505,1.0,18.999999890459421,5.6736850407381481e-06,0.00027572349017186112,3.3116749037259104e-05,3.3210431499487185e-05,0.00032696658985863057,9.2069038006863635e-08,3.6563178653661642e-12,1.6998448987802019e-08,0.00086851091036997999,4.9086118220164969e-16,9.2212755538580755e-10
1.5567426376663245e-12,0.6093546559730508,1.8403878232144862e-08,7.8783289497886545e-14,7.8781795403289984e-14,1.4620437649657063e-22,1.4731428435398405e-18,0.0,0.0,4.7691454245885333e-10,8.2854660871824397e-18,154.0,0.0,0.99843481331633899,1.0,18.999999887659378,5.7542916564293554e-06,0.00027581272735483175,3.358569614376418e-05,3.3681828820969347e-05,0.00033264487774792507,9.4557721661057016e-08,3.708123659587694e-12,1.7302208412254544e-08,0.00088359444979166932,5.0412949110500585e-16,9.485063534054564e-10
1.5785666563155344e-12,0.6093546559641226,1.8661665631123952e-08,8.1007074297818465e-14,8.1005517139961588e-14,1.5258612250258538e-22,1.535939647260701e-18,0.0,0.0,4.8448620807475452e-10,8.548773038101667e-18,154.0,0.0,0.99841293907409201,1.0,18.999999884829919,5.8348964841289643e-06,0.00027589497000430805,3.4054593343044114e-05,3.4153205312648884e-05,0.00033832492370981034,9.7075631178600378e-08,3.7599961932780504e-12,1.7606134960046355e-08,0.00089868267627088926,5.1755361674751943e-16,9.7525634591898893e-10
1.6003906749647442e-12,0.6093546559550924,1.8919447035520604e-08,8.3261791164549319e-14,8.3260169185828673e-14,1.5915501676310606e-22,1.6004952497265827e-18,0.0,0.0,4.9208259505115326e-10,8.8170262100649875e-18,154.0,0.0,0.99839106541719813,1.0,18.999999881971195,5.9154995238849974e-06,0.00027597073190263025,3.4523440781573616e-05,3.462456098710906e-05,0.00034400658908058992,9.9622621084757842e-08,3.8119353625853189e-12,1.7910217056630855e-08,0.00091377522149754277,5.3113278353528913e-16,1.0023775002306227e-09
1.6222146936139541e-12,0.609354655945961,1.9177222445500623e-08,8.5547439378783945e-14,8.5545750797374021e-14,1.6591398986772347e-22,1.6668338926276815e-18,0.0,0.0,4.9970371180763709e-10,9.090263744998989e-18,154.0,0.0,0.99836919233934318,1.0,18.999999879083365,5.9961007757449409e-06,0.0002760404893769615,3.4992238605106416e-05,3.5095895856328561e-05,0.00034968974530548679,1.0219854661961786e-07,3.8638021397546486e-12,1.8214443864747092e-08,0.0009288717440122013,5.4486621968505488e-16,1.0298697836556988e-09
1.644038712263164e-12,0.609354655936729,1.9434991861228252e-08,8.7864018221246769e-14,8.7862261231102161e-14,1.7286598186590247e-22,1.7349798156368545e-18,0.0,0.0,5.0734956671665799e-10,9.3685239061088072e-18,154.0,0.0,0.99834731983467673,1.0,18.999999876166591,6.076700239755796e-06,0.00027610468361720511,3.5460986958678713e-05,3.5567209931371034e-05,0.00035537427331305165,1.0480326373507245e-07,3.9156694085307327e-12,1.8518805244478676e-08,0.00094397192754445015,5.5875315720931963e-16,1.0577331635202069e-09
1.6658627309123739e-12,0.6093546559273967,1.9692755282866257e-08,9.0211526972681883e-14,9.020969974353933e-14,1.8001394227021474e-22,1.8049572564097253e-18,0.0,0.0,5.1502016810375563e-10,9.651845077894313e-18,154.0,0.0,0.99832544789778122,1.0,18.999999873221011,6.1572979159640976e-06,0.0002761637231417366,3.5929685986612832e-05,3.603850322265732e-05,0.00036106006284967757,1.0743662909149663e-07,3.9675927911666409e-12,1.8823291710575217e-08,0.00095907547924526596,5.7279283189773119e-16,1.0859676071602722e-09
1.6876867495615838e-12,0.6093546559179648,1.9950512710576076e-08,9.2589964913852691e-14,9.258806559123315e-14,1.8736083006004284e-22,1.8767904505848087e-18,0.0,0.0,5.2271552424781143e-10,9.940265766168609e-18,154.0,0.0,0.99830357652363566,1.0,18.999999870246789,6.2378938044159652e-06,0.00027621798645557769,3.6398335832521541e-05,3.650977574015107e-05,0.00036674701176217463,1.100985000539349e-07,4.0194718580330618e-12,1.9127894386039061e-08,0.00097418212778144079,5.8698448329629967e-16,1.1145730819216029e-09
1.7095107682107936e-12,0.6093546559084335,2.0208264144517909e-08,9.4999331325541766e-14,9.4997358030752583e-14,1.9490961368503862e-22,1.9505036317836261e-18,0.0,0.0,5.3043564338128769e-10,1.0233824598075181e-17,154.0,0.0,0.99828170570758679,1.0,18.999999867244075,6.3184879051571291e-06,0.00027626782434494692,3.686693663931197e-05,3.6981027493122095e-05,0.00037243502537848605,1.1278873468852732e-07,4.0713277297774504e-12,1.9432604961592425e-08,0.00098929162169067463,6.0132735468937777e-16,1.1435495551590083e-09
1.7313347868600035e-12,0.6093546558988038,2.0466009584850815e-08,9.743962548855077e-14,9.7437576318687809e-14,2.0266327106845316e-22,2.0261210316108191e-18,0.0,0.0,5.3818053369045811e-10,1.0532560322104349e-17,154.0,0.0,0.99825983544532038,1.0,18.999999864213006,6.3990802182329572e-06,0.00027631356191031373,3.7335488549189399e-05,3.7452258490256428e-05,0.0003781240159589782,1.1550719175905628e-07,4.1232297351977599e-12,1.9737415659313608e-08,0.0010044037279241318,6.1582069308092081e-16,1.1728969942359615e-09
1.7531588055092134e-12,0.6093546558890759,2.0723749031732779e-08,9.9910846683700243e-14,9.9908719711649898e-14,2.1062478961037028e-22,2.103666879654262e-18,0.0,0.0,5.4595020331563295e-10,1.0836511808109091e-17,154.0,0.0,0.99823796573283785,1.0,18.999999861153736,6.4796707436884813e-06,0.00027635550039856942,3.7803991703660899e-05,3.7923468739870685e-05,0.00038381390220195062,1.1825373072358054e-07,4.1751143853336742e-12,2.0042319199498157e-08,0.001019518230533004,6.3046374917590394e-16,1.202615366524209e-09
1.7749828241584233e-12,0.6093546558792503,2.0981482485320794e-08,1.0241299419182963e-13,1.0241078746627099e-13,2.1879716619049264e-22,2.1831654034851539e-18,0.0,0.0,5.537446603513529e-10,1.114571804731865e-17,154.0,0.0,0.99821609656643717,1.0,18.99999985806642,6.5602594815684239e-06,0.00027639391869704709,3.8272446243538576e-05,3.8394658249750841e-05,0.00038950460884040766,1.2102821173152469e-07,4.226974182569147e-12,2.0347308773416367e-08,0.0010346349295974836,6.4525577736553524e-16,1.2327046394034407e-09
1.7968068428076332e-12,0.6093546558693278,2.1239209945770952e-08,1.0494606729379696e-13,1.0494377883920389e-13,2.2718340717229789e-22,2.2646408286581721e-18,0.0,0.0,5.615639128466783e-10,1.1460218152358679e-17,154.0,0.0,0.99819422794268342,1.0,18.999999854951191,6.6408464319172143e-06,0.00027642907543665971,3.8740852308944137e-05,3.8865827027177069e-05,0.00039519606607443623,1.2383049561932708e-07,4.27887175869301e-12,2.0652378004647769e-08,0.0010497536397190799,6.601960357040541e-16,1.263164780260833e-09
1.818630861456843e-12,0.6093546558593083,2.1496931413238508e-08,1.0751006527047897e-13,1.0750769308712213e-13,2.3578652840584506e-22,2.3481173787115632e-18,0.0,0.0,5.6940796880538726e-10,1.1780051357264807e-17,154.0,0.0,0.99817235985839314,1.0,18.999999851808205,6.721431594779027e-06,0.00027646121029935105,3.9209210039312179e-05,3.9336975079141505e-05,0.00040088820921833142,1.2666044390748795e-07,4.3307466511654482e-12,2.0957520924748869e-08,0.001064874189083337,6.75283785892265e-16,1.2939957564907576e-09
1.840454880106053e-12,0.609354655849193,2.1754646887877923e-08,1.1010498740277072e-13,1.1010252946671987e-13,2.4460955523111694e-22,2.4336192751672676e-18,0.0,0.0,5.7727683618620953e-10,1.2105257017498629e-17,154.0,0.0,0.99815049231061459,1.0,18.999999848637593,6.802014970197779e-06,0.0002764905454540006,3.9677519573393844e-05,3.980810241223855e-05,0.00040658097831305559,1.2951791879704596e-07,4.3825522894979609e-12,2.1262731946206424e-08,0.0010799964184304734,6.9051829325935666e-16,1.3251975354944594e-09
1.8622788987552626e-12,0.609354655838982,2.2012356369842924e-08,1.1273083297158578e-13,1.1272828723471177e-13,2.5365552248068498e-22,2.5211707375310151e-18,0.0,0.0,5.8517052290301517e-10,1.243587460996037e-17,154.0,0.0,0.99812862529661328,1.0,18.999999845439508,6.8825965582171619e-06,0.00027651728660849773,4.0145781049259905e-05,4.0279209032490961e-05,0.00041227431784229021,1.3240278316674839e-07,4.4344501391105982e-12,2.1568005842360988e-08,0.0010951201803011746,7.0589882674847451e-16,1.3567700846798167e-09
1.8841029174044723e-12,0.609354655828676,2.2270059859286582e-08,1.1538760125785606e-13,1.1538496564783284e-13,2.6292747448310489e-22,2.6107959832924457e-18,0.0,0.0,5.930890368250543e-10,1.2771943733004994e-17,154.0,0.0,0.99810675881385558,1.0,18.999999842214088,6.9631763588806564e-06,0.00027654162432825581,4.0613994604304534e-05,4.0750294945792319e-05,0.00041796817637657649,1.3531490056944895e-07,4.4863926816924733e-12,2.1873337722211616e-08,0.001110245338091383,7.2142465889584366e-16,1.3887133714610433e-09
1.905926936053682e-12,0.6093546558182753,2.2527757356361329e-08,1.1807529154253171e-13,1.1807256396283858e-13,2.7242846506590533e-22,2.7025192279252232e-18,0.0,0.0,6.0103238577716981e-10,1.3113504106456228e-17,154.0,0.0,0.99808489285999336,1.0,18.999999838961468,7.0437543722315385e-06,0.00027656373512102396,4.1082160375248696e-05,4.1221360157918196e-05,0.00042366250628053176,1.3825413522891688e-07,4.5381333098040949e-12,2.2178723009479795e-08,0.0011253717652746273,7.3709506581400899e-16,1.4210273632584361e-09
1.9277509547028916e-12,0.6093546558077804,2.2785448861219031e-08,1.2079390310658098e-13,1.2079108143650457e-13,2.8216155755893681e-22,2.7963646848871554e-18,0.0,0.0,6.0900057754003431e-10,1.3460595571622294e-17,154.0,0.0,0.99806302743284991,1.0,18.999999835681791,7.1243305983129092e-06,0.00027658378258661227,4.1550278498143872e-05,4.1692404673817717e-05,0.00042935726340254582,1.4122035203626148e-07,4.5899574033334418e-12,2.2484157420241009e-08,0.0011404993445778087,7.529093271755322e-16,1.4537120274981111e-09
1.9495749733521013e-12,0.6093546557971918,2.3043134374011007e-08,1.2354343523099023e-13,1.2354051732562671e-13,2.9212982479727672e-22,2.8923565656203072e-18,0.0,0.0,6.1699361985035895e-10,1.3813258091309355e-17,154.0,0.0,0.99804116253040731,1.0,18.999999832375199,7.2049050371676945e-06,0.00027660191830881665,4.2018349108375397e-05,4.216342849825589e-05,0.00043505240683405598,1.442134165468081e-07,4.6420576947853533e-12,2.2789636945258383e-08,0.0011556279673418076,7.6886672619359132e-16,1.4867673316117944e-09
1.971398992001311e-12,0.60935465578651,2.3300813894888097e-08,1.2632388719676395e-13,1.2632087088702107e-13,3.0233634912461803e-22,2.990519079551123e-18,0.0,0.0,6.2501152040113539e-10,1.4171531749837208e-17,154.0,0.0,0.99801929815079327,1.0,18.999999829041826,7.2854776888386705e-06,0.00027661828284118175,4.2486372340666247e-05,4.2634431636609754e-05,0.00044074789864349535,1.4723319497645222e-07,4.693758047368056e-12,2.3095157830305254e-08,0.0011707575328148087,7.8496654960001266e-16,1.5201932430365859e-09
1.9932230106505207e-12,0.6093546557757358,2.355848742400068e-08,1.2913525828492447e-13,1.2913214137752383e-13,3.1278422239575707e-22,3.0908764340905294e-18,0.0,0.0,6.3305428684181448e-10,1.4535456753050587e-17,154.0,0.0,0.9979974342922735,1.0,18.999999825681808,7.3660485533684633e-06,0.000276633006335058,4.2954348329079735e-05,4.310541409291238e-05,0.00044644370370678483,1.5027955419895906e-07,4.745482372877681e-12,2.3400716563349319e-08,0.0011858879477020707,8.0120808763834304e-16,1.5539897292148056e-09
2.0128646274348096e-12,0.6093546557659598,2.3790388477367286e-08,1.3169192751968925e-13,1.3168871817915507e-13,3.2239622477106981e-22,3.1830946476973607e-18,0.0,0.0,6.4031404326161869e-10,1.4867854483717688e-17,154.0,0.0,0.99797775726381155,1.0,18.999999822635132,7.4385608034746836e-06,0.00027664495410108469,4.3375486435410822e-05,4.352928062369876e-05,0.00045157016918727507,1.5304389457630297e-07,4.7922846575244922e-12,2.3675749065070205e-08,0.0011995059758767913,8.1594605408395095e-16,1.5847233812845474e-09
2.0325062442190985e-12,0.6093546557561098,2.4022284677635149e-08,1.342736401371207e-13,1.3427033654967937e-13,3.3220849926640004e-22,3.2771279329309999e-18,0.0,0.0,6.4759395272875898e-10,1.5204891950044227e-17,154.0,0.0,0.99795808065504299,1.0,18.999999819567073,7.5110716060618551e-06,0.00027665575205850114,4.3796586479070961e-05,4.3953130408502177e-05,0.00045669683998020695,1.5582956196500895e-07,4.8389909686288436e-12,2.3950807311241699e-08,0.0012131245634578877,8.3079772479591569e-16,1.6157571488093551e-09
2.0521478610033874e-12,0.6093546557461855,2.4254176024913059e-08,1.368803956131213e-13,1.368769959473717e-13,3.422233196165657e-22,3.3729939328069246e-18,0.0,0.0,6.5489402073008638e-10,1.5546598714631493e-17,154.0,0.0,0.99793840446494919,1.0,18.999999816477743,7.583580961160785e-06,0.00027666547648732561,4.4217648556435424e-05,4.4376963450222519e-05,0.00046182369550023633,1.5863646066990768e-07,4.8855055527310294e-12,2.4225889183472467e-08,0.001226743655767588,8.457625895782573e-16,1.647091008064802e-09
2.0717894777876763e-12,0.6093546557361876,2.4486062519309598e-08,1.3951219342360524e-13,1.3950869583052017e-13,3.5244296580426646e-22,3.4707102890185229e-18,0.0,0.0,6.6221425272443861e-10,1.5893004419847833e-17,154.0,0.0,0.99791872869257847,1.0,18.999999813367239,7.6560888688022191e-06,0.00027667419865066349,4.4638672763455427e-05,4.480077975114678e-05,0.00046695071651605243,1.6146449541912195e-07,4.9322229110736008e-12,2.4500992685105341e-08,0.0012403632017246192,8.6084014049355682e-16,1.6787249353294463e-09
2.0914310945719652e-12,0.6093546557261162,2.4717944160933139e-08,1.4216903304449837e-13,1.4216543565742596e-13,3.6286972406146748e-22,3.570294641937154e-18,0.0,0.0,6.6955465414274288e-10,1.624413878783474e-17,154.0,0.0,0.99789905333704187,1.0,18.999999810235646,7.7285953290168334e-06,0.00027668198505571145,4.5059659195659582e-05,4.5224579313943123e-05,0.0004720778850799348,1.6431357136253733e-07,4.9790394727308964e-12,2.4776115935654256e-08,0.001253983153657097,8.7602987185105529e-16,1.7106589068847649e-09
2.111072711356254e-12,0.609354655715972,2.4949820949891835e-08,1.4485091395173828e-13,1.4484721488640339e-13,3.7350588687132318e-22,3.6717646306122228e-18,0.0,0.0,6.7691523038815515e-10,1.6600031620515328e-17,154.0,0.0,0.99787937839750851,1.0,18.999999807083071,7.8011003418352355e-06,0.00027668889781719719,4.5480607948156178e-05,4.564836214147409e-05,0.00047720518442966292,1.6718359406968255e-07,5.0255480015425123e-12,2.5051257163075382e-08,0.0012676034670419886,8.9133128019627155e-16,1.7428928990150602e-09
2.130714328140543e-12,0.609354655705755,2.5181692886293696e-08,1.4755783562127403e-13,1.4755403297577946e-13,3.8435375296969681e-22,3.7751378927712442e-18,0.0,0.0,6.8429598683617346e-10,1.6960712799601006e-17,154.0,0.0,0.99785970387320222,1.0,18.999999803909606,7.8736039072879795e-06,0.00027669499491722344,4.590151911563483e-05,4.6072128235746798e-05,0.00048233259891838611,1.7007446952804219e-07,5.0720932490755626e-12,2.5326414698154301e-08,0.0012812241003188343,9.0674386430592262e-16,1.7754268880073944e-09
2.150355944924832e-12,0.6093546556954657,2.5413559970246516e-08,1.5028979752906789e-13,1.5028588938389623e-13,3.9541562818301315e-22,3.8804320646431479e-18,0.0,0.0,6.916969288310792e-10,1.7326212297267049e-17,154.0,0.0,0.99784002976340469,1.0,18.999999800715354,7.9461060254055604e-06,0.00027670032997067503,4.6322392792312762e-05,4.6495877598799398e-05,0.00048746011407793828,1.7298610419683097e-07,5.118878418214549e-12,2.5601586981369167e-08,0.0012948450150579234,9.2226712547102394e-16,1.8082608501518786e-09
2.169997561709121e-12,0.6093546556851043,2.5645422201857961e-08,1.530467991510921e-13,1.5304278356910671e-13,4.0669382371813225e-22,3.9876647813203454e-18,0.0,0.0,6.9911806169365365e-10,1.7696560154314591e-17,154.0,0.0,0.99782035606743613,1.0,18.999999797500394,8.0186066962184222e-06,0.00027670495364716754,4.6743229072051532e-05,4.6919610233143946e-05,0.00049258771623506351,1.7591840489039054e-07,5.1655571863142306e-12,2.5876772528344213e-08,0.0013084661749409336,9.3790056687400615e-16,1.8413947617408385e-09
2.1896391784934098e-12,0.6093546556746713,2.5877279581235554e-08,1.5582883996332982e-13,1.5582471498977606e-13,4.1819065666057426e-22,4.0968536766535935e-18,0.0,0.0,7.065593907190355e-10,1.8071786486520377e-17,154.0,0.0,0.99780068278465972,1.0,18.999999794264834,8.0911059197569733e-06,0.00027670891344187847,4.7164028048324708e-05,4.7343326140835005e-05,0.00049771539257326689,1.7887127881057696e-07,5.2121591060545232e-12,2.6151969935787089e-08,0.0013220875459252161,9.5364369376472288e-16,1.874828599069008e-09
2.2092807952776987e-12,0.6093546556641669,2.6109132108486688e-08,1.5863591944177592e-13,1.5863168310428283e-13,4.2990845051660158e-22,4.2080163831378904e-18,0.0,0.0,7.1402092117447161e-10,1.8451921491538682e-17,154.0,0.0,0.99778100991448093,1.0,18.999999791008758,8.1636036960515766e-06,0.00027671225358601891,4.7584789814183812e-05,4.7767025323736718e-05,0.00050284313115697742,1.8184463358074314e-07,5.2588195187059788e-12,2.6427177884436241e-08,0.001335709096307979,9.6949601364057888e-16,1.9085623384336971e-09
2.2289224120619876e-12,0.6093546556535913,2.6340979783718612e-08,1.6146803706243713e-13,1.6146368737101865e-13,4.418495351973445e-22,4.3211705319162479e-18,0.0,0.0,7.2150265829951849e-10,1.8836995448684568e-17,154.0,0.0,0.99776133745634588,1.0,18.999999787732264,8.2361000251325405e-06,0.00027671501527576673,4.8005514462261378e-05,4.8190707783827693e-05,0.00050797092086976093,1.8483837724270932e-07,5.3054799381112599e-12,2.6702395133896414e-08,0.0013493307965621669,9.8545703622931585e-16,1.9425959561347294e-09
2.2485640288462765e-12,0.6093546556429451,2.6572822607038446e-08,1.6432519230133197e-13,1.6432072724838827e-13,4.5401624696255443e-22,4.4363337527920046e-18,0.0,0.0,7.2900460730642347e-10,1.9227038718201991e-17,154.0,0.0,0.99774166540973708,1.0,18.999999784435445,8.3085949070301432e-06,0.00027671723691749544,4.8426202084776796e-05,4.8614373522982746e-05,0.00051309875134813358,1.8785241825100412e-07,5.3521119509600067e-12,2.6977620517000605e-08,0.0013629526191606652,1.0015262734591401e-15,1.9769294284743554e-09
2.2682056456305654e-12,0.6093546556322287,2.6804660578553217e-08,1.6720738463449041e-13,1.6720280219480949e-13,4.6641092836668948e-22,4.5535236742406221e-18,0.0,0.0,7.3652677338049125e-10,1.962208174056193e-17,154.0,0.0,0.9977219937741717,1.0,18.999999781118394,8.3810883417746235e-06,0.00027671895434997607,4.8846852773541872e-05,4.9038022542943695e-05,0.00051822661292159249,1.9088666546732767e-07,5.3987515987391573e-12,2.7252852934650338e-08,0.0013765745384170087,1.0177032394293102e-15,2.0115627317571802e-09
2.3074888791991433e-12,0.6093546556105854,2.7268321966595135e-08,1.7304687848777218e-13,1.7304205512853803e-13,4.9189359972682388e-22,4.7940541265555428e-18,0.0,0.0,7.5163177734630594e-10,2.0427289180524359e-17,154.0,0.0,0.99768265173438153,1.0,18.999999774423955,8.5260708699250164e-06,0.00027672100912522972,4.9688043715176792e-05,4.9885270432098286e-05,0.00052848239359120654,1.9701541586040444e-07,5.4920577722318278e-12,2.7803334767910847e-08,0.0014038185719118378,1.0503784240612338e-15,2.0817287363815275e-09
2.341691192615016e-12,0.6093546555915154,2.7671997271972228e-08,1.7821263944061485e-13,1.7820759955843397e-13,5.1484526929188982e-22,5.0102433024959028e-18,0.0,0.0,7.6484899389179436e-10,2.1144927241517661e-17,154.0,0.0,0.99764839955570206,1.0,18.999999768530341,8.6522965455677694e-06,0.00027672145287519661,5.042031500347023e-05,5.0622880257375648e-05,0.00053741170572106731,2.0241643208318947e-07,5.5732361038078625e-12,2.8282630546567862e-08,0.0014275389454618461,1.0791737239372547e-15,2.1437958708721726e-09
