Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473)
2.0753438199878448e-05,0.4720858333140038,5.7702484111779508e-08,2.2029250011881679e-05,5.4209694217114874e-05,4.1632099709853791e-08,0.010217996961820297,0.0,0.0,0.00062127683181355362,0.026776646625287944,154.0,0.0,0.42659452488735244,1.0,18.817885407968497,0.0053026250183293806,6.9229811266450709e-10,0.0018109606571164434,0.0055904283485268564,0.011421614574881854,0.0018151833941677032,5.0460630746472844e-09,3.3841314862880855e-05,0.012306143222808631,4.9152419324743302e-11,0.19423491162482512,2.4840157426422109e-07,0.012532621039237397,0.0019600399430794459,1.3168437197397843e-06,3.632468340650007e-07,9.1978544053085554e-07,0.18098982836606378,2.6932251691333356e-05,0.0012715390840780621,0.0033647393707381991,0.1354024208520207,1.0353661894746024e-06,5.7858638697738189e-13,5.9895289456053606e-11,3.1783081435675472e-10,2.3132129659578927e-06,0.0002579679769215061,0.00019766567600306773,1.7221501999258954e-05,7.1376429981582107e-05,0.0043959282325905444,4.3664327889671264e-12,0.0033736867116618548,0.00040174702694996455,3.2795092865325447e-07,4.5724490825259461e-06,4.5849989958137268e-06,3.3317656097584659e-10,1.4297917831793441e-09,8.2273004375385823e-06,1.8290554798815749e-13,1.0300040555476518e-13,0.00010886165073831963,9.6477732853325445e-10,5.6201047551943551e-07,2.9099511188686002e-11,6.1744215957093763e-14,2.2195294679315601e-10,0.00031693109741553365,1.403969538738089e-07,1.7766556796314905e-05,0.00066690934784183252,9.0516968941830872e-09,6.9930938023749288e-08,9.6462950868638864e-07,2.3063904385895675e-09,4.1101691161820929e-11,3.6972928138322191e-05,4.0595916306239599e-07,2.6481083829268e-11,6.4776422241639728e-05,0.0001115221933229341,3.3510321678146965e-08,1.7772454259818149e-08,0.00013683263944512416,0.0012443196498822262,3.5430104836427269e-07,3.1530146932040683e-12,1.3513435270254236e-12,0.0018794376380378876,1.4111035112550126e-10,1.4059607139231387e-05,0.00020166919268382148,1.4556705540775856e-09,2.1996950102331247e-08,2.6465362567018072e-12
2.1117367140355967e-05,0.4720835445350434,6.0092586170930151e-08,2.2271616118065167e-05,5.4931328467329663e-05,4.380923205771654e-08,0.010509411176112492,0.0,0.0,0.00062367918094620423,0.02711662511521919,154.0,0.0,0.42230314797817475,1.0,18.816300489179064,0.0052461893438949725,6.8699264759858543e-10,0.0017902033798879097,0.005522274729135088,0.011544061288858591,0.0017942442176594701,4.9841502267669062e-09,3.3426097646023782e-05,0.012459472542584364,4.8585418112987645e-11,0.19559116666441326,2.455549133686891e-07,0.012675610352683834,0.0019565383660876483,1.3143868622066251e-06,3.6777396122835467e-07,9.1806940148845607e-07,0.18253727635895484,2.683690693646272e-05,0.0012738383592682033,0.0034210561760712297,0.13618143221822424,1.0442187792059947e-06,5.7148740071500306e-13,6.0402592243956827e-11,3.1966065771411864e-10,2.327018004390785e-06,0.00026132927197306346,0.00020022870551528266,1.7446457907607565e-05,7.2303921698492325e-05,0.0045059123128391053,4.4234693270751566e-12,0.0034821549164652148,0.00041459983785995555,3.3146783708647458e-07,4.6747003744596087e-06,4.6871605445422898e-06,3.4062721543264901e-10,1.4629183393163968e-09,8.4180051796212783e-06,1.8698099360346675e-13,1.05295429165645e-13,0.00011242668566803416,9.9637215424236556e-10,5.7506537620600549e-07,2.9773098166286234e-11,6.3178467883815783e-14,2.2709064875682611e-10,0.00033425274777167493,1.4521825427924134e-07,1.8453692621363269e-05,0.00067718498454759097,9.1916249370564822e-09,7.1040594909793817e-08,9.7986014153085934e-07,2.3428020664981376e-09,4.1750649930544415e-11,3.7661161595435855e-05,4.1348341387861861e-07,2.710613373270629e-11,6.781388165301986e-05,0.0001164857759999183,3.4137340371046408e-08,1.8103575536911204e-08,0.00014244644508241945,0.0012930025248477585,3.5865449211161167e-07,3.1915037412341272e-12,1.3678394621772988e-12,0.0019368754223228395,1.4663116651856687e-10,1.4640612384471207e-05,0.00021392106498201123,1.5157049890139231e-09,2.2904143363968724e-08,2.7559028579060986e-12
2.1481296080833485e-05,0.4720813178642674,6.2528041846756397e-08,2.2509065243236009e-05,5.5648797469606565e-05,4.6061948093417877e-08,0.010803265725821616,0.0,0.0,0.00062611595507888296,0.02745381683605165,154.0,0.0,0.41809458433882646,1.0,18.814739053155552,0.0051909079543712216,6.817947752399362e-10,0.0017698347018474303,0.0054553986417031847,0.011664889864055481,0.0017736994020257912,4.9234055881293278e-09,3.3018715000437269e-05,0.012611539350935584,4.802909559691301e-11,0.19691416840774742,2.4276154343230722e-07,0.012816966926266354,0.0019529791380277985,1.3118931154616397e-06,3.7226380667952034e-07,9.1632759571152373e-07,0.18405758034730263,2.6740121071488709e-05,0.0012757674501751996,0.0034768721922459494,0.13693585869487779,1.0529160823147424e-06,5.6452236244794674e-13,6.0900900440911882e-11,3.2143279753990298e-10,2.3404048802129708e-06,0.00026465135470780552,0.00020276152947197311,1.7668789797808538e-05,7.322046341980132e-05,0.0046159942282752034,4.4798405574250288e-12,0.0035918820499549883,0.0004275974186465367,3.3493826625582228e-07,4.7770046976616223e-06,4.789364332057539e-06,3.4808173408357216e-10,1.4961099938347947e-09,8.6090882173309182e-06,1.9105812421553003e-13,1.075914016561566e-13,0.00011604188166402198,1.0284115282321363e-09,5.8814622789036663e-07,3.0447955273245284e-11,6.4615570867736844e-14,2.3223803847630043e-10,0.00035216807902794145,1.5011669895786047e-07,1.9153246742892656e-05,0.00068738738045650584,9.3305729020940446e-09,7.2142963369614299e-08,9.9498892606308496e-07,2.3789701972624468e-09,4.2395269066351627e-11,3.8344682266097796e-05,4.2095519436727149e-07,2.7729612260692687e-11,7.0922111059429376e-05,0.00012156685590889205,3.4760162039597805e-08,1.8432438909120518e-08,0.0001481634533204676,0.0013424461845714746,3.6299845115419938e-07,3.2299058492663279e-12,1.3842981359096536e-12,0.0019950137558869844,1.5223825770465987e-10,1.5231647538297556e-05,0.00022664676530252575,1.5767699217980638e-09,2.3826908701078499e-08,2.867157457578066e-12
2.1845225021311004e-05,0.4720791515058913,6.5008231733919995e-08,2.2741753822644031e-05,5.6362240836719898e-05,4.8391172769451845e-08,0.011099526703148557,0.0,0.0,0.00062858679435739094,0.027788285023273167,154.0,0.0,0.41396645117976544,1.0,18.813200382134525,0.0051367462613959285,6.7670128316770425e-10,0.0017498433827430669,0.0053897642428641793,0.011784130162470373,0.0017535374792355069,4.8637961735986763e-09,3.2618945711971182e-05,0.012762367874827971,4.748314123959062e-11,0.198204858487352,2.4001992339341868e-07,0.012956721165948922,0.0019493650272763335,1.3093642951667008e-06,3.7671708593224564e-07,9.145612914100355e-07,0.1855514993405448,2.6641979629957281e-05,0.0012773423214014353,0.0035321859880225203,0.13766643824254426,1.0614624410323058e-06,5.5768749006856179e-13,6.1390466851449928e-11,3.2314896540050039e-10,2.3533859449791744e-06,0.0002679346328412539,0.00020526446681492567,1.7888524970163771e-05,7.4126171493639346e-05,0.0047261495060135286,4.5355534018829902e-12,0.0037028514856868111,0.00044073779686103171,3.3836307401799003e-07,4.8793583929793387e-06,4.8916068525534418e-06,3.5553985029982583e-10,1.5293656221306576e-09,8.8005430809755628e-06,1.9513679997014593e-13,1.0988824426958852e-13,0.00011970719495369816,1.0608950625716611e-09,6.0125258013840519e-07,3.1124060076188908e-11,6.6055475422766474e-14,2.3739494484376068e-10,0.0003706847913274095,1.5509237821549462e-07,1.9865212014174043e-05,0.00069751756125777835,9.4685546438194816e-09,7.3238136016535288e-08,1.0100171792041129e-06,2.4148979799281839e-09,4.3035604681648966e-11,3.9023537372444301e-05,4.2837504546457306e-07,2.8351461128372267e-11,7.4100928971014993e-05,0.00012676569584259878,3.5378827647795885e-08,1.8759067081066242e-08,0.00015398295854574478,0.0013926380313189876,3.6733406170011234e-07,3.2682311634220163e-12,1.4007238967259781e-12,0.0020538511990096475,1.5793019605478919e-10,1.5832553873238425e-05,0.00023985357939607232,1.6388488271124832e-09,2.4764996396026945e-08,2.9802701773572708e-12
2.2209153961788523e-05,0.47207704373447673,6.7532529299526823e-08,2.2969831575611539e-05,5.7071793915180433e-05,5.0797809621917727e-08,0.011398161454636825,0.0,0.0,0.00063109134133356077,0.02812009081189084,154.0,0.0,0.40991645602222782,1.0,18.811683785858392,0.0050836709373240294,6.7170908283915041e-10,0.0017302186076975038,0.0053253370617607166,0.01190181121820977,0.0017337474176993383,4.8052902683477491e-09,3.2226577085775406e-05,0.012911981632648978,4.6947256322277337e-11,0.19946414275001709,2.3732857049987514e-07,0.013094902602456309,0.0019456986976477042,1.3068021479815479e-06,3.8113449357081647e-07,9.1277170859721534e-07,0.18701976355577704,2.6542564824957551e-05,0.0012785783102000467,0.0035869963569094077,0.13837388067545781,1.0698620328695279e-06,5.5097914712402817e-13,6.1871534632862066e-11,3.248108268251689e-10,2.3659730815047554e-06,0.00027117950771125604,0.00020773783132546468,1.8105690297569757e-05,7.5021160362209635e-05,0.0048363546313936771,4.5906146739486161e-12,0.0038150468554608479,0.00045401904226831179,3.4174309444359014e-07,4.9817583790027073e-06,4.9938851733989848e-06,3.6300133955049823e-10,1.5626842790900962e-09,8.9923643335943484e-06,1.9921690387830674e-13,1.1218589112540644e-13,0.00012342259311790921,1.0938224699488787e-09,6.1438405383647326e-07,3.1801393798223552e-11,6.7498139898302169e-14,2.4256122464074669e-10,0.00038981045981721564,1.6014539518049662e-07,2.0589584110727064e-05,0.00070757654312197341,9.6055838910870692e-09,7.4326205183154678e-08,1.0249462122427226e-06,2.4505885500364918e-09,4.367171264885875e-11,3.9697775501044027e-05,4.357435221399637e-07,2.8971626933704957e-11,7.7350147570550014e-05,0.00013208255163300273,3.5993379481195197e-08,1.9083483417060645e-08,0.00015990426235347431,0.001443565526810491,3.7166240491686967e-07,3.3064893355644535e-12,1.4171208812967939e-12,0.0021133864905735524,1.6370555968232407e-10,1.644317217300247e-05,0.00025354867164415336,1.7019251345521347e-09,2.5718156049852709e-08,3.0952110468694614e-12
2.257308290226604e-05,0.472074992891545,7.0100301731065315e-08,2.3193441876303725e-05,5.7777587949087426e-05,5.3282741369723391e-08,0.011699138527096207,0.0,0.0,0.00063362924084947949,0.028449293318805205,154.0,0.0,0.40594239243549551,1.0,18.810188600273928,0.0050316498753368907,6.6681520368421085e-10,0.00171094996734598,0.0052620839343168312,0.012017961268220788,0.0017143186017756433,4.7478573666975007e-09,3.1841404536128129e-05,0.013060403461116376,4.6421153389462553e-11,0.20069289294213824,2.3468605758675411e-07,0.013231539924237874,0.0019419827120447538,1.3042083539768169e-06,3.8551670404495917e-07,9.1096002077499086e-07,0.1884630757702388,2.6441955655776654e-05,0.0012794901511786856,0.0036413023076504003,0.13905886898743824,1.0781188783542789e-06,5.4439383580363488e-13,6.2344337751072517e-11,3.2641998441680027e-10,2.3781777259066377e-06,0.00027438637441613904,0.00021018193174415,1.8320312234790612e-05,7.5905542606966058e-05,0.0049465870089409857,4.6450310811059289e-12,0.0039284520423903463,0.00046743926596902967,3.4507913870022188e-07,5.0842021107606269e-06,5.0961968937326056e-06,3.7046601639291678e-10,1.5960651864679848e-09,9.1845474983549924e-06,2.0329834016444092e-13,1.1448428828909151e-13,0.00012718805458850982,1.1271935592178842e-09,6.2754033597689413e-07,3.2479941049099004e-11,6.8943529906348544e-14,2.4773676048000547e-10,0.00040955253578475742,1.652758740760958e-07,2.1326361494581531e-05,0.00071756533233706757,9.7416742420574316e-09,7.5407262849211522e-08,1.0397773299220115e-06,2.4860450274423936e-09,4.4303648561499742e-11,4.0367446375063033e-05,4.430611909329803e-07,2.9590060828717385e-11,8.0669573248019863e-05,0.00013751767286287434,3.6603860936835185e-08,1.9405711831350876e-08,0.00016592667373569356,0.0014952162001105193,3.759845095113799e-07,3.3446895466102592e-12,1.4334930244506534e-12,0.0021736185394055146,1.6956293433772206e-10,1.706334289274278e-05,0.00026773908567220226,1.765982245018914e-09,2.668613683000716e-08,3.2119500338941193e-12
2.293701184274356e-05,0.47207299738238256,7.2710910737947359e-08,2.3412722101994426e-05,5.8479750246552316e-05,5.5846830505349481e-08,0.012002427616184103,0.0,0.0,0.00063620013993456563,0.028775949721257622,154.0,0.0,0.40204213601653416,1.0,18.808714186303877,0.0049806521480802056,6.6201678753805306e-10,0.0016920274390950518,0.0051999729412120421,0.012132607781594036,0.0016952408124385442,4.6914681144216135e-09,3.1463231199502529e-05,0.013207655540921258,4.5904555725390374e-11,0.20189194830043514,2.3209101050768123e-07,0.013366661008901033,0.0019382195359853179,1.3015845289654358e-06,3.8986437242735348e-07,9.0912735656243213e-07,0.18988211259814516,2.6340228012239229e-05,0.0012800919999717195,0.003695103055028545,0.13972206060353407,1.0862368483362796e-06,5.379281903233638e-13,6.2809101410862334e-11,3.2797798078844016e-10,2.3900108884106789e-06,0.00027755562194972726,0.0002125970718872632,1.8532416827500028e-05,7.6779428992408523e-05,0.0050568249252022461,4.6988092271159577e-12,0.0040430511742433175,0.00048099661952930793,3.4837199589447105e-07,5.1866875443293556e-06,5.1985401090534774e-06,3.7793373189380243e-10,1.6295077222835966e-09,9.3770889975695392e-06,2.0738103285388234e-13,1.1678339297669599e-13,0.00013100356819517058,1.1610082313825533e-09,6.4072117554517985e-07,3.3159689612296402e-11,7.0391617869674501e-14,2.5292145918153051e-10,0.0004299183478296029,1.7048395452716983e-07,2.2075545427604169e-05,0.00072748492496999462,9.8768391595107909e-09,7.6481400573990266e-08,1.054511829584479e-06,2.5212705142727836e-09,4.4931467697760296e-11,4.1032600652746294e-05,4.5032862777786422e-07,3.020671821800834e-11,8.4059007099551676e-05,0.00014307130349393299,3.721031633715113e-08,1.9725776691031563e-08,0.00017204950923710178,0.001547577654779868,3.8030135417470279e-07,3.3828405286092997e-12,1.4498440686373097e-12,0.0022345464160214126,1.7550091421958377e-10,1.7692906307824839e-05,0.00028243174503523021,1.8310035459308064e-09,2.7668687700182998e-08,3.3304570723680699e-12
2.330094078322108e-05,0.47207105567303065,7.5363713298935004e-08,2.3627803959626143e-05,5.9178404283691832e-05,5.8490919874718935e-08,0.012307999517559223,0.0,0.0,0.00063880368771357279,0.029100115331577008,154.0,0.0,0.39821364059543618,1.0,18.807259928687174,0.0049306479655226061,6.5731108338839972e-10,0.0016734413694266556,0.0051389733496195675,0.012245777487517224,0.0016765042090298062,4.6360942545587474e-09,3.1091867571157619e-05,0.013353759421176047,4.5397196859928037e-11,0.20306211705423122,2.2954210570940054e-07,0.01350029295319964,0.0019344115410062353,1.298932226753037e-06,3.9417813513584218e-07,9.0727480126762233e-07,0.19127752569675321,2.6237454776470927e-05,0.0012803974559300025,0.0037483980109805008,0.1403640885621934,1.0942196708870604e-06,5.3157897071266882e-13,6.3266042462111746e-11,3.2948630133681897e-10,2.4014831730049556e-06,0.00028068763333232669,0.00021498355075944662,1.8742029721088303e-05,7.7642928508599122e-05,0.005167047513352882,4.7519556142497105e-12,0.0041588286170436443,0.00049468929411801876,3.5162243387513232e-07,5.2892130943140946e-06,5.3009133688338528e-06,3.8540437053111924e-10,1.6630114082053478e-09,9.5699860801556865e-06,2.1146492408193512e-13,1.1908317260261917e-13,0.00013486913277093669,1.1952664761008387e-09,6.5392637876403565e-07,3.384063019999362e-11,7.1842382499304739e-14,2.5811524990359134e-10,0.00045091510306825074,1.7576977645437211e-07,2.2837139826331925e-05,0.00073733630655264709,1.0011091966441139e-08,7.7548709432458738e-08,1.0691510003648054e-06,2.5562680929983356e-09,4.5555224986103507e-11,4.1693289748945474e-05,4.5754641607999044e-07,3.0821558480960488e-11,8.7518245393563567e-05,0.00014874368261924445,3.7812790764903423e-08,2.0043702730052805e-08,0.000178272093082339,0.001600637575323819,3.8461386989143087e-07,3.4209505855956899e-12,1.4661775728641998e-12,0.0022961693447537527,1.8151810270590566e-10,1.8331702651730431e-05,0.00029763345396906438,1.8969724253114487e-09,2.8665557633224759e-08,3.4507020883440839e-12
2.3664869723698597e-05,0.47206916628744106,7.8058062367890744e-08,2.3838813791604705e-05,5.9873669811746874e-05,6.1215833247002232e-08,0.012615826080403793,0.0,0.0,0.00064143953531032173,0.029421843668450604,154.0,0.0,0.39445493465188497,1.0,18.805825234883319,0.0048816086325928227,6.5269544241691689e-10,0.0016551824571814583,0.005079055558274188,0.012357496401953849,0.0016580993120255763,4.5817085763352269e-09,3.0727131162589354e-05,0.013498736042733802,4.4898820101915365e-11,0.20420417784502481,2.2703806794055028e-07,0.013632462101657052,0.0019305610079535425,1.2962529413131786e-06,3.9845861062229062e-07,9.0540339840701033e-07,0.19264994290621443,2.613370592214519e-05,0.0012804195838735889,0.0038011867760136789,0.14098556263240505,1.1020709378211094e-06,5.2534305695790202e-13,6.3715369783611791e-11,3.3094637686331487e-10,2.4126047960119195e-06,0.00028378278573482096,0.00021734166266038969,1.8949176169022622e-05,7.849614841152389e-05,0.0052772347194836242,4.8044766454078905e-12,0.0042757689689185835,0.00050851551964770688,3.5483119999979456e-07,5.3917775936177692e-06,5.4033156362913166e-06,3.9287784726257649e-10,1.696575897203181e-09,9.7632367506039689e-06,2.1554997248910149e-13,1.213836038759052e-13,0.00013878475670703403,1.2299683677392745e-09,6.6715580398121411e-07,3.4522756189483997e-11,7.329580823288345e-14,2.6331808213229859e-10,0.00047254988836176735,1.8113349879210928e-07,2.3611151101802069e-05,0.00074712045179124503,1.0144445842011112e-08,7.8609279955469806e-08,1.0836961224348233e-06,2.5910408246303351e-09,4.6174974973096503e-11,4.2349565676833036e-05,4.6471514501268994e-07,3.1434544714611743e-11,9.1047080006616916e-05,0.00015453504515026839,3.8411329916530023e-08,2.0359514972946187e-08,0.00018459375727790294,0.0016543837330120108,3.8892294210429633e-07,3.459027613129433e-12,1.4824969210717551e-12,0.002358486696240082,1.8761311301407496e-10,1.8979572243811912e-05,0.00031335089820079391,1.9638722848341502e-09,2.9676495808239824e-08,3.5726550240389387e-12
2.4028798664176116e-05,0.47206732780478455,8.0793307548411379e-08,2.4045872861917339e-05,6.0565663037321058e-05,6.4022375876464761e-08,0.012925880163105988,0.0,0.0,0.00064410733575525031,0.029741186524905257,154.0,0.0,0.39076411792918009,1.0,18.804409534036385,0.0048335065070694034,6.4816731331583037e-10,0.0016372417377529646,0.0050201910451399606,0.012467789853117264,0.0016400169867469118,4.5282848665374554e-09,3.0368846175410592e-05,0.0136426057604412,4.4409178098070439e-11,0.20531888106857188,2.2457766808526247e-07,0.013763194073898897,0.0019266701301622611,1.2935481088896906e-06,4.0270640002994532e-07,9.0351415117386229e-07,0.19399996932745184,2.6029048611388858e-05,0.001280170934949902,0.0038534691309178625,0.1415870703699719,1.10979411086245e-06,5.1921744342662723e-13,6.4157284645886091e-11,3.323595860521149e-10,2.4233856036496077e-06,0.00028684145060015617,0.00021967169728886847,1.915388104095277e-05,7.9339194261953102e-05,0.005387367270466981,4.8563786261760602e-12,0.0043938570541791197,0.00052247356392295626,3.5799902186680772e-07,5.494380269967424e-06,5.5057462647880419e-06,4.0035410581519663e-10,1.730200966157147e-09,9.956839726442177e-06,2.1963615227959694e-13,1.2368467227006059e-13,0.00014275045748431879,1.2651140612204881e-09,6.8040935846749182e-07,3.5206063456987067e-11,7.4751884882890233e-14,2.6852992441401619e-10,0.00049482967156321825,1.8657532026497344e-07,2.4397588347611038e-05,0.00075683832429785194,1.0276913817879969e-08,7.966320207446961e-08,1.0981484663070572e-06,2.6255917470572946e-09,4.6790771793735044e-11,4.3001480907307659e-05,4.7183540800701988e-07,3.2045643495127975e-11,9.4645298831180083e-05,0.00016044562211059397,3.9005979971663862e-08,2.0673238667068604e-08,0.00019101384169156757,0.0017088039911382436,3.9322941276368318e-07,3.4970791167908263e-12,1.4988053300598738e-12,0.0024214979802511536,1.9378456879735153e-10,1.9636355607732964e-05,0.00032959064581268539,2.0316865519065845e-09,3.0701251793212827e-08,3.6962858601283329e-12
2.4392727604653634e-05,0.4720655388569064,8.3568795713753368e-08,2.4249097623758762e-05,6.1254496756715725e-05,6.6911335051366745e-08,0.013238135591091211,0.0,0.0,0.00064680674391505368,0.030058194033163409,154.0,0.0,0.38713935823229179,1.0,18.803012275995229,0.0047863149580932955,6.4372423786080433e-10,0.00161961056812988,0.0049623523181299726,0.01257668250580595,0.0016222484279492667,4.4757978637258338e-09,3.0016843194287614e-05,0.0137853883643838,4.3928032415696281e-11,0.20640695014437929,2.2215972111300615e-07,0.013892513790765707,0.0019227410165250918,1.290819110025683e-06,4.0692208782101998e-07,9.0160802385548503e-07,0.19532818834196133,2.5923547289289905e-05,0.0012796635666379415,0.00390524502876324,0.14216917811678928,1.1173925274789584e-06,5.1319923361774092e-13,6.4591981054353527e-11,3.3372725781466331e-10,2.4338350886472997e-06,0.00028986399376631724,0.00022197393984726347,1.9356168830919872e-05,8.0172169964417883e-05,0.0054974266433076091,4.907667766905928e-12,0.0045130779176216296,0.00053656173180283856,3.611266080145239e-07,5.5970207199403678e-06,5.6082049719944034e-06,4.0783311679270754e-10,1.7638865083200342e-09,1.0150794394908518e-05,2.2372345219068082e-13,1.2598637144264854e-13,0.00014676626133475388,1.3007037890230633e-09,6.9368699582385608e-07,3.5890550243800867e-11,7.6210607351785423e-14,2.7375076333445447e-10,0.00051776130279022035,1.9209542735770137e-07,2.519646337342549e-05,0.00076649087634297485,1.0408508774736438e-08,8.071056506946374e-08,1.1125092921802285e-06,2.6599238734815028e-09,4.740266914355626e-11,4.364908824391861e-05,4.7890780141065958e-07,3.2654824656343167e-11,9.8312686157323021e-05,0.00016647564112531426,3.9596787476843559e-08,2.0984899222319391e-08,0.00019753169411182821,0.001763886309714577,3.975340822909704e-07,3.5351122298862277e-12,1.5151058570763989e-12,0.0024852028388415316,2.0003110467719589e-10,2.030189358109087e-05,0.0003463591481540825,2.1003986908478031e-09,3.173957571390395e-08,3.8215646363818384e-12
2.47202636510834e-05,0.4720639700659687,8.6100601252072525e-08,2.4428814146306392e-05,6.187183621269733e-05,6.9582501092701679e-08,0.013521026740742813,0.0,0.0,0.00064926295201731151,0.03034154421291126,154.0,0.0,0.3839320913972738,1.0,18.801770073607454,0.0047445998794262484,6.3979623078598625e-10,0.0016040002850502364,0.0049111525824686126,0.012673508079808471,0.0016065179717620673,4.4293403003557137e-09,2.9705276522321945e-05,0.013912979143141956,4.3502075467671369e-11,0.20736401723657058,2.2001892061473999e-07,0.01400771411134249,0.00191917379990586,1.2883434464280111e-06,4.1068923004159111e-07,8.9987884351269408e-07,0.1965054055500223,2.5827925616975796e-05,0.0012789953129700793,0.0039514104099665735,0.14267693983323154,1.1241270983557011e-06,5.0787236509133278e-13,6.4977190792465365e-11,3.3492028789717202e-10,2.4429639176400342e-06,0.00029255369649814044,0.0002240224281005505,1.9536181184410937e-05,8.091332269128468e-05,0.0055964027836272537,4.953309072952259e-12,0.0046213330329210323,0.00054935096674644341,3.6390760478463539e-07,5.6894293484407157e-06,5.7004418395460893e-06,4.1456657468178035e-10,1.7942551955810162e-09,1.032565426468643e-05,2.2740298076196513e-13,1.2805844054750485e-13,0.00015042335139906727,1.3331144457153636e-09,7.0565745527567419e-07,3.650759708792667e-11,7.752571919711658e-14,2.7845721237278089e-10,0.00053896266872099517,1.9713058457774052e-07,2.5926096663587052e-05,0.00077512310192044383,1.052620832626313e-08,8.1647656939162352e-08,1.1253568203204105e-06,2.6906381860065111e-09,4.7950086714794069e-11,4.4228295419040234e-05,4.8523252125556048e-07,3.3201425658798125e-11,0.00010167229291579303,0.00017200496743743939,4.0125267534979941e-08,2.1263650827783685e-08,0.00020348082029956723,0.001814016588323978,4.0140737442544559e-07,3.5693319164639202e-12,1.5297719961368054e-12,0.0025431300234101772,2.0571606118097185e-10,2.0908231733371618e-05,0.00036190812427909676,2.1629936674976515e-09,3.268546187914876e-08,3.9356998243869176e-12
2.504779969751317e-05,0.4720624394025424,8.8663994041738684e-08,2.4605594133442899e-05,6.2486782644048092e-05,7.2321597833148328e-08,0.013805662729271849,0.0,0.0,0.00065174423505562861,0.03062307640501671,154.0,0.0,0.38077565343166159,1.0,18.800542006523141,0.0047035835111175605,6.3593352862137168e-10,0.0015886281091784511,0.0048607435782017355,0.012769235560248362,0.0015910288048099435,4.3836045830196921e-09,2.9398550895859894e-05,0.014039718621231099,4.3082652266979749e-11,0.20830056756275997,2.1791077551055846e-07,0.01412180737866839,0.0019155786789287611,1.2858502146691773e-06,4.1443123413060725e-07,8.9813739191800587e-07,0.19766581112818721,2.5731713710325267e-05,0.0012781350122459498,0.0039971658490104032,0.14316981476891491,1.1307654928474338e-06,5.0262826412400107e-13,6.5356836957897034e-11,3.3607837371334298e-10,2.4518382448602113e-06,0.00029521469156424117,0.00022604883400127176,1.9714272586243526e-05,8.1646474936595704e-05,0.0056952927241811016,4.9984633305219771e-12,0.0047304831560903348,0.00056224307282593553,3.6665706067050525e-07,5.7818686583213881e-06,5.792701712297012e-06,4.2130226820945901e-10,1.8246729258383868e-09,1.0500799351538768e-05,2.3108342706051101e-13,1.3013102645614964e-13,0.00015412108371180475,1.3658852909562378e-09,7.1764743964964775e-07,3.7125601185351122e-11,7.8842976111023339e-14,2.831709627431024e-10,0.000560702316357524,2.022294708730616e-07,2.6665827473270774e-05,0.00078370385766480199,1.0643220211737735e-08,8.2579571735753022e-08,1.1381321336923388e-06,2.7211798521333752e-09,4.8494427302440737e-11,4.4804094890610987e-05,4.9151938764167468e-07,3.3746433618427273e-11,0.00010508758720047864,0.00017763138704065127,4.0650707285873534e-08,2.1540770606715751e-08,0.00020950815250306442,0.0018646648326290888,4.0528035254085647e-07,3.6035469056798213e-12,1.5444361219654253e-12,0.0026016187274379081,2.1145975690552545e-10,2.152141714958527e-05,0.00037789506411959082,2.226290582839201e-09,3.364195519156693e-08,4.0511239198333532e-12
