Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473)
6.165634397357788e-10,0.4724535795850773,3.6776418663425404e-13,5.169530357375623e-17,8.3998912275709438e-14,1.4352559367546583e-20,2.6069406252140871e-16,0.0,0.0,9.688818034415652e-10,9.2945052611487409e-16,154.0,0.0,0.99996433262543827,1.0,18.999993874334447,3.846430513502173e-06,1.4356923055482378e-09,9.3156443688258582e-06,1.5255211734934094e-05,5.6401542665206393e-07,6.0318514316589361e-06,1.3892171015309452e-11,9.2822382381340048e-08,5.5082795832876543e-07,1.6333333956822689e-13,7.8530118946285717e-09,5.0361450216317446e-10,1.9079885599861963e-10,1.9058004465403445e-10,1.2904132594721804e-13,1.0137762775989064e-12,8.9769937253927066e-14,5.6291910861644801e-10,1.8977846294323568e-22,1.8276288971916426e-22,1.8276500629439426e-22,7.6072625512279657e-12,1.0623541041542017e-15,1.5869880172791601e-15,6.0292518832985636e-19,6.5443029298915992e-20,2.8384431520857193e-17,1.19503808347388e-18,1.2461727569458048e-19,1.440964949963829e-21,4.8024883733561884e-23,7.7073788249963608e-26,3.653190900494233e-28,1.5627040089173409e-22,4.9008853948802208e-25,1.0368137433118377e-12,3.4643987435591691e-19,1.6685111948540485e-19,2.5175288959114343e-23,3.2290543643959775e-24,1.0552366536725756e-20,6.656048765692224e-27,3.7482497174414318e-27,4.7179828585980565e-23,4.1803906127933074e-28,3.1356336435855395e-24,1.6378441198317689e-28,3.4448761126906696e-31,1.2481901469085737e-27,1.0861165464672189e-26,1.055291228123142e-26,6.9239505769029993e-29,8.0271358773029495e-20,1.2940226550601643e-24,1.6301353299486237e-25,1.6908314817944181e-25,4.8152584459622103e-27,7.1874967584922083e-30,2.9740981192717915e-28,3.9055132539108951e-31,2.7328000823949137e-27,1.2237909435382246e-25,2.5038884898238233e-28,9.4997030287223952e-33,5.5743823595349362e-34,3.2578577531445559e-34,3.2609113768290631e-29,9.0779496382417525e-13,8.1504057185851052e-18,3.4931943508624859e-18,8.4227198350191459e-14,2.1508761941776713e-35,6.0509508460478063e-34,1.1379323083260765e-29,6.3191116619786905e-38,9.5045591011593665e-37,1.138990675683435e-40
6.310507791003566e-10,0.47245357909464053,3.7803630390020941e-13,5.4471480717283265e-17,8.9930814313273535e-14,1.5440972354368302e-20,2.8578087809961482e-16,0.0,0.0,1.0134952348465411e-09,1.0130891410718963e-15,154.0,0.0,0.99996349441624399,1.0,18.999993692616933,3.9367929616490114e-06,1.4356911948213725e-09,9.496744593989129e-06,1.5613627405050084e-05,5.7728443819755111e-07,6.2113344377289841e-06,1.4218562547115338e-11,9.5011321281705386e-08,5.6378675886567597e-07,1.6819346767803044e-13,8.2263684186137909e-09,5.2160513212222207e-10,2.0261332951255498e-10,2.0238095356812409e-10,1.370352929848056e-13,1.0609783253884993e-12,9.5340561333819121e-14,5.8981926822795268e-10,2.1934890706900723e-22,2.1124347271007933e-22,2.1124597963554459e-22,8.1662888335608186e-12,1.1318815341098605e-15,1.6244123979459664e-15,6.2170168796180187e-19,6.8159775124871521e-20,3.0182658813092017e-17,1.2979468758722407e-18,1.3823278066676517e-19,1.6009954119212169e-21,5.4647840762893571e-23,8.9068790004176084e-26,4.0589145918238883e-28,1.738356219383988e-22,5.7080842899224216e-25,1.0850586911952986e-12,3.6225814702286906e-19,1.7672676684397272e-19,2.6326267138402955e-23,3.4188693482804608e-24,1.1281255002072309e-20,7.0500096095146475e-27,3.9701026100459442e-27,5.1613628130650063e-23,4.573271454638958e-28,3.4300368033392397e-24,1.7916241330021638e-28,3.7683146088041733e-31,1.3654111624597115e-27,1.2160117553072665e-26,1.180728106233533e-26,7.9303275434821855e-29,8.8826287921649562e-20,1.4100963068555283e-24,1.7972838402948239e-25,1.9072934118715132e-25,5.3237286516048708e-27,8.1081126193222261e-30,3.4382657364556772e-28,4.6147446059014334e-31,2.9484648544482102e-27,1.3519416363188975e-25,2.8678220367232608e-28,1.1231956082189761e-32,6.7378948018273985e-34,3.9474943059504037e-34,3.712672502326701e-29,9.4908489703473606e-13,8.5211198893808728e-18,3.6520785219458543e-18,9.0182285943519811e-14,2.3703925658215024e-35,6.8152867111423867e-34,1.3253732061343483e-29,7.1173566416971754e-38,1.0706270273915866e-36,1.282864683532696e-40
6.455381184649344e-10,0.47245357860370035,3.8838216034792338e-13,5.732676538039853e-17,9.612855518817905e-14,1.6585448904817749e-20,3.1261765844536846e-16,0.0,0.0,1.0590911428251182e-09,1.1021862507188211e-15,154.0,0.0,0.99996265620075941,1.0,18.999993510711509,4.0271546382008139e-06,1.435690084084605e-09,9.6776563255465645e-06,1.5972041841434447e-05,5.9055343669881476e-07,6.3910043579979106e-06,1.454495294972789e-11,9.7200252609660286e-08,5.7674554836688763e-07,1.7305865714914987e-13,8.6083946404668734e-09,5.3975217294358618e-10,2.1484426683174086e-10,2.1459784756547283e-10,1.4531117976121355e-13,1.1092056917041113e-12,1.0110798695879552e-13,6.1735399450738009e-10,2.5264398526522093e-22,2.4331199969817084e-22,2.4331495699221673e-22,8.7517613103983043e-12,1.2040900491069678e-15,1.6618366491469381e-15,6.4069043505962502e-19,7.0939072001420828e-20,3.2052308297042923e-17,1.4070409059532575e-18,1.5295748843365908e-19,1.774400361000821e-21,6.1995569799745236e-23,1.0258947180014119e-25,4.4985471546440081e-28,1.9289675763803781e-22,6.6243439884533137e-25,1.1343495872873686e-12,3.7845171972706454e-19,1.8692801046228258e-19,2.7504578506569905e-23,3.6158147478950235e-24,1.2042753074811362e-20,7.4569591926808385e-27,4.199269908467798e-27,5.6350123987187639e-23,4.9929757783855673e-28,3.7445077144736059e-24,1.9558866695862892e-28,4.1138000724422609e-31,1.4906243463295622e-27,1.3579560446707065e-26,1.3176940092841883e-26,9.0548464632551419e-29,9.8066868735194544e-20,1.5336445050225841e-24,1.9769973336231758e-25,2.1452250844559422e-25,5.8715347625591515e-27,9.1200846261809279e-30,3.9610574891731832e-28,5.4307658744835868e-31,3.1755354538012031e-27,1.4900810893812348e-25,3.2744790105325886e-28,1.3226547049052952e-32,8.1069278053634958e-34,4.7611809050859381e-34,4.2150009042916618e-29,9.912020703040955e-13,8.8992613467375823e-18,3.8141459330732822e-18,9.6404886354912625e-14,2.6071787914063671e-35,7.6567777066739311e-34,1.5381415659846962e-29,7.9961830385381693e-38,1.2029392797013533e-36,1.4412619596867549e-40
6.600254578295122e-10,0.47245357811230765,3.9880167798395867e-13,6.0261470647622385e-17,1.0259734800718364e-13,1.7787611670724544e-20,3.4128187970486811e-16,0.0,0.0,1.1056692709544389e-09,1.1969711488945095e-15,154.0,0.0,0.99996181797898454,1.0,18.9999933286371,4.1175155431629532e-06,1.4356889733392237e-09,9.8583985060889975e-06,1.6330455043532634e-05,6.0382242215906036e-07,6.5708422498924569e-06,1.487134222264705e-11,9.9389176361906573e-08,5.8970432683560548e-07,1.7792839504459578e-13,8.9990905160899905e-09,5.5805148753329703e-10,2.2749522498208944e-10,2.272342795766929e-10,1.5387139564385157e-13,1.1584552408842548e-12,1.0707390002173914e-13,6.4552374300790196e-10,2.9002574142235805e-22,2.793173159431386e-22,2.7932079108588609e-22,9.3642659920559635e-12,1.2790092138087926e-15,1.6992607708257056e-15,6.5989158169542061e-19,7.3782122772789293e-20,3.3994899433018184e-17,1.5225459335737979e-18,1.688524435236394e-19,1.9619501123435436e-21,7.0127714447110487e-23,1.1778862805295658e-25,4.9740416354994622e-28,2.1354288256961844e-22,7.6613011028705588e-25,1.1846831431525803e-12,3.9502370117101795e-19,1.9745772065111835e-19,2.8710449299253018e-23,3.8200316452209602e-24,1.2837609088943054e-20,7.8770120181033446e-27,4.4358160932351946e-27,6.1402714257231803e-23,5.4406909170791165e-28,4.0799318939004682e-24,2.1310942946188857e-28,4.482305357994773e-31,1.62418244040058e-27,1.5127613132008542e-26,1.4669540122702638e-26,1.0308235801031276e-28,1.080307384177013e-19,1.6649799438911159e-24,2.1699042290025305e-25,2.4061684180146555e-25,6.4606942541848825e-27,1.0229976889258519e-29,4.5482113287722321e-28,6.36647599230246e-31,3.414329776046436e-27,1.6387311966804232e-25,3.7277391306495239e-28,1.5515436847595373e-32,9.7114516999356514e-34,5.7174547746765003e-34,4.7722883343480811e-29,1.0341409285319259e-12,9.2847802145457229e-18,3.9793752079819617e-18,1.0290028812651303e-13,2.8622438910929581e-35,8.5814351744064095e-34,1.7789400081323245e-29,8.9618693756529116e-38,1.348339341476221e-36,1.615314050238623e-40
6.7451279719409e-10,0.47245357762050855,4.0929477875211973e-13,6.327590521551039e-17,1.093423689016816e-13,1.9049098047600916e-20,3.7185251799778248e-16,0.0,0.0,1.1532293882631458e-09,1.2976777917701506e-15,154.0,0.0,0.99996097975091947,1.0,18.999993146410759,4.2078756765408037e-06,1.4356878625851499e-09,1.0038988166620073e-05,1.6688867010790121e-05,6.1709139458148293e-07,6.750831082344632e-06,1.5197730365372224e-11,1.015780925350718e-07,6.0266309427502241e-07,1.8280222018812322e-13,9.3984560013718681e-09,5.7649908974142738e-10,2.405696673946055e-10,2.4029370904529568e-10,1.6271828659144025e-13,1.2087238468542638e-12,1.1323994201612558e-13,6.7432896896788337e-10,3.3188131336021094e-22,3.1963245655818759e-22,3.1963652520758287e-22,1.0004388077055348e-11,1.3566677541899594e-15,1.7366847629246178e-15,6.7930527983599224e-19,7.6690143728497251e-20,3.6011980174174892e-17,1.6446919297985854e-18,1.8598056006568449e-19,2.1644410509513903e-21,7.9107294966414714e-23,1.3483044403983108e-25,5.4874171790457417e-28,2.3586630708614621e-22,8.8315146809968209e-25,1.2360560806908126e-12,4.1197726315475209e-19,2.0831878351710464e-19,2.9944110361736667e-23,4.031662347296512e-24,1.3666577013892515e-20,8.3102832188239906e-27,4.6798059997237789e-27,6.6785102114050396e-23,5.917631240014249e-28,4.4372148552011763e-24,2.3177200188857269e-28,4.8748252887991981e-31,1.7664461533865854e-27,1.6812749104731353e-26,1.6293056064989629e-26,1.1701927796208702e-28,1.1875668813114605e-19,1.804423094009949e-24,2.376651369332778e-25,2.6917369920956563e-25,7.0932843428123987e-27,1.1444658708708885e-29,5.2058720412263778e-28,7.4359625273714473e-31,3.6651670430692811e-27,1.7984282282079673e-25,4.2317366222456385e-28,1.8133573091635835e-32,1.1584917633250707e-33,6.8370821916936404e-34,5.389204875353997e-29,1.0778959538942837e-12,9.6776269513796789e-18,4.1477451138504014e-18,1.096737442866438e-13,3.1366399600303779e-35,9.5956189819499372e-34,2.0506854046314397e-29,1.0021058203240112e-37,1.5078288069542744e-36,1.8062181062648916e-40
7.034874759232457e-10,0.4724535766358522,4.3050141716946272e-13,6.9545177434903084e-17,1.2368161605322738e-13,2.1756664806558887e-20,4.3903638664967775e-16,0.0,0.0,1.2512947792762034e-09,1.5178154556412764e-15,154.0,0.0,0.99995930327591998,1.0,18.99999278156189,4.3885936285651243e-06,1.4356856410488241e-09,1.0399769583414151e-05,1.7405687238564576e-05,6.4362930032559158e-07,7.1112019125353857e-06,1.5850503258236215e-11,1.0595590213069079e-07,6.2858059607866207e-07,1.9256051681231524e-13,1.0223195624399548e-08,6.1382391502994293e-10,2.6800241028608929e-10,2.6769495020113895e-10,1.8128117371002936e-13,1.3123057726237761e-12,1.2617876605993995e-13,7.3384767273506604e-10,4.3069427893194094e-22,4.1481143162169974e-22,4.1481695085093864e-22,1.1369821561232201e-11,1.5203138258330712e-15,1.8115323581525414e-15,7.1877093800312148e-19,8.2706020743530437e-20,4.0275946110600193e-17,1.9098483111876987e-18,2.2419742331538525e-19,2.6175649005683594e-21,9.9878405003404752e-23,1.7515927788518921e-25,6.636224915889006e-28,2.8593084521097416e-22,1.1626854576738458e-24,1.3419070398680656e-12,4.4704211693593137e-19,2.3104660424765262e-19,3.2495748662270072e-23,4.4777405825146548e-24,1.5429893366887242e-20,9.2169449699686081e-27,5.1903783982569981e-27,7.8595622683182213e-23,6.9641813416051347e-28,5.2210800507211717e-24,2.7271705017289903e-28,5.7359992016185668e-31,2.0785734594957015e-27,2.0629985319540577e-26,1.9966396447399638e-26,1.4959646733903352e-28,1.4265580953911288e-19,2.1089542601784573e-24,2.8343482823660537e-25,3.3435736098258057e-25,8.4973716413815489e-27,1.4217441548831439e-29,6.7594412371032869e-28,1.0039030049721716e-30,4.2042539061543483e-27,2.153180382043177e-25,5.409817933825372e-28,2.4513527161509353e-32,1.6291775140654361e-33,9.6618898008393267e-34,6.8220680235025684e-29,1.1678326196137339e-12,1.0485107526420643e-17,4.4938225986343563e-18,1.2407565574091186e-13,3.7478572759334918e-35,1.1919838223381462e-33,2.6998243254894548e-29,1.2448428200351356e-37,1.8733711927007004e-36,2.2437157806790927e-40
7.295646867794858e-10,0.47245357574864466,4.4983826184890242e-13,7.5463217373111598e-17,1.3758281717183165e-13,2.4413089103656219e-20,5.0684444078560928e-16,0.0,0.0,1.342910152844868e-09,1.7386342724133334e-15,154.0,0.0,0.99995779442691024,1.0,18.999992452816386,4.5512371466226416e-06,1.4356836416343139e-09,1.0724089363158587e-05,1.8050821214842562e-05,6.6751337093778339e-07,7.4359137512966935e-06,1.6437994991523192e-11,1.098959048124628e-07,6.5190631001349808e-07,2.0135322193772804e-13,1.0995110907357686e-08,6.478861964608561e-10,2.9417313881349136e-10,2.9383562436634475e-10,1.9899051512296103e-13,1.4089835145066539e-12,1.3852376167794789e-13,7.895924000573961e-10,5.3936141144763312e-22,5.1948582189874419e-22,5.1949300387952393e-22,1.2699019465185461e-11,1.6772358651992092e-15,1.878894750116172e-15,7.5501847905033597e-19,8.8354939098358949e-20,4.4384390339270301e-17,2.1735976566483738e-18,2.6348027986379067e-19,3.0850132011501328e-21,1.2217598270379434e-22,2.1965827610857397e-25,7.8213522094636799e-28,3.3771978535472427e-22,1.4745016894925558e-24,1.4406949130126698e-12,4.7993851691465781e-19,2.526642256236913e-19,3.4889669822066445e-23,4.906019286433664e-24,1.7141224237166303e-20,1.0079318486345792e-26,5.676010570123083e-27,9.0496798169259813e-23,8.018770007645773e-28,6.0108145400629898e-24,3.139687691367082e-28,6.6036214435034514e-31,2.3930450878478646e-27,2.4626869510523903e-26,2.3807014117203063e-26,1.8501583364193457e-28,1.6718439157936059e-19,2.4141405648931973e-24,3.3004896799363194e-25,4.0321651722538499e-25,9.9316904149488682e-27,1.714676734973313e-29,8.4694330546732039e-28,1.3007755498834337e-30,4.7338484370806808e-27,2.5159141130214036e-25,6.6906805369590856e-28,3.1800450744781316e-32,2.1865761532907466e-33,1.3024436069940884e-33,8.3685428203088183e-29,1.2515123099556055e-12,1.1236411129823664e-17,4.8158231881405469e-18,1.3804030170510475e-13,4.3755515713774629e-35,1.4389288060836129e-33,3.4239409862945279e-29,1.502748918109039e-37,2.2618017858889803e-36,2.7085510429770669e-40
7.55641897635726e-10,0.4724535748606511,4.6941229948155327e-13,8.1644220081864396e-17,1.5245783260380057e-13,2.7287858285303646e-20,5.8212496622835738e-16,0.0,0.0,1.4377044967890502e-09,1.9824912544321e-15,154.0,0.0,0.99995628555752336,1.0,18.999992123774515,4.7138781648306173e-06,1.4356816421913439e-09,1.1048110925681567e-05,1.8695951181611248e-05,6.9139739935665704e-07,7.7609186858938345e-06,1.7025483055185683e-11,1.1383588288571045e-07,6.7523198826247095e-07,2.1015386366691413e-13,1.1795115038976738e-08,6.8237294841117661e-10,3.2176587798779679e-10,3.2139667445719573e-10,2.1766249780688369e-13,1.508914818757415e-12,1.5154083402948716e-13,8.4740314135785432e-10,6.6980399546674701e-22,6.4513974688394894e-22,6.4514900205972269e-22,1.4126767926863489e-11,1.8434445631679895e-15,1.9462567213468597e-15,7.9195704606779909e-19,9.4233758477244695e-20,4.8759579450817081e-17,2.4626422889400402e-18,3.078249953233216e-19,3.61449274343465e-21,1.4836568988445174e-22,2.7326451259254511e-25,9.1637507185610211e-28,3.965332604639441e-22,1.8537663940940517e-24,1.5427998707244355e-12,5.141232041048571e-19,2.7540126570557843e-19,3.7377414243781253e-23,5.3605889914842367e-24,1.8975073412686614e-20,1.098634803720279e-26,6.1867900907638659e-27,1.0369382265096789e-22,9.1881919678233029e-28,6.8863838038653222e-24,3.5970414763705901e-28,7.5655441064131499e-31,2.7417030917985838e-27,2.921673294490418e-26,2.8211352955743559e-26,2.2711246344419615e-28,1.9483896396749866e-19,2.7509523091977986e-24,3.822418022370161e-25,4.829110003067277e-25,1.1541897792112302e-26,2.0537233986109083e-29,1.0524054218174557e-27,1.6691788849504138e-30,5.3074869930695185e-27,2.9234433225339981e-25,8.2130118711023006e-28,4.0856006730363294e-32,2.9024652098683662e-33,1.7364337698631825e-33,1.0194825692188846e-28,1.3377522460855583e-12,1.2010701621700968e-17,5.1476756641029789e-18,1.5298594083001292e-13,5.0843607165802251e-35,1.7265259378998277e-33,4.3047021077561975e-29,1.8031131132962886e-37,2.7142240322469001e-36,3.2499078282012066e-40
7.817191084919661e-10,0.4724535739720063,4.8922307306512142e-13,8.8089872987122241e-17,1.6833554499115431e-13,3.0391051933789244e-20,6.6539140711528219e-16,0.0,0.0,1.5356770998847455e-09,2.2509195668873252e-15,154.0,0.0,0.99995477666776145,1.0,18.999991794487862,4.8765166832203856e-06,1.435679642717923e-09,1.1371885833715969e-05,1.9341077135636237e-05,7.1528138560048027e-07,8.0861651511706815e-06,1.7612967446295462e-11,1.1777583633085883e-07,6.985576308437471e-07,2.1896104569136925e-13,1.2623207761513149e-08,7.1726534146248683e-10,3.5079784388651288e-10,3.5039529673121399e-10,2.373087828126057e-13,1.6120817969104246e-12,1.652381417607577e-13,9.0728254209882081e-10,8.2532887113950325e-22,7.9496016126313588e-22,7.9497198060162884e-22,1.5656457854425723e-11,2.0190803733219765e-15,2.0136182715098258e-15,8.295875221584026e-19,1.0034990520573391e-19,5.3411596177874747e-17,2.7784875848296847e-18,3.5766930638622985e-19,4.2116475859464403e-21,1.7895230879070537e-22,3.3742767384125033e-25,1.0677730353208016e-27,4.6303495561333903e-22,2.3118066544645196e-24,1.6482031645755147e-12,5.4961667398654045e-19,2.9927539221292589e-19,3.9960474067694517e-23,5.8423253419817386e-24,2.0936056837569474e-20,1.1938738426102629e-26,6.7231138593041802e-27,1.1827795957279485e-22,1.0480534983079206e-27,7.8538118536351751e-24,4.1023786091615252e-28,8.6283853442150608e-31,3.1269471629994983e-27,3.4462872767143695e-26,3.3238534522415586e-26,2.7684786725590196e-28,2.2588849685206483e-19,3.1215609589484339e-24,4.4046259886941205e-25,5.7466599433311542e-25,1.3342443313634747e-26,2.4441004468219634e-29,1.297642930702417e-27,2.1227112647333747e-30,5.927078941230356e-27,3.3794232070896218e-25,1.0011582949680413e-27,5.2020092847574076e-32,3.8133940777608741e-33,2.2913719011538458e-33,1.2339813386956613e-28,1.426521563328202e-12,1.2807701885577028e-17,5.4892612579436666e-18,1.6894195569231576e-13,5.88217020755352e-35,2.059951116102387e-33,5.3684158108840843e-29,2.151341407800861e-37,3.2387907492739766e-36,3.8775290066173224e-40
8.077963193482063e-10,0.47245357308282976,5.0927012522071746e-13,9.4801841138496368e-17,1.8524446823641983e-13,3.3732902699317991e-20,7.5717212649736484e-16,0.0,0.0,1.6368273708568599e-09,2.5455013935081932e-15,154.0,0.0,0.99995326775762561,1.0,18.99999146499896,5.0391527018232807e-06,1.4356776432144602e-09,1.1695456636409324e-05,1.9986199073683639e-05,7.3916532968741368e-07,8.4116105951696654e-06,1.8200448161924818e-11,1.2171576512814407e-07,7.2188323777536294e-07,2.2777361576674209e-13,1.347938881708199e-08,7.5254557748160831e-10,3.8128549283133951e-10,3.8084792856499856e-10,2.5794051652441826e-13,1.7184666588241258e-12,1.7962348328521152e-13,9.6923324556527026e-10,1.0095937549027433e-21,9.7247236118219678e-22,9.7248732815852841e-22,1.7291475608574814e-11,2.2042768179663949e-15,2.0809794002672553e-15,8.6791078969661124e-19,1.067108677941949e-19,5.8350833693020601e-17,3.1226903197903641e-18,4.1347261676642399e-19,4.8824311076279524e-21,2.1448547332368286e-22,4.1376791616181815e-25,1.2378385280954024e-27,5.3792772899272238e-22,2.8613372908835472e-24,1.7568861520700583e-12,5.8643993763419164e-19,3.243045749602442e-19,4.2640379059791476e-23,6.3521177138340647e-24,2.3028858202234078e-20,1.293720650782357e-26,7.2853855613224011e-27,1.3434387150049486e-22,1.1904188052990583e-27,8.919345091445948e-24,4.6589620132348013e-28,9.7990076357841423e-31,3.5512655946793213e-27,4.043295781338734e-26,3.8951627026603738e-26,3.3528261087663575e-28,2.6061466598845331e-19,3.5282325036417285e-24,5.0518333429841364e-25,6.7979754773667614e-25,1.5348513055637855e-26,2.8914111606386229e-29,1.5885577602569953e-27,2.6769148360525561e-30,6.594547444082301e-27,3.8876646231947521e-25,1.2124746925502315e-27,6.5682058803291978e-32,4.9625142781414712e-33,2.9948420001987258e-33,1.4846325842876154e-28,1.517789768808128e-12,1.3627138143163339e-17,5.8404626317889876e-18,1.8593737464786515e-13,6.7774381928573038e-35,2.4448776163869061e-33,6.6446135273417339e-29,2.5533593056358054e-37,3.844438600211435e-36,4.602093690371951e-40
8.338735302044464e-10,0.4724535721932135,5.2955299825054796e-13,1.0178177060231722e-16,2.0321275196004328e-13,3.7323795895858194e-20,8.5801021642713948e-16,0.0,0.0,1.7411548172875109e-09,2.867867944719891e-15,154.0,0.0,0.99995175882711784,1.0,18.999991135342938,5.201786220670637e-06,1.4356756436831395e-09,1.2018858452835797e-05,2.0631316992519815e-05,7.6304923163551221e-07,8.7372198956875941e-06,1.8787925199143795e-11,1.2565566925794058e-07,7.4520880907523067e-07,2.3659062283548625e-13,1.436365794765694e-08,7.8819680119260878e-10,4.132445624370539e-10,4.1277028945580089e-10,2.7956835847595459e-13,1.8280517121405366e-12,1.9470431627676929e-13,1.0332578931067393e-09,1.2266290402118648e-21,1.1815610331568974e-21,1.1815798369812938e-21,1.903520365492899e-11,2.3991608712725383e-15,2.1483401072836652e-15,9.0692773041142248e-19,1.1332418581481876e-19,6.358799628148454e-17,3.496860340783465e-18,4.7571654088305098e-19,5.6331152647568527e-21,2.5556206311865052e-22,5.0408955415489469e-25,1.4281617397015231e-27,6.2195495583663767e-22,3.5165707084720716e-24,1.8688302960456138e-12,6.2461450078077632e-19,3.5050710495653865e-19,4.5418695076020445e-23,6.8908694293686226e-24,2.5258230696187248e-20,1.3982481950284543e-26,7.8740160979169077e-27,1.5198967022981015e-22,1.3467845856467373e-27,1.0089455495173148e-23,5.2701724470255949e-28,1.1084521284397213e-30,4.0172365505666874e-27,4.7199188173294304e-26,4.5417777424865838e-26,4.0358281749437302e-28,2.9931197817827348e-19,3.9733304790328509e-24,5.7689954411897934e-25,7.9971662067219791e-25,1.7576057515664301e-26,3.4016630402722439e-29,1.9316843183102489e-27,3.349468764838459e-30,7.3118294378463454e-27,4.4521352069302634e-25,1.4594674227832198e-27,8.2285778830020266e-32,6.4004619067180398e-33,3.8794221728718665e-33,1.7761367754064532e-28,1.6115267369698403e-12,1.4468739914133122e-17,6.2011638612296135e-18,2.0400087609969249e-13,7.7792269041713158e-35,2.887511865965459e-33,8.1663051520996899e-29,3.0156491787274414e-37,4.5409444937357067e-36,5.4352845732914467e-40
8.599507410606866e-10,0.47245357130323723,5.5007123419254741e-13,1.0903129126119023e-16,2.2226818590337833e-13,4.1174269097003464e-20,9.6846331037356879e-16,0.0,0.0,1.8486590282136798e-09,3.2196994641001897e-15,154.0,0.0,0.99995024987624004,1.0,18.999990805548791,5.3644172397937853e-06,1.4356736441215576e-09,1.2342120278533782e-05,2.1276430888911493e-05,7.8693309146272733e-07,9.0629640537939217e-06,1.9375398555019012e-11,1.2959554870068603e-07,7.6853434476113978e-07,2.4541128164925646e-13,1.5276014895070255e-08,8.2420302346655546e-10,4.4669010921663066e-10,4.4617741858330962e-10,3.0220250683128734e-13,1.9408193617477659e-12,2.1048777552370284e-13,1.0993591243564741e-09,1.4808599909725948e-21,1.4264916850856029e-21,1.4265151352527411e-21,2.0891021122339557e-11,2.603853321029148e-15,2.2157003922244371e-15,9.4663922545947067e-19,1.2019744077060724e-19,6.91340994879903e-17,3.9026622194376631e-18,5.4490546941567078e-19,6.470300155952144e-21,3.0282866853984865e-22,6.1039543899451706e-25,1.6404160575573421e-27,7.1590191571201558e-22,4.2933308292768057e-24,1.9840171640779531e-12,6.6416234649437471e-19,3.7790161000879869e-19,4.8297022791682135e-23,7.459497973890066e-24,2.762899868458029e-20,1.5075307857003148e-26,8.4894239362334903e-27,1.7131696816320145e-22,1.5180513304832216e-27,1.1370843886007008e-23,5.9395102107574772e-28,1.2492288007519401e-30,4.527529366603832e-27,5.4838457086958363e-26,5.270834493920392e-26,4.8302688832434571e-28,3.4228789163300493e-19,4.4593189624945615e-24,6.5613118877286906e-25,9.3593327305168834e-25,2.0041820062384815e-26,3.9812856434707817e-29,2.3342344359603677e-27,4.1603943222321417e-30,8.0808756292594102e-27,5.076960493083418e-25,1.7467595602692613e-27,1.0233506043658881e-31,8.186321359591876e-33,4.9833710147376434e-33,2.1136400182380804e-28,1.7077027051524871e-12,1.5332239976389231e-17,6.5712504182915764e-18,2.231607927138452e-13,8.8972352722224518e-35,3.3946311963300186e-33,9.9702436836027399e-29,3.5452896997330674e-37,5.3389851042546422e-36,6.3898589951746294e-40
