Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402)
3.2888446625857815e-13,0.430529613914683,7.2469263435765831e-13,1.724976199303899e-19,1.7249702171571638e-19,4.9400498499004723e-31,5.8252937243827357e-25,0.0,0.0,2.5366620573485762e-13,1.7284270818044752e-22,154.0,0.0,0.99999894443279991,1.0,18.999999999641819,4.8013076061833179e-08,3.0130853797523327e-07,2.9784642386469446e-07,2.9795794469706355e-07,4.2601371763339112e-08,2.340251076118771e-10,1.1199742482446688e-13,1.2379453016358371e-10,6.7481054458461881e-08,2.6400327101800206e-18,4.3447545363162292e-13,4.2354616302674755e-13,3.4452944013408747e-16,3.4446611315709433e-16,5.189450724164025e-20,1.1373207696064933e-15,1.1432469751561247e-20
3.31549458547897e-13,0.4305296139146691,7.3056482435798307e-13,1.7530447229234398e-19,1.7530385967472377e-19,5.0647238260418295e-31,5.9680531406712288e-25,0.0,0.0,2.5597883525961804e-13,1.7579297568243973e-22,154.0,0.0,0.99999893589269184,1.0,18.999999999636124,4.8402131704046332e-08,3.0301822206285851e-07,3.0025800007455522e-07,3.0037144509591228e-07,4.3224660417096238e-08,2.3782606515545675e-10,1.1294458086918251e-13,1.2568543210507953e-10,6.8468350765886437e-08,2.6829141885345203e-18,4.4154426745421975e-13,4.3043339932161467e-13,3.5296991286936811e-16,3.5290468474659679e-16,5.3432751388440417e-20,1.1637619191926713e-15,1.1795371382903217e-20
3.3469554047934344e-13,0.43052961391465233,7.3749707185698041e-13,1.786471782392555e-19,1.7864654832073026e-19,5.2146567551772578e-31,6.1395628999904011e-25,0.0,0.0,2.5871426538486236e-13,1.7931080407293216e-22,154.0,0.0,0.99999892581112293,1.0,18.999999999629345,4.8861420427337768e-08,3.0502463209524264e-07,3.031048793670113e-07,3.0322061927920531e-07,4.3964991655200695e-08,2.4235244019045865e-10,1.140227810929265e-13,1.2793371790291953e-10,6.9641043857444192e-08,2.7339796722687962e-18,4.4996255579899309e-13,4.3863532707860589e-13,3.6311009489694457e-16,3.6304257068083825e-16,5.5289631322985203e-20,1.1954720859736598e-15,1.2234584783453364e-20
3.3784162241078986e-13,0.4305296139146355,7.4442931743602016e-13,1.8202145296504887e-19,1.8202080542014148e-19,5.3676013640464684e-31,6.3143274644491445e-25,0.0,0.0,2.6145545612648491e-13,1.8286658574900077e-22,154.0,0.0,0.99999891572978672,1.0,18.999999999622506,4.9320709142441784e-08,3.070182247540719e-07,3.0595171601144081e-07,3.060697761149326e-07,4.47101931187898e-08,2.4692132250589424e-10,1.1509011087047942e-13,1.3019930464398269e-10,7.0821451442645235e-08,2.7855247473071722e-18,4.584603185844597e-13,4.4691455665790628e-13,3.7344257980341097e-16,3.7337270270070662e-16,5.7191421202168799e-20,1.2277224790420833e-15,1.2685681502262339e-20
3.409877043422363e-13,0.43052961391461864,7.5136156109514736e-13,1.8542729646098111e-19,1.8542663096115502e-19,5.5235906519498476e-31,6.4923774281136628e-25,0.0,0.0,2.6420240747470027e-13,1.8646041045406761e-22,154.0,0.0,0.99999890564868177,1.0,18.999999999615607,4.9779997849358525e-08,3.0899908191921887e-07,3.0879851001233477e-07,3.0891891565124078e-07,4.5460233695808254e-08,2.5153270761307453e-10,1.1616252878934549e-13,1.3248212822454258e-10,7.2009524239657359e-08,2.8375493615464018e-18,4.670375553257334e-13,4.5527108509150831e-13,3.8396917147630384e-16,3.8389688389056097e-16,5.9138723660368905e-20,1.2605166276633798e-15,1.3148862082628276e-20
3.441337862736827e-13,0.4305296139146015,7.5829380283440663e-13,1.8886470871830937e-19,1.8886402493196876e-19,5.6826577055323996e-31,6.6737433850398163e-25,0.0,0.0,2.6695511941972399e-13,1.9009236796583184e-22,154.0,0.0,0.99999889556780641,1.0,18.999999999608647,5.023928654808807e-08,3.1096728494748548e-07,3.1164526137418393e-07,3.1176803795755266e-07,4.6215082472953003e-08,2.5618659102378452e-10,1.1723447938029909e-13,1.3478212477838886e-10,7.3205213281474109e-08,2.8900534639038455e-18,4.7569426553969852e-13,4.637049094115943e-13,3.9469167373389871e-16,3.9461691726314708e-16,6.1132142403459839e-20,1.2938580385236342e-15,1.3624328348146794e-20
3.5042595013657556e-13,0.4305296139145669,7.7215828055350234e-13,1.9583423948218386e-19,1.958335181157891e-19,6.0101578930186087e-31,7.0465456548487158e-25,0.0,0.0,2.7247782506106275e-13,1.9747104069161939e-22,154.0,0.0,0.99999887540673915,1.0,18.999999999594557,5.1157863920986011e-08,3.1486605143247436e-07,3.1733863619870835e-07,3.1746623113330926e-07,4.7739081957818515e-08,2.6562183480530233e-10,1.1937814686599369e-13,1.3943338252150277e-10,7.5619245789226442e-08,2.9964999308520636e-18,4.9324610446212516e-13,4.8080443384089807e-13,4.1673162493003758e-16,4.1665175224977106e-16,6.5259748705826157e-20,1.3621965619846219e-15,1.4612931560752482e-20
3.567181139994684e-13,0.43052961391453176,7.8602275059366687e-13,2.0293004518673379e-19,2.0292928487718904e-19,6.3503683664938682e-31,7.4329790261157129e-25,0.0,0.0,2.7802357297224484e-13,2.0500332283343784e-22,154.0,0.0,0.99999885524657339,1.0,18.999999999580226,5.2076441261136467e-08,3.1871516472962631e-07,3.2303184052093003e-07,3.2316435614895526e-07,4.9281948193526396e-08,2.7522701795420192e-10,1.2152058359137492e-13,1.4415257166032112e-10,7.806316344957098e-08,3.1048637432543259e-18,5.1111583152228668e-13,4.9821310620707782e-13,4.3957686255301329e-16,4.3949163033184077e-16,6.9579090164555359e-20,1.4327656568343183e-15,1.5653131008103149e-20
3.6301027786236126e-13,0.4305296139144959,7.9988721295525897e-13,2.1015212576202405e-19,2.101513251217587e-19,6.7035569634000301e-31,7.8332882509150929e-25,0.0,0.0,2.8359236307502983e-13,2.1268993384671128e-22,154.0,0.0,0.99999883508729759,1.0,18.999999999565656,5.2995018568540225e-08,3.2251525719721013e-07,3.2872487437675723e-07,3.2886241350500333e-07,5.0843440901668844e-08,2.8500210458181488e-10,1.2366375478029543e-13,1.4893918972741017e-10,8.0536585658910164e-08,3.215144496175059e-18,5.2930344291887912e-13,5.1593090277443296e-13,4.6324181465614093e-16,4.6315097303728287e-16,7.4095032344687192e-20,1.5055925781399096e-15,1.6746586513498231e-20
3.755946055881469e-13,0.43052961391442257,8.2761611464416397e-13,2.2497511124510133e-19,2.2497422568278295e-19,7.449946864494561e-31,8.6765132685801652e-25,0.0,0.0,2.9479906954252873e-13,2.2852902305079259e-22,154.0,0.0,0.99999879477137099,1.0,18.99999999953581,5.4832173085110966e-08,3.2997086912814535e-07,3.4011043083282293e-07,3.4025832723210341e-07,5.4021359800975706e-08,3.05061844756385e-10,1.2794991520983851e-13,1.5871272127404447e-10,8.5570445354436097e-08,3.4414552043505712e-18,5.6663230365513896e-13,5.5229377358506921e-13,5.1308856897792606e-16,5.1298573272307967e-16,8.3736252286330426e-20,1.6581271959296776e-15,1.910000256018654e-20
3.8817893331393256e-13,0.43052961391434685,8.5534498562308834e-13,2.4030319537199975e-19,2.4030221904364713e-19,8.2514982446631543e-31,9.5781787211264826e-25,0.0,0.0,3.0609794383796024e-13,2.449940749129318e-22,154.0,0.0,0.9999987544588701,1.0,18.999999999505015,5.6669327470704611e-08,3.3723778691444061e-07,3.5149530585401743e-07,3.5165397626116575e-07,5.7270976911269381e-08,3.2580076837116135e-10,1.322360682221658e-13,1.6875003124414033e-10,9.0717875852421905e-08,3.6754288177784829e-18,6.0523265681522059e-13,5.8989285644800016e-13,5.6638729017005486e-16,5.6627138070951696e-16,9.4222613553838314e-20,1.8200115847125094e-15,2.1686846983814479e-20
4.007632610397182e-13,0.43052961391426897,8.8307382589490015e-13,2.5613637758335565e-19,2.5613530444918877e-19,9.1104041111016368e-31,1.0540242619187412e-24,0.0,0.0,3.174889853359832e-13,2.6209086481366721e-22,154.0,0.0,0.99999871414970865,1.0,18.999999999473285,5.8506481725327381e-08,3.4432078609193213e-07,3.6287949972732973e-07,3.6304936448015527e-07,6.0590477662861606e-08,3.4721858858943578e-10,1.3652204688757331e-13,1.7904723191709145e-10,9.5976002854849479e-08,3.9170621002157783e-18,6.4510447298077529e-13,6.2872796158704547e-13,6.2325336279017618e-16,6.23123248176589e-16,1.055935237114035e-19,1.9914515545317189e-15,2.4521089875619924e-20
4.1334758876550386e-13,0.43052961391418865,9.1080263546246495e-13,2.7247465731985745e-19,2.7247348114429832e-19,1.0028879829580166e-30,1.1564662970747315e-24,0.0,0.0,3.2897219341151482e-13,2.7982517690386998e-22,154.0,0.0,0.9999986738438017,1.0,18.999999999440622,6.0343635848985345e-08,3.5122452132903279e-07,3.7426301273962571e-07,3.7444449571947678e-07,6.3978093412295231e-08,3.6931501869559125e-10,1.4080794124972137e-13,1.8960049287314324e-10,1.0134202481134774e-07,4.1663518167857859e-18,6.8624772316405741e-13,6.6879889927464289e-13,6.8380215368365768e-16,6.8365664811617152e-16,1.1788857174307501e-19,2.1726476979577242e-15,2.7616995742979637e-20
4.259319164912895e-13,0.43052961391410605,9.3853141432864536e-13,2.8931803402224566e-19,2.8931674837391812e-19,1.1009163124180328e-30,1.2653397781141717e-24,0.0,0.0,3.4054756743972976e-13,2.982028041036261e-22,154.0,0.0,0.99999863354106744,1.0,18.99999999940702,6.2180789841684392e-08,3.5795352956411901e-07,3.8564584517764815e-07,3.8583937375319749e-07,6.7432100250225203e-08,3.9208977209504831e-10,1.4509374183149261e-13,2.0040604012780452e-10,1.0681321103086297e-07,4.4232947339775964e-18,7.2866237880141857e-13,7.1010547983183893e-13,7.4814901198823706e-16,7.479868753632118e-16,1.3114750952078688e-19,2.3637955255195169e-15,3.0989115504530462e-20
4.3851624421707516e-13,0.43052961391402117,9.6626016249630158e-13,3.0666650713131294e-19,3.0666510538304324e-19,1.2053514077042855e-30,1.3808405053057471e-24,0.0,0.0,3.5221510679606102e-13,3.1722954810115269e-22,154.0,0.0,0.99999859324142526,1.0,18.999999999372502,6.401794370343028e-08,3.6451223296326903e-07,3.970279973280172e-07,3.9723400229976557e-07,7.0950817877561043e-08,4.1554256231421455e-10,1.4937944760838366e-13,2.1146015530567341e-10,1.1238689990145676e-07,4.6878876196452719e-18,7.7234841174709977e-13,7.5264751362828103e-13,8.1640926913853403e-16,8.1622920662377403e-16,1.4541023580881052e-19,2.5650855933812022e-15,3.4652278951384797e-20
4.636848996686465e-13,0.4305296139138448,1.0217175667474691e-12,3.4287874033291515e-19,3.4287708572005054e-19,1.434357107498344e-30,1.6325068978958016e-24,0.0,0.0,3.7582667899609225e-13,3.5725363707679143e-22,154.0,0.0,0.99999851265110662,1.0,18.999999999300691,6.7692251034084982e-08,3.7713585649248502e-07,4.1979026191166111e-07,4.2002252553183894e-07,7.8175876110179331e-08,4.6448110792194546e-10,1.5795058218388525e-13,2.3429948930535043e-10,1.2383147465126544e-07,5.2400103746463453e-18,8.6353449903473872e-13,8.4143718266044188e-13,9.6513121722525152e-16,9.6491119751234638e-16,1.7710730431151414e-19,2.998830612324277e-15,4.291240859389111e-20
4.888535551202178e-13,0.43052961391365935,1.0771748482387977e-12,3.8111135245204438e-19,3.8110941611632501e-19,1.6917578632296326e-30,1.9130318716976407e-24,0.0,0.0,3.9980690502022348e-13,3.9994403265817668e-22,154.0,0.0,0.99999843207224348,1.0,18.999999999225221,7.1366557840992571e-08,3.8912858127502824e-07,4.4254980878106384e-07,4.4281009408159633e-07,8.5640657084770401e-08,5.1612836614785683e-10,1.6652136026232711e-13,2.5808982949363989e-10,1.3565577306013349e-07,5.8226942519005592e-18,9.5980576798904019e-13,9.3516639029996566e-13,1.1308902955293107e-15,1.13062447281335e-15,2.1330138905181486e-19,3.4753127562011468e-15,5.2521326908865221e-20
5.140222105717891e-13,0.4305296139134649,1.1326320069930783e-12,4.2136433901691137e-19,4.2136209053370618e-19,1.9794422270881078e-30,2.2239818193271617e-24,0.0,0.0,4.2415577988118857e-13,4.4534746389343591e-22,154.0,0.0,0.99999835150426342,1.0,18.999999999146123,7.504086412419422e-08,4.0052193836126403e-07,4.6530664022477186e-07,4.6559673577627002e-07,9.3333179886481078e-08,5.7048204955354799e-10,1.7509178836183653e-13,2.8280334914192122e-10,1.4784081722931183e-07,6.4359134433232461e-18,1.0611620078743059e-12,1.0338336212527033e-12,1.3146085186757774e-15,1.3142905960424414e-15,2.543156480549346e-19,3.9958904424131265e-15,6.3606985281127928e-20
5.391908660233604e-13,0.43052961391326167,1.1880890430330659e-12,4.6363769555655503e-19,4.6363510293486693e-19,2.2993345217676345e-30,2.5669231291639162e-24,0.0,0.0,4.488732985958366e-13,4.9351080001684167e-22,154.0,0.0,0.99999827094662308,1.0,18.999999999063416,7.8715169883728854e-08,4.1134588298749471e-07,4.8806075852937472e-07,4.8838247762885253e-07,1.0124206236560835e-07,6.2753987263151767e-10,1.8366187795669459e-13,3.0841303573037261e-10,1.6036857771052768e-07,7.0796421626151645e-18,1.1676030140733968e-12,1.1374373610011992e-12,1.5172076184738382e-15,1.5168308428501076e-15,3.004744887354344e-19,4.561854065360443e-15,7.6301134995472758e-20
5.643595214749317e-13,0.4305296139130496,1.2435459563814795e-12,5.0793141760084228e-19,5.0792844728331225e-19,2.6533948396675843e-30,2.943422185351609e-24,0.0,0.0,4.7395945618512875e-13,5.444810504142151e-22,154.0,0.0,0.99999819039880578,1.0,18.999999998977149,8.2389475119633557e-08,4.2162887301896971e-07,5.1081216597950829e-07,5.1116734586185856e-07,1.0935649133145568e-07,6.8729955180353173e-10,1.9223163899945367e-13,3.3489266719466159e-10,1.7322192629273007e-07,7.753854645244076e-18,1.2791285879092232e-12,1.2459760958043601e-12,1.7396090440615157e-15,1.7391662016076831e-15,3.5210332521158764e-19,5.1744293825885777e-15,9.0739128621485281e-20
5.89528176926503e-13,0.4305296139128289,1.2990027470610034e-12,5.5424550068046556e-19,5.5424211754337824e-19,3.0436190420929867e-30,3.3550453677985959e-24,0.0,0.0,4.9941424767413404e-13,5.9830536458827545e-22,154.0,0.0,0.99999810986032089,1.0,18.999999998887329,8.6063779831943586e-08,4.3139794386422265e-07,5.3356086485785705e-07,5.3395136593047815e-07,1.1766619408698601e-07,7.4975880541899196e-10,2.0080108098051616e-13,3.6221678877248314e-10,1.8638459091267221e-07,8.4585251484263535e-18,1.3957385364707491e-12,1.3594483126971162e-12,1.9827339620507436e-15,1.9822173739445157e-15,4.0952837557904642e-19,5.8347807486124753e-15,1.0705973064908799e-19
6.146968323780743e-13,0.43052961391259936,1.35445941509429e-12,6.025799403269427e-19,6.0257610768022976e-19,3.4720387584557313e-30,3.8033590521783771e-24,0.0,0.0,5.2523766809202726e-13,6.5503103212402681e-22,154.0,0.0,0.99999802933070259,1.0,18.999999998793996,8.9738084020692346e-08,4.40678779790505e-07,5.5630685744515728e-07,5.5673456254508223e-07,1.2616141133095663e-07,8.1491535375330244e-10,2.0937021322365542e-13,3.9036069049867975e-10,1.9984111273160047e-07,9.1936279511085354e-18,1.5174326724438654e-12,1.4778524994900684e-12,2.2475032566724342e-15,2.2469047752408252e-15,4.730764940824052e-19,6.5440141933870978e-15,1.2540493752763716e-19
6.398654878296456e-13,0.4305296139123614,1.4099159605039599e-12,6.5293473207261476e-19,6.5293041165986108e-19,3.940721385477773e-30,4.2899296099300766e-24,0.0,0.0,5.5142971247208471e-13,7.1470548265424036e-22,154.0,0.0,0.99999794880950754,1.0,18.999999998697174,9.3412387685911667e-08,4.4949578152610401e-07,5.7905014602019971e-07,5.7951695969303253e-07,1.3483287147093487e-07,8.8276691900624111e-10,2.1793904474688717e-13,4.193003853975551e-10,2.1357680544679256e-07,9.9591373539489599e-18,1.6442108139475063e-12,1.6011871447691252e-12,2.5348375299212891e-15,2.5341485350784521e-15,5.4307503545438204e-19,7.3031803404939701e-15,1.4591980738326861e-19
6.650341432812169e-13,0.4305296139121148,1.4653723833126037e-12,7.0530987145064642e-19,7.0530502344909309e-19,4.4517700863954761e-30,4.8163234082589319e-24,0.0,0.0,5.7799037585168044e-13,7.7737628582501568e-22,154.0,0.0,0.99999786829631543,1.0,18.999999998596877,9.7086690827631739e-08,4.5787213033714734e-07,6.0179073285983188e-07,6.0229858065981746e-07,1.4367176627590856e-07,9.5331122530033508e-10,2.2650758430814279e-13,4.4901258834659866e-10,2.2757771672502982e-07,1.0755027679299443e-17,1.7760727843748094e-12,1.7294507378951327e-12,2.8456571017004081e-15,2.8448684976556153e-15,6.1985174588050598e-19,8.1132771731421431e-15,1.6875229891260288e-19
6.902027987327882e-13,0.43052961391185984,1.5208286835427832e-12,7.5970535399502298e-19,7.5969993701557337e-19,5.0073237901642123e-30,5.3841068101367687e-24,0.0,0.0,6.049196532722837e-13,8.4309115126138095e-22,154.0,0.0,0.99999778779072657,1.0,18.999999998493145,1.0076099344588125e-07,4.6582984891001023e-07,6.2452862023896151e-07,6.2507944804957646e-07,1.5266972774267949e-07,1.0265459986792336e-09,2.3507584041073277e-13,4.794746955544715e-10,2.4183059155871348e-07,1.1581273271186896e-17,1.9130184122388934e-12,1.8626417690034931e-12,3.1808820099658784e-15,3.179984222173414e-15,7.0373467388525838e-19,8.9752526622766222e-15,1.9405311857928745e-19
7.153714541843595e-13,0.4305296139115964,1.5762848612170324e-12,8.16121175240551e-19,8.1611514632777485e-19,5.6095571906632957e-30,5.9948461743024764e-24,0.0,0.0,6.3221753977945541e-13,9.1189792853292267e-22,154.0,0.0,0.99999770729236059,1.0,18.999999998385999,1.044352955406875e-07,4.7338985926593557e-07,6.472638104305579e-07,6.4785958380503896e-07,1.618188060899317e-07,1.1024689671060863e-09,2.4364382130824703e-13,5.106647646215354e-10,2.5632283740823153e-07,1.243784849529506e-17,2.0550475310230171e-12,2.0007587290037772e-12,3.5414320108713644e-15,3.5404149831993119e-15,7.9505209654250949e-19,9.890007266576509e-15,2.2197557551003959e-19
7.405401096359308e-13,0.4305296139113246,1.6317409163578583e-12,8.745573307228561e-19,8.745506453549941e-19,6.2606807459016844e-30,6.6501078552624819e-24,0.0,0.0,6.5988403042284364e-13,9.838446071194643e-22,154.0,0.0,0.9999976268008578,1.0,18.999999998275452,1.0810959711207636e-07,4.8057203780706061e-07,6.6999630570565529e-07,6.7063900922688776e-07,1.7111144884228478e-07,1.18107786046192e-09,2.5221153501296983e-13,5.4256149517871886e-10,2.7104249107087189e-07,1.3324727738946169e-17,2.2021599790350767e-12,2.1438001095793217e-12,3.9282265789126367e-15,3.9270797710100377e-15,8.9413245878101183e-19,1.085839630862467e-14,2.5267544381847937e-19
7.657087650875021e-13,0.4305296139110448,1.6871968489877431e-12,9.3501381597838233e-19,9.3500642806735141e-19,6.962940677224614e-30,7.3514582032912187e-24,0.0,0.0,6.8791912025618226e-13,1.0589793163767963e-21,154.0,0.0,0.9999975463158749,1.0,18.999999998161542,1.1178389816007244e-07,4.8739526758348751e-07,6.9272610833335543e-07,6.9341774499254664e-07,1.8054048097027354e-07,1.2623704105440154e-09,2.6077898930274518e-13,5.7514421009993094e-10,2.8597818722233621e-07,1.4241885411082645e-17,2.3543555992664212e-12,2.2917644031868285e-12,4.3421849070719879e-15,4.3408972919157516e-15,1.0013043241244455e-18,1.1881232231118297e-14,2.8631083211222956e-19
7.908774205390734e-13,0.4305296139107564,1.7426526591291435e-12,9.9749062654439305e-19,9.9748248843578924e-19,7.7186189685210005e-30,8.1004635644315875e-24,0.0,0.0,7.1632280433728531e-13,1.1373503255024675e-21,154.0,0.0,0.99999746583708626,1.0,18.999999998044281,1.1545819868469914e-07,4.9387748792326508e-07,7.1545322058082934e-07,7.1619581117441368e-07,1.9009908603234629e-07,1.346344351064292e-09,2.6934619172781894e-13,6.0839283726975239e-10,3.0111912854546111e-07,1.5189295942248866e-17,2.5116342392548409e-12,2.4446501030559499e-12,4.7842259069625597e-15,4.782785968567986e-15,1.1168963347696394e-18,1.2959286739244381e-14,3.230420598050706e-19
8.160460759906447e-13,0.4305296139104599,1.7981083468044922e-12,1.0619877579589668e-18,1.0619788204320719e-18,8.5300333654314718e-30,8.8986902804954352e-24,0.0,0.0,7.450950777280451e-13,1.2190060435016167e-21,154.0,0.0,0.99999738536418292,1.0,18.999999997923695,1.1913249868597869e-07,5.0003574158581723e-07,7.381776447133201e-07,7.3897322725756251e-07,1.9978078825788467e-07,1.4329974176476861e-09,2.7791314961752053e-13,6.4228789188335674e-10,3.1645505734952632e-07,1.6166933784572886e-17,2.6739957509515474e-12,2.6024557031888662e-12,5.2552682089725909e-15,5.2536639402538755e-15,1.2412371789082607e-18,1.409329283614993e-14,3.6303153980841747e-19
8.41214731442216e-13,0.4305296139101554,1.8535639120361995e-12,1.1285052057609976e-18,1.1284954180287847e-18,9.3995373745570196e-30,9.747704689064009e-24,0.0,0.0,7.7423593549442863e-13,1.3039950191528524e-21,154.0,0.0,0.999997304896871,1.0,18.999999997799804,1.2280679816393214e-07,5.0588621957307315e-07,7.608993829941455e-07,7.6175001215692725e-07,2.0957943552023066e-07,1.5223273478305377e-09,2.8647987008672012e-13,6.7681045926099813e-10,3.3197622859934745e-07,1.7174773411748213e-17,2.8414399905920327e-12,2.7651796983598656e-12,5.7562301624096096e-15,5.7544490631785466e-15,1.3746555638190252e-18,1.5283946757302217e-14,4.0644366724529138e-19
8.663833868937873e-13,0.4305296139098427,1.9090193548466539e-12,1.1970429654901976e-18,1.1970322751993322e-18,1.0329520262668386e-29,1.064907312348841e-23,0.0,0.0,8.0374537270647316e-13,1.3923659409741787e-21,154.0,0.0,0.99999722443487105,1.0,18.999999997672631,1.2648109711857968e-07,5.1144430370507877e-07,7.8361843768469958e-07,7.8452618423398817e-07,2.1948918315914882e-07,1.6143318810589732e-09,2.9504636004210522e-13,7.1194217816457847e-10,3.4767338428987933e-07,1.8212789319015572e-17,3.0139668185706928e-12,2.9328205841149034e-12,6.288029835644537e-15,6.2860589107368123e-15,1.517480193825156e-18,1.6531909808348525e-14,4.5344471390220409e-19
8.915520423453586e-13,0.43052961390952205,1.9644746752582232e-12,1.26760103268709e-18,1.2675893859179379e-18,1.1322407055916202e-29,1.1604361912890062e-23,0.0,0.0,8.3362338443828403e-13,1.4841676371889747e-21,154.0,0.0,0.99999714397791795,1.0,18.999999997542197,1.3015539554994026e-07,5.1672460706218394e-07,8.0633481104445523e-07,8.0730176131296567e-07,2.2950447861392871e-07,1.7090087586872926e-09,3.0361262618827277e-13,7.4766522460373974e-10,3.6353772910488508e-07,1.9280956023144702e-17,3.1915760993191296e-12,3.1053768567711681e-12,6.8515850162557205e-15,6.8494107737752059e-15,1.6700397523701887e-18,1.7837810110882481e-14,5.042027281475963e-19
9.1672069779693e-13,0.4305296139091934,2.0199298732932515e-12,1.3401794028930141e-18,1.3401667441596439e-18,1.2380658539041822e-29,1.2615137382161163e-23,0.0,0.0,8.6386996576803067e-13,1.5794490756920193e-21,154.0,0.0,0.99999706352576001,1.0,18.999999997408512,1.3382969345803198e-07,5.2174101240165035e-07,8.290485053309668e-07,8.3007676069653963e-07,2.3962004682615166e-07,1.8063557239763574e-09,3.121786750336415e-13,7.8396229611674753e-10,3.7956090729476e-07,2.0379248062416198e-17,3.3742677011880319e-12,3.2828470134166375e-12,7.4478132111728548e-15,7.4454216608453843e-15,1.8326628874398539e-18,1.9202244260772237e-14,5.588874400314308e-19
9.418893532485014e-13,0.43052961390885675,2.0753849489740683e-12,1.4147780716501209e-18,1.4147643439003096e-18,1.3506771254588845e-29,1.3682965851965154e-23,0.0,0.0,8.9448511177794328e-13,1.6782593640155661e-21,154.0,0.0,0.99999698307815754,1.0,18.999999997271608,1.3750399084287211e-07,5.2650670865532964e-07,8.5175952279987159e-07,8.5285119918110986e-07,2.4983087637159638e-07,1.9063705220919796e-09,3.2074451289619249e-13,8.2081659651102457e-10,3.9573498070932082e-07,2.1507639996603276e-17,3.5620414963324969e-12,3.4652295519096223e-12,8.077631646820844e-15,8.0750082984499259e-15,2.0056781996368779e-18,2.0625778903654287e-14,6.1767017128434713e-19
9.670580087000728e-13,0.43052961390851235,2.1308399023229794e-12,1.4913970345013734e-18,1.491382179116612e-18,1.4703277502115362e-29,1.4809413638737152e-23,0.0,0.0,9.2546881755430923e-13,1.7806477492954637e-21,154.0,0.0,0.99999690263488317,1.0,18.999999997131489,1.4117828770447699e-07,5.3103422560594613e-07,8.7446786570489272e-07,8.7562509307160975e-07,2.6013220628422439e-07,2.0090509001033133e-09,3.2931014590904088e-13,8.5821182104956514e-10,4.1205240792685499e-07,2.2666106406953675e-17,3.7548973606007111e-12,3.6525229708783222e-12,8.7419572692635734e-15,8.7390871312812153e-15,2.1894142324027342e-18,2.2108952231803226e-14,6.8072374995907835e-19
9.922266641516442e-13,0.43052961390815986,2.1862947333622736e-12,1.5700362869905477e-18,1.5700202437860447e-18,1.5972745337406846e-29,1.5996047054684421e-23,0.0,0.0,9.5682107818747079e-13,1.886663618237329e-21,154.0,0.0,0.99999682219572139,1.0,18.999999996988183,1.4485258404286212e-07,5.3533546683093815e-07,8.9717353629784103e-07,8.9839845819588798e-07,2.7051951353844402e-07,2.1143946069812443e-09,3.378755800258464e-13,8.9613214207068868e-10,4.2850602442589277e-07,2.3854621896171475e-17,3.9528351734258858e-12,3.8447257697203524e-12,9.441706744347593e-15,9.4385743224540893e-15,2.3841994640298808e-18,2.365227540621723e-14,7.4822242947976222e-19
1e-12,0.4305296139077998,2.2034219257465449e-12,1.5947323478705393e-18,1.5947159253999344e-18,1.6379971307148588e-29,1.6374946933677332e-23,0.0,0.0,9.6657871085901399e-13,1.9201474889140585e-21,154.0,0.0,0.99999679735289593,1.0,18.999999996943284,1.4598738986663819e-07,5.3661994451292854e-07,9.0418563982899364e-07,9.0543190447759969e-07,2.7374433536761809e-07,2.147467956264769e-09,3.4052097390278698e-13,9.0794755789862493e-10,4.3361418005347229e-07,2.4227764288483304e-17,4.0149953805947967e-12,3.9050796241527053e-12,9.6651266662285885e-15,9.6619100279234373e-15,2.4466431972704076e-18,2.4141164175573942e-14,7.6999510788262645e-19
1.0173953196032156e-12,0.4305296139077998,2.2417494421142226e-12,1.6506958246622291e-18,1.6506785318869148e-18,1.7317778571689828e-29,1.7244432407786814e-23,0.0,0.0,9.885418887718193e-13,1.9963564970827631e-21,154.0,0.0,0.99999674176046638,1.0,18.999999996841712,1.4852687985804226e-07,5.3942174099873534e-07,9.1987653682861716e-07,9.2117130991866797e-07,2.8098850115740243e-07,2.2223993935967869e-09,3.4644082102606339e-13,9.3456219502882154e-10,4.4508902374861166e-07,2.5073161088399012e-17,4.1558548177213582e-12,4.041836448602295e-12,1.0177796457845726e-14,1.0174385753732689e-14,2.5903623011637973e-18,2.5256233907583223e-14,8.2034181187592838e-19
1.042563975054787e-12,0.43052961390743194,2.2972040286010806e-12,1.7333756430618141e-18,1.7333570373983457e-18,1.8741016770846199e-29,1.8556136001797233e-23,0.0,0.0,1.0206312444057947e-12,2.1097760515756187e-21,154.0,0.0,0.99999666132892329,1.0,18.999999996692083,1.5220117515003151e-07,5.4330379160016968e-07,9.4257686954521312e-07,9.4394366315509763e-07,2.9153508691588401e-07,2.333063012719478e-09,3.550058745200378e-13,9.7348706494388817e-10,4.6179493960610637e-07,2.6321698629198738e-17,4.3639561797787566e-12,4.243853508459217e-12,1.0951142515600563e-14,1.0947437025752068e-14,2.8082310735148338e-18,2.6921288819691532e-14,8.9725877498416332e-19
