Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65)
1.6271446694471707e-09,0.8459655246489687,2.5317757734457915e-11,7.0795657117643442e-15,3.3860595169662611e-12,7.9882754271812942e-18,2.2040562242054143e-14,0.0,0.0,1.5376324303177499e-08,1.1245704969043515e-13,154.0,0.0,0.99976984381127409,0.99999999999846489,18.999982938498757,3.2447926763857201e-05,1.3587385664086599e-08,6.5496035971664081e-05,8.2204032241744445e-05,1.5141614003459365e-05,1.6854300046857384e-05,2.8915551351233512e-11,1.9160319210689946e-07,1.7642579325783402e-05,3.2711274587036358e-13,1.0992058555577319e-07,1.559674573606087e-08,3.0243531010522825e-08,3.0229058579599987e-08,8.6961345492455655e-12,2.2901611414804123e-10,5.7762098407346623e-12,8.1172954522405476e-09,7.5459921262655054e-18,7.2352831927487368e-18,7.2363124404339387e-18,1.6665098842708888e-10,6.9719976259208065e-14,2.4266173169281023e-15,3.459836906135381e-18,2.1134103405028445e-18,3.4569867611284627e-15,4.923936096482088e-16,4.9067870880389641e-17,3.816319783209019e-18,1.8464432151663794e-19,2.4198297209152067e-22,1.2807979853362896e-24,9.7595040690933597e-20,4.9362647522550234e-21,1.9544467592250927e-10,5.2518319630253913e-17,1.2577445140693024e-17,7.9189722915168462e-21,2.2094667608262907e-21,8.1945267620316783e-18,3.5394208909383754e-25,2.0072626092345941e-25,5.289460254832021e-20,6.3720379545851879e-25,1.2353899831027035e-20,2.6668860065575609e-25,3.7206185668551581e-27,2.0404533200305807e-24,2.9276229315944937e-22,2.7794611689568053e-22,2.9700488699930116e-24,4.2488395066247301e-17,2.2324049564177765e-21,1.0056075574663944e-21,1.09013014987447e-21,1.0586117698022501e-23,8.0939323487390533e-26,1.5105633028446703e-23,2.2356686559954623e-26,5.4088845000770477e-24,8.3939978682469596e-22,1.1984434867155098e-23,3.0636031486892391e-27,1.9414240508563352e-28,1.6181303775444326e-28,3.0449826368856768e-25,7.804407887409941e-12,3.5324031406239155e-17,1.5897841475883489e-17,3.4014903056829647e-12,3.1139463863963136e-31,2.6451861608787254e-29,1.3857760875949183e-25,1.1417819548014483e-33,1.7251498647854981e-32,1.3793586324139015e-35,1.5358425417811909e-12
1.670451990388622e-09,0.8459655223258444,2.6198921644567734e-11,7.499154793021093e-15,3.6369466128834308e-12,8.6994781153853416e-18,2.4337222077015965e-14,0.0,0.0,1.6203119486921751e-08,1.2466696043706636e-13,154.0,0.0,0.99976371720780677,0.9999999999983944,18.999982455178987,3.3310772711166928e-05,1.3587314054991116e-08,6.720851309774101e-05,8.4391186126683495e-05,1.554471975064555e-05,1.7331674287956983e-05,2.968488966241079e-11,1.9670600707807782e-07,1.8112283821905813e-05,3.363777528770989e-13,1.1584848134170781e-07,1.6110762894753643e-08,3.2164143855467111e-08,3.2148752055083803e-08,9.2484560678584329e-12,2.4002741561407884e-10,6.1432453868752515e-12,8.5586831218781122e-09,8.7809104695339479e-18,8.4209282795886057e-18,8.4221604921676772e-18,1.8025656266148013e-10,7.4177167419970605e-14,2.4912434813563229e-15,3.6179214868099153e-18,2.2408028157956732e-18,3.7248733213821422e-15,5.4176199825037109e-16,5.4653454772044866e-17,4.2880514646234211e-18,2.124785410030255e-19,2.8323770353295273e-22,1.4391172475551145e-24,1.1000862419458666e-19,5.8002450644503012e-21,2.0481468318587383e-10,5.5282294119916922e-17,1.3290127757896251e-17,8.3358778699911998e-21,2.3739093390830355e-21,8.8433664335188293e-18,3.7399770317654397e-25,2.1210012280770237e-25,5.8603627600343529e-20,7.0597976249979229e-25,1.3679010762352982e-20,2.9529447721405693e-25,4.1197019249504679e-27,2.2593332256698434e-24,3.3283834513822727e-22,3.155653461662423e-22,3.4627856429078447e-24,4.7669894592709907e-17,2.4673669517896872e-21,1.1286627665764686e-21,1.2422878503325109e-21,1.1888576782789329e-23,9.223845402604641e-26,1.7666928358363781e-23,2.6569316029751711e-26,5.8827229428302301e-24,9.3694113645141011e-22,1.3972732315590633e-23,3.6712285996939741e-27,2.3642738972762349e-28,1.9920284724418205e-28,3.5375555001491766e-25,8.1491654661986669e-12,3.6884464639901327e-17,1.6600124833311167e-17,3.6541870064653068e-12,3.5285527255055592e-31,3.065510391610505e-29,1.6283375567787223e-25,1.3232148632779729e-33,1.9993463671603256e-32,1.5985411168430541e-35,1.6062896364758912e-12
1.7137593113300732e-09,0.8459655200031251,2.7090657355865977e-11,7.9323491821878384e-15,3.8986813746484762e-12,9.4544764739903422e-18,2.6801615240069795e-14,0.0,0.0,1.7051547918352348e-08,1.3784458564366347e-13,154.0,0.0,0.99975759055889368,0.99999999999832234,18.999981971858993,3.417357860440902e-05,1.3587242445189797e-08,6.8920911168936808e-05,8.6578301085150203e-05,1.5947822444829666e-05,1.7809026449110424e-05,3.0454214246136417e-11,2.0180873100064468e-07,1.8581985647517625e-05,3.4564233135033151e-13,1.2193198830214231e-07,1.6625276200993898e-08,3.4147058493788458e-08,3.4130717490075921e-08,9.81869657552639e-12,2.5123430699837594e-10,6.5221944118016748e-12,9.0119437109721473e-09,1.0174826852034133e-17,9.7595283976809676e-18,9.7609963191557592e-18,1.9458028826535838e-10,7.8780706799618007e-14,2.555868492671493e-15,3.7794819363302669e-18,2.3736562585267803e-18,4.0078079956225141e-15,5.9485658858603722e-16,6.0717774648470192e-17,4.8048702517525932e-18,2.4365964682688797e-19,3.3023694182395208e-22,1.6125684154612152e-24,1.2365681665486491e-19,6.7852665743749089e-21,2.1434927268523038e-10,5.8117268108043331e-17,1.4022518577915846e-17,8.7634959494242784e-21,2.5461341455345596e-21,9.5249473216599025e-18,3.9460792616525944e-25,2.2378851233925337e-25,6.4758432623032775e-20,7.8012608298139038e-25,1.5106508522613063e-20,3.2611064566778062e-25,4.549621122438516e-27,2.4951264201670837e-24,3.7715331373869909e-22,3.5709588419575005e-22,4.0212573758343458e-24,5.3322274814461e-17,2.7212417019843885e-21,1.2635220879873223e-21,1.4111816552309441e-21,1.3316579403409396e-23,1.0478057852089051e-25,2.0580846472218146e-23,3.1430739543663995e-26,6.3846621940502017e-24,1.0429137418402281e-21,1.6226295093476165e-23,4.3787603249762908e-27,2.8639138058980073e-28,2.4389926511414874e-28,4.0944690017874452e-25,8.498162977399953e-12,3.8464088576734471e-17,1.7311045072764087e-17,3.9178733336722298e-12,3.9879070191310267e-31,3.541152202739706e-29,1.9048827683498081e-25,1.5285258381026636e-33,2.3096372897648494e-32,1.8465695631422976e-35,1.6782943194382837e-12
1.7570666322715245e-09,0.8459655176808105,2.7992950219394825e-11,8.3792680311465751e-15,4.1713895816039808e-12,1.025486301566078e-17,2.9440888264007514e-14,0.0,0.0,1.7921608839625307e-08,1.5203971667779926e-13,154.0,0.0,0.99975146386455604,0.99999999999824873,18.999981488538769,3.5036344445157721e-05,1.3587170834683026e-08,7.0633230168240546e-05,8.8765377095478753e-05,1.6350922089169327e-05,1.8286356521208339e-05,3.1223525094789175e-11,2.0691136382405039e-07,1.9051684806269523e-05,3.5490648111326437e-13,1.2817110178248873e-07,1.7140226158648986e-08,3.6192331354649466e-08,3.6175011286566081e-08,1.0406872310320083e-11,2.6263311646886057e-10,6.9130677327120347e-12,9.4770915082199291e-09,1.174287902133672e-17,1.1265693273862834e-17,1.1267433807840362e-17,2.0964051492828771e-10,8.3530860179913596e-14,2.620492350233411e-15,3.9445224335629017e-18,2.5121108192745257e-18,4.3063728182705827e-15,6.5188132135250874e-16,6.7290267580315599e-17,5.3699733369108284e-18,2.7849714611214401e-19,3.8361649227109818e-22,1.8022245199044427e-24,1.3863227827794573e-19,7.9042203436586437e-21,2.2404527165861788e-10,6.1023379220381105e-17,1.4774647230447047e-17,9.2018472756038636e-21,2.7263106807960334e-21,1.0240030482602858e-17,4.157735918696621e-25,2.3579190238501184e-25,7.138120415313806e-20,8.599100447392685e-25,1.6641379611956937e-20,3.592447534451198e-25,5.0118779445029086e-27,2.7486566801267725e-24,4.2603029106056195e-22,4.028272517964893e-22,4.652202572939249e-24,5.9474390192796206e-17,2.9951455437619166e-21,1.4110467554134797e-21,1.5982130464466022e-21,1.4879324645509581e-23,1.1866979869491571e-25,2.3885690238248517e-23,3.7020202096977118e-26,6.9156346386965746e-24,1.1578113365802672e-21,1.8772317316984286e-23,5.1994886120939273e-27,3.4516881390135546e-28,2.9708688602273397e-28,4.7222300836635142e-25,8.8512537920479933e-12,4.0062239543703675e-17,1.803030350452379e-17,4.1926812739866438e-12,4.4958156044839269e-31,4.0780180145549758e-29,2.2190311729780814e-25,1.7602644338049009e-33,2.6598773571696955e-32,2.1265239420890226e-35,1.7518578078527847e-12
1.8003739532129758e-09,0.8459655153589014,2.8905785573353983e-11,8.84003032338553e-15,4.4551923876683109e-12,1.1102252789156918e-17,3.226226897297764e-14,0.0,0.0,1.8813301490632887e-08,1.6730339174084374e-13,154.0,0.0,0.9997453371248155,0.99999999999817357,18.999981005218295,3.5899070234987236e-05,1.3587099223471178e-08,7.2345470077472701e-05,9.0952414136004765e-05,1.6754018686761024e-05,1.8763664496294936e-05,3.1992822200748261e-11,2.120139054977482e-07,1.9521381301743118e-05,3.641702020114891e-13,1.3456581712664526e-07,1.7655560077158714e-08,3.8300012079969727e-08,3.8281683062548658e-08,1.101299755711194e-11,2.7422024108538943e-10,7.3158748657795142e-12,9.9541408012012527e-09,1.3501153696998648e-17,1.2954954408209767e-17,1.2957009009181681e-17,2.2545559033547066e-10,8.8427882059732281e-14,2.6851150534019128e-15,4.1130471570469257e-18,2.6563066666423254e-18,4.6211614114809279e-15,7.1304779113566302e-16,7.4401611518101211e-17,5.9867185972714647e-18,3.173215829299219e-19,4.4406629454841864e-22,2.0092125204724689e-24,1.5503272341344326e-19,9.1709492031301495e-21,2.3389956845985777e-10,6.4000775349340064e-17,1.5546546293949919e-17,9.6509541435968589e-21,2.9146081980550231e-21,1.0989375505364145e-17,4.3749561708067798e-25,2.4811081287188033e-25,7.8494637146429713e-20,9.4560506078384324e-25,1.8288716886892268e-20,3.9480674397837539e-25,5.5080062077132687e-27,3.02076535352637e-24,4.7980789582553785e-22,4.530620461731208e-22,5.362851571156024e-24,6.6156051542370323e-17,3.2902382922757038e-21,1.572143553534314e-21,1.8048691823776899e-21,1.6586500300765847e-23,1.340165810478114e-25,2.7622934644766938e-23,4.3424335793870172e-26,7.4765822524829286e-24,1.2821438523590399e-21,2.1639978177529816e-23,6.1480914599072102e-27,4.1402615521359889e-28,3.6010583851655868e-28,5.4278218223889992e-25,9.2082963419093531e-12,4.1678276773710089e-17,1.8757611747814983e-17,4.4787382494527802e-12,5.0563283509459469e-31,4.6825115817250425e-29,2.5746694584778056e-25,2.0211948851736365e-33,3.0542459354893137e-32,2.4417435654163313e-35,1.8269813329905097e-12
1.843681274154427e-09,0.8459655130373976,2.9829148746889927e-11,9.3147548738905398e-15,4.7502064818432864e-12,1.1998283336250429e-17,3.5273063516844728e-14,0.0,0.0,1.9726625109034112e-08,1.8368789573124231e-13,154.0,0.0,0.99973921033969337,0.99999999999809686,18.999980521897573,3.6761755975471719e-05,1.3587027611554636e-08,7.4057630877960779e-05,9.3139412185065068e-05,1.7157112240641317e-05,1.9240950366894484e-05,3.2762105556393409e-11,2.1711635597119468e-07,1.9991075137452289e-05,3.7343349389991488e-13,1.4111612967699632e-07,1.8171231292780067e-08,4.0470144300952034e-08,4.0450776428176489e-08,1.1637084871040787e-11,2.8599214550717597e-10,7.7306241750021516e-12,1.0443105876394244e-08,1.5466715708238133e-17,1.4843793929060904e-17,1.4846209017992688e-17,2.4204386016839185e-10,9.3472017112009048e-14,2.749736601536876e-15,4.285060284998731e-18,2.8063839867159822e-18,4.9527788053108927e-15,7.7857538653576128e-16,8.2083756282673949e-17,6.6586298743084509e-18,3.6048553437120927e-19,5.1233383153484227e-22,2.2347150773764399e-24,1.72961109674541e-19,1.0600287096155048e-20,2.4390911138129841e-10,6.7049614553747483e-17,1.6338251266565119e-17,1.0110840382621199e-20,3.1111957324332362e-21,1.1773740647884916e-17,4.5977500075202119e-25,2.6074581032260232e-25,8.6121934001343599e-20,1.0374906575366717e-24,2.005371900927397e-20,4.3290884480841254e-25,6.0395715940769502e-27,3.3123112686714484e-24,5.3884060019059067e-22,5.081161585574573e-22,6.1609484340301162e-24,7.3398032957619312e-17,3.6077238279535034e-21,1.7477662971702857e-21,2.0327263873625937e-21,1.8448298834049576e-23,1.5093801611903996e-25,3.1837418739220194e-23,5.0737661390373954e-26,8.0684565844394079e-24,1.4164375845768253e-21,2.4860530328948951e-23,7.2407441939456964e-27,4.943735172305621e-28,4.3446783349771608e-28,6.2187256416674597e-25,9.5691539448108263e-12,4.331158161498797e-17,1.9492691374990311e-17,4.7761672750206313e-12,5.6737492542565139e-31,5.3615654922380693e-29,2.9759625967849159e-25,2.3143097042567505e-33,3.4972675977860154e-32,2.7958435113254654e-35,1.9036661396943816e-12
1.886988595095878e-09,0.8459655107162996,3.0763025063447713e-11,9.8035603290644167e-15,5.0565442431808283e-12,1.2944614648711692e-17,3.8480653508391665e-14,0.0,0.0,2.0661578930286348e-08,2.0124676010744629e-13,154.0,0.0,0.99973308350921086,0.99999999999801858,18.999980038576581,3.7624401668185303e-05,1.3586955998933781e-08,7.576971255048617e-05,9.5326371220997886e-05,1.7560202753788e-05,1.9718214126066443e-05,3.3531375154104742e-11,2.2221871519384938e-07,2.0460766316844447e-05,3.8269635664383778e-13,1.4782203477441277e-07,1.8687198479108507e-08,4.2702766325642439e-08,4.2682329672990937e-08,1.2279145275374099e-11,2.9794536072446944e-10,8.1573230039988754e-12,1.0944001019191054e-08,1.7657637078133711e-17,1.6949673430306874e-17,1.6952500835285748e-17,2.5942366810566704e-10,9.8663501452033253e-14,2.8143569939982149e-15,4.460565995316571e-18,2.962482982567184e-18,5.3018412606375763e-15,8.4869142778492071e-16,9.0369954215943145e-17,7.3894023091309067e-18,4.0836463607740565e-19,5.8922768638402113e-22,2.4799723420957691e-24,1.925258305295919e-19,1.220809868630069e-20,2.5407090749923893e-10,7.0170064960051507e-17,1.7149800537360023e-17,1.0581531341136355e-20,3.3162421299492431e-21,1.259388297123533e-17,4.8261282319103053e-25,2.7369750739687279e-25,9.4286803673300287e-20,1.1358524641595315e-24,2.1941689918618128e-20,4.7366555619264916e-25,6.6081714921154677e-27,3.6241706470044619e-24,6.034990548994158e-22,5.6831898838582901e-22,7.0547732032036256e-24,8.1232078742531211e-17,3.9488506629835414e-21,1.9389173186066387e-21,2.2834536924887065e-21,2.0475433438950653e-23,1.6955808157061485e-25,3.6577545280054158e-23,5.9063113048331819e-26,8.6922187395216431e-24,1.5612353576597184e-21,2.8467389720102692e-23,8.495235318843019e-27,5.8777701211703876e-28,5.2187346713248958e-28,7.1029440049270794e-25,9.9336946359967968e-12,4.4961556767792002e-17,2.0235273567997233e-17,5.085087110652165e-12,6.3526472637478836e-31,6.1226740215272567e-29,3.4273649651666988e-25,2.6428438623519936e-33,3.9938335744508613e-32,3.1927317566775415e-35,1.9819134858770135e-12
1.9736032369787806e-09,0.8459655060753196,3.2662258407471462e-11,1.0823887695967847e-14,5.7036196129144244e-12,1.4994931529422863e-17,4.5516107364227485e-14,0.0,0.0,2.2596374112331153e-08,2.401079278288195e-13,154.0,0.0,0.99972082971225085,0.99999999999785738,18.999979071933758,3.9349572916595925e-05,1.3586812771580606e-08,7.9193638432295514e-05,9.9700172166840447e-05,1.8366374669504477e-05,2.06726752847988e-05,3.5069873045249015e-11,2.3242315968463723e-07,2.1400140720142575e-05,4.0122079420658682e-13,1.6170060396635865e-07,1.9719878730614067e-08,4.7355609807349819e-08,4.7332945758456558e-08,1.3617222768783024e-11,3.2238217177888368e-10,9.0465941465499513e-12,1.1981638643817067e-08,2.2793055932733913e-17,2.1887468916659435e-17,2.189130042727214e-17,2.9663126298657827e-10,1.0948942578526012e-13,2.943594309339877e-15,4.822071873076749e-18,3.2933068957945799e-18,6.0548215168693059e-15,1.0036385893230764e-15,1.0889421199160634e-16,9.0432002183652263e-18,5.1989256372654456e-19,7.7245698864057733e-22,3.0350099661066475e-24,2.3702621730129092e-19,1.6027995171419347e-20,2.748395748342656e-10,7.6626521642081013e-17,1.8832599815709399e-17,1.1555436319131261e-20,3.7523861229629538e-21,1.4344522208131297e-17,5.2996850762262426e-25,3.005536790475525e-25,1.1232662561604473e-19,1.3531776836409165e-24,2.6108277297782193e-20,5.6361211161909923e-25,7.8630220223894559e-27,4.3124211577791618e-24,7.5125864716385688e-22,7.0555719231535197e-22,9.1655433890086889e-24,9.8808233282054769e-17,4.7072486642392946e-21,2.3720651123872654e-21,2.8606799689640361e-21,2.5071264449950028e-23,2.1242606277461696e-25,4.7847428901062802e-23,7.9207577409999934e-26,1.0039298614335555e-23,1.8845979582450493e-21,3.6985063079252008e-23,1.1569710914409566e-26,8.2087845604678573e-28,7.4367934578457393e-28,9.1860801924935273e-25,1.0673320054586801e-11,4.8309231238868303e-17,2.1741916478425516e-17,5.7378538399044695e-12,7.9145423714838318e-31,7.9240510474280168e-29,4.4998293045174909e-25,3.420413273743125e-33,5.1691341629195687e-32,4.1320793518635474e-35,2.1431008908338938e-12
2.051556414673393e-09,0.8459655018998253,3.4407376111879097e-11,1.1791525828385654e-14,6.3257587059944559e-12,1.7029356510661554e-17,5.2596558076996414e-14,0.0,0.0,2.4411657355924545e-08,2.7966183660836361e-13,154.0,0.0,0.99970980114006947,0.99999999999770695,18.999978201954193,4.0902090092579544e-05,1.3586683864557737e-08,8.2274900907022965e-05,0.00010363645937591867,1.9091919023049577e-05,2.1531614645246596e-05,3.6454474018712575e-11,2.4160684714167987e-07,2.2245568631774491e-05,4.1789131914857176e-13,1.7472339597870599e-07,2.0649977760420032e-08,5.1757179439807265e-08,5.173240824928807e-08,1.4883045473867844e-11,3.4496189814873169e-10,9.8878621557785653e-12,1.2956456626497016e-08,2.8388607473272562e-17,2.727000894358742e-17,2.7274985597105554e-17,3.3300914144498415e-10,1.1973892179118017e-13,3.0599039343230461e-15,5.1594137010583348e-18,3.61304939607064e-18,6.7985720259189969e-15,1.1612311176040191e-15,1.2799322437524923e-16,1.0773692000364824e-17,6.406719828725668e-19,9.7636273147910708e-22,3.6157875291617247e-24,2.8387853496250564e-19,2.0257953964720846e-20,2.9402322037352872e-10,8.268413232200213e-17,2.0415429981576124e-17,1.2469187825562824e-20,4.1755360215373424e-21,1.6050030451650747e-17,5.7451095954722848e-25,3.2581442121809063e-25,1.3064915792115828e-19,1.5739090853333773e-24,3.0334106469691522e-20,6.5483760436447236e-25,9.1357144810900586e-27,5.010462164147198e-24,9.075433690666277e-22,8.5026867889613671e-22,1.1487472256407852e-23,1.1699020113256555e-16,5.4841179932801812e-21,2.8261066569710586e-21,3.4771691702755529e-21,2.9891670849627243e-23,2.5821082401228459e-25,6.035408038306712e-23,1.0202391451415668e-25,1.1370563699224091e-23,2.2173379831073541e-21,4.6354919121125125e-23,1.5106189563807657e-26,1.0947093275747064e-27,1.009533095425686e-27,1.1471817487383684e-24,1.1350346176716665e-11,5.1373570293580042e-17,2.312104236747771e-17,6.3657518283698747e-12,9.5821565146767124e-31,9.9138431639199089e-29,5.6874295845181479e-25,4.279313975267207e-33,6.4674138613848755e-32,5.1696782083980769e-35,2.2935263105539265e-12
2.128108779110701e-09,0.845965497800644,3.6154062483862083e-11,1.2787959576322766e-14,6.9739446532729189e-12,1.921188873278807e-17,6.0284847813358849e-14,0.0,0.0,2.626251256710111e-08,3.2307153096653709e-13,154.0,0.0,0.99969897060786761,0.99999999999755429,18.999977347607096,4.2426582386947156e-05,1.3586557271770004e-08,8.5300543496223327e-05,0.00010750188843095462,1.9804415848788204e-05,2.2375049112127971e-05,3.7814150311217963e-11,2.5062521587081093e-07,2.3075795935185482e-05,4.3426092096743165e-13,1.8800271163421793e-07,2.1563852627927741e-08,5.6277093834162587e-08,5.6250158816069117e-08,1.6182908649831064e-11,3.6765800167077635e-10,1.0751768126071487e-11,1.3951590639398174e-08,3.491468664265526e-17,3.3550207595964088e-17,3.3556576121974762e-17,3.715061061919422e-10,1.3027214159276419e-13,3.174119829599491e-15,5.5017693707997629e-18,3.9481515801512895e-18,7.5937511251947853e-15,1.334257629598903e-15,1.4921661892441399e-16,1.272263059961513e-17,7.8095343133757213e-19,1.2191164132195105e-21,4.269879338662897e-24,3.3694658463631673e-19,2.5263982238732912e-20,3.1329951290503694e-10,8.886166677452705e-17,2.2033094519292617e-17,1.3401037197271486e-20,4.6202986452048749e-21,1.7849096014663461e-17,6.2003368620905301e-25,3.5163109298861792e-25,1.5071790148592209e-19,1.8156774401240459e-24,3.4956451056377306e-20,7.5462295887543023e-25,1.0527825520863097e-26,5.7740058261292151e-24,1.0851054460243549e-21,1.0142084045009665e-21,1.4220646075316809e-23,1.3723538810850882e-16,6.3424576223030808e-21,3.3383915696168594e-21,4.1843756716639624e-21,3.5333294175283795e-23,3.1073378126711776e-25,7.5204234486717727e-23,1.2960729877352148e-25,1.2793389744137038e-23,2.5861661232128693e-21,5.7384398499514031e-23,1.9442702024920563e-26,1.4367717815888204e-27,1.3478380820166299e-27,1.4157059214901556e-24,1.2025019645362498e-11,5.4427260794037741e-17,2.4495375758996824e-17,7.0202187386319686e-12,1.1495538069744084e-30,1.2268308017471924e-28,7.0929264354819134e-25,5.2956283762427282e-33,8.0036819515359839e-32,6.3974398256823664e-35,2.4461951056567213e-12
2.204661143548009e-09,0.8459654937027307,3.7933297177724552e-11,1.3830812128765736e-14,7.6595138602463296e-12,2.158740193327872e-17,6.874483186389892e-14,0.0,0.0,2.8180937678187688e-08,3.7134662094559816e-13,154.0,0.0,0.99968813993437222,0.99999999999739675,18.999976493258927,4.3950949580305058e-05,1.3586430676789165e-08,8.8325938427092374e-05,0.00011136719514110466,2.0516903230207619e-05,2.3218414367280645e-05,3.9173783459335596e-11,2.5964329844070305e-07,2.3906015004490551e-05,4.5062917950654197e-13,2.0176809620374527e-07,2.2478103738133284e-08,6.0992751323405099e-08,6.0963558738461615e-08,1.7539070804116524e-11,3.90854353931112e-10,1.1653105014011356e-11,1.4984294427619989e-08,4.26010933341757e-17,4.0950007472314388e-17,4.0958081305182686e-17,4.1285259109279992e-10,1.4127015433308499e-13,3.288332100724536e-15,5.85512367916646e-18,4.3049474640640347e-18,8.4569252831751044e-15,1.5269361722449526e-15,1.7311840338370566e-16,1.4945944159790919e-17,9.4572756203626171e-19,1.5110838742942508e-21,5.0160557502708775e-24,3.9782234452896296e-19,3.1242910480224383e-20,3.3299446533322681e-10,9.5267173543915878e-17,2.3713772162473653e-17,1.4367282738056202e-20,5.0949483250362058e-21,1.9775422614523017e-17,6.6732966585238142e-25,3.7845340509818919e-25,1.7299234620928692e-19,2.0840182664894591e-24,4.0079993844045995e-20,8.6522803051100667e-25,1.2070882454230184e-26,6.6203446811021363e-24,1.289189825368235e-21,1.2020985101364806e-21,1.7469980122210542e-23,1.6005941639634335e-16,7.3038970081302383e-21,3.9238999123054188e-21,5.0053682397915243e-21,4.1555772532061549e-23,3.7170839228618072e-25,9.3018248016745274e-23,1.6325535713128795e-25,1.4336319012434898e-23,3.0002844576839774e-21,7.049690907696194e-23,2.4805954510818126e-26,1.8671979522002557e-27,1.7812529603507379e-27,1.7344229211938493e-24,1.2708827077661705e-11,5.752229316775243e-17,2.5888315289032425e-17,7.7127258120928361e-12,1.3718065643323262e-30,1.5085078720790457e-28,8.7715838823778166e-25,6.5115005908063389e-33,9.8416566298965468e-32,7.8662761116790692e-35,2.6037729453700189e-12
2.281213507985317e-09,0.8459654896060853,3.9744999333185818e-11,1.4920731395460136e-14,8.3829250742997808e-12,2.4166042088000845e-17,7.8020089895043257e-14,0.0,0.0,3.0166928374606732e-08,4.2483749110576309e-13,154.0,0.0,0.9996773091197011,0.99999999999723432,18.999975638909625,4.5475191681345398e-05,1.3586304079617233e-08,9.1351085586907976e-05,0.0001152323793867841,2.1229381181387669e-05,2.4061710378722083e-05,4.0533373420999825e-11,2.686610945723458e-07,2.4736225856050064e-05,4.6699609414517746e-13,2.1601952388747699e-07,2.3392643930538202e-08,6.5904222758089515e-08,6.5872678831952313e-08,1.8951552321119961e-11,4.1453447211056883e-10,1.2591886403295918e-11,1.6054646847372237e-08,5.1597602652285546e-17,4.9614569075245155e-17,4.9624716326392237e-17,4.571498241024863e-10,1.5273405174137156e-13,3.402540744164568e-15,6.2194996883805636e-18,4.6842120682662158e-18,9.3919581650102789e-15,1.7408963112589021e-15,1.9994526218920721e-16,1.7472652681838978e-17,1.1383046218526697e-18,1.8602233634312085e-21,5.8640563779603618e-24,4.6738356888118662e-19,3.8335616915100574e-20,3.5309391442331334e-10,1.0190200467613403e-16,2.5457796469366762e-17,1.5368128352564702e-20,5.6004148083876307e-21,2.1833164488902198e-17,7.1640828514548238e-25,4.0628668087761025e-25,1.976255712662203e-19,2.3807757607018208e-24,4.573856354369357e-20,9.8738310608171155e-25,1.3775073481655643e-26,7.5550673433172434e-24,1.522617630404237e-21,1.4163918805512953e-21,2.1309380205016698e-23,1.8568160315237236e-16,8.3773935494490235e-21,4.5905983928032673e-21,5.954168257749089e-21,4.8644383250884562e-23,4.4217623018537207e-25,1.1426483100263546e-22,2.0402642491590363e-25,1.6005076135036541e-23,3.4634495768941335e-21,8.5990732325447705e-23,3.1392557045473584e-26,2.4044818371958958e-27,2.3318648063088548e-27,2.1105223061490559e-24,1.3401217032360647e-11,6.0656171478140751e-17,2.7298737647526456e-17,8.4437689487986137e-12,1.6288909778328514e-30,1.8437678263046284e-28,1.0762957178262146e-24,7.9586676090771615e-33,1.2029328325866439e-31,9.6145264984663693e-35,2.7662672630835708e-12
