Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132)
4.235826078236435e-23,0.4581949526043807,4.7319947376639956e-18,2.3597081594236431e-29,1.5214391994251968e-33,5.4175443316904356e-52,2.092644493080041e-48,0.0,0.0,8.1648001461225116e-20,1.0385291300608462e-37,154.0,0.0,0.99999999999975897,1.0,19.0,3.6690533674247036e-16,2.347197506513242e-13,3.016333639648435e-15,3.021147282387429e-15,6.591391411714638e-24,4.8009885731590665e-28,4.8086447773174392e-28,2.2234576798756347e-28,2.0158749312621969e-23,3.3891806796286292e-41,6.7075666244980476e-30,9.1405578227154635e-29
8.475332283387064e-23,0.4581949526043807,9.4681006783999972e-18,4.7217710084119974e-29,6.0897217826836326e-33,4.3384292871503745e-51,1.6753880972692531e-47,0.0,0.0,1.6336693950140152e-19,4.1568230053341468e-37,154.0,0.0,0.99999999999951761,1.0,19.0,7.3412944441161849e-16,4.6964342805172087e-13,6.0352878993108549e-15,6.0449193669282298e-15,2.6382743306013709e-23,1.9216466029764788e-27,1.9247088856890986e-27,8.8996252166152342e-28,8.0687532459377633e-23,2.7133660072122105e-40,2.6847746921084714e-29,3.6586052272009211e-28
1.695434469368832e-22,0.45819495260438065,1.8940312559867352e-17,9.4468107596298576e-29,2.43668193606816e-32,3.4725018173864497e-50,1.340819696603231e-46,0.0,0.0,3.2680481558413166e-19,1.6632706534587168e-36,154.0,0.0,0.99999999999903499,1.0,19.0,1.4685776597495593e-15,9.3949078268962214e-13,1.207319641862643e-14,1.2092463535999775e-14,1.0556533831770368e-22,7.6890894723731127e-27,7.701325032649881e-27,3.5610093158480333e-27,3.2285523015165026e-22,2.1714545463459637e-39,1.0742595849401318e-28,1.4639186462786871e-27
3.3912369514290835e-22,0.4581949526043807,3.7884736322783465e-17,1.8900546475030161e-28,9.748314416256568e-32,2.7787049807899507e-49,1.0728594883295529e-45,0.0,0.0,6.5368056775910068e-19,6.6541656710789212e-36,154.0,0.0,0.99999999999806966,1.0,19.0,2.9374740904240175e-15,1.8791854913138576e-12,2.4149013457220522e-14,2.4187551874102629e-14,4.2233009312361508e-22,3.0761364722696818e-26,3.0810174434096824e-26,1.424635604808267e-26,1.2916311507953385e-21,1.7373928955008605e-38,4.2977378555812098e-28,5.8566278316802856e-27
6.782841915549586e-22,0.4581949526043807,7.577358384854128e-17,3.7822642757689085e-28,3.8996431234959633e-31,2.2232454297761274e-48,8.5836909178720368e-45,0.0,0.0,1.3074320721470755e-18,2.6618828955694044e-35,154.0,0.0,0.99999999999613898,1.0,19.0,5.8752669517672428e-15,3.7585749059560573e-12,4.8300647534260482e-14,4.8377728550147408e-14,1.689457860986876e-21,1.2305547326329387e-25,1.2324960394559535e-25,5.6990062060056532e-26,5.1669450904320645e-21,1.3898852442873502e-37,1.7192350553531836e-27,2.3428417955569344e-26
1.3566051843790591e-21,0.45819495260438065,1.5155127889975924e-16,7.5725334730440051e-28,1.5599207230543877e-30,1.7787089288022222e-47,6.8672787561764351e-44,0.0,0.0,2.6149350810751696e-18,1.0647964854079352e-34,154.0,0.0,0.99999999999227762,1.0,19.0,1.1750852674430931e-14,7.517353724815379e-12,9.6603915687747461e-14,9.6758081901593288e-14,6.7581064226896493e-21,4.9224192245491006e-25,4.9300948421942023e-25,2.2796952405048753e-25,2.0668621341605168e-20,1.1117033818961885e-36,6.8772200575614478e-27,9.3717485215276845e-26
2.7132471700272602e-21,0.45819495260438076,3.0310666900100461e-16,1.5176471630567242e-27,6.2398098417683247e-30,1.4230121784913799e-46,5.4939534171296475e-43,0.0,0.0,5.2299410995399368e-18,4.2592725992143205e-34,154.0,0.0,0.99999999998455491,1.0,19.0,2.3502024119667245e-14,1.5034911320833704e-11,1.9321045199234968e-13,1.9351878860191022e-13,2.703297559376419e-20,1.9690077488848192e-24,1.9720061201156104e-24,9.1189664610900173e-25,8.2676167159567887e-20,8.889719230897898e-36,2.7509439912056497e-26,3.7487756777909634e-25
5.4265311413236625e-21,0.45819495260438076,6.0621744919873325e-16,3.0477946997504427e-27,2.4959493268265141e-29,1.138427757380099e-45,4.3952148992026326e-42,0.0,0.0,1.0459953138903785e-17,1.7037263727001706e-33,154.0,0.0,0.9999999999691096,1.0,19.0,4.7004367009775644e-14,3.0070026346069092e-11,3.8642352459206738e-13,3.8704020199224542e-13,1.0813300167670122e-19,7.8761111107713023e-24,7.8875292642811306e-24,3.6476236682303971e-24,3.3070803068210265e-19,7.1052782800122786e-35,1.1003887901820873e-25,1.4995255250578501e-24
1.0853099083916467e-20,0.45819495260438065,1.2124390095751414e-15,6.1455293938929934e-27,9.9838480876346583e-29,9.1074941200548984e-45,3.516192785584163e-41,0.0,0.0,2.091997722736875e-17,6.8149401677331207e-33,154.0,0.0,0.99999999993821886,1.0,19.0,9.4009052788535492e-14,6.014025572933485e-11,7.7284966975355536e-13,7.7408302873172426e-13,4.3253420120662273e-19,3.1504604645371244e-23,3.154567478121389e-23,1.4590568710040773e-23,1.3228388342667572e-18,5.6737541231529301e-34,4.4015775479394712e-25,5.9981326080077919e-24
2.1706234969102076e-20,0.4581949526043807,2.4248821302517627e-15,1.2490757265189126e-26,3.9935493910335682e-28,7.2860241239456952e-44,2.8129625747971081e-40,0.0,0.0,4.1840025443247742e-17,2.7259830110945921e-32,154.0,0.0,0.99999999987643751,1.0,19.0,1.8801842434022743e-13,1.2028071182704625e-10,1.5457019599247423e-12,1.5481686820459403e-12,1.7301411609298213e-18,1.2601873875565158e-22,1.2614621297649662e-22,5.8362421868333479e-23,5.2913686595395863e-18,4.5223029719955406e-33,1.760635496397463e-24,2.3992591445781215e-23
4.3412506739473294e-20,0.4581949526043807,4.8497683713002228e-15,2.5780246939750223e-26,1.5974217875247381e-27,5.8288308357571407e-43,2.2503733980761225e-39,0.0,0.0,8.3680122030801977e-17,1.0903946001191912e-31,154.0,0.0,0.99999999975287468,1.0,19.0,3.7603716742030031e-13,2.4056161334718995e-10,3.0914065396599581e-12,3.0963399880155954e-12,6.9205730926869957e-18,5.0407559352287684e-22,5.0429127713363276e-22,2.3344997315883112e-22,2.1165500478060845e-17,3.5913895738344139e-32,7.0425509381994025e-24,9.5970487795252542e-23
8.682505028021574e-20,0.4581949526043807,9.6995408521780147e-15,5.4755362016145431e-26,6.3896912116287106e-27,4.6630692919189637e-42,1.8003000532789115e-38,0.0,0.0,1.6736031582909546e-16,4.3615812468773604e-31,154.0,0.0,0.99999999950574903,1.0,19.0,7.5207465348720182e-13,4.8112337368636815e-10,6.1828156967017619e-12,6.1926825973213437e-12,2.7682307162703588e-17,2.0163036363052471e-21,2.0148164973675555e-21,9.3380039703745443e-22,8.4662047151498908e-17,2.8316674365615834e-31,2.8170221643282201e-23,3.8388219508133612e-22
1.736501373617006e-19,0.45819495260438076,1.9399085809057081e-14,1.2229013507320918e-25,2.5558772964015614e-26,3.7304572967311368e-41,1.4402405757849951e-37,0.0,0.0,3.3472070591842245e-16,1.7446331120602947e-30,154.0,0.0,0.99999999901149772,1.0,19.0,1.5041496252480284e-12,9.6224672356034824e-10,1.2365634001070853e-11,1.2385367805410868e-11,1.1072924138682412e-16,8.0652169513899165e-21,8.0405305935664106e-21,3.7352020612039815e-21,3.3864822755991844e-16,2.2017253025703938e-30,1.1268092223624155e-22,1.5355292671336109e-21
2.6047522444318546e-19,0.45819495260438087,2.9098630761059633e-14,1.9940945102972763e-25,5.4312397615715636e-26,1.107479668734598e-40,4.1182199593928126e-37,0.0,0.0,5.0208109850048947e-16,3.7073458055728722e-30,154.0,0.0,0.99999999851724641,1.0,19.0,2.2562245966358787e-12,1.4433699026300122e-09,1.8548452295725426e-11,1.8578053002990638e-11,2.3529962695311559e-16,1.7138587392558929e-20,1.7058681590655191e-20,7.9373040730014794e-21,7.1962744994585819e-16,6.1943546015390468e-30,2.3944698189851406e-22,3.2629999957975513e-21
3.4730031152467033e-19,0.45819495260438087,3.8798175708185675e-14,2.8611330988088213e-25,9.2650565161862928e-26,2.4131401024247296e-40,8.6865789404121898e-37,0.0,0.0,6.6944149357529651e-16,6.3242962533445642e-30,154.0,0.0,0.99999999802299511,1.0,19.0,3.0082995676507525e-12,1.9244929108954207e-09,2.4731270580665485e-11,2.4770738190072846e-11,4.013934491196666e-16,2.9236414856410954e-20,2.9057092487610987e-20,1.3540105963654547e-20,1.2275996692253111e-15,1.2876821352806448e-29,4.0846840051670235e-22,5.5662943802047166e-21
5.2095048568764e-19,0.45819495260438087,5.8197265590992844e-14,4.8201536293320547e-25,1.9182123560358262e-25,7.0046018909981017e-40,2.3726063437223529e-36,0.0,0.0,1.004162289575219e-15,1.3093653283355e-29,154.0,0.0,0.9999999970344926,1.0,19.0,4.5124495088051465e-12,2.8867385265592965e-09,3.709690712774623e-11,3.715610853963769e-11,8.3103401117236818e-16,6.0530284924884522e-20,6.0010822243242694e-20,2.8033065149350197e-20,2.5415887565594839e-15,3.4339030966243994e-29,8.4568197777428463e-22,1.1524306011844968e-20
6.946006598506098e-19,0.4581949526043809,7.7596355455867368e-14,7.1316319856289811e-25,3.2623768862158538e-25,1.5318275062663371e-39,4.9643376597339995e-36,0.0,0.0,1.3388830947418358e-15,2.2268876336450354e-29,154.0,0.0,0.9999999960459901,1.0,19.0,6.0165994485879733e-12,3.8489835141155095e-09,4.9462543639103242e-11,4.9541478850699682e-11,1.4133709367640432e-15,1.0294616130086851e-19,1.0182359177237406e-19,4.7676893464822833e-20,4.322576011888993e-15,7.0350984324160571e-29,1.4382835795713159e-21,1.9599826589946852e-20
8.682508340135795e-19,0.458194952604381,9.6995445301528282e-14,9.8207437263613467e-25,4.9841748008165312e-25,2.8739169689131802e-39,9.0374533879292686e-36,0.0,0.0,1.6736039097299105e-15,3.4021813313982025e-29,154.0,0.0,0.9999999950574876,1.0,19.0,7.5207493869012637e-12,4.8112278286996326e-09,6.1828180112184824e-11,6.1926849120588894e-11,2.1593110104674516e-15,1.5727847231585798e-19,1.5519075869782929e-19,7.2839507000323142e-20,6.6039181458651759e-15,1.2538690764897514e-28,2.1973723497544107e-21,2.9944106747738562e-20
1.215551182339519e-18,0.458194952604381,1.3579362493400248e-13,1.6355588093503987e-24,9.5843915156291304e-25,7.8635607893960738e-39,2.3861756725880863e-35,0.0,0.0,2.3430455697873622e-15,6.5422748234654191e-29,154.0,0.0,0.9999999930804826,1.0,19.0,1.0529049259026925e-11,6.7357143966821561e-09,8.6559452941117468e-11,8.6697589534799789e-11,4.1522765333892765e-15,3.024409147575905e-19,2.9677707884436288e-19,1.4006772651187378e-19,1.2699094393127569e-14,3.1335574853438789e-28,4.2254691465220112e-21,5.7581456054715099e-20
1.910151878991398e-18,0.4581949526043812,2.1338998396499986e-13,3.4023464220499794e-24,2.3383012337577881e-24,3.1229999064371058e-38,9.2270271496330918e-35,0.0,0.0,3.6819290094915496e-15,1.5961172575981247e-28,154.0,0.0,0.99999998912647281,1.0,19.0,1.6545648985384694e-11,1.0584679338345806e-08,1.3602199813292866e-10,1.3623906986700653e-10,1.0130286475339107e-14,7.3786415416806613e-19,7.155219557558299e-19,3.4172249113536304e-19,3.0981911525113801e-14,1.0796431465114424e-27,1.0308864823195038e-20,1.404813118463294e-19
2.604752575643277e-18,0.4581949526043814,2.9098634268379455e-13,5.7827528128516694e-24,4.3317820939865725e-24,7.8188636013821077e-38,2.2899234058734535e-34,0.0,0.0,5.0208126087852173e-15,2.9568617866524054e-28,154.0,0.0,0.99999998517246314,1.0,19.0,2.2562248687863871e-11,1.4433633344901727e-08,1.8548454270280024e-10,1.8578054954099399e-10,1.8766680118780257e-14,1.3669181681026234e-18,1.3112158049343847e-18,6.3305189357646014e-19,5.7394983300672114e-14,2.4524384645677116e-27,1.909752051722874e-20,2.602463791899243e-19
3.993953968947035e-18,0.4581949526043818,4.4617905918505793e-13,1.2383867146546605e-23,1.0159045366206969e-23,2.8581555902399411e-37,8.3170420503315653e-34,0.0,0.0,7.6985802859967215e-15,6.9345376882202954e-28,154.0,0.0,0.99999997726444423,1.0,18.999999999999996,3.4595448021208056e-11,2.213150856273613e-08,2.8440962997728697e-10,2.8486350694342361e-10,4.4012176279730405e-14,3.2057431880449968e-18,3.0047743134551633e-18,1.4846523039535119e-18,1.3460442160407707e-13,7.4178101347637523e-27,4.4788165853373332e-20,6.1033881660214755e-19
6.772356755554551e-18,0.45819495260438264,7.5656448844234403e-13,3.2947178658415405e-23,2.9174654753011128e-23,1.4328481525996325e-36,4.1561687168320056e-33,0.0,0.0,1.305411755488448e-14,1.9914560878410553e-27,154.0,0.0,0.99999996144840819,1.0,18.999999999999989,5.8661846401444555e-11,3.7527127820519698e-08,4.8225979706536252e-10,4.8302941413311835e-10,1.2639321984816112e-13,9.206220548728326e-18,8.2336630304247557e-18,4.2635935777494069e-18,3.8655407874501881e-13,2.7184839960174903e-26,1.2862224694646437e-19,1.752765481002127e-18
1.2329162328769582e-17,0.4581949526043843,1.3773353319762216e-12,1.0351761187453116e-22,9.6649683704062716e-23,8.892930035227693e-36,2.5764612529396472e-32,0.0,0.0,2.3765199750384668e-14,6.5973003509229545e-27,154.0,0.0,0.99999992981634311,1.0,18.999999999999979,1.0679464201613056e-10,6.8317841642128764e-08,8.7796010139846697e-10,8.7936119919927192e-10,4.1871123463171765e-13,3.049830619632374e-17,2.4911581615467809e-17,1.4124297590828753e-17,1.2805634338365412e-12,1.0829104990585962e-25,4.2609926129885558e-19,5.8065545767091929e-18
2.3442773475199646e-17,0.4581949526043876,2.6188769591213397e-12,3.6243348854773849e-22,3.4937475173577654e-22,6.2334452473386039e-35,1.8053004950096718e-31,0.0,0.0,4.5187394772233557e-14,2.384838465072055e-26,154.0,0.0,0.99999986655224127,1.0,18.999999999999957,2.0306022866236518e-10,1.2989717057978042e-07,1.669360590692867e-09,1.6720246588105915e-09,1.5135538701504915e-12,1.1024681765129534e-16,7.6416751761834807e-17,5.1056446047317428e-17,4.6289699973996602e-12,4.3933444705602875e-25,1.5402875925183499e-18,2.0989861352524779e-17
3.4556384621629706e-17,0.4581949526043908,3.8604185063697012e-12,7.7838258965292672e-22,7.5913304398357902e-22,1.9045346814879847e-34,5.5154341326035367e-31,0.0,0.0,6.6609630635194698e-14,5.181872416220433e-26,154.0,0.0,0.99999980328817684,1.0,18.999999999999936,2.9932580919775706e-10,1.9147370133190426e-07,2.4607609208251648e-09,2.4646879775064494e-09,3.2886504210647031e-12,2.395475993144784e-16,1.4567598209702391e-16,1.1093556248670591e-16,1.0057827765943877e-11,9.9584890127474955e-25,3.3467876734187854e-18,4.560746471750614e-17
5.678360691448983e-17,0.45819495260439724,6.3435013611765512e-12,2.0813801588723323e-21,2.0497489943319152e-21,8.4665729595241595e-34,2.4517727418131122e-30,0.0,0.0,1.0945422488447027e-13,1.3991767017053734e-25,154.0,0.0,0.99999967676016155,1.0,18.999999999999893,4.9185695193604099e-10,3.1461836893676026e-07,4.0435611036051703e-09,4.0500142208649637e-09,8.8794452789693972e-12,6.468047850267561e-16,3.0874902639079113e-16,2.9952961531549883e-16,2.7156407632891073e-11,2.7853645461864009e-24,9.0367209118394193e-18,1.2314553657290483e-16
7.678810697806394e-17,0.4581949526044031,8.5782756572564637e-12,3.7911312112566174e-21,3.7483565880141611e-21,2.0315273271876829e-33,5.8828848726823391e-30,0.0,0.0,1.480144993855068e-13,2.5586755394614728e-25,154.0,0.0,0.99999956288507663,1.0,18.999999999999854,6.6513495950146148e-10,4.2543900124888608e-07,5.4680807237758846e-09,5.4768074013103846e-09,1.6237321749457932e-11,1.1828027913609297e-15,4.7289061638668402e-16,5.4773313090986246e-16,4.9659332866647159e-11,5.1669545750367073e-24,1.6525363738504645e-17,2.2519506027776699e-16
9.679260704163806e-17,0.458194952604409,1.0813049694471839e-11,6.0096694543387367e-21,5.9557513701432764e-21,3.9950131167284355e-33,1.1568670388549364e-29,0.0,0.0,1.8657490621192191e-13,4.0654938652630043e-25,154.0,0.0,0.99999944901011362,1.0,18.999999999999815,8.3841294726781976e-10,5.362505694359181e-07,6.8925998282661345e-09,6.9036001769986326e-09,2.5798734982628258e-11,1.8793466794203236e-15,6.4276310087653387e-16,8.7026938757331954e-16,7.8901433944356795e-11,8.2789619798631601e-24,2.6257092173816628e-17,3.5781165847122956e-16
1.1679710710521217e-16,0.4581949526044149,1.304782347282297e-11,8.7369948256262193e-21,8.6719332776772776e-21,6.9271927452658363e-33,2.0059542872719979e-29,0.0,0.0,2.2513544536380343e-13,5.9196372789290671e-25,154.0,0.0,0.99999933513527284,1.0,18.999999999999776,1.0116909152351363e-09,6.4705307420295136e-07,8.3171184170775001e-09,8.3303925520664554e-09,3.7563513324957848e-11,2.7364352501671403e-15,8.1423555299735028e-16,1.2671329343739233e-15,1.1488218591178905e-10,1.212138228660697e-23,3.8231905099002003e-17,5.2099532065627749e-16
1.3680160716878628e-16,0.4581949526044206,1.5282596992310152e-11,1.1973107263707885e-20,1.189690224863225e-20,1.1026181025091888e-32,3.1929186385808691e-29,0.0,0.0,2.6369611684124369e-13,8.1211116195932768e-25,154.0,0.0,0.99999922126055418,1.0,18.999999999999737,1.1849688634034321e-09,7.5784651628476881e-07,9.7416364902116265e-09,9.7571845280197988e-09,5.1531477895479437e-11,3.7540672550537762e-15,9.8580809419913094e-16,1.7383180910301602e-15,1.5760104171159929e-10,1.6694213048479115e-23,5.244980136909764e-17,7.1474603611578237e-16
1.768106072959345e-16,0.4581949526044324,1.9752143254693727e-11,1.9971693128603405e-20,1.9873201167099558e-20,2.3435484903762103e-32,6.7863344150274318e-29,0.0,0.0,3.4081785677313441e-13,1.3566074040637721e-24,154.0,0.0,0.99999899351148269,1.0,18.999999999999655,1.5315247003430382e-09,9.7940621502893029e-07,1.2590671089454047e-08,1.2610767283078472e-08,8.6076323951340001e-11,6.2709570898616829e-15,1.3287797687173281e-15,2.9036328550164384e-15,2.6325110213527208e-10,2.8031084412050027e-23,8.7614839882190599e-17,1.1939485889251039e-15
2.1681960742308272e-16,0.45819495260444404,2.4221688481624939e-11,3.0005426576931853e-20,2.9884647648874162e-20,4.2806358962510559e-32,1.2395628576686254e-28,0.0,0.0,4.1794012600833787e-13,2.0400427810616787e-24,154.0,0.0,0.99999876576289948,1.0,18.999999999999574,1.8780804580868042e-09,1.2009296715397969e-06,1.5439703626006508e-08,1.546434844340814e-08,1.2943184377446609e-10,9.4300062109465048e-15,1.6704930818462584e-15,4.366168290670161e-15,3.9584724386995358e-10,4.2289528650364963e-23,1.3175219866282354e-16,1.795419232368265e-15
2.5682860755023094e-16,0.4581949526044558,2.8691232673106275e-11,4.2074307113131646e-20,4.1931241193561855e-20,7.0810457515320301e-32,2.0504858426835237e-28,0.0,0.0,4.9506292454763963e-13,2.8624222214652335e-24,154.0,0.0,0.99999853801480432,1.0,18.999999999999492,2.2246361366349094e-09,1.4224168920148716e-06,1.828873409988285e-08,1.8317928008307169e-08,1.8159652859882842e-10,1.3231204090869024e-14,2.0117008073370759e-15,6.1258764878465863e-15,5.5538485277726883e-10,5.9469498695635551e-23,1.8486186817253056e-16,2.5191578773751636e-15
2.9683760767737917e-16,0.4581949526044675,3.316077582914021e-11,5.617833425290294e-20,5.6012981312115535e-20,1.090899245579109e-31,3.1589532540870564e-28,0.0,0.0,5.721862523918125e-13,3.8237505669653244e-24,154.0,0.0,0.9999983102671971,1.0,18.99999999999941,2.5711917359875263e-09,1.6438678825409925e-06,2.1137762511096667e-08,2.1171505977078376e-08,2.4256889659943474e-10,1.7674540389077853e-14,2.3531503595969417e-15,8.1827103913768123e-15,7.4185939711046112e-10,7.9570946185523052e-23,2.4694383905257191e-16,3.3651644365992668e-15
3.368466078045274e-16,0.45819495260447907,3.76303179497291e-11,7.23175075261879e-20,7.2129867529863809e-20,1.5924066364388134e-31,4.6111766346797145e-28,0.0,0.0,6.4931010954160697e-13,4.9240325229709605e-24,154.0,0.0,0.99999808252007771,1.0,18.999999999999321,2.9177472561448246e-09,1.8652826490323918e-06,2.3986788859661173e-08,2.402508234977013e-08,3.1234750797172474e-10,2.276000505663562e-14,2.6948421597482917e-15,1.0536624279871624e-14,9.5526647363049689e-10,1.0259382762338571e-22,3.1799810220943441e-16,4.3334388251901122e-15
3.768556079316756e-16,0.4581949526044908,4.2099859034875316e-11,9.0491826468261365e-20,9.0281899377527016e-20,2.2283815944981999e-31,6.4527759390843585e-28,0.0,0.0,7.2643449599776439e-13,6.1632727346523536e-24,154.0,0.0,0.99999785477344638,1.0,18.999999999999236,3.2643026971069714e-09,2.0866611973265308e-06,2.6835813145589409e-08,2.6878657126657867e-08,3.9093094160091462e-10,2.8487588173193187e-14,3.0365489481728911e-15,1.3187573024921994e-14,1.1956017362557909e-09,1.2853809566590907e-22,3.9802464866279568e-16,5.4239809593420995e-15
4.1686460805882383e-16,0.4581949526045025,4.6569399084581236e-11,1.1070129061128052e-19,1.104690763826837e-19,3.0146627685258649e-31,8.7296135312811184e-28,0.0,0.0,8.0355941176102926e-13,7.5414758718523686e-24,154.0,0.0,0.99999762702730288,1.0,18.999999999999151,3.6108580588741333e-09,2.308003533291103e-06,2.9684835368894483e-08,2.9732230307890211e-08,4.7831776901218314e-10,3.4857279765602825e-14,3.3781705101872469e-15,1.6135511264025249e-14,1.4628608163961424e-09,1.5740370664409726e-22,4.8702346938210304e-16,6.6367907547651949e-15
4.568736081859721e-16,0.4581949526045142,5.1038938098849233e-11,1.3294589948179285e-19,1.3269139806724854e-19,3.9672754938797592e-31,1.1488092110071503e-27,0.0,0.0,8.8068485683215553e-13,9.0586466594577439e-24,154.0,0.0,0.99999739928164699,1.0,18.999999999999066,3.9574133414464807e-09,2.5293096628621768e-06,3.2533855529589657e-08,3.2585801893446704e-08,5.7450654508531409e-10,4.1869069743299461e-14,3.7197763017603515e-15,1.9380393105743198e-14,1.7570392945560731e-09,1.8919061185424108e-22,5.8499455523038873e-16,7.971868126170247e-15
