Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801)
1.1405100531216578e-10,0.7569863620250769,5.83690517719772e-12,1.5501388843708717e-16,1.2928085268027742e-16,4.8156857352787285e-25,7.2160951286531647e-20,0.0,0.0,2.4620170924412257e-10,3.1666493359106203e-17,154.0,0.0,0.99996429573397849,1.0,18.999998876634795,4.0123898505872726e-06,4.0465689940956775e-08,1.1029360709004262e-05,1.2101584454424263e-05,3.2563399814253661e-06,1.0971380869671155e-06,3.9862730261125453e-12,2.5976656893616273e-08,4.1381274353650025e-06,1.8168533133871089e-14,1.6815162940697958e-09,9.2393863904275626e-10,1.36040192459379e-10,1.3597760341202207e-10,3.8160873987856205e-14,8.0672783082233371e-12,2.4428171608577412e-14,1.2305563296886781e-10,1.0316738960887436e-23,9.7856929692691803e-24,9.785869380340176e-24,1.8896591296696738e-13,2.9588249951405693e-16,2.8531388513821912e-16,2.9537684893357643e-19,1.3797743343091134e-19,2.5826564360610013e-17,3.1424850094121997e-19,3.9726753091872708e-21,2.8924336003579002e-22,1.0697697249077287e-24,3.4700175506524591e-28,1.115470956594975e-28,4.5547683802645297e-24,1.1579649530905479e-28,6.3443379461565627e-12,2.0104888999888352e-18,1.4554948121472796e-19,4.2825954098311124e-22,2.8395861337711502e-23,3.2118006249008094e-20,3.46820101004672e-27,1.9734857996071282e-27,1.5919420511530884e-23,2.2289156677974024e-28,4.7824563254214877e-24,9.9930167928754353e-29,2.352560770226321e-30,7.6351469924491917e-28,1.2490862009821398e-26,1.2480083671253746e-26,1.0778338567649722e-29,1.6986094595351112e-21,1.9262608489940816e-24,1.3046276594560736e-25,1.4952148316626892e-26
1.1952090931309933e-10,0.7569863616533721,6.1275213217249937e-12,1.7132854901471764e-16,1.4217875375514224e-16,5.8104663506054656e-25,8.3134408393323401e-20,0.0,0.0,2.7015855371054759e-10,3.7530824831803708e-17,154.0,0.0,0.99996258338076704,1.0,18.999998790660364,4.2048070067827323e-06,4.0465629672899283e-08,1.1526181257062917e-05,1.2681935887122004e-05,3.4133480590324167e-06,1.1818280028155337e-06,4.1774415224594489e-12,2.7236989004488382e-08,4.3376530014326103e-06,1.9570993355848948e-14,1.8466667106556474e-09,1.0058458340256203e-09,1.5550324351682637e-10,1.554316671026652e-10,4.3629376411867035e-14,8.8540195528636355e-12,2.7947035529935726e-14,1.3514963246506592e-10,1.4146805293051662e-23,1.341911830603639e-23,1.3419372119242453e-23,2.194818064637833e-13,3.388662008052857e-16,2.9915671012116225e-16,3.1221389654564833e-19,1.4887093412624757e-19,2.9295497252149949e-17,3.7429581972463014e-19,4.9513908469569615e-21,3.6154609365666675e-22,1.4030579937283432e-24,4.6618233916508133e-28,1.3943374459624451e-28,5.6974696791819945e-24,1.5238821547654767e-28,6.9628484241140442e-12,2.201847007476381e-18,1.649539523556786e-19,4.6918493842381122e-22,3.1524311992819871e-23,3.6872948842444581e-20,3.9305773659801027e-27,2.2365885384748804e-27,1.9159529995475234e-23,2.6826806449479226e-28,5.7551334293162866e-24,1.2025599779538358e-28,2.8310395633098611e-30,9.1894443690185885e-28,1.5756800553724166e-26,1.5742549250732809e-26,1.425130299136234e-29,2.1349265479552075e-21,2.3059691410247463e-24,1.6312848876694901e-25,1.9579472214644586e-26
1.2499081331403289e-10,0.7569863612751037,6.4191168516938652e-12,1.8852862558249206e-16,1.557111127203763e-16,6.9526644972771913e-25,9.5176771678079947e-20,0.0,0.0,2.95222284980951e-10,4.4163906077758494e-17,154.0,0.0,0.99996087102658082,1.0,18.999998703165822,4.3972225441808598e-06,4.0465569463441443e-08,1.2021475820848228e-05,1.3262284765280349e-05,3.5703557936683482e-06,1.2680369071850772e-06,4.3686091754841045e-12,2.8497315541907795e-08,4.537178234616263e-06,2.099860796829167e-14,2.0195514148893699e-09,1.0905289429450337e-09,1.7664698479010185e-10,1.7656564208680691e-10,4.9570861615586282e-14,9.676415490082789e-12,3.1771838910265428e-14,1.4781126483311926e-10,1.9118042640970403e-23,1.8135332571468466e-23,1.8135691702421218e-23,2.532046857508601e-13,3.8566715780742337e-16,3.1299947388825335e-16,3.2928313546829313e-19,1.5999686502795388e-19,3.3027371975560262e-17,4.4213930455124368e-19,6.1072480038329324e-21,4.4723676175556851e-22,1.8172343536378178e-24,6.1804349646097301e-28,1.7248456335813407e-28,7.0529594991096595e-24,1.9803759702791097e-28,7.6093608969797111e-12,2.4014990129760166e-18,1.8580329410001383e-19,5.1189099884379166e-22,3.4847085840580585e-23,4.2068372839681652e-20,4.4273826086466587e-27,2.5192821028801265e-27,2.2867278204837062e-23,3.2019517648307674e-28,6.8680238875629516e-24,1.4351205597711454e-28,3.3784926656638886e-30,1.0967993897105686e-27,1.9669855950893358e-26,1.9651247879569221e-26,1.8608071324135284e-29,2.6553295565945944e-21,2.7373940496571053e-24,2.0183890140855492e-25,2.5316330819849587e-26
1.3046071731496644e-10,0.7569863608907548,6.7116919729502759e-12,2.0662067916225323e-16,1.6988107098708932e-16,8.2563402957471536e-25,1.0833950025514765e-19,0.0,0.0,3.213924968800523e-10,5.1628977098208828e-17,154.0,0.0,0.99995915867141927,1.0,18.999998614262779,4.5896364627923193e-06,4.0465509189780106e-08,1.2515355991393507e-05,1.3842631088707526e-05,3.7273631854840127e-06,1.3556532225360502e-06,4.5597759851057446e-12,2.9757636523784585e-08,4.7367031351062323e-06,2.2449529251509718e-14,2.2001703465012051e-09,1.1779193019422771e-09,1.9952672671307453e-10,1.9943481305766892e-10,5.60009236184165e-14,1.053434464956481e-11,3.5912728364805112e-14,1.6104065128603757e-10,2.5494303430983383e-23,2.418475945944257e-23,2.4185259915883613e-23,2.9030271796905874e-13,4.3642188671447879e-16,3.2684217663616344e-16,3.4658461527096266e-19,1.7134365000837103e-19,3.7027159887856533e-17,5.183448451558417e-19,7.461565469069135e-21,5.4799504191531961e-22,2.3268405145609851e-24,8.094853425562096e-28,2.1134752610881421e-28,8.6482084886289837e-24,2.5442241093922684e-28,8.2837774354977053e-12,2.6094108048040868e-18,2.0812092988727474e-19,5.5637036542319115e-22,3.8368470601833395e-23,4.7722775400825936e-20,4.9591748805198011e-27,2.8218840886885952e-27,2.7084948259619199e-23,3.7926532974799083e-28,8.1337739074586788e-24,1.6996264637749068e-28,4.0011411045155159e-30,1.299103857032261e-27,2.4321027228885911e-26,2.4297007921516181e-26,2.4019307369728164e-29,3.2711015389830568e-21,3.2246590614354078e-24,2.4734794556177817e-25,3.2357792352358538e-26
1.359306213159e-10,0.756986360500773,7.0052468816420225e-12,2.2561094371793671e-16,1.8469182585579308e-16,9.7362249331922671e-25,1.2267431079885064e-19,0.0,0.0,3.4866881242616268e-10,5.9991700474104262e-17,154.0,0.0,0.99995744631528261,1.0,18.999998524054604,4.7820487626277647e-06,4.0465448904028698e-08,1.3007925169871817e-05,1.4422974857224125e-05,3.8843702345544651e-06,1.444573560189409e-06,4.7509419512506444e-12,3.1017951953562065e-08,4.9362277029964447e-06,2.3922045093025376e-14,2.388523445219039e-09,1.2679505783645124e-09,2.2419641809171231e-10,2.2409310371468313e-10,6.2934772432666518e-14,1.1427685974633064e-11,4.0379600403291453e-14,1.7483791375596498e-10,3.3584251103464249e-23,3.1860372150069286e-23,3.186105985435055e-23,3.3094407552659142e-13,4.9126409966305036e-16,3.4068481840273314e-16,3.6411838586890907e-19,1.8290072889408277e-19,4.1299548846798455e-17,6.0348759109256464e-19,9.0369904363650111e-21,6.6561703058011241e-22,2.9481861137738332e-24,1.0484645281152944e-27,2.567155231198313e-28,1.0512103682500522e-23,3.2343531169245095e-28,8.9860004526827173e-12,2.825550243002663e-18,2.3192842275795391e-19,6.0261610709646235e-22,4.2092752161307811e-23,5.3854566617048074e-20,5.5264679937910086e-27,3.1446868668190924e-27,3.1856557836198725e-23,4.4609525929769065e-28,9.565544302474523e-24,1.9988282884317275e-28,4.7054590585979562e-30,1.5279645798537337e-27,2.9809328995338485e-26,2.9778649908031311e-26,3.0679087307173653e-29,3.9944305610199634e-21,3.771992616217744e-24,3.0046058109245711e-25,4.0921571342215786e-26
1.4140052531683355e-10,0.7569863601055727,7.2997817645113087e-12,2.455053501631972e-16,2.0014663047988534e-16,1.1407724695764506e-24,1.3823318207047542e-19,0.0,0.0,3.7705088168771082e-10,6.9320160454948354e-17,154.0,0.0,0.99995573395817006,1.0,18.999998432637099,4.9744594436978577e-06,4.0465388687086495e-08,1.3499279168491837e-05,1.500331607066766e-05,4.0413769409419995e-06,1.5347021195042148e-06,4.9421070738528323e-12,3.2278261815833911e-08,5.1357519383645841e-06,2.5414569037974893e-14,2.5846106507683764e-09,1.3605586539288638e-09,2.5070869193700141e-10,2.5059312257504086e-10,7.0387246996217608e-14,1.2356318820840012e-11,4.5182109867561357e-14,1.8920317480121915e-10,4.374640452297408e-23,4.1502487259355553e-23,4.150342017272496e-23,3.7529685958923678e-13,5.503247635316833e-16,3.5452739901878082e-16,3.8188449730058257e-19,1.9465848190874019e-19,4.5848967904076388e-17,6.9815134817724397e-19,1.0857499446564888e-20,8.020167980238524e-22,3.6994663885035321e-24,1.3440987853489411e-27,3.0932696081817786e-28,1.2675479856654916e-23,4.071999655024973e-28,9.715932702622401e-12,3.0498870171019486e-18,2.5724561329573054e-19,6.5062168783529859e-22,4.6024214220536279e-23,6.0482073877200882e-20,6.129734717308876e-27,3.4879594535872299e-27,3.7227851162259716e-23,5.2132589593797288e-28,1.1177007770764616e-23,2.3355836227740431e-28,5.4981725193506719e-30,1.7855703044773784e-27,3.6242110243985098e-26,3.6203303331232944e-26,3.880691275215261e-29,4.8384362066219141e-21,4.3837239894485084e-24,3.6203327510113764e-25,5.1249348515279996e-26
1.468704293177671e-10,0.7569863597055385,7.5952967991743065e-12,2.6630954860177941e-16,2.1624879380621495e-16,1.3286925015845944e-24,1.5506835944171844e-19,0.0,0.0,4.0653837979751011e-10,7.9684862292600278e-17,154.0,0.0,0.99995402160008229,1.0,18.999998340099047,5.1668685060132556e-06,4.046532843805237e-08,1.3989506767182797e-05,1.558365472885703e-05,4.198383304786996e-06,1.6259501312606094e-06,5.1332713528407603e-12,3.3538566112054155e-08,5.3352758413875653e-06,2.6925631071552369e-14,2.7884319028724532e-09,1.455681515393396e-09,2.7911490901229034e-10,2.7898620650073314e-10,7.8372827459971781e-14,1.3320122954561016e-11,5.0329677947562244e-14,2.0413655752315609e-10,5.6394471737856277e-23,5.3503834443909541e-23,5.3505085025688628e-23,4.2352903549540358e-13,6.1373215747828939e-16,3.6836991850021663e-16,3.9988299971289888e-19,2.0660815976102148e-19,5.0679610148600842e-17,8.0292802970131141e-19,1.2948397433242385e-20,9.5922781579759412e-22,4.6008811585398061e-24,1.7067763451587852e-27,3.6996631262385823e-28,1.517114897328328e-23,5.0808757832191276e-28,1.0473477279283352e-11,3.2823925143794954e-18,2.8409074736568181e-19,7.0038093819838589e-22,5.0167137978344176e-23,6.7623545920032156e-20,6.769409820372998e-27,3.8519492426939554e-27,4.3246291408474117e-23,6.0562225962698436e-28,1.2982346294785627e-23,2.7128565028510441e-28,6.3862580116983087e-30,2.0741913656372258e-27,4.3735371505787691e-26,4.3686721703960256e-26,4.8649801827432358e-29,5.8171954200118257e-21,5.0642794205752651e-24,4.3297442770750868e-25,6.3608083189877268e-26
1.5234033331870066e-10,0.7569863593010259,7.8917921543884406e-12,2.8802892894036497e-16,2.3300168049684085e-16,1.5390594532791739e-24,1.7323235941265666e-19,0.0,0.0,4.3713100511227736e-10,9.1158731782771479e-17,154.0,0.0,0.99995230924101874,1.0,18.999998246522683,5.3592759495846166e-06,4.0465268144081149e-08,1.447869022956363e-05,1.6163990831600965e-05,4.3553893261915119e-06,1.7182353417536218e-06,5.3244347881419847e-12,3.4798864852262412e-08,5.534799412193563e-06,2.8453869075623386e-14,2.9999871412521945e-09,1.5532591521650867e-09,3.0946519925224474e-10,3.0932246209819602e-10,8.6905646874460587e-14,1.4318978551598532e-11,5.5831499804786406e-14,2.1963818549184039e-10,7.2002972477469459e-23,6.8314901162339197e-23,6.831655919899578e-23,4.7580837857572593e-13,6.8161192924749621e-16,3.8221237695732796e-16,4.1811394373919204e-19,2.187418189211108e-19,5.5795453848506338e-17,9.1841715793387812e-19,1.5336315185412064e-20,1.1394042691674228e-21,5.6747549795339075e-24,2.1482701724911429e-27,4.3946462540542722e-28,1.8033927901425683e-23,6.287338124353018e-28,1.1258537615325717e-11,3.5230396977835116e-18,3.1248059445928549e-19,7.5188802896821269e-22,5.4525801836732815e-23,7.5297156596918303e-20,7.4458928927024845e-27,4.2368836098522323e-27,4.9961053446260416e-23,6.9967335796179214e-28,1.4996248652713002e-23,3.1337168915492542e-28,7.3769413698268144e-30,2.3961792875471872e-27,5.2414080423382816e-26,5.2353595965604628e-26,6.0484457778180523e-29,6.9457677130541918e-21,5.8181784749553255e-24,5.142447411474092e-25,7.8291316127127844e-26
1.5781023731963422e-10,0.7569863588923654,8.1892679903083323e-12,3.1066864000015099e-16,2.5040871083530627e-16,1.773618916579515e-24,1.9277797412282528e-19,0.0,0.0,4.6882847750614121e-10,1.0381711497838534e-16,154.0,0.0,0.9999505968809792,1.0,18.999998151984233,5.551681774422599e-06,4.0465207908230352e-08,1.4966905781354395e-05,1.6744324378722024e-05,4.5123950052072636e-06,1.8114815344400621e-06,5.5155973796905799e-12,3.6059158031223603e-08,5.7343226508467789e-06,2.9998020907216289e-14,3.219276305626134e-09,1.6532334603284529e-09,3.4180850119682438e-10,3.4165080513390293e-10,9.5999502316111455e-14,1.5352766195788227e-11,6.1696551829611353e-14,2.357081826796255e-10,9.1113147633980851e-23,8.6449551007731959e-23,8.6451726848636933e-23,5.3230242902192213e-13,7.5408715028066035e-16,3.960547743326733e-16,4.3657738015676902e-19,2.3105226167724068e-19,6.1200282025748151e-17,1.0452254118758652e-18,1.8049205416018654e-20,1.3448222657159266e-21,6.9456583457460357e-24,2.6818569496328248e-27,5.1869998586505951e-28,2.1300664578922343e-23,7.7205608072701568e-28,1.2071017480919684e-11,3.7718029927690447e-18,3.4243055737831668e-19,8.0513744671264679e-22,5.9104481130173786e-23,8.352100836763312e-20,8.1595509580247871e-27,4.6429713999790537e-27,5.742301694389528e-23,8.0419208940816728e-28,1.7233908033232992e-23,3.6013401800221351e-28,8.4776965638141612e-30,2.7539664015305891e-27,6.2412485821368454e-26,6.2337866306853463e-26,7.4619514514981766e-29,8.2402197647134875e-21,6.6500306272928833e-24,6.06857538116384e-25,9.5620461193926454e-26
1.6328014132056777e-10,0.7569863584798623,8.4877244587308698e-12,3.3423360722530754e-16,2.6847336061989039e-16,2.0341856197795847e-24,2.1375827585439517e-19,0.0,0.0,5.0163053678939387e-10,1.1773777804999855e-16,154.0,0.0,0.99994888451996389,1.0,18.999998056554329,5.744085980537861e-06,4.0465147677960852e-08,1.5454224053685051e-05,1.7324655370042949e-05,4.6694003419527604e-06,1.9056180866838569e-06,5.7067591274202534e-12,3.7319445642227737e-08,5.9338455574962654e-06,3.1556917058242295e-14,3.4462993357104506e-09,1.7555481526943372e-09,3.7619259955089218e-10,3.7601899807646604e-10,1.056678654844056e-13,1.6421366877606328e-11,6.7933598552967567e-14,2.5234667340195379e-10,1.1433915518243919e-22,1.0849091517323774e-22,1.0849374341177175e-22,5.9317845478416519e-13,8.3127836965142965e-16,4.0989711055247547e-16,4.552733594862441e-19,2.4353298065572252e-19,6.6897700567235026e-17,1.1839662181282656e-18,2.1116337584892882e-20,1.5778809488958705e-21,8.4405298492153011e-24,3.322440766922165e-27,6.0859795024455558e-28,2.5010262746334778e-23,9.4127121181643285e-28,1.2910820982563365e-11,4.0286581824630125e-18,3.7395477382662029e-19,8.6012397114514244e-22,6.3907447876783075e-23,9.2313135546649863e-20,8.9107208948426017e-27,5.0704043046673579e-27,6.5684759779479523e-23,9.1991515097219397e-28,1.9711019747183737e-23,4.1190067093644473e-28,9.6962445739047812e-30,3.150065479184079e-27,7.3874430325632574e-26,7.3783032466679315e-26,9.13978589532616e-29,9.7176494322271212e-21,7.5645320574396955e-24,7.1187903409975527e-25,1.1594608452842078e-25
1.6875004532150133e-10,0.7569863580637997,8.7871617033300927e-12,3.5872854908619805e-16,2.8719916104613553e-16,2.3226438369405177e-24,2.3622662152656574e-19,0.0,0.0,5.3553694124374464e-10,1.3300090726953165e-16,154.0,0.0,0.99994717215797302,1.0,18.999997960298391,5.9364885679410625e-06,4.0465087389439018e-08,1.5940710493749866e-05,1.7904983805373437e-05,4.8264053365510423e-06,2.0005795591517091e-06,5.8979200312624479e-12,3.8579727690389028e-08,6.1333681322968313e-06,3.3129473855903669e-14,3.6810561712190018e-09,1.8601486744685119e-09,4.1266416098067398e-10,4.1247368587640872e-10,1.1592389280132421e-13,1.7524661992786605e-11,7.455119923286067e-14,2.6955378226470001e-10,1.4237455108895525e-22,1.3509755575390553e-22,1.3510119939440763e-22,6.5860342155296835e-13,9.1330366685227065e-16,4.2373938567291168e-16,4.742019327027808e-19,2.5617810748499694e-19,7.2891154976012972e-17,1.3352593817516846e-18,2.4568291621512938e-20,1.841103525215807e-21,1.0188799204975201e-23,4.0866814663453895e-27,7.1013194070166935e-28,2.9203705381977039e-23,1.1399134788358516e-27,1.3777852561908618e-11,4.2935823105753961e-18,4.0706621047700996e-19,9.168426541578188e-22,6.8938970549855523e-23,1.0169150731742649e-19,9.6997116778946133e-27,5.519358137628485e-27,7.4800551749300811e-23,1.0476029500128801e-27,2.2443779029529487e-23,4.6901013111696602e-28,1.1040552309222407e-29,3.5870693800308293e-27,8.6953661586326278e-26,8.6842462556472898e-26,1.1119902985336982e-28,1.1396209193891352e-20,8.566462649109944e-24,8.3042856837564704e-25,1.3964917003113583e-25
1.7421994932243488e-10,0.7569863576444404,9.0875798598824413e-12,3.8415799227389899e-16,3.0658969858086514e-16,2.6409477981857976e-24,2.6023665718035757e-19,0.0,0.0,5.7054746626544607e-10,1.4968910909607176e-16,154.0,0.0,0.99994545979500593,1.0,18.99999786327707,6.1288895366428591e-06,4.0465027132126126e-08,1.6426425745222275e-05,1.8485309684524816e-05,4.9834099890586894e-06,2.096305315444611e-06,6.0890800911512336e-12,3.984000417814108e-08,6.3328903753188057e-06,3.4714687163806525e-14,3.9235467518632785e-09,1.9669821241448119e-09,4.5126876825721093e-10,4.5106043009370462e-10,1.2678043504418615e-13,1.866253334094224e-11,8.1557714136084429e-14,2.8732963411741153e-10,1.7599905329998212e-22,1.6700989915488513e-22,1.6701455430776089e-22,7.2874396894017748e-13,1.0002787034583481e-15,4.3758159972080158e-16,4.9336315110388287e-19,2.6898236529301255e-19,7.9183945864527621e-17,1.4997307540406783e-18,2.843695068936205e-20,2.1371382135782088e-21,1.2222511054792598e-23,4.9931275790479211e-27,8.2432361164473239e-28,3.3924076964936792e-23,1.3718529847633144e-27,1.4672016994591206e-11,4.5665535914818707e-18,4.4177675007261904e-19,9.7528880040327193e-22,7.4203313868233743e-23,1.1167403053187893e-19,1.0526806453638934e-26,5.989994015689904e-27,8.4826348550425457e-23,1.1880395198990562e-27,2.5448878925239689e-23,5.3181128656262631e-28,1.251883156775901e-29,4.0676507126317942e-27,1.0181414215894175e-25,1.0167970046613561e-25,1.3444169280612134e-28,1.3295129043287365e-20,9.6606831820163634e-24,9.6367879829750825e-25,1.6714237009801821e-25
1.7968985332336844e-10,0.7569863572220279,9.3889790564829518e-12,4.1052628577910542e-16,3.2664861482971471e-16,2.991122100805311e-24,2.8584232245312718e-19,0.0,0.0,6.0666190310800329e-10,1.6788741034382616e-16,154.0,0.0,0.99994374743106329,1.0,18.999997765546539,6.3212888866539099e-06,4.0464966909808711e-08,1.6911426000758633e-05,1.9065633007315345e-05,5.1404142995689065e-06,2.1927391696371258e-06,6.2802393070215969e-12,4.1100275100007601e-08,6.5324122866790521e-06,3.6311626545225092e-14,4.1737710173523695e-09,2.0759971792410255e-09,4.9205095285363256e-10,4.9182374147985618e-10,1.3825004654204276e-13,1.9834863124187776e-11,8.8961310534847149e-14,3.0567435401185097e-10,2.1608558637947007e-22,2.0505693737615177e-22,2.0506283852525676e-22,8.0376639203641444e-13,1.0923167736960036e-15,4.5142375263590196e-16,5.1275706547794669e-19,2.8194102474083415e-19,8.5779243288233587e-17,1.6780119342519192e-18,3.2755493126444456e-20,2.4687591249302237e-21,1.457644946726446e-23,6.0623537914972059e-27,9.5224318917445037e-28,3.9216584687747319e-23,1.6413143973464039e-27,1.5593219389061281e-11,4.8475513269241386e-18,4.7809727210180947e-19,1.0354579493054522e-21,7.97047386040552e-23,1.222785523116298e-19,1.1392264462605364e-26,6.4824594526577779e-27,9.5819786017103506e-23,1.3420324392243486e-27,2.8743508252871962e-23,6.0066338758567336e-28,1.4139538034589238e-29,4.5945615081603055e-27,1.1863035809681069e-25,1.1846877190587348e-25,1.6158619093717433e-28,1.5434738854550607e-20,1.0852132708036202e-23,1.1128558612816324e-24,1.9887124065427708e-25
1.85159757324302e-10,0.7569863567967868,9.6913594137529961e-12,4.3783761393902361e-16,3.4737960639987826e-16,3.3752621210841654e-24,3.1309785504232049e-19,0.0,0.0,6.4388005771700065e-10,1.8768325841544124e-16,154.0,0.0,0.99994203506614465,1.0,18.999997667158869,6.5136866179848732e-06,4.046490663602073e-08,1.7395763328681905e-05,1.9645953773557856e-05,5.2974182682135024e-06,2.2898290596334571e-06,6.4713976788083189e-12,4.2360540455043414e-08,6.7319338665434747e-06,3.7919429853890963e-14,4.4317289073930062e-09,2.1871440265343059e-09,5.3505422609253171e-10,5.3480711111075445e-10,1.5034499396281016e-13,2.104153394576841e-11,9.6769968436081747e-14,3.2458806716530513e-10,2.6360760429129675e-22,2.5016319487781205e-22,2.5017062076601679e-22,8.8383662762784392e-13,1.189528853941272e-15,4.6526584440781348e-16,5.3238372692788321e-19,2.9504986332031132e-19,9.2680100007690276e-17,1.8707400026316324e-18,3.7558383681376561e-20,2.8388670795335402e-21,1.7288263062940992e-23,7.3171028782899928e-27,1.0950097864523481e-27,4.5128578727824292e-23,1.952896027710917e-27,1.6541365185420139e-11,5.1365558288306242e-18,5.1603772753064137e-19,1.0973458583923092e-21,8.5447501406587943e-23,1.33522862465925e-19,1.229632282014803e-26,6.9968893726059448e-27,1.0784017459265971e-22,1.5104127543232796e-27,3.2345349640292784e-23,6.7593600573361148e-28,1.5911370315572086e-29,5.1706329055473081e-27,1.3758762630276344e-25,1.3739448913179631e-25,1.9313717096711711e-28,1.7836490236550577e-20,1.2145826102784495e-23,1.2792395084938583e-24,2.3531545973253271e-25
1.9062966132523555e-10,0.7569863563689263,9.9947210450398848e-12,4.6609600852707308e-16,3.6878642475945755e-16,3.7955344267816397e-24,3.4205779515814719e-19,0.0,0.0,6.8220174965036422e-10,2.0916652158669608e-16,154.0,0.0,0.99994032270025046,1.0,18.999997568162307,6.7060827306464046e-06,4.0464846361517926e-08,1.7879485975717133e-05,2.0226271983059971e-05,5.4544218950647567e-06,2.3875267444689708e-06,6.6625552064470791e-12,4.362080024673044e-08,6.9314551150023255e-06,3.9537298221318267e-14,4.6974203616895549e-09,2.3003742964885812e-09,5.8032110892996909e-10,5.8005304015680281e-10,1.6307726471556907e-13,2.2282428808696689e-11,1.0499148605941071e-13,3.4407089892817866e-10,3.1964668874040223e-22,3.0335595864982184e-22,3.0336523883044054e-22,9.6912024445792095e-13,1.292023651172223e-15,4.7910787507491299e-16,5.522431870842819e-19,3.0830512767498561e-19,9.9889463757889489e-17,2.0785572823713055e-18,4.2881364150449823e-20,3.2504903683685616e-21,2.0398590703144744e-23,8.7824320423026451e-27,1.2537916975099926e-27,5.1709571675147306e-23,2.3115892477117134e-27,1.7516360154263191e-11,5.4335483478123939e-18,5.5560720802584385e-19,1.1609484878540815e-21,9.1435854640968461e-23,1.4542469573954298e-19,1.3239198165916075e-26,7.5334070484625738e-27,1.2094849402047771e-22,1.6940349048587277e-27,3.627257762755698e-23,7.5800899413490177e-28,1.7843269004090802e-29,5.7987748473985205e-27,1.588824006825659e-25,1.5865275439824735e-25,2.2964628431850295e-28,2.0522977892203172e-20,1.3546851784687524e-23,1.4641632138260625e-24,2.7699002900966359e-25
1.960995653261691e-10,0.7569863559386405,1.0299064056608955e-11,4.9530535995408978e-16,3.9087287609459909e-16,4.2541771901927114e-24,3.7277698996497083e-19,0.0,0.0,7.2162681107792819e-10,2.3242948933087433e-16,154.0,0.0,0.99993861033338016,1.0,18.999997468601542,6.8984772246491649e-06,4.0464786135688454e-08,1.8362638647496691e-05,2.080658763563334e-05,5.6114251801952102e-06,2.4857875238390845e-06,6.8537118898725521e-12,4.4881054473774466e-08,7.1309760321461711e-06,4.1164491412212978e-14,4.9708453199439828e-09,2.4156410015912768e-09,6.2789316045587889e-10,6.2760306837004041e-10,1.7645857499056292e-13,2.3557431114389577e-11,1.1363348507849364e-13,3.6412297475545315e-10,3.8540042035130223e-22,3.6577276898160718e-22,3.657842910851332e-22,1.0597824369973613e-12,1.3999076503979396e-15,4.9294984462287664e-16,5.723354969030677e-19,3.2170349872770633e-19,1.0741018859701234e-16,2.3021111283185048e-18,4.8761443511118239e-20,3.7067854646314444e-21,2.3951187688302608e-23,1.0485863604465884e-26,1.4298066717983116e-27,5.9011257205491887e-23,2.7227982417780515e-27,1.8518110395523559e-11,5.7385110069257858e-18,5.9681401006562872e-19,1.2262619862388995e-21,9.76740462407588e-23,1.5800173390292673e-19,1.4221088191510622e-26,8.0921249712821448e-27,1.3520738823903232e-22,1.8937766522698249e-27,4.05438568323766e-23,8.4727244915296331e-28,1.9944415778582782e-29,6.481975785950386e-27,1.8272257713928919e-25,1.8245086217630193e-25,2.7171496298728393e-28,2.3517960498041024e-20,1.506036959413043e-23,1.669014261464665e-24,3.2444645784544644e-25
