Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426)
1.4741050137956341e-10,0.5553910170559043,6.6934974417574847e-12,3.3010726499171617e-16,2.5326877498825923e-16,2.6800679673734212e-24,2.4587129468458927e-19,0.0,0.0,6.8415440000756913e-10,2.1712186068225917e-16,154.0,0.0,0.99994628353202819,1.0,18.999997138528908,4.9108182368635147e-06,3.6440690107539894e-08,1.7304997688701039e-05,2.0048121839262056e-05,3.7820105381633726e-06,2.8009370408294272e-06,9.154283456111029e-12,5.9839330761090711e-08,4.7661058706714654e-06,4.7090592714414346e-14,4.7750418838096591e-09,1.7178556318559403e-09,3.2364407605207503e-10,3.2343794664983372e-10,1.2541210189149293e-13,1.1319451562864287e-11,8.0717275870839066e-14,3.4954783447355938e-10,1.0413834175984999e-22,9.8842945818649766e-23,9.8845117946998385e-23,1.1488266857835285e-12,1.0005003069791234e-15,6.6621802084026108e-16,9.3105542957626958e-19,3.3191337447879546e-19,7.9458168024901894e-17,1.2398607989862006e-18,2.7418448550108143e-20,1.4202513124688891e-21,9.3320019505896508e-24,5.720929240659281e-27,5.4044606082563155e-28,3.2066490096009612e-23,9.4285238129624177e-28,8.9753494312390298e-12,3.7152117624636118e-18,4.4454080701087821e-19,7.6632642084187632e-22,5.5019546285202777e-23,7.4590679121268962e-20,1.0762040230481299e-26,6.1218859409731738e-27,6.5486546210258844e-23,9.0380026330527355e-28,1.3955106903250812e-23,4.0294065779179221e-28,6.5487052459529e-30,3.0803266329141425e-27,4.5202507924536942e-26,4.5133977984579466e-26,6.8529939957488385e-29,2.3867155742391389e-20,7.4547063075927588e-24,5.9503395428382952e-25,1.2023130953668991e-25,6.1719610135987646e-27,1.1344848378407871e-29,2.1365389155349024e-28,6.0847806503686528e-32,9.0147604950661498e-26,1.3979687281927815e-24
1.5238126625177004e-10,0.5553910165969156,6.9334583780726788e-12,3.5482668016334208e-16,2.7118814401093504e-16,3.0629133628760384e-24,2.7198141832167935e-19,0.0,0.0,7.3052080800975595e-10,2.4559065225828813e-16,154.0,0.0,0.99994447215551097,1.0,18.999996993826478,5.0763941372811137e-06,3.6440630996830787e-08,1.7840246855880194e-05,2.0724087551971742e-05,3.9100702766391637e-06,2.943556496446999e-06,9.462939537758274e-12,6.1875479823212588e-08,4.9274883746361542e-06,4.948837535245555e-14,5.1024824679852432e-09,1.8209568840098604e-09,3.5523034567264938e-10,3.5500404105104357e-10,1.3766731838622928e-13,1.2087098553509481e-11,8.8637274732237113e-14,3.7355174205987563e-10,1.2985155850881077e-22,1.2325271178765773e-22,1.2325551457498739e-22,1.2784759044409224e-12,1.1004631394486185e-15,6.8888738184512506e-16,9.6934908853153429e-19,3.4975778685937074e-19,8.6722553936207711e-17,1.400469486291383e-18,3.1966880596287309e-20,1.6599365430304106e-21,1.1285749307855246e-23,7.0595420322915118e-27,6.3166056956774366e-28,3.7504553753045328e-23,1.1433943723780397e-27,9.5837802270176707e-12,3.9599176947736062e-18,4.8458813838354288e-19,8.169596492523684e-22,5.9310449957517473e-23,8.2196598311265722e-20,1.1731560126828779e-26,6.6733882738294773e-27,7.4618046715292719e-23,1.0298502632546994e-27,1.5899319265628741e-23,4.590813604280081e-28,7.4610713923633523e-30,3.5097783693897255e-27,5.3249639008987736e-26,5.3166174198229015e-26,8.3464810758735431e-29,2.7725368637149191e-20,8.4573658534824605e-24,6.9469347920575263e-25,1.44997209930494e-25,7.2577042295216581e-27,1.3686288505260903e-29,2.6675936524148938e-28,7.8470158141868435e-32,1.0033377288424933e-25,1.6087091920801724e-24
1.5735203112397666e-10,0.5553910161338711,7.1743497505753177e-12,3.8052214951710296e-16,2.8976438414317177e-16,3.4856673644633244e-24,2.9990907417037876e-19,0.0,0.0,7.7839217714964307e-10,2.7674396069534614e-16,154.0,0.0,0.99994266077557614,1.0,18.999996847842706,5.2419687559293284e-06,3.6440571887048704e-08,1.8374208914387865e-05,2.1400050016923876e-05,4.0381297322201771e-06,3.0874557820419459e-06,9.7715944293548952e-12,6.3911619070583988e-08,5.0888705924041513e-06,5.1907675091597598e-14,5.4407797471604914e-09,1.9262925996800796e-09,3.8867732694696688e-10,3.8842965513537745e-10,1.5064540201244866e-13,1.2879136635355217e-11,9.7026376579976293e-14,3.9835524674896098e-10,1.6072634471445644e-22,1.5256352075275574e-22,1.5256710691696459e-22,1.4177413506525588e-12,1.206569290446097e-15,7.1155663357800346e-16,1.0080791906838219e-18,3.6787120589981352e-19,9.4363852497933533e-17,1.5753280739071556e-18,3.7074749429116777e-20,1.9299116593337133e-21,1.3562300790092701e-23,8.6519693141606039e-27,7.3440311120090242e-28,4.3635126223560829e-23,1.3778361757701251e-27,1.0211518945138932e-11,4.2120378574065346e-18,5.2662757854028365e-19,8.6913157881242889e-22,6.3795823725039552e-23,9.0293338994624251e-20,1.2749307703408027e-26,7.2523244722432647e-27,8.4664385707315267e-23,1.1685308326292156e-27,1.8038024926523025e-23,5.2083854250485182e-28,8.4647086191343635e-30,3.9822206573967958e-27,6.2397916791172871e-26,6.2296907583213654e-26,1.0100920795922437e-28,3.20548640693676e-20,9.5544665324262565e-24,8.0678264126250683e-25,1.7375499493340512e-25,8.4859588330300116e-27,1.6405860116406097e-29,3.3059109770488988e-28,1.003358012947785e-31,1.1128460861066516e-25,1.8428445518953951e-24
1.6232279599618329e-10,0.5553910156670525,7.4161715563277398e-12,4.0719913462820522e-16,3.0900255335988711e-16,3.951060509819436e-24,3.2971996627678422e-19,0.0,0.0,8.2776779092776992e-10,3.1074305612734444e-16,154.0,0.0,0.99994084939222316,1.0,18.999996700666383,5.4075420928151914e-06,3.644051277662136e-08,1.8906972654717854e-05,2.2076009233762701e-05,4.1661889049660534e-06,3.232546116910601e-06,1.008024900642242e-11,6.5947748501427333e-08,5.2502525240503117e-06,5.4346999309064634e-14,5.7899336302658798e-09,2.0338136999766553e-09,4.2402447185366466e-10,4.2375421552056468e-10,1.6436170277220559e-13,1.3695492802512997e-11,1.0589459227490192e-13,4.2395860373238696e-10,1.975745324843706e-22,1.8754648884319738e-22,1.8755104118691579e-22,1.5669772344668942e-12,1.3189665782132575e-15,7.3422577601916862e-16,1.047245875166317e-18,3.8624804529410746e-19,1.0238708967021662e-16,1.7651436031618831e-18,4.2787894590358602e-20,2.2327861016871633e-21,1.6201559409286227e-23,1.0535745541874394e-26,8.4966689287202335e-28,5.051870423657022e-23,1.650522669649703e-27,1.085850625862062e-11,4.4715546073443132e-18,5.7067597961624187e-19,9.2283852352854421e-22,6.8479076438796539e-23,9.8895374422067392e-20,1.3815690939971362e-26,7.8589266116928439e-27,9.5683601812832613e-23,1.3206434114163054e-27,2.0383525389101087e-23,5.8856746073651751e-28,9.5653897690135319e-30,4.5003744153732439e-27,7.2755604739129788e-26,7.2634090966300626e-26,1.2151377282916494e-28,3.6895763246841212e-20,1.0751297590745956e-23,9.3234594594797985e-25,2.0697846467019836e-25,9.8693688751668082e-27,1.9548530476034668e-29,4.0684504715765609e-28,1.2727175813692354e-31,1.2303017485995735e-25,2.1021011643794049e-24
1.672935608683899e-10,0.5553910151967226,7.6589237865942893e-12,4.3486288495177886e-16,3.289078073727808e-16,4.4619202205858973e-24,3.6148030908235281e-19,0.0,0.0,8.7864698170373331e-10,3.4775379488250857e-16,154.0,0.0,0.9999390380054517,1.0,18.999996552380136,5.5731141479457384e-06,3.6440453665377761e-08,1.9438620716193742e-05,2.275196520213149e-05,4.2942477949356434e-06,3.3787448708114316e-06,1.0388900576071272e-11,6.7983868116608676e-08,5.4116341696484755e-06,5.6804958786529063e-14,6.1499440262262386e-09,2.1434726278045437e-09,4.6131036984941433e-10,4.6101628685723437e-10,1.7883123496727946e-13,1.453609426748158e-11,1.1525171351041898e-13,4.5036206870858666e-10,2.4130218053118459e-22,2.2906228261626211e-22,2.2906801867300543e-22,1.7265372764151476e-12,1.4378001474565805e-15,7.5689480917802624e-16,1.0868492812945051e-18,4.0488341245936605e-19,1.1079716699443482e-16,1.9706309623719369e-18,4.9154059461171579e-20,2.571292938018308e-21,1.9246781018936156e-23,1.2752472326059959e-26,9.7849218089781259e-28,5.8218751341244961e-23,1.9661889153044274e-27,1.1524683022639153e-11,4.7384515902576534e-18,6.1674901423390681e-19,9.7807706648571172e-22,7.3363619067694155e-23,1.0801713514016946e-19,1.49310892610002e-26,8.4934105242569514e-27,1.0773541726990194e-22,1.4870126920102861e-27,2.2948475503186522e-23,6.6263357673238993e-28,1.0769053504177436e-29,5.0670387671319079e-27,8.4437700338836887e-26,8.4292337330826978e-26,1.4536300800994292e-28,4.2290201681686403e-20,1.2053251135402016e-23,1.0724745075272227e-24,2.4517826876961907e-25,1.1421178150450047e-26,2.3162771130479822e-29,4.9741464514606003e-28,1.6023029920622254e-31,1.356006798525657e-25,2.3882721123399713e-24
1.7226432574059653e-10,0.5553910147231252,7.9026064269991416e-12,4.6351845250277114e-16,3.4948539946320927e-16,5.0211714445947379e-24,3.9525683716791978e-19,0.0,0.0,9.3102912730969565e-10,3.8794661963221218e-16,154.0,0.0,0.99993722661526196,1.0,18.999996403060869,5.7386849213280021e-06,3.6440394554860229e-08,1.9969230013126236e-05,2.3427917921669695e-05,4.4223064021868759e-06,3.5259751378567634e-06,1.0697550716230667e-11,7.001997791488841e-08,5.5730155292712917e-06,5.9280260546183869e-14,6.5208108439607248e-09,2.2552232757537487e-09,5.0057277438827369e-10,5.0025359833118308e-10,1.9406868752685151e-13,1.5400868460493689e-11,1.2510731956820913e-13,4.7756589780113842e-10,2.9291677397190585e-22,2.7806796905192098e-22,2.7807514626193758e-22,1.8967746610124882e-12,1.563212519371532e-15,7.795637330409309e-16,1.1268895486590192e-18,4.2377305946644393e-19,1.1959887642718892e-16,2.1925126568111595e-18,5.6222887186035942e-20,2.9482899222883012e-21,2.2744727563220874e-23,1.5348105073889252e-26,1.1219667036983469e-27,6.6801731789008696e-23,2.3299811577905512e-27,1.2209990273970219e-11,5.0127136544256773e-18,6.6486125899182589e-19,1.0348440418692919e-21,7.8452864472414781e-23,1.1767301150199336e-19,1.6095855556915106e-26,9.1559769483610826e-27,1.208812330756966e-22,1.6684865521752543e-27,2.5745882242525159e-23,7.4341252168032776e-28,1.2081803732418336e-29,5.6850907709736425e-27,9.7566125448561221e-26,9.7393148103155684e-26,1.7297734540554788e-28,4.8282362722048916e-20,1.3465820685941571e-23,1.2283062724527011e-24,2.8890327099083287e-25,1.3155233417391132e-26,2.730068798455684e-29,6.0440585336578824e-28,2.0030269634352045e-31,1.4902647168315865e-25,2.703217520489422e-24
1.7723509061280316e-10,0.5553910142464878,8.1472194576775978e-12,4.9317070551728879e-16,3.7074068030383965e-16,5.6318372999650536e-24,4.3111681498099262e-19,0.0,0.0,9.8491364789873603e-10,4.314965597345903e-16,154.0,0.0,0.99993541522165363,1.0,18.999996252780164,5.9042544129690173e-06,3.6440335444307068e-08,2.0498872131420046e-05,2.4103867392016397e-05,4.5503647267784926e-06,3.6741653399515704e-06,1.1006201170060287e-11,7.205607789370909e-08,5.7343966029924277e-06,6.1771701183568161e-14,6.9025339923828107e-09,2.3690209183979473e-09,5.4184862819238831e-10,5.4150306891779957e-10,2.1008843384866425e-13,1.6289743028864658e-11,1.354707837551727e-13,5.0557034748594123e-10,3.5353469007125848e-22,3.3562411943650136e-22,3.3563304089207627e-22,2.0780419995965336e-12,1.6953436407079985e-15,8.0223254757954603e-16,1.1673668171129587e-18,4.4291333745198592e-19,1.2879691411171267e-16,2.4315186079730125e-18,6.4045915846165235e-20,3.3667605100616781e-21,2.6745821389670132e-23,1.8373249166366714e-26,1.2812260384168091e-27,7.6337143529532413e-23,2.7474782658317018e-27,1.2914369230431211e-11,5.2943267706415826e-18,7.1502627212294209e-19,1.0931365182369982e-21,8.3750227196817147e-23,1.2787735601031749e-19,1.7310318064135986e-26,9.8468125982323614e-27,1.3518412441715296e-22,1.8659359919190182e-27,2.8789103543195862e-23,8.312900627960595e-28,1.3509909062025216e-29,6.3574851623510105e-27,1.1226991600956868e-25,1.120651007382995e-25,2.0481527126916816e-28,5.4918510405445914e-20,1.4994599881346564e-23,1.4010262326416846e-24,3.3874190191058432e-25,1.5085987427238106e-26,3.2018150241533811e-29,7.3015276515653251e-28,2.4873392440396438e-31,1.6333803323191527e-25,3.0488648594136328e-24
1.8220585548500978e-10,0.5553910137670217,8.3927628534212755e-12,5.2382434116656949e-16,3.9267909777153383e-16,6.2970397208743427e-24,4.6912804654528804e-19,0.0,0.0,1.0403000030116383e-09,4.7858323173728302e-16,154.0,0.0,0.99993360382462626,1.0,18.999996101604641,6.0698226228758177e-06,3.6440276332758782e-08,2.1027613697695259e-05,2.4779813612812811e-05,4.6784227687691436e-06,3.8232488577145983e-06,1.1314848289606988e-11,7.4092168052374932e-08,5.8957773908853966e-06,6.4278160662436663e-14,7.2951133804002911e-09,2.4848221487040937e-09,5.8517408735074613e-10,5.848008314652951e-10,2.2690454118355305e-13,1.720264583634307e-11,1.4635127954119557e-13,5.3437567452643748e-10,4.2438892769870954e-22,4.0290216508207646e-22,4.0291318588348987e-22,2.2706913013492732e-12,1.8343309318977913e-15,8.2490125278580009e-16,1.208281226519525e-18,4.6230115425845256e-19,1.3839589316269467e-16,2.6883859799396922e-18,7.2676573004281244e-20,3.8298148366262911e-21,3.1304300571358092e-23,2.1883465610138004e-26,1.4574539832793172e-27,8.6897550436371044e-23,3.2247136113965874e-27,1.3637761290325314e-11,5.5832779576854349e-18,7.6725666573247649e-19,1.1529517829537143e-21,8.9259123275612913e-23,1.3864448550517972e-19,1.857478211391638e-26,1.0566091158707674e-26,1.5070883636570446e-22,2.0802550740155829e-27,3.2091847199073847e-23,9.26662071420484e-28,1.5059802283439054e-29,7.0872541091756245e-27,1.2868541114537484e-25,1.2844403563710542e-25,2.413755082694018e-28,6.2247021654338778e-20,1.6645281334381777e-23,1.5918666311792358e-24,3.9532349948029712e-25,1.7228501799217853e-26,3.7374918188020174e-29,8.7723374678060063e-28,3.0693833687790996e-31,1.7856597754643946e-25,3.4272092388019835e-24
1.871766203572164e-10,0.5553910132849237,8.6392365838174851e-12,5.5548389738986081e-16,4.1530619675361559e-16,7.0200001048313591e-24,5.0935888515170992e-19,0.0,0.0,1.0971876888468296e-09,5.2939084000789833e-16,154.0,0.0,0.99993179242417995,1.0,18.999995949596293,6.235389551055437e-06,3.6440217221484551e-08,2.1555516722845606e-05,2.5455756583693356e-05,4.8064805282163324e-06,3.9731636869596834e-06,1.1623493530650114e-11,7.6128248390653228e-08,6.0571578930222658e-06,6.6798596539368249e-14,7.6985489169152597e-09,2.6025848182758986e-09,6.3058454431757764e-10,6.3018225567829276e-10,2.4453077959125313e-13,1.8139504962463348e-11,1.5775778641603563e-13,5.6398213591610692e-10,5.0683709812138183e-22,4.8119200268791182e-22,4.812055369526802e-22,2.4750739514701994e-12,1.9803093342644426e-15,8.4756984865725521e-16,1.2496329169337089e-18,4.819339350747501e-19,1.4840035553510416e-16,2.9638590308286657e-18,8.2170169732428413e-20,4.3406906626518749e-21,3.6478375191375357e-23,2.593958610331654e-26,1.6518829175941004e-27,9.8558613869484138e-23,3.7681973899182794e-27,1.4380108031887403e-11,5.8795552129740421e-18,8.2156417299682421e-19,1.2142873277075193e-21,9.4982970057184337e-23,1.4998868320665636e-19,1.9889531759187269e-26,1.1313974210648356e-26,1.6752177981842145e-22,2.3123608679319312e-27,3.5668169810537607e-23,1.0299344926548364e-27,1.673807987589473e-29,7.8775069789248543e-27,1.4695644167959355e-25,1.4667324242526493e-25,2.8319925432864869e-28,7.0318417833297582e-20,1.8423655626425461e-23,1.8021071627951662e-24,4.5931963736813127e-25,1.959844977738652e-26,4.3434769815192024e-29,1.0484881135166794e-27,3.7651633970631585e-31,1.9474104365906984e-25,3.8403136909535511e-24
1.9214738522942303e-10,0.5553910128003776,8.8866406133831754e-12,5.8815376390730785e-16,4.386276189493648e-16,7.8040399612927824e-24,5.518782430301944e-19,0.0,0.0,1.1555762357193894e-09,5.8410817746517285e-16,154.0,0.0,0.99992998102031461,1.0,18.999995796812843,6.400955197514909e-06,3.6440158110607645e-08,2.208263892180607e-05,2.613169630429116e-05,4.9345380051778816e-06,4.12385211896491e-06,1.1932139925813217e-11,7.8164318906871788e-08,6.2185381094754708e-06,6.9332038588300043e-14,8.1128405108241034e-09,2.722267981175439e-09,6.7811464987660986e-10,6.7768197006793362e-10,2.6298063049328369e-13,1.9100248701900204e-11,1.6969909548224465e-13,5.9438998882753746e-10,6.0236967464949738e-22,5.7190984704964526e-22,5.7192637561909087e-22,2.6915406955889661e-12,2.1334113563347091e-15,8.702383351755411e-16,1.2914220286381382e-18,5.0180958586470613e-19,1.5881478304197455e-16,3.25868898745041e-18,9.2583894224048803e-20,4.9027542919556719e-21,4.2330384549242134e-23,3.0608037457296706e-26,1.8657941511293e-27,1.1139912367308752e-22,4.3849393826871317e-27,1.5141351212731522e-11,6.1831474480282741e-18,8.7795971067505572e-19,1.2771408350317397e-21,1.0092518604049416e-22,1.6192420062293985e-19,2.1254831287921728e-26,1.2090612091803728e-26,1.8569102766925924e-22,2.5631933969338876e-27,3.953247578290827e-23,1.1415233164323389e-27,1.8551501537401717e-29,8.7314301167699168e-27,1.6723451810018858e-25,1.6690364562214691e-25,3.3087247804168344e-28,7.9185395685825397e-20,2.0335610436183828e-23,2.0330751712425715e-24,5.3144544110260748e-25,2.2212118900948668e-26,5.0265626277504575e-29,1.2470333356258413e-27,4.5927208675442043e-31,2.1189409280869383e-25,4.2903094454790731e-24
1.9711815010162965e-10,0.5553910123135533,9.1349749016937325e-12,6.2183819246938134e-16,4.6264910266832359e-16,8.6525815614798192e-24,5.967556010020383e-19,0.0,0.0,1.2154652056960923e-09,6.4292862638771976e-16,154.0,0.0,0.9999281696130301,1.0,18.999995643308001,6.5665195622612675e-06,3.6440098998891905e-08,2.2609034011169759e-05,2.6807632774246079e-05,5.0625951997120198e-06,4.2752604428900087e-06,1.2240782707571057e-11,8.0200379599415017e-08,6.3799180403179524e-06,7.1877583797423989e-14,8.5379880710174819e-09,2.8438318410861651e-09,7.2779833413259115e-10,7.2733388292988472e-10,2.8226729484684545e-13,2.0084805563825096e-11,1.8218381479982011e-13,6.2559949056743876e-10,7.1261849855056952e-22,6.7660632872607942e-22,6.7662640761467444e-22,2.9204416296120377e-12,2.2937671192704961e-15,8.929067123222404e-16,1.3336487017703512e-18,5.2192645938127866e-19,1.6964360758111292e-16,3.5736339414555349e-18,1.0397680508230218e-19,5.5195014655716326e-21,4.8926955255013071e-23,3.5961175319077733e-26,2.1005182644671485e-27,1.2550102869949488e-22,5.0824721634563252e-27,1.5921432769300114e-11,6.4940444284251241e-18,9.3645343725814893e-19,1.341510165763754e-21,1.0708919072511261e-22,1.7446525933302582e-19,2.2670926630891651e-26,1.2896144697600547e-26,2.052863111953395e-22,2.8337155881628212e-27,4.3699516371373903e-23,1.2618545499325278e-27,2.0506989736539734e-29,9.6522866340055585e-27,1.8967901799593983e-25,1.8929398972544485e-25,3.8502827049502232e-28,8.8902857667806492e-20,2.2387129796062982e-23,2.2861458455102144e-24,6.1246089212195281e-25,2.5086413617030254e-26,5.7939676198430085e-29,1.4762827693038699e-27,5.5723221960240848e-31,2.3005610502731043e-25,4.7793961960428518e-24
2.0208891497383627e-10,0.5553910118246101,9.3842394035068553e-12,6.5654130639554166e-16,4.8737648262679784e-16,9.5691485892626743e-24,6.4406101811246457e-19,0.0,0.0,1.2768541903943439e-09,7.0605015928033075e-16,154.0,0.0,0.99992635820232656,1.0,18.999995489131745,6.7320826453015445e-06,3.6440039886960489e-08,2.3134751986182592e-05,2.7483565993190291e-05,5.1906521118759944e-06,4.427338668813565e-06,1.2549422854988302e-11,8.2236430467687092e-08,6.5412976856213905e-06,7.4434391712765164e-14,8.9739915063803357e-09,2.9672377015964436e-09,7.7966882658752048e-10,7.791712024076386e-10,3.0240370096210967e-13,2.1093104271264621e-11,1.9522037449726116e-13,6.5761089853702288e-10,8.3936553854253849e-22,7.9697483417230733e-22,7.9699910380662649e-22,3.1621261942854181e-12,2.4615044014394221e-15,9.1557498009084058e-16,1.3763130765662651e-18,5.4228332358726405e-19,1.8089122062653184e-16,3.9094587653702102e-18,1.1640982436883252e-19,6.1945582360066566e-21,5.6339160181943346e-23,4.2077627140731904e-26,2.3574354418130552e-27,1.4094946694305081e-22,5.8688747517187996e-27,1.672029481631501e-11,6.8122367179243001e-18,9.9705480705891596e-19,1.4073933473756856e-21,1.1347840447345761e-22,1.8762605265268597e-19,2.4138046671151654e-26,1.3730702226030315e-26,2.2637901664421682e-22,3.12491322548911e-27,4.8184388769371749e-23,1.39136419125078e-27,2.2611629284648701e-29,1.0643416206110218e-26,2.1445737298928326e-25,2.1401102373596853e-25,4.4634925331486426e-28,9.9527941693654379e-20,2.4584293470280395e-23,2.5627424166359595e-24,7.0317211990635236e-25,2.823885786246504e-26,6.6533498839756386e-29,1.739963907793502e-27,6.7266567352124471e-31,2.4925817605388154e-25,5.3098423599146574e-24
2.070596798460429e-10,0.5553910113336957,9.6344340688819037e-12,6.922671094514163e-16,5.1281568974375728e-16,1.0557366792991528e-23,6.9386514124329739e-19,0.0,0.0,1.3397428089336346e-09,7.7367533978051092e-16,154.0,0.0,0.99992454678820386,1.0,18.999995334330617,6.8976444466427764e-06,3.643998077557484e-08,2.365983937854516e-05,2.8159495960751528e-05,5.3187087417268168e-06,4.5800402699607959e-06,1.2858065240508431e-11,8.4272471510790622e-08,6.7026770454571545e-06,7.7001680104394786e-14,9.4208507257918728e-09,3.0924479193969231e-09,8.3375867535545183e-10,8.3322645569494582e-10,3.2340251198389948e-13,2.2125073760460733e-11,2.0881703166279215e-13,6.904244701972212e-10,9.8455190107208138e-22,9.3486008574866777e-22,9.3488928104416546e-22,3.4169431738316655e-12,2.6367486821417317e-15,9.3824313847175817e-16,1.419415293524429e-18,5.6287933231436583e-19,1.9256198203669053e-16,4.2669350470263527e-18,1.2994573049022596e-19,6.9316818252872103e-21,6.4642678253147609e-23,4.9042644344657371e-26,2.637975797631462e-27,1.5783279536238872e-22,6.7527967154814498e-27,1.7537879646229957e-11,7.137715626479281e-18,1.0597726205258165e-18,1.4747885631162557e-21,1.2009624838440203e-22,2.0142074719183958e-19,2.5656404462105153e-26,1.4594405870535069e-26,2.490421820089954e-22,3.4377949049608574e-27,5.3002535237598738e-23,1.530498204241366e-27,2.4872666927084958e-29,1.1708234879809883e-26,2.4174525518821532e-25,2.4122968514543951e-25,5.155700427759487e-28,1.1112005031051771e-19,2.693327644907235e-23,2.8643363567405686e-24,8.0443268243434677e-25,3.1687597638985382e-26,7.612818615711955e-29,2.042137147899723e-27,8.0810457072613458e-31,2.6953151454936995e-25,5.8839853310292175e-24
2.1203044471824952e-10,0.5553910108409471,9.8855588432948088e-12,7.29019494110445e-16,5.3897275093718525e-16,1.1620964638162568e-23,7.4623921470573161e-19,0.0,0.0,1.4041307060289375e-09,8.4601132359045601e-16,154.0,0.0,0.99992273537066212,1.0,18.999995178947906,7.0632049662919951e-06,3.6439921663710677e-08,2.4184339496354956e-05,2.8835422676568277e-05,5.4467650893220927e-06,4.733321942788942e-06,1.3166703869447163e-11,8.6308502727185728e-08,6.8640561198973465e-06,7.9578720932864955e-14,9.8785656381255642e-09,3.2194258601987906e-09,8.9009976556628862e-10,8.8953150742775815e-10,3.4527613305740636e-13,2.3180643180232972e-11,2.229818750286362e-13,7.2404046303825786e-10,1.1502870884937053e-21,1.0922669589284367e-21,1.0923019202536105e-21,3.6852406980893442e-12,2.8196231845108558e-15,9.6091118744729941e-16,1.4629554928804473e-18,5.8371399799533999e-19,2.0466022822805281e-16,4.646841040997249e-18,1.446491509927149e-19,7.7347614701292662e-21,7.3917955042056385e-23,5.6948463635680966e-26,2.9436196983774213e-27,1.7624261946357858e-22,7.7434827267169292e-27,1.8374129728684937e-11,7.4704731618622905e-18,1.1246150710446661e-18,1.5436941419074639e-21,1.2694614417745201e-22,2.1586348431088748e-19,2.7226198360544637e-26,1.5487368464526943e-26,2.7335049397904762e-22,3.7733919926786543e-27,5.8169742271010972e-23,1.6797124944577925e-27,2.7297510952305462e-29,1.2850234888560659e-26,2.7172676317852602e-25,2.7113328340871684e-25,5.9347976980910286e-28,1.2374087931524038e-19,2.9440348553624647e-23,3.1924475817590651e-24,9.1714483526388525e-25,3.545140360412102e-26,8.6809463770124476e-29,2.3872150672506301e-27,9.6636622124550927e-31,2.9090743958888665e-25,6.5042317271895073e-24
2.1700120959045615e-10,0.555391010346493,1.0137613667748931e-11,7.6680224924270551e-16,5.658537889217666e-16,1.276377396081721e-23,8.0125508981327915e-19,0.0,0.0,1.4700175502161833e-09,9.2326985942165012e-16,154.0,0.0,0.99992092394970133,1.0,18.999995023023928,7.2287642042562346e-06,3.6439862551280293e-08,2.4708292647427915e-05,2.9511346140272047e-05,5.5748211547188437e-06,4.887143383691409e-06,1.3475338676280799e-11,8.8344524115721081e-08,7.0254349090133213e-06,8.216483659506199e-14,1.0347136152249125e-08,3.3481358571934069e-09,9.4872333700558674e-10,9.4811757731267548e-10,3.6803671819626351e-13,2.4259741891342532e-11,2.3772282946034955e-13,7.5845913455314407e-10,1.3388585021895632e-21,1.2713695339547138e-21,1.2714112190335746e-21,3.9673662476469831e-12,3.0102489176044209e-15,9.8357912700468869e-16,1.5069338148564768e-18,6.0478716632413501e-19,2.1719027975895459e-16,5.0499616357509891e-18,1.6058655532921722e-19,8.6078192573018973e-21,8.4250364170688243e-23,6.5894677413965632e-26,3.2758980804928851e-27,1.96273822711221e-22,8.8507975730216602e-27,1.9228987709962142e-11,7.8105019846518274e-18,1.191589788473505e-18,1.6141085489436324e-21,1.3403151408676306e-22,2.3096838148303918e-19,2.8847613080604095e-26,1.640969508091875e-26,2.9938028505495367e-22,4.1327585849391761e-27,6.3702139801360101e-23,1.8394728861195282e-27,2.9893730817629007e-29,1.4072984475906122e-26,3.0459460757621988e-25,3.0391368292046776e-25,6.809246557520733e-28,1.3745444582806884e-19,3.2111874146623513e-23,3.548644659209592e-24,1.0422607895931618e-24,3.9549673698090611e-26,9.8667810880642912e-29,2.7799822077800873e-27,1.1505762510135845e-30,3.1341737840316711e-25,7.1730576319961929e-24
