Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426)
5.564550059110341e-09,0.5553904638025213,7.7070546401945688e-10,1.1142044745120218e-12,6.699067234862281e-12,1.3978678861690398e-17,1.5932992505538189e-13,0.0,0.0,9.3529829130066664e-07,3.043085752470493e-10,154.0,0.0,0.99797029655058278,1.0,18.999819624526292,0.00018459649151584339,3.6376192063392531e-08,0.00057742601323685912,0.00075470878022798529,0.00014318018223131884,0.00017708832194257543,3.4460914814523468e-10,2.2727714261203286e-06,0.00018047909799330083,2.9772890869632983e-12,6.7828271044075835e-06,2.351802608740519e-07,2.2521936831743171e-06,2.2507470507909646e-06,8.755433784844669e-10,7.1074204428981296e-09,5.694487561089823e-10,5.5522205714815725e-07,2.3270235771735338e-13,2.3040442850390409e-13,2.3063934649170926e-13,7.6977445383910644e-08,8.8436073912837962e-12,2.5303783846620661e-14,3.3120614148226226e-16,1.0120512238423623e-15,4.1940151974740739e-12,1.687898646792468e-12,2.9494398939580419e-13,4.2214219117843609e-14,7.6292687006806628e-15,5.6953447722049974e-17,1.6069093394886641e-20,1.4812308763181503e-15,3.7998445720027671e-18,5.5439815030625467e-09,6.9209773358221015e-15,2.067420870280944e-15,1.4357024548518421e-18,1.0209269986413373e-18,3.8492510691736735e-15,5.0050940902466804e-23,2.8471010420998699e-23,1.18417417868221e-16,1.6354090940125427e-21,2.268602558632638e-17,6.5517528871740304e-22,1.0646140689946497e-23,5.0202864195210683e-21,2.7036320718116346e-18,2.5582354832623611e-18,1.4539658854927409e-19,2.5267409835640658e-13,1.8862015393601314e-17,1.8732082054419772e-17,3.8147018059719445e-17,2.4132555213578895e-19,3.6336518997810672e-21,2.6017651178907464e-18,8.3935218671221316e-21,1.2071728565344627e-20,6.7948862892969636e-18
5.7077080874298914e-09,0.5553904494380751,8.0307530047437095e-10,1.1855431511667251e-12,7.376830525192946e-12,1.5705786030311459e-17,1.7969551317702857e-13,0.0,0.0,9.8390399315688786e-07,3.3668854998106594e-10,154.0,0.0,0.99791802685155861,1.0,18.999814927169972,0.00018932445781647637,3.6374485508420109e-08,0.0005921295034419685,0.0007740668547112664,0.00014685974330225742,0.00018167256104600996,3.5344820082642648e-10,2.331080984588142e-06,0.00018511835915158939,3.0543613922507126e-12,7.1357210059900002e-06,2.4148427960156717e-07,2.3747378532640116e-06,2.3732123662921672e-06,9.2318390401827706e-10,7.3554255225574588e-09,6.0043721058012009e-10,5.8574726082532717e-07,2.6534318180022574e-13,2.6302187122129689e-13,2.6329722289012909e-13,8.3058695429805251e-08,9.3519503975645866e-12,2.5952970320998976e-14,3.4858959341287599e-16,1.0911475252949112e-15,4.5944517717898299e-12,1.894449179272054e-12,3.3269679394923855e-13,4.8198977545693295e-14,8.8849562210282185e-15,6.7582027621522677e-17,1.8347232031175487e-20,1.7055532525401789e-15,4.5158152079817354e-18,5.7362043666675188e-09,7.4026866627622053e-15,2.2130520684464291e-15,1.5356353642687551e-18,1.1101036692088376e-18,4.1903622448816386e-15,5.3576579367047622e-23,3.0476536944116966e-23,1.3185598637156104e-16,1.8210038499589193e-21,2.519752260763694e-17,7.2770758287502412e-22,1.1824740932822388e-23,5.5760742675927758e-21,3.0754730411807864e-18,2.9062073504287331e-18,1.6926569075205436e-19,2.8243827072512153e-13,2.1169467875470773e-17,2.1440139848849782e-17,4.3933405157825796e-17,2.7626226302499952e-19,4.1848547747732616e-21,3.0741280878353857e-18,9.9820930232809208e-21,1.3175252066164905e-20,7.5994902988862057e-18
5.9940241440689934e-09,0.5553904207515254,8.6947528073755254e-10,1.3365286777421813e-12,8.8855211228436772e-12,1.9662828722113759e-17,2.2669650964421875e-13,0.0,0.0,1.0847917928676606e-06,4.091188575021894e-10,154.0,0.0,0.99781348002752024,1.0,18.999805532392124,0.00019877722072762205,3.6371072092388251e-08,0.00062152197336080655,0.00081277388469366428,0.00015421820712301426,0.00019083650016964087,3.7112213058335148e-10,2.4476725566257628e-06,0.00019439622666350378,3.2084296897011928e-12,7.8682591869920133e-06,2.540861148188941e-07,2.6295476106547337e-06,2.6278581022382349e-06,1.0222443241911753e-09,7.853476762271345e-09,6.6487272146063172e-10,6.494919249521829e-07,3.4154479552846161e-13,3.3932705652129378e-13,3.3970081666333136e-13,9.616255050939199e-08,1.0415450712322969e-11,2.7251036600048515e-14,3.8482652201366002e-16,1.2615587707698469e-15,5.4757157482183559e-12,2.3662928020129561e-12,4.1947379742407178e-13,6.2213062960380053e-14,1.1911999551974152e-14,9.39623776915608e-17,2.3681789795848815e-20,2.2384100454005019e-15,6.3000578706844529e-18,6.1221187401785338e-09,8.438240139603709e-15,2.5263547004568424e-15,1.7504667003656519e-18,1.3058973328053199e-18,4.9401735627493863e-15,6.1161436354072949e-23,3.4791112024504287e-23,1.6233841293850015e-16,2.2419847901544543e-21,3.0869485739632919e-17,8.915144235282134e-22,1.4486490953730871e-23,6.8312668911890155e-21,3.9445466608644916e-18,3.7175923010251239e-18,2.2695435983936775e-19,3.5010266755727287e-13,2.6443534431681375e-17,2.7816553228676075e-17,5.7665116970812432e-17,3.5854187495752754e-19,5.4929279434579909e-21,4.2392050480334805e-18,1.393384020327351e-20,1.559857907031742e-20,9.4311965207760899e-18
6.251708595044185e-09,0.5553903949817962,9.3110100332743093e-10,1.4821098258228893e-12,1.0431344765161048e-11,2.3859766060135928e-17,2.7699347787163939e-13,0.0,0.0,1.1797794305097995e-06,4.8375444218981513e-10,154.0,0.0,0.99771937947152212,1.0,18.999797076991882,0.00020728109482369316,3.6367999670898549e-08,0.00064795860856637353,0.00084759976817477768,0.00016084007425964388,0.00019907885657761409,3.8702388532116643e-10,2.5525734261139796e-06,0.00020274556118482579,3.3470039208942584e-12,8.5580262121926473e-06,2.6542067628164107e-07,2.8699529824034282e-06,2.8681086518024496e-06,1.1157049095649079e-09,8.3037460164297835e-09,7.2566600839115878e-10,7.099661136602358e-07,4.2415279152955124e-13,4.2226032909037834e-13,4.2274619632453777e-13,1.0907115954733745e-07,1.1426542137349948e-11,2.8418945042707741e-14,4.1913331910722098e-16,1.4294085768465687e-15,6.3658479228559507e-12,2.8647840560673235e-12,5.1180994459297185e-13,7.7459577034882305e-14,1.5320422293438117e-14,1.2472366599739953e-16,2.9485482097426226e-20,2.8283538745154722e-15,8.391723048950746e-18,6.4708906481843224e-09,9.4566797851185158e-15,2.834753452369701e-15,1.9617486217938425e-18,1.5034037852116411e-18,5.697584880351767e-15,6.8627573533968386e-23,3.9038154451109535e-23,1.9430971567784086e-16,2.6835282625183831e-21,3.6786598214955003e-17,1.062401143673956e-21,1.7263285200531416e-23,8.1407125544450992e-21,4.8890237495105914e-18,4.5968371901437667e-18,2.9218655936682507e-19,4.2121026160917377e-13,3.2021074275729009e-17,3.4803838891658938e-17,7.2848788320434582e-17,4.4872587187524285e-19,6.9393265767493307e-21,5.587921704641618e-18,1.8553394288682566e-20,1.8041506762855914e-20,1.1359382627362066e-17
6.509393046019376e-09,0.5553903692575796,9.9446483502727403e-10,1.6371176028030247e-12,1.2170615845219e-11,2.8732424039830124e-17,3.3587675054860984e-13,0.0,0.0,1.2787324582711896e-06,5.6814981477297899e-10,154.0,0.0,0.99762527100066256,1.0,18.999788621468205,0.00021578154754871404,3.6364926922687473e-08,0.00067437947860099631,0.00088241570495946602,0.00016746123075385563,0.00020731628155726227,4.0292108557025911e-10,2.6574442513443941e-06,0.000211094188961564,3.4854952426795777e-12,9.2766573978134633e-06,2.7674849899998687e-07,3.1208455086526535e-06,3.1188395235053102e-06,1.2132425392473947e-09,8.7556405954561269e-09,7.8911154452113484e-10,7.7341686207564782e-07,5.2193418887930961e-13,5.2066668059301033e-13,5.212913832231217e-13,1.2308256742115437e-07,1.2489368366911849e-11,2.9586518989166029e-14,4.5506412795294302e-16,1.6115836855875016e-15,7.3538324261214733e-12,3.4412377303629676e-12,6.1925897964859928e-13,9.5563564072368939e-14,1.9495279626282772e-14,1.6363759582032965e-16,3.6376893671907371e-20,3.5404067992352353e-15,1.105213776966679e-17,6.8208199545668832e-09,1.0561762694689211e-14,3.1696568461165412e-15,2.1910061742351526e-18,1.7227071335980564e-18,6.5396084128789432e-15,7.6735371199646946e-23,4.3650199454203261e-23,2.310857051304283e-16,3.1914276750648381e-21,4.3558733138680419e-17,1.2579809215003343e-21,2.0441326132869719e-23,9.6393750379752027e-21,6.010798990425026e-18,5.6383016314375014e-18,3.7249735898752577e-19,5.030873518347158e-13,3.8479306754923593e-17,4.3160621383393267e-17,9.1152847581640428e-17,5.5660858015143004e-19,8.6829872468723618e-21,7.2831530559508808e-18,2.4409865942367036e-20,2.0749979369864866e-20,1.3583051159108235e-17
6.767077496994568e-09,0.5553903435787627,1.05953883895621e-09,1.8017821370347402e-12,1.4118701342858509e-11,3.4356880920735602e-17,4.0440346930938499e-13,0.0,0.0,1.3816481575272466e-06,6.6311781480416982e-10,154.0,0.0,0.99753115466953857,1.0,18.999780165793652,0.00022427857988649463,3.6361853849751845e-08,0.00070078453487860265,0.00091722164413570318,0.00017408167673862947,0.00021554875998076986,4.1881370808432018e-10,2.7622848789649507e-06,0.00021944211016398007,3.6239034007214593e-12,1.0024139056190556e-05,2.8806956213531697e-07,3.3822189429610104e-06,3.3800444615666473e-06,1.3148547746797603e-09,9.208921009088233e-09,8.5520774344032394e-10,8.3987879432123909e-07,6.3686476704745116e-13,6.366141308517489e-13,6.3740926736705569e-13,1.38241399802423e-07,1.3604538968526884e-11,3.0753756732085955e-14,4.9263781839001472e-16,1.8086693574416464e-15,8.4454678392038341e-12,4.1038493252153212e-12,7.434881822490436e-13,1.1690474387108008e-13,2.4564419239321189e-14,2.1239288887811021e-16,4.4500568103854892e-20,4.3933879230015295e-15,1.4404521865389594e-17,7.1717304067154109e-09,1.1758176088953575e-14,3.5325148152814516e-15,2.4392118564089011e-18,1.9654473188958285e-18,7.4726829896888323e-15,8.5519931319267158e-23,4.8647214460647329e-23,2.7319336444749035e-16,3.7729610416429222e-21,5.1274172796580047e-17,1.4808033366569514e-21,2.4062043048120825e-23,1.1346791372627093e-20,7.3350133674772368e-18,6.8644036613758765e-18,4.7060970610136288e-19,5.968633320672344e-13,4.5914820585325348e-17,5.308605199152265e-17,1.1305317663958029e-16,6.8476690331689809e-19,1.0769246544876638e-20,9.3944593552406228e-18,3.1762058313875461e-20,2.3741202342050903e-20,1.6133665553410173e-17
7.024761947969759e-09,0.5553903179452326,1.1262955056055033e-09,1.9763298425739588e-12,1.6291523320650903e-11,4.0814332869699775e-17,4.8371383864871826e-13,0.0,0.0,1.4885237674195119e-06,7.6950329215651895e-10,154.0,0.0,0.99743703053272414,1.0,18.999771709940802,0.00023277219282101096,3.6358780454086301e-08,0.00072717372890911743,0.00095201753484225587,0.0001807014123212842,0.00022377627675030439,4.3470172964019201e-10,2.8670951557762908e-06,0.00022778932492827515,3.7622281411883054e-12,1.0800457459022816e-05,2.9938384488841722e-07,3.6540670196065491e-06,3.6517171898442586e-06,1.4205391693829547e-09,9.6633822778870416e-09,9.2395301358627294e-10,9.0938650598117225e-07,7.7107960583808229e-13,7.7234649013534374e-13,7.7334916566454519e-13,1.5459221410372921e-07,1.4772663011932921e-11,3.192065656583049e-14,5.3187324466040604e-16,2.0212501104461046e-15,9.6465946532547948e-12,4.8612694679163201e-12,8.8626269974240801e-13,1.418932678586352e-13,3.0669813666928984e-14,2.7293665483956804e-16,5.4012633062848938e-20,5.4080767325942053e-15,1.859251350960574e-17,7.5234717739298814e-09,1.3050706966795141e-14,3.9248087147689768e-15,2.7073588707032632e-18,2.2333352956007313e-18,8.5035303608178345e-15,9.5017116551140974e-23,5.4049599608795669e-23,3.2119905101454996e-16,4.4359501640647008e-21,6.0027146847790173e-17,1.7335897261028082e-21,2.8169656239946275e-23,1.3283814753788409e-20,8.8893605738675931e-18,8.2997450883546079e-18,5.8961548551298939e-19,7.0373900797918454e-13,5.443060332682014e-17,6.4799013578783983e-17,1.3907510494249503e-16,8.3603335855561001e-19,1.3248152055616032e-20,1.2001777738658145e-17,4.0909018613456011e-20,2.7032789849500621e-20,1.9044687632206596e-17
7.2824463989449505e-09,0.5553902923568762,1.1947077462411164e-09,2.1609834771175237e-12,1.8705554972239459e-11,4.8191212697615867e-17,5.7503415604412432e-13,0.0,0.0,1.5993564849392354e-06,8.881830445253056e-10,154.0,0.0,0.99734289864477166,1.0,18.999763253882303,0.00024126238733640512,3.6355706737683426e-08,0.00075354701229880122,0.00098680332626901166,0.00018732043758733588,0.00023199881679810834,4.505851270380219e-10,2.9718749287327817e-06,0.00023613583336158262,3.9004692107541454e-12,1.1605598837436551e-05,3.1069132648227793e-07,3.9363834536420994e-06,3.9338514118483456e-06,1.5302932689633572e-09,1.0118848940040034e-08,9.9534575824796964e-10,9.819745638671714e-07,9.2687844920639442e-13,9.3029039042328525e-13,9.3154390607402956e-13,1.7217949919760885e-07,1.5994349065016113e-11,3.3087216786474037e-14,5.7278924528145534e-16,2.2499097015806721e-15,1.0963090261209789e-11,5.7226057593403037e-12,1.0494460446452284e-12,1.709705167443164e-13,3.7968306547105258e-14,3.475006193459614e-16,6.508110393831318e-20,6.6073228769701246e-15,2.3782581345329664e-17,7.8759159894605661e-09,1.4444239426182764e-14,4.3480504563209279e-15,2.9964605671919932e-18,2.5281533216621833e-18,9.639156474640016e-15,1.052635293151461e-22,5.9878175843462452e-23,3.7571018124205135e-16,5.1887839004287652e-21,6.9918029548932016e-17,2.0192388796436719e-21,3.2811269552076653e-23,1.5472658186711511e-20,1.0704256046086857e-17,9.9712453123376218e-18,7.3301073374923734e-19,8.2498851904744085e-13,6.413622211481408e-17,7.8539238674755061e-17,1.6979634695521674e-16,1.013510576959638e-18,1.6174742227289731e-20,1.5196476551370305e-17,5.2194299452799342e-20,3.0642756173872193e-20,2.235162404341122e-17
7.540130849920142e-09,0.555390266813581,1.2647488864094385e-09,2.3559621991111795e-12,2.1377816680374191e-11,5.6579304709296142e-17,6.7967982730936618e-13,0.0,0.0,1.7141434650117497e-06,1.0200657542071747e-09,154.0,0.0,0.9972487590602106,1.0,18.999754797590843,0.00024974916441698487,3.635263270253402e-08,0.00077990433675058151,0.001021578967657308,0.00019393875260378333,0.00024021636508659758,4.6646387710141363e-10,3.0766240449435654e-06,0.00024448163554623788,4.0386263566002971e-12,1.2439549382050383e-05,3.219919861750906e-07,4.2291619409206169e-06,4.2264408107262159e-06,1.6441146111068306e-09,1.0575170781224026e-08,1.0693843755619601e-09,1.0576775057849921e-06,1.1067309824673354e-12,1.1130622990303174e-12,1.1146168962162565e-12,1.9104767513652135e-07,1.7270205189654418e-11,3.4253435691813791e-14,6.1540464291858967e-16,2.4952311096181739e-15,1.2400864442353079e-11,6.6974242655602209e-12,1.235000504491742e-12,2.0460985687634358e-13,4.6632343808414653e-14,4.3862873187500623e-16,7.788617175496256e-20,8.0161567082368622e-15,3.0166617654562686e-17,8.2289538646528806e-09,1.594375223214982e-14,4.8037817238200974e-15,3.3075499389380076e-18,2.8517551761556089e-18,1.0886852453950051e-14,1.1629649279572974e-22,6.6154174109657509e-23,4.3737692096928649e-16,6.0404415109705296e-21,8.1053532895106394e-17,2.3408326175305417e-21,3.8036961015956764e-23,1.7936937228091596e-20,1.2813011540590295e-17,1.1908278540071953e-17,9.0473300051834205e-19,9.6196125522909372e-13,7.5148003987144987e-17,9.4568447934740392e-17,2.0584999592552818e-16,1.2205860682015094e-18,1.9609331606477584e-20,1.9082472088492144e-17,6.6010482988176652e-20,3.4589507307741422e-20,2.6092071709513963e-17
7.797815300895334e-09,0.5553902413152337,1.3363926595425741e-09,2.5614816240609786e-12,2.4325872084468627e-11,6.6075855849214459e-17,7.9905836748471133e-13,0.0,0.0,1.8328818205816156e-06,1.1660919241761118e-09,154.0,0.0,0.99715461183354781,1.0,18.999746341039156,0.00025823252504722337,3.6349558350627273e-08,0.00080624565406437019,0.0010563444083002576,0.00020055635742190862,0.00024842890660847094,4.8233795667757243e-10,3.1813423516734415e-06,0.00025282673154343157,4.1766993264172162e-12,1.3302295243040393e-05,3.3328580327496385e-07,4.5323961581189343e-06,4.5294790492456524e-06,1.7620007255721554e-09,1.1032219180532954e-08,1.1460672585080769e-09,1.1365298403011506e-06,1.3132820258128362e-12,1.323475514917295e-12,1.3253891767233296e-12,2.112410928738377e-07,1.860083893756745e-11,3.5419311581380421e-14,6.5973824425817835e-16,2.7577965193046398e-15,1.3965855284568015e-11,7.7957506973705182e-12,1.4449874745903962e-12,2.4331735793940635e-13,5.6850689000559474e-14,5.4920612090378888e-16,9.2620476372014369e-20,9.6619004986234395e-15,3.7964714824746649e-17,8.5824922890752339e-09,1.755431660566371e-14,5.293573259903161e-15,3.6416791631366084e-18,3.2060663136729081e-18,1.2254195307609801e-14,1.2815403367125965e-22,7.2899225528339788e-23,5.0689387979507221e-16,7.0005160581463467e-21,9.3546895552346493e-17,2.701641246504854e-21,4.3899871513396976e-23,2.0701711796196439e-20,1.5252015012872804e-17,1.4142814154684395e-17,1.1092008581884111e-18,1.1160837684001076e-12,8.7589215807764739e-17,1.1317150808738854e-16,2.4792757154720296e-16,1.460947238234881e-18,2.3617801208456743e-20,2.3777407481319065e-17,8.2803966937230614e-20,3.8891832673036104e-20,3.0305762325846523e-17
8.055499751870526e-09,0.5553902158617217,1.4096132006642656e-09,2.7777538800424661e-12,2.7567824157926239e-11,7.6783683126666804e-17,9.3467238692305269e-13,0.0,0.0,1.9555686226985551e-06,1.3272338134422945e-09,154.0,0.0,0.99706045701926693,1.0,18.999737884200041,0.00026671247021175934,3.6346483683950701e-08,0.0008325709161373881,0.0010910995975430774,0.00020717325207964053,0.00025663642638681195,4.9820734263745765e-10,3.2860296963438828e-06,0.00026117112139630949,4.3146878684061993e-12,1.4193822530205491e-05,3.4457275713883089e-07,4.8460797627774197e-06,4.8429597697943993e-06,1.8839491341908137e-09,1.1489884010876411e-08,1.2253927949093027e-09,1.2185660465099083e-06,1.5493566431191957e-12,1.5645471472454264e-12,1.5668864589244647e-12,2.3280403398586788e-07,1.9986857346221252e-11,3.6584842756448882e-14,7.0580883988054125e-16,3.0381873067881854e-15,1.5664025517180278e-11,9.0280712999416239e-12,1.6815677191293903e-12,2.8763247259139467e-13,6.8829121528808183e-14,6.8248942581927818e-16,1.0948936519415411e-19,1.1574280291130093e-14,4.7428133908435476e-17,8.9364518666281541e-09,1.9281094220860173e-14,5.8190242198228499e-15,3.9999191854989214e-18,3.5930839601517667e-18,1.3749048397327681e-14,1.4087486647143881e-22,8.0135352498278561e-23,5.8500180812497102e-16,8.0792378442374019e-21,1.0751806731556872e-16,3.105128886606654e-21,5.0456291339421081e-23,2.379352699066504e-20,1.8060915812409894e-17,1.6709560162306249e-17,1.351355650103646e-18,1.2888616783888018e-12,1.0159024377193205e-16,1.3465760943791571e-16,2.9678212171513988e-16,1.738596660878766e-18,2.8271894041419907e-20,2.9413896142874249e-17,1.0308002282275316e-19,4.3568896990410649e-20,3.5034605901593944e-17
8.313184202845719e-09,0.5553901904529325,1.4843850401931348e-09,3.0049876624359944e-12,3.1122311295128538e-11,8.8811277473110591e-17,1.0881225627828841e-12,0.0,0.0,2.0822009006041501e-06,1.5044953717079981e-09,154.0,0.0,0.99696629467182785,1.0,18.999729427046312,0.0002751890008953958,3.634340870449034e-08,0.00085888007496449481,0.0011258444847834141,0.00021378943660356768,0.00026483890947518374,5.1407201187593326e-10,3.3906859265341123e-06,0.00026951480513262203,4.4525917312809632e-12,1.5114117313033065e-05,3.5585282716348857e-07,5.1702063933476095e-06,5.1668765943878632e-06,2.009957350870014e-09,1.1948070988503435e-08,1.3073593674337317e-09,1.3038205738005288e-06,1.817965168476675e-12,1.83950507638068e-12,1.8423461470374457e-12,2.5578071039491626e-07,2.1428866934757544e-11,3.7750027520049917e-14,7.5363520413309455e-16,3.3369840261364146e-15,1.7501359201216631e-11,1.0405333494167833e-11,1.9470015708374222e-12,3.3812868047541724e-13,8.2791116951314371e-14,8.4213848156761768e-16,1.2871113832157858e-19,1.378553830082635e-14,5.884246864434263e-17,9.2907649026413959e-09,2.112933538531426e-14,6.3817615843503513e-15,4.3833593426191662e-18,4.0148771588379612e-18,1.5379561695701765e-14,1.5449837936404823e-22,8.7884960610973721e-23,6.7248929525327872e-16,9.2874978632463331e-21,1.2309388894636174e-16,3.5549586645335178e-21,5.776574459695426e-23,2.7240452889692869e-20,2.1282814976074424e-17,1.9646109481003736e-17,1.6367054950706941e-18,1.4818815736211178e-12,1.1728877249148351e-16,1.593614621467649e-16,3.5323137622684912e-16,2.057867593149165e-18,3.3649515580149262e-20,3.6140830022238912e-17,1.2740812771903341e-19,4.8640232363150562e-20,4.0322733378668136e-17
8.57086865382091e-09,0.5553901650887533,1.5606830978414906e-09,3.2433882879035185e-12,3.5008503408112308e-11,1.0227290411849056e-16,1.2611105959286045e-12,0.0,0.0,2.2127756418193162e-06,1.6989121733240497e-09,154.0,0.0,0.99687212484566623,1.0,18.999720969550864,0.00028366211808310125,3.6340333414231004e-08,0.00088517308263850883,0.0011605790194716688,0.00022040491101066008,0.00027303634095773025,5.2993194131191239e-10,3.4953108899819643e-06,0.00027785778276699928,4.5904106642693874e-12,1.6063165620764853e-05,3.6712599278275797e-07,5.5047696692338685e-06,5.5012231246710741e-06,2.140022881593354e-09,1.2406699397551373e-08,1.3919653535950083e-09,1.3923278416247951e-06,2.1223081515595071e-12,2.1517948973042362e-12,2.15522434481455e-12,2.8021526409336778e-07,2.2927473699905663e-11,3.8914864176980707e-14,8.0323609500363628e-16,3.6547663968256339e-15,1.9483858738294867e-11,1.1938946300146125e-11,2.2436490766707565e-12,3.9541409833542844e-13,9.897850856917323e-14,1.0322493520857913e-15,1.505172807970214e-19,1.6330545807048543e-14,7.2531010374321323e-17,9.645373682428235e-09,2.3104377385026623e-14,6.9834396257923317e-15,4.7931070185239424e-18,4.4735867728289595e-18,1.71541718623057e-14,1.6906462122755646e-22,9.6170831297032025e-23,7.701944671635089e-16,1.0636871248907498e-20,1.4040826724753413e-16,4.0549977694277985e-21,6.5891071356206704e-23,3.1072123293009769e-20,2.4964460481657047e-17,2.299308889060299e-17,1.9713715910540657e-18,1.6968129063229094e-12,1.348299636534554e-16,1.8764451082496264e-16,4.1816095117365715e-16,2.4234397284038966e-18,3.9835039069414723e-20,4.4124753740555569e-17,1.5642757422962364e-19,5.4125730469956669e-20,4.6216538347580195e-17
8.828553104796103e-09,0.5553901397690714,1.6384826766079247e-09,3.4931577476230347e-12,3.9246098032945818e-11,1.1728869957926995e-16,1.4554421532655531e-12,0.0,0.0,2.347289792232534e-06,1.9115513505517676e-09,154.0,0.0,0.99677794759519434,1.0,18.999712511686621,0.00029213182276000823,3.6337257815156009e-08,0.00091144989135052577,0.0011953031511113233,0.00022701967530974282,0.00028122870594928033,5.4578710788850846e-10,3.5999044345848672e-06,0.00028620005430290746,4.7281444171152322e-12,1.7040953442463062e-05,3.7839223347166563e-07,5.8497631908281602e-06,5.8459929419139987e-06,2.274143224418966e-09,1.2865700134079134e-08,1.4792091257511276e-09,1.4841222392648007e-06,2.4657812230632619e-12,2.5050868454196008e-12,2.5092028466225439e-12,3.0615176686880744e-07,2.4483283111879171e-11,4.0079351033815351e-14,8.5463025399379312e-16,3.992113292103632e-15,2.1617542165458044e-11,1.3640780568096058e-11,2.5739700957440692e-12,4.6013205793324434e-13,1.1765212985392802e-13,1.2573887048146734e-15,1.751526825960359e-19,1.9246916486895575e-14,8.8858318872441108e-17,1.0000228997140841e-08,2.5211642978727698e-14,7.6257394221449113e-15,5.2302873322080141e-18,4.9714254496251917e-18,1.9081602160351511e-14,1.8461428988909757e-22,1.0501611513544987e-22,8.7900668299750003e-16,1.2139640704311234e-20,1.5960234529981146e-16,4.6093223689356458e-21,7.489850754374034e-23,3.5319773394123151e-20,2.915644731080304e-17,2.6794310459129537e-17,2.3621368516735084e-18,1.9354098822349769e-12,1.5436663424623085e-16,2.1989616697266607e-16,4.9252760272399328e-16,2.8403551811412401e-18,4.6919615533458548e-20,5.3551305486613344e-17,1.9085336259135811e-19,6.004563488327185e-20,5.2764717880902136e-17
9.086237555771295e-09,0.5553901144937743,1.7177594568627036e-09,3.7544947597909419e-12,4.385531644586979e-11,1.3398476532108645e-16,1.6730297954487086e-12,0.0,0.0,2.4857402561888448e-06,2.1435115261307979e-09,154.0,0.0,0.99668376297479877,1.0,18.999704053426562,0.00030059811591141362,3.6334181909247373e-08,0.00093771045339023867,0.0012300168292592643,0.00023363372950275312,0.0002894159895954452,5.6163748857318719e-10,3.704466408400971e-06,0.0002945416197343218,4.8657927400797679e-12,1.8047466727076771e-05,3.8965152874991324e-07,6.2051805395456706e-06,6.2011796070079293e-06,2.4123158694781663e-09,1.332501403164071e-08,1.5690890511035401e-09,1.5792381256010154e-06,2.8519798808610473e-12,2.9032827046434818e-12,2.9081961128458155e-12,3.3363422003017747e-07,2.6096900110282165e-11,4.1243486398916597e-14,9.0783640599260971e-16,4.3496027281526864e-15,2.3908440711557606e-11,1.5523169035541711e-11,2.9405243541293435e-12,5.3296165308932584e-13,1.3909243737693556e-13,1.522629526739609e-15,2.0287584686391247e-19,2.2575120153787223e-14,1.0823400486402505e-16,1.035528888702666e-08,2.7456639030126311e-14,8.3103684156969086e-15,5.6960428537961623e-18,5.5106775518034114e-18,2.1170862231003656e-14,2.0118872143853825e-22,1.1444432577501931e-22,9.9986822938452238e-16,1.3808819901974194e-20,1.8082466780418444e-16,5.2222223838970024e-21,8.4857762534704213e-23,4.0016276369251502e-20,3.3913422205522531e-17,3.1096925288107424e-17,2.8164969174151074e-18,2.1995133447675581e-12,1.7605943434523684e-16,2.5653505893321021e-16,5.7736252940320081e-16,3.3140346991835475e-18,5.5001488406238602e-20,6.46267258649591e-17,2.314823801148695e-19,6.642053361654992e-20,6.001831249763679e-17
