Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234)
5.657340084320123e-12,0.5590205810359213,2.382281149663792e-08,3.3473840516043888e-13,3.2886451763867271e-13,1.9831853352916133e-21,2.2642592778556663e-17,0.0,0.0,1.8028135308529513e-09,1.5686727714195829e-16,154.0,0.0,0.99739189471488143,1.0,18.999999149933359,1.412005494519785e-05,0.00013270772859762649,8.6699896405683803e-05,8.7502760614664463e-05,0.00065482842057186161,7.8332622700983134e-07,1.1576172929593068e-11,6.4924879560984367e-08,0.001631318771117562,4.5203542516853692e-15,7.8206288575967764e-09,5.6813536874941676e-08,3.3336448432801303e-09,3.3329223714540802e-09,4.8069157329498855e-13,1.0772845986558264e-08,2.41780250462196e-13,6.4942898152042249e-10,4.0452974584297923e-22,3.7084751670925232e-22,3.7091242489082719e-22,8.0801377807788851e-14,5.9815591556696099e-15,2.8207070735372235e-16,1.8779998319808434e-17,5.8581501023578697e-15
5.7675604320351674e-12,0.5590205809497103,2.428893613632402e-08,3.4801953356945725e-13,3.4182204924431671e-13,2.1188470842438511e-21,2.3992320879864963e-17,0.0,0.0,1.8588967648398934e-09,1.6640319603493262e-16,154.0,0.0,0.99734118944562788,1.0,18.999999122227639,1.4394778035267502e-05,0.00013270111293007947,8.8372276985990649e-05,8.9202920100064367e-05,0.00066829972762189906,8.0962609321637472e-07,1.1801050015068009e-11,6.6274361976632721e-08,0.0016648813029206963,4.6721234458185103e-15,8.127766284271523e-09,5.8975761905030509e-08,3.5289997431454496e-09,3.5282340592303624e-09,5.0921354878738618e-13,1.1215928725496256e-08,2.5647036368021697e-13,6.7496132681421545e-10,4.6222550610715498e-22,4.2377616461844709e-22,4.2385179525994363e-22,8.5964306623500288e-14,6.3350000841440967e-15,2.8793362911362929e-16,1.92080737794378e-17,6.1809803667927184e-15
5.8777807797502116e-12,0.5590205808626066,2.4755137336237834e-08,3.6156248696133472e-13,3.5503066273411779e-13,2.2611625876291837e-21,2.5394663430152996e-17,0.0,0.0,1.9157865290455437e-09,1.7635440359325222e-16,154.0,0.0,0.99729048692252953,1.0,18.999999094234184,1.4669486848452646e-05,0.00013269449749567699,9.0044152096750376e-05,9.0902906256882978e-05,0.00068177031690492803,8.3621303219136262e-07,1.2025828760196892e-11,6.7623706873606253e-08,0.0016984421520260546,4.8255492550766621e-15,8.440797694246715e-09,6.1175656841799357e-08,3.7317146698525109e-09,3.7309041111543334e-09,5.3882367230742434e-13,1.166781242237313e-08,2.7173502288374541e-13,7.0098523659054398e-10,5.2680169659512615e-22,4.8302265111035737e-22,4.8311051825654908e-22,9.135128996379009e-14,6.7019784363363158e-15,2.9379595268380158e-16,1.9637648651165708e-17,6.5145380230104075e-15
5.976979092693751e-12,0.5590205807834651,2.517478389417125e-08,3.7397513464654799e-13,3.6713312380035442e-13,2.3951058478020371e-21,2.6702589467263517e-17,0.0,0.0,1.9676770712698115e-09,1.8567508710652221e-16,154.0,0.0,0.99724485699956622,1.0,18.999999068798747,1.4916712574221523e-05,0.00013268854383807172,9.1548412249671139e-05,9.2432745616829548e-05,0.00069389323359135438,8.6038202088929391e-07,1.2228331297418691e-11,6.8837999699796923e-08,0.0017286454775729109,4.9650217641391934e-15,8.7275643252251314e-09,6.3187653842340472e-08,3.9205558028578137e-09,3.9197034110113541e-09,5.664188631263213e-13,1.2082024970114964e-08,2.8597297998153024e-13,7.2482701056384372e-10,5.9135222075638988e-22,5.4225118935406774e-22,5.4235151140658478e-22,9.6395481257639559e-14,7.0440364530160675e-15,2.9907153625165579e-16,2.0025547935625206e-17,6.8240076686384638e-15
6.076177405637291e-12,0.5590205807036289,2.5594492501212687e-08,3.8660009965906305e-13,3.7943902436586614e-13,2.5347580031587498e-21,2.8054683217461347e-17,0.0,0.0,2.0202212174294861e-09,1.9535000134189333e-16,154.0,0.0,0.99719922930073335,1.0,18.999999043138921,1.5163926736902853e-05,0.00013268259042253792,9.3052271700018403e-05,9.3962444608534647e-05,0.00070601556893124429,8.8477485926909077e-07,1.2430831510668316e-11,7.0052181134446435e-08,0.001758847440250859,5.1057860479967386e-15,9.0191032324460017e-09,6.5229947520332725e-08,4.115553504348468e-09,4.1146578875133911e-09,5.9492466178979327e-13,1.2503352151446299e-08,3.0069216952994422e-13,7.4906689134357197e-10,6.6253478511565208e-22,6.0757084591802317e-22,6.0768513654908082e-22,1.0162924887970432e-13,7.3974374469303602e-15,3.0434663575810477e-16,2.0414661562778795e-17,7.1423433349085775e-15
6.175375718580831e-12,0.5590205806231108,2.6014263173971381e-08,3.9943749293561982e-13,3.9194839438626809e-13,2.6802734088786584e-21,2.9451678960922969e-17,0.0,0.0,2.0734191105581927e-09,2.0538775859715877e-16,154.0,0.0,0.99715360382591056,1.0,18.999999017258698,1.5411129337059765e-05,0.00013267663726263034,9.4555734468799193e-05,9.5492003245633092e-05,0.00071813732294908109,9.0938754914453312e-07,1.2632944899609131e-11,7.1266251181197707e-08,0.0017890480401231716,5.24781901063963e-15,9.3154135396933987e-09,6.7302436227013283e-08,4.3167996321011951e-09,4.3158593772061211e-09,6.2435483087726892e-13,1.2931787276745502e-08,3.15900059995728e-13,7.7370485032840024e-10,7.4090294548586755e-22,6.7949072131451691e-22,6.7962064824448991e-22,1.070564422375694e-13,7.7623598248550628e-15,3.0962124620705536e-16,2.0804989447085868e-17,7.4696264741901464e-15
6.2745740315243704e-12,0.5590205805419237,2.6434095928978452e-08,4.1248742397494492e-13,4.0466126383730203e-13,2.8318083913671181e-21,3.0894311019588202e-17,0.0,0.0,2.1272708900146939e-09,2.1579707244288688e-16,154.0,0.0,0.99710798057497729,1.0,18.999998991162006,1.5658320375255342e-05,0.00013267068436710808,9.6058804506758325e-05,9.7021421540764553e-05,0.00073025849567070111,9.3421616249671363e-07,1.2835279025094593e-11,7.2480209845566232e-08,0.0018192472772564868,5.3910980271466877e-15,9.6164943708850841e-09,6.9405018718939732e-08,4.524385735726031e-09,4.5233994085398095e-09,6.5472308677627293e-13,1.3367323662379135e-08,3.3160409475514022e-13,7.9874085892975162e-10,8.2704609382746488e-22,7.5855294378556207e-22,7.5870034153824308e-22,1.1268092044763055e-13,8.1389816833942327e-15,3.1489537665303302e-16,2.1196531504944961e-17,7.8059371049211712e-15
6.37377234446791e-12,0.5590205804600804,2.6853990782687335e-08,4.2575000087298572e-13,4.1757766271482643e-13,2.9895212495270661e-21,3.2383313757246122e-17,0.0,0.0,2.1817766915725169e-09,2.2658675770651771e-16,154.0,0.0,0.99706235954781286,1.0,18.999998964852704,1.5905499852052647e-05,0.00013266473174275388,9.7561485696092838e-05,9.8550699507243684e-05,0.00074237908712249806,9.5925683976202715e-07,1.3037763905255921e-11,7.3694057134096214e-08,0.001849445151718823,5.5356008162561664e-15,9.9223448500724471e-09,7.1537594153939925e-08,4.7384030583643431e-09,4.7373692035669475e-09,6.8604309993753347e-13,1.3809954630696096e-08,3.4781169223318954e-13,8.2417488857137618e-10,9.2159172130963566e-22,8.4533476261967662e-22,8.4550164638828934e-22,1.1850655177230845e-13,8.5274808096991996e-15,3.2016902528242725e-16,2.1589287652666743e-17,8.1513538469361994e-15
6.463050826117096e-12,0.5590205803858704,2.7231949258951775e-08,4.3786822051749268e-13,4.2937646417202915e-13,3.1368773297102531e-21,3.3763670137113329e-17,0.0,0.0,2.2313912112400541e-09,2.3663005904920972e-16,154.0,0.0,0.99702130252458776,1.0,18.999998940995692,1.612795149664005e-05,0.00013265937461725283,9.8913569455104646e-05,9.9926929707418681e-05,0.00075328712246552226,9.8197162839486058e-07,1.3219732769015943e-11,7.478642447346485e-08,0.0018766220737081785,5.6666815320389449e-15,1.0201687606513532e-08,7.3482472987193885e-08,4.9365925072849149e-09,4.9355146159658161e-09,7.150561259715864e-13,1.421438285611456e-08,3.6283518737483778e-13,8.4740579962974432e-10,1.0144173835645985e-21,9.3054512125873964e-22,9.3073142651086214e-22,1.2392481011659e-13,8.8874317793666983e-15,3.2491489168926763e-16,2.1943806162657448e-17,8.4700785083664592e-15
6.5523293077662814e-12,0.5590205803111479,2.7609958060314907e-08,4.5015884661130843e-13,4.4134017067292619e-13,3.289485489664043e-21,3.518271704583169e-17,0.0,0.0,2.2815356899541246e-09,2.4699525189121709e-16,154.0,0.0,0.9969802473024304,1.0,18.999998916972253,1.6350393777361332e-05,0.00013265401771885075,0.00010026534407209062,0.0001013030462618027,0.00076419468702144922,1.0048523980685402e-06,1.3401785317254228e-11,7.5878701610178462e-08,0.0019037978920408024,5.7987200860522991e-15,1.0484892430042664e-08,7.5451491791982409e-08,5.1401309896211552e-09,5.1390078506719781e-09,7.4486101270972885e-13,1.4624547429863081e-08,3.7827793014341904e-13,8.7095906377857418e-10,1.1151033883327071e-21,1.0229784515936673e-21,1.0231861215118443e-21,1.2951197516750067e-13,9.2572762649560039e-15,3.2966036768488148e-16,2.2299307956483738e-17,8.7962970693632523e-15
6.641607789415467e-12,0.5590205802359214,2.7988017198610897e-08,4.6262195512121403e-13,4.5346880412626063e-13,3.4474652303116109e-21,3.6640989921754905e-17,0.0,0.0,2.3322102194465557e-09,2.5768897257540568e-16,154.0,0.0,0.99693919388125263,1.0,18.999998892785072,1.6572826694626905e-05,0.00013264866104961324,0.0001016168122386136,0.00010267904918014512,0.00077510178081032985,1.0278964735329908e-06,1.3583823259512141e-11,7.6970888550524881e-08,0.0019309726067682862,5.9317010331787564e-15,1.0771958682370889e-08,7.7444577878829112e-08,5.3490843888240331e-09,5.3479147759089754e-09,7.7546763106116641e-13,1.5040443496346467e-08,3.9414527705341755e-13,8.9483466021046347e-10,1.2241921802531184e-21,1.1231339480931573e-21,1.1233650893387424e-21,1.3527088467997791e-13,9.6371432320567817e-15,3.3440545181619148e-16,2.2655792973391908e-17,9.1300640175076026e-15
6.730886271064653e-12,0.5590205801601995,2.8366126685623634e-08,4.7525762114815783e-13,4.6576238645394933e-13,3.6109373487110411e-21,3.8139024230835151e-17,0.0,0.0,2.3834148892356316e-09,2.6871792384931466e-16,154.0,0.0,0.99689814226096707,1.0,18.999998868436773,1.6795250248847155e-05,0.00013264330461098113,0.0001029679766039155,0.00010405493847209647,0.00078600840385239081,1.051101221801811e-06,1.3765845942910417e-11,7.8062985301109612e-08,0.0019581462179426557,6.0656091791683336e-15,1.1062885725296885e-08,7.9461658815167241e-08,5.563518389992968e-09,5.5623010615946771e-09,8.0688582220495623e-13,1.5462066203882813e-08,4.1044256847197173e-13,9.1903256812545855e-10,1.3422553006912522e-21,1.2315376429072056e-21,1.2317945368286564e-21,1.4120438157458084e-13,1.00271614444e-14,3.3915014411150564e-16,2.3013261152701426e-17,9.4714329774321745e-15
6.8201647527138384e-12,0.5590205800839909,2.8744286533086896e-08,4.8806591894185837e-13,4.7822093959107572e-13,3.7800239385891284e-21,3.9677355466662119e-17,0.0,0.0,2.4351497866632435e-09,2.8008887485647552e-16,154.0,0.0,0.99685709244148568,1.0,18.999998843929948,1.701766444043245e-05,0.00013263794840402999,0.00010431883977562801,0.00010543071414730524,0.00079691455616796045,1.074464051442637e-06,1.3947853660363154e-11,7.9154991868759266e-08,0.0019853187256161859,6.2004295695751619e-15,1.1357672920706939e-08,8.1502662423622661e-08,5.7834984806177186e-09,5.7822321800830001e-09,8.3912539770144941e-13,1.5889410704700286e-08,4.2717512867967899e-13,9.4355276673088528e-10,1.4698945655895672e-21,1.3487434965601308e-21,1.3490286110273691e-21,1.4731531371640165e-13,1.0427459464180383e-14,3.4389444460066139e-16,2.3371712433868442e-17,9.8204567254628279e-15
6.909443234363024e-12,0.5590205800073039,2.9122496752684558e-08,5.010469219142304e-13,4.9084448548588127e-13,3.954848390833315e-21,4.1256519150499427e-17,0.0,0.0,2.4874149969290487e-09,2.9180866112791815e-16,154.0,0.0,0.99681604442272065,1.0,18.999998819267155,1.7240069269793136e-05,0.0001326325924295953,0.00010566940432042582,0.00010680637621541919,0.00080782023777743414,1.0979824119247117e-06,1.4129846339721613e-11,8.0246908260466153e-08,0.0020124901298413157,6.3361474859825522e-15,1.1656319630574957e-08,8.3567516780426143e-08,6.0090899512695361e-09,6.0077734068548942e-09,8.7219613959610692e-13,1.6322472154934122e-08,4.4434826592723352e-13,9.6839523524119331e-10,1.6077432102532236e-21,1.4753344582713544e-21,1.475650460128557e-21,1.5360653371515391e-13,1.0838165652358637e-14,3.4863835331399094e-16,2.3731146756405695e-17,1.0177187203079305e-14
7.088000197661396e-12,0.5590205798525271,2.9879068354770268e-08,5.2752733295884695e-13,5.1658664340721513e-13,4.3222109356682125e-21,4.4539486085923932e-17,0.0,0.0,2.5935366863304155e-09,3.1632241345487416e-16,154.0,0.0,0.99673395378698926,1.0,18.999998769483653,1.7684850843481993e-05,0.00013262188118072504,0.00010836964759631135,0.00010955735956894846,0.00082963018895992294,1.1454757226841747e-06,1.4493786612912506e-11,8.2430470544626159e-08,0.0020668296281567242,6.6102181737865149e-15,1.2265189042018381e-08,8.7768491299493621e-08,6.4773672158518422e-09,6.4759463083121078e-09,9.4087010401417288e-13,1.7205726547702053e-08,4.800374248462192e-13,1.019046898868665e-09,1.9167681771545838e-21,1.7591572493987008e-21,1.7595438900179179e-21,1.6674126988224088e-13,1.1691314974007327e-14,3.5812499553733194e-16,2.4452964283891469e-17,1.0913972044252491e-14
7.266557160959768e-12,0.5590205796959334,3.0635841584359655e-08,5.5469942531601815e-13,5.4298903606670566e-13,4.7140380718240423e-21,4.799220976208855e-17,0.0,0.0,2.7017805974511955e-09,3.4231519249063005e-16,154.0,0.0,0.99665187035307101,1.0,18.999998719105875,1.8129594973196096e-05,0.00013261117086767866,0.00011106872616990698,0.00011230788860984594,0.00085143825756395437,1.1935615438209505e-06,1.4857666780580544e-11,8.4613672211834517e-08,0.0021211647133106385,6.8877080771323364e-15,1.2889488857169945e-08,9.2064011995299629e-08,6.9688685959126157e-09,6.9673380583215195e-09,1.0129853854261906e-12,1.8111790709291304e-08,5.1755219276454153e-13,1.070987392860302e-09,2.2750698812594506e-21,2.0882914636523525e-21,2.0887621400477842e-21,1.8063149856086524e-13,1.2587632283814218e-14,3.6761007103458275e-16,2.5178713252263978e-17,1.1682186831937068e-14
7.44511412425814e-12,0.5590205795375855,3.1392816533143438e-08,5.8256375741732657e-13,5.7005183952305692e-13,5.1313636721693453e-21,5.1618975349037431e-17,0.0,0.0,2.8121473380688495e-09,3.6984407152914106e-16,154.0,0.0,0.99656979412026436,1.0,18.999998668152806,1.8574301662217516e-05,0.00013260046149215631,0.00011376665916328526,0.00011505796341525796,0.00087324444375406378,1.2422208805037003e-06,1.5221486853382203e-11,8.6796513321492017e-08,0.0021754953857258449,7.1685075820383817e-15,1.3529213974973366e-08,9.6453512452445191e-08,7.4841093953463591e-09,7.4824638416789603e-09,1.0886191879320296e-12,1.9040626029125858e-08,5.5693446421471066e-13,1.1242165511734138e-09,2.6889666060647925e-21,2.468556704113302e-21,2.4691269214421504e-21,1.9530019246645292e-13,1.3528137255283996e-14,3.7709358006381453e-16,2.5908393179255115e-17,1.2482218344113396e-14
7.623671087556512e-12,0.5590205793775436,3.2149993292029797e-08,6.1112087550849204e-13,5.9777523004457396e-13,5.5752424093627518e-21,5.542406846310739e-17,0.0,0.0,2.9246374847868192e-09,3.9896718517492159e-16,154.0,0.0,0.99648772508786732,1.0,18.999998616642856,1.9018970913828e-05,0.00013258975305506849,0.00011646346510252903,0.00011780758406231605,0.00089504874769499355,1.2914353330830952e-06,1.5585246841305559e-11,8.8978993933646202e-08,0.0022298216458255873,7.4525105091557658e-15,1.4184359295772853e-08,1.0093643016683543e-07,8.0236018323138007e-09,8.0218357581601173e-09,1.1678482531503066e-12,1.9992193958844688e-08,5.9822588257286447e-13,1.1787342078655333e-09,3.1653984329959015e-21,2.9063467808384872e-21,2.907034419465339e-21,2.1077038262530304e-13,1.451384637104667e-14,3.8657552288590797e-16,2.6642003583073489e-17,1.331444122340771e-14
7.802228050854883e-12,0.5590205792158662,3.2907371951149788e-08,6.4037131404321174e-13,6.261593841087912e-13,6.0467497706685324e-21,5.9411775168129458e-17,0.0,0.0,3.0392515840367636e-09,4.2974372901259279e-16,154.0,0.0,0.99640566325517832,1.0,18.999998564593838,1.9463602731308965e-05,0.00013257904555694322,0.00011915916193689894,0.00012055675062813723,0.0009168511695515785,1.3411870779496429e-06,1.5948946754553582e-11,9.1161114108715985e-08,0.0022841434940332767,7.7396140033041143e-15,1.4854919721312731e-08,1.0551220649758555e-07,8.5878550610299289e-09,8.5859628443035352e-09,1.2507488634905052e-12,2.0966456012199475e-08,6.4146784184322455e-13,1.2345401970900603e-09,3.7119714969375782e-21,3.4086707658294048e-21,3.4094963749129044e-21,2.2706515288192337e-13,1.5545772932703126e-14,3.9605589976335733e-16,2.7379543982319872e-17,1.4179218371951238e-14
7.980785014153254e-12,0.55902057905261,3.3664952599862621e-08,6.7031559605133561e-13,6.5520447840208111e-13,6.5469820719400473e-21,6.3586381976592379e-17,0.0,0.0,3.155990153015537e-09,4.6223395927268769e-16,154.0,0.0,0.9963236086214956,1.0,18.99999851202303,1.9908197117941537e-05,0.0001325683389980678,0.00012185376705675294,0.00012330546318982416,0.00093865170948870475,1.3914588496378779e-06,1.6312586603312277e-11,9.3342873907364596e-08,0.0023384609307723942,8.0297184301997255e-15,1.5540890154737079e-08,1.1018028662158479e-07,9.177375192605656e-09,9.1753510942473961e-09,1.3373968452827838e-12,2.1963373764955613e-08,6.8670148836473195e-13,1.2916343530922466e-09,4.3370029069597241e-21,3.9831946852933076e-21,3.984181804111125e-21,2.4420763486885083e-13,1.6624927070337075e-14,4.0553471095971826e-16,2.8121013895941773e-17,1.5076901320507035e-14
8.337898940749999e-12,0.5590205787215803,3.5180720219673997e-08,7.3228772751480234e-13,7.1527819546310026e-13,7.6381109785938743e-21,7.2513444203799276e-17,0.0,0.0,3.3958426279316581e-09,5.3260180516374404e-16,154.0,0.0,0.99615952094834315,1.0,18.999998405382378,2.0797273611784292e-05,0.0001325469286983216,0.00012723976901848685,0.00012880152660913453,0.00098224714426429984,1.4934961038125277e-06,1.7039686148100268e-11,9.7705312618906468e-08,0.0024470825715389583,8.6185470810195524e-15,1.6959040664811943e-08,1.1979115779193386e-07,1.043422551167581e-08,1.043191996847674e-08,1.5222359659289448e-12,2.4025022981229349e-08,7.8330719988487419e-13,1.4096865028482071e-09,5.8595411264456427e-21,5.3830485146667113e-21,5.3844430158198994e-21,2.8112847280778398e-13,1.8928942791056323e-14,4.2448763736711407e-16,2.9615740343670604e-17,1.6972335915921165e-14
8.695012867346743e-12,0.5590205783848745,3.6697296851094519e-08,7.9704123890984101e-13,7.7799779887919406e-13,8.8578167375491659e-21,8.2239556261777853e-17,0.0,0.0,3.6441984961354654e-09,6.1057397217655693e-16,154.0,0.0,0.99599546206279832,1.0,18.999998296848503,2.1686200421598753e-05,0.00013252552215587012,0.0001326215995774348,0.00013429577493678449,0.0010258350533411894,1.5974194907207879e-06,1.7766545557135207e-11,1.0206631055585312e-07,0.0025556865715127045,9.2182600886825487e-15,1.843877007913043e-08,1.2976467978819168e-07,1.1798141591476737e-08,1.1795530260913836e-08,1.7229632205385642e-12,2.6176835450312848e-08,8.8836729799684748e-13,1.532889332790873e-09,7.8155899738722892e-21,7.1820664607677181e-21,7.1840077671972988e-21,3.2171873060197502e-13,2.143391150227018e-14,4.4343430422642693e-16,3.1126179083642622e-17,1.900334311156168e-14
9.052126793943487e-12,0.5590205780428881,3.8214683181730988e-08,8.6457993830114078e-13,8.4336470961475186e-13,1.0215621061060357e-20,9.2799026520484062e-17,0.0,0.0,3.901060932048495e-09,6.9667065660661997e-16,154.0,0.0,0.99583143195925006,1.0,18.999998186541127,2.2574977573622286e-05,0.00013250411937021567,0.00013799937944372737,0.00013978820878908607,0.0010694154380386789,1.7031092743149421e-06,1.84931649118641e-11,1.0642586820635123e-07,0.0026642729340798353,9.8281664891732086e-15,1.9980037673197146e-08,1.4009654704620878e-07,1.3273064844281212e-08,1.3270122472902905e-08,1.9401691124880763e-12,2.8418506000728044e-08,1.0022022073296118e-12,1.6612415198163217e-09,1.0302291112308926e-20,9.4698812608421115e-21,9.4725475602584213e-21,3.6616472389462561e-13,2.4147801034765427e-14,4.623747136584449e-16,3.2652326277182857e-17,2.1172360958833367e-14
9.409240720540232e-12,0.5590205776959918,3.9732879887324293e-08,9.3490748273979758e-13,9.1138035193090784e-13,1.1721380161428904e-20,1.0422617063970325e-16,0.0,0.0,4.166432723200486e-09,7.9142898904507895e-16,154.0,0.0,0.99566743063208829,1.0,18.999998074572598,2.3463605094087163e-05,0.0001324827203406734,0.00014337322193148377,0.00014527882878212668,0.0011129882996758712,1.8104531044625812e-06,1.9219544293713626e-11,1.1078398605874126e-07,0.0027728416626250862,1.0447617940575168e-14,2.1582802744876233e-08,1.5078251103542052e-07,1.4862889920865416e-08,1.4859590355104071e-08,2.1744371373904904e-12,3.074973044371592e-08,1.125128547675007e-12,1.7947417419580439e-09,1.3433121200767184e-20,1.2351247037219375e-20,1.2354863775328117e-20,4.1465312894844855e-13,2.7078529380964272e-14,4.8130886778479815e-16,3.41941780891394e-17,2.3481677416729252e-14
9.766354647136976e-12,0.5590205773445351,4.125188763190406e-08,1.0080273875886877e-12,9.8204615336839602e-13,1.3385285130825394e-20,1.1655531160582404e-16,0.0,0.0,4.4403162939736686e-09,8.9540302107236486e-16,154.0,0.0,0.99550345807570384,1.0,18.999997961048347,2.4352083009220567e-05,0.00013246132506647616,0.00014874323341285809,0.00015076763553177001,0.0011565536395716362,1.9193455635001177e-06,1.9945683784089907e-11,1.1514066460140404e-07,0.0028813927605316572,1.1076006106355462e-14,2.3247024614379322e-08,1.6181837902048451e-07,1.6571465325576254e-08,1.6567781522418048e-08,2.4263438754276695e-12,3.3170205570086202e-08,1.2574591842977259e-12,1.9333886782943929e-09,1.7339790306100205e-20,1.5947806933434926e-20,1.5952656709257053e-20,4.673708742268681e-13,3.0233964993274292e-14,5.0023676872729176e-16,3.5751730687550074e-17,2.5933439701081644e-14
1e-11,0.559020576988846,4.2246152831813415e-08,1.0573795486337739e-12,1.0297147995625794e-12,1.456451952054328e-20,1.2512633484276535e-16,0.0,0.0,4.6241145845325819e-09,9.6868889080939887e-16,154.0,0.0,0.99539619295999882,1.0,18.999997885979681,2.4933297610577045e-05,0.00013244732902653115,0.00015225459194133343,0.00015435776120624752,0.0011850526284524748,1.9913799802765422e-06,2.0420638017163929e-11,1.1799028638648712e-07,0.0029524038610604614,1.1491696741023622e-14,2.4369096766600249e-08,1.6922607570267256e-07,1.7755403236088221e-08,1.7751452985981843e-08,2.6009747799485041e-12,3.4801979573826486e-08,1.3492752106213686e-12,2.0268843748541946e-09,2.0387481256611279e-20,1.8754323181649094e-20,1.8760164944325038e-20,5.0424029734943902e-13,3.2423788202045966e-14,5.1261715400094499e-16,3.6779269803532157e-17,2.7615585466638974e-14
1.012346857373372e-11,0.559020576988846,4.2771707067940748e-08,1.0839430353237406e-12,1.0553635447295148e-12,1.5217862307501252e-20,1.2982077976850321e-16,0.0,0.0,4.7227137280157968e-09,1.0091637113602681e-15,154.0,0.0,0.99533951428448886,1.0,18.999997846067259,2.5240411345244554e-05,0.00013243993354685956,0.00015410951374661416,0.00015625462965365632,0.0012001114590445873,2.029687738224321e-06,2.0671583464377533e-11,1.1949590432262005e-07,0.0029899262311811549,1.1712760185444603e-14,2.4972662624253481e-08,1.7320001286881385e-07,1.8402594020436131e-08,1.8398498057950802e-08,2.696459082029281e-12,3.5679629147067912e-08,1.39950327733573e-12,2.077181008863483e-09,2.2174268298915613e-20,2.0399981530200639e-20,2.0406415553623859e-20,5.2450504264384739e-13,3.3621927081423338e-14,5.1915841860729539e-16,3.7324980243333648e-17,2.8529663108427155e-14
1.0480582500330464e-11,0.5590205766292329,4.4292338836494904e-08,1.1626576838126789e-12,1.1313339600593283e-12,1.722997362853311e-20,1.4405691287711765e-16,0.0,0.0,5.0136267893257359e-09,1.1332989112532259e-15,154.0,0.0,0.99517559925283583,1.0,18.999997729722157,2.6128590128376095e-05,0.00013241854578110082,0.00015947215668130266,0.00016173981176320317,0.0012436617594130703,2.1413868172479476e-06,2.1397243415939053e-11,1.2384970571049907e-07,0.0030984420779535697,1.2357344588685935e-14,2.6759676139369126e-08,1.8492332790505038e-07,2.0360034017139522e-08,2.0355497104872882e-08,2.9853457767268441e-12,3.8277699915168179e-08,1.5515663301980748e-12,2.2261174145851924e-09,2.8110937842329587e-20,2.5868976971431636e-20,2.587742825136259e-20,5.8624278381985006e-13,3.7250185908069965e-14,5.3807381954543684e-16,3.8913922930023976e-17,3.1272239316092421e-14
1.0837696426927209e-11,0.559020576265986,4.5813783567363066e-08,1.2441744740631272e-12,1.2099588366261905e-12,1.9432816968913561e-20,1.592980561169202e-16,0.0,0.0,5.313056941990895e-09,1.2684133498708572e-15,154.0,0.0,0.99501171297513857,1.0,18.99999761210012,2.7016619384827058e-05,0.0001323971617684902,0.00016483125023264466,0.00016722318247560565,0.0012872045419951715,2.2543557141147006e-06,2.2122663720114312e-11,1.2820206925300407e-07,0.0032069403042272984,1.3009256763935066e-14,2.8608024546908006e-08,1.9698429181413322e-07,2.2447498955831327e-08,2.2442491445063557e-08,3.2935603300164321e-12,4.0964117585045375e-08,1.7139502368696639e-12,2.3801965771901959e-09,3.5348876023204909e-20,3.2538914956000831e-20,3.254991339915702e-20,6.5277123607287975e-13,4.1126463082108685e-14,5.5698297366170584e-16,4.0518554923549645e-17,3.4162944150399597e-14
1.1194810353523953e-11,0.559020575899378,4.7336041879220779e-08,1.3284964374715527e-12,1.2912396149016794e-12,2.1837926468013248e-20,1.755785621449018e-16,0.0,0.0,5.6210053686564321e-09,1.4151286187538276e-15,154.0,0.0,0.99484785544579191,1.0,18.999997493282862,2.7904499140804212e-05,0.00013237578150829867,0.0001701868770366516,0.00017270474240583684,0.0013307398081087273,2.3685127146461528e-06,2.2847844458219931e-11,1.325529954379867e-07,0.0033154209133791708,1.3668025160995291e-14,3.0517667256351165e-08,2.0937892359018992e-07,2.4668658671341186e-08,2.4663150065213942e-08,3.6216525483316864e-12,4.3738582834395194e-08,1.8869533281788483e-12,2.5394171791555108e-09,4.4114268277762936e-20,4.0619088233770268e-20,4.0633277846662728e-20,7.2427745740205708e-13,4.5258431849814609e-14,5.7588588307560895e-16,4.2138872402038099e-17,3.7203444854566613e-14
1.1551924280120697e-11,0.5590205755296654,4.8859114379762832e-08,1.4156265026245054e-12,1.3751777385400291e-12,2.4457172845049524e-20,1.9293279112539279e-16,0.0,0.0,5.9374729878570332e-09,1.5740831560793329e-15,154.0,0.0,0.99468402665919142,1.0,18.999997373347053,2.8792229422509227e-05,0.00013235440499978455,0.00017553911468098248,0.00017818449216864797,0.0013742675590713224,2.4837811460219774e-06,2.3572785711548751e-11,1.3690248475317664e-07,0.00342388390878445,1.4333207321970035e-14,3.2488563699466974e-08,2.2210329252642665e-07,2.7027139748267019e-08,2.7021098711781786e-08,3.9701657573369149e-12,4.6600797304845946e-08,2.0708704171429049e-12,2.7037779036458264e-09,5.4662956950607879e-20,5.034634401467347e-20,5.0364502412595635e-20,8.00948364386967e-13,4.9653717384215147e-14,5.947825499061224e-16,4.3774871545625943e-17,4.0395306907927742e-14
