Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286)
5.3986802125394055e-11,0.8047240107713561,9.1071958513705118e-16,2.1191992658463813e-21,1.9053635938207319e-21,4.3407384335197256e-32,3.5943846107702135e-25,0.0,0.0,3.8492341040091413e-13,1.9116959547131085e-21,154.0,0.0,0.99999950784871183,1.0,18.999999989002003,9.5451565734495538e-08,1.2370677813277791e-10,1.8477227196555354e-07,1.9379297158199048e-07,3.8767578404782407e-09,1.0009033919552051e-08,1.5558677284255408e-13,9.884349642231932e-10,3.1331135963172286e-09,3.9221807107316805e-16,2.8273455043988442e-12,2.5138863510586872e-13,3.9684734568790656e-15,3.9649491233819777e-15,2.0953422579215125e-18,1.4679560479585696e-16,1.428991239167049e-18,1.927330652416548e-13,3.8029314639576951e-33,3.7012236174993216e-33,3.7012243070272148e-33,7.7093224609995572e-17,1.2031016708852076e-20,2.3611277398897144e-17,1.1006454160977485e-21,1.0570089497504509e-23,2.0375326235261117e-22,5.6599691411065091e-25,2.9968782561894145e-27,2.0322752269293571e-29,3.2206749826349659e-32,1.1377010117553581e-35,3.8270578635089138e-36,3.4444013804770264e-30,1.3066413265587706e-38,1.8162846841615984e-16,4.1711346411259327e-23,1.5037895005801279e-24,1.2982955291493598e-27,9.4519861829192923e-29,5.0721923849284033e-26
5.815750145487857e-11,0.8047240107638532,9.8182050225881599e-16,2.4786299392563324e-21,2.2123526464351052e-21,5.8377099063556456e-32,4.4952676000219729e-25,0.0,0.0,4.4584129896132115e-13,2.4074827653738677e-21,154.0,0.0,0.99999946982812871,1.0,18.999999987370323,1.0282552162188528e-07,1.2370677548165087e-10,1.9826979248403407e-07,2.0875907835684168e-07,4.1814065044382873e-09,1.1559115292313287e-08,1.676024062982682e-13,1.06995750400203e-09,3.3793242070373871e-09,4.5296079926415846e-16,3.280924702881806e-12,2.9060395109988092e-13,4.9466424999937828e-15,4.9422337419135769e-15,2.6153197708641629e-18,1.7074361907164103e-16,1.7934383093433248e-18,2.2365370433169779e-13,6.3698876160160973e-33,6.1995334002425755e-33,6.1995346452312772e-33,9.6610647866981705e-17,1.5017037488826989e-20,2.5558656086927091e-17,1.1932696584670162e-21,1.2241902957857986e-23,2.5472912757060641e-22,7.6334792135483798e-25,4.359772101056819e-27,2.9569530231571181e-29,5.0555028341032073e-32,1.7979494353407653e-35,5.5688169217117497e-36,5.0124983109155004e-30,2.0378809511415557e-38,2.1125823652195004e-16,4.8282441126752554e-23,1.8731964246689589e-24,1.5085000808081801e-27,1.1001260273905423e-28,6.3290516450630078e-26
6.232820078436308e-11,0.8047240107558756,1.0530280744870811e-15,2.8689520924588693e-21,2.5424601049353995e-21,7.6918059172318755e-32,5.5356651576301183e-25,0.0,0.0,5.1116066278324978e-13,2.985455046581927e-21,154.0,0.0,0.99999943180752526,1.0,18.999999985635377,1.1019946825376638e-07,1.2370677071233112e-10,2.1166404158047319e-07,2.2372518171261339e-07,4.4860551547739387e-09,1.3212462011421405e-08,1.7961803700624317e-13,1.1514800213342791e-09,3.625534808415594e-09,5.1775020631169991e-16,3.7682302745565308e-12,3.3249407052581961e-13,6.0713184148979953e-15,6.0658904297768774e-15,3.2136771768898223e-18,1.9649724505573491e-16,2.2143079442271105e-18,2.5687380658364668e-13,1.0291279476084481e-32,1.0016062238007544e-32,1.0016064394990198e-32,1.1920501891721216e-16,1.8456609974884998e-20,2.7506034238757603e-17,1.2861741528504544e-21,1.4028286701519444e-23,3.1342212226537696e-22,1.0078690716038011e-24,6.1763407295877045e-27,4.1896634242067921e-29,7.6869894591024007e-32,2.7521399218051305e-35,7.8909407486631723e-36,7.1034215885767874e-30,3.0815458151447863e-38,2.4312181720976157e-16,5.5316375706350455e-23,2.297568413385054e-24,1.7339142101563321e-27,1.2672907155920533e-28,7.7761207562354966e-26
6.64989001138476e-11,0.8047240107474299,1.1243422877836302e-15,3.2907006156895412e-21,2.8957286611942255e-21,9.9556736094642517e-32,6.7257119539375014e-25,0.0,0.0,5.8086815470696765e-13,3.6527509022342212e-21,154.0,0.0,0.99999939378690206,1.0,18.999999983798698,1.1757340563014993e-07,1.2370676529547571e-10,2.2495655998980859e-07,2.3869128166916144e-07,4.7907037906930646e-09,1.496753337662674e-08,1.9163366498226139e-13,1.2330024964439875e-09,3.8717453998118534e-09,5.8652591650075407e-16,4.2892622091940353e-12,3.7702783150117419e-13,7.3521075604254223e-15,7.3455165476776181e-15,3.8955864299312666e-18,2.2405575877749803e-16,2.6954263178704559e-18,2.9239342785249542e-13,1.6112464343512069e-32,1.5681587289597715e-32,1.5681590894658647e-32,1.4510962802218292e-16,2.2380808542954258e-20,2.945341138196706e-17,1.3793588844306868e-21,1.5927709725684796e-23,3.8033628263292739e-22,1.3063833767876958e-24,8.5503591200909998e-27,5.8009554414432388e-29,1.1369346424329459e-31,4.0975142794726654e-35,1.0926381430540022e-35,9.8370907980739005e-30,4.535939146420712e-38,2.7721828852964e-16,6.2809867504196927e-23,2.7804357530447358e-24,1.9744297191828627e-27,1.4467905543003213e-28,9.4262848279708106e-26
7.066959944333211e-11,0.804724010738524,1.195763128117868e-15,3.7444029300878167e-21,3.2722016689903213e-21,1.2685561669925604e-31,8.0755615106819574e-25,0.0,0.0,6.549506266977447e-13,4.4166686298055532e-21,154.0,0.0,0.99999935576625865,1.0,18.999999981861816,1.2494733375104705e-07,1.2370676131938055e-10,2.3814886545988091e-07,2.536573782041373e-07,5.0953524110704743e-09,1.6822811674252441e-08,2.0364929020822041e-13,1.3145249517549595e-09,4.1179559803169967e-09,6.5922845489550359e-16,4.8440204966430794e-12,4.241745053843024e-13,8.7985045066414662e-15,8.7905977723186366e-15,4.6661592869572607e-18,2.5341843655698223e-16,3.2405750358737692e-18,3.3021262610985309e-13,2.4539958522464191e-32,2.3883737181575978e-32,2.3883743019688764e-32,1.7455903038460472e-16,2.6820520920350757e-20,3.1400788052230782e-17,1.4728238847750069e-21,1.793866689658822e-23,4.559683878309041e-22,1.6661343391496415e-24,1.159996295033397e-26,7.8711663994375515e-29,1.641274621984852e-31,5.9539813271822054e-35,1.4826541515894104e-35,1.3350114548045082e-29,6.5207680094522755e-38,3.1354672891264343e-16,7.0759685936763116e-23,3.3252781471927073e-24,2.2299401255335671e-27,1.6387233029058965e-28,1.1292335626008384e-25
7.484029877281662e-11,0.8047240107291638,1.2672905814663619e-15,4.2305790990530472e-21,3.6719231474949647e-21,1.5941317527572065e-31,9.5953864916388387e-25,0.0,0.0,7.3339512686952966e-13,5.2846650986764114e-21,154.0,0.0,0.99999931774559514,1.0,18.999999979826214,1.3232125261646886e-07,1.2370675757545954e-10,2.5124245309434737e-07,2.6862347130001422e-07,5.4000010165588049e-09,1.8776801834288644e-08,2.1566491266989299e-13,1.3960474048648175e-09,4.3641665504586605e-09,7.3579923390183461e-16,5.4325051267433092e-12,4.7390379042622472e-13,1.0419893588247987e-14,1.0410509648348586e-14,5.5304481445147402e-18,2.8458455500206026e-16,3.8534917548855998e-18,3.703314613952872e-13,3.6473972186124132e-32,3.5498657634881107e-32,3.5498666828969462e-32,2.0778897701349534e-16,3.1806449342647771e-20,3.3348164669932936e-17,1.5665691804180367e-21,2.0059678531184388e-23,5.4080808151774625e-22,2.0947788551582569e-24,1.5458483592816668e-26,1.0490996236105244e-28,2.3190801876198484e-31,8.4674876064615592e-35,1.9762356785790733e-35,1.779677995307946e-29,9.1799925538018354e-38,3.5210621716727613e-16,7.9162651727558087e-23,3.9355254836413341e-24,2.5003406372520846e-27,1.8431866118208216e-28,1.3386973035162105e-25
7.901099810230114e-11,0.8047240107193564,1.3389246338125445e-15,4.7497419379831111e-21,4.0949377845696662e-21,1.9786384745227035e-31,1.1295378994702044e-24,0.0,0.0,8.1618889655483289e-13,6.2643541728775175e-21,154.0,0.0,0.99999927972491154,1.0,18.999999977693371,1.3969516222642653e-07,1.2370675306752222e-10,2.6423879569061536e-07,2.8358956096676122e-07,5.7046496076961691e-09,2.0828031092466841e-08,2.2768053237513244e-13,1.477569845871031e-09,4.6103771106719144e-09,8.1618054002498212e-16,6.0547160892833594e-12,5.2618580551421306e-13,1.2225550435829901e-14,1.22145191181732e-14,6.4934468633381056e-18,3.1755339101077929e-16,4.5378707933597785e-18,4.1274999577150792e-13,5.3044720486120106e-32,5.1626352542811222e-32,5.1626366666314085e-32,2.4503634789766725e-16,3.7369111703101034e-20,3.5295540998515029e-17,1.6605947680925401e-21,2.228928998620728e-23,6.3533799147677107e-22,2.6003802372951015e-24,2.0275267339459399e-26,1.3762071623578835e-28,3.214845701590467e-31,1.1813636165223779e-34,2.5925359832292276e-35,2.3350025910852866e-29,1.2684836042915553e-37,3.9289583248238838e-16,8.8015636163071698e-23,4.6145585904697432e-24,2.7855281278905481e-27,2.0602780254826079e-28,1.5722806501518652e-25
8.735239676127016e-11,0.8047240106984268,1.4825124794662157e-15,5.8890432900001918e-21,5.0110286473185159e-21,2.9516194417053895e-31,1.5276733895107455e-24,0.0,0.0,9.9477415876726326e-13,8.5900415319430118e-21,154.0,0.0,0.99999920368348394,1.0,18.999999973141726,1.5444295367999375e-07,1.2370674314083682e-10,2.8994552740602567e-07,3.1352173001711117e-07,6.3139467461768174e-09,2.5216425395837126e-08,2.5171176351913135e-13,1.640614687571554e-09,5.1027982007149095e-09,9.8814817258619728e-16,7.4003169709022244e-12,6.3829056791437858e-13,1.642623540230718e-14,1.6411364560837584e-14,8.7352614800734163e-18,3.8889632476453231e-16,6.1355799895176036e-18,5.0448641994038516e-13,1.0602415714271572e-31,1.0318936232733514e-31,1.0318939357884487e-31,3.3253614853058793e-16,5.0345794923186247e-20,3.9190292692741089e-17,1.8494868465909063e-21,2.7068616583958012e-23,8.5536459111097002e-22,3.8766982068440464e-24,3.3465846098614305e-26,2.2722385257229787e-28,5.8790314444357276e-31,2.1878750725118056e-34,4.2808238726820233e-35,3.8566956230539166e-29,2.3072224608236523e-37,4.8116176295398579e-16,1.0705939457630689e-22,6.1922645573119675e-24,3.3998597259631627e-27,2.5327348326907023e-28,2.1168055648305059e-25
9.485965555434228e-11,0.8047240106781267,1.6121059686514056e-15,7.0322288691589857e-21,5.9156351315994921e-21,4.0998481577095514e-31,1.9578781666568719e-24,0.0,0.0,1.1702512566749264e-12,1.1144692318471943e-20,154.0,0.0,0.99999913524612993,1.0,18.999999968727003,1.6771593433462822e-07,1.2370673641892842e-10,3.1276333797290573e-07,3.404606704984302e-07,6.8623141191363657e-09,2.9484208253170069e-08,2.7333986217136458e-13,1.7873549406594957e-09,5.5459771457048413e-09,1.1553895027108187e-15,8.7267017189257657e-12,7.4762381994273919e-13,2.0927927951018556e-14,2.0908934425721727e-14,1.113941074396173e-17,4.5926301099617468e-16,7.8541145528681162e-18,5.9491483525555103e-13,1.8713292303337084e-31,1.8212981355625653e-31,1.8212987352408613e-31,4.2742282509860331e-16,6.4299661299011169e-20,4.269556672261824e-17,2.0204483277503391e-21,3.1727327467528593e-23,1.0912312644245638e-21,5.3775492886413258e-24,5.0468810351611748e-26,3.4276516411410051e-28,9.6449298547248441e-31,3.6296870357241458e-34,6.4579459984673166e-35,5.8196973375882593e-29,3.7704719126661163e-37,5.6821890513872463e-16,1.2570746325496907e-22,7.8803853449509856e-24,4.0023283288946136e-27,3.0021105778436526e-28,2.701836646355445e-25
9.999999999999999e-11,0.8047240106564788,1.7010398642292645e-15,7.8808787999664852e-21,6.578964930338348e-21,5.0596086128624157e-31,2.2949464469590324e-24,0.0,0.0,1.2984256781940146e-12,1.3171981604458682e-20,154.0,0.0,0.99999908838590268,1.0,18.99999996553462,1.7680414674605386e-07,1.2370673238427586e-10,3.282175079577415e-07,3.5890620288556036e-07,7.2377903146580327e-09,3.2575981903998855e-08,2.8814897443907027e-13,1.8878303685391162e-09,5.8494290907284256e-09,1.2765466796945063e-15,9.6979255380016829e-12,8.2700899239260666e-13,2.4432017403728699e-14,2.4409810544087527e-14,1.3011682460316375e-17,5.1080686305674744e-16,9.1951771808543365e-18,6.6113082846187183e-13,2.6909968202417116e-31,2.6190544940658477e-31,2.6190554038309128e-31,5.0196610234129446e-16,7.5190405536390396e-20,4.5095684621918359e-17,2.1380323197620582e-21,3.5108225450288026e-23,1.2748355680540089e-21,6.6280393339844038e-24,6.5621944882318199e-26,4.4576498601679691e-28,1.3235430815849311e-30,5.0186082423475583e-34,8.3988184770183738e-35,7.5701970046401285e-29,5.1625298131193107e-37,6.3198801171796925e-16,1.3929131477507427e-22,9.1927883253108924e-24,4.4416325482701663e-27,3.347936846471039e-28,3.1581428785394906e-25
1.023669143474144e-10,0.8047240106564788,1.742044620910025e-15,8.2899465452563082e-21,6.8964373075887834e-21,5.5540940965630056e-31,2.4623999135584522e-24,0.0,0.0,1.3596300961154425e-12,1.4186656101700419e-20,154.0,0.0,0.99999906680871087,1.0,18.999999964019139,1.8098888500173164e-07,1.237067295376882e-10,3.3528799470123265e-07,3.6739959990579564e-07,7.4106814443640433e-09,3.4045126196200338e-08,2.949679519197889e-13,1.934095118947009e-09,5.9891560575315713e-09,1.3341179734433475e-15,1.0162359625456305e-11,8.6478178990472895e-13,2.616609142259972e-14,2.6142293245966875e-14,1.393845368991712e-17,5.3545926970844654e-16,9.8597229429279499e-18,6.9279532919561553e-13,3.1608120315476045e-31,3.0763111102013655e-31,3.0763122044238981e-31,5.3905493246325481e-16,8.0588454350795784e-20,4.620083896567639e-17,2.1923180444438535e-21,3.6716381621608779e-23,1.3656916391100379e-21,7.271004186609078e-24,7.3714395180737561e-26,5.0078060714637489e-28,1.5227219718329596e-30,5.7937559450565923e-34,9.4355220156891217e-35,8.5053785755116966e-29,5.9339023003799415e-37,6.6248735591880594e-16,1.4576716930568153e-22,9.8417859227516444e-24,4.6511765446458331e-27,3.5139138599842611e-28,3.3842269098195964e-25
1.0987417314048652e-10,0.8047240106335192,1.8723283547330559e-15,9.6649388553629899e-21,7.9537203423517879e-21,7.3643332298528836e-31,3.0472568299010467e-24,0.0,0.0,1.5628428850698006e-12,1.7765821529073947e-20,154.0,0.0,0.99999899837122619,1.0,18.999999959025949,1.9426180568136879e-07,1.237067209786571e-10,3.5752732311075366e-07,3.9433851819575577e-07,7.9590487226839966e-09,3.8891353881040411e-08,3.1659603272873864e-13,2.0808352661253452e-09,6.4323349368621403e-09,1.5240269315378161e-15,1.1707290631120779e-11,9.8960462956296049e-13,3.2191084464969373e-14,3.216175250203614e-14,1.7159502284064357e-17,6.1748089424529782e-16,1.2172460649168532e-17,7.9812833175349854e-13,5.141066725249471e-31,5.0036343764152054e-31,5.0036362885094105e-31,6.6884678201053271e-16,9.9383637653973195e-20,4.9706110465642402e-17,2.3650960967751958e-21,4.2028149276896132e-23,1.6813217888709672e-21,9.6179066185087133e-24,1.0475491449297771e-25,7.1185455136647795e-28,2.3262168550997536e-30,8.9469993361115437e-34,1.3413049988438932e-34,1.2094278802243956e-28,9.0415307971050213e-37,7.6396175885267466e-16,1.6722200024854503e-22,1.2094504971282306e-23,5.345860073164206e-27,4.068710108280703e-28,4.1710214263980421e-25
1.1738143193355864e-10,0.8047240106092823,2.0029570886734738e-15,1.1159880451456412e-20,9.0877766248561985e-21,9.584302369194726e-31,3.7184898899532172e-24,0.0,0.0,1.7798236411042407e-12,2.1933614163618441e-20,154.0,0.0,0.99999892993367623,1.0,18.999999953755051,2.075346963736046e-07,1.2370671361412284e-10,3.7948893981525162e-07,4.2127742538400175e-07,8.5074159525526685e-09,4.4015274865009463e-08,3.3822410461006541e-13,2.227575366702962e-09,6.8755137824500377e-09,1.7248179099997463e-15,1.3361494676434466e-11,1.1219364386268764e-12,3.9052239172758502e-14,3.9016598083138929e-14,2.0829115710210444e-17,7.053236809890685e-16,1.4811973909369199e-17,9.1091429110630376e-13,8.0926702025238462e-31,7.8763482985168117e-31,7.8763515169075007e-31,8.1821995761335263e-16,1.2085482873891547e-19,5.3211380852443616e-17,2.5387825223509243e-21,4.7655233060206661e-23,2.0406330299067044e-21,1.2482850139382918e-23,1.4537080075350069e-25,9.8813386985830451e-28,3.4537774390803896e-30,1.3425516544324172e-33,1.8619482635817655e-34,1.6793731307996265e-28,1.3395568521508739e-36,8.7263676148087346e-16,1.9005591870793468e-22,1.4656122694508977e-23,6.0858502658629962e-27,4.6670638648486991e-28,5.0691811263986004e-25
1.2488869072663076e-10,0.8047240105838028,2.1339307413440113e-15,1.277737991249156e-20,1.0298905800580548e-20,1.2271497330341132e-30,4.4821634131662256e-24,0.0,0.0,2.0105081430391102e-12,2.6742973477637392e-20,154.0,0.0,0.99999886149606054,1.0,18.999999948213855,2.2080755707850379e-07,1.2370670689488186e-10,4.0118025810271675e-07,4.4821632150018399e-07,9.0557831342715293e-09,4.9409476026590378e-08,3.598521675868566e-13,2.3743153911899854e-09,7.3186925945398433e-09,1.9362004094199503e-15,1.5124971701884375e-11,1.261625161377739e-12,4.679788643710025e-14,4.6755115613259859e-14,2.497331402122346e-17,7.9898342935279928e-16,1.7797509819163387e-17,1.0311536729527803e-12,1.2378982611069693e-30,1.2048105674173518e-30,1.2048110916579077e-30,9.8860239821825045e-16,1.4516981956760073e-19,5.6716649421605433e-17,2.7133773456203855e-21,5.3590461324096021e-23,2.4460738746199897e-21,1.5934065215048021e-23,1.9758356478098894e-25,1.3434182543069147e-27,5.0015199477740627e-30,1.9645955608324875e-33,2.531493011188459e-34,2.283944303092852e-28,1.9364753689406826e-36,9.8850701531628521e-16,2.1425335007868582e-22,1.7543773317277332e-23,6.8706337204526922e-27,5.3095388345144114e-28,6.0855851896460175e-25
1.3239594951970288e-10,0.8047240105571136,2.2652492314150347e-15,1.4519981507382119e-20,1.1587414801492084e-20,1.5487171671648523e-30,5.3443656373544299e-24,0.0,0.0,2.2548338839278716e-12,3.2248331048355692e-20,154.0,0.0,0.99999879305837924,1.0,18.999999942409588,2.3408038779613121e-07,1.2370669850434626e-10,4.2260849336434919e-07,4.7515520653725638e-07,9.6041502690951007e-09,5.5066742136551243e-08,3.8148022165276057e-13,2.5210553467554661e-09,7.7618713741463581e-09,2.1578916852320361e-15,1.6997721648022813e-11,1.4085224860803411e-12,5.5475380622359157e-14,5.542461510475799e-14,2.9617591427947961e-17,8.9845594177920749e-16,2.1147926173206908e-17,1.1588469598745357e-12,1.8462505747075233e-30,1.796905361233449e-30,1.7969061908152617e-30,1.1814275399122749e-15,1.7249459676746876e-19,6.0221916344387203e-17,2.8888806331929405e-21,5.9826881679905586e-23,2.9000319283489097e-21,2.0043309822659553e-23,2.6366828900239237e-25,1.7932475133584847e-27,7.0851404719171724e-30,2.8117839370562912e-33,3.3792305906787655e-34,3.0497026316063991e-28,2.7393194383624017e-36,1.1115671758426211e-15,2.3979917051535938e-22,2.0774157246611003e-23,7.6997118856009839e-27,5.9966979332223467e-28,7.2270333728541696e-25
1.4741046710584712e-10,0.804724010500234,2.5289203987129052e-15,1.8390356759735883e-20,1.4397836579473385e-20,2.3767759043946438e-30,7.3888321905560638e-24,0.0,0.0,2.784167355555147e-12,4.5572107547413178e-20,154.0,0.0,0.99999865618281958,1.0,18.999999930039706,2.6062595926983005e-07,1.237066827653594e-10,4.6470361810287429e-07,5.2903294336945714e-07,1.0700884394811925e-08,6.7142566534924105e-08,4.2473630304555603e-13,2.8145350560456163e-09,8.6482288332909765e-09,2.6311071389014311e-15,2.107104006451815e-11,1.7233678358990042e-12,7.5810586573811051e-14,7.5741063824665477e-14,4.0505807628663578e-17,1.1148224837431963e-15,2.9016941516879943e-17,1.4365972599950519e-12,3.8482302638708046e-30,3.7453905690907108e-30,3.7453924983757698e-30,1.6401625272237568e-15,2.3682854929263894e-19,6.7232445368434159e-17,3.242612851345124e-21,7.317654842091209e-23,3.9627564181210347e-21,3.053993237971984e-23,4.4789258845351711e-25,3.0478972427104101e-27,1.3435352063751225e-29,5.4401424029086667e-33,5.7437879034581882e-34,5.1868543944319387e-28,5.1838842780185705e-36,1.3792358587603901e-15,2.9487766783970704e-22,2.8327827500252288e-23,9.4888301131948862e-27,7.5073165150661789e-28,9.9118774062575347e-25
1.6091256083362256e-10,0.8047240104452664,2.7672088867501688e-15,2.2322437801738749e-20,1.7192709570928964e-20,3.3709940291941509e-30,9.6254264459711014e-24,0.0,0.0,3.3061851295036786e-12,6.0506347702036853e-20,154.0,0.0,0.99999853309461517,1.0,18.999999918085628,2.8449747256053282e-07,1.2370666964241089e-10,5.0172822497879453e-07,5.7748349656438254e-07,1.1687143488117557e-08,7.8832167375375526e-08,4.6363513570754076e-13,3.0784521822043309e-09,9.4453027127336962e-09,3.0891877962299864e-15,2.510731572994723e-11,2.0297098035619606e-12,9.7735798433835097e-14,9.7646026853890914e-14,5.2250578901219378e-17,1.3292081393454061e-15,3.7521001042926153e-17,1.7118365775818417e-12,6.9968212210783333e-30,6.8098601421527918e-30,6.8098639781441757e-30,2.1437968466638627e-15,3.0658995235109244e-19,7.3536794917412296e-17,3.5638173076066106e-21,8.6144951442795413e-23,5.10690075917255e-21,4.3014330711367589e-23,6.893373326110072e-25,4.69329689807535e-27,2.2622166988312561e-29,9.3221995566437268e-33,8.8448655717514469e-34,7.9917126646703778e-28,8.7186764289029572e-36,1.6444486735555069e-15,3.4887133290931519e-22,3.6450208965016014e-23,1.1244331326567396e-26,9.0240312251146775e-28,1.2819991625413115e-24
1.74414654561398e-10,0.8047240103868621,3.0066115743085412e-15,2.6695927290537165e-20,2.0242985031074877e-20,4.6483747163615388e-30,1.2276388951406074e-23,0.0,0.0,3.8714320175233291e-12,7.860282855161816e-20,154.0,0.0,0.9999984100061976,1.0,18.999999905384072,3.0836888885119558e-07,1.2370665367101329e-10,5.3800534133612647e-07,6.2593401388052372e-07,1.2673402428432049e-08,9.1269202579656343e-08,5.0253393950275798e-13,3.3423691264636453e-09,1.0242376486066478e-08,3.5765583067747463e-15,2.9497060027653796e-11,2.3572283217008021e-12,1.2336826286481469e-13,1.2325479552281047e-13,6.5986046350682069e-17,1.5623315624012823e-15,4.7481295653506843e-17,2.0111955415795712e-12,1.2108699453841928e-29,1.1785181407402534e-29,1.1785188615205617e-29,2.7424487612829782e-15,3.8858343486406567e-19,7.984114012126345e-17,3.8879614528539758e-21,9.9989074897114942e-23,6.4424572320465121e-21,5.8881148288328493e-23,1.0237575297165871e-24,6.9737014009830704e-27,3.6493646780316406e-29,1.5297523781226884e-32,1.3142843386888445e-33,1.188183992221735e-27,1.4056303734222713e-35,1.9328361947356957e-15,4.0701128870384634e-22,4.5921899153456752e-23,1.3136013545915597e-26,1.0693993953668864e-27,1.6234747924892971e-24
1.8791674828917344e-10,0.8047240103251839,3.2471279900021476e-15,3.1523523484367082e-20,2.3550713870688228e-20,6.2581062282485037e-30,1.5378078294938913e-23,0.0,0.0,4.4796004405346077e-12,1.0022954473227262e-19,154.0,0.0,0.99999828691756654,1.0,18.999999891970536,3.3224020814219569e-07,1.2370664104481649e-10,5.7357047150722719e-07,6.743844953873229e-07,1.3659661212446237e-08,1.0441816861049504e-07,5.4143271448377681e-13,3.6062858188803601e-09,1.1039450150619567e-08,4.0918273866375787e-15,3.4240272611483605e-11,2.7051832652963901e-12,1.5295128207018964e-13,1.5281044417540867e-13,8.1843193335976603e-17,1.8141684413538963e-15,5.8994701444873199e-17,2.3346774910340787e-12,2.0093457034158293e-29,1.9556664858532311e-29,1.9556677765366923e-29,3.4445618838344471e-15,4.837121526170353e-19,8.6145479309136036e-17,4.2150456169396039e-21,1.1467559496617454e-22,7.9813504081972945e-21,7.867186313791147e-23,1.4750180300721371e-24,1.0052724596239708e-26,5.6766226211954914e-29,2.4194675198428811e-32,1.8946138132058006e-33,1.7138114862248683e-27,2.1860705216080435e-35,2.244367471809181e-15,4.6922433207333301e-22,5.6825899567342315e-23,1.5161463369946109e-26,1.2520457090977074e-27,2.0193126634639203e-24
2.0141884201694888e-10,0.8047240102603876,3.4887576628765544e-15,3.6817376468022789e-20,2.7118024337893817e-20,8.2533164863718201e-30,1.8967149434677819e-23,0.0,0.0,5.1303974290123803e-12,1.2576872246230897e-19,154.0,0.0,0.99999816382872164,1.0,18.999999877878849,3.5611143043391023e-07,1.2370662997868207e-10,6.0845743324541905e-07,7.2283494102948807e-07,1.4645919841153447e-08,1.182452484713341e-07,5.803314606032222e-13,3.8702023139356127e-09,1.1836523707200219e-08,4.6336698427135847e-15,3.9336953135483934e-11,3.0728665633231627e-12,1.8671969061302833e-13,1.8654758745035161e-13,9.9948443609453163e-17,2.0846944961814379e-15,7.2154719067052368e-17,2.6822858974218262e-12,3.2160329063951768e-29,3.1301271245471087e-29,3.130129342059014e-29,4.2585860831539578e-15,5.9286190008916504e-19,9.2449813782513099e-17,4.5450702820752118e-21,1.3017303052361048e-22,9.7350006223039032e-21,1.0294726586441395e-22,2.0704858143760522e-24,1.4118193888650828e-26,8.5578037225826175e-29,3.7071143000453747e-32,2.6608813636617231e-33,2.4083395794906892e-27,3.2961514009982368e-35,2.5790115956083445e-15,5.3544112337755073e-22,6.924153347755203e-23,1.7318394683172219e-26,1.4506668195716715e-27,2.4731442217140507e-24
2.1492093574472432e-10,0.8047240101926211,3.7315001223731342e-15,4.2589114197260042e-20,3.0947122027039354e-20,1.0691078862073228e-29,2.3080564664540196e-23,0.0,0.0,5.8235439282341109e-12,1.5561656646359492e-19,154.0,0.0,0.99999804073966292,1.0,18.999999863141223,3.7998255572671615e-07,1.2370661398471745e-10,6.4269843792750505e-07,7.7128535076658254e-07,1.5632178318082922e-08,1.3271823150564993e-07,6.1923017782584908e-13,4.13411865096123e-09,1.2633597158664972e-08,5.2008234298516769e-15,4.4787101253645023e-11,3.4596007107786855e-12,2.2490022193824542e-13,2.2469274645965733e-13,1.2042385869553851e-16,2.3738854783585943e-15,8.7051619892271906e-17,3.0540243557426235e-12,4.9881997103632251e-29,4.8549715545391363e-29,4.8549752298865886e-29,5.1929687859743094e-15,7.1690145348189967e-19,9.8754144480980796e-17,4.8780359289729706e-21,1.4645165014058367e-22,1.1714351510407901e-20,1.3229590747459489e-22,2.8411989026097892e-24,1.9383364266840957e-26,1.255483777746247e-28,5.5253140618243486e-32,3.6532869668153733e-33,3.308471955644109e-27,4.8378540969609127e-35,2.9367376982373847e-15,6.0559600770324099e-22,8.324462580622544e-23,1.9604642764421304e-26,1.6655870710475716e-27,2.9885377871828759e-24
