Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535)
1.1079960871766158e-10,0.3614712649547612,2.121842419550258e-09,3.5652705058644415e-13,2.9782594501758258e-13,6.0876575053482458e-20,4.373323338570733e-16,0.0,0.0,3.554954150334919e-08,1.5104320741073674e-13,154.0,0.0,0.99873506702793358,1.0,18.999973351217808,3.4941689978216526e-05,2.6739056300283796e-06,0.00025325724476767174,0.00027891164938495576,0.00023958475406605647,2.5980759515335558e-05,9.9807086034515197e-11,6.3217816013708988e-07,0.00042837393335558484,2.4079995048495601e-13,2.4455744479067503e-07,2.1034658441355711e-07,9.3253974445986611e-08,9.3200962292992729e-08,3.3406321025681554e-11,6.8296635422077941e-09,1.9605773480546128e-11,1.7815945006587747e-08,1.0166929742680278e-17,9.5370417633655904e-18,9.5397375815548019e-18,1.4139271100469762e-10,3.3606662231625226e-13,4.1444147061141151e-15,9.6161052088584301e-17,1.2432194365953638e-16,6.8291893459059162e-14,1.4213396349679989e-15,3.2704461123013206e-17,8.2712587373765335e-18,6.30033817524884e-20,9.0927637700428347e-23,5.5669472936591309e-24,4.6274557028479122e-20,2.2452028989736009e-22,3.8117414274734557e-09,3.6933805876969127e-15,3.2212487473868539e-16
1.1340740696671714e-10,0.3614712634228094,2.1770091617046241e-09,3.7449942120546948e-13,3.1282435554272449e-13,6.6919405919615161e-20,4.6982234984985825e-16,0.0,0.0,3.7233486616069366e-08,1.6541204222227091e-13,154.0,0.0,0.99870531894769532,1.0,18.999972601737358,3.5763382571953361e-05,2.673830591103661e-06,0.00025908055052373453,0.00028546713333188592,0.00024524174389763511,2.671358993538167e-05,1.0215292961693518e-10,6.4712763743580057e-07,0.00043848960676050064,2.475921135027021e-13,2.5619423162567048e-07,2.1851527669070761e-07,9.9327720324007524e-08,9.9271248367819044e-08,3.5584392903760073e-11,7.1415328312091725e-09,2.0887495284226558e-11,1.8667692088057092e-08,1.1818810244191126e-17,1.1089051683320163e-17,1.1092263355521593e-17,1.521572358432059e-10,3.5874714871969807e-13,4.2424200471962471e-15,9.9329368515312026e-17,1.2867888413275399e-16,7.2296151497531301e-14,1.5403892645570622e-15,3.6075776767034778e-17,9.1759654575235922e-18,7.1531009476798989e-20,1.0497245906459121e-22,6.1759174061888755e-24,5.1413432927607256e-20,2.5716387831149693e-22,3.9856024547599131e-09,3.8684480751682612e-15,3.4005286938605475e-16
1.1601520521577271e-10,0.3614712618909987,2.2324174655149925e-09,3.929414918352818e-13,3.282372094459134e-13,7.3407549937543445e-20,5.0393250363620073e-16,0.0,0.0,3.8956363263006094e-08,1.8078151438806063e-13,154.0,0.0,0.9986755719032544,1.0,18.999971852053331,3.6585042948251566e-05,2.6737555547970746e-06,0.00026490295577899113,0.00029202220635854165,0.00025089854398552963,2.7446585270182705e-05,1.044986259872184e-10,6.6207617660028236e-07,0.00044860498984689804,2.5438580501741672e-13,2.6810098820842427e-07,2.2677486483870251e-07,1.056341458781146e-07,1.0557408129136756e-07,3.7845996269883016e-11,7.4597039648066631e-09,2.2218511702386544e-11,1.953948274141919e-08,1.3689400294688205e-17,1.2847008204981145e-17,1.2850818556856921e-17,1.6345440847859603e-10,3.823568123452604e-13,4.3404192380846132e-15,1.0253923966459161e-16,1.3310305152615045e-16,7.6436322058577801e-14,1.6662584906878895e-15,3.9697768972542577e-17,1.0154539478806433e-17,8.0967076566105173e-20,1.2077180404743999e-22,6.8346133440853153e-24,5.6981743956799559e-20,2.9363627297142568e-22,4.1629634407126367e-09,4.0476198947513795e-15,3.5849178122125288e-16
1.1862300346482829e-10,0.36147126035940036,2.2880673585239952e-09,4.118549048324877e-13,3.4406827129719963e-13,8.0363074452903441e-20,5.3970728994419168e-16,0.0,0.0,4.0718168170422713e-08,1.9719696932202152e-13,154.0,0.0,0.99864582589459294,1.0,18.999971102197733,3.7406671108266846e-05,2.673680521107745e-06,0.00027072449260500542,0.00029857686847026933,0.00025655515435932393,2.8179713505902208e-05,1.0684417514736538e-10,6.770237776433608e-07,0.00045872008266554707,2.6118072831195576e-13,2.8027768155315648e-07,2.3512275747280153e-07,1.1217578894222489e-07,1.1211199744408027e-07,4.019204367580896e-11,7.7841363451874616e-09,2.3599363527908491e-11,2.0431327451112011e-08,1.5801290692169738e-17,1.4832256107819953e-17,1.4836758810493252e-17,1.7529689293289998e-10,4.069088263342126e-13,4.4384122788633333e-15,1.0579068729522524e-16,1.3759589235913028e-16,8.0714369774630391e-14,1.7991716388406286e-15,4.3582100020178164e-17,1.1211064156660387e-17,9.1383250768509247e-20,1.3849506954538654e-22,7.5457841820467053e-24,6.3004203516491403e-20,3.3428405780208135e-22,4.3438012641160409e-09,4.2309012566380712e-15,3.7744242025777522e-16
1.2123080171388385e-10,0.361471258828077,2.3439588648866172e-09,4.3124129871399363e-13,3.6032135678691675e-13,8.7808643928538025e-20,5.771916143987122e-16,0.0,0.0,4.2518898047844907e-08,2.1470475300842146e-13,154.0,0.0,0.99861608092169374,1.0,18.999970352198424,3.822826705315492e-05,2.6736054900383858e-06,0.0002765451889284052,0.00030513111967241953,0.00026221157504844884,2.8912946771880869e-05,1.0918957709950354e-10,6.9197044057780927e-07,0.00046883488526694813,2.6797662506985375e-13,2.927242786766529e-07,2.4355643734664107e-07,1.1895511500230796e-07,1.1888746089987408e-07,4.2623421657998966e-11,8.1147896345856598e-09,2.503057613640237e-11,2.1343236696566938e-08,1.8178761667887322e-17,1.7067745789153016e-17,1.7073046468400671e-17,1.876973428172001e-10,4.3241614439305541e-13,4.5363991696197228e-15,1.0908373314591859e-16,1.4215886910548218e-16,8.5132303114645428e-14,1.9393561548762943e-15,4.774066462263623e-17,1.2349748711605491e-17,1.0285495716408995e-19,1.583233869033343e-22,8.3122637382829812e-24,6.9506355100791965e-20,3.7947636492147584e-22,4.5280929554924974e-09,4.4182974083302115e-15,3.9690557907335811e-16
1.2383859996293942e-10,0.3614712572970838,2.4000920054674173e-09,4.5110230865385692e-13,3.7700033265693966e-13,9.5767524240075686e-20,6.1643079904480274e-16,0.0,0.0,4.4358549589722363e-08,2.3335221170925095e-13,154.0,0.0,0.99858633698453947,1.0,18.999969602079652,3.9049830784071466e-05,2.6735304615883594e-06,0.00028236506906714,0.00031168495997034568,0.00026786780608218535,2.9646260804595599e-05,1.1153483184552016e-10,7.0691616541636534e-07,0.0004789493977013386,2.747732704069531e-13,3.0544074659826479e-07,2.520734590659492e-07,1.2597451926380824e-07,1.2590286549237919e-07,4.5140991481102115e-11,8.4516237536165744e-09,2.6512659926921632e-11,2.2275220952487517e-08,2.0847860867699814e-17,1.9578108347745391e-17,1.958432577549717e-17,2.0066840199520115e-10,4.5889146621471739e-13,4.6343799104337143e-15,1.1241839896176922e-16,1.4679345806694308e-16,8.9692174787380302e-14,2.0870426803891384e-15,5.21855902436976e-17,1.357492970091187e-17,1.1546148166544116e-19,1.8045012949980732e-22,9.1369715653059787e-24,7.6514584531827679e-20,4.2960580026773564e-22,4.7158156961065393e-09,4.6098136320906273e-15,4.1688203535347981e-16
1.2905419646105055e-10,0.3614712542362749,2.5130832568455333e-09,4.922547030728399e-13,4.1165167738054308e-13,1.1332131369196149e-19,7.0035715227903732e-16,0.0,0.0,4.8154604377389729e-08,2.7426053881760132e-13,154.0,0.0,0.99852685221739423,1.0,18.99996810156529,4.0692861608612564e-05,2.6733804125445577e-06,0.00029400246261182658,0.00032479140787495761,0.0002791796992998678,3.1113049560062859e-05,1.1622489972719762e-10,7.3680480085661398e-07,0.00049917755226872116,2.8836805042281733e-13,3.3168316292606641e-07,2.6934809285248601e-07,1.4074280362075652e-07,1.4066273402438495e-07,5.0438029596811706e-11,9.1436754450512404e-09,2.9631410284971959e-11,2.4199456372407307e-08,2.717445070181292e-17,2.5530842057971201e-17,2.5539308370811051e-17,2.2837287844937649e-10,5.1479568131116958e-13,4.8303229425699103e-15,1.1921267739169838e-16,1.5628343674167787e-16,9.9246166995281459e-14,2.4058607601848316e-15,6.1984202211756801e-17,1.6302773127156118e-17,1.4441606154224314e-19,2.3243673646461153e-22,1.0973185128498916e-23,9.2159107762134201e-20,5.4636957302706738e-22,5.1014637979037277e-09,5.0052275863472765e-15,4.5837788888537381e-16
1.3426979295916168e-10,0.36147125117729617,2.6270412172766358e-09,5.3532511758430381e-13,4.4805425801924495e-13,1.3322276117248031e-19,7.9185746393964943e-16,0.0,0.0,5.210630583857818e-08,3.2032071509515341e-13,154.0,0.0,0.99846737159301735,1.0,18.999966600792828,4.2335763591135079e-05,2.6732303739707701e-06,0.0003056368118957599,0.0003378962122270033,0.00029049083424363844,3.2579941526759919e-05,1.2091437880839049e-10,7.666896840654647e-07,0.00051940454676435667,3.0196378704413697e-13,3.5900466674267707e-07,2.8692845147109313e-07,1.5649847262780964e-07,1.5640942344234896e-07,5.6089569524437284e-11,9.8599758894277955e-09,3.2959414160961669e-11,2.620411742326629e-08,3.5027827806003301e-17,3.2924050502593629e-17,3.2935432234497795e-17,2.5851129998872234e-10,5.747181877210975e-13,5.0262413759391207e-15,1.2617369630236884e-16,1.6607785099697387e-16,1.0939366433037388e-13,2.7575378090708026e-15,7.3079637153457114e-17,1.9431892271309175e-17,1.7896248044810007e-19,2.9626666449352357e-22,1.3079535458857365e-23,1.1016618817294172e-19,6.8822203345695322e-22,5.5005659970470013e-09,5.4171859952996219e-15,5.0193598173791014e-16
1.394853894572728e-10,0.361471248120404,2.741965944489339e-09,5.8032655050827304e-13,4.8624084003743452e-13,1.5568008223001873e-19,8.9130986363993626e-16,0.0,0.0,5.6213627114337556e-08,3.7194749055672964e-13,154.0,0.0,0.99840789511126771,1.0,18.999965099867111,4.3978536740883535e-05,2.6730803458733622e-06,0.00031726822225304501,0.00035099937306943494,0.00030180121114240741,3.4046831766946753e-05,1.2560326910491479e-10,7.9657081514389241e-07,0.00053963038158077092,3.1555950766561848e-13,3.8740499429525361e-07,3.0479734490974486e-07,1.7325835468221922e-07,1.7315975250478153e-07,6.2101662386315448e-11,1.0600213585933555e-08,3.6500257550962494e-11,2.8289287756254522e-08,4.4688217679207127e-17,4.2023218563940588e-17,4.2038339594156115e-17,2.9118452179977926e-10,6.3875196601175127e-13,5.2221352112026888e-15,1.3330162929202967e-16,1.7618884830872309e-16,1.2015270903683383e-13,3.1440417570788905e-15,8.5577376987179269e-17,2.3001723529100946e-17,2.1988476520851224e-19,3.7398174795243106e-22,1.5482573006311112e-23,1.3077854464110279e-19,8.5924765202726518e-22,5.9129450702948205e-09,5.8457321749076386e-15,5.4756219232015654e-16
1.4470098595538394e-10,0.36147124506578165,2.8578574519556555e-09,6.2727197606480414e-13,5.2624500009090277e-13,1.8091152668107156e-19,9.9909967215694201e-16,0.0,0.0,6.0476541207516503e-08,4.2957159127020069e-13,154.0,0.0,0.99834842277200497,1.0,18.999963598867616,4.5621181067102056e-05,2.6729303282516045e-06,0.000328896773632638,0.00036410089044525818,0.00031311083022276647,3.5513640716486841e-05,1.3029157063256123e-10,8.264481941925586e-07,0.00055985505710642218,3.2915447485476349e-13,4.1688388187199057e-07,3.2293854136809607e-07,1.910383318185363e-07,1.909295941492347e-07,6.8480019011008039e-11,1.1364081011566621e-08,4.0257324792517775e-11,3.0455050966917749e-08,5.6471991877655202e-17,5.312832615189372e-17,5.3148196004484315e-17,3.2649328905226273e-10,7.0698641561111085e-13,5.418004449020533e-15,1.4059664984223762e-16,1.8662866987454516e-16,1.3154207190066418e-13,3.5673989781315677e-15,9.9586731634703259e-17,2.7053896399033492e-17,2.680389476072908e-19,4.6787197161556226e-22,1.8210324804802655e-23,1.5425363848978387e-19,1.0640015534628505e-21,6.3384261128993452e-09,6.2909098434313851e-15,5.9526231420698417e-16
1.4991658245349507e-10,0.36147124201359543,2.9747157113702197e-09,6.7617434960556462e-13,5.6810112443302567e-13,2.0914551554010401e-19,1.1156195770039821e-15,0.0,0.0,6.4895021002871306e-08,4.9363970985673763e-13,154.0,0.0,0.99828895457508793,1.0,18.999962097854446,4.7263696579034347e-05,2.6727803211025322e-06,0.00034052252659607881,0.00037720076439753074,0.00032441969170901645,3.6980308189577511e-05,1.3497928340709039e-10,8.5632182131191863e-07,0.0005800785737257539,3.4274813078528561e-13,4.4744106580211779e-07,3.4133671219811624e-07,2.0985339226962513e-07,2.0973392802319686e-07,7.5230028834014997e-11,1.2151274570364854e-08,4.4233809766420901e-11,3.2701490599682863e-08,7.0734417354397069e-17,6.6576516785054782e-17,6.6602362525638022e-17,3.6453824696203809e-10,7.7950750270034348e-13,5.6138490900512133e-15,1.4805893132804334e-16,1.9740962716183981e-16,1.4358125467459941e-13,4.029696731768663e-15,1.152208979984223e-16,3.1632290739818793e-17,3.2435659900171527e-19,5.804942771901028e-22,2.1292333021345474e-23,1.8086412974411918e-19,1.3075435759152626e-21,6.7768365082905567e-09,6.7527630928591419e-15,6.4504208457881606e-16
1.551321789516062e-10,0.361471238963964,3.0925406549938365e-09,7.2704661162717509e-13,6.1184440742113878e-13,2.4062077779316983e-19,1.2412698077731654e-15,0.0,0.0,6.9469039283284988e-08,5.6461449597790266e-13,154.0,0.0,0.99822949052037546,1.0,18.999960596873038,4.8906083285923733e-05,2.672630324427101e-06,0.00035214552702496501,0.00039029899496936164,0.00033572779582319572,3.8446788673224138e-05,1.3966640744423318e-10,8.8619169660225242e-07,0.00060030093181924656,3.5634005362439904e-13,4.790762824558971e-07,3.599773802640811e-07,2.2971768013134622e-07,2.2958689012031616e-07,8.2356777756801948e-11,1.2961494543265124e-08,4.8432726480877292e-11,3.5028690151669689e-08,8.787245847785519e-17,8.2744823287928937e-17,8.2778125281967968e-17,4.0541994919258907e-10,8.5639790219553502e-13,5.8096691349521396e-15,1.5568864702629257e-16,2.0854408355726862e-16,1.5629049131296066e-13,4.53308559655083e-15,1.3259702895251193e-16,3.6783096590913852e-17,3.8984843367208176e-19,7.1469208086597747e-22,2.4759695230904549e-23,2.1089835047270238e-19,1.595473515537993e-21,7.2280058981458735e-09,7.2313363664598829e-15,6.9690720654062181e-16
1.6034777544971732e-10,0.36147123591698765,3.2113321778686745e-09,7.7990169079335014e-13,6.5751085011043e-13,2.7558648700919307e-19,1.3764583112646e-15,0.0,0.0,7.4198568742788532e-08,6.4297454683652705e-13,154.0,0.0,0.9981700306077268,1.0,18.999959095957788,5.0548341197013112e-05,2.6724803382257138e-06,0.00036376580977423242,0.00040339558220390935,0.0003470351427851113,3.9913047675482508e-05,1.4435294275970504e-10,9.1605782016371251e-07,0.00062052213176347327,3.6992992368685747e-13,5.1178926824461946e-07,3.7884687146690617e-07,2.5064454229086543e-07,2.5050181968181743e-07,8.9865065021727434e-11,1.3794445038586244e-08,5.2856919072228349e-11,3.7436733075799619e-08,1.0832762741048826e-16,1.020529467397321e-16,1.0209547854222448e-16,4.4923886468436385e-10,9.377371340333155e-13,6.005464584379891e-15,1.6348597012199281e-16,2.2004444016450778e-16,1.6969074823765867e-13,5.0797818932297326e-15,1.518363115415883e-16,4.2554876525688946e-17,4.6560798497597265e-19,8.7361552561128146e-22,2.8645106396589654e-23,2.4466079528941287e-19,1.9339675783505087e-21,7.6917661528411927e-09,7.726674441331354e-15,7.5086336643980213e-16
1.6556337194782845e-10,0.36147123287274624,3.3310901399075069e-09,8.3475250607387675e-13,7.0513725892837507e-13,3.1430239777964461e-19,1.521600926408245e-15,0.0,0.0,7.9083581996713143e-08,7.292143976928723e-13,154.0,0.0,0.99811057483700083,1.0,18.99995759513482,5.2190470321544982e-05,2.6723303624974663e-06,0.00037538340138332411,0.00041649052614438164,0.000358341732812368,4.1379059015436104e-05,1.4903888936920964e-10,9.4592019209638049e-07,0.00064074217393115477,3.8351749831737003e-13,5.4557975962060322e-07,3.9793226933440044e-07,2.7264657267191662e-07,2.724913034164088e-07,9.7759419122045317e-11,1.4649833943146578e-08,5.7509071233636308e-11,3.9925702783257144e-08,1.3258888052237921e-16,1.249660868515963e-16,1.2501995950956218e-16,4.9609538304514318e-10,1.0236016937895249e-12,6.2012354389905813e-15,1.7145107371344284e-16,2.3192312530036422e-16,1.8380372373941132e-13,5.6720700964766623e-15,1.7306405398241016e-16,4.8998630575245428e-17,5.528153597008074e-19,1.0607425105310424e-21,3.2982902580761027e-23,2.8247262951281985e-19,2.329816091992769e-21,8.1679513422899001e-09,8.238822415411725e-15,8.0691624671444806e-16
1.7077896844593958e-10,0.3614712298313046,3.451814367862864e-09,8.9161196820407806e-13,7.5476124441916954e-13,3.5703898197923527e-19,1.6771215589908004e-15,0.0,0.0,8.4124051589592138e-08,8.2384451238719237e-13,154.0,0.0,0.99805112320805611,1.0,18.999956094423887,5.3832470668761434e-05,2.6721803972422039e-06,0.0003869983220568167,0.00042958382683403411,0.00036964756612039684,4.2844802843421523e-05,1.5372424728844397e-10,9.7577881250029561e-07,0.00066096105869120939,3.9710259354125249e-13,5.8044749307719011e-07,4.1722137246435789e-07,2.9573565392493465e-07,2.9556721716652203e-07,1.0604411279301998e-10,1.5527372874015675e-08,6.2391715099061643e-11,4.2495682645445462e-08,1.6119555726122802e-16,1.5199782066663749e-16,1.5206553172366612e-16,5.4608981881585368e-10,1.114065177787911e-12,6.3969816994400434e-15,1.7958413081629615e-16,2.4419258685899944e-16,1.9865184671315184e-13,6.3123052332526513e-15,1.964097808075479e-16,5.6167863716564474e-17,6.527410754076286e-19,1.2799005317548343e-21,3.7809106382795803e-23,3.2467221521800739e-19,2.7904625129404814e-21,8.6563977071694251e-09,8.7678256979539838e-15,8.6507153527552031e-16
1.7599456494405071e-10,0.36147122679271665,3.5735046571853246e-09,9.5049298070452369e-13,8.0642122004553872e-13,4.0407756484350353e-19,1.8434523562058098e-15,0.0,0.0,8.9319950001547872e-08,9.2739127387402268e-13,154.0,0.0,0.99799167572075143,1.0,18.999954593839931,5.5474342247904155e-05,2.6720304424599864e-06,0.00039861058716418553,0.00044267548431617041,0.00038095264292248315,4.4310264141920197e-05,1.5840901653310356e-10,1.0056336814754778e-06,0.00068117878640880532,4.1068507017008743e-13,6.1639220514874421e-07,4.3670265451897733e-07,3.1992299676296994e-07,3.1974076522168297e-07,1.1472317715644133e-10,1.6426777130885467e-08,6.7507239625435407e-11,4.514675599555343e-08,1.9474035658084855e-16,1.8371302508706653e-16,1.8379751258180636e-16,5.9932241489481867e-10,1.2091984029996815e-12,6.5927033663839833e-15,1.878853143668178e-16,2.5686528655177039e-16,2.1425827496260196e-13,7.0029152660081894e-15,2.2200733522611588e-16,6.4118655860951011e-17,7.6674998446373738e-19,1.5352893571128686e-21,4.3161474060401109e-23,3.7161565505441757e-19,3.3240437424558477e-21,9.1569436305262575e-09,9.313730002276789e-15,9.2533493260735814e-16
1.8121016144216184e-10,0.36147122375702784,3.6961607737792746e-09,1.0114084406100225e-12,8.6015640103837843e-13,4.5571046086006567e-19,2.0210338810417769e-15,0.0,0.0,9.467124965362399e-08,1.0403969747736584e-12,154.0,0.0,0.99793223237494511,1.0,18.999953093394229,5.7116085068214422e-05,2.6718804981504822e-06,0.00041022020841452044,0.00045576549863414028,0.00039225696342979542,4.5775431551368447e-05,1.6309319711888491e-10,1.0354847991219536e-06,0.00070139535744541187,4.2426482291885812e-13,6.5341363241064916e-07,4.5636522652880822e-07,3.4521917712232045e-07,3.45022517457845e-07,1.2380041508290233e-10,1.7347765649046287e-08,7.2857898511208213e-11,4.7879006129804474e-08,2.3387234633184295e-16,2.2073083898804875e-16,2.2083554074036706e-16,6.5589334529318022e-10,1.3090695220201222e-12,6.7884004404781526e-15,1.9635479722448074e-16,2.6995369540195239e-16,2.3064689321949501e-13,7.746403459949703e-15,2.4999498786007924e-16,7.2909734275162648e-17,8.9630528813032172e-19,1.8315045567710094e-21,4.9079544288951e-23,4.2367735366176696e-19,3.9394317645568881e-21,9.6694296097503998e-09,9.8765813400507788e-15,9.8771215732559098e-16
1.8642575794027297e-10,0.3614712207242763,3.8197824556617268e-09,1.0743712389606744e-12,9.1600680328871403e-13,5.1224110946949834e-19,2.2103152865167532e-15,0.0,0.0,1.001779229122314e-07,1.1634198079349019e-12,154.0,0.0,0.99787279317049593,1.0,18.999951593095307,5.8757699138933108e-05,2.6717305643134247e-06,0.0004218271947620369,0.00046885386983134002,0.00040356052785141223,4.7240296465060463e-05,1.67776789061489e-10,1.0653321655397757e-06,0.00072161077215884806,4.3784177201714465e-13,6.9151151147930503e-07,4.7619880136369099e-07,3.7163417126778623e-07,3.7142244442252131e-07,1.3327941381496506e-10,1.8290060952960359e-08,7.844581767684402e-11,5.0692516308444057e-08,2.7930000204910074e-16,2.6372766169562336e-16,2.6385658017791686e-16,7.1590271733871636e-10,1.4137441333188536e-12,6.9840729223784765e-15,2.0499275217401825e-16,2.8347029027921505e-16,2.4784231092812379e-13,8.5453507344207716e-15,2.805155512476264e-16,8.2602548394900055e-17,1.0429726443208697e-18,2.173561919104699e-21,5.560468853169589e-23,4.8125059666714974e-19,4.6462766314586819e-21,1.0193698228914613e-08,1.0456426016857557e-14,1.0522089504573391e-15
1.916413544383841e-10,0.36147121769449464,3.9443694145287317e-09,1.139394261088147e-12,9.7401324227792755e-13,5.739842105715576e-19,2.4117544897654146e-15,0.0,0.0,1.0583994209281509e-07,1.2970338570027897e-12,154.0,0.0,0.99781335810726257,1.0,18.999950092949618,6.0399184469300677e-05,2.6715806409486791e-06,0.00043343155307769634,0.00048194059795121197,0.00041486333639435011,4.8704852357847802e-05,1.7245979237662299e-10,1.0951757808290351e-06,0.00074182503090333295,4.5141585698724006e-13,7.3068557901212754e-07,4.9619366026041254e-07,3.9917738893847778e-07,3.9894995046159408e-07,1.4316355688571704e-10,1.925338911042863e-08,8.4273002327714882e-11,5.3587369756515397e-08,3.3179427210177511e-16,3.1344018512582567e-16,3.1359795822158422e-16,7.7945057342718204e-10,1.5232853869202898e-12,7.1797208127411249e-15,2.1379935192703638e-16,2.9742755134092818e-16,2.6586985982695134e-13,9.4024179985013976e-15,3.1371649961903628e-16,9.3261347003901809e-17,1.2084243727757875e-18,2.566922784944789e-21,6.2780163002828249e-23,5.4474814732217216e-19,5.4550508280155881e-21,1.0729594131475765e-08,1.1053310628856014e-14,1.1188310786112109e-15
1.9685695093649523e-10,0.36147121466771104,4.0699213372343366e-09,1.2064903867515832e-12,1.0342173320418276e-12,6.4126585983319317e-19,2.6258183459856813e-15,0.0,0.0,1.116572794629135e-07,1.4418290869941595e-12,154.0,0.0,0.99775392718510303,1.0,18.999948592962021,6.2040541068557182e-05,2.6714307280560249e-06,0.00044503328864430193,0.00049502568303724391,0.00042616538926359011,5.0169094291289397e-05,1.7714220708000238e-10,1.1250156450898735e-06,0.00076203813402953274,4.64987032057681e-13,7.709355717075448e-07,5.1634062127713013e-07,4.2785770464091304e-07,4.2761390499447235e-07,1.5345603537110592e-10,2.0237479687344524e-08,9.03413436221586e-11,5.6563649664458893e-08,3.9219166611902943e-16,3.7066845680431658e-16,3.7086043475975482e-16,8.466368924017983e-10,1.6377540856904203e-12,7.3753441122226058e-15,2.2277476912326058e-16,3.1183796015407048e-16,2.8475559138043135e-13,1.0320348470719772e-14,3.4975009343353987e-16,1.049532577442544e-16,1.3944437611933374e-18,3.0175203320527013e-21,7.0651162200249223e-23,6.1460286078761012e-19,6.3770950439943193e-21,1.1276963993334379e-08,1.1667282060282845e-14,1.187584336309306e-15
2.0207254743460636e-10,0.36147121164395035,4.196437887187494e-09,1.2756724901792533e-12,1.0966614841640979e-12,7.144236837956445e-19,2.8529828222524384e-15,0.0,0.0,1.1762990724478878e-07,1.5984113348855874e-12,154.0,0.0,0.99769450040387608,1.0,18.999947093136164,6.3681768945942282e-05,2.6712808256352213e-06,0.00045663240553429067,0.00050810912513296906,0.00043746668666210469,5.1633018536057128e-05,1.8182403318735265e-10,1.154851758422495e-06,0.0007822500818846093,4.7855526266355055e-13,8.1226122630499581e-07,5.3663100953571214e-07,4.5768348720427804e-07,4.5742267205240882e-07,1.6415985851736892e-10,2.1242065703026034e-08,9.6652624969198605e-11,5.9621439188565382e-08,4.6139736354125808e-16,4.3627897089105029e-16,4.3651129976820671e-16,9.1756159063177184e-10,1.7572087824257749e-12,7.5709428214798354e-15,2.3191917633147847e-16,3.2671399826267921e-16,3.0452627411601488e-13,1.1301969982812595e-14,3.887735081511366e-16,1.177483689138955e-16,1.6029294755666917e-18,3.5317868397986114e-21,7.9264873978394686e-23,6.9126831600649616e-19,7.4246653795258174e-21,1.1835656496246917e-08,1.2298387481504872e-14,1.2584745477621814e-15
2.072881439327175e-10,0.3614712086232347,4.3239187056718411e-09,1.3469534400482107e-12,1.1613889067955657e-12,7.9380697477819798e-19,3.093733171204672e-15,0.0,0.0,1.237577976177322e-07,1.7674023002107332e-12,154.0,0.0,0.99763507776343963,1.0,18.999945593474798,6.5322868110695222e-05,2.6711309336860671e-06,0.00046822890690470482,0.00052119092428196492,0.00044876722879088352,5.3096622277125283e-05,1.8650527071441016e-10,1.1846841209271727e-06,0.00080246087481226642,4.921205227140552e-13,8.5466227958492814e-07,5.5705662913300094e-07,4.8866262770281885e-07,4.8838413818488338e-07,1.7527786378130673e-10,2.2266883586117447e-08,1.0320852797830418e-10,6.27608214513173e-08,5.4038833935796918e-16,5.1120778452083591e-16,5.1148749646280698e-16,9.9232452286169979e-10,1.8817058729304104e-12,7.7665169411701793e-15,2.4123274605024886e-16,3.4206814606777682e-16,3.2520939089780889e-13,1.235019726771266e-14,4.3094896676344064e-16,1.3171981350760418e-16,1.835900077815505e-18,4.1166819643655256e-21,8.8670536131692104e-23,7.7521946509832763e-19,8.6109820095697906e-21,1.2405522301585452e-08,1.2946674347460573e-14,1.3315075682503671e-15
2.1250374043082862e-10,0.3614712056055832,4.4523634130925634e-09,1.4203460994140343e-12,1.2284436036968572e-12,8.7977682557621806e-19,3.3485641046107486e-15,0.0,0.0,1.3004092272008944e-07,1.9494395356604218e-12,154.0,0.0,0.99757565926365188,1.0,18.999944093979956,6.6963838572054815e-05,2.6709810522083466e-06,0.00047982279522285846,0.00053427108052785512,0.0004600670158489601,5.45599033882368e-05,1.911859196769234e-10,1.2145127327042556e-06,0.00082267051315279625,5.0568279250218676e-13,8.9813846836879637e-07,5.7760973662568655e-07,5.2080256583509766e-07,5.2050573882373403e-07,1.868127263156694e-10,2.3311673131053823e-08,1.1001063808031665e-10,6.5981879541650041e-08,6.3021650442128854e-16,5.9646365707963256e-16,5.967987677010325e-16,1.071025482892654e-09,2.0112996852446237e-12,7.9620664719515033e-15,2.5071565070844581e-16,3.5791288197173664e-16,3.4683313614867636e-13,1.3468034232090151e-14,4.7644387568022125e-16,1.4694385546342898e-16,2.0954986537394976e-18,4.7797220562936754e-21,9.8919494463027651e-23,8.6695330023248613e-19,9.9502793357296705e-21,1.2986414024440318e-08,1.3612190396429141e-14,1.4066892851765622e-15
