Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198)
1.366919413185181e-08,0.7706284291110637,2.6338898983503812e-10,4.1740520019453753e-13,4.2223744888990472e-12,6.2303809313271888e-18,1.5940819863658138e-13,0.0,0.0,7.3862687657052019e-07,2.8971583481505205e-10,154.0,0.0,0.99860697709594437,1.0,18.999856260878051,0.00019521525037154267,7.2009134490333344e-09,0.00038324666742821508,0.00052467789896041162,6.61132026371408e-05,0.00014142954452633558,2.2467906001079705e-10,1.4948987107916631e-06,7.3281659913988843e-05,3.0130045161601199e-12,5.5023998454598383e-06,8.998357407203549e-08,1.4296680442809352e-06,1.4288507488070653e-06,4.8747199111617792e-10,2.354548530415e-09,3.2861943005473727e-10,4.5514366265633521e-07,1.6913671040720709e-13,1.684660150427338e-13,1.6861393466079307e-13,7.4228812730717975e-08,4.3223280033969568e-12,2.0587946842154311e-14,1.3603511899571381e-16,4.1050805170126058e-16,2.051469303686788e-12,1.6397945799586849e-12,3.8288451911005759e-13,4.2194363930224027e-14,1.3463112369530374e-14,9.1197337559506065e-17,1.3072601111740341e-20,2.5601916314206588e-15,2.627499748677716e-18,2.0815071682780211e-09,3.0133226331913302e-15,1.0875177098009384e-15,3.7035882833992836e-19,4.4003790145909095e-19,2.0433117798213385e-15,3.3743446676299841e-23,1.9098795040191087e-23,1.0697744894885813e-16,1.181224456118092e-21,1.6801677533945058e-17,4.3313956653888843e-22,3.8063685470855968e-24,3.3117406812838532e-21,2.3791881232932569e-18,1.6235257504915405e-18,1.5389648375820191e-19,1.9157340557612213e-13,6.0019872146475696e-18,8.3530205652079821e-18,2.6730041845213096e-17,1.1496665040906698e-19,1.6952532461250463e-21,2.1313561004354917e-18,8.1387795820145277e-21,1.5555087922435851e-21,1.7737361172196228e-18,6.0176588904351508e-19,1.8153055500086905e-21,3.0600163670990197e-22,8.5799827720255699e-22,2.659711064663298e-20,4.8442083915348423e-10,2.4768159767317538e-15,1.0993847751497105e-15
1.4400500531260961e-08,0.7706283960001852,2.8701282913537449e-10,4.7537799955760741e-13,5.1613117702377736e-12,7.9314567405095477e-18,2.049901996679033e-13,0.0,0.0,8.1956732534617242e-07,3.5655304345314604e-10,154.0,0.0,0.99853232265157077,1.0,18.999848499614419,0.00020559207218730878,7.2004436698233593e-09,0.00040357067556609304,0.00055267542910968168,6.9647452125617509e-05,0.00014901735386636653,2.3666815553719825e-10,1.5746782172735991e-06,7.7199908548513567e-05,3.1746546443469797e-12,6.1060906623350219e-06,9.4906501753993201e-08,1.5908429242299359e-06,1.5899332645388506e-06,5.4242818733588757e-10,2.5116358850469276e-09,3.6566914616480514e-10,5.0848184828954889e-07,2.2042040629965711e-13,2.2004134746099149e-13,2.2024515779364635e-13,8.6744156106346901e-08,4.8414364898840569e-12,2.1686680977860895e-14,1.5150649825314827e-16,4.7938999849276487e-16,2.4520170067146897e-12,2.0634851784652298e-12,4.8555218840810975e-13,5.4748637245539299e-14,1.8194451879125361e-14,1.2850384049050576e-16,1.6962152929033663e-20,3.4000349326435088e-15,3.7512554002093824e-18,2.2195719355787428e-09,3.5192591163234314e-15,1.2718001024623838e-15,4.3254436348372434e-19,5.298523470658571e-19,2.4637235573965814e-15,3.9461351834666482e-23,2.2335130076494918e-23,1.3492477433026689e-16,1.4898140878372021e-21,2.1067771046340508e-17,5.4311739298106909e-22,4.7728390352603408e-24,4.1526263736318581e-21,3.128077206315186e-18,2.100456330253528e-18,2.0927642026996951e-19,2.4088279073462231e-13,7.5832803475570318e-18,1.0974631362566031e-17,3.5509098754818756e-17,1.5108229678581691e-19,2.2520443259316715e-21,2.9827662586668831e-18,1.1490089613161246e-20,1.8663359858510167e-21,2.2382940565517536e-18,8.1834445579168998e-19,2.63259739947622e-21,4.4769797474754519e-22,1.3123783717210843e-21,3.7029282317252496e-20,5.3126861297017519e-10,2.7163450513704992e-15,1.2057045695015882e-15
1.5131806930670113e-08,0.7706283629414445,3.1143228718670574e-10,5.3808440363147049e-13,6.2480204751304632e-12,9.9781365980068162e-18,2.6044614316698576e-13,0.0,0.0,9.0469637374499297e-07,4.3432415424037544e-10,154.0,0.0,0.99845765575333845,1.0,18.999840737409873,0.00021596208915550889,7.1999737949530359e-09,0.0004238824735709871,0.00058066504855638695,7.318139837758937e-05,0.00015660059089852763,2.4865385472869368e-10,1.6544351239051665e-06,8.1117901515989386e-05,3.3362073644257242e-12,6.7411068565947595e-06,9.982648010814933e-08,1.7605981752462282e-06,1.7595911727186497e-06,6.0031004617256291e-10,2.6689589915191951e-09,4.0469135729109205e-10,5.6511878332712449e-07,2.8338345598596997e-13,2.8353301307499976e-13,2.8380930088299766e-13,1.0058912900694094e-07,5.3933653463984098e-12,2.2785103865376779e-14,1.6791017244323132e-16,5.5558865048635076e-16,2.9033230574889875e-12,2.5661539467737757e-12,6.0808899769892158e-13,7.0070103082683401e-14,2.4194486066573268e-14,1.779099525915056e-16,2.1709034240667977e-20,4.4512283424560907e-15,5.2634714353897918e-18,2.3578179727517064e-09,4.0854077922916605e-15,1.478210959623936e-15,5.0213095207021308e-19,6.3311954560000683e-19,2.9475856003417904e-15,4.5865857921756043e-23,2.5960081324667734e-23,1.684786624660029e-16,1.8603105515736815e-21,2.6155890546559902e-17,6.7428660894738922e-22,5.9255370206558295e-24,5.1555416741315274e-21,4.0622192071181114e-18,2.6850089280439568e-18,2.804621573828424e-19,2.9959276822213828e-13,9.4736350928927196e-18,1.4231076907367258e-17,4.6511584964592793e-17,1.959510841582266e-19,2.9498540906414864e-21,4.1052465060677154e-18,1.5940385728823527e-20,2.2198026362253897e-21,2.7931417281530382e-18,1.0967481216913126e-18,3.7462117520104171e-21,6.422021994629304e-22,1.9646610323723759e-21,5.0788637493682862e-20,5.7969106180017989e-10,2.9639251742067654e-15,1.3155979825374988e-15
1.5863113330079264e-08,0.7706283299346454,3.3662580981274239e-10,6.0566274825372645e-13,7.4969901087095616e-12,1.2418720338196097e-17,3.2729392740803647e-13,0.0,0.0,9.9401090354095165e-07,5.2415763005835714e-10,154.0,0.0,0.99838297646975083,1.0,18.999832974226806,0.00022632530509377884,7.1995038249162258e-09,0.00044418199021769173,0.00060864668422342901,7.671504139779612e-05,0.00016417922904805524,2.6063612629108614e-10,1.7341692224438237e-06,8.5035638825404998e-05,3.4976621102495601e-12,7.407434892003358e-06,1.0474349187077583e-07,1.9389286402368528e-06,1.9378193064191884e-06,6.6111580157703865e-10,2.8264613896258467e-09,4.4568487272944806e-10,6.2510565407832675e-07,3.5989392603563784e-13,3.6089332307634134e-13,3.6126239693454548e-13,1.1583015515478988e-07,5.9786278440659738e-12,2.388321263675753e-14,1.852605954214813e-16,6.3947134434883799e-16,3.4085760782726732e-12,3.1572973777417228e-12,7.529783254457076e-13,8.8572420955309093e-14,3.1705804565371407e-14,2.4241327888281699e-16,2.7441404843951916e-20,5.7522582250805542e-15,7.269818911831389e-18,2.4961998969554886e-09,4.716203631990979e-15,1.708395845531817e-15,5.7966374473589041e-19,7.5119432017846379e-19,3.5013381249391719e-15,5.3008023425867835e-23,3.0002547895510241e-23,2.0846482494809974e-16,2.3018312480487319e-21,3.2179828050673963e-17,8.2958070042373661e-22,7.2902417416571521e-24,6.3429162055510487e-21,5.2164614967502292e-18,3.3949758892743411e-18,3.7092537025587504e-19,3.6894084300262164e-13,1.1714812640795227e-17,1.8235389725917387e-17,6.0151304419396686e-17,2.5113278357320113e-19,3.814928133451374e-21,5.5654624480780141e-18,2.1767841587895593e-20,2.6193359320629439e-21,3.4503440311454759e-18,1.4505602372200132e-18,5.2402726015017122e-21,9.0491707927561289e-22,2.8843701570882165e-21,6.8721044311821423e-20,6.2962475739769894e-10,3.2192320314284016e-15,1.4289210610884878e-15
1.6594419729488416e-08,0.7706282969795901,3.6257240778856102e-10,6.7824761108468125e-13,8.9233332625167144e-12,1.5305425267013979e-17,4.0719749247836929e-13,0.0,0.0,1.0875077206310609e-06,6.2723662012766089e-10,154.0,0.0,0.99830828486931145,1.0,18.999825210027691,0.00023668172381825881,7.1990337602066855e-09,0.00046446915441600962,0.00063662026310219537,8.0248381180583064e-05,0.00017175324179068523,2.72614938959473e-10,1.8138803048419228e-06,8.8953120473084769e-05,3.6590183167475265e-12,8.1050611512798706e-06,1.0965751981403588e-07,2.1258291320379766e-06,2.1246124673860119e-06,7.2484367681221963e-10,2.9840995460624788e-09,4.886484945699311e-10,6.8849360425621216e-07,4.5200368969092588e-13,4.5427624526814321e-13,4.5476272866894722e-13,1.3253355561204495e-07,6.5977368295707972e-12,2.4981004426742846e-14,2.0357220898416441e-16,7.3140486554813381e-16,3.9709657436369587e-12,3.8469647566262772e-12,9.2285436281800909e-13,1.1070355091904756e-13,4.0999698091187429e-14,3.255447914926041e-16,3.4298051524480397e-20,7.3461549385901221e-15,9.8976797562584985e-18,2.6346829623399114e-09,5.4162045449244365e-15,1.9640464350079189e-15,6.6570300448374251e-19,8.8550251420590652e-19,4.1317623187245944e-15,6.0940337552034251e-23,3.4492238685674434e-23,2.5579057298908317e-16,2.8243945920939213e-21,3.9263407451305242e-17,1.0121917666539036e-21,8.8950051282377329e-24,7.739156979302422e-21,6.6303648439600242e-18,4.2501150964905414e-18,4.8469689293137604e-19,4.5026318818986097e-13,1.4351995716309451e-17,2.3114230347559635e-17,7.6894177009134805e-17,3.1837536727065102e-19,4.8768175717098251e-21,7.4421447239319365e-18,2.9302404755754971e-20,3.0684560041473861e-21,4.2229110305349992e-18,1.8955528545381058e-18,7.2168067133586784e-21,1.2546120704274042e-21,4.1601792980967733e-21,9.1838675045700739e-20,6.8100877969199005e-10,3.4819541338371675e-15,1.5455355444468601e-15
1.7325726128897567e-08,0.770628264076082,3.8925164196169417e-10,7.5596991168715531e-13,1.0542778260662952e-11,1.8694480068957502e-17,5.019730776771866e-13,0.0,0.0,1.1851835552895153e-06,7.44798844988141e-10,154.0,0.0,0.99823358102052218,1.0,18.999817444775058,0.00024703134914359472,7.1985636013180299e-09,0.00048474389521168347,0.0006645857122534269,8.378141771234261e-05,0.00017932260265300133,2.8459026149861699e-10,1.8935681632492871e-06,9.2870346445589986e-05,3.8202754199319275e-12,8.8339719362084145e-06,1.1456854674257841e-07,2.3212944334755676e-06,2.3199654260404517e-06,7.914918844540625e-10,3.141839953147739e-09,5.3358101769747207e-10,7.553337344463354e-07,5.6195601506953063e-13,5.6604714930681353e-13,5.6668063354024423e-13,1.5076554795864019e-07,7.251204719847878e-12,2.6078476372792024e-14,2.2285944271825418e-16,8.3175544058745137e-16,4.5936815761895531e-12,4.6457564091776377e-12,1.12050166515626e-12,1.3694634395569791e-13,5.2377447191420739e-14,4.3142954834156857e-16,4.2428570969156145e-20,9.2807570171963098e-15,1.3299301783162159e-17,2.7732406185313186e-09,6.1900889190750422e-15,2.2468995710114865e-15,7.608238042444688e-19,1.0375406182146461e-18,4.8459786047910088e-15,6.9716690980089417e-23,3.9459655826726746e-23,3.1144896708409725e-16,3.4389658328741648e-21,4.7540837455639807e-17,1.2255796182631851e-21,1.0770231759019873e-23,9.3707179617182022e-21,8.348609181475093e-18,5.2722597301189966e-18,6.2642691410920675e-19,5.4499807439133219e-13,1.7433911276967711e-17,2.9008826760760311e-17,9.7261990130999401e-17,3.9962799182823575e-19,6.1686169989543333e-21,9.8275718860135603e-18,3.8932336162564755e-20,3.5707726348842517e-21,5.1248227586993677e-18,2.4499225372468917e-18,9.798403649715233e-21,1.713937102335043e-21,5.9038879867657148e-21,1.2134409186565681e-19,7.3378461753836791e-10,3.7517923093716594e-15,1.6653086391123414e-15
1.805703252830672e-08,0.7706282312239242,4.1664360875372148e-10,8.3895700918503379e-13,1.2371661852872989e-11,2.2646213625473733e-17,6.1359542016755463e-13,0.0,0.0,1.2870350624202641e-06,8.781364794149011e-10,154.0,0.0,0.99815886499188378,1.0,18.999809678431514,0.00025737418488293908,7.198093348743751e-09,0.00050500614178733785,0.00069254295880808695,8.7314150973442675e-05,0.00018688728521276855,2.9656206270331851e-10,1.9732325900155954e-06,9.6787316722021921e-05,3.9814328569054229e-12,9.5941534677494084e-06,1.1947655549179059e-07,2.5253192974248114e-06,2.5238729214816632e-06,8.6105862639224713e-10,3.2996568255228629e-09,5.8048122979232818e-10,8.2567710157219652e-07,6.9219302703837228e-13,6.9879252786995154e-13,6.9960828741685876e-13,1.7059224547291685e-07,7.9395434967367663e-12,2.7175625615116815e-14,2.4313671385047395e-16,9.4088872988237692e-16,5.2799119696060556e-12,5.564821856669716e-12,1.3488546697696513e-12,1.678190866829951e-13,6.6171543824347886e-14,5.6485054944061252e-16,5.1993538528343841e-20,1.1608975277039461e-14,1.7655228566526366e-17,2.9118525823055814e-09,7.0426534083171131e-15,2.5587364179362674e-15,8.6561575487040244e-19,1.208875345858282e-18,5.6514446516450567e-15,7.939234959321336e-23,4.4936079815500782e-23,3.7652293723768735e-16,4.1575025490896325e-21,5.7157047081823998e-17,1.4734804257267387e-21,1.2948754866989373e-23,1.1266166202186707e-20,1.0421412565630831e-17,6.4854258380437367e-18,8.0144829501282962e-19,6.5468928911068009e-13,2.101295292186277e-17,3.6075933644434009e-17,1.2183623330500905e-16,4.9705425480245378e-19,7.7272077049096472e-21,1.2829154605170408e-17,5.1111208508073266e-20,4.1299820728894568e-21,6.1710531634543038e-18,3.134538432574266e-18,1.3131106162419204e-20,2.3099820993542164e-21,8.2549627658219286e-21,1.5865657623028207e-19,7.8789607328085288e-10,4.0284592151199362e-15,1.7881128021891218e-15
1.878833892771587e-08,0.7706281984229199,4.4472892603389283e-10,9.2733279755906781e-13,1.4426921954536888e-11,2.7225138935914468e-17,7.4420389506404499e-13,0.0,0.0,1.3930588218081089e-06,1.0285960332939164e-09,154.0,0.0,0.99808413685189379,1.0,18.999801910959729,0.00026771023484795109,7.1976230029772231e-09,0.0005252558234634015,0.00072049192996822577,9.0846580939735015e-05,0.00019444726309928196,3.0853031139878656e-10,2.0528733776928702e-06,0.00010070403127583383,4.142490065868469e-12,1.03855918861517e-05,1.2438152893020297e-07,2.7378984468657343e-06,2.7363296614852532e-06,9.3354209382967839e-10,3.4575302879509628e-09,6.2934791132974722e-10,8.995747183575664e-07,8.4536304408312587e-13,8.5532969358318263e-13,8.5636946675573379e-13,1.9207965631494827e-07,8.6632647016065139e-12,2.827244929671565e-14,2.6441842709545739e-16,1.0591698211730717e-15,6.0328433999950255e-12,6.6158579032165537e-12,1.6109971885229277e-12,2.0387600403543364e-13,8.2746847586674246e-14,7.3131571695664622e-16,6.3164663956601002e-20,1.438905681763163e-14,2.317801423847537e-17,3.050503329420923e-09,7.9788109370780961e-15,2.9013816988613585e-15,9.8068275983829193e-19,1.4011431685767297e-18,6.5559531757511508e-15,9.0023930811387762e-23,5.0953556118830161e-23,4.5218937132365552e-16,4.9929997923069873e-21,6.8268003921077997e-17,1.7599149235234839e-21,1.5465908440834625e-23,1.3456244563979464e-20,1.2904962701755502e-17,7.9159174145020128e-18,1.0158429417835755e-18,7.8098954603959941e-13,2.5145303004582685e-17,4.4488810852987027e-17,1.5126201367388034e-16,6.130457176567477e-19,9.5935060258730699e-21,1.6571123409956183e-17,6.6365373902681546e-20,4.7498639585826963e-21,7.3775932288340227e-18,3.9732023454699133e-18,1.738753809962866e-20,3.0748837023989838e-21,1.1385689671996694e-20,2.0544080348419282e-19,8.4328917099393848e-10,4.3116788681443926e-15,1.9138255331331021e-15
1.9519645327125022e-08,0.7706281656728722,4.7348871936679973e-10,1.0212177985714945e-12,1.6726090434635931e-11,3.2500032172143077e-17,8.9610859558807095e-13,0.0,0.0,1.5032513383684426e-06,1.1975782303912216e-09,154.0,0.0,0.9980093966690462,1.0,18.999794142322457,0.00027803950284879857,7.1971525645117379e-09,0.00054549286969902402,0.00074843255300784605,9.4378707583688348e-05,0.00020200250999371621,3.2049497644100951e-10,2.1324903190379476e-06,0.00010462049007620463,4.3034464861267576e-12,1.1208273251065643e-05,1.2928344996126788e-07,2.9590265749398618e-06,2.9573303225032762e-06,1.0089404672824597e-09,3.615445001756851e-09,6.8017983557994875e-10,9.7707755278575204e-07,1.0243277880353653e-12,1.0387164509447663e-12,1.0400292885791086e-12,2.1529368271268344e-07,9.4228794299527863e-12,2.9368944563407708e-14,2.8671897450304513e-16,1.1869632234181726e-15,6.855659806037041e-12,7.8111066683575748e-12,1.9101618795348964e-12,2.457077214527439e-13,1.0250167677233174e-13,9.3712806930317674e-16,7.6124934608055199e-20,1.7684848905028412e-14,3.0116239487950222e-17,3.1891809613912045e-09,9.0035889071352913e-15,3.2767030108699255e-15,1.1066427948025642e-18,1.6160498143648429e-18,7.5676295635982742e-15,1.016693823471376e-22,5.7544883149295699e-23,5.3972316924127037e-16,5.959534852617951e-21,8.1041014998281845e-17,2.0891961656689496e-21,1.8359595384021402e-23,1.5973931024839849e-20,1.5861860824225886e-17,9.5924287162423116e-18,1.2765112438422433e-18,9.2566388381622661e-13,2.9891054435147401e-17,5.4438221218215885e-17,1.8625205267251909e-16,7.5023569584785511e-19,1.1812716843582691e-20,2.1196324592404085e-17,8.5301921983040762e-20,5.4342783475391102e-21,8.7614732688489827e-18,4.9929208641413283e-18,2.2770282221813684e-20,4.0464816906620578e-21,1.5506997484571967e-20,2.6363801348201297e-19,8.9991206838599885e-10,4.6011861950293299e-15,2.0423291738095702e-15
2.0250951726534174e-08,0.7706281329735846,5.0290460862868401e-10,1.1207292523588586e-12,1.9287285951667296e-11,3.8544006998202786e-17,1.0717963528941301e-12,0.0,0.0,1.6176090423957539e-06,1.3865378849861807e-09,154.0,0.0,0.99793464451183067,1.0,18.999786372482514,0.00028836199269415799,7.1966820338404935e-09,0.00056571721009299777,0.0007763647552737668,9.7910530875227881e-05,0.00020955299962946541,3.3245602671712488e-10,2.2120832070149329e-06,0.00010853669308906599,4.4643015580984657e-12,1.2062183541657125e-05,1.3418230152244408e-07,3.188698345009947e-06,3.1868695496676719e-06,1.0872519165810373e-09,3.7733891375228706e-09,7.3297576860889724e-10,1.0582365275559286e-06,1.2321694667731519e-12,1.2522607428208552e-12,1.2539039278514887e-12,2.4030012015098411e-07,1.021889832596288e-11,3.0465108563866661e-14,3.1005273530475238e-16,1.3246328610794763e-15,7.7515421048565025e-12,9.1633535862953308e-12,2.2497297051333098e-12,2.9394168946704228e-13,1.258688355928752e-13,1.1894591057049839e-15,9.1068746982125455e-20,2.1566062712419033e-14,3.8758841468513792e-17,3.3278763660479991e-09,1.0122127581822727e-14,3.6866102088153125e-15,1.2441277089593209e-18,1.8553697386149918e-18,8.6949293527416683e-15,1.1438796308505549e-22,6.474360144303374e-23,6.4050126054863444e-16,7.0723116210166085e-21,9.5655010349213854e-17,2.4659368356730769e-21,2.1670351758376708e-23,1.8854494570620869e-20,1.9361577422339508e-17,1.1546143548731074e-17,1.5912445280586435e-18,1.0905930539569892e-12,3.531433215980396e-17,6.6133447324871422e-17,2.2759076244815668e-16,9.1151331132473618e-19,1.4434592142565315e-20,2.6868127534887005e-17,1.0861714354054623e-19,6.1871628337828994e-21,1.0340784410609244e-17,6.2241893455497886e-18,2.9515517494540167e-20,5.2690270485226269e-21,2.0875009191141165e-20,3.3549980092397342e-19,9.5771497226617214e-10,4.8967265996492843e-15,2.1735107166385418e-15
2.0982258125943326e-08,0.770628100324861,5.3295869497845305e-10,1.2259812057868373e-12,2.2129206836962178e-11,4.5434584405893118e-17,1.2739366964115486e-12,0.0,0.0,1.7361282898110601e-06,1.5969837764019195e-09,154.0,0.0,0.99785988044873142,1.0,18.999778601402802,0.00029867770819121543,7.1962114114566243e-09,0.00058592877438467627,0.00080428846418648396,0.00010144205078237671,0.00021709870579248293,3.444134311457887e-10,2.2916518347976594e-06,0.00011245264027789243,4.625054723321482e-12,1.2947308656722556e-05,1.3907806658431456e-07,3.4269083907200626e-06,3.4249419567944163e-06,1.1684746008715934e-09,3.9313535847088277e-09,7.8773446927924061e-10,1.1431025195367403e-06,1.4721977327985678e-12,1.4995302715442502e-12,1.5015703122558864e-12,2.6716465656355026e-07,1.105183157705023e-11,3.1560938449654649e-14,3.3443407575946583e-16,1.4725420686884904e-15,8.723667804232453e-12,1.0685925396185642e-11,2.6332293842683743e-12,3.4924257475170724e-13,1.5331658051672995e-13,1.4964253503499929e-15,1.0820202787840477e-19,2.6108536893835851e-14,4.9439765278095786e-17,3.4665825761121359e-09,1.1339678616479383e-14,4.1330548454142627e-15,1.3937830443890653e-18,2.120945576507774e-18,9.9466356187699744e-15,1.282402257090406e-22,7.2583983826751238e-23,7.5600658381408712e-16,8.3477045290711276e-21,1.1230080984949056e-16,2.8950561247174737e-21,2.5441407233395319e-23,2.2135547787444457e-20,2.3480918965827597e-17,1.3810831296305891e-17,1.9688004016304048e-18,1.2777768978602906e-12,4.1483414312935111e-17,7.9803326443017491e-17,2.7613839862457075e-16,1.1000377961423787e-18,1.7513694409891106e-20,3.3772444765464992e-17,1.3710550590998763e-19,7.0125297699709523e-21,1.2134699303089424e-17,7.7012872678912988e-18,3.7896921199329529e-20,6.7939427879014469e-21,2.7798373407769366e-20,4.2362460969639572e-19,1.0166500573866629e-09,5.1980555481966158e-15,2.3072616204009528e-15
2.1713564525352477e-08,0.7706280677265046,5.6363354816992663e-10,1.3370845986576646e-12,2.5271124024854687e-11,5.3253758309289584e-17,1.5053877555820038e-12,0.0,0.0,1.8588053624084034e-06,1.8304785214740107e-09,154.0,0.0,0.99778510454822655,1.0,18.99977082904628,0.00030898665314566768,7.1957406978531896e-09,0.00060612749245488333,0.00083220360724103296,0.00010497326727176073,0.00022463960232162349,3.5636715867754473e-10,2.3711959957721483e-06,0.00011636833160432624,4.7857054244607085e-12,1.3863634414804811e-05,1.4397072815136011e-07,3.67365131605443e-06,3.6715421263867574e-06,1.2526066686171206e-09,4.0893313268536931e-09,8.4445468925103657e-10,1.2317263592173679e-06,1.747956520612118e-12,1.7843620946774277e-12,1.7868757943946299e-12,2.9595287152771914e-07,1.1922188908363741e-11,3.2656431375256035e-14,3.5987734899842485e-16,1.6310535856207646e-15,9.7752106843697134e-12,1.2392688138744537e-11,3.0643368445822857e-12,4.1231262101287412e-13,1.8534952897908361e-13,1.8671680038914196e-15,1.277423462081741e-19,3.1394500981779285e-14,6.2542944103386933e-17,3.6052942643259449e-09,1.2661603711363869e-14,4.6180296584245334e-15,1.5562678704552019e-18,2.4146875841703453e-18,1.1331856303975748e-14,1.4328800079047042e-22,8.110102641162881e-23,8.8783202670399586e-16,9.8033020550504134e-21,1.3118137394140873e-16,3.3817861947122076e-21,2.9718741887663886e-23,2.5857096279766562e-20,2.8304504810140847e-17,1.6422939538179781e-17,2.4189808481325449e-18,1.4893377127975466e-12,4.8470853035781701e-17,9.5697302819359885e-17,3.3283528608309011e-16,1.3192530361553498e-18,2.1109664666289254e-20,4.2119865832453711e-17,1.7166914536523382e-19,7.9144635806836644e-21,1.4163492087233001e-17,9.4625844238285153e-18,4.8229840559246603e-20,8.6806385051085409e-21,3.6646427393983315e-20,5.3099701076783149e-19,1.0766713884817751e-09,5.5049381705546144e-15,2.4434776333001484e-15
2.244487092476163e-08,0.7706280351783192,5.9491219419665286e-10,1.4541473478296686e-12,2.8732874029556374e-11,6.2088057069615431e-17,1.76920210325642e-12,0.0,0.0,1.985636468100524e-06,2.0886384449702227e-09,154.0,0.0,0.99771031687878731,1.0,18.999763055375976,0.00031928883136172277,7.1952698935231784e-09,0.00062631329432682244,0.00086011011200784525,0.00010850418030900085,0.00023217566310898262,3.6831717829519175e-10,2.4507154835390484e-06,0.0001202837670286656,4.9462531053152785e-12,1.4811146554310062e-05,1.488602692629204e-07,3.9289216953964328e-06,3.9266646096389897e-06,1.3396462575986853e-09,4.2473169533457744e-09,9.0313517298260333e-10,1.324158830156193e-06,2.0632307643668238e-12,2.1108721952799692e-12,2.1139478012483317e-12,3.2673023546215422e-07,1.2830479577273909e-11,3.3751584498111092e-14,3.8639689486952477e-16,1.8005295510448058e-15,1.0909340537192137e-11,1.4298045164624068e-11,3.5468746760697086e-12,4.8389198182066284e-13,2.2250951309933183e-13,2.311935683924614e-15,1.49919016112276e-19,3.7512838612645765e-14,7.8507617220664171e-17,3.7440073512579839e-09,1.4093373373831521e-14,5.1435680997715944e-15,1.7322546316349504e-18,2.7385730728291509e-18,1.2860021508654131e-14,1.595943821779662e-22,9.033044032392631e-23,1.037684326305162e-15,1.1457949790965048e-20,1.5251203879543808e-16,3.9316782400702359e-21,3.4551139484001462e-23,3.0061585020155499e-20,3.3925253666179537e-17,1.9421683147624838e-17,2.9527129715379165e-18,1.7275236067185443e-12,5.6353594954272617e-17,1.1408649679269682e-16,3.9870611553570152e-16,1.572902347393807e-18,2.5287494987516419e-20,5.2147906904951047e-17,2.1332788543314861e-19,8.8971181664775325e-21,1.6448557651920419e-17,1.1550857547016779e-17,6.0875740187378862e-20,1.0997379966021927e-20,4.7858247513654202e-20,6.6102985948810219e-19,1.1377348453810357e-09,5.8171488773890783e-15,2.5820586230003215e-15
2.317617732417078e-08,0.7706280026801091,6.2677810326273606e-10,1.5772744292949575e-12,3.2534851968730465e-11,7.2028601087657222e-17,2.0686325407317414e-12,0.0,0.0,2.1166177411638124e-06,2.3731334479580562e-09,154.0,0.0,0.99763551750887691,1.0,18.999755280355014,0.00032958424664210079,7.1947989989595024e-09,0.00064648611016698235,0.00088800790613360902,0.00011203478985900758,0.00023970686210023355,3.8026345901415218e-10,2.5302100919160926e-06,0.00012419894651023486,5.1066972108257461e-12,1.5789830733625577e-05,1.5374667299316319e-07,4.1927140735890142e-06,4.1903039264419441e-06,1.4295914949172757e-09,4.4053062889679298e-09,9.6377465773176586e-10,1.4204506684271856e-06,2.4220529966373402e-12,2.4834650264119501e-12,2.4872034606312186e-12,3.5956210882746235e-07,1.3777212367834923e-11,3.4846394978649792e-14,4.1400703978097576e-16,1.9813314990236599e-15,1.2129222955152048e-11,1.6416935157554175e-11,4.0848115874383092e-12,5.6475902697543842e-13,2.653763806454525e-13,2.8421702516841783e-15,1.7497319187960545e-19,4.455935058589326e-14,9.7833996018230459e-17,3.8827187104654564e-09,1.5640565780403227e-14,5.7117439029775595e-15,1.9224290076306091e-18,3.0946458391074292e-18,1.4540880760611168e-14,1.772237135755985e-22,1.0030864410824535e-22,1.2073879293155374e-15,1.3331793066477728e-20,1.7652073637550686e-16,4.5506081602946471e-21,3.9990237324598966e-23,3.4793941723264932e-20,4.0444879115305443e-17,2.2849129800830815e-17,3.5821322966247198e-18,1.9947118416525585e-12,6.5213101307118201e-17,1.3526479031344577e-16,4.7486430914692947e-16,1.8650434793126497e-18,3.0117805405401544e-20,6.4123378397306936e-17,2.6322979179750785e-19,9.9647143962857158e-21,1.9012430195054937e-17,1.401361701784991e-17,7.6246932464971333e-20,1.3822215170070317e-20,6.1952646277199734e-20,8.1760943586926986e-19,1.1997980510985299e-09,6.1344709924578534e-15,2.7229084134197552e-15
