Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448)
1.5631380372744996e-13,0.7141005756276239,1.3534181278180525e-14,4.9126073762829352e-22,4.9180762169195691e-22,6.2594236038296734e-35,4.1087302451957477e-28,0.0,0.0,6.8781441385138936e-15,7.0100329794505336e-25,154.0,0.0,0.99999993263680786,1.0,18.999999999992379,6.7890809317759883e-09,1.4121747070585533e-08,2.226392513948292e-08,2.22657415948987e-08,8.2809630047747246e-10,4.7082923989702035e-12,7.2793920479890979e-15,2.9078957122999698e-12,1.0869684970378879e-09,7.3510273670939947e-20,4.9978134874277163e-15,3.6564498648670743e-15,7.7904948575397214e-19,7.7899733841103759e-19,4.4307885230852622e-23,2.5131173695311689e-18,7.8394577031421057e-24,3.6572951958961204e-16,4.7711399127775021e-43,4.5136404396465015e-43,4.5136405829125083e-43,5.4823824549189404e-22,1.655082662271618e-24,3.0309651704234009e-20,3.18736371180726e-23,1.757659430116318e-25,3.5392010868260616e-26,4.8270472507824492e-31,7.7834435362495989e-36,5.9620674251856885e-37,2.731577329668729e-42,3.9729845477343933e-46,1.7028586394040802e-43,8.2364288911888122e-39,2.2341761404013885e-45,1.9145924354869301e-18,8.3585984222346324e-24,1.1786338761937395e-27,2.3850859522399283e-28,7.0173448173582345e-29,1.3602012896465033e-28,2.6400799425869737e-35,1.5041007829535029e-35,8.7304562822227312e-35,7.2839362867495218e-40,2.8196881631261116e-35,4.8184224514064078e-40,1.6188853239466707e-41,1.1074928046618945e-39,1.0900545723496945e-40,1.0900476776777733e-40,1.2845138390299661e-46,5.525040967026039e-34,1.0880566170196228e-36,9.8096671460189921e-41,1.4571522998237683e-44,2.9980621026521599e-45,1.1757833957950844e-49,2.9865163673380871e-50,6.6992637580560952e-57,3.5095977786648986e-37,4.3789008451518642e-39,5.6107757362100008e-46,9.2355155431803247e-58,9.1639473022005093e-63,4.6036057605868549e-63,5.5822178441459862e-45,1.8846316670763335e-20,8.81878455858815e-26,4.2559106814451775e-26,7.5848050455763049e-25,1.092468102612248e-47,8.9947383474921216e-50,1.6619995923864851e-49,2.2449629120624746e-54
1.8414372471985544e-13,0.714100575627612,1.5943951435957566e-14,6.8181613558566683e-22,6.8292447908907915e-22,1.0375677258577238e-34,6.7195856135910715e-28,0.0,0.0,8.2557928271369046e-15,9.8606675533999005e-25,154.0,0.0,0.99999992065095755,1.0,18.999999999989456,7.9978005095022927e-09,1.626643609453991e-08,2.6226779805061723e-08,2.6229326649580912e-08,1.1321138435258256e-09,6.5330935423522908e-12,8.5762190630086135e-15,4.0059327780651481e-12,1.486025337589531e-09,1.02011058133084e-19,6.9357363799545672e-15,5.0740097792444864e-15,1.2735701651912654e-18,1.2734723588774374e-18,8.2828724998640962e-23,4.0623992127646606e-18,1.4977588828079226e-23,5.0754282011855519e-16,1.5003636490523482e-42,1.4193890207822656e-42,1.4193890737380898e-42,8.965115957253107e-22,2.7057065740447622e-24,4.1756142389404645e-20,4.4336103687860307e-23,2.786862368987226e-25,6.6488028872713692e-26,1.0718777618367445e-30,2.0385232879282697e-35,1.5615188520644276e-36,8.4216574990785455e-42,1.2254068395606353e-45,4.6778304826674221e-43,2.1572023306589578e-38,5.9877830977566777e-45,3.0948963434837708e-18,1.1599301251691996e-23,1.9266479650091422e-27,3.8369792652646037e-28,1.0172488440920421e-28,2.3523903442279897e-28,4.3161182177391628e-35,2.4589745537397955e-35,1.7963667194647736e-34,1.6168659724256808e-39,5.801716243520469e-35,1.0228751432954092e-39,3.345571132637858e-41,2.5993941951488968e-39,2.6609619049131521e-40,2.6609419931579344e-40,3.7096374010528171e-46,1.244918667531543e-33,2.4506309217622115e-36,2.600899861660399e-40,4.5414350535442675e-44,9.3391351635134508e-45,4.2531575036729859e-49,1.0930430211387599e-49,2.8787759913544587e-56,7.8432328577199203e-37,1.1535695538788079e-38,1.6203751918179059e-45,3.96867995307566e-57,4.6279751762969484e-62,2.3249454142255064e-62,1.3632462230410805e-44,3.0640821358159443e-20,1.4489185550332825e-25,6.9536812052572709e-26,1.4542182801207405e-24,2.6628845562863169e-47,2.5943398664860891e-49,4.6468314043676861e-49,6.9227892885709871e-54
2.0919065361302037e-13,0.7141005756275997,1.8112786144043911e-14,8.7997520136285216e-22,8.8188048176279966e-22,1.5399486567732952e-34,9.8550740625837803e-28,0.0,0.0,9.5352328293005813e-15,1.2879411628437334e-24,154.0,0.0,0.99999990986539011,1.0,18.999999999986429,9.0856480780301737e-09,1.8111995361388601e-08,2.9793094028597127e-08,2.9796411444008768e-08,1.4416037583692493e-09,8.4300908586546221e-12,9.7433169918982948e-15,5.1358198921963896e-12,1.8922652755451102e-09,1.3164066325258019e-19,8.9507079877490117e-15,6.5478282662565837e-15,1.8670683520681953e-18,1.8669092107366284e-18,1.3437419257357825e-22,5.8958933224187602e-18,2.4767138991682963e-23,6.5499445728409203e-16,3.6601080662506342e-42,3.4625727469228405e-42,3.462572893376528e-42,1.3146468012355013e-21,3.9666230658897257e-24,5.3534815519904901e-20,5.7212835258062169e-23,3.9767584033775182e-25,1.0832533968319053e-25,1.9902072008205325e-30,4.3070772886030808e-35,3.2992867274861315e-36,2.0217913038889312e-41,2.9429193761920018e-45,1.0218940781881019e-42,4.5579036143946789e-38,1.2907866660275532e-44,4.4917241053623644e-18,1.496869523497984e-23,2.8242870293123327e-27,5.5451238494117002e-28,1.3524476172127504e-28,3.5862509859732855e-28,6.327545953911513e-35,3.6049278603252848e-35,3.1345487667252613e-34,2.9764388990074031e-39,1.0123583539250475e-34,1.8230420720423266e-39,5.854837968773432e-41,5.0060207185654696e-39,5.3054112939177516e-40,5.3053660135613813e-40,8.4358635361063714e-46,2.3415735468614552e-33,4.6076929501086689e-36,5.5553484624170387e-40,1.1007433568811696e-43,2.2625616788747632e-44,1.1561903656351349e-48,3.002071559106826e-49,8.9434032108265515e-56,1.4643006201793587e-36,2.4494098221211508e-38,3.6847978810142516e-45,1.2329475116292586e-56,1.6227845244061607e-61,8.1524428333533207e-62,2.7190292424211836e-44,4.4699108758744065e-20,2.12872835043023e-25,1.0177943968879644e-25,2.4122945171954743e-24,5.3020713664999822e-47,5.8928239081697788e-49,1.0330242154015207e-48,1.6489365359486469e-53
2.342375825061853e-13,0.7141005756275857,2.0281660229055837e-14,1.1033962252581609e-21,1.1064615848078207e-21,2.1883589811757127e-34,1.3841514512727123e-27,0.0,0.0,1.085214607165449e-14,1.6341309059804386e-24,154.0,0.0,0.99999989908136189,1.0,18.999999999983022,1.0173495597840655e-08,1.9880807070219199e-08,3.3359166795460659e-08,3.3363364743543781e-08,1.7836146243565182e-09,1.0568261421029686e-11,1.091037189337532e-14,6.3971061964835125e-12,2.3411925799876007e-09,1.6503820461354213e-19,1.1222255890050483e-14,8.2092063465402342e-15,2.6211052953700615e-18,2.6208607718088447e-18,2.0586508009623103e-22,8.1946602126270734e-18,3.8658481118189591e-23,8.2122191111459214e-16,8.0715469859246256e-42,7.6359287519835855e-42,7.6359291130532969e-42,1.8460741171284371e-21,5.5686267978789632e-24,6.6683409730117408e-20,7.1630057532282178e-23,5.4367488530886172e-25,1.66640994812786e-25,3.4392058735067351e-30,8.3501997825450162e-35,6.3964665183028599e-36,4.3920099521050837e-41,6.3953390368245818e-45,2.0353064998199489e-42,8.8366294123683186e-38,2.5521835247830394e-44,6.2430146397267418e-18,1.8766966705074055e-23,3.9646263993599436e-27,7.6749610682630745e-28,1.7362188150859793e-28,5.1956020311623657e-28,8.8829386742357434e-35,5.0607907433926803e-35,5.1178513851015955e-34,5.0756748669208138e-39,1.6528932036711619e-34,3.0266761754454351e-39,9.5810717754563847e-41,8.8925086787932771e-39,9.7498988023986036e-40,9.7498052683255589e-40,1.7425603203317889e-45,4.0981593185070481e-33,8.0612688038561837e-36,1.0886200944312521e-39,2.4138506816077835e-43,4.9593554122680284e-44,2.8051781874531976e-48,7.3584481898642135e-49,2.4465619867762091e-55,2.5437845202626689e-36,4.7712847394549025e-38,7.6115297118861366e-45,3.3728853366334279e-56,4.9461139700487539e-61,2.48482727522353e-61,4.9986630611881873e-44,6.2443987244408167e-20,2.9904549281035769e-25,1.4255758514755168e-25,3.7770836283039764e-24,9.7305218967478761e-47,1.215843463861264e-48,2.095107886848834e-48,3.536730261112554e-53
2.592845113993503e-13,0.7141005756275703,2.2450573689605075e-14,1.3520848623096827e-21,1.3567678850257798e-21,3.0038969400427072e-34,1.8782077946590131e-27,0.0,0.0,1.2206531567935345e-14,2.0259724935122498e-24,154.0,0.0,0.99999988829880893,1.0,18.999999999979249,1.1261343068935375e-08,2.1576062725765656e-08,3.6924998201126737e-08,3.69301891915348e-08,2.1567940751093934e-09,1.294750977886944e-11,1.2077384632389306e-14,7.7871483522591642e-12,2.8310321197757855e-09,2.0220219095683922e-19,1.3750370718355074e-14,1.0058112060927589e-14,3.5548874251806841e-18,3.5545284366812773e-18,3.0135786323345896e-22,1.1004155621451667e-17,5.7630636168359281e-23,1.0062245115850604e-15,1.6422694456249307e-41,1.553637127104372e-41,1.5536372082909171e-41,2.5044148171472525e-21,7.5525300323462048e-24,8.1174366514111734e-20,8.7556970415319336e-23,7.1840814873343045e-25,2.4490751082338664e-25,5.6127997145778489e-30,1.5115097043508806e-34,1.1578707742821605e-35,8.8077236763033425e-41,1.2829852059668223e-44,3.7669402307627841e-42,1.5995876442856511e-37,4.7100778238141794e-44,8.3833977804798262e-18,2.2994063794217412e-23,5.3766640732409165e-27,1.0263937006534843e-27,2.1685811727097883e-28,7.2311151795620665e-28,1.2047302740037553e-34,6.8635989665349923e-35,7.9287167463328161e-34,8.1513659970624025e-39,2.5606960225086469e-34,4.7527675213484299e-39,1.4870293677598868e-40,1.481972706023995e-38,1.6797125087224464e-39,1.6796946092787873e-39,3.3346949466909587e-45,6.7722930803628121e-33,1.3316475625991991e-35,1.9914274881515255e-39,4.8858443259687073e-43,1.0033565826675526e-43,6.2121681340406376e-48,1.6460637471811206e-48,6.0391990728392509e-55,4.1725972553287939e-36,8.6762261882171604e-38,1.4565997772269627e-44,8.3258434681301333e-56,1.3448257412248261e-60,6.7562109540655376e-61,8.6148421264599324e-44,8.4276395513693302e-20,4.0542714882868909e-25,1.9280792956473361e-25,5.6482345835992616e-24,1.6740890202689033e-46,2.3240256569263748e-48,3.9491960453326793e-48,6.9814427317868224e-53
2.8433144029251523e-13,0.7141005756275535,2.4619526524333626e-14,1.6260467654845673e-21,1.6329096468168514e-21,4.0084350616156902e-34,2.4780358462976888e-27,0.0,0.0,1.3598388345737491e-14,2.464805106757162e-24,154.0,0.0,0.99999987751766972,1.0,18.99999999997511,1.2349190491315912e-08,2.3200821211850295e-08,4.0490588341031587e-08,4.0496887378181102e-08,2.5598459409583542e-09,1.5567740519310585e-11,1.3244356056498493e-14,9.3033561700182408e-12,3.3600825281930055e-09,2.4313113161304052e-19,1.6535043292287036e-14,1.2094513458503773e-14,4.6876179038252054e-18,4.6871100407066071e-18,4.2510878657901949e-22,1.4367945248610365e-17,8.2754332010840963e-23,1.2100016022939677e-15,3.1296094869616776e-41,2.9607069105777156e-41,2.9607070799974653e-41,3.3033022573397881e-21,9.9591393685953976e-24,9.6980681480162298e-20,1.0496337510759996e-22,9.2339686303591489e-25,3.4679888359911311e-25,8.7430273696216224e-30,2.587246878552567e-34,1.9819510987760624e-35,1.6549746128744147e-40,2.4116083493929991e-44,6.5689683015345212e-42,2.7380559998332046e-37,8.2176892149450546e-44,1.0946063438375187e-17,2.7649935187078296e-23,7.0893851100316365e-27,1.3347256190668127e-27,2.6495367162877623e-28,9.7434724409811325e-28,1.588561550643662e-34,9.0503717677769061e-35,1.177264036665622e-33,1.2474450404367705e-38,3.8021312936768078e-34,7.1359519679052839e-39,2.2112462551250689e-40,2.3455595175617694e-38,2.7462063518707121e-39,2.7461741573962642e-39,5.9978662150853484e-45,1.0679490434880624e-32,2.0991484903079066e-35,3.4442505991856386e-39,9.2648674703211966e-43,1.9017593727641868e-43,1.2773948349295987e-47,3.4187790762297989e-48,1.3719058194820591e-54,6.5315099839646334e-36,1.4916658612027162e-37,2.6198770080765855e-44,1.8913710097922937e-55,3.3358048921255535e-60,1.6758799429467136e-60,1.4089771619127841e-43,1.1058919624810483e-19,5.3399448728298596e-25,2.5344828679253327e-25,8.1355639812471849e-24,2.7332699934592027e-46,4.1751780711909287e-48,7.0135094291768396e-48,1.2887437005394913e-52
3.165918331295887e-13,0.7141005756275297,2.7413191323560839e-14,2.0161576150550285e-21,2.026842707781144e-21,5.6174271435755049e-34,3.4232746004824707e-27,0.0,0.0,1.5446308208698345e-14,3.101427695596654e-24,154.0,0.0,0.99999986363357329,1.0,18.999999999969241,1.375033565944041e-08,2.5194351562215415e-08,4.5082705755468357e-08,4.5090605348698318e-08,3.120991873989255e-09,1.9297518204541828e-11,1.4747353310740064e-14,1.143803698711711e-11,4.0966489873209896e-09,3.0139265750452719e-19,2.0499711036568738e-14,1.4993611630247736e-14,6.4707224260220876e-18,6.4699630603327159e-18,6.3330605530984295e-22,1.9584457827631626e-17,1.2605963404318359e-22,1.5001286551204952e-15,6.6369914905579064e-41,6.2787999230646533e-41,6.278800322570464e-41,4.5613964888421166e-21,1.3747580918412119e-23,1.1923465077073187e-19,1.2951505804613253e-22,1.2341489459364841e-24,5.1908494566375297e-25,1.4628641385127367e-29,4.8331335236167021e-34,3.7024696662004239e-35,3.4479660410386649e-40,5.0266829560513812e-44,1.2518368665467844e-41,5.1149661914820659e-37,1.5728876990658703e-43,1.4920204666594947e-17,3.4278391356659725e-23,9.7851998971515597e-27,1.8100175207777874e-27,3.3406083564496586e-28,1.3763836678775989e-27,2.1927279648778123e-34,1.2492444846709123e-34,1.8617573771002591e-33,2.0377297220658674e-38,6.0127621591221459e-34,1.1418224199516412e-38,3.5023823141055682e-40,3.9839062342975933e-38,4.8581421421569128e-39,4.8580784857545262e-39,1.1859225447763212e-44,1.8147924757404228e-32,3.5654340108245147e-35,6.5191041348606798e-39,1.9527771692054723e-42,4.0060066353497558e-43,2.9569169256060631e-47,8.015539462570247e-48,3.5717137597464589e-54,1.0994623845360649e-35,2.8018023001705967e-37,5.1801275813922248e-44,4.9241762439079907e-55,9.6181019036584451e-60,4.8321229656778213e-60,2.4937039288282242e-43,1.5170249487123413e-19,7.3540214899952033e-25,3.4831250356207788e-25,1.2441741735287219e-23,4.8267178219406663e-46,8.242888658963691e-48,1.3679342282924928e-47,2.6198295042777115e-52
3.488522259666621e-13,0.7141005756275032,3.0206921437169343e-14,2.4482167073153521e-21,2.4641162758612626e-21,7.6278830961500704e-34,4.5836074517897968e-27,0.0,0.0,1.7356387024886708e-14,3.8211055017313731e-24,154.0,0.0,0.9999998497516055,1.0,18.999999999962771,1.5151480746756626e-08,2.7081751509767265e-08,4.9674423286798498e-08,4.9684123363953805e-08,3.7271094180813569e-09,2.342670897455428e-11,1.6250285136147064e-14,1.3772514368585022e-11,4.8922456905169076e-09,3.6589435746992022e-19,2.488995866433142e-14,1.82036324239144e-14,8.6567377937878377e-18,8.6556480528054107e-18,9.0555621627607125e-22,2.5874606734719942e-17,1.8418476612150845e-22,1.821399028616882e-15,1.3089893778563725e-40,1.2383449094420274e-40,1.2383449962827073e-40,6.1044729887601888e-21,1.8392117816102928e-23,1.4357162776370091e-19,1.5641034139714333e-22,1.5997854145529527e-24,7.4557691111660985e-25,2.324091883096536e-29,8.4839654360423382e-34,6.4993408777698818e-35,6.682680253682409e-40,9.7470531326622173e-44,2.2339747662239299e-41,8.9788859243049082e-37,2.8282660494549148e-43,1.9712282564528631e-17,4.1617966356656918e-23,1.3089765406441579e-26,2.3793801217725656e-27,4.1123075499787437e-28,1.8767581411792826e-27,2.9333431553048541e-34,1.6711899367955991e-34,2.8102301158175758e-33,3.159436599019812e-38,9.0759205208823033e-34,1.7400723473147731e-38,5.2933462258709823e-40,6.3954732953964301e-38,8.1129811286411313e-39,8.1128635814664673e-39,2.1899059329498359e-44,2.9272674609413596e-32,5.7483161890068711e-35,1.1592032973180921e-38,3.8286126686237181e-42,7.8494519904354375e-43,6.3089313408742096e-47,1.7326386692780566e-47,8.5154869999821863e-54,1.7568373554424614e-35,4.9441083192729825e-37,9.5655422195372366e-44,1.1740086304020754e-54,2.5326802883220269e-59,1.2724370230622734e-59,4.1663811788103974e-43,2.0168998389418678e-19,9.8086736595389545e-25,4.6378076254713982e-25,1.8249482473124572e-23,8.0462231279368565e-46,1.5198058647504376e-47,2.4974882486500338e-47,4.949269368506525e-52
3.8111261880373556e-13,0.7141005756274745,3.3000716862469733e-14,2.9222361058253043e-21,2.9450372527066453e-21,1.0092218328765073e-33,5.9815447741955188e-27,0.0,0.0,1.9328622813771265e-14,4.6267195719507501e-24,154.0,0.0,0.99999983587165275,1.0,18.999999999955715,1.6552625753267471e-08,2.8868671084284311e-08,5.4265741138661667e-08,5.4277446585710399e-08,4.3758044328697243e-09,2.7955109236585436e-11,1.7753153221738262e-14,1.63016265695064e-11,5.7437300625240654e-09,4.3663305070637192e-19,2.9705767879092279e-14,2.1724507630244416e-14,1.128667158889749e-17,1.1285159546879683e-17,1.2520046584771495e-21,3.3318853635012992e-17,2.6003735928449209e-22,2.1738114157856655e-15,2.4307987398705339e-40,2.2996122853271249e-40,2.2996124614562842e-40,7.9617507430801798e-21,2.3979900763664092e-23,1.699377979480408e-19,1.8558905618332978e-22,2.0224167000476438e-24,1.0352498655891891e-24,3.5385113294288068e-29,1.4149229777548024e-33,1.08395426643046e-34,1.2199617992736701e-39,1.780214176623078e-43,3.7776940750021852e-41,1.4974970767220853e-36,4.8302428018388749e-43,2.5383595549316569e-17,4.9668554283103309e-23,1.7064919943017317e-26,3.0488993087889787e-27,4.9646597546965245e-28,2.4862933538214918e-27,3.8242697449934813e-34,2.1787714191464788e-34,4.0835040804125508e-33,4.6955381977228129e-38,1.3188025778609298e-33,2.5485934412072339e-38,7.6996964331859303e-40,9.8056444468828416e-38,1.2924467616709498e-38,1.2924262408048953e-38,3.8230339457806284e-44,4.5234466937277541e-32,8.878522710062337e-35,1.9578453666581588e-38,7.0685251745745047e-42,1.4483270793108192e-42,1.2566089053276287e-46,3.4952791813761751e-47,1.8757795181971468e-53,2.6895722936704376e-35,8.2872100137568969e-37,1.6699070137392132e-43,2.5861174948761348e-54,6.0856352072999216e-59,3.057514607247067e-59,6.6404080083997104e-43,2.61334459253465e-19,1.2743287684570942e-24,6.0168184806062553e-25,2.5864731301307885e-23,1.2795385159562472e-45,2.6491741136422582e-47,4.3183995455025896e-47,8.8055942792491937e-52
4.13373011640809e-13,0.7141005756274431,3.5794577596848552e-14,3.4382278684585344e-21,3.4699380390138116e-21,1.3064979338004053e-33,7.639762437379024e-27,0.0,0.0,2.1363013629608698e-14,5.5211583101100365e-24,154.0,0.0,0.99999982199360782,1.0,18.99999999994807,1.7953770678975687e-08,3.0560459605158448e-08,5.8856659514592781e-08,5.8870580042414735e-08,5.0648102008354599e-09,3.2882515501580259e-11,1.925595921290904e-14,1.9020345160265777e-11,6.6481267847299242e-09,5.1360555803129353e-19,3.4947120856254453e-14,2.5556169062682924e-14,1.4401522407495484e-17,1.4399482600814838e-17,1.6830685871892764e-21,4.1993374639271289e-17,3.5673809339367415e-22,2.5573645438035553e-15,4.2924905347459651e-40,4.0608325442242921e-40,4.0608328815879352e-40,1.0162481879608737e-20,3.059806523470145e-23,1.9828073671048234e-19,2.1699256447576345e-22,2.5038356250220169e-24,1.3973908087314095e-24,5.1991852902163327e-29,2.2608071996662648e-33,1.7320062451717115e-34,2.1184759002589452e-39,3.0928051905926962e-43,6.1077276207760157e-41,2.392799838882059e-36,7.901234836901525e-43,3.1992177094318541e-17,5.8430050524025059e-23,2.1772466669464842e-26,3.8241951129953372e-27,5.8976857065815883e-28,3.2158108196705806e-27,4.8793624788936045e-34,2.7798823293550441e-34,5.7487442389826251e-33,6.7384134164482278e-38,1.8565980721173245e-33,3.6119395864271815e-38,1.0849080683733321e-39,1.4471805446142822e-37,1.9796485559723646e-38,1.9796143692688852e-38,6.3689674556514654e-44,6.7434342478772224e-32,1.3229562936598426e-34,3.1672605614589623e-38,1.2411333446801265e-41,2.5415292725427678e-42,2.364164591815742e-46,6.6601518237996798e-47,3.8787276586225223e-53,3.9725391783098382e-35,1.3305611099018608e-36,2.7819746360006258e-43,5.3476200433605349e-54,1.3660527520669407e-58,6.8633664244258484e-59,1.0175916767360862e-42,3.3139845962648587e-19,1.6196230619432865e-24,7.6379721909050732e-25,3.5618932499232008e-23,1.9563981543728418e-45,4.4066618306040636e-47,7.1353497940184751e-47,1.4905679548682789e-51
4.4563340447788245e-13,0.7141005756274097,3.8588503637766332e-14,3.99620404739706e-21,4.0391758876525917e-21,1.660284460263477e-33,9.5811148433771333e-27,0.0,0.0,2.3459557560569453e-14,6.5073174794202046e-24,154.0,0.0,0.99999980811736944,1.0,18.999999999939831,1.9354915523883879e-08,3.2162181658489152e-08,6.3447178618021969e-08,6.3463528632569367e-08,5.7919806571810546e-09,3.8208724384252171e-11,2.0758704712533391e-14,2.1923771654277911e-11,7.6026189086252484e-09,5.9680870188330269e-19,4.0614000231151268e-14,2.969854855740002e-14,1.804227984164322e-17,1.8039592843799531e-17,2.2093870550825474e-21,5.1970288000371804e-17,4.7761078850970669e-22,2.9720571731561301e-15,7.261552109059334e-40,6.8696610464059847e-40,6.8696616613305716e-40,1.2735951639108627e-20,3.8333731526743946e-23,2.2854937417743084e-19,2.5056378281700293e-22,3.0455653459974109e-24,1.8415507034476641e-24,7.412122829160255e-29,3.4833708030638733e-33,2.6686610345121955e-34,3.5252396570616442e-39,5.1489643544626786e-43,9.5066776266795869e-41,3.6868224873879832e-36,1.2459211147424257e-42,3.9592969199381599e-17,6.7902351703552668e-23,2.7274173685890374e-26,4.7104575075165641e-27,6.9113978228148155e-28,4.0761312469648462e-27,6.1124682417829137e-34,3.4824115869141684e-34,7.8794602496598391e-33,9.3898483758273059e-38,2.5447176415962519e-33,4.9789710808385875e-38,1.4881238902474102e-39,2.0683638248407824e-37,2.933189361011156e-38,2.9331346222888872e-38,1.0197786151839898e-43,9.7509336259643404e-32,1.9120707064946465e-34,4.939453507819285e-38,2.0877677118505303e-41,4.2726698439067954e-42,4.2344021900965398e-46,1.2077744215987048e-46,7.5763522134940821e-53,5.6916313694431976e-35,2.0595819176777459e-36,4.4544084635632373e-43,1.04456632258829e-53,2.8705495337368206e-58,1.4422526126305866e-58,1.5084417409213306e-42,4.1262477884838896e-19,2.0204876167902519e-24,9.5186220608258479e-25,4.7868382659497834e-23,2.8935958660087761e-45,7.0450913720460634e-47,1.1343815850660001e-46,2.4192430349241675e-51
4.778937973149559e-13,0.7141005756273738,4.138249498275566e-14,4.5961766891502544e-21,4.6531322405641785e-21,2.0764623199692783e-33,1.1828647579888701e-26,0.0,0.0,2.561825272784569e-14,7.5881001998175382e-24,154.0,0.0,0.9999997942428408,1.0,18.999999999931024,2.0756060287994517e-08,3.3678632234360704e-08,6.8037298652274991e-08,6.8056297128197738e-08,6.5552839755692439e-09,4.3933532602848759e-11,2.2261391282099686e-14,2.5007134043260954e-11,8.6045394363736101e-09,6.8623930631857071e-19,4.6706389086812266e-14,3.4151577973245686e-14,2.2249924516280957e-17,2.2246456559617432e-17,2.8417838016467892e-21,6.331786984143335e-17,6.2617286174736175e-22,3.4178880967525018e-15,1.1841272406984447e-39,1.1202226246992241e-39,1.1202227322041553e-39,1.5711478341329625e-20,4.7274004925256193e-23,2.6069395909295931e-19,2.8624712981311543e-22,3.6488967798656987e-24,2.3775070607413089e-24,1.0296581043821067e-28,5.2019906275477344e-33,3.9853923493553309e-34,5.6560128892028087e-39,8.2650149319564036e-43,1.4323205311211297e-40,5.5059441142415769e-36,1.9037477177664117e-42,4.8237986743021285e-17,7.8085355629099054e-23,3.3631774211921611e-26,5.7124785501294401e-27,8.0058093781333034e-28,5.0780736558709733e-27,7.5374260990684088e-34,4.2942436564237678e-34,1.0555501648133948e-32,1.276102979034766e-37,3.4089476559715542e-33,6.7028514816395529e-38,1.9947993986750724e-39,2.8763292183721958e-37,4.2241607242218281e-38,4.2240760018725737e-38,1.5783697814957343e-43,1.3734712529633127e-31,2.6919738829691663e-34,7.4645440400386262e-38,3.3855287707959591e-41,6.9244159426610953e-42,7.27515524542494e-46,2.1009403317580103e-46,1.4132701210469813e-52,7.9440574461419328e-35,3.089390494147001e-36,6.8943431828058336e-43,1.948523986768769e-53,5.7406331185118146e-58,2.8843168239565855e-58,2.1733600621168361e-42,5.0573699238049351e-19,2.4805631051339971e-24,1.1675672414383799e-24,6.2993567593872051e-23,4.1597443940487519e-45,1.0887510804029515e-46,1.744814359303288e-46,3.7882045730346866e-51
5.101541901520294e-13,0.7141005756273355,4.4176551629419454e-14,5.238157834535835e-21,5.3122121340908332e-21,2.5611256963993024e-33,1.4405609813295188e-26,0.0,0.0,2.7839097284845379e-14,8.7664169529208456e-24,154.0,0.0,0.99999978036993165,1.0,18.999999999921638,2.2157204971309939e-08,3.5114350982119203e-08,7.2627019820572851e-08,7.264889017793976e-08,7.3527965276001238e-09,5.0056736979376245e-11,2.3764020442726663e-14,2.8265783701640321e-11,9.6513633919538966e-09,7.8189419701433939e-19,5.3224270942960567e-14,3.8915189191806147e-14,2.7065428040253584e-17,2.7061030682627696e-17,3.5912312239237458e-21,7.6100757313817357e-17,8.0612640177921769e-22,3.8948561391291538e-15,1.8700789321198814e-39,1.7691555579210674e-39,1.7691557390621817e-39,1.9118413359268421e-20,5.7505975688207067e-23,2.9466602654523412e-19,3.2398837715351544e-22,4.3149252187908788e-24,3.0152273072092122e-24,1.3985386251956291e-28,7.5606062987042972e-33,5.7924990138251588e-34,8.7907541957289611e-39,1.2851713413245621e-42,2.0979777474332487e-40,8.0025535973740467e-36,2.8302470725587235e-42,5.7976472258072324e-17,8.897896124204418e-23,4.0906966598614498e-26,6.8346832699642746e-27,9.1809389580750987e-28,6.2324549420291868e-27,9.1680672994568221e-34,5.2232585491122245e-34,1.3863063580745509e-32,1.6972555042736554e-37,4.477123589128772e-33,8.8410515100783904e-38,2.621326268885925e-39,3.9065579293963333e-37,5.9353313799986093e-38,5.9352040533563916e-38,2.3720817084972977e-43,1.8910058125885805e-31,3.7045704835730155e-34,1.0975844050048961e-37,5.3169832969617376e-41,1.0868322233099433e-41,1.2050043752953358e-45,3.5223363503697846e-46,2.5273457887328428e-52,1.0838707421484813e-34,4.5092369446514163e-36,1.0361288981877374e-42,3.4845751214432738e-53,1.093739752229828e-57,5.4954554647397964e-58,3.0551937143661412e-42,6.1143992768498947e-19,3.0033958485524228e-24,1.4125589589620462e-24,8.1398567679695668e-23,5.8344507528647893e-45,1.6337660880338657e-46,2.6077823875738853e-46,5.7506277425854594e-51
