Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448)
3.858599958671686e-08,0.7140975633048302,3.2798798926680947e-08,2.4403373518895315e-10,2.9420219624871897e-08,1.4854167590812865e-13,5.6059573398717726e-09,0.0,0.0,4.1742910102892315e-05,5.354967423747199e-07,154.0,0.0,0.98345437418347448,1.0,18.999044215703176,0.0016191181030261986,5.9767248940107106e-08,0.004296124349625857,0.0053521115324541681,0.0016651769562648145,0.00088654224586795602,1.751051524756809e-09,1.1515889855081182e-05,0.0021910484809703752,1.3850756486558586e-11,0.00029591230080396183,2.1897889776481982e-06,0.00017524878482537201,0.00017512229540005391,4.9834127103870213e-08,1.2891918981251203e-07,3.205382920977737e-08,3.498988891122608e-05,5.7007675423295587e-09,7.807222928230402e-09,7.887931802529117e-09,1.5324778323501296e-05,7.2369094005793186e-10,1.2005886557514177e-13,1.6625004873746969e-14,2.6336528757117885e-13,2.5217070773119895e-09,7.9113225871078466e-09,1.0898027466242461e-09,6.4225268780085185e-10,2.2741584387321992e-10,8.9476033935813175e-12,2.610893173154023e-16,4.3677799164944364e-11,8.0500008066760676e-12,9.5572044754145664e-08,2.2924668567611348e-12,4.7071434180867436e-13,5.6061401806322896e-16,1.2743756671482059e-15,4.7610753630521413e-12,1.055224690449158e-20,6.0118811307226832e-21,6.6767869975197415e-13,9.8999712532246911e-18,1.1245442193867825e-13,2.3635312917929983e-18,6.6370411568116991e-20,1.8123700340986838e-17,1.0998511981737239e-13,4.0155913030976151e-14,1.2989415264590119e-14,1.7965617189787319e-09,2.2026340539359555e-13,1.3368073337095399e-12,2.1353539493439614e-12,1.1919245969699486e-14,2.3156554359843738e-16,1.2932315839651525e-12,3.6743465964991363e-15,2.3771004859441818e-17,9.4749307579040343e-14,5.7091144978857558e-14,4.4367161930647672e-15,4.9033809556401331e-16,6.5823112273923903e-15,5.0406037852077631e-15,1.1481919675668605e-09,5.7594512685351396e-15,2.6785484281969491e-15,2.2367299993234107e-08,6.2897611906640475e-21,1.0657310503329078e-17,2.6380851283884269e-16,4.4789670317942607e-22
3.984374400576763e-08,0.7140974919510461,3.4415036706246674e-08,2.6488620166886608e-10,3.1956473107670911e-08,1.7164249074906913e-13,6.2659257994228935e-09,0.0,0.0,4.4423782816054185e-05,6.0725826591277764e-07,154.0,0.0,0.98291628733962111,1.0,18.999012541734004,0.0016700187050939651,5.9738609484613424e-08,0.0044269051515529395,0.0055214242081446305,0.0017189096501686245,0.00091358343036438132,1.8064427597502017e-09,1.1880185557063192e-05,0.0022619299836373077,1.4273230276002993e-11,0.00031522273596682192,2.2569053160031177e-06,0.00018668269107948883,0.00018654333741935513,5.3084116549871639e-08,1.3324866822032192e-07,3.4144284563383777e-08,3.7733954239198129e-05,6.6116660893463176e-09,9.1503237069108622e-09,9.2480527480300716e-09,1.6831514248893609e-05,7.80778112061845e-10,1.2385682902257866e-13,1.7922368837121529e-14,2.8929650693629197e-13,2.7849515402793457e-09,9.0257372225804821e-09,1.2443193563867241e-09,7.3940980527994676e-10,2.6383557244310126e-10,1.0895090177918566e-11,3.0058575560005513e-16,5.1662476524781217e-11,9.593275049587949e-12,9.8770668939458567e-08,2.5681115101371026e-12,5.274075861002764e-13,6.2802247515256367e-16,1.4457297305476193e-15,5.402660390915025e-12,1.1823168690816408e-20,6.7359573180124544e-21,7.792553603272213e-13,1.1554369432543978e-17,1.2939902708308216e-13,2.7196634264315083e-18,7.6371089415130688e-20,2.0854549081938528e-17,1.3051394597674587e-13,4.6702384873923593e-14,1.5587561511754643e-14,2.0895681886485637e-09,2.5659425184935391e-13,1.5897508799709262e-12,2.5422414998122998e-12,1.4174944765822787e-14,2.7569022629003356e-16,1.590581134273012e-12,4.524801831378933e-15,2.6637101070798565e-17,1.0968665567683927e-13,6.8523323017676589e-14,5.5294446245263751e-15,6.1177410148289524e-16,8.4841879331344638e-15,6.2518770585964814e-15,1.1855204233887369e-09,5.9466854149005661e-15,2.7656254218584182e-15,2.3869142201038055e-08,7.800697184439039e-21,1.3617516068768689e-17,3.151353275214392e-16,5.7230494986204126e-22
4.1101488424818405e-08,0.7140974221363702,3.6046896512842343e-08,2.8676809089404524e-10,3.4645950419837084e-08,1.9738927501481823e-13,6.9834503653182203e-09,0.0,0.0,4.7181142813863418e-05,6.8587939208306393e-07,154.0,0.0,0.98237832791134372,1.0,18.998980817480074,0.0017208031156857851,5.9709975202445108e-08,0.0045570802492240579,0.0056903714098781189,0.001772607966427998,0.0009404991679045772,1.8617142403528149e-09,1.224369367037474e-05,0.0023327775274033301,1.4693744164209991e-11,0.00033512308538990098,2.323711169690107e-06,0.00019846095152414452,0.00019830760722727689,5.6431767608386219e-08,1.3757607308907233e-07,3.6297558549263924e-08,4.0605634256897249e-05,7.630144239675881e-09,1.0670448425586297e-08,1.0788072330083543e-08,1.843099435508062e-05,8.4053455492609432e-10,1.2764658146734583e-13,1.9279845879387226e-14,3.1682698501732135e-13,3.065503542149025e-09,1.0252690721052948e-08,1.4145398621288682e-09,8.4718000675994492e-10,3.0448030925480721e-10,1.3181496627686971e-11,3.4439664003206079e-16,6.0778518844576511e-11,1.1376484019714019e-11,1.0196724746432387e-07,2.8685416173863852e-12,5.892059525485826e-13,7.0149222264253157e-16,1.6343757397678038e-15,6.1091206658746979e-12,1.3208534641646796e-20,7.5252352314709543e-21,9.0545357762416071e-13,1.3425568251112024e-17,1.48274057463061e-13,3.1163673827176132e-18,8.7511101061761465e-20,2.3896506346567679e-17,1.5408495096731047e-13,5.4060481858483605e-14,1.8599590977158916e-14,2.4190927585419619e-09,2.9750995951632817e-13,1.8800973890576111e-12,3.0097170179032602e-12,1.6764252686815244e-14,3.2638538244909082e-16,1.9434380326990451e-12,5.5350549051498747e-15,2.9740976211904687e-17,1.2639387595811362e-13,8.1779587846743907e-14,6.8415022825115052e-15,7.5771772981171609e-16,1.0845508766416112e-14,7.7052800239746998e-15,1.2227953758341429e-09,6.1336505671621199e-15,2.8525773144232165e-15,2.5418994530293707e-08,9.6135880218204569e-21,1.727485816890763e-17,3.746501540973012e-16,7.26011418001858e-22
4.235923284386918e-08,0.7140973538458643,3.7693303049780576e-08,3.0969600797533931e-10,3.7494796850713815e-08,2.259797083795865e-13,7.7621132971529188e-09,0.0,0.0,5.0014247853510433e-05,7.7176332699256477e-07,154.0,0.0,0.98184050023837599,1.0,18.998949041252111,0.0017714715400735364,5.9681346357554155e-08,0.0046866478054498808,0.0058589496617353944,0.0018262719152752995,0.00096728908019986322,1.9168648289899816e-09,1.2606406713389048e-05,0.0024035911189686766,1.511229224104452e-11,0.00035561139666792678,2.3902055927350513e-06,0.00021058196701883973,0.00021041341929499562,5.9876600118245011e-08,1.4190140480308981e-07,3.8513342310778637e-08,4.3607208100039165e-05,8.7645784184452879e-09,1.2384200122439499e-08,1.2524965689062699e-08,2.0125619157789198e-05,9.0300817964370346e-10,1.3142804490977193e-13,2.0698508893189757e-14,3.4599824534534538e-13,3.3638527207095264e-09,1.1599281103422965e-08,1.6014610419533693e-09,9.6629593289890091e-10,3.4966148225573005e-10,1.5851875034166335e-11,3.9281980484082328e-16,7.1142592084091203e-11,1.3429082639693311e-11,1.0516178091965366e-07,3.1953521386197385e-12,6.5643827551178084e-13,7.8141331059539603e-16,1.8415448937100269e-15,6.8850826694950927e-12,1.4715716406915737e-20,8.3839146859373544e-21,1.0477005857435848e-12,1.553472998613199e-17,1.6923417660210217e-13,3.5568936186293582e-18,9.9881728667182913e-20,2.7274496996500524e-17,1.8103930389414742e-13,6.2301246275767155e-14,2.2075524532331953e-14,2.7883547471397526e-09,3.4342072882350993e-13,2.2119021867796294e-12,3.5443962420871535e-12,1.972334639220826e-14,3.8436846221359932e-16,2.3598937699287961e-12,6.7285518884707802e-15,3.309403470591213e-17,1.4501536901279819e-13,9.7080949769196674e-14,8.4074447331836864e-15,9.32051244699925e-16,1.3756767350931936e-14,9.440045930016473e-15,1.2600180668311718e-09,6.3203529530734049e-15,2.939407002233387e-15,2.7016788907284229e-08,1.177735205482456e-20,2.1765885224214452e-17,4.4340593530194345e-16,9.1475469212512939e-22
4.361697726291995e-08,0.714097287064655,3.9353233731839279e-08,3.3368681525511666e-10,4.0509254709615878e-08,2.5761818305517692e-13,8.6056486188565134e-09,0.0,0.0,5.2922344438625e-05,8.6532206647442061e-07,154.0,0.0,0.9813028086326111,1.0,18.99891721138577,0.0018220241834150499,5.9652723212221656e-08,0.0048156060330961448,0.0060271555209494712,0.0018799015071790388,0.00099395279931188555,1.9718933989314813e-09,1.2968317275800078e-05,0.0024743707653401273,1.5528868758078257e-11,0.00037668570754957446,2.4563876648354828e-06,0.00022304413362430505,0.00022285907862101278,6.3418131221990002e-08,1.4622466377091462e-07,4.079132525702952e-08,4.6740936381817262e-05,1.0023658114869605e-08,1.4309134146710873e-08,1.4476694545154294e-08,2.1917755848999418e-05,9.6824650931288692e-10,1.3520114209373968e-13,2.2179422037732132e-14,3.7685123692869049e-13,3.6804825313359939e-09,1.3072791269357859e-08,1.8061058148787806e-09,1.0975118218914067e-09,3.9970049257515737e-10,1.8955506338030083e-11,4.4616186412355403e-16,8.2879151642042958e-11,1.5783269948551954e-11,1.0835426991396701e-07,3.550213495750312e-12,7.2944895008283679e-13,8.681942434010698e-16,2.068528530600972e-15,7.7353989745679627e-12,1.6352434469598265e-20,9.3163942352305229e-21,1.2075203414632443e-12,1.790445106845196e-17,1.9244206214389886e-13,4.0446610075611805e-18,1.135789843112826e-19,3.1014737321995874e-17,2.1174514084576097e-13,7.1499671758010878e-14,2.6069631408419411e-14,3.2007434960366457e-09,3.9475887196976729e-13,2.5895042914297047e-12,4.1533612530004069e-12,2.3090933677928749e-14,4.5040748903582286e-16,2.8489028799330347e-12,8.1312561937909312e-15,3.67079090091969e-17,1.6570236650346828e-13,1.1466726998597083e-13,1.0265842860201507e-14,1.1391105311397904e-15,1.7322451551303957e-14,1.1500377796765981e-14,1.297189830566451e-09,6.5067992630891833e-15,3.0261175968194312e-15,2.8662458916070284e-08,1.4347103585143777e-20,2.7248810835488724e-17,5.2256259954043111e-16,1.1451838417041625e-21
4.487472168197072e-08,0.7140972217779331,4.1025716036421307e-08,3.5875772285158298e-10,4.3695657035641528e-08,2.9251567756490879e-13,9.5179450026106435e-09,0.0,0.0,5.5904668131794619e-05,9.6697613935474541e-07,154.0,0.0,0.98076525737780829,1.0,18.998885326241588,0.0018724612507527759,5.9624106027039944e-08,0.0049439531950808309,0.0061949855781763697,0.0019334967528423217,0.0010204899676519378,2.0267988343805033e-09,1.3329418019207669e-05,0.0025451164738289995,1.5943468128579016e-11,0.00039834404609096413,2.5222564913597919e-06,0.00023584584273452058,0.00023564288078400773,6.7055875380915281e-08,1.505458504206703e-07,4.3131195072533857e-08,5.000906097812621e-05,1.1416382359879517e-08,1.6463777999852384e-08,1.6662228966438511e-08,2.3809738256079396e-05,1.0362966746154013e-09,1.3896579651278623e-13,2.3723640637643802e-14,4.0942633352609732e-13,4.0158702322068216e-09,1.4680685965261761e-08,2.0295228117615764e-09,1.2416031737862954e-09,4.5492856465909019e-10,2.2546136813936525e-11,5.0473807538314732e-16,9.6120692205607928e-11,1.8474168420065467e-11,1.1154471507041418e-07,3.9348748078928194e-12,8.0859859977203814e-13,9.6226277100369206e-16,2.3166807006751047e-15,8.6651579166903663e-12,1.8126773113496506e-20,1.032727969967357e-20,1.3865378901018938e-12,2.0558826817337063e-17,2.1806872146292195e-13,4.5832634701543322e-18,1.2870379626750573e-19,3.5144785895516074e-17,2.4659895380346706e-13,8.1734852840619236e-14,3.0640656790784676e-14,3.6598210737228441e-09,4.5197918551509933e-13,3.017534952650159e-12,4.8441746654783004e-12,2.6908329668379492e-14,5.2532259877994481e-16,3.4203419563974293e-12,9.7718219515454613e-15,4.0594473655686742e-17,1.8861307049188247e-13,1.3479827776335068e-13,1.2459586775784116e-14,1.3837196345334193e-15,2.1662639329215265e-14,1.3935916393256689e-14,1.3343120939322714e-09,6.6929966526055408e-15,3.1127124259421334e-15,3.0355939917533023e-08,1.7384736279641348e-20,3.3906197091591184e-17,6.1339537659889446e-16,1.4249711848170153e-21
4.613246610102149e-08,0.7140971579709534,4.270982498959926e-08,3.8492637946296771e-10,4.7060421424575488e-08,3.3088962515475038e-13,1.0503048525928719e-08,0.0,0.0,5.8960443868645477e-05,1.0771543493249146e-06,154.0,0.0,0.98022785072931373,1.0,18.99885338420496,0.0019227829470124397,5.9595495060895436e-08,0.0050716876043627188,0.0063624364577596505,0.0019870576632012769,0.0010469002379785081,2.0815800305605754e-09,1.3689701677689248e-05,0.0026158282520491139,1.6356084927472394e-11,0.00042058443080962555,2.587811203342024e-06,0.00024898548120871823,0.00024876311199851039,7.0789344390913279e-08,1.5486496519612374e-07,4.5532637727417219e-08,5.3413804816232991e-05,1.2952055959188244e-08,1.886765060413885e-08,1.9101568603221845e-08,2.5803866807121584e-05,1.1072054093669597e-09,1.4272193241606362e-13,2.5332211083474693e-14,4.4376333302694372e-13,4.3704868707155631e-09,1.643060874646562e-08,2.2727859454253288e-09,1.3993664138000957e-09,5.1568659582626103e-10,2.6682218686645088e-11,5.6887220265780641e-16,1.1100799670104372e-10,2.1540009635617447e-11,1.1473311702419707e-07,4.3511672155118821e-12,8.9426476258569376e-13,1.0640667018326221e-15,2.587420846039777e-15,9.6796936707625161e-12,2.0047195803420837e-20,1.1421392928570859e-20,1.5864839062589208e-12,2.3523518768206151e-17,2.4629382501960827e-13,5.176476978995247e-18,1.4536220574854303e-19,3.969359728449969e-17,2.8602703471109741e-13,9.3090143774901163e-14,3.5852057838901983e-14,4.1693248368561176e-09,5.155593044199485e-13,3.5009259682218323e-12,5.6248934559105713e-12,3.1219531026051419e-14,6.0998753927171052e-16,4.0850703428615491e-12,1.1681772356803755e-14,4.4765861033897611e-17,2.1391280161073484e-13,1.5775462527189665e-13,1.5036199921873549e-14,1.671226468299365e-15,2.6914712977529407e-14,1.6802239045278649e-14,1.3713863768880555e-09,6.8789527437702887e-15,3.1991950344345312e-15,3.209716916893649e-08,2.0959545021268048e-20,4.1947884218321243e-17,7.1730357137396899e-16,1.7629354036033021e-21
4.7390210520072264e-08,0.7140970956290388,4.4404680780193673e-08,4.122109634577227e-10,5.0610043972712591e-08,3.7296377737017236e-13,1.1565165302669053e-08,0.0,0.0,6.2088886273312693e-05,1.1962935155736511e-06,154.0,0.0,0.97969059291378091,1.0,18.998821383686174,0.00197298947700168,5.9566890570951721e-08,0.0051988076239213562,0.0065295048179886015,0.0020405842494234726,0.0010731832733930408,2.1362358938004124e-09,1.4049161058357825e-05,0.0026865061079147418,1.6766713891275588e-11,0.00044340487083890305,2.6530509574722644e-06,0.00026246143150334675,0.00026221804917333531,7.4618047399108768e-08,1.5918200855816621e-07,4.7995337488112926e-08,5.6957371666965451e-05,1.4640285500672189e-08,2.1541280998878953e-08,2.1815763387608228e-08,2.7902408502452573e-05,1.1810190461411948e-09,1.4646947481415604e-13,2.7006170733847423e-14,4.7990145693814241e-13,4.7447972711056278e-09,1.833037893430622e-08,2.5369939800903603e-09,1.5716185547180653e-09,5.8232500529597626e-10,3.1427154469543718e-11,6.3889637927975131e-16,1.2769038426574962e-10,2.5022326243398929e-11,1.1791947642350584e-07,4.8010072890075076e-12,9.8684259461092573e-13,1.1740747363833196e-15,2.8822365847843608e-15,1.0784596721385042e-11,2.2122560957814165e-20,1.2603780786269763e-20,1.8091994163389772e-12,2.6825824695782561e-17,2.7730605739335036e-13,5.8282669347723974e-18,1.6366557408542828e-19,4.4691578612528425e-17,3.3048697772190516e-13,1.056533267438284e-13,4.1772248666305047e-14,4.733169848689949e-09,5.8600003745711146e-13,4.0449177707011093e-12,6.504082411346668e-12,3.6071288106592785e-14,7.0533112882806337e-16,4.8549924452351379e-12,1.3895682835571802e-14,4.9234478902806821e-17,2.4177415710951973e-13,1.8383898242367566e-13,1.8048163106241217e-14,2.00753966056258e-15,3.3235195587749229e-14,2.0161390689934559e-14,1.4084142927358742e-09,7.064675626862153e-15,3.2855691848433307e-15,3.3886085943898133e-08,2.5148887961507394e-20,5.1614182312965376e-17,8.3581981075096657e-16,2.1691756730787276e-21
4.8647954939123036e-08,0.714097034737576,4.6109446495416828e-08,4.4063027427114215e-10,5.4351093337396743e-08,4.1896806328632006e-13,1.2708663988787417e-08,0.0,0.0,6.5289199975127784e-05,1.3248382123315849e-06,154.0,0.0,0.9791534881289039,1.0,18.998789323120302,0.0020230810454086785,5.953829281263312e-08,0.0053253116667284642,0.0066961873513500629,0.0020940765229063114,0.0010993387473339346,2.1907653416166751e-09,1.4407789041906392e-05,0.0027571500496385228,1.7175349918003621e-11,0.000466803366082777,2.717974936082627e-06,0.00027627207180397573,0.00027600595997272188,7.8541490921265729e-08,1.634969809874297e-07,5.0518976928558528e-08,6.0641945940488101e-05,1.6490975153378877e-08,2.450622646441322e-08,2.4826933697346836e-08,3.0107596892287192e-05,1.2577835119686349e-09,1.5020834948475549e-13,2.8746547819300379e-14,5.1787934997719512e-13,5.1392600233176539e-09,2.0387988568780652e-08,2.8232701002005805e-09,1.7591968584779738e-09,6.5520358273873069e-10,3.6849544818560592e-11,7.1515097030169395e-16,1.4632595716290287e-10,2.8966150125437357e-11,1.2110379393120421e-07,5.2864005172770751e-12,1.0867455901851986e-12,1.2927773203572634e-15,3.2026865962176622e-15,1.1985724715465803e-11,2.4362138093164879e-20,1.387972435003979e-20,2.056640709424944e-12,3.0494751429976685e-17,3.1130348586003117e-13,6.5427959110857856e-18,1.8373080026139882e-19,5.0170648947373945e-17,3.8046924262381289e-13,1.1951678958417278e-13,4.8474854821326903e-14,5.3554511544139645e-09,6.6382568393470196e-13,4.6550672764763259e-12,7.4908271878583674e-12,4.1513174993021239e-14,8.1233867241199275e-16,5.7431216140836724e-12,1.6451368876100713e-14,5.4013029652621253e-17,2.7237717980601905e-13,2.1337717406158569e-13,2.1553248208244555e-14,2.3991665097955574e-15,4.0801713511335506e-14,2.4082448653078971e-14,1.4453975483086214e-09,7.250173861231793e-15,3.371838857866548e-15,3.5722631652657785e-08,3.0038890614571311e-20,6.3179341616044655e-17,9.706197792276202e-16,2.6552174945738433e-21
4.990569935817381e-08,0.7140969752820193,4.7823325971901881e-08,4.7020382412377116e-10,5.8290204914025756e-08,4.6913844484703897e-13,1.3938078163688638e-08,0.0,0.0,6.8560579926351848e-05,1.4632405074806928e-06,154.0,0.0,0.9786165405431535,1.0,18.998757200967223,0.0020730578568007741,5.9509702039608683e-08,0.0054511981957107887,0.0068624807847738004,0.0021475344952754149,0.0011253663435687687,2.245167302794626e-09,1.476557858313829e-05,0.0028277600857293779,1.7581988067047864e-11,0.00049077790737107169,2.7825823471288539e-06,0.00029041577615711636,0.00029012510288012799,8.2559178859951366e-08,1.6780988298398247e-07,5.3103236941879294e-08,6.446969248573234e-05,1.8514322274338261e-08,2.7785090074204512e-08,2.8158289983105603e-08,3.2421632060495644e-05,1.3375443241121155e-09,1.5393848297819116e-13,3.0554361347853477e-14,5.5773507977080517e-13,5.5543274730244348e-09,2.261159935745716e-08,3.1327614787434843e-09,1.9629584970448389e-09,7.3469133641210156e-10,4.3023439694477014e-11,7.9798443463507205e-16,1.6708184656005675e-10,3.3420216682756824e-11,1.2428607022461704e-07,5.8094448716653085e-12,1.1944063177024685e-12,1.4206875162387525e-15,3.5504036039165283e-15,1.3289213684584257e-11,2.6775624318953989e-20,1.5254748307659889e-20,2.3308844426990842e-12,3.4561090556428865e-17,3.4849394632388624e-13,7.324431763905988e-18,2.0568054868825149e-19,5.6164301485228238e-17,4.3649878241115328e-13,1.3477771307713334e-13,5.6038977810673542e-14,6.0404459132697121e-09,7.4958433168408948e-13,5.3372554903569643e-12,8.5947469665737734e-12,4.7597657347605183e-14,9.3205333415610561e-16,6.7636455424158108e-12,1.9390078365584746e-14,5.9114531316202722e-17,3.0590953897969141e-13,2.4671936186109862e-13,2.5614861277159842e-14,2.853252017918598e-15,4.9815088470210713e-14,2.8642122683095719e-14,1.4823379440713683e-09,7.4354564758072755e-15,3.458008252588589e-15,3.7606749962533933e-08,3.5725193905075314e-20,7.6955318498330607e-17,1.1235324593437173e-15,3.2341709555857394e-21
5.116344377722458e-08,0.7140969172478898,4.9545561756215611e-08,5.0095193007212594e-10,6.2434075129225076e-08,5.2371676873867945e-13,1.5258108588092757e-08,0.0,0.0,7.1902211720783406e-05,1.6119597003804755e-06,154.0,0.0,0.97807975429551997,1.0,18.998725015711592,0.0021229201156230709,5.9481118503776339e-08,0.0055764657237044679,0.007028381879871393,0.0022009581783829996,0.0011512657561847754,2.2994407174666485e-09,1.5122522711483677e-05,0.002898336224990394,1.7986623559027205e-11,0.00051532647661502553,2.8468724241675572e-06,0.00030489091460193649,0.00030457372726462459,8.6670612523442834e-08,1.7212071506551118e-07,5.5747796752549378e-08,6.8442756393547737e-05,2.0720812838255291e-08,3.1401537675462937e-08,3.1834151858449076e-08,3.484668061444955e-05,1.4203465859200246e-09,1.5765980262281382e-13,3.2430621012327891e-14,5.9950613665845018e-13,5.9904457128443985e-09,2.5009539621317598e-08,3.4666388451582554e-09,2.1837802126802236e-09,8.2116634094126712e-10,5.0028592626952662e-11,8.8775318694215839e-16,1.9013445709352942e-10,3.8437175138237309e-11,1.2746630599433434e-07,6.3723344406416395e-12,1.310277170092982e-12,1.5583418921688313e-15,3.9270974530692494e-15,1.4701489623904287e-11,2.9373161161549069e-20,1.6734630542415007e-20,2.6341329472317959e-12,3.9057497088000075e-17,3.890954463576967e-13,8.1777561005073824e-18,2.2964348708000885e-19,6.2707668491433435e-17,4.9913673793112161e-13,1.5153826783166674e-13,6.4549470207234878e-14,6.7926153874141548e-09,8.4384813628247477e-13,6.0976948593520895e-12,9.8260066967042897e-12,5.4380158024789179e-14,1.0655774650968519e-15,7.9319931231514967e-12,2.2756688267975954e-14,6.4552340336607743e-17,3.4256672424759704e-13,2.8424127330294763e-13,3.0302394734865685e-14,3.37761896807916e-15,6.0501562860629581e-14,3.3925391832499022e-14,1.5192373741375044e-09,7.6205329691720418e-15,3.5440817865165073e-15,3.9538386918455841e-08,4.2313748153263976e-20,9.3295855092521282e-17,1.2965508934827077e-15,3.9209021693954856e-21
5.242118819627535e-08,0.7140968606207763,5.127543316925948e-08,5.3289580639747668e-10,6.6789455849849397e-08,5.8295061519432396e-13,1.66736253393764e-08,0.0,0.0,7.5313271913070363e-05,1.7714620590613364e-06,154.0,0.0,0.97754313349526656,1.0,18.998692765862753,0.0021726680261970246,5.9452542455247945e-08,0.0057011128134009,0.00719388743316855,0.002254347584306227,0.0011770366895775513,2.3535845371886145e-09,1.547861453150178e-05,0.0029688784765167071,1.8389251775611677e-11,0.00054044704696319559,2.910844426329097e-06,0.00031969585330184742,0.00031935007344984179,9.0875290645361673e-08,1.7642947776681552e-07,5.845233392902126e-08,7.2563262803638148e-05,2.3121216703982114e-08,3.5380314298855469e-08,3.5879966651910567e-08,3.7384875680911477e-05,1.5062349827587337e-09,1.6137223653023206e-13,3.4376327099449952e-14,6.4322943360034309e-13,6.4480545747384245e-09,2.7590301238212334e-08,3.826096052927737e-09,2.4225579776949418e-09,9.1501558479027631e-10,5.7950717875099558e-11,9.848214593181629e-16,2.1566971014126659e-10,4.407380474710513e-11,1.3064450194387622e-07,6.9773631304926532e-12,1.4348311290030761e-12,1.7063014269639257e-15,4.3345582784288757e-15,1.622928041378616e-11,3.216535169521815e-20,1.8325411893066701e-20,2.9687197395621299e-12,4.4018571187637029e-17,4.3333658505022045e-13,9.1075731015421034e-18,2.5575453424618979e-19,6.9837588949145601e-17,5.6898220248838387e-13,1.6990582074772571e-13,7.40972218817883e-14,7.6166067876042056e-09,9.472135814945581e-13,6.9429363698564692e-12,1.119532891582632e-11,6.1919120393556278e-14,1.2140738850632997e-15,9.2649027092683699e-12,2.6599905475084686e-14,7.0340176095891849e-17,3.8255225346643829e-13,3.2634548006889401e-13,3.5691588385518466e-14,3.9808090132723341e-15,7.3115161681857567e-14,4.0026179838852789e-14,1.5560978262004136e-09,7.8054133092191217e-15,3.6300640954191933e-15,4.1517491063461457e-08,4.9921655056667527e-20,1.1260089128104745e-16,1.4918434841852686e-15,4.7322186806601695e-21
5.3678932615326124e-08,0.7140968053863348,5.3012254469269547e-08,5.6605765733392422e-10,7.1363148907433645e-08,6.4709314409470735e-13,1.8189669825389035e-08,0.0,0.0,7.8792928338559156e-05,1.9422205569338147e-06,154.0,0.0,0.97700668222168485,1.0,18.998660449954727,0.0022223017927190305,5.942397414233422e-08,0.0058251380772841874,0.0073589942763308486,0.0023077027253455532,0.0012026788584380299,2.4075977250140988e-09,1.5833847223369005e-05,0.0030393868496933472,1.8789868259318936e-11,0.00056613758295767007,2.9744976382861402e-06,0.00033482895467593961,0.00033445237278541631,9.5172709405022956e-08,1.8073617164058192e-07,6.1216524396814678e-08,7.6833316715345764e-05,2.5726582730543754e-08,3.9747259997940236e-08,4.0322327420643394e-08,4.0038316907930479e-05,1.5952537780255413e-09,1.6507571360040105e-13,3.639247040076883e-14,6.8894130618915248e-13,6.9275876235903152e-09,3.0362536584617041e-08,4.2123496469514198e-09,2.6802066537663026e-09,1.0166348174624659e-09,6.6881750281450938e-11,1.0895611627963112e-15,2.4388328572783792e-10,5.0391236796068763e-11,1.3382065879018718e-07,7.6269284272553277e-12,1.5685625416883515e-12,1.8651524301116107e-15,4.774659759051436e-15,1.787962806971661e-11,3.5163277958146027e-20,2.0033406076196707e-20,3.337115244087424e-12,4.9480943017006959e-17,4.8145698930930091e-13,1.0118918688860755e-17,2.8415511759719522e-19,7.7592678859234869e-17,6.4667405923802631e-13,1.8999315101142096e-13,8.47794578945475e-14,8.5172549758708732e-09,1.0603017209317656e-12,7.8798763830000144e-12,1.2714005138578328e-11,7.0276069322416842e-14,1.3787671177618328e-15,1.0780491718677669e-11,3.0972471660274592e-14,7.6492147209913813e-17,4.2607789570661944e-13,3.7346272819798462e-13,4.1864898927162257e-14,4.6721247410712343e-15,8.7940194406885347e-14,4.7048070717388775e-14,1.592921381380726e-09,7.9901079323818491e-15,3.7159600329696019e-15,4.3544013559052555e-08,5.8678059802973936e-20,1.3532132856458532e-16,1.7117658507454794e-15,5.6870696573478734e-21
