Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508)
3.6040185907712782e-12,0.5280453943797163,7.5348679830492447e-12,1.6057507356735071e-17,1.5842178051121902e-17,9.8042230282023606e-28,4.7657566452203734e-22,0.0,0.0,6.7679533880260469e-12,3.8312963800275701e-20,154.0,0.0,0.99999000302718977,1.0,18.999999978397494,5.1545368025172695e-07,5.9301875355064196e-07,2.5858149989179477e-06,2.5995068229783059e-06,1.4275235191802139e-06,1.7619350931092808e-08,8.020002067940277e-13,3.9755867438312172e-09,2.2539830510550893e-06,1.9985529422188744e-16,3.3511748682164248e-11,3.9102984337409379e-11,3.4608893432340858e-13,3.4595423292281494e-13,9.1618438468705657e-17,5.1319904354650411e-13,4.3082962095857701e-17,2.4452399358274987e-12,2.9244277885678153e-30,2.7378613994478848e-30,2.7378702472441468e-30,1.3795518309480677e-16,8.3575306384642582e-19,3.1157631201608978e-17,1.4766452151066358e-19,1.9185054248415138e-20,1.9568976161272171e-19,9.6261349550867472e-23,5.6818500771274232e-26,8.4811000179574733e-27,1.3472420940684167e-30,2.1858703221889744e-34,4.5889485713155397e-33,5.885436485711251e-29,9.6516751033314631e-34,3.2501309036721476e-13,2.4274293628685851e-19,1.1112658628489216e-21,1.0773190424079196e-22,5.1337542669017125e-24,2.7996804993289762e-22,1.780658727867372e-29,1.0214504609244213e-29,6.0513922150624627e-27,1.2111099245871554e-31,3.0081468333851429e-27,6.3466232364102598e-32,4.9613510165776355e-33,4.5500405797081148e-31,7.822934554930662e-31,7.8225887744023787e-31,3.4578052828465806e-35,2.7431940547941766e-26,1.6803777003471312e-27
3.66856770998108e-12,0.5280453943775567,7.670117310628569e-12,1.6642145295970224e-17,1.6415154926194686e-17,1.0458348514551678e-27,5.0265369289742258e-22,0.0,0.0,6.9777659373401051e-12,4.0266571553084944e-20,154.0,0.0,0.99998982417130799,1.0,18.999999977681359,5.2468553140202318e-07,5.9306701759692898e-07,2.6318177500269629e-06,2.6460439446257061e-06,1.4571159022918563e-06,1.824370264652326e-08,8.1635814519187033e-13,4.0671444071227412e-09,2.3007078822926819e-06,2.0693732616618166e-16,3.4722583980829317e-11,4.0506586672650767e-11,3.6495435050499953e-13,3.6481187038694338e-13,9.6783750912194668e-17,5.3417283197792515e-13,4.5696367112021415e-17,2.5335938371992828e-12,3.3103142554849183e-30,3.0991363099297859e-30,3.0991465049634954e-30,1.4571141969227002e-16,8.8137262461398612e-19,3.1875192587208569e-17,1.5110282690783334e-19,1.9887387050092033e-20,2.0662402358796742e-19,1.035188626581006e-22,6.2222315407889887e-26,9.2885634582363363e-27,1.5026275979373472e-30,2.4432019169345031e-34,5.0271674077840055e-33,6.4459185362377659e-29,1.0734744578976316e-33,3.3829568846837416e-13,2.5148945217476652e-19,1.171424397335363e-21,1.1188803897122086e-22,5.3216161148042888e-24,2.953482790869449e-22,1.8770554728158665e-29,1.0767471168127044e-29,6.498915911757231e-27,1.3011981481776803e-31,3.2305955742529197e-27,6.8166781576489035e-32,5.3283232680563903e-33,4.89300026503928e-31,8.5528488188740416e-31,8.5524639639420335e-31,3.8485493200666602e-35,3.0173452705287449e-26,1.8162427489933114e-27
3.733116829190882e-12,0.5280453943753651,7.8053771078425692e-12,1.7237386025138206e-17,1.6998325227268394e-17,1.1144350786881951e-27,5.296664572878756e-22,0.0,0.0,7.1906964558528429e-12,4.2287988085864134e-20,154.0,0.0,0.99998964531556411,1.0,18.999999976954687,5.3391737944895078e-07,5.9310934087674738e-07,2.6778100237047188e-06,2.6925809526540871e-06,1.4867105407708051e-06,1.8878488472418275e-08,8.3071606652768313e-13,4.1587974417551337e-09,2.3474362765409818e-06,2.1413771318547463e-16,3.5954903446593813e-11,4.1934597620695525e-11,3.8449082102932367e-13,3.8434026715933068e-13,1.021392298830113e-16,5.5557594974281057e-13,4.8414640074831755e-17,2.6235155963170171e-12,3.7390071424260176e-30,3.5004884269150695e-30,3.5005001452658193e-30,1.5376022597312404e-16,9.2861949218980069e-19,3.25935014299838e-17,1.5454625217481946e-19,2.0601874612171831e-20,2.1795465248197454e-19,1.1117794703067755e-22,6.8028949017536409e-26,1.0156314052724992e-26,1.6726627678317277e-30,2.7254824591721488e-34,5.4982021633068406e-33,7.0482638072267191e-29,1.191719680922669e-33,3.5185016231450601e-13,2.6038990370539029e-19,1.2336935687432987e-21,1.1612286343209539e-22,5.5128989574836161e-24,3.112808943534747e-22,1.9768342756376434e-29,1.1339838427763758e-29,6.9707995750628292e-27,1.3962183701696106e-31,3.4651514578190894e-27,7.3123557625879554e-32,5.7152732219754451e-33,5.2549868784863238e-31,9.3362399257362903e-31,9.3358123847427518e-31,4.2754099353490536e-35,3.3131062717041441e-26,1.9602684523114417e-27
3.797665948400684e-12,0.528045394373142,7.940647374892638e-12,1.7843237099435615e-17,1.7591689736209705e-17,1.1863237312731378e-27,5.5763044170189179e-22,0.0,0.0,7.4067449658710337e-12,4.4378566568789787e-20,154.0,0.0,0.99998946645994524,1.0,18.99999997621752,5.4314922439251124e-07,5.9314645316755724e-07,2.7237918416885722e-06,2.7391178540151135e-06,1.5163071567864581e-06,1.95236866771303e-08,8.4507396896414983e-13,4.2505388960788816e-09,2.3941677951209534e-06,2.2145620877566702e-16,3.7208707020981394e-11,4.3386999887073547e-11,4.0470991081250455e-13,4.0455098267721895e-13,1.076882712679408e-16,5.7740838608048732e-13,5.1239863979220282e-17,2.7150052148615403e-12,4.2143867525217613e-30,3.9455507773569631e-30,3.9455642144548025e-30,1.6210750399553211e-16,9.7752196020245829e-19,3.3312503247525184e-17,1.5799453858546774e-19,2.1328492006151453e-20,2.2968843412521114e-19,1.1925301492511679e-22,7.426041527391689e-26,1.1087655270232399e-26,1.8584308162025487e-30,3.0346329251245378e-34,6.0038563095828304e-33,7.6947677153942142e-29,1.3206190044002534e-33,3.6567650441774684e-13,2.694442484072531e-19,1.2981082520172954e-21,1.2043635572227312e-22,5.7076051901510879e-24,3.2777558482067865e-22,2.080051019815938e-29,1.1931926955832016e-29,7.4679102436565963e-27,1.496347134294807e-31,3.7122453146885656e-27,7.8345692052456361e-32,6.1229119435358604e-33,5.6366906192676278e-31,1.0175992051088365e-30,1.017551795019891e-30,4.7410088945607361e-35,3.6317368725255824e-26,2.112779057473977e-27
3.9267641868202875e-12,0.5280453943686008,8.2112193193134615e-12,1.908680043385001e-17,1.8809004506157652e-17,1.3403770467993222e-27,6.1647801308854486e-22,0.0,0.0,7.8481960504750422e-12,4.8772672701105374e-20,154.0,0.0,0.99998910874903779,1.0,18.999999974711777,5.6161290496953748e-07,5.9320752285785937e-07,2.8157241972978308e-06,2.8321913620389313e-06,1.5755053780097974e-06,2.0845233522522777e-08,8.7378963799672322e-13,4.434261760083709e-09,2.4876387156713444e-06,2.3644654221684761e-16,3.9780766276994056e-11,4.6364909297156905e-11,4.4724216686761633e-13,4.4706556676500745e-13,1.1938061279134316e-16,6.2236115276461587e-13,5.7219489771804137e-17,2.9026880381314216e-12,5.3221215274658e-30,4.9826436809516897e-30,4.9826612280638861e-30,1.7972120541229272e-16,1.0804068157532846e-18,3.4752387493161857e-17,1.6490476994626359e-19,2.2818016845422041e-20,2.5439252798276588e-19,1.3670996938192274e-22,8.8089802816888256e-26,1.3154912301361965e-26,2.2817944533727967e-30,3.7417879209701051e-34,7.1265590834450696e-33,9.1298428234426121e-29,1.6134342110973817e-33,3.9414475162214045e-13,2.8801444793616352e-19,1.4335132815759342e-21,1.2929925645496824e-22,6.1072974120805151e-24,3.6248993377722257e-22,2.2970212694974136e-29,1.3176546665217448e-29,8.541356114559121e-27,1.7126518959288961e-31,4.2458076933957757e-27,8.9623356562025791e-32,7.0031617285685294e-33,6.462071403125396e-31,1.2036626409304943e-30,1.2036046447840365e-30,5.7996146457914139e-35,4.3428880730079602e-26,2.4445838396039694e-27
4.055862425239891e-12,0.5280453943639338,8.4818331455281851e-12,2.037289545977812e-17,2.0067105494967326e-17,1.5088317647766247e-27,6.793283049456073e-22,0.0,0.0,8.3021193726726411e-12,5.3459917825581823e-20,154.0,0.0,0.9999887510385076,1.0,18.999999973164357,5.8007657313311356e-07,5.9325446050692918e-07,2.907614989850236e-06,2.9252645148236896e-06,1.634708954114319e-06,2.2208170232632048e-08,9.0250520881309316e-13,4.6182668726196776e-09,2.5811180989263961e-06,2.5190636470136517e-16,4.2438761338947835e-11,4.9440176947493836e-11,4.9264347432301163e-13,4.924479345475125e-13,1.318878944721389e-16,6.6903097804632736e-13,6.3651880972747911e-17,3.0966423249339089e-12,6.6703382015337355e-30,6.2448885673616379e-30,6.2449112842619753e-30,1.9860022691883512e-16,1.1902533152209102e-18,3.6194483815157812e-17,1.7183182543193476e-19,2.4355763216778749e-20,2.8079030824072315e-19,1.5600989300159722e-22,1.0390237607477743e-25,1.5519145204224182e-26,2.7825973198068377e-30,4.582337732562555e-34,8.4110082920738958e-33,1.0771165258081849e-28,1.9584288147126586e-33,4.2370032717794125e-13,3.0719971295351804e-19,1.5779169983637362e-21,1.3847656702560011e-22,6.5207119648999158e-24,3.995687830199942e-22,2.5284109066360241e-29,1.4503881167444347e-29,9.7264912256083386e-27,1.9515864986946392e-31,4.8348790131460484e-27,1.020760041905907e-31,7.9750082036411558e-33,7.3749086506445173e-31,1.4159891222212786e-30,1.4159186399003891e-30,7.0482320889685217e-35,5.1618577064773607e-26,2.8143785255829997e-27
4.184960663659494e-12,0.5280453943591418,8.7524888551913122e-12,2.1701582113964105e-17,2.1365998964792337e-17,1.6925496546882945e-27,7.463132358282814e-22,0.0,0.0,8.768515115946189e-12,5.8451491764100813e-20,154.0,0.0,0.99998839332829614,1.0,18.999999971575459,5.9854022888324974e-07,5.9329052781851223e-07,2.9994643916217475e-06,3.0183373520265637e-06,1.6939166433501894e-06,2.3612324576723714e-08,9.3122068292426075e-13,4.802514576562179e-09,2.6746039842323261e-06,2.6783372260010578e-16,4.5182691836401752e-11,5.2612665201816554e-11,5.4100605820856828e-13,5.4079026735987422e-13,1.4523719691022844e-16,7.174176668157947e-13,7.0553651719632172e-17,3.2968680962851476e-12,8.3009838501690192e-30,7.7715599867459659e-30,7.7715891590637793e-30,2.1879265795906051e-16,1.3072874027809624e-18,3.7638481407330033e-17,1.7877425163212889e-19,2.5941533626795348e-20,3.0893555215757696e-19,1.7727683023044892e-22,1.2190309190293345e-25,1.8211136717113909e-26,3.3717597861843499e-30,5.575948109602953e-34,9.8740164468722406e-33,1.2640128828135479e-28,2.3627822982423645e-33,4.5434310213673074e-13,3.2699970716706925e-19,1.731595730354053e-21,1.4796811411562944e-22,6.9478680498904433e-24,4.3908954530527908e-22,2.7746627181626839e-29,1.5916470446956607e-29,1.1030794245808128e-26,2.2146743509982919e-31,5.4831752250117275e-27,1.1578240377779948e-31,9.0445844675018401e-33,8.3811638203631333e-31,1.6572637390328607e-30,1.6571786069493906e-30,8.5132083470974489e-35,6.1005189306810661e-26,3.2249863678918134e-27
4.314058902079097e-12,0.5280453943542254,9.0231864499718605e-12,2.307292011026584e-17,2.2705691181037603e-17,1.8924172969189673e-27,8.1756474496909225e-22,0.0,0.0,9.2473834653441152e-12,6.3758746223226052e-20,154.0,0.0,0.99998803561835758,1.0,18.999999969945293,6.1700387221995545e-07,5.9331823535263175e-07,3.0912725741717857e-06,3.1114099077390151e-06,1.7531274899324667e-06,2.5057525040405962e-08,9.5993606997697199e-13,4.9869707804792655e-09,2.7680948624579789e-06,2.8422667040954354e-16,4.8012557432878711e-11,5.5882236741911523e-11,5.924220132333597e-13,5.9218461627731698e-13,1.5945556240464197e-16,7.6752099220098739e-13,7.7941393562869521e-17,3.5033653758956698e-12,1.026164861227722e-29,9.6072163187791883e-30,9.6072534966937963e-30,2.4034697185116694e-16,1.4317348430798069e-18,3.9084113083699388e-17,1.8573079410681519e-19,2.7575131436122136e-20,3.388818121461058e-19,2.0063868624391844e-22,1.4231037099956914e-25,2.1263703996664505e-26,4.0613137968227658e-30,6.7444317712133721e-34,1.1533510240865042e-32,1.4759543329532436e-28,2.8343892736195049e-33,4.8607292743571343e-13,3.4741409575489917e-19,1.8948246262219587e-21,1.5777372520588743e-22,7.3887848843960248e-24,4.8112958927205571e-22,3.036217601305081e-29,1.7416843648183401e-29,1.2461984674078495e-26,2.5034881757741767e-31,6.1945318543622095e-27,1.3082386234646264e-31,1.0218221014990147e-32,9.4869936742262468e-31,1.9303483379877748e-30,1.930246102604419e-30,1.022353833558785e-34,7.1715877949080912e-26,3.6793323060475237e-27
4.4431571404987e-12,0.5280453943491852,9.2939259315509617e-12,2.4486968940584837e-17,2.4086188412385254e-17,2.1093460909139316e-27,8.9321479228832205e-22,0.0,0.0,9.7387246071421381e-12,6.939319473281624e-20,154.0,0.0,0.99998767790865695,1.0,18.999999968274064,6.3546750314323937e-07,5.9333951200414905e-07,3.1830397083462128e-06,3.2044822112614104e-06,1.8123407595196055e-06,2.6543600822650572e-08,9.886513792583347e-13,5.1716061840226914e-09,2.8615895741189738e-06,3.0108327071790307e-16,5.0928357821138479e-11,5.9248754566538541e-11,6.4698330408660617e-13,6.4672290241618129e-13,1.7456999504217031e-16,8.1934070274865072e-13,8.5831675294699761e-17,3.716134189830067e-12,1.2606114839072994e-29,1.1802214011657636e-29,1.1802261053723931e-29,2.6331202321075511e-16,1.5638212214700682e-18,4.053114920761572e-17,1.9270037641203305e-19,2.9256360855879273e-20,3.7068241674505551e-19,2.2622721027679594e-22,1.6535650056230131e-25,2.4711760666039782e-26,4.8644750895566533e-30,8.1119070389033107e-34,1.3408564625403341e-32,1.7153677935841782e-28,3.3819052832286192e-33,5.1888963844576301e-13,3.6844254532579876e-19,2.0678776603844053e-21,1.678932285526502e-22,7.8434817010350237e-24,5.2576623962624879e-22,3.3135145716640005e-29,1.9007519121867967e-29,1.4028022701904337e-26,2.8196499823431731e-31,6.9729039271584047e-27,1.4728422353779761e-31,1.1502445615359669e-32,1.0698750156981635e-30,2.2382871181453153e-30,2.2381650077814099e-30,1.2211036390599056e-34,8.3886517454178567e-26,4.1804428301792113e-27
4.5722553789183036e-12,0.5280453943440214,9.564707301619759e-12,2.5943787875792084e-17,2.5507496930820024e-17,2.3442722633364964e-27,9.733953584045249e-22,0.0,0.0,1.0242538728549774e-11,7.5366512584914864e-20,154.0,0.0,0.99998732019916692,1.0,18.999999966561958,6.5393112165310933e-07,5.9335583943728691e-07,3.2747659642803012e-06,3.2975542877753154e-06,1.871555888033428e-06,2.8070381832826003e-08,1.017366618480245e-12,5.3563956056397601e-09,2.9550872285673055e-06,3.1840159417150329e-16,5.3930092719075166e-11,6.2712081990354139e-11,7.0478176573762718e-13,7.0449691723391366e-13,1.9060746078568352e-16,8.7287652812042812e-13,9.4241042825703832e-17,3.9351745662114406e-12,1.5394939410482888e-29,1.4413252886274987e-29,1.4413312008861433e-29,2.8773704538953134e-16,1.7037719442349979e-18,4.197939242281007e-17,1.9968207404295337e-19,3.0985026944065018e-20,4.0439047158682425e-19,2.5417797902414287e-22,1.9128803469201263e-25,2.8592378592541239e-26,5.7957175138303036e-30,9.7049628603112656e-34,1.5519436738265306e-32,1.9848304412392732e-28,4.0147939552830518e-33,5.5279305857904107e-13,3.9008472388423393e-19,2.2510276380048049e-21,1.7832645316600879e-22,8.3119777470091618e-24,5.730767773204574e-22,3.6069907712326427e-29,2.0691004471069326e-29,1.5737109076532378e-26,3.1648310383839134e-31,7.822365896523024e-27,1.6524986605253469e-31,1.2903983191056046e-32,1.2022980276032759e-30,2.5843122235152262e-30,2.5841671183842389e-30,1.4510513098727905e-34,9.766198071483426e-26,4.7314458439303916e-27
4.701353617337907e-12,0.5280453943387353,9.8355305618775867e-12,2.7443435966649855e-17,2.6969623011654309e-17,2.5981568762231866e-27,1.0582384446451245e-21,0.0,0.0,1.0758826017456543e-11,8.1690536772934573e-20,154.0,0.0,0.99998696248986707,1.0,18.999999964809181,6.7239472774957317e-07,5.9336835772181056e-07,3.3664515114016951e-06,3.3906261589258354e-06,1.9307724414428048e-06,2.9637698687742522e-08,1.0460817943319247e-12,5.5413174002338572e-09,3.0485871404920019e-06,3.3617971944124067e-16,5.7017761866163619e-11,6.6272082642838755e-11,7.6590910373480326e-13,7.6559832282802246e-13,2.0759488756214108e-16,9.2812818356876877e-13,1.0318601910020678e-16,4.1604865349652183e-12,1.8696070179542997e-29,1.7503953405640825e-29,1.7504027238489499e-29,3.1367164792955653e-16,1.8518122388030168e-18,4.3428673089405187e-17,2.0667509161033351e-19,3.2760935601978781e-20,4.4005886036116145e-19,2.8463038011275342e-22,2.2036619255012372e-25,3.2944849395286532e-26,6.8708494412953249e-30,1.1552830312729054e-33,1.788759968351449e-32,2.2870740154400586e-28,4.7433755129919319e-33,5.8778300212379557e-13,4.1234030079934564e-19,2.4445461999639726e-21,1.890732287901812e-22,8.7942922834979612e-24,6.2313843972963692e-22,3.9170814763620525e-29,2.2469796596854787e-29,1.7597684964705523e-26,3.5407518420144334e-31,8.7471115695813187e-27,1.8480970209776946e-31,1.4429755696941493e-32,1.3466425981739241e-30,2.9718493322254177e-30,2.9716777326520814e-30,1.7159957333654237e-34,1.1319642292306112e-25,5.3355705268832654e-27
4.83045185575751e-12,0.5280453943333268,1.0106395714030434e-11,2.8985972044729434e-17,2.847257293355268e-17,2.8719858351366101e-27,1.1478760730570906e-21,0.0,0.0,1.128758666221508e-11,8.8377265931156848e-20,154.0,0.0,0.99998660478074164,1.0,18.999999963015899,6.9085832143263788e-07,5.9337794520794124e-07,3.4580965184333478e-06,3.4836978433205191e-06,1.9899900853547932e-06,3.1245382708709591e-08,1.0747969125547475e-12,5.7263529602594412e-09,3.1420887819052426e-06,3.5441573318921109e-16,6.0191365020414876e-11,6.9928620467228551e-11,8.3045689450351792e-13,8.3011865223398454e-13,2.255591653502897e-16,9.8509537332130204e-13,1.1268310404641663e-16,4.3920701275994578e-12,2.2585498296787283e-29,2.1145467550989458e-29,2.114555919944743e-29,3.4116581403340173e-16,2.0081671539531264e-18,4.4878845373829714e-17,2.1367874552794735e-19,3.4583893570659406e-20,4.7774024577478093e-19,3.1772759564488079e-22,2.5286725421512276e-25,3.7810745676386273e-26,8.1070923193169557e-30,1.3687560836361168e-33,2.0535776159505543e-32,2.6249891044806838e-28,5.5788766733203771e-33,6.2385927638784237e-13,4.3520894677769389e-19,2.6487038277979221e-21,2.0013338588557721e-22,9.2904445851325168e-24,6.7602842082296344e-22,4.2442201056734287e-29,2.4346381743687833e-29,1.9618431816940999e-26,3.9491820939855658e-31,9.7514540345755255e-27,2.0605517583963038e-31,1.6086881999971239e-32,1.5036024048169885e-30,3.4045232422603688e-30,3.404321235023942e-30,2.020072364266758e-34,1.3065356483495376e-25,5.9961471966090665e-27
4.959550094177113e-12,0.5280453943277968,1.0377302759789595e-11,3.0571454723324719e-17,3.0016352978556135e-17,3.1667698973159165e-27,1.2424402864177012e-21,0.0,0.0,1.1828820851456599e-11,9.5438860274564094e-20,154.0,0.0,0.99998624707177797,1.0,18.999999961182311,7.0932190270231056e-07,5.9338527810616316e-07,3.5497011533964617e-06,3.5767693569549954e-06,2.0492085623322586e-06,3.2893265918605819e-08,1.1035119780836525e-12,5.9114862900874012e-09,3.235591746328129e-06,3.7310773003547338e-16,6.345090195577881e-11,7.3681559719450948e-11,8.9851658564307468e-13,8.9814930972209614e-13,2.4452714626804714e-16,1.0437777931052854e-12,1.2274877455365074e-16,4.6299253770172221e-12,2.7147947719856703e-29,2.541712452769012e-29,2.5417237642197507e-29,3.7026989805030317e-16,2.1730615600122836e-18,4.6329783912976821e-17,2.2069244826961911e-19,3.6453708427338834e-20,5.1748707050686163e-19,3.5361658581475378e-22,2.8908295422259668e-25,4.3233981973647216e-26,9.5231613820254726e-30,1.6144211349910232e-33,2.3487971933954254e-32,3.0016294130540496e-28,6.5334819487012232e-33,6.6102168329741379e-13,4.5869033383929254e-19,2.863769848603929e-21,2.1150675561274777e-22,9.8004539395389887e-24,7.3182387133226452e-22,4.5888382279195813e-29,2.6323235544524214e-29,2.1808271232347869e-26,4.391940669985119e-31,1.083982558825085e-26,2.2908026186171429e-31,1.788267775931828e-32,1.6738905954304068e-30,3.8861634537435465e-30,3.8859266764931442e-30,2.3677725040279349e-34,1.5020697542895652e-25,6.7166071705211678e-27
5.0886483325967165e-12,0.5280453943221458,1.0648251700870553e-11,3.2199942398361844e-17,3.1600969432105896e-17,3.4835446798248066e-27,1.3420631482453795e-21,0.0,0.0,1.2382528773933044e-11,1.0288764153901554e-19,154.0,0.0,0.99998588936296662,1.0,18.999999959308596,7.2778547155859797e-07,5.9339087625379335e-07,3.6412655836133979e-06,3.6698407135782615e-06,2.1084276744702585e-06,3.4581181038960966e-08,1.1322269951609098e-12,6.096703640718585e-09,3.3290957212797865e-06,3.9225381252495115e-16,6.6796372459915139e-11,7.7530764967064626e-11,9.7017949622260211e-13,9.6978157109329507e-13,2.645256446595814e-16,1.1041751320867694e-12,1.3339948446761385e-16,4.8740523173553631e-12,3.2477602596114186e-29,3.0407111945852588e-29,3.0407250799302744e-29,4.010346229780742e-16,2.3467201490461151e-18,4.7781380951331746e-17,2.2771569474046318e-19,3.8370188581910809e-20,5.5935155816048804e-19,3.9244807259688741e-22,3.2932087282145936e-25,4.9260875438641187e-26,1.1139348488414802e-29,1.8961036273099465e-33,2.6769509168180718e-32,3.4202160119695626e-28,7.6203863363803895e-33,6.9927002062532288e-13,4.8278413529635639e-19,3.0900124399170837e-21,2.2319316981824444e-22,1.0324339646939543e-23,7.9060189891751783e-22,4.9513655697991012e-29,2.8402823065636875e-29,2.4176364823967169e-26,4.8708955930493646e-31,1.2016777663504638e-26,2.5398146362911312e-31,1.9824655306932643e-32,1.8582397765667203e-30,4.4208097478089288e-30,4.4205333514973649e-30,2.7639631156417803e-34,1.7204035396785803e-25,7.500482627730408e-27
5.21774657101632e-12,0.5280453943163743,1.0919242538991989e-11,3.3871493249304885e-17,3.3226428583066951e-17,3.8233706676970578e-27,1.4468767428106139e-21,0.0,0.0,1.2948710618381272e-11,1.1073609292177737e-19,154.0,0.0,0.99998553165430082,1.0,18.99999995739493,7.46249028001507e-07,5.9339513926745537e-07,3.7327899757105918e-06,3.7629119250080493e-06,2.1676472696325876e-06,3.6308961487050246e-08,1.1609419674327797e-12,6.2819931944151924e-09,3.422600466545617e-06,4.1185209109447242e-16,7.0227776332268715e-11,8.1476101088203694e-11,1.0455368170759595e-12,1.045106583973975e-12,2.8558143718209175e-16,1.1662870744024091e-12,1.4465166459799206e-16,5.1244509838451406e-12,3.8678873163377444e-29,3.6213193080568086e-29,3.6213362654184504e-29,4.3351107798052458e-16,2.5293674350441133e-18,4.9233543869322186e-17,2.3474805081875232e-19,4.0333143273414596e-20,6.033857142100919e-19,4.3437652350515955e-22,3.7390482498020682e-25,5.594020624411894e-26,1.297760705593443e-29,2.2179686474751015e-33,3.0407059592710693e-32,3.884141570221169e-28,8.8538493792203117e-33,7.3860408296112714e-13,5.0749002573429639e-19,3.3276986345592413e-21,2.3519246102212549e-22,1.0862121019800832e-23,8.5243956832982509e-22,5.332230023726306e-29,3.0587598851187099e-29,2.6732114084619825e-26,5.3879640060787622e-31,1.3286980757291248e-26,2.8085781195787106e-31,2.1920523528522834e-32,2.0574020016387402e-30,5.0127177621082363e-30,5.012396371391404e-30,3.2139071683333829e-34,1.963478114744247e-25,8.3514064710271814e-27
5.346844809435923e-12,0.5280453943104827,1.1190275275874938e-11,3.5586165240057673e-17,3.4892736723751346e-17,4.1873332220795349e-27,1.5570131751469487e-21,0.0,0.0,1.3527366573406458e-11,1.189968590224134e-19,154.0,0.0,0.99998517394577402,1.0,18.999999955441488,7.64712572031044e-07,5.9339837475490629e-07,3.824274495621443e-06,3.8559830014027486e-06,2.2268672307113626e-06,3.8076441373000442e-08,1.1896568980335371e-12,6.4673447927799027e-09,3.5161057972187948e-06,4.319006840399441e-16,7.3745113382410321e-11,8.5517433270525882e-11,1.1246796110956519e-12,1.1242153681097907e-12,3.0772126289229147e-16,1.2301133003548114e-12,1.5652172273619761e-16,5.3811214126918599e-12,4.5867201103681586e-29,4.2943461088146547e-29,4.2943667166555136e-29,4.6775071592030271e-16,2.7212277540999807e-18,5.0686193052183423e-17,2.4178914335963907e-19,4.2342382566533423e-20,6.4964132694491066e-19,4.795601354223783e-22,4.2317524715284563e-25,6.3323277721848877e-26,1.5061639080552736e-29,2.5845415226750777e-33,3.4428677534828375e-32,4.3969745694753471e-28,1.0249250595981417e-32,7.7902366246820044e-13,5.3280768099467373e-19,3.5770943254614028e-21,2.4750446240677329e-22,1.1413817382523877e-23,9.1741390157210729e-22,5.7318576555586093e-29,3.2880006967551459e-29,2.9485160253255466e-26,5.9451121444564749e-31,1.4655224358779273e-26,3.0981086348980155e-31,2.417818774495387e-32,2.2721487591667429e-30,5.6663645629644745e-30,5.6659922345132787e-30,3.7232845119602233e-34,2.233341516239138e-25,9.2731121890382017e-27
5.475943047855526e-12,0.5280453943044717,1.1461349913242065e-11,3.7344016119861732e-17,3.6599900149941078e-17,4.5765425883726946e-27,1.6726045710620559e-21,0.0,0.0,1.4118496827382506e-11,1.2768274578404416e-19,154.0,0.0,0.99998481623738267,1.0,18.999999953448455,7.8317610364721544e-07,5.9340081966752603e-07,3.9157193085892018e-06,3.9490539514947591e-06,2.2860874674980062e-06,3.9883455496908275e-08,1.2183717896574621e-12,6.6527497034070681e-09,3.6096115708649989e-06,4.5239771748366607e-16,7.7348383428612721e-11,8.9654627010164858e-11,1.207698813525742e-12,1.2071988156584644e-12,3.3097182333259565e-16,1.2956534873172559e-12,1.6902604368188105e-16,5.6440636409714005e-12,5.4169905425567943e-29,5.0717131186408451e-29,5.0717380462619471e-29,5.0380535090715064e-16,2.9225252645876806e-18,5.2139260061125447e-17,2.4883865159244295e-19,4.4397717348107889e-20,6.9816996840845457e-19,5.2816081850041164e-22,4.7748958180314464e-25,7.1463976230641911e-26,1.7416984244508452e-29,3.0007291273011827e-33,3.8863832797949456e-32,4.9624635009627763e-28,1.182314628563188e-32,8.2052854945673046e-13,5.5873677815989429e-19,3.8384642704602708e-21,2.6012900780683823e-22,1.1979448071170751e-23,9.856018780577095e-22,6.150672712282495e-29,3.5282481047411395e-29,3.2445384181798845e-26,6.544355308768979e-31,1.6126416877759424e-26,3.4094469917262807e-31,2.6605749594059185e-32,2.5032709610669075e-30,6.3864542141660311e-30,6.3860243928376848e-30,4.2982132834583253e-34,2.5321515105372975e-25,1.0269433718590076e-26
