Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508)
9.590155680616474e-10,0.5280451529369725,3.1723392484535995e-09,1.9353835963415932e-12,2.2655011630025424e-12,4.5915186255168751e-18,1.5061891249884498e-14,0.0,0.0,3.4490637390239069e-07,2.0019263450990105e-11,154.0,0.0,0.99734603484700479,1.0,18.999917739784589,0.00013681944542464884,5.9198077948122266e-07,0.00060775320250925876,0.00068938969014276249,0.00043902500422650706,8.0533438247018315e-05,2.1269442339307172e-10,1.3745139996386474e-06,0.00069340657032463716,9.1349750485971727e-13,2.3624226656161919e-06,5.9989277059617355e-07,1.8737673636993867e-06,1.8728824094809637e-06,5.4928371292507099e-10,3.1055947864352835e-08,3.3548765969625268e-10,1.7823333710377489e-07,2.741174153294094e-14,2.6604449486933098e-14,2.6631818041828611e-14,6.235694384288283e-09,5.9098320896131299e-12,1.0772427523657815e-14,2.3374711265647034e-16,4.4492933591239587e-16,9.7026647037990472e-13,1.1872146613748571e-13,7.0798496068420976e-15,2.4870357706665944e-15,9.5790122553978574e-17,2.6722649880848018e-19,1.3653165808054961e-21,2.181525114653538e-17,1.9824088945750356e-19,1.9478914957277542e-08,1.307635952792875e-14,1.67799536627349e-15,6.6737848854575309e-18,1.6483413629083327e-18,4.0480416790804658e-15,2.6888117857862749e-23,1.5423988060924198e-23,2.414122250452899e-17,4.9425172317234099e-22,1.1222482192605889e-17,2.3820546059193226e-22,1.85262071165479e-23,1.8318641707095642e-21,8.0910296113044311e-19,7.9939649593061165e-19,9.706465199831416e-21,2.1536399388338857e-14,1.3186433952285623e-17
9.806991147437854e-10,0.528045147493018,3.2707784765969616e-09,2.0347109869959648e-12,2.4135927889716686e-12,5.0565157119839036e-18,1.6341672546285598e-14,0.0,0.0,3.6064325051062075e-07,2.1877827711479983e-11,154.0,0.0,0.99728610594768563,1.0,18.999915823003768,0.00013990506247535541,5.9194832829327677e-07,0.00062134259743023754,0.00070493014098743038,0.00044894088520481819,8.2402983871954544e-05,2.1748903226552273e-10,1.4055263508392578e-06,0.00070907281580498112,9.3470391729078402e-13,2.4702525631255382e-06,6.155126989091593e-07,1.9705248663078311e-06,1.9695941869156477e-06,5.7765169104531522e-10,3.220156625860929e-08,3.5282116056536076e-10,1.8651107997253397e-07,3.1034373882687488e-14,3.0146554236281188e-14,3.0178322101803986e-14,6.6691155543940592e-09,6.2270576257991746e-12,1.1015479474007399e-14,2.4340277725506161e-16,4.7155874371197399e-16,1.0435997657332481e-12,1.2991950619693234e-13,7.794081350113788e-15,2.7652430442651727e-15,1.0826902190887031e-16,3.0676918935244324e-19,1.5180464428540184e-21,2.4342721313412468e-17,2.2673593786196924e-19,2.0194103581053218e-08,1.3637528637281263e-14,1.7527270115372011e-15,6.9602666355070843e-18,1.7504384790843847e-18,4.3141707631223354e-15,2.808561420923435e-23,1.6110914885060526e-23,2.6319737354371667e-17,5.3885422823833686e-22,1.2216809938370095e-17,2.5931090481623297e-22,2.0167656693943715e-23,1.9941824003924704e-21,9.0121317863643907e-19,8.9015583403210708e-19,1.1057344604331922e-20,2.3807177680868821e-14,1.4668245401826309e-17
9.999999999999999e-10,0.5280451366324824,3.3593719371272345e-09,2.1255748089153427e-12,2.5513622020183035e-12,5.5005642502587063e-18,1.7550669959577695e-14,0.0,0.0,3.7494516294820847e-07,2.3638283871977896e-11,154.0,0.0,0.9972327651325138,1.0,18.999914117002167,0.0001426513280034356,5.919194444789891e-07,0.00063343536747992074,0.00071876120890393771,0.0004577665975487573,8.4066632329930622e-05,2.2175625399401474e-10,1.4331274717428609e-06,0.00072301686911582796,9.5357482091441854e-13,2.5682500605286516e-06,6.2941388987148461e-07,2.0587422329137586e-06,2.0577698623916347e-06,6.0351590613704718e-10,3.3230670393393185e-08,3.6862496094206761e-10,1.9404204249926076e-07,3.4573121017269993e-14,3.3610044600866421e-14,3.3646212860240714e-14,7.0713538579414157e-09,6.5168310487724923e-12,1.1231796715633645e-14,2.5216491276242527e-16,4.9619212219347389e-16,1.1123614190663747e-12,1.4058455447356001e-13,8.4774161161054161e-15,3.0338722622064587e-15,1.2049058882494268e-16,3.4606740877429e-19,1.665518259447604e-21,2.67920487346516e-17,2.5494601413046843e-19,2.0836414111458357e-08,1.4146163847547466e-14,1.8205075673910395e-15,7.2199305485616743e-18,1.8446236642863312e-18,4.560236307287927e-15,2.9171726632868389e-23,1.6733947896367209e-23,2.8377619452089517e-17,5.809869749570178e-22,1.3154397572480574e-17,2.7921199694193739e-22,2.1715439013432344e-23,2.1472387871858392e-21,9.8996905927808302e-19,9.7758228472578869e-19,1.2386774552294384e-20,2.5979931045487446e-14,1.6100961852277979e-17
1.0240662081080614e-09,0.5280451366324824,3.471117972803534e-09,2.2421385077155416e-12,2.731256157783333e-12,6.0961957864484801e-18,1.9154711840088463e-14,0.0,0.0,3.931663154675112e-07,2.5979594588300382e-11,154.0,0.0,0.99716625847078733,1.0,18.999911990001117,0.00014607524994797777,5.9188343137301535e-07,0.00064850934699174688,0.00073600481671746043,0.00046877058577005965,8.6140416218527714e-05,2.2707632653082513e-10,1.4675386120227501e-06,0.00074040269618101152,9.7709792506456912e-13,2.6931024272433154e-06,6.4674382256084902e-07,2.1714996747460571e-06,2.1704740130326636e-06,6.3657507399816948e-10,3.4525821089217438e-08,3.8882529325275236e-10,2.036475871681402e-07,3.943145932030051e-14,3.8370045392140468e-14,3.841240579738314e-14,7.595071357749291e-09,6.8879411073188824e-12,1.150148586962104e-14,2.6331176517264316e-16,5.2816161111085065e-16,1.2028736526830116e-12,1.5485402913063755e-13,9.3959880740965699e-15,3.398455187086297e-15,1.3732348326414784e-16,4.010268679003352e-19,1.8656667953270191e-21,3.0128998756775672e-17,2.9423848438914144e-19,2.1644592244647287e-08,1.4792399231871804e-14,1.9066821523708418e-15,7.549842384557363e-18,1.9664954036883586e-18,4.879372563066833e-15,3.0552584110421691e-23,1.7526057233913211e-23,3.1106607104777613e-17,6.3685990152169478e-22,1.4395386408707973e-17,3.0555304273371745e-22,2.37640802385287e-23,2.3498247424796491e-21,1.1101221248514335e-18,1.0958957011128905e-18,1.4226423738543026e-20,2.8899979095774346e-14,1.8048202354473527e-17
1.0674333014723374e-09,0.5280451258084262,3.676059815129974e-09,2.461456649841542e-12,3.0791353777956535e-12,7.2955201672831878e-18,2.233281341505287e-14,0.0,0.0,4.2708790948599286e-07,3.0632038375440519e-11,154.0,0.0,0.99704642476047534,1.0,18.999908157741263,0.00015224404210958148,5.9181854175717759e-07,0.00067566004425380615,0.00076707118816680378,0.000488597539540664,8.987563689142701e-05,2.3666105523268884e-10,1.529534278928563e-06,0.00077172909843625055,1.0194668456435363e-12,2.9255349965517091e-06,6.7796173495009844e-07,2.3824175592678734e-06,2.3812922062608716e-06,6.9841404870113445e-10,3.6891764836173172e-08,4.2661167057156038e-10,2.2156124648273795e-07,4.9559799202719157e-14,4.8309722175344182e-14,4.8365487569722034e-14,8.6026868711524224e-09,7.5841959724860956e-12,1.1987362211512547e-14,2.8402015690393039e-16,5.8938566320205247e-16,1.3800130959294994e-12,1.8348826282459427e-13,1.1252324661907884e-14,4.1461346725917301e-15,1.7262363193380662e-16,5.190153062059328e-19,2.27612791158513e-21,3.7013016818445935e-17,3.7806207351359652e-19,2.3120436079593275e-08,1.5990507636405786e-14,2.0666036868227107e-15,8.1614968847778429e-18,2.1987851983355735e-18,5.4897335117260824e-15,3.3115159222833046e-23,1.8996042158255918e-23,3.6505200768730792e-17,7.4739019556503036e-22,1.6843079925726616e-17,3.5750744090768867e-22,2.7804766249924844e-23,2.7494024568089716e-21,1.3553817396915158e-18,1.3372722793046069e-18,1.8109460386908668e-20,3.4795281817266743e-14,2.205036130933852e-17
1.1108003948366134e-09,0.528045115020825,3.8855891807186083e-09,2.6928971186566046e-12,3.4591814582025175e-12,8.6714984309157254e-18,2.5910358510233825e-14,0.0,0.0,4.6240736672370045e-07,3.5882219397346022e-11,154.0,0.0,0.99692660482186413,1.0,18.999904326221195,0.00015841143919301557,5.9175365946136998e-07,0.00070279469091111453,0.00079812925173788928,0.00050842174849023399,9.3608646128109108e-05,2.4624321726123094e-10,1.5915133443805576e-06,0.00080305202560662929,1.0618106817164908e-12,3.1675454068953633e-06,7.0916500635740633e-07,2.603274076401736e-06,2.6020443236061827e-06,7.6316731051418444e-10,3.9296750057087662e-08,4.6617949566188952e-10,2.4025500396481128e-07,6.1673660096654559e-14,6.0222789751201573e-14,6.0295344502779815e-14,9.6953677814088658e-09,8.3159724075413458e-12,1.2473108443445523e-14,3.05530980850228e-16,6.5542571598148848e-16,1.5763204941350497e-12,2.1622429684407177e-13,1.3392827574304714e-14,5.0240445879563535e-15,2.1521519314278879e-16,6.655309998406403e-19,2.7580835520860241e-21,4.5156267367916659e-17,4.8133992027394172e-19,2.4619982133480811e-08,1.7231720090769863e-14,2.2324689726242984e-15,8.7951617250050969e-18,2.4478023813037243e-18,6.1467191455622409e-15,3.5772976727784189e-23,2.0520661532293138e-23,4.2563168749291811e-17,8.7142073997378909e-22,1.9579361746801891e-17,4.1558739545358905e-22,3.2321858201867768e-23,3.196094603359698e-21,1.6413766136762607e-18,1.6185495420817942e-18,2.2827071594466745e-20,4.1578545401451884e-14,2.6762494788286151e-17
1.1541674882008893e-09,0.5280451042696525,4.0996912790124885e-09,2.9366908696204698e-12,3.8734140160246025e-12,1.0242233905162106e-17,2.9923934609951542e-14,0.0,0.0,4.9912401913831869e-07,4.177910328389361e-11,154.0,0.0,0.99680679866006161,1.0,18.999900495437895,0.00016457744143113623,5.9168878447909365e-07,0.00072991328866455624,0.00082917900383813281,0.00052824321448576505,9.7339444166826689e-05,2.5582281150854744e-10,1.6534758012124248e-06,0.00083437148056145715,1.1041294359859527e-12,3.4191287943201417e-06,7.4035259752723071e-07,2.8340643935930882e-06,2.8327255330254052e-06,8.308334405570216e-10,4.1738296110141456e-08,5.0752790164954802e-10,2.5973180319120121e-07,7.6050634460162573e-14,7.4391034061080442e-14,7.4484418049524651e-14,1.0876514721345329e-08,9.0834173067996712e-12,1.2958724509255721e-14,3.2784726286831723e-16,7.2647644180262208e-16,1.7931377439510573e-12,2.5349230034434678e-13,1.5849505994874184e-14,6.0494870011841616e-15,2.6627388731638806e-16,8.4612337900097821e-19,3.3210323684232245e-21,5.4737704407467657e-17,6.0766777950985511e-19,2.6141684139445881e-08,1.8515938839322276e-14,2.4042604871820035e-15,9.4507868832062302e-18,2.7140366791777787e-18,6.8517786522523948e-15,3.8525755844022478e-23,2.2099754289836598e-23,4.9329659924580748e-17,1.0099578458737179e-21,2.262415087542635e-17,4.8021570616599351e-22,3.7348238715602367e-23,3.6931533504141878e-21,1.9728010849913315e-18,1.9442871366205067e-18,2.851394837082468e-20,4.9340415825451596e-14,3.2281138024410148e-17
1.1975345815651653e-09,0.5280450935548829,4.3183513541758862e-09,3.193068110093339e-12,4.3239210949168583e-12,1.2026952926471832e-17,3.4412413127351227e-14,0.0,0.0,5.3723719649476164e-07,4.8373558097912454e-11,154.0,0.0,0.99668700628016937,1.0,18.999896665388356,0.00017074204905680664,5.9162391681527336e-07,0.00075701583922128848,0.00086022044087993713,0.00054806193929449946,0.00010106803124672942,2.6539983686827062e-10,1.7154216422678313e-06,0.00086568746601388739,1.1464231111646165e-12,3.6802802950751894e-06,7.7152375626539642e-07,3.0747833924085359e-06,3.0733307165751704e-06,9.0141093599781073e-10,4.4214078673898486e-08,5.5065597020903276e-10,2.7999458526563495e-07,9.2992562776219121e-14,9.1121930688542966e-14,9.124093070786638e-14,1.2149523272326825e-08,9.8866750035935157e-12,1.344421035285707e-14,3.5097202626933251e-16,8.0273236582518065e-16,2.0318451921775211e-12,2.9575129183142668e-13,1.8656714360087874e-14,7.2413902157596043e-15,3.2711620850203703e-16,1.0671812164541161e-18,3.9753658061555251e-21,6.595496760990167e-17,7.6115395879253632e-19,2.7684095650023819e-08,1.984310071054118e-14,2.5819656250713758e-15,1.0128340001026007e-17,2.9979735445742457e-18,7.60634648424295e-15,4.1373294582784157e-23,2.3733204562893438e-23,5.6855304711550183e-17,1.1640381591243739e-21,2.599779911050204e-17,5.5182435916074262e-22,4.2917504878963705e-23,4.2439015331059231e-21,2.3546661508865269e-18,2.3193463450725004e-18,3.5319805814025832e-20,5.8176837634233546e-14,3.8712110954122834e-17
1.2409016749294413e-09,0.5280450828764889,4.5415546869142936e-09,3.4622583011486195e-12,4.8128589842077157e-12,1.404603391253346e-17,3.9417027001661741e-14,0.0,0.0,5.7674622637150272e-07,5.5718351458905548e-11,154.0,0.0,0.9965672276872829,1.0,18.999892836069581,0.000176905262302897,5.915590564742043e-07,0.00078410234429489236,0.0008912535592806931,0.00056787792459037198,0.00010479440760785521,2.7497429223556972e-10,1.7773508604003905e-06,0.00089699998453077212,1.1886917099752526e-12,3.9509950456149922e-06,8.0267793848106344e-07,3.3254257473429292e-06,3.3238545491753369e-06,9.7489823318142906e-10,4.6721919902767805e-08,5.9556274573807008e-10,3.010462888174104e-07,1.128264431662031e-13,1.1074975113344848e-13,1.1090000043882285e-13,1.3517783966766326e-08,1.0725887847453288e-11,1.3929565918241466e-14,3.7490829181742383e-16,8.8438786257462195e-16,2.2938606124201565e-12,3.4348988568628001e-13,2.1851222713859214e-14,8.620396570239697e-15,3.9921058354631491e-16,1.336025110347351e-18,4.7324163068265022e-21,7.9025639851585726e-17,9.4647281015271203e-19,2.9245863597466103e-08,2.1213175755309643e-14,2.765576503890812e-15,1.0827805688283872e-17,3.3000946517217102e-18,8.411843903420971e-15,4.4315466636803084e-23,2.5420939897090053e-23,6.5192199731740322e-17,1.3347283463339999e-21,2.9721077106325956e-17,6.3085423097060354e-22,4.9063945233928218e-23,4.8517303770056655e-21,2.7923061609433671e-18,2.7488958101763781e-18,4.341035076698849e-20,6.8189165931909221e-14,4.6171051078318428e-17
1.2842687682937173e-09,0.5280450722344434,4.7692865958090248e-09,3.7444901594567307e-12,5.3424520381521011e-12,1.6321036250692467e-17,4.4981448208716048e-14,0.0,0.0,6.1765043416621784e-07,6.3868147662970144e-11,154.0,0.0,0.99644746288649089,1.0,18.999889007478561,0.00018306708140228454,5.914942034588619e-07,0.0008111728056055111,0.00092227835546277814,0.00058769117196004928,0.00010851857349109671,2.8454617650714901e-10,1.8392634484736363e-06,0.0009283090385419074,1.2309352351503265e-12,4.2312681826014421e-06,8.3381474899138895e-07,3.5859859849021418e-06,3.5842915576574631e-06,1.0512937249684959e-09,4.9259779182475419e-08,6.4224724598414626e-10,3.2288985000020693e-07,1.3590532867705251e-13,1.336366665678597e-13,1.3382475290056102e-13,1.4984682290627535e-08,1.1601196655251603e-11,1.4414791149478534e-14,3.9965907772852929e-16,9.7163715257080664e-16,2.5806382057367988e-12,3.9722701603582468e-13,2.547228494099428e-14,1.0208950668614783e-14,4.8418889738498022e-16,1.6610062035075045e-18,5.6045057464924808e-21,9.4188537987508854e-17,1.1689218238403474e-18,3.0825722256028756e-08,2.262616594162794e-14,2.9550897781595083e-15,1.1549184856291132e-17,3.6208783707408407e-18,9.26968045952403e-15,4.7352218398220126e-23,2.7162929541038131e-23,7.4393894015821437e-17,1.5231248123818175e-21,3.3815161398293194e-17,7.1775481313992985e-22,5.5822518358389878e-23,5.5200973794027795e-21,3.2913853061314531e-18,3.2384170397729715e-18,5.2968266358481027e-20,7.9484278218719428e-14,5.478395718891639e-17
1.3276358616579933e-09,0.528045061628718,5.0015324382182785e-09,4.039991659231585e-12,5.9149924953938999e-12,1.8874728997640443e-17,5.1151865182029112e-14,0.0,0.0,6.599491431008129e-07,7.2879504798826473e-11,154.0,0.0,0.99632771188287594,1.0,18.999885179612306,0.00018922750658785333,5.914293577728796e-07,0.00083822722487989984,0.00095329482585355886,0.00060750168290857592,0.00011224052913822326,2.941154885812504e-10,1.9011593993610498e-06,0.00095961463034869264,1.2731536894322477e-12,4.5210948429058809e-06,8.6493389997873472e-07,3.8564585250676149e-06,3.8546361622034158e-06,1.1305957729034763e-09,5.1825744472481842e-08,6.9070846950193935e-10,3.4552820249101186e-07,1.6260921200671096e-13,1.6017384899853882e-13,1.6040743143177738e-13,1.6553598685922432e-08,1.2512741049760932e-11,1.489988599071589e-14,4.2522739966927606e-16,1.0646742990440077e-15,2.8936676254721945e-12,4.5751263786689544e-13,2.9561704869792296e-14,1.203138796046175e-14,5.8385838063974004e-16,2.0516114402616961e-18,6.6049940663025039e-21,1.11705037105304e-16,1.4344825279589088e-18,3.24224875970227e-08,2.4082103905399926e-14,3.1505064612091059e-15,1.2292494079808283e-17,3.960800220765103e-18,1.0181255402726692e-14,5.0483566104583281e-23,2.8959182809177989e-23,8.4515376734835525e-17,1.7303534492002372e-21,3.8301622382396584e-17,8.129839570651541e-22,6.322883302248184e-23,6.2525243463341941e-21,3.857903909774512e-18,3.7937096964193897e-18,6.4194213355123107e-20,9.2174686060269291e-14,6.4687744245972797e-17
1.3710029550222693e-09,0.5280450510592852,5.2382776108580503e-09,4.3489900342216979e-12,6.5328402986216292e-12,2.1731119388916199e-17,5.7977060143138327e-14,0.0,0.0,7.0364167422600269e-07,8.2810871859931499e-11,154.0,0.0,0.99620797468151434,1.0,18.999881352467824,0.00019538653809249447,5.9136451941974295e-07,0.00086526560385143299,0.00098430296688538843,0.00062730945886464696,0.00011596027479192158,3.0368222735765119e-10,1.9630387059460458e-06,0.00099091676213222874,1.3153470755738317e-12,4.82047016361117e-06,8.960351824884927e-07,4.1368377097456154e-06,4.134882704774914e-06,1.212802715562757e-09,5.4418024206907986e-08,7.4094540076958505e-10,3.6896427748913489e-07,1.9334589763527557e-13,1.9078256978270098e-13,1.9107050473416076e-13,1.8227908553206049e-08,1.3460659710113988e-11,1.5384850386178971e-14,4.516162707559664e-16,1.1636932047347911e-15,3.234473026000789e-12,5.2492840574855513e-13,3.4163900277081708e-14,1.4114023565575125e-14,7.0021384732748597e-16,2.5185755733782605e-18,7.7483280373116926e-21,1.3186042781885315e-16,1.7498853532585257e-18,3.4035052017026087e-08,2.5581051755661246e-14,3.3518317548364218e-15,1.3057764986808807e-17,4.3203333025274092e-18,1.114795903234706e-14,5.3709593109210948e-23,3.0809747515961143e-23,9.5613066410744996e-17,1.9575694148466051e-21,4.3202413213653657e-17,9.1700763834097524e-22,7.1319129861880313e-23,7.052595579667327e-21,4.4982045320568603e-18,4.4208966841818308e-18,7.7307847875029038e-20,1.0637864656982078e-13,7.6030809507335104e-17
1.4143700483865453e-09,0.5280450405261166,5.4795075501937673e-09,4.6717117797252235e-12,7.1984229143953418e-12,2.4915481160744034e-17,6.5508486341699693e-14,0.0,0.0,7.4872734642562232e-07,9.3722585852729301e-11,154.0,0.0,0.99608825128747602,1.0,18.999877526042134,0.00020154417614910567,5.9129968840285235e-07,0.00089228794426013131,0.0010153027749956096,0.00064711450118553888,0.00011967781069580103,3.1324639173766594e-10,2.0249013611219779e-06,0.0010222154359609045,1.3575153963383608e-12,5.1293892820137341e-06,9.2711844564139111e-07,4.4271178235170123e-06,4.4250254698472201e-06,1.2979128746429115e-09,5.7034939709456444e-08,7.9295701391997712e-10,3.9320100371528453e-07,2.2855186165772075e-13,2.2591529554621144e-13,2.2626777229908171e-13,2.0010982254069687e-08,1.4445090563068758e-11,1.5869684280171129e-14,4.7882870155363066e-16,1.2688876087744932e-15,3.6046121345292858e-12,6.0008833107410332e-13,3.9325964880148207e-14,1.6485241218117601e-14,8.3545026067258789e-16,3.0740000155653496e-18,9.0500900909243283e-21,1.5496530536955729e-16,2.1226785598767872e-18,3.5662379408848878e-08,2.7123099931188546e-14,3.5590748862809527e-15,1.3845043674486034e-17,4.699948711578094e-18,1.2171173985297062e-14,5.7030447268927028e-23,3.2714708477361518e-23,1.077448015196466e-16,2.2059569410904473e-21,4.8539859563462577e-17,1.0302997393386904e-21,8.0130264469044915e-23,7.9239562044398313e-21,5.2189779054297867e-18,5.1264290508307343e-18,9.2548854599051305e-20,1.2222027369491497e-13,8.897360978135237e-17
1.4577371417508213e-09,0.5280450300291841,5.7252077327151976e-09,5.0083826546174935e-12,7.9142351531321085e-12,2.8454382686840558e-17,7.3800345205863723e-14,0.0,0.0,7.9520547642077578e-07,1.0567686890109329e-10,154.0,0.0,0.99596854170582416,1.0,18.999873700332255,0.00020770042099059181,5.912348647256293e-07,0.00091929424785270122,0.0010462942466265529,0.00066691681116172442,0.00012339313709437751,3.2280798062414504e-10,2.0867473577921389e-06,0.0010535106537975069,1.3996586544993988e-12,5.4478473356256186e-06,9.5818358060938169e-07,4.7272931096326912e-06,4.7250587003908231e-06,1.3859245596535728e-09,5.9674918081432732e-08,8.4674227561687647e-10,4.1824130741068455e-07,2.6869309960725916e-13,2.6605678154696636e-13,2.6648546761701471e-13,2.1906185113633348e-08,1.5466170933520343e-11,1.6354387617073594e-14,5.0686770007511919e-16,1.3804510836437666e-15,4.0056753451289988e-12,6.836394187049474e-13,4.5097728398129002e-14,1.9175582218268643e-14,9.9197560482356337e-16,3.7314786175247698e-18,1.0527047153465728e-20,1.8135698933751703e-16,2.5613013177865481e-18,3.7303500547376719e-08,2.8708366105588681e-14,3.7722489521134932e-15,1.4654390150021425e-17,5.1001159332388289e-18,1.3252276467711141e-14,6.0446338442539482e-23,3.4674186075913144e-23,1.20969832405625e-16,2.4767291678367156e-21,5.433665017936745e-17,1.1533418488169262e-21,8.9699691809091593e-23,8.8703106272267734e-21,6.0272687170630809e-18,5.9170907223785979e-18,1.1017799468448338e-19,1.3982964930440161e-13,1.0368924966783856e-16
1.5011042351150973e-09,0.5280450195684591,5.9753636751115878e-09,5.3592276833883617e-12,8.6828389892476473e-12,3.2375714930832901e-17,8.2909663402549473e-14,0.0,0.0,8.4307537877384672e-07,1.1873782534698042e-10,154.0,0.0,0.99584884594161627,1.0,18.999869875335197,0.00021385527284986422,5.9117004839146055e-07,0.00094628451638255329,0.0010772773782255366,0.00068671639002119175,0.00012710625423307211,3.3236699292147556e-10,2.1485766888697561e-06,0.001084802417505889,1.4417768528407773e-12,5.7758394621765336e-06,9.8923050866511347e-07,5.0373577819433341e-06,5.0349766097893731e-06,1.4768360714170333e-09,6.233648553412542e-08,9.0230014719970321e-10,4.4408811233622765e-07,3.1426596237313912e-13,3.1172516245877795e-13,3.1224335914431426e-13,2.391687742303871e-08,1.652403766133928e-11,1.683896034134548e-14,5.3573627178023462e-16,1.4985770322073809e-15,4.439284834480769e-12,7.7626228358615098e-13,5.1531814736686261e-14,2.2217834303043745e-14,1.1724240450469251e-15,4.5062305027857934e-18,1.2197199436390141e-20,2.1140097320959406e-16,3.0751610615124111e-18,3.8957508770706768e-08,3.033699413887265e-14,3.9913707687512788e-15,1.5485877795095121e-17,5.521303220054144e-18,1.4392637432121246e-14,6.3957536095501925e-23,3.6688334886658168e-23,1.3534881444834707e-16,2.7711280032199797e-21,6.0615828207348967e-17,1.286623077718162e-21,1.0006545189445655e-22,9.8954211190225217e-21,6.9304812502553634e-18,6.8000030823782361e-18,1.3047816787712741e-19,1.5934293406908379e-13,1.2036408076787437e-16
1.5444713284793733e-09,0.5280450091439134,6.2299609343574821e-09,5.7244711581876809e-12,9.5068633814534411e-12,3.6708719214038287e-17,9.2896369806827046e-14,0.0,0.0,8.9233636589238479e-07,1.3297143884729899e-10,154.0,0.0,0.99572916399990341,1.0,18.999866051047999,0.00022000873195984118,5.9110523940370871e-07,0.00097325875160979682,0.0011082521662448682,0.00070651323893348647,0.00013081716235822501,3.4192342753558103e-10,2.2103893472779992e-06,0.001116090728857215,1.4838699941567544e-12,6.1133607996159069e-06,1.0202591728798679e-06,5.3573060331878055e-06,5.3547733901180402e-06,1.5706457044991061e-09,6.5018261142264187e-08,9.5962958617333423e-10,4.7074433977165782e-07,3.657979802592769e-13,3.6347304054421161e-13,3.6409584899669713e-13,2.6046414441943533e-08,1.7618827189085065e-11,1.7323402397523793e-14,5.6543741957489148e-16,1.6234586848240243e-15,4.9070936989538798e-12,8.7867174776531011e-13,5.8683698336642313e-14,2.5647120358568244e-14,1.3796693610482677e-15,5.4152401105473496e-18,1.4079829139457836e-20,2.4549240324785092e-16,3.6747152540198827e-18,4.0623555940709405e-08,3.2009153073922844e-14,4.2164607293727678e-15,1.6339592853326027e-17,5.9639779523492553e-18,1.5593623702070555e-14,6.7564367007122807e-23,3.8757342361919861e-23,1.5094380243869698e-16,3.0904240084338636e-21,6.7400783244176646e-17,1.4306398904619503e-21,1.1126615666475999e-22,1.1003106517336294e-20,7.9363848948249072e-18,7.7826294063729564e-18,1.5375548845195027e-19,1.8090247812939577e-13,1.3919831189500917e-16
1.5878384218436493e-09,0.5280449987555186,6.4889851077354428e-09,6.1043366408747813e-12,1.0389004093205657e-11,4.1484014798977795e-17,1.0382337237989306e-13,0.0,0.0,9.4298774803290822e-07,1.4844556946699894e-10,154.0,0.0,0.99560949588572978,1.0,18.999862227467688,0.00022616079855344742,5.9104043776571808e-07,0.0010002169553012395,0.001139218607141845,0.0007263073590134876,0.00013452586171710035,3.5147728337392216e-10,2.2721853259499763e-06,0.0011473755895358112,1.5259380812520671e-12,6.4604064861149314e-06,1.051269532402956e-06,5.6871320407051019e-06,5.6844432178466388e-06,1.6673517488837923e-09,6.7718950993404836e-08,1.0187295472344535e-09,4.9821290851477758e-07,4.2384867531086628e-13,4.2188857122869569e-13,4.2263306938157491e-13,2.8298146401017498e-08,1.8750675627488267e-11,1.7807713730223451e-14,5.9597414381030392e-16,1.7552890965294472e-15,5.4107851125557751e-12,9.9161741832629197e-13,6.6611758734450977e-14,2.9500986895122457e-14,1.6168386365663775e-15,6.477404576881793e-18,1.6195549023683396e-20,2.8405758598431023e-16,4.3715576858271831e-18,4.2300848665907883e-08,3.3725036176069213e-14,4.4475426669776901e-15,1.7215633939729891e-17,6.4286069825758709e-18,1.6856599046284899e-14,7.1267213076245915e-23,4.0881427572562385e-23,1.6781824611149333e-16,3.4359163062522985e-21,7.4715244084083718e-17,1.5858959509761979e-21,1.2334097801287047e-22,1.2197241041665325e-20,9.0531195371767085e-18,8.8727791626116614e-18,1.8034037456504547e-19,2.04656931547775e-13,1.604066302847646e-16
