Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071)
2.68318845075855e-12,0.7122872599424366,5.8942483083033037e-12,6.9621143458426053e-18,6.9098016296557748e-18,1.7335155492541831e-28,1.1502301313440707e-22,0.0,0.0,2.6195210778852067e-12,8.1067753401022413e-21,154.0,0.0,0.99999336250711579,1.0,18.999999992951846,3.9108023229852334e-07,6.1259980661675476e-07,1.4617242357822422e-06,1.4657889501502054e-06,1.0447478365226814e-06,5.5431521342128685e-09,3.3337705127412962e-13,1.5020344269576875e-09,1.6544775921897562e-06,6.2565941276859324e-17,1.0531852670535138e-11,1.6844834473266336e-11,1.1191910918696291e-13,1.1188872324653293e-13,2.1147637361923842e-17,2.7687019052266176e-13,9.2383030680495542e-18,7.7029419506325246e-13,1.6870415998169484e-31,1.5791073144831057e-31,1.5791112022766672e-31,2.2973267125541737e-17,2.0002115742995335e-19,1.1720380710555874e-17,4.1769347241237254e-20,6.0892563227319532e-21,4.6106791318367025e-20,1.6792371711335471e-23,5.4310636804542488e-27,1.1091324130317497e-27,9.6453349788242538e-32,1.0921645421944089e-35,5.9995375412928552e-34,5.619718635032257e-30,7.481682351938602e-35,1.7482914460458252e-13,1.0615492288365253e-19,2.699591543118624e-22,4.5503412838967562e-23
2.761182496722883e-12,0.7122872599408814,6.0657934862973021e-12,7.3744855709824566e-18,7.3175120308953137e-18,1.915968403931139e-28,1.2534995745461493e-22,0.0,0.0,2.7413669657128235e-12,8.7307928302581079e-21,154.0,0.0,0.99999316988760201,1.0,18.999999992569435,4.0244794743804311e-07,6.1298233133256669e-07,1.5040512865076057e-06,1.5083792734908996e-06,1.0817378298871038e-06,5.8653310529872391e-09,3.4306402013031034e-13,1.5621323976818735e-09,1.713055515454058e-06,6.6202428324004513e-17,1.1152891792761228e-11,1.7833615061993007e-11,1.2194091573829808e-13,1.2190760540339878e-13,2.3127800677340765e-17,2.9597707637327137e-13,1.0182534221930277e-17,8.1571766247400192e-13,2.061005018653466e-31,1.9291500518515501e-31,1.9291549397075947e-31,2.5066929726908608e-17,2.1794683399846863e-19,1.2189327103500908e-17,4.3454889621124634e-20,6.4586915925904919e-21,5.038760405599782e-20,1.8905079990637395e-23,6.2973796587113579e-27,1.2861972422883047e-27,1.1520211843348688e-31,1.307123151054752e-35,6.9612894824612547e-34,6.5170371947548381e-30,8.8837505726616856e-35,1.8689397073858321e-13,1.1240665624863045e-19,2.9400886916919567e-22,4.8434642912253532e-23
2.8391765426872157e-12,0.7122872599392893,6.237350704515431e-12,7.7988195659577197e-18,7.7369183346888281e-18,2.1121471364666182e-28,1.3627735448426788e-22,0.0,0.0,2.8657960366372404e-12,9.3859918933704928e-21,154.0,0.0,0.99999297726914782,1.0,18.999999992177976,4.1381565820703053e-07,6.133086585661298e-07,1.5463694628594794e-06,1.5509693565132332e-06,1.1187491712152643e-06,6.1963381141059424e-09,3.5275093432202169e-13,1.6224529551657901e-09,1.7716672486030939e-06,6.9938560940936053e-17,1.1791717399655568e-11,1.8850321916585411e-11,1.3254237171009148e-13,1.325059534805215e-13,2.5227840102241639e-17,3.1574776331377373e-13,1.1190389467712729e-17,8.6244213337216481e-13,2.5038360507140386e-31,2.3436564722009619e-31,2.3436625782546975e-31,2.7285883810137437e-17,2.3691108130241008e-19,1.2660010364641165e-17,4.5147576193588736e-20,6.8387177055842703e-21,5.49240672251287e-20,2.1210863084770253e-23,7.2708251404614952e-27,1.4851851866165034e-27,1.368957519825889e-31,1.5564285246221035e-35,8.0426024947063261e-34,7.5254883670515315e-30,1.0498170155874129e-34,1.9937792836780275e-13,1.1883677654571444e-19,3.1943546862784662e-22,5.1458089688380655e-23
2.9171705886515486e-12,0.7122872599376604,6.4089199632387822e-12,8.2351243424996738e-18,8.1680213499169875e-18,2.3227042541723219e-28,1.4782218672891108e-22,0.0,0.0,2.9928084076929929e-12,1.0073199041015902e-20,154.0,0.0,0.99999278465160302,1.0,18.9999999917775,4.2518336460549766e-07,6.1358704485268705e-07,1.5886787866027472e-06,1.5935592187629877e-06,1.1557787227798028e-06,6.5361515586439473e-09,3.6243779829528083e-13,1.6829765537119762e-09,1.8303078226923074e-06,7.3774093528932927e-17,1.2448329388171207e-11,1.9894932899091704e-11,1.4373961382425518e-13,1.4369989856392272e-13,2.7451253514998315e-17,3.3618252821383249e-13,1.2264006817416367e-17,9.1046760449965986e-13,3.0257830692695235e-31,2.8322198399897098e-31,2.8322274219230979e-31,2.963396664045343e-17,2.569429672350318e-19,1.3132277976818192e-17,4.6846867448279476e-20,7.2293088198234771e-21,5.9723391064151593e-20,2.3721072600959592e-23,8.3610183105919477e-27,1.708068605274554e-27,1.6189314007323742e-31,1.8443728457605835e-35,9.254275883719469e-34,8.6550752446525548e-30,1.2349908894545403e-34,2.1228119105684196e-13,1.2544524750499229e-19,3.4627611640132493e-22,5.4573734522288236e-23
2.9951646346158815e-12,0.7122872599359954,6.5805012627536549e-12,8.6834078946355639e-18,8.6108218856280884e-18,2.5483068507267575e-28,1.6000143789206022e-22,0.0,0.0,3.1224041961714379e-12,1.0793247722777272e-20,154.0,0.0,0.99999259203483981,1.0,18.999999991368057,4.3655106663345494e-07,6.1382453194165298e-07,1.6309792794486615e-06,1.6361488780691545e-06,1.1928238085078765e-06,6.8847496812815477e-09,3.7212461610554536e-13,1.7436853644022896e-09,1.8889729998590486e-06,7.770878109432998e-17,1.3122727663063478e-11,2.096742589901361e-11,1.5554876601352195e-13,1.5550555895399846e-13,2.9801536019466062e-17,3.5728159559035108e-13,1.340552350403258e-17,9.5979407317055035e-13,3.6382778644864603e-31,3.4055412325528879e-31,3.4055505933931376e-31,3.2115031059281049e-17,2.7807154551145661e-19,1.3605990819084575e-17,4.8552271262414343e-20,7.6304391585088194e-21,6.4792767856838808e-20,2.6447375106443521e-23,9.5781317803374024e-27,1.9569340298690819e-27,1.9058496533098331e-31,2.175644239074705e-35,1.0607736534469764e-33,9.9163805251432946e-30,1.4466071639221745e-34,2.256038993109125e-13,1.3223203302678335e-19,3.7456788486307923e-22,5.7781558755108456e-23
3.0731586805802144e-12,0.7122872599342936,6.752094603351067e-12,9.1436781987325911e-18,9.0653207510389985e-18,2.7896366091116246e-28,1.7283209287544194e-22,0.0,0.0,3.2545835195717816e-12,1.1546978325399687e-20,154.0,0.0,0.99999239941874929,1.0,18.999999990949675,4.4791876429091147e-07,6.1402712622781513e-07,1.673270963054977e-06,1.6787383506950313e-06,1.2298821457920004e-06,7.2421108301723014e-09,3.8181139145215503e-13,1.8045631240014501e-09,1.9476591653373622e-06,8.1742379247026683e-17,1.3814912136203339e-11,2.2067778833254808e-11,1.6798593943730102e-13,1.6793904018150986e-13,3.2282179948467729e-17,3.7904514534167247e-13,1.4617075842721583e-17,1.010421537221665e-12,4.3540348236123123e-31,4.0755223901844798e-31,4.0755338847613698e-31,3.4732945421604269e-17,3.0032585568802496e-19,1.408102198768254e-17,5.026333873012104e-20,8.0420830097697644e-21,7.0139371977560793e-20,2.9401751324347757e-23,1.093290751849098e-26,2.2339852801017608e-27,2.2339551437913013e-31,2.5553511238668937e-35,1.2115056105540693e-33,1.1320582376521607e-29,1.6876018436315022e-34,2.3934616545982509e-13,1.3919709717442908e-19,4.0434775528856434e-22,6.1081543741469744e-23
3.1511527265445473e-12,0.7122872599325559,6.9236999853263277e-12,9.6159432135417693e-18,9.5315187555360812e-18,3.0473898045471384e-28,1.8633113777923524e-22,0.0,0.0,3.3893464955565129e-12,1.233523817194005e-20,154.0,0.0,0.99999220680323808,1.0,18.999999990522397,4.5928645757787525e-07,6.1419995165399384e-07,1.7155538590260839e-06,1.7213276514759018e-06,1.266951787382519e-06,7.6082134068112876e-09,3.91498127709661e-13,1.8655949972781154e-09,2.0063632354381741e-06,8.5874644199006628e-17,1.4524882725951625e-11,2.3195969646069334e-11,1.8106723249750327e-13,1.8101643502352251e-13,3.4896674867265048e-17,4.0147331933829389e-13,1.5900799113478649e-17,1.0623499949676032e-12,5.1871555367740359e-31,4.8553636462338385e-31,4.8553776883512553e-31,3.7491593533558683e-17,3.2373492318055009e-19,1.4557255721722705e-17,5.197966036210098e-20,8.4642147265032554e-21,7.5770359936389442e-20,3.2596495331629543e-23,1.2436671731245875e-26,2.5415465711631191e-27,2.6078453818956838e-31,2.9890473832979338e-35,1.3788968177372184e-33,1.2879470262985491e-29,1.9611485853225931e-34,2.5350807781989006e-13,1.4634040416770988e-19,4.3565261809518434e-22,6.4473670868687661e-23
3.22914677250888e-12,0.7122872599307819,7.0953174089786261e-12,1.010021088024166e-17,1.0009416708676052e-17,3.3222773074260827e-28,2.0051555990231483e-22,0.0,0.0,3.5266932419107993e-12,1.315888152091157e-20,154.0,0.0,0.99999201418822714,1.0,18.999999990086256,4.706541464943531e-07,6.1434738011329279e-07,1.7578279889131405e-06,1.7639167939446963e-06,1.3040310718308951e-06,7.9830358659036839e-09,4.0118482795630713e-13,1.9267674513495662e-09,2.0650825790706582e-06,9.0105332762848566e-17,1.5252639356588005e-11,2.4351976309010132e-11,1.9480873085433681e-13,1.9475382351929785e-13,3.7648507577018268e-17,4.2456622704372198e-13,1.7258827461937237e-17,1.1155794451596655e-12,6.1532388564048543e-31,5.7596669634954829e-31,5.759684033874192e-31,4.0394874590248629e-17,3.4832775928159267e-19,1.5034586422679869e-17,5.3700862617281584e-20,8.8968087262128794e-21,8.169287042409046e-20,3.6044213759039025e-23,1.4101349691953175e-26,2.8820656129810339e-27,3.0324916053825795e-31,3.4827583383590959e-35,1.5642885355553152e-33,1.4605460731937911e-29,2.2706711415380069e-34,2.6808970424337308e-13,1.5366191837682273e-19,4.6851927308029052e-22,6.7957921569599043e-23
3.307140818473213e-12,0.7122872599289721,7.2669468746106739e-12,1.0596489122481969e-17,1.0499015420186846e-17,3.6150245862464387e-28,2.1540234774249514e-22,0.0,0.0,3.6666238765056212e-12,1.4018769565423687e-20,154.0,0.0,0.99999182157364896,1.0,18.999999989641285,4.8202183104035127e-07,6.1447314167765122e-07,1.800093374214206e-06,1.8065057904462699e-06,1.3411185815996025e-06,8.3665567152336831e-09,4.1087149500010921e-13,1.9880681413992514e-09,2.1238149514045391e-06,9.4434202350244121e-17,1.5998181957791572e-11,2.553577682087763e-11,2.0922650744207272e-13,2.0916727298613815e-13,4.0541162118234612e-17,4.4832395026576399e-13,1.8693293816364649e-17,1.1701098869484976e-12,7.2694966432581658e-31,6.8045442950671801e-31,6.8045649501197793e-31,4.3446703113794087e-17,3.7413336117680627e-19,1.5512917762634592e-17,5.542660474834062e-20,9.3398394908483309e-21,8.7914024357002002e-20,3.9757824993138639e-23,1.5939480519801165e-26,3.2581167011607684e-27,3.5132583551940142e-31,4.0430075494625642e-35,1.769091632826416e-33,1.6511613161431082e-29,2.619856122187488e-34,2.8309109511883582e-13,1.6116160431688796e-19,5.0298442965729755e-22,7.1534277330423771e-23
3.385134864437546e-12,0.7122872599271266,7.4385883825283638e-12,1.1104785846427004e-17,1.1000315699968432e-17,3.9263717105424199e-28,2.3100849099677598e-22,0.0,0.0,3.8091385172642227e-12,1.4915770432318232e-20,154.0,0.0,0.99999162895944549,1.0,18.999999989187522,4.93389511215875e-07,6.1458041851703116e-07,1.8423500363743716e-06,1.8490946522416234e-06,1.37821310737006e-06,8.7587545155337177e-09,4.2055813140260332e-13,2.0494858064605842e-09,2.182558437347682e-06,9.8861010970531069e-17,1.6761510464167229e-11,2.6747349207668423e-11,2.243366224847808e-13,2.2427283803518895e-13,4.3578119774206399e-17,4.7274654720481707e-13,2.0206329817643743e-17,1.2259413198500208e-12,8.5548752696756428e-31,8.0077313359044832e-31,8.0077562174059854e-31,4.6651008891603035e-17,4.0118071196046188e-19,1.5992161871066241e-17,5.7156575925005299e-20,9.7932815666452269e-21,9.4440924921802306e-20,4.3750558380345733e-23,1.7964231908294867e-26,3.6724037997577524e-27,4.0559235327276637e-31,4.6768444406544831e-35,1.9947882878649449e-33,1.8611645468721274e-29,3.0126660690909373e-34,2.9851228592754982e-13,1.6883942664292332e-19,5.3908470709008181e-22,7.5202719695771502e-23
3.4631289104018788e-12,0.7122872599252454,7.6102419330404702e-12,1.1625108940799011e-17,1.1513318358093613e-17,4.2570733538137652e-28,2.4735098056158965e-22,0.0,0.0,3.9542372821315489e-12,1.5850759181302539e-20,154.0,0.0,0.99999143634556764,1.0,18.999999988724987,5.0475718702092927e-07,6.1467192523981179e-07,1.8845979967858921e-06,1.8916833896030153e-06,1.4153136175109061e-06,9.1596078803540333e-09,4.3024473950033765e-13,2.1110101743045055e-09,2.2413114031956739e-06,1.0338551722921512e-16,1.754262481481342e-11,2.7986671522524082e-11,2.4015512351203579e-13,2.400865605872013e-13,4.6762859074439598e-17,4.9783405591686011e-13,2.1800065759987852e-17,1.2830737437143364e-12,1.0030183014716161e-30,9.3887067911692546e-31,9.3887366368898942e-31,5.0011736914868518e-17,4.2949878065022909e-19,1.6472238592677648e-17,5.889049260875111e-20,1.0257109563965341e-20,1.0128065762016553e-19,4.8035953432992149e-23,2.0189414803697588e-26,4.1277636159078189e-27,4.6666989376708309e-31,5.3918727521805408e-35,2.2429336852254786e-33,2.0919949780050645e-29,3.4533528430513429e-34,3.1435329943030294e-13,1.7669535014523893e-19,5.7685663472577447e-22,7.8963230271947645e-23
3.5411229563662117e-12,0.7122872599233285,7.781907526458374e-12,1.2157466276921376e-17,1.2038024204808785e-17,4.6078987964531768e-28,2.6444680853304835e-22,0.0,0.0,4.1019202890464066e-12,1.6824617804080257e-20,154.0,0.0,0.99999124373197279,1.0,18.999999988253723,5.1612485845551832e-07,6.147499777105474e-07,1.926837276788315e-06,1.9342720119008111e-06,1.4524192319252186e-06,9.5690954759325549e-09,4.3993132142471722e-13,2.1726318745912176e-09,2.3000724552159434e-06,1.0800748032649593e-16,1.8341524952927422e-11,2.9253721845679995e-11,2.5669804537459402e-13,2.5662446988825518e-13,5.0098855798073407e-17,5.2358649727977192e-13,2.3476630540715359e-17,1.3415071586973293e-12,1.1718223473495103e-30,1.0968817275992801e-30,1.0968852931362806e-30,5.3532847317288847e-17,4.5911652220128018e-19,1.6953074809707846e-17,6.0628096155606049e-20,1.0731298157137294e-20,1.0844029031330738e-19,5.2627859037390472e-23,2.2629498033708565e-26,4.6271686663579274e-27,5.3522512837489758e-31,6.1962798253262035e-35,2.5151577079768361e-33,2.3451608061859809e-29,3.9464713222809102e-34,3.3061414754056895e-13,1.8472933974521532e-19,6.1633665222605261e-22,8.2815790728992418e-23
3.6191170023305445e-12,0.7122872599213762,7.9535851630958013e-12,1.2701865708761727e-17,1.2574434050534744e-17,4.9796319286718049e-28,2.8231296820719318e-22,0.0,0.0,4.2521876559161389e-12,1.7838235223480091e-20,154.0,0.0,0.99999105111862596,1.0,18.999999987773752,5.2749252551964626e-07,6.1481655175611881e-07,1.9690678976686163e-06,1.9768605276827091e-06,1.4895291997404398e-06,9.9871960210650691e-09,4.4961787912011145e-13,2.2343423596444688e-09,2.358840404317253e-06,1.1272666005581385e-16,1.9158210825445293e-11,3.0548478284414351e-11,2.7398141026004076e-13,2.7390258252544556e-13,5.3589582977290874e-17,5.5000387752380034e-13,2.5238151617948837e-17,1.4012415652347608e-12,1.3643935127766282e-30,1.277140798438665e-30,1.2771450415266034e-30,5.7218315314011091e-17,4.9006287751977178e-19,1.7434603823729773e-17,6.2369150629239481e-20,1.1215822084297622e-20,1.1592687326641961e-19,5.7540432663908345e-23,2.5299622886351396e-26,5.1737303358917315e-27,6.1197236926171033e-31,7.098866727814948e-35,2.8131666255033948e-33,2.6222407713403411e-29,4.4968934128442588e-34,3.4729483292244675e-13,1.9294136049143338e-19,6.5756110979699901e-22,8.6760382801568361e-23
3.6971110482948774e-12,0.7122872599193888,8.1252748432686026e-12,1.3258315072974882e-17,1.3122548705867357e-17,5.373071253422668e-28,3.0096645408024516e-22,0.0,0.0,4.4050395005935805e-12,1.8892507292583174e-20,154.0,0.0,0.99999085850549596,1.0,18.999999987285101,5.3886018821331608e-07,6.14873333119127e-07,2.0112898806613225e-06,2.0194489447459762e-06,1.5266428803246131e-06,1.0413888286975772e-08,4.5930441436009099e-13,2.2961338322158414e-09,2.4176142359867667e-06,1.1754281680238352e-16,1.9992682382713587e-11,3.1870918972997241e-11,2.9202122770840799e-13,2.9193690244253222e-13,5.7238510900721348e-17,5.7708619038475052e-13,2.708675497514415e-17,1.4622769640186383e-12,1.5834537214240128e-30,1.4821959255169446e-30,1.4822009561799183e-30,6.1072131140797502e-17,5.2236677347575613e-19,1.7916764791984282e-17,6.4113440807093665e-20,1.171065614723222e-20,1.2374743919299458e-19,6.2788139579047641e-23,2.8215617639161918e-26,5.7707019276629866e-27,6.9767576650273707e-31,8.1090792263064934e-35,3.1387447768407701e-33,2.9248857120829166e-29,5.1098223710792403e-34,3.643953503503548e-13,2.0133137755612842e-19,7.0056626841760688e-22,9.0796988288961612e-23
3.77510509425921e-12,0.7122872599173662,8.2969765672945283e-12,1.3826822188945686e-17,1.3682368981578331e-17,5.7890298893219598e-28,3.2042426184885515e-22,0.0,0.0,4.5604759408561323e-12,1.9988336793849444e-20,154.0,0.0,0.99999066589255681,1.0,18.999999986787806,5.5022784653653104e-07,6.1492175998880104e-07,2.0535032469486464e-06,2.0620372702033157e-06,1.5637597271233781e-06,1.0849151097188094e-08,4.6899092876249699e-13,2.3579991796185076e-09,2.4763930846941181e-06,1.2245571154172627e-16,2.0844939578190004e-11,3.3221022072639781e-11,3.1083349462776252e-13,3.1074342095555447e-13,6.1049107116834704e-17,6.0483341893723768e-13,2.9024565091375477e-17,1.5246133559756753e-12,1.8319682023530979e-30,1.7148229159411041e-30,1.7148288591625529e-30,6.5098299993413614e-17,5.560571229155668e-19,1.839950221341638e-17,6.5860770362372721e-20,1.2215775211218187e-20,1.3190900329903866e-19,6.8385752059523586e-23,3.1394012038809378e-26,6.4214817054569405e-27,7.9315155279743943e-31,9.2370396118737255e-35,3.4937562495569972e-33,3.2548201172815514e-29,5.7908074376886619e-34,3.8191568786669172e-13,2.0989935623193795e-19,7.4538830006700404e-22,9.4925589054564214e-23
3.853099140223543e-12,0.7122872599153083,8.4686903354930463e-12,1.440739485883176e-17,1.4253895688615896e-17,6.2283355735681762e-28,3.4070338841035756e-22,0.0,0.0,4.718497094386708e-12,2.1126633438243481e-20,154.0,0.0,0.99999047327978641,1.0,18.999999986281892,5.6159550048929444e-07,6.1496305930773001e-07,2.0957080176606144e-06,2.104625510542955e-06,1.6008792738623417e-06,1.129296332739584e-08,4.7867742380326056e-13,2.4199319136403933e-09,2.5351762120413043e-06,1.2746510583823122e-16,2.171498236817028e-11,3.4598765771443457e-11,3.3043419530976485e-13,3.3033811676841115e-13,6.5024836437327729e-17,6.3324553715964961e-13,3.1053704916412488e-17,1.5882507422476304e-12,2.1131613757933986e-30,1.9780402229504229e-30,1.9780472203288243e-30,6.9300841967237964e-17,5.9116282467373465e-19,1.8882765459817385e-17,6.7610960205413715e-20,1.2731154204866047e-20,1.4041856332717685e-19,7.4348348608337224e-23,3.485205173133766e-26,7.1296159279086446e-27,8.9927033560068544e-31,1.049357938352993e-34,3.8801465541951604e-33,3.613843673790439e-29,6.5457587828665082e-34,3.9985582777007852e-13,2.1864526192891699e-19,7.9206328795046478e-22,9.9146167025116339e-23
3.931093186187876e-12,0.7122872599132158,8.6404161481851704e-12,1.5000040867606082e-17,1.4837129638105478e-17,6.6918306648589726e-28,3.6182083186302241e-22,0.0,0.0,4.8791030787564423e-12,2.2308313864360149e-20,154.0,0.0,0.99999028066716578,1.0,18.999999985767388,5.7296315007160839e-07,6.1499827780292883e-07,2.1379042138751958e-06,2.1472136716834706e-06,1.6380011227543551e-06,1.1745303905334674e-08,4.8836390082861927e-13,2.4819261157176045e-09,2.5939629880875867e-06,1.3257076184370122e-16,2.2602810711539087e-11,3.6004128284349491e-11,3.5083930144519888e-13,3.5073695598840876e-13,6.9169160940503268e-17,6.6232251127170837e-13,3.317629584983486e-17,1.6531891241733677e-12,2.4305334078621901e-30,2.2751244452214461e-30,2.2751326567691417e-30,7.3683791997091735e-17,6.2771276358447019e-19,1.936650834800428e-17,6.9363846970322228e-20,1.3256768119962415e-20,1.4928309960064684e-19,8.0691313172834487e-23,3.8607712643181213e-26,7.8988018747017245e-27,1.0169594365208302e-30,1.189027279532922e-34,4.2999442942905112e-33,4.0038328103640092e-29,7.3809627620197316e-34,4.182157474600014e-13,2.2756906017179556e-19,8.4062722672427236e-22,1.0345870418981511e-22
4.009087232152209e-12,0.7122872599110881,8.8121540056932895e-12,1.5604767983099471e-17,1.5432071641350433e-17,7.1803721463057545e-28,3.8379359150631073e-22,0.0,0.0,5.0422940114089498e-12,2.3534301637550444e-20,154.0,0.0,0.99999008805467826,1.0,18.999999985244319,5.8433079528347574e-07,6.1502830848246036e-07,2.1800918566184283e-06,2.1898017590238083e-06,1.6751249344300152e-06,1.2206151810653923e-08,4.980503610665598e-13,2.5439763869135542e-09,2.6527528754033013e-06,1.3777244229589035e-16,2.3508424569542631e-11,3.7437087853088304e-11,3.7206477213947294e-13,3.7195589214177481e-13,7.3485539974641624e-17,6.9206430087658097e-13,3.5394457723601187e-17,1.7194285032724844e-12,2.7878774474564425e-30,2.6096264649663339e-30,2.6096360710605343e-30,7.8251199797288405e-17,6.6573581049275141e-19,1.9850688749496979e-17,7.1119281634358237e-20,1.3792592011312984e-20,1.5850957506718423e-19,8.7430334364748358e-23,4.2679715313082482e-26,8.7328908647668289e-27,1.1472052778612779e-30,1.3439471272922402e-34,4.7552628319725917e-33,4.4267422377604708e-29,8.3030974818101526e-34,4.3699542015803022e-13,2.3667071659745903e-19,8.9111602271948643e-22,1.0786318259930573e-22
4.087081278116542e-12,0.7122872599089259,8.9839039083410283e-12,1.6221583956042986e-17,1.6038722509832636e-17,7.6948316283459266e-28,4.0663866784112884e-22,0.0,0.0,5.2080700096460508e-12,2.4805527249047844e-20,154.0,0.0,0.99998989544231054,1.0,18.999999984712709,5.9569843612489862e-07,6.1505391322421761e-07,2.2222709668645519e-06,2.2323897774889147e-06,1.7122504193532576e-06,1.2675486074788649e-08,5.0773680563744407e-13,2.606077802293081e-09,2.7115454154754912e-06,1.4306991051707941e-16,2.4431823905581333e-11,3.8897622746129197e-11,3.9412655392808992e-13,3.9401086618914117e-13,7.7977430161364906e-17,7.2247085993454259e-13,3.7710308787581796e-17,1.7869688812303779e-12,3.1892975585873842e-30,2.9853882372580051e-30,2.9853994407533824e-30,8.3007129801902214e-17,7.0526082226505221e-19,2.033526823450295e-17,7.2877128258479956e-20,1.4338600996585965e-20,1.6810493534279875e-19,9.4581404682219056e-23,4.7087539175027315e-26,9.6358912664971129e-27,1.29105581619218e-30,1.5154338705567697e-34,5.2483019491620519e-33,4.8846064850431664e-29,9.3192486763041073e-34,4.5619481552266826e-13,2.4595019695263055e-19,9.4356549416466433e-22,1.1235958436458263e-22
4.165075324080875e-12,0.7122872599067288,9.1556658564531085e-12,1.6850496520110185e-17,1.6657083055213177e-17,8.2360953516527693e-28,4.3037306257008582e-22,0.0,0.0,5.3764311906147981e-12,2.612292811509546e-20,154.0,0.0,0.99998970283005029,1.0,18.999999984172582,6.0706607259587914e-07,6.1507574202577176e-07,2.2644415655361327e-06,2.2749777315713462e-06,1.7493773305058479e-06,1.3153285780832106e-08,5.1742323556315405e-13,2.6682258693083025e-09,2.7703402171229681e-06,1.4846293041263595e-16,2.5373008685020693e-11,4.0385711258629982e-11,4.1704058079209039e-13,4.1691780654099405e-13,8.264828539899443e-17,7.5354213759272285e-13,4.012596569761004e-17,1.8558102598846174e-12,3.639227361289082e-30,3.4065602428856127e-30,3.4065732713982654e-30,8.7955661105255101e-17,7.4631664179973736e-19,2.0820211747195003e-17,7.4637262838638324e-20,1.4894770256155911e-20,1.7807610875544148e-19,1.0216081973378812e-22,5.1851436792327058e-26,1.0611971500000239e-26,1.4496230228274221e-30,1.7048887619387277e-34,5.7813495043728039e-33,5.3795414320889218e-29,1.0436925892943638e-33,4.7581390017331857e-13,2.5540746709173943e-19,9.9801137140757954e-22,1.1694789165585951e-22
4.2430693700452076e-12,0.7122872599044973,9.3274398503552292e-12,1.749151339195923e-17,1.7287154089332984e-17,8.8050641900429443e-28,4.5501377859774958e-22,0.0,0.0,5.5473776712957184e-12,2.7487448576074194e-20,154.0,0.0,0.99998951021788807,1.0,18.999999983623965,6.1843370469641943e-07,6.1509434942309538e-07,2.3066036735041881e-06,2.3175656253692274e-06,1.7865054571477795e-06,1.3639530063408452e-08,5.2710965177573772e-13,2.7304164898399294e-09,2.829136946615201e-06,1.539512664695544e-16,2.6331978875018793e-11,4.1901331712386876e-11,4.4082277417346559e-13,4.406926290730942e-13,8.7501556865901015e-17,7.8527807889281633e-13,4.2643543505655004e-17,1.9259526412125124e-12,4.1424493941149739e-30,3.8776196169341986e-30,3.8776347253071729e-30,9.3100887402621444e-17,7.889320980371599e-19,2.1305487309508118e-17,7.6399572258124686e-20,1.5461075032947852e-20,1.8843000638856343e-19,1.1018517746436064e-22,5.6992448042985448e-26,1.1665463031407905e-26,1.6240854110724762e-30,1.9138016237484923e-34,6.3567830851311937e-33,5.9137458383132392e-29,1.1664078987991239e-33,4.9585263813718894e-13,2.6504249297495823e-19,1.0544892971359862e-21,1.2162808670146416e-22
4.3210634160095405e-12,0.7122872599022315,9.4992258903739669e-12,1.8144642271275e-17,1.7928936424213457e-17,9.4026536533815633e-28,4.8057782003090652e-22,0.0,0.0,5.7209095684921467e-12,2.890003989563227e-20,154.0,0.0,0.99998931760581478,1.0,18.999999983066882,6.2980133242652117e-07,6.1511020850703002e-07,2.34875731158832e-06,2.3601534626208864e-06,1.8236346194906033e-06,1.4134198108545794e-08,5.3679605512566661e-13,2.7926459255692291e-09,2.8879353192369391e-06,1.5953468375504609e-16,2.7308734444368889e-11,4.3444462455784412e-11,4.6548904299054088e-13,4.6535123714186557e-13,9.2540693023848576e-17,8.1767862537524669e-13,4.5265155651782873e-17,1.9973960273197699e-12,4.7041152111911549e-30,4.4033889652404077e-30,4.4034064382013173e-30,9.8446916931149606e-17,8.3313600596948156e-19,2.179106575094374e-17,7.8163953331711525e-20,1.6037490632281941e-20,1.9917352212456626e-19,1.1867137738313124e-22,6.253241425648982e-26,1.2800863359264011e-26,1.8156906101078535e-30,2.1437546432495762e-34,6.9770716560237918e-33,6.4895028676223609e-29,1.3009114931092928e-33,5.1631099123080975e-13,2.7485524066639331e-19,1.1130348265974571e-21,1.2640015178678128e-22
