Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071)
7.496536615226961e-07,0.7125069487415105,5.3107344871166933e-06,2.5417207250645874e-06,0.00019178462610778882,1.5058208768532932e-07,0.0012621539188555763,0.0,0.0,0.0028850005366812398,0.014764811853128204,154.0,0.0,0.23535998386894405,1.0,18.971443983243741,0.019975692791318517,1.923156091755822e-07,0.0041346453800464381,0.040155979046429091,0.14784241563015768,0.00041601258316804207,9.1167499021693055e-09,5.8949922103704686e-05,0.31000283380843829,4.6956403501093463e-12,0.089120861663731968,4.8122076388572052e-06,0.089139850102564214,0.037071638641812378,8.0138686107561936e-06,2.9741567989907808e-05,4.8947361115200987e-06,0.053564342082424006,0.00017959015546767181,0.0055369152625487552,0.020004320747749122,0.0080719349800589413,2.5077083776686981e-06,4.5998831041126462e-13,4.1080171521680359e-11,5.0290329234331982e-10,1.2308577380555704e-05,0.001162132570395043,7.401375770138354e-05,0.00017651591102235968,2.5991650196678845e-05,0.00017814930904510529,9.7376915517520781e-11,0.00042849087038611698,0.00061365052449833244,1.383862789767649e-05,4.3403502896268043e-05,4.3673781573856085e-06,2.2422654796746564e-08
7.531682774802427e-07,0.7125071548359728,5.3081999280873223e-06,2.5535721073863382e-06,0.00019224236960479769,1.5161849888220505e-07,0.0012705086685729874,0.0,0.0,0.0028862535550518566,0.014825768262875523,154.0,0.0,0.23410375043154186,1.0,18.971373925505979,0.019923470404008711,1.9160206245139274e-07,0.0040906954222953507,0.040003702677440259,0.14802587359418024,0.00041158918134806733,9.0821419494546626e-09,5.8726143246314665e-05,0.31082793405665005,4.645712283770288e-12,0.089297638557409825,4.7610789895977714e-06,0.089264523383571492,0.037040891812121668,8.0071901196157663e-06,2.9820822860609728e-05,4.8906570014378879e-06,0.053752991212309531,0.00017929239996459658,0.0055316379079814295,0.020084908743764954,0.0080680191599669885,2.5165438855169114e-06,4.5824215607431632e-13,4.1224676792581934e-11,5.0276563506823548e-10,1.2332828177495471e-05,0.0011683492116589334,7.4409689285637545e-05,0.00017746346566891333,2.6131333759636557e-05,0.0001798161642083213,9.7899644321849586e-11,0.00043323726600017523,0.00061905562090670504,1.3855844661350155e-05,4.3763953441705044e-05,4.4036333679266355e-06,2.2608867034072722e-08
7.566828934377892e-07,0.7125073586217097,5.3056689468480457e-06,2.5654064874778854e-06,0.00019269615521675198,1.526559015659444e-07,0.0012788522577743874,0.0,0.0,0.0028875071210215505,0.014886483567000274,154.0,0.0,0.23285617671561112,1.0,18.971304200239718,0.019871059016516583,1.908930885810237e-07,0.0040472747099927877,0.039851877658131141,0.14820697980637892,0.00040721906561377999,9.0476368797101672e-09,5.8503029680179483e-05,0.31164996613163987,4.5963856695515672e-12,0.089472797108815186,4.7105660722842744e-06,0.089387872874644975,0.037010172032070521,8.000517667438219e-06,2.9899782869306921e-05,4.8865815801801042e-06,0.053940643379920668,0.00017899511540782172,0.0055262554600245834,0.020164921770466835,0.0080639643031212641,2.5253326985475259e-06,4.5650119308433176e-13,4.1368417309966366e-11,5.0261927327908397e-10,1.235685496118459e-05,0.0011745434245009866,7.4804191810870163e-05,0.00017840760845985715,2.6270513959016165e-05,0.00018148503225136453,9.8420490939509303e-11,0.00043800266264434483,0.00062446905152825497,1.387284093604013e-05,4.4124143456891236e-05,4.4398621814152964e-06,2.2794944679674055e-08
7.601975093953357e-07,0.7125075601298285,5.3031417773845592e-06,2.5772239736867685e-06,0.00019314600995301177,1.5369429059786655e-07,0.0012871845450107759,0.0,0.0,0.0028887613041869821,0.014946958887714485,154.0,0.0,0.23161718432687758,1.0,18.971234804742224,0.019818464656890633,1.9018864545674335e-07,0.0040043761170901401,0.039700507022717699,0.14838575201726817,0.00040290152586532958,9.0132353782060788e-09,5.8280585799214222e-05,0.31246894966639144,4.5476524945215838e-12,0.089646352943197727,4.6606606062928275e-06,0.089509914516948771,0.036979482860394292,7.9938520491230746e-06,2.997844990382872e-05,4.8825103325171874e-06,0.054127304532212255,0.00017869833665449584,0.0055207714444139638,0.020244362521823621,0.0080597729409392169,2.5340750952812649e-06,4.5476545577813293e-13,4.1511397673573728e-11,5.0246435858630348e-10,1.2380659855795081e-05,0.0011807151784343224,7.5197263336463656e-05,0.00017934833460765573,2.6409190086985334e-05,0.00018315584339355918,9.893945272943033e-11,0.00044278692435519533,0.00062989068838856721,1.388961838632453e-05,4.4484056153030688e-05,4.4760629093373811e-06,2.2980879060345073e-08
7.637121253528822e-07,0.7125077593945666,5.3006186403411158e-06,2.589024673475358e-06,0.00019359196041295634,1.5473366095864769e-07,0.001295505392768392,0.0,0.0,0.0028900161715252788,0.015007195343815716,154.0,0.0,0.23038669598076836,1.0,18.971165736367453,0.019765693237969739,1.894886911669944e-07,0.0039619926632041358,0.039549593630968473,0.14856220778183779,0.00039863584749642958,8.9789382439262988e-09,5.8058816692460498e-05,0.31328490406466175,4.4995046948039921e-12,0.089818321493696604,4.6113544527218812e-06,0.089630663982434133,0.036948827725040552,7.9871940534895959e-06,3.0056825829953329e-05,4.8784437400188097e-06,0.054312980588051986,0.00017840209724296165,0.0055151892942447173,0.020323233715551274,0.0080554475511613495,2.5427713529114853e-06,4.5303498362971223e-13,4.1653622233739389e-11,5.0230103940895659e-10,1.2404244950853631e-05,0.0011868644459891527,7.5588902119040082e-05,0.00018028563978945595,2.6547361504591224e-05,0.00018482852881933476,9.9456527305354476e-11,0.00044758991601657924,0.00063532040552206502,1.3906178658438823e-05,4.4843675025659295e-05,4.5122338930918139e-06,2.3166661649378824e-08
7.672267413104287e-07,0.7125079564461335,5.2980997470468199e-06,2.6008086937290301e-06,0.00019403403295047963,1.5577400770127819e-07,0.0013038146660504786,0.0,0.0,0.0028912717882761396,0.015067194051835042,154.0,0.0,0.22916463510376314,1.0,18.971096992492289,0.019712750599097904,1.8879318337217354e-07,0.0039201174428254984,0.039399140231302122,0.14873636452996336,0.00039442132905318005,8.9447459778196963e-09,5.7837725727843816e-05,0.31409784858365725,4.4519343472812182e-12,0.089988718072780624,4.5626395718323113e-06,0.089750136771426195,0.036918209973634389,7.9805443126457067e-06,3.013491249936095e-05,4.8743821903637637e-06,0.054497677448317579,0.00017810642973087177,0.0055095123833773961,0.020401538083433153,0.0080509905771856335,2.551421747768549e-06,4.5130980299789662e-13,4.1795095617927602e-11,5.0212946214161907e-10,1.2427612313519973e-05,0.0011929912016417849,7.5979106525318472e-05,0.00018121951997874007,2.6685027616815711e-05,0.0001865030203166429,9.9971712447081813e-11,0.00045241150304357034,0.00064075807820584204,1.3922523386881134e-05,4.5202983752101209e-05,4.548373492161134e-06,2.3352284014455366e-08
7.707413572679753e-07,0.7125081513163889,5.2955852990373888e-06,2.6125761406420896e-06,0.00019447225364444668,1.5681532595856297e-07,0.0013121122326416235,0.0,0.0,0.0028925282178528795,0.01512695612547566,154.0,0.0,0.22795092591695762,1.0,18.971028570505528,0.019659642497339758,1.8810208126272085e-07,0.00387874362409263,0.039249149450802497,0.14890823955080015,0.00039025729538427886,8.9106590582943708e-09,5.7617316032627166e-05,0.3149078023159676,4.4049338311761566e-12,0.090157557855398807,4.5145080341563011e-06,0.089868348192333927,0.036887632864770009,7.9739035097413291e-06,3.0212711747896163e-05,4.8703261005073922e-06,0.054681400991978157,0.00017781136567525,0.0055037440198255679,0.020479278371914728,0.0080464044241670314,2.5600265551877151e-06,4.4958993849081527e-13,4.1935822508750713e-11,5.019497709246863e-10,1.2450763986513244e-05,0.0011990954219733795,7.6367875059585484e-05,0.00018214997147352903,2.6822187876473261e-05,0.00018817925036413314,1.0048500611350367e-10,0.00045725155147596222,0.00064620358312244197,1.3938654192948415e-05,4.5561966216313406e-05,4.5844800854532401e-06,2.3537737830144511e-08
7.742559732255218e-07,0.712508344035892,5.293075487482469e-06,2.6243271196821129e-06,0.00019490664827690932,1.5785761094968336e-07,0.0013203979632977615,0.0,0.0,0.0028937855217217993,0.015186482675487346,154.0,0.0,0.22674549348914461,1.0,18.970960467833336,0.019606374601928715,1.8741534556744057e-07,0.0038378644812433757,0.039099623784603466,0.14907784998347381,0.0003861430724921994,8.8766783223303716e-09,5.7397592767154446e-05,0.3157147841786111,4.3584955491469877e-12,0.090324855869578807,4.4669520149789773e-06,0.089985313348672866,0.036857099560903342,7.9672724986321016e-06,3.0290225394514196e-05,4.866275989233391e-06,0.05486415707478328,0.00017751693559232937,0.0054978874412891952,0.02055645734352804,0.0080416914562010718,2.5685860494441396e-06,4.4787543011891538e-13,4.2075807148230696e-11,5.0176210745361746e-10,1.2473701986273612e-05,0.0012051770858047847,7.6755206386993914e-05,0.00018307699091948111,2.6958841787632084e-05,0.0001898571521776887,1.0099640645160269e-10,0.00046210992801925496,0.00065165679846239247,1.395457268386308e-05,4.5920606520677392e-05,4.6205520742798324e-06,2.3723014883167169e-08
7.777705891830683e-07,0.7125085346351532,5.2905704918609823e-06,2.6360617354319922e-06,0.00019533724228105483,1.5890085799223741e-07,0.0013286717321974221,0.0,0.0,0.0028950437591602585,0.015245774808957932,154.0,0.0,0.22554826387205265,1.0,18.97089268195549,0.019552952480284755,1.8673293475249473e-07,0.0037974734160724512,0.038950565583037979,0.14924521279256064,0.00038207798292221441,8.8428041209362298e-09,5.7178558417585874e-05,0.31651881288454758,4.3126118448922102e-12,0.090490626971353169,4.4199638231733383e-06,0.090101047106699222,0.036826613115521427,7.9606517870326154e-06,3.0367455238540301e-05,4.862232169533568e-06,0.05504595152439104,0.00017722316881996198,0.0054919458043569142,0.020633077778349728,0.008036853990398567,2.5771005034328259e-06,4.4616629736983206e-13,4.2215054136242022e-11,5.0156661064321745e-10,1.2496428298359637e-05,0.0012112361745520619,7.7141099314182135e-05,0.00018400057535679644,2.7094988913123561e-05,0.00019153665983948721,1.0150591183016397e-10,0.0004669865001714943,0.00065711760416788795,1.3970280450472787e-05,4.6278889021475529e-05,4.6565878870259745e-06,2.390810709199632e-08
7.812852051406148e-07,0.7125087231446219,5.2880704823580388e-06,2.6477800916802917e-06,0.00019576406079209753,1.5994506248447524e-07,0.0013369334163596156,0.0,0.0,0.0028963029877046701,0.015304833629603205,154.0,0.0,0.22435916394145544,1.0,18.970825210365813,0.01949938161448626,1.8605480927845907e-07,0.0037575639104189462,0.038801977076566289,0.14941034479553045,0.00037806137334007165,8.8090369211731451e-09,5.6960216016125171e-05,0.31731990697501261,4.2672753438775291e-12,0.090654885870241383,4.373535880297873e-06,0.090215564134104878,0.036796176491971748,7.954042006026865e-06,3.0444403062780687e-05,4.8581950267979075e-06,0.055226790143283459,0.00017693009376495183,0.0054859221981406999,0.020709142469816279,0.0080318943050798012,2.5855701889017751e-06,4.4446256396357621e-13,4.2353567979971714e-11,5.0136341711511492e-10,1.2518944882969909e-05,0.0012172726717214542,7.7525552788791955e-05,0.0001849207221488209,2.7230628863523093e-05,0.00019321770817356572,1.020135207949904e-10,0.00047188113612362578,0.00066258588165632828,1.3985779069825119e-05,4.6636798291897333e-05,4.6925859726546304e-06,2.4093006487067054e-08
7.847998210981614e-07,0.7125089095921635,5.2855756215362881e-06,2.6594822916467951e-06,0.00019618712874202435,1.609902198816981e-07,0.001345182894901742,0.0,0.0,0.0028975632635350411,0.015363660238718315,154.0,0.0,0.22317812117954416,1.0,18.970758050576091,0.019445667424039564,1.8538093073942214e-07,0.0037181295108624571,0.038653860404338117,0.14957326270200377,0.00037409260119766394,8.7753773034722431e-09,5.6742569192648025e-05,0.31811808486534293,4.2224787990296433e-12,0.090817647170708629,4.3276606869067843e-06,0.090328878952964195,0.036765792588793186,7.9474438658446245e-06,3.0521070637930605e-05,4.854164993158338e-06,0.055406678715824199,0.00017663773801026775,0.0054798196620260888,0.020784654220921985,0.008026814649274289,2.5939953767700104e-06,4.4276425817760367e-13,4.2491353057695207e-11,5.0115266175556029e-10,1.2541253681442646e-05,0.0012232865623788328,7.790856586483974e-05,0.00018583742889911317,2.7365761284677692e-05,0.00019490023253073517,1.0251923202317028e-10,0.00047679370455790474,0.00066806151339519708,1.4001070108850232e-05,4.6994319062017845e-05,4.7285447954715802e-06,2.427770517968533e-08
7.883144370557079e-07,0.7125090940078235,5.2830860620024741e-06,2.67116843766826e-06,0.00019660647074976769,1.620363257245717e-07,0.0013534200499840884,0.0,0.0,0.0028988246409964312,0.015422255733783434,154.0,0.0,0.22200506395782718,1.0,18.970691200141307,0.019391815236336124,1.8471126012023533e-07,0.0036791638769095116,0.038506217579504988,0.14973398306231303,0.00037017102366413584,8.7418257221861657e-09,5.652562090671821e-05,0.31891336478509003,4.1782149533044741e-12,0.090978925318417531,4.2823308603155191e-06,0.090441005871228997,0.036735464209051549,7.9408579549634367e-06,3.0597459716813552e-05,4.850142428524513e-06,0.055585622998284429,0.00017634612814013142,0.0054736411628411637,0.020859615848194749,0.008021617230271394,2.6023763366234488e-06,4.4107140307062763e-13,4.2628413771287043e-11,5.0093447697418454e-10,1.2563356607750956e-05,0.001229277833831347,7.8290137734342741e-05,0.00018675069355538829,2.7500385873437648e-05,0.00019658416906610611,1.0302304438249401e-10,0.00048172407491811338,0.00067354438344176943,1.401615511953546e-05,4.7351436295314446e-05,4.7644628442170837e-06,2.4462195401790654e-08
7.918290530132544e-07,0.712509276419704,5.2806019473675821e-06,2.6828386313021206e-06,0.00019702211116654077,1.6308337562535684e-07,0.0013616447664098409,0.0,0.0,0.0029000871728079736,0.015480621208905159,154.0,0.0,0.22083992142025716,1.0,18.970624656645942,0.019337830299004485,1.8404575843818158e-07,0.003640660756478654,0.038359050504919272,0.14989252228855024,0.00036629600565964138,8.7083825233870103e-09,5.6309373493642432e-05,0.31970576480266749,4.1344766340699389e-12,0.091138734622373735,4.2375391204633517e-06,0.090551959011518954,0.03670519407459915,7.9342847925135911e-06,3.0673572036752279e-05,4.8461276512695578e-06,0.05576362872249549,0.00017605528983211899,0.005467389604614065,0.020934030179188101,0.0080163042192279571,2.6107133368934261e-06,4.3938401690811767e-13,4.2764754582185103e-11,5.0070899304104109e-10,1.2585255552021641e-05,0.0012352464753256364,7.8670267708840411e-05,0.00018766051436285163,2.7634502370779799e-05,0.0001982694546258232,1.0352495690563922e-10,0.00048667211730361485,0.000679034377207337,1.4031035640899759e-05,4.7708135157446458e-05,4.8003386281511272e-06,2.4646469489895529e-08
7.953436689708009e-07,0.7125094568556798,5.2781234140152558e-06,2.6944929734423795e-06,0.00019743407412416277,1.6413136525569765e-07,0.0013698569311612709,0.0,0.0,0.0029013509103922612,0.015538757755266084,154.0,0.0,0.21968262335289732,1.0,18.970558417687307,0.019283717793251325,1.8338438816027105e-07,0.0036026139614077622,0.038212360993160943,0.15004889667740789,0.00036246692936069201,8.6750481361288788e-09,5.6093829678198086e-05,0.32049530285206124,4.0912568702623068e-12,0.091297089276702964,4.1932782751381089e-06,0.090661752342256305,0.036674984839857573,7.9277249852302852e-06,3.0749409322138372e-05,4.8421210311321578e-06,0.055940701599078956,0.00017576524801961199,0.0054610678393115664,0.021007900050239788,0.0080108777570902113,2.6190066450357618e-06,4.3770212097223375e-13,4.2900379881472484e-11,5.0047633843975988e-10,1.260695238461149e-05,0.0012411924776924098,7.9048955205412942e-05,0.00018856688981081312,2.7768110553680077e-05,0.00019995602663754573,1.0402496875904358e-10,0.00049163770237428087,0.00068453138124030251,1.4045713201136614e-05,4.8064400984376927e-05,4.8361706727811489e-06,2.4830519868422909e-08
7.988582849283474e-07,0.712509635344203,5.2756505870427791e-06,2.706131563860824e-06,0.00019784238338928646,1.6518029038294134e-07,0.0013780564347547516,0.0,0.0,0.0029026159031326198,0.015596666459054288,154.0,0.0,0.21853310058926464,1.0,18.970492480901836,0.019229482791931721,1.8272711239598785e-07,0.0035650174257751029,0.03806615071357896,0.15020312233670033,0.00035868318755773881,8.6418230024778993e-09,5.5878992241860618e-05,0.32128199664742613,4.0485488115081493e-12,0.091454003286240787,4.1495412711106913e-06,0.090770399580576575,0.036644839050535616,7.9211791345450009e-06,3.0824973276216987e-05,4.8381229344662271e-06,0.056116847302731983,0.00017547602652088587,0.0054546786344334772,0.021081228311055824,0.008005339935804474,2.6272565268317532e-06,4.3602573692517559e-13,4.3035293977867618e-11,5.0023663874825616e-10,1.2628448943628507e-05,0.0012471158343051035,7.9426199805378875e-05,0.00018946981878066366,2.7901210257113796e-05,0.0002016438234897723,1.045230793250023e-10,0.00049662070172777151,0.00069003528395145347,1.4060189310721043e-05,4.8420219389524702e-05,4.8719575316463678e-06,2.5014339105042297e-08
8.02372900885894e-07,0.7125098119113255,5.2731835841308729e-06,2.7177545016224939e-06,0.00019824706250523363,1.6623014683127213e-07,0.0013862431698972904,0.0,0.0,0.0029038821991074874,0.015654348403323869,154.0,0.0,0.21739128461201854,1.0,18.970426843961405,0.019175130301035712,1.8207389336977634e-07,0.0035278651677542964,0.037920421246253964,0.15035521525739015,0.0003549441690208842,8.6087074321481567e-09,5.5664863275802745e-05,0.32206586376700813,4.0063455543745669e-12,0.091609490539808269,4.1063211372415805e-06,0.09087791428861923,0.036614759186890909,7.9146477129935348e-06,3.0900265589159462e-05,4.8341336513573939e-06,0.056292071486109423,0.00017518764837870553,0.0054482247053942367,0.021154017818969088,0.0079996928174020845,2.6354632470129607e-06,4.3435488105902695e-13,4.316950121714275e-11,4.9999001776726782e-10,1.2649747047347048e-05,0.0012530165401134705,7.9802001186142187e-05,0.00019036930039481543,2.8033801351727943e-05,0.00020333278415932113,1.0501928811974563e-10,0.00050162098753483585,0.00069554597487979364,1.4074465469166298e-05,4.877557615644818e-05,4.9076977764101351e-06,2.5197919855386303e-08
8.058875168434405e-07,0.7125099865852774,5.2707225134422368e-06,2.7293618847080589e-06,0.00019864813467132379,1.6728093050888348e-07,0.0013944170324521373,0.0,0.0,0.002905149844669626,0.015711804666232905,154.0,0.0,0.21625710785038935,1.0,18.970361504566746,0.019120665228737718,1.8142469404755444e-07,0.0034911513092628268,0.03777517404802621,0.15050519125874504,0.00035124927862338043,8.5757016626061268e-09,5.5451444406830923e-05,0.32284692158957817,3.964640377676028e-12,0.091763564752007795,4.0636110318118906e-06,0.090984309802169192,0.036584747633298206,7.908131171886427e-06,3.0975287931949104e-05,4.8301534585516517e-06,0.056466379767276316,0.00017490013567714158,0.0054417086922039391,0.021226271441610448,0.007993938420480632,2.6436270686868759e-06,4.3268956613700359e-13,4.3303005991468942e-11,4.9973659672686464e-10,1.2670848484968724e-05,0.0012588945922870241,8.0176359164390015e-05,0.00019126533411683005,2.816588375878932e-05,0.00020502284851278842,1.0551359484815573e-10,0.00050663843285283497,0.00070106334525736071,1.4088543159879295e-05,4.9130457321535193e-05,4.9433900038120143e-06,2.5381254905827217e-08
8.09402132800987e-07,0.712510159390459,5.2682674770709311e-06,2.7409538105042997e-06,0.00019904562291704861,1.6833263736504085e-07,0.0014025779199980282,0.0,0.0,0.0029064188851501463,0.015769036323252546,154.0,0.0,0.21513050324685509,1.0,18.970296460419245,0.019066092430631777,1.8077947967465298e-07,0.003454870011744258,0.037630410504876706,0.15065306606735313,0.0003475979441777843,8.5428061059737778e-09,5.5238738120302762e-05,0.32362518738635299,3.9234268315801064e-12,0.09191623954621056,4.0214041828727017e-06,0.09108959933535267,0.036554806724572994,7.9016301389896239e-06,3.1050041965223169e-05,4.8261827366046135e-06,0.056639777745705187,0.00017461350987637742,0.0054351331942720724,0.021297992051213521,0.0079880787396154826,2.6517482541186387e-06,4.3102981157812026e-13,4.3435812577483569e-11,4.9947649543999341e-10,1.2691755030004553e-05,0.0012647499891974064,8.0549273640444048e-05,0.00019215791959603824,2.8297457426816426e-05,0.00020671395687772891,1.0600599931592986e-10,0.00051167291120078054,0.0007065872871800271,1.4102423857572899e-05,4.9484849056600583e-05,4.9790328226483986e-06,2.5564337112568218e-08
8.129167487585335e-07,0.7125103303542966,5.2658185689045686e-06,2.752530375398092e-06,0.00019943954997215165,1.6938526342104497e-07,0.0014107257328755986,0.0,0.0,0.0029076893644172461,0.01582604444527233,154.0,0.0,0.21401140458120124,1.0,18.970231709268365,0.019011416675843929,1.8013821456939734e-07,0.0034190155513378188,0.037486131896654971,0.15079885525720438,0.00034398958496738362,8.5100211486377947e-09,5.5026746859583013e-05,0.32440067825150604,3.8826983630153532e-12,0.092067528390362183,3.9796939234321751e-06,0.09119379590251106,0.036524938712669187,7.8951451351881997e-06,3.1124529332588648e-05,4.8222218034731634e-06,0.05681227098885399,0.00017432779159529992,0.0054285007448801499,0.021369182527856224,0.0079821157311463897,2.6598270640734639e-06,4.2937563630246244e-13,4.3567925127050776e-11,4.9920983144049931e-10,1.2712468430443421e-05,0.0012705827311305896,8.0920744637469095e-05,0.00019304705677688176,2.842852234789631e-05,0.00020840605037668718,1.0649650149144702e-10,0.00051672429690427372,0.00071211769423972914,1.4116109022645104e-05,4.9838737756620578e-05,5.0146248656774681e-06,2.5747159446908668e-08
8.1643136471608e-07,0.7125104995016003,5.2633758746194867e-06,2.7640916747745168e-06,0.00019982993827696589,1.7043880476514756e-07,0.0014188603741010848,0.0,0.0,0.0029089613249053746,0.015882830098582611,154.0,0.0,0.21289974644789147,1.0,18.970167248900754,0.018956642649660946,1.7950086197724093e-07,0.0033835823026240729,0.037342339402053601,0.15094257425365465,0.00034042362321463692,8.4773468646028589e-09,5.4815471327182954e-05,0.32517341110696474,3.8424484406877626e-12,0.092217444601722418,3.9384736955483256e-06,0.091296912324504445,0.036495145771300024,7.8886764755805435e-06,3.1198751661083685e-05,4.8182708545858669e-06,0.056983865032559249,0.00017404300060128533,0.0054218138135079834,0.021439845758097834,0.0079760513146330779,2.667863757798401e-06,4.2772704589923429e-13,4.369934803143634e-11,4.9893672008419624e-10,1.273299040918968e-05,0.0012763928202191781,8.1290772285643194e-05,0.00019393274588552312,2.8559078556104586e-05,0.00021009907090330907,1.0698510150117646e-10,0.00052179246507715309,0.00071765446145993274,1.4129600101550969e-05,5.0192110033692108e-05,5.0501647882665224e-06,2.5929714992724728e-08
8.199459806736266e-07,0.7125106668580957,5.2609394734157156e-06,2.7756378031919044e-06,0.00020021681004438364,1.714932575373664e-07,0.0014269817488185566,0.0,0.0,0.0029102348079192938,0.015939394345655975,154.0,0.0,0.21179546409314998,1.0,18.970103077109691,0.018901774970388335,1.7886738746608765e-07,0.0033485646984478803,0.037199034117685943,0.15108423836280138,0.00033689950357358191,8.4447835298151322e-09,5.4604913247287344e-05,0.32594340273660311,3.8026707991532801e-12,0.09236600137677338,3.8977370294384864e-06,0.091398961267716572,0.036465430012146964,7.8822246563755424e-06,3.1272710564466934e-05,4.8143301920180351e-06,0.057154565386731873,0.00017375915601427382,0.0054150748189537492,0.021509984632892509,0.0079698873804202597,2.6758585933539328e-06,4.2608405383648827e-13,4.3830085519385772e-11,4.9865727499828905e-10,1.2753322669568114e-05,0.0012821802600348185,8.1659356813832277e-05,0.000194814987370942,2.8689126118371612e-05,0.00021179296096993956,1.0747179959254583e-10,0.00052687729147217184,0.00072319748500001093,1.4142898529558405e-05,5.0544952675778098e-05,5.0856512620808568e-06,2.6111996924545728e-08
8.234605966311731e-07,0.7125108324474247,5.2585094386994479e-06,2.7871688545226893e-06,0.00020060018730081762,1.7254861792091342e-07,0.0014350897639703918,0.0,0.0,0.0029115098537894723,0.015995738245784121,154.0,0.0,0.21069849331314361,1.0,18.970039191706583,0.018846818199880405,1.7823775731119948e-07,0.0033139572321679214,0.037056217070389225,0.15122386279030473,0.00033341667852204222,8.4123314847670464e-09,5.4395074686129782e-05,0.32671066980800628,3.7633592643272535e-12,0.092513211811042634,3.8574775269190891e-06,0.091499955268348962,0.036435793495050578,7.8757902136049493e-06,3.1346407645311036e-05,4.8104001413401609e-06,0.05732437753939694,0.00017347627633966319,0.0054082861371960991,0.021579602046951901,0.0079636257934384159,2.6838118277872344e-06,4.2444667617830114e-13,4.396014172788136e-11,4.9837160830218909e-10,1.2773466898036537e-05,0.0012879450553774216,8.2026498532222032e-05,0.00019569378187108257,2.8818665129363442e-05,0.00021348766360287458,1.0795659611648274e-10,0.00053197865237510891,0.00072874666196799567,1.4156005732513629e-05,5.0897252617084542e-05,5.1210829732724786e-06,2.6293998492334843e-08
8.269752125887196e-07,0.7125109962948,5.2560858365854313e-06,2.7986849216498524e-06,0.00020098009180972298,1.7360488215909901e-07,0.0014431843289669118,0.0,0.0,0.0029127865015791858,0.01605186285364707,154.0,0.0,0.20960877066671874,1.0,18.969975590542127,0.018791776821517562,1.7761193672637956e-07,0.0032797544949267096,0.036913889195714443,0.1513614626016544,0.00032997459787165732,8.3799908864256502e-09,5.4185956737103303e-05,0.32747522882662583,3.7245076224887521e-12,0.092659088857346264,3.8176888878765731e-06,0.091599906681818791,0.036406238208344502,7.8693735217422147e-06,3.1419844490592647e-05,4.806480932477804e-06,0.057493306947403074,0.00017319437934407796,0.005401450085193495,0.021648700899566324,0.0079572683846971283,2.6917237166684556e-06,4.2281492146159655e-13,4.4089520872168666e-11,4.9807983009984315e-10,1.2793424758035357e-05,0.0012936872127160932,8.2392197852677919e-05,0.00019656913028002679,2.894769572172477e-05,0.00021518312256099936,1.0843949156665978e-10,0.00053709642483670535,0.00073430189081216777,1.4168923123114023e-05,5.1248996997000679e-05,5.1564586297279988e-06,2.6475713052197799e-08
8.304898285462661e-07,0.7125111584240224,5.2536687265029034e-06,2.8101860965603307e-06,0.00020135654509933216,1.7466204654736432e-07,0.0014512653554222387,0.0,0.0,0.0029140647892049632,0.016107769219752339,154.0,0.0,0.20852623339458337,1.0,18.969912271490674,0.018736655248708146,1.7698989125766464e-07,0.0032459511535558477,0.036772051346803815,0.15149705273705105,0.00032657271974835181,8.3477618414512578e-09,5.3977560187806144e-05,0.32823709615307906,3.6861097531161935e-12,0.09280364534144285,3.7783649018534295e-06,0.091698827702447763,0.036376766077288548,7.8629749286133175e-06,3.1493022673356693e-05,4.8025727791782242e-06,0.057661359039563306,0.00017291348211406771,0.0053945689274144792,0.021717284093614904,0.0079508169549273189,2.6995945142493603e-06,4.2118879587978172e-13,4.4218227183650162e-11,4.9778204869997787e-10,1.2813197892324344e-05,0.0012994067399991641,8.2756455279988343e-05,0.00019744103371910463,2.9076218061815723e-05,0.00021687928225484432,1.0892048656241729e-10,0.00054223048659070576,0.0007398630711643961,1.4181652102304113e-05,5.160017313842781e-05,5.191776957802015e-06,2.665713405510592e-08
