Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412)
2.7915800356041234e-10,0.3720776073167573,8.2595058244218223e-10,2.4448817373941699e-13,2.0401117609335478e-13,9.3921719781953758e-20,6.3081546930341855e-16,0.0,0.0,6.2874466650127401e-08,6.6982050316511155e-13,154.0,0.0,0.99898708055071839,1.0,18.999955951569206,4.1945007115935946e-05,6.5241188910109754e-07,0.0002587078131765252,0.00030134561899762666,0.00014102832130418521,4.3147106273162618e-05,1.2999975577904042e-10,8.3762119570616348e-07,0.00022444933713596112,4.8305854195740867e-13,4.3810254744632211e-07,1.807381925511182e-07,1.4759186025938289e-07,1.4749433230866105e-07,6.0650703999536699e-11,4.0942957678404645e-09,3.6876871556858372e-11,3.2390209516961848e-08,6.4884587596651096e-17,6.1339932163634999e-17,6.1357854703571024e-17,5.9990952259893819e-10,6.1387723153839747e-13,6.4889041570483659e-15,9.3362999244441306e-17,8.9642836695006083e-17,7.8779207557037345e-14,3.2963928168207349e-15,1.5891364145573038e-16,2.5104969966450891e-17,4.659667198811779e-19,1.1158699136835297e-21,1.3958383244171448e-23,2.6124121044641415e-19,5.9022551647947734e-22,2.5639902917246776e-09,2.0454529058398426e-15,3.0604774056878738e-16,1.0753944437860372e-18,1.1007197031995348e-19,1.9235013663419314e-16,4.8372250497309906e-24,2.7755911248785053e-24,4.6628002864642693e-19,9.6762406666925558e-24,1.6869190597288034e-19,5.0203868004585086e-24,2.9078020106656654e-25
2.9030221662686265e-10,0.3720776032055135,8.6558357623406541e-10,2.660015058702945e-13,2.2366771168590942e-13,1.1050987707439329e-19,7.1632988825099792e-16,0.0,0.0,6.7974553235904464e-08,7.8138782219715183e-13,154.0,0.0,0.99894666225325357,1.0,18.999953997172163,4.361799619206402e-05,6.5238737392133513e-07,0.00026881513644198721,0.0003133614156118363,0.00014666475583498338,4.5062810476211578e-05,1.3518332979437677e-10,8.7112141060142745e-07,0.00023342071496011945,5.0450603729302216e-13,4.737523893260666e-07,1.9143023907793569e-07,1.6320005073745428e-07,1.6309219824047807e-07,6.7067887402548953e-11,4.4046522680177403e-09,4.0784131192436901e-11,3.5049861300979994e-08,8.2711814306176322e-17,7.8227298078319079e-17,7.8251124600461645e-17,6.7678614151396041e-10,6.8147954462487747e-13,6.7484244399187451e-15,9.913237960411305e-17,9.6593059249293892e-17,8.7440945356782518e-14,3.7872783423535198e-15,1.8693163809960212e-16,2.98898295954535e-17,5.7561115219873504e-19,1.4168963310140279e-21,1.6618871202013505e-23,3.1208028879926704e-19,7.4337021721549783e-22,2.7579955427799627e-09,2.2076695225867857e-15,3.3324220160879945e-16,1.1607565864569071e-18,1.2159371370751888e-19,2.1574407553587239e-16,5.2670460239775244e-24,3.0222216340090959e-24,5.4387414309833392e-19,1.128659791427468e-23,1.9676963756262812e-19,5.8560157996541306e-24,3.3917892932252737e-25
3.0144642969331296e-10,0.3720775990968282,9.0572559324953596e-10,2.8850902603797656e-13,2.445376211354789e-13,1.2926054627912284e-19,8.0996176765584788e-16,0.0,0.0,7.3273185637711485e-08,9.0633359489309079e-13,154.0,0.0,0.99890624532500072,1.0,18.999952042876128,4.5290870958745278e-05,6.5236285948995863e-07,0.00027892067272320434,0.00032537613024593491,0.00015230092986986745,4.6978211249222206e-05,1.403664360948652e-10,9.0461860283424658e-07,0.00024239174597194999,5.2595013554195714e-13,5.1079438610214467e-07,2.022280682202366e-07,1.7970960221841583e-07,1.7959082827475361e-07,7.3855853964644545e-11,4.7246049152772003e-09,4.4917485687528447e-11,3.7816196052559191e-08,1.0440271572919123e-16,9.8785274211586551e-17,9.881659115197525e-17,7.5994188766398085e-10,7.5328783176551545e-13,7.0079213067044754e-15,1.0506075783530329e-16,1.0391404623867688e-16,9.6749120727671311e-14,4.330516789789071e-15,2.1853255485126462e-16,3.5358968022670619e-17,7.0536457580290328e-19,1.7827857389744614e-21,1.9659846595814519e-23,3.7041064892535679e-19,9.2835472416655176e-22,2.9579615569924308e-09,2.3759665240417676e-15,3.6159204074567792e-16,1.2493210977170714e-18,1.3386409234869428e-19,2.4093828055448011e-16,5.7151282821997072e-24,3.2793304353057935e-24,6.3070826630946383e-19,1.308873286687728e-23,2.2819201275288464e-19,6.7911874822525074e-24,3.9334297297181667e-25
3.1259064275976327e-10,0.37207759499072873,9.4637615563555091e-10,3.1202034008730167e-13,2.6666729205482265e-13,1.5036470758495732e-19,9.1220797198092011e-16,0.0,0.0,7.8770336394909323e-08,1.0456854795045927e-12,154.0,0.0,0.99886582976631011,1.0,18.999950088690806,4.6963631421456906e-05,6.5233834591406582e-07,0.00028902443180271883,0.000337389762648456,0.00015793684352270911,4.8893298679055698e-05,1.4554907456960965e-10,9.3811277170465403e-07,0.00025136243034799941,5.4739072571943283e-13,5.4922830015280911e-07,2.1312298181867911e-07,1.9712901834509322e-07,1.9699872040735135e-07,8.1018105376185709e-11,5.0539889553787981e-09,4.927907666361786e-11,4.0689408204630129e-08,1.3058461034939268e-16,1.2361256385806786e-16,1.2365329440484209e-16,8.4962062734320529e-10,8.2936292134937497e-13,7.2673947521370943e-15,1.1114842333828097e-16,1.1162023313913445e-16,1.0673673816363023e-13,4.9299069466525763e-15,2.5402440864573254e-16,4.158184648334663e-17,8.5797525329573734e-19,2.2243318232853263e-21,2.3119933881492083e-23,4.3702778494403795e-19,1.1503142019389632e-21,3.1637833725209362e-09,2.5503406686776066e-15,3.9109621339024484e-16,1.3410862614517685e-18,1.4690505644612767e-19,2.6799694365195339e-16,6.1814553141796533e-24,3.5469080552351358e-24,7.2747900707988211e-19,1.5097104774728149e-23,2.6321135634075191e-19,7.8334116182688451e-24,4.5370727707117419e-25
3.237348558262136e-10,0.3720775908872565,9.8753476833012826e-10,3.3654504358097251e-13,2.9010450227223396e-13,1.7402300088002315e-19,1.0235843943182283e-15,0.0,0.0,8.4465977981663308e-08,1.2005089983978852e-12,154.0,0.0,0.99882541557753179,1.0,18.999948134622592,4.8636277585676497e-05,6.5231383318196478e-07,0.00029912642017273686,0.0003494023125680369,0.0001635724969055857,5.0808066140942887e-05,1.5073124511264436e-10,9.7160391651274669e-07,0.00026033276826201829,5.6882773365781716e-13,5.8905389384792152e-07,2.2410698391422153e-07,2.1546610275245418e-07,2.1532367309041887e-07,8.855785506870129e-11,5.3926424531422938e-09,5.3870869453181337e-11,4.3669692134575054e-08,1.619542118034521e-16,1.5337466320918493e-16,1.5342712097587287e-16,9.4606610869539934e-10,9.0976215103193627e-13,7.5268447706607031e-15,1.1739566555480591e-16,1.1972605688056021e-16,1.1743800751509963e-13,5.5894377105598877e-15,2.9373195001584017e-16,4.8632654680812676e-17,1.0364546202951729e-18,2.7536556626713576e-21,2.7040386866566814e-23,5.1278514229126147e-19,1.4149984185407297e-21,3.3753578683647405e-09,2.7307894669503375e-15,4.2175381562705632e-16,1.4360507577029527e-18,1.6073851379485198e-19,2.9698408590602055e-16,6.6660128331130679e-24,3.8249462960543989e-24,8.3490729332633759e-19,1.732667770582798e-23,3.0208882076362308e-19,8.9904607116681413e-24,5.207220033708719e-25
3.348790688926639e-10,0.3720775867864299,1.0292009205223181e-09,3.6209272184255839e-13,3.1489841827738472e-13,2.0044590218701939e-19,1.1446265215920436e-15,0.0,0.0,9.0360082804488391e-08,1.3719075208803638e-12,154.0,0.0,0.99878500275901616,1.0,18.999946180675721,5.0308809456882124e-05,6.5228932116681604e-07,0.00030922664214818126,0.00036141377975341732,0.00016920789012881099,5.2722509185824006e-05,1.5591294761694111e-10,1.0050920365588307e-06,0.00026930275988501084,5.9026110954761103e-13,6.3027092954897013e-07,2.3517272374366503e-07,2.3472801567622657e-07,2.3457284180341342e-07,9.6478051526041729e-11,5.7404062441949549e-09,5.8694667356121926e-11,4.6757242165724052e-08,1.9928177550231066e-16,1.888079419790954e-16,1.8887489051772782e-16,1.0495219649606141e-09,9.9453960435180618e-13,7.786271356775815e-15,1.2380277383375682e-16,1.2824595460839897e-16,1.288883360929816e-13,6.3132947448481344e-15,3.379973426630578e-16,5.6590530062866497e-17,1.2440937923293877e-18,3.3843203941940045e-21,3.1465210644399473e-23,5.9859703485947726e-19,1.7288230991652909e-21,3.5925837320674683e-09,2.9173111720225027e-15,4.5356408454281268e-16,1.5342136577739181e-18,1.7538633258309731e-19,3.2796356625863848e-16,7.168788780799566e-24,4.1134382387898511e-24,9.5373830521780144e-19,1.9792919157853697e-23,3.4509436314630597e-19,1.0270369317080569e-23,5.9485249074941382e-25
3.460232819591142e-10,0.37207758268827174,1.0713740869926472e-09,3.8867294991366574e-13,3.4109959370915538e-13,2.2985389964817527e-19,1.2758899994738119e-15,0.0,0.0,9.6452623201239046e-08,1.56102224612233e-12,154.0,0.0,0.99874459131111248,1.0,18.999944226852996,5.1981227040552248e-05,6.5226480998478085e-07,0.00031932510062733602,0.00037342416395343836,0.00017484302330083139,5.463662477999791e-05,1.6109418197026571e-10,1.0385771311436086e-06,0.00027827240538507103,6.1169081942313242e-13,6.7287916960908475e-07,2.4631344347044505e-07,2.5492132592579759e-07,2.5475279099148519e-07,1.0478139968653509e-10,6.0971238875569129e-09,6.3752124728672162e-11,4.9952252568243836e-08,2.4341526619930191e-16,2.3072375549077319e-16,2.3080847399811916e-16,1.1602317165665342e-09,1.083746331126516e-12,8.0456745053039367e-15,1.3037003729599172e-16,1.3719436282148591e-16,1.4112432072535083e-13,7.1058670634554886e-15,3.871808550534439e-16,6.5539784035125013e-17,1.4844807750992061e-18,4.1314528035042131e-21,3.6441287386117389e-23,6.954416661090718e-19,2.0989241189716461e-21,3.8153614279956904e-09,3.1099047711275933e-15,4.8652639800207525e-16,1.6355744196748093e-18,1.9087034416569579e-19,3.6099909014414379e-16,7.6897733240974437e-24,4.4123782412024413e-24,1.0847414116775523e-18,2.2511798739946235e-23,3.9250672356192362e-19,1.1681433392643804e-23,6.7657921774049487e-25
3.571674950255645e-10,0.3720775785927972,1.1140537293457464e-09,4.1629529244566973e-13,3.6875996787994955e-13,2.6247766906642069e-19,1.4179511970273817e-15,0.0,0.0,1.0274357144122447e-07,1.7690321860534597e-12,154.0,0.0,0.99870418123417104,1.0,18.999942273156297,5.3653530342165802e-05,6.5224029968561117e-07,0.00032942179757207126,0.00038543346491704309,0.00018047789652837437,5.655041082510954e-05,1.6627494806677692e-10,1.0720591995679381e-06,0.00028724170492761832,6.331168397927706e-13,7.1687837637305373e-07,2.5752293017649099e-07,2.7605205867619888e-07,2.7586954182572146e-07,1.1347038062346338e-10,6.4626416190315288e-09,6.9044759019320822e-11,5.3254917559743571e-08,2.9528453979259802e-16,2.8001258171312625e-16,2.8011893727749798e-16,1.2784387726353386e-09,1.1774305530223189e-12,8.3050542106974717e-15,1.3709774513982738e-16,1.4658571682576964e-16,1.5418373978597253e-13,7.9717535487882272e-15,4.4166156181380818e-16,7.5570134778974611e-17,1.7615183796493955e-18,5.0118720007094465e-21,4.2018505805395287e-23,8.0436425114795541e-19,2.5332145689737731e-21,4.0435931661695503e-09,3.3085699774814279e-15,5.2064027398611757e-16,1.7401328838581114e-18,2.0721234581096316e-19,3.9615421800401868e-16,8.2289588444747377e-24,4.7217619317921901e-24,1.2287101101351942e-18,2.5499786921962311e-23,4.4461340446467111e-19,1.3232209687728789e-23,7.6639776707997825e-25
3.683117080920148e-10,0.3720775745000211,1.1572392971404298e-09,4.4496930354981038e-13,3.9793286433150539e-13,2.9855824899234239e-19,1.571407771089778e-15,0.0,0.0,1.0923289972608832e-07,1.9971541482899978e-12,154.0,0.0,0.99866377252854144,1.0,18.999940319586852,5.5325719367202122e-05,6.5221579010656159e-07,0.0003395167342857406,0.00039744168239327546,0.0001861125099165341,5.8463865880406356e-05,1.7145524580087067e-10,1.1055382411328433e-06,0.00029621065867553554,6.5453915452740927e-13,7.6226831217734035e-07,2.6879547188930583e-07,2.9812573928456584e-07,2.9792861599050199e-07,1.2254726958840397e-10,6.836808305406548e-09,7.4573961803503847e-11,5.6665431305576387e-08,3.5590553697283982e-16,3.3764818130266189e-16,3.3778070804822728e-16,1.404386431894842e-09,1.2756378548456921e-12,8.5644104673838877e-15,1.4398618651451876e-16,1.5643445041035654e-16,1.6810554521709593e-13,8.9157694027261734e-15,5.0183805353614685e-16,8.6776946666619036e-17,2.079442872938409e-18,6.0442255738073094e-21,4.8249894291916744e-23,9.2648024140929613e-19,3.0404448370953725e-21,4.2771828716491517e-09,3.5133072225992963e-15,5.5590536962107623e-16,1.8478892691690834e-18,2.2443410341765477e-19,4.3349237369061493e-16,8.7863399226483238e-24,5.0415862009842536e-24,1.386461969562907e-18,2.8773853851901257e-23,5.0171065130690459e-19,1.4931515165909553e-23,8.6481879229434743e-25
3.7945592115846513e-10,0.37207757040995565,1.200930228928241e-09,4.7470452663970429e-13,4.2867298941642081e-13,3.3834721536110254e-19,1.7368792304053093e-15,0.0,0.0,1.1592058019093113e-07,2.2466427190509463e-12,154.0,0.0,0.99862336519457329,1.0,18.999938366145411,5.6997794121141001e-05,6.5219128133025582e-07,0.0003496099116029198,0.00040944881613128004,0.00019174686356862857,6.0376988973123778e-05,1.7663507505907794e-10,1.1390142551397731e-06,0.00030517926678894075,6.7595775273436324e-13,8.0904873935009903e-07,2.8012581718539246e-07,3.2114743355978189e-07,3.2093507592639526e-07,1.3201415259399652e-10,7.2194753994392064e-09,8.0341008925051386e-11,6.0183987919036026e-08,4.263844835958917e-16,4.0469177572262243e-16,4.0485576120516066e-16,1.5383178833674227e-09,1.3784113628527087e-12,8.8237432702690429e-15,1.5103565027446463e-16,1.6675499562275119e-16,1.8292985457927338e-13,9.942952533753348e-15,5.6812915285406304e-16,9.9261475986364401e-17,2.4428433716959262e-18,7.2491334339114067e-21,5.5191757553992309e-23,1.0629786497056981e-18,3.6302657634327494e-21,4.5160361544580656e-09,3.724117648836206e-15,5.9232148008023056e-16,1.9588441689148552e-18,2.4255735420132379e-19,4.7307685276803528e-16,9.361913321233334e-24,5.3718491911730895e-24,1.5588385767013613e-18,3.2351468239544369e-23,5.6410343430659592e-19,1.6788426462171147e-23,9.7236798627210595e-25
3.9060013422491544e-10,0.3720775663226116,1.2451259532085273e-09,5.0551049428020653e-13,4.6103643090122168e-13,3.8210685567859445e-19,1.9150074995234602e-15,0.0,0.0,1.2280658490545717e-07,2.5187902460807922e-12,154.0,0.0,0.99858295923261575,1.0,18.999936412832408,5.8669754609462648e-05,6.521667734667603e-07,0.00035970133004021096,0.00042145486588030206,0.00019738095758631131,6.2289779447788267e-05,1.8181443573554223e-10,1.1724872408904166e-06,0.00031414752942536512,6.9737262707590223e-13,8.5721942021119248e-07,2.9150913804366258e-07,3.4512178479842191e-07,3.4489356184149697e-07,1.4187294166511686e-10,7.6104968956108998e-09,8.6347069823258263e-11,6.3810781461461208e-08,5.0792209445354234e-16,4.8229624034201898e-16,4.8249781955155974e-16,1.6804762068743978e-09,1.4857919110232713e-12,9.0830526138231468e-15,1.5824642537578253e-16,1.7756178257842455e-16,1.9869794314153147e-13,1.1058569882124459e-14,6.4097463517314283e-16,1.1313112280078578e-16,2.8566819952743317e-18,8.6493396367860008e-21,6.2903816671707683e-23,1.2151254749022151e-18,4.3132949632941385e-21,4.7600602800338621e-09,3.9410031020642646e-15,6.2988853743926543e-16,2.0729985470059676e-18,2.6160380935037768e-19,5.1497083071360941e-16,9.955677966651123e-24,5.7125502863412395e-24,1.7467054854321821e-18,3.6250596305412181e-23,6.3210543134973631e-19,1.8812279373905057e-23,1.0895860517915869e-24
4.0174434729136575e-10,0.3720775622379984,1.2898258893071301e-09,5.3739672804196028e-13,4.9508065658918073e-13,4.3011034275705661e-19,2.1064574824688238e-15,0.0,0.0,1.2989088587514519e-07,2.8149268215582293e-12,154.0,0.0,0.99854255464301855,1.0,18.999934459648081,6.0341600837647732e-05,6.5214226633435639e-07,0.0003697909899110385,0.00043345983138968786,0.00020301479206972158,6.4202236851515661e-05,1.8699332772667481e-10,1.2059571976865899e-06,0.00032311544673999202,7.1878377248343016e-13,9.0678011707220768e-07,3.0294099567300611e-07,3.700530478615287e-07,3.6980832576556814e-07,1.5212538887146533e-10,8.009729286635931e-09,9.259321611471697e-11,6.7546005942292661e-08,6.0181777714463876e-16,5.7171030940072369e-16,5.7195656672669056e-16,1.8311043734333038e-09,1.5978181961639319e-12,9.3423384923663253e-15,1.65618800786782e-16,1.8886923931199345e-16,2.1545223601217204e-13,1.2268123684996337e-14,7.2083595275336638e-16,1.2849968875748932e-16,3.3263147897384732e-18,1.0269872450999981e-20,7.1449352460340055e-23,1.3842672252478529e-18,5.1011864043780727e-21,5.009164140194791e-09,4.1639661244864441e-15,6.686066094887251e-16,2.1903537341694511e-18,2.8159515665083394e-19,5.5923737102147949e-16,1.0567634930359248e-23,6.0636901012892887e-24,1.9509521692502919e-18,4.0489700794069638e-23,7.0603901201098127e-19,2.1012668385180384e-23,1.217028673976309e-24
4.1288856035781606e-10,0.37207755815612453,1.3350294481841346e-09,5.7037273835814626e-13,5.3086451296133747e-13,4.8264190799850899e-19,2.3119176261881026e-15,0.0,0.0,1.371734550424879e-07,3.1364202649957289e-12,154.0,0.0,0.99850215142613086,1.0,18.999932506592533,6.2013332811177316e-05,6.5211775996372287e-07,0.00037987889139737827,0.00044546371240888362,0.00020864836711732178,6.6114360862357504e-05,1.9217175091745991e-10,1.2394241248305141e-06,0.00033208301888539786,7.4019118534996824e-13,9.5773059223647314e-07,3.1441730910470482e-07,3.9594512050294506e-07,3.9568326285755064e-07,1.6277309922833812e-10,8.4170315207143912e-09,9.9080429482975668e-11,7.1389855319069538e-08,7.0947383373688575e-16,6.7428279070878686e-16,6.7458187022516207e-16,1.9904452455248445e-09,1.714526922510294e-12,9.601600900906736e-15,1.7315306509081725e-16,2.0069179167759622e-16,2.3323630030744225e-13,1.3577357682799795e-14,8.0819696116746982e-16,1.454876407234474e-16,3.8575134378632808e-18,1.213821296828306e-20,8.0895352072293169e-23,1.5718345400309738e-18,6.0067033376960385e-21,5.2632582246156866e-09,4.3930099475972795e-15,7.0847589849183469e-16,2.3109114242402226e-18,3.0255306308040516e-19,6.0593943320863409e-16,1.1197787409217272e-23,6.4252704703696747e-24,2.1724919768108446e-18,4.5087740051255027e-23,7.8623522268353578e-19,2.3399446224027036e-23,1.3552664946623801e-24
4.2403277342426636e-10,0.37207755407699783,1.3807360331761043e-09,6.0444802438540752e-13,5.6844822383410483e-13,5.3999701422541675e-19,2.5321004837799952e-15,0.0,0.0,1.4465426428826161e-07,3.4846761061300637e-12,154.0,0.0,0.99846174958230149,1.0,18.999930553665774,6.3684950535532902e-05,6.5209325452936802e-07,0.00038996503458841306,0.00045746650868743648,0.00021428168282595152,6.8026151250710526e-05,1.9734970520148308e-10,1.2728880216247332e-06,0.00034105024601163757,7.6159486310537309e-13,1.0100706079990759e-06,3.2593432633641124e-07,4.2280157215950603e-07,4.2252194017662897e-07,1.7381754255224469e-10,8.8322649595173898e-09,1.0580960892899099e-10,7.5342523497381047e-08,8.323996580022801e-16,7.914667880031491e-16,7.9182801243212666e-16,2.1587415772593409e-09,1.8359529365042298e-12,9.8608398339661421e-15,1.8084950698627875e-16,2.1304386327995632e-16,2.5209483736067753e-13,1.4992263268125467e-14,9.0356464721177782e-16,1.6422238010069245e-16,4.4564877676056817e-18,1.4284472539336166e-20,9.1312658758468137e-23,1.779345908997144e-18,7.0437946764706861e-21,5.5222545928047006e-09,4.6281384852730159e-15,7.4949673990383445e-16,2.4346736705210612e-18,3.2449917737358202e-19,6.551398807248375e-16,1.1846140705246587e-23,6.7972944358728513e-24,2.4122620905172513e-18,5.0064167164137782e-23,8.7303377280631851e-19,2.5982723452388472e-23,1.5048850886573913e-24
4.3517698649071667e-10,0.3720775500006244,1.4269450406781559e-09,6.3963207387365532e-13,6.0789338903143442e-13,6.0248252805862024e-19,2.7677432775139791e-15,0.0,0.0,1.5233328543275032e-07,3.8611375678080015e-12,154.0,0.0,0.99842134911187985,1.0,18.999928600867747,6.535645401619648e-05,6.5206874985374653e-07,0.00040004941950459358,0.00046946821997499385,0.00021991473929104286,6.9937607855310565e-05,2.0252719047799042e-10,1.3063488873718999e-06,0.00035001712826658707,7.8299480394692715e-13,1.0637999266468772e-06,3.3748859781485261e-07,4.5062567041077866e-07,4.5032762312438344e-07,1.8526006435684479e-10,9.2552933368920535e-09,1.1278157743468227e-10,7.9404204330787197e-08,9.7221592628374135e-16,9.2482392912919379e-16,9.2525792784240582e-16,2.3362360144736868e-09,1.9621293524158988e-12,1.0120055285709878e-14,1.8870841528084338e-16,2.2593987542187852e-16,2.7207367497679943e-13,1.6519085578375157e-14,1.0074698573801774e-15,1.8483851767552097e-16,5.1299090706614423e-18,1.6741579313298731e-20,1.027761247068466e-22,2.0084114888741879e-18,8.2276749160653266e-21,5.7860668465721415e-09,4.8693563269588463e-15,7.9166960108257707e-16,2.5616428821930224e-18,3.4745513255580892e-19,7.0690148876836432e-16,1.2512702205250738e-23,7.179766236333656e-24,2.6712234881132572e-18,5.5438929163935006e-23,9.6678302217516407e-19,2.8772868088331668e-23,1.6664849418678969e-24
4.46321199557167e-10,0.37207754592701103,1.4736558607709845e-09,6.759343630472113e-13,6.4926298306992842e-13,6.7041689184311446e-19,3.0196084616436553e-15,0.0,0.0,1.6021049023687902e-07,4.2672855488621827e-12,154.0,0.0,0.99838095001521454,1.0,18.999926648198358,6.7027843258650387e-05,6.5204424589368705e-07,0.00041013204611839096,0.00048146884602130361,0.00022554753660646357,7.1848730562531186e-05,2.077042066302636e-10,1.3398067213750156e-06,0.00035898366579569202,8.0439100659931714e-13,1.1189183104585317e-06,3.490769520555263e-07,4.7942040530680055e-07,4.7910329975636082e-07,1.9710189587090785e-10,9.6859827182731254e-09,1.1999708808956438e-10,8.3575091620731715e-08,1.1306587801817998e-15,1.076028598320501e-15,1.0765474447370028e-15,2.5231710948013258e-09,2.0930876694610881e-12,1.0379247251256135e-14,1.9673007828526407e-16,2.3939424705881702e-16,2.9321975973501072e-13,1.816432953344908e-14,1.1204680260883717e-15,2.0747815384873029e-16,5.8849342413428032e-18,1.954547415286933e-20,1.1536476687349201e-22,2.2607370162432287e-18,9.5749076857548618e-21,6.05461010298215e-09,5.1166687309348355e-15,8.349950800083959e-16,2.6918218207678998e-18,3.7144254844686521e-19,7.6128695200922621e-16,1.3197481360580747e-23,7.5726912949205934e-24,2.9503609072390178e-18,6.1232466290055767e-23,1.0678399693237398e-18,3.1780505260088924e-23,1.8406814312707958e-24
4.574654126236173e-10,0.3720775418561626,1.5208678777973917e-09,7.1336435649635714e-13,6.9262135385573017e-13,7.4413029512216741e-19,3.2884842850192121e-15,0.0,0.0,1.6828585040326438e-07,4.7046386069720538e-12,154.0,0.0,0.99834055229265461,1.0,18.999924695657462,6.8699118268377473e-05,6.5201974288032907e-07,0.00042021291437202438,0.00049346838657621413,0.00023118007486448993,7.3759519288701893e-05,2.1288075355050605e-10,1.3732615229374787e-06,0.00036794985874192518,8.2578347012559361e-13,1.1754255217045022e-06,3.6069647322329796e-07,5.0918851173949086e-07,5.0885170313861296e-07,2.0934416325071498e-10,1.0124201460788572e-08,1.2745682972470339e-10,8.7855379116456905e-08,1.3095839995424164e-15,1.246872171125489e-15,1.2474895298658723e-15,2.7197892477327516e-09,2.228857881001795e-12,1.0638415725228295e-14,2.0491478441587871e-16,2.5342139475038072e-16,3.1558114933932822e-13,1.9934765819612957e-14,1.2431399029683317e-15,2.3229116410375729e-16,6.7292307455152422e-18,2.2735316198031617e-20,1.2916192572637943e-22,2.5381278160683037e-18,1.1103493024583216e-20,6.3278009677784439e-09,5.3700816176606176e-15,8.7947390401342231e-16,2.8252135965825812e-18,3.9648303413615472e-19,8.1835889222095254e-16,1.3900489667053092e-23,7.9760762079126578e-24,3.2506828129143869e-18,6.7465711315010439e-23,1.176570240961029e-18,3.5016516891561688e-23,2.0281048067060373e-24
4.686096256900677e-10,0.37207753778808444,1.5685804708923083e-09,7.5193150707740182e-13,7.3803422139239025e-13,8.2396484566016754e-19,3.5751853535027977e-15,0.0,0.0,1.7655933757720474e-07,5.1747529415082434e-12,154.0,0.0,0.99830015594454868,1.0,18.999922743244916,7.0370279050860956e-05,6.5199524066998554e-07,0.00043029202418909423,0.0005054668413896745,0.0002368123541560795,7.5669973968516823e-05,2.1805683114182276e-10,1.4067132913628048e-06,0.00037691570724621886,8.4717219379873032e-13,1.2333213226470777e-06,3.7234448051917615e-07,5.3993249001294777e-07,5.3957533190431712e-07,2.2198789605076989e-10,1.0569820174047543e-08,1.3516143209308476e-10,9.2245260514919898e-08,1.5109711644758837e-15,1.4392672507635189e-15,1.4399985349197091e-15,2.9263327946656853e-09,2.3694685763597064e-12,1.0897560701577432e-14,2.1326282234344685e-16,2.6803573262003824e-16,3.3920700501573986e-13,2.1837436820547617e-14,1.3760922786705481e-15,2.5943548957825938e-16,7.6710024287743742e-18,2.6353698351421893e-20,1.4425542682727444e-22,2.8424929052614792e-18,1.2832958474512293e-20,6.6055575092758943e-09,5.6296015632035881e-15,9.2510692851525345e-16,2.9618216653364333e-18,4.2259819042810116e-19,8.7817986582178818e-16,1.4621740644934988e-23,8.3899287332151982e-24,3.5732213679151105e-18,7.4160088929371949e-23,1.2933480824531171e-18,3.8492041418898987e-23,2.2294001744694273e-24
4.79753838756518e-10,0.37207753372278085,1.6167930144699719e-09,7.9164525582049066e-13,7.8556867649887106e-13,9.1027474001463765e-19,3.8805531921903075e-15,0.0,0.0,1.8503092334761615e-07,5.6792223763636689e-12,154.0,0.0,0.99825976097124502,1.0,18.999920790960541,7.2041325611584526e-05,6.5197073912929642e-07,0.00044036937548027109,0.00051746421021173423,0.00024244437457075042,7.758009454938232e-05,2.2323243928580324e-10,1.4401620259547827e-06,0.0003858812114472721,8.6855717702611133e-13,1.2926054755403907e-06,3.8401850923137071e-07,5.7165462475421222e-07,5.712764691519662e-07,2.3503403501107248e-10,1.1022711681599354e-08,1.4311147063204441e-10,9.6744929460705433e-08,1.7369278053589889e-15,1.655251904899939e-15,1.6561144437804143e-15,3.1430439489367056e-09,2.5149470357317882e-12,1.1156682175528964e-14,2.2177448010945658e-16,2.8325167232819469e-16,3.6414758395574235e-13,2.3879662496474772e-14,1.5199587086877707e-15,2.8907743260968354e-16,8.7190161724482228e-18,3.0446872956928409e-20,1.6073774517966951e-22,3.1758491906879316e-18,1.4784454084472233e-20,6.887799232710083e-09,5.8952357927487794e-15,9.7189513575513332e-16,3.1016498246722364e-18,4.4980961225725365e-19,9.4081237132629268e-16,1.5361249818998467e-23,8.8142577789148762e-24,3.9190324060086037e-18,8.1337515186096284e-23,1.4185563493373912e-18,4.2218473537792228e-23,2.4452274826850081e-24
