Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412)
9.050277806678537e-13,0.37207770051401884,2.1601674695830569e-12,1.6704862326864811e-18,1.6622408767800567e-18,2.3270831272908993e-29,1.7940344807168293e-23,0.0,0.0,1.4184674475632883e-12,2.9127405298279008e-21,154.0,0.0,0.99999670481362857,1.0,18.999999996501167,1.3610133362007923e-07,5.505599234606457e-07,9.7832548518048814e-07,9.797129800253034e-07,2.4966730556732038e-07,2.4390200788775776e-09,4.2261050275820385e-13,1.0579776558041367e-09,3.9731296437181004e-07,2.730502029602452e-17,4.6203745989825483e-12,3.9599169650312779e-12,9.0005554031833761e-15,8.9972422375470313e-15,2.5400750204827171e-18,2.0424819772239663e-14,7.7309061586174255e-19,3.3627685450178913e-13,7.0374833970285111e-34,6.5850369976665981e-34,6.5850426801078971e-34,6.4656428579762339e-18,3.0473351595259784e-20,8.195849951768734e-18,5.6959320986993504e-20,2.3980420126360269e-21,5.8301500740156324e-21,6.8374842167351392e-25,1.3681822476290064e-28,1.4933987516295141e-29,8.0547954677951583e-34,1.6917164632162374e-37,7.8194536776929925e-36,1.4079731216701244e-31,9.3403875389416698e-37,1.2834621416805049e-14,2.550089712961159e-20,4.2470171983950849e-23,8.0181904384785502e-24,5.2707212199529136e-25,7.2255617864673121e-24,6.7121898065445187e-31,3.8514548684591754e-31,5.4678578334289584e-29,1.0373704275304745e-33,1.9767824121760013e-29,5.7436391709604252e-34,3.3949644441669831e-35
9.283521822373819e-13,0.3720777005136504,2.2158834261306735e-12,1.7579439260196045e-18,1.749046322943251e-18,2.5361722259361732e-29,1.9363670210707881e-23,0.0,0.0,1.4727060994316935e-12,3.0996639439089323e-21,154.0,0.0,0.99999662006050583,1.0,18.999999996327769,1.3960893105097683e-07,5.5533585324366982e-07,1.0034749321006838e-06,1.0049426530921796e-06,2.5966844914824091e-07,2.565664790899688e-09,4.3349454788215596e-13,1.1046672228978743e-09,4.1322848311783118e-07,2.8722852819670739e-17,4.8615209598843364e-12,4.1662352284244638e-12,9.7137927763356156e-15,9.7101786540633387e-15,2.7648544378360343e-18,2.1845550944613097e-14,8.4926783444128641e-19,3.5382809609227826e-13,8.4083636100913878e-34,7.8677882355974576e-34,7.8677952000313795e-34,6.9849121050019664e-18,3.2889066634179309e-20,8.5575441740877453e-18,5.9489831189131956e-20,2.5378000553812459e-21,6.3412978461295473e-21,7.6404393496360825e-25,1.5702041149956615e-28,1.7139663166372112e-29,9.4928689716372753e-34,1.996244100473367e-37,8.9883376540236761e-36,1.6159378417667207e-31,1.088039672937617e-36,1.3727381918600889e-14,2.6830493518063549e-20,4.5828984288585644e-23,8.533159483507402e-24,5.5527509688862758e-25,7.811778312575696e-24,7.2430439550107705e-31,4.1560586718645439e-31,6.0670400286787028e-29,1.1536435086256614e-33,2.1934035924908727e-29,6.3769518528111914e-34,3.7673492423617811e-35
9.75000985376438e-13,0.37207770051288935,2.3273219783499055e-12,1.9395917855043111e-18,1.9292885864324284e-18,2.9947710754238068e-29,2.2432270017789987e-23,0.0,0.0,1.5838477309181625e-12,3.4962429614101954e-21,154.0,0.0,0.99999645056617981,1.0,18.999999995969535,1.4662412440783771e-07,5.6423024393271006e-07,1.053764289078667e-06,1.0554000641701489e-06,2.7991985506255533e-07,2.8284611299611765e-09,4.5526180327236412e-13,1.1999672219232218e-09,4.4545596129196922e-07,3.1664953751781274e-17,5.3622064706533505e-12,4.5945226606087953e-12,1.1251221127051144e-14,1.1246949682564386e-14,3.2540358214780076e-18,2.4855502432008911e-14,1.0174086652810676e-18,3.902693186880001e-13,1.1847729779740912e-33,1.1086054337039509e-33,1.1086064643668558e-33,8.1064266679974489e-18,3.8096591955935569e-20,9.2958133562538766e-18,6.4656627070211872e-20,2.8293020828543623e-21,7.4525055498249705e-21,9.4584488114321543e-25,2.0463653434298443e-28,2.2338708672411079e-29,1.3020923501784797e-33,2.7449959704147786e-37,1.1748713055529229e-35,2.1061438018703966e-31,1.4599845037862807e-36,1.5618777198426472e-14,2.9590795910555479e-20,5.3067023976335502e-23,9.6151886881142157e-24,6.1389312900874602e-25,9.0776294423799451e-24,8.387004634249003e-31,4.8124625968968344e-31,7.4117721427777349e-29,1.4152510141343253e-33,2.6795620608270295e-29,7.7992409222239625e-34,4.6031710224533318e-35
1e-12,0.3720777005121767,2.3870453527617971e-12,2.0406328692233481e-18,2.029519092514481e-18,3.2638955645991846e-29,2.4202638090185901e-23,0.0,0.0,1.6448702698845911e-12,3.7215757112521815e-21,154.0,0.0,0.99999635974058831,1.0,18.999999995771336,1.5038355382495847e-07,5.6865858769469171e-07,1.0807090429999818e-06,1.0824390825258767e-06,2.9090067423496943e-07,2.9745041531450616e-09,4.6692639730148618e-13,1.2520533577314598e-09,4.6293050693644507e-07,3.3299960070638163e-17,5.6406151983794424e-12,4.8326256575360432e-12,1.2138055173457076e-14,1.2133399776814802e-14,3.5387718317283952e-18,2.6561982185118671e-14,1.1166248105472904e-18,4.1053268302020322e-13,1.4142781621446521e-33,1.3233571399055445e-33,1.3233584017931421e-33,8.7546258914720458e-18,4.1100620852666924e-20,9.6993138735359886e-18,6.7481438875628902e-20,2.9920877475025775e-21,8.0986356024926697e-21,1.0558005599232423e-24,2.3456873173006209e-28,2.5607101662484046e-29,1.5325020959908645e-33,3.2350460114606145e-37,1.3487041325345712e-35,2.4143178948532631e-31,1.6993825780611846e-36,1.6691095423583471e-14,3.1125506148123593e-20,5.7240924937730939e-23,1.0223705332355655e-23,6.4652059283580392e-25,9.8090245572517898e-24,9.0466839942274953e-31,5.1909861748213775e-31,8.2183700727739194e-29,1.5725384485185123e-33,2.9711699312309216e-29,8.652896557990849e-34,5.1045624623647153e-35
1.0169849082015886e-12,0.3720777005121767,2.4276242437170549e-12,2.1107548663865374e-18,2.0990668589196433e-18,3.4564946433846589e-29,2.5457126944082711e-23,0.0,0.0,1.6869124045744818e-12,3.8798952186173476e-21,154.0,0.0,0.99999629803387979,1.0,18.999999995634209,1.529377967134609e-07,5.7154062204869161e-07,1.0990138524403149e-06,1.1008096232083169e-06,2.9840929800516577e-07,3.0758016183922982e-09,4.7485142238603167e-13,1.2878319764452707e-09,4.7487950529722315e-07,3.4434023642764956e-17,5.8337903665593454e-12,4.9978147298629512e-12,1.2766404191152405e-14,1.2761474829567889e-14,3.7415325645954284e-18,2.7758959650719071e-14,1.1878290199207347e-18,4.2459252596490649e-13,1.5910794726709041e-33,1.4887931135380738e-33,1.4887945573058962e-33,9.214427181669696e-18,4.322914036224106e-20,9.9764834695904571e-18,6.9422193162030833e-20,3.1053013323358234e-21,8.5584764885562736e-21,1.1358367679499031e-24,2.5684423119740667e-28,2.8039521782810115e-29,1.7077822674234575e-33,3.6083197471589807e-37,1.4781999291658478e-35,2.6436709488506739e-31,1.8800092635894806e-36,1.7443252195185952e-14,3.2190302767603886e-20,6.0197755919700626e-23,1.0648580354527286e-23,6.6917196027556859e-25,1.0327719345764892e-23,9.5140074717398246e-31,5.4591360644132987e-31,8.8027729533800508e-29,1.6866468475573142e-33,3.182448049856903e-29,9.271610478512801e-34,5.4678541278069951e-35
1.0589688310267394e-12,0.3720777005114385,2.5279336788785402e-12,2.2891992504217113e-18,2.2760079816323064e-18,3.9679286591895226e-29,2.8742411334027829e-23,0.0,0.0,1.7928542918896129e-12,4.2897821278305901e-21,154.0,0.0,0.99999614551249427,1.0,18.999999995286757,1.592514673938996e-07,5.7824912017024824e-07,1.1442531449211315e-06,1.1462172827522111e-06,3.1712679618044222e-07,3.3333806541556352e-09,4.9444022198452821e-13,1.3775809011326278e-09,5.0466597022934478e-07,3.7317720501863736e-17,6.3252367848591471e-12,5.417992025982348e-12,1.441169896543574e-14,1.4406045343942011e-14,4.276056995381134e-18,3.0849155780904047e-14,1.3775644983453649e-18,4.6036145983068676e-13,2.1113654449365273e-33,1.9756340569023132e-33,1.9756360519455629e-33,1.042036749877126e-17,4.8802816614722406e-20,1.067175005069302e-17,7.4291711918675387e-20,3.3942111503565984e-21,9.7697525358401469e-21,1.3533429074362162e-24,3.1927776456082084e-28,3.4857432519892539e-29,2.2144250996955584e-33,4.6892508208900852e-37,1.8416445620277029e-35,3.2865409041525426e-31,2.3962227119323332e-36,1.9385068857764224e-14,3.4898946196704597e-20,6.793816843434086e-23,1.1738571961123803e-23,7.2684154724852483e-25,1.1687581749485703e-23,1.0737371389959639e-30,6.1611013998232206e-31,1.038097599349924e-28,1.9953461917259058e-33,3.753013011113812e-29,1.0943260961677733e-33,6.4490085658625646e-35
1.1009527538518902e-12,0.37207770051067474,2.6282502836188241e-12,2.4749302404275331e-18,2.4601124580101864e-18,4.5323597979970679e-29,3.2298884092400925e-23,0.0,0.0,1.9016732622480429e-12,4.7267902623424263e-21,154.0,0.0,0.99999599300112618,1.0,18.999999994927286,1.6556513644922001e-07,5.8440529398317687e-07,1.1894821815107573e-06,1.1916231347062258e-06,3.3605357239129395e-07,3.6011832525018694e-09,5.1402824171891443e-13,1.4691220925594852e-09,5.3478547464422486e-07,4.0315876565397262e-17,6.8365449089181297e-12,5.8550453445154176e-12,1.6192439862684573e-14,1.6185992244415564e-14,4.8598068225681917e-18,3.412827441587232e-14,1.5878114464391336e-18,4.9757606650269289e-13,2.7711027605158779e-33,2.5929631309416727e-33,2.592965853271788e-33,1.1728606200998082e-17,5.4835757242317148e-20,1.1380901133404297e-17,7.9260218042768566e-20,3.6960134237177275e-21,1.1091142250886259e-20,1.6009214634864934e-24,3.9338203083504768e-28,4.2950399839227702e-29,2.8413294309470427e-33,6.0301952035930683e-37,2.2738006984500584e-35,4.0496521214830203e-31,3.0254880933473253e-36,2.1445599137058593e-14,3.771669453775102e-20,7.6312938763808065e-23,1.2885298390962657e-23,7.8690278552897877e-25,1.3161825910539993e-23,1.2060996743790028e-30,6.9205966197203755e-31,1.216246372799484e-28,2.3446207390576232e-33,4.3970712309258854e-29,1.2831406579360684e-33,7.5566487310899936e-35
1.142936676677041e-12,0.37207770050988553,2.7285740577372882e-12,2.6679531321951787e-18,2.6513807915732133e-18,5.1531727156843386e-29,3.6137306897806283e-23,0.0,0.0,2.0133691879774123e-12,5.1918146345678307e-21,154.0,0.0,0.99999584049895229,1.0,18.9999999945559,1.7187880387948294e-07,5.9005461762830774e-07,1.2347009771768296e-06,1.2370272664915842e-06,3.5517239598313179e-07,3.8791944506028504e-09,5.3361551930603798e-13,1.5623681303905934e-09,5.6521059821711605e-07,4.342832431510646e-17,7.3677139613186562e-12,6.3089654895416641e-12,1.8113958388349779e-14,1.8106643631315834e-14,5.4949787052323667e-18,3.7598318157595784e-14,1.8197783287070483e-18,5.3623629501612435e-13,3.600125251037142e-33,3.3686969019592527e-33,3.3687005737004769e-33,1.3143526365820146e-17,6.1346093322294878e-20,1.2103259481597377e-17,8.4322988444407595e-20,4.010689905849604e-21,1.2527447296217236e-20,1.8812446493298306e-24,4.8073298746886485e-28,5.2490731354423715e-29,3.6104715085471939e-33,7.6795966133673281e-37,2.7840532566226071e-35,4.949256916283595e-31,3.7867939554164055e-36,2.3626101248700256e-14,4.0643516410057779e-20,8.5346706455787072e-23,1.408887099837174e-23,8.4935657638918188e-25,1.4755059710768295e-23,1.3488777930098936e-30,7.7398563220012082e-31,1.4163979921264782e-28,2.7378794743186748e-33,5.1206760765934899e-29,1.495397314290211e-33,8.801201137410864e-35
1.1849205995021917e-12,0.3720777005090712,2.8289050010475033e-12,2.8682732145006005e-18,2.8498134859230599e-18,5.8338500578600754e-29,4.0268442202795189e-23,0.0,0.0,2.1279419442097149e-12,5.6857586943630222e-21,154.0,0.0,0.99999568800521732,1.0,18.99999999417269,1.7819246968474418e-07,5.9523882053548908e-07,1.2799095468650166e-06,1.2824297612652747e-06,3.7446745521374932e-07,4.1673993075195169e-09,5.5320209062299001e-13,1.6572358584548898e-09,5.959161786360541e-07,4.665489647779435e-17,7.918743201944923e-12,6.7797432736619427e-12,2.0181583143244103e-14,2.0173324690407163e-14,6.1837682080128328e-18,4.1261123553293223e-14,2.074684628927127e-18,5.7634209708712855e-13,4.6331645750394293e-33,4.3353350790799477e-33,4.3353399781242505e-33,1.4669535508763429e-17,6.8351950516445965e-20,1.2838180893176043e-17,8.9475530415281261e-20,4.3382222696111546e-21,1.4083462395827625e-20,2.1970985569439471e-24,5.8304333586039611e-28,6.3665708247648947e-29,4.5467318696055954e-33,9.6925033833240803e-37,3.3826113425060447e-35,6.0030204971026349e-31,4.7014252369997299e-36,2.5927729059231392e-14,4.3679380697958171e-20,9.5064073471969318e-23,1.5349381302279949e-23,9.1420382623834185e-25,1.647188966891116e-23,1.5024603405106994e-30,8.6211116958295498e-31,1.6402929440362447e-28,3.1786686335428342e-33,5.9301199253355525e-29,1.7329597855623326e-33,1.0193504295698211e-34
1.2269045223273424e-12,0.37207770050823186,2.9292431133765391e-12,3.0758957691157615e-18,3.0554110447446566e-18,6.5779724689979551e-29,4.4703053233986597e-23,0.0,0.0,2.2453914087493603e-12,6.2095343273362941e-21,154.0,0.0,0.99999553551922815,1.0,18.999999993777759,1.8450613386505498e-07,5.9999619620341914e-07,1.3251079054990589e-06,1.3278306981281576e-06,3.9392424025323114e-07,4.465782904169846e-09,5.7278798979689474e-13,1.7536461766399291e-09,6.2687912541157242e-07,4.9995426024967205e-17,8.4896319261624791e-12,7.2673695179886448e-12,2.2400639826233452e-14,2.2391357696618253e-14,6.9283697694267442e-18,4.5118374787979139e-14,2.3537598457678153e-18,6.1789342698266637e-13,5.910428738422997e-33,5.5305018795001232e-33,5.530508350714595e-33,1.631106552586609e-17,7.5871449105552117e-20,1.3585052587902698e-17,9.471357038474565e-20,4.6785921439368502e-21,1.576397530947932e-20,2.5513829857070808e-24,7.0216819309148018e-28,7.6678209193871879e-29,5.6781421971838545e-33,1.2131163945422881e-36,4.0805429589416653e-35,7.2300799097987768e-31,5.7931410511628659e-36,2.8351540690528438e-14,4.6824256537505744e-20,1.0548960429452671e-22,1.666690410286861e-23,9.8144544659441194e-25,1.8316920951573356e-23,1.6672355701216423e-30,9.5665905312929827e-31,1.8897378059825239e-28,3.6706716632950737e-33,6.8319340938545783e-29,1.9977629102974915e-33,1.1744808592344814e-34
1.2688884451524932e-12,0.372077700507368,3.0295883945642998e-12,3.2908260708197974e-18,3.2681739718076775e-18,7.3892186016796592e-29,4.9451903992189961e-23,0.0,0.0,2.3657174619476157e-12,6.7640618531508821e-21,154.0,0.0,0.9999953830403483,1.0,18.999999993371194,1.9081979642046227e-07,6.0436188568031188e-07,1.3702960679808051e-06,1.3732301523229982e-06,4.1352943576999476e-07,4.7743303432968721e-09,5.9237324929034556e-13,1.8515238428701473e-09,6.5807824894148662e-07,5.3449746172476507e-17,9.0803794630859361e-12,7.7718350521358196e-12,2.477645123692505e-14,2.4766062017670702e-14,7.7309766805587748e-18,4.9171616255144993e-14,2.658242573795086e-18,6.6089024139668122e-13,7.4782240569743883e-33,6.9975280479575129e-33,6.9975365161226903e-33,1.8072572636300339e-17,8.3922704022255969e-20,1.4343291673345167e-17,1.0003304321980777e-19,5.0317811376153743e-21,1.7573766819849685e-20,2.9471112705006803e-24,8.4011075273291044e-28,9.1747333319321193e-29,7.036142164936962e-33,1.5065650584792739e-36,4.8898096611011095e-35,8.65110289637054e-31,7.0883590104242077e-36,3.0898506419241848e-14,5.0078113304153717e-20,1.16647826029484e-22,1.8041500111579457e-23,1.0510823539737737e-24,2.02947573837305e-23,1.8435911443349692e-30,1.0578517228778016e-30,2.1666052268056849e-28,4.2177091803416165e-33,7.8328887684633557e-29,2.2918126244365185e-33,1.3466776168800484e-34
1.310872367977644e-12,0.3720777005064794,3.1299408444629043e-12,3.513069387410129e-18,3.488102770967955e-18,8.2713651259451143e-29,5.4525759252530538e-23,0.0,0.0,2.4889199865833056e-12,7.3502700238200147e-21,154.0,0.0,0.99999523056799466,1.0,18.999999992953079,1.9713345735100946e-07,6.0836813697359502e-07,1.4154740491902513e-06,1.4186281954226029e-06,4.3327082263759e-07,5.0930267494367454e-09,6.1195789998257291e-13,1.950797284969459e-09,6.8949410409017177e-07,5.7017690380161435e-17,9.6909851739331698e-12,8.2931307142092106e-12,2.7314337278352503e-14,2.7302754117615268e-14,8.5937810717285472e-18,5.3422264060036074e-14,2.9893796655048688e-18,7.05332499332449e-13,9.3896228455749615e-33,8.7860756686515637e-33,8.7860866533252472e-33,1.9958537325160921e-17,9.2523824882360728e-20,1.5112343687395919e-17,1.0543008206230525e-19,5.3977708535473231e-21,1.9517610729184603e-20,3.387410109482166e-24,9.9902793445304135e-28,1.0910902216981434e-28,8.65584648638912e-33,1.8574512353336926e-36,5.8233011569041285e-35,1.0288346666238883e-30,8.6163462417690881e-36,3.3569515905476756e-14,5.3440920601349638e-20,1.2856322850710907e-22,1.9473218147664653e-23,1.1231154694932879e-24,2.2410001459003299e-23,2.0319141364816911e-30,1.1659112808074675e-30,2.4728339075217054e-28,4.8237389316589706e-33,8.9399929357566421e-29,2.6171859406613487e-33,1.537148080204913e-34
1.3528562908027947e-12,0.3720777005055666,3.23030046293608e-12,3.7426309797135073e-18,3.7151979461688724e-18,9.2282867387411635e-29,5.9935384564576594e-23,0.0,0.0,2.6149988677493437e-12,7.9690960219943517e-21,154.0,0.0,0.99999507810163113,1.0,18.999999992523506,2.0344711665673604e-07,6.1204454303619407e-07,1.460641863985573e-06,1.4640248955087772e-06,4.5313718775906366e-07,5.4218572688868376e-09,6.3154197124665685e-13,2.0513984217143845e-09,7.2110884668587696e-07,6.069909235149163e-17,1.0321448450459915e-11,8.8312473507962401e-12,3.0019614959657597e-14,3.000674756028899e-14,9.5189739034356432e-18,5.7871616572927634e-14,3.3484254651694434e-18,7.5122016199067212e-13,1.1705177901374994e-32,1.0952806768681107e-32,1.0952820901194321e-32,2.1973464286413368e-17,1.0169291601467083e-19,1.5891681211989246e-17,1.1090100866132481e-19,5.7765428985552699e-21,2.160027386038289e-20,3.8755193918464522e-24,1.181236022578301e-27,1.2901668070113144e-28,1.0576321995273891e-32,2.2745457027016981e-36,6.8948698530553375e-35,1.2165716581031733e-30,1.0409416984599662e-35,3.636538482449158e-14,5.6912648249921573e-20,1.4126026437960821e-22,2.0962096990608407e-23,1.1975457185226404e-24,2.4667254349415622e-23,2.2325910322757192e-30,1.2810594917236732e-30,2.8104285822534791e-28,5.4928557546983617e-33,1.0160494313797361e-28,2.976030927894553e-33,1.7471407785973616e-34
1.3948402136279454e-12,0.37207770050462946,3.3306672498586042e-12,3.9795161015970048e-18,3.9494600014426925e-18,1.0263956173462637e-28,6.5691546252468846e-23,0.0,0.0,2.7439539927447614e-12,8.6214854592420657e-21,154.0,0.0,0.99999492564076597,1.0,18.999999992082543,2.0976077433767841e-07,6.1541826026236732e-07,1.505799527203165e-06,1.5094203173425647e-06,4.73118241276474e-07,5.7608070696739019e-09,6.5112549102297525e-13,2.1532624925924041e-09,7.5290610177053457e-07,6.4493786033210827e-17,1.0971768713470507e-11,9.386175816955933e-12,3.2897598398769024e-14,3.2883353012701541e-14,1.050874495971238e-17,6.252086411811539e-14,3.7366411077695938e-18,7.9855319266301621e-13,1.4493685333380706e-32,1.3562097166110039e-32,1.3562115208916461e-32,2.4121882365998597e-17,1.1144807648944985e-19,1.6680802554257567e-17,1.1644232417370344e-19,6.1680788910607062e-21,2.3826516060197632e-20,4.4147920257231313e-24,1.3892162936134001e-27,1.5174179729163599e-28,1.2840874732094892e-32,2.7676062378453997e-36,8.1193653466990888e-35,1.4308824752874821e-30,1.2503136762056499e-35,3.9286860955277701e-14,6.049326627817051e-20,1.5476334921632588e-22,2.2508166950368158e-23,1.2743740305430977e-24,2.7071115914517146e-23,2.4460077313185564e-30,1.4035177841215637e-30,3.1814599992982281e-28,6.2292915379247962e-33,1.1501879283794808e-28,3.3705666909466381e-33,1.9779453813569858e-34
1.4368241364530962e-12,0.37207770050366845,3.4310412051157613e-12,4.2237299999789512e-18,4.1908894409118656e-18,1.1382444209579842e-28,7.1805011415051849e-23,0.0,0.0,2.8757852509719743e-12,9.3083923743217619e-21,154.0,0.0,0.99999477318494834,1.0,18.999999991630268,2.1607443039387017e-07,6.1851420918075891e-07,1.5509470536576761e-06,1.5548145225262506e-06,4.9320454052607422e-07,6.1098613415222617e-09,6.7070848588909091e-13,2.2563278958091229e-09,7.848708425844198e-07,6.8401605614980684e-17,1.1641945411400814e-11,9.9579069762087885e-12,3.5953598825077872e-14,3.5937878248357318e-14,1.1565282843378607e-17,6.737109787345848e-14,4.155293877176939e-18,8.4733155663080416e-13,1.7832997208417198e-32,1.6686796938584921e-32,1.668681980719938e-32,2.6408344505090041e-17,1.2180740014556871e-19,1.7479230491589945e-17,1.2205070041294908e-19,6.5723604669241163e-21,2.6201090204258095e-20,5.0086937662270281e-24,1.6256206327675278e-27,1.7757456278110715e-28,1.5497346992894516e-32,3.347451698228885e-36,9.5126688629115912e-35,1.6745048556537314e-30,1.4936533103217124e-35,4.2334629773049104e-14,6.4182744912602038e-20,1.690968615966183e-22,2.4111451200305867e-23,1.3536013390193305e-24,2.9626184710092168e-23,2.6725495485672204e-30,1.5335072510283442e-30,3.5880649023229645e-28,7.03741518165747e-33,1.2971872822245784e-28,3.8030833503019885e-33,2.2308926859959633e-34
1.478808059278247e-12,0.3720777005026836,3.5314223286028244e-12,4.4752779148398225e-18,4.439486768790277e-18,1.2587919682348075e-28,7.8286547926007258e-23,0.0,0.0,3.0104925338390451e-12,1.003077923144836e-20,154.0,0.0,0.99999462073376433,1.0,18.999999991166767,2.2238808482534182e-07,6.2135525862826382e-07,1.5960844581420445e-06,1.6002075696574521e-06,5.1338742025279871e-07,6.4690052958220761e-09,6.9029098112624173e-13,2.3605360341952935e-09,8.1698927951166554e-07,7.2422385529025534e-17,1.233197801897023e-11,1.0546431700526618e-11,3.9192924582109889e-14,3.9175628150517559e-14,1.2690774973175551e-17,7.2423318037394902e-14,4.6056566191615733e-18,8.9755522106864929e-13,2.1810885668331653e-32,2.0409039061475931e-32,2.0409067849253109e-32,2.8837427683501383e-17,1.3278897561639905e-19,1.8286511077889554e-17,1.2772297152527794e-19,6.9893692832153517e-21,2.8728742204145138e-20,5.6608030436478436e-24,1.8932771394678317e-27,2.0682448853409209e-28,1.8598424359110002e-32,4.026039093018308e-36,1.1091727637937239e-34,1.950358905528284e-30,1.7752312834668154e-35,4.5509319581410022e-14,6.7981054569249549e-20,1.8428514320052255e-22,2.5771966902570377e-23,1.4352285811689506e-24,3.23370579965908e-23,2.9126012157673406e-30,1.6712486508255748e-30,4.032446011682329e-28,7.9217325591812167e-33,1.4578438433518115e-28,4.2759420220369588e-33,2.5073546066166357e-34
1.5207919821033977e-12,0.3720777005016748,3.6318106202245716e-12,4.7341650792330729e-18,4.6952524893844845e-18,1.3884649492594496e-28,8.5146924433989184e-23,0.0,0.0,3.148075734666723e-12,1.0789616918552196e-20,154.0,0.0,0.99999446828683369,1.0,18.9999999906921,2.2870173763212174e-07,6.2396239468633961e-07,1.6412117554275314e-06,1.6455995144756845e-06,5.3365892859842788e-07,6.8382241655976229e-09,7.0987300078257274e-13,2.4658311686494101e-09,8.4924875821383178e-07,7.6555960449777309e-17,1.3041866035899636e-11,1.1151740870322345e-11,4.2620881130194624e-14,4.2601904715407417e-14,1.388740758238395e-17,7.7678441320262015e-14,5.0890072048190189e-18,9.4922415495279909e-13,2.6525960090587975e-32,2.4821097687126301e-32,2.4821133693146361e-32,3.1413732863242364e-17,1.4441088635451033e-19,1.9102212508209451e-17,1.3345612606987404e-19,7.4190870203664548e-21,3.1414211016067846e-20,6.3748107918075787e-24,2.1951957218627095e-27,2.3982102352784209e-28,2.2201952702872182e-32,4.8165436767593389e-36,1.2874589248170458e-34,2.2615529340428503e-30,2.0997085943944888e-35,4.881150621991484e-14,7.1888165845543581e-20,2.003524988973478e-22,2.7489726155039547e-23,1.5192566977342914e-24,3.520833174720112e-23,3.1665468828533744e-30,1.8169624080526286e-30,4.5168720058544558e-28,8.8868864780904801e-33,1.6329778082860796e-28,4.7915747978656338e-33,2.8087441623626947e-34
1.5627759049285485e-12,0.3720777005006425,3.7322060798948203e-12,5.0003967192959154e-18,4.9581871070948849e-18,1.5276998616577863e-28,9.2396910362761129e-23,0.0,0.0,3.2885347486000116e-12,1.1585884745531586e-20,154.0,0.0,0.99999431584380827,1.0,18.999999990206327,2.3501538881423575e-07,6.2635487564982774e-07,1.6863289602637572e-06,1.6909904100017512e-06,5.5401176838218871e-07,7.2175032054756512e-09,7.2945456773326548e-13,2.5721602787458332e-09,8.8163766618568815e-07,8.0802165293520937e-17,1.3771608985692019e-11,1.1773825374439733e-11,4.6242771049131166e-14,4.6222007055372806e-14,1.5157365718302714e-17,8.3137307816241635e-14,5.6066280400566582e-18,1.0023383289739576e-12,3.2088638834387117e-32,3.0026297508726561e-32,3.002634226907058e-32,3.4141884932220237e-17,1.5669121065522802e-19,1.9925924038898454e-17,1.3924729948792487e-19,7.8614953835315239e-21,3.4262228650316924e-20,7.1545202766378881e-24,2.5345736803260872e-27,2.7691417046559849e-28,2.6371265151412332e-32,5.7334420937334367e-36,1.4880435884921289e-34,2.6113892784674133e-30,2.4721596010488544e-35,5.2241717382411431e-14,7.5904049512678856e-20,2.1732319683231375e-22,2.9264736788775232e-23,1.605686632834629e-24,3.8244600655507462e-23,3.4347701193179951e-30,1.970868614192442e-30,5.0436775029902554e-28,9.9376566418655201e-33,1.8234332129824191e-28,5.3524847253084686e-33,3.1365154659411244e-34
1.6047598277536992e-12,0.3720777004995867,3.8326087075359795e-12,5.2739780542600661e-18,5.2282911264168913e-18,1.6769430115916759e-28,1.000472759113349e-22,0.0,0.0,3.4318694725240575e-12,1.2420570442499038e-20,154.0,0.0,0.99999416340436809,1.0,18.999999989709522,2.4132903837170771e-07,6.285503742447546e-07,1.7314360873787364e-06,1.7363803066703452e-06,5.7443924321285801e-07,7.6068276916537753e-09,7.4903570373775661e-13,2.6794729301402523e-09,9.1414534699970123e-07,8.5160835218040991e-17,1.4521206414472569e-11,1.2412676110143138e-11,5.006389404085083e-14,5.0041231401991716e-14,1.6502833242139507e-17,8.8800687309873948e-14,6.1598056169764949e-18,1.0568977154543599e-12,3.8622177079465153e-32,3.6139975619610575e-32,3.6140030942325223e-32,3.7026532648084473e-17,1.6964802167911329e-19,2.0757254960404466e-17,1.4509376694060947e-19,8.3165761036906595e-21,3.7277520180957593e-20,8.0038469250108776e-24,2.9148012799888523e-27,3.1847510091737109e-28,3.1175518982873017e-32,6.792598598551231e-36,1.7129618575081247e-34,3.003370120938779e-30,2.8980957192364425e-35,5.5800436580065968e-14,8.0028676508436082e-20,2.3522146851135948e-22,3.1097003041916224e-23,1.6945193338410955e-24,4.1450458142813415e-23,3.7176539155525581e-30,2.1331870284406496e-30,5.615263042570597e-28,1.1078959611688365e-32,2.0300779262070269e-28,5.9612457879777595e-33,3.4921637122114311e-34
