Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498)
2.7687923126891867e-08,0.5142439074554948,1.0338387973494621e-07,1.044998864103487e-09,9.5062011346597909e-08,1.1713404499363715e-12,1.7814125392374593e-08,0.0,0.0,9.8425623700739703e-05,2.2902357356391993e-06,154.0,0.0,0.9691261702435392,1.0,18.998246584510436,0.0020094262132600745,1.7040159321635281e-07,0.0076690977335122376,0.0096735021276060009,0.0035441138460468881,0.0015784375236608686,3.7104476874209468e-09,2.4230661070597775e-05,0.0050861046123992747,2.1207577340245301e-11,0.00070417501348603512,5.6847594731454026e-06,0.00043299730511298481,0.00043248869001619037,1.5051865194583929e-07,3.6838254500493888e-07,9.4554090035565256e-08,9.5499306154599775e-05,3.1254064406793684e-08,4.730450410241034e-08,4.8012482243347028e-08,4.9650224665220429e-05,2.8457180293048061e-09,2.2076860835371268e-13,7.8565513340999458e-14,1.5053469350151606e-12,1.5828988132916031e-08,4.0001822232243225e-08,5.3159698815060462e-09,3.7681875448955648e-09,1.1515739470102994e-09,7.8320651287936817e-11,1.7595211021473015e-15,2.3599128495558678e-10,6.0383548846625362e-11,2.5051171068635058e-07,1.2892751031822228e-11,2.640112963622015e-12,4.4406121422446649e-15,8.6073349196428157e-15,2.8453153998536576e-11,5.0526707965093667e-20,2.887880554260531e-20,3.8016063333263224e-12,6.543797019376039e-17,6.1922364117738231e-13,1.5757932020236444e-17,5.8959435984000727e-19,1.210022694356003e-16,6.7468277377663592e-13,2.3563386476622828e-13,7.8236590541726837e-14,1.0294949797209714e-08,2.3521268804275377e-12,1.262644074747142e-11,1.7244690659100888e-11,1.2098472420280297e-13,2.4551495300699836e-15,1.2417442850906803e-11,3.7839989762048661e-14,2.9573438192457574e-16,9.5895484806792888e-13,3.6286187817476085e-13,4.629125086347036e-14,5.143120301545921e-15,6.8604714102637294e-14,5.0807547989340015e-14,2.5560897833145039e-09,1.699704813153512e-14,8.0920163955865236e-15,4.5567909205239447e-08,1.2471681020756405e-19,1.6620624495744032e-16,2.2328828487890579e-15,8.4575792104852515e-21,1.2815640230399762e-19
2.817761766666161e-08,0.51424386904261,1.0601567859580338e-07,1.0925310070372871e-09,1.001910898304742e-07,1.2657913818352406e-12,1.9072549644704513e-08,0.0,0.0,0.00010176014018463078,2.451057993554971e-06,154.0,0.0,0.96858589050866184,1.0,18.998214968072826,0.0020435072868517606,1.7031582427011703e-07,0.0077909508827959618,0.0098358039834877675,0.0036056582395600674,0.0016035645312131653,3.7726955198777976e-09,2.4637179830121163e-05,0.0051747670763195456,2.1545178891638172e-11,0.00072863494505983099,5.7757692487994594e-06,0.00044804846312411733,0.00044750814911493627,1.5574564207094324e-07,3.7504693651170538e-07,9.7837676281423304e-08,9.9611639891640223e-05,3.3823633221324724e-08,5.1555273582906943e-08,5.2340839243905397e-08,5.2221395211191437e-05,2.9690904511810359e-09,2.2447245203299361e-13,8.1932774616087976e-14,1.5834809333574352e-12,1.671026445721073e-08,4.2993361376628799e-08,5.7159651721622872e-09,4.0704702173096935e-09,1.2485360039703818e-09,8.7208539232824929e-11,1.9006693244144123e-15,2.5896763087653789e-10,6.6913093810598679e-11,2.5502262839429486e-07,1.3747322701175325e-11,2.8153639465870464e-12,4.7349524361544614e-15,9.2440444274123542e-15,3.0562971943250821e-11,5.3880676286208849e-20,3.079578376741461e-20,4.1445576045866467e-12,7.1341278006584825e-17,6.6980198720800329e-13,1.7045017154157295e-17,6.3775258006785661e-19,1.3088558557473302e-16,7.4208784225621732e-13,2.5632906279342434e-13,8.6560684022985705e-14,1.1174695641494307e-08,2.5556661952601771e-12,1.3871010479547208e-11,1.8954431347878586e-11,1.3291211950905491e-13,2.6985699296895095e-15,1.3896402322545439e-11,4.2377471068197479e-14,3.1457713049153706e-16,1.0383447252003614e-12,4.0146848341493804e-13,5.2186413772584337e-14,5.801595963498887e-15,7.8790673293194604e-14,5.7239356752174108e-14,2.600709868986436e-09,1.7293727686414016e-14,8.2332606659258899e-15,4.7208829235755896e-08,1.4050155594328112e-19,1.9033887516250397e-16,2.4800067599154562e-15,9.685578620374135e-21,1.4676429803920682e-19
2.866731220643135e-08,0.5142438313850614,1.0865648492324054e-07,1.1413445538504109e-09,1.0552134501551499e-07,1.3658746836321501e-12,2.0400469198032188e-08,0.0,0.0,0.00010514237154892221,2.6199718155549851e-06,154.0,0.0,0.96804585585935632,1.0,18.998183314782374,0.0020775386922662711,1.7023009256089852e-07,0.0079123118178423598,0.0099977677747152775,0.0036671633808664401,0.0016285898532240534,3.8348134709248622e-09,2.5042850391246121e-05,0.0052633849241700585,2.188141421601618e-11,0.00075348765451942721,5.866411950078867e-06,0.00046333818485442944,0.00046276446841463879,1.6105504995629509e-07,3.8170797490319367e-07,1.0117303799699616e-07,0.00010383090788310984,3.6549804726724858e-08,5.6101889794301675e-08,5.6971944879895421e-08,5.4875653777365834e-05,3.095692189633112e-09,2.2816856766971359e-13,8.5387292262102606e-14,1.6641476517764879e-12,1.7622510719472288e-08,4.6147055126901838e-08,6.1377750743167289e-09,4.3904780355119871e-09,1.3514865842120586e-09,9.6913813358434073e-11,2.0500941505239206e-15,2.8370925570274885e-10,7.4030807951182776e-11,2.5953067005938484e-07,1.4646246403148848e-11,2.9997209177059672e-12,5.0445690215765953e-15,9.9174997099056877e-15,3.2794804975355193e-11,5.7408915788598183e-20,3.2812367601975163e-20,4.5123347920476386e-12,7.7671920963710199e-17,7.236023040014247e-13,1.8414090250106316e-17,6.8897860290577336e-19,1.4139847533234275e-16,8.1495196407917776e-13,2.7844654639411924e-13,9.560433354250251e-14,1.2112389714173518e-08,2.7728009865822009e-12,1.5212417605691191e-11,2.0797993893736072e-11,1.4576771821918177e-13,2.961043093915313e-15,1.5520238946045911e-11,4.7362470441319717e-14,3.3426142645042547e-16,1.1227468791207237e-12,4.434121185002753e-13,5.8702138638947961e-14,6.5297597988090013e-15,9.0260820763436754e-14,6.4359825380331744e-14,2.6452939536944993e-09,1.7590166845713665e-14,8.3743904878948662e-15,4.8878134359440032e-08,1.5797612788483407e-19,2.1748970122418178e-16,2.7502095874987262e-15,1.1067157810558978e-20,1.6769941632357326e-19
2.9157006746201093e-08,0.5142437944771433,1.113057383763888e-07,1.191454071469676e-09,1.1105763088622902e-07,1.4718061325278536e-12,2.1800721210673891e-08,0.0,0.0,0.0001085718669547958,2.7972228431245914e-06,154.0,0.0,0.96750606838461961,1.0,18.998151623896408,0.0021115204818770886,1.7014439849611395e-07,0.00803318008873238,0.010159392045101063,0.0037286292887246061,0.0016535133981759335,3.8968009818928339e-09,2.5447669105434239e-05,0.0053519581756921557,2.2216282083766743e-11,0.00077873184907122409,5.9566872369843818e-06,0.00047886550569842614,0.00047825660894343109,1.6644651355491144e-07,3.8836566163326773e-07,1.0455994773836501e-07,0.00010815814939190419,3.9438770607877667e-08,6.0959066816602757e-08,6.1920988646581487e-08,5.7614032500016805e-05,3.2255548660572588e-09,2.3185692202157694e-13,8.8929913546958478e-14,1.7473787306707379e-12,1.8566165835412865e-08,4.9468388349778776e-08,6.582142079268089e-09,4.7288691488578449e-09,1.460661365755279e-09,1.074944432070886e-10,2.2081028977814707e-15,3.1031658606318192e-10,8.177942006561255e-11,2.6403583703577149e-07,1.5591319192421443e-11,3.1935530947756347e-12,5.3700808658331228e-15,1.0629315425379081e-14,3.5154022342840403e-11,6.1118492594086556e-20,3.4932595725360584e-20,4.9063272169399846e-12,8.4453813838539308e-17,7.8077821494448775e-13,1.9869060275552827e-17,7.4341870101479859e-19,1.5257095515361933e-16,8.9362023469784643e-13,3.0205926032729835e-13,1.0541607946301608e-13,1.3110729268639343e-08,3.0041747267507052e-12,1.6656203794056704e-11,2.2783083920646982e-11,1.5960464659537499e-13,3.2436661150163937e-15,1.7300142846381616e-11,5.282979335198884e-14,3.548102040295874e-16,1.2123832736595934e-12,4.8891782819522539e-13,6.5890286992100854e-14,7.3334676919732417e-15,1.0314898657030812e-13,7.2229848447354008e-14,2.6898438829402737e-09,1.7886377878885941e-14,8.5154117027789524e-15,5.0575802249482741e-08,1.7728993339801715e-19,2.4797777498949247e-16,3.0452690850019765e-15,1.2618551265674972e-20,1.9120776390487734e-19
2.9646701285970835e-08,0.5142437583131743,1.139628961604119e-07,1.2428745330080228e-09,1.168048219202839e-07,1.5838047490068086e-12,2.3276217032948059e-08,0.0,0.0,0.00011204817281884397,2.9830588588177242e-06,154.0,0.0,0.96696653015878364,1.0,18.998119894682432,0.0021454527080890591,1.7005874242583974e-07,0.0081535552658327914,0.01032067535376973,0.0037900559820245637,0.0016783350787327861,3.9586574999868694e-09,2.5851632362510941e-05,0.0054404868508150586,2.2549781321460218e-11,0.00080436623405571333,6.0465947846624615e-06,0.00049462946017740607,0.00049398352877111276,1.7191966979031775e-07,3.9501999816882292e-07,1.0799817741493122e-07,0.00011259439478062097,4.2496826015485507e-08,6.6141958031930287e-08,6.7203622723935002e-08,6.0437549540524208e-05,3.3587098324513631e-09,2.355374821958278e-13,9.2561478468631225e-14,1.8332053841375784e-12,1.9541663418517642e-08,5.2962916098144221e-08,7.0498182496198363e-09,5.0863114512261737e-09,1.5762998153747587e-09,1.1901130175193515e-10,2.3750074336188678e-15,3.3889380309939548e-10,9.0204026368247904e-11,2.6853813068663338e-07,1.6584397753379918e-11,3.3972419543623164e-12,5.7121274748569823e-15,1.1381162076604274e-14,3.7646179122993044e-11,6.5016707433878272e-20,3.7160640908868519e-20,5.3279824903333496e-12,9.1711874764142211e-17,8.4148883050171832e-13,2.141397580490244e-17,8.0122437158250729e-19,1.6443411350773045e-16,9.7845410727644439e-13,3.272428844262515e-13,1.1604689573349428e-13,1.4172483937111585e-08,3.2504485818745532e-12,1.8208111436518424e-11,2.4917688124803395e-11,1.7447795542924782e-13,3.5475761035273441e-15,1.9247938191906061e-11,5.8816231708556265e-14,3.7624679017397295e-16,1.3074818908769936e-12,5.3822192547456762e-13,7.3805934489113088e-14,8.2189405291962487e-15,1.1760007041856265e-13,8.0914635611987004e-14,2.7343615535629326e-09,1.8182373396659095e-14,8.6563303143397123e-15,5.2301811769881795e-08,1.9860296655762217e-19,2.821499650281485e-16,3.3670721517761524e-15,1.4357408840141958e-20,2.1755679533768755e-19
3.0136395825740573e-08,0.5142437228874946,1.1662743246929467e-07,1.2956213481937036e-09,1.2276781122898515e-07,1.7020927228880857e-12,2.4829942762834474e-08,0.0,0.0,0.00011557083290493012,3.1777297110260907e-06,154.0,0.0,0.966427243241477,1.0,18.998088126418107,0.0021793354233378181,1.699731247186248e-07,0.0082734369397396111,0.010481616275191799,0.0038514434797867134,0.0017030548117284749,4.0203824782997059e-09,2.6254736590750776e-05,0.0055289709696544715,2.2881910811692687e-11,0.00083038951299576442,6.1361342833633953e-06,0.00051062908197923868,0.00050994418303568147,1.7747415456579106e-07,4.0167098599099742e-07,1.1148749829522013e-07,0.00011714066547495468,4.5730367897325483e-08,7.1666159820511878e-08,7.2835966362715006e-08,6.334720911044489e-05,3.4951881702937514e-09,2.3921021565002521e-13,9.6282819725329555e-14,1.9216584007226008e-12,2.0549431784823062e-08,5.6636262509857516e-08,7.5415650690739562e-09,5.4634824389955132e-09,1.6986451354929461e-09,1.3152824924155284e-10,2.5511241092772109e-15,3.6954890956126923e-10,9.9352179511403195e-11,2.7303755238489318e-07,1.7627399977857351e-11,3.6111815567815866e-12,6.071369436619126e-15,1.2174767691430759e-14,4.0277021825719567e-11,6.9111101868049909e-20,3.9500813570804542e-20,5.7788084157352366e-12,9.9472057983241058e-17,9.0589892042805299e-13,2.3053029400570732e-17,8.6255250029553012e-19,1.7702014452947833e-16,1.0698319785290468e-12,3.540759213559779e-13,1.2755027927047148e-13,1.5300496015763357e-08,3.5123014929353419e-12,1.9874086202643781e-11,2.7210077899862554e-11,1.9044464452208306e-13,3.8739507044123898e-15,2.1376105825286962e-11,6.5360635353393117e-14,3.9859492105865176e-16,1.4082768360157618e-12,5.9157240317616307e-13,8.2507499425374445e-14,9.1927788878351839e-15,1.3377072447223752e-13,9.0483949974282281e-14,2.7788489134940035e-09,1.8478166349404244e-14,8.7971524880371146e-15,5.4056143008071318e-08,2.220863929052447e-19,3.2038291041606877e-16,3.7176199134199982e-15,1.6302895165695332e-20,2.4703691936847967e-19
3.111578490528006e-08,0.514243654228484,1.2197661919941615e-07,1.4051580441838077e-09,1.3536083936771578e-07,1.9584408998490367e-12,2.8184405185971222e-08,0.0,0.0,0.00012275337808387846,3.594585198231302e-06,154.0,0.0,0.9653494314972354,1.0,18.998024469899498,0.0022469525308387479,1.6980200583373129e-07,0.008511718241149659,0.010802465331097902,0.0039741009654256131,0.0017521881231481965,4.1434356574643167e-09,2.7058353866546401e-05,0.0057058056198702155,2.3542056359306276e-11,0.00088359755803450258,6.3141079700928985e-06,0.00054333145837314378,0.00054256250093129526,1.8882564830554487e-07,4.1496292149196342e-07,1.1861849557233742e-07,0.00012656732358730789,5.2749997672420204e-08,8.3803116691576669e-08,8.521661992559288e-08,6.9428903096079405e-05,3.7782379271598738e-09,2.4653207398446808e-13,1.0399812536551695e-13,2.1065645544773025e-12,2.26634676781521e-08,6.454224671582613e-08,8.6003627975846714e-09,6.2797676176472318e-09,1.9644475563500094e-09,1.5983329386934706e-10,2.9322813066523585e-15,4.3754430904240164e-10,1.2002216490014823e-10,2.8202778546427967e-07,1.987116257170083e-11,4.0714541172640174e-12,6.8441904697674805e-15,1.3894465850463822e-14,4.597874255601081e-11,7.7919837551443032e-20,4.4535492755702017e-20,6.7743162606823898e-12,1.1660799300337311e-16,1.0465059670483938e-12,2.6631068155508052e-17,9.96431634476138e-19,2.0449533811660247e-16,1.2738216915791789e-12,4.1301890699452053e-13,1.5340191101213851e-13,1.7767026364897083e-08,4.0855495452952675e-12,2.3573050756865322e-11,3.2302743938949445e-11,2.2589604757247473e-13,4.5990099446235112e-15,2.6226902509436064e-11,8.0289463050768166e-14,4.4612293383052328e-16,1.6279234202516381e-12,7.114654496824107e-13,1.0251955420686799e-13,1.1433942825589922e-14,1.7196043792735663e-13,1.1257949476837317e-13,2.8677407468506075e-09,1.9069198048731037e-14,9.0785329870423221e-15,5.7649697298751018e-08,2.7630866130190538e-19,4.1069911857492209e-16,4.5135570237823092e-15,2.0898629727564597e-20,3.1667659867000648e-19
3.209517398481954e-08,0.5142435884553007,1.27349411830329e-07,1.5201973268999182e-09,1.4887616386537923e-07,2.2426887223171706e-12,3.1889511782430806e-08,0.0,0.0,0.00013011580302302883,4.049826562555298e-06,154.0,0.0,0.96427264933350743,1.0,18.997960648763531,0.0023143722244590072,1.6963104470036797e-07,0.0087480211200704136,0.011121928116698064,0.0040966019003767966,0.0018009127500393772,4.2659562623443224e-09,2.7858493131036914e-05,0.0058824622909444835,2.4196710901652674e-11,0.00093834557784531233,6.4906061195904896e-06,0.00057696488921721463,0.0005761031461318885,2.0049806195563065e-07,4.2824148027352276e-07,1.2595109712670255e-07,0.00013644611506223163,6.0550806826680091e-08,9.7503701182520656e-08,9.9201404017030748e-08,7.5866870175230044e-05,4.0749473372021609e-09,2.5382224371934409e-13,1.1208234497065545e-13,2.3023350198919913e-12,2.49115943128153e-08,7.3232674078925273e-08,9.7648098700184655e-09,7.1833313163462803e-09,2.2600869419275006e-09,1.9298340734354281e-10,3.3541924594446693e-15,5.1524576550868424e-10,1.4422239018695778e-10,2.9100654745295423e-07,2.2339234769477544e-11,4.5777873991901451e-12,7.6942711526000848e-15,1.5803450014313313e-14,5.2309203324659431e-11,8.7610087267299299e-20,5.0074005919721658e-20,7.9061924383278863e-12,1.3609127308328546e-16,1.2040374863651796e-12,3.0639769479828085e-17,1.1464254219576214e-18,2.3527752829579642e-16,1.5089787610570684e-12,4.7957618349347283e-13,1.8345297383635844e-13,2.0534521040110072e-08,4.7297085580755826e-12,2.7804820299232972e-11,3.8133077716425911e-11,2.6645471574919355e-13,5.4290942760008894e-15,3.1966387301506482e-11,9.7970996441836987e-14,4.9759311538780924e-16,1.8733226269454636e-12,8.5083091218096248e-13,1.2646563984793692e-13,1.4117928412168514e-14,2.1923392176400915e-13,1.3917530810852876e-13,2.9565359777681005e-09,1.9659583302504344e-14,9.3596057240267395e-15,6.1356331517583592e-08,3.4157317177183145e-19,5.2261558430398083e-16,5.451576671278424e-15,2.6593471581291643e-20,4.0297134668362976e-19
3.3074563064359025e-08,0.5142435255235052,1.3274216265231587e-07,1.6408813008849131e-09,1.6335341674490186e-07,2.5567201333511267e-12,3.5971893304051074e-08,0.0,0.0,0.00013765437164936471,4.5455193328853808e-06,154.0,0.0,0.96319691269446905,1.0,18.997896657593465,0.0023815949247337083,1.6946024413571466e-07,0.0089823430234036074,0.011439993783334997,0.004218946441401486,0.0018492281759233745,4.3879401308479598e-09,2.8655127202522037e-05,0.0060589411503808727,2.4845867499425971e-11,0.00099462314007605235,6.6656267930673733e-06,0.00061152161803727009,0.00061055765699605041,2.1248844698890802e-07,4.4150667469278146e-07,1.3348345064787504e-07,0.00014678488604907353,6.9187461059812187e-08,1.12908981358501e-07,1.1493650773340246e-07,8.2668644657880885e-05,4.3855552054110855e-09,2.6108047719875412e-13,1.2054187446036581e-13,2.5092008697353055e-12,2.729704812295091e-08,8.2754912967916951e-08,1.1041322068186764e-08,8.1799247373017613e-09,2.5876379773578851e-09,2.3160562675004192e-10,3.8195430432971901e-15,6.0366164099929852e-10,1.7243108532634728e-10,2.9997384967957188e-07,2.5049326077545852e-11,5.1338204596572499e-12,8.6277112529249579e-15,1.791779229560289e-14,5.9321858060628056e-11,9.8251495602090223e-20,5.6156158792362705e-20,9.1888718107638647e-12,1.5817036955125489e-16,1.3800338278744043e-12,3.5118326987279297e-17,1.3140005080519932e-18,2.6966767769874796e-16,1.7790040680494462e-12,5.54486909440887e-13,2.1823200660930387e-13,2.362835700459287e-08,5.4508566531474502e-12,3.2624520057176977e-11,4.4777843131604288e-11,3.1264913068903774e-13,6.3751330255810388e-15,3.8720407556132776e-11,1.1879757986817449e-13,5.532122682507081e-16,2.1465795778154373e-12,1.0121180064962486e-12,1.5494693342917828e-13,1.7312752338147058e-14,2.7734294020091195e-13,1.7101992784870269e-13,3.0452519992220187e-09,2.0249437742419846e-14,9.6404257493495316e-15,6.5175933692275974e-08,4.1971645924074937e-19,6.6044015481550625e-16,6.5523538316797075e-15,3.3606615628591206e-20,5.0924271566258874e-19
3.405395214389851e-08,0.5142434653890307,1.3815144815684698e-07,1.7673619870186866e-09,1.7883235865399673e-07,2.902462503005238e-12,4.0459421294721134e-08,0.0,0.0,0.00014536531418186179,5.0837549372309671e-06,154.0,0.0,0.96212223728591406,1.0,18.997832491131842,0.0024486210526355723,1.6928960691633483e-07,0.009214681715754831,0.011756651730639483,0.0043411347472559654,0.00189713394980657,4.5093831961547092e-09,2.9448229521479628e-05,0.006235242368538443,2.5489520093164229e-11,0.0010524197878914695,6.8391682889800415e-06,0.0006469938787980028,0.00064591752766297373,2.2479383949156246e-07,4.5475851732048524e-07,1.412136941602177e-07,0.00015759133650517556,7.8716088245710656e-08,1.301674259098171e-07,1.3257597383438372e-07,8.9841540450285432e-05,4.7102959102820689e-09,2.6830653243554294e-13,1.2938299034953544e-13,2.7273864517789764e-12,2.9822981422415939e-08,9.31573321411471e-08,1.24364515955408e-08,9.2754391329742991e-09,2.9492300230415516e-09,2.7638292582717801e-10,4.3310839291834203e-15,7.0386776222899328e-10,2.0517478134923086e-10,3.0892970361866893e-07,2.8020279624027478e-11,5.7434254858934179e-12,9.6510009992836574e-15,2.0254654956860217e-14,6.7073789848124855e-11,1.099181688067042e-19,6.2824307190875579e-20,1.0637952679290749e-11,1.8311378034836767e-16,1.5761437804063153e-12,4.0108693235617528e-17,1.5007267886926903e-18,3.0798793454311901e-16,2.0879320383049004e-12,6.385447007031415e-13,2.5831746442618291e-13,2.7075091528516089e-08,6.2553617486243493e-12,3.8090744466116105e-11,5.2318667401106044e-11,3.6504103621050158e-13,7.4487479470239581e-15,4.6627568838157613e-11,1.4320160214411346e-13,6.1319588983304117e-16,2.4499092418838908e-12,1.1980067309620668e-12,1.8863102015113289e-13,2.1093984702799554e-14,3.4830183941156355e-13,2.0896107030073816e-13,3.1339069904580376e-09,2.0838882226707273e-14,9.9210506016369578e-15,6.910841449057036e-08,5.1281838392988683e-19,8.2918177662620823e-16,7.838934275431259e-15,4.2192929306949425e-20,6.3935282375534641e-19
3.5033341223437994e-08,0.5142434080081834,1.4357405518499538e-07,1.8998023039275097e-09,1.9535282573895879e-07,3.2818841514824047e-12,4.5381219804938601e-08,0.0,0.0,0.00015324483000868607,5.6666483468734179e-06,154.0,0.0,0.96104863857441125,1.0,18.997768144279341,0.002515451029556505,1.6911913577681355e-07,0.0094450352772400617,0.012071891607257678,0.0044631669786607681,0.0019446296857269817,4.6302814869987278e-09,3.0237774152417036e-05,0.0064113661185884888,2.612766349715783e-11,0.0011117250414936022,7.0112291414044646e-06,0.00068337389714484467,0.00068217420900308471,2.3741126049446845e-07,4.6799702094190667e-07,1.4913995623105534e-07,0.00016887301924940287,8.9194220890641924e-08,1.4943499239688569e-07,1.5228181021529271e-07,9.7392652133832766e-05,5.0493993747415372e-09,2.7550017312816655e-13,1.3861184897742539e-13,2.9571094212597653e-12,3.2492462677394839e-08,1.0448926601522036e-07,1.3956882341214278e-08,1.0475901298354934e-08,3.3470454221097988e-09,3.2805695639872699e-10,4.8916292785641157e-15,8.1700947917201952e-10,2.4303147866736412e-10,3.1787412089096806e-07,3.127212440122153e-11,6.4107185609668776e-12,1.0771039075392778e-14,2.2832349994933319e-14,7.5625909781216769e-11,1.2268888083151444e-19,7.0123474780687973e-20,1.2270270760224716e-11,2.1121130339568724e-16,1.7941310447868498e-12,4.5655744386792744e-17,1.7082835733858085e-18,3.5058289703963999e-16,2.4401540554762169e-12,7.3260106499981063e-13,3.0434131157353973e-13,3.0902464400657599e-08,7.1498824482507844e-12,4.4265618269727968e-11,6.0842128118712729e-11,4.2422602395697804e-13,8.6622656163096206e-15,5.5840013778927787e-11,1.7165796057666256e-13,6.7776899519580992e-16,2.7856411847751379e-12,1.4114243564382136e-12,2.2825641784349823e-13,2.5545266804297489e-14,4.3441606080090547e-13,2.5395587547367117e-13,3.222519903635856e-09,2.1428042751239036e-14,1.0201540265462629e-14,7.3153708212397436e-08,6.2322726703609053e-19,1.0346416085460825e-15,9.3369388420193199e-15,5.2647588258399821e-20,7.9777460247302199e-19
3.601273030297748e-08,0.514243353337646,1.4900696792898886e-07,2.038377050578416e-09,2.1295467814573561e-07,3.6969918625388571e-12,5.0767675580536358e-08,0.0,0.0,0.00016128909054252376,6.2963357389704448e-06,154.0,0.0,0.95997613178655672,1.0,18.997703612093659,0.0025820852772891444,1.6894883340999316e-07,0.0096734021011964291,0.012385703311486524,0.0045850432982698173,0.0019917150622811254,4.7506311279168879e-09,3.1023735785491201e-05,0.0065873125764712081,2.6760293393092487e-11,0.0011725283996352166,7.1818081183386484e-06,0.00072065389163732455,0.00071931910959312771,2.503377163131002e-07,4.812221985562658e-07,1.572603561842031e-07,0.00018063733907484376,1.0068073789290433e-07,1.7087520789361522e-07,1.7422409402138354e-07,0.00010532885611252032,5.4030910388642462e-09,2.8266116867545312e-13,1.4823448578510288e-13,3.1985807754421191e-12,3.530847680744497e-08,1.1680098008599464e-07,1.5609425165221546e-08,1.1787469077823407e-08,3.783317812239063e-09,3.874307954848972e-10,5.5040544453518098e-15,9.4430369776897134e-10,2.8663388823061221e-10,3.2680711326259393e-07,3.4826127670443681e-11,7.1400704640557819e-12,1.1995150670543606e-14,2.5670399906309218e-14,8.5043159804054742e-11,1.3664728002286763e-19,7.8101471213869464e-20,1.4103976722421538e-11,2.4277537127034607e-16,2.0358809272540439e-12,5.1807450480441795e-17,1.9384659583534341e-18,3.9782092090348418e-16,2.8404432233997712e-12,8.3756899144784413e-13,3.5699283129803145e-13,3.5139398408218128e-08,8.1413685015089281e-12,5.1214852115676775e-11,7.0439832581331598e-11,4.9083406623016457e-13,1.0028728726300704e-14,6.652421213254553e-11,2.0468656122711034e-13,7.4716699637615318e-16,3.1562247532171994e-12,1.6555628956997022e-12,2.7463719105739809e-13,3.0758839324820742e-14,5.3831250233662426e-13,3.0708194505837592e-13,3.3111104491585674e-09,2.2017050351897917e-14,1.0481957124866384e-14,7.7311773764367106e-08,7.5358697130865025e-19,1.2835131310606342e-15,1.1074779921961341e-14,6.5311169660022782e-20,9.8966897946822953e-19
3.699211938251696e-08,0.5142433013344769,1.5444735574163656e-07,2.1832738892822564e-09,2.3167775015489714e-07,4.1498283929240573e-12,5.6650446738275192e-08,0.0,0.0,0.00016949424205120212,6.9749721800864164e-06,154.0,0.0,0.95890473190831904,1.0,18.997638889788291,0.0026485242180084028,1.6877870246681109e-07,0.0098997808917991783,0.012698076991817199,0.0047067638706394356,0.0020383898221315359,4.8704283394614402e-09,3.1806089737897682e-05,0.0067630819208522683,2.7387406323432405e-11,0.0012348193411256694,7.3509042199349579e-06,0.00075882607497341061,0.00075734359671489966,2.6357019889571204e-07,4.9443406337152356e-07,1.655730043186892e-07,0.0001928915519212801,1.1323580570479946e-07,1.9465924206110713e-07,1.9858106841154211e-07,0.00011365681182762777,5.7715918344002638e-09,2.8978929418925902e-13,1.5825681464169756e-13,3.4520048902401705e-12,3.8273925514897209e-08,1.3014363651973183e-07,1.7401013207230226e-08,1.3216426888563629e-08,4.2603304424602984e-09,4.5537169395657339e-10,6.1712938856065625e-15,1.0870408850812944e-09,3.3667274042591343e-10,3.3572869264155093e-07,3.8704847394964899e-11,7.9361174778823618e-12,1.3331105539698803e-14,2.8789599491914159e-14,9.5394719065266124e-11,1.5188209595668507e-19,8.6809010345963523e-20,1.6158617298040314e-11,2.7814244738892057e-16,2.3034072388662849e-12,5.8615050945436737e-17,2.1931913958123406e-18,4.5009546708841605e-16,3.2939805175400013e-12,9.5442668963168655e-13,4.1702266079257835e-13,3.9815998108568921e-08,9.2370608396578366e-12,5.9007792607128459e-11,8.1208489321983475e-11,5.6552999563005835e-13,1.1561906271757577e-14,7.8861760730517392e-11,2.4285485128620642e-13,8.2163663791199029e-16,3.5642347222573732e-12,1.9338975891447039e-12,3.2866764700167466e-13,3.6836080023611089e-14,6.6297175933025021e-13,3.6954921863974959e-13,3.399699079629865e-09,2.2606040997820735e-14,1.0762365912529309e-14,8.1582595614907138e-08,9.068660381780105e-19,1.5834919121271053e-15,1.3083890698485469e-14,8.0575236821955163e-20,1.2209695058811313e-18
