Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802)
2.1883742341712998e-10,0.4235631599663084,1.5967492292810063e-11,1.8113152555803248e-15,1.2928128712088513e-15,5.927716118911981e-23,2.4307476056550176e-18,0.0,0.0,3.253832937942064e-09,3.9605703776405592e-15,154.0,0.0,0.99988077492267458,1.0,18.999990559214297,8.5192824003489712e-06,4.9164047579162769e-08,3.7271551461918444e-05,4.637039030928569e-05,7.6587636681366673e-06,9.2642935467765569e-06,2.6455396210316871e-11,1.7319585818471996e-07,9.8855102474725352e-06,1.491687161703582e-13,2.3249529736406777e-08,6.0133353709627461e-09,1.8731416433074563e-09,1.8716326855745815e-09,9.1900323902614426e-13,4.0044266168893497e-11,5.8995445356085266e-13,1.7087610676837969e-09,6.9530820832625448e-21,6.5954430333093429e-21,6.5957103235385847e-21,1.4358757744949333e-11,7.8987721607045316e-15,1.8550445950536613e-15,4.4390429699287577e-18,1.5611747788547316e-18,6.1935548561495918e-16
2.260837675045348e-10,0.4235631589657491,1.6558308078714056e-11,1.9455772299348745e-15,1.3874094022255282e-15,6.767520430110233e-23,2.6903213202069514e-18,0.0,0.0,3.4699889468350056e-09,4.4839982036079727e-15,154.0,0.0,0.99987682679621603,1.0,18.999990145431592,8.8013222247308413e-06,4.9163870013330711e-08,3.8404204863272376e-05,4.7905567363006812e-05,7.9130465570464213e-06,9.6720898497902394e-06,2.733125073014397e-11,1.7896351069994899e-07,1.0213727298790221e-05,1.5573483694556765e-13,2.4814556732842631e-08,6.3466640547750822e-09,2.0467033699970787e-09,2.0450543327352056e-09,1.0042273937144467e-12,4.2680701404703568e-11,6.4480981838431887e-13,1.8242144199387567e-09,8.5897393731727921e-21,8.1483971229138924e-21,8.1487387399267389e-21,1.5929261078700639e-11,8.6562027090780283e-15,1.9168200535257036e-15,4.6314779780011726e-18,1.64402624293692e-18,6.741267407511551e-16
2.3333011159193963e-10,0.4235631579624363,1.7153093286288799e-11,2.0850481548628961e-15,1.4859930594447223e-15,7.6947870120087547e-23,2.9686130344863479e-18,0.0,0.0,3.6930322515861386e-09,5.05737220847073e-15,154.0,0.0,0.99987287865242791,1.0,18.999989730494729,9.0833583049082816e-06,4.9163692440158041e-08,3.9535680391367697e-05,4.9440728479955708e-05,8.1673283276947674e-06,1.0081033367770297e-05,2.8207096122092601e-11,1.8473110310941399e-07,1.0541943085017197e-05,1.6231942958843882e-13,2.6430546531606343e-08,6.6857048436889243e-09,2.2297078035039328e-09,2.2279110509810502e-09,1.0940921574118423e-12,4.5396858953709295e-11,7.0266030440908807e-13,1.9434713097244888e-09,1.0537576183973392e-20,9.9967436817576605e-21,9.997176790680936e-21,1.7610946972239911e-11,9.4573273188365736e-15,1.9785948682247352e-15,4.8268096217922363e-18,1.7287103213984866e-18,7.317587083665157e-16
2.4057645567934445e-10,0.4235631569566891,1.7751846517161012e-11,2.22975466946398e-15,1.5886420288810611e-15,8.7155921043799678e-23,3.2664035451930755e-18,0.0,0.0,3.9229612334225485e-09,5.6837501919462296e-15,154.0,0.0,0.99986893049131309,1.0,18.999989314535625,9.3653906409113245e-06,4.9163514861319574e-08,4.0666109990518578e-05,5.0975873656214775e-05,8.4216089800770842e-06,1.0490992167436274e-05,2.908293238398909e-11,1.9049863539864048e-07,1.0870157606538158e-05,1.6892036977689208e-13,2.8097498205324403e-08,7.0302844703325019e-09,2.422312928732364e-09,2.4203606971452594e-09,1.1886752570831094e-12,4.8192355549285692e-11,7.6355625560063191e-13,2.0665345325359302e-09,1.2842465796582431e-20,1.2184057008741935e-20,1.2184601978769259e-20,1.9407578145509039e-11,1.0303017101375531e-14,2.0403690389954419e-15,5.025040025102317e-18,1.8152640646681162e-18,7.9231442906543998e-16
2.478227997667493e-10,0.423563155948791,1.8354566335354891e-11,2.3797227868467137e-15,1.6954363918296e-15,9.8362421919710557e-23,3.5844890275792294e-18,0.0,0.0,4.1597744461711337e-09,6.3662801073657203e-15,154.0,0.0,0.99986498231287424,1.0,18.999988897671173,9.6474192327699941e-06,4.9163337291512715e-08,4.1795610542059437e-05,5.2511002887864419e-05,8.6758885141831834e-06,1.090184937664616e-05,2.9958759513685914e-11,1.9626610755310697e-07,1.1198370863728526e-05,1.7553577569557952e-13,2.9815410826497147e-08,7.3802361198556506e-09,2.6246719556937323e-09,2.6225563570402282e-09,1.2880520700914722e-12,5.1066809765766418e-11,8.2754649326694019e-13,2.1934068814820346e-09,1.5555177164513053e-20,1.4758566847200424e-20,1.4759247715568142e-20,2.1322909243314188e-11,1.1194119895187572e-14,2.1021425656816782e-15,5.2261713084811984e-18,1.9037266050142741e-18,8.5585824118785974e-16
2.550691438541541e-10,0.42356315493899277,1.896125126861576e-11,2.5349779644141122e-15,1.806458120300646e-15,1.1063276489269688e-22,3.9236814033949295e-18,0.0,0.0,4.4034705965561759e-09,7.1082000830016881e-15,154.0,0.0,0.99986103411711369,1.0,18.999988480004884,9.9294440805143209e-06,4.9163159718391628e-08,4.2924285581211204e-05,5.4046116170983427e-05,8.9301669300144408e-06,1.1313501467739615e-05,3.0834577508905673e-11,2.0203351955836499e-07,1.1526582856976592e-05,1.8216398039517258e-13,3.1584283467498733e-08,7.7353990637309964e-09,2.8369334953982205e-09,2.8346465212066106e-09,1.3922957107914285e-12,5.4019842009600643e-11,8.9467837226100693e-13,2.3240911472738083e-09,1.8731704148820347e-20,1.7773472196610063e-20,1.7774317181238661e-20,2.3360687319332613e-11,1.2131460927747834e-14,2.1639154481296434e-15,5.4302055973756884e-18,1.9941389133946974e-18,9.2245584753578644e-16
2.623154879415589e-10,0.42356315392751676,1.9571899809670899e-11,2.6955451661767106e-15,1.9217910727096286e-15,1.2403469424308079e-22,4.2848087080077227e-18,0.0,0.0,4.6540485267278447e-09,7.9128384410374512e-15,154.0,0.0,0.9998570859040351,1.0,18.999988061628454,1.0211465184174334e-05,4.9162982135998249e-08,4.4052226819585349e-05,5.5581213501649494e-05,9.1844442275695044e-06,1.1725856735219831e-05,3.1710386367464521e-11,2.078008713999571e-07,1.1854793586665071e-05,1.888035072807513e-13,3.3404115200577018e-08,8.0956183248489863e-09,3.0592417259718421e-09,3.0567752508954681e-09,1.5014771123059859e-12,5.7051074510553121e-11,9.6499783405040137e-13,2.4585901182451367e-09,2.2433603647777082e-20,2.1287263681986392e-20,2.1288305746005486e-20,2.5524652313687335e-11,1.3115843458563663e-14,2.2256876861842988e-15,5.6371450105457154e-18,2.0865435845461047e-18,9.9217437433968626e-16
2.6956183202896375e-10,0.42356315291455987,2.018651041743262e-11,2.8614489180419847e-15,2.0415209898165633e-15,1.3863833121224825e-22,4.6687154567479605e-18,0.0,0.0,4.9115071987562004e-09,8.7836137141465741e-15,154.0,0.0,0.99985313767364137,1.0,18.999987642623132,1.0493482543780063e-05,4.9162804560966487e-08,4.5179515496442383e-05,5.7116294875939625e-05,9.4387204068373561e-06,1.2138833944659788e-05,3.2586186087241953e-11,2.1356816306335209e-07,1.2183003053162178e-05,1.9545304835718955e-13,3.5274905097853596e-08,8.4607443704747592e-09,3.2917365498719923e-09,3.2890823351562244e-09,1.615665103918613e-12,6.0160131312946369e-11,1.0385494569343942e-12,2.596906580398751e-09,2.6728342356721327e-20,2.5364054233691236e-20,2.5365331705144679e-20,2.7818537518735376e-11,1.4148049404003615e-14,2.287459279689024e-15,5.8469916615495453e-18,2.1809846468600808e-18,1.0650824234121327e-15
2.768081761163686e-10,0.4235631519002967,2.0805081518147174e-11,3.032713356777755e-15,2.1657354909065625e-15,1.5451619881345389e-22,5.0762630105245516e-18,0.0,0.0,5.1758456808956574e-09,9.7240346598593156e-15,154.0,0.0,0.99984918942593548,1.0,18.999987223060867,1.0775496159361546e-05,4.9162626987497779e-08,4.6306223575704655e-05,5.8651360289930267e-05,9.6929954678165728e-06,1.2552361135835528e-05,3.3461976665936102e-11,2.1933539453404032e-07,1.2511211256846503e-05,2.0211144495784602e-13,3.7196652231323772e-08,8.8306328305436543e-09,3.5345537428431042e-09,3.5317034396714159e-09,1.7349264843960855e-12,6.3346638266944035e-11,1.1153765036146594e-12,2.7390433174715727e-09,3.1689651963015691e-20,3.0073917896656163e-20,3.0075475146773208e-20,3.0246070029189548e-11,1.5228839944351637e-14,2.3492302284896075e-15,6.0597476715570933e-18,2.2775073945451426e-18,1.1412501181808601e-15
2.840545202037734e-10,0.4235631508848817,2.1427611506493117e-11,3.2093622733251293e-15,2.2945240702016101e-15,1.7174324662592611e-22,5.5083299407556641e-18,0.0,0.0,5.4470631354308747e-09,1.0737700272826947e-14,154.0,0.0,0.99984524116092111,1.0,18.999986803005392,1.1057506030948804e-05,4.9162449403061648e-08,4.7432414805185611e-05,6.0186409739697625e-05,9.947269410508613e-06,1.2966374563626056e-05,3.4337758101341308e-11,2.2510256579754109e-07,1.2839418198098354e-05,2.0877767069144638e-13,3.9169355672856453e-08,9.205144238842466e-09,3.7878250952431583e-09,3.7847702479685106e-09,1.8593260915533612e-12,6.6610223019876901e-11,1.1955209663221145e-12,2.8850031110148818e-09,3.7397892555457357e-20,3.54932365634693e-20,3.5495124746970007e-20,3.281097117438345e-11,1.6358956113571652e-14,2.4110005324309753e-15,6.2754151551080847e-18,2.3761582396108907e-18,1.2207491442700577e-15
2.913008642911782e-10,0.4235631498684519,2.2054098746632748e-11,3.3914191511186793e-15,2.4279780934938551e-15,1.9039687557046941e-22,5.965812393657891e-18,0.0,0.0,5.7251588079201478e-09,1.1828299795156301e-14,154.0,0.0,0.99984129287860135,1.0,18.999986382513185,1.1339512158571878e-05,4.9162271822336151e-08,4.8558145654062059e-05,6.1721443221317816e-05,1.0201542234903307e-05,1.3380817760655442e-05,3.5213530391374241e-11,2.308696768393193e-07,1.3167623877281035e-05,2.154508163492254e-13,4.1193014494194175e-08,9.5841437946834119e-09,4.0516785463601916e-09,4.048410595627421e-09,1.9889268683654576e-12,6.9950515007610936e-11,1.2790236096986981e-12,3.0347887404850606e-09,4.3940424019435847e-20,4.1705054418046042e-20,4.1707332279028322e-20,3.5516956930791664e-11,1.7539119372283815e-14,2.4727701913559566e-15,6.4939962186198275e-18,2.4769845812926839e-18,1.303652785280788e-15
2.9854720837858305e-10,0.42356314885112867,2.268454157321997e-11,3.5789072000237685e-15,2.5661907949903316e-15,2.1055696266504267e-22,6.4496244539367966e-18,0.0,0.0,6.0101320176656973e-09,1.2999612724946087e-14,154.0,0.0,0.99983734457897999,1.0,18.999985961634255,1.1621514542260791e-05,4.9162094247450416e-08,4.9683466143452721e-05,6.3256460730867133e-05,1.045581394099584e-05,1.3795640706815465e-05,3.6089293533708396e-11,2.3663672764481746e-07,1.3495828294762807e-05,2.2213007653304532e-13,4.3267627766953107e-08,9.96750114284291e-09,4.3262383123013975e-09,4.322748598065836e-09,2.1237899259133743e-12,7.3367145445955842e-11,1.3659240116211224e-12,3.1884029833413133e-09,5.141198517750839e-20,4.8799439865405381e-20,4.8802174612436482e-20,3.8367738313607214e-11,1.8770032164464819e-14,2.5345392051100695e-15,6.7154929794703384e-18,2.5800346907794139e-18,1.3900359543730529e-15
3.057935524659879e-10,0.4235631478330196,2.3318938292367489e-11,3.7718493864059916e-15,2.7092572743581373e-15,2.3230588575901673e-22,6.9606985079192408e-18,0.0,0.0,6.3019821492667772e-09,1.4255508823166158e-14,154.0,0.0,0.99983339626206025,1.0,18.999985540412919,1.1903513182045584e-05,4.9161916662208836e-08,5.0808420582652153e-05,6.4791462264421874e-05,1.0710084528789241e-05,1.4210799093121557e-05,3.69650475261017e-11,2.4240371819950944e-07,1.3824031450920109e-05,2.2881473780234408e-13,4.5393194562623011e-08,1.0355090169876203e-08,4.6116250079548989e-09,4.6079047724020305e-09,2.2639746034108121e-12,7.6859747322115177e-11,1.4562606021271261e-12,3.3458486151474736e-09,5.9915080443881508e-20,5.6873854731381104e-20,5.6877122985490021e-20,4.1367021746608382e-11,2.0052378458350638e-14,2.596307573538138e-15,6.9399075493232752e-18,2.6853576093783825e-18,1.4799752221558718e-15
3.130398965533927e-10,0.4235631468142199,2.3957287182575898e-11,3.9702684597641401e-15,2.857274493958549e-15,2.5572854824506163e-22,7.4999856061651752e-18,0.0,0.0,6.6007086451349641e-09,1.5599948119015411e-14,154.0,0.0,0.99982944792784612,1.0,18.999985118888407,1.2185508077956293e-05,4.9161739075962881e-08,5.1933048221533685e-05,6.6326447818058814e-05,1.0964353998275618e-05,1.4626253669389293e-05,3.784079236652172e-11,2.4817064848884945e-07,1.4152233346113321e-05,2.3550416817074566e-13,4.7569713952567204e-08,1.0746788815216663e-08,4.9079557634513588e-09,4.9039961538219947e-09,2.409538525522074e-12,8.0427955386178396e-11,1.550070700581362e-12,3.5071284096757218e-09,6.9560373769219917e-20,6.6033530523547134e-20,6.6037419342887353e-20,4.4518509410105637e-11,2.1386824271988453e-14,2.6580752964822034e-15,7.1672420274230986e-18,2.793003058547316e-18,1.5735488413072878e-15
3.202862406407975e-10,0.42356314579481397,2.4599586495626914e-11,4.1741869763050424e-15,3.0103412762584364e-15,2.8091240374776668e-22,8.0684558255940518e-18,0.0,0.0,6.9063109988657466e-09,1.7036980913905134e-14,154.0,0.0,0.99982549957634081,1.0,18.999984697095503,1.2467499230022948e-05,4.9161561498289395e-08,5.3057383828342262e-05,6.7861417387854971e-05,1.1218622349446978e-05,1.5041969666512065e-05,3.8716528052621349e-11,2.5393751849825189e-07,1.4480433980700794e-05,2.4219780780392746e-13,4.9797185008022622e-08,1.1142478895658189e-08,5.2153443355065074e-09,5.2111364068316366e-09,2.5605376571587366e-12,8.4071406142652606e-11,1.6473905512031976e-12,3.6722451390104822e-09,8.046708965723262e-20,7.639185154932628e-20,7.6396459534348744e-20,4.7825899567089685e-11,2.2774018183865598e-14,2.7198423737876723e-15,7.3974985278062153e-18,2.9030213605075702e-18,1.6708367682927176e-15
3.2753258472820235e-10,0.4235631447748767,2.5245834457442849e-11,4.3836273198070567e-15,3.1685583014076867e-15,3.0794748078822678e-22,8.667098631158879e-18,0.0,0.0,7.2187887493694498e-09,1.8570747784209322e-14,154.0,0.0,0.99982155120754834,1.0,18.999984275064993,1.2749486638275591e-05,4.9161383913043448e-08,5.418145820132841e-05,6.9396370969887754e-05,1.1472889582306328e-05,1.5457916284889483e-05,3.9592254582101775e-11,2.5970432821314298e-07,1.480863335505315e-05,2.4889516078251422e-13,5.2075606800099748e-08,1.1542045941930612e-08,5.5339012139990997e-09,5.5294359317482791e-09,2.7170263559301561e-12,8.7789737842035211e-11,1.7482553570701845e-12,3.8412015736511211e-09,9.2763421034497997e-20,8.8070744687157946e-20,8.807618317020344e-20,5.1292886867988906e-11,2.4214591829037473e-14,2.781608805299497e-15,7.6306791610342287e-18,3.0154633681998605e-18,1.7719206825187679e-15
3.347789288156072e-10,0.42356314375447424,2.5896029268914395e-11,4.5986117200878543e-15,3.3320281049717124e-15,3.369264074239461e-22,9.2969232370991629e-18,0.0,0.0,7.5381414756731491e-09,2.0205479582911972e-14,154.0,0.0,0.99981760282147225,1.0,18.999983852824151,1.3031470302744249e-05,4.9161206322087837e-08,5.530529862191625e-05,7.0931308560235064e-05,1.1727155696848983e-05,1.5874066241314497e-05,4.0467971952997248e-11,2.6547107761895503e-07,1.5136831469529189e-05,2.5559578780625987e-13,5.440497839978262e-08,1.1945379046188198e-08,5.8637337241125092e-09,5.8590019667594066e-09,2.8790574224094498e-12,9.1582590472427836e-11,1.8526993127025171e-12,4.0140004826123365e-09,1.0658694375552771e-19,1.0120107560700958e-19,1.012074699302949e-19,5.4923162634640443e-11,2.570916038116992e-14,2.8433745908586205e-15,7.8667860191214317e-18,3.1303804034153939e-18,1.8768840032288017e-15
3.42025272903012e-10,0.42356314273366535,2.6550169106698368e-11,4.8191622693553054e-15,3.5008550758085351e-15,3.6794443586351773e-22,9.9589589678017307e-18,0.0,0.0,7.8643687923156032e-09,2.1945497440266525e-14,154.0,0.0,0.99981365441811665,1.0,18.999983430397148,1.3313450223458966e-05,4.9161028740256578e-08,5.6428929256201253e-05,7.2466230154975231e-05,1.19814206930647e-05,1.6290395367524816e-05,4.1343680162950711e-11,2.7123776670108672e-07,1.5465028324478659e-05,2.6229929973020589e-13,5.6785298877928875e-08,1.2352370719362863e-08,6.2049461243363213e-09,6.1999386858447605e-09,3.0466821483606905e-12,9.5449605751189871e-11,1.9607556353235607e-12,4.1906446335214184e-09,1.2208503752772937e-19,1.1592305123894447e-19,1.1593054212498137e-19,5.8720415124240918e-11,2.7258323020899533e-14,2.905139730310353e-15,8.1058212128986695e-18,3.2478242021841972e-18,1.9858119044098163e-15
3.492716169904168e-10,0.4235631417125021,2.7208252123987199e-11,5.0453009366834118e-15,3.6751454540802456e-15,4.0109946705563553e-22,1.065425561829661e-17,0.0,0.0,8.1974703452675218e-09,2.3795212763573932e-14,154.0,0.0,0.99980970599748498,1.0,18.999983007805394,1.3595426400449782e-05,4.9160851155170945e-08,5.7552371510674391e-05,7.4001135750187131e-05,1.2235684570954891e-05,1.6706882254521866e-05,4.2219379209578397e-11,2.7700439544492837e-07,1.5793223920264468e-05,2.6900535183764395e-13,5.9216567305269693e-08,1.2762916757465077e-08,6.5576397005918659e-09,6.5523472928255329e-09,3.2199503630577375e-12,9.9390427116631884e-11,2.0724565948810864e-12,4.3711367927117874e-09,1.3941531304532333e-19,1.3238662829254055e-19,1.3239537331108846e-19,6.2688329774136535e-11,2.886266339090036e-14,2.9669042235002458e-15,8.3477868539911215e-18,3.3678468665809351e-18,2.0987913279435754e-15
3.5651796107782165e-10,0.4235631406910309,2.7870276451251579e-11,5.2770495808250981e-15,3.8550073293890951e-15,4.3649207525205717e-22,1.1383883814412975e-17,0.0,0.0,8.5374458083178574e-09,2.5759127236180949e-14,154.0,0.0,0.99980575755958112,1.0,18.999982585067848,1.3877398833746727e-05,4.916067356076392e-08,5.8675644347336375e-05,7.5536025341950018e-05,1.2489947330518247e-05,1.7123507937495197e-05,4.3095069090997883e-11,2.8277096383588285e-07,1.6121418257244164e-05,2.7571363876687782e-13,6.169878275240983e-08,1.3176916116023839e-08,6.9219128567189451e-09,6.9163261117777097e-09,3.398910477811622e-12,1.0340469971974941e-10,2.1878335429052981e-12,4.5554797253123992e-09,1.5874604512558252e-19,1.5075192763396102e-19,1.5076210276967469e-19,6.6830589428368458e-11,3.0522750038032362e-14,3.0286680702678738e-15,8.5926850270767786e-18,3.4905008221325977e-18,2.2159109952051878e-15
3.710106492526313e-10,0.42356313864732215,2.9206141448198836e-11,5.7574637464519076e-15,4.2318871666154664e-15,5.1440583331058318e-22,1.2950523658828009e-17,0.0,0.0,9.2380172810293376e-09,3.0048011729424597e-14,154.0,0.0,0.99979786063197307,1.0,18.999981739220555,1.4441332469379196e-05,4.916031837798611e-08,6.0921746956642537e-05,7.8605756499448503e-05,1.2998469494634379e-05,1.7957110489395469e-05,4.4846421348735037e-11,2.9430391950064842e-07,1.6777803156174121e-05,2.8913586724200724e-13,6.681605098787481e-08,1.4014885728879102e-08,7.6855776246619709e-09,7.6793737938823414e-09,3.7740932144278349e-12,1.1165218775719882e-10,2.4297363813732336e-12,4.9357289657425176e-09,2.0413795244177158e-19,1.938815372370824e-19,1.9389518270348223e-19,7.5652863373975124e-11,3.4012363406864386e-14,3.1521938239171805e-15,9.0912874026283912e-18,3.743913716120362e-18,2.4629349010391932e-15
3.8550333742744095e-10,0.42356313660281397,3.0557748713501324e-11,6.2605778288476581e-15,4.6323962293647374e-15,6.025447018054079e-22,1.4667873790107137e-17,0.0,0.0,9.9660810444400508e-09,3.48499698267754e-14,154.0,0.0,0.99978996363532335,1.0,18.999980892967908,1.5005251130596686e-05,4.9159963201716022e-08,6.3167349718128426e-05,8.1675423596114761e-05,1.3506987185377803e-05,1.8791090361892848e-05,4.6597736918310181e-11,3.0583663357839762e-07,1.7434183024060167e-05,3.0256417114055112e-13,7.2137096146633206e-08,1.4865530071177138e-08,8.4966732437330505e-09,8.4898139537255302e-09,4.1725908770941448e-12,1.2018926501363471e-10,2.686697623470865e-12,5.331414454882018e-09,2.598370655436657e-19,2.4681223437535816e-19,2.4683031902649499e-19,8.5216655415659801e-11,3.7731425594234332e-14,3.2757169900062983e-15,9.601645143287796e-18,4.0084874372891617e-18,2.7276293419236825e-15
3.999960256022506e-10,0.42356313455772526,3.1925082543109928e-11,6.7865637314973729e-15,5.0574656487722576e-15,7.0181201296100043e-22,1.6545285791583644e-17,0.0,0.0,1.0721635206352801e-08,4.0204264692799127e-14,154.0,0.0,0.9997820665696634,1.0,18.999980046398392,1.5569154817639553e-05,4.915960801599392e-08,6.5412541093171791e-05,8.4745026600600414e-05,1.4015500402724254e-05,1.9625359063272637e-05,4.8349015781950196e-11,3.173691059520118e-07,1.8090557863679196e-05,3.1599712561426392e-13,7.7661910788971501e-08,1.5728143282558031e-08,9.3558916769033849e-09,9.348337993392596e-09,4.5947438858893163e-12,1.2901315351960879e-10,2.9589377246789124e-12,5.7425582784860856e-09,3.2761895970264251e-19,3.1123442321052206e-19,3.1125813091016378e-19,9.5551354319166452e-11,4.1683983820087208e-14,3.3992375672806932e-15,1.0123775037125751e-17,4.2846497117723216e-18,3.0107690535531892e-15
4.1448871377706025e-10,0.42356313251221717,3.330812693267788e-11,7.3355924065147811e-15,5.5080560027438923e-15,8.1315622072383237e-22,1.8592479017621464e-17,0.0,0.0,1.1504678089460046e-08,4.6151603624083317e-14,154.0,0.0,0.99977416943502506,1.0,18.999979199581407,1.6133043530748138e-05,4.9159252824174358e-08,6.7657390511943616e-05,8.7814565481564104e-05,1.4524009146641225e-05,2.0459847130641881e-05,5.0100257921860636e-11,3.289013365043273e-07,1.8746927677768933e-05,3.2943361220723769e-13,8.3390487473153558e-08,1.6602060192972116e-08,1.0263886396174354e-08,1.025559885519899e-08,5.0408737241001719e-12,1.3812110192855673e-10,3.2466648760866861e-12,6.1691825100564019e-09,4.0947328650258167e-19,3.8904274639374937e-19,3.8907351224295311e-19,1.0668632375027707e-10,4.5873882122302527e-14,3.5227555544854632e-15,1.0657693863068971e-17,4.5728307574057677e-18,3.313157971349881e-15
4.289814019518699e-10,0.4235631304664299,3.4706865596023603e-11,7.9078340165979078e-15,5.9851572780485476e-15,9.3757168023233411e-22,2.0819552056690458e-17,0.0,0.0,1.2315208185279773e-08,5.2734137910105626e-14,154.0,0.0,0.9997662722314401,1.0,18.999978352571397,1.6696917270162821e-05,4.9158897630702341e-08,6.9901952394137927e-05,9.0884040207670925e-05,1.503251341709575e-05,2.1294500109691377e-05,5.185146332023788e-11,3.4043332511811766e-07,1.9403292469038276e-05,3.4287275412408944e-13,8.9322818755420762e-08,1.7486653670513873e-08,1.1221274584623918e-08,1.1212213221951195e-08,5.511284021688936e-12,1.4751038526174225e-10,3.5500757063156501e-12,6.6113092126097015e-09,5.0761888565534727e-19,4.8235057457256676e-19,4.8239012542356076e-19,1.1865090609530306e-10,5.0304772732960609e-14,3.6462709503650342e-15,1.1203418392277333e-17,4.8734627545004911e-18,3.6356293727062682e-15
4.4347409012667955e-10,0.4235631284204653,3.612128198251506e-11,8.5034580649614625e-15,6.4897888359650044e-15,1.076099425575325e-21,2.3236994183262234e-17,0.0,0.0,1.3153224117092121e-08,5.9995462679341358e-14,154.0,0.0,0.99975837495894071,1.0,18.999977505411021,1.726077603612398e-05,4.9158542433185285e-08,7.214626938516978e-05,9.395345074759207e-05,1.5541013214057817e-05,2.2129275318893773e-05,5.3602631959269467e-11,3.5196507167608376e-07,2.0059652240172095e-05,3.5631386412873658e-13,9.5458897189992182e-08,1.8381332191726534e-08,1.2228639203080423e-08,1.2218763581944891e-08,6.006261572134034e-12,1.571783046555778e-10,3.8693559402392705e-12,7.0689604402257254e-09,6.2451916215037207e-19,5.9350475919749584e-19,5.9355515874305174e-19,1.3147442572021559e-10,5.4980126840062527e-14,3.7697837536630539e-15,1.1760965389048412e-17,5.1869794225268042e-18,3.9790459902730024e-15
4.579667783014892e-10,0.4235631263744068,3.7551359293445319e-11,9.1226334987342449e-15,7.0229993809922821e-15,1.2298279458175973e-21,2.5855696799601033e-17,0.0,0.0,1.4018724610339767e-08,6.798061673852443e-14,154.0,0.0,0.99975047761755842,1.0,18.999976658133725,1.7824619828872009e-05,4.9158187231583115e-08,7.4390374941764957e-05,9.7022797070004272e-05,1.6049508537496417e-05,2.2964139264231083e-05,5.5353763821136503e-11,3.6349657606088691e-07,2.071600699382647e-05,3.6975640291766481e-13,1.017987153290647e-07,1.9285537609756158e-08,1.3286530931210216e-08,1.3275800168478796e-08,6.5260772874646518e-12,1.6712218711130539e-10,4.2046810176303902e-12,7.5421582393678528e-09,7.6289770978925618e-19,7.2510063089272604e-19,7.2516432962537272e-19,1.4518619169933186e-10,5.9903244765195948e-14,3.8932939631227436e-15,1.2330351611891586e-17,5.5138156838483696e-18,4.3443001013285751e-15
4.724594664762988e-10,0.4235631243283193,3.8997080497424792e-11,9.7655287885646244e-15,7.5858669323377484e-15,1.399893959239888e-21,2.8686964867920835e-17,0.0,0.0,1.4911708469724236e-08,7.6736082407064806e-14,154.0,0.0,0.99974258020732609,1.0,18.999975810765807,1.8388448648647317e-05,4.9157832026622453e-08,7.6634295333834955e-05,0.00010009207914358928,1.6557999387380226e-05,2.3799065637565719e-05,5.7104858888014701e-11,3.7502783815515768e-07,2.1372356732629918e-05,3.8319994689072374e-13,1.0834226572281346e-07,2.0198743109095946e-08,1.4395469986870649e-08,1.4383842777732637e-08,7.07098709338548e-12,1.773393852470855e-10,4.5562166729694568e-12,8.0309246499871978e-09,9.2575417185058318e-19,8.7999723511837874e-19,8.8007712546578311e-19,1.5981550004965845e-10,6.5077265566706711e-14,4.016801577486999e-15,1.2911593814359851e-17,5.8544074051508318e-18,4.7323135957044551e-15
4.869521546511085e-10,0.42356312228225346,4.0458428344846659e-11,1.0432311989125765e-14,8.1794987977692101e-15,1.5874831857768834e-21,3.1742528333728355e-17,0.0,0.0,1.5832174561684377e-08,8.6309785346494765e-14,154.0,0.0,0.99973468272827559,1.0,18.999974963327883,1.8952262495690326e-05,4.9157476817963704e-08,7.8878051177107758e-05,0.00010316129693703362,1.7066485763678396e-05,2.4634033784198971e-05,5.8855917142075398e-11,3.8655885784149306e-07,2.2028701459184734e-05,3.9664416347653871e-13,1.1508954091939164e-07,2.1120451326266045e-08,1.5555947831704169e-08,1.5543382472978488e-08,7.6412327684197351e-12,1.8782727705249757e-10,4.9241194789655886e-12,8.535281706447655e-09,1.116380323545926e-18,1.0613327909165014e-18,1.061432267867162e-18,1.7539163556040046e-10,7.0505176092297589e-14,4.1403065954983552e-15,1.3504708745753072e-17,6.2091912012567038e-18,5.1440380265750912e-15
