Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802)
5.03552463385806e-12,0.42356318276786414,3.2657336569883841e-13,6.2116812296039125e-19,6.0732843824038382e-19,1.8958860888757168e-29,2.7225102516575202e-23,0.0,0.0,2.0691307335387566e-12,9.2629774067318211e-21,154.0,0.0,0.99999725579466292,1.0,18.999999985080287,1.9607001830169084e-07,4.9158266907539907e-08,1.059240119580822e-06,1.0681322980235363e-06,1.5570058075250466e-07,1.1902141470385768e-08,6.0937996852113417e-13,3.0149000347059003e-09,2.0096820171099069e-07,1.916377797921121e-16,1.2329318198907351e-11,4.9205561199098572e-12,3.2124271273783013e-14,3.2102974313731343e-14,1.4326578409926091e-17,1.7655608842627682e-14,6.970381641735397e-18,9.0115723596838714e-13,4.3872848780962198e-32,4.1546689393914311e-32,4.1546725969341766e-32,7.8671415701195923e-17,1.1724205843854406e-19,3.2291461508169269e-17,5.5225870592482261e-20,1.5945288954643349e-21,1.2231678565345271e-20
5.124562709067686e-12,0.4235631827666826,3.3236513489159266e-13,6.4359888098864975e-19,6.2901749010286703e-19,2.0274633727714487e-29,2.8695715379169633e-23,0.0,0.0,2.1379929458078955e-12,9.7563402057084719e-21,154.0,0.0,0.99999720728914065,1.0,18.999999984592034,1.9953690931443807e-07,4.9159786235850881e-08,1.0777612904552178e-06,1.0870026595467874e-06,1.5882479480880967e-07,1.232073544201809e-08,6.2014596375630724e-13,3.0844790159077752e-09,2.0500073501648582e-07,1.98377687568456e-16,1.2768964097699203e-11,5.0948537547049153e-12,3.3852389359780332e-14,3.3829877563584208e-14,1.5122483471773679e-17,1.8358275184144358e-14,7.3893127243342694e-18,9.3329224688456805e-13,4.9583552364153627e-32,4.6954639649813913e-32,4.6954681718494802e-32,8.3023559221459716e-17,1.2355885908990097e-19,3.3036699238997187e-17,5.6510605834161168e-20,1.6530370734550302e-21,1.2914419727720765e-20
5.302638859486938e-12,0.4235631827642679,3.4395047660189224e-13,6.8968225021148326e-19,6.7353949240321141e-19,2.3110001403431711e-29,3.1794010805668398e-23,0.0,0.0,2.2790741543245983e-12,1.0797221405446967e-20,154.0,0.0,0.99999711027810045,1.0,18.999999983594204,2.0647068964363996e-07,4.916222334877681e-08,1.114782554137218e-06,1.1247431155579019e-06,1.6507347970192321e-07,1.3178985118069612e-08,6.4167780185977908e-13,3.2238968134097291e-09,2.1306613313785428e-07,2.1219662835007204e-16,1.3671352974594432e-11,5.4524164414179764e-12,3.749165997361231e-14,3.7466581011183467e-14,1.6801422121949362e-17,1.9805423535975904e-14,8.2775403068961137e-18,9.9925066143208074e-13,6.2935989006210588e-32,5.9599210508424603e-32,5.9599265765395697e-32,9.2214565809063562e-17,1.3686374326089805e-19,3.4529957751156603e-17,5.9086088346810077e-20,1.7731350192084024e-21,1.4354786799079422e-20
5.462907394864265e-12,0.42356318276203603,3.5437933992998131e-13,7.3255275832792312e-19,7.1491355608957971e-19,2.590661565036067e-29,3.4766500665985578e-23,0.0,0.0,2.4098733052481956e-12,1.1797780552612934e-20,154.0,0.0,0.99999702296816639,1.0,18.999999982671934,2.1271109000614852e-07,4.9163874859358728e-08,1.1480777196261971e-06,1.1587092527673734e-06,1.7069752730122473e-07,1.397536303754732e-08,6.6105630026802318e-13,3.3496378233528069e-09,2.2032528994449062e-07,2.2501935738350228e-16,1.4509833442687138e-11,5.784433734091809e-12,4.0981304004581141e-14,4.0953753270524882e-14,1.8414570710609194e-17,2.1155524252533374e-14,9.1361633456450605e-18,1.0605379981760061e-12,7.7475644888147663e-32,7.3368081022323031e-32,7.3368151105460413e-32,1.0105872771783451e-16,1.4962431367310283e-19,3.5876728699370452e-17,6.1410308520176115e-20,1.8847281025971812e-21,1.5738846179417259e-20
5.618221697149176e-12,0.42356318275982036,3.6448768365980807e-13,7.7536208157423661e-19,7.5618780201036271e-19,2.8851357089747141e-29,3.7818626911853563e-23,0.0,0.0,2.5400868392612773e-12,1.2827189344877055e-20,154.0,0.0,0.99999693835716341,1.0,18.999999981756368,2.1875858489254247e-07,4.9165103782009716e-08,1.1803220540120822e-06,1.1916252083178478e-06,1.7614788230395247e-07,1.4768714873099681e-08,6.7983564476122433e-13,3.4717023537144353e-09,2.273602556611546e-07,2.3779336629644552e-16,1.5346194504803381e-11,6.1154047392628288e-12,4.4562663411332525e-14,4.453256672017618e-14,2.0073040664587909e-17,2.2506973428512455e-14,1.0023650491746844e-17,1.1216705945556765e-12,9.4219799044888444e-32,8.9224604705013517e-32,8.9224692363314383e-32,1.1016503059400211e-16,1.6272286736967555e-19,3.7184122107456612e-17,6.3667834976978228e-20,1.9960312838148269e-21,1.71618777011337e-20
5.773535999434087e-12,0.4235631827575529,3.7459785643388791e-13,8.1941809358008014e-19,7.9862289073672026e-19,3.2039857394806469e-29,4.1044451134337029e-23,0.0,0.0,2.6737030978247375e-12,1.3917473422084534e-20,154.0,0.0,0.99999685374615832,1.0,18.999999980819418,2.2480607805845255e-07,4.9166051461170885e-08,1.2125451749499767e-06,1.224540973469836e-06,1.8159835708398912e-07,1.5583263609843005e-08,6.9861488061487804e-13,3.5939499795545197e-09,2.3439537605448358e-07,2.5090867685069738e-16,1.6205981558343044e-11,6.4554364061488933e-12,4.8345993107984e-14,4.8313197753103263e-14,2.1827919091748199e-17,2.3900825797141885e-14,1.0967435788979461e-17,1.1845156560926303e-12,1.1397119789123057e-31,1.0792897950277742e-31,1.0792908847512791e-31,1.1981573279831924e-16,1.7656283651215502e-19,3.8493476620749052e-17,6.5929996131039984e-20,2.1104366584849315e-21,1.8667684431534506e-20
5.928850301718998e-12,0.4235631827552339,3.847098582552203e-13,8.6472326297165502e-19,8.4221903354141977e-19,3.5485190301936715e-29,4.4448791435530851e-23,0.0,0.0,2.8107214394611144e-12,1.5070669239422049e-20,154.0,0.0,0.9999967691351499,1.0,18.999999979861158,2.3085356950387905e-07,4.9166781999257062e-08,1.2447471374654286e-06,1.2574565692506937e-06,1.8704892422401675e-07,1.6418954228942906e-08,7.1739401982672726e-13,3.7163596735082593e-09,2.414306157359951e-07,2.6436440316117915e-16,1.7089194471526995e-11,6.8045171819602589e-12,5.2336744077825344e-14,5.2301092927601496e-14,2.3681889612573377e-17,2.5337077804985211e-14,1.1969260611258726e-17,1.2490731829838185e-12,1.3716630956210102e-31,1.2989454435291772e-31,1.2989467903955126e-31,1.3002803726795752e-16,1.9116446779871996e-19,3.9804567018642411e-17,6.8196409554844348e-20,2.2279364566215597e-21,2.0258538773947239e-20
6.084164604003909e-12,0.42356318275286364,3.9482368912794313e-13,9.1128005251316859e-19,8.8697644188553048e-19,3.9200770894214808e-29,4.8036466801842427e-23,0.0,0.0,2.9511412253606073e-12,1.6288836181143977e-20,154.0,0.0,0.99999668452413693,1.0,18.999999978881672,2.3690105922882223e-07,4.9167344854043167e-08,1.2769279964411847e-06,1.2903720142727117e-06,1.9249956257039313e-07,1.727573185434653e-08,7.3617307301652655e-13,3.8389128232765547e-09,2.4846594740195124e-07,2.7815966164180757e-16,1.7995833126666714e-11,7.1626355366646487e-12,5.6540360356291473e-14,5.6501691859653217e-14,2.5637632424351666e-17,2.6815725710347251e-14,1.3030864213901184e-17,1.3153431765164936e-12,1.6429072531438222e-31,1.5558115904599905e-31,1.5558132460307745e-31,1.4081925612445725e-16,2.065479953927955e-19,4.111719394789821e-17,7.046673674465109e-20,2.3485229307020652e-21,2.1936707435607679e-20
6.23947890628882e-12,0.42356318275044214,4.0493934905719582e-13,9.5909091912217467e-19,9.3289532741973645e-19,4.3200355642489857e-29,5.1812297104772607e-23,0.0,0.0,3.0949618192577007e-12,1.7574056541618527e-20,154.0,0.0,0.99999659991311896,1.0,18.999999977881018,2.4294854723328252e-07,4.916777831427469e-08,1.3090878066175646e-06,1.3232873250127944e-06,1.9795025574659463e-07,1.8153541752412046e-08,7.5495204958562058e-13,3.9615929519449137e-09,2.5550134991460712e-07,2.9229357099952839e-16,1.8925897418532458e-11,7.529779962932545e-12,6.0962279044646939e-14,6.0920427236623157e-14,2.76978243079358e-17,2.8336765628060701e-14,1.4153983715845306e-17,1.3833256389499757e-12,1.9588316390129719e-31,1.8549899658742336e-31,1.8549919903209084e-31,1.5220681017141252e-16,2.2273364094337798e-19,4.2431180927027141e-17,7.2740678033851551e-20,2.4721883556055266e-21,2.370445144412825e-20
6.3947932085737306e-12,0.4235631827479695,4.1505683804899988e-13,1.0081583138848544e-18,9.7997590198563042e-19,4.7498042446730313e-29,5.5781103101702216e-23,0.0,0.0,3.2421825873228998e-12,1.8928435506415983e-20,154.0,0.0,0.99999651530209499,1.0,18.999999976859268,2.4899603351726013e-07,4.916811197986376e-08,1.3412266225928292e-06,1.3562025160566937e-06,2.0340099109240865e-07,1.9052329331539065e-08,7.7373095785630026e-13,4.0843854737542275e-09,2.625368069329902e-07,3.0676525222836622e-16,1.9879387252928368e-11,7.9059389760826315e-12,6.5607930323636035e-14,6.5562724830914401e-14,2.9865138634482345e-17,2.9900193561445894e-14,1.5340354087143982e-17,1.4530205734123675e-12,2.3253969332924992e-31,2.2021254144478669e-31,2.2021278777156724e-31,1.6420822839442219e-16,2.3974161360386072e-19,4.3746371730390514e-17,7.5017968151096335e-20,2.5989250285513634e-21,2.5564026163919181e-20
6.5501075108586414e-12,0.42356318274544597,4.2517615611015358e-13,1.0584846820712455e-18,1.0282183776169874e-18,5.2108270677610705e-29,5.9947706436683914e-23,0.0,0.0,3.3928028980666817e-12,2.0354101133443747e-20,154.0,0.0,0.99999643069106525,1.0,18.999999975816497,2.5504351808075542e-07,4.9168368648352918e-08,1.3733444988235476e-06,1.3891176003145684e-06,2.0885175885707181e-07,1.997204014180003e-08,7.9250980519479594e-13,4.2072774785361826e-09,2.6957230587145502e-07,3.2157382860348848e-16,2.0856302545434728e-11,8.291101114027376e-12,7.0482737467099687e-14,7.0434003513587565e-14,3.2142245372172341e-17,3.1506005426619691e-14,1.6591708139934529e-17,1.5244279838093669e-12,2.7491816868382856e-31,2.6034479243843955e-31,2.6034509074787113e-31,1.7684114746321748e-16,2.5759211004964556e-19,4.5062628079323814e-17,7.7298372299752414e-20,2.7287252690381109e-21,2.7517681312564205e-20
6.705421813143552e-12,0.4235631827428719,4.3529730324813756e-13,1.110072463150419e-18,1.0776229665410233e-18,5.7045821218324996e-29,6.4316929641239422e-23,0.0,0.0,3.5468221222533803e-12,2.1853204334132079e-20,154.0,0.0,0.99999634608002863,1.0,18.999999974752768,2.6109100092376857e-07,4.9168565867475623e-08,1.4054414896249676e-06,1.4220325892132688e-06,2.143025515352227e-07,2.0912619874572567e-08,8.1128859812099085e-13,4.3302575394318006e-09,2.7660783704257524e-07,3.3671842567528674e-16,2.1856643220286117e-11,8.6852549372187529e-12,7.5592116855560414e-14,7.5539675267945847e-14,3.4531811092914699e-17,3.3154197072501743e-14,1.7909776521648605e-17,1.5975478747429031e-12,3.2374288597826224e-31,3.0658167023222305e-31,3.0658202987265262e-31,1.9012331123589893e-16,2.7630531449476834e-19,4.6379827582641988e-17,7.9581682660815775e-20,2.8615814187823601e-21,2.956766097715234e-20
6.860736115428463e-12,0.42356318274024707,4.4542027947103131e-13,1.1629240908056126e-18,1.1281898811796363e-18,6.2325816506623941e-29,6.8893596135161683e-23,0.0,0.0,3.7042396328240895e-12,2.3427918854673673e-20,154.0,0.0,0.99999626146898513,1.0,18.999999973668142,2.6713848204630003e-07,4.916871718594342e-08,1.4375176491713804e-06,1.4549474928674565e-06,2.1975336333192621e-07,2.1874014362172768e-08,8.3006734240606051e-13,4.4533155417705454e-09,2.836433929666307e-07,3.5219817126347135e-16,2.2880409209373e-11,9.0883890285940764e-12,8.0941477989774904e-14,8.0885145203085695e-14,3.703649897903254e-17,3.484476429693201e-14,1.9296287710192093e-17,1.6723802514386966e-12,3.7980945806842081e-31,3.5967663514983423e-31,3.5967706687334342e-31,2.0407257026528994e-16,2.9590139870762538e-19,4.7697861903792067e-17,8.1867715280677153e-20,2.9974858416578687e-21,3.1716203630565395e-20
7.016050417713374e-12,0.42356318273757176,4.5554508478743981e-13,1.2170419929493113e-18,1.1799193341506372e-18,6.7963720577078847e-29,7.3682530227322188e-23,0.0,0.0,3.8650548048281138e-12,2.5080441257319594e-20,154.0,0.0,0.99999617685793474,1.0,18.999999972562676,2.7318596144835009e-07,4.9168833087251148e-08,1.4695730314964866e-06,1.4878623202306868e-06,2.252041897632746e-07,2.2856169577489435e-08,8.4884604315867401e-13,4.5764425319901286e-09,2.9067896785609024e-07,3.6801219545118238e-16,2.3927600451360274e-11,9.5004919935220231e-12,8.6536223504254085e-14,8.6475811567413113e-14,3.9658968829931911e-17,3.6577702858703814e-14,2.0752968011062354e-17,1.7489251196822793e-12,4.4398992055475561e-31,4.2045552281933907e-31,4.2045603895282829e-31,2.1870688130743768e-16,3.1640052202585048e-19,4.9016635142658267e-17,8.4156307323372697e-20,3.1364309236348483e-21,3.3965542147720711e-20
7.171364719998285e-12,0.4235631827348464,4.6567171920642776e-13,1.2724285917382833e-18,1.2328115382689618e-18,7.3975339103570086e-29,7.8688557116483647e-23,0.0,0.0,4.029267015362104e-12,2.6812990901734384e-20,154.0,0.0,0.99999609224687691,1.0,18.999999971436445,2.7923343912991895e-07,4.9168921669414552e-08,1.5016076904937633e-06,1.5207770792284948e-06,2.3065502736565617e-07,2.3859031633619269e-08,8.6762470490093474e-13,4.6996305845458901e-09,2.9771455724035423e-07,3.8415963057911554e-16,2.4998216890910754e-11,9.9215524597487396e-12,9.2381749180750236e-14,9.2317065762125446e-14,4.2401877068753616e-17,3.8353008486322774e-14,2.2281541556065654e-17,1.8271824857626005e-12,5.1723807329133155e-31,4.8982160296991768e-31,4.8982221760242373e-31,2.3404430683226358e-16,3.3782283137042542e-19,5.0336062410050575e-17,8.6447314650015883e-20,3.2784090727194266e-21,3.6317903821769012e-20
7.326679022283197e-12,0.42356318273207094,4.7580018273746245e-13,1.3290863035885675e-18,1.2868667065478751e-18,8.0376819441996566e-29,8.3916502892117533e-23,0.0,0.0,4.1968756435157143e-12,2.8627809926412801e-20,154.0,0.0,0.99999600763581187,1.0,18.999999970289501,2.8528091509100703e-07,4.9168989170253042e-08,1.5336216799168246e-06,1.5536917768761451e-06,2.361058734710859e-07,2.4882546783503021e-08,8.8640333163556234e-13,4.8228726841648096e-09,3.0475015767576629e-07,4.0063961123966406e-16,2.6092258477998161e-11,1.0351559077344111e-11,9.8483443961711896e-14,9.8414292354659763e-14,4.5267876749008135e-17,4.0170676884775643e-14,2.3883730303142217e-17,1.9071523564221076e-12,6.0059506118907634e-31,5.6876086487424787e-31,5.6876159406162014e-31,2.501030145363408e-16,3.6018846125913864e-19,5.1656068566547047e-17,8.8740609677307261e-20,3.4234127188932731e-21,3.8775510380247746e-20
7.637307626853018e-12,0.4235631827263699,4.9606259717526534e-13,1.446224703523086e-18,1.3984667886392763e-18,9.4415663646718079e-29,9.5057459919185271e-23,0.0,0.0,4.5422796787312241e-12,3.2513338453807432e-20,154.0,0.0,0.99999583841365913,1.0,18.999999967933721,2.9737586185174187e-07,4.9169078853780339e-08,1.5975878643576266e-06,1.6195210122159728e-06,2.470075835240144e-07,2.6991322073341456e-08,9.2396049382984506e-13,5.0694949295586039e-09,3.1882138180389136e-07,4.3459375875165961e-16,2.8350616917818422e-11,1.1238365478218048e-11,1.1147686249072598e-13,1.1139816691451467e-13,5.1379745839358775e-17,4.3933084725857717e-14,2.7315830371960851e-17,2.0722296404675885e-12,8.0227268305156255e-31,7.5975042800110598e-31,7.5975144347198344e-31,2.844574704987265e-16,4.0783015879974224e-19,5.429755946895796e-17,9.3333624633514052e-20,3.7224663319525294e-21,4.4015317329076807e-20
7.94793623142284e-12,0.4235631827204702,5.1633232818283571e-13,1.5684764098333167e-18,1.5147212885424998e-18,1.1021626731584273e-28,1.0714402786985869e-22,0.0,0.0,4.9012619813263052e-12,3.6755418822071619e-20,154.0,0.0,0.99999566919147664,1.0,18.999999965495803,3.0947080173055689e-07,4.9169128907967005e-08,1.6614720120643521e-06,1.6853500678477421e-06,2.579093084721748e-07,2.9182068253645801e-08,9.6151755347586476e-13,5.3162676705312924e-09,3.3289262546173699e-07,4.698677595386058e-16,3.0702675455353396e-11,1.2160820841144802e-11,1.255594543540166e-13,1.2547037562018551e-13,5.8015733387538008e-17,4.7864891732789354e-14,3.1063000443516726e-17,2.2441570332661822e-12,1.0593268067025466e-30,1.0031824139191305e-30,1.0031838094683969e-30,3.2191767692157532e-16,4.5948644320361901e-19,5.6940662304488613e-17,9.7934595691564475e-20,4.0335316398934782e-21,4.9702626113231487e-20
8.258564835992662e-12,0.42356318271437293,5.3660937584586681e-13,1.6958605487000389e-18,1.6356319176236273e-18,1.2792011425561487e-28,1.2021484760995177e-22,0.0,0.0,5.2738176513932162e-12,4.1372806296576891e-20,154.0,0.0,0.99999549996926285,1.0,18.999999962976219,3.2156573472745452e-07,4.9169155583436329e-08,1.7252745480678114e-06,1.751178976397303e-06,2.6881104136499391e-07,3.145436034543081e-08,9.9907452918888028e-13,5.5631582811655358e-09,3.4696387967799341e-07,5.0645477080665041e-16,3.3148433827480314e-11,1.3118835164888938e-11,1.4077408624122571e-13,1.4067375035997507e-13,6.5196943187955772e-17,5.1966063128077696e-14,3.5138938062726626e-17,2.4229346011464391e-12,1.383857428222375e-30,1.310515906849638e-30,1.3105178014268668e-30,3.6263271432465661e-16,5.153179453538952e-19,5.9585027622367431e-17,1.0254292952509701e-19,4.3565488675696886e-21,5.585501182844948e-20
8.569193440562484e-12,0.42356318270807897,5.5689374025282204e-13,1.8283961558763267e-18,1.7612003905338479e-18,1.4767415935895521e-28,1.343085743367868e-22,0.0,0.0,5.6599418173162668e-12,4.6384618842669855e-20,154.0,0.0,0.99999533074701841,1.0,18.999999960375398,3.3366066084243726e-07,4.9169168589936665e-08,1.7889958951956479e-06,1.8170077634364471e-06,2.7971277804950386e-07,3.3807775572607578e-08,1.0366314355592441e-12,5.810141189599375e-09,3.6103513909231728e-07,5.4434798523184871e-16,3.5687891812232663e-11,1.4112318800283235e-11,1.5716351669378709e-13,1.5705101496184692e-13,7.2944425752329348e-17,5.6236564057164789e-14,3.9557306187843856e-17,2.608562414501299e-12,1.7899842491705234e-30,1.6951227663977612e-30,1.6951253094802661e-30,4.0675330080085928e-16,5.7548509881228418e-19,6.2230381526636283e-17,1.0715816110446112e-19,4.6914585857053196e-21,6.2489962056309617e-20
8.879822045132305e-12,0.42356318270158955,5.7718542149420426e-13,1.9661021771568393e-18,1.8914284252456125e-18,1.696308300243974e-28,1.494638776065313e-22,0.0,0.0,6.0596296350032105e-12,5.1810336547502833e-20,154.0,0.0,0.99999516152474288,1.0,18.999999957693785,3.4575558007550732e-07,4.9169173468839665e-08,1.8526364740837542e-06,1.8828364489797813e-06,2.9061451615559768e-07,3.6241893350566969e-08,1.0741882840064904e-12,6.0571963811580588e-09,3.7510640064556631e-07,5.8354063077634069e-16,3.8321049220066821e-11,1.5141182448542105e-11,1.7477039652772195e-13,1.7464478561590459e-13,8.1279178518103131e-17,6.0676359618998067e-14,4.4331733299238746e-17,2.8010405471489708e-12,2.2940881684162866e-30,2.1725163440348244e-30,2.1725197218814401e-30,4.5443177693163414e-16,6.4014814015228202e-19,6.4876509643444355e-17,1.1177992647236554e-19,5.0382017090038301e-21,6.962487737052276e-20
9.190450649702127e-12,0.4235631826949056,5.9748441966196887e-13,2.1089974688446039e-18,2.0263177430883312e-18,1.9394802758831446e-28,1.6571944136182512e-22,0.0,0.0,6.4728762872417432e-12,5.766980104638675e-20,154.0,0.0,0.9999949923024366,1.0,18.99999995493182,3.5785049242666715e-07,4.9169173363152307e-08,1.9161967031876326e-06,1.9486650486893886e-06,3.0151625433897605e-07,3.8756295274820374e-08,1.1117450834666938e-12,6.3043081936870953e-09,3.891776626026437e-07,6.2402597050544985e-16,4.1047905886833494e-11,1.6205337159583333e-11,1.9363726925446697e-13,1.9349757129489635e-13,9.0222146055893278e-17,6.528541488883736e-14,4.9475813514743436e-17,3.0003690758171263e-12,2.9150704289552708e-30,2.760596922135236e-30,2.7606013650219367e-30,5.0582209083008985e-16,7.0946710927957345e-19,6.7523244218061195e-17,1.1640794083415467e-19,5.3967194942670126e-21,7.7277071840531279e-20
9.501079254271949e-12,0.42356318268802845,6.1779073484905634e-13,2.2571007982153412e-18,2.1658700687836506e-18,2.2078912877036192e-28,1.8311396395969574e-22,0.0,0.0,6.8996769831600166e-12,6.3983214953727398e-20,154.0,0.0,0.99999482308009902,1.0,18.999999952089926,3.6994539789591912e-07,4.9169170205528504e-08,1.9796769987936996e-06,2.0144935748368348e-06,3.1241799177302117e-07,4.1350565109698047e-08,1.149301840941366e-12,6.551464355546568e-09,4.0324892389664147e-07,6.6579730240570941e-16,4.3868461668164868e-11,1.7304694330358139e-11,2.1380657149973666e-13,2.1365177417275026e-13,9.9794220275959613e-17,7.0063694933561936e-14,5.5003106710461853e-17,3.2065480797295296e-12,3.6746300249588371e-30,3.4799144490079449e-30,3.4799202395536219e-30,5.6107978331117411e-16,7.8360184974173275e-19,7.0170453810993659e-17,1.2104198106124533e-19,5.7669535385242955e-21,8.5463773532424501e-20
9.81170785884177e-12,0.42356318268095877,6.3810436714902865e-13,2.4104308439792729e-18,2.3100871304802954e-18,2.5032298713247528e-28,2.0168615819976732e-22,0.0,0.0,7.3400269577810506e-12,7.0771141298687246e-20,154.0,0.0,0.99999465385773056,1.0,18.999999949168537,3.8204029648326561e-07,4.9169165256770274e-08,2.0430777750305308e-06,2.0803220370463128e-06,3.2331972791847332e-07,4.4024288777106093e-08,1.1868585619214847e-12,6.7986552424728139e-09,4.1732018383155618e-07,7.0884795920383389e-16,4.6782716435138849e-11,1.8439165703189779e-11,2.3532063342037351e-13,2.3514969004109287e-13,1.100162406336814e-16,7.5011164818608313e-14,6.0927138646947127e-17,3.4195776402850429e-12,4.5975603854904737e-30,4.3539495328320617e-30,4.3539570155323509e-30,6.2036197319170088e-16,8.6271200902820323e-19,7.2818035338355152e-17,1.2568187217530468e-19,6.1488457771725748e-21,9.4202125007104835e-20
1e-11,0.4235631826736978,6.5042133901581012e-13,2.505926360812251e-18,2.3997779710922881e-18,2.6960970477796268e-28,2.1353363739311074e-22,0.0,0.0,7.613545421711885e-12,7.5125569655368178e-20,154.0,0.0,0.99999455128106385,1.0,18.999999947359164,3.8937179550801267e-07,4.9169161722618204e-08,2.0814705612373354e-06,2.1202249090308304e-06,3.2992797639035424e-07,4.5683509939946598e-08,1.2096241101145206e-12,6.9485073133189661e-09,4.2584968613614211e-07,7.3556372350035174e-16,4.8594847883611465e-11,1.9143898784334256e-11,2.4903419169860283e-13,2.4885293712346715e-13,1.1653765701113808e-16,7.8092494051808412e-14,6.471691812450989e-17,3.5520435601186382e-12,5.2483132801687875e-30,4.9702279384672233e-30,4.9702366448637489e-30,6.5832292065927668e-16,9.1315528165330649e-19,7.4423052335849646e-17,1.2849720002179658e-19,6.3859862144519083e-21,9.9774766868745741e-20
1.0122336463411592e-11,0.4235631826736978,6.5842531665579546e-13,2.5690061967404165e-18,2.4589706597885114e-18,2.8272393455157095e-28,2.2147475135276314e-22,0.0,0.0,7.7939214716527289e-12,7.8054502965640718e-20,154.0,0.0,0.9999944846353308,1.0,18.99999994616806,3.9413518818870896e-07,4.9169159278076664e-08,2.1063994438800398e-06,2.1461504428619089e-06,3.3422146244975919e-07,4.6777054345342711e-08,1.2244152507111611e-12,7.0458733103050285e-09,4.3139144198719555e-07,7.531713081866431e-16,4.9790670070969333e-11,1.9608663364120687e-11,2.5822167911917203e-13,2.5803350872373948e-13,1.209089943340321e-16,8.0127789610188134e-14,6.7261401098536822e-17,3.6394578408108832e-12,5.7120661058722914e-30,5.4094134249542098e-30,5.4094230170502552e-30,6.838273427205732e-16,9.4695703886236279e-19,7.546590799589471e-17,1.3032747703095328e-19,6.5423384821266172e-21,1.0350918381568879e-19
1.0432965067981414e-11,0.42356318266624626,6.7875358346339926e-13,2.7328453594534342e-18,2.6125223918141301e-18,3.1817178270578098e-28,2.4251848518929536e-22,0.0,0.0,8.2613558105311755e-12,8.5854582139404212e-20,154.0,0.0,0.99999431541289996,1.0,18.999999943088916,4.062300730122516e-07,4.9169152670516016e-08,2.1696424151886154e-06,2.2119787981911217e-06,3.4512319519533687e-07,4.9608452017972698e-08,1.2619719106807053e-12,7.2931126514674315e-09,4.4546269814218169e-07,7.9876075102192498e-16,5.2892322468418487e-11,2.0813099741268073e-11,2.8255182705770748e-13,2.8234531448918921e-13,1.3249321653506963e-16,8.541353437708414e-14,7.4019351983259818e-17,3.8661887663681359e-12,7.0501001681840184e-30,6.6765674109356929e-30,6.6765796147524985e-30,7.5163612313680001e-16,1.0364961954878729e-18,7.8114008508551205e-17,1.3497868824923736e-19,6.9473742599798898e-21,1.1340192299218594e-19
1.0743593672551236e-11,0.42356318265860565,6.9908916766584382e-13,2.9019667478780852e-18,2.7707440651922786e-18,3.5685182457403024e-28,2.6485611600893535e-22,0.0,0.0,8.7423252851025548e-12,9.4193019755200521e-20,154.0,0.0,0.99999414619043792,1.0,18.999999939931524,4.1832495095389585e-07,4.9169145653526356e-08,2.2328070966781841e-06,2.2778071076597028e-06,3.5602492606134997e-07,5.2518074122759285e-08,1.2995285444690887e-12,7.5403686401331077e-09,4.595339521754079e-07,8.4560972358022352e-16,5.6087673527726508e-11,2.2052387603187869e-11,3.0835309046720077e-13,3.0812708646115784e-13,1.4478959055045793e-16,9.0868364192948713e-14,8.121441549243609e-17,4.0997705035947322e-12,8.6477220701756238e-30,8.18956200671469e-30,8.1895774236115807e-30,8.2395008035288854e-16,1.1314885399507926e-18,8.0762287329862251e-17,1.3963542176401579e-19,7.3638960501756233e-21,1.2389723154349926e-19
1.1054222277121058e-11,0.4235631826507764,7.194320693569586e-13,3.0763886910313001e-18,2.9336374221207507e-18,3.9895483594891349e-28,2.8852641466956317e-22,0.0,0.0,9.2368252307368566e-12,1.0309181495333815e-19,154.0,0.0,0.99999397696794468,1.0,18.99999993669628,4.3041982201364411e-07,4.9169138384049575e-08,2.2958938939572223e-06,2.3436353748929702e-06,3.6692665498067257e-07,5.5505515100653112e-08,1.3370851541444596e-12,7.7876376509031318e-09,4.7360520400026934e-07,8.9371169575754172e-16,5.9376723154970215e-11,2.332644005724692e-11,3.3566737775742654e-13,3.3542069902715512e-13,1.5781874805102385e-16,9.6492244137837591e-14,8.8859982220365653e-17,4.3402031405794927e-12,1.0545477433766499e-29,9.9867965011175316e-30,9.9868158472018063e-30,9.0093250076256558e-16,1.2320929383780924e-18,8.3410705628783295e-17,1.4429761170541121e-19,7.7918471231880784e-21,1.3501191493676073e-19
