Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270)
1.0548005664555376e-11,1.1454697026928793,4.5337796723658331e-12,9.4579527551151093e-18,9.4575960396768224e-18,2.8519781088900846e-28,3.5670275535181784e-22,0.0,0.0,2.5306821822601767e-12,1.3060800743820937e-20,154.0,0.0,0.99999183907081224,1.0,18.999999982588772,8.3472232251784027e-07,1.9153934492720597e-07,1.808042291586816e-06,1.8218520289031503e-06,1.42918000812995e-06,1.5585446401427046e-08,3.0937672102068547e-13,1.8229259616913552e-09,2.0581207065370521e-06,2.0680955916745043e-16,2.3341906834603039e-11,3.9691040989268282e-11,7.7053418086314003e-13,7.7053418086314003e-13
1.0984170219501032e-11,1.1454697026840501,4.7212331062747767e-12,1.0256275562906046e-17,1.0255872744234912e-17,3.2998346055897374e-28,4.0280587513772931e-22,0.0,0.0,2.7092542221273302e-12,1.4557602124460004e-20,154.0,0.0,0.99999150176575013,1.0,18.999999981239366,8.6923795654648037e-07,1.9153929042987499e-07,1.8821818959530965e-06,1.8971776483496396e-06,1.4914607854548895e-06,1.6851183880696487e-08,3.2216821450985003e-13,1.9064068966199172e-09,2.1478095812980077e-06,2.2360519669431079e-16,2.5312027401128483e-11,4.299740267107309e-11,8.6945678944073361e-13,8.6945678944073361e-13
1.1420334774446688e-11,1.145469702674923,4.9086849684297295e-12,1.1086937109314384e-17,1.1086484376999864e-17,3.7978177478270738e-28,4.5271946823343241e-22,0.0,0.0,2.8937197890772155e-12,1.6165744077952619e-20,154.0,0.0,0.99999116446080627,1.0,18.999999979844482,9.037535515221165e-07,1.9153923552500726e-07,1.9562758410561462e-06,1.9725032161824153e-06,1.5537415373284441e-06,1.8162387079686886e-08,3.3495969923183421e-13,1.9898885729504404e-09,2.2374984305018278e-06,2.4100414136766735e-16,2.7361953310129456e-11,4.6432475801095577e-11,9.7644654847826573e-13,9.7644654847826573e-13
1.1856499329392345e-11,1.1454697026655007,5.0961352633568277e-12,1.1949937123573993e-17,1.1949430515926595e-17,4.3494828052448377e-28,5.0659481806449093e-22,0.0,0.0,3.0840812964481118e-12,1.7889609574479464e-20,154.0,0.0,0.99999082715598087,1.0,18.999999978404546,9.3826910744478339e-07,1.9153918065332265e-07,2.0303245435027421e-06,2.0478287326794226e-06,1.6160222635734572e-06,1.9518639473774676e-08,3.4775117523376716e-13,2.0733707127567596e-09,2.3271872538934005e-06,2.5900086611605695e-16,2.9491684453376714e-11,4.9995868258947322e-11,1.0918110310010295e-12,1.0918110310010295e-12
1.2292663884338e-11,1.145469702655787,5.2835839955690813e-12,1.2845275335698256e-17,1.2844710739751564e-17,4.9585051854861627e-28,5.6458320620603667e-22,0.0,0.0,3.2803411353662832e-12,1.9733630168626709e-20,154.0,0.0,0.99999048985127359,1.0,18.999999976919966,9.7278462431451662e-07,1.9153912582148594e-07,2.1043284160842985e-06,2.1231541980228842e-06,1.6783029641872595e-06,2.0919528352957315e-08,3.6054264254652154e-13,2.1568531338368886e-09,2.4168760514688846e-06,2.7758989448611127e-16,3.1701220722879164e-11,5.3687189628058474e-11,1.2158568736214787e-12,1.2158568736214787e-12
1.2728828439283657e-11,1.1454697026457832,5.4710311695664241e-12,1.3772951476477846e-17,1.3772324627990499e-17,5.6286804930721056e-28,6.2683591238615787e-22,0.0,0.0,3.4825016749493214e-12,2.1702285965338495e-20,154.0,0.0,0.99999015254668477,1.0,18.999999975391152,1.0073001021313511e-06,1.9153907086678747e-07,2.1782878678117973e-06,2.1984796123289075e-06,1.7405836392352682e-06,2.2364644786920466e-08,3.7333410118974349e-13,2.240335720101508e-09,2.5065648233224894e-06,2.9676580017901626e-16,3.3990562010810254e-11,5.7506051184595556e-11,1.3488897806034731e-12,1.3488897806034731e-12
1.3164992994229313e-11,1.145469702635493,5.6584767898357663e-12,1.4732965277478443e-17,1.4732271760936141e-17,6.3639245875831299e-28,6.935042144892792e-22,0.0,0.0,3.6905652625076233e-12,2.3800105586404186e-20,154.0,0.0,0.99998981524221431,1.0,18.999999973818507,1.0418155408953216e-06,1.9153901579040491e-07,2.2522033039504201e-06,2.2738049756722046e-06,1.8028642887170184e-06,2.3853583590423425e-08,3.8612555117604868e-13,2.3238183968592964e-09,2.596253569453554e-06,3.1652320659119445e-16,3.6359708209446432e-11,6.1452065886469495e-11,1.491214527900249e-12,1.491214527900249e-12
1.4037322104120624e-11,1.1454697026140626,6.0333633870732952e-12,1.6750004790267157e-17,1.6749164085990257e-17,8.0458841934694539e-28,8.4069270880413734e-22,0.0,0.0,4.124410862946961e-12,2.8401593176973624e-20,154.0,0.0,0.99998914063362798,1.0,18.999999970543342,1.1108463012648123e-06,1.9153890526002461e-07,2.3999037319974264e-06,2.4244555496401352e-06,1.9274255109868319e-06,2.6961326085792441e-08,4.1170842520641425e-13,2.4907838524093723e-09,2.7756309845554032e-06,3.5776126091948408e-16,4.1337414908261861e-11,6.972401490150006e-11,1.8049540296756118e-12,1.8049540296756118e-12
1.4909651214011935e-11,1.1454697025915164,6.4082438229184658e-12,1.889639174200548e-17,1.8895384372711273e-17,1.003811814765372e-27,1.0073588754808373e-21,0.0,0.0,4.5818962865621468e-12,3.3575291011918187e-20,154.0,0.0,0.99998846602551483,1.0,18.999999967097633,1.1798769054232695e-06,1.9153879524093839e-07,2.547432868725993e-06,2.575105920169205e-06,2.0519866305905255e-06,3.0239587963518025e-08,4.3729126467824678e-13,2.6577492581093239e-09,2.9550082961895487e-06,4.0126202136185044e-16,4.6634339958421569e-11,7.8499973559375904e-11,2.1594951721282324e-12,2.1594951721282324e-12
1.5781980323903247e-11,1.1454697025678744,6.7831181328029837e-12,2.117212401289243e-17,2.1170929291186237e-17,1.2376288286236696e-27,1.1947128715663466e-21,0.0,0.0,5.06303954690912e-12,3.9359171373906913e-20,154.0,0.0,0.99998779141787542,1.0,18.999999963484491,1.2489073533709739e-06,1.9153868561825282e-07,2.6947938248677955e-06,2.7257560873814023e-06,2.1765476475743578e-06,3.3685259105763022e-08,4.6287406961171747e-13,2.8247144921186827e-09,3.1343855044226474e-06,4.4698421822480426e-16,5.2250482499322401e-11,8.777690496545431e-11,2.557243149607531e-12,2.557243149607531e-12
1.665430943379456e-11,1.1454697025431573,7.1579863519550715e-12,2.357719949531453e-17,2.3575795523721336e-17,1.5097985879310492e-27,1.4039648249314424e-21,0.0,0.0,5.5678583273494905e-12,4.5791979775334193e-20,154.0,0.0,0.99998711681070884,1.0,18.999999959706969,1.3179376451082063e-06,1.9153857567967501e-07,2.8419896544384247e-06,2.8764060513162081e-06,2.3011085622247384e-06,3.7295286099696939e-08,4.8845684001299814e-13,2.9916795151018914e-09,3.3137626096671872e-06,4.9488733426166616e-16,5.818584167056721e-11,9.7551798108072122e-11,3.0005886822939598e-12,3.0005886822939598e-12
1.752663854368587e-11,1.1454697025173841,7.5328485154010594e-12,2.6111616093775973e-17,2.610997976477195e-17,1.824273333118719e-27,1.6363248343773527e-21,0.0,0.0,6.0963699870643842e-12,5.2913234008816032e-20,154.0,0.0,0.99998644220401567,1.0,18.999999955768061,1.3869677806352472e-06,1.9153846539497908e-07,2.9890233557707405e-06,3.0270558119717794e-06,2.4256693745538939e-06,4.1066671204338828e-08,5.1403957588125649e-13,3.1586443290456604e-09,3.4931396119408104e-06,5.4493159096309304e-16,6.4440416611862481e-11,1.0782166752794376e-10,3.4919081392360994e-12,3.4919081392360994e-12
1.9271296763468493e-11,1.1454697024627474,8.2825548142798799e-12,3.1568464317007938e-17,3.1566289110572601e-17,2.5969132924940214e-27,2.1752092720047664e-21,0.0,0.0,7.2245397952074073e-12,6.9383007128079369e-20,154.0,0.0,0.9999850929920493,1.0,18.99999994741783,1.5250275830598789e-06,1.9153824400614318e-07,3.2826160946638801e-06,3.3283547234376996e-06,2.6747906921608239e-06,4.9081797116588858e-08,5.652049440154153e-13,3.4925733378935391e-09,3.851893307449156e-06,6.5128802606712147e-16,7.7907210363434957e-11,1.2983451919017514e-10,4.6279032700900853e-12,4.6279032700900853e-12
2.0717199276482424e-11,1.1454697024144311,8.9038631671845627e-12,3.648292180797966e-17,3.6480219373539868e-17,3.4034556503494148e-27,2.7024451770540741e-21,0.0,0.0,8.2314858216585144e-12,8.5478555102980657e-20,154.0,0.0,0.99998397482090995,1.0,18.999999940033589,1.6394455171332719e-06,1.9153806192923394e-07,3.5254677748666593e-06,3.578058518353816e-06,2.8812521023408511e-06,5.6188246635569133e-08,6.0760863713226157e-13,3.7693195822599345e-09,4.1492136175139031e-06,7.4558682514992492e-16,9.00355479074823e-11,1.4955258351213199e-10,5.7353277398119891e-12,5.7353277398119891e-12
2.2163101789496355e-11,1.1454697023634526,9.5251553237523393e-12,4.175270094181981e-17,4.1749392311878114e-17,4.3838788173063197e-27,3.3086507717942519e-21,0.0,0.0,9.3037357176677499e-12,1.0399937540122256e-19,154.0,0.0,0.99998285665107089,1.0,18.999999932242371,1.7538630220429236e-06,1.9153788067066416e-07,3.7679104397059946e-06,3.8277617548634383e-06,3.0877132306962412e-06,6.3701602883368274e-08,6.5001223538097062e-13,4.0460651771150313e-09,4.4465336436569662e-06,8.4528507109014412e-16,1.0304087856181784e-10,1.7059323818947921e-10,7.0044469437004049e-12,7.0044469437004049e-12
2.3609004302510286e-11,1.1454697023098923,1.0146431438131002e-11,4.7377792499764293e-17,4.7373793197327348e-17,5.5614603054436122e-27,3.9993358470907414e-21,0.0,0.0,1.0441360247932216e-11,1.2514639376958055e-19,154.0,0.0,0.99998173848253258,1.0,18.999999924056404,1.8682800977901122e-06,1.9153769820600984e-07,4.0099563198634156e-06,4.0774644329434389e-06,3.2941740780411348e-06,7.1609637595668122e-08,6.9241573875558157e-13,4.3228101461819278e-09,4.7438533870509186e-06,9.5022050099397657e-16,1.1692319840887982e-10,1.9294355406568001e-10,8.4457026698254705e-12,8.4457026698254705e-12
2.5054906815524218e-11,1.1454697022538272,1.0767691663027824e-11,5.3358187350779804e-17,5.3353407389590599e-17,6.9609437506330159e-27,4.7800099801818531e-21,0.0,0.0,1.1644428037854808e-11,1.4912631937135818e-19,154.0,0.0,0.999980620315295,1.0,18.999999915487564,1.9826967443761171e-06,1.9153751510549321e-07,4.2516172785852298e-06,4.3271665525676811e-06,3.5006346441466446e-06,7.9900489871561653e-08,7.3481914724970979e-13,4.5995545161807778e-09,5.0411728473663074e-06,1.0602357266946176e-15,1.3168250353112081e-10,2.1659077779430786e-10,1.0069434825553409e-11,1.0069434825553409e-11
2.650080932853815e-11,1.1454697021953328,1.1388936149727528e-11,5.9693876450744474e-17,5.9688220335513515e-17,8.6085406495332796e-27,5.656182535968591e-21,0.0,0.0,1.2913005638026128e-11,1.7615163577867508e-19,154.0,0.0,0.99997950214935794,1.0,18.999999906547345,2.0971129618022161e-06,1.9153733281880919e-07,4.4929048227622896e-06,4.5768681137439177e-06,3.7070949284303421e-06,8.8562655095945542e-08,7.7722246086280752e-13,4.8762982799275129e-09,5.3384920237645457e-06,1.1751780877580037e-15,1.4731879001091656e-10,2.4152232822931107e-10,1.1885882821614887e-11,1.1885882821614887e-11
2.794671184155208e-11,1.1454697021344824,1.2010165048109891e-11,6.6384850841640872e-17,6.6378217568275844e-17,1.0531932012762858e-26,6.6333626682940667e-21,0.0,0.0,1.4247157586387468e-11,2.0644059256883777e-19,154.0,0.0,0.99997838398472172,1.0,18.999999897246905,2.2115287500696882e-06,1.9153715081764545e-07,4.7338301136112704e-06,4.8265691164917169e-06,3.9135549311049417e-06,9.7584974260342917e-08,8.1962567959640743e-13,5.1530414184052871e-09,5.6358109165521059e-06,1.2948995097755076e-15,1.6383205393062059e-10,2.6772579292909936e-10,1.3905186922367887e-11,1.3905186922367887e-11
2.939261435456601e-11,1.145469702071347,1.2631378506667044e-11,7.3431101650757207e-17,7.3423384706591617e-17,1.2760269964060017e-26,7.7170593212152244e-21,0.0,0.0,1.5646946468821544e-11,2.4021719729765058e-19,154.0,0.0,0.99997726582138624,1.0,18.99999988759707,2.3259441091798118e-06,1.9153696817693927e-07,4.974403977085727e-06,5.076269560813895e-06,4.1200146525426514e-06,1.069566235538514e-07,8.6202880344927543e-13,5.4297839293434028e-09,5.9331295262651397e-06,1.4192563662410841e-15,1.8122229137263575e-10,2.9518892473796879e-10,1.6137389572972033e-11,1.6137389572972033e-11
3.083851686757994e-11,1.145469702005995,1.3252576672520406e-11,8.0832620089899829e-17,8.082370745392018e-17,1.5324179265490051e-26,8.9127812302646489e-21,0.0,0.0,1.7112432977665779e-11,2.7771120799689081e-19,154.0,0.0,0.99997614765935194,1.0,18.999999877608342,2.4403590391338665e-06,1.9153678542278087e-07,5.214636913930195e-06,5.325969446701045e-06,4.3264740925323217e-06,1.166671043110328e-07,9.0443183241817952e-13,5.7065258226739119e-09,6.2304478525997222e-06,1.5481093451648585e-15,1.9948949841940281e-10,3.2389963846970851e-10,1.8592436696066131e-11,1.8592436696066131e-11
3.2284419380593873e-11,1.1454697019384934,1.3873759691437348e-11,8.8589397454614094e-17,8.857917159768617e-17,1.8255758788319379e-26,1.022603692370415e-20,0.0,0.0,1.8643675968634021e-11,3.1915812604354962e-19,154.0,0.0,0.99997502949861861,1.0,18.999999867290892,2.55477353993313e-06,1.9153660314867315e-07,5.4545391094607507e-06,5.5756687741498328e-06,4.5329332508357076e-06,1.2670623323323962e-07,9.4683476650097714e-13,5.9832671022468513e-09,6.5277658952129052e-06,1.6813233193150316e-15,2.1863367115335552e-10,3.5384600766966686e-10,2.1280178964900616e-11,2.1280178964900616e-11
3.3730321893607805e-11,1.1454697018689068,1.4494927707847502e-11,9.6701425123415946e-17,9.6689763008509445e-17,2.1588582919463221e-26,1.1662334723768864e-20,0.0,0.0,2.0240732515896782e-11,3.6479918947537048e-19,154.0,0.0,0.99997391133918601,1.0,18.999999856654615,2.6691876115788812e-06,1.9153642088916716e-07,5.6941204430291362e-06,5.8253675431656583e-06,4.7393921276402568e-06,1.3706413292634275e-07,9.892376056970792e-13,6.2600077631662879e-09,6.8250836543747607e-06,1.8187672206583079e-15,2.3865480565691355e-10,3.8501626146764042e-10,2.4210373049192064e-11,2.4210373049192064e-11
3.5176224406621736e-11,1.1454697017972981,1.5116080864858842e-11,1.0516869455703149e-16,1.0515546763944374e-16,2.5357702915781e-26,1.322718274790292e-20,0.0,0.0,2.1903657965617354e-11,4.1488136665530642e-19,154.0,0.0,0.99997279318105492,1.0,18.99999984570908,2.7836012540723989e-06,1.9153623828132187e-07,5.9333904972215435e-06,6.075065753752722e-06,4.9458507230922008e-06,1.477312227037483e-07,1.0316403500057717e-12,6.5367478017238013e-09,7.1224011302960129e-06,1.9603139183206238e-15,2.595528980125077e-10,4.1739878150707734e-10,2.7392682837941e-11,2.7392682837941e-11
3.662212691963567e-11,1.1454697017237283,1.5737219304273376e-11,1.1399119729764642e-16,1.1397627152522483e-16,2.95996482006138e-26,1.4926088909985809e-20,0.0,0.0,2.3632505987805354e-11,4.6965735032688712e-19,154.0,0.0,0.99997167502422468,1.0,18.999999834463583,2.8980144674149607e-06,1.9153605571251931e-07,6.1723585667682388e-06,6.3247634059096762e-06,5.1523090370361559e-06,1.586982096785078e-07,1.0740429994254417e-12,6.8134872197446773e-09,7.419718322753028e-06,2.1058401003838983e-15,2.8132794430259099e-10,4.5098209895748197e-10,3.0836680637109633e-11,3.0836680637109633e-11
3.80680294326496e-11,1.1454697016482565,1.6358343166602663e-11,1.231689249681639e-16,1.2315216078152716e-16,3.4352427610204428e-26,1.6764560921550117e-20,0.0,0.0,2.5427328626670014e-11,5.2938555199832461e-19,154.0,0.0,0.99997055686869574,1.0,18.999999822927141,3.0124272516078474e-06,1.9153587338981122e-07,6.4110336671953778e-06,6.574460499634284e-06,5.3587670693892279e-06,1.6995608011318238e-07,1.1164455539543767e-12,7.0902260199343068e-09,7.7170352316265566e-06,2.2552261591030502e-15,3.0397994060962633e-10,4.8575489160113977e-10,3.4551848344744439e-11,3.4551848344744439e-11
3.951393194566353e-11,1.1454697015709385,1.6979452591082986e-11,1.327018692714716e-16,1.3268312160422968e-16,3.965553058748331e-26,1.8748106292990103e-20,0.0,0.0,2.7288176349412921e-11,5.9433009667443765e-19,154.0,0.0,0.99996943871446797,1.0,18.999999811108481,3.1268396066523358e-06,1.9153569100434776e-07,6.6494245432086674e-06,6.8241570349273203e-06,5.5652248202759069e-06,1.8149609103783565e-07,1.158848013591471e-12,7.3669642019783522e-09,8.0143518570960036e-06,2.4083560796811238e-15,3.2750888301607827e-10,5.217059809972132e-10,3.8547578602578461e-11,3.8547578602578461e-11
4.095983445867746e-11,1.1454697014918325,1.7600547715690239e-11,1.4259002198971703e-16,1.4256914026868997e-16,4.5549928328566718e-26,2.0882232334761514e-20,0.0,0.0,2.9215098093588162e-11,6.6476081789190491e-19,154.0,0.0,0.99996832056154161,1.0,18.999999799016106,3.2412515325497059e-06,1.915355084506005e-07,6.8875396768308225e-06,7.073853011790923e-06,5.7716822897389555e-06,1.9330976211414869e-07,1.2012503783358833e-12,7.6437017641803876e-09,8.3116681992230754e-06,2.565117332310164e-15,3.5191476760441611e-10,5.588243297169908e-10,4.2833175925910183e-11,4.2833175925910183e-11
4.240573697169139e-11,1.1454697014109905,1.8221628677154647e-11,1.5283337498359119e-16,1.5281020312902706e-16,5.2078074881288191e-26,2.3172446158572415e-20,0.0,0.0,3.1208141313015019e-11,7.4095325306314453e-19,154.0,0.0,0.99996720240991632,1.0,18.999999786658226,3.3556630293012349e-06,1.9153532596643081e-07,7.1253872952902856e-06,7.3235484302258401e-06,5.9781394776830901e-06,2.0538886774824226e-07,1.243652648186545e-12,7.9204387062332559e-09,8.6089842578706745e-06,2.725400767512174e-15,3.7719759045712107e-10,5.9709903865110996e-10,4.7417857811458817e-11,4.7417857811458817e-11
4.385163948470532e-11,1.1454697013284658,1.8842695610975102e-11,1.6343192019162104e-16,1.6340629661741207e-16,5.9283908199513571e-26,2.5624254678565204e-20,0.0,0.0,3.3267352022332553e-11,8.2318863909705622e-19,154.0,0.0,0.99996608425959266,1.0,18.999999774042827,3.4700740969082028e-06,1.915351435942088e-07,7.3629753786765929e-06,7.5732432902315922e-06,6.1845963840916164e-06,2.1772542943681496e-07,1.2860548231423049e-12,8.1971750290420037e-09,8.9063000330148843e-06,2.8891005145764482e-15,4.0335734765668658e-10,6.3651934438441981e-10,5.2310755824438458e-11,5.2310755824438458e-11
4.5297541997719254e-11,1.1454697012443082,1.9463748651433353e-11,1.7438564962946967e-16,1.7435740724336781e-16,6.721285115340887e-26,2.8243164612489688e-20,0.0,0.0,3.5392774840201552e-11,9.117539082955626e-19,154.0,0.0,0.99996496611057051,1.0,18.999999761177648,3.5844847353718876e-06,1.9153496115626465e-07,7.60031166736325e-06,7.8229375918081632e-06,6.3910530090362968e-06,2.303117083457047e-07,1.3284569032021438e-12,8.4739107330367218e-09,9.2036155247591527e-06,3.0561138830809298e-15,4.303940352856134e-10,6.7707461663830162e-10,5.7520916664854816e-11,5.7520916664854816e-11
4.6743444510733185e-11,1.1454697011585677,2.0084787931607894e-11,1.8569455538924447e-16,1.8566352159307553e-16,7.5911812498414005e-26,3.1034682482867395e-20,0.0,0.0,3.7584453031219767e-11,1.0069416845024164e-18,154.0,0.0,0.99996384796284965,1.0,18.999999748070188,3.6988949446935689e-06,1.9153477864725082e-07,7.8374036692095341e-06,8.0726313349563832e-06,6.5975093525196149e-06,2.4314019810949454e-07,1.3708588883651076e-12,8.7506458177966053e-09,9.5009307331071831e-06,3.2263412673461741e-15,4.5830764942640905e-10,7.1875435577725239e-10,6.3057303213931616e-11,6.3057303213931616e-11
4.963524953676105e-11,1.1454697009825254,2.1326825737484909e-11,2.0937786462114361e-16,2.0934070818767772e-16,9.581486026738703e-26,3.7157567153834538e-20,0.0,0.0,4.2166742061141612e-11,1.2183836900766314e-18,154.0,0.0,0.99996161167131292,1.0,18.999999721157348,3.9277140759160331e-06,1.9153441350918005e-07,8.3108837225451677e-06,8.5720171459696368e-06,7.0104211950660692e-06,2.6949490579370504e-07,1.4556625739969469e-12,9.3041141293267259e-09,1.0095560299562961e-05,3.5760545362564899e-15,5.1676564157368556e-10,8.0544587498036849e-10,7.514419197474566e-11,7.514419197474566e-11
5.252705456278891e-11,1.1454697008007046,2.2568810069682752e-11,2.3448178612727059e-16,2.344377505980022e-16,1.1939807358858234e-25,4.403695701076242e-20,0.0,0.0,4.7014539662409373e-11,1.459969346053012e-18,154.0,0.0,0.99995937538498236,1.0,18.999999693359964,4.1565314905858254e-06,1.9153404888177802e-07,8.7834712115391201e-06,9.0714007232753986e-06,7.4233319114515719e-06,2.9673389072587744e-07,1.5404658800309996e-12,9.8575799626594242e-09,1.0690188731980703e-05,3.9375017178074742e-15,5.7873129275876479e-10,8.9651242692669544e-10,8.8641487332104592e-11,8.8641487332104592e-11
5.541885958881677e-11,1.1454697006134484,2.3810741950879652e-11,2.61006259327626e-16,2.6095454420423681e-16,1.4709030469557571e-25,5.171689732243242e-20,0.0,0.0,5.2128147211992014e-11,1.734244196981078e-18,154.0,0.0,0.99995713910385842,1.0,18.999999664730407,4.3853471887131728e-06,1.9153368401848633e-07,9.2552185169273043e-06,9.5707820668763402e-06,7.8362415019789364e-06,3.2480478261799501e-07,1.6252688064639949e-12,1.0411043318062867e-08,1.1284816030797301e-05,4.3099878847166657e-15,6.4420457164204502e-10,9.918744768253473e-10,1.036179774049383e-10,1.036179774049383e-10
5.831066461484463e-11,1.1454697004210794,2.5052622385757826e-11,2.8895122480155328e-16,2.8889098554923081e-16,1.7934426001896906e-25,6.0241430342719697e-20,0.0,0.0,5.7507848032226435e-11,2.0438445595854457e-18,154.0,0.0,0.99995490282794164,1.0,18.999999635317952,4.6141611703083092e-06,1.9153331922247417e-07,9.7261749195346602e-06,1.0070161176774044e-05,8.2491499665289938e-06,3.5365831048638312e-07,1.7100713532807994e-12,1.0964504196767468e-08,1.187944219584191e-05,4.6928592359109675e-15,7.131854468840767e-10,1.0914543615410621e-09,1.201412032033475e-10,1.201412032033475e-10
6.120246964087249e-11,1.1454697002239018,2.6294452361391224e-11,3.1831662426753657e-16,3.1824697231825966e-16,2.1663652190827276e-25,6.965459534558884e-20,0.0,0.0,6.315390843553187e-11,2.3914974531446609e-18,154.0,0.0,0.99995266655723225,1.0,18.999999605168949,4.8429734353814599e-06,1.9153295408967508e-07,1.0196386779768314e-05,1.0569538052971635e-05,8.6620573052668781e-06,3.8324812319355678e-07,1.7948735205066776e-12,1.1517962598337151e-08,1.2474067227353078e-05,5.0855007151802415e-15,7.8567388714555728e-10,1.1951762247137823e-09,1.3827748743931205e-10,1.3827748743931205e-10
6.409427466690035e-11,1.1454697000222012,2.7536232847626823e-11,3.4910240056324028e-16,3.4902240331902967e-16,2.5946756945804819e-25,8.0000428659763033e-20,0.0,0.0,6.9066578738751014e-11,2.7800205336912203e-18,154.0,0.0,0.99995043029173014,1.0,18.999999574327006,5.0717839839428606e-06,1.9153258928231739e-07,1.0665897711891401e-05,1.1068912695472791e-05,9.0749635179290859e-06,4.1353061520844065e-07,1.8796753080387985e-12,1.2071418521671034e-08,1.3068691124952033e-05,5.4873336991953162e-15,8.6166986108733737e-10,1.3029659534445427e-09,1.5809196281927023e-10,1.5809196281927023e-10
6.698607969292821e-11,1.1454696998162466,2.8777964797459506e-11,3.8130849762578614e-16,3.8121717846192059e-16,3.0836179860105883e-25,9.132296370306741e-20,0.0,0.0,7.5246094247045367e-11,3.2123220318779515e-18,154.0,0.0,0.99994819403143598,1.0,18.999999542833145,5.3005928160027324e-06,1.9153222433813263e-07,1.1134748753065092e-05,1.1568285104279478e-05,9.487868604704143e-06,4.4446475759732329e-07,1.9644767161909266e-12,1.2624871967277108e-08,1.3663313888910936e-05,5.8978137545491609e-15,9.4117333737042546e-10,1.4147511165483986e-09,1.796485998202865e-10,1.796485998202865e-10
6.987788471895608e-11,1.1454696996062907,3.00196491473907e-11,4.1493486047258925e-16,4.1483119874078976e-16,3.6386753993025621e-25,1.0366623101608166e-19,0.0,0.0,8.1692676155698654e-11,3.6914007040819292e-18,154.0,0.0,0.99994595777634976,1.0,18.999999510725974,5.5293999315713117e-06,1.9153185956461794e-07,1.1602978518283711e-05,1.206765527939327e-05,9.9007725654711388e-06,4.7601194311897853e-07,2.049277743932914e-12,1.3178322935937232e-08,1.4257935519056303e-05,6.3164285831966997e-15,1.0241842846559872e-09,1.5304609069571543e-09,2.0301023314922414e-10,2.0301023314922414e-10
7.276968974498394e-11,1.1454696993925724,3.1261286817765019e-11,4.4998143518296495e-16,4.4986436621454473e-16,4.2655707312447915e-25,1.1707425829484889e-19,0.0,0.0,8.8406532340435858e-11,4.2203458016801601e-18,154.0,0.0,0.99994372152647215,1.0,18.999999478041822,5.7582053306588238e-06,1.9153149455643158e-07,1.2070623336152197e-05,1.2567023220817132e-05,1.0313675400395728e-05,5.0813585047371406e-07,2.1340783945780876e-12,1.3731771426948898e-08,1.4852556015627265e-05,6.7426962180383084e-15,1.1107026716053421e-09,1.6500260897640979e-09,2.2823858640695019e-10,2.2823858640695019e-10
7.56614947710118e-11,1.1454696991753155,3.2502878713095757e-11,4.8644816888015631e-16,4.8631658398913994e-16,4.9702663961839274e-25,1.3159107042300363e-19,0.0,0.0,9.538785809717123e-11,4.8023370463920392e-18,154.0,0.0,0.9999414852818026,1.0,18.99999944481484,5.9870090132755017e-06,1.9153112972932828e-07,1.2537717375973446e-05,1.3066388928553858e-05,1.0726577109313477e-05,5.4080231724085531e-07,2.2188786574089129e-12,1.4285217439711389e-08,1.5447175378387593e-05,7.1761633467829783e-15,1.2007284668799689e-09,1.7733789528964329e-09,2.5539429587005301e-10,2.5539429587005301e-10
7.855329979703966e-11,1.1454696989547304,3.3744425722395841e-11,5.2433500971324045e-16,5.2418775619945093e-16,5.7589645644761236e-25,1.4726068950392862e-19,0.0,0.0,1.0263683691817364e-10,5.4406445955490423e-18,154.0,0.0,0.99993924904234199,1.0,18.999999411077177,6.2158109794315743e-06,1.9153076476839477e-07,1.3004292781094058e-05,1.3565752402604779e-05,1.113947769235369e-05,5.739792065590304e-07,2.3036785670375608e-12,1.4838660974958029e-08,1.6041793607524024e-05,7.6164035108167982e-15,1.2942616391415101e-09,1.9004532560643227e-09,2.8453693473945726e-10,2.8453693473945726e-10
8.144510482306753e-11,1.1454696987310165,3.49859287195099e-11,5.6364190683903196e-16,5.6347778799114494e-16,6.6381073111153676e-25,1.6412713489283306e-19,0.0,0.0,1.1015364127851526e-10,6.1386290030017663e-18,154.0,0.0,0.99993701280809,1.0,18.999999376859066,6.4446112291372668e-06,1.9153039996264046e-07,1.347037980401737e-05,1.4065113642971667e-05,1.1552377149402878e-05,6.0763627203950189e-07,2.3884780116320719e-12,1.5392102033036673e-08,1.6636410702873638e-05,8.0630154162158491e-15,1.3913021570517687e-09,2.0311841792523991e-09,3.1572503749181259e-10,3.1572503749181259e-10
8.433690984909539e-11,1.1454696985043589,3.6227388563421943e-11,6.0436881040481257e-16,6.0418658550338199e-16,7.6143767334198631e-25,1.8223442322782741e-19,0.0,0.0,1.179384332968532e-10,6.8997412008117383e-18,154.0,0.0,0.99993477657904717,1.0,18.999999342188989,6.6734097624028141e-06,1.9153003500166682e-07,1.3936006919921421e-05,1.4564472649656865e-05,1.1965275480588531e-05,6.417450442703608e-07,2.4732773524746528e-12,1.5945540613170216e-08,1.7231026664620468e-05,8.5156210931527559e-15,1.4918499892727059e-09,2.1655082775359908e-09,3.4901612224258165e-10,3.4901612224258165e-10
