Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125)
7.750790350318102e-12,0.869327234959242,4.471667735073584e-13,6.1060706302499557e-19,6.1060706233543475e-19,6.5504143204767405e-30,8.3489241176931667e-30,0.0,0.0,6.6069539756841704e-13,2.11138644364332e-21,154.0,0.0,0.99999761798801234,1.0,18.999999999999314,2.891954376750583e-07,1.0045795407784614e-07,7.6612297595656741e-07,7.6612408381935336e-07,4.6011153598432054e-07
7.921765284452896e-12,0.8693272349592421,4.5702971016007968e-13,6.3784193570200104e-19,6.3784193500200032e-19,7.0930010670438666e-30,9.0424842091726801e-30,0.0,0.0,6.859474497623368e-13,2.2389709646369054e-21,154.0,0.0,0.99999756554163344,1.0,18.999999999999289,2.9557476954950223e-07,1.0049524871189411e-07,7.8302285560533714e-07,7.8302399858313939e-07,4.7234149402361372e-07
8.09274021858769e-12,0.869327234959242,4.6689259805638974e-13,6.6567096056281308e-19,6.6567095985276556e-19,7.668294587071084e-30,9.777995613479425e-30,0.0,0.0,7.116604152997134e-13,2.37160819694232e-21,154.0,0.0,0.99999751309546248,1.0,18.999999999999265,3.0195409971454526e-07,1.005280794169153e-07,7.9992273302051953e-07,7.9992391157420308e-07,4.8457571382564608e-07
8.263715152722484e-12,0.8693272349592421,4.7675543719655131e-13,6.9409413467032585e-19,6.9409413395063963e-19,8.2775686786394709e-30,1.0557098988649678e-29,0.0,0.0,7.3783429411439613e-13,2.5094021061509989e-21,154.0,0.0,0.99999746064947503,1.0,18.99999999999924,3.0833342817018888e-07,1.005569804470383e-07,8.1682260820212039e-07,8.1682382279255081e-07,4.9681368525390621e-07
8.434690086857278e-12,0.8693272349592421,4.8661822758082672e-13,7.2311145508744861e-19,7.2311145435854797e-19,8.9221211333257875e-30,1.1381466056390537e-29,0.0,0.0,7.6446908614023417e-13,2.6524571008750506e-21,154.0,0.0,0.99999740820365024,1.0,18.999999999999215,3.1471275491643462e-07,1.0058242211755465e-07,8.3372248115014504e-07,8.33723732238187e-07,5.090549592243549e-07
8.605665020992072e-12,0.8693272349592421,4.9648096920947831e-13,7.5272291887710708e-19,7.5272291813943152e-19,9.6032737359606338e-30,1.2252799601779247e-29,0.0,0.0,7.9156479131107639e-13,2.8008780327470551e-21,154.0,0.0,0.99999735575796922,1.0,18.99999999999919,3.2109207995328375e-07,1.0060481845233776e-07,8.5062235186459759e-07,8.5062363991111612e-07,5.2129914040322997e-07
8.776639955126865e-12,0.8693272349592425,5.0634366208276789e-13,7.829285231022428e-19,7.8292852235624866e-19,1.032237226438663e-29,1.3172833472962556e-29,0.0,0.0,8.1912140956077086e-13,2.9547701964198644e-21,154.0,0.0,0.99999730331241587,1.0,18.999999999999158,3.2747140328073765e-07,1.0062453392130102e-07,8.6752222034548164e-07,8.6752354581134197e-07,5.3354588077373542e-07
8.94761488926166e-12,0.8693272349592425,5.1620630620095741e-13,8.1372826482581259e-19,8.137282640719726e-19,1.1080786489216589e-29,1.414333258085604e-29,0.0,0.0,8.4713894082316555e-13,3.1142393295664004e-21,154.0,0.0,0.999997250866975,1.0,18.99999999999913,3.3385072489879727e-07,1.0064188937393618e-07,8.844220865928008e-07,8.8442344993886772e-07,5.4579487397035773e-07
9.118589823396453e-12,0.8693272349592425,5.2606890156430847e-13,8.4512214111078948e-19,8.4512214034959321e-19,1.1879910173591689e-29,1.5166092898843461e-29,0.0,0.0,8.7561738503210792e-13,3.2793916128794504e-21,154.0,0.0,0.9999971984216347,1.0,18.999999999999101,3.4023004480746372e-07,1.006571672613433e-07,9.0132195060655802e-07,9.0132335229369614e-07,5.5804585029257193e-07
9.289564757531247e-12,0.8693272349592425,5.3593144817308321e-13,8.7711014902016245e-19,8.7711014825211642e-19,1.2721161072939669e-29,1.6242941462476123e-29,0.0,0.0,9.0455674212144503e-13,3.4503336700714691e-21,154.0,0.0,0.99999714597638301,1.0,18.999999999999073,3.4660936300673806e-07,1.0067061623121716e-07,9.1822181238675554e-07,9.1822325287582965e-07,5.702985723172856e-07
9.460539691666041e-12,0.8693272349592425,5.4579394602754255e-13,9.0969228561693582e-19,9.0969228484256426e-19,1.3605980934732988e-29,1.7375736369172192e-29,0.0,0.0,9.3395701202502373e-13,3.6271725678743741e-21,154.0,0.0,0.99999709353121047,1.0,18.999999999999044,3.5298867949662109e-07,1.0068245517237468e-07,9.3512167193339494e-07,9.3512315168526984e-07,5.8255283103689044e-07
9.631514625800835e-12,0.8693272349592427,5.5565639512794832e-13,9.4286854796413007e-19,9.4286854718397417e-19,1.4535835498247021e-29,1.8566366777916066e-29,0.0,0.0,9.6381819467669007e-13,3.810015816039347e-21,154.0,0.0,0.99999704108610821,1.0,18.999999999999016,3.5936799427711371e-07,1.0069287677599834e-07,9.5202152924647866e-07,9.5202304872201884e-07,5.9480844245878388e-07
9.802489559935629e-12,0.8693272349592425,5.6551879547456152e-13,9.7663893312478139e-19,9.7663893233940083e-19,1.551221449431824e-29,1.9816752908957756e-29,0.0,0.0,9.941402900102894e-13,3.998971367336626e-21,154.0,0.0,0.99999698864106901,1.0,18.999999999998987,3.657473073482167e-07,1.0070205067139522e-07,9.6892138432600775e-07,9.6892294398607791e-07,6.0706524461116593e-07
9.973464494070422e-12,0.8693272349592425,5.7538114706764359e-13,1.0110034381619412e-18,1.0110034373719145e-18,1.6536631645102413e-29,2.1128846043512202e-29,0.0,0.0,1.0249232979596679e-12,4.1941476175553111e-21,154.0,0.0,0.99999693619608543,1.0,18.999999999998952,3.7212661870993082e-07,1.0071012618649684e-07,9.8582123717198391e-07,9.8582283747744822e-07,6.1932309490715489e-07
1e-11,0.8693272349592427,5.7691179097906474e-13,1.016390108023042e-18,1.0163901072323474e-18,1.670002741072367e-29,2.1338143323990022e-29,0.0,0.0,1.029742174280863e-12,4.225003848776057e-21,154.0,0.0,0.99999692805656837,1.0,18.999999999998945,3.731166949987291e-07,1.0071128974027688e-07,9.8844411352189593e-07,9.8844572017688586e-07,6.212256130001724e-07
1.0144439428205216e-11,0.8693272349592427,5.8524344990745575e-13,1.0459620601386776e-18,1.0459620593446012e-18,1.7610624663832768e-29,2.2504628523458662e-29,0.0,0.0,1.05616721845867e-12,4.3956534055031559e-21,154.0,0.0,0.99999688375115192,1.0,18.99999999999892,3.7850592836225663e-07,1.0071723477761415e-07,1.0027210877844077e-06,1.0027227291961306e-06,6.3158186782471902e-07
1.031541436234001e-11,0.8693272349592427,5.951057039942591e-13,1.0815147961180738e-18,1.0815147953205629e-18,1.8735755254578217e-29,2.3946113751040069e-29,0.0,0.0,1.0878720514411403e-12,4.6035980130063736e-21,154.0,0.0,0.99999683130626327,1.0,18.999999999998888,3.8488523630519495e-07,1.0072349216816054e-07,1.0196209361632801e-06,1.0196226191421257e-06,6.4384145286449993e-07
1.0486389296474804e-11,0.8693272349592427,6.0496790932831468e-13,1.1176616431632289e-18,1.1176616423629187e-18,1.9913609112001534e-29,2.5455346188562384e-29,0.0,0.0,1.1200377968409226e-12,4.8180911649094253e-21,154.0,0.0,0.99999677886141469,1.0,18.999999999998856,3.912645425387465e-07,1.0072900023145846e-07,1.0365207823086014e-06,1.0365225073154348e-06,6.5610175275200121e-07
1.0657364230609598e-11,0.8693272349592428,6.148300659098839e-13,1.1544025983372584e-18,1.1544025975348017e-18,2.1145795921117538e-29,2.7034401358093999e-29,0.0,0.0,1.1526644545918603e-12,5.0392430290748286e-21,154.0,0.0,0.99999672641660253,1.0,18.999999999998824,3.9764384706291172e-07,1.0073384864836065e-07,1.0534206262203726e-06,1.0534223937160573e-06,6.683626818547965e-07
1.0828339164744392e-11,0.8693272349592428,6.2469217373922718e-13,1.1917376587032923e-18,1.1917376578993637e-18,2.2433949357051308e-29,2.8685385841165053e-29,0.0,0.0,1.1857520246277974e-12,5.2671642163829458e-21,154.0,0.0,0.99999667397182268,1.0,18.999999999998792,4.0402314987769128e-07,1.0073811636654871e-07,1.0703204678985937e-06,1.0703222783439941e-06,6.8062416478910741e-07
1.1170289033013981e-11,0.8693272349592429,6.4441624314228109e-13,1.2681900832639758e-18,1.2681900824592038e-18,2.5184810758972991e-29,3.2211724369551366e-29,0.0,0.0,1.2533099012900384e-12,5.7437592190368231e-21,154.0,0.0,0.99999656908234869,1.0,18.999999999998725,4.1678175037909568e-07,1.0074517900546397e-07,1.1041201445543877e-06,1.1041220422818115e-06,7.0514853501043599e-07
1.147804391445661e-11,0.8693272349592429,6.621677388750357e-13,1.339029075662896e-18,1.3390290748598741e-18,2.7868872087837546e-29,3.5653196436528794e-29,0.0,0.0,1.3156883096370567e-12,6.1969645254427456e-21,154.0,0.0,0.99999647468190589,1.0,18.999999999998664,4.2826448498426601e-07,1.007501638258433e-07,1.1345398459058631e-06,1.1345418237632628e-06,7.2722177561564525e-07
1.1776085245283078e-11,0.8693272349592432,6.7935880032597859e-13,1.4094668876884171e-18,1.409466886889474e-18,3.0666212845239908e-29,3.92406263890135e-29,0.0,0.0,1.377521289268566e-12,6.6584229579661954e-21,154.0,0.0,0.99999638326105211,1.0,18.9999999999986,4.3938478911262596e-07,1.0075401375558127e-07,1.1639994148616508e-06,1.1640014717431625e-06,7.4859925830899135e-07
1.2074126576109545e-11,0.8693272349592435,6.9654971363862808e-13,1.4817099498990089e-18,1.4817099491066068e-18,3.3667912873187321e-29,4.3090857926162708e-29,0.0,0.0,1.4407548426218331e-12,7.1426840496257829e-21,154.0,0.0,0.99999629184025229,1.0,18.99999999999854,4.5050508804668268e-07,1.0075709559148976e-07,1.1934589770303465e-06,1.1934611143363984e-06,7.6997747243829313e-07
1.2372167906936012e-11,0.8693272349592432,7.13740478814366e-13,1.555758246738657e-18,1.5557582459553738e-18,3.6883631527296494e-29,4.7216351771465853e-29,0.0,0.0,1.5053889693464054e-12,7.650352282585966e-21,154.0,0.0,0.99999620041949988,1.0,18.999999999998472,4.6162538178643887e-07,1.0075956224590699e-07,1.2229185324119497e-06,1.222920751542968e-06,7.9135627199407198e-07
1.267020923776248e-11,0.8693272349592435,7.3093109585457409e-13,1.6316117626514934e-18,1.6316117618800267e-18,4.0323249660154089e-29,5.1629855416674998e-29,0.0,0.0,1.5714236690918252e-12,8.1820362296919152e-21,154.0,0.0,0.99999610899878899,1.0,18.999999999998408,4.7274567033189674e-07,1.007615361486162e-07,1.2523780810064583e-06,1.2523803833628704e-06,8.1273554007334292e-07
1.2968250568588947e-11,0.8693272349592436,7.4812156476063346e-13,1.709270482081793e-18,1.7092704813249632e-18,4.3996869617425155e-29,5.6344403116966296e-29,0.0,0.0,1.6388589415076306e-12,8.7383485544662588e-21,154.0,0.0,0.99999601757811529,1.0,18.999999999998337,4.838659536830589e-07,1.0076311548308603e-07,1.2818376228138704e-06,1.2818400097961027e-06,8.3411518292489497e-07
1.3266291899415414e-11,0.8693272349592436,7.6531188553392555e-13,1.7887343894739778e-18,1.7887343887347297e-18,4.7914815233961343e-29,6.1373315886101624e-29,0.0,0.0,1.7076947862433552e-12,9.3199060111058553e-21,154.0,0.0,0.99999592615747501,1.0,18.99999999999827,4.9498623183992766e-07,1.0076437893596103e-07,1.3112971578341843e-06,1.3112996308426633e-06,8.5549512541420229e-07
1.3564333230241882e-11,0.8693272349592438,7.8250205817583128e-13,1.8700034692726162e-18,1.8700034685540209e-18,5.2087631829909449e-29,6.6730201491590248e-29,0.0,0.0,1.7779312029485293e-12,9.9273294444785159e-21,154.0,0.0,0.9999958347368656,1.0,18.999999999998202,5.0610650480250548e-07,1.0076538946393617e-07,1.3407566860673981e-06,1.340759246502549e-06,8.7687530742659949e-07
1.3862374561068349e-11,0.8693272349592438,7.9969208268773239e-13,1.953077705922419e-18,1.953077705227679e-18,5.6526086206819845e-29,7.2428954449850579e-29,0.0,0.0,1.8495681912726786e-12,1.0561243790119779e-20,154.0,0.0,0.99999574331628449,1.0,18.999999999998128,5.1722677257079414e-07,1.0076619742483291e-07,1.3702162075135087e-06,1.3702188567757566e-06,8.9825568087754752e-07
1.4160415891894816e-11,0.8693272349592438,8.1688195907100958e-13,2.0379570838682441e-18,2.0379570832006956e-18,6.1241166643754997e-29,7.8483756021371955e-29,0.0,0.0,1.922605750865323e-12,1.1222278074229651e-20,154.0,0.0,0.99999565189573059,1.0,18.999999999998057,5.2834703514479629e-07,1.007668431496468e-07,1.3996757221725143e-06,1.3996784616622839e-06,9.1963620725669778e-07
1.4458457222721284e-11,0.8693272349592438,8.3407168732704429e-13,2.1246415875550956e-18,2.1246415869182087e-18,6.6244082893398166e-29,8.4909074205876613e-29,0.0,0.0,1.997043881375982e-12,1.1911065413669355e-20,154.0,0.0,0.99999556047520144,1.0,18.999999999997979,5.3946729252451406e-07,1.0076735896665471e-07,1.4291352300444115e-06,1.4291380611621284e-06,9.410168556951553e-07
1.475649855354775e-11,0.869327234959244,8.5126126745721735e-13,2.2131312014281199e-18,2.2131312008255042e-18,7.1546266178161971e-29,9.1719663737481618e-29,0.0,0.0,2.0728825824541666e-12,1.2628243015958096e-20,154.0,0.0,0.99999546905469638,1.0,18.999999999997904,5.5058754470994987e-07,1.0076777077333889e-07,1.4585947311291983e-06,1.4585976552752859e-06,9.6239760146451813e-07
1.5054539884374218e-11,0.869327234959244,8.6845069946290987e-13,2.303425909932612e-18,2.3034259093680171e-18,7.7159369186297166e-29,9.8930566079860855e-29,0.0,0.0,2.1501218537493859e-12,1.3374452179269798e-20,154.0,0.0,0.99999537763421464,1.0,18.999999999997829,5.6170779170110563e-07,1.0076809929443959e-07,1.4880542254268712e-06,1.4880572440017543e-06,9.8377842477561503e-07
1.5352581215200686e-11,0.869327234959244,8.8563998334550289e-13,2.39552569751401e-18,2.39552569699133e-18,8.3095266068001374e-29,1.0655710942140725e-28,0.0,0.0,2.2287616949111458e-12,1.4150338292429869e-20,154.0,0.0,0.99999528621375511,1.0,18.999999999997748,5.7282803349798368e-07,1.007683611151929e-07,1.5175137129374282e-06,1.5175168273415296e-06,1.005159309791911e-06
1.5650622546027153e-11,0.869327234959244,9.0282911910637721e-13,2.4894305486179003e-18,2.4894305481411741e-18,8.9366052431528035e-29,1.1461490867039492e-28,0.0,0.0,2.3088021055889448e-12,1.4956550834911931e-20,154.0,0.0,0.99999519479331733,1.0,18.999999999997669,5.8394827010058623e-07,1.0076856951945183e-07,1.5469731936608661e-06,1.5469764052946093e-06,1.0265402438292205e-06
1.6246705207680088e-11,0.8693272349592442,9.3720694626849401e-13,2.6826553791762138e-18,2.6826553788041153e-18,1.029617833039946e-28,1.3208816809417029e-28,0.0,0.0,2.4730846340906435e-12,1.666257357895819e-20,154.0,0.0,0.9999950119525054,1.0,18.999999999997502,6.0618872772297374e-07,1.0076886617798495e-07,1.6058921347463728e-06,1.6058955450406684e-06,1.0693022206775801e-06
1.6842787869333022e-11,0.8693272349592447,9.7158418096030844e-13,2.8831002771751346e-18,2.883100276925645e-18,1.1804775568297909e-28,1.5148099783117181e-28,0.0,0.0,2.6429694364504008e-12,1.8497798060038704e-20,154.0,0.0,0.99999482911177595,1.0,18.999999999997332,6.2842916456828521e-07,1.0076905151728795e-07,1.664811048683368e-06,1.664814663239905e-06,1.1120642958834504e-06
1.744434241257221e-11,0.8693272349592447,1.0062763889557007e-12,3.0927048690462393e-18,3.0927048689400043e-18,1.3488955436739691e-28,1.7313547037210233e-28,0.0,0.0,2.8200933846255271e-12,2.0486289279539797e-20,154.0,0.0,0.99999464459269838,1.0,18.999999999997154,6.5087374169274232e-07,1.0076916763753259e-07,1.7242707951838824e-06,1.7242746215567892e-06,1.1552189753317935e-06
1.80458969558114e-11,0.869327234959245,1.0409679935760275e-12,3.309662438793265e-18,3.309662438851237e-18,1.5346706044781647e-28,1.9702639506330078e-28,0.0,0.0,3.0029229278028732e-12,2.261736612351791e-20,154.0,0.0,0.99999446007370174,1.0,18.99999999999697,6.7331829765695236e-07,1.0076923804381737e-07,1.783730514035117e-06,1.7837345579293926e-06,1.1983736903475979e-06
1.8647451499050588e-11,0.869327234959245,1.0756589948326412e-12,3.5339728585326709e-18,3.5339728587771931e-18,1.7389525468060427e-28,2.23302265153878e-28,0.0,0.0,3.1914580631002156e-12,2.4896655654726104e-20,154.0,0.0,0.99999427555478537,1.0,18.999999999996785,6.9576283246093292e-07,1.0076927841482599e-07,1.8431902052370476e-06,1.8431944723576887e-06,1.2415284259599596e-06
1.9249006042289776e-11,0.8693272349592451,1.1103493927368961e-12,3.765636000383322e-18,3.7656360008381743e-18,1.96292792410097e-28,2.5211633138452265e-28,0.0,0.0,3.3856987876352607e-12,2.7329852822309326e-20,154.0,0.0,0.99999409103594872,1.0,18.999999999996589,7.1820734610470188e-07,1.0076929916631297e-07,1.9026498687896499e-06,1.9026543648416499e-06,1.2846831722233206e-06
1.9850560585528965e-11,0.8693272349592455,1.1450391873001453e-12,4.0046517364665011e-18,4.0046517371569439e-18,2.2078200343678677e-28,2.8362660182361782e-28,0.0,0.0,3.5856450985256456e-12,2.9922720461694349e-20,154.0,0.0,0.99999390651719144,1.0,18.999999999996387,7.4065183858827725e-07,1.0076930748250579e-07,1.9621095046928992e-06,1.9621142353812486e-06,1.3278379222777734e-06
2.0452115128768153e-11,0.8693272349592457,1.1797283785337412e-12,4.2510199389058978e-18,4.2510199398587177e-18,2.4748889188950334e-28,3.1799584170832815e-28,0.0,0.0,3.7912969928889356e-12,3.2681089294483021e-20,154.0,0.0,0.99999372199851333,1.0,18.999999999996184,7.6309630991167692e-07,1.0076930809631496e-07,2.0215691129467703e-06,2.021574083976457e-06,1.3709926716040654e-06
2.1053669672007342e-11,0.8693272349592458,1.2144169664490372e-12,4.504740479827614e-18,4.5047404810711654e-18,2.7654313609708316e-28,3.5539157328504794e-28,0.0,0.0,4.0026544678426282e-12,3.5610857928345062e-20,154.0,0.0,0.99999353747991426,1.0,18.999999999995971,7.8554076007491846e-07,1.0076930390957477e-07,2.0810286935512387e-06,2.0810339106272487e-06,1.414147417431362e-06
2.2256778758485716e-11,0.8693272349592461,1.2837923323701395e-12,5.0342380656344619e-18,5.034238067551055e-18,3.4223077533119633e-28,4.399563846000877e-28,0.0,0.0,4.4424861479908609e-12,4.2008528459672106e-20,154.0,0.0,0.99999316844295294,1.0,18.999999999995534,8.3042959692099885e-07,1.0076928728886939e-07,2.1999477718118706e-06,2.1999534980954689e-06,1.5004568927123884e-06
2.338974830185074e-11,0.8693272349592462,1.349121007228961e-12,5.5597528590164084e-18,5.5597528616885022e-18,4.1415938443126242e-28,5.3257920183274959e-28,0.0,0.0,4.8775415800337789e-12,4.872542268409988e-20,154.0,0.0,0.9999928209206087,1.0,18.999999999995097,8.7270140124491801e-07,1.0076926714997892e-07,2.3119339363725434e-06,2.3119401630407871e-06,1.5817346234588544e-06
2.4522717845215762e-11,0.8693272349592469,1.4144475421899486e-12,6.111345698890908e-18,6.1113457024486691e-18,4.9685695113383189e-28,6.3909334112241491e-28,0.0,0.0,5.3328358336086259e-12,5.615610836979581e-20,154.0,0.0,0.99999247339854391,1.0,18.999999999994646,9.1497313050969971e-07,1.0076924463435797e-07,2.4239200028546538e-06,2.4239267501442527e-06,1.6630123278033347e-06
2.5655687388580785e-11,0.8693272349592472,1.4797719373289394e-12,6.6890157310545917e-18,6.6890157356405113e-18,5.9134059657027345e-28,7.6081318396821938e-28,0.0,0.0,5.8083688894550531e-12,6.4342778969433086e-20,154.0,0.0,0.9999921258767589,1.0,18.99999999999417,9.5724478471546306e-07,1.0076922119412366e-07,2.5359059712580383e-06,2.5359132594056823e-06,1.7442900043592878e-06
2.792162647531083e-11,0.8693272349592479,1.61041430844426e-12,7.9225839556538852e-18,7.9225839627769201e-18,8.2006653649863839e-28,1.0555572608995317e-27,0.0,0.0,6.8201513309149235e-12,8.3158983262479224e-20,154.0,0.0,0.99999143083402808,1.0,18.999999999993157,1.0417878679504108e-06,1.0076917321889003e-07,2.7598776138279692e-06,2.7598860444016967e-06,1.9068452725024252e-06
2.9960971653367875e-11,0.8693272349592487,1.7279851250175582e-12,9.1219707867224209e-18,9.1219707967521787e-18,1.0774503775486839e-27,1.3873347881190367e-27,0.0,0.0,7.7999720387583811e-12,1.031211414741405e-19,154.0,0.0,0.9999908052965264,1.0,18.99999999999218,1.117876386161215e-06,1.0076913039707827e-07,2.96145175671001e-06,2.9614612846765016e-06,2.0531449154354536e-06
3.2000316831424916e-11,0.8693272349592488,1.8455490097468773e-12,1.0405834437684745e-17,1.0405834451301356e-17,1.391045039643351e-27,1.7916757761873937e-27,0.0,0.0,8.8453661663827831e-12,1.2622965018452146e-19,154.0,0.0,0.9999901797599311,1.0,18.999999999991132,1.1939646611826507e-06,1.0076908778388262e-07,3.163025581814415e-06,3.1630362727402487e-06,2.1994444652742975e-06
3.4039662009481957e-11,0.8693272349592495,1.9631059630743996e-12,1.1774169927929006e-17,1.17741699459049e-17,1.7684616781901341e-27,2.2784199433234097e-27,0.0,0.0,9.9563336014297868e-12,1.5276162249879389e-19,154.0,0.0,0.99998955422424174,1.0,18.999999999990024,1.2700526930154115e-06,1.00769045052672e-07,3.3645990891402233e-06,3.3646110085918673e-06,2.3457439223309787e-06
3.8118352365596045e-11,0.8693272349592506,2.1981990772926053e-12,1.4764236505960262e-17,1.4764236535380925e-17,2.7484721752778136e-27,3.5427061883666188e-27,0.0,0.0,1.2374987944296026e-11,2.1726480936474415e-19,154.0,0.0,0.99998830315558129,1.0,18.999999999987605,1.422228027117686e-06,1.0076895932158726e-07,3.7677451504522059e-06,3.7677597236544264e-06,2.6383425580168558e-06
4.2197042721710127e-11,0.8693272349592518,2.433264471209084e-12,1.8092130682229828e-17,1.8092130727449221e-17,4.0879810155855872e-27,5.2713536840435035e-27,0.0,0.0,1.5055934168307311e-11,2.9902530560766755e-19,154.0,0.0,0.99998705209054517,1.0,18.999999999984919,1.574402388473591e-06,1.0076887333107495e-07,4.1708899406382703e-06,4.1709074298555989e-06,2.9309408223726443e-06
5.0354423433938297e-11,0.869327234959254,2.9033121122815061e-12,2.5761242508919185e-17,2.5761242602846286e-17,8.1789439211165546e-27,1.0552993394447745e-26,0.0,0.0,2.1204698662585558e-11,5.248483557200587e-19,154.0,0.0,0.99998454997134589,1.0,18.999999999978773,1.8787481929685038e-06,1.0076870142054864e-07,4.9771757076018953e-06,4.9771998156394805e-06,3.5161362362877636e-06
5.851180414616647e-11,0.8693272349592566,3.3732489145780208e-12,3.478118679981176e-17,3.478118697261934e-17,1.4758414201780562e-26,1.9050812294937909e-26,0.0,0.0,2.8402619888949258e-11,8.5221938276409706e-19,154.0,0.0,0.99998204786664402,1.0,18.999999999971571,2.18309010654457e-06,1.0076852962155603e-07,5.7834563899695985e-06,5.7834881658748859e-06,4.1013301637979773e-06
6.666918485839464e-11,0.8693272349592587,3.843074906377889e-12,4.5151645026581658e-17,4.5151645318634759e-17,2.4665053226729754e-26,3.1849727917723122e-26,0.0,0.0,3.6649690649764898e-11,1.3053775273966903e-18,154.0,0.0,0.99997954577643966,1.0,18.999999999963325,2.4874281292462104e-06,1.007683578379352e-07,6.5897319876798768e-06,6.5897724804931944e-06,4.686522605003647e-06
8.298394628285098e-11,0.8693272349592635,4.7823945715549361e-12,6.9942829734514894e-17,6.994283043734412e-17,5.8667091207818652e-26,7.5794500817195867e-26,0.0,0.0,5.6291251967953872e-11,2.7018006452130716e-18,154.0,0.0,0.99997454163952326,1.0,18.999999999943682,3.096092502203888e-06,1.0076801423306882e-07,8.2022679288821585e-06,8.2023290026040439e-06,5.8569030286154704e-06
9.929870770730732e-11,0.8693272349592682,5.7212713339029541e-12,1.0013225002371661e-16,1.0013225146162459e-16,1.1935635553413233e-25,1.5425457802726371e-25,0.0,0.0,8.0129324989102364e-11,4.9536401230024704e-18,154.0,0.0,0.9999695375605977,1.0,18.999999999919844,3.7047413121968867e-06,1.0076767060893688e-07,9.8147835307167243e-06,9.8148693814230866e-06,7.0272775071887031e-06
9.999999999999999e-11,0.8693272349592773,5.7616191574782989e-12,1.0155091679255188e-16,1.0155091827164757e-16,1.2275353438093833e-25,1.5864707678321149e-25,0.0,0.0,8.1248077812209392e-11,5.0741987121968415e-18,154.0,0.0,0.999969322460868,1.0,18.999999999918728,3.7309038172265833e-06,1.0076765583811812e-07,9.8840972825628297e-06,9.8841842923714997e-06,7.0775860839330138e-06
1.3192823055622e-10,0.8693272349592773,7.5976970537045738e-12,1.7669561955738986e-16,1.76695624046411e-16,3.7063712495174123e-25,4.7922474344371138e-25,0.0,0.0,1.403947753767454e-10,1.322564616399161e-17,154.0,0.0,0.99995952957672107,1.0,18.999999999859579,4.921992244710209e-06,1.00766983393088e-07,1.3039753714314585e-05,1.3039901706990164e-05,9.3680086294065451e-06
1.9718727625404536e-10,0.8693272349592963,1.1345243591720674e-11,3.9448931047004228e-16,3.9448933315343326e-16,1.8641055508167825e-24,2.4114244283806209e-24,0.0,0.0,3.11281275844532e-10,5.5533163964585176e-17,154.0,0.0,0.99993951430488293,1.0,18.999999999688693,7.3563073697952235e-06,1.0076560902906721e-07,1.9489449987447836e-05,1.9489772614472829e-05,1.404939953609996e-05
2.624463219518707e-10,0.8693272349593146,1.5085728949484674e-11,6.983701929760682e-16,6.9837026359087354e-16,5.7882559968300581e-24,7.4895901864700265e-24,0.0,0.0,5.4930549052479306e-10,1.5650084934764063e-16,154.0,0.0,0.99991949996096507,1.0,18.999999999450672,9.7903735272412736e-06,1.0076423475276108e-07,2.5938820775587562e-05,2.5939385167818409e-05,1.873069532945007e-05
3.929644133475214e-10,0.8693272349593516,2.254557364925138e-11,1.5637455854091187e-15,1.563745944894037e-15,2.9324386817856563e-23,3.795503399951148e-23,0.0,0.0,1.2267521936095142e-09,7.0847250148978097e-16,154.0,0.0,0.99987947405704714,1.0,18.99999999877322,1.4657759030165057e-05,1.0076148643148949e-07,3.8836585770903868e-05,3.8837835071651823e-05,2.8093001593642983e-05
5.234825047431721e-10,0.8693272349593888,2.9977346009471854e-11,2.771528079613542e-15,2.7715292001002919e-15,9.1056516663996345e-23,1.1787573878377992e-22,0.0,0.0,2.1727050830444639e-09,2.0791474224049497e-15,154.0,0.0,0.99983945186528334,1.0,18.999999997827263,1.9524148935367004e-05,1.0075873843174472e-07,5.173304844828398e-05,5.1735251137642859e-05,3.7454927456968597e-05
