Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125)
1.0067790594456541e-12,0.8693272349592401,5.8089822866855093e-14,1.0303064688176521e-20,1.0303064588521807e-20,6.3015508563450528e-33,7.8699419175771373e-33,0.0,0.0,3.2292476634911761e-14,1.5361587878825566e-23,154.0,0.0,0.99999968877835332,1.0,18.999999999999968,3.7564872349883415e-08,5.3199120788129221e-08,9.9514829903087579e-08,9.9514920285397431e-08,2.1427903319075343e-08
1.059549100845282e-12,0.8693272349592399,6.1134537961911452e-14,1.1411428987234724e-20,1.1411428882365879e-20,7.4187452714192393e-33,9.2685562367345194e-33,0.0,0.0,3.4425871596060078e-14,1.7181179260708653e-23,154.0,0.0,0.99999967250879218,1.0,18.999999999999964,3.953382293784655e-08,5.5034383723526095e-08,1.0473086959186163e-07,1.0473096515228263e-07,2.3461166405652298e-08
1.1123191422449099e-12,0.8693272349592401,6.4179248411195533e-14,1.2576403376324158e-20,1.2576403266242741e-20,8.6683234347223208e-33,1.0833558687503902e-32,0.0,0.0,3.6603173354846397e-14,1.9119431618438424e-23,154.0,0.0,0.99999965624242781,1.0,18.999999999999961,4.1502773362811821e-08,5.6798842574149657e-08,1.0994690906702417e-07,1.0994700984945855e-07,2.5562037234780933e-08
1.1650891836445378e-12,0.8693272349592401,6.7223954214724503e-14,1.3797987769066272e-20,1.3797987653773949e-20,1.0059173409291042e-32,1.2576207051371792e-32,0.0,0.0,3.8824381909322716e-14,2.1178874374683206e-23,154.0,0.0,0.99999963997913721,1.0,18.999999999999957,4.3471723624785367e-08,5.849522894704692e-08,1.1516294832860792e-07,1.151630543769579e-07,2.7727907511240925e-08
1.2178592250441657e-12,0.8693272349592401,7.0268655372515236e-14,1.5076182079082737e-20,1.5076181958581287e-20,1.1600401075379482e-32,1.4508041106743145e-32,0.0,0.0,4.1089497257540966e-14,2.3362040972356936e-23,154.0,0.0,0.99999962371880147,1.0,18.999999999999954,4.5440673723773197e-08,6.012616906487687e-08,1.2037898737664429e-07,1.2037909873481205e-07,2.9956269566875367e-08
1.2706292664437936e-12,0.8693272349592402,7.3313351884584217e-14,1.6410986219996392e-20,1.6410986094287688e-20,1.3301330129704999e-32,1.6640882628005653e-32,0.0,0.0,4.3398519397553962e-14,2.5671468874564196e-23,154.0,0.0,0.99999960746130689,1.0,18.99999999999995,4.740962365978097e-08,6.1694187830079821e-08,1.2559502621116348e-07,1.2559514292305121e-07,3.2244712479888564e-08
1.3233993078434215e-12,0.8693272349592401,7.6358043750947563e-14,1.7802400105430922e-20,1.7802399974516975e-20,1.5171502084797132e-32,1.8986835384719581e-32,0.0,0.0,4.575144832741495e-14,2.8109699564618363e-23,154.0,0.0,0.99999959120654358,1.0,18.999999999999947,4.9378573432814223e-08,6.3201712734043252e-08,1.3081106483219453e-07,1.3081118694170445e-07,3.459091834215012e-08
1.3761693492430494e-12,0.8693272349592402,7.9402730971621141e-14,1.9250423649010249e-20,1.9250423512893161e-20,1.7220676268370384e-32,2.1558285140836859e-32,0.0,0.0,4.8148284045177302e-14,3.0679278546076891e-23,154.0,0.0,0.99999957495440661,1.0,18.999999999999943,5.1347523042878238e-08,6.4651077616107495e-08,1.3602710323976536e-07,1.3602723079079967e-07,3.6992658669880529e-08
1.4289393906426773e-12,0.8693272349592402,8.2447413546620449e-14,2.0755056764358228e-20,2.0755056623040235e-20,1.9458829822666417e-32,2.4367899653882749e-32,0.0,0.0,5.0589026548894145e-14,3.3382755342754807e-23,154.0,0.0,0.99999955870479429,1.0,18.99999999999994,5.3316472489978064e-08,6.6044526277079348e-08,1.4124314143390284e-07,1.4124327447036373e-07,3.9447790953260715e-08
1.4817094320423052e-12,0.8693272349592401,8.5492091475960684e-14,2.2316299365098854e-20,2.2316299218582301e-20,2.1896157703761927e-32,2.7428628674095677e-32,0.0,0.0,5.3073675836618629e-14,3.6222683498713799e-23,154.0,0.0,0.99999954245760969,1.0,18.999999999999936,5.5285421774118611e-08,6.7384215952692514e-08,1.464591794146327e-07,1.4645931798042236e-07,4.1954255339773031e-08
1.534479473441933e-12,0.8693272349592401,8.8536764759656766e-14,2.3934151364856456e-20,2.3934151213143822e-20,2.4543072680872744e-32,3.0753703943562434e-32,0.0,0.0,5.5602231906404026e-14,3.9201620578248594e-23,154.0,0.0,0.99999952621275856,1.0,18.999999999999932,5.7254370895304564e-08,6.8672220652922111e-08,1.5167521718197979e-07,1.5167536132100047e-07,4.4510071445631603e-08
1.587249514841561e-12,0.8693272349592401,9.158143339772331e-14,2.560861267725577e-20,2.5608612520349671e-20,2.7410205335672126e-32,3.4356639195370699e-32,0.0,0.0,5.8174694756303751e-14,4.2322128165883354e-23,154.0,0.0,0.99999950997015141,1.0,18.999999999999929,5.9223319853540463e-08,6.9910534372709717e-08,1.5689125473596794e-07,1.5689140449212178e-07,4.7113335289998105e-08
1.6400195562411888e-12,0.8693272349592401,9.4626097390174705e-14,2.7339683215921856e-20,2.7339683053825017e-20,3.0508404061620127e-32,3.8251230152775185e-32,0.0,0.0,6.07910643843714e-14,4.5586771866376156e-23,154.0,0.0,0.99999949372970132,1.0,18.999999999999925,6.1192268648830628e-08,7.1101074179038995e-08,1.6210729207662012e-07,1.6210744749380937e-07,4.9762216347264545e-08
1.6927895976408167e-12,0.8693272349592401,9.7670756737025049e-14,2.9127362894479988e-20,2.9127362727195271e-20,3.384873506329242e-32,4.2451554528362859e-32,0.0,0.0,6.3451340788660568e-14,4.8998121304722806e-23,154.0,0.0,0.99999947749132545,1.0,18.999999999999922,6.3161217281179243e-08,7.2245683178922686e-08,1.6732332920395838e-07,1.6732349032608516e-07,5.2454954713048919e-08
1.7455596390404446e-12,0.8693272349592402,1.0071541143828821e-13,3.0971651626555647e-20,3.0971651454086056e-20,3.7442482355702972e-32,4.6971972023211054e-32,0.0,0.0,6.6155523967224941e-14,5.2558750126156574e-23,154.0,0.0,0.99999946125494343,1.0,18.999999999999918,6.5130165750590336e-08,7.3346133372779008e-08,1.7253936611800393e-07,1.7253953298897045e-07,5.5189858379627661e-08
1.7983296804400725e-12,0.8693272349592402,1.0376006149397778e-13,3.2872549325774583e-20,3.287254914812326e-20,4.1301147763623697e-32,5.1827124326041423e-32,0.0,0.0,6.8903613918118164e-14,5.627123599614549e-23,154.0,0.0,0.99999944502047866,1.0,18.999999999999915,6.7099114057067721e-08,7.4404128397655575e-08,1.7775540281877709e-07,1.7775557548248547e-07,5.7965300616548023e-08
1.8510997218397002e-12,0.8693272349592401,1.0680470690410718e-13,3.4830055905762797e-20,3.4830055722933022e-20,4.5436450920904794e-32,5.7031935112375162e-32,0.0,0.0,7.1695610639394099e-14,6.013816060039032e-23,154.0,0.0,0.99999942878785708,1.0,18.999999999999911,6.9068062200615168e-08,7.5421306164632271e-08,1.8297143930629742e-07,1.829716178066499e-07,6.0779717452284252e-08
1.956639804638956e-12,0.8693272349592402,1.1289398378773793e-13,3.8914895362552367e-20,3.8914895169376075e-20,5.4584938060282636e-32,6.8551636766589737e-32,0.0,0.0,7.7411324385309539e-14,6.8345672855616612e-23,154.0,0.0,0.99999939632786194,1.0,18.999999999999904,7.3005957998934305e-08,7.7339447811139697e-08,1.9340351164165438e-07,1.9340370194700161e-07,6.6519518628314391e-08
2.051625879158286e-12,0.8693272349592401,1.1837431709531969e-13,4.278485237939518e-20,4.2784852176919661e-20,6.3886708441577491e-32,8.0270688062560819e-32,0.0,0.0,8.2705627891819314e-14,7.6286596139274685e-23,154.0,0.0,0.99999936711948512,1.0,18.999999999999901,7.6550063660235459e-08,7.8941353597596913e-08,2.0279237601433256e-07,2.0279257709432049e-07,7.1804144451390123e-08
2.146611953677616e-12,0.8693272349592402,1.238546353514852e-13,4.6838220826653391e-20,4.6838220614891579e-20,7.4277003899462675e-32,9.3367614133649078e-32,0.0,0.0,8.8142189304104599e-14,8.4768235045069341e-23,154.0,0.0,0.99999933791605433,1.0,18.999999999999897,8.0094168793695061e-08,8.0433738074963402e-08,2.1218123969634349e-07,2.1218145169321513e-07,7.7193347306084868e-08
2.241598028196946e-12,0.8693272349592406,1.2933493855630524e-13,5.107500020060252e-20,5.1074999979568229e-20,8.5832048877080102e-32,1.0793964593602101e-31,0.0,0.0,9.3721008610817295e-14,9.3805791329152762e-23,154.0,0.0,0.99999930871723164,1.0,18.999999999999886,8.3638273399330105e-08,8.1824089305314863e-08,2.2157010268777672e-07,2.2157032574377516e-07,8.2679977160865591e-08
2.3365841027162762e-12,0.8693272349592405,1.3481522670984891e-13,5.5495189997520388e-20,5.5495189767228374e-20,9.8630354236116354e-32,1.2408697454328692e-31,0.0,0.0,9.9442085800609796e-14,1.0341450895043999e-22,154.0,0.0,0.99999927952270196,1.0,18.999999999999879,8.718237747715642e-08,8.3119383280499107e-08,2.3095896498871559e-07,2.3095919924608388e-07,8.8257372938249218e-08
2.4315701772356063e-12,0.8693272349592405,1.4029549981218362e-13,6.0098789713687077e-20,6.009878947415308e-20,1.1275271724399628e-31,1.4191275113057943e-31,0.0,0.0,1.0530542086213499e-13,1.136096740705955e-22,154.0,0.0,0.99999925033217207,1.0,18.999999999999872,9.0726481027188751e-08,8.4326118992745141e-08,2.4034782659923781e-07,2.4034807220021895e-07,9.391932902737151e-08
2.5265562517549363e-12,0.8693272349592407,1.4577575786337533e-13,6.4885798845384946e-20,6.4885798596625671e-20,1.2828222156108133e-31,1.6152308695863683e-31,0.0,0.0,1.1131101378404617e-13,1.244066150540222e-22,154.0,0.0,0.99999922114536854,1.0,18.999999999999865,9.427058404944086e-08,8.5450351077527156e-08,2.4973668751941602e-07,2.4973694460625276e-07,9.9660064114706539e-08
2.6215423262742664e-12,0.8693272349592405,1.5125600086348835e-13,6.9856216888898608e-20,6.9856216630931799e-20,1.4530423722786814e-31,1.830270533578876e-31,0.0,0.0,1.1745886455499718e-13,1.3582070246785152e-22,154.0,0.0,0.99999919196203679,1.0,18.999999999999858,9.7814686543925521e-08,8.6497720239000327e-08,2.5912554774931723e-07,2.591258164642527e-07,1.0547419213211427e-07
2.7165284007935964e-12,0.8693272349592406,1.567362288125859e-13,7.5010043340514701e-20,7.5010043073359148e-20,1.6390642065218798e-31,2.0653668171253554e-31,0.0,0.0,1.2374897316364204e-13,1.4786734908193332e-22,154.0,0.0,0.99999916278193957,1.0,18.999999999999851,1.0135878851065474e-07,8.7473481541308293e-08,2.6851440728900432e-07,2.6851468777428163e-07,1.1135669524267577e-07
2.8115144753129265e-12,0.8693272349592406,1.6221644171072972e-13,8.0347277696522016e-20,8.0347277420197569e-20,1.841787145964048e-31,2.3216696344464329e-31,0.0,0.0,1.3018133959863534e-13,1.6056200986882508e-22,154.0,0.0,0.99999913360485582,1.0,18.999999999999844,1.0490288994963962e-07,8.8382530761247562e-08,2.7790326613853606e-07,2.7790355853639802e-07,1.1730289867765667e-07
2.9065005498322565e-12,0.8693272349592406,1.6769663955798042e-13,8.5867919453211356e-20,8.5867919167739018e-20,2.0621334816461304e-31,2.6003584999821539e-31,0.0,0.0,1.3675596384863184e-13,1.7392018200378117e-22,154.0,0.0,0.9999991044305796,1.0,18.999999999999837,1.0844699086089051e-07,8.9229428945207549e-08,2.8729212429796676e-07,2.8729242875065642e-07,1.2330844728813087e-07
3.0014866243515866e-12,0.8693272349592406,1.7317682235439765e-13,9.1571968106875568e-20,9.1571967812277439e-20,2.3010483678983589e-31,2.902642528232823e-31,0.0,0.0,1.4347284590228659e-13,1.8795740486474162e-22,154.0,0.0,0.9999990752589194,1.0,18.999999999999829,1.1199109124441711e-07,9.0018425300464171e-08,2.966809817673471e-07,2.9668129841710748e-07,1.2936928368705949e-07
3.0964726988709166e-12,0.8693272349592406,1.7865699010003992e-13,9.7459423153809462e-20,9.7459422850108823e-20,2.5594998222122319e-31,3.2297604335998354e-31,0.0,0.0,1.5033198574825503e-13,2.0268926003232125e-22,154.0,0.0,0.99999904608969625,1.0,18.999999999999822,1.1553519110022842e-07,9.07534785218522e-08,3.060698385467246e-07,3.0607016753579838e-07,1.3548162788535967e-07
3.1914587733902467e-12,0.8693272349592406,1.8413714279496478e-13,1.0353028409030986e-19,1.0353028377753112e-19,2.8384787251125069e-31,3.5829805302265284e-31,0.0,0.0,1.5733338337519277e-13,2.1813137128979967e-22,154.0,0.0,0.99999901692274362,1.0,18.999999999999815,1.1907929042833285e-07,9.1438276655397695e-08,3.1545869463614315e-07,3.1545903610677331e-07,1.4164195832496816e-07
3.2864448479095767e-12,0.8693272349592409,1.8961728043922908e-13,1.097845504126754e-19,1.0978455009084427e-19,3.1389988200291816e-31,3.9636007318390163e-31,0.0,0.0,1.6447703877175574e-13,2.342994046231101e-22,154.0,0.0,0.99999898775790674,1.0,18.999999999999808,1.2262338922873824e-07,9.207625559967407e-08,3.2484755003564389e-07,3.2484790413007342e-07,1.4784699421268438e-07
3.3814309224289068e-12,0.8693272349592406,1.9509740303288862e-13,1.1622222161720667e-19,1.1622222128634999e-19,3.4620967131694812e-31,4.372948551587036e-31,0.0,0.0,1.7176295192659998e-13,2.5120906822082845e-22,154.0,0.0,0.99999895859504062,1.0,18.999999999999801,1.2616748750145183e-07,9.2670616342633489e-08,3.3423640474526478e-07,3.342367716057366e-07,1.5409367906145428e-07
3.476416996948237e-12,0.8693272349592407,2.0057751057599856e-13,1.2284329720020604e-19,1.2284329686035208e-19,3.8088318733898446e-31,4.8123811018847864e-31,0.0,0.0,1.7919112282838176e-13,2.6887611247416329e-22,154.0,0.0,0.99999892943401092,1.0,18.999999999999794,1.2971158524648049e-07,9.3224341022176879e-08,3.4362525876504171e-07,3.4362563853379859e-07,1.6037916535481612e-07
3.571403071467567e-12,0.8693272349592409,2.060576030686134e-13,1.2964777665797786e-19,1.29647776309156e-19,4.1802866320679083e-31,5.2832850942517684e-31,0.0,0.0,1.8676155146575755e-13,2.8731632997694461e-22,154.0,0.0,0.99999890027469207,1.0,18.999999999999787,1.3325568246383061e-07,9.3740207889900002e-08,3.5301411209500776e-07,3.5301450491429254e-07,1.6670080025865665e-07
3.666389145986897e-12,0.8693272349592407,2.1153768051078682e-13,1.3663565948682816e-19,1.3663565912906929e-19,4.577566182974498e-31,5.7870768391536368e-31,0.0,0.0,1.9447423782738392e-13,3.0654555552561289e-22,154.0,0.0,0.9999988711169675,1.0,18.99999999999978,1.3679977915350802e-07,9.4220805251338221e-08,3.6240296473519365e-07,3.6240337074724935e-07,1.7305611231026549e-07
3.761375220506227e-12,0.8693272349592409,2.1701774290257194e-13,1.4380694518306482e-19,1.4380694481640112e-19,5.0017985821456146e-31,6.3252022458430439e-31,0.0,0.0,2.0232918190191777e-13,3.2657966611920901e-22,154.0,0.0,0.9999988419607283,1.0,18.999999999999773,1.4034387531551829e-07,9.4668544452252899e-08,3.7179181668562843e-07,3.7179223603269773e-07,1.7944279901828274e-07
3.856361295025558e-12,0.8693272349592409,2.2249779024402133e-13,1.5116163324299754e-19,1.511616328674625e-19,5.4541347477544246e-31,6.8991368222004742e-31,0.0,0.0,2.1032638367801593e-13,3.4743458095936292e-22,154.0,0.0,0.99999881280587288,1.0,18.999999999999766,1.4388797094986647e-07,9.5085671976747036e-08,3.8118066794633868e-07,3.8118110077066445e-07,1.8585871531072426e-07
3.951347369544888e-12,0.8693272349592407,2.2797782253518712e-13,1.5869972316293763e-19,1.5869972277856621e-19,5.9357484599832451e-31,7.5103856745751031e-31,0.0,0.0,2.1846584314433547e-13,3.6912626145028354e-22,154.0,0.0,0.99999878365230688,1.0,18.999999999999758,1.4743206605655752e-07,9.5474280718513096e-08,3.9056951851734944e-07,3.9056996496117451e-07,1.9230186277254699e-07
4.046333444064219e-12,0.8693272349592409,2.3345783977612075e-13,1.6642121443919826e-19,1.6642121404602688e-19,6.4478363608955401e-31,8.1604835076256379e-31,0.0,0.0,2.2674756028953346e-13,3.916707111987475e-22,154.0,0.0,0.99999875449994191,1.0,18.999999999999751,1.509761606355958e-07,9.5836320481796544e-08,3.999583683986838e-07,3.999588286042511e-07,1.9877037961872599e-07
4.141319518583549e-12,0.8693272349592407,2.3893784196687336e-13,1.7432610656809428e-19,1.7432610616616081e-19,6.9916179543079072e-31,8.8509946241611739e-31,0.0,0.0,2.3517153510226733e-13,4.1508397601408882e-22,154.0,0.0,0.9999987253486966,1.0,18.999999999999744,1.5452025468698552e-07,9.6173607764473892e-08,4.0934721759036366e-07,4.0934769169991586e-07,2.0526253135281005e-07
4.23630559310288e-12,0.8693272349592412,2.4441782910749543e-13,1.8241439904594227e-19,1.8241439863528598e-19,7.5683356056620706e-31,9.583512924982025e-31,0.0,0.0,2.4373776757119427e-13,4.3938214390818774e-22,154.0,0.0,0.99999869619849424,1.0,18.999999999999737,1.5806434821073054e-07,9.6487834872137141e-08,4.1873606609240894e-07,4.1873655424818891e-07,2.117767020642708e-07
4.33129166762221e-12,0.869327234959241,2.4989780119803734e-13,1.9068609136906041e-19,1.906860909497223e-19,8.1792545418968731e-31,1.0359661908720592e-30,0.0,0.0,2.5244625768497182e-13,4.6458134509546083e-22,154.0,0.0,0.99999866704926366,1.0,18.99999999999973,1.616084412068345e-07,9.6780578408948092e-08,4.2812491390483864e-07,4.2812541624908915e-07,2.1831138632094724e-07
4.4262777421415405e-12,0.869327234959241,2.5537775823854884e-13,1.9914118303376871e-19,1.9914118260579108e-19,8.8256628513202659e-31,1.1181094671682209e-30,0.0,0.0,2.6129700543225744e-13,4.9069775199284918e-22,154.0,0.0,0.99999863790093868,1.0,18.999999999999723,1.6515253367530083e-07,9.7053307187982635e-08,4.3751376102767012e-07,4.375142777026339e-07,2.2486518161579527e-07
4.521263816660871e-12,0.8693272349592412,2.6085770022907935e-13,2.077796735363887e-19,2.0777967309981561e-19,9.5088714834812994e-31,1.2049493907685982e-30,0.0,0.0,2.702900108017087e-13,5.1774757921980849e-22,154.0,0.0,0.99999860875345736,1.0,18.999999999999716,1.6869662561613267e-07,9.7307389600809529e-08,4.4690260746091959e-07,4.4690313860883951e-07,2.3143678132999044e-07
4.6162498911802014e-12,0.869327234959241,2.6633762716967839e-13,2.1660156237324362e-19,2.1660156192812065e-19,1.0230214249042132e-30,1.2966571907905657e-30,0.0,0.0,2.7942527378198321e-13,5.457470835982985e-22,154.0,0.0,0.99999857960676197,1.0,18.999999999999702,1.7224071702933296e-07,9.75441004832509e-08,4.5629145320460239e-07,4.5629199896772097e-07,2.3802496817710607e-07
4.711235965699532e-12,0.8693272349592412,2.7181753906039443e-13,2.2560684904065846e-19,2.2560684858703277e-19,1.0991047819650001e-30,1.3934070560710458e-30,0.0,0.0,2.8870279436173881e-13,5.7471256415277152e-22,154.0,0.0,0.99999855046079922,1.0,18.999999999999691,1.757848079149045e-07,9.7764627511727066e-08,4.656802982587324e-07,4.6568085877929267e-07,2.4462860809551574e-07
4.806222040218862e-12,0.8693272349592412,2.7729743590127634e-13,2.3479553303495963e-19,2.3479553257288017e-19,1.1792751727809247e-30,1.4953761351505955e-30,0.0,0.0,2.9812257252963305e-13,6.0466036211016266e-22,154.0,0.0,0.99999852131551914,1.0,18.99999999999968,1.7932889827284978e-07,9.797007716226606e-08,4.7506914262332301e-07,4.7506971804356747e-07,2.5124664455838919e-07
4.901208114738193e-12,0.8693272349592412,2.8277731769237219e-13,2.4416761385247533e-19,2.441676133819926e-19,1.2636728366753267e-30,1.6027445362574905e-30,0.0,0.0,3.0768460827432375e-13,6.3560686089987808e-22,154.0,0.0,0.99999849217087522,1.0,18.99999999999967,1.8287298810317122e-07,9.8161480262091418e-08,4.8445798629838635e-07,4.8445857676055783e-07,2.5787809327271713e-07
4.996194189257523e-12,0.8693272349592412,2.8825718443373029e-13,2.5372309098953523e-19,2.5372309051070157e-19,1.3524402990316564e-30,1.7156953272918114e-30,0.0,0.0,3.1738890158446875e-13,6.6756848615378547e-22,154.0,0.0,0.99999846302682394,1.0,18.999999999999659,1.8641707740587112e-07,9.8339797161659703e-08,4.9384682928393368e-07,4.9384743493027506e-07,2.6452203724075336e-07
5.091180263776854e-12,0.869327234959241,2.9373703612539831e-13,2.6346196394247082e-19,2.634619634553403e-19,1.4457223712806698e-30,1.8344145358095282e-30,0.0,0.0,3.2723545244872591e-13,7.0056170570620213e-22,154.0,0.0,0.9999984338833251,1.0,18.999999999999648,1.8996116618095147e-07,9.8505922553098383e-08,5.0323567157997597e-07,5.032362925527296e-07,2.7117762215909357e-07
5.186166338296184e-12,0.8693272349592414,2.992168727674239e-13,2.7338423220761501e-19,2.7338423171224339e-19,1.5436661508876307e-30,1.959091149006589e-30,0.0,0.0,3.3722426085575304e-13,7.3460302959388566e-22,154.0,0.0,0.99999840474034052,1.0,18.999999999999638,1.9350525442841434e-07,9.8660689959213378e-08,5.1262451318652275e-07,5.126251496279314e-07,2.7784405213231299e-07
5.281152412815515e-12,0.8693272349592412,3.0469669435985462e-13,2.8348989528130236e-19,2.8348989477774727e-19,1.6464210213395106e-30,2.0899171137030018e-30,0.0,0.0,3.4735532679420804e-13,7.6970901005602179e-22,154.0,0.0,0.99999837559783578,1.0,18.999999999999627,1.9704934214826153e-07,9.8804875915583866e-08,5.2201335410358333e-07,5.2201400615588966e-07,2.8452058567966253e-07
5.376138487334845e-12,0.8693272349592414,3.1017650090273753e-13,2.9377895265986902e-19,2.9377895214818978e-19,1.7541386521321861e-30,2.2270873363269217e-30,0.0,0.0,3.5762865025274875e-13,8.0589624153421475e-22,154.0,0.0,0.99999834645577812,1.0,18.999999999999616,2.0059342934049467e-07,9.893920386672766e-08,5.3140219433116661e-07,5.314028621366133e-07,2.9120653201478627e-07
5.4711245618541755e-12,0.8693272349592412,3.1565629239611988e-13,3.0425140383965272e-19,3.0425140331991077e-19,1.8669729987576431e-30,2.3707996828987383e-30,0.0,0.0,3.6804423122003322e-13,8.4318136067247624e-22,154.0,0.0,0.99999831731413713,1.0,18.999999999999606,2.0413751600511535e-07,9.906434779588937e-08,5.407910338692799e-07,5.407917175701096e-07,2.9790124757979126e-07
5.566110636373506e-12,0.8693272349592412,3.2113606884004842e-13,3.1490724831699278e-19,3.1490724778925119e-19,1.9850803026911708e-30,2.5212549790151601e-30,0.0,0.0,3.786020696847192e-13,8.8158104631721497e-22,154.0,0.0,0.99999828817288428,1.0,18.999999999999595,2.0768160214212517e-07,9.9180935606664368e-08,5.5017987271793092e-07,5.5018057245638631e-07,3.0460413281627895e-07
5.6610967108928364e-12,0.8693272349592414,3.2661583023456996e-13,3.2574648558823012e-19,3.2574648505255394e-19,2.1086190913785703e-30,2.6786570098332999e-30,0.0,0.0,3.8930216563546467e-13,9.2111201951722553e-22,154.0,0.0,0.99999825903199313,1.0,18.999999999999584,2.1122568775152542e-07,9.9289552273425174e-08,5.5956871087712698e-07,5.595694267954505e-07,3.1131462915713701e-07
5.756082785412167e-12,0.8693272349592416,3.3209557657973119e-13,3.3676911514970704e-19,3.3676911460616339e-19,2.2377501782233459e-30,2.8432125200547636e-30,0.0,0.0,4.0014451906092755e-13,9.6179104352367777e-22,154.0,0.0,0.99999822989143905,1.0,18.999999999999574,2.1476977283331748e-07,9.9390742776355522e-08,5.689575483468739e-07,5.6895828058730844e-07,3.1803221622400097e-07
5.851068859931497e-12,0.8693272349592414,3.3757530787557846e-13,3.4797513649776773e-19,3.4797513594642537e-19,2.3726366625739096e-30,3.0151312139097331e-30,0.0,0.0,4.1112912994976577e-13,1.003634923790107e-21,154.0,0.0,0.9999982007511995,1.0,18.999999999999563,2.1831385738750248e-07,9.9485014835818249e-08,5.7834638512717803e-07,5.7834713383196594e-07,3.2475640921632184e-07
6.0410410089701574e-12,0.8693272349592416,3.4853472531951682e-13,3.7093735253902382e-19,3.7093735197229929e-19,2.6603396508337912e-30,3.3819117669883245e-30,0.0,0.0,4.3352512407219985e-13,1.0908846859287946e-21,154.0,0.0,0.99999814247157914,1.0,18.999999999999542,2.2540202491305597e-07,9.9654662883650677e-08,5.9712405661947933e-07,5.9712483867970208e-07,3.3822283764981137e-07
6.212015943104952e-12,0.8693272349592416,3.5839814955087194e-13,3.9223054183362541e-19,3.9223054125331301e-19,2.9406388152985659e-30,3.7393606996320365e-30,0.0,0.0,4.5416803919335024e-13,1.1735627366403139e-21,154.0,0.0,0.99999809002079632,1.0,18.99999999999952,2.3178137388164878e-07,9.9788101926754539e-08,6.1402395860470778e-07,6.1402477117129127e-07,3.5036099801757116e-07
6.382990877239747e-12,0.8693272349592417,3.6826152502316798e-13,4.1411791268397097e-19,4.1411791209032588e-19,3.2422264678787662e-30,4.1240629327828067e-30,0.0,0.0,4.7527186831944403e-13,1.2602782089308045e-21,154.0,0.0,0.99999803757074091,1.0,18.999999999999499,2.3816072114081052e-07,9.9905569810742767e-08,6.3092385835621675e-07,6.3092470189002664e-07,3.6251440791194747e-07
6.5539658113745414e-12,0.8693272349592416,3.7812485173667239e-13,4.3659946215279474e-19,4.3659946154608473e-19,3.5661364583976295e-30,4.5373484712317132e-30,0.0,0.0,4.9683661138433398e-13,1.3511306381738592e-21,154.0,0.0,0.99999798512132632,1.0,18.999999999999478,2.4454006669054591e-07,1.0000897835078503e-07,6.4782375587402858e-07,6.4782463083593105e-07,3.7468124182206572e-07
6.724940745509336e-12,0.8693272349592416,3.8798812969165183e-13,4.5967518730284701e-19,4.5967518668335248e-19,3.9134266325924847e-30,4.9805783864474236e-30,0.0,0.0,5.1886226832187221e-13,1.4462200027657621e-21,154.0,0.0,0.99999793267247694,1.0,18.999999999999456,2.5091941053085911e-07,1.0010001032215777e-07,6.6472365115816275e-07,6.6472455800902355e-07,3.8685989293749023e-07
6.895915679644131e-12,0.8693272349592417,3.9785135888837238e-13,4.8334508519689403e-19,4.833450845649085e-19,4.2851788318728938e-30,5.4551448162755064e-30,0.0,0.0,5.4134883906591101e-13,1.5456467241252902e-21,154.0,0.0,0.99999788022412583,1.0,18.999999999999435,2.5729875266175389e-07,1.0018014698122479e-07,6.8162354420863684e-07,6.8162448340932131e-07,3.9904894686961099e-07
7.066890613778925e-12,0.8693272349592417,4.0771453932709923e-13,5.0760915289771845e-19,5.0760915225354881e-19,4.6824988930788074e-30,5.962470964637744e-30,0.0,0.0,5.6429632355030249e-13,1.6495116666935057e-21,154.0,0.0,0.99999782777621382,1.0,18.999999999999414,2.636780930832337e-07,1.0025069226244326e-07,6.9852343502546547e-07,6.9852440703683946e-07,4.1124715854695421e-07
7.23786554791372e-12,0.8693272349592418,4.1757767100809709e-13,5.324673874681184e-19,5.3246738681208522e-19,5.1065166482387166e-30,6.5040111012314498e-30,0.0,0.0,5.8770472170889746e-13,1.7579161379335595e-21,154.0,0.0,0.99999777532868961,1.0,18.999999999999392,2.7005743179530144e-07,1.0031279408597571e-07,7.1542332360866228e-07,7.1542432889159092e-07,4.2345343186945073e-07
7.408840482048515e-12,0.8693272349592418,4.2744075393163047e-13,5.5791978597090838e-19,5.5791978530334582e-19,5.5583859243278114e-30,7.0812505612287886e-30,0.0,0.0,6.1157403347554771e-13,1.8709618883304871e-21,154.0,0.0,0.99999772288150712,1.0,18.999999999999364,2.7643676879795997e-07,1.003674630096146e-07,7.3232320995823808e-07,7.3232424897358723e-07,4.3566680189850801e-07
7.579815416183309e-12,0.8693272349592418,4.3730378809796301e-13,5.8396634546891881e-19,5.8396634479017545e-19,6.0392845430261354e-30,7.695705744976084e-30,0.0,0.0,6.3590425878410404e-13,1.9887511113910072e-21,154.0,0.0,0.99999767043462662,1.0,18.999999999999339,2.8281610409121146e-07,1.0041558863654391e-07,7.4922309407420367e-07,7.4922416728283834e-07,4.4788641918993698e-07
