Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389)
1.977013763279409e-12,0.3447057621952697,6.084203855607388e-12,1.1728464030435557e-17,1.1593937893566322e-17,6.5716004985643098e-28,2.9867106830024532e-22,0.0,0.0,6.4554416006581748e-12,3.3405149180467334e-20,154.0,0.0,0.99999136742282901,1.0,18.999999980395767,3.2689659341884516e-07,7.6960570172855743e-07,2.5532618664475618e-06,2.5635540688858518e-06,9.1757843960251311e-07,1.4928242252057074e-08,1.1607205727317238e-12,4.6683735817496916e-09,1.4820249574331459e-06,1.630598276849308e-16,2.9955489328667459e-11,2.5178435352972228e-11,1.3117652281293528e-13,1.3110959762898137e-13,4.7729720658329234e-17,2.0036034956899929e-13,1.9195463285764863e-17,2.177558282297322e-12,3.5269370046549707e-31,3.2975600930570833e-31,3.2975670970389967e-31,1.0501175809983819e-16,4.7315086172085037e-19,3.5383572975582878e-17,2.9259422462734382e-19,1.9593734336378363e-20,1.1466345033490412e-19,3.1373139549416925e-23,1.5376230108441465e-26,1.6828115005097823e-27,2.2107719472939884e-31,5.2401244605197954e-35,9.3351688079227758e-34,1.5823269723527337e-29,2.2395189161548133e-34,1.2404789970994328e-13,1.7586621702074825e-19,6.8860042377216669e-22,7.727273989353601e-23,3.9407884965322484e-24,1.1985035369713584e-22,1.0605595843998375e-29,6.0887316687885033e-30,2.1608213178659632e-27,4.4201608268238199e-32,7.6752328097945332e-28,2.3849004178949128e-32,1.4333158372783062e-33,1.6233354760339332e-31,1.229429002648305e-31,1.2293828792371602e-31,4.6123411144797331e-36,9.8435785426802311e-27
2.013601449804505e-12,0.34470576219393606,6.1970127766021201e-12,1.2169390971154456e-17,1.2027305296225545e-17,7.017909602634014e-28,3.1556737077946044e-22,0.0,0.0,6.6564976873690801e-12,3.512332021337427e-20,154.0,0.0,0.99999120790306528,1.0,18.999999979718364,3.3294627615173697e-07,7.705486802852348e-07,2.6002385349650872e-06,2.6109560623112538e-06,9.3955389390495688e-07,1.5478956109165846e-08,1.1821839623927529e-12,4.7948359020447242e-09,1.517518587838353e-06,1.6907528892972173e-16,3.1074025039683698e-11,2.6114611919311117e-11,1.3857753888408586e-13,1.3850650072781603e-13,5.058008201295995e-17,2.0942127951143123e-13,2.0458074246061926e-17,2.2588711720735484e-12,4.0090887711363324e-31,3.7483599294689178e-31,3.7483680384768881e-31,1.1111988535805939e-16,4.998730624815154e-19,3.6342088522917633e-17,3.0057699639305231e-19,2.0356749448495078e-20,1.2144532244903397e-19,3.3870443448225559e-23,1.6918293731974043e-26,1.8516833899193233e-27,2.4792025053939459e-31,5.8885057983296955e-35,1.0277104401310278e-33,1.7411416193227015e-29,2.4997575205967306e-34,1.2965767711319751e-13,1.8241865112049278e-19,7.2728337373683464e-22,8.0493554582302151e-23,4.0900097630177064e-24,1.2669131679415326e-22,1.120138329791662e-29,6.4307763884892027e-30,2.3268868948270393e-27,4.7633793223139101e-32,8.2650694209607032e-28,2.5686778979395786e-32,1.5435117653972805e-33,1.7522177591487006e-31,1.3486652179733422e-31,1.3486136755419559e-31,5.1542431386112862e-36,1.0892688446155992e-26
2.050189136329601e-12,0.34470576219258214,6.3098293763573909e-12,1.2618555556763341e-17,1.2468634127462583e-17,7.4862641322619292e-28,3.3308938932294167e-22,0.0,0.0,6.8605166806713268e-12,3.6901099462566138e-20,154.0,0.0,0.99999104838456265,1.0,18.999999979030715,3.3899595734007934e-07,7.7142264710134943e-07,2.6472054481036985e-06,2.6583575130919977e-06,9.615552596006921e-07,1.6039391500060725e-08,1.2036471063230916e-12,4.9218242137759441e-09,1.5530540699536534e-06,1.7519693986947964e-16,3.2213053530437538e-11,2.7067716156738777e-11,1.4625117235859153e-13,1.4617585382905855e-13,5.3541882813213306e-17,2.1869651462394225e-13,2.1776646707756095e-17,2.3416739609185336e-12,4.5466324929850017e-31,4.2509506493131506e-31,4.2509600129216904e-31,1.1746644580003513e-16,5.2758165405261826e-19,3.730459083728397e-17,3.0859507277437354e-19,2.1134041357284191e-20,1.2848863565386545e-19,3.6513958830904329e-23,1.8581756725613342e-26,2.0338621586591249e-27,2.7742978835007192e-31,6.6029738534069305e-35,1.1293667044098886e-33,1.9124737820494139e-29,2.7847140805144215e-34,1.3540013041752699e-13,1.8909036147509996e-19,7.6737905670989818e-22,8.3781060663660634e-23,4.2420217535802017e-24,1.3378746561470139e-22,1.1818929594494068e-29,6.7853129681270469e-30,2.5023412925848929e-27,5.1262015618732876e-32,8.8882510264097735e-28,2.7628726737455004e-32,1.6599399415952372e-33,1.8886313130595817e-31,1.4769766032231419e-31,1.4769191213219363e-31,5.7481901205458721e-36,1.2030522033965395e-26
2.123364509379793e-12,0.34470576218981414,6.5354856121549861e-12,1.3541619109575803e-17,1.3375178219152301e-17,8.4919287469629833e-28,3.7005614086585448e-22,0.0,0.0,7.2774430284246871e-12,4.064018176084298e-20,154.0,0.0,0.99999072935098532,1.0,18.999999977624807,3.5109531508314583e-07,7.7298337020649432e-07,2.7411100611441827e-06,2.7531588780103167e-06,1.0056282805469133e-06,1.7189373998243935e-08,1.2465726983312832e-12,5.1772875212027704e-09,1.6242385651554065e-06,1.8775823316391534e-16,3.4552587916664288e-11,2.9024673799113554e-11,1.6243582506266542e-13,1.6235142994879757e-13,5.9808308448237396e-17,2.3789080589923152e-13,2.4586805405033013e-17,2.511749189716201e-12,5.8090774594323836e-31,5.431309797037107e-31,5.4313221882398677e-31,1.3089486164251947e-16,5.8602916668809625e-19,3.9240863829353894e-17,3.2473144474953557e-19,2.2731379328502731e-20,1.4337893956850049e-19,4.2262041068126665e-23,2.2301247709169739e-26,2.4412546411986148e-27,3.4529232866493236e-31,8.2519016836175675e-35,1.3568234257675414e-33,2.2956214711134065e-29,3.436251941774157e-34,1.4728362456884006e-13,2.0279149835742036e-19,8.5190725429849337e-22,9.0556090825466545e-23,4.5544218649704749e-24,1.4876392214363662e-22,1.3120817864083472e-29,7.5327338574592055e-30,2.8828106781578004e-27,5.9135980112803897e-32,1.0239599835215621e-27,3.1840648406765095e-32,1.9124186978180429e-33,2.1852088806197003e-31,1.7628763491004278e-31,1.7628052677933328e-31,7.1081307095113296e-36,1.4594996355216269e-26
2.1892223451249654e-12,0.34470576218725474,6.738602485777107e-12,1.440060278951553e-17,1.4218301364133426e-17,9.479578566182215e-28,4.0558045261613685e-22,0.0,0.0,7.6628089887476476e-12,4.4221068804838476e-20,154.0,0.0,0.99999044222423628,1.0,18.999999976324794,3.6198473176961686e-07,7.7419891758727592e-07,2.8255909820152642e-06,2.8384784717213374e-06,1.0453649980577254e-06,1.8257473399246549e-08,1.2852049908747712e-12,5.4087822604281567e-09,1.6884192875430461e-06,1.9942511864680707e-16,3.6728251902700681e-11,3.0843743485010518e-11,1.7798333478503233e-13,1.778901640419769e-13,6.5850538267307169e-17,2.5590072734744221e-13,2.7320204770941814e-17,2.669912240324928e-12,7.190967765094455e-31,6.723351643474445e-31,6.723367458839378e-31,1.4384620512215295e-16,6.4218381193780992e-19,4.0995468218215943e-17,3.3936112752586965e-19,2.4217619166971663e-20,1.5772282987508283e-19,4.7992389812279977e-23,2.6137239448348804e-26,2.8614615675529084e-27,4.1770145406975777e-31,1.0019100277160627e-34,1.5915935350208565e-33,2.690834698348508e-29,4.1267257078193488e-34,1.5843384108428606e-13,2.1553016469123235e-19,9.3306127771018462e-22,9.6881559923599653e-23,4.8451361819246592e-24,1.6316211232376638e-22,1.4370738384941124e-29,8.2503197673090336e-30,3.2608890700758805e-27,6.6967808994395764e-32,1.1582446218305918e-27,3.6027095777303328e-32,2.1633184233857691e-33,2.4808291684036791e-31,2.0565173779169439e-31,2.0564318605235856e-31,8.5517393358273269e-36,1.7265120368426272e-26
2.255080180870138e-12,0.3447057621846308,6.9417442387000774e-12,1.5286359652534939e-17,1.5087227874459723e-17,1.0549900167772626e-27,4.4330926668444596e-22,0.0,0.0,8.0577733922844808e-12,4.8013579875907933e-20,154.0,0.0,0.99999015510034961,1.0,18.999999974992093,3.7287414345185007e-07,7.752590363773991e-07,2.910040500661936e-06,2.9237966369254326e-06,1.0851600692995262e-06,1.9356865424595083e-08,1.3238366365333341e-12,5.6416515517313187e-09,1.7526942630438405e-06,2.114338179120851e-16,3.8970309105371268e-11,3.2717527424077372e-11,1.9449000725538534e-13,1.9438746550730445e-13,7.2286874097432273e-17,2.7460808778730641e-13,3.0254873963269614e-17,2.8329024024238411e-12,8.8453564438392805e-31,8.2701788066710887e-31,8.270198846762044e-31,1.5764840690073353e-16,7.0181090765102151e-19,4.2760491063598259e-17,3.5408463340499474e-19,2.5749820149279448e-20,1.7298886604124795e-19,5.4286298903818705e-23,3.0483944809855201e-26,3.33767210046488e-27,5.0235846039085876e-31,1.2093877324139691e-34,1.8578131658178811e-33,3.1387352279484773e-29,4.9290940557942878e-34,1.7001583763154768e-13,2.286548507058735e-19,1.0191751404542452e-21,1.034228855432809e-22,5.1449078779224515e-24,1.7845939806048788e-22,1.5697050155177926e-29,9.0117622721369833e-30,3.6749721292979924e-27,7.5552640503419935e-32,1.3053162338589439e-27,4.0613189805740673e-32,2.4381188299068223e-33,2.8054890143484585e-31,2.3880366763071306e-31,2.3879343583812131e-31,1.023179259173973e-35,2.0317052686342038e-26
2.3209380166153105e-12,0.34470576218194293,7.1449108710317507e-12,1.6198920779494822e-17,1.5981960878533277e-17,1.170731541182701e-27,4.8330904137139755e-22,0.0,0.0,8.4623357374242763e-12,5.2024811494651919e-20,154.0,0.0,0.99998986797896838,1.0,18.999999973626906,3.8376355012987525e-07,7.7618360130266625e-07,2.9944586936944978e-06,3.0091134802701238e-06,1.1250060308593533e-06,2.048747348557634e-08,1.3624676836005056e-12,5.8757887480546305e-09,1.8170514371535504e-06,2.2378349437035994e-16,4.12787584171287e-11,3.4645976478980809e-11,2.1198425204036839e-13,2.1187172405176276e-13,7.9129686562436667e-17,2.9401377116572396e-13,3.3398302019492745e-17,3.0007196273844805e-12,1.0815573619390976e-30,1.0112305824141452e-30,1.0112331044758377e-30,1.7233127005850755e-16,7.65014075351485e-19,4.4535124031096971e-17,3.6889530982653344e-19,2.7327871923529844e-20,1.8920507722049675e-19,6.1179390797043106e-23,3.5390667892539147e-26,3.8753022538643873e-27,6.0086823517911319e-31,1.4518231538111794e-34,2.1585390139022271e-33,3.6444207481091788e-29,5.8574060419327654e-34,1.8203016030267677e-13,2.4216539477025367e-19,1.1103916624358949e-21,1.1017998109481038e-22,5.4537427705706024e-24,1.9468286816622283e-22,1.7101952899838058e-29,9.8183242443948342e-30,4.1272732673056436e-27,8.4937202342422052e-32,1.4659607839650363e-27,4.5623555230474001e-32,2.7382895514703953e-33,3.1610299528980095e-31,2.7609841167110732e-31,2.7608623337234087e-31,1.2178298766466614e-35,2.3790919893169834e-26
2.386795852360483e-12,0.3447057621791915,7.3481023829111682e-12,1.7138317182936662e-17,1.6902503505946866e-17,1.2956359415515317e-27,5.2564624323365546e-22,0.0,0.0,8.8764955293477354e-12,5.6261949268044646e-20,154.0,0.0,0.9999895808597814,1.0,18.999999972229404,3.9465295180371919e-07,7.7698994321598205e-07,3.0788456375357838e-06,3.0944291001271262e-06,1.1648963746065603e-06,2.1649221180829843e-08,1.401098176622613e-12,6.1110954780880641e-09,1.8814802982886866e-06,2.3647331347870898e-16,4.3653598810180353e-11,3.6629041588366166e-11,2.3049445320106579e-13,2.3037130388655107e-13,8.6391335161947021e-17,3.1411853850690543e-13,3.6757979325075932e-17,3.1733638724111112e-12,1.315028498417021e-30,1.2295236278678501e-30,1.2295267815153774e-30,1.8792483224647871e-16,8.3189689122766978e-19,4.6318621512575731e-17,3.837870204949441e-19,2.8951664427674967e-20,2.0639942405794805e-19,6.8708351431757214e-23,4.0909767043207808e-26,4.4801047364360923e-27,7.1498833020811432e-31,1.7338425278751256e-34,2.4970187391432273e-33,4.2133061529120094e-29,6.9269924308721373e-34,1.9447727908224986e-13,2.5606163609295313e-19,1.2068533068605408e-21,1.17152759156763e-22,5.771646692687294e-24,2.1185959975517512e-22,1.8587640850041765e-29,1.0671265402447073e-29,4.6200715783487107e-27,9.5169621716320154e-32,1.640987549168279e-27,5.1083548935333524e-32,3.0653438293562652e-33,3.5493498855090175e-31,3.1791244335174725e-31,3.178980193169271e-31,1.4424034820123916e-35,2.7729612291433064e-26
2.4526536881056555e-12,0.34470576217637666,7.5513187745060911e-12,1.8104579807253648e-17,1.784885888749704e-17,1.4301680573844917e-27,5.7038734708696347e-22,0.0,0.0,9.3002522795764726e-12,6.073226785590131e-20,154.0,0.0,0.99998929374251766,1.0,18.999999970799745,4.0554234847340477e-07,7.7769317575551083e-07,3.163201408421637e-06,3.1797435872356679e-06,1.2048254250252241e-06,2.2842032295889487e-08,1.4397281566897092e-12,6.3474810029552185e-09,1.9459716796603955e-06,2.4950244273568449e-16,4.6094829330288658e-11,3.8666673766695964e-11,2.5004896933243026e-13,2.4991454376758348e-13,9.4084168289214814e-17,3.3492304369790988e-13,4.0341396525466426e-17,3.3508351000979913e-12,1.5903967623128626e-30,1.4869907746436028e-30,1.4869946940871409e-30,2.0445936476841533e-16,9.0256288627453578e-19,4.8110295750145039e-17,3.9875410527063826e-19,3.06210878887943e-20,2.2459979887009637e-19,7.6910927526920677e-23,4.7096743459767439e-26,5.1581788280591361e-27,8.4663829112248257e-31,2.0605278034936878e-34,2.8766965951407903e-33,4.8511328746112273e-29,8.1545410819712161e-34,2.0735759762100341e-13,2.7034341468424813e-19,1.3087021812907126e-21,1.24341131791313e-22,6.0986254914404188e-24,2.3001665830203514e-22,2.0156302759265014e-29,1.1571842319916934e-29,5.1557118110827588e-27,1.0629942472722245e-31,1.8312291084667455e-27,5.7019259613983888e-32,3.4208384920520555e-33,3.9724030547017231e-31,3.6464435016083689e-31,3.6462734544950676e-31,1.7004711330162082e-35,3.2178877267784055e-26
2.518511523850828e-12,0.3447057621734989,7.7545600460107047e-12,1.9097739528860927e-17,1.8821030155196858e-17,1.5748040580485293e-27,6.1759883600921046e-22,0.0,0.0,9.7336055055575604e-12,6.5443130937341662e-20,154.0,0.0,0.99998900662694024,1.0,18.999999969338095,4.1643174013895267e-07,7.7830647988842557e-07,3.2475260824013638e-06,3.2650570252953085e-06,1.2447882323614781e-06,2.4065830802726329e-08,1.4783576617035338e-12,6.5848616234057186e-09,2.0105175866917618e-06,2.6287005167633476e-16,4.8602449091058049e-11,4.0758824104088657e-11,2.7067613360262647e-13,2.7052975703575405e-13,1.022205232488276e-16,3.5642784723903121e-13,4.4156043586473488e-17,3.5331332780213557e-12,1.9137413471369866e-30,1.7893162588884239e-30,1.7893211020591271e-30,2.2196537166634016e-16,9.7711554642587379e-19,4.9909512342956697e-17,4.1379134305764629e-19,3.2336032822372459e-20,2.4383402582411132e-19,8.5825923881569066e-23,5.4010329496766398e-26,5.9159802297974518e-27,9.9790926011078731e-31,2.4374471484155283e-34,3.3012190437539961e-33,5.5639781926173539e-29,9.5581744961791648e-34,2.2067146174940293e-13,2.8501057132110525e-19,1.4160800386861663e-21,1.3174501077955644e-22,6.4346850275535033e-24,2.4918109769802263e-22,2.1810121919360038e-29,1.2521308434883767e-29,5.7366043403473854e-27,1.1837753577229214e-31,2.0375413322052325e-27,6.3457507435913101e-32,3.8063739353647961e-33,4.4322000182387374e-31,4.1671546119904785e-31,4.1669550205678757e-31,1.9959142260236104e-35,3.7187412517685724e-26
2.5843693595960006e-12,0.3447057621705584,7.9578261976435511e-12,2.0117827156365177e-17,1.9819020442288288e-17,1.7300314448650487e-27,6.6734720134352786e-22,0.0,0.0,1.0176554730279863e-11,7.0401991177255619e-20,154.0,0.0,0.99998871951284263,1.0,18.999999967844605,4.2732112680038097e-07,7.788413521212563e-07,3.3318197353382022e-06,3.3503694915130336e-06,1.2847804794148587e-06,2.5320540859292483e-08,1.5169867266262212e-12,6.8231601327212954e-09,2.0751110464721941e-06,2.7657531186718866e-16,5.1176457268662403e-11,4.2905443766157628e-11,2.9240425379229048e-13,2.9224523165699141e-13,1.1081272627432134e-16,3.7863342823839764e-13,4.8209408981943022e-17,3.7202583783628349e-12,2.2918260591933266e-30,2.1428244763184514e-30,2.1428304282599763e-30,2.4047358880939663e-16,1.055658312678107e-18,5.1715686100498599e-17,4.2889391776259496e-19,3.40963900315739e-20,2.641298611166935e-19,9.5493200682822261e-23,6.1712576680804324e-26,6.7603308881005954e-27,1.1710738447647208e-30,2.8706866027095345e-34,3.7744403549295817e-33,6.3582645197576889e-29,1.1157529472558482e-33,2.344191669041145e-13,3.0006294751485419e-19,1.529128278428609e-21,1.3936430779340713e-22,6.7798311745729551e-24,2.6937996030451878e-22,2.3551276176336899e-29,1.3520914058943589e-29,6.3652251390766311e-27,1.3145627694446419e-31,2.2608033714904958e-27,7.0425843713908578e-32,4.2235941026207864e-33,4.9308076234235216e-31,4.7457047445909114e-31,4.7454714503964977e-31,2.3329419441407763e-35,4.280695913105506e-26
2.650227195341173e-12,0.3447057621675555,8.1611172296455726e-12,2.116487343073352e-17,2.0842832883254329e-17,1.8963490532036902e-27,7.1969894270142196e-22,0.0,0.0,1.0629099481920834e-11,7.5616390192778381e-20,154.0,0.0,0.99998843240004498,1.0,18.999999966319422,4.3821050845770542e-07,7.79307819561984e-07,3.4160824429097784e-06,3.4356810571067192e-06,1.3247984007775863e-06,2.6606086809066179e-08,1.5556153837079564e-12,7.0623053132583192e-09,2.1397459773170438e-06,2.9061739690129979e-16,5.3816853096993306e-11,4.5106483993850448e-11,3.1526161233370538e-13,3.1508923026211374e-13,1.1987309254569487e-16,4.0154019480470353e-13,5.2508978996912786e-17,3.912210377562867e-12,2.7321553493347481e-30,2.5545323791867233e-30,2.5545396558233289e-30,2.6001498298615412e-16,1.1382945812059359e-18,5.3528277226620401e-17,4.4405738696794767e-19,3.5902050606516339e-20,2.8551499315247538e-19,1.0595367082112304e-22,7.0268943430060616e-26,7.6984287927010248e-27,1.3685962584061395e-30,3.3668829168075407e-34,4.3004281915373084e-33,7.2407686653606689e-29,1.2973838919604335e-33,2.4860096456267727e-13,3.1550038548140879e-19,1.6479879473316221e-21,1.4719893451593751e-22,7.134069818194222e-24,2.9064027700439463e-22,2.5381937945918866e-29,1.4571906386139377e-29,7.0441157503394868e-27,1.4558936743597115e-31,2.5019176476530015e-27,7.7952550572998767e-32,4.6741864649524967e-33,5.4703489815166316e-31,5.3867808381650855e-31,5.3865092272463975e-31,2.7161091868800443e-35,4.9092394534428811e-26
2.7160850310863456e-12,0.3447057621644904,8.3644331422783392e-12,2.2238909025461771e-17,2.1892470613830847e-17,2.0742670545810984e-27,7.7472056796593361e-22,0.0,0.0,1.1091239293520559e-11,8.1093958519783539e-20,154.0,0.0,0.99998814528839031,1.0,18.999999964762683,4.4909988511094048e-07,7.7971462732565446e-07,3.5003142806085677e-06,3.5209917877694348e-06,1.364838712459478e-06,2.7922393180597909e-08,1.5942436626963851e-12,7.3022314721518554e-09,2.2044170751015383e-06,3.0499548239331628e-16,5.6523635863185336e-11,4.7361896103288312e-11,3.3927646634989337e-13,3.3908999018650427e-13,1.2941392620683188e-16,4.2514849310346036e-13,5.706223712615703e-17,4.1089892560010336e-12,3.2430332889575383e-30,3.0322046268667083e-30,3.0322134791782942e-30,2.8062075100028019e-16,1.2251277034706627e-18,5.5346787800382759e-17,4.5927765281913021e-19,3.7752905923546343e-20,3.0801704272197012e-19,1.17249297212583e-22,7.9748382483051632e-26,8.7378577486580352e-27,1.5931427272061391e-30,3.9332575730636326e-34,4.8834691794687725e-33,8.218631075560302e-29,1.5030015788157671e-33,2.6321706785069305e-13,3.3132272811376176e-19,1.7727997406371364e-21,1.552488027285143e-22,7.4974068556402013e-24,3.1298906725127198e-22,2.7304274228891615e-29,1.5675529501772872e-29,7.7758832595025615e-27,1.6083192294450509e-31,2.7618098417523308e-27,8.6066640620769763e-32,5.1598820016671887e-33,6.0530034422622839e-31,6.0953160573715304e-31,6.0950010238741019e-31,3.150334974283223e-35,5.6101825291424263e-26
2.781942866831518e-12,0.34470576216136367,8.5677739358224089e-12,2.3339964546742095e-17,2.2967936771018157e-17,2.2643069587642928e-27,8.324785932948317e-22,0.0,0.0,1.1562973702680827e-11,8.684241557940133e-20,154.0,0.0,0.99998785817774172,1.0,18.999999963174542,4.5998925676009855e-07,7.8006940224448158e-07,3.5845153237423494e-06,3.6063017440978671e-06,1.4048985504110697e-06,2.9269384687057695e-08,1.6328715910318471e-12,7.5428780128910979e-09,2.2691197139666249e-06,3.1970874597449186e-16,5.929680490348745e-11,4.9671631485605897e-11,3.644770476936239e-13,3.6427572350962344e-13,1.3944752038283699e-16,4.4945861526817733e-13,6.1876663553717223e-17,4.3105949977010681e-12,3.8336255627054727e-30,3.5844115578603866e-30,3.5844222764964539e-30,3.0232231876956343e-16,1.3162609863218152e-18,5.7170758528812559e-17,4.7455093533410336e-19,3.9648847644517976e-20,3.3166356317907246e-19,1.2942309012841455e-22,9.0223428037572008e-26,9.8865971226294512e-27,1.8475921632299596e-30,4.5776520045361257e-34,5.528074463045972e-33,9.2993650508918418e-29,1.7350739122783032e-33,2.7826765644004363e-13,3.4752981895655338e-19,1.9037040029994226e-21,1.6351382437558664e-22,7.8698481950869726e-24,3.3645333911688514e-22,2.9320446626256918e-29,1.6833024391104775e-29,8.5632002665096537e-27,1.7724045508190068e-31,3.0414288841243876e-27,9.4797856618999584e-32,5.6824551806937401e-33,6.6810065685203924e-31,6.8764960570269131e-31,6.8761319648944039e-31,3.6409213250960732e-35,6.3896679760471188e-26
2.8478007025766907e-12,0.3447057621581751,8.7711396105757993e-12,2.4468070533630028e-17,2.4069234493092402e-17,2.4670016158782717e-27,8.9303954312383451e-22,0.0,0.0,1.2044302251287114e-11,9.2869569644568638e-20,154.0,0.0,0.99998757106797975,1.0,18.999999961555108,4.7087862340519084e-07,7.8037879602542415e-07,3.668685647434659e-06,3.6916109819878131e-06,1.4449754167646803e-06,3.0646986225783433e-08,1.6714991940262955e-12,7.7841890398313582e-09,2.3338498594904237e-06,3.3475636728776275e-16,6.2136359599451421e-11,5.2035641606791327e-11,3.9089156298633939e-13,3.9067461709436744e-13,1.4998615719729457e-16,4.7447080631835595e-13,6.69597347021759e-17,4.517027590058483e-12,4.5140245440878427e-30,4.22059004517945e-30,4.2206029655455135e-30,3.251513404282588e-16,1.4117976920926025e-18,5.8999765749286973e-17,4.8987374786505523e-19,4.1589767716073572e-20,3.5648204061811026e-19,1.4251910453141159e-22,1.0177028260142541e-25,1.115303156351019e-26,2.1350471019463543e-30,5.308564022103281e-34,6.2389852458188356e-33,1.0490865941300746e-28,1.9962542223544876e-33,2.9375288083217558e-13,3.6412150218254326e-19,2.0408407294574666e-21,1.7199391161240486e-22,8.2513997551331446e-24,3.6106008933669767e-22,3.1432611354209465e-29,1.8045628947952932e-29,9.4088048582733384e-27,1.9487287078523338e-31,3.3417469439686877e-27,1.0417667115655429e-31,6.2437239391044935e-33,7.3566501109995131e-31,7.7357652435601224e-31,7.7353458862993741e-31,4.1935726074949295e-35,7.254180061021376e-26
2.913658538321863e-12,0.3447057621549253,8.9745301668525854e-12,2.5623257458210944e-17,2.519636691961665e-17,2.6828952185175857e-27,9.5646995016986086e-22,0.0,0.0,1.2535224485251997e-11,9.9183317806617204e-20,154.0,0.0,0.99998728395900005,1.0,18.999999959904518,4.8176798504622725e-07,7.8064861010712524e-07,3.7528253266252476e-06,3.7769195529990021e-06,1.4850671329477818e-06,3.2055122877830421e-08,1.7101264950271708e-12,8.0261129933767614e-09,2.3986039929594574e-06,3.5013752798286941e-16,6.5042299374416123e-11,5.4453878007526542e-11,4.1854819365699831e-13,4.1831483262628306e-13,1.6104210778945662e-16,5.0018527019311716e-13,7.2318922843721814e-17,4.7282870235893082e-12,5.2953175325706067e-30,4.951107308603558e-30,4.9511228164552554e-30,3.4913969743275503e-16,1.511841038689643e-18,6.0833418664379744e-17,5.0524287420258756e-19,4.3575558368925328e-20,3.8249989405045174e-19,1.5658243741948343e-22,1.1446890355481414e-25,1.2545960697422539e-26,2.4588449043306736e-30,6.1351854669449426e-34,7.0211783167431564e-33,1.1801420318551365e-28,2.2893902922600805e-33,3.0967286609382826e-13,3.8109762257085132e-19,2.1843495663963862e-21,1.8068897683795438e-22,8.6420674643099892e-24,3.8683630335388934e-22,3.3642919258946883e-29,1.9314577983194381e-29,1.0315500581175273e-26,2.1378847173025853e-31,3.6637594189745216e-27,1.1423428632350835e-31,6.8455496637098557e-33,8.0822819830875268e-31,8.6788330336666693e-31,8.6783515921303041e-31,4.8144153636372046e-35,8.210553719215296e-26
2.9795163740670357e-12,0.3447057621516144,9.1779456049816265e-12,2.6805555725765931e-17,2.6349337191451874e-17,2.9125433038616417e-27,1.0228363554343111e-21,0.0,0.0,1.303573995427831e-11,1.0579164594190492e-19,154.0,0.0,0.99998699685071213,1.0,18.999999958222894,4.9265734168321668e-07,7.8088390438616313e-07,3.8369344360705295e-06,3.8622275046914964e-06,1.5251717988538107e-06,3.3493719907521868e-08,1.7487535155712554e-12,8.2686023135784229e-09,2.4633790454235369e-06,3.6585141171139322e-16,6.8014623690265606e-11,5.6926292303028049e-11,4.4747509598083439e-13,4.4722450665264502e-13,1.7262763233136389e-16,5.2660217500532411e-13,7.7961695765354568e-17,4.9443732916983545e-12,6.1896582253479276e-30,5.7873277523160295e-30,5.7873462898978552e-30,3.7431949767055116e-16,1.6164941996773697e-18,6.26713567921084e-17,5.2065534756060449e-19,4.5606112117138411e-20,4.0974447558066615e-19,1.7165922517623109e-22,1.2840308942491895e-25,1.4074608797101925e-26,2.8225692230850977e-30,7.0674411029969868e-34,7.8798715617638036e-33,1.323971512607349e-28,2.617533597526251e-33,3.2602771511013037e-13,3.9845802548683661e-19,2.3343698124985353e-21,1.895989327161272e-22,9.0418572606291193e-24,4.1380895536182807e-22,3.5953515831316329e-29,2.0641103233174631e-29,1.128615641367153e-26,2.3404795374711449e-31,4.0084849249847005e-27,1.2500263338644915e-31,7.4898371717232124e-33,8.8603062357767132e-31,9.7116801101709093e-31,9.7111291083100819e-31,5.5100186082469739e-35,9.2659837770984778e-26
