Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389)
1.102594927676881e-06,0.34476532157883216,8.6110203566474677e-07,2.57454771153425e-06,0.00059200677024690983,2.0597353731240264e-07,0.010380153714781046,0.0,0.0,0.0034482725163938106,0.035080762865693116,154.0,0.0,0.068435690383800138,1.0,18.91102137566433,0.0091031643384318732,1.0229797261822417e-07,0.00065285554824469458,0.0099280982138781528,0.13007368890663107,0.0001256194131843074,4.473568711630668e-09,2.8864669478158e-05,0.35879843536356298,1.3721576484279408e-12,0.1509489072867532,8.2845850425026829e-07,0.101780135822908,0.024574212167022585,1.0638324510778675e-05,3.6094485104970276e-05,6.4626166636921976e-06,0.12766102582694466,0.00014138299700437398,0.0043456771318524838,0.029074562067077096,0.023430111552272297,6.4959944092510374e-06,2.187786638600754e-13,2.1230776221806213e-10,1.6935173395596927e-09,4.9930022206561688e-05,0.0051515517715555572,0.0006225993556133125,0.00080890563683267585,0.0002188358560029427,0.0031483435596953583,4.6089003536242918e-10,0.0066718133588050928,0.005748195266757958,1.2768375491435632e-05,3.3642210828546719e-05,6.4733552008540056e-06,1.8784865424887098e-08,7.588046458190391e-08,0.00021455745925980777,9.9703132883431985e-14,5.7240037794946371e-14,0.0005511654169199384,1.1742124652734104e-08,6.85671014333269e-06,2.1428504709624418e-10,1.2825656756480265e-11,1.649033030992701e-09,0.0014923232237346092,0.00020670574618887109,0.0012856174775457379,0.004317383056085102
1.1115826315748991e-06,0.3447654482978937,8.5495603268351253e-07,2.5863978706982406e-06,0.00059182056473771781,2.0734254175230005e-07,0.010448690722279918,0.0,0.0,0.0034593623619344261,0.035176231501051231,154.0,0.0,0.06743828031121181,1.0,18.91083041065361,0.0089912412248678106,1.0144817379821623e-07,0.0006344120579883434,0.0097525499345117034,0.12988463265873351,0.00012206955324418904,4.3944212379862685e-09,2.8353988681256311e-05,0.35994555783444582,1.3333820536035692e-12,0.15098959826692834,8.0508886276694076e-07,0.10183798066236929,0.024532317526918198,1.0620076917878401e-05,3.6209974430574084e-05,6.4515316882807607e-06,0.12787812154729039,0.00014089861401708588,0.0043276366455806976,0.029095808145675268,0.023308421419510672,6.5070450525978054e-06,2.1490797819399903e-13,2.1266656897505508e-10,1.6854811289348062e-09,4.9883671482911595e-05,0.0051675690353960866,0.00062453232815376947,0.00081143202799062084,0.00021951845503964318,0.0031686090821594973,4.6232949689536642e-10,0.0067565539419778397,0.0058065417450882681,1.2749849137608756e-05,3.3763652040748701e-05,6.4966577556552928e-06,1.8852674847052984e-08,7.6181697860351058e-08,0.00021541000164046172,1.0006204069027387e-13,5.7446088455886638e-14,0.00055405768281209424,1.1803741996594535e-08,6.8842196976191784e-06,2.1514252063566739e-10,1.2877114101845826e-11,1.6556317300446645e-09,0.0015175809000430782,0.00020996750715920054,0.0013076133928838771,0.0043533629712105854
1.1205703354729173e-06,0.3447655738024585,8.4888606903524558e-07,2.5981020567070688e-06,0.00059159381520759702,2.0870582996858821e-07,0.010516733238460214,0.0,0.0,0.0034705030153993548,0.035270353817195621,154.0,0.0,0.066458188672075119,1.0,18.910641060330132,0.008880468829180501,1.0061021105877429e-07,0.00061653534045090844,0.0095800800508836301,0.12969099115134569,0.0001186288161059011,4.3166628899103453e-09,2.7852270896971308e-05,0.36108310741767041,1.2957984217358444e-12,0.15102797260362902,7.8243731058535328e-07,0.10189419442883547,0.02449113930113387,1.0602140780960478e-05,3.6324499615793642e-05,6.4406359141870285e-06,0.12809128974446002,0.00014042333740075242,0.0043099420186372729,0.029115568380527208,0.023187196642264925,6.5178957694308426e-06,2.1110522734096204e-13,2.1301885587956239e-10,1.6774695091109943e-09,4.9835776097850455e-05,0.0051831793698968376,0.00062641609063977951,0.00081389440194532296,0.0002201837257717232,0.0031886467095238731,4.6373248335615024e-10,0.0068414059655472637,0.0058647691771527366,1.2730871979779762e-05,3.3881031427042097e-05,6.5191788147329941e-06,1.8918216258884321e-08,7.6473501600034795e-08,0.000216235873635372,1.0040891183767703e-13,5.7645228813998166e-14,0.00055687476954532163,1.1863757710434668e-08,6.9108740761421946e-06,2.1597327009663268e-10,1.2926971818440211e-11,1.6620247736274779e-09,0.0015429381314450204,0.00021323950505498383,0.001329698626390036,0.0043893757007232815
1.1295580393709355e-06,0.3447656981159646,8.4289059820103141e-07,2.6096595142538749e-06,0.00059132719174706018,2.1006345384705534e-07,0.010584285304235061,0.0,0.0,0.0034816930469402829,0.035363151812024374,154.0,0.0,0.065495036801280354,1.0,18.910453297674692,0.0087708455467240005,9.9783830476907337e-08,0.00059920632245671695,0.00941063209573882,0.12949287791506661,0.0001152935283221296,4.240268153975457e-09,2.7359351505743966e-05,0.36221121683550062,1.2593666272685301e-12,0.15106410876551563,7.6047968231798596e-07,0.10194882716689418,0.024450661891244504,1.0584509317327029e-05,3.6438074034798168e-05,6.4299252211156462e-06,0.12830060932173321,0.00013995694569457086,0.0042925860713349329,0.029133883445212155,0.023066443057952239,6.5285505765735708e-06,2.0736916357328126e-13,2.133647541156179e-10,1.6694829431221287e-09,4.9786360019711255e-05,0.0051983863544059726,0.0006282510767758226,0.00081629332178822492,0.0002208318210491419,0.0032084587745740073,4.6509931557730623e-10,0.0069263648711543266,0.0059228753646284552,1.2711455178037742e-05,3.3994386020088765e-05,6.5409255239181514e-06,1.8981510338376692e-08,7.6755955336387685e-08,0.00021703530002216651,1.0074385638630085e-13,5.7837522055623517e-14,0.00055961714161351821,1.1922181689913215e-08,6.9366804354578656e-06,2.1677751985763331e-10,1.2975243292789957e-11,1.6682138884482389e-09,0.0015683917871716256,0.00021652136439286997,0.0013518704227787556,0.0044254225519994896
1.1385457432689537e-06,0.3447658212609492,8.3696811268932033e-07,2.6210695039133897e-06,0.00059102135920424648,2.1141546416794943e-07,0.010651350949921387,0.0,0.0,0.0034929310158731087,0.035454647021554375,154.0,0.0,0.064548456523808223,1.0,18.910267096382924,0.0086623692617769799,9.896878539219508e-08,0.00058240663798133144,0.0092441508163061403,0.12929040394631389,0.00011206015268755944,4.1652120663696191e-09,2.6875069434285029e-05,0.36333001597431008,1.2240480328349636e-12,0.15109808253670481,7.3919270853313532e-07,0.10200192723996826,0.024410869948245265,1.0567175853222438e-05,3.655071077584738e-05,6.4193955549490933e-06,0.12850615722343936,0.0001394992221825231,0.0042755616924884934,0.029150792969019845,0.022946166079832696,6.5390133911098343e-06,2.0369856604209064e-13,2.137043916077038e-10,1.6615218644315596e-09,4.9735446617796745e-05,0.0052131935374097179,0.00063003771652457032,0.00081862934573927572,0.00022146289239050125,0.0032280476221096754,4.6643031161572987e-10,0.0070114261601795218,0.0059808581555965273,1.2691609643288288e-05,3.4103753335128689e-05,6.5619051213492021e-06,1.9042578032984269e-08,7.7029139951053208e-08,0.00021780850939237447,1.0106698581853069e-13,5.8023032183324672e-14,0.00056228528028776266,1.1979024188112939e-08,6.9616460561254894e-06,2.175554981530745e-10,1.302194214337281e-11,1.6742008308872724e-09,0.0015939387629933747,0.00021981271338101399,0.0013741260496123603,0.0044615047973365768
1.147533447166972e-06,0.3447659432590861,8.3111714308868901e-07,2.6323313031557739e-06,0.00059067697718633483,2.1276191062232567e-07,0.01071793419394977,0.0,0.0,0.003504215470895146,0.035544860533121073,154.0,0.0,0.063618089801721775,1.0,18.910082430839562,0.0085550373745737675,9.816483615571902e-08,0.0005661185992633205,0.0090805821417748317,0.12908367777471547,0.00010892528267118999,4.0914701981511746e-09,2.6399267060435448e-05,0.36443963196543455,1.1898054284414909e-12,0.15112996711705642,7.1855397915364195e-07,0.10205354139252569,0.024371748374673815,1.0550133824717317e-05,3.666242264944628e-05,6.4090429282847596e-06,0.12870800849800457,0.00013904995484549806,0.0042588618453191941,0.029166335561490047,0.022826370719147133,6.5492880335943209e-06,2.0009224005623388e-13,2.1403789312570639e-10,1.6535866784631929e-09,4.9683058690197334e-05,0.0052276044374528884,0.00063177643621802092,0.00082090302729211746,0.00022207709002265485,0.0032474156070886975,4.6772578683540897e-10,0.0070965853921260173,0.0060387154435951962,1.2671346043882706e-05,3.4209171338674928e-05,6.582124931455331e-06,1.9101440542139906e-08,7.7293137592993919e-08,0.00021855573392811633,1.0137841294580866e-13,5.8201823962681522e-14,0.00056487968281663094,1.2034295798504041e-08,6.9857783355035958e-06,2.1830743684837235e-10,1.3067082207142544e-11,1.6799873852674028e-09,0.0016195759816626111,0.0002231131839549352,0.0013964627977076755,0.0044976236741942135
1.1565211510649901e-06,0.34476606413121946,8.2533625713636286e-07,2.6434442073106162e-06,0.00059029470005659591,2.1410284182862229e-07,0.010784039041645833,0.0,0.0,0.0035155449503123685,0.035633812998131911,154.0,0.0,0.062703588394980581,1.0,18.909899276093768,0.0084488468271984671,9.7371749888993434e-08,0.00055032516920988487,0.0089198731517610205,0.12887280552831593,0.00010588563709811747,4.0190186409538035e-09,2.5931790120931118e-05,0.36554018926323489,1.1566029733758703e-12,0.15115983321828536,6.9854190849492288e-07,0.1021037148097534,0.024333282326254362,1.053337677838675e-05,3.6773222196218566e-05,6.3988634208471072e-06,0.12890623635853157,0.00013860893630988729,0.004242479572729909,0.029180548836529725,0.022707061606060352,6.5593782311373487e-06,1.9654901638317126e-13,2.1436538038576359e-10,1.6456777640504067e-09,4.9629218490240042e-05,0.0052416225440362705,0.00063346765866584991,0.00082311491535563429,0.00022267456291932437,0.0032665650928557,4.6898605398807506e-10,0.0071818381830660001,0.0060964451667223441,1.2650674812032158e-05,3.4310678418142758e-05,6.6015923591197039e-06,1.9158119300296943e-08,7.7548031601964459e-08,0.00021927720918548825,1.0167825181873569e-13,5.8373962870680777e-14,0.00056740086165092067,1.2088007438427565e-08,7.009084780761983e-06,2.190335712218069e-10,1.3110677526457804e-11,1.6855753621751999e-09,0.0016453003933300299,0.00022642241181068846,0.0014188779815193407,0.0045337803854384462
1.1655088549630083e-06,0.34476618389739944,8.1962405880275057e-07,2.6544075304822526e-06,0.00058987517692761721,2.1543830534942761e-07,0.010849669484079377,0.0,0.0,0.0035269179822765939,0.035721524644390198,154.0,0.0,0.061804613535462703,1.0,18.909717607835653,0.0083437941283885254,9.6589300252446796e-08,0.00053500993503312864,0.0087619720457349157,0.12865789099668112,0.00010293805506858878,3.947833993128188e-09,2.5472487621985023e-05,0.36663180972048487,1.1244061407074112e-12,0.15118774915609146,6.7913570186222618e-07,0.10215249117480815,0.024295457213095027,1.0516898371796381e-05,3.6883121694510052e-05,6.3888531797830401e-06,0.12910091224102346,0.00013817596379303267,0.0042264080019967527,0.029193469436104773,0.022588243009478357,6.5692876203696523e-06,1.9306775057124012e-13,2.1468697214718652e-10,1.6377954748075156e-09,4.9573947751639607e-05,0.0052552513184905949,0.00063511180326094262,0.00082526555439183316,0.00022325545883871469,0.0032854984494521296,4.7021142329176265e-10,0.0072671802041478668,0.0061540453067842052,1.262960615001499e-05,3.4408313352387976e-05,6.6203148840176591e-06,1.9212635960478556e-08,7.7793906434282836e-08,0.00021997317388445183,1.0196661763986763e-13,5.8539515045651861e-14,0.00056984934369200843,1.2140170333082259e-08,7.0315730021034641e-06,2.1973413975293075e-10,1.3152742336403199e-11,1.6909665968326743e-09,0.0016711089759358631,0.00022974003643542963,0.0014413689395004325,0.0045699760995882429
1.1744965588610265e-06,0.3447663025769134,8.139791873921942e-07,2.6652206064175037e-06,0.00058941905165119796,2.1676834770840294e-07,0.010914829496977857,0.0,0.0,0.0035383330850325529,0.035808015288004723,154.0,0.0,0.060920835613611009,1.0,18.9095374023738,0.0082398753772921132,9.5817267223026719e-08,0.00052015708305712556,0.008606828113379773,0.12843903569198131,0.00010007949110278432,3.8778933463071282e-09,2.5021211752601676e-05,0.36771461266118666,1.0931816642527932e-12,0.15121378093849031,6.603153236312792e-07,0.10219991272375231,0.024258258700468348,1.0500692373809327e-05,3.699213316773262e-05,6.3790084198484581e-06,0.12929210586035478,0.0001377508390458785,0.0042106403489196387,0.029205133053503793,0.022469918855804152,6.5790197502924617e-06,1.8964732229262518e-13,2.1500278430563278e-10,1.6299401404281955e-09,4.9517267712418681e-05,0.0052684941948270211,0.00063670928608210414,0.00082735548455003486,0.00022381992436012281,0.0033042180520039665,4.7140220250726759e-10,0.0073526071801620794,0.0062115138884873914,1.2608150036185116e-05,3.4502115283129772e-05,6.6383000551252232e-06,1.926501237832111e-08,7.8030847590834723e-08,0.0002206438697050449,1.022436266791351e-13,5.8698547238709141e-14,0.00057222566956309344,1.2190795999999018e-08,7.0532507061894393e-06,2.2040938391735279e-10,1.3193291052491668e-11,1.6961629475180342e-09,0.0016969987355765215,0.00023306570113545578,0.0014639330344410652,0.0046062119510643078
1.1924719666570627e-06,0.3447665367494646,8.0288615402071084e-07,2.6863934545385927e-06,0.00058839954365528244,2.1941234994364095e-07,0.011043754054438885,0.0,0.0,0.0035612835279279784,0.035977410840954009,154.0,0.0,0.059197596171978895,1.0,18.909181288040593,0.0080354221999460324,9.4303601224382724e-08,0.00049177812580666696,0.0083046142102419437,0.12798989777317896,9.4617785415529847e-05,3.7416548119129382e-09,2.4142164077560868e-05,0.3698542310586509,1.0335227226745216e-12,0.15126044502617339,6.2435552689407698e-07,0.10229085339082153,0.024185685414818768,1.0469073235881959e-05,3.7207538899657318e-05,6.3598005406172815e-06,0.12966431687873997,0.00013692336216293796,0.0041799901217790068,0.029224827506983249,0.02223476797331287,6.5979660061247687e-06,1.8298461389195482e-13,2.1561751960293582e-10,1.6143115425682176e-09,4.9399762338124192e-05,0.0052938358574518658,0.00063976591473430689,0.00083135535803352263,0.00022490014484106123,0.0033410255119431368,4.736812098678619e-10,0.0075236991562958218,0.0063260486856785382,1.2564114281119761e-05,3.4678378351540374e-05,6.6720888469122346e-06,1.9363432831163217e-08,7.847827569111385e-08,0.00022191043506573717,1.0276404434405393e-13,5.8997321469241941e-14,0.00057676407973464392,1.2287483093724007e-08,7.094205833931179e-06,2.216848788551902e-10,1.3269898696955266e-11,1.7059785363346319e-09,0.001749009953102651,0.00023973974322716367,0.0015092702098754868,0.0046788084346973575
1.2086498336734954e-06,0.3447667439673322,7.9311972421696278e-07,2.7049289186290734e-06,0.00058736315797123856,2.2177385764085099e-07,0.01115821682257608,0.0,0.0,0.0035820677501034489,0.03612588177406411,154.0,0.0,0.057695524678026737,1.0,18.908865562157722,0.0078552457053085133,9.2974841307665583e-08,0.00046767120679287272,0.0080415638303899684,0.12757316999369245,8.9978343352485832e-05,3.6230744456714244e-09,2.3377051654875984e-05,0.37175087942794455,9.8284547661918768e-13,0.15129661675548028,5.9380873767356978e-07,0.10236846242139334,0.024122373856000433,1.0441487418759455e-05,3.739848265746808e-05,6.3430428064351172e-06,0.12998806345289646,0.00013620357416301897,0.0041533781880532788,0.029238593085184682,0.022024856157776034,6.6144453135167198e-06,1.7718547340069176e-13,2.1615212225329485e-10,1.6003408498837163e-09,4.9289391383652147e-05,0.0053153575015573839,0.00064236140696451454,0.0008347529548074741,0.00022581759889303787,0.0033734450656529706,4.7561705811383681e-10,0.0076779306425819767,0.0064286611094704097,1.2523252736086984e-05,3.4824305377869345e-05,6.700053974852795e-06,1.9444914476673143e-08,7.8851284518480468e-08,0.0002229664026062588,1.0319476547411981e-13,5.924460049700071e-14,0.00058060755475792289,1.2369365166291214e-08,7.1283725467474883e-06,2.2274869188381755e-10,1.333380843262882e-11,1.7141651242402733e-09,0.0017960682275829436,0.00024577037886219446,0.0015502978487207488,0.0047442932308953507
1.224827700689928e-06,0.34476694793275636,7.8355179556014103e-07,2.7229681998782211e-06,0.00058621795238600945,2.2411847863606442e-07,0.011271216425987185,0.0,0.0,0.0036029648127261218,0.036270687198679659,154.0,0.0,0.056237953124575878,1.0,18.908554233385576,0.0076786661197137387,9.1676676379234965e-08,0.00044484141859821042,0.0077867049292618291,0.12714515479336058,8.5584762398026071e-05,3.5081895824363296e-09,2.263578361248444e-05,0.37362070638086525,9.3485380433025372e-13,0.15132761349793039,5.6488004582214163e-07,0.1024422779165039,0.02406088121633107,1.0414692384765536e-05,3.7586725275324575e-05,6.3267654524939462e-06,0.13030153850965812,0.00013550633043599232,0.0041276498241825657,0.029248800151202015,0.021816593525607102,6.6304017684277996e-06,1.7156706048246028e-13,2.1666967962750233e-10,1.586461648291743e-09,4.9174764222779928e-05,0.0053356810776455169,0.00064481204467514686,0.00083796207148911003,0.0002266840478256965,0.0034052090714978569,4.7744551608627231e-10,0.0078323732066074223,0.006530818447938444,1.248128139165504e-05,3.4958435946042557e-05,6.7257500992143785e-06,1.9519809308568045e-08,7.9196718525835698e-08,0.00022394437260579117,1.0359053923016793e-13,5.9471816072872243e-14,0.00058422620627815848,1.2446457559391647e-08,7.1600367922555148e-06,2.237343259143495e-10,1.3393037237344026e-11,1.7217500847108134e-09,0.0018433442751740442,0.00025182169405123933,0.0015915225811228041,0.0048099241827560023
1.2410055677063607e-06,0.3447671487344122,7.741755975209758e-07,2.7405082208565799e-06,0.00058496748945820415,2.2644644895090698e-07,0.011382775374044878,0.0,0.0,0.0036239657520501772,0.036411929226915017,154.0,0.0,0.054823253246893508,1.0,18.908247183301686,0.0075056486672018183,9.0408025350329025e-08,0.00042321526005785454,0.0075397775947352958,0.12670636921886719,8.1422888382793647e-05,3.3968828300937489e-09,2.1917602504691284e-05,0.37546432511953948,8.893930979230883e-13,0.15135374716650846,5.3747632698129331e-07,0.10251250035077915,0.024001133095665334,1.0388655803157921e-05,3.7772328537305139e-05,6.3109488387275432e-06,0.13060509302823803,0.00013483063041043708,0.0041027690468692004,0.029255625474890679,0.021609992724334164,6.6458532379605369e-06,1.661236341064406e-13,2.1717077512887712e-10,1.5726751434239783e-09,4.9055989546393364e-05,0.0053548257285175828,0.0006471201471053438,0.00084098571862209351,0.00022750030831795976,0.0034363313781962208,4.7916829910217174e-10,0.0079870036855801789,0.0066325106394174941,1.2438251070217171e-05,3.5081007988637555e-05,6.7492230861531569e-06,1.958825018172893e-08,7.9515105399504854e-08,0.00022484583687787239,1.0395207204639216e-13,5.9679373764051909e-14,0.00058762359508892162,1.2518836132794088e-08,7.1892462066994627e-06,2.2464327269705095e-10,1.3447674215949218e-11,1.7287448975272506e-09,0.001890821693482787,0.00025789174948694793,0.0016329299439958387,0.0048757067067138529
1.2571834347227934e-06,0.34476734645538576,7.6498466451678945e-07,2.7575461642259346e-06,0.00058361527502843416,2.2875799507254654e-07,0.011492915947475842,0.0,0.0,0.0036450615233541836,0.036549706470917945,154.0,0.0,0.053449871741821864,1.0,18.907944298496218,0.0073361558478736164,8.916785845243882e-08,0.00040272385848627763,0.0073005312883035207,0.12625731065908194,7.7479458729209845e-05,3.2890410364038059e-09,2.1221778242629427e-05,0.37728232732018746,8.4631848848928772e-13,0.15137531135463916,5.1151032103619452e-07,0.10257931869140163,0.023943057718916274,1.0363346486261424e-05,3.795535205757876e-05,6.2955740194456531e-06,0.13089906370482374,0.00013417551587678101,0.0040787009849903386,0.029259237574132103,0.021405063994610129,6.660816862033281e-06,1.6084966059184778e-13,2.1765596839903392e-10,1.5589823721890972e-09,4.8933172386643101e-05,0.005372810369872495,0.00064928800591487475,0.00084382687090048909,0.00022826718724419467,0.0034668257827490025,4.8078710205251361e-10,0.0081417993835321834,0.0067337280203197238,1.2394210661462562e-05,3.5192261250645633e-05,6.7705191456929662e-06,1.9650370963041358e-08,7.98069787595288e-08,0.00022567230406699172,1.0428007565326372e-13,5.986768217835258e-14,0.00059080337510395006,1.258657873011581e-08,7.2160489793896774e-06,2.2547704109316008e-10,1.3497809507817463e-11,1.735161174148363e-09,0.0019384843971902027,0.00026397864739457995,0.0016745057497956227,0.0049416458816615178
1.273361301739226e-06,0.34476754117322655,7.5597282173297681e-07,2.7740794819991967e-06,0.00058216475778152983,2.3105333427689752e-07,0.011601660186367116,0.0,0.0,0.003666243007157404,0.036684114209393395,154.0,0.0,0.052116326066367374,1.0,18.907645470285853,0.0071701477422293873,8.7955194274568335e-08,0.00038330264949595314,0.0070687244200990842,0.12579845771528025,7.3742040752294551e-05,3.1845550964811461e-09,2.0547606852070722e-05,0.37907528415080038,8.0549417214827749e-13,0.15139258249291307,4.869002264499506e-07,0.10264291112167953,0.023886585901438603,1.0338734374064762e-05,3.8135853383033279e-05,6.2806227339780925e-06,0.13118377370372322,0.00013354006966354796,0.0040554118950782763,0.029259797082325952,0.021201815389173574,6.6753090916278804e-06,1.5573980419280928e-13,2.181257965682179e-10,1.5453842179701357e-09,4.8806414407192847e-05,0.0053896537024334295,0.00065131788664969756,0.00084648846908437752,0.00022898548219703715,0.0034967060105922407,4.8230360049371494e-10,0.0082967380524820826,0.006834461315121481,1.234920720796547e-05,3.529243688093559e-05,6.7896847532589791e-06,1.9706306303279964e-08,8.0072877129098061e-08,0.0002264252967314613,1.0457526586898641e-13,6.003715227037354e-14,0.00059376928291351723,1.2649764956329796e-08,7.2404937585632142e-06,2.2623715413777371e-10,1.354353411075631e-11,1.741010635108114e-09,0.0019863166214131537,0.00027008053169588796,0.0017162360897172645,0.0050077464538758982
1.2895391687556587e-06,0.3447677329606122,7.4713417144822462e-07,2.790105903526891e-06,0.00058061932880037689,2.3333267494919888e-07,0.011709029879525783,0.0,0.0,0.0036875010157290931,0.036815244544310191,154.0,0.0,0.050821200513478791,1.0,18.907350594449078,0.0070075822919659437,8.6769096999739295e-08,0.00036489108116614721,0.0068441239471526546,0.12533027102407712,7.0198974658189505e-05,3.0833197708485637e-09,1.9894409299457665e-05,0.38084374722972475,7.6679278741255069e-13,0.15140582092402777,4.6356932544141672e-07,0.10270344571420735,0.023831651008025232,1.0314790516084138e-05,3.8313888089942369e-05,6.2660773956582364e-06,0.13145953335911495,0.00013292341430867161,0.0040328691686449944,0.029257457101666842,0.021000252971558737,6.6893457245214867e-06,1.5078891820031765e-13,2.1858077542322978e-10,1.5318814244220666e-09,4.8675814168239714e-05,0.0054053742232858743,0.00065321203011235458,0.00084897342179069844,0.00022965598197606502,0.0035259856974824114,4.8371945166800587e-10,0.0084517978749819346,0.0069347016270595984,1.2303285986122068e-05,3.5381777046732845e-05,6.8067665756352275e-06,1.9756191421843984e-08,8.0313342960902679e-08,0.00022710634858736465,1.0483836145908818e-13,6.0188196686787217e-14,0.00059652512791489177,1.2708475967502479e-08,7.2626295624202461e-06,2.2692514626443738e-10,1.358493971459914e-11,1.746305088657441e-09,0.0020343029244517391,0.00027619558810989745,0.001758107336341841,0.0050740128419697935
1.3057170357720914e-06,0.34476792188557626,7.3846307988885955e-07,2.8056234423045808e-06,0.00057898232116400741,2.3559621690070771e-07,0.011815046555028024,0.0,0.0,0.0037088262998621799,0.036943186548581808,154.0,0.0,0.0495631425385087,1.0,18.907059570980259,0.0068484155593051439,8.5608673821418738e-08,0.00034743234038173138,0.0066265049930057333,0.12485319403688083,6.6839320816410033e-05,2.9852335131691483e-09,1.9261530380383368e-05,0.38258824953005693,7.3009483923544405e-13,0.15141527190440007,4.4144563725652719e-07,0.10276108105825763,0.02377818890647531,1.0291487050895354e-05,3.8489509875165245e-05,6.2519210793903282e-06,0.13172664083226995,0.00013232471071327576,0.0040110413326227496,0.029252363542839627,0.020800380997016664,6.7029419387508821e-06,1.4599203651750384e-13,2.1902140050124153e-10,1.5184746080398465e-09,4.8541467369390932e-05,0.0054199902365041188,0.00065497265364647156,0.00085128460717293845,0.00023027946704637646,0.0035546783729242647,4.8503629546045272e-10,0.0086069574479177638,0.0070344404294347736,1.2256490582809283e-05,3.5460524570237098e-05,6.8218114011860099e-06,1.9800161903854826e-08,8.0528921719192459e-08,0.00022771700191019504,1.0507008306168618e-13,6.0321229149327913e-14,0.00059907478297939324,1.2762794271962674e-08,7.2825056952569078e-06,2.2754256068910483e-10,1.3622118544329307e-11,1.7510564106324744e-09,0.0020824281899689294,0.00028232204419599018,0.0018001061457729383,0.0051404491418659435
1.321894902788524e-06,0.3447681080119208,7.2995416466961264e-07,2.8206304016195231e-06,0.00057725700956758269,2.3784415168102533e-07,0.011919731471930704,0.0,0.0,0.0037302095559080171,0.037068026404993439,154.0,0.0,0.048340859327165954,1.0,18.906772303861874,0.006692601965689729,8.4473072533193755e-08,0.00033087310017657198,0.0064156504881826481,0.12436765375724007,6.3652811075159122e-05,2.8901983074124392e-09,1.8648337668942749e-05,0.38430930623169446,6.9528816722179403e-13,0.1514211665351598,4.2046159805833253e-07,0.1028159668433212,0.023726137916420854,1.0268797183639348e-05,3.8662770642066854e-05,6.2381375079854884e-06,0.13198538272582974,0.00013174315679353261,0.0039898980436188121,0.029244655451061332,0.020602202076569827,6.7161123238904898e-06,1.4134436569628725e-13,2.19448148112304e-10,1.5051642695594407e-09,4.8403467071202756e-05,0.0054335198630418927,0.00065660195233259748,0.0008534248744851157,0.00023085670996576601,0.0035827974451030455,4.8625575529007471e-10,0.0087621957675325084,0.0071336695574694868,1.2208862967900846e-05,3.5528922586831891e-05,6.834866074232895e-06,1.9838353509309644e-08,8.0720161015546045e-08,0.00022825880508850447,1.0527115217675583e-13,6.0436663874526776e-14,0.00060142217564512898,1.281280354267021e-08,7.300171668505152e-06,2.2809094694742933e-10,1.3655163212383135e-11,1.755276525502745e-09,0.0021306776286174824,0.00028845816934100347,0.0018422194592764779,0.0052070591317919116
1.3380727698049567e-06,0.3447682913995141,7.216022827678086e-07,2.8351253791201309e-06,0.00057544660996787609,2.4007666288542813e-07,0.012023105613028736,0.0,0.0,0.0037516414330422908,0.037189847537127882,154.0,0.0,0.047153114581223322,1.0,18.906488700852762,0.0065400945118332283,8.3361479274471357e-08,0.00031516328576350154,0.0062113508298559444,0.12387406143970731,6.0629803682692626e-05,2.7981195137627846e-09,1.8054220523490728e-05,0.38600741552572232,6.6226745322796188e-13,0.15142372262978737,4.0055376448341406e-07,0.10286824440322767,0.023675438754404161,1.0246695161933339e-05,3.8833720581630042e-05,6.2247110375289145e-06,0.13223603465939654,0.00013117798615236946,0.0039694100771916711,0.029234465319008539,0.02040571732633267,6.7288709103598423e-06,1.3684127740155826e-13,2.1986147629724829e-10,1.4919508043380179e-09,4.8261903897700589e-05,0.0054459810499213491,0.00065810210009934779,0.00085539704553439454,0.00023138847578136888,0.003610356187176277,4.8737943893750999e-10,0.0089174922155640067,0.007232381200626508,1.2160443562997398e-05,3.5587214223864271e-05,6.8459774333820118e-06,1.9870901993720361e-08,8.0887609794700645e-08,0.00022873331031920708,1.054422902162428e-13,6.0534915028376981e-14,0.00060357127979995698,1.2858588440028625e-08,7.3156771263242513e-06,2.2857185857418328e-10,1.3684166579467011e-11,1.7589773885131187e-09,0.0021790367791588911,0.00029460227469505439,0.0018844345044638359,0.0052738462772924074
