Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990)
1.9423523229631554e-08,0.4321037768142396,5.5171219628407614e-07,6.8214996521413241e-09,3.079345161193263e-07,1.3188666080082015e-11,4.5117226200010253e-08,0.0,0.0,0.00022947439215723764,8.6161433821379821e-06,154.0,0.0,0.92940155359790155,1.0,18.997361016541191,0.0029874179900824132,7.1700219958851639e-07,0.014470724720993431,0.01815429170822528,0.01114504831432604,0.0022419570944290533,6.5768945148394533e-09,4.2441893539138875e-05,0.018104372544744562,2.4555712800732498e-11,0.001625671567696914,1.8099273056655077e-05,0.0014559836577739671,0.0014529033190930915,5.0530911319381287e-07,1.7591172279961079e-06,3.0709576324871272e-07,0.00023429959732105131,2.3240483556230913e-07,4.4455043712155472e-07,4.5701162953258702e-07,0.00011529710033857715,1.1619675663210108e-08,3.2246079253158166e-13,3.1325117765294223e-13,7.7162462373778505e-12,9.3813105604131299e-08,2.0361108896811322e-07,1.9466897565446186e-08,2.4574272588595508e-08,4.6680317417761821e-09,4.5726949156553823e-10
1.9792013048730375e-08,0.43210380435064316,5.6655864249026787e-07,7.1478336593297921e-09,3.2979457730222927e-07,1.4313919542270121e-11,4.9382218564919957e-08,0.0,0.0,0.00023749752629045106,9.2482393909539139e-06,154.0,0.0,0.92811714889113872,1.0,18.997310834741032,0.0030405250533238437,7.1609179720701581e-07,0.014693545358635783,0.018464290565670533,0.011347695197910965,0.0022765358466285946,6.6891820834576125e-09,4.3166540084890012e-05,0.018436195908061115,2.493444703755895e-11,0.0016844351221201128,1.8380247658143603e-05,0.0015087256255339732,0.0015054066453089915,5.2356809343634589e-07,1.7924454489372613e-06,3.1819265692928256e-07,0.00024499318488452879,2.5172299377620785e-07,4.8649059750762389e-07,5.0039614602419169e-07,0.00012146265452638526,1.2154079398216373e-08,3.2796643990168299e-13,3.2748552475365618e-13,8.1304238098542634e-12,9.9298212205193118e-08,2.1981801388692043e-07,2.1024539889324462e-08,2.665801307727705e-08,5.0784932328054703e-09,5.1232237255989906e-10
2.0160502867829195e-08,0.4321038340948187,5.8144291078979805e-07,7.4827134711287691e-09,3.5271948706865683e-07,1.550916436777902e-11,5.3956745907953912e-08,0.0,0.0,0.00024562451831688329,9.9127544073760391e-06,154.0,0.0,0.92683485951181599,1.0,18.997260607589705,0.0030935038288326809,7.1518290003908598e-07,0.014914528398835154,0.018772967692824154,0.011550023940197839,0.0023108290200314343,6.8009901626838107e-09,4.3888092286519867e-05,0.018767597943838407,2.5310053386283209e-11,0.0017441092526966359,1.8658908565023428e-05,0.0015622767020235186,0.001558703990861883,5.4210312755352669e-07,1.8257313253528284e-06,3.2945732608830088e-07,0.00025597268367629113,2.7219096416078354e-07,5.3144989788388487e-07,5.469344919519605e-07,0.00012782401844493765,1.2702883376758621e-08,3.3344857737213033e-13,3.420991941451277e-13,8.5578265005032454e-12,1.0497809429230904e-07,2.3694722165598069e-07,2.267129077488431e-08,2.8868978473353399e-08,5.5150078044582248e-09,5.7269614210975669e-10
2.0528992686928016e-08,0.43210386602304984,5.9636087782105909e-07,7.8261572069777322e-09,3.7673645146440293e-07,1.6777086470758872e-11,5.8856524936597823e-08,0.0,0.0,0.00025385346930951422,1.0610617098378797e-05,154.0,0.0,0.925554687906194,1.0,18.997210333444212,0.0031463545672314043,7.1427551015364731e-07,0.015133679641251214,0.01908032200722342,0.011752035063094161,0.0023448375204566515,6.9123183615331053e-09,4.4606547620433185e-05,0.019098579350372822,2.5682541768162628e-11,0.0018046871308144258,1.8935263050890353e-05,0.001616630207538883,0.0016127879782472465,5.6091164701143696e-07,1.8589749270672132e-06,3.4088820967716985e-07,0.00026724034740492755,2.9384934818922284e-07,5.7957873169448481e-07,5.9678663759001326e-07,0.00013438285881940343,1.3266202488416695e-08,3.3890718576941059e-13,3.5709517196768129e-13,8.9985686846699705e-12,1.1085491435458157e-07,2.5503020296361652e-07,2.4410209568534141e-08,3.121189709208191e-08,5.9785876499807583e-09,6.3878067378675905e-10
2.0897482506026836e-08,0.43210390011177335,6.1130855346631597e-07,8.1781806622979036e-09,4.0187258824445165e-07,1.812040131147495e-11,6.4097715859357827e-08,0.0,0.0,0.00026218248033180739,1.1342757889141588e-05,154.0,0.0,0.92427663642819358,1.0,18.997160010709365,0.0031990775190467156,7.1336962954898319e-07,0.015351004953800118,0.019386352503502496,0.011953729088944848,0.0023785622642724319,7.0231663169774961e-09,4.5321903743454871e-05,0.019429140826874063,2.6051922219996837e-11,0.0018661619488345902,1.920931847559798e-05,0.0016717794835333047,0.0016676512333783156,5.7999108447922309e-07,1.8921763240018293e-06,3.5248374737840316e-07,0.00027879838289218207,3.1673905627588417e-07,6.3103153710839981e-07,6.5011706818121963e-07,0.00014114078169257167,1.3844149250496443e-08,3.4434224729078095e-13,3.7247638209620054e-13,9.4527606276595118e-12,1.1693077132548863e-07,2.7409875251138426e-07,2.624438539788351e-08,3.3691551532078755e-08,6.4702575532944366e-09,7.1098524935034246e-10
2.1265972325125657e-08,0.43210393633758004,6.2628207688976897e-07,8.5387973815545303e-09,4.2815491341045984e-07,1.954185227623736e-11,6.9696922751964299e-08,0.0,0.0,0.00027060965300251106,1.2110108493695611e-05,154.0,0.0,0.92300070733999484,1.0,18.99710963783718,0.0032516729347040825,7.1246526015318616e-07,0.01556651027148718,0.019691058252951584,0.012155106540511895,0.0024120041782151073,7.1335336937874689e-09,4.6034158491807467e-05,0.019759283073432818,2.6418204892145525e-11,0.0019285269203024235,1.9481082283788919e-05,0.0017277178928642746,0.0017232863858727657,5.9933887392909287e-07,1.9253355861718212e-06,3.6424237966640242e-07,0.00029064895021006565,3.409012848177167e-07,6.8596679242884347e-07,7.0709479170992629e-07,0.00014809933309391118,1.4436833814832302e-08,3.4975374549649961e-13,3.8824568632290828e-13,9.9205085297578234e-12,1.23207701201024e-07,2.941849580245145e-07,2.8176936096976293e-08,3.6312776889320707e-08,6.9910544909612944e-09,7.8973904076326309e-10
2.1634462144224477e-08,0.43210397467721295,6.4127771270111304e-07,8.9080187291499875e-09,4.556103281416299e-07,2.1044209058893743e-11,7.5671193673590565e-08,0.0,0.0,0.00027913309005125908,1.2913601453044116e-05,154.0,0.0,0.92172690281264325,1.0,18.997059213326324,0.0033041410645223233,7.1156240382453203e-07,0.015780201595240344,0.01999443840306854,0.012356167940954167,0.0024451641992082819,7.2434201843700897e-09,4.6743309880066942e-05,0.020089006790988545,2.6781400046547751e-11,0.0019917752801546945,1.9750562003426871e-05,0.0017844388200365865,0.0017796860693436551,6.1895245073775269e-07,1.9584527836828008e-06,3.7616254786911761e-07,0.00030279416282390952,3.663774934307912e-07,7.4454700929150912e-07,7.6789334443967287e-07,0.00015525999970951229,1.5044363974890928e-08,3.5514166530191881e-13,4.0440588454801468e-13,1.0401914571318507e-11,1.2968767766047636e-07,3.1532118937729099e-07,3.0211007142822193e-08,3.908045898862182e-08,7.5420272379135746e-09,8.7549158796025108e-10
2.2002951963323298e-08,0.4321040151075676,6.5629184724031504e-07,9.2858539582181454e-09,4.8426560611547529e-07,2.2630266045746227e-11,8.2038020536857465e-08,0.0,0.0,0.00028775089586485835,1.3754169680865505e-05,154.0,0.0,0.92045522492666132,1.0,18.99700873572155,0.0033564821587082415,7.1066106235202692e-07,0.015992084990744615,0.020296492177103147,0.012556913813807307,0.0024780432741821228,7.3528255086042653e-09,4.7449356100098999e-05,0.020418312681297637,2.7141518054742535e-11,0.0020559002849232103,2.0017765244329843e-05,0.0018419356714411436,0.0018368429216944816,6.3882925178934687e-07,1.9915279867276144e-06,3.8824269423059389e-07,0.00031523608774131718,3.9320938238896679e-07,8.0693872368710966e-07,8.3269079424454831e-07,0.00016262420955276112,1.5666845173173852e-08,3.6050599296937738e-13,4.2095971497821589e-13,1.0897076957905813e-11,1.3637261268960763e-07,3.3754008783388323e-07,3.2349770603276169e-08,4.199953263271699e-08,8.1242359769831713e-09,9.6871327205271688e-10
2.2371441782422118e-08,0.4321040576056908,6.7132098497947685e-07,9.6723102773880057e-09,5.1414738121485648e-07,2.4302840705659364e-11,8.8815338735487787e-08,0.0,0.0,0.00029646117702415204,1.4632746016901593e-05,154.0,0.0,0.91918567567266984,1.0,18.996958203613111,0.0034086964673512863,7.0976123745589702e-07,0.016202166587277713,0.020597218873593989,0.012757344682963813,0.0025106423598928555,7.4617494136742886e-09,4.8152295519984686e-05,0.020747201446901627,2.7498569395891446e-11,0.002120895212934668,2.0282699696704879e-05,0.0019002018755895269,0.0018947495854182163,6.5896671557977513e-07,2.024561265583128e-06,4.0048126197436843e-07,0.00032797674566697424,4.2143887027115782e-07,8.7331248484370425e-07,9.0166974176296981e-07,0.00017019333263559844,1.6304380508916969e-08,3.6584671610003121e-13,4.3790985433299234e-13,1.1406089965482046e-11,1.4326435720601197e-07,3.6087455540510598e-07,3.4596424096309086e-08,4.5074979869071442e-08,8.7387519122629112e-09,1.0698957836631551e-09
2.273993160152094e-08,0.4321041021487811,6.8636174503780535e-07,1.0067392915582079e-08,5.4528213561753772e-07,2.6064771987034839e-11,9.6021526533565097e-08,0.0,0.0,0.00030526204283136551,1.5550262788126168e-05,154.0,0.0,0.91791825695201268,1.0,18.996907615636243,0.0034607842404182775,7.0886293078793461e-07,0.01641045257654709,0.020896617865898259,0.01295746107265322,0.0025429624227424393,7.5701916738999462e-09,4.8852126682925047e-05,0.021075673791095741,2.7852564654804176e-11,0.0021867533645067829,2.054537312968436e-05,0.0019592308833443262,0.0019533987079001758,6.7936228232227506e-07,2.0575526906070369e-06,4.1287669536766032e-07,0.00034101811116326794,4.5110807182316908e-07,9.4384284200435497e-07,9.7501731940284296e-07,0.00017796868164021864,1.6957070746084715e-08,3.7116382362556877e-13,4.5525891805859081e-13,1.1929043985630023e-11,1.5036470168644843e-07,3.8535774432154337e-07,3.6954189760710395e-08,4.8311828274524014e-08,9.3866568863285472e-09,1.1795525860934306e-09
2.310842142061976e-08,0.4321041487141868,7.0141085780584117e-07,1.0471105184912891e-08,5.7769618826439322e-07,2.7918918723242543e-11,1.0367540422043965e-07,0.0,0.0,0.00031415160582783645,1.6507651377782102e-05,154.0,0.0,0.91665297057739092,1.0,18.996856970470535,0.0035127457277481519,7.0796614393207616e-07,0.016616949211528512,0.021194688601714522,0.013157263507422459,0.002575004438598491,7.678152090563674e-09,4.9548848306125094e-05,0.021403730417897612,2.8203514519965952e-11,0.0022534680621407364,2.0805793389864286e-05,0.0020190161681452492,0.0020127829417246027,7.0001339405438424e-07,2.0905023322346943e-06,4.2542743978635637e-07,0.00035436211281666898,4.8225927603963796e-07,1.0187083291357359e-06,1.0529251882272494e-06,0.00018595151259106349,1.7625014321656449e-08,3.764573057997032e-13,4.7300946054967353e-13,1.2466025570801788e-11,1.576753767959522e-07,4.1102304662343644e-07,3.9426313238260782e-08,5.1715149257863486e-08,1.0069043001347985e-08,1.298219373041479e-09
2.347691123971858e-08,0.43210419727940647,7.1646516167523654e-07,1.0883448541738731e-08,6.1141568370227048e-07,2.9868158048014195e-11,1.1179623303540767e-07,0.0,0.0,0.00032312798230205256,1.7505841802368181e-05,154.0,0.0,0.91538981827350163,1.0,18.996806266839407,0.0035645811790467694,7.0707087840494231e-07,0.016821662805306527,0.021491430602598567,0.01335675251211634,0.0026067693926145139,7.7856304917365706e-09,5.0242459279670208e-05,0.021731372032016229,2.8551429781568069e-11,0.002321032650709908,2.1063968399844721e-05,0.0020795512262309916,0.0020728949449848161,7.2091749474615131e-07,2.1234102609759626e-06,4.3813194178077133e-07,0.00036801063340982328,5.1493492447123078e-07,1.098091447603401e-06,1.1355895327500084e-06,0.0001941430255269688,1.8308307354202463e-08,3.817271541896178e-13,4.9116397537858313e-13,1.3017117479581941e-11,1.6519805401853335e-07,4.3790408386769749e-07,4.201606266740904e-08,5.5290056380428833e-08,1.0787012244101832e-08,1.4264545205911842e-09
2.38454010588174e-08,0.4321042478220883,7.3152159987050339e-07,1.1304422645937674e-08,6.4646658129741262e-07,3.1915383822224917e-11,1.204037138663658e-07,0.0,0.0,0.00033218929278791602,1.8545762296650112e-05,154.0,0.0,0.91412880167768362,1.0,18.99675550350954,0.0036162908438817538,7.0617713565614748e-07,0.017024599729916785,0.02178684346347249,0.013555928611858182,0.0026382582790504087,7.8926267321009705e-09,5.093295866538293e-05,0.022058599338821133,2.8896321329542715e-11,0.0023894404976449427,2.1319906156772699e-05,0.0021408295768569133,0.0021337273815967969,7.4207203040943416e-07,2.1562765474120859e-06,4.5098864914210398e-07,0.00038196551009930151,5.4917758976187732e-07,1.1821786468494774e-06,1.2232110536706315e-06,0.00020254436517332238,1.9007043652747098e-08,3.8697336166733239e-13,5.0972489553207992e-13,1.3582398721956244e-11,1.7293434628928792e-07,4.6603469695237937e-07,4.4726727688482412e-08,5.9041703694814855e-08,1.1541676114937018e-08,1.5648395332103487e-09
2.421389087791622e-08,0.4321043003200292,7.4657721737926972e-07,1.1734025418456903e-08,6.8287464481523299e-07,3.4063505073409297e-11,1.2951798572671245e-07,0.0,0.0,0.000341333662553171,1.9628338906763444e-05,154.0,0.0,0.91286992234056852,1.0,18.996704679290328,0.0036678749716773785,7.0528491706889901e-07,0.017225766415190639,0.022080926852127192,0.013754792332030596,0.0026694721010933043,7.9991406927698735e-09,5.1620345695656892e-05,0.022385413044311773,2.9238200151600424e-11,0.0024586849931151323,2.1573614730887682e-05,0.0022028447625084785,0.0021952729216160854,7.6347444920845823e-07,2.1891012621925849e-06,4.6399601096960598e-07,0.0003962285345989487,5.850299544204979e-07,1.2711603031085976e-06,1.315994958578351e-06,0.00021115662161409374,1.972131472591602e-08,3.92195922400815e-13,5.2869459365552195e-13,1.4161944604577907e-11,1.808858086277469e-07,4.9544893605889209e-07,4.7561618460457609e-08,6.2975284101757434e-08,1.2334155260673173e-08,1.7139794835017832e-09
2.4950870516113862e-08,0.4321044110936153,7.7667466157821645e-07,1.2619100287203942e-08,7.5986428758263073e-07,3.8674136723480783e-11,1.4934963802747784e-07,0.0,0.0,0.00035986410749834871,2.1925151352131746e-05,154.0,0.0,0.91035858121540025,1.0,18.996602843631518,0.0037706676131006611,7.0350505758313575e-07,0.017622815069123349,0.022665104245239848,0.014151584736380125,0.0027310786083135285,8.2107214305307802e-09,5.2985780465243209e-05,0.023037802478316508,2.9912964045963223e-11,0.0025996576050848048,2.207437696840062e-05,0.0023290599262217244,0.0023204740247279197,8.0701274030628014e-07,2.2546262597077859e-06,4.9045650136987872e-07,0.00042568596782318409,6.6173493605962873e-07,1.4645879796109806e-06,1.5178932103934145e-06,0.00022901797603705658,2.1196815786188084e-08,4.0257008673283726e-13,5.678695142218335e-13,1.536411327196035e-11,1.9744017781780788e-07,5.5826548025708927e-07,5.3617414697072953e-08,7.1409200352210777e-08,1.403708553178766e-08,2.0470649045417076e-09
2.5614152190491737e-08,0.43210451725711324,8.037318903199941e-07,1.3445123194171762e-08,8.3405058317400702e-07,4.3198207301781727e-11,1.6914228906308485e-07,0.0,0.0,0.00037680687698890997,2.41473978389947e-05,154.0,0.0,0.9081056974315358,1.0,18.99651097220725,0.0038627541528181704,7.0190840921316274e-07,0.017974170285819751,0.023186315245310299,0.014507634837443358,0.0027855939850284254,8.3994940399606536e-09,5.4204023252197793e-05,0.023623545546841949,3.0510060189776153e-11,0.0027293284557879599,2.2517521582855788e-05,0.0024451092504927017,0.0024355204342680742,8.4701941064188157e-07,2.3134572924547623e-06,5.1477065156337578e-07,0.00045326857409895885,7.3670429488596955e-07,1.6574013214437132e-06,1.7194074648813015e-06,0.00024582437117031037,2.2578766924548851e-08,4.1182593047556729e-13,6.045475393721794e-13,1.6495531394623446e-11,2.1308942834195435e-07,6.1953589860281635e-07,5.9526076904708497e-08,7.9674769685569541e-08,1.5710467863588474e-08,2.3901914688344158e-09
2.627743386486961e-08,0.4321046294170881,8.3074484999011079e-07,1.4298996912259075e-08,9.130248091410388e-07,4.8094951830925835e-11,1.9090996308353368e-07,0.0,0.0,0.00039398986859067315,2.6522110706595104e-05,154.0,0.0,0.90585975858837042,1.0,18.99641888687766,0.0039544378244916259,7.0031671765639565e-07,0.018319892443761931,0.023703216865418073,0.014862681009302416,0.002839234143842735,8.5867034028082691e-09,5.5412177740128799e-05,0.024207959552419427,3.1097570244952265e-11,0.0028616083093388222,2.2953572340976386e-05,0.0025634465764000133,0.0025527636183262747,8.8778964647811021e-07,2.3721547345762783e-06,5.3954886964602855e-07,0.00048187538758657703,8.17555706313956e-07,1.8692102558618995e-06,1.9410438166315239e-06,0.00026332866326106739,2.4012369760515323e-08,4.2100512634453544e-13,6.4258417396584497e-13,1.7674173639410407e-11,2.2945743365130547e-07,6.8550334090213158e-07,6.5889546472339754e-08,8.8612167984499072e-08,1.7524180067314439e-08,2.7786963841612462e-09
2.6940715539247486e-08,0.43210474744935784,8.5769961519538969e-07,1.5180653439762179e-08,9.9692890392082356e-07,5.3381684180100578e-11,2.147856746926494e-07,0.0,0.0,0.0004114023807644677,2.9054560895445476e-05,154.0,0.0,0.90362077068187341,1.0,18.996326582169733,0.0040457200769226705,6.9872998864532255e-07,0.018660020980202204,0.024215809735060462,0.015216726322885345,0.0028920052346755542,8.772349756908297e-09,5.6610245461774491e-05,0.024791048631268232,3.1675561570338051e-11,0.0029964594619705529,2.3382578760793587e-05,0.0026840351102841481,0.0026721610935259289,9.2930865828465527e-07,2.4307190001684742e-06,5.647821671476428e-07,0.00051151524058649586,9.0453935846495505e-07,2.1012635518354715e-06,2.1841600560930069e-06,0.00028153532234336919,2.5498076100629492e-08,4.3010768598493515e-13,6.8199110825915036e-13,1.8900351244821124e-11,2.4655125227748109e-07,7.563726727859507e-07,7.2727744823078113e-08,9.8252875067435148e-08,1.9485041552905718e-08,3.2170160917188737e-09
2.760399721362536e-08,0.43210487123125657,8.8458311465023735e-07,1.6090010569926212e-08,1.0859020437652993e-06,5.9075758664364867e-11,2.4090684405455336e-07,0.0,0.0,0.00042903379715355762,3.1749966780954321e-05,154.0,0.0,0.90138873885163218,1.0,18.996234053014579,0.0041366023570159017,6.9714822725546322e-07,0.018994595847902668,0.024724095206840796,0.015569773850360845,0.0029439134870187086,8.956433602432654e-09,5.779822964288269e-05,0.025372816923861209,3.2244102396326975e-11,0.0031338444618228857,2.3804591012799567e-05,0.0028068383179209924,0.0027936704672266296,9.7156168829310589e-07,2.4891505038046668e-06,5.9046157490097915e-07,0.00054219650486622771,9.9790498503066237e-07,2.3548488598759602e-06,2.450159870677657e-06,0.00030044829826633956,2.7036314427965467e-08,4.3913363390510471e-13,7.227794210463751e-13,2.0174340172908431e-11,2.643773855608287e-07,8.3235019564444546e-07,8.0060734377286692e-08,1.0862865386532297e-07,2.1599939851813772e-08,3.7098670934078131e-09
2.8267278888003236e-08,0.432105000641625,9.1138308725452263e-07,1.7026972729272202e-08,1.1800805040163557e-06,6.5194543647507641e-11,2.6941523439252958e-07,0.0,0.0,0.00044687359411079472,3.4613487893286199e-05,154.0,0.0,0.89916366739400733,1.0,18.996141294737136,0.0042270861096899617,6.9557143791593219e-07,0.019323657493835727,0.025228075346066626,0.015921826664800846,0.002994965206634133,9.1389556981277585e-09,5.8976135177922979e-05,0.025953268574386932,3.280326178868388e-11,0.0032737261117573818,2.4219659893124102e-05,0.0029318199278506509,0.0029172494439607872,1.0145340127418729e-06,2.5474496604806837e-06,6.165781444060196e-07,0.00057392709601785589,1.0979015069035445e-06,2.6312920084105996e-06,2.7404923510436804e-06,0.00032007103325660104,2.8627490120347235e-08,4.480830072918141e-13,7.64959585460185e-13,2.1496381956171589e-11,2.8294178969536317e-07,9.1364347667277559e-07,8.790870194529459e-08,1.1977152249658123e-07,2.3875824361893018e-08,4.2622530151416213e-09
2.893056056238111e-08,0.4321051355607988,9.3808804055629682e-07,1.7991431773203971e-08,1.2795975313535637e-06,7.1755395922649602e-11,3.0045688346640604e-07,0.0,0.0,0.00046491134787635374,3.7650218927886237e-05,154.0,0.0,0.89694555977542934,1.0,18.996048303046031,0.0043171727777902369,6.939996244201049e-07,0.019647246838026343,0.025727752920170228,0.016272887839848489,0.0030451667722731805,9.3199170574882933e-09,6.0143968605388235e-05,0.026532407730220347,3.3353109612608958e-11,0.0034160674720503529,2.4627836796887201e-05,0.0030589439345650197,0.0030428558319390816,1.0582109441450601e-06,2.6056168855610334e-06,6.4312294920879951e-07,0.00060671447798437013,1.2047766829364722e-06,2.9319562452439409e-06,3.0566514381118025e-06,0.00034040647443026099,3.0271985677156784e-08,4.5695585582243157e-13,8.0854147499638103e-13,2.2866684541185642e-11,3.0224988776370636e-07,1.0004611830202188e-06,9.6291942522703464e-08,1.3171372698342044e-07,2.6319700232672599e-08,4.8794713834381211e-09
2.9593842236758986e-08,0.43210527587059805,9.6468721141241752e-07,1.8983267742066561e-08,1.3845832264605659e-06,7.8775635897612049e-11,3.3418202945258934e-07,0.0,0.0,0.00048313674141449523,4.0865184040092434e-05,154.0,0.0,0.89473441864581549,1.0,18.995955074023453,0.0044068638020031562,6.9243278993446683e-07,0.019965405252544772,0.02622313138796575,0.016622960449391502,0.003094524632419225,9.4993189448651236e-09,6.13017380826917e-05,0.027110238541401811,3.3893716497066651e-11,0.003560831862967415,2.5029173691739326e-05,0.0031881746015582392,0.0031704475496145486,1.1025778335808007e-06,2.6636525947259083e-06,6.7008708629236285e-07,0.00064056566774562697,1.3187767699456857e-06,3.2582414277207205e-06,3.4001753142426949e-06,0.00036145708624756625,3.1970160954264717e-08,4.6575224147460616e-13,8.5353436975025917e-13,2.4285423128492804e-11,3.2230658175415125e-07,1.0930129199474416e-06,1.0523084347816505e-07,1.4448771459545557e-07,2.8938622388025099e-08,5.5671201117079257e-09
3.0257123911136864e-08,0.4321054214543166,9.9117052878315984e-07,2.0002349578662487e-08,1.4951644370660118e-06,8.6272523623640873e-11,3.7074503135907837e-07,0.0,0.0,0.00050153957090330993,4.4263331429175763e-05,154.0,0.0,0.89253024585210639,1.0,18.995861604115138,0.0044961606207721142,6.9087093700942933e-07,0.020278174540661567,0.026714214888746878,0.01697204756724105,0.0031430453020554572,9.6771628715180707e-09,6.2449453360688832e-05,0.027686765160124759,3.4425153799381603e-11,0.0037079828672178473,2.5423723091603809e-05,0.0033194764642378838,0.0032999826323006566,1.1476200729991236e-06,2.7215572039190568e-06,6.9746167747928978e-07,0.00067548724016314394,1.4401461921574122e-06,3.6115831622893435e-06,3.7726457389281908e-06,0.00038322486290327692,3.3722353407047565e-08,4.744722383325201e-13,8.999469628641099e-13,2.5752741008296806e-11,3.4311626455256625e-07,1.1915090730730336e-06,1.1474586914183931e-07,1.5812610783443295e-07,3.1739689689350076e-08,6.3311036838066e-09
3.092040558551474e-08,0.4321055721967109,1.0175285784892415e-06,2.1048535810128866e-08,1.6114646608626335e-06,9.4263235689837604e-11,4.1030428437726185e-07,0.0,0.0,0.00052010975188423742,4.784952820654256e-05,154.0,0.0,0.89033304245190148,1.0,18.995767890120462,0.0045850646702150031,6.8931406759074037e-07,0.020585596916174304,0.027201008231237864,0.017320152266816088,0.0031907353594592988,9.8534505916183413e-09,6.3587125757868257e-05,0.028261991740231984,3.4947493570122954e-11,0.0038574843322916534,2.5811538030633339e-05,0.0034528143327000314,0.0034314192388342486,1.1933230975456473e-06,2.7793311292964971e-06,7.2523787084377547e-07,0.00071148533297560519,1.569127220098393e-06,3.9934518966509253e-06,4.1756873319471628e-06,0.00040571134064590022,3.5528878341087245e-08,4.8311593239047379e-13,9.4778736717507824e-13,2.7268750391485041e-11,3.6468283190074808e-07,1.2961606546411584e-06,1.2485754578821038e-07,1.7266167905064774e-07,3.473003923734471e-08,7.1776390307425493e-09
3.158368725989262e-08,0.43210572798398905,1.0437525698082874e-06,2.2121675196234581e-08,1.7336039579724339e-06,1.0276484300524196e-10,4.5302213047400833e-07,0.0,0.0,0.00053883732507396722,5.1628555546256798e-05,154.0,0.0,0.88814280872718521,1.0,18.995673929182633,0.0046735773840433882,6.8776218302817744e-07,0.020887714982916007,0.027683516882407503,0.017667277620833272,0.0032376014430249632,1.0028184098192837e-08,6.4714768134196932e-05,0.028835922436720594,3.5460808518310804e-11,0.0040093003726804763,2.6192672037393219e-05,0.0035881532943694322,0.0035647156582759528,1.2396723878969353e-06,2.8369747871761001e-06,7.534068421312305e-07,0.00074856565193952545,1.7059596589946552e-06,4.4053519667535559e-06,4.6109668059772246e-06,0.00042891761001907525,3.739002917027033e-08,4.916834213546996e-13,9.9706312205525093e-13,2.88335332355138e-11,3.8700969431357183e-07,1.4071791537964726e-06,1.3558644701125544e-07,1.8812732568980965e-07,3.7916840812219076e-08,8.1132610942207605e-09
3.22469689342705e-08,0.4321058887038005,1.0698343037967536e-06,2.3221607346016077e-08,1.8616988726074044e-06,1.1179428948532659e-10,4.9906476453187051e-07,0.0,0.0,0.00055771246184270994,5.5605104114844865e-05,154.0,0.0,0.88595954419813372,1.0,18.995579718778995,0.004761700193483296,6.8621528408641616e-07,0.021184571714454852,0.028161746956156187,0.018013426701002342,0.003283650248115705,1.0201365619024855e-08,6.5832394864662332e-05,0.029408561405255593,3.5965171976938086e-11,0.0041633953719839136,2.6567179109283697e-05,0.0037254587165063803,0.0036998303166404442,1.286653472607029e-06,2.8944885939880411e-06,7.8195979618433062e-07,0.00078673347610894737,1.8508805467673249e-06,4.8488206010034624e-06,5.0801921508016038e-06,0.00045284432801871488,3.9306077681977522e-08,5.0017481444221799e-13,1.0477812004365317e-12,3.0447142064737552e-11,4.1009978894780591e-07,1.524776390839587e-06,1.4695317948923728e-07,2.0455604616706659e-07,4.1307291451736108e-08,9.1448280722261089e-09
3.291025060864838e-08,0.4321060542452249,1.0957661432493977e-06,2.434816330422339e-08,1.9958623636475869e-06,1.2136837165672969e-10,5.4860213629884778e-07,0.0,0.0,0.00057672546936139344,5.9783769778487054e-05,154.0,0.0,0.88378324763698812,1.0,18.995485256711387,0.0048494345271976429,6.8467337095728048e-07,0.021476210433994739,0.02863570520188452,0.018358602577727159,0.0033288885239472418,1.0372997612517448e-08,6.6940021812558927e-05,0.029979912801692259,3.6460657868826488e-11,0.0043197339849020628,2.6935113687213146e-05,0.0038646962485811053,0.0038367217836498416,1.3342519304625939e-06,2.9518729662261134e-06,8.1088796837411329e-07,0.00082599366324910485,2.0041238617321461e-06,5.3254268836486232e-06,5.5851117708327065e-06,0.00047749173015980179,4.1277274309111632e-08,5.0859023217735003e-13,1.09994801601377e-12,3.2109600784762449e-11,4.3395559141589587e-07,1.6491643754563795e-06,1.5897836913893352e-07,2.219809163680865e-07,4.4908610167136842e-08,1.0279526341543488e-08
