Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143)
2.4151160435858605e-10,0.835691690869681,2.1865416179641025e-08,4.1746057370397516e-12,3.866018323171997e-12,1.4633350347146881e-18,5.8330856760237579e-15,0.0,0.0,8.3126319468557509e-08,5.9797006184345514e-13,154.0,0.0,0.99404575724733757,1.0,18.999982103453554,0.00013576609496749497,8.0064497393126342e-06,0.00047611580550572255,0.00049557020487874296,0.0016269921504861963,1.7404459186872924e-05,6.5110899170539689e-11,4.0841324967998367e-07,0.0031906910864590793,1.4001059134032424e-13,5.578803607491873e-07,1.0033956240151524e-06,1.4336164547532216e-06,1.4333076434458267e-06,1.9607909721257942e-10,1.6655889957622922e-07,1.1271746809681211e-10,4.196192455595675e-08,2.3735240665845695e-15,2.2842534655392272e-15,2.2873293151034597e-15,1.6882049762545855e-10,2.2996179854564571e-12,2.3646378051165665e-15,7.2716490465166924e-17,2.1961863665104274e-16,3.5645277348141993e-13,1.9836191516900595e-14,2.772999509406727e-16,4.146981961858837e-16,2.7981816838248475e-18,1.4329330662640824e-21,3.2504692003914127e-22,7.0296444305907773e-19,4.7558726610676364e-20,8.4438125717833101e-08,4.0494127958494425e-14,1.4072065084825784e-15,4.8088575987544202e-17,5.1616169800514246e-18,7.5397459451364345e-15,1.5719936394506587e-23,9.0864742903203301e-24,6.9138248510584907e-18,2.0687506356192992e-22,1.2263680363205116e-17,1.1919276869603074e-22,6.5874425405349262e-23,9.2060855205276427e-22,6.9298525469322835e-19,6.826325626773956e-19,1.5121869489450231e-21,8.4562926820635023e-16,4.4798591855123919e-18,1.55346309711415e-18,1.5214511697556117e-19,3.5246339461378669e-21,5.9149529796846537e-23,6.5505785440743166e-21,1.8580367676617464e-24,3.1164811734457132e-19,1.517289611042253e-17,8.8405050668876224e-21,2.6802766534411939e-24
2.518185961069194e-10,0.8356916878015413,2.2905069384760082e-08,4.5535975664369194e-12,4.219704202026548e-12,1.7346968163503082e-18,6.6315181881765611e-15,0.0,0.0,9.0317503378028381e-08,7.0451663028957837e-13,154.0,0.0,0.99379255639484132,1.0,18.999981298524567,0.00014153864308923911,8.0045241214748601e-06,0.00049615687176550081,0.00051658631718422938,0.0016962985548984832,1.8184777155292618e-05,6.7872116322610456e-11,4.2577413841547465e-07,0.0033266777821598544,1.4628787829142389e-13,6.0630661263044585e-07,1.0603308835479542e-06,1.5878227796592252e-06,1.5874807205942991e-06,2.1717973554947427e-10,1.7919189241987366e-07,1.2486047145614734e-10,4.5624763977503199e-08,3.0425841695958436e-15,2.9334551459739098e-15,2.9375875475368679e-15,1.9126950891175908e-10,2.5605846475681195e-12,2.4651541679640027e-15,7.7948780246562284e-17,2.3284583339156975e-16,3.9151033172028828e-13,2.268425887155877e-14,3.2256149587685192e-16,4.9295409732927167e-16,3.4492841226864355e-18,1.8109592305615e-21,3.8638786726005418e-22,8.4035034545373232e-19,6.0021631380171277e-20,9.082139400465425e-08,4.3731371604643967e-14,1.5271797350747374e-15,5.1935528927316152e-17,5.7355108457956967e-18,8.4967140686493045e-15,1.7060160130835967e-23,9.8611535359001821e-24,8.1315507621523434e-18,2.4331452826482116e-22,1.4391357964828043e-17,1.3987236448696429e-22,7.7303292186107748e-23,1.0803662815312211e-21,8.4885327924534882e-19,8.3563040646496059e-19,1.9316138703101665e-21,1.0233674259033702e-15,5.1713798571160446e-18,1.869806081018843e-18,1.858504865524859e-19,4.2481448427645956e-21,7.2267788827387316e-23,8.3737454413662859e-21,2.4465996604732447e-24,3.546488081570021e-19,1.7999743971623239e-17,1.1291258910078067e-20,3.5839773362923732e-24
2.610948886804194e-10,0.83569168507806,2.3848213681842138e-08,4.9097239074872775e-12,4.5525725856275956e-12,2.010173019619357e-18,7.4111986929772972e-15,0.0,0.0,9.7043089768163429e-08,8.1201418437781777e-13,154.0,0.0,0.99356473863791928,1.0,18.999980574466491,0.00014673243238676943,8.0027915452624633e-06,0.00051417772438035691,0.00053549152939186436,0.0017586574113087317,1.8886436247724111e-05,7.0355991149381137e-11,4.4139126380775194e-07,0.0034490375481194074,1.5193239199407755e-13,6.5159829710231025e-07,1.1117228645581943e-06,1.7338942975450922e-06,1.7335207426672969e-06,2.3716772896221785e-10,1.9083818247222426e-07,1.3636382682432457e-10,4.9052687874975246e-08,3.7688353737750086e-15,3.6395977162086925e-15,3.6449293047388633e-15,2.1308834074237049e-10,2.8091367328537875e-12,2.5555744607412569e-15,8.2807069275549507e-17,2.4510886101427304e-16,4.2473889938328236e-13,2.5478612289357092e-14,3.6750560975572472e-16,5.7240502603729645e-16,4.1320320034560195e-18,2.216829160532254e-21,4.4866583612865879e-22,9.8067910663145364e-19,7.3396333450635774e-20,9.6704190143509343e-08,4.673289927882831e-14,1.6386796208447427e-15,5.550244958571033e-17,6.2844550851846306e-18,9.4209893742556784e-15,1.8305727979247429e-23,1.0581119564563797e-23,9.3561610040439538e-18,2.7996028256707927e-22,1.6525312576229913e-17,1.6061300255068234e-22,8.8765879605898847e-23,1.2405991119140218e-21,1.0116267858749559e-18,9.9528739021786508e-19,2.387088398268973e-21,1.2069257344700543e-15,5.8548972020024174e-18,2.1946606078139704e-18,2.2085357110020575e-19,4.9918186686960323e-21,8.5893054955641768e-23,1.0349388685174456e-20,3.1010981690050607e-24,3.9665409460592828e-19,2.086916741433409e-17,1.3952307258821488e-20,4.6053955950847202e-24
2.703711812539194e-10,0.8356916823905158,2.479841744809217e-08,5.2801940576330755e-12,4.8993806999273407e-12,2.3177213635315434e-18,8.2513123260075007e-15,0.0,0.0,1.0400868785587836e-07,9.3134052381937926e-13,154.0,0.0,0.99333698055590225,1.0,18.999979850766248,0.00015192479722081701,8.0010594234268066e-06,0.0005321833279241841,0.00055438794587392567,0.0018210002589069522,1.9587501658021473e-05,7.2838710167638745e-11,4.570011221635057e-07,0.0035713705574281201,1.5757212980788933e-13,6.9850658553740188e-07,1.1632328195096221e-06,1.8868863234366363e-06,1.8864797786598677e-06,2.5810313435292088e-10,2.0273758024763515e-07,1.4841303001398826e-10,5.2605101388368699e-08,4.6299966511240697e-15,4.4785541700190615e-15,4.4853671669545546e-15,2.3649326948185894e-10,3.0707604215411168e-12,2.6459526785834305e-15,8.7806773596028235e-17,2.5772424889567455e-16,4.5959766763904337e-13,2.8502889604528859e-14,4.1666315214494448e-16,6.6109499129570251e-16,4.9167693884772256e-18,2.69356028689514e-21,5.1818615710618456e-22,1.1382109661919311e-18,8.9100633488450856e-20,1.027130157740111e-07,4.9816250513540721e-14,1.7534554259675252e-15,5.9166677889514804e-17,6.8648117909015103e-18,1.0406592312967792e-14,1.9587891201413677e-23,1.1322238536283257e-23,1.0711207593702837e-17,3.2050954354442029e-22,1.8880533722699907e-17,1.8350423901248466e-22,1.0141700886974969e-22,1.4174499234269683e-21,1.1980509968752076e-18,1.178012544122678e-18,2.9277545220260284e-21,1.4150375929718491e-15,6.5996476736719228e-18,2.5610893929680406e-18,2.6072846494645765e-19,5.831352748681529e-21,1.0141663361820378e-22,1.2689033595166084e-20,3.894402270808999e-24,4.4192669445442894e-19,2.4072080699920835e-17,1.7110698230503402e-20,5.8625134944822856e-24
2.7964747382741945e-10,0.8356916797389747,2.5755676118644284e-08,5.6651056938234862e-12,5.2602793092072863e-12,2.6598261027213097e-18,9.1543524278194036e-15,0.0,0.0,1.1121413759412581e-07,1.0633283509477363e-12,154.0,0.0,0.99310928213039185,1.0,18.999979127423554,0.00015711573796736394,7.9993277557942041e-06,0.00055017369222978125,0.00057327557073045448,0.0018833271061018436,2.0287973767192881e-05,7.5320273915603429e-11,4.7260371686928955e-07,0.0036936768253635574,1.6320709479316718e-13,7.4702997866810043e-07,1.2148402945265928e-06,2.0468133232472656e-06,2.04637229124026e-06,2.7998793584020812e-10,2.1488176000482018e-07,1.6100922955649926e-10,5.62820384845825e-08,5.6443710678170054e-15,5.4687127160093301e-15,5.4773412610465697e-15,2.6153851747150427e-10,3.3455522351223567e-12,2.7362888414735625e-15,9.2947931186154247e-17,2.707042035900637e-16,4.9612842009937889e-13,3.1767958733291052e-14,4.7025726539942845e-16,7.5972050253039043e-16,5.8141129748476095e-18,3.2502934893498256e-21,5.9549483402906975e-22,1.3143635205443051e-18,1.0743500920957841e-19,1.0884361442373095e-07,5.2979961955720246e-14,1.8714481662785885e-15,6.2926473445626858e-17,7.4772219147964623e-18,1.1455068213576671e-14,2.0905990883780345e-23,1.2084129584330007e-23,1.2205152756051586e-17,3.652155741698492e-22,2.1470547821858054e-17,2.0867754580994446e-22,1.153293378786373e-22,1.6119348374181421e-21,1.4105295898194773e-18,1.3861272181608477e-18,3.565664040795892e-21,1.6499423427666603e-15,7.4089324758792738e-18,2.9726941551527128e-18,3.059334901106826e-19,6.7751039862845684e-21,1.1901727444709265e-22,1.5442289654361739e-20,4.8487306834681125e-24,4.9059941529079526e-19,2.7633965926284027e-17,2.0836707617833524e-20,7.3978396250514784e-24
2.889237664009195e-10,0.8356916771234926,2.6719984937973656e-08,6.064556427290853e-12,5.635420918380765e-12,3.0390758597224462e-18,1.0122839370014801e-14,0.0,0.0,1.1865927894013735e-07,1.2088380547003979e-12,154.0,0.0,0.99288164334299667,1.0,18.999978404438124,0.0001623052550022795,7.99759654232987e-06,0.00056814882711931085,0.0005921544080595394,0.001945637961159668,2.0987852957272694e-05,7.7800682932001248e-11,4.8819905130999414e-07,0.0038159563669314558,1.6883729002695858e-13,7.9716697839080759e-07,1.2665274201170856e-06,2.2136871863289152e-06,2.2132101670626338e-06,3.0282376432113211e-10,2.2726266542852505e-07,1.7415336979143446e-10,6.0083533035870956e-08,6.8318626022962266e-15,6.6301358793196162e-15,6.6409730635057844e-15,2.8827818526382444e-10,3.6336005499866618e-12,2.8265829687108886e-15,9.8230582146981862e-17,2.8406091089001285e-16,5.3437446834447514e-13,3.5284957520656635e-14,5.2851619065203639e-16,8.6900588780958456e-16,6.8353370765459206e-18,3.896970850068943e-21,6.8115967866765359e-22,1.510622186850331e-18,1.2872609626692927e-19,1.1509187064371223e-07,5.62226025916973e-14,1.9926001609125169e-15,6.6780134322723825e-17,8.122312312373527e-18,1.2567928404041315e-14,2.2259382672039797e-23,1.2866420257515258e-23,1.3846664721724551e-17,4.1433780341871852e-22,2.4309129412683957e-17,2.3626680657815131e-22,1.3057685733737828e-22,1.8250886209783555e-21,1.6516101513672316e-18,1.622088579158352e-18,4.314055427475019e-21,1.9139945502339648e-15,8.286173767349387e-18,3.4332650986772453e-18,3.5695221325265935e-19,7.8318679427208697e-21,1.3888357794706065e-22,1.8663345718262772e-20,5.988771679688543e-24,5.42806139979855e-19,3.1581324476909472e-17,2.5207516781404566e-20,9.2595608202938285e-24
2.982000589744195e-10,0.835691674544113,2.7691338984590821e-08,6.4786438010435341e-12,6.0249597661020336e-12,3.4581648013874502e-18,1.1159320863738698e-14,0.0,0.0,1.2634395186280509e-07,1.3687576488284842e-12,154.0,0.0,0.99265406417533153,1.0,18.999977681809685,0.00016749334870131986,7.9958657828705404e-06,0.00058610874240588916,0.00061102446195731837,0.0020079328322090196,2.1687139610208269e-05,8.0279937755131581e-11,5.0378712886892213e-07,0.0039382091968746483,1.7446271858467301e-13,8.4891608776506266e-07,1.318278584045853e-06,2.3875175520907534e-06,2.3870030433146781e-06,3.2661194224711035e-10,2.3987250090608984e-07,1.8784621675072551e-10,6.4009618819261469e-08,8.2140392416883049e-15,7.9846353745476249e-15,7.9981408989472313e-15,3.1676625181020311e-10,3.9349863138877129e-12,2.9168350796587628e-15,1.0365476625787955e-16,2.9780653577434324e-16,5.7438063694813329e-13,3.9065303846054089e-14,5.9167349255107388e-16,9.8970380869747625e-16,7.9923895620337494e-18,4.644377570170788e-21,7.7577071432075043e-22,1.7285419200662552e-18,1.5332796323955621e-19,1.2145380533366314e-07,5.9542773035380554e-14,2.1168550036297225e-15,7.0725996204693646e-17,8.8006960544989904e-18,1.3746650963058966e-14,2.364743645075357e-23,1.3668746335037713e-23,1.5644613025286584e-17,4.6814168553886699e-22,2.7410289968030446e-17,2.6640820790871262e-22,1.4723483066022271e-22,2.057963846301163e-21,1.9239867362394407e-18,1.888491710291665e-18,5.1874214779261654e-21,2.2096657416886856e-15,9.2349221164362518e-18,3.9467878485596273e-18,4.1429429526530327e-19,9.0108948995267705e-21,1.61214326707215e-22,2.2411219240952624e-20,7.341845386777097e-24,5.9868182490285408e-19,3.5941685233755297e-17,3.0307604469849433e-20,1.1502056388368743e-23
3.0747635154791955e-10,0.8356916720008699,2.8669733192596408e-08,6.9074652876828097e-12,6.4290518182090622e-12,3.9198938119893969e-18,1.2266372266929046e-14,0.0,0.0,1.3426799634911109e-07,1.5440027101987715e-12,154.0,0.0,0.99242654460901825,1.0,18.999976959537946,0.00017268001944012814,7.9941354772059138e-06,0.00060405344789430575,0.00062988573651797948,0.0020702117272453193,2.2385834107556479e-05,8.2758038922222475e-11,5.193679529278085e-07,0.0040604353296814786,1.8008338352852782e-13,9.0227581101266288e-07,1.3700801457921616e-06,2.5683120950980055e-06,2.5677585927543323e-06,3.5135352270791144e-10,2.5270372309023075e-07,2.0208838075238745e-10,6.8060329516035068e-08,9.814195107154096e-15,9.5558467202188102e-15,9.5725552078762424e-15,3.4705657464781357e-10,4.249783698733842e-12,3.0070451944713684e-15,1.0922052051285993e-16,3.119532223570753e-16,6.1619324861703296e-13,4.3120705590649596e-14,6.5996828426950954e-16,1.1225958034082502e-15,9.2979079460524878e-18,5.5041851828837773e-21,8.7994060159709144e-22,1.9697489945651936e-18,1.816234091099366e-19,1.2792557122417866e-07,6.2939104832341257e-14,2.2441575347739359e-15,7.4762431562973526e-17,9.5129727321480892e-18,1.499268145485429e-14,2.5069536030022511e-23,1.4490751645404212e-23,1.7608063908898778e-17,5.2689856247690653e-22,3.07882670184982e-17,2.9924013363515845e-22,1.6537973554894563e-22,2.3116300734385292e-21,2.230502308222129e-18,2.188071586083736e-18,6.201577949328738e-21,2.5395461271445013e-15,1.0258863882002581e-17,4.5174508060257718e-18,4.7849640217043372e-19,1.0321906908803179e-20,1.8621884055368204e-22,2.6750014179626595e-20,8.9380709677866018e-24,6.5836249817219697e-19,4.0743612776382977e-17,3.6229144189064349e-20,1.4186440504399656e-23
3.167526441214196e-10,0.8356916694937906,2.9655162370522782e-08,7.3511182875003834e-12,6.8478547614554572e-12,4.4271716630737137e-18,1.3446596890400222e-14,0.0,0.0,1.4243125240973927e-07,1.735516317186936e-12,154.0,0.0,0.99219908462568496,1.0,18.999976237622629,0.00017786526759423437,7.9924056252979518e-06,0.00062198295338123071,0.00064873823583376196,0.0021324746541351134,2.3083936830641738e-05,8.5234986971234822e-11,5.3494152686672882e-07,0.0041826347795938428,1.8569928792955743e-13,9.5724465351678201e-07,1.4219201869436877e-06,2.7560767742904086e-06,2.7554827728738978e-06,3.7704932359684494e-10,2.6574903273276179e-07,2.1688033615076612e-10,7.2235698711263851e-08,1.1657411602213394e-14,1.1369303564710193e-14,1.1389833552898752e-14,3.7920289008678013e-10,4.5780606963199223e-12,3.0972133324444388e-15,1.1492788459025449e-16,3.2651309392378383e-16,6.5986010944137078e-13,4.7463170471775056e-14,7.3364545223386775e-16,1.268492856638297e-15,1.0765235666467349e-17,6.4889960915996687e-21,9.9430508511187346e-22,2.2359428482696048e-18,2.1402528306385713e-19,1.3450344850749432e-07,6.6410259779098432e-14,2.3744538138366588e-15,7.888784884695928e-17,1.0259728754542111e-17,1.6307433647918513e-14,2.6525078839153865e-23,1.5332087889289298e-23,1.9746275826837168e-17,5.9088552932313745e-22,3.4457513573487289e-17,3.3490306200687727e-22,1.8508920716725111e-22,2.587173055386424e-21,2.574151068956819e-18,2.5237049292049528e-18,7.3737331060360791e-21,2.906346314136108e-15,1.1361828508327388e-17,5.1496529083611088e-18,5.5012317557598349e-19,1.1775115793632182e-20,2.1411735496537834e-22,3.1749187964119825e-20,1.0810538867696115e-23,7.2198525784126909e-19,4.601671556755301e-17,4.3072406645830784e-20,1.7381133109868217e-23
3.260289366949196e-10,0.8356916670228934,3.0647621217696374e-08,7.8097001268333786e-12,7.2815279975074185e-12,4.9830161800109021e-18,1.4702626302775475e-14,0.0,0.0,1.5083356008395177e-07,1.944268988163339e-12,154.0,0.0,0.99197168420696591,1.0,18.999975516063454,0.00018304909353905597,7.9906762270120116e-06,0.00063989726865538988,0.00066758196399495785,0.0021947216206203903,2.3781448160696472e-05,8.7710782439904562e-11,5.5050785406415022e-07,0.0043048075606152798,1.9131043485985844e-13,1.0138211218210919e-06,1.4737882944295205e-06,2.9508160494122643e-06,2.9501800422828598e-06,4.0369995728099321e-10,2.7900136678753574e-07,2.3222243848834861e-10,7.653575989340189e-08,1.3770617587881901e-14,1.3452511732063999e-14,1.3477575372324758e-14,4.1325881339748369e-10,4.9198796600931375e-12,3.1873395127193873e-15,1.2077689858682257e-16,3.4149825289946205e-16,7.0543049425994547e-13,5.2105015743518411e-14,8.1295588010390418e-16,1.4282359958026161e-15,1.2408438578964191e-17,7.6123895030546409e-21,1.1195234608836374e-21,2.5288979901144588e-18,2.5097782764537933e-19,1.4118384061572866e-07,6.9954929257641641e-14,2.5076910926359177e-15,8.3100691692542927e-17,1.1041537640566162e-17,1.7692290217654631e-14,2.8013475626976412e-23,1.6192414466341869e-23,2.2068695051141157e-17,6.6038530278341948e-22,3.8432687839688695e-17,3.7353946575412549e-22,2.0644198291289162e-22,2.8856939655199332e-21,2.9580806747629437e-18,2.8984119495489064e-18,8.7225581410975381e-21,3.3128990127603304e-15,1.2547795721405597e-17,5.8480117959988816e-18,6.2976826360701371e-19,1.3381242105729749e-20,2.4514142311099443e-22,3.7483828248000765e-20,1.2995488513516198e-23,7.8968827011294255e-19,5.1791654124924712e-17,5.0946167072940465e-20,2.1162460885745645e-23
3.3530522926841965e-10,0.8356916645881913,3.1647104338525504e-08,8.2833080566352497e-12,7.7302326371635194e-12,5.5905554053022529e-18,1.6037120634336447e-14,0.0,0.0,1.5947475944385378e-07,2.1712586200702122e-12,154.0,0.0,0.99174434333450279,1.0,18.99997479486014,0.00018823149764989714,7.988947282103909e-06,0.00065779640349793026,0.0006864169250899116,0.002256952634322669,2.4478368478773798e-05,9.0185425864482519e-11,5.6606693789699041e-07,0.0044269536865186405,1.9691682737535138e-13,1.0720037236288821e-06,1.5256753712298642e-06,3.1525330700080983e-06,3.1518535496622288e-06,4.3130585651045369e-10,2.9245389076910965e-07,2.4811493947342341e-10,8.0960546453924123e-08,1.6182648593813305e-14,1.5835022976111716e-14,1.5865436469074807e-14,4.4927783899835213e-10,5.2752977991580173e-12,3.2774237556007022e-15,1.2676759858307521e-16,3.5692078078111606e-16,7.5295513213763474e-13,5.7058877767937277e-14,8.981566714092998e-16,1.6026969122164532e-15,1.4242321702050125e-17,8.8889687920552496e-21,1.2562790632876758e-21,2.8504659692355113e-18,2.9295804540579663e-19,1.4796327013909243e-07,7.3571833584601139e-14,2.6438177890881052e-15,8.7399438148075109e-17,1.1858960303753572e-17,1.9148603433548728e-14,2.9534150168725032e-23,1.7071398305816381e-23,2.4584951374495063e-17,7.3568609256134502e-22,4.2728643224853308e-17,4.1529371492591006e-22,2.2951784872217406e-22,3.2083086464641012e-21,3.3855943465089073e-18,3.3153579711278952e-18,1.026825839612421e-20,3.7621607329665527e-15,1.3820902614187018e-17,6.6173723735937192e-18,7.1805541097069399e-19,1.5151535009558248e-20,2.7953434098609523e-22,4.4034939941433711e-20,1.5532491734355541e-23,8.6161076753623006e-19,5.8100149179018424e-17,5.9968116984888373e-20,2.561528905171193e-23
3.445815218419197e-10,0.8356916621896924,3.2653606255006253e-08,8.7720392512318838e-12,8.1941314947669388e-12,6.2530287586577238e-18,1.7452768879831222e-14,0.0,0.0,1.6835469059813066e-07,2.4175104270897815e-12,154.0,0.0,0.99151706198994372,1.0,18.999974074012407,0.00019341248030194948,7.9872187905275788e-06,0.00067568036768280652,0.00070524312320502337,0.0023191677027468473,2.5174698165604502e-05,9.2658917782142084e-11,5.8161878174052037e-07,0.0045490731708532975,2.0251846854173063e-13,1.1317909678021813e-06,1.5775734706889358e-06,3.3612298408515531e-06,3.3605052991572463e-06,4.5986729709686106e-10,3.0609999135830726e-07,2.6455800009009729e-10,8.5510091687008176e-08,1.8924305082962357e-14,1.8548508448562676e-14,1.858520324042533e-14,4.8731334064375531e-10,5.6443676290916371e-12,3.3674660804015584e-15,1.3290002375910108e-16,3.7279273818466642e-16,8.0248619195381453e-13,6.2337721459146408e-14,9.8951137044885705e-16,1.7927786062302737e-15,1.6282446242037019e-17,1.0334410346336073e-20,1.4052797707883344e-21,3.2025774051814087e-18,3.4047708958458514e-19,1.5483837487911965e-07,7.7259721374723543e-14,2.782783461557015e-15,9.1782599917329815e-17,1.2712545331070831e-17,2.0677695831230822e-14,3.1086538979689334e-23,1.7968713700959839e-23,2.7304853908056978e-17,8.1708147558226751e-22,4.7360418619481915e-17,4.6031198242924143e-22,2.5439758686734742e-22,3.556146879847857e-21,3.8601528756962778e-18,3.777854950358491e-18,1.203264532046233e-20,4.2572134753070678e-15,1.5185450611964723e-17,7.4628157571644036e-18,8.156396074240039e-19,1.7097793074545941e-20,3.1755159536630134e-22,5.1489743117199932e-20,1.8464642246673422e-23,9.3789304719581422e-19,6.4974989817389399e-17,7.0265280017323176e-20,3.0833685165677352e-23
3.538578144154197e-10,0.8356916598273986,3.3667121417679419e-08,9.2759908072382359e-12,8.6733890827859295e-12,6.9737881938635923e-18,1.8952289200276009e-14,0.0,0.0,1.7747319369532207e-07,2.6840768794029683e-12,154.0,0.0,0.99128984015494248,1.0,18.999973353519977,0.00019859204187029156,7.985490752192453e-06,0.0006935491709770189,0.00072406056242474784,0.0023813668332851035,2.5870437601569894e-05,9.5131258730147843e-11,5.9716338896838137e-07,0.0046711660269524655,2.0811536142775171e-13,1.1931813643608826e-06,1.6294756513432761e-06,3.5769073668906211e-06,3.5761362952908364e-06,4.8938441778380598e-10,3.1993326924587395e-07,2.8155170208501415e-10,9.0184428789255281e-08,2.2028409779060206e-14,2.1626831877947284e-14,2.1670866645298242e-14,5.2741857161182725e-10,6.0271373835554275e-12,3.4574665059565905e-15,1.391742148056956e-16,3.8912616482389294e-16,8.5407726810037986e-13,6.795484960256053e-14,1.0872901812384264e-15,1.9994160553320887e-15,1.8545146922527689e-17,1.1965513936521397e-20,1.5672585296772672e-21,3.5872440783155174e-18,3.9408167921832634e-19,1.618059040319967e-07,8.1017368918296331e-14,2.9245387837635732e-15,9.6248721619064144e-17,1.360282925554447e-17,2.2280860869804841e-14,3.2670091034883114e-23,1.8884042146997127e-23,3.023838697184931e-17,9.0487027298783811e-22,5.2343228948832448e-17,5.0874215219582445e-22,2.8116292520601103e-22,3.9303516763694513e-21,4.3853765299862398e-18,4.2893628893572283e-18,1.403920911270727e-20,4.8012664158049299e-15,1.6645912313761726e-17,8.3896685979636609e-18,9.2320829354202069e-19,1.9232385953603692e-20,3.5946133414707692e-22,5.9941982334881181e-20,2.183875155202961e-23,1.0186764689062943e-18,7.2450041615013303e-17,8.1974431516305119e-20,3.6921616077355597e-23
3.6313410698891975e-10,0.8356916575013092,3.4687644215206275e-08,9.7952597426181238e-12,9.1681716065450733e-12,7.7562993524427129e-18,2.0538429223771893e-14,0.0,0.0,1.8683010892668282e-07,2.9720376420386206e-12,154.0,0.0,0.99106267781116075,1.0,18.999972633382573,0.00020377018272988936,7.9837631668270287e-06,0.00071140282314073404,0.00074286924683159645,0.0024435500332206316,2.6565587166770761e-05,9.7602449243725087e-11,6.1270076295267478e-07,0.0047932322679402305,2.1370750907897613e-13,1.2561734244818629e-06,1.681375850044883e-06,3.7995657799263708e-06,3.7987466696145312e-06,5.1985723761307378e-10,3.3394753220764503e-07,2.9909605800646935e-10,9.4983590859447149e-08,2.5529864069134184e-14,2.5106122463238861e-14,2.5158695912899398e-14,5.69646664892027e-10,6.4236513897498695e-12,3.5474250527565418e-15,1.4559020677483079e-16,4.0593307941997913e-16,9.0778336628898634e-13,7.3923912050591093e-14,1.1917701843903371e-15,2.2235769044551889e-15,2.104754963981728e-17,1.3800254660126779e-20,1.7429738952202761e-21,4.0065610799630741e-18,4.5435553922124431e-19,1.6886271449830309e-07,8.4843579572270852e-14,3.0690355202464676e-15,1.0079638006287887e-16,1.4530336822851472e-17,2.3959363574710953e-14,3.4284267494719869e-23,1.9817072182660103e-23,3.3395706076056578e-17,9.9935642985151112e-22,5.7692455989841324e-17,5.6073372992369507e-22,3.0989648785352655e-22,4.3320785857675129e-21,4.9650468605374288e-18,4.853491146942131e-18,1.6313191997121659e-20,5.3976575855214914e-15,1.8206938208053116e-17,9.4035127761094891e-18,1.0414826229238052e-18,2.1568276931640683e-20,4.0554485873365405e-22,6.9492247949049625e-20,2.5705551627140276e-23,1.1041034534023817e-18,8.056025475083212e-17,9.5242521598175718e-20,4.3993679387065454e-23
3.724103995624198e-10,0.8356916552114183,3.5715168982724641e-08,1.0329942995870717e-11,9.6786469590905566e-12,8.6041427141144715e-18,2.2213966345359089e-14,0.0,0.0,1.964252765286829e-07,3.2824995138131148e-12,154.0,0.0,0.99083557494026575,1.0,18.999971913599918,0.00020894690325559594,7.9820360343590793e-06,0.00072924133392739522,0.00076166918050613866,0.0025057173097310891,2.726014724107903e-05,1.0007248985917608e-10,6.2823090706388012e-07,0.0049152719067380047,2.1929491455253282e-13,1.3207656604981086e-06,1.7332687712381248e-06,4.0292044491628428e-06,4.0283357912340352e-06,5.5128567107983198e-10,3.4813678840414815e-07,3.1719101996532662e-10,9.9907610898335746e-08,2.9465703492585395e-14,2.9024847483885674e-14,2.9087311994355678e-14,6.1405063337246124e-10,6.8339504107150777e-12,3.6373417402190175e-15,1.5214803805190617e-16,4.2322547976304423e-16,9.6366088946687885e-13,8.0258914796392214e-14,1.3032355518055204e-15,2.4662621776769742e-15,2.3807589463716494e-17,1.5857836505586105e-20,1.9332105895743208e-21,4.4627090217171685e-18,5.2192086590687893e-19,1.7600576731520327e-07,8.8737183164801378e-14,3.2162265023636612e-15,1.054241835410194e-16,1.5495581252125746e-17,2.5714441166417639e-14,3.5928541437173757e-23,2.0767499235249599e-23,3.6787133991359538e-17,1.1008488975589727e-21,6.3423639446926477e-17,6.1643775633516927e-22,3.4068174724604204e-22,4.7624950262446151e-21,5.6031084137568975e-18,5.4739996502773898e-18,1.8881662086116472e-20,6.0498555451824715e-15,1.9873363261972743e-17,1.0510195456157494e-17,1.1712187798218859e-18,2.4119046325757256e-20,4.5609713808554857e-22,8.0248309943300046e-20,3.011990478308981e-23,1.1943174805216127e-18,8.9341672110441893e-17,1.1022710139339223e-19,5.2175870764920718e-23
