Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143)
5.3425036715565905e-12,0.8356917686175287,4.325651510781836e-10,1.761647771704715e-15,1.7399023801610029e-15,6.2718925207246684e-25,5.9345701886202955e-20,0.0,0.0,6.4606414458128691e-11,8.9506956375056918e-19,154.0,0.0,0.99986771913857564,1.0,18.999999922512689,3.0137928082184655e-06,8.0507156689453747e-06,1.0965748096327226e-05,1.1028572038146445e-05,3.3492507616302179e-05,6.9276103450557148e-08,1.4489861184402492e-12,8.1451367899840075e-09,6.5650430190491828e-05,5.5729154390211915e-16,2.7518354799356932e-10,1.2068308949533065e-09,3.139623105086917e-11,3.1390066042222465e-11,4.0811588234549201e-15,9.165955857310211e-11,2.0838497947908582e-15,2.0489598978701469e-11,2.2606028066935892e-26,2.09225235035494e-26,2.0923077496857592e-26,1.2420097186333984e-15,4.0633424532064881e-17,4.7158816791092633e-17,5.1966134136330361e-19,7.0463670476992185e-19,2.0972562747015266e-17,2.1759603182360722e-20,1.2573849057192034e-23,9.310835759500803e-24,1.4137580803258761e-27,1.1265162922403094e-31,7.2328568551599824e-30,1.3232329717661377e-26,9.5856368491009975e-30,4.6754918304313675e-11,2.3950269174317703e-17,1.0386697388330283e-19,2.6939287394425939e-20,1.0592766315866931e-21,9.53614501020042e-20,1.1602952731445923e-27,6.706769313259718e-28,1.8795415640328942e-24,5.555641693407174e-29,3.5102499441575384e-24,3.4025260192225064e-29,1.8846030462397426e-29,2.5382715441746313e-28,4.2525614501750705e-27,4.2511650603661293e-27,2.0350301180456904e-31,2.6402812885123092e-23,1.9268158920461405e-24,1.3972901184301536e-26,6.9037257347098843e-29,1.1057141851946886e-29,2.1151345114726518e-32,5.3300550978928851e-32,4.1397153006002439e-37,1.513467204138336e-24,1.42375268890198e-24,1.1928867971366545e-30,4.047325537039638e-37
5.465234006922928e-12,0.8356917686021561,4.4252843506006399e-10,1.8440617493515965e-15,1.8208309580122428e-15,6.7893057354464787e-25,6.3532183906032828e-20,0.0,0.0,6.7008325349688477e-11,9.5368997305642251e-19,154.0,0.0,0.99986468352677982,1.0,18.999999919278974,3.083021383912607e-06,8.0506954732816535e-06,1.1216163735405944e-05,1.1281868352333502e-05,3.4323331420822897e-05,7.2298157488038987e-08,1.4822656978721545e-12,8.3543640821454257e-09,6.7278988487118021e-05,5.8160249825897448e-16,2.8796997770116789e-10,1.2620548063014399e-09,3.3592788937756247e-11,3.3586179129858996e-11,4.3717616767218108e-15,9.6220683731315179e-11,2.23804618906967e-15,2.1441749818954825e-11,2.6477058576233431e-26,2.4505722363676953e-26,2.4506386201684048e-26,1.3327055255703637e-15,4.3485323415155592e-17,4.8370204452416256e-17,5.3350370645612997e-19,7.3576085812679641e-19,2.2421827170779844e-17,2.3812490403288714e-20,1.4076357828640505e-23,1.0428211622966267e-23,1.6203647940068542e-27,1.2971262213037021e-31,8.102552709163161e-30,1.4822158487522382e-26,1.0984697955524876e-29,4.9081339597830458e-11,2.5058658050941133e-17,1.1095409746238515e-19,2.822118908097668e-20,1.1095221378360155e-21,1.0209417332949287e-19,1.239465474638117e-27,7.1643909098881534e-28,2.0586795879674897e-24,6.0868561233380728e-29,3.8447066499139688e-24,3.7269493057179001e-29,2.0641915369425463e-29,2.7824952177400683e-28,4.7652185057188599e-27,4.7636176995702137e-27,2.3329392939878413e-31,2.917630249754783e-23,2.1188374200207097e-24,1.5731458810028621e-26,7.9524573151363494e-29,1.2652007590297437e-29,2.4491383388250857e-32,6.2861546922815251e-32,4.9971887443925676e-37,1.6419241858037824e-24,1.583249867745256e-24,1.3675122192476339e-30,4.8866866920738646e-37
5.710694677655604e-12,0.8356917685706114,4.6245854118487934e-10,2.0146116473962477e-15,1.9882168765255075e-15,7.9173717480051259e-25,7.2486938362840337e-20,0.0,0.0,7.1936392522089245e-11,1.0789366405530153e-18,154.0,0.0,0.9998586123348242,1.0,18.999999912643744,3.2214777817926413e-06,8.0506529369801681e-06,1.171681877863441e-05,1.1788456293754935e-05,3.5984971172458709e-05,7.8509931385266233e-08,1.5488242408717195e-12,8.7728229719688939e-09,7.0536092126467564e-05,6.3157319963378842e-16,3.1441371813541023e-10,1.3760908719286424e-09,3.8286047239824905e-11,3.827848505769886e-11,4.9933885489875932e-15,1.056751418295289e-10,2.5687935388998872e-15,2.3410923085367688e-11,3.5944073184565386e-26,3.326909656823534e-26,3.3270038448795532e-26,1.5275163818463026e-15,4.9581360878650124e-17,5.0793004703392956e-17,5.612626195109269e-19,7.9976199358852234e-19,2.551103893395745e-17,2.834450146158778e-20,1.7507721073291648e-23,1.2982172949412848e-23,2.1092243900837896e-27,1.7040164154881146e-31,1.0090885346854607e-29,1.845682138836921e-26,1.4296183168470405e-29,5.3903586575164217e-11,2.7350041352484826e-17,1.2604792654251007e-19,3.0873743945582359e-20,1.2136251534347167e-21,1.1649345595562623e-19,1.4080785368150156e-27,8.1390123754151012e-28,2.4550181563700864e-24,7.2625179623298216e-29,4.5846464259947524e-24,4.4447401611264603e-29,2.4615114876561407e-29,3.3233176475886028e-28,5.9386472956364245e-27,5.9365623677865764e-27,3.0384827314761656e-31,3.539348027269827e-23,2.5455089349204865e-24,1.9779285570189652e-26,1.0450410415672344e-28,1.6407526306213243e-29,3.250031876658824e-32,8.6459350484608934e-32,7.1892570339691714e-37,1.921067275085321e-24,1.9430786211994472e-24,1.7810795767019512e-30,7.0332334960593206e-37
5.956155348388279e-12,0.8356917685380164,4.8239336583356482e-10,2.1927999950276863e-15,2.1629759183252825e-15,9.1775818499553618e-25,8.2246310026619526e-20,0.0,0.0,7.7030195850395418e-11,1.2153420658116117e-18,154.0,0.0,0.99985254118503053,1.0,18.999999905788016,3.3599331750008711e-06,8.0506086997874526e-06,1.221724206943053e-05,1.2295037989256416e-05,3.7646600062507575e-05,8.4942034261303839e-08,1.6153819631921545e-12,9.1912843175264044e-09,7.3793177739180853e-05,6.8331634398857875e-16,3.4201860958621229e-10,1.4948950639185419e-09,4.339365893224659e-11,4.3385057609711328e-11,5.6708523328496612e-15,1.1557222053056677e-10,2.9304701564874671e-15,2.5466592106603145e-11,4.8168820359197277e-26,4.4585709432949307e-26,4.4587026204015099e-26,1.7409938109253181e-15,5.6219266037288034e-17,5.3215819172871125e-17,5.8912024200602712e-19,8.6606678898664822e-19,2.8862239236167568e-17,3.3485542364241995e-20,2.1571198644435817e-23,1.6009962030026352e-23,2.7146888782219915e-27,2.2131468748986004e-31,1.2448812821311683e-29,2.2767098086989152e-26,1.8399856129427774e-29,5.8951537154897237e-11,2.9740816945771533e-17,1.424044723393727e-19,3.3644536393033778e-20,1.3225615304474564e-21,1.3218366113229764e-19,1.5907974212749189e-27,9.1951686544085678e-28,2.9059490605477918e-24,8.600623276065562e-29,5.4264502854558314e-24,5.2614137844278854e-29,2.9135355316121805e-29,3.9393057833675937e-28,7.3324892905376029e-27,7.3298039784561476e-27,3.9134659124342282e-31,4.258609715371702e-23,3.0334822658285994e-24,2.462027538556628e-26,1.3569485790493837e-28,2.1027896639692447e-29,4.2582524085972887e-32,1.1727366411222017e-31,1.0180604232788269e-36,2.2313116616231423e-24,2.3624846156779637e-24,2.2939654902139915e-30,9.9638474412578543e-37
6.2016160191209545e-12,0.8356917685043899,5.0233291017264986e-10,2.3786376830445021e-15,2.3451098119602669e-15,1.0579616875440859e-24,9.2844982025084649e-20,0.0,0.0,8.2289824685863819e-11,1.363499868974446e-18,154.0,0.0,0.99984647007738592,1.0,18.999999898715615,3.4983875635443238e-06,8.0505635798656208e-06,1.2717437422201928e-05,1.2801613441622616e-05,3.9308217819290176e-05,9.1590654101469139e-08,1.6819388651922394e-12,9.6097454125562903e-09,7.7050244792700951e-05,7.3680126545863636e-16,3.7078462365001468e-10,1.6184480404994375e-09,4.8932559662176895e-11,4.892282876788116e-11,6.4064751735996741e-15,1.2591153231893852e-10,3.3244190672881907e-15,2.7608757258652012e-11,6.3788097858128887e-26,5.9045293069390904e-26,5.9047109099919937e-26,1.9740745361951303e-15,6.3421648506725603e-17,5.5638632192002414e-17,6.1707640844963953e-19,9.346357219230565e-19,3.2484579567488909e-17,3.9285989300927304e-20,2.6348643680023906e-23,1.9573683245962235e-23,3.457842240029692e-27,2.8444149853594436e-31,1.5224867818622579e-29,2.7841827958529053e-26,2.3440248303135776e-29,6.4224988751036061e-11,3.2230887448317762e-17,1.6006696897627916e-19,3.6533450031073433e-20,1.4363521064826179e-21,1.4921970756720376e-19,1.7881050977331882e-27,1.0335651419453847e-27,3.4162575433567906e-24,1.0115453701997463e-28,6.379037117662652e-24,6.1856337388541954e-29,3.4250539617980701e-29,4.6371019567140837e-28,8.9763962272184625e-27,8.9729729435378677e-27,4.9889680984563793e-31,5.0857784818906131e-23,3.5883171607663875e-24,3.0365316567275542e-26,1.7426966216283825e-28,2.6659193225844546e-29,5.5145667376537685e-32,1.5705376682325853e-31,1.4208820968157033e-36,2.5744182648873071e-24,2.8479366725964451e-24,2.9243868707505131e-30,1.3912148787577774e-36
6.44707668985363e-12,0.8356917684697495,5.2227717536361713e-10,2.5721354444293286e-15,2.5346202872438037e-15,1.2133490808406247e-24,1.0431764565767762e-19,0.0,0.0,8.7715366790191353e-11,1.5240179208095432e-18,154.0,0.0,0.99984039901188293,1.0,18.999999891430267,3.6368409474300251e-06,8.0505179974061576e-06,1.3217408585485189e-05,1.3308182652666045e-05,4.0969824303413694e-05,9.8452044724425684e-08,1.7484949471084363e-12,1.0028204522904806e-08,8.0307293013769459e-05,7.9199782777755129e-16,4.0071173192898008e-10,1.7467305678075872e-09,5.4919616434593741e-11,5.490866188688743e-11,7.2025697990535892e-15,1.3669268995843537e-10,3.7519778422127456e-15,2.9837418925905407e-11,8.3550335183807876e-26,7.7341001750586604e-26,7.7343475125425657e-26,2.2277037518431664e-15,7.1211063059197965e-17,5.8061433720297207e-17,6.4513101296067481e-19,1.0054299580185136e-18,3.6387051606517488e-17,4.5797926254398276e-20,3.1928334897084442e-23,2.3740443958716856e-23,4.3624581000773229e-27,3.6205597746176632e-31,1.8471499915964301e-29,3.3777055801842153e-26,2.9580712008878081e-29,6.9723738928584624e-11,3.4820156315558699e-17,1.7907786899408465e-19,3.9540369474092541e-20,1.5550177289220975e-21,1.6765645671248299e-19,2.0004758048239144e-27,1.1563201875540612e-27,3.9909280242863786e-24,1.1821887055591113e-28,7.4516957929290412e-24,7.2264232066229311e-29,4.001055809508648e-29,5.4236265408723791e-28,1.0902557780748177e-26,1.089823481245591e-26,6.3001506547787048e-31,6.0318498937449137e-23,4.2158042198163128e-24,3.7135056825441317e-26,2.2155800864117053e-28,3.3463760415584818e-29,7.0654156864629847e-32,2.0787073820057606e-31,1.9567376217963658e-36,2.9521542026522005e-24,3.406260357574815e-24,3.6929532267889281e-30,1.9166885126004614e-36
6.692537360586305e-12,0.8356917684341126,5.4222616256292313e-10,2.7733038571067241e-15,2.7315090752595868e-15,1.3849551164627737e-24,1.1669900040178881e-19,0.0,0.0,9.3306908363096252e-11,1.6975183460287502e-18,154.0,0.0,0.99983432798851835,1.0,18.999999883935669,3.775293326664999e-06,8.050472156372933e-06,1.3717159243094588e-05,1.3814745623572926e-05,4.263141944735986e-05,1.0552252463408176e-07,1.8150502090949291e-12,1.0446660540680283e-08,8.3564322270011473e-05,8.4887641504127424e-16,4.3179990602916616e-10,1.8797235188198058e-09,6.1371627996219694e-11,6.1359352077942408e-11,8.0614395723114244e-15,1.4791530651829272e-10,4.2144786283031027e-15,3.2152577500828394e-11,1.0832967216779491e-25,1.002824639249119e-25,1.0028579371421782e-25,2.502834859483504e-15,7.9610009758406688e-17,6.0484217343229269e-17,6.7328398806611388e-19,1.078411338888265e-18,4.0578490030041961e-17,5.3075114314565086e-20,3.8405169355314528e-23,2.8582520644537735e-23,5.4552130616506525e-27,4.567437723623538e-31,2.2245205919360397e-29,4.0676277146722882e-26,3.7004990427084569e-29,7.5447585416881494e-11,3.7508527826572858e-17,1.994788570173508e-19,4.266518032591194e-20,1.6785792545233495e-21,1.8754871323226843e-19,2.2283752027649797e-27,1.2880511642500976e-27,4.6351438961377371e-24,1.3735396721439083e-28,8.6540846821232695e-24,8.3931645219574488e-29,4.6467285862947192e-29,6.3060775892535261e-28,1.314580605989384e-26,1.3140394529986589e-26,7.886603280782336e-31,7.1084662146568078e-23,4.9219635344085769e-24,4.5060297503301269e-26,2.7905913708787373e-28,4.1621141542230801e-29,8.9634086808039512e-32,2.7215996069794147e-31,2.6615721777663847e-36,3.3662922018993412e-24,4.0446392045788355e-24,4.6228695791701295e-30,2.6081950265861096e-36
6.937998031318981e-12,0.8356917683974968,5.6217987292201795e-10,2.9821533466255224e-15,2.9357779083672332e-15,1.5738479395204991e-24,1.3002375391966261e-19,0.0,0.0,9.9064534069181443e-11,1.8846375277369389e-18,154.0,0.0,0.99982825700729028,1.0,18.999999876235446,3.9137447012562729e-06,8.0504261647294339e-06,1.4216693015239422e-05,1.432130235513979e-05,4.4293003215521054e-05,1.127984759029295e-07,1.8816046512547347e-12,1.0865112747649345e-08,8.6821332491601025e-05,9.0740792272510724e-16,4.6404911755927609e-10,2.0174078723163623e-09,6.8305325207856934e-11,6.8291626581045666e-11,8.9853785429250161e-15,1.595789953904323e-10,4.7132481784850125e-15,3.4554233383681297e-11,1.3914104808041487e-25,1.2880977254626842e-25,1.288142072758662e-25,2.8004292134816543e-15,8.8640934088667553e-17,6.2906978902335226e-17,7.0153529019149391e-19,1.1535423704472524e-18,4.5067575245780841e-17,6.1172961834903951e-20,4.5880849487009912e-23,3.4177521496291553e-23,6.7659057717045001e-27,5.7143117404829408e-31,2.6606657429461144e-29,4.8650678834838186e-26,4.5918839184532125e-29,8.1396326118385983e-11,4.029590707024623e-17,2.2131086304609051e-19,4.5907769163112295e-20,1.8070575490334142e-21,2.0895122545509767e-19,2.4722605218405384e-27,1.4290223613271345e-27,5.35428734121435e-24,1.5872051102784093e-28,9.996231213218888e-24,9.6955987400182041e-29,5.3674580457568574e-29,7.291930501768981e-28,1.574371962170201e-26,1.573700020491788e-26,9.7927024639684668e-31,8.3279306189663545e-23,5.7130433616963805e-24,5.4282383694171216e-26,3.4845550138888966e-28,5.1329003311312009e-29,1.1267833615251722e-31,3.5276685065397504e-31,3.5790630755698495e-36,3.8186101080400397e-24,4.7706158576200577e-24,5.7401465377326663e-30,3.5087637785408029e-36
7.183458702051656e-12,0.8356917683599195,5.8213830758736865e-10,3.1986941887819569e-15,3.1474285202074493e-15,1.7811291249699644e-24,1.4432662206448773e-19,0.0,0.0,1.0498832706423761e-10,2.0860261104275694e-18,154.0,0.0,0.99982218606819706,1.0,18.999999868333134,4.0521950712108667e-06,8.0503800909510185e-06,1.4716013459616647e-05,1.4827852847917341e-05,4.5954575585415431e-05,1.202763430800208e-07,1.9481582736586098e-12,1.128356067139167e-08,9.0078323634440577e-05,9.6756374889888212e-16,4.9745933812989747e-10,2.1597647118594425e-09,7.5737371415811379e-11,7.5722145136327509e-11,9.9766714979381734e-15,1.7168337029740329e-10,5.2496078812455152e-15,3.7042386982281905e-11,1.7715626908990962e-25,1.640083841250197e-25,1.6401423157945441e-25,3.1214558746971078e-15,9.8326227087613016e-17,6.5329715662372441e-17,7.2988489084253672e-19,1.2307862114739745e-18,4.9862836064597805e-17,7.0148495258686408e-20,5.4464062391991168e-23,4.0608543858612509e-23,8.3276802931042511e-27,7.094151997318177e-31,3.1620824354742904e-29,5.7819372493296763e-26,5.6551689791453673e-29,8.7569759112719073e-11,4.3182199931779665e-17,2.4461407545372546e-19,4.926802351879429e-20,1.9404734868145529e-21,2.3191868581944949e-19,2.7325807076015999e-27,1.5794932793184121e-27,6.1539391320170981e-24,1.8248513024669734e-28,1.1488531400213835e-23,1.1143825178977215e-28,6.1688279304967097e-29,8.3889376704108897e-28,1.8736726089234919e-26,1.8728445474870953e-26,1.2067980129511674e-30,9.703221140626696e-23,6.5955187984440216e-24,6.4953586729884402e-26,4.3162653232209101e-28,6.2804047724339524e-29,1.4045178820897779e-31,4.52995733045324e-31,4.7618827641070523e-36,4.3108904816736306e-24,5.592093072237583e-24,7.0738163510167032e-30,4.670318906001767e-36
7.428919372784332e-12,0.8356917683213968,6.0210146770048355e-10,3.422936512206157e-15,3.3664626457068697e-15,2.0079337106655219e-24,1.596423288858292e-19,0.0,0.0,1.1107836902120206e-10,2.3023490017407607e-18,154.0,0.0,0.99981611517123792,1.0,18.99999986023224,4.1906444365358093e-06,8.0503339766425239e-06,1.5215124072488278e-05,1.5334397102292014e-05,4.7616136543492861e-05,1.2795263211416961e-07,2.0147110763557702e-12,1.1702004003717632e-08,9.3335295671939664e-05,1.0293157855646302e-15,5.320305393530729e-10,2.3067752247791691e-09,8.3684362824822062e-11,8.3667500356897103e-11,1.1037594013131448e-14,1.842280452939088e-10,5.8248737904285736e-15,3.9617038711795209e-11,2.2372119562982539e-25,2.0712505790148378e-25,2.0713269640785278e-25,3.4668913703280462e-15,1.0868822548286469e-16,6.7752425838969299e-17,7.5833277160257315e-19,1.3101066623343926e-18,5.4972652335248236e-17,8.00603303625466e-20,6.4270653292368713e-23,4.7964328057643661e-23,1.0177255318323282e-26,8.7439509356899271e-31,3.735709559691585e-29,6.8309623182753244e-26,6.9158367405283331e-29,9.3967682657430542e-11,4.616731307941016e-17,2.6942795380333813e-19,5.2745831866607654e-20,2.078847950477508e-21,2.5650573131584547e-19,3.009776564036762e-27,1.7397187127526471e-27,7.0398784173133282e-24,2.0882039093318029e-28,1.3141749345175784e-23,1.274830093597223e-28,7.0566197046329301e-29,9.6051281046448561e-28,2.2168204276766859e-26,2.2158071369792463e-26,1.4767505104670727e-30,1.1248004487421266e-22,7.5760904459251083e-24,7.7237482523563149e-26,5.3066279006300084e-28,7.6282918899668714e-29,1.7369670618163789e-31,5.7666225388841447e-31,6.2731068921176764e-36,4.8449202623818378e-24,6.5173346079097605e-24,8.6561564639268955e-30,6.1550796169093342e-36
7.674380043517007e-12,0.8356917682819459,6.2206935439793672e-10,3.6548903009139621e-15,3.5928820210827453e-15,2.2554302306329563e-24,1.7600560663523114e-19,0.0,0.0,1.1733474015578002e-10,2.5342853743919016e-18,154.0,0.0,0.99981004431641229,1.0,18.999999851936206,4.3290927972381219e-06,8.0502878406070056e-06,1.57140282897444e-05,1.5840935118538885e-05,4.9277686083782359e-05,1.3582390929158164e-07,2.0812630593808341e-12,1.2120442547777243e-08,9.6592248592364195e-05,1.0926364101103137e-15,5.6776269284201919e-10,2.4584207011710724e-09,9.2162828868114795e-11,9.2144218098816001e-11,1.2170412503871125e-14,1.9721263476709333e-10,6.4403566547997289e-15,4.2278188994537218e-11,2.803741627346498e-25,2.5958494015851996e-25,2.5959483151450902e-25,3.8377194588666069e-15,1.1974921182812011e-16,7.0175108292393924e-17,7.8687892088941044e-19,1.3914681538573397e-18,6.0405257543744872e-17,9.0968643890736054e-20,7.5423795061935246e-23,5.633940916313176e-23,1.2355160446870018e-26,1.0705054256499196e-30,4.3889398114169423e-29,8.0257075453352263e-26,8.4020872782139219e-29,1.0058989518813393e-10,4.9251153951322962e-17,2.9579124149196569e-19,5.6341083605015271e-20,2.2222018305201889e-21,2.8276694392288745e-19,3.3042808948220059e-27,1.909948831799561e-27,8.0180825117555795e-24,2.3790479066135641e-28,1.4967016746588766e-23,1.4519840409186049e-28,8.0368122897019202e-29,1.0948807061543558e-27,2.6084586666284446e-26,2.6072268516515675e-26,1.7952279505368586e-30,1.2976649867674697e-22,8.6616830803562912e-24,9.1309329029028272e-26,6.4788057980436146e-28,9.2023111099367383e-29,2.1323829173501968e-31,7.2814965674006004e-31,8.1877823062619738e-36,5.4224904818364455e-24,7.5549660686326504e-24,1.0522921818239491e-29,8.0371210397602992e-36
8.165301384982358e-12,0.8356917682003228,6.6201931206763429e-10,4.1419715020496786e-15,4.0678834728127651e-15,2.8173408999080304e-24,2.1201384497150057e-19,0.0,0.0,1.3034678368385007e-10,3.0477865967717175e-18,154.0,0.0,0.99979790273315972,1.0,18.999999834772112,4.6059865048029574e-06,8.0501955360791522e-06,1.6711230985307964e-05,1.6853992437398567e-05,5.2600750901235971e-05,1.5213798871423477e-07,2.2143645665072131e-12,1.2957304834535132e-08,0.00010310609706273416,1.2238753094972392e-15,6.4270974307487697e-10,2.7755422127271184e-09,1.1077997089895158e-10,1.1075751295130653e-10,1.4660757569019504e-14,2.2450001636298695e-10,7.7971898918177438e-15,4.7859986943629789e-11,4.3118239662634798e-25,3.9924045220208734e-25,3.9925664474717928e-25,4.659523250890126e-15,1.4405700850727895e-16,7.5020387502096534e-17,8.4426600026454819e-19,1.5601750696664737e-18,7.2271052058792521e-17,1.1602305269859903e-19,1.0230003836515598e-22,7.6555464542787939e-23,1.7878613785922665e-26,1.5750458692059446e-30,5.9661192112108378e-29,1.09109388338537e-25,1.2178852037617672e-28,1.1450638184466546e-10,5.5714652394232892e-17,3.5331751136020862e-19,6.3883479379877222e-20,2.52393143906413e-21,3.4052992585681311e-19,3.9469070160674841e-27,2.2814011616073909e-27,1.027618404420325e-23,3.0506462000424501e-28,1.9180061912409929e-23,1.8609151897560509e-28,1.0299301371275616e-28,1.4053230716434325e-27,3.5573678688920551e-26,3.5555801702722399e-26,2.6053766731310578e-30,1.7046598966965519e-22,1.1176743457814123e-23,1.2557856556653302e-25,9.473464916595532e-28,1.3142712177898764e-28,3.1496193927456777e-31,1.1353336548883694e-30,1.3598613450605964e-35,6.7154354699262896e-24,1.0003715136682663e-23,1.5271609525018642e-29,1.3359676492413631e-35
8.656222726447709e-12,0.835691768115176,7.0198818959131671e-10,4.6600148660733396e-15,4.5724467911159654e-15,3.4768806304593121e-24,2.5262935935528368e-19,0.0,0.0,1.4402507117395474e-10,3.6322485576266782e-18,154.0,0.0,0.99978576131843733,1.0,18.999999816867163,4.8828761939615669e-06,8.0501031965354192e-06,1.7707647865163594e-05,1.7867024805702316e-05,5.5923770033635075e-05,1.6919227923321941e-07,2.3474627951847193e-12,1.3794146951058281e-08,0.00010961986903719096,1.3610688589205908e-15,7.2230026175118571e-10,3.110981585558183e-09,1.3171971127667124e-10,1.3169291513115982e-10,1.7465656695019009e-14,2.5354243686733632e-10,9.3304885779164481e-15,5.3787784344204784e-11,6.4651722007444975e-25,5.986674626694652e-25,5.9869321409345007e-25,5.5948733934377615e-15,1.7142679912972583e-16,7.9865549929852619e-17,9.0204609742068176e-19,1.7366346048324727e-18,8.5523256035280998e-17,1.4582330990901687e-19,1.362308887958109e-22,1.0213449125513561e-22,2.5307875412061267e-26,2.266176532339177e-30,7.9622781124269611e-29,1.4563743827565428e-25,1.7272565178896888e-28,1.2931761014658525e-10,6.2571969683004469e-17,4.1748897488960657e-19,7.1894343948011414e-20,2.8458295808575298e-21,4.0564320324508641e-19,4.6637666999228901e-27,2.6957621517739525e-27,1.2980018025902918e-23,3.8551100336242445e-28,2.4224054581745166e-23,2.3505403516391044e-28,1.3008066117055678e-28,1.7774162228617586e-27,4.7640431762093992e-26,4.7615047431910398e-26,3.6995084018864397e-30,2.2042595824122796e-22,1.4200531980751503e-23,1.6941121136957939e-25,1.3536515416821415e-27,1.8352738658018197e-28,4.5410487224414718e-31,1.7233578439532068e-30,2.1905128423630067e-35,8.2041270476215048e-24,1.3014611589907161e-23,2.1684821781707615e-29,2.1538460833738226e-35
9.14714406791306e-12,0.8356917680266277,7.4197599588647768e-10,5.2090953089316814e-15,5.1065859126328004e-15,4.2446070234089551e-24,2.9813030368782796e-19,0.0,0.0,1.5837019440177435e-10,4.2936184367330614e-18,154.0,0.0,0.9997736200722418,1.0,18.999999798246762,5.1597618647701409e-06,8.0500108508696862e-06,1.8703304347154897e-05,1.8880032224366183e-05,5.9246743473602637e-05,1.8696137923063651e-07,2.4805577455227892e-12,1.4630968606282455e-08,0.00011613356450103245,1.5040127143149014e-15,8.065340218045696e-10,3.4645927413734417e-09,1.5511191835452398e-10,1.5508026488710297e-10,2.0602916467457115e-14,2.8433682341744011e-10,1.1050550649076338e-14,6.0061584814136304e-11,9.4778083866489825e-25,8.7769887884101991e-25,8.7773878993051601e-25,6.6518776610427447e-15,2.0203490740972949e-16,8.4710593890444029e-17,9.6021919868071019e-19,1.9205838131435386e-18,1.0022272288110633e-16,1.8090424719264044e-19,1.7848179002142278e-22,1.3405626543739898e-22,3.5129877138826809e-26,3.1963745435684844e-30,1.0454062854394723e-28,1.9125032474245884e-25,2.4026167858452824e-28,1.4502197402483886e-10,6.9822391760635513e-17,4.8859103567304857e-19,8.0372824251118941e-20,3.1880636284538874e-21,4.7854149411942315e-19,5.4580481986812578e-27,3.1548746831740964e-27,1.6184516779009456e-23,4.8088485184314115e-28,3.0201234085758243e-23,2.9307926894143918e-28,1.6218020728695956e-28,2.2187952663080557e-27,6.2776685155937941e-26,6.2741333674643427e-26,5.152144322024824e-30,2.8106286005204758e-22,1.7796384333213053e-23,2.2466786034998534e-25,1.8950365741734017e-27,2.5122639744701277e-28,6.4085832283373338e-31,2.5543716923050709e-30,3.4339994551241279e-35,9.9030197197496732e-24,1.6669763733301141e-23,3.0199336972507373e-29,3.3793782009464179e-35
9.63806540937841e-12,0.8356917679347952,7.8198273979403402e-10,5.7892856626138455e-15,5.6703147950442089e-15,5.1316168205000989e-24,3.4879496368360875e-19,0.0,0.0,1.7338272413651959e-10,5.0380718851794833e-18,154.0,0.0,0.99976147899457135,1.0,18.999999778935429,5.4366435172848681e-06,8.0499185211204324e-06,1.9698224978931037e-05,1.9893014694132603e-05,6.2569671216037494e-05,2.0542075678483718e-07,2.6136494176085757e-12,1.5467769682385504e-08,0.00012264718344401793,1.6525095279118771e-15,8.9541079617894603e-10,3.8362311550712355e-09,1.8108542622259909e-10,1.8104836842874467e-10,2.4090201588122806e-14,3.1688010849392974e-10,1.2967591882315908e-14,6.6681392069519889e-11,1.3616580553786338e-24,1.2610658213402937e-24,1.2611262662093123e-24,7.8387389560321995e-15,2.3605680299144172e-16,8.9555518701698183e-17,1.018785301099728e-18,2.1117688337861944e-18,1.1642819833359995e-16,2.2182311826518945e-19,2.3045015309205336e-22,1.7340693910816285e-22,4.791723740498575e-26,4.4287851466160208e-30,1.3526452345543776e-28,2.4751172855752406e-25,3.2845143535235616e-28,1.6161787027071544e-10,7.7465215711858581e-17,5.6689877761272772e-19,8.9318080612834138e-20,3.5508010481107704e-21,5.5965867557681543e-19,6.3328244830577853e-27,3.6605150013614133e-27,1.9947764437019268e-23,5.9292141648704793e-28,3.7219676657057328e-23,3.6121727081717513e-28,1.9987214746814822e-28,2.7375339463689842e-27,8.1532947621529875e-26,8.1484563444966093e-26,7.0515704879783881e-30,3.5391866417673581e-22,2.2031098978118139e-23,2.9343140554842676e-25,2.6048920028322849e-27,3.3784617622861752e-28,8.8732765856221193e-31,3.7063827983510731e-30,5.2542225404073681e-35,1.1826616911305567e-23,2.1057137297615835e-23,4.1332606075795611e-29,5.1750289259023909e-35
