Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842)
7.923736201535765e-07,0.706470089637787,3.6248550186952485e-08,2.370297401981172e-07,7.3252555784823603e-06,1.2345383415241591e-10,3.1626900237240742e-05,0.0,0.0,0.00079603275210199398,0.0012261601563687968,154.0,0.0,0.90983849657534543,1.0,18.985515730688288,0.0084436244416329822,7.4440412859458592e-09,0.010839763582110428,0.020343167318393387,0.0040926011338095905,0.0042516227619764473,9.3185595946856863e-09,6.1972875772033149e-05,0.0046334359199954643,8.9054048149095612e-11,0.016576354404333256,2.7326213106029268e-06,0.0037965067244652997,0.0034185073814892099,1.2536072717151397e-06,1.9057210679617241e-07,8.4304946351826768e-07,0.0090029722444757154,1.7138459780975267e-05,7.7912729150479817e-05,8.3224261353015145e-05,0.0080763822130645521,9.3841134279110455e-08,8.405787119409283e-13,2.8371530147573767e-12,4.7510096755760135e-11,4.2671990469589042e-07,1.9107230573285598e-05,5.4326529723294735e-06,1.5707033259425755e-06,1.8536194947682461e-06,4.2424359740480298e-06,4.9371954526473075e-13,3.5672481551893803e-06,9.8345993377025938e-07,1.638946730908765e-07,2.5969431405866521e-08,1.018553853642574e-08,3.3131915780345574e-12,1.3842705220556833e-11,6.5512348315832477e-08,3.1047305296019876e-16,1.7579075584996995e-16,1.1027171012669639e-07,1.2369659320905484e-12,3.3436198477764054e-09,9.2526706300608257e-14,7.9761271481044398e-16,7.0758946441102431e-13,2.9209491058038408e-08,9.3319741167718778e-10,5.5314503666523771e-09,1.8075097273826671e-05,6.9934001866027199e-10,8.5233433193186674e-09,3.5872575127266773e-08,1.2492271396204683e-10,2.3413873327244178e-12,2.2250186479188332e-07,1.0796389134932202e-09,6.026732260158286e-14,2.7337447186236071e-09,2.2744843279708847e-08,5.6290339273679995e-10,1.1939402066015308e-10,2.3742140630715387e-08,6.2618007535739575e-08,1.6971164077617698e-08,9.4090191590329408e-14,4.1868648884760655e-14,3.3745272180211727e-06
8.041493608137285e-07,0.7064694888054622,3.6432451201414144e-08,2.5291517993015954e-07,7.5357746595072275e-06,1.2780937975262869e-10,3.3182052967384549e-05,0.0,0.0,0.00079986443771477335,0.0012662236000233634,154.0,0.0,0.90860840299429702,1.0,18.985251881028468,0.0085253092500293618,7.4352912081391324e-09,0.010842641605192311,0.020436120188516073,0.0041501647625561853,0.0042526956683216184,9.3610162205265386e-09,6.2255234355364372e-05,0.0046994724406185812,8.9076521126228362e-11,0.016952910365949449,2.7333596548240275e-06,0.003875486908747422,0.0034772757349160154,1.2751416986055802e-06,1.9329784133467004e-07,8.5753135517682911e-07,0.009257923728010601,1.7797905126605677e-05,8.2201184324438953e-05,8.791100803147481e-05,0.0082916776659165137,9.6500276155727238e-08,8.4440852634934927e-13,2.917446404965008e-12,4.877723585307318e-11,4.3832741654953166e-07,1.9899133349680145e-05,5.6578994980895798e-06,1.6369288616116928e-06,1.9326105856105719e-06,4.5224084266599191e-06,5.1453623387363635e-13,3.7904166619118305e-06,1.0506115294414411e-06,1.6620799299143163e-07,2.7417173137754853e-08,1.0753378647343433e-08,3.4978953172177026e-12,1.4631812678684107e-11,6.9247922715352617e-08,3.2778181402634374e-16,1.8559102727987434e-16,1.1764739131640198e-07,1.3197021736608374e-12,3.5402307492284987e-09,9.796616610657745e-14,8.4451378680598246e-16,7.4918724075312453e-13,3.1519137687184635e-08,9.9014832399976578e-10,5.967324323357399e-09,1.8895032350900822e-05,7.3114982831745101e-10,8.9323574197698366e-09,3.7595833526170154e-08,1.3091587666226734e-10,2.4538637180772995e-12,2.3753694690612843e-07,1.152632581094322e-09,6.5222944866917088e-14,3.0120351019074168e-09,2.4561665039827464e-08,6.0122087533497557e-10,1.2752502112676707e-10,2.58508963419178e-08,6.8361769422764344e-08,1.7380945786802166e-08,9.6360813856733744e-14,4.2879039920405858e-14,3.506257999732739e-06
8.159251014738805e-07,0.7064688865098223,3.6610479938049237e-08,2.6951253536416595e-07,7.7473391400914021e-06,1.3221534502033769e-10,3.4781512211158563e-05,0.0,0.0,0.00080349306399788312,0.0013065947006942703,154.0,0.0,0.90738156634222045,1.0,18.984987805997179,0.0086059926480120744,7.4265656003294517e-09,0.010843979879177491,0.020525682831035324,0.0042076384940653282,0.0042531645860365,9.4019187293758067e-09,6.2527257254860839e-05,0.0047654314041622658,8.9086343036033424e-11,0.017330641485632115,2.7337091718764293e-06,0.0039544827576424978,0.0035354318598383285,1.2964510448723386e-06,1.96020373477023e-07,8.7186188059744555e-07,0.0095144425118519026,1.8463834513798677e-05,8.6627357820614809e-05,9.275709468030802e-05,0.0085076231937324387,9.9175790641025793e-08,8.4809815116004461e-13,2.9982313408172618e-12,5.0048224451855378e-11,4.4997840862410616e-07,2.0706225771582769e-05,5.8874672266293991e-06,1.7044583843336547e-06,2.0131810076158864e-06,4.8147377485435173e-06,5.357628050600666e-13,4.0229780581377581e-06,1.1208417145143066e-06,1.6851769940302248e-07,2.891318990153687e-08,1.1340149314406446e-08,3.6887580220892712e-12,1.5448071054385872e-11,7.3112075695057721e-08,3.4566761159786379e-16,1.9571801847648956e-16,1.2534869416531886e-07,1.4060910560268645e-12,3.7438856521079815e-09,1.0360040378594387e-13,8.9309518891812414e-16,7.9227456362706875e-13,3.3963099857772914e-08,1.0492944038115423e-09,6.4282337943722691e-09,1.9732204373043974e-05,7.6363153156835923e-10,9.3508108551647327e-09,3.9358905819630738e-08,1.3704723394617078e-10,2.5689387424715916e-12,2.5324401379197063e-07,1.2288902255395951e-09,7.0478738112789698e-14,3.3129753781894244e-09,2.6485571659589111e-08,6.4126636844795829e-10,1.3602284683348126e-10,2.8101604085091512e-08,7.4503678071519769e-08,1.7791909291074113e-08,9.8637927726731581e-14,4.3892319616209446e-14,3.6411362244214373e-06
8.277008421340325e-07,0.7064682828280177,3.6782822325713486e-08,2.868350902428864e-07,7.9598836273638648e-06,1.3667036744790387e-10,3.6425441582802663e-05,0.0,0.0,0.00080692809966908272,0.0013472583078125459,154.0,0.0,0.90615796689429262,1.0,18.984723541768322,0.0086856848009606684,7.4178643080418561e-09,0.010843862519877543,0.020611959935778152,0.0042650225539933393,0.0042530625433953246,9.441315148908878e-09,6.278926389030346e-05,0.0048313130209468149,8.9084205663132985e-11,0.017709483043615734,2.7336910962761184e-06,0.0040334833437273392,0.0035929638658041226,1.3175309607683867e-06,1.9873971191340304e-07,8.860381145698367e-07,0.0097724549673524428,1.9135729670664153e-05,9.1191455134631943e-05,9.7763405935571756e-05,0.0087241548560634159,1.0186690893683933e-07,8.516519188051398e-13,3.0794846119813884e-12,5.1322686178228416e-11,4.6166941642932201e-07,2.1528310157116269e-05,6.1212998118570004e-06,1.7732754090952671e-06,2.095311073181287e-06,5.1196638687167729e-06,5.573940770858542e-13,4.2651126984199659e-06,1.1942119592333116e-06,1.7082380140280682e-07,3.0457759260962453e-08,1.1945958868687678e-08,3.8858151046358951e-12,1.6291660887018795e-11,7.7105663597154864e-08,3.6413374779562378e-16,2.0617359911036961e-16,1.3338122872718562e-07,1.4961955096266563e-12,3.9546382949516714e-09,1.0943089876635688e-13,9.4336974034972258e-16,8.36862746833675e-13,3.6546123400918083e-08,1.1106619579631925e-09,6.9150252860643898e-09,2.0586360503116104e-05,7.9677534259580188e-10,9.7785829886024443e-09,4.1161282335112622e-08,1.4331501239428636e-10,2.686579139791842e-12,2.6963524416734833e-07,1.3084710036418585e-09,7.6045742690906694e-14,3.6379218564128612e-09,2.8520436156890503e-08,6.8307173981560448e-10,1.4489426185201968e-10,3.0500580360326262e-08,8.1061633492293756e-08,1.8203910323150365e-08,1.009207332411736e-13,4.4908132003913687e-14,3.7791703971521799e-06
8.394765827941845e-07,0.7064676778355671,3.6949658395507516e-08,3.048957655219079e-07,8.1733455635379671e-06,1.4117312455400715e-10,3.811398913254805e-05,0.0,0.0,0.00081017869918700814,0.0013881998161576036,154.0,0.0,0.90493758548507219,1.0,18.984459123059114,0.0087643957734809749,7.4091871812358938e-09,0.010842369924972735,0.020695053133934115,0.0043223171667052876,0.0042524211077026664,9.4792521041543055e-09,6.3041564347656072e-05,0.0048971175001237387,8.9070770206612218e-11,0.018089372476095877,2.7333257242164142e-06,0.0041124783395947804,0.0036498609362049239,1.3383774906379855e-06,2.0145586528544998e-07,9.0005739690865979e-07,0.010031889795066385,1.9813075691535201e-05,9.589356287451223e-05,0.00010293070792178855,0.0089412114329375861,1.0457288655376398e-07,8.5507403514797193e-13,3.1611837434090497e-12,5.2600260650345521e-11,4.7339711514750052e-07,2.2365185048549509e-05,6.3593398316285361e-06,1.8433630965402257e-06,2.1789806436930881e-06,5.4374221015877158e-06,5.7942475683207331e-13,4.5169982465170585e-06,1.2707823209208195e-06,1.7312630801574339e-07,3.2051133215047087e-08,1.257090560001453e-08,4.0890987152579802e-12,1.7162747757574729e-11,8.1229471893187912e-08,3.8318321866572595e-16,2.16959465551642e-16,1.4175042604030674e-07,1.5900764568036187e-12,4.1725382787401484e-09,1.1545901592924351e-13,9.9534927329921414e-16,8.8296222819152289e-13,3.9272988817928286e-08,1.1742762215262861e-09,7.4285482328238508e-09,2.1457243158746117e-05,8.3057128682924343e-10,1.0215549529345838e-08,4.3002437909764274e-08,1.4971738514891917e-10,2.8067506328726191e-12,2.8672246272006689e-07,1.3914323484268381e-09,8.1935075454954852e-14,3.9882800240085151e-09,3.0670164363578135e-08,7.2666794709955829e-10,1.5414583659536798e-10,3.3054255253513002e-08,8.8053813458164276e-08,1.8616813032732768e-08,1.0320847715913253e-13,4.5926141903984111e-14,3.9203679489461383e-06
8.512523234543365e-07,0.706467071606333,3.7111162412696037e-08,3.2370711460849094e-07,8.3876651518366243e-06,1.457223338670385e-10,3.9847288049568078e-05,0.0,0.0,0.00081325369989727501,0.0014294051588308061,154.0,0.0,0.90372040350443572,1.0,18.984194583169099,0.0088421355304693465,7.4005340733020955e-09,0.010839578893383639,0.020775061043305496,0.004379522555311011,0.0042512704326296193,9.515774841507718e-09,6.3284459519318808e-05,0.0049628450497073385,8.9046668295571906e-11,0.018470249308065685,2.7326324437517535e-06,0.0041914579911730004,0.0037061132895209081,1.358987058815635e-06,2.0416884218757835e-07,9.1391732297860056e-07,0.010292677986823142,2.0495362120510355e-05,0.0001007336513633904,0.00010825965026567335,0.0091587343468345073,1.0729300291700148e-07,8.5836858150722045e-13,3.2433069835964136e-12,5.3880603020431896e-11,4.8515831587873942e-07,2.321664565924018e-05,6.6015289152013315e-06,1.914704292568077e-06,2.2641691784945894e-06,5.7682430831273715e-06,6.0184945224617754e-13,4.7788096295429921e-06,1.350611420631063e-06,1.7542522821604174e-07,3.3693539210217854e-08,1.3215078152010438e-08,4.2986378719407068e-12,1.8061482839928102e-11,8.5484217793568723e-08,4.0281872622099885e-16,2.2807714768789875e-16,1.5046153846621636e-07,1.6877928156055707e-12,4.3976312083665454e-09,1.2168600952017447e-13,1.0490446667074541e-15,9.3058259944092258e-13,4.214850855074084e-08,1.2401613875684662e-09,7.9696544050732627e-09,2.2344590738013453e-05,8.6500922937980342e-10,1.0661582970618498e-08,4.4881833747494169e-08,1.5625247833322327e-10,2.929418054709062e-12,3.0451713661892736e-07,1.4778299521508924e-09,8.8157936487568337e-14,4.3655048702499565e-09,3.2938692758099109e-08,7.7208502798795963e-10,1.6378394571422819e-10,3.5769169113344561e-08,9.5498660494821187e-08,1.9030489742383677e-08,1.0550045162461776e-13,4.6946034329803154e-14,4.0647353004143304e-06
8.630280641144885e-07,0.7064664642125394,3.7267503013134308e-08,3.4328131950222236e-07,8.6027852791126034e-06,1.5031675275075359e-10,4.1625457346825649e-05,0.0,0.0,0.00081616162106547274,0.0014708607987693994,154.0,0.0,0.90250640289064943,1.0,18.983929954020496,0.0089189139381656967,7.3919048431358563e-09,0.010835562745700402,0.020852079318348531,0.0044366389417008012,0.0042496393051758338,9.5509272415040939e-09,6.3518241245374559e-05,0.0050284958766059441,8.9012502874422624e-11,0.018852055087479381,2.7316297650691307e-06,0.0042704130919188447,0.0037617121409466267,1.3793564551432604e-06,2.0687865116826959e-07,9.2761573394161256e-07,0.010554752784319067,2.1182083963225138e-05,0.00010571157740481557,0.00011375076828620744,0.0093766675833548419,1.1002656093505038e-07,8.6153951622875633e-13,3.3258332910276398e-12,5.5163383509281036e-11,4.9694996179812657e-07,2.4082484297973409e-05,6.8478078641958175e-06,1.987281565977484e-06,2.3508557814706291e-06,6.1123527181908187e-06,6.2466268417441074e-13,5.0507189983562496e-06,1.4337564239981925e-06,1.7772057092859879e-07,3.5385181142434199e-08,1.3878555920392153e-08,4.5144585880573934e-12,1.8988003453332536e-11,8.9870552863431929e-08,4.2304269058197688e-16,2.3952801579851083e-16,1.5951964050890015e-07,1.7894015089740446e-12,4.6299588357815404e-09,1.2811302714623895e-13,1.1044658804051094e-15,9.7973263681328905e-13,4.5177524347925384e-08,1.3083406378533952e-09,8.5391973405910476e-09,2.3248138299927227e-05,9.0007890169243037e-10,1.1116553004439635e-08,4.6798919173141884e-08,1.6291837713440127e-10,3.0545454629514843e-12,3.2303037289774865e-07,1.5677177535758751e-09,9.4725572874119256e-14,4.7711011730990287e-09,3.5329986369480948e-08,8.1935209260406897e-10,1.7381476648493576e-10,3.8651969196960605e-08,1.0341486895674362e-07,1.9444820687426217e-08,1.0779599265627414e-13,4.7967513821074093e-14,4.2122779234689005e-06
8.748038047746404e-07,0.7064658557247792,3.7418843343128036e-08,3.6363018778306335e-07,8.8186514359028584e-06,1.5495517809118014e-10,4.3448602526886506e-05,0.0,0.0,0.00081891066456792636,0.0015125537190137451,154.0,0.0,0.90129556612100781,1.0,18.983665266198773,0.0089947407651949918,7.3832993541562709e-09,0.01083039144428972,0.020926200704261967,0.004493666546580532,0.0042475551928304132,9.5847518497809069e-09,6.374319248788921e-05,0.0050940701866525728,8.8968849258086857e-11,0.019234733320811652,2.7303353507576041e-06,0.004349334957886644,0.003816649664461469,1.3994828212264032e-06,2.0958530073134358e-07,9.4115070751732951e-07,0.010818049634765004,2.187274262745063e-05,0.00011082708719357009,0.00011940448534475462,0.0095949576110721923,1.1277288653774283e-07,8.6459067723926389e-13,3.4087423202436432e-12,5.6448286935497021e-11,5.0876912425172762e-07,2.4962490771219148e-05,7.098116767240987e-06,2.0610772441959917e-06,2.4390192452968093e-06,6.4699721383070582e-06,6.4785889759277567e-13,5.3328956938390054e-06,1.5202730260590573e-06,1.8001234503041549e-07,3.7126240353523568e-08,1.4561409444307751e-08,4.7365839994803911e-12,1.9942433613411681e-11,9.4389065631430594e-08,4.4385726190547565e-16,2.5131328730861094e-16,1.6892963007328619e-07,1.8949574788614402e-12,4.869559203964206e-09,1.3474111375636818e-13,1.1616219894563504e-15,1.0304203314707643e-12,4.8364904727084909e-08,1.3788361742202017e-09,9.1380317992760622e-09,2.4167618200991447e-05,9.3576992649618872e-10,1.1580326912333961e-08,4.8753133286601836e-08,1.6971313153558255e-10,3.1820962478695267e-12,3.4227291665705372e-07,1.6611479292409688e-09,1.0164927992459022e-13,5.2066237502390535e-09,3.784803675358865e-08,8.684973180748276e-10,1.8424427765889838e-10,4.1709406292331217e-08,1.1182137222411545e-07,1.9859693743222454e-08,1.1009447866707782e-13,4.8990303782810339e-14,4.3630004009645335e-06
8.865795454347924e-07,0.7064652462119929,3.7565341201760812e-08,3.8476515039376101e-07,9.0352116346323744e-06,1.5963644586231592e-10,4.5316816227931663e-05,0.0,0.0,0.00082150871703113833,0.0015544714119211441,154.0,0.0,0.90008787620041564,1.0,18.983400548993011,0.0090696256835969373,7.3747174724998792e-09,0.010824131712340576,0.020997515094477063,0.0045506055895061298,0.0042450442909351726,9.6172899099741082e-09,6.3959587511868245e-05,0.0051595681846349564,8.89162561781811e-11,0.019618229410068539,2.7287660459603994e-06,0.0044282154036699778,0.0038709189554048122,1.419363636951486e-06,2.122887993372033e-07,9.5452054892897293e-07,0.011082506144105407,2.2566846793419991e-05,0.0001160798193555001,0.00012522111533939161,0.0098135533010268051,1.155313281893445e-07,8.6752578473530201e-13,3.492014407486457e-12,5.7735012242740625e-11,5.2061299881517357e-07,2.585645276383291e-05,7.3523951085532766e-06,2.136073447144905e-06,2.5286380934063143e-06,6.8413176692427949e-06,6.7143247225177735e-13,5.625506218742604e-06,1.6102154398327353e-06,1.8230055935198785e-07,3.8916876617866381e-08,1.5263700789672982e-08,4.9650344905243703e-12,2.0924884579205742e-11,9.9040284179932155e-08,4.6526433206922347e-16,2.6343403340490874e-16,1.7869623012401501e-07,2.0045137048383604e-12,5.116466790952066e-09,1.4157121561153733e-13,1.2205212185165013e-15,1.0826529198677885e-12,5.1715542533940246e-08,1.4516692504256628e-09,9.7670132413571264e-09,2.5102760689293837e-05,9.7207184111934728e-10,1.2052769931791406e-08,5.0743906519340938e-08,1.7663476168742526e-10,3.3120332339452432e-12,3.6225515002950745e-07,1.7581708884446268e-09,1.0894041869560684e-13,5.6736776751263455e-09,4.0496860042157455e-08,9.1954794512241254e-10,1.9507825874049565e-10,4.4948331324956087e-08,1.2073733005043092e-07,2.0275004131510143e-08,1.1239532887830346e-13,5.001414577514869e-14,4.5169064841666056e-06
8.983552860949444e-07,0.706464635741507,3.7707149184837339e-08,4.0669726016483692e-07,9.2524163265479641e-06,1.643594305867521e-10,4.7230178849430728e-05,0.0,0.0,0.00082396335322665489,0.0015966018675035913,154.0,0.0,0.89888331664825927,1.0,18.983135830437078,0.0091435782698435913,7.3661590697118296e-09,0.010816847152564488,0.021066109590981243,0.0046074562889172384,0.004242131568920119,9.6485813775456974e-09,6.4167692053156925e-05,0.0052249900743247786,8.885524661570297e-11,0.020002490591293783,2.7269379082110082e-06,0.0045070467192104037,0.0039245139936100104,1.4389967064329211e-06,2.1498915540404951e-07,9.6772378143633107e-07,0.011348062028251072,2.3263913215073248e-05,0.00012146930810046699,0.00013120086532815962,0.010032405846238707,1.1830125638008322e-07,8.7034844299771653e-13,3.5756305547105683e-12,5.90232720273626e-11,5.3247890133595931e-07,2.6764156198912135e-05,7.6105818705340951e-06,2.2122521192882767e-06,2.6196906197337398e-06,7.2266008077101749e-06,6.9537773275037468e-13,5.9287142147678317e-06,1.7036363884410437e-06,1.845852226786672e-07,4.0757229106025883e-08,1.598548393300733e-08,5.199827816830032e-12,2.1935455394121952e-11,1.0382467870676309e-07,4.8726554637210151e-16,2.7589118566047213e-16,1.8882399070568974e-07,2.1181212267552916e-12,5.3707126532429698e-09,1.4860418429675702e-13,1.2811709760408685e-15,1.1364369144320911e-12,5.5234352597901966e-08,1.5268602042517513e-09,1.0426997328942294e-08,2.6053294457635361e-05,1.0089741191807856e-09,1.2533745601352733e-08,5.2770662093332107e-08,1.8368126296662359e-10,3.44431877509775e-12,3.8298709185666747e-07,1.8588352716920172e-09,1.1661037225291265e-13,6.1739184589732578e-09,4.3280495064707921e-08,9.7253027653982591e-10,2.063222896665382e-10,4.8375691955954184e-08,1.3018211608875255e-07,2.0690654118218832e-08,1.1469800155416724e-13,5.1038798734965623e-14,4.6739991479533576e-06
9.101310267550964e-07,0.706464024379065,3.7844414829691163e-08,4.2943719103188157e-07,9.4702183178923058e-06,1.691230447060107e-10,4.918875915711009e-05,0.0,0.0,0.00082628184054463433,0.0016389335610504769,154.0,0.0,0.89768187148387923,1.0,18.982871137350564,0.0092166080058447616,7.3576240219758237e-09,0.01080859836432463,0.021132068566901325,0.0046642188621699894,0.0042388408161095018,9.6786649542376927e-09,6.4367763519117033e-05,0.0052903360585060625,8.8786318827851539e-11,0.020387465874604133,2.7248662369199039e-06,0.0045858216474640532,0.0039774296071415378,1.4583801448561293e-06,2.1768637730906025e-07,9.8075913748800119e-07,0.011614659062720075,2.3963467453644827e-05,0.00012699498647314285,0.00013734383826647869,0.010251468681565772,1.2108206310098297e-07,8.7306214328195991e-13,3.6595724136729366e-12,6.0312792067507792e-11,5.4436426397808122e-07,2.7685385577462394e-05,7.8726156305605731e-06,2.2895950599184489e-06,2.7121549262992553e-06,7.6260282066187766e-06,7.1968895805567413e-13,6.2426804445553285e-06,1.800587100556071e-06,1.8686634375198442e-07,4.2647417332138952e-08,1.672680513480653e-08,5.4409792262143699e-12,2.2974233418922103e-11,1.0874266404927829e-07,5.0986231491511042e-16,2.8868554247866523e-16,1.9931729128705767e-07,2.2358291710384096e-12,5.6323245679616261e-09,1.5584078065380744e-13,1.3435778881980717e-15,1.1917781336405355e-12,5.8926269483502888e-08,1.6044284896959409e-09,1.1118839450706298e-08,2.7018947157309738e-05,1.0464661907466755e-09,1.3023116083458154e-08,5.4832817386623719e-08,1.9085061071262343e-10,3.5789148438136011e-12,4.0447839802624769e-07,1.9631879523780428e-09,1.2467054284493233e-13,6.7090521994165159e-09,4.6203001543100642e-08,1.0274696774162556e-09,2.1798175086077068e-10,5.1998529178132293e-08,1.4017530562179947e-07,2.1106552712051283e-08,1.1700199235830327e-13,5.2064038242895681e-14,4.8342806436875559e-06
9.219067674152484e-07,0.7064634121888036,3.7977280760184641e-08,4.5299523789692883e-07,9.688572685850647e-06,1.7392623787410758e-10,5.119261486693009e-05,0.0,0.0,0.0008284711443877265,0.0016814554401797968,154.0,0.0,0.89648352521091557,1.0,18.982606495378718,0.0092887242799410703,7.349112207207541e-09,0.010799443058260253,0.021195473730860455,0.0047208935255688067,0.0042351946875389202,9.7075781289903225e-09,6.4560051195784664e-05,0.0053556063390026417,8.8709947407602641e-11,0.020773105985777598,2.722565602467081e-06,0.0046645333629144496,0.0040296614366771922,1.4775123658462701e-06,2.2038047338953339e-07,9.9362555024677631e-07,0.011882241031081807,2.4665044545221439e-05,0.00013265618968700879,0.00014365003584452797,0.01047069740423287,1.2387316130688286e-07,8.7567026702891088e-13,3.7438222703127182e-12,6.1603310856233054e-11,5.5626663128541871e-07,2.8619924298453495e-05,8.1384346522780799e-06,2.3680839517359875e-06,2.806008958697787e-06,8.0398016682349189e-06,7.4436039048645471e-13,6.5675627783003476e-06,1.9011173089652917e-06,1.8914393127093673e-07,4.4587542085593217e-08,1.7487703299124016e-08,5.6885015776231427e-12,2.4041294855115293e-11,1.1379460216293808e-07,5.3305582356182521e-16,3.0181777529890122e-16,2.1018034339508822e-07,2.3576847802374936e-12,5.9013271732572221e-09,1.632816786356368e-13,1.4077478323609367e-15,1.2486817314951543e-12,6.2796245336680526e-08,1.6843927090826568e-09,1.1843394269427114e-08,2.7999445874217807e-05,1.0845374610468315e-09,1.3520742464419913e-08,5.692978520984446e-08,1.9814076462335987e-10,3.7157831144633491e-12,4.2673836242093547e-07,2.0712740414384049e-09,1.3313238442233026e-13,7.2808356967485703e-09,4.9268458358170742e-08,1.084390576988568e-09,2.3006182363198292e-10,5.5823973916148068e-08,1.5073666351623035e-07,2.1522615355090178e-08,1.1930683271245011e-13,5.3089655785805745e-14,4.9977525497333751e-06
9.336825080754004e-07,0.7064627992333049,3.8105884831317799e-08,4.7738131708727231e-07,9.907436694678396e-06,1.7876799618664085e-10,5.3241793207972308e-05,0.0,0.0,0.00083053793433979933,0.0017241569114484149,154.0,0.0,0.89528826280077289,1.0,18.982341929032863,0.0093599363878846837,7.340623508457591e-09,0.010789436169689699,0.021256404192709424,0.0047774804943971506,0.0042312147481110918,9.7353571899408622e-09,6.4744796426467665e-05,0.0054208011167046427,8.8626584027778419e-11,0.021159363309409939,2.7200498747102753e-06,0.0047431754509175564,0.0040812059005737363,1.4963920679814953e-06,2.2307145194398891e-07,1.0063221445000485e-06,0.012150753672528837,2.5368189604108972e-05,0.00013845215852760254,0.00015011936141101043,0.010690049695282665,1.266739843695472e-07,8.7817608768640933e-13,3.8283630274950891e-12,6.2894579140521794e-11,5.6818365627819412e-07,2.9567554960035581e-05,8.4079769715015056e-06,2.4477003877803169e-06,2.9012305395617728e-06,8.4681181446905242e-06,7.6938624417825698e-13,6.9035161846949366e-06,2.0052752520504629e-06,1.9141799389323259e-07,4.657768633070632e-08,1.8268210332648277e-08,5.9424054558490298e-12,2.5136705257349735e-11,1.1898080454822692e-07,5.5684704488401438e-16,3.1528843479417093e-16,2.2141719350503171e-07,2.4837334454445471e-12,6.17774210646647e-09,1.7092746918180177e-13,1.4736859700657958e-15,1.3071522271596296e-12,6.6849247824562369e-08,1.7667706449562611e-09,1.2601515292005998e-08,2.899451756900032e-05,1.123177327759299e-09,1.4026485035346988e-08,5.9060974993803918e-08,2.0554967287088532e-10,3.8548850408164606e-12,4.4977591843168659e-07,2.1831368947447067e-09,1.4200735097093228e-13,7.8910765387156878e-09,5.2480961887600097e-08,1.1433164719938179e-09,2.4256749089129849e-10,5.9859243636426439e-08,1.618861324202883e-07,2.1938763609615077e-08,1.2161208794510376e-13,5.4115457942036859e-14,5.1644158196035507e-06
9.454582487355523e-07,0.706462185573644,3.8230360272943828e-08,5.0260496736681797e-07,1.0126769712327551e-05,1.8364734135655477e-10,5.5336331464285991e-05,0.0,0.0,0.0008324885909771401,0.0017670278266391298,154.0,0.0,0.89409606967542732,1.0,18.982077461730341,0.0094302535338075637,7.3321578136971396e-09,0.010778629969779111,0.021314936530197275,0.0048339799829471945,0.0042269215157948251,9.7620372590186471e-09,6.4922232824102797e-05,0.0054859205915939509,8.8536658401560911e-11,0.021546191833647071,2.7173322509138974e-06,0.0048217418878631598,0.0041320601606439789,1.5150182223065411e-06,2.257593212332291e-07,1.0188482282578412e-06,0.012420144628848778,2.6072458363996383e-05,0.0001443820428117259,0.0001567516229703161,0.010909485242143436,1.2948398552419213e-07,8.8058277369010897e-13,3.9131781880963357e-12,6.4186359466183663e-11,5.8011309659486185e-07,3.0528059642645935e-05,8.6811804768686593e-06,2.5284258967677851e-06,2.9977974000685514e-06,8.911169745337708e-06,7.9476071304794429e-13,7.2506927258987558e-06,2.1131076779801361e-06,1.9368854023649327e-07,4.8617916082798416e-08,1.9068351492120079e-08,6.202699283256619e-12,2.6260520033658229e-11,1.243015346200809e-07,5.8123674875148439e-16,3.2909795686706705e-16,2.3303172615332356e-07,2.6140187412126349e-12,6.4615881396431375e-09,1.7877866397428963e-13,1.5413967793426952e-15,1.3671935336824011e-12,7.1090258167115967e-08,1.8515792916312617e-09,1.3394054461540226e-08,3.0003889482901682e-05,1.1623751969450208e-09,1.4540203553540739e-08,6.1225793892911758e-08,2.130752759373181e-10,3.9961819280613837e-12,4.7359964099035846e-07,2.2988181230518382e-09,1.5130688503026291e-13,8.5416331546498033e-09,5.5844624413944473e-08,1.2042699314012716e-09,2.5550353816671258e-10,6.4111638972050202e-08,1.7364382122234687e-07,2.2354924852795544e-08,1.2391735561344042e-13,5.5141265634541497e-14,5.334270827731474e-06
