Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856)
2.9020459803910017e-12,0.9592110796687362,6.5451773867379917e-12,6.2326113598835468e-18,6.1949725849871447e-18,1.1442597524776884e-28,8.2932778689963659e-23,0.0,0.0,1.895916097240099e-12,4.7516153952608887e-21,154.0,0.0,0.99999353434390537,1.0,18.999999995457017,4.2721336121849754e-07,6.2532008376667935e-07,1.1878671626712389e-06,1.1905702044927479e-06,1.1717045775592771e-06,3.6108098538627364e-09,2.0048439931051761e-13,9.3006980304585832e-10,1.8584167948377512e-06,4.0649793113647415e-17,6.9057319987967651e-12,1.496657528710127e-11,1.0808249587299443e-13,1.0806038340191895e-13,1.5288715926759167e-17,3.4283282553953535e-13,6.8237551487382101e-18,5.0677969084069513e-13,1.2638071104668347e-31,1.1828560800075197e-31,1.182859269276318e-31,1.1940466320790358e-17,1.4369766111140234e-19,7.2406403221799306e-18,1.9361980311711992e-20,4.0572750995594743e-21,3.3493945349758179e-20,1.326904356771229e-23
2.974785698227027e-12,0.9592110796675755,6.7093964949857176e-12,6.5500405788862994e-18,6.5095226969070487e-18,1.2458737578676047e-28,8.9327611755718903e-23,0.0,0.0,1.9691936307817042e-12,5.056738081316487e-21,154.0,0.0,0.99999337256302223,1.0,18.999999995245002,4.3792137978482793e-07,6.2555231429586418e-07,1.217550471015999e-06,1.2204034528594204e-06,1.2069358763585549e-06,3.7912732201701905e-09,2.0550826277348983e-13,9.6153854565589508e-10,1.9142964755080796e-06,4.2681430547483846e-17,7.2561997154091586e-12,1.5722623595334948e-11,1.1639498216781588e-13,1.1637104976087749e-13,1.6514125045121028e-17,3.6299300918386041e-13,7.4182818932648064e-18,5.324993407544033e-13,1.5024729389370934e-31,1.406237949917328e-31,1.4062418366437456e-31,1.2870806198241334e-17,1.5475751248872054e-19,7.4856268770800038e-18,2.0023113185404438e-20,4.2682247899511074e-21,3.6155192683399214e-20,1.4695407627872541e-23
3.047525416063052e-12,0.9592110796663907,6.8736236443970647e-12,6.8754062126708647e-18,6.8318671736054966e-18,1.3539241826996268e-28,9.6043061727087105e-23,0.0,0.0,2.0437319432776806e-12,5.3744032222796591e-21,154.0,0.0,0.99999321078274961,1.0,18.999999995028645,4.4862939469342219e-07,6.2575251198606896e-07,1.2472294885761511e-06,1.2502366077965212e-06,1.2421793304064851e-06,3.975998212606861e-09,2.1053211050166406e-13,9.9309041822243988e-10,1.9701954374402827e-06,4.4761045297572141e-17,7.6153406947529193e-12,1.649712024278549e-11,1.2512207449087181e-13,1.2509622417824999e-13,1.7803288386063425e-17,3.8374939376166101e-13,8.0470242357541163e-18,5.5885552387386564e-13,1.7787477431932509e-31,1.6648210587496248e-31,1.6648257728504776e-31,1.3848739070224204e-17,1.663698501601924e-19,7.7312606111059138e-18,2.0686326832724023e-20,4.4843679106829536e-21,3.8952934366207157e-20,1.6233592530383518e-23
3.1202651338990772e-12,0.9592110796651825,7.037858835175071e-12,7.2087119478431003e-18,7.1620063906779224e-18,1.4686670820151237e-28,1.0308697640830635e-22,0.0,0.0,2.1195311210096821e-12,5.7048752316657519e-21,154.0,0.0,0.99999304900300789,1.0,18.999999994807961,4.5933740594428736e-07,6.2592509380649488e-07,1.276904224978206e-06,1.2800696761500254e-06,1.2774332626979753e-06,4.1649752073500175e-09,2.1555594364796439e-13,1.0247185748057485e-09,2.0261110207731371e-06,4.6888529019078171e-17,7.9831549078782943e-12,1.7290052494969065e-11,1.342737642398881e-13,1.3424589546589337e-13,1.9157810621935309e-17,4.0510210488218993e-13,8.7109633728224589e-18,5.8584823952110714e-13,2.0974406975475348e-31,1.963106823527595e-31,1.9631125151209923e-31,1.4875497525368751e-17,1.7854805224664806e-19,7.9774882275937904e-18,2.1351479937433738e-20,4.7056928229978725e-21,4.1890483087221074e-20,1.7889258569523499e-23
3.1930048517351024e-12,0.9592110796639509,7.2021020675244434e-12,7.5499614635551502e-18,7.499940723774465e-18,1.5903632342591208e-28,1.1046720398874807e-22,0.0,0.0,2.1965912501973015e-12,6.0484201752400325e-21,154.0,0.0,0.9999928872237277,1.0,18.999999994582957,4.7004541353742916e-07,6.2607386762304842e-07,1.3065746898269429e-06,1.3099026642021932e-06,1.3126962274881647e-06,4.3581946023000518e-09,2.2057976327044755e-13,1.056416733175319e-09,2.0820409324422435e-06,4.9063773611719303e-17,8.3596423277427567e-12,1.8101407630421056e-11,1.438600359168942e-13,1.4383004554150569e-13,2.0579295316911264e-17,4.2705124166905823e-13,9.4110800715853212e-18,6.1347748715835198e-13,2.4638399803071391e-31,2.3060450310782818e-31,2.3060518730336138e-31,1.5952317261049398e-17,1.9130549077854432e-19,8.224260818441887e-18,2.2018442819690076e-20,4.9321879147488918e-21,4.4971143955326541e-20,1.9668201610170257e-23
3.2657445695711276e-12,0.9592110796626953,7.3663533416514062e-12,7.8991584315223727e-18,7.8456705486001561e-18,1.7192781421669341e-28,1.1819159304297124e-22,0.0,0.0,2.274912416987161e-12,6.4053057709430058e-21,154.0,0.0,0.9999927254448493,1.0,18.999999994353658,4.8075341747285267e-07,6.2620211607145399e-07,1.3362408927054543e-06,1.3397355777179693e-06,1.3479669784480496e-06,4.5556468170314498e-09,2.2560357034000169e-13,1.0881791284131023e-09,2.1379831956723547e-06,5.1286671219225617e-17,8.7448029290540313e-12,1.8931172940675396e-11,1.538908671352706e-13,1.5385864943570774e-13,2.2069344928132872e-17,4.4959688040830767e-13,1.0148354634758413e-17,6.4174326637669777e-13,2.8837475730247003e-31,2.6990664140608205e-31,2.6990746047995574e-31,1.7080437071412385e-17,2.0465553170160953e-19,8.4715335029023854e-18,2.2687096478189849e-20,5.1638416003388807e-21,4.8198214516586826e-20,2.1576352777559748e-23
3.3384842874071528e-12,0.9592110796614163,7.5306126577635637e-12,8.2563065160402174e-18,8.1991962409150997e-18,1.855682033649865e-28,1.2626799253077698e-22,0.0,0.0,2.3544947074429153e-12,6.7758013888145487e-21,154.0,0.0,0.99999256366632161,1.0,18.999999994120074,4.9146141775056308e-07,6.2631266910475759e-07,1.3659028431752013e-06,1.3695684219875954e-06,1.3832444411201331e-06,4.7573222927438685e-09,2.3062736574752779e-13,1.1200004703004269e-09,2.1939361062898807e-06,5.3557114228785608e-17,9.1386366881259047e-12,1.9779335730243781e-11,1.6437622862678601e-13,1.6434167529910843e-13,2.3629560806847276e-17,4.7273907770387382e-13,1.0923766870714009e-17,6.7064557688571456e-13,3.3635156871474724e-31,3.1481167506451498e-31,3.1481265172104419e-31,1.8261098835443092e-17,2.1861153488225475e-19,8.719265095831921e-18,2.3357331710500111e-20,5.4006423206603425e-21,5.1574984771534909e-20,2.3619778147751884e-23
3.411224005243178e-12,0.959211079660114,7.6948800160697695e-12,8.6214093740010564e-18,8.5605181765346527e-18,1.9998498626799343e-28,1.3470425179726306e-22,0.0,0.0,2.4353382075361249e-12,7.1601780509169344e-21,154.0,0.0,0.99999240188810035,1.0,18.999999993882227,5.0216941437056404e-07,6.2640796653591366e-07,1.3955605507760576e-06,1.3994012018657159e-06,1.4185276891726791e-06,4.9632114922133154e-09,2.3565115031066177e-13,1.1518759042126283e-09,2.2498981950602763e-06,5.5874995270483995e-17,9.5411435827459312e-12,2.0645883316595023e-11,1.7532608424862229e-13,1.7528908440935488e-13,2.5261543199542964e-17,4.9647787319788395e-13,1.1738296067899863e-17,7.0018441850389719e-13,3.9100848577121395e-31,3.6596925249756461e-31,3.6597041263895433e-31,1.9495547505073476e-17,2.3318685411277018e-19,8.9674178032535306e-18,2.4029048305979736e-20,5.6425785430353305e-21,5.5104737192426316e-20,2.5804678438804096e-23
3.483963723079203e-12,0.9592110796587885,7.859155416780011e-12,8.994470654910974e-18,8.9296367313295983e-18,2.1520613101736304e-28,1.4350822057287934e-22,0.0,0.0,2.517443003137912e-12,7.5587084312568934e-21,154.0,0.0,0.99999224011014731,1.0,18.99999999364012,5.1287740733285958e-07,6.2649011184636006e-07,1.4252140250263625e-06,1.4292339218072503e-06,1.4538159239700351e-06,5.1733048997434539e-09,2.4067492477967636e-13,1.1838009752479462e-09,2.3058681952849742e-06,5.8240207216770004e-17,9.9523235920540649e-12,2.1530803030134387e-11,1.8675039099038925e-13,1.8671083117816715e-13,2.6966891249082936e-17,5.2081329191106699e-13,1.2592920973050143e-17,7.3035979114990811e-13,4.5310237408883661e-31,4.2408781828923962e-31,4.2408919138203898e-31,2.0785031093329585e-17,2.4839483711632139e-19,9.2159569430920923e-18,2.470215430523375e-20,5.8896387611554984e-21,5.8790746740452695e-20,2.8137388702651581e-23
3.5567034409152284e-12,0.9592110796574396,8.0234388601053163e-12,9.3754940009065157e-18,9.3065522812262994e-18,2.3126007848746544e-28,1.5268774897348213e-22,0.0,0.0,2.6008091800113514e-12,7.971666855706791e-21,154.0,0.0,0.99999207833242953,1.0,18.999999993393772,5.2358539663745298e-07,6.2656091850029965e-07,1.4548632754229669e-06,1.4590665859002979e-06,1.4891084569883371e-06,5.387593021117003e-09,2.4569868984299368e-13,1.215771595321729e-09,2.3618450149113257e-06,6.0652643181909574e-17,1.0372176696431328e-11,2.2434082214182973e-11,1.9865909898112717e-13,1.9861686315835875e-13,2.8747202995835419e-17,5.457453462572004e-13,1.3488619772631204e-17,7.6117169483454288e-13,5.234570651209731e-31,4.8993850164809564e-31,4.8994012112243903e-31,2.2130800662518926e-17,2.6424882555176349e-19,9.4648506889966329e-18,2.5376565320764325e-20,6.1418114950222905e-21,6.2636280882916395e-20,3.0624378017692884e-23
3.6294431587512536e-12,0.9592110796560676,8.1877303462576359e-12,9.7644830467713872e-18,9.6912652022068611e-18,2.4817574242356456e-28,1.6225068750038995e-22,0.0,0.0,2.6854368238045117e-12,8.3993293019250765e-21,154.0,0.0,0.99999191655491892,1.0,18.999999993143195,5.3429338228434752e-07,6.2662194989031184e-07,1.4845083114412848e-06,1.4888991978963389e-06,1.5244046946492296e-06,5.6060663835472613e-09,2.5072244613246966e-13,1.247784012968779e-09,2.4178277124776797e-06,6.3112196521420022e-17,1.080070287739764e-11,2.3355708224957107e-11,2.1106215149629901e-13,2.1101712105084318e-13,3.0604075378802126e-17,5.7127403778054787e-13,1.4426370077017971e-17,7.9262012965335733e-13,6.0296768730708482e-31,5.6435917098426218e-31,5.6436107466804147e-31,2.3534110312457666e-17,2.8076215501828847e-19,9.7140698352515035e-18,2.6052203913781033e-20,6.3990852908872908e-21,6.6644599610366079e-20,3.3272249182078362e-23
3.702182876587279e-12,0.9592110796546721,8.3520298754497635e-12,1.0161441419953116e-17,1.0083775870309287e-17,2.65982509529886e-28,1.7220488704043869e-22,0.0,0.0,2.7713260200441127e-12,8.8419733992760487e-21,154.0,0.0,0.99999175477759106,1.0,18.999999992888405,5.4500136427354542e-07,6.2667455382289599e-07,1.5141491425353392e-06,1.5187317612379469e-06,1.5597041252266265e-06,5.828715535629722e-09,2.5574619422790321e-13,1.2798347856258767e-09,2.4738154763464938e-06,6.5618760831545363e-17,1.1237902117518041e-11,2.4295668431547812e-11,2.2396948496477105e-13,2.2392153871162729e-13,3.2539104236744147e-17,5.973993586558126e-13,1.5407148906998086e-17,8.247050957798963e-13,6.9260517817310221e-31,6.4825865790972349e-31,6.4826088849992747e-31,2.4996217168737408e-17,2.9794815505991893e-19,9.9635875809887182e-18,2.6728999022019274e-20,6.6614487211926778e-21,7.0818955453693421e-20,3.6087738407699562e-23
3.7749225944233035e-12,0.9592110796532544,8.5163374478952638e-12,1.0566372740579682e-17,1.048408466162763e-17,2.8471023955758136e-28,1.8255819886603726e-22,0.0,0.0,2.8584768541297395e-12,9.2998784287490603e-21,154.0,0.0,0.99999159300042462,1.0,18.999999992629412,5.5570934260504954e-07,6.2671989226926078e-07,1.5437857781378136e-06,1.5485642790842336e-06,1.5950063075511331e-06,6.0555310472938232e-09,2.6076993466123324e-13,1.3119207541932337e-09,2.5298076067886552e-06,6.8172229948717409e-17,1.1683774400316629e-11,2.5253950215900265e-11,2.3739102897578257e-13,2.3734004315879093e-13,3.4553884309305863e-17,6.2412129298215113e-13,1.6431932682285396e-17,8.5742659345948377e-13,7.9342098095431593e-31,7.4262115400789654e-31,7.4262375958144169e-31,2.651838137103152e-17,3.1582014916986193e-19,1.0213379332142613e-17,2.740688543447668e-20,6.9288903845118353e-21,7.5162593501191042e-20,3.9077715014878318e-23
3.847662312259328e-12,0.9592110796518132,8.6806530638083731e-12,1.0979280621476082e-17,1.0892191952312122e-17,3.0438926539258587e-28,1.9331847463522316e-22,0.0,0.0,2.9468894113285643e-12,9.7733253228772223e-21,154.0,0.0,0.99999143122340128,1.0,18.999999992366231,5.6641731727886211e-07,6.2675896700059821e-07,1.5734182276600966e-06,1.5783967543341866e-06,1.6303108612770168e-06,6.2865035097547772e-09,2.6579366792074969e-13,1.3440390196919331e-09,2.5858035005461413e-06,7.0772497948984802e-17,1.2138319710197577e-11,2.6230540972793314e-11,2.5133670628590429e-13,2.512825545794543e-13,3.6650009238136374e-17,6.514398178981834e-13,1.7501697211772341e-17,8.9078462300351923e-13,9.0655192932489689e-31,8.4851078373005852e-31,8.4851381829653524e-31,2.8101866061440876e-17,3.3439145479473204e-19,1.0463422519730562e-17,2.8085803309715702e-20,7.2013989054900771e-21,7.9678751415571878e-20,4.2249181127753943e-23
3.920402030095353e-12,0.9592110796503491,8.8449767234039549e-12,1.1400168668180871e-17,1.1308098118569336e-17,3.2505039314336861e-28,2.0449356639171849e-22,0.0,0.0,3.0365637767705388e-12,1.0262596665655697e-20,154.0,0.0,0.99999126944650574,1.0,18.999999992098861,5.7712528829498525e-07,6.2679264167038038e-07,1.6030465004923341e-06,1.6082291896480903e-06,1.6656174584981492e-06,6.5216235354655362e-09,2.7081739445453302e-13,1.3761869218459159e-09,2.6418026375342419e-06,7.3419459147494935e-17,1.2601538032372669e-11,2.7225428109819047e-11,2.6581643282598574e-13,2.6575898633673247e-13,3.8829071568009048e-17,6.7935490454246236e-13,1.8617417685275645e-17,9.2477918478424565e-13,1.0332253237817652e-30,9.6707635674219706e-31,9.6707988084104634e-31,2.9747937372878878e-17,3.5367538333865697e-19,1.0713696433107616e-17,2.8765697733787964e-20,7.4789629347855221e-21,8.4370659450949769e-20,4.5609271370367125e-23
3.993141747931378e-12,0.9592110796488623,9.0093084268974138e-12,1.1829040478962679e-17,1.1731803536662317e-17,3.4672490222857699e-28,2.1609132656498598e-22,0.0,0.0,3.127500035444027e-12,1.0767976692459617e-20,154.0,0.0,0.99999110766972432,1.0,18.999999991827334,5.8783325565342064e-07,6.2682166084803751e-07,1.6326706060034751e-06,1.6380615874671795e-06,1.7009258165214298e-06,6.7608817580688479e-09,2.7584111467358649e-13,1.4083620194283667e-09,2.6978045693796476e-06,7.6113008097967309e-17,1.3073429352794816e-11,2.8238599047362384e-11,2.8084011770809202e-13,2.807792449766774e-13,4.1092662747938989e-17,7.0786651888134825e-13,1.9780068666555718e-17,9.5941027922994821e-13,1.1747642031999663e-30,1.099556303017309e-30,1.0995603843620461e-30,3.1457864417495764e-17,3.7368524016727244e-19,1.0964182066955693e-17,2.9446518314343634e-20,7.7615711490101016e-21,8.9241540469781624e-20,4.9165252563438917e-23
4.065881465767403e-12,0.9592110796473526,9.1736481745046634e-12,1.2265899644836637e-17,1.2163308582910705e-17,3.6944454546457023e-28,2.2811960797028489e-22,0.0,0.0,3.2196982721918195e-12,1.1289751289961735e-20,154.0,0.0,0.99999094589304549,1.0,18.999999991551647,5.985412193541704e-07,6.2684666643563472e-07,1.6622905535413198e-06,1.6678939500316729e-06,1.7362356916338097e-06,7.0042688323494215e-09,2.8086482895525264e-13,1.4405620722255728e-09,2.7538089095344615e-06,7.8853039592114042e-17,1.3553993658097014e-11,2.9270041218580671e-11,2.9641766323242837e-13,2.9635323023520867e-13,4.3442373132298296e-17,7.3697462242305116e-13,2.099062408742299e-17,9.9467790682054738e-13,1.3325928150657834e-30,1.247283793957999e-30,1.2472885081301991e-30,3.3232919275141818e-17,3.9443432461161769e-19,1.121486198087753e-17,3.0128218808429188e-20,8.0492122506707072e-21,9.4294609959771129e-20,5.292452342184309e-23
4.1386211836034275e-12,0.9592110796458204,9.337995966442042e-12,1.2710749749580822e-17,1.2602613633690877e-17,3.9324154915284688e-28,2.4058626380872753e-22,0.0,0.0,3.3131585717075239e-12,1.182820799604982e-20,154.0,0.0,0.99999078411645947,1.0,18.999999991271821,6.0924917939723613e-07,6.2686821182742379e-07,1.6919063524325672e-06,1.6977262793973313e-06,1.7715468737262914e-06,7.2517754341862139e-09,2.8588853764584659e-13,1.4727850244849875e-09,2.809815324749439e-06,8.1639448659127076e-17,1.4043230935536366e-11,3.0319742069383397e-11,3.1255896489425529e-13,3.1249083504503047e-13,4.5879791981929646e-17,7.6667917283350346e-13,2.225005724277675e-17,1.0305820680835519e-12,1.5082422878961585e-30,1.4116920528365045e-30,1.4116974840323644e-30,3.5074376981869714e-17,4.1593592997193834e-19,1.1465720170534986e-17,3.0810756780936787e-20,8.3418749681104406e-21,9.9533076050734111e-20,5.6894614252770234e-23
4.211360901439452e-12,0.9592110796442656,9.5023518029262823e-12,1.3163594369752618e-17,1.3049719065436078e-17,4.1814861316736151e-28,2.5349914766733542e-22,0.0,0.0,3.4078810185322776e-12,1.2383635999743901e-20,154.0,0.0,0.99999062233995706,1.0,18.99999999098786,6.1995713578261962e-07,6.2688677411700042e-07,1.7215180119828652e-06,1.7275585774506389e-06,1.8068591816591946e-06,7.5033922605048095e-09,2.9091224106290242e-13,1.5050289897260582e-09,2.8658235277229431e-06,8.4472130565168382e-17,1.4541141172942674e-11,3.1387689058411835e-11,3.2927391139079104e-13,3.2920194554253922e-13,4.8406507465257623e-17,7.969801244673099e-13,2.3559340786446766e-17,1.0671227635903478e-12,1.7033565093514841e-30,1.59431985783791e-30,1.5943260996703039e-30,3.6983515518475595e-17,4.382033435214046e-19,1.1716741949391641e-17,3.1494093290853413e-20,8.6395480554500371e-21,1.0496013953142573e-19,6.1083186654582342e-23
4.284100619275477e-12,0.9592110796426879,9.6667156841744691e-12,1.3624437074705069e-17,1.350462525463653e-17,4.4419891104173342e-28,2.6686611351909637e-22,0.0,0.0,3.5038656970517712e-12,1.2956326141113328e-20,154.0,0.0,0.99999046056353091,1.0,18.999999990699777,6.3066508851032204e-07,6.2690276461791557e-07,1.7511255414768546e-06,1.757390845922748e-06,1.8421724592677652e-06,7.7591100292299164e-09,2.9593593949801491e-13,1.5372922368021382e-09,2.9218332707655195e-06,8.7350980812779181e-17,1.5047724358671288e-11,3.2473869657018868e-11,3.4657238462810446e-13,3.4649644107471736e-13,5.1024106659398412e-17,8.2787742882534342e-13,2.491944672772465e-17,1.1042999939527898e-12,1.9196982135392499e-30,1.7968172409834127e-30,1.7968243973424734e-30,3.8961615799078954e-17,4.6124984650975263e-19,1.1967913840212957e-17,3.2178192603582528e-20,8.9422202925294102e-21,1.1057899386632931e-19,6.5498033216355742e-23
4.4295800549475274e-12,0.9592110796394653,9.9954675818324887e-12,1.4570130980440016e-17,1.4437841411649794e-17,4.9986427132505496e-28,2.9499370902419702e-22,0.0,0.0,3.6996220859252302e-12,1.415466445190415e-20,154.0,0.0,0.99999013701088335,1.0,18.999999990111291,6.5208098299269012e-07,6.2692839667977123e-07,1.810328247329731e-06,1.8170553003443775e-06,1.912801404716493e-06,8.2828113703100624e-09,3.0598332247035176e-13,1.6018703554703022e-09,3.0338565542080385e-06,9.3246769521735008e-17,1.6086909530897363e-11,3.4700881631816816e-11,3.8295940503484187e-13,3.8287507072520099e-13,5.6538299038680136e-17,8.9146088962680477e-13,2.7796010602065774e-17,1.1805640618765066e-12,2.4237477939519269e-30,2.2686132346406296e-30,2.2686225775167009e-30,4.312983984721895e-17,5.0973321570604469e-19,1.247065952642744e-17,3.3548551223546291e-20,9.56251746351343e-21,1.2240481243571839e-19,7.5038372333458716e-23
4.575059490619578e-12,0.9592110796361533,1.0324251661158178e-11,1.5547859878141465e-17,1.5402265117796868e-17,5.6051249477189731e-28,3.2503188982940507e-22,0.0,0.0,3.9004284102084323e-12,1.5425582666809219e-20,154.0,0.0,0.99998981345847493,1.0,18.999999989506449,6.7349686284435096e-07,6.269473975180216e-07,1.8695145438500225e-06,1.876719653864481e-06,1.9834328408086476e-06,8.8228056190083887e-09,3.1603068844929013e-13,1.6665081782590473e-09,3.1458837963570827e-06,9.9325983514324402e-17,1.7160786368012939e-11,3.700067801806424e-11,4.2179894580122786e-13,4.2170562324532301e-13,6.2435043952576981e-17,9.5742912385365186e-13,3.0887511952095789e-17,1.259374277446484e-12,3.037114994451383e-30,2.8427348909764628e-30,2.8427469835834614e-30,4.7589354674230854e-17,5.6149216722397519e-19,1.2973870018138224e-17,3.4921601403976654e-20,1.0202677231952138e-20,1.3503593362486189e-19,8.5580580757843442e-23
4.720538926291628e-12,0.9592110796327519,1.0653067923896801e-11,1.6557652064934957e-17,1.6397899387063456e-17,6.2642603026912185e-28,3.5704350161919077e-22,0.0,0.0,4.1062853391463891e-12,1.6771466935691343e-20,154.0,0.0,0.99998948990627479,1.0,18.999999988885332,6.9491272806531504e-07,6.2696147220156948e-07,1.9286845045634958e-06,1.9363839159192209e-06,2.0540661201751709e-06,9.3790192698698357e-09,3.260780390240267e-13,1.7311962690328926e-09,3.2579139704352045e-06,1.055877952673498e-16,1.8269354791791675e-11,3.9373159042143356e-11,4.6316981839492457e-13,4.6306688969266828e-13,6.8726998843657814e-17,1.0257816748195434e-12,3.4201703412542784e-17,1.3407306467260677e-12,3.7788508192655693e-30,3.5370154838578033e-30,3.5370310093245174e-30,5.2350512036714701e-17,6.1663273457393724e-19,1.3477471853622499e-17,3.6297148364553745e-20,1.0862610756522312e-20,1.4849764317957311e-19,9.7191684378996646e-23
4.8660183619636786e-12,0.9592110796292619,1.0981916371795923e-11,1.7599535724231922e-17,1.7424747234358329e-17,6.9789491359261746e-28,3.9109139625894989e-22,0.0,0.0,4.317193539294537e-12,1.8194729817234765e-20,154.0,0.0,0.99998916635426027,1.0,18.999999988248018,7.1632857865559126e-07,6.2697188868555763e-07,1.9878382026643624e-06,1.9960480944557366e-06,2.1247007614074083e-06,9.951379148901238e-09,3.3612537553295004e-13,1.7959266806774466e-09,3.3699463128911473e-06,1.1203138098921037e-16,1.941261472904512e-11,4.1818225131890414e-11,5.071507262831172e-13,5.0703755315218582e-13,7.5426803799436368e-17,1.0965180669438117e-12,3.7746327131775179e-17,1.4246331761823357e-12,4.670567168074036e-30,4.3716856478700449e-30,4.3717054297664707e-30,5.7423709541272825e-17,6.7526085521947142e-19,1.398140316340803e-17,3.767502806199948e-20,1.1542229601840473e-20,1.6281511125605867e-19,1.0994077632851155e-22
5.011497797635729e-12,0.9592110796256836,1.1310797006604684e-11,1.8673538926243221e-17,1.8482811675516934e-17,7.7521677017141533e-28,4.2723843179684321e-22,0.0,0.0,4.5331536744755085e-12,1.9697810276297917e-20,154.0,0.0,0.99998884280241374,1.0,18.999999987594595,7.3774441461518914e-07,6.2697958702654416e-07,2.0469757110167752e-06,2.0557121961647389e-06,2.1953364075910359e-06,1.0539812412076864e-08,3.4617269910284485e-13,1.8606927225004006e-09,3.4819802576313912e-06,1.186559206030735e-16,2.0590566110835763e-11,4.4335776915957013e-11,5.5382026515042815e-13,5.5369618895408857e-13,8.2547081587432763e-17,1.1696378105017677e-12,4.1529114751956369e-17,1.5110818726291161e-12,5.7366859014638147e-30,5.3696065645200001e-30,5.3696315901035617e-30,6.2819390288326863e-17,7.374823706803705e-19,1.4485611859456088e-17,3.9055102388702355e-20,1.2241445736624055e-20,1.7801339294900984e-19,1.2389900753066368e-22
5.156977233307779e-12,0.9592110796220175,1.1639709830073109e-11,1.9779689628490494e-17,1.9572095727304802e-17,8.586968178450179e-28,4.6554747246564304e-22,0.0,0.0,4.7541664057442581e-12,2.1283173681276145e-20,154.0,0.0,0.99998851925072296,1.0,18.999999986925133,7.5916023594411693e-07,6.2698526396561788e-07,2.1060971021563135e-06,2.1153762266788097e-06,2.2659727941921013e-06,1.114424654385054e-08,3.5622001068229411e-13,1.9254887619414876e-09,3.5940153850849214e-06,1.2546059773012373e-16,2.1803208871806123e-11,4.6925715223174067e-11,6.0325692311616122e-13,6.0312126489107217e-13,9.0100437690124372e-17,1.2451404053036279e-12,4.5557787398686106e-17,1.6000767431783733e-12,7.0047029472867452e-30,6.5565172336206503e-30,6.5565486800572761e-30,6.8548042518281945e-17,8.0340302663359591e-19,1.4990054091443924e-17,4.0437255079508166e-20,1.2960171531860648e-20,1.941174288173648e-19,1.3913957729501574e-22
5.30245666897983e-12,0.9592110796182638,1.1968654843951601e-11,2.0918015676315179e-17,2.069260240742093e-17,9.4864786961394766e-28,5.0608138868458525e-22,0.0,0.0,4.9802323913603993e-12,2.2953311801476647e-20,154.0,0.0,0.99998819569917841,1.0,18.999999986239711,7.8057604264238376e-07,6.2698943751472022e-07,2.1652024482914696e-06,2.1750401907409749e-06,2.3366097245353319e-06,1.176460935567431e-08,3.6626731107006688e-13,1.9903100559913804e-09,3.7060513833099009e-06,1.3244459967288625e-16,2.3050542949608403e-11,4.9587941081918139e-11,6.5553908095087185e-13,6.5539114143485379e-13,9.809946033978732e-17,1.3230253435036801e-12,4.9840055678312073e-17,1.6916177951988446e-12,8.5054678840866683e-30,7.9612962385823513e-30,7.9613355024123987e-30,7.4620199260028866e-17,8.7312847301229204e-19,1.549469293433565e-17,4.1821388231798203e-20,1.3698319758985401e-20,2.1115204540774786e-19,1.5573772395094254e-22
5.44793610465188e-12,0.9592110796144232,1.2297632049990468e-11,2.2088544803385117e-17,2.1844334734501082e-17,1.0453903363833481e-27,5.4890305706123127e-22,0.0,0.0,5.2113522867671726e-12,2.4710742804507169e-20,154.0,0.0,0.99998787214777329,1.0,18.999999985538409,8.0199183470999755e-07,6.2699249368964043e-07,2.2242918213051228e-06,2.2347040923460049e-06,2.4072470520608648e-06,1.2400828984523796e-08,3.763146009389159e-13,2.0551526098962101e-09,3.8180880198514466e-06,1.396071173986252e-16,2.4332568284426429e-11,5.2322355719480394e-11,7.1074501229225369e-13,7.1058407195201849e-13,1.0655672055322564e-16,1.403292111632916e-12,5.4383619682084258e-17,1.785705036281331e-12,1.0273479796721159e-29,9.6162387504779649e-30,9.6162874806179829e-30,8.1046437981836863e-17,9.4676426410303933e-19,1.5999497288375889e-17,4.3207419388812553e-20,1.4455803588066661e-20,2.2914195577552902e-19,1.7377071552509229e-22
5.5934155403239305e-12,0.9592110796104961,1.2626641449939555e-11,2.3291304632198885e-17,2.302729572812099e-17,1.1492522296996074e-27,5.9407536039333301e-22,0.0,0.0,5.4475267445761033e-12,2.6558011253680262e-20,154.0,0.0,0.99998754859650207,1.0,18.999999984821297,8.2340761214696636e-07,6.2699471969622985e-07,2.2833652927560056e-06,2.2943679348582065e-06,2.4778846677243292e-06,1.3052833891430316e-08,3.8636188085541557e-13,2.1200130593644705e-09,3.9301251217571838e-06,1.4694734552281854e-16,2.5649284818577146e-11,5.5128860561438012e-11,7.6895288386032919e-13,7.6877820291916719e-13,1.1548477216638792e-16,1.4859401920424413e-12,5.9196168995422114e-17,1.882338474209726e-12,1.2347199996803581e-29,1.1557349326175753e-29,1.1557409460766223e-29,8.7837380244649363e-17,1.0244158586415829e-18,1.6504440962052897e-17,4.4595279108110799e-20,1.523253658599999e-20,2.4811176000348741e-19,1.9331784046208186e-22
