Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856)
4.2078390397389376e-10,0.9592110191645883,1.0859480671114281e-09,1.6576602928068258e-13,1.4547152646030551e-13,2.5256424538274645e-20,2.7438505262497126e-16,0.0,0.0,2.1755689650212216e-08,8.2818703119034183e-14,154.0,0.0,0.99906463608805329,1.0,18.999988767949386,6.1883311155260944e-05,6.2648848280301063e-07,0.00016126896119527602,0.00017240383621543371,0.00020396626605486058,1.1022847591289322e-05,2.9032464122225599e-11,1.8731818004169324e-07,0.00032354316168148214,1.2409494207826387e-13,1.4493333909566383e-07,1.3162560730385184e-07,1.6620084430836963e-07,1.6615797078401745e-07,2.6641458414358896e-11,8.1717899443124603e-09,1.6231780443925942e-11,1.0703534362943251e-08,4.9201409202090819e-17,4.6762538553291543e-17,4.6783018073416883e-17,5.68361124819826e-11,2.5588977009429062e-13,1.4582866798450522e-15,9.9820825743414446e-18,1.6725398415846531e-17,2.4287329164576698e-14,1.7465407331561868e-15
4.3177963542605236e-10,0.9592110174927709,1.1180580922108951e-09,1.7498458546636664e-13,1.5368412260666108e-13,2.8075397335978864e-20,2.9718445232478435e-16,0.0,0.0,2.2905874679003299e-08,9.163471849334468e-14,154.0,0.0,0.99904020724794751,1.0,18.999988450785832,6.3498778029433666e-05,6.2647489855538209e-07,0.00016544757965277182,0.00017690438765847254,0.00020929940712543339,1.1333953021671806e-05,2.9790347754997835e-11,1.9221794079752835e-07,0.00033200392700115009,1.2759735942196077e-13,1.5260182114938823e-07,1.3632659450360168e-07,1.7717306433715259e-07,1.7712735839896212e-07,2.8400863804743113e-11,8.5617977921878987e-09,1.7304740730558289e-11,1.1271818620784809e-08,5.7484906347928062e-17,5.4659037007248153e-17,5.4683648063867407e-17,6.1408029616405703e-11,2.7328737833661838e-13,1.4964317012143252e-15,1.040840835712798e-17,1.7371004288588935e-17,2.5772394927291219e-14,1.9014860569367841e-15
4.4277536687821096e-10,0.9592110158233088,1.1503584742444543e-09,1.8447071966178407e-13,1.6215260475747581e-13,3.1128068911541199e-20,3.2125633358153529e-16,0.0,0.0,2.4085657849612654e-08,1.0113605609647724e-13,154.0,0.0,0.99901577908836514,1.0,18.999988133636574,6.5114161453157335e-05,6.2646131467157856e-07,0.00016962560530166777,0.00018140470395038713,0.00021463239380651461,1.1645014468499528e-05,3.0548191767767282e-11,1.9711744539800705e-07,0.00034046450164494863,1.3109928160097581e-13,1.604677106093453e-07,1.4104263887914144e-07,1.8853090957283851e-07,1.8848227159499883e-07,3.02221268979514e-11,8.9588887638420895e-09,1.8415462667766452e-11,1.1854883574305069e-08,6.6875821349008788e-17,6.3615843656806593e-17,6.3645273213259283e-17,6.6217420277393327e-11,2.9133151180402172e-13,1.5345747283474462e-15,1.0843199190567012e-17,1.8030398888198369e-17,2.7310685369089428e-14,2.0657890626243061e-15
4.5377109833036955e-10,0.9592110141562094,1.182849172163428e-09,1.9422579233492199e-13,1.7087963677128139e-13,3.4427522894363448e-20,3.466400197094361e-16,0.0,0.0,2.5295036198855921e-08,1.1135729720691524e-13,154.0,0.0,0.9989913516093013,1.0,18.999987816501651,6.672946142980164e-05,6.2644773108180822e-07,0.00017380303824494697,0.00018590478508923939,0.00021996522610245837,1.1956031889389292e-05,3.1305996157882757e-11,2.020166938410031e-07,0.00034892488573638096,1.3460070813665212e-13,1.6853098752616948e-07,1.4577249957288705e-07,2.0027556165510222e-07,2.0022389170526362e-07,3.2105437428869588e-11,9.3629445436491891e-09,1.9564062409995199e-11,1.2452735357140635e-08,7.7485060003927127e-17,7.3739899574768322e-17,7.3774925434184027e-17,7.1270225957020243e-11,3.1002550811323092e-13,1.5727157612918597e-15,1.1286458551305002e-17,1.8703927406457985e-17,2.8903199856830322e-14,2.2397822153751249e-15
4.6476682978252815e-10,0.9592110124914772,1.2155301424946804e-09,2.0425116364610683e-13,1.7986791483659394e-13,3.7987249798175426e-20,3.7337524761217073e-16,0.0,0.0,2.6534006760776723e-08,1.223338702640568e-13,154.0,0.0,0.998966924810752,1.0,18.99998749938111,6.8344677962736211e-05,6.264341479508284e-07,0.00017797987857181088,0.00019040463107309358,0.00022529790401752938,1.2267005255550462e-05,3.2063760924173119e-11,2.069156861243915e-07,0.00035738507939683339,1.3810163870431694e-13,1.767916319515629e-07,1.5051503348982847e-07,2.1240810465742365e-07,2.1235330252190772e-07,3.4050969466705511e-11,9.7738487873988994e-09,2.0750646522463079e-11,1.3065380102061369e-08,8.9430986403447375e-17,8.5145436196753796e-17,8.5186936024126437e-17,7.6572386087624478e-11,3.2937250251539845e-13,1.6108548000536674e-15,1.1738189937698806e-17,1.9391935027523301e-17,3.0550964530511335e-14,2.4238042436394994e-15
4.757625612346867e-10,0.9592110108291191,1.2484013395334589e-09,2.1454819343276644e-13,1.8912016743884038e-13,4.1821150814244296e-20,4.0150217277563635e-16,0.0,0.0,2.7802566566834546e-08,1.3410205059086568e-13,154.0,0.0,0.99894249869271246,1.0,18.99998718227495,6.9959811055330588e-05,6.2642056521870031e-07,0.00018215612636193895,0.00019490424190001603,0.00023063042755607779,1.2577934547541496e-05,3.2821486069983778e-11,2.1181442224605575e-07,0.00036584508274588475,1.4160207308748303e-13,1.8524962393829575e-07,1.5526918759387727e-07,2.2492953277478412e-07,2.2487149798180376e-07,3.6058882649361677e-11,1.0191487089447998e-08,2.1975312736742106e-11,1.3692823940958808e-08,1.0283967684665223e-16,9.7954233487879821e-17,9.8003194437508544e-17,8.2129838045867516e-11,3.4937544132751713e-13,1.6489918445157475e-15,1.2198396918339948e-17,2.0094766921992159e-17,3.2255032128184051e-14,2.6182003042611361e-15
4.867582926868453e-10,0.9592110091691395,1.281462715521032e-09,2.2511824119499287e-13,1.986391553286389e-13,4.5943541601375732e-20,4.3106137425666869e-16,0.0,0.0,2.9100712646066805e-08,1.4669896011656878e-13,154.0,0.0,0.99891807325517834,1.0,18.999986865183185,7.157486071095424e-05,6.2640698275476e-07,0.00018633178168820961,0.0001994036175680752,0.00023596279672248051,1.2888819752562395e-05,3.3579171592403569e-11,2.1671290220387837e-07,0.00037430489590124685,1.4510201114037145e-13,1.9390494354020608e-07,1.6003399181189885e-07,2.3784075740527494e-07,2.3777938924631873e-07,3.8129323320487023e-11,1.0615746950419275e-08,2.3238150646768376e-11,1.4335073004835009e-08,1.1784517308116654e-16,1.1229587816253762e-16,1.1235340713189706e-16,8.7948517155720764e-11,3.7003709447184786e-13,1.6871268947329537e-15,1.2667082964615937e-17,2.0812768243915907e-17,3.4016481811446547e-14,2.8233221464916795e-15
4.977540241390038e-10,0.9592110075115433,1.3147142208083131e-09,2.3596266608200241e-13,2.0842767149132471e-13,5.0369156072706532e-20,4.6209385966794574e-16,0.0,0.0,3.0428442025231306e-08,1.6016256709942012e-13,154.0,0.0,0.99889364849814521,1.0,18.999986548105817,7.318982693297646e-05,6.2639340073265008e-07,0.00019050684461846369,0.00020390275807534187,0.00024129501152099888,1.3199660862704372e-05,3.4336817489151083e-11,2.2161112599573976e-07,0.00038276451897856993,1.4860145277267523e-13,2.0275757081219996e-07,1.6480855249769641e-07,2.5114261367309639e-07,2.5107781122262339e-07,4.0262425576840891e-11,1.1046517745438856e-08,2.4539242349950286e-11,1.4992133423791748e-08,1.3458973481451011e-16,1.2830802190581529e-16,1.2837535643692099e-16,9.4034356690556785e-11,3.9136006718220824e-13,1.7252599507417886e-15,1.3144251555918217e-17,2.1546284127918269e-17,3.583641899170455e-14,3.0395282749232318e-15
5.087497555911624e-10,0.9592110058563348,1.3481558040065898e-09,2.4708282687957352e-13,2.1848854111761625e-13,5.5113150179289745e-20,4.9464107015925474e-16,0.0,0.0,3.1785751728934751e-08,1.7453168584951975e-13,154.0,0.0,0.99886922442160864,1.0,18.999986231042843,7.480470972476653e-05,6.2637981915168116e-07,0.00019468131521683277,0.00020840166341988881,0.00024662707195596036,1.3510457873633171e-05,3.509442376498611e-11,2.2650909361952953e-07,0.00039122395209176296,1.521003979389021e-13,2.1180748581025165e-07,1.6959204641122312e-07,2.6483586643743653e-07,2.6476752857101391e-07,4.2458312233108178e-11,1.148369069290275e-08,2.5878663037746583e-11,1.5664011327020244e-08,1.5322409145092031e-16,1.4613663955167803e-16,1.4621515940101017e-16,1.0039328787469361e-10,4.1334681093289687e-13,1.7633910123863077e-15,1.3629906281013785e-17,2.2295659686421222e-17,3.7715975157371454e-14,3.2671841113425656e-15
5.197454870433209e-10,0.9592110042035171,1.3817874121263812e-09,2.5848008199843939e-13,2.2882462157532956e-13,6.0191105690474385e-20,5.2874488539528834e-16,0.0,0.0,3.3172638779749923e-08,1.8984597645166234e-13,154.0,0.0,0.99884480102556417,1.0,18.999985913994269,7.641950908969358e-05,6.2636623782246494e-07,0.00019885519354482197,0.00021290033359979115,0.00025195897803176402,1.3821210783516509e-05,3.5851990416968069e-11,2.3140680507313927e-07,0.00039968319535303341,1.5559884661672823e-13,2.2105466859140341e-07,1.7438371517194208e-07,2.7892121582817993e-07,2.7884924123918631e-07,4.471709571073322e-11,1.1927158823763816e-08,2.725648153973921e-11,1.6350712842791489e-08,1.739076930148473e-16,1.6593628717931051e-16,1.6602752657735044e-16,1.0703123988470032e-10,4.3599963364233851e-13,1.8015200797225301e-15,1.4124050609699257e-17,2.3061240008732238e-17,3.9656307702062086e-14,3.5066621555127253e-15
5.307412184954795e-10,0.9592110025530944,1.4156089907053624e-09,2.7015578946354217e-13,2.3943880238205777e-13,6.5619033971083008e-20,5.6444762853012264e-16,0.0,0.0,3.4589100198321824e-08,2.0614594448820106e-13,154.0,0.0,0.99882037831000758,1.0,18.999985596960098,7.8034225031126632e-05,6.263526569024011e-07,0.00020302847966211979,0.00021739876861312605,0.00025729072975267742,1.4131919592224586e-05,3.6609517441116359e-11,2.3630426035445617e-07,0.00040814224887259426,1.5909679880231807e-13,2.3049909921376575e-07,1.7918286014896881e-07,2.9339930234574803e-07,2.9332358956075575e-07,4.7038878856774497e-11,1.2376816951330473e-08,2.8672760824867321e-11,1.7052244098447147e-08,1.9680896022925449e-16,1.8787036009547097e-16,1.879760207168971e-16,1.1395413985056834e-10,4.5932070919964115e-13,1.8396471528335221e-15,1.4626687993239079e-17,2.3843370159438927e-17,4.1658599753765079e-14,3.7583421448889196e-15
5.41736949947638e-10,0.9592110009050697,1.4496204839262126e-09,2.8211130690407135e-13,2.5033400517874127e-13,7.141337975539168e-20,6.0179207117851528e-16,0.0,0.0,3.6035133003463562e-08,2.2347294076193326e-13,154.0,0.0,0.99879595627493412,1.0,18.999985279940315,7.9648857552434642e-05,6.263390764684752e-07,0.00020720117362712137,0.00022189696845797296,0.00026262232712299808,1.44425843008155e-05,3.7367004843902823e-11,2.4120145946137494e-07,0.00041660111275895235,1.6259425451199688e-13,2.4014075773651746e-07,1.83988837753807e-07,3.0827071155919742e-07,3.0819115895213552e-07,4.9423755698256338e-11,1.283256164156853e-08,3.0127558463176103e-11,1.7768611220391048e-08,2.2210553372307735e-16,2.1211135067648716e-16,2.1223331534206618e-16,1.2116791285671175e-10,4.8331208635879255e-13,1.8777722315162578e-15,1.5137822044926896e-17,2.4642395176233537e-17,4.3724060004983578e-14,4.0226112132753724e-15
5.527326813997966e-10,0.9592109992594453,1.4838218347251727e-09,2.9434799154424455e-13,2.6151318370405851e-13,7.7591024917917969e-20,6.4082143838415241e-16,0.0,0.0,3.7510734212243162e-08,2.4186916101901922e-13,154.0,0.0,0.99877153492033965,1.0,18.999984962934914,8.126340665698647e-05,6.2632549628482043e-07,0.00021137327549725231,0.00022639493313241345,0.00026795377014714297,1.4753204911219499e-05,3.8124452622785541e-11,2.4609840239179598e-07,0.00042505978711907677,1.6609121376605836e-13,2.4997962421990561e-07,1.8880105510407781e-07,3.2353597843409106e-07,3.2345248423928857e-07,5.1871812137065873e-11,1.3294291183897935e-08,3.162092705117819e-11,1.8499820334081162e-08,2.49984522347356e-16,2.388411060482964e-16,2.3898145317949404e-16,1.286784819427659e-10,5.0797569704231723e-13,1.9158953158162635e-15,1.5657456239738149e-17,2.5458660070049424e-17,4.5853922543864035e-14,4.2998640484291386e-15
5.747241443041137e-10,0.9592109959754098,1.5527938751427736e-09,3.1967028924687131e-13,2.8473544323729711e-13,9.1165949171197057e-20,7.2411014356854594e-16,0.0,0.0,4.0550629900716394e-08,2.8204227952254308e-13,154.0,0.0,0.99872269425256921,1.0,18.999984328967251,8.4492254629296452e-05,6.2629833714554836e-07,0.00021971570317898102,0.00023539015696241234,0.00027861619317403154,1.5374313848368734e-05,3.9639229298639568e-11,2.5589151971473074e-07,0.00044197656767918969,1.7308364302427855e-13,2.7024890131492136e-07,1.9844206817129733e-07,3.5524999483952319e-07,3.5515831167311842e-07,5.6957770453669432e-11,1.4235306429161761e-08,3.4723564838137757e-11,2.0006789033758836e-08,3.1428700255533354e-16,3.00542617585183e-16,3.0072682430412641e-16,1.4461369029287961e-10,5.5932680723350258e-13,1.9921355014440305e-15,1.6722238945626514e-17,2.7144289393292329e-17,5.0311916811928111e-14,4.8949384755102219e-15
5.945164609179992e-10,0.9592109930280126,1.6155174298183662e-09,3.4343555609780064e-13,3.0663696203363443e-13,1.0487270717251236e-19,8.0527551305518656e-16,0.0,0.0,4.3387630002950804e-08,3.2229542983685496e-13,154.0,0.0,0.99867873997876888,1.0,18.999983758445495,8.7397932552863466e-05,6.262738951949349e-07,0.00022722186369176822,0.00024348505410742052,0.00028821184607755862,1.5933161106036367e-05,4.1002392787963655e-11,2.6470444916068324e-07,0.00045720102304068868,1.7937513181530899e-13,2.8916550191208547e-07,2.0713527577948752e-07,3.8514406770818413e-07,3.8504466526051181e-07,6.1751924120221311e-11,1.5101702265483991e-08,3.7648290502535767e-11,2.1413881906212222e-08,3.8307075373070219e-16,3.6661047713921655e-16,3.6684355173744722e-16,1.6002979849139689e-10,6.0785909699718451e-13,2.060744847606865e-15,1.7709649015057428e-17,2.8723776731004177e-17,5.4557261897893023e-14,5.4790296248786017e-15
6.143087775318847e-10,0.9592109900884281,1.6788551883958081e-09,3.6813289288685558e-13,3.2950596322370349e-13,1.201042798573386e-19,8.9259352294519358e-16,0.0,0.0,4.6320385270397078e-08,3.6670768345360601e-13,154.0,0.0,0.99863478790965088,1.0,18.999983187970251,9.03033402585282e-05,6.2624945419068868e-07,0.00023472610668646149,0.00025157918927057636,0.00029780699896671665,1.6491865535686805e-05,4.2365427890442437e-11,2.7351654856217175e-07,0.00047242486592261409,1.8566501265402741e-13,3.0872074624750793e-07,2.1584140681703861e-07,4.1632063596018155e-07,4.1621318283448897e-07,6.6751806826256068e-11,1.5985983005802162e-08,4.0698615001962248e-11,2.2869158051064826e-08,4.6359025703329713e-16,4.4402479046877925e-16,4.4431725375005472e-16,1.7649954770824984e-10,6.5859489569145956e-13,2.1293477317249992e-15,1.87246540695438e-17,3.0364485559714144e-17,5.9031606020962246e-14,6.111688062261348e-15
6.341010941457702e-10,0.9592109871566654,1.7428067845045835e-09,3.9377019932636228e-13,3.5336083048728707e-13,1.3697542444872207e-19,9.8633331076720193e-16,0.0,0.0,4.934887825258113e-08,4.1555564125432264e-13,154.0,0.0,0.998590838045189,1.0,18.999982617541477,9.3208477765934175e-05,6.2622501489923816e-07,0.0002422284324843456,0.00025967256244077062,0.00030740165186644825,1.7050427159548036e-05,4.3728334592438893e-11,2.8232781790700006e-07,0.00048764809688881699,1.9195328578303483e-13,3.2891451807118542e-07,2.2455837790871596e-07,4.4878144802486961e-07,4.4866561236302368e-07,7.1957699338611385e-11,1.6887614116256408e-08,4.3874710283187988e-11,2.4372653156896417e-08,5.5731147872950234e-16,5.3421823399537327e-16,5.3458237705091457e-16,1.9405740725245328e-10,7.1154215595532958e-13,2.1979441540212516e-15,1.9767274358476843e-17,3.2068426907052691e-17,6.374304276534588e-14,6.7955091383137814e-15
6.538934107596557e-10,0.959210984232733,1.8073718448419291e-09,4.2035537035552338e-13,3.7822028263166904e-13,1.5560578682907831e-19,1.0867691693962144e-15,0.0,0.0,5.2473091485550568e-08,4.6912475190083181e-13,154.0,0.0,0.99854689038535704,1.0,18.999982047159143,9.6113345094723881e-05,6.2620057684491548e-07,0.0002497288414053156,0.00026776517360691698,0.00031699580480216771,1.7608846000679601e-05,4.5091112905608978e-11,2.9113825718301685e-07,0.00050287071648795782,1.9823995147073164e-13,3.4974670114433448e-07,2.3328439221981903e-07,4.825279663950396e-07,4.8240341595082967e-07,7.7369836512750866e-11,1.7806076988432447e-08,4.7176720189844373e-11,2.5924402901871095e-08,6.6581926760694447e-16,6.3874217429741031e-16,6.3919227759748242e-16,2.1273782501154401e-10,7.6670810047688889e-13,2.2665341140326911e-15,2.0837530524974389e-17,3.3837611459887559e-17,6.869991919069364e-14,7.5331797164509108e-15
6.736857273735412e-10,0.9592109813166364,1.8725499901627596e-09,4.4789629605713398e-13,4.0410337320147518e-13,1.7611997225600993e-19,1.1941806404980859e-15,0.0,0.0,5.5693007492647213e-08,5.2770930660362343e-13,154.0,0.0,0.99850294493012892,1.0,18.999981476823191,9.9017942264538819e-05,6.2617613941829873e-07,0.0002572273337683842,0.00027585702275795184,0.00032658945779933903,1.8167122082538889e-05,4.6453762830191181e-11,2.9994786637810177e-07,0.0005180927252533159,2.0452500998258068e-13,3.7121717923939252e-07,2.4201789991272072e-07,5.175614070944697e-07,5.1742780929666354e-07,8.2988413629838374e-11,1.8740868464606091e-08,5.0604764341458369e-11,2.7524442953653905e-08,7.9082188832430665e-16,7.5927150024466406e-16,7.5982407050033093e-16,2.3257522746092401e-10,8.2409930714907252e-13,2.3351176116105369e-15,2.1935443032832493e-17,3.5674049556412007e-17,7.391083281281731e-14,8.3274809778573544e-15
6.934780439874266e-10,0.9592109784083812,1.9383408361326078e-09,4.7640086158622136e-13,4.3102949010065573e-13,1.9864761597055713e-19,1.3088526078984056e-15,0.0,0.0,5.9008608785172804e-08,5.9161243389087592e-13,154.0,0.0,0.9984590016794791,1.0,18.99998090653359,0.00010192226929501938,6.261517036545361e-07,0.00026472390989202416,0.00028394810988283494,0.00033618261088280189,1.8725255428703007e-05,4.7816284345180909e-11,3.0875664548013123e-07,0.00053331412370218013,2.1080846157157431e-13,3.9332583614001817e-07,2.5075756407458549e-07,5.5388277368482591e-07,5.537397956913965e-07,8.8813591857027603e-11,1.9691500377331881e-08,5.4158941475792065e-11,2.9172808969337127e-08,9.3415552346857959e-16,8.9760944812372974e-16,8.982834736382009e-16,2.5360401967280302e-10,8.8372178422794938e-13,2.4036946471783295e-15,2.3061031996787355e-17,3.7579751178298011e-17,7.938462861855785e-14,9.1812911923912373e-15
7.132703606013121e-10,0.9592109755079714,2.0047439940633953e-09,5.0587694710886918e-13,4.5901835522487195e-13,2.2332345370004925e-19,1.4310753908801688e-15,0.0,0.0,6.2419877862962768e-08,6.6114609437814021e-13,154.0,0.0,0.99841506063338059,1.0,18.999980336290303,0.00010482632620580494,6.2612726935277149e-07,0.00027221857009432669,0.00029203843497054884,0.00034577526407786438,1.9283246062764794e-05,4.917867746428019e-11,3.17564594477023e-07,0.00054853491233803156,2.1709030651343722e-13,4.1607255564109382e-07,2.5950223132482105e-07,5.9149288660184444e-07,5.9134019534657313e-07,9.4845502957825533e-11,2.0657499102644761e-08,5.7839332332123291e-11,3.0869536595375325e-08,1.0977887438658818e-15,1.0556924186720556e-15,1.0565096438836864e-15,2.758585853250575e-10,9.4558103677327992e-13,2.4722652202171027e-15,2.4214318071284072e-17,3.9556725934921454e-17,8.5130396113666505e-14,1.0097588456513805e-14
7.330626772151976e-10,0.9592109726154106,2.0717590715432341e-09,5.3633242775026748e-13,4.8809002410330432e-13,2.5028739205385609e-19,1.5611448374108718e-15,0.0,0.0,6.5926797214877353e-08,7.3663107553863037e-13,154.0,0.0,0.99837112179180776,1.0,18.999979766093279,0.00010773011301653386,6.2610283553773679e-07,0.00027971131469303864,0.00030012799801009879,0.00035536741741012853,1.9841094008344012e-05,5.0540942193461372e-11,3.2637171335673687e-07,0.00056375509165070101,2.2337054507918049e-13,4.3945722154872533e-07,2.6825090665529083e-07,6.3039240826690021e-07,6.3022967049945337e-07,1.0108425332410572e-10,2.1638405126819326e-08,6.1646002119313637e-11,3.2614661467528258e-08,1.2838269476643865e-15,1.2355947868532251e-15,1.2365800067869915e-15,2.9937328670994691e-10,1.009682125051925e-12,2.5408293304241891e-15,2.5395321793833992e-17,4.1606983056043789e-17,9.1157466404110181e-14,1.10794533978371e-14
7.528549938290831e-10,0.9592109697307009,2.1393856729791467e-09,5.6777517355037403e-13,5.182648855482268e-13,2.7968457881365288e-19,1.6993624173028418e-15,0.0,0.0,6.9529349319225749e-08,8.183969864740944e-13,154.0,0.0,0.9983271851547344,1.0,18.999979195942487,0.00011063362974684348,6.2607840332645702e-07,0.00028720214400558997,0.00030821679899051344,0.00036495907090440126,2.0398799289098934e-05,5.1903078504130403e-11,3.351780021072265e-07,0.00057897466211506233,2.2964917751777033e-13,4.6347971768024464e-07,2.7700273174817087e-07,6.7058186472759373e-07,6.704087470479691e-07,1.0752992745080017e-10,2.2633772626045922e-08,6.5579002642734755e-11,3.4408219210810705e-08,1.4945167684290173e-15,1.4395337041111244e-15,1.44071507944391e-15,3.2418246474287161e-10,1.0760297161143797e-12,2.6093869784303839e-15,2.6604063141761709e-17,4.3732531386740365e-17,9.7475409309960494e-14,1.2130071847173414e-14
7.726473104429686e-10,0.9592109668538444,2.2076234000662267e-09,6.0021304942602134e-13,5.4956366131116135e-13,3.116654731187037e-19,1.8460353153089928e-15,0.0,0.0,7.3227516644133885e-08,9.0678225268622672e-13,154.0,0.0,0.99828325072213397,1.0,18.999978625837876,0.00011353687641637006,6.2605397283970466e-07,0.00029469105834915469,0.00031630483790084387,0.00037455022458586756,2.095636192870123e-05,5.3265086411250123e-11,3.43983460716478e-07,0.00059419362419330178,2.3592620410662864e-13,4.8813992786420964e-07,2.8575696623204398e-07,7.1206166436572393e-07,7.1187783325382588e-07,1.141825909397545e-10,2.3643169058613019e-08,6.9638374142963263e-11,3.6250245439448183e-08,1.7322504530176525e-15,1.669873893657349e-15,1.671283287101035e-15,3.5032043897113785e-10,1.1446281294257183e-12,2.6779381636819698e-15,2.7840562767719698e-17,4.5935379370488431e-17,1.0409403051150156e-13,1.325273747847823e-14
7.924396270568541e-10,0.9592109639848428,2.2764718521936808e-09,6.3365391513854184e-13,5.8200740574469723e-13,3.4638591554662397e-19,2.0014765241558303e-15,0.0,0.0,7.7021281647863578e-08,1.0021341108485931e-12,154.0,0.0,0.99823931849398018,1.0,18.999978055779415,0.00011643985304474883,6.2602954268214044e-07,0.00030217805804071281,0.00032439211473016456,0.00038414087848028726,2.1513781950804711e-05,5.4626965929188593e-11,3.5278808917253074e-07,0.0006094119783356277,2.422016251226011e-13,5.1343773594040627e-07,2.9451297145889973e-07,7.5483211408918175e-07,7.5463723593017814e-07,1.2104229309956044e-10,2.4666174769182655e-08,7.3824146887185353e-11,3.8140775756837949e-08,1.9995702094880871e-15,1.929132438812587e-15,1.9308057735159309e-15,3.778215075827197e-10,1.2154813772708472e-12,2.7464828856504118e-15,2.9104841324994669e-17,4.8217535041254779e-17,1.11023368727073e-13,1.4450854417138664e-14
8.122319436707395e-10,0.9592109611236971,2.3459306267950888e-09,6.6810562526626084e-13,6.156175054693352e-13,3.8400719808958323e-19,2.1660049375147051e-15,0.0,0.0,8.0910626779088605e-08,1.104808603579049e-12,154.0,0.0,0.9981953884702468,1.0,18.999977485767058,0.00011934255965161398,6.2600511396067516e-07,0.00030966314339708268,0.00033247862946757278,0.00039373103261246994,2.2071059379038578e-05,5.5988717019536922e-11,3.6159188746341746e-07,0.00062462972497823535,2.4847544080794087e-13,5.3937302575984928e-07,3.0327019650906904e-07,7.9889343330018921e-07,7.9868717440622433e-07,1.2810906918833187e-10,2.5702382604854177e-08,7.8136342542052201e-11,4.007984575551463e-08,2.2991725254503818e-15,2.219983564714484e-15,2.2219612053860051e-15,4.0671994741497043e-10,1.2885932004614396e-12,2.8150211452345689e-15,3.0396918619221251e-17,5.0581006021508397e-17,1.1827369292240183e-13,1.5727939816846991e-14
8.32024260284625e-10,0.9592109582704068,2.415999319649939e-09,7.0357602918124305e-13,6.5041567904473618e-13,4.2469613402605452e-19,2.3399454429124044e-15,0.0,0.0,8.4895534477133075e-08,1.2151705742126247e-12,154.0,0.0,0.99815146065090743,1.0,18.999976915800765,0.00012224499625659871,6.2598068728847544e-07,0.00031714631473493178,0.00034056438210218861,0.00040332068700741209,2.262819423701958e-05,5.7350339696563181e-11,3.7039485557719171e-07,0.00063984686454548274,2.5474765143898888e-13,5.6594568118478327e-07,3.1202816614213836e-07,8.4424576592129126e-07,8.4402779255005791e-07,1.3538294234467699e-10,2.6751397542684387e-08,8.257497535564208e-11,4.2067491017120134e-08,2.6339124571725472e-15,2.5452634135546491e-15,2.5475905710084079e-15,4.3705001396328577e-10,1.3639670998547987e-12,2.8835529418984056e-15,3.1716815268801575e-17,5.3027799504056329e-17,1.2585549955113162e-13,1.708762640537417e-14
8.518165768985105e-10,0.9592109554249729,2.4866775251433318e-09,7.4007297102969492e-13,6.8642397664477048e-13,4.6862512768834053e-19,2.5236290145821764e-15,0.0,0.0,8.8975987172177586e-08,1.3335936615748589e-12,154.0,0.0,0.99810753503593586,1.0,18.999976345880498,0.00012514716287933511,6.2595626084614988e-07,0.00032462757237078669,0.00034864937262315534,0.00041290984169103321,2.3185186548361206e-05,5.8711833987319214e-11,3.7919699350197036e-07,0.00065506339745142225,2.6101825730037558e-13,5.9315558608868427e-07,3.2078647041885468e-07,8.9088919075355839e-07,8.9065916912416265e-07,1.4286392525085203e-10,2.7812836328322295e-08,8.7140053175504481e-11,4.4103747112377077e-08,3.006807889873275e-15,2.9079748136065546e-15,2.9107019734317711e-15,4.6884594138972753e-10,1.4416063641812251e-12,2.9520782747711068e-15,3.3064552110064959e-17,5.5559922242701712e-17,1.3377950982618417e-13,1.8533664999589929e-14
8.71608893512396e-10,0.9592109525873945,2.5579648364900942e-09,7.776042897154831e-13,7.2366477973581903e-13,5.1597224412616429e-19,2.7173928062562259e-15,0.0,0.0,9.3151967285438085e-08,1.4604602947555556e-12,154.0,0.0,0.99806361162530566,1.0,18.999975776006206,0.00012804905953945432,6.2593183555640968e-07,0.00033210691662105205,0.00035673360101963893,0.00042249849668821166,2.3742036336671509e-05,6.0073199841799515e-11,3.8799830122586812e-07,0.00067027932409703358,2.672872586265731e-13,6.2100262435626074e-07,3.2954475574422529e-07,9.3882373041631766e-07,9.3858132672279971e-07,1.5055202156812577e-10,2.8886327125408988e-08,9.1831578327292803e-11,4.6188649601065678e-08,3.4210437695587623e-15,3.3112920422116211e-15,3.3144754182654623e-15,5.0214194253162157e-10,1.5215140946395756e-12,3.0205971450686541e-15,3.4440148750473196e-17,5.817938055426806e-17,1.4205666702157311e-13,2.0069926990110007e-14
