Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676),C7H15(64),S(3721),S(3665)
1.23937141818819e-07,0.8145999993712758,9.5780770949434901e-05,3.9841943165150899e-05,6.5811385054468207e-05,2.3054655395707425e-06,2.6665982803445156e-05,0.0,0.0,0.0024764800309979408,0.00053630674341142363,154.0,0.0,0.0014988209308386168,0.99998064161066913,18.996760737679665,0.0072808031111070018,5.4068336203626451e-07,3.2751085982926294e-06,0.022915157763652248,0.15571245274012255,9.4366607929408017e-08,2.6466656615744341e-09,1.6382889808758891e-05,0.77712043935004838,6.6559982806423044e-16,0.0034934346153301398,4.8176521982397188e-08,0.027504712021848475,0.025240315172618315,3.1410370071447547e-06,0.00015265533458935399,1.7660470765372569e-06,0.0042024447813040992,8.4221144976947489e-06,0.00018886620468195741,0.00088013788423835107,1.7376317044302667e-05,6.900638961839877e-07,8.4592454174129353e-14,6.2271287789248598e-12,9.2655455287702332e-12,5.7776032766480712e-07,1.6971346031219057e-05,2.7286221548489223e-07,4.1273860500657624e-06,9.4115332801193356e-08,6.2470024847219821e-08,3.7583147373744813e-12,9.67758507821626e-07,1.5411583906748262e-05,2.9916975442700418e-05,1.2335399778511986e-08,3.5509891500697832e-10,2.0763962252845662e-11,6.4296887475358538e-11,1.2394804181724358e-07,3.4546217745387421e-18,2.0030109564038999e-18,1.8791906438474272e-08,6.5935287137228366e-13,2.646283300970224e-09,2.3224740779644965e-14,2.3054592387584443e-14,1.8000050324105028e-13,1.978323309790204e-07,1.3825040939782066e-07,5.2155202130603075e-08,3.114484378653981e-05,1.9144049533382182e-07,6.355449770518629e-06,5.7403600333694534e-07,1.1811202913157953e-08,2.9927333124930364e-10,3.0397122517031345e-05,1.8911421419686765e-08,6.8367609951648363e-10,2.6075575036940164e-05,7.5366598902903826e-09,1.943444350728758e-06,3.1507231687213265e-08,1.8557823748326023e-05,1.1654766167627873e-09,4.1063121142047681e-09,1.4114132475470373e-14,7.4912270963979268e-15,1.2394517142558297e-06,6.3694023416991577e-14,5.1252493369463058e-10,2.2335333317228005e-09,8.9948594381003777e-15,1.3697102065669797e-13,8.0074377041474372e-15,4.5493857966574261e-06,7.7862031902570423e-07,1.1285245337365831e-05,1.0695806428193371e-06,1.6755572378584864e-06
1.244939937117595e-07,0.814599991656421,9.5740397555179886e-05,4.0113150009239101e-05,6.6214555013637452e-05,2.3191229025829135e-06,2.695931942251338e-05,0.0,0.0,0.0024841741840684146,0.00054020992733727711,154.0,0.0,0.0014852499545593965,0.99998041864586429,18.996747708471482,0.0072557007872677956,5.3877895685647327e-07,3.1388313905937104e-06,0.022892729189457877,0.15521011267901136,9.0439944588121461e-08,2.6440734071340972e-09,1.6366843729182985e-05,0.77766337741715885,6.3790373405144652e-16,0.0034937300555230233,4.7603338077915419e-08,0.027505223549869829,0.025236561654710235,3.1405677749279418e-06,0.00015276215417315002,1.7657832514845533e-06,0.0042219168861075502,8.419596319514767e-06,0.00018880533081058241,0.00088188229663664045,1.7296411830424497e-05,6.932637611001926e-07,8.4509600827312214e-14,6.2559773010101982e-12,9.2371175830514412e-12,5.7837187854116543e-07,1.7026601679572748e-05,2.7375083983509672e-07,4.1409070530157926e-06,9.442422700686928e-08,6.3057850592510075e-08,3.7706266926598401e-12,9.7673455097101938e-07,1.5588146594115709e-05,2.9820466299041205e-05,1.2425351125428172e-08,3.5768844311009225e-10,2.0915375789742489e-11,6.4789017728902067e-11,1.2489724069132567e-07,3.4798143048265218e-18,2.0176177404394986e-18,1.8959770545204015e-08,6.6524273169907199e-13,2.6666955808874681e-09,2.3403870519029597e-14,2.323242550048953e-14,1.8138882708308039e-13,2.0054208406101373e-07,1.4013723605133019e-07,5.2923379021611399e-08,3.1276346738331281e-05,1.9227873322073714e-07,6.3850983947229892e-06,5.7671408355976942e-07,1.186629601068137e-08,3.0066955118615536e-10,3.0651603986845911e-05,1.9069845035092034e-08,6.8881091943385131e-10,2.643230462777514e-05,7.5857696475023987e-09,1.9606428954001165e-06,3.1786152549562189e-08,1.8848168394739779e-05,1.1787657910214528e-09,4.1243995122230256e-09,1.417629252374417e-14,7.5242192092856123e-15,1.2484979982915789e-06,6.4420134417774342e-14,5.1966260869222061e-10,2.2678868006353954e-09,9.1201201290866414e-15,1.3887845755766309e-13,8.1189532325394964e-15,4.5907653913907944e-06,7.8671542855636828e-07,1.1419196204009571e-05,1.082346830355277e-06,1.702330284133245e-06
1.2505084560470002e-07,0.8145999839778293,9.5698804369266185e-05,4.0383933426470411e-05,6.6617552127042358e-05,2.3327693352005352e-06,2.7254343231675324e-05,0.0,0.0,0.0024918488467521164,0.00054412147093945004,154.0,0.0,0.0014720341053100839,0.99998019432202323,18.996734685341355,0.0072306804620507247,5.3688773298794394e-07,3.0084689945070348e-06,0.022870315847445609,0.15470931750977907,8.6683712915229103e-08,2.6414829162169697e-09,1.6350808565809221e-05,0.77820432768474423,6.1140975264684543e-16,0.0034940229362963298,4.7054900628500864e-08,0.027505729075547523,0.025232836901549358,3.1401021238416437e-06,0.00015286858221270506,1.7655214399233919e-06,0.0042413793463617865,8.4170977709651496e-06,0.00018874473065621933,0.00088360745041418643,1.7216863786168239e-05,6.9646204204937882e-07,8.4426803845906505e-14,6.2848114958538374e-12,9.2088097771882579e-12,5.7897909745039237e-07,1.7081545526692292e-05,2.7463444811505302e-07,4.1543518152264947e-06,9.4731379141906965e-08,6.3647715832853418e-08,3.7828692246517077e-12,9.8573909284509565e-07,1.5765755639201017e-05,2.9724253718683103e-05,1.2515310716545832e-08,3.6027820645059897e-10,2.1066803203421579e-11,6.5281299795737345e-11,1.2584673454735411e-07,3.5050091236490801e-18,2.0322258513816525e-18,1.9127842124187772e-08,6.7113987162684151e-13,2.6871148118316351e-09,2.3583061027243924e-14,2.3410319171200071e-14,1.827776219099332e-13,2.0327275675182198e-07,1.4203817357063674e-07,5.3697923216698359e-08,3.1407451830038627e-05,1.9311439946088268e-07,6.4146538801560279e-06,5.7938374561663207e-07,1.1921215940379003e-08,3.0206138229887103e-10,3.0906132867124846e-05,1.9228298429187899e-08,6.9394319394416232e-10,2.679170279441984e-05,7.635157663535742e-09,1.9778491658096448e-06,3.2065198890950262e-08,1.914107148699301e-05,1.1921001978531877e-09,4.1425349666150253e-09,1.4238617670011636e-14,7.5572989497034153e-15,1.2575840943929351e-06,6.5148715728393495e-14,5.2684282420496516e-10,2.3025781373544226e-09,9.2461272422738252e-15,1.4079726083384681e-13,8.2311333930661567e-15,4.6322844357941434e-06,7.9484514346552228e-07,1.1553959069434944e-05,1.095191010034155e-06,1.7293983209104003e-06
1.2560769749764052e-07,0.8145999763358559,9.5656013135483688e-05,4.0654285582976627e-05,6.7020370481496791e-05,2.3464046626566401e-06,2.7551052582143318e-05,0.0,0.0,0.0024995040805636786,0.00054804132218198268,154.0,0.0,0.0014591611009609374,0.99997996864024796,18.996721668302222,0.0072057420358733132,5.3500939935531588e-07,2.883763549955864e-06,0.022847917765303434,0.15421006596123388,8.3090480237175756e-08,2.6388941920158822e-09,1.6334784338402152e-05,0.77874330375508194,5.8606545867218272e-16,0.0034943133196556303,4.6530114156393421e-08,0.027506228857885263,0.025229140755453548,3.1396400342564068e-06,0.00015297462140211171,1.7652616308173667e-06,0.0042608321290054912,8.414618741933421e-06,0.00018868441258853069,0.00088531354867259248,1.7137671752905558e-05,6.9965873359403825e-07,8.4344063331965598e-14,6.313631314500861e-12,9.1806217670293736e-12,5.7958200898963199e-07,1.7136178998067142e-05,2.7551306326161296e-07,4.1677206849320039e-06,9.5036797162820694e-08,6.4239609674206471e-08,3.7950426504451147e-12,9.9477196377309611e-07,1.5944410486907417e-05,2.9628337466785844e-05,1.260527615274129e-08,3.6286813593229379e-10,2.1218240455479483e-11,6.5773719179923342e-11,1.2679649539832602e-07,3.5302055587958219e-18,2.0468348994785209e-18,1.9296114588135487e-08,6.7704406002678049e-13,2.7075403838866847e-09,2.3762306951484034e-14,2.3588268086087728e-14,1.841668462352944e-13,2.0602435704473641e-07,1.4395322129821804e-07,5.4478837207890015e-08,3.1538161226068881e-05,1.9394750827766198e-07,6.4441167557754703e-06,5.8204503731588802e-07,1.197596368570989e-08,3.0344884951241081e-10,3.1160700522945268e-05,1.9386776218762258e-08,6.9907274958154173e-10,2.7153768168527061e-05,7.6848286564587782e-09,1.9950625095339937e-06,3.2344360121510308e-08,1.9436534121248361e-05,1.2054790646309669e-09,4.1607181917591696e-09,1.4301106932261936e-14,7.5904657964386137e-15,1.2667101078803408e-06,6.5879725143795584e-14,5.3406518339142152e-10,2.3376083283896654e-09,9.37287381166403e-15,1.4272732440891461e-13,8.3439719856716719e-15,4.6739422214833077e-06,8.0300930021433411e-07,1.1689532265332117e-05,1.1081130237276127e-06,1.7567629442296972e-06
1.2616454939058102e-07,0.8145999687308116,9.5612045300256919e-05,4.0924198815957949e-05,6.7423004258903893e-05,2.3600287135204443e-06,2.7849445796054955e-05,0.0,0.0,0.0025071399467374647,0.0005519694292239406,154.0,0.0,0.0014466190978507975,0.99997974160166359,18.996708657366693,0.0071808854028575942,5.3314367471386058e-07,2.7644684330528588e-06,0.022825534970379268,0.15371235663009211,7.9653142500096978e-08,2.6363072376845946e-09,1.6318771066481106e-05,0.779280318932706,5.6182074481580846e-16,0.0034946012654452209,4.6027932687071032e-08,0.02750672314442297,0.025225473052485702,3.139181485764352e-06,0.00015308027437623583,1.7650038126920654e-06,0.0042802752011780482,8.4121591180298315e-06,0.00018862438440813919,0.00088700079247808889,1.7058834556628125e-05,7.0285383032965061e-07,8.4261379386278134e-14,6.3424367082948689e-12,9.1525532012511955e-12,5.8018063747987575e-07,1.7190503514493452e-05,2.7638670813479394e-07,4.1810140092327178e-06,9.5340489000315777e-08,6.4833521255327328e-08,3.8071472861027522e-12,1.0038329948625881e-06,1.6124110567875568e-05,2.9532717282793275e-05,1.2695245067687405e-08,3.6545816341505757e-10,2.1369683562718664e-11,6.6266261575097399e-11,1.2774649562309806e-07,3.5554029473575881e-18,2.061444500371258e-18,1.9464581420007201e-08,6.8295506823495832e-13,2.7279716950687088e-09,2.394160300857752e-14,2.376626700062952e-14,1.8555645911251772e-13,2.0879689230663235e-07,1.458823782247116e-07,5.526612328626785e-08,3.1668477072290942e-05,1.9477807378311947e-07,6.4734875470075409e-06,5.8469800614200535e-07,1.2030540223569492e-08,3.0483197758283675e-10,3.1415298452270639e-05,1.9545273103455613e-08,7.0419941601636611e-10,2.7518499292357408e-05,7.7347872812921552e-09,2.0122822839336844e-06,3.2623625809980329e-08,1.9734557297346845e-05,1.2189016205541643e-09,4.1789489030553818e-09,1.4363759331999101e-14,7.6237192301440185e-15,1.275876143447519e-06,6.6613120558877558e-14,5.4132928647935891e-10,2.3729783449337678e-09,9.5003528198445519e-15,1.4466854142358562e-13,8.4574627645111361e-15,4.7157380430738143e-06,8.1120773562809098e-07,1.1825914102947141e-05,1.1211127113078279e-06,1.7844257463619192e-06
1.2672140128352153e-07,0.8145999611629668,9.5566922016025147e-05,4.1193665631406212e-05,6.7825447734930642e-05,2.373641319650684e-06,2.8149521167057262e-05,0.0,0.0,0.0025147565062324131,0.00055590574041980098,154.0,0.0,0.0014343966750880979,0.99997951320741774,18.996695652547075,0.0071561104510898081,5.3129028729918805e-07,2.650347773314717e-06,0.022803167489687751,0.15321618798629119,7.6364904015671054e-08,2.6337220563382955e-09,1.6302768769331083e-05,0.77981538623444369,5.3862767877332766e-16,0.0034948868314271888,4.5547355040745218e-08,0.027507212171741399,0.0252218336228789,3.1387264572324939e-06,0.00015318554371271484,1.7647479736657741e-06,0.0042997085302190347,8.4097187808819943e-06,0.00018856465337167464,0.00088866938087594279,1.6980351008892498e-05,7.0604732688460864e-07,8.4178752108420486e-14,6.3712276288771401e-12,9.1246037217604447e-12,5.8077500697407654e-07,1.7244520492013906e-05,2.7725540551852106e-07,4.19423213408041e-06,9.5642462558943475e-08,6.5429439747941859e-08,3.8191834466413832e-12,1.0129220179970448e-06,1.6304855298710249e-05,2.9437392881466129e-05,1.2785215127572405e-08,3.6804822169742747e-10,2.1521128596673877e-11,6.6758912862962083e-11,1.2869670796345951e-07,3.5806006355569526e-18,2.0760542749957315e-18,1.9633236172778691e-08,6.8887267004407772e-13,2.7484081512632449e-09,2.4120943984431315e-14,2.394431073886127e-14,1.8694642013035028e-13,2.1159036928589749e-07,1.478256429942299e-07,5.6059783544929846e-08,3.179840149602971e-05,1.9560610997716488e-07,6.5027667756586029e-06,5.8734269926577741e-07,1.2084946524118517e-08,3.062107911027877e-10,3.1669918284304673e-05,1.9703783864697829e-08,7.0932302526242255e-10,2.7885894620196881e-05,7.7850381297649037e-09,2.0295078560390172e-06,3.2902985682123638e-08,2.0035141920254906e-05,1.2323670967725562e-09,4.1972268169143271e-09,1.4426573894204381e-14,7.6570587333178496e-15,1.2850823051636682e-06,6.7348859975240548e-14,5.4863473088734722e-10,2.4086891429058327e-09,9.628557200121461e-15,1.4662080426813083e-13,8.5715994398499563e-15,4.7576711981780939e-06,8.1944028690703302e-07,1.1963102873498713e-05,1.1341899106879783e-06,1.8123883157806322e-06
1.2727825317646203e-07,0.8145999536325538,9.5520664144597316e-05,4.1462678701842933e-05,6.8227695277698326e-05,2.3872423161494928e-06,2.8451276960881637e-05,0.0,0.0,0.0025223538197366741,0.00055985020431979446,154.0,0.0,0.0014224828194084819,0.99997928345868015,18.996682653855395,0.0071314170628708189,5.2944897448963253e-07,2.5411759883605172e-06,0.022780815349916717,0.15272155837811222,7.3219261250660828e-08,2.6311386510545147e-09,1.6286777466003773e-05,0.78034851839910213,5.164403889096404e-16,0.0034951700733576066,4.5087423147584669e-08,0.027507696165942157,0.025218222291438618,3.1382749268525772e-06,0.00015329043193388546,1.7644941014771067e-06,0.0043191320836676777,8.4072976084155838e-06,0.00018850522621584968,0.00089031951090505512,1.69022199077256e-05,7.0923921792012658e-07,8.409618159676472e-14,6.4000040281858297e-12,9.0967729640794908e-12,5.8136514126494124e-07,1.7298231341862085e-05,2.7811917812054829e-07,4.2073754042642818e-06,9.5942725716776375e-08,6.6027354356901422e-08,3.8311514460191387e-12,1.0220388658333902e-06,1.6486644082203896e-05,2.9342363953877972e-05,1.2875184030826924e-08,3.7063824449115593e-10,2.1672571683153387e-11,6.7251659111757214e-11,1.2964710552119314e-07,3.6057979785008578e-18,2.0906638494389851e-18,1.9802072469194486e-08,6.9479664169482545e-13,2.7688491661623256e-09,2.430032473347985e-14,2.41223941928297e-14,1.8833668940865584e-13,2.1440479412030005e-07,1.4978301390960489e-07,5.6859819881912645e-08,3.1927936606071713e-05,1.9643163074687326e-07,6.5319549598668248e-06,5.8997916352044677e-07,1.2139183550701343e-08,3.0758531448887004e-10,3.1924551777856392e-05,1.9862303364716459e-08,7.144434118953829e-10,2.8255952519759549e-05,7.8355857301176975e-09,2.046738602436517e-06,3.318242961899127e-08,2.0338288801494547e-05,1.2458747265071777e-09,4.2155516507267002e-09,1.4489549647231061e-14,7.6904837902482746e-15,1.2943286964756854e-06,6.8086901507799748e-14,5.5598111134509634e-10,2.4447416629972219e-09,9.7574798386321185e-15,1.4858400461453683e-13,8.6863756799441705e-15,4.7997409874020786e-06,8.2770679163675882e-07,1.2101096848589657e-05,1.1473444578622018e-06,1.8406522371345642e-06
1.2783510506940253e-07,0.8145999461397659,9.5473292260481331e-05,4.1731230864071957e-05,6.8629741346489551e-05,2.4008315413168186e-06,2.8754711415909411e-05,0.0,0.0,0.0025299319476720472,0.00056380276967020709,154.0,0.0,0.0014108669105727719,0.99997905235664175,18.996669661303393,0.0071068051149574523,5.2761948248066535e-07,2.4367373263653164e-06,0.022758478577433381,0.15222846603711784,7.0209999630905716e-08,2.6285570248740131e-09,1.6270797175318007e-05,0.78087972789681126,4.9521504171640148e-16,0.0034954510450599342,4.4647222481560049e-08,0.02750817534310495,0.025214638877923707,3.1378268721881958e-06,0.00015339494150864354,1.7642421835109923e-06,0.0043385458292623195,8.4048954751216555e-06,0.00018844610918059362,0.00089195137761273284,1.6824440038489445e-05,7.1242949813014334e-07,8.40136679484831e-14,6.428765858455159e-12,9.0690605577149468e-12,5.8195106389241394e-07,1.7351637470413553e-05,2.7897804856915409e-07,4.2204441633977883e-06,9.6241286325105208e-08,6.6627254320332521e-08,3.8430515971235792e-12,1.0311833717995168e-06,1.6669476307557305e-05,2.9247630168375113e-05,1.2965149507806279e-08,3.7322816643911426e-10,2.1824009001703907e-11,6.7744486574728109e-11,1.3059766175512765e-07,3.6309943403548157e-18,2.1052728550402127e-18,1.9971084001508729e-08,7.0072676186679226e-13,2.7892941612012725e-09,2.4479740178131336e-14,2.4300512322041765e-14,1.8972722759411679e-13,2.1724017234479688e-07,1.5175448893756062e-07,5.7666234003074654e-08,3.2057084492681679e-05,1.9725464986593658e-07,6.5610526140453942e-06,5.9260744539308878e-07,1.2193252259740932e-08,3.089555719771362e-10,3.2179190819715787e-05,2.0020826545542778e-08,7.195604137197786e-10,2.8628671273575958e-05,7.8864345469514976e-09,2.0639739091562735e-06,3.3461947654715683e-08,2.0643998660556698e-05,1.2594237451680351e-09,4.2339231228865973e-09,1.4552685622885143e-14,7.7239938870559959e-15,1.3036154202103519e-06,6.8827203391217543e-14,5.6336802001251985e-10,2.4811368307195112e-09,9.8871135764350871e-15,1.5055803344832539e-13,8.8017851129006903e-15,4.8419467143412162e-06,8.3600708779821103e-07,1.223989428061317e-05,1.160576186945048e-06,1.8692190912206152e-06
1.2839195696234304e-07,0.8145999386847635,9.5424826654188501e-05,4.1999315116946516e-05,6.9031580490471552e-05,2.414408836605374e-06,2.9059822743728222e-05,0.0,0.0,0.0025374909501982338,0.00056776338541363947,154.0,0.0,0.0013995387072899485,0.99997881990251514,18.996656674902525,0.0070822744787950604,5.2580156597069952e-07,2.3368254434789686e-06,0.022736157198290231,0.15173690908291165,6.733117546651026e-08,2.6259771808010627e-09,1.6254827915872161e-05,0.78140902693802972,4.7490971432432359e-16,0.0034957297984957217,4.422587832851471e-08,0.02750864990972883,0.02521108319741296,3.1373822702209435e-06,0.00015349907485423701,1.7639922068256012e-06,0.0043579497349398606,8.4025122523104499e-06,0.00018838730803127053,0.00089356517406962051,1.6747010174708089e-05,7.1561816224124166e-07,8.3931211259606606e-14,6.4575130722144864e-12,9.0414661265104601e-12,5.82532798150859e-07,1.7404740279136708e-05,2.7983203941350271e-07,4.2334387539063916e-06,9.6538152208154108e-08,6.7229128909778621e-08,3.8548842117604794e-12,1.0403553700917721e-06,1.6853351350597209e-05,2.9153191171501789e-05,1.305510932050417e-08,3.7581792310274309e-10,2.1975436785128069e-11,6.8237381688598684e-11,1.3154835047818018e-07,3.6561890942206265e-18,2.1198809283200358e-18,2.0140264531214283e-08,7.0666281166893637e-13,2.8097425654952839e-09,2.4659185308208496e-14,2.4478660152911547e-14,1.9111799585590624e-13,2.2009650889928019e-07,1.5374006571381705e-07,5.8479027424940835e-08,3.218584722762967e-05,1.9807518099423401e-07,6.5900602488054788e-06,5.9522759104318964e-07,1.2247153600585366e-08,3.1032158763298273e-10,3.2433827423040056e-05,2.0179348427966682e-08,7.2467387076586214e-10,2.9004049080369298e-05,7.9375889811197756e-09,2.0812131715591617e-06,3.3741529974873212e-08,2.0952272126297789e-05,1.2730133904687162e-09,4.2523409528068464e-09,1.4615980856476978e-14,7.7575885117214982e-15,1.3129425785765322e-06,6.9569723986138325e-14,5.7079504659750082e-10,2.5178755564545567e-09,1.0017451211576319e-14,1.5254278110002862e-13,8.9178213285169107e-15,4.8842876855759096e-06,8.4434101377725143e-07,1.2379493403153873e-05,1.1738849302104232e-06,1.8980904549574924e-06
1.2894880885528354e-07,0.8145999312676719,9.5375287335512494e-05,4.2266924619152779e-05,6.9433207347435511e-05,2.4279740465761251e-06,2.9366609129679347e-05,0.0,0.0,0.0025450308872169,0.00057173200068922942,154.0,0.0,0.001388488333646868,0.99997858609753287,18.996643694663987,0.0070578250207415866,5.2399498785851989e-07,2.2412430002800811e-06,0.022713851238230647,0.15124688552772297,6.4577098064489073e-08,2.6233991218042659e-09,1.623886970604493e-05,0.78193642748223346,4.5548426833747483e-16,0.0034960063838326968,4.3822553031263656e-08,0.027509120063153446,0.025207555060653024,3.1369410973935327e-06,0.00015360283433799501,1.7637441581762468e-06,0.0043773437688352113,8.4001478083526876e-06,0.00018832882808001518,0.00089516109138477475,1.6669929078860123e-05,7.1880520501255677e-07,8.3848811625031544e-14,6.4862456222875181e-12,9.0139892889842407e-12,5.8311036709596163e-07,1.7457541164546127e-05,2.8068117312467596e-07,4.2463595170161276e-06,9.6833331162814516e-08,6.7832967430333245e-08,3.8666496006434198e-12,1.0495546956724179e-06,1.7038268573990967e-05,2.9059046588891583e-05,1.3145061262289927e-08,3.7840745092681111e-10,2.2126851319042955e-11,6.8730331072029591e-11,1.3249914585439009e-07,3.6813816217936851e-18,2.1344877107816552e-18,2.0309607888760429e-08,7.1260457462969433e-13,2.8301938157758204e-09,2.4838655180391058e-14,2.4656832778206725e-14,1.9250895588136796e-13,2.2297380813626432e-07,1.5573974154812545e-07,5.9298201477509597e-08,3.2314226864228008e-05,1.9889323767743452e-07,6.6189783709244956e-06,5.9783964628085902e-07,1.230088851545807e-08,3.1168338533963378e-10,3.2688453725752481e-05,2.0337864110548268e-08,7.2978362537197222e-10,2.9382084056416613e-05,7.9890533696625407e-09,2.0984557942244979e-06,3.4021166914913397e-08,2.1263109738319529e-05,1.2866429025379358e-09,4.270804860893625e-09,1.4679434386734677e-14,7.7912671540394883e-15,1.3223102731673861e-06,7.0314421785290292e-14,5.7826177847234247e-10,2.5549587355066042e-09,1.0148485501133517e-14,1.5453813727631502e-13,9.0344778801003167e-15,4.9267632106664397e-06,8.5270840837383536e-07,1.2519892431383644e-05,1.187270518130044e-06,1.9272679013599522e-06
1.2950566074822405e-07,0.8145999238885868,9.5324694036782009e-05,4.2534052687009313e-05,6.9834616642551971e-05,2.4415270188542893e-06,2.9675068733396056e-05,0.0,0.0,0.0025525518183755701,0.00057570856483283466,154.0,0.0,0.0013777062660248031,0.99997835094294851,18.996630720598713,0.007033456602283477,5.2219951895162352e-07,2.1498012576434269e-06,0.022691560722694289,0.15075839328082641,6.1942330727171875e-08,2.6208228508174767e-09,1.6222922563992182e-05,0.78246194124628998,4.369003568753328e-16,0.0034962808495103432,4.3436446857563224e-08,0.027509585991958213,0.025204054274385896,3.1365033296500572e-06,0.0001537062222789951,1.7634980240371648e-06,0.0043967278992807094,8.3978020089093229e-06,0.00018827067420622165,0.0008967393187208683,1.6593195503134737e-05,7.2199062123567686e-07,8.3766469138507836e-14,6.514963461791447e-12,8.9866296586515699e-12,5.8368379355134729e-07,1.7510041518163548e-05,2.8152547209234691e-07,4.2592067927428579e-06,9.7126830958397238e-08,6.843875922076644e-08,3.8783480733840639e-12,1.0587811842670634e-06,1.7224227327458279e-05,2.8965196026126573e-05,1.3235003157587687e-08,3.8099668726062174e-10,2.2278248941340096e-11,6.9223321524071824e-11,1.3345002239594745e-07,3.706571313569372e-18,2.1490928490304669e-18,2.0479107973259748e-08,7.1855183668671834e-13,2.8506473563268194e-09,2.5018144917657544e-14,2.4835025356492997e-14,1.9390006987168183e-13,2.2587207382851008e-07,1.5775351342923578e-07,6.0123757307022148e-08,3.244222543737762e-05,1.9970883334671542e-07,6.6478074833137768e-06,6.0044365655144605e-07,1.2354457939401124e-08,3.1304098879001737e-10,3.2943061988953155e-05,2.0496368768659985e-08,7.3488952324088854e-10,2.9762774236895188e-05,8.0408319857803517e-09,2.1157011908389033e-06,3.430084895794294e-08,2.1576511948332134e-05,1.3003115240280528e-09,4.2893145685454073e-09,1.4743045255800966e-14,7.8250293056170448e-15,1.3317186049625742e-06,7.106125541942328e-14,5.8576780078888024e-10,2.5923872481564e-09,1.0280209163236837e-14,1.5654399109075132e-13,9.1517482862670928e-15,4.9693726021473453e-06,8.611091108107989e-07,1.2661089562452333e-05,1.2007327794113829e-06,1.9567529995136564e-06
1.3006251264116455e-07,0.8145999165475722,9.5273066216088149e-05,4.2800692792282021e-05,7.0235803187141953e-05,2.4550676040858784e-06,2.9985199689333098e-05,0.0,0.0,0.0025600538030713551,0.0005796930273771813,154.0,0.0,0.0013671833204840173,0.99997811444003493,18.996617752717381,0.0070091690802437656,5.2041493768453497e-07,2.0623197060661904e-06,0.022669285676822214,0.15027143015280131,5.9421675775068618e-08,2.6182483707398801e-09,1.6206986507661425e-05,0.7829855797125399,4.1912131893410318e-16,0.0034965532423030837,4.3066795654247933e-08,0.027510047876347473,0.025200580641663667,3.1360689424758522e-06,0.00015380924094967146,1.7632537906251878e-06,0.0044161020948055574,8.3954747171496385e-06,0.0001882128508762167,0.00089830004330950332,1.6516808190153946e-05,7.2517440573455001e-07,8.3684183892705735e-14,6.5436665441359665e-12,8.9593868443335338e-12,5.8425310011494415e-07,1.7562242726478662e-05,2.8236495862440615e-07,4.2719809198822999e-06,9.7418659336400975e-08,6.9046493653643874e-08,3.8899799384830281e-12,1.0680346723620742e-06,1.7411226947980082e-05,2.8871639069565356e-05,1.332493286158201e-08,3.8358557035391779e-10,2.2429626041688808e-11,6.9716340022631907e-11,1.3440095496021537e-07,3.7317575688029563e-18,2.1636959947510342e-18,2.0648758752184581e-08,7.2450438617618588e-13,2.8711026389207662e-09,2.5197649708720958e-14,2.5013233111576159e-14,1.9529130053749641e-13,2.2879130917658872e-07,1.5978137802979802e-07,6.0955695878695064e-08,3.2569844963623009e-05,2.0052198131862448e-07,6.6765480849503971e-06,6.0303966696229802e-07,1.2407862800134487e-08,3.1439442150099044e-10,3.3197644595340958e-05,2.0654857653471363e-08,7.399914122223628e-10,3.0146117577217391e-05,8.0929290388466951e-09,2.132948784085266e-06,3.4580566732985087e-08,2.189247912150091e-05,1.3140185002205951e-09,4.3078697981739966e-09,1.480681250930413e-14,7.8588744599109564e-15,1.3411676743304481e-06,7.1810183663040529e-14,5.9331269659223996e-10,2.6301619597172242e-09,1.0412614879064432e-14,1.5856023109420526e-13,9.2696260327189533e-15,5.0121151755213457e-06,8.6954296074226649e-07,1.2803082975873367e-05,1.2142715410351311e-06,1.9865473145506149e-06
