Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421)
1.6056764127423187e-12,0.7175159536960347,6.5125945613671027e-12,5.1367140655779669e-18,5.1133738537858435e-18,8.4799285503537079e-29,5.2113227471371909e-23,0.0,0.0,1.7940369385631466e-12,3.8399491985596993e-21,154.0,0.0,0.99999426528143442,1.0,18.999999996549249,2.9457566807554495e-07,9.2170961683973898e-07,1.1213714244895756e-06,1.1230930706192359e-06,8.5950561919659311e-07,2.5764524011772555e-09,2.3694343685407162e-13,8.7226875220891349e-10,1.4109979552897395e-06,2.7396887737989719e-17,5.4051409224668735e-12,1.0137941615089958e-11,4.5121442664456878e-14,4.5111178523207911e-14,7.4450716407132194e-18,1.6793483486717179e-13,2.819069608249802e-18,3.9515515131552442e-13,1.6281857551418771e-32,1.5208853704046577e-32,1.5208883563249042e-32,7.0385427744043507e-18,7.7401209263662457e-20,6.4559728177357727e-18,2.8230540721482479e-20,3.9172605817299108e-21,1.9370276308188591e-20,4.3781866071593916e-24,8.3425459039939465e-28,2.0680755705936433e-28,1.0539266753780855e-32,1.0897709162789294e-36,1.1709506181340587e-34,8.5843708123993807e-31,1.3256875252397203e-35,1.0229504138751264e-13,7.7223983426015404e-20,1.1880114146615424e-22,3.4671095499439617e-23,1.8144857795442539e-24,4.5196520821485723e-23,1.7789085968496419e-30,1.0218777991816166e-30,3.1647688411304932e-28,6.603800297926025e-33,2.4977530770301214e-28,3.6295993197932826e-33
1.643391460418087e-12,0.7175159536954102,6.6656832771445617e-12,5.3814835980496225e-18,5.3564682813535737e-18,9.1646721940512657e-29,5.5872846240518225e-23,0.0,0.0,1.8549534365314194e-12,4.0610984506333342e-21,154.0,0.0,0.99999413092288036,1.0,18.999999996396724,3.0149479421841624e-07,9.2417107230092674e-07,1.1476497094953796e-06,1.1494620240510825e-06,8.868286063056326e-07,2.6976906219018875e-09,2.4250685154221029e-13,9.0349304033479975e-10,1.4558524589939665e-06,2.8686098618475684e-17,5.6619915139458263e-12,1.0618297155943973e-11,4.8371129765842492e-14,4.8360051642268068e-14,8.0185425857612669e-18,1.7784148327992074e-13,3.0595809886662227e-18,4.1393309908208943e-13,1.9151490801308586e-32,1.788940143929392e-32,1.7889437386807444e-32,7.5515702725074036e-18,8.2978589247943768e-20,6.6870761075176105e-18,2.9247924690222185e-20,4.1135601942636555e-21,2.0845254969506062e-20,4.827501797350907e-24,9.4231575924359303e-28,2.3361032181165402e-28,1.2195128446905751e-32,1.26242911665109e-36,1.3237401824067739e-34,9.6970729013127496e-31,1.5237140448954927e-35,1.0832947531005922e-13,8.0889520393601884e-20,1.2732497790343459e-22,3.6544529539770136e-23,1.9021482883751166e-24,4.8497070738084748e-23,1.9065444634443204e-30,1.0951970090098824e-30,3.4766426439445781e-28,7.2627764455174169e-33,2.7438958289281695e-28,3.988454169175948e-33
1.6811065080938552e-12,0.7175159536947736,6.8187773707190332e-12,5.6319789662412584e-18,5.6052106614153205e-18,9.888441330497737e-29,5.9809095728978266e-23,0.0,0.0,1.9167321414333303e-12,4.2901870250419742e-21,154.0,0.0,0.99999399656769805,1.0,18.99999999624125,3.0841391871237405e-07,9.2644413936761924e-07,1.1739252450423937e-06,1.1758307558758159e-06,9.1422163515327113e-07,2.8216595745711443e-09,2.4807021947065319e-13,9.3493140573003047e-10,1.5008219473867701e-06,3.0004347636805189e-17,5.9248026319916971e-12,1.1109701397863657e-11,5.1772973432120142e-14,5.1761038641719825e-14,8.6208402423828273e-18,1.8805822639952535e-13,3.31395015792935e-18,4.3314683139164167e-13,2.2443972401006919e-32,2.0964940855906698e-32,2.0964983951142726e-32,8.0891877445456966e-18,8.8817391726489453e-20,6.9197638830716768e-18,3.0272580051723677e-20,4.3145898423885791e-21,2.2393204137302623e-20,5.3105945165141572e-24,1.0613151789392177e-27,2.6312840676752384e-28,1.4062809493813987e-32,1.4574304278079786e-36,1.4921124011348266e-34,1.0922522301591454e-30,1.7457941439027105e-35,1.1455279235153046e-13,8.4639844446324815e-20,1.3624492916071116e-22,3.8468443750864623e-23,1.991893394359927e-24,5.1954439745771352e-23,2.0401118122830507e-30,1.1719235002085723e-30,3.8110153741224508e-28,7.969884463476473e-33,3.0077956377410157e-28,4.373280514882524e-33
1.7188215557696234e-12,0.717515953694125,6.9718768421373952e-12,5.8882020984306077e-18,5.8596011889797029e-18,1.0652604455007864e-28,6.392603271530239e-23,0.0,0.0,1.979373079671074e-12,4.5273525964179314e-21,154.0,0.0,0.99999386221563091,1.0,18.999999996082845,3.1533304155744098e-07,9.2854323573445286e-07,1.2001980348627126e-06,1.202199276056067e-06,9.4167934497160677e-07,2.94835552840822e-09,2.5363354274153792e-13,9.6657388593590207e-10,1.5458976200312046e-06,3.1351595120533851e-17,6.1935742260506828e-12,1.1612149704011901e-11,5.5330432909684199e-14,5.5317597642101407e-14,9.2526716552317078e-18,1.9858580844031309e-13,3.5825959275594818e-18,4.527963453706669e-13,2.6209964904731359e-32,2.4482797869176084e-32,2.4482849325723716e-32,8.6519929403959135e-18,9.4923580092440421e-20,7.1539624075920551e-18,3.1304185411469725e-20,4.5203431155645431e-21,2.4015859097765309e-20,5.8291146825421776e-24,1.1920636056536862e-27,2.9556335606596595e-28,1.616349558911482e-32,1.6770478546450934e-36,1.6772315832080332e-34,1.2269090422591032e-30,1.9942094638590077e-35,1.2096544552933942e-13,8.8474942855208984e-20,1.4556979957352497e-22,4.0442836508944158e-23,2.0837220927354209e-24,5.5572259082416258e-23,2.179742482164934e-30,1.2521330062244393e-30,4.1689433969407394e-28,8.7274121142372185e-33,3.290286233092209e-28,4.7853016167306255e-33
1.7565366034453916e-12,0.7175159536934645,7.1249816914485272e-12,6.1501549205337849e-18,6.1196400590727626e-18,1.1458551317940668e-28,6.8227714121265225e-23,0.0,0.0,2.042876277764319e-12,4.7727335299286385e-21,154.0,0.0,0.99999372786644236,1.0,18.999999995921517,3.2225216275363801e-07,9.3048167568508898e-07,1.2264680826833238e-06,1.2285675940908574e-06,9.6919678526152784e-07,3.0777747577307006e-09,2.5919682335917823e-13,9.9841098209193097e-10,1.5910713500029061e-06,3.272780145139021e-17,6.4683062477681756e-12,1.2125637440592866e-11,5.9046965993349665e-14,5.903318531200604e-14,9.9147435719881903e-18,2.0942491503847752e-13,3.8659377716381812e-18,4.728816383044144e-13,3.0504869234410127e-32,2.8494724825131655e-32,2.8494786029007879e-32,9.2405850597927118e-18,1.0130311618607913e-19,7.3896013755795819e-18,3.2342434331451695e-20,4.7308136121084076e-21,2.5714952741870362e-20,6.3847509364636861e-24,1.3354107891195933e-27,3.311264345108448e-28,1.8519925166840622e-32,1.9237256582798676e-36,1.8803185645681483e-34,1.3745552702819015e-30,2.2714001158676128e-35,1.2756785217745093e-13,9.2394802936690274e-20,1.5530838102714429e-22,4.2467705294070674e-23,2.1776353796388451e-24,5.9354159414636407e-23,2.3255681254548784e-30,1.3359011534090199e-30,4.5515072562457904e-28,9.5377001643639891e-33,3.592220427637391e-28,5.2257688202075649e-33
1.7942516511211598e-12,0.7175159536927921,7.2780919187032064e-12,6.4178393561085883e-18,6.3853274667380735e-18,1.2307692927099848e-28,7.2718197011877928e-23,0.0,0.0,2.1072417623428789e-12,5.0264688812538588e-21,154.0,0.0,0.99999359351991346,1.0,18.999999995757285,3.2917128230098444e-07,9.3227175453715069e-07,1.2527353922261135e-06,1.2549357190371686e-06,9.967693843945122e-07,3.2099135419436017e-09,2.6476006323462995e-13,1.0304336373625919e-09,1.6363356323456286e-06,3.4132927065201707e-17,6.74899865088644e-12,1.2650159976849108e-11,6.2926029027304122e-14,6.291125686910233e-14,1.0607762443525952e-17,2.2057617773521779e-13,4.1643957582607404e-18,4.9340270762955757e-13,3.5389148800790142e-32,3.3057203299194057e-32,3.3057275828780803e-32,9.8555647491303009e-18,1.0796196029736929e-19,7.626613753168042e-18,3.338703463357204e-20,4.9459949392007938e-21,2.7492215568695394e-20,6.979230587800148e-24,1.4922463678160061e-27,3.7003885268593659e-28,2.1156463346317955e-32,2.2000879566667786e-36,2.1026520260471641e-34,1.536109798576901e-30,2.5799718384447361e-35,1.3436039667733357e-13,9.6399412050988453e-20,1.6546945297709113e-22,4.4543046829322131e-23,2.2736342520672369e-24,6.3303770839750193e-23,2.4777202083909497e-30,1.4233034611952039e-30,4.9598116706422659e-28,1.0403142376181e-32,3.9144701140671215e-28,5.6959615520572945e-33
1.831966698796928e-12,0.7175159536921079,7.4312075239540289e-12,6.6912573263577879e-18,6.6566636070368534e-18,1.3201461550136166e-28,7.7401538595400486e-23,0.0,0.0,2.1724695601397327e-12,5.2886983965622314e-21,154.0,0.0,0.99999345917584215,1.0,18.999999995590162,3.3609040019949797e-07,9.3392482662545201e-07,1.2789999672078737e-06,1.2813036595305174e-06,1.0243929206170047e-06,3.3447681655324245e-09,2.703232641900063e-13,1.0626332163679036e-09,1.6816835364709498e-06,3.5566932451820729e-17,7.0356513911470189e-12,1.3185712685058606e-11,6.6971076906058663e-14,6.6955266081148007e-14,1.1332434424087936e-17,2.3204017811682911e-13,4.4783904865797612e-18,5.1435955092719544e-13,4.0928667995112559e-32,3.8231760321376696e-32,3.8231845969158907e-32,1.0497534098270683e-17,1.1490607116839614e-19,7.8649356258804306e-18,3.443770773557489e-20,5.1658807128897516e-21,2.9349375688730156e-20,7.6143195599990663e-24,1.6635007624758303e-27,4.1253199174187681e-28,2.4099177567210752e-32,2.5089475528883583e-36,2.3455698092849697e-34,1.712533788299489e-30,2.9227033121834176e-35,1.4134343297993957e-13,1.0048875760056938e-19,1.7606178246946894e-22,4.6668857198874967e-23,2.3717197078457258e-24,6.7424722887656092e-23,2.6363300113888072e-30,1.5144153422721035e-30,5.3949855296945587e-28,1.1326185499431185e-32,4.2579262621198254e-28,6.197187315882298e-33
1.8696817464726963e-12,0.7175159536914114,7.5843285072553181e-12,6.9704107501324116e-18,6.93364867504806e-18,1.4141310716951607e-28,8.2281796223354063e-23,0.0,0.0,2.2385596979843591e-12,5.5595625124871818e-21,154.0,0.0,0.99999332483404235,1.0,18.999999995420151,3.4300951644919543e-07,9.3545137731758579e-07,1.3052618113403123e-06,1.3076714238045671e-06,1.0520634952736783e-06,3.4823349180562173e-09,2.7588642796262371e-13,1.09500148557117e-09,1.7271086622005749e-06,3.7029778155050914e-17,7.3282644261976972e-12,1.373229094053186e-11,7.1185563075398197e-14,7.1168665266997756e-14,1.2089465371471094e-17,2.4381745163797408e-13,4.8083430289849528e-18,5.3575216591617894e-13,4.7195045355814858e-32,4.4085298312584061e-32,4.4085399108807844e-32,1.1167096637358501e-17,1.2214140599571111e-19,8.1045060534694271e-18,3.5494188019273645e-20,5.3904645580876619e-21,3.1288158827189441e-20,8.2918223359432351e-24,1.850146067921791e-27,4.5884762785547517e-28,2.737591491116459e-32,2.8533149922176772e-36,2.6104702307290635e-34,1.904831612444284e-30,3.3025536310870034e-35,1.4851728693469153e-13,1.0466282702869054e-19,1.870941241611004e-22,4.8845131948151463e-23,2.4718927455938582e-24,7.172064452264924e-23,2.8015286293432462e-30,1.6093121027582616e-30,5.858181890140524e-28,1.2309329262962776e-32,4.6234989156044392e-28,6.7307816877598343e-33
1.9073967941484645e-12,0.7175159536907034,7.7374548686630411e-12,7.255301543935029e-18,7.2162828658684978e-18,1.5128715222105021e-28,8.7363027390533695e-23,0.0,0.0,2.3055122027963976e-12,5.8392023561022392e-21,154.0,0.0,0.9999931904943411,1.0,18.999999995247272,3.499286310500918e-07,9.3686108951783779e-07,1.3315209283300591e-06,1.3340390197098266e-06,1.079777508080041e-06,3.6226100941406452e-09,2.8144955620897138e-13,1.1275305945793753e-09,1.7726050991729207e-06,3.8521424772573513e-17,7.6268377155038031e-12,1.4289890121608907e-11,7.5572939533330438e-14,7.5554905297605209e-14,1.2879560847218109e-17,2.5590849115234254e-13,5.1546748780016294e-18,5.5758055044674957e-13,5.4266021714288622e-32,5.06904390161572e-32,5.0690557254532166e-32,1.1864857333642388e-17,1.2967392043258603e-19,8.3452669315128146e-18,3.6556222227156443e-20,5.6197401085627991e-21,3.3310288327326806e-20,9.0135819035358439e-24,2.053196943233521e-27,5.0923815636185695e-28,3.1016381107495184e-32,3.2364078490461088e-36,2.8988133937189907e-34,2.1140517896058764e-30,3.7226699304864342e-35,1.5588225844022076e-13,1.0892160781802394e-19,1.9857522033948475e-22,5.1071866168713885e-23,2.5741543646891479e-24,7.6195164145179696e-23,2.9734469719269921e-30,1.708068942373315e-30,6.3505779721170615e-28,1.3355126366442094e-32,5.0121171894324387e-28,7.298108311872063e-33
1.9451118418242327e-12,0.7175159536899842,7.8905866082347371e-12,7.5459316219230012e-18,7.5045663746129129e-18,1.6165171127219203e-28,9.2649289735020561e-23,0.0,0.0,2.3733271015796002e-12,6.1277597448957552e-21,154.0,0.0,0.99999305615657974,1.0,18.999999995071541,3.5684774400220143e-07,9.3816290508103954e-07,1.3577773218786736e-06,1.3604064547314827e-06,1.1075316342876149e-06,3.765589993471068e-09,2.8701265050844089e-13,1.1602130583137754e-09,1.8181673893566246e-06,4.0041832955873611e-17,7.9313712202636214e-12,1.4858505609656401e-11,8.0136656831034188e-14,8.0117435597019858e-14,1.3703426116812982e-17,2.6831375017308208e-13,5.5178078975237998e-18,5.7984470249447206e-13,6.2225843623240755e-32,5.8125881708370077e-32,5.8126019973945257e-32,1.2591422588302945e-17,1.3750956859118066e-19,8.5871628594498447e-18,3.7623568886400247e-20,5.8537010069293795e-21,3.5417485153745265e-20,9.7814797013616424e-24,2.2737115002482534e-27,5.6396681555987733e-28,3.505222122035913e-32,3.6616602447663773e-36,3.2121224986581515e-34,2.3412879164688389e-30,4.1863951714548296e-35,1.6343862343049347e-13,1.1326508748935165e-19,2.1051380094258287e-22,5.334905457021228e-23,2.6785055652341836e-24,8.0851909593550207e-23,3.1522157638870381e-30,1.810760954608212e-30,6.8733751553972393e-28,1.4466182472091774e-32,5.4247292666589479e-28,7.9005588961495525e-33
1.982826889500001e-12,0.7175159536892528,8.0437237260294446e-12,7.8423028959117606e-18,7.7984993964140798e-18,1.7252195763389076e-28,9.8144641038194795e-23,0.0,0.0,2.4420044214160672e-12,6.4253771867451065e-21,154.0,0.0,0.99999292182061128,1.0,18.999999994892956,3.6376685530553718e-07,9.3936508152616916e-07,1.384030995682653e-06,1.3867737360064e-06,1.1353228035967631e-06,3.9112709207856374e-09,2.9257571236691682e-13,1.1930417400101869e-09,1.8637904924330505e-06,4.1590963410166802e-17,8.2418649033277551e-12,1.5438132789064606e-11,8.488016407380687e-14,8.485970414337896e-14,1.4561766149878084e-17,2.8103364588369431e-13,5.8981642780285369e-18,6.0254462015445001e-13,7.1165662370720206e-32,6.6476775971130882e-32,6.6476937170479069e-32,1.3347400233287124e-17,1.4565430304462764e-19,8.8301410147583863e-18,3.8695997761106042e-20,6.0923409046381527e-21,3.7611467895702863e-20,1.0597435564424166e-23,2.5127921903976331e-27,6.2330791019127434e-28,3.9517102014838277e-32,4.1327325976969377e-36,3.5519851512756531e-34,2.5876795990287627e-30,4.6972760816320194e-35,1.7118663570893032e-13,1.1769325360032829e-19,2.229185835784384e-22,5.5676691541361415e-23,2.7849473480284451e-24,8.5694508145554505e-23,3.3379655453384564e-30,1.9174631268939677e-30,7.4277989756385054e-28,1.5645156196453987e-32,5.8623023955326072e-28,8.5395532079278108e-33
2.020541937175769e-12,0.7175159536885098,8.1968662221076154e-12,8.1444172753780629e-18,8.0980821264229099e-18,1.8391327733590936e-28,1.0385313922474817e-22,0.0,0.0,2.5115441894607529e-12,6.7321978798903532e-21,154.0,0.0,0.99999278748630016,1.0,18.999999994711533,3.7068596496011149e-07,9.4047524440968339e-07,1.4102819534334396e-06,1.4131408703393281e-06,1.163148180683307e-06,4.0596491858683872e-09,2.9813874322023314e-13,1.2260098350103393e-09,1.9094697538280581e-06,4.3168776894325908e-17,8.558318729122221e-12,1.6028767047244444e-11,8.9806908922010654e-14,8.978515746989484e-14,1.5455285620372025e-17,2.940685619185093e-13,6.2961664954471338e-18,6.2568030163581225e-13,8.1183948882414304e-32,7.5835109309718126e-32,7.5835296703568624e-32,1.4133399528149126e-17,1.5411407482903906e-19,9.0741510329870707e-18,3.9773289329740373e-20,6.3356534619670187e-21,3.9893952770413773e-20,1.1463407669958836e-23,2.7715866898831525e-27,6.8754703459401041e-28,4.4446795999370607e-32,4.6535216061306377e-36,3.9200546689808976e-34,2.8544133825460848e-30,5.2590712523715868e-35,1.7912652864216164e-13,1.2220609374430743e-19,2.3579827354464156e-22,5.8054771201617824e-23,2.8934807145410404e-24,9.0726586520063143e-23,3.5308266720557752e-30,2.0282503407690794e-30,8.0150991206416609e-28,1.689475910217787e-32,6.3258228865539326e-28,9.2165390696163088e-33
2.0582569848515373e-12,0.7175159536877552,8.3500140965310717e-12,8.4522766674632225e-18,8.40331475980852e-18,1.9584126915092504e-28,1.0977884236269668e-22,0.0,0.0,2.5819464329362352e-12,7.0483657129074097e-21,154.0,0.0,0.99999265315352104,1.0,18.999999994527283,3.7760507296593527e-07,9.415004356907722e-07,1.4365301988174296e-06,1.4395078642183586e-06,1.1910051472154232e-06,4.2107211035423531e-09,3.0370174443739371e-13,1.2591108553074831e-09,1.9552008751902671e-06,4.4775234220807459e-17,8.880732663575154e-12,1.6630403774624531e-11,9.492033759201817e-14,9.4897240665837968e-14,1.6384688906788327e-17,3.0741885093037251e-13,6.7122372733951888e-18,6.4925174525645148e-13,9.2386924814377327e-32,8.6300109897972605e-32,8.6300327136437977e-32,1.4950031156897707e-17,1.6289483344543753e-19,9.3191448933702719e-18,4.0855234285719736e-20,6.5836323480106372e-21,4.2266653626345738e-20,1.2381392483321857e-23,3.0512887831927352e-27,7.5698129553026537e-28,4.9879267141968212e-32,5.2281704655882283e-36,4.3180513853135667e-34,3.142723680234458e-30,5.8757593921233998e-35,1.8725851672416115e-13,1.2680359554922699e-19,2.4916156384764348e-22,6.0483287444962946e-23,3.0041066668829656e-24,9.5951770878560847e-23,3.7309293157622781e-30,2.1431973720456972e-30,8.6365494266202111e-28,1.8217755689829928e-32,6.8162961095418671e-28,9.9329923543796153e-33
2.0959720325273056e-12,0.7175159536869894,8.5031673493629167e-12,8.7658829769763652e-18,8.7141974917583448e-18,2.0832174461863701e-28,1.1592580866339372e-22,0.0,0.0,2.6532111791277254e-12,7.3740252646807416e-21,154.0,0.0,0.99999251882215834,1.0,18.999999994340222,3.8452417932301884e-07,9.4244715839516198e-07,1.4627757355159764e-06,1.4658747238296617e-06,1.2188912852468061e-06,4.3644829936626777e-09,3.0926471732367818e-13,1.2923386148111601e-09,2.0009798871286516e-06,4.6410296255578529e-17,9.2091066740468894e-12,1.7243038364648161e-11,1.0022389485715683e-13,1.0019939737751597e-13,1.7350680092354872e-17,3.2108483696182344e-13,7.1467995484881851e-18,6.7325894943801297e-13,1.0488901013791099e-31,9.7978664732956348e-32,9.797891589350466e-32,1.5797907224849929e-17,1.7200252686161608e-19,9.565076809765751e-18,4.1941633062273789e-20,6.8362712406689209e-21,4.4731281946514263e-20,1.3353424703954705e-23,3.3531392449609571e-27,8.3191953468953617e-28,5.5854758257669839e-32,5.8610793213548878e-36,4.7477639524917026e-34,3.4538937006854173e-30,6.5515477359650404e-35,1.9558279702067493e-13,1.314857466765503e-19,2.6301713522192669e-22,6.2962233976982225e-23,3.1168262077808294e-24,1.0137368682663569e-22,3.9384034644170902e-30,2.2623788909745137e-30,9.2934478744797953e-28,1.9616963389726834e-32,7.3347464907082857e-28,1.0690416981830325e-32
2.1336870802030738e-12,0.7175159536862119,8.6563259806674961e-12,9.0852381063976638e-18,9.0307305174781861e-18,2.2137072806987957e-28,1.2229809648154261e-22,0.0,0.0,2.7253384553783127e-12,7.7093218043756195e-21,154.0,0.0,0.99999238449210492,1.0,18.999999994150343,3.91443284031372e-07,9.4332141786065833e-07,1.4890185672054035e-06,1.492241455071533e-06,1.2468043618808074e-06,4.5209311811097549e-09,3.1482766312365869e-13,1.3256872152976681e-09,2.0468031240366189e-06,4.8073923918044062e-17,9.543440729263339e-12,1.7866666213770344e-11,1.0572102404865264e-13,1.0569506980924889e-13,1.8353962965233486e-17,3.3506681763480133e-13,7.6002764384913607e-18,6.9770191270111156e-13,1.1881328751786531e-31,1.1098575348067099e-31,1.1098604310900043e-31,1.6677641255491248e-17,1.8144310151392953e-19,9.8119031266673719e-18,4.3032295379865336e-20,7.0935638266351539e-21,4.7289546851772501e-20,1.4381577211424213e-23,3.6784267201754203e-27,9.1268255086729418e-28,6.2415880064679456e-32,6.5569159573750121e-36,5.2110506420605103e-34,3.7892563740310901e-30,7.2908806111955922e-35,2.0409955050310343e-13,1.3625253482025979e-19,2.7737365614903852e-22,6.5491604346253542e-23,3.2316403405530401e-24,1.0699595941542168e-22,4.1533789225000765e-30,2.3858694624084534e-30,9.9871165861073969e-28,2.1095252553790077e-32,7.8822175097402004e-28,1.149034491373336e-32
2.171402127878842e-12,0.7175159536854226,8.8094899905103169e-12,9.4103439558815564e-18,9.3529140321923272e-18,2.3500445665073969e-28,1.2889976431520971e-22,0.0,0.0,2.7983282890844367e-12,8.054401291409953e-21,154.0,0.0,0.99999225016326232,1.0,18.999999993957672,3.9836238709100364e-07,9.4412875982604699e-07,1.5152586975570077e-06,1.5186080635677936e-06,1.2747423151082708e-06,4.6800619957823511e-09,3.203905830239805e-13,1.3591510330143231e-09,2.0926672008428722e-06,4.9766078180973419e-17,9.8837347992524095e-12,1.8501282721454798e-11,1.1141516705657271e-13,1.113876987243409e-13,1.9395241018719296e-17,3.493650661727651e-13,8.0730912130730149e-18,7.2258063366077518e-13,1.3429198378517055e-31,1.2544489829400557e-31,1.2544523144798426e-31,1.7589848187341969e-17,1.9122250230902135e-19,1.0059582220057143e-17,4.4127039813383204e-20,7.3555038013842466e-21,4.994315510409667e-20,1.5467961011538155e-23,4.0284886027317347e-27,9.9960332181965946e-28,6.9607701906643976e-32,7.3206267225776531e-36,5.7098406436445465e-34,4.1501952768466832e-30,8.0984481589052074e-35,2.1280894328029778e-13,1.4110394770590021e-19,2.9223978287649289e-22,6.8071391970910103e-23,3.3485500690873001e-24,1.1282221314299797e-22,4.375985311294964e-30,2.5137435459653158e-30,1.0718901820669999e-27,2.2655546447421689e-32,8.4597716968894435e-28,1.2334336149721275e-32
2.2468322232303784e-12,0.7175159536838104,9.115834146078268e-12,1.0077815404045548e-17,1.0014233309593441e-17,2.6409216200665662e-28,1.4280747473825751e-22,0.0,0.0,2.9468957386906124e-12,8.7744963962589582e-21,154.0,0.0,0.99999198150885193,1.0,18.999999993563964,4.1220058826413437e-07,9.4556277787783506e-07,1.5677308689068519e-06,1.5713409335209376e-06,1.3306853827629886e-06,5.0063568514500037e-09,3.3151634959831016e-13,1.4264031229269831e-09,2.1845056134491904e-06,5.3235810665686869e-17,1.0582202869816494e-11,1.9803463325390989e-11,1.2340825488180702e-13,1.2337758185853881e-13,2.1594595167550801e-17,3.7891134845118374e-13,9.0784281006798548e-18,7.7364534357659659e-13,1.7049031614457726e-31,1.5925901133930247e-31,1.592594490065851e-31,1.9514147565186157e-17,2.1182155431533521e-19,1.0557341845850092e-17,4.6328091194618105e-20,7.8933007429690953e-21,5.5543216923131048e-20,1.7824056821546097e-23,4.8085341656344864e-27,1.193312261925643e-27,8.6076576358751161e-32,9.0729166910507071e-36,6.8220097062461224e-34,4.9545948468446918e-30,9.9383307184638432e-35,2.308062433633738e-13,1.5106059875765582e-19,3.2353541766454815e-22,7.3382192129509458e-23,3.5886603317099729e-24,1.2510115924958007e-22,4.8446084518553881e-30,2.7829395627086429e-30,1.2302327559546451e-27,2.6034106003847766e-32,9.7094749319775107e-28,1.4160888696212793e-32
2.314719309046761e-12,0.7175159536823202,9.3915622813695158e-12,1.06982261848524e-17,1.0628747290485808e-17,2.9243817433736541e-28,1.5614961156040825e-22,0.0,0.0,3.083556665619315e-12,9.4575180668940665e-21,154.0,0.0,0.99999173972318045,1.0,18.999999993200138,4.2465496368140056e-07,9.4667194674395651e-07,1.6149466212741742e-06,1.6188001479257823e-06,1.3811015935045796e-06,5.3091600907128391e-09,3.4152946174947648e-13,1.4872728103484543e-09,2.267270918303644e-06,5.6455740444370993e-17,1.1231207107744097e-11,2.1012960990132191e-11,1.3491032074425823e-13,1.3487655612011059e-13,2.3711008833714799e-17,4.0658694297815248e-13,1.0053615313900569e-17,8.2109386171283101e-13,2.0991669067961785e-31,1.9608867723896763e-31,1.9608923242224993e-31,2.136327225217184e-17,2.3157909457039404e-19,1.1007862779946894e-17,4.832134535978116e-20,8.393148992422258e-21,6.0926420862688602e-20,2.0165650392577866e-23,5.6097494558475789e-27,1.3923074451726541e-27,1.0356133629058023e-31,1.0937832615519774e-35,7.965234639408379e-34,5.7809747921049647e-30,1.1879989414644168e-34,2.4766404027184824e-13,1.6031087879929566e-19,3.5353093046277213e-22,7.8334271308592419e-23,3.8119365874774473e-24,1.3688617592861672e-22,5.2937636811834594e-30,3.0409524191850584e-30,1.3871768970905034e-27,2.938567506392449e-32,1.0948141528392005e-27,1.5971706311959761e-32
2.3826063948631434e-12,0.7175159536807938,9.6673078441914561e-12,1.1337298743904975e-17,1.1261571892699989e-17,3.2294101038332208e-28,1.7029806394864167e-22,0.0,0.0,3.2230127067765144e-12,1.0174537993125793e-20,154.0,0.0,0.99999149794020992,1.0,18.999999992827387,4.371093337569198e-07,9.4763298912048743e-07,1.6621536781740399e-06,1.666259040839997e-06,1.431572865594281e-06,5.6205981934164898e-09,3.5154250606521376e-13,1.5484395972849694e-09,2.3501266189558076e-06,5.9767491888433343e-17,1.1899521380805817e-11,2.2257990498273001e-11,1.4710417387669197e-13,1.4706711437824626e-13,2.5961454156690427e-17,4.3529056231197254e-13,1.1098044289030304e-17,8.6995421712350478e-13,2.5690839717350926e-31,2.3998554956533875e-31,2.399862489870645e-31,2.3327237007982917e-17,2.5252681696961541e-19,1.1460582686200861e-17,5.0325367189948488e-20,8.9079571336858242e-21,6.6644973341521961e-20,2.2730480615381189e-23,6.5143536168398193e-27,1.6170122596525203e-27,1.2391280363190228e-31,1.3113524819864042e-35,9.2568713346745617e-34,6.7141514568092743e-30,1.4127860099291329e-34,2.6514800393409411e-13,1.6983515346333778e-19,3.8531163082419128e-22,8.3449596114516569e-23,4.0420182097771501e-24,1.4938843455335024e-22,5.7696506526712226e-30,3.3143210580479189e-30,1.5586747758550625e-27,3.3050819658943413e-32,1.2301672471261613e-27,1.7950831183976335e-32
