Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421)
8.588300863799103e-08,0.7175676431057814,4.5118419896218182e-06,1.7615177839111009e-07,9.9160614283167802e-06,1.9505305735992408e-09,4.9283640707055772e-06,0.0,0.0,0.0012341735158774689,0.00031233636990086398,154.0,0.0,0.74350303947159224,1.0,18.995403781966029,0.012049669965592726,7.3215867606784636e-07,0.024616833770703565,0.04172644762709804,0.054171039088096694,0.0021492771218759228,8.8008291230254366e-09,5.6681054947038213e-05,0.092520078771129194,2.2855030508197867e-11,0.010112002081756803,3.3437173229702167e-05,0.01595199996128872,0.015316593917356746,3.1264765231640221e-06,9.6216209344133176e-06,1.8908192592080191e-06,0.0022558593159997236,2.1352105039707846e-05,0.00013579173631063851,0.00015779299146677253,0.00082246634866839504,1.2246679895506577e-07,4.1951939788708635e-13,1.8908458720611103e-12,6.2657158995559993e-11,9.9008912359601229e-07,1.1271025555325552e-05,6.1187995927113012e-07,1.7382714531398136e-06,2.0172837501748996e-07,9.597480093723469e-08,1.0171945989690868e-12,2.4149009548818956e-07,5.1508251536257398e-07,5.4980794059644771e-06,4.5178806618895685e-09,3.9394993735602823e-10,2.6894374114518895e-12,7.6469335455397513e-12,2.1057324908001772e-08,5.8991225508870537e-18,3.3886906121677835e-18,4.4322828536118994e-09,9.7156071709450449e-14,4.161241458777915e-09,6.1223005543802728e-14
8.755226339268188e-08,0.717569279494126,4.592528331951146e-06,1.8359775667824669e-07,1.0452701613881901e-05,2.0878332918153688e-09,5.3254608322289465e-06,0.0,0.0,0.0012640837519976818,0.00033102694637688755,154.0,0.0,0.73940034520712627,1.0,18.995313404203671,0.012220897374919581,7.2861624403112725e-07,0.02469551582470535,0.042218961478703736,0.055046775022478775,0.0021561409980826534,8.9046461307010771e-09,5.7349690577600762e-05,0.09409063920553605,2.2928019746676002e-11,0.010423584521427087,3.3544934688117326e-05,0.016416205970819421,0.015731925606032794,3.2112330503784684e-06,9.7861808811391794e-06,1.9420783008301402e-06,0.0023521098138390493,2.2583832825547844e-05,0.00014622833917466769,0.00017046549293598846,0.00085552184189525266,1.2770266747046984e-07,4.2446824043997786e-13,1.9714476288399819e-12,6.5184657394348568e-11,1.0324868422764868e-06,1.2007468209014821e-05,6.5190244162431105e-07,1.8537719807488878e-06,2.1524912974243654e-07,1.0562609189054268e-07,1.0847827369103601e-12,2.6424935662249472e-07,5.7172356300962261e-07,5.5876487632097089e-06,4.9467501574865918e-09,4.3135936475311658e-10,2.9447388172766683e-12,8.4194128338484653e-12,2.3186334414978736e-08,6.4593023501460899e-18,3.7104801682371206e-18,4.9648491336625063e-09,1.0882997949425618e-13,4.6755192874820125e-09,6.8788925953033677e-14
8.922151814737274e-08,0.717570918270676,4.671902129662775e-06,1.9117033661039993e-07,1.1002546657800045e-05,2.2309755912570284e-09,5.7438415615140942e-06,0.0,0.0,0.0012937457457502916,0.00035032460438249354,154.0,0.0,0.73532711209292034,1.0,18.995223021768918,0.012390089762865302,7.2509940894628914e-07,0.024765475819695845,0.042701503171319564,0.055916589695215381,0.0021622429162579115,9.0063583733804592e-09,5.8004770470503474e-05,0.09565360271715255,2.2992906459032368e-11,0.010737050879346819,3.3640819470549215e-05,0.016881822803241894,0.016146232194435017,3.2957791310592729e-06,9.9499441869360597e-06,1.9932100736815916e-06,0.0024502216254500314,2.384813298168277e-05,0.00015717252592064074,0.00018381366084749623,0.00088895708071742797,1.3304007687735473e-07,4.2931675150089436e-13,2.053606171528098e-12,6.7741704636310022e-11,1.0755141367274888e-06,1.2773037419538703e-05,6.9350960739923048e-07,1.9739339823633018e-06,2.2932116958285112e-07,1.1599075188049982e-07,1.1550986581032049e-12,2.8858742814655089e-07,6.3298010249794869e-07,5.6766124261303041e-06,5.4053849992897064e-09,4.7136611833617374e-10,3.2177592803976195e-12,9.2499787494992239e-12,2.5475600703917944e-08,7.0583752777713069e-18,4.0546114840904032e-18,5.5483622296742061e-09,1.2162064707170539e-13,5.2411702501219629e-09,7.7110565419002339e-14
9.089077290206359e-08,0.7175725586662074,4.7499661921220096e-06,1.9886713715502754e-07,1.1565311232195352e-05,2.3800111589130062e-09,6.1839902554256852e-06,0.0,0.0,0.0013231479561269662,0.00037022756504763243,154.0,0.0,0.73128310039100508,1.0,18.995132643333356,0.012557265435825709,7.2160796457903753e-07,0.024826988441526247,0.043174203052432115,0.056780525271356096,0.0021676068919516925,9.1059934091404617e-09,5.8646472081957131e-05,0.097209024135028674,2.3049946022197044e-11,0.011052301112096513,3.3725201399506589e-05,0.017348688445200624,0.016559309207373876,3.3800730366078559e-06,1.0112916603353769e-05,2.0441893409432315e-06,0.0025501711545680254,2.5144157250411462e-05,0.00016863135461809658,0.00019785243308077585,0.00092275209897083098,1.3847774420595739e-07,4.3406624451522379e-13,2.1373017171602378e-12,7.0326786764939844e-11,1.1191489068221606e-06,1.356801671675117e-05,7.3671691688638391e-07,2.0988054452458423e-06,2.4395032030692187e-07,1.2710143069206887e-07,1.2281704435614449e-12,3.1457294778043703e-07,6.9908555063783476e-07,5.7649747091107609e-06,5.8949741096815254e-09,5.1407398698511087e-10,3.5092065601120945e-12,1.0141278124807251e-11,2.7932437366946222e-08,7.6978954990608222e-18,4.4219773340864172e-18,6.1863168535593466e-09,1.3560467893831723e-13,5.8620070953102222e-09,8.6244002589735745e-14
9.256002765675444e-08,0.71757419993906,4.8267248335022656e-06,2.0668578196727338e-07,1.2140699638539593e-05,2.5349884686341695e-09,6.6463754566920381e-06,0.0,0.0,0.0013522797168364455,0.0003907335391229436,154.0,0.0,0.72726807129656923,1.0,18.995042277580009,0.012722442543054904,7.1814169182216119e-07,0.024880322123857549,0.043637191089965402,0.057638623577804596,0.0021722563934783662,9.2035786891801721e-09,5.9274972272740273e-05,0.098756957835755027,2.3099387994284439e-11,0.011369237648584626,3.3798445793642077e-05,0.017816646005561963,0.016970959779837612,3.4640745927181541e-06,1.0275103834556058e-05,2.0949918058969995e-06,0.0026519342422889288,2.6471010667069781e-05,0.00018061123879562369,0.0002125961922708417,0.00095688712427302895,1.4401435560884493e-07,4.38718028458112e-13,2.2225140124479905e-12,7.2938404063232147e-11,1.1633691411012813e-06,1.4392669741687242e-05,7.8153874712720678e-07,2.2284311256520979e-06,2.5914202245090333e-07,1.389911604407641e-07,1.3040242835893586e-12,3.4227545415903874e-07,7.7027585866602978e-07,5.8527398919786685e-06,6.4167034565254726e-09,5.5958650204097309e-10,3.819786657202877e-12,1.1095970061504894e-11,3.0564192463563242e-08,8.3794133228559903e-18,4.8134682772830606e-18,6.8823335654648352e-09,1.5086143820047069e-13,6.5420131178454374e-09,9.6247823688443242e-14
9.42292824114453e-08,0.7175758413746244,4.9021837430636319e-06,2.1462390206528919e-07,1.2728406912088091e-05,2.6959508909939187e-09,7.1314497878853395e-06,0.0,0.0,0.0013811312042941826,0.00041183974993167199,154.0,0.0,0.72328178700530266,1.0,18.994951933182779,0.012885639077681805,7.1470038441928208e-07,0.024925739126420869,0.044090596810775734,0.0584909261048304,0.0021762143487835286,9.2991415946117586e-09,5.9890447367823265e-05,0.10029745774513607,2.3141476186952534e-11,0.011687765344968947,3.3860909573969641e-05,0.018285543598270403,0.017380994591356592,3.5477451671473558e-06,1.0436511537492201e-05,2.145594104343344e-06,0.002755486211224541,2.7827754962321865e-05,0.0001931179383561072,0.0002280587459449305,0.00099134260050555444,1.4964856877364105e-07,4.4327340839838877e-13,2.3092223714440421e-12,7.5575072777108253e-11,1.2081529469592306e-06,1.5247240491280766e-05,8.2798840523756694e-07,2.3628525855187731e-06,2.7490133552293737e-07,1.5169332047119488e-07,1.3826844992527343e-12,3.717653319353013e-07,8.4678911561162565e-07,5.9399122201570936e-06,6.9717539758520052e-09,6.0800675595918568e-10,4.1502025770875588e-12,1.2116721160963048e-11,3.3378235336668003e-08,9.1044724859894682e-18,5.2299710975139001e-18,7.64015643665136e-09,1.6747299534452299e-13,7.285342810346929e-09,1.0718313203248348e-13
9.589853716613615e-08,0.7175774822848523,4.9763498639161528e-06,2.2267913828918637e-07,1.3328119894174943e-05,2.862936811398619e-09,7.6396495437805285e-06,0.0,0.0,0.0014096934057355897,0.00043354295630761212,154.0,0.0,0.71932401077680619,1.0,18.994861618787684,0.013046872877742343,7.1128384175833061e-07,0.024963495615388163,0.044534549242213416,0.059337474007675146,0.0021795031524997626,9.3927094096631538e-09,6.0493073037973488e-05,0.10183057734002003,2.3176448740496106e-11,0.01200779143988033,3.3912941372973568e-05,0.018755234226711714,0.017789231793885123,3.6310476545281529e-06,1.0597145322083254e-05,2.1959737954815096e-06,0.0028608019082800979,2.9213411977923553e-05,0.00020615655253839845,0.00024425330859636547,0.0010260992083508198,1.5537901526068903e-07,4.4773368458162012e-13,2.3974057111606427e-12,7.8235326691557562e-11,1.253478578551872e-06,1.6131953585639151e-05,8.7607814296069945e-07,2.5021082330316937e-06,2.9123294268225706e-07,1.6524160233025579e-07,1.4641735661178178e-12,4.0311375677641621e-07,9.2886515121977733e-07,6.0264959048255202e-06,7.5612995523268551e-09,6.5943722586339178e-10,4.5011531276587869e-12,1.3206200816874197e-11,3.638194359920849e-08,9.874607511132724e-18,5.6723672856314436e-18,8.4636503841459817e-09,1.8552406981213189e-13,8.0963222059193693e-09,1.1911355299559043e-13
9.7567791920827e-08,0.7175791220077636,5.0492312796099674e-06,2.3084914356081394e-07,1.3939518270129341e-05,3.0359797550981921e-09,8.1713943396364387e-06,0.0,0.0,0.0014379580875553567,0.00045583947542738852,154.0,0.0,0.71539450699425411,1.0,18.994771342995733,0.0132061616272258,7.0789184489940519e-07,0.024993841745608883,0.044969176856569454,0.060178308108240486,0.0021821446731679975,9.484309263540299e-09,6.1083024087813556e-05,0.10335636965026632,2.3204538201376539e-11,0.012329225509973034,3.3954881646275023e-05,0.019225575669604825,0.018195496933492143,3.7139464591813957e-06,1.0757010751421802e-05,2.2461093516782634e-06,0.0029678557460685977,3.0626967078812831e-05,0.00021973151484682457,0.00026119248565513068,0.0010611378840175224,1.6120430276645828e-07,4.5210015075223615e-13,2.4870425856306107e-12,8.0917718569228052e-11,1.2993244625750801e-06,1.7047014555286682e-05,9.2581917230792186e-07,2.6462333666398884e-06,3.0814115584113809e-07,1.7966997491272335e-07,1.548512140005391e-12,4.3639264038523397e-07,1.0167451402888776e-06,6.1124951230886493e-06,8.1865050649192886e-09,7.1397960266781963e-10,4.8733317560967145e-12,1.4367076589093718e-11,3.9582690343173266e-08,1.0691341148034468e-17,6.141531569654942e-18,9.3567981965080612e-09,2.0510196480472931e-13,8.9794489206953208e-09,1.3210523454653141e-13
9.923704667551785e-08,0.7175807599069326,5.1208371080757168e-06,2.3913158495687065e-07,1.4562275570795745e-05,3.2151085180504136e-09,8.7270868136401945e-06,0.0,0.0,0.0014659177639554681,0.00047872520546403727,154.0,0.0,0.71149304122043866,1.0,18.994681114346839,0.013363522857133941,7.0452418910054669e-07,0.025017021744532703,0.045394607517936988,0.061013468896825469,0.0021841602605967183,9.5739681823956841e-09,6.1660474564261073e-05,0.10487488726079676,2.3225971599673662e-11,0.012651979425827058,3.3987062786585879e-05,0.019696430368458313,0.018599622866069535,3.7964074794210951e-06,1.0916113341984402e-05,2.2959801487353776e-06,0.0030766217429620568,3.2067372548369083e-05,0.00023384658989352152,0.00027888825933342711,0.0010964398362477464,1.6712301731265854e-07,4.5637409511315643e-13,2.5781112203134908e-12,8.3620821457181051e-11,1.3456692220144034e-06,1.7992610146363009e-05,9.7722168217966736e-07,2.7952602221804075e-06,3.2562992114908703e-07,1.9501264986095107e-07,1.6357190845695234e-12,4.7167457565792375e-07,1.1106712099923621e-06,6.1979140181525466e-06,8.8485245036090859e-09,7.7173462668781283e-10,5.2674254274556845e-12,1.5602009674701715e-11,4.2987831615362273e-08,1.1556181911888526e-17,6.6383305007078934e-18,1.0323697265830289e-08,2.2629649564866483e-13,9.9393919018472777e-09,1.462268434795702e-13
9.999999999999998e-08,0.7175823953709819,5.1531433881369975e-06,2.4295398314621063e-07,1.4850606478151091e-05,3.299014760389372e-09,8.9891528129936922e-06,0.0,0.0,0.0014785936426752651,0.00048938039373991912,154.0,0.0,0.70971910108123237,1.0,18.994639892247545,0.01343480964596363,7.0299301293734184e-07,0.025025295466058604,0.045586028089266546,0.061393311203463821,0.0021848787855585894,9.6143089315139817e-09,6.1920290153962384e-05,0.10556653620534349,2.3233612266323039e-11,0.012799914039343527,3.3998610709324388e-05,0.01991177474056479,0.018783577370277461,3.8339425711452943e-06,1.0988580609458051e-05,2.3186806325206597e-06,0.0031268975247863541,3.2734375425951884e-05,0.00024047877546367409,0.00028723138230481643,0.0011126576353650331,1.6985895769686344e-07,4.5829709531040061e-13,2.6202059991800091e-12,8.4862820036235284e-11,1.3670120002352305e-06,1.843502030145925e-05,1.0012716165024619e-06,2.8650150465585435e-06,3.3381768129843534e-07,2.0233903567358748e-07,1.6765379363419678e-12,4.8848754715601701e-07,1.1556806947893319e-06,6.2367636536423308e-06,9.163678815696851e-09,7.9922924467908193e-10,5.4550337212631782e-12,1.6191834204230283e-11,4.4614252812427779e-08,1.1967894430913731e-17,6.874834546193717e-18,1.0791332030055046e-08,2.3654709977060004e-13,1.0405037777554486e-08,1.5307686445128046e-13
1.009063014302087e-07,0.7175823953709819,5.1911774024746818e-06,2.4752414560703514e-07,1.5196060136147494e-05,3.400347302634505e-09,9.3071123814809785e-06,0.0,0.0,0.0014935656659762673,0.00050219564799550555,154.0,0.0,0.70761938025032622,1.0,18.994590941305354,0.013518973946551795,7.0118068124716661e-07,0.02503327399761883,0.045810968431932463,0.061842996533942811,0.0021855707533549695,9.6617130730609942e-09,6.2225597676266898e-05,0.10638618231377979,2.324097052865479e-11,0.012975967308224395,3.4009809239702381e-05,0.020167665316618229,0.019001449667304895,3.8783980889177829e-06,1.1074458563855935e-05,2.3455664546566531e-06,0.0031870735617860165,3.3533550955945342e-05,0.00024850487208951923,0.00029735197631358099,0.0011319865617011142,1.7313372536138301e-07,4.6055679971046576e-13,2.670589544402489e-12,8.6343229870860407e-11,1.3924916979691881e-06,1.8968908641899741e-05,1.030294855862822e-06,2.9492180227996567e-06,3.4370282482129131e-07,2.1130404729494564e-07,1.7258115005102533e-12,5.0903278208188334e-07,1.2108860516772327e-06,6.2827566995076624e-06,9.5484991615888401e-09,8.3280192973330888e-10,5.6841135485039879e-12,1.6913650491359705e-11,4.6604694201790215e-08,1.2470621718797701e-17,7.1636210947347991e-18,1.1368556042782367e-08,2.4919991208938049e-13,1.0980990888656874e-08,1.6154955741307274e-13
1.0257555618489956e-07,0.7175840278130923,5.260263058613699e-06,2.5602452642632078e-07,1.5840536039789939e-05,3.5917158573890084e-09,9.9118390412752842e-06,0.0,0.0,0.0015208957109707154,0.00052624593011460518,154.0,0.0,0.70377329216023798,1.0,18.994500832246946,0.013672532123729035,6.9786110271049426e-07,0.025042831135072236,0.046218386098232825,0.062666930852209757,0.0021863964863869244,9.747570641060805e-09,6.2778565520197797e-05,0.10789030651094028,2.3249751226841949e-11,0.013301105484818892,3.4023437622327884e-05,0.020639151949936478,0.019400824537136416,3.9598871153604667e-06,1.123205184096514e-05,2.3948494170011078e-06,0.0032991845471602617,3.502439848623796e-05,0.0002637087861282418,0.00031659433725015858,0.0011677598587916753,1.7923497585646071e-07,4.6464953822938446e-13,2.7644552211200913e-12,8.9083560860859831e-11,1.4397709696350193e-06,1.9976060197625523e-05,1.0850468893186374e-06,3.1081330314117021e-06,3.6236309927988874e-07,2.285787619383552e-07,1.8188047562680156e-12,5.4854105146430869e-07,1.3176325384324365e-06,6.3670272431183051e-06,1.0287555906160166e-08,8.9727988385014061e-10,6.1240669387320536e-12,1.8304634385888745e-11,5.0440563756614706e-08,1.3436133620798001e-17,7.7182495314124374e-18,1.2495690229966248e-08,2.7390681484931352e-13,1.2109255593369414e-08,1.7814705265028473e-13
1.0424481093959041e-07,0.7175856566704767,5.3281057285711402e-06,2.6463044769110047e-07,1.6495363973434346e-05,3.7892296199729728e-09,1.0541617226843533e-05,0.0,0.0,0.001547902472577142,0.00055087082619085723,154.0,0.0,0.69995454635376186,1.0,18.994410795446367,0.013824214467170977,6.9456524916764066e-07,0.025045920119763133,0.046616986265244326,0.06348531135826814,0.0021866572987181768,9.8315674587221632e-09,6.3319549238629886e-05,0.10938731111592115,2.3252524659016174e-11,0.01362731244721907,3.4028256841495494e-05,0.021110766039084114,0.019797601698932139,4.0408448217630862e-06,1.1388898551330701e-05,2.4438110512767466e-06,0.0034129277614930891,3.6538788219462493e-05,0.00027946008919623388,0.0003366253880489471,0.0012037418400564362,1.8542530219139717e-07,4.6865357736441538e-13,2.8596856789229515e-12,9.1840454966392505e-11,1.4874863725331713e-06,2.1014197190747376e-05,1.1414850101791638e-06,3.2720286054335365e-06,3.8161362957645438e-07,2.4687152970231586e-07,1.9147125200563796e-12,5.902736940784063e-07,1.4311533496556294e-06,6.4507296916181453e-06,1.1066805531191419e-08,9.6526545752649893e-10,6.5879468492145862e-12,1.9777577479557306e-11,5.4502673307429099e-08,1.4454169652632176e-17,8.3030499172471228e-18,1.3709518730266352e-08,3.0051406681530788e-13,1.3329364610013915e-08,1.9609548807145085e-13
1.0591406569428126e-07,0.7175872814038664,5.3947177401773261e-06,2.7333965046830311e-07,1.7160202090632577e-05,3.9928998625859427e-09,1.1196779707215592e-05,0.0,0.0,0.001574581151240727,0.0005760647792389938,154.0,0.0,0.69616291360451477,1.0,18.994320839066429,0.013974037906738125,6.9129293704458438e-07,0.025042762336158649,0.04700689388745307,0.064298177234770632,0.0021863725412527447,9.9137299677670581e-09,6.3848719002248177e-05,0.11087724695675708,2.3249496598716407e-11,0.013954508808502313,3.402456821538025e-05,0.021582387583530399,0.020191642293670181,4.1212428850192878e-06,1.1545004027317198e-05,2.4924342279515215e-06,0.0035282760196397151,3.8075573351826584e-05,0.00029575987484038556,0.00035745451287952856,0.0012399149431344748,1.9170322410444665e-07,4.7257017670357663e-13,2.9562581406508084e-12,9.4612577063694346e-11,1.535617515075167e-06,2.2083434580174583e-05,1.1996154973677119e-06,3.4409252535398979e-06,4.0145696006450731e-07,2.6621719478538827e-07,2.0135467930742455e-12,6.3430548531068565e-07,1.5516906037717959e-06,6.5338680545113536e-06,1.1887341194530803e-08,1.0368540792726737e-09,7.0764040323384862e-12,2.1335072660383722e-11,5.8798192165532767e-08,1.5526158788951518e-17,8.9188431121097345e-18,1.5014559367683831e-08,3.2912069923881715e-13,1.4646664060240456e-08,2.1547348514912913e-13
1.0758332044897212e-07,0.7175889014970233,5.4601120219973821e-06,2.8214989790713795e-07,1.7834706809295577e-05,4.2027338391177078e-09,1.1877641530128465e-05,0.0,0.0,0.0016009275453286863,0.00060182192185336046,154.0,0.0,0.69239816609588523,1.0,18.994230971148465,0.01412201922475328,6.8804394860517824e-07,0.025033573680103331,0.047388233085557945,0.06510556734243933,0.002185561084653927,9.9940843643192322e-09,6.4366243646495544e-05,0.11236016442847145,2.3240867713604057e-11,0.014282617261175459,3.4012665595295756e-05,0.02205390070720474,0.020582814269406231,4.2010543706464231e-06,1.1700373555900197e-05,2.5407026575672426e-06,0.0036452019222401899,3.9633590347148063e-05,0.00031260857841573661,0.00037909042887217313,0.0012762619404361997,1.9806724950165457e-07,4.7640058578264118e-13,3.0541496499929965e-12,9.7398617115736362e-11,1.5841442935503692e-06,2.3183870276690629e-05,1.2594437012598528e-06,3.6148406941866218e-06,4.218953012917076e-07,2.8665067734453633e-07,2.1153179437480469e-12,6.8071161288941687e-07,1.6794855001798006e-06,6.616446308378925e-06,1.2750236942673971e-08,1.1121395084714942e-09,7.5900778640405083e-12,2.2979685731816281e-11,6.3334215267191437e-08,1.6653505010417263e-17,9.5664356183325506e-18,1.6415424398906895e-08,3.5982781334896927e-13,1.606666598616872e-08,2.3636210421534236e-13
1.0925257520366297e-07,0.7175905164562079,5.5243020334939861e-06,2.9105897640197394e-07,1.8518533572762753e-05,4.4187349333664447e-09,1.258450000726904e-05,0.0,0.0,0.0016269380228778416,0.00062813609667291214,154.0,0.0,0.68866007745786151,1.0,18.994141199603177,0.014268175057115234,6.8481807818447809e-07,0.025018564649322627,0.047761127108410191,0.065907520222132573,0.0021842413272747945,1.0072656681514659e-08,6.4872290874384974e-05,0.11383611349569064,2.3226833648763665e-11,0.014611562535597511,3.3992835488662177e-05,0.022525193555856173,0.020970992266304566,4.2802537115496632e-06,1.185501237893989e-05,2.588600877537814e-06,0.0037636778877521374,4.121166201172404e-05,0.00033000598403680953,0.00040154118244703138,0.0013127659475776006,2.0451587620871858e-07,4.8014604581637842e-13,3.1533370995550612e-12,1.0019729082584172e-10,1.6330469056199316e-06,2.4315585521690019e-05,1.320974064311899e-06,3.7937899156706412e-06,4.4293053708354641e-07,3.0820694178615277e-07,2.2200347428808362e-12,7.2956762476701369e-07,1.8147779713937473e-06,6.6984683970898032e-06,1.3656546323314294e-08,1.1912137142911368e-09,8.1295955174445681e-12,2.4713951725845318e-11,6.8117752968260013e-08,1.7837585490481889e-17,1.0246618539119834e-17,1.7916815833883179e-08,3.9273847777899837e-13,1.7595046500635251e-08,2.588448172026497e-13
1.1092182995835382e-07,0.7175921258096566,5.5873017000744598e-06,3.000646966343067e-07,1.9211337569416816e-05,4.6409028077302456e-09,1.3317634739019522e-05,0.0,0.0,0.001652609494007016,0.00065500087634693587,154.0,0.0,0.68494842280106549,1.0,18.994051532202572,0.014412521894418179,6.8161515402367614e-07,0.024997940434499363,0.0481256982973872,0.066704074096963356,0.0021824312031379347,1.0149472823182601e-08,6.5367027335601528e-05,0.11530514369534701,2.3207585110661659e-11,0.014941271358879377,3.3965357182759116e-05,0.02299615819612261,0.021356057497532274,4.3588166845853553e-06,1.2008925693462602e-05,2.6361142378533708e-06,0.0038836761831945775,4.2808600485257554e-05,0.00034795123295452811,0.00042481414722105092,0.0013494104306499323,2.1104759365252483e-07,4.8380779037145467e-13,3.2537972571185582e-12,1.0300734020316528e-10,1.682305862396457e-06,2.5478645273210142e-05,1.3842101420877488e-06,3.9777852375129352e-06,4.6456423179252216e-07,3.3092096572067809e-07,2.327704399573981e-12,7.8094937772239499e-07,1.957806346236072e-06,6.7799382320164628e-06,1.4607301087154451e-08,1.2741667624559017e-09,8.6955711898423794e-12,2.6540371387093893e-11,7.3155721310425535e-08,1.9079748899853712e-17,1.0960166604563018e-17,1.9523520583596071e-08,4.2795762220494168e-13,1.9237643705577127e-08,2.8300747697198483e-13
1.1259108471304468e-07,0.717593729107103,5.6491253527432726e-06,3.0916489450126337e-07,1.9912774411016635e-05,4.86923355183362e-09,1.4077307676476782e-05,0.0,0.0,0.0016779393840207428,0.00068240958297690582,154.0,0.0,0.68126297874810116,1.0,18.993961976573324,0.014555076083075949,6.7843496034538765e-07,0.024971901010777404,0.048482068053570804,0.067495266874493226,0.0021801481899672201,1.0224558405330561e-08,6.5850618144963169e-05,0.11676730413951127,2.3183307954699128e-11,0.015271672414270901,3.3930502869096111e-05,0.023466690516319864,0.021737897626316678,4.4367203816511637e-06,1.216211865194969e-05,2.6832288841565213e-06,0.0040051689536228924,4.4423210141175848e-05,0.00036644283327963033,0.00044891602343546564,0.0013861792123922288,2.1766088447341469e-07,4.8738704143452791e-13,3.3555067882536967e-12,1.0582753404635469e-10,1.7319019991853554e-06,2.6673098598072558e-05,1.4491546246170781e-06,4.1668363729643367e-06,4.867976376886516e-07,3.5482770962059188e-07,2.4383325977980582e-12,8.3493298674514902e-07,2.1088070248378389e-06,6.8608596922545484e-06,1.5603509980181819e-08,1.3610867094163307e-09,9.2886053844447851e-12,2.846140783317096e-11,7.8454932773786635e-08,2.0381313821805129e-17,1.1707837261338021e-17,2.1240405453194113e-08,4.6559192759438195e-13,2.1000455389615931e-08,3.0893828335028424e-13
1.1426033946773553e-07,0.7175953259192426,5.7097876720920472e-06,3.1835743193783001e-07,2.0622500770096136e-05,5.1037198305954287e-09,1.4863763218494921e-05,0.0,0.0,0.0017029256072267425,0.00071035530701331014,154.0,0.0,0.67760352346232799,1.0,18.993872540190274,0.014695853826450318,6.7527728735865037e-07,0.024940641229593313,0.048830356806392923,0.06828113614891472,0.0021774093172336525,1.0297938848246407e-08,6.6323227112830477e-05,0.11822264351820913,2.3154183269756694e-11,0.015602696301047091,3.3888537768216119e-05,0.023936690128957522,0.02211640663945046,4.513943186331443e-06,1.231459636263316e-05,2.729931743215018e-06,0.0041281282503549928,4.6054290390274987e-05,0.00038547867097170839,0.00047385283884372097,0.0014230564773319201,2.2435422606932123e-07,4.9088501137262269e-13,3.4584422813160184e-12,1.0865666834596623e-10,1.7818164849616381e-06,2.7898979069004489e-05,1.5158093580249401e-06,4.3609504924441534e-06,5.0963170246818526e-07,3.799620872167836e-07,2.5519235335192566e-12,8.9159477525762884e-07,2.2680141661105425e-06,6.9412366248462677e-06,1.6646157625610934e-08,1.4520595047515733e-09,9.9092842443554697e-12,3.0479483395563139e-11,8.4022087527650407e-08,2.1743567290690647e-17,1.2490369833166983e-17,2.3072411998637675e-08,5.0574971346355947e-13,2.2889636516270385e-08,3.3672774614082105e-13
1.1592959422242638e-07,0.7175969158372029,5.7693036363699781e-06,3.2764019763970963e-07,2.1340174976934006e-05,5.3443510312876244e-09,1.5677228341494153e-05,0.0,0.0,0.0017275665414857699,0.00073883092558960919,154.0,0.0,0.67396983667415722,1.0,18.993783230370731,0.014834871185982477,6.7214197751805213e-07,0.02490435091070696,0.049170683984401289,0.069061719203267022,0.0021742311742128473,1.0369639458708287e-08,6.6785016971110476e-05,0.11967121010229863,2.3120387462248256e-11,0.015934275494906145,3.3839720254765625e-05,0.024406060274986895,0.022491484717558428,4.5904647494470804e-06,1.2466363889797557e-05,2.7762105078454235e-06,0.0042525260579692149,4.7700638382463876e-05,0.00040505602201178643,0.0004996299509972056,0.0014600267759566723,2.3112609207289361e-07,4.9430290480521373e-13,3.5625802711957424e-12,1.1149356661326642e-10,1.8320308306536265e-06,2.9156305165671792e-05,1.5841753663755183e-06,4.5601322877314075e-06,5.3306707685847809e-07,4.063589366639599e-07,2.6684799522663298e-12,9.5101122622580442e-07,2.4356593882653647e-06,7.0210728450071973e-06,1.7736203495247051e-08,1.5471689016106385e-09,1.055817893979023e-11,3.2596976644261829e-11,8.9863765188559564e-08,2.3167763450849318e-17,1.3308484750434367e-17,2.5024551264948365e-08,5.4854082253918774e-13,2.4911496514515609e-08,3.6646864523433464e-13
