Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878)
1.4723798801591566e-06,0.38296044749650143,6.422295650729815e-12,1.6075513135783613e-12,5.9183148672246821e-09,4.8279116690046418e-15,5.0902200072805955e-08,0.0,0.0,8.4879110522261724e-05,2.8892939269240019e-05,154.0,0.0,0.99091241636872818,1.0,18.996890244143643,0.0008097702916943602,1.6266232872706432e-11,0.00039549538497448615,0.0023846742045415619,1.3328708577180742e-05,0.0020283637878978542,5.6349787418526427e-09,3.8617414866236565e-05,9.241771375693018e-06,1.0812888758493257e-10,0.0014707670832864734,1.1202685783699215e-08,5.1982936086388081e-06,5.1728607381729249e-06,7.5204884902039456e-09,1.1363515977881541e-10,5.7892064526558679e-09,0.0010031780692892366,4.9790422156412997e-10,5.6076552626353487e-10,5.6183918068025293e-10,0.00092887272410097825,1.2071521793474274e-09,1.2197452827256519e-12,1.7523623132537177e-13,2.077520794616066e-13,7.9565847458417067e-10,7.862912174118785e-09,3.4443369493050707e-08,8.182405800317296e-11,2.8039691369008947e-09,7.3160831726113708e-09,1.2166537110723472e-17,3.5149782031244895e-09,3.4767985853278733e-12,1.5910298262324937e-10,4.69757667228075e-11,2.4065429016109614e-10,7.9365940686355251e-16,2.6659861251667124e-15,2.5327387929825851e-11,1.9512026159184521e-17,1.0830239550798537e-17,3.1718853643075063e-10,1.54661375338375e-15,1.9540999698855587e-12,2.3381604892713195e-16,2.9126850173025759e-20,1.767407856651379e-15,2.6044216376359925e-12,1.2434631852865675e-13,2.4800753191073352e-12,8.8762615728064574e-09,8.0643922192913083e-15,1.2163401394817951e-14,1.524915541887831e-12,1.4642251338506983e-15,2.2377950258803559e-17,8.7266468151018093e-13
1.4968727112385624e-06,0.38296033997063206,6.4676686881437583e-12,1.7143200115130129e-12,6.1512372564002392e-09,5.0757221003557037e-15,5.4003289914907524e-08,0.0,0.0,8.6555306179200294e-05,3.0368293792924777e-05,154.0,0.0,0.99075318308226368,1.0,18.996837809248639,0.00082144323045763707,1.6263710999160752e-11,0.00039820708607344577,0.0024013912944066801,1.354934509427082e-05,0.0020422840453070555,5.6744671109971934e-09,3.8888037225831681e-05,9.3948494375870996e-06,1.0887095464426008e-10,0.0015118007740549198,1.1279701508222569e-08,5.3435736518500935e-06,5.3169216507237679e-06,7.7299102692626897e-09,1.1554318511990658e-10,5.9504177192472135e-09,0.0010404770614381538,5.3487758470838638e-10,6.0385872625023234e-10,6.050361995580666e-10,0.00096395818605233977,1.2520757428925045e-09,1.2282929897080317e-12,1.8174926812721369e-13,2.1559968056615155e-13,8.2589055604992124e-10,8.2763590718761117e-09,3.6260959813022179e-08,8.7093488724724643e-11,3.0006088448699223e-09,7.9249086192254133e-09,1.2950056367680736e-17,3.7769058873194836e-09,3.7912729656717804e-12,1.6177173251819967e-10,4.9165417813941898e-11,2.5188483431638795e-10,8.3065381215078716e-16,2.7925345400571412e-15,2.6530099565229935e-11,2.0422588241173906e-17,1.1335651207958619e-17,3.3902902950940263e-10,1.6531081708179544e-15,2.0640257090910235e-12,2.4696850100578732e-16,3.0765349017156297e-20,1.866826835075702e-15,2.8096129889687079e-12,1.3147433442208126e-13,2.6781386545466271e-12,9.4777043015808999e-09,8.6113863484810865e-15,1.3134338276387176e-14,1.6478727074525442e-12,1.5811082681365071e-15,2.4182332246990615e-17,9.6131851497286203e-13
1.5213655423179682e-06,0.3829602324851693,6.5114984009228017e-12,1.8280193021445842e-12,6.3875983760936102e-09,5.330162797493255e-15,5.7225389087120256e-08,0.0,0.0,8.8212733771924422e-05,3.1882629375895039e-05,154.0,0.0,0.99059390189798868,1.0,18.996785371509144,0.00083306251242270494,1.6261188324588436e-11,0.00040082409165264211,0.0024175390769633561,1.3769945225983694e-05,0.0020557179774651378,5.7126100178190828e-09,3.9149438855166102e-05,9.5479049567208677e-06,1.0958709646828202e-10,0.0015531096289269667,1.1354028721479592e-08,5.4898315665469308e-06,5.4619171971694631e-06,7.9406898064695319e-09,1.1745092992742227e-10,6.1126741804675231e-09,0.0010782830262939984,5.7379310723144804e-10,6.4935736686603402e-10,6.5064655700169755e-10,0.00099952157330998256,1.2976108913690402e-09,1.2365494565262889e-12,1.883507740456237e-13,2.2355418925262455e-13,8.5653894691232999e-10,8.701732736301549e-09,3.8131230023819049e-08,9.2585549967060017e-11,3.206519776979933e-09,8.5698788221352963e-09,1.3766678878421554e-17,4.0526183760809823e-09,4.1270074857996676e-12,1.6444004247393914e-10,5.1404164664454635e-11,2.6336757353767986e-10,8.6847769812993668e-16,2.9220157789475054e-15,2.7760704249399468e-11,2.1353598064733656e-17,1.185241247780231e-17,3.6188667792711886e-10,1.7645622459847751e-15,2.1773394327718217e-12,2.6052627200298099e-16,3.2454347486768372e-20,1.969309607654775e-15,3.0262060463696816e-12,1.3882884270540694e-13,2.8873772036642746e-12,1.0106424267194091e-08,9.1832219663480905e-15,1.4160739856867374e-14,1.7779352048486446e-12,1.7046683483428875e-15,2.6090984181206126e-17,1.0570437294292903e-12
1.545858373397374e-06,0.3829601250400396,6.5538254170638708e-12,1.94902731677988e-12,6.627307509127421e-09,5.5911879647630731e-15,6.0570248113121057e-08,0.0,0.0,8.9850949426667292e-05,3.3435647601673141e-05,154.0,0.0,0.99043457853289174,1.0,18.996732931666706,0.00084462837229207894,1.6258664942800515e-11,0.0004033489810076971,0.0024331324771229451,1.3990508962442417e-05,0.002068678832736533,5.7494427397850536e-09,3.9401861517102087e-05,9.7009378934705699e-06,1.102780193064975e-10,0.0015946839238615352,1.142574059504234e-08,5.6370330809042942e-06,5.6078122161784209e-06,8.1527759734130354e-09,1.193583936958886e-10,6.2759364780313302e-09,0.0011165822672562155,6.1470705390141766e-10,6.9734253836865015e-10,6.9875177935457316e-10,0.001035549393038905,1.3437411143986143e-09,1.2445223193495425e-12,1.9503835722752006e-13,2.3161258743940199e-13,8.8759196098071803e-10,9.1390100545062689e-09,4.0054083453206003e-08,9.8303958580164613e-11,3.4218955638307049e-09,9.2521896377349952e-09,1.4616957306753779e-17,4.3425137930287361e-09,4.4849258783957117e-12,1.6710791235853041e-10,5.3691494736777475e-11,2.7509987718582216e-10,9.0712240542224549e-16,3.054402284745766e-15,2.901894050478712e-11,2.2304842340086555e-17,1.2380404972861152e-17,3.8578411191110298e-10,1.8810863240640412e-15,2.2940330296110592e-12,2.7448838835864851e-16,3.4193724678575921e-20,2.0748488152967616e-15,3.2545464887897609e-12,1.464095658094607e-13,3.1081369229802992e-12,1.0762962139907477e-08,9.780392925849775e-15,1.5244375036528849e-14,1.915333417452292e-12,1.8351183042711912e-15,2.8107286913189506e-17,1.1602439862106976e-12
1.5703512044767799e-06,0.3829600176351709,6.5946900129120402e-12,2.077734038470445e-12,6.8702745656208388e-09,5.8587477372365197e-15,6.403956957816515e-08,0.0,0.0,9.1469554553942183e-05,3.5027025949018693e-05,154.0,0.0,0.99027521847936884,1.0,18.996680490441605,0.00085614104382473804,1.6256140943922986e-11,0.00040578430857259859,0.0024481862920012407,1.4211036295018303e-05,0.0020811797316696457,5.785000252035552e-09,3.9645544902675428e-05,9.8539482093844459e-06,1.109444225947341e-10,0.0016365141943611983,1.1494909599867759e-08,5.7851448643229559e-06,5.7545724948652055e-06,8.3661190210827792e-09,1.212655759343073e-10,6.4401663155049805e-09,0.0011553612053081712,6.5767557535236745e-10,7.4789595354021104e-10,7.4943402999144646e-10,0.0010720282824634689,1.3904500423873912e-09,1.2522191489075077e-12,2.0180964638805971e-13,2.3977188612671416e-13,9.1903802012696109e-10,9.5881606971505145e-09,4.2029391344090758e-08,1.0425231765636243e-10,3.646925299369789e-09,9.9730343348507243e-09,1.5501427401694183e-17,4.6469893834040406e-09,4.8659659106722756e-12,1.6977534205562076e-10,5.6026884632907375e-11,2.8707905831854324e-10,9.4657909115753077e-16,3.1896657764414153e-15,3.0304539953980044e-11,2.3276103212450539e-17,1.2919507771839821e-17,4.1074370953916497e-10,2.0027895207530806e-15,2.4140961142169561e-12,2.8885360442396341e-16,3.5983325793054129e-20,2.1834350421973523e-15,3.4949790492250133e-12,1.5421607098722846e-13,3.3407629782377849e-12,1.1447846611278019e-08,1.0403382194021943e-14,1.6387007024323519e-14,2.0602971036339752e-12,1.9726703789160378e-15,3.0234612122836519e-17,1.2713358097524226e-12
1.5948440355561857e-06,0.38295991027049353,6.6341320582750968e-12,2.2145412211632793e-12,7.1164102206895158e-09,6.1327884552349026e-15,6.7635008482000815e-08,0.0,0.0,9.3068193921503161e-05,3.6656419454777677e-05,154.0,0.0,0.99011582701280021,1.0,18.996628048533047,0.00086760075983687165,1.6253616414521148e-11,0.00040813260049344833,0.0024627151708065342,1.4431527216281734e-05,0.0020932336494063329,5.8193171798638804e-09,3.9880726305420955e-05,1.0006935867191643e-05,1.1158699801742476e-10,0.001678591232946921,1.1561607408722547e-08,5.934134517734227e-06,5.9021647595663158e-06,8.5806705664414183e-09,1.2317247616629772e-10,6.6053264479698623e-09,0.0011946063974246684,7.0275467023169277e-10,8.0109990861760497e-10,8.0277607035576786e-10,0.0011089450268699068,1.437721468789757e-09,1.2596474402039499e-12,2.0866229402277364e-13,2.4802912942422019e-13,9.5086567023370912e-10,1.0049147472807572e-08,4.405699441887783e-08,1.1043411513390303e-10,3.8817934073823065e-09,1.0733602533841331e-08,1.6420607789833776e-17,4.9664412656121015e-09,5.2710788125983775e-12,1.7244233146383097e-10,5.8409802133472413e-11,2.9930238419246572e-10,9.8683876342464152e-16,3.327777370791664e-15,3.1617228476989783e-11,2.4267159113532451e-17,1.3469597892241641e-17,4.3678759161565322e-10,2.1297796972817128e-15,2.5375161749102599e-12,3.0362042014794112e-16,3.7822964337285763e-20,2.295056949532312e-15,3.7478472899829798e-12,1.62247779894772e-13,3.585599510088208e-12,1.21615941795093e-08,1.1052661653692109e-14,1.7590391534813526e-14,2.2130551579780042e-12,2.1175359113643941e-15,3.2476318814118907e-17,1.3907485459390463e-12
1.6193368666355915e-06,0.3829598029459385,6.6721909665971272e-12,2.3598622958191058e-12,7.3656260399845744e-09,6.4132529328985046e-15,7.1358172664302038e-08,0.0,0.0,9.4646553740482045e-05,3.8323462339490164e-05,154.0,0.0,0.98995640919898331,1.0,18.996575606619366,0.00087900775220273902,1.6251091437721535e-11,0.0004103963515302848,0.0024767335965705482,1.4651981719954655e-05,0.0021048533997762354,5.8524277555507747e-09,4.0107640325546954e-05,1.0159900830808218e-05,1.1220642865970155e-10,0.0017209060863051455,1.1625904807930305e-08,6.0839705627043539e-06,6.0505566653756413e-06,8.7963835771937583e-09,1.2507909393020183e-10,6.7713806702977438e-09,0.001234304553293548,7.5000014893656124e-10,8.570372452964574e-10,8.5886122206381927e-10,0.0011462865758839363,1.4855393703368833e-09,1.2668146031729218e-12,2.1559397932537136e-13,2.56381398192727e-13,9.8306359563509511e-10,1.0521926678461285e-08,4.613670442746586e-08,1.1685272265353606e-10,4.1266795215589918e-09,1.1535079201446586e-08,1.7374999805320218e-17,5.3012641952743879e-09,5.7012287095655008e-12,1.751088804961647e-10,6.083970812279131e-11,3.1176708617953049e-10,1.0278923137957662e-15,3.4687076974950143e-15,3.2956727306662426e-11,2.5277785565542465e-17,1.4030550736640458e-17,4.6393761751727798e-10,2.2621634401564392e-15,2.6642787201751247e-12,3.1878709860385709e-16,3.9712424307885667e-20,2.4097014079391828e-15,4.0134933929820111e-12,1.7050397811875546e-13,3.8429894148632554e-12,1.2904708970504334e-08,1.1728691937761397e-14,1.8856275053426851e-14,2.3738353812344082e-12,2.2699251279238541e-15,3.4835749939151119e-17,1.5189243073431723e-12
1.6438296977149973e-06,0.3829596956614386,6.7089056499673743e-12,2.5141222640594607e-12,7.617834593591133e-09,6.700080720143783e-15,7.5210623296161569e-08,0.0,0.0,9.6204359771190543e-05,4.0027769591865172e-05,154.0,0.0,0.98979696990140775,1.0,18.996523165358294,0.00089036225185563629,1.6248566093331307e-11,0.00041257802227184846,0.0024902558696414116,1.4872399800864689e-05,0.0021160516209982132,5.8843657793633044e-09,4.0326518602648313e-05,1.0312843065340364e-05,1.1280338824516173e-10,0.0017634500521384968,1.1687871618011996e-08,6.2346224294563182e-06,6.1997167845586403e-06,9.0132123549258474e-09,1.2698542877915264e-10,6.9382938041713569e-09,0.0012744425504251798,7.9946759894045256e-10,9.1579131383073777e-10,9.1777333009779495e-10,0.0011840400581032311,1.5338879253190704e-09,1.2737279542364104e-12,2.2260241082410389e-13,2.6482581331789442e-13,1.0156206321185216e-09,1.1006448445114542e-08,4.8268305674313976e-08,1.2351139465678742e-10,4.3817583787476206e-09,1.2378643701505499e-08,1.836508735577918e-17,5.6518513416672072e-09,6.1573920608335956e-12,1.7777498907943824e-10,6.3316058400281468e-11,3.2447036909947955e-10,1.0697305479305794e-15,3.6124270078438759e-15,3.4322754062123323e-11,2.6307755937863104e-17,1.4602240512673279e-17,4.9221538195470645e-10,2.4000460453699453e-15,2.7943674231876954e-12,3.343516832853903e-16,4.1651462345272638e-20,2.5273536282583542e-15,4.2922579649167501e-12,1.7898382460975182e-13,4.1132741403069965e-12,1.3677682592940807e-08,1.243192229453278e-14,2.0186393172189213e-14,2.5428642593101815e-12,2.430046941738869e-15,3.7316229154908408e-17,1.6563179058548766e-12
1.6683225287944031e-06,0.382959588416927,6.7443144787368782e-12,2.6777575799162723e-12,7.8729495588175998e-09,6.9932083574487428e-15,7.9193875431458649e-08,0.0,0.0,9.7741375454359156e-05,4.1768938508813772e-05,154.0,0.0,0.98963751378836851,1.0,18.996470725387169,0.00090166448878897072,1.6246040457954927e-11,0.0004146800366479676,0.002503296092856416,1.5092781454900881e-05,0.002126840762910183,5.9151645845236425e-09,4.0537589575626379e-05,1.0465762537085071e-05,1.1337854045511034e-10,0.0018062146757499428,1.1747576622785497e-08,6.3860604439211283e-06,6.3496145939586813e-06,9.2311125167791068e-09,1.2889148028110902e-10,7.1060316839772802e-09,0.00131500744772494,8.5121235170522872e-10,9.7744593724449789e-10,9.7959672710452863e-10,0.0012221927941654586,1.5827515300123309e-09,1.2803947087213187e-12,2.2968532874980266e-13,2.7335953863397328e-13,1.0485257785570826e-09,1.1502657077604082e-08,5.0451556520525819e-08,1.3041326771461066e-10,4.6471997249701509e-09,1.3265468901370136e-08,1.9391336822490508e-17,6.0185940763830841e-09,6.6405571049761135e-12,1.8044065715372946e-10,6.5838305379183741e-11,3.3740941997322962e-10,1.1123442142765896e-15,3.7589052768860468e-15,3.5715023720534875e-11,2.7356842156764692e-17,1.5184540626971043e-17,5.2164221259594949e-10,2.543531506812708e-15,2.927764263894715e-12,3.5031201510935979e-16,4.3639809851423026e-20,2.6479972900562936e-15,4.5844798570658864e-12,1.8768636098433017e-13,4.3967934960815569e-12,1.4480994025667838e-08,1.316279048254287e-14,2.1582468997666658e-14,2.7203667515515652e-12,2.5981087611037085e-15,3.9921057716289881e-17,1.8033967732144611e-12
1.692815359873809e-06,0.3829594812123384,6.778455245513516e-12,2.8512160202669563e-12,8.1308858124130215e-09,7.2925696229967573e-15,8.3309398612195415e-08,0.0,0.0,9.9257400072904779e-05,4.3546550188275106e-05,154.0,0.0,0.98947804533990535,1.0,18.996418287323326,0.00091291469205743948,1.6243514605108041e-11,0.00041670477972418165,0.0025158681583115718,1.5313126678970987e-05,0.0021372330756483497,5.9448570059515599e-09,4.0741078268471072e-05,1.0618659213528373e-05,1.1393253832506781e-10,0.0018491917463887848,1.180508750648791e-08,6.5382558139251576e-06,6.5002204615034667e-06,9.4500409758164203e-09,1.3079724801885855e-10,7.2745611416919002e-09,0.0013559864976044759,9.0528945116910132e-10,1.0420853766671606e-09,1.0444161988114881e-09,0.0012607323083328719,1.6321148133405271e-09,1.2868219740933132e-12,2.3684050714883455e-13,2.8197978351569718e-13,1.0817682072425452e-09,1.2010491387828425e-08,5.2686190857393954e-08,1.37561360075105e-10,4.9231682337691525e-09,1.4196720333572842e-08,2.0454196993137785e-17,6.4018817740163937e-09,7.1517233134229389e-12,1.8310588467184664e-10,6.8405899674120059e-11,3.5058141620479253e-10,1.1557240308912955e-15,3.9081122991592312e-15,3.7133249527772043e-11,2.8424815368787793e-17,1.5777324053372132e-17,5.5223916849800831e-10,2.6927225086256817e-15,3.0644496681707764e-12,3.6666574906865876e-16,4.5677175064080076e-20,2.7716146675046188e-15,4.8904959994674152e-12,1.9661052066264835e-13,4.693885478804766e-12,1.5315109535714259e-08,1.3921722693345625e-14,2.3046211632459844e-14,2.9065660885165234e-12,2.7743163066335806e-15,4.2653511508449115e-17,1.960640869973726e-12
1.7418010220326206e-06,0.38295926692267185,6.8430806977968735e-12,3.229449118149522e-12,8.6548881472235736e-09,7.909715745906123e-15,9.1942912793880296e-08,0.0,0.0,0.00010222584177300913,4.7209353713946738e-05,154.0,0.0,0.98915908845552025,1.0,18.996313419288327,0.0009352599091330242,1.6238462526276376e-11,0.00042053178719956956,0.0025396622655014822,1.5753707829695806e-05,0.0021568751606256139,6.0010513919407744e-09,4.1126190780867496e-05,1.0924384056368218e-05,1.1497962702546294e-10,0.0019357515816282413,1.1913791843921224e-08,6.8448077715187268e-06,6.8034422099301329e-06,9.8908167889341103e-09,1.3460793060677001e-10,7.6138670078851854e-09,0.0014391370918944511,1.0206592541519345e-09,1.1806577414303055e-09,1.1833845779122448e-09,0.0013389228424493266,1.7322801670466739e-09,1.298985894754736e-12,2.5135892102904317e-13,2.9946890977290605e-13,1.1492225180385531e-09,1.3060766750880954e-08,5.730843174323538e-08,1.5260768331867093e-10,5.5073196932056595e-09,1.6197122844401138e-08,2.2691456515457868e-17,7.2196384879464697e-09,8.262110081547212e-12,1.8843501791143401e-10,7.3674932186954315e-11,3.7761295013415242e-10,1.2447449789762075e-15,4.2145913938414847e-15,4.0046418813564877e-11,3.0616507015943466e-17,1.6993832547777444e-17,6.1702634689981946e-10,3.0086253096822107e-15,3.3476009019867631e-12,4.0054320964983994e-16,4.9897687684279885e-20,3.0276933640053678e-15,5.5452482875730603e-12,2.1511895548249072e-13,5.3301293320905708e-12,1.7077554080287403e-08,1.552542590280348e-14,2.6183455329693821e-14,3.3059384547349093e-12,3.1519820100032501e-15,4.8514255038559715e-17,2.3076065878853488e-12
1.785888117975551e-06,0.38295907419786573,6.8972730992373972e-12,3.6081727356199242e-12,9.1353123519362825e-09,8.4857536378638905e-15,1.0017927717271595e-07,0.0,0.0,0.00010482430725703139,5.0626026921597885e-05,154.0,0.0,0.98887202639683769,1.0,18.996219050373387,0.00095519492807171272,1.6233915589702707e-11,0.00042373489433870064,0.0025596105303915088,1.6150106263277369e-05,0.0021733143625710287,6.0481608002402047e-09,4.1449041969583979e-05,1.1199458152969185e-05,1.1585597506187732e-10,0.0020143044860172778,1.2004776551197795e-08,7.1230233731639451e-06,7.0784837978335224e-06,1.0290625325605554e-08,1.3803657057887924e-10,7.9216365849490911e-09,0.0015152654570857087,1.1330139920600129e-09,1.3164340578920785e-09,1.3195613838871038e-09,0.0014104964476466476,1.8239888714217013e-09,1.3091832685574745e-12,2.6465104704746119e-13,3.154780312132399e-13,1.2109801264550381e-09,1.4045059430841694e-08,6.1641059642447986e-08,1.6701929639327487e-10,6.0706048370131114e-09,1.8160938761913435e-08,2.483434006810947e-17,8.0160622498020305e-09,9.3674600629367895e-12,1.9322973089444981e-10,7.8566650958165578e-11,4.0270974810195149e-10,1.3273911714005756e-15,4.4994512229043523e-15,4.2754157811575853e-11,3.2651332069584152e-17,1.8123271520459915e-17,6.7954238722210862e-10,3.3134540241225424e-15,3.6134604281766503e-12,4.323515918777456e-16,5.3860458640529068e-20,3.2681319629822628e-15,6.1850373669841325e-12,2.3252189428216934e-13,5.9525154727019614e-12,1.8773520169407727e-08,1.7068775234381351e-14,2.9255204793436594e-14,3.6973142586812441e-12,3.5217628203483793e-15,5.4257650081185962e-17,2.6597084626517175e-12
1.8299752139184815e-06,0.38295888160142044,6.9479153617477373e-12,4.0261887420434651e-12,9.6236162206018355e-09,9.0808567211024895e-15,1.0886504725317481e-07,0.0,0.0,0.00010735309208783151,5.4153666535524658e-05,154.0,0.0,0.98858498613625634,1.0,18.996124696356883,0.00097496487743582109,1.6229368962076531e-11,0.0004267227797450985,0.0025782472912518179,1.6546386658042285e-05,0.0021886483061616512,6.0921708220834045e-09,4.1750652404659083e-05,1.1474457940840087e-05,1.1667340351132408e-10,0.0020934287481324484,1.2089649568202259e-08,7.40328373259074e-06,7.3553978044711773e-06,1.0693152390386536e-08,1.414642853385335e-10,8.2314988721098682e-09,0.0015925472689614728,1.2537654331338395e-09,1.4632082075632622e-09,1.4667813515049161e-09,0.0014831394378706838,1.9170893265276494e-09,1.318709745326888e-12,2.7814439869923105e-13,3.3172636798591126e-13,1.2736709056236952e-09,1.5065850223485096e-08,6.6135061685588043e-08,1.8227018625428336e-10,6.6703209651207583e-09,2.0286409637455554e-08,2.7102016899185181e-17,8.8720373665890802e-09,1.0579535303727819e-11,1.9802301627112412e-10,8.3596813904841294e-11,4.2851770064059558e-10,1.412376400767891e-15,4.792683006155061e-15,4.5541539715895431e-11,3.4743816874911507e-17,1.9284714802607888e-17,7.4616485268207661e-10,3.638305701314186e-15,3.8896133902255496e-12,4.6539129745019164e-16,5.797665847457304e-20,3.5178781005800895e-15,6.8746573379915264e-12,2.5062227999099794e-13,6.6240350580005281e-12,2.0575959062734382e-08,1.8709148662458174e-14,3.2571990089931275e-14,4.1202412001910695e-12,3.9210406126922925e-15,6.0464054589089316e-17,3.0527707836756005e-12
1.874062309861412e-06,0.38295868913297526,6.9952036599835744e-12,4.4864972886909963e-12,1.0119355437968315e-08,9.6945684258044452e-15,1.1800724267722793e-07,0.0,0.0,0.00010981209387190677,5.7789421751780145e-05,154.0,0.0,0.98829798784349654,1.0,18.996030360159242,0.00099457105932025214,1.622482297438629e-11,0.00042950774725280627,0.0025956447153744617,1.6942549027700915e-05,0.0022029401837496358,6.1332520241591344e-09,4.2032191013577304e-05,1.1749383272370268e-05,1.1743528105884531e-10,0.0021730847568774054,1.2168760144088536e-08,7.6854507675406749e-06,7.6340416117445118e-06,1.1098190614038874e-08,1.4489107297919493e-10,8.5432942379248301e-09,0.0016709163077182425,1.3832206040972358e-09,1.6214832865222039e-09,1.6255511862955595e-09,0.001556787470902606,2.011501666409047e-09,1.3276022460684493e-12,2.9182741355478609e-13,3.48199527565976e-13,1.3372389254783926e-09,1.612262466839093e-08,7.0788182635348254e-08,1.9837368781225918e-10,7.3072383852275307e-09,2.2579976572709439e-08,2.9496469795871917e-17,9.7897403659348845e-09,1.1904502570746204e-11,2.0281487416314016e-10,8.8762322667729628e-11,4.5502087876740435e-10,1.4996483198099584e-15,5.0941144323704531e-15,4.8406928274467705e-11,3.6892669924813673e-17,2.0477445537279086e-17,8.1700689119662755e-10,3.9837320514625759e-15,4.175906400648979e-12,4.9964395730086828e-16,6.224400086823085e-20,3.7767929255902461e-15,7.6159867909944236e-12,2.6941110193224942e-13,7.3465756890621745e-12,2.2487129312508792e-08,2.0448612205783964e-14,3.6143099617761931e-14,4.5759355523482638e-12,4.3509333303463171e-15,6.7151317244213701e-17,3.4900299428153214e-12
1.9181494058043423e-06,0.38295849679216926,7.0393265014850021e-12,4.992203780165017e-12,1.0622102555546485e-08,1.0326419942660075e-14,1.276124666132327e-07,0.0,0.0,0.00011220145439709197,6.153037265064434e-05,154.0,0.0,0.98801105020284219,1.0,18.995936044519588,0.0010140147660920051,1.6220277933247716e-11,0.00043210159815194155,0.0026118721661609976,1.7338593393750643e-05,0.0022162506060402084,6.171568344786501e-09,4.2294781298586664e-05,1.2024234011621618e-05,1.1814483876593945e-10,0.0022532351151474859,1.224244328279381e-08,7.9693943538138687e-06,7.9142806706889598e-06,1.1505544361847766e-08,1.4831693174135349e-10,8.8568720840929166e-09,0.0017503089265091896,1.5216815248030153e-09,1.7917646155793902e-09,1.7963799802032183e-09,0.0016313788386895524,2.1071491241952499e-09,1.3358962570147938e-12,3.0568897861444727e-13,3.648837066138508e-13,1.4016305254447901e-09,1.7214834334964522e-08,7.5598015303441825e-08,2.1534192168831831e-10,7.9820714095970119e-09,2.5047954896783764e-08,3.2019500990902116e-17,1.0771314793455043e-08,1.3348606681526103e-11,2.0760530478959874e-10,9.4060150878617991e-11,4.8220372124626668e-10,1.5891557975459917e-15,5.4035768442147906e-15,5.1348721857561316e-11,3.9096629528728578e-17,2.1700763417343921e-17,8.9217892984756209e-10,4.3502715179581007e-15,4.4721794686382296e-12,5.3509041263151772e-16,6.6660101077426523e-20,4.0447316172332734e-15,8.4108754936041551e-12,2.8887885834081711e-13,8.1219966352633355e-12,2.4509158251691051e-08,2.2289112310194943e-14,3.9977579693747596e-14,5.0655826944950357e-12,4.8125297539103987e-15,7.4336833366374841e-17,3.9748431739273441e-12
1.962236501747273e-06,0.3829583045786457,7.0804645981932038e-12,5.5465150148295002e-12,1.1131447391098872e-08,1.0975933424421281e-14,1.3768692216168563e-07,0.0,0.0,0.00011452153265131155,6.5373549413586972e-05,154.0,0.0,0.98772419051350435,1.0,18.995841752003443,0.0010332972804271824,1.6215734122550681e-11,0.00043451562474188828,0.0026269961547868625,1.773451978489954e-05,0.0022286375690575254,6.2072769798415038e-09,4.2539500554882361e-05,1.2299010034015137e-05,1.1880516830956387e-10,0.0023338445502650647,1.2311019556795466e-08,8.2549919918920545e-06,8.1959881693078267e-06,1.1915029250458119e-08,1.5174186000884072e-10,9.1720904735194952e-09,0.0018306640956838923,1.6694448593619924e-09,1.974559272671267e-09,1.9797787446126909e-09,0.0017068545011832508,2.2039580861130931e-09,1.3436258049317589e-12,3.1971843801056636e-13,3.8176569855141367e-13,1.4667943470311007e-09,1.8341901613295884e-08,8.0562021798347836e-08,2.3318581353374318e-10,8.6954784982859244e-09,2.7696526709189281e-08,3.4672735035214885e-17,1.1818869238447473e-08,1.4918162155585678e-11,2.1239430845983069e-10,9.948735781775802e-11,5.1005110510292006e-10,1.6808491500286674e-15,5.7209060887394098e-15,5.4365361553454986e-11,4.1354469529957481e-17,2.2953987858906458e-17,9.7178873964201834e-10,4.7384495931484728e-15,4.778267887244885e-12,5.7171094072928791e-16,7.1222504061630936e-20,4.3215450921065957e-15,9.2611433439561804e-12,3.0901568310756504e-13,8.9521276608486167e-12,2.6644044218918935e-08,2.4232477841478714e-14,4.4084218432439384e-14,5.5903349299961916e-12,5.3068875606935351e-15,8.2037512889147046e-17,4.5106853383819645e-12
