Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859)
1.3391165686492134e-08,0.5081976799734261,2.7764947173997608e-08,1.3079514611382435e-10,3.0530297057274387e-09,3.2612246098452137e-14,2.0953291269759284e-10,0.0,0.0,2.1836395226627659e-05,1.1385075793267429e-07,154.0,0.0,0.98629538421932628,1.0,18.999176153772677,0.00092364616911909988,1.5061221953449491e-07,0.0036156594213129132,0.0044801951018584836,0.0014994095195479552,0.00078472303960174081,1.7778153217098686e-09,1.1620791184036945e-05,0.0021232347065995661,1.0752376550514166e-11,0.00015409293532636152,2.531542680350011e-06,8.7677764065025707e-05,8.7620977596312215e-05,3.1375226232620732e-08,1.4316543589507151e-07,1.977023816370766e-08,1.5931417231445896e-05,7.926375696808549e-10,9.4128757624272081e-10,9.4740823453158213e-10,5.4954274988921522e-06,4.4457541389146391e-10,1.0774837495587739e-13,1.3056747049516485e-14,1.538357029701719e-13,1.29069619565658e-09,1.5202595345992409e-09,2.0818674943503756e-10,1.0442219821166603e-10,2.7085888759310545e-11,6.6903739209449792e-13,4.7874227273504376e-17,3.899749627930705e-12,1.7253887725089824e-13,9.8775766724400823e-08,9.1416618949452163e-13,1.9663936708714391e-13,3.0101185248422302e-16,4.0600281234666519e-16,1.3493310180235945e-12,3.8415648701686702e-21,2.1947478346944119e-21,9.771387712455837e-14,1.649194464119674e-18,2.0187469546371054e-14,5.2924093144206034e-19,1.8051330817349546e-20,4.063131784574057e-18,1.0373782049006318e-14,8.9707059335800615e-15,1.4030761154262567e-15,2.7761887019022709e-10,5.5450905233856977e-14,1.9905153398545195e-13,2.8961128347244376e-13,1.9937048124770619e-15,3.9775505470918823e-17
1.388023450493615e-08,0.5081976159034675,2.9410534683893622e-08,1.4341508325487047e-10,3.5047485207182702e-09,3.8465204154257507e-14,2.4969954022729118e-10,0.0,0.0,2.3433304502621456e-05,1.311827686524145e-07,154.0,0.0,0.98579632161606834,1.0,18.999145953669021,0.00095673611327065384,1.5054333797085861e-07,0.003742070046675447,0.004640506410236213,0.0015537265886373711,0.00081227500779979195,1.8414267989768236e-09,1.2036625027975085e-05,0.0022002807707416742,1.1129897182237726e-11,0.0001654235535538137,2.6214011090139681e-06,9.4199329024422464e-05,9.4137645867921167e-05,3.3708685301561785e-08,1.4880098492775096e-07,2.1240653526478321e-08,1.7285533356962994e-05,9.4143599145386312e-10,1.1267964641048551e-09,1.1343963066350874e-09,6.1090357534844993e-06,4.8290607931111401e-10,1.1160400064173323e-13,1.4153222423410996e-14,1.7105277896025272e-13,1.4539521436961043e-09,1.7761345965643167e-09,2.4370764898768986e-10,1.2405300994090637e-10,3.2654828461815854e-11,8.4224091961733995e-13,5.6874332946667573e-17,4.7432121372821708e-12,2.204907051981355e-13,1.0264963642168627e-07,1.0237041170272252e-12,2.2028614196536738e-13,3.370807190371725e-16,4.6387938433155986e-16,1.5427174643115866e-12,4.3035304531176472e-21,2.4586762068878357e-21,1.1532099713391034e-13,1.9463642563576877e-18,2.3562230267567134e-14,6.177138402500969e-19,2.1068991164427025e-20,4.7423670789760062e-18,1.2522543734205456e-14,1.0778542893849926e-14,1.7440008403555282e-15,3.276729090513642e-10,6.5665010189165073e-14,2.4349641624554775e-13,3.5509986904863598e-13,2.4390444114959318e-15,4.876995130304218e-17
1.4369303323380166e-08,0.5081975526241259,3.1085701670916036e-08,1.5674663524632397e-10,4.0038382043186979e-09,4.5102549858223204e-14,2.9577213969197337e-10,0.0,0.0,2.5084182425447421e-05,1.5040294123047017e-07,154.0,0.0,0.98529738424774116,1.0,18.999115742866902,0.00098978113760449325,1.5047447133717596e-07,0.0038680782672714463,0.0048005664311135355,0.0016080123116166834,0.00083973907428321407,1.9049383712771501e-09,1.2451805796356162e-05,0.0022772915991268725,1.1506213373299087e-11,0.00017714627557604914,2.7109740161600851e-06,0.00010094798033166934,0.00010088110693993768,3.6123348811464204e-08,1.5443396231111344e-07,2.2762241076903719e-08,1.8706010326748395e-05,1.1111108766284001e-09,1.3402899874995142e-09,1.3496545787168492e-09,6.7658427050106581e-06,5.2313973806812712e-10,1.1545357098859067e-13,1.5302932485570397e-14,1.8948706547786346e-13,1.6304997842013239e-09,2.0631813944125202e-09,2.8361503495671458e-10,1.4640355620502128e-10,3.9075481786546591e-11,1.0513882923001342e-12,6.7121351957582061e-17,5.7285547296469571e-12,2.7936412017575493e-13,1.0652127407213697e-07,1.1425859289958983e-12,2.4595680601801751e-13,3.7622642119700975e-16,5.2782353543057243e-16,1.7564846019111821e-12,4.8050349223987062e-21,2.7451937811623884e-21,1.3539737644250139e-13,2.2852098273374709e-18,2.7362414627211174e-14,7.1733950441458446e-19,2.4467058964564168e-20,5.5072261803283828e-18,1.5023954051347401e-14,1.287181631305463e-14,2.1521377382927748e-15,3.8460307978416347e-10,7.7315089157462581e-14,2.9582567514500666e-13,4.323501426587904e-13,2.9634160640586928e-15,5.9379821817908248e-17
1.4858372141824182e-08,0.5081974901300647,3.2789283192240537e-08,1.7080157685528381e-10,4.5533236820661032e-09,5.2595444639029604e-14,3.4837187858637584e-10,0.0,0.0,2.6788748534684047e-05,1.7164009439173428e-07,154.0,0.0,0.98479857436591711,1.0,18.999085520409597,0.0010227812841744736,1.5040561997803845e-07,0.0039936829740188666,0.0049603734301587599,0.0016622666976575204,0.00086711499850170991,1.9683493503586352e-09,1.2866328989965426e-05,0.0023542671997928044,1.1881321827646963e-11,0.00018926007710634628,2.8002606103209562e-06,0.00010792299427699848,0.00010785062073707973,3.8618951378679106e-08,1.6006436699769708e-07,2.4334833575777345e-08,2.0194021815413459e-05,1.3036523560411629e-09,1.5847828026251967e-09,1.5962399310536376e-09,7.467197428620958e-06,5.6531037675662619e-10,1.1929704427957595e-13,1.6506817981615615e-14,2.0917686326189353e-13,1.8208422465687551e-09,2.3838239361941254e-09,3.2825474020424909e-10,1.7172201625506482e-10,4.6434982490874232e-11,1.3022112297280893e-12,7.8729066850156522e-17,6.873261134987907e-12,3.5113561549218374e-13,1.1039067949251335e-07,1.2713188281131774e-12,2.7376149813630144e-13,4.1861597768852851e-16,5.9825658754281494e-16,1.9920546937410806e-12,5.3482299615928518e-21,3.0555298489760296e-21,1.581971060326963e-13,2.6700196922113812e-18,3.16250078006747e-14,8.2908748618478597e-19,2.8278605810504141e-20,6.3651528165120756e-18,1.7921671822615206e-14,1.5283812412735368e-14,2.6378594098798391e-15,4.4907938679958603e-10,9.0544854883899177e-14,3.5710184227176374e-13,5.2296643677118936e-13,3.5774743435000545e-15,7.1825470249523301e-17
1.53474409602682e-08,0.5081974284159637,3.4520152083921327e-08,1.855912123179856e-10,5.1562999826018528e-09,6.1018472445747898e-14,4.0816062605311658e-10,0.0,0.0,2.8546717651089672e-05,1.9502677684137612e-07,154.0,0.0,0.9842998942118022,1.0,18.999055285349396,0.0010557365950762943,1.5033678423647311e-07,0.0041188830759040403,0.0051199256845389299,0.0017164897560545162,0.00089440254384262185,2.0316590525280448e-09,1.3280190139390086e-05,0.002431207580949691,1.2255219303184113e-11,0.00020176393068280189,2.8892601128579759e-06,0.00011512364516352784,0.00011504544413512276,4.1195226527910146e-08,1.6569219859262864e-07,2.5958263096019881e-08,2.175073515924706e-05,1.5211529632352533e-09,1.8634918736355523e-09,1.877416011535299e-09,8.2144368688038681e-06,6.0945179951967416e-10,1.2313437907414008e-13,1.7765814566988808e-14,2.3016013063586169e-13,2.0254787437753446e-09,2.7405713137801811e-09,3.7798491838971237e-10,2.0026764920590325e-10,5.4824993802343789e-11,1.6010956590781253e-12,9.181633995022883e-17,8.1962295552363274e-12,4.3805250791334386e-13,1.1425785284397785e-07,1.4104259975571585e-12,3.0381382363476201e-13,4.6442166947436044e-16,6.7561562432940721e-16,2.250903359294131e-12,5.9353349746484382e-21,3.3909523915224413e-21,1.8399149470417592e-13,3.105372966675939e-18,3.6388808241260111e-14,9.5397487921626897e-19,3.2538324701202894e-20,7.3239556355030674e-18,2.1263083561276193e-14,1.8050365926994378e-14,3.2127176342818099e-15,5.2181195022031995e-10,1.0550694791535669e-13,4.2848827787148817e-13,6.2870716352238022e-13,4.2928852340169865e-15,8.6348412880986256e-17
1.5836509778712216e-08,0.5081973674765193,3.6277217711001316e-08,2.0112639052344905e-10,5.8159301500451482e-09,7.0449641733672437e-14,4.7584204411235951e-10,0.0,0.0,3.0357799945249192e-05,2.2069921191485123e-07,154.0,0.0,0.98380134601615821,1.0,18.999025036747565,0.001088647112447106,1.5026796445393055e-07,0.0042436774999943623,0.0052792214829909144,0.0017706814962249065,0.00092160147763366263,2.0948667986794922e-09,1.3693384805204729e-05,0.0025081127509798411,1.2627902611804759e-11,0.00021465680570854307,2.977971757970718e-06,0.00012254920533974519,0.00012246483096841642,4.3851906694892599e-08,1.7131745703368059e-07,2.7632361024367396e-08,2.3377311300909556e-05,1.7658080567570032e-09,2.1798421124810901e-09,2.1966591687102509e-09,9.0088858173944818e-06,6.5559762644463626e-10,1.2696553420977821e-13,1.9080852762621297e-14,2.5247448276404526e-13,2.2449045274399456e-09,3.1360168515132255e-09,4.3317592047209929e-10,2.3231072224043422e-10,6.4341691072682856e-11,1.9551280222910534e-12,1.0650708044943496e-16,9.7178302789750311e-12,5.4265872959196282e-13,1.1812279445369642e-07,1.5604472457513559e-12,3.3623099394804401e-13,5.1382125207426745e-16,7.6035382668554462e-16,2.5345606950783202e-12,6.5686398150101378e-21,3.752769638926336e-21,2.1306968764042814e-13,3.5961498070810626e-18,4.1694454178779891e-14,1.0930670028859062e-18,3.7282553736463244e-20,8.3918135359019633e-18,2.5099483145470151e-14,2.1209952446460084e-14,3.8895306990100614e-15,6.0355193746248679e-10,1.2236316415622746e-13,5.1125492299644515e-13,7.5149371511823453e-13,5.1223838486191632e-15,1.0321255154928319e-16
1.6325578597156234e-08,0.5081973073064451,3.8059424759583485e-08,2.174175196920023e-10,6.535443173401718e-09,8.0970383626902165e-14,5.5216265858314698e-10,0.0,0.0,3.2221701006770049e-05,2.4879724173006506e-07,154.0,0.0,0.98330293199922358,1.0,18.998994773674358,0.001121512878465116,1.5019916097027278e-07,0.0043680651914493321,0.0054382591258914188,0.0018248419277079994,0.00094871157114528545,2.1579719143223808e-09,1.4105908578154004e-05,0.0025849827184369536,1.2999368619427068e-11,0.00022793766849200196,3.0663947927051597e-06,0.00013019894523201399,0.00013010803203800152,4.6588723229287884e-08,1.7694014247343626e-07,2.93569580631954e-08,2.5074904734688562e-05,2.0399161351197191e-09,2.5374719287232501e-09,2.5576643027675782e-09,9.8518568928189703e-06,7.0378129197465908e-10,1.3079046880372323e-13,2.0452857911052229e-14,2.761571909658701e-13,2.4796108504685574e-09,3.5728372533466547e-09,4.9421017098322506e-10,2.6813243356121515e-10,7.5085740683435162e-11,2.3721428706882335e-12,1.2293020908091684e-16,1.1459963394308173e-11,6.678220250215141e-13,1.2198550475681594e-07,1.7219396827126202e-12,3.7113397322318502e-13,5.6699817827994291e-16,8.529408433419232e-16,2.8446125141792976e-12,7.2505076494595011e-21,4.1423317064016494e-21,2.4573929782000328e-13,4.1475420673311279e-18,4.7584451929905528e-14,1.2474781440959028e-18,4.2549301431626036e-20,9.5772813620503617e-18,2.948625419086681e-14,2.4803780492829513e-14,4.6824736980373037e-15,6.9509247373679862e-10,1.4128467843920295e-13,6.0678416254067043e-13,8.9341953904839898e-13,6.0798332599764922e-15,1.2270542016205189e-16
1.681464741560025e-08,0.5081972479004703,3.9865752069559174e-08,2.3447458156442033e-10,7.3181319332494797e-09,9.2665546447201251e-14,6.3791290954666259e-10,0.0,0.0,3.4138121914007167e-05,2.7946427085988039e-07,154.0,0.0,0.98280465437063658,1.0,18.998964495209048,0.0011543339353491911,1.5013037412376127e-07,0.0044920451135299451,0.0055970369253258954,0.0018789710601645902,0.0009757325995926997,2.2209737296089118e-09,1.4517757079332458e-05,0.002661817492045312,1.3369614246020756e-11,0.00024160548228725014,3.1545284769607386e-06,0.0001380721333770992,0.00013797429512031484,4.9405406397789802e-08,1.8256025525093569e-07,3.1131884232476279e-08,2.6844663452326537e-05,2.3458790499278337e-09,2.940238689106393e-09,2.9643506341275966e-09,1.0744650520574863e-05,7.5403604333656148e-10,1.3460914225461334e-13,2.1882750133006159e-14,3.0124518208383128e-13,2.7300849358296898e-09,4.0537917488033294e-09,5.614820441273008e-10,3.0802483080239269e-10,8.7162275695728327e-11,2.8607717176647149e-12,1.4121962071370884e-16,1.344611658871187e-11,8.1676257003134852e-13,1.2584598428852853e-07,1.8954784273394887e-12,4.0864763166965005e-13,6.2414183105866739e-16,9.5386319690993096e-16,3.1827017060559625e-12,7.9833779539754547e-21,4.5610323058348604e-21,2.8232705171582142e-13,4.7650641969375496e-18,5.4103206282977465e-14,1.4183723534530264e-18,4.8378273887213299e-20,1.0889296016603202e-17,3.4483055317494496e-14,2.8875883527796257e-14,5.6071717896982422e-15,7.9726953126989104e-10,1.6245226405071522e-13,7.1657679543646479e-13,1.0567593823115176e-12,7.1802844067587867e-15,1.4513945442929609e-16
1.730371623404427e-08,0.5081971892533415,4.1695211506503397e-08,2.5230714511964917e-10,8.1673511658844236e-09,1.0562338681427508e-13,7.3392818127764128e-10,0.0,0.0,3.6106759304293909e-05,3.1284720954576947e-07,154.0,0.0,0.98230651532936064,1.0,18.998934200439905,0.0011871103253584571,1.5006160425104604e-07,0.0046156162476064461,0.0057555532051563642,0.0019330689033763935,0.0010026643421375259,2.2838715793611538e-09,1.4928925960361482e-05,0.0027386170806990118,1.3738636465629788e-11,0.00025565920733438803,3.2423720834962166e-06,0.00014616803645470898,0.00014606286497646586,5.2301685387435877e-08,1.8817779584358481e-07,3.2956968871865946e-08,2.8687728889428342e-05,2.6862021231101818e-09,3.3922240870073428e-09,3.4208673896117348e-09,1.168855491494194e-05,8.0639493898537315e-10,1.3842151424413268e-13,2.3371444284435838e-14,3.2777503789996309e-13,2.9968099499732739e-09,4.5817212381226341e-09,6.3539773976817939e-10,3.5229072561977459e-10,1.0068086873787358e-10,3.4304931141224029e-12,1.6151414519491326e-16,1.5701423023763198e-11,9.930830240450351e-13,1.2970423365945168e-07,2.0816573448430684e-12,4.4890090549152855e-13,6.85447766383057e-16,1.0636247255282679e-15,3.550529717150609e-12,8.7697696381844896e-21,5.0103105308336744e-21,3.2317945074284103e-13,5.4545644048698697e-18,6.1297053211105914e-14,1.6069643024768446e-18,5.481090404049413e-20,1.2337183041642127e-17,4.0154008519606897e-14,3.3473212118772751e-14,6.6807964008341469e-15,9.109627971239509e-10,1.8605650816462521e-13,8.422581077041498e-13,1.2439786979305928e-12,8.4400370322084425e-15,1.7085328388693411e-16
1.7792785052488286e-08,0.5081971313598226,4.3546846871315737e-08,2.7092437983826303e-10,9.0865154451040329e-09,1.1993555751216447e-13,8.410898115754843e-10,0.0,0.0,3.8127305444655974e-05,3.4909641647327827e-07,154.0,0.0,0.98180851706360894,1.0,18.998903888464191,0.0012198420907918995,1.4999285168715328e-07,0.004738777593164446,0.0059138063010881255,0.0019871354672454764,0.0010295065818890911,2.3466648030976674e-09,1.5339410903563372e-05,0.002815381493461183,1.4106432306390105e-11,0.00027009780089998756,3.329924897934388e-06,0.00015448591932005058,0.00015437298336207312,5.5277288309119915e-08,1.9379276480000781e-07,3.4832040642917333e-08,3.0605235872456952e-05,3.0634941737965947e-09,3.8977394218803434e-09,3.931599406162631e-09,1.2684846061918745e-05,8.6089084706575852e-10,1.4222754473862526e-13,2.4919849914036939e-14,3.5578299459744087e-13,3.2802649798835783e-09,5.1595474367346212e-09,7.1637515932832129e-10,4.0124360504451729e-10,1.1575550254574122e-10,4.0916839116196193e-12,1.8395750670808654e-16,1.8252719273008038e-11,1.200800025139269e-12,1.3356025351721089e-07,2.2810898136460125e-12,4.9202696325437371e-13,7.511179657648065e-16,1.1827470601669349e-15,3.9498581525394659e-12,9.6122842955186687e-21,5.4916527135945829e-21,3.6866344991186663e-13,6.2222361138096315e-18,6.9214295141669478e-14,1.814520207816336e-18,6.1890383202943305e-20,1.3930663714237009e-17,4.6567890873747437e-14,3.8645726501629882e-14,7.9221643721175655e-15,1.037096519500622e-09,2.1229802313964368e-13,9.8558404409570378e-13,1.4577432071132539e-12,9.8767016121760825e-15,2.0021304529942305e-16
1.8281853870932303e-08,0.5081970742146936,4.54197328463572e-08,2.9033506852672563e-10,1.0079097181825679e-08,1.3569709229501748e-13,9.6032608039823085e-10,0.0,0.0,4.0199448302986814e-05,3.8836564112859908e-07,154.0,0.0,0.98131066175077175,1.0,18.998873558388194,0.0012525292739879561,1.4992411676547485e-07,0.0048615281678094013,0.0060717945607353723,0.002041170761793683,0.0010562591059053766,2.4093527450597116e-09,1.5749207622132643e-05,0.0028921107395631944,1.4472998850542621e-11,0.00028492021731758236,3.4171862187656334e-06,0.00016302504503639523,0.00016290388903764591,5.8331942201300845e-08,1.9940516270136142e-07,3.6756927531417562e-08,3.2598312566326224e-05,3.4804674596455377e-09,4.4613307886538288e-09,4.501172651942434e-09,1.3734787703381689e-05,9.1755644389058057e-10,1.4602719399068334e-13,2.6528871221242052e-14,3.8530494226542932e-13,3.5809250132122338e-09,5.7902720190144031e-09,8.0484378159332891e-10,4.5520754003276206e-10,1.3250453847378282e-10,4.8556716814339673e-12,2.0869828184604943e-16,2.1128603311886176e-11,1.444377137868069e-12,1.3741404452524451e-07,2.4944095212210437e-12,5.3816337857203986e-13,8.2136109831838195e-16,1.3117701376134374e-15,4.3825104987353608e-12,1.0513609576841653e-20,6.006594352309723e-21,4.191671551378238e-13,7.0746297292517963e-18,7.7905238981411457e-14,2.0423588276963143e-18,6.9661695061714127e-20,1.5679862696543539e-17,5.3798329848394515e-14,4.4446489793774944e-14,9.3518400546195798e-15,1.1766403323890606e-09,2.4138765363180974e-13,1.1484474743942277e-12,1.7009286109163875e-12,1.1509262233075876e-14,2.336137165980217e-16
1.877092268937632e-08,0.5081970178127526,4.731297397691824e-08,3.1054761971650775e-10,1.1148624641741935e-08,1.5300638779288023e-13,1.0926131776955155e-09,0.0,0.0,4.2322871619663637e-05,4.3081196575501813e-07,154.0,0.0,0.98081295155734394,1.0,18.998843209327188,0.0012851719173241148,1.4985539981775677e-07,0.0049838670072694536,0.0062295163436856581,0.0020951747971620191,0.0010829217051935979,2.4719347542369697e-09,1.6158311860304213e-05,0.0029688048284038024,1.4838333234441172e-11,0.00030012540802820388,3.50415535735031e-06,0.00017178467490765217,0.00017165481777950222,6.1465373033903914e-08,2.0501499015910299e-07,3.8731456849846305e-08,3.4668080422599726e-05,3.9399375370368977e-09,5.0877841769761337e-09,5.1344596645847641e-09,1.483963132246451e-05,9.7642421243687611e-10,1.4982042254070692e-13,2.8199407014700683e-14,4.1637642444571431e-13,3.8992609210602239e-09,6.4769757612742662e-09,9.0124453841612371e-10,5.1451709156759087e-10,1.5105068323956223e-10,5.7347882590296779e-12,2.3588985656150579e-16,2.4359492548739567e-11,1.7287592630976099e-12,1.4126560736365202e-07,2.7222712883308636e-12,5.8745230899670089e-13,8.9639279217745198e-16,1.4512527491449242e-15,4.8503739676821334e-12,1.1476522685260699e-20,6.5567221078092045e-21,4.7510054064603815e-13,8.0186647478176242e-18,8.7422237076277841e-14,2.291852535289199e-18,7.8171652305313553e-20,1.7595316276487432e-17,6.1924002498787563e-14,5.0931762119536896e-14,1.0992240379250667e-14,1.330610058412566e-09,2.7354667947273504e-13,1.3328845505482169e-12,1.9766304454578273e-12,1.3358140381392426e-14,2.7148047053642491e-16
1.9259991507820338e-08,0.5081969621488142,4.9225703686847524e-08,3.3157007965217703e-10,1.2298679981199573e-08,1.7196518267517423e-13,1.2389761503555719e-09,0.0,0.0,4.4497254979582612e-05,4.7659574692845684e-07,154.0,0.0,0.98031538863885581,1.0,18.998812840405474,0.0013177700632165026,1.4978670117408882e-07,0.0051057931653966564,0.0063869700215632621,0.0021491475836100419,0.0011094941747104398,2.5344101843928586e-09,1.656671939351887e-05,0.003045463769548297,1.5202432648555736e-11,0.00031571232162095974,3.5908316379199742e-06,0.00018076406851094603,0.00018062500239121129,6.4677305712410784e-08,2.1062224781966032e-07,4.0755455239953197e-08,3.6815654128304446e-05,4.4448230444656134e-09,5.7821304802710744e-09,5.8365849064332819e-09,1.6000616130154935e-05,1.0375264408594858e-09,1.5360719121843778e-13,2.9932350671252988e-14,4.4903263771950105e-13,4.2357394429380997e-09,7.2228176840243326e-09,1.0060296903262836e-09,5.795172146482316e-10,1.7152095414404729e-10,6.7424243824348952e-12,2.6569038214902707e-16,2.7977681885646303e-11,2.0594085168669001e-12,1.4511494273328763e-07,2.9653519210436888e-12,6.400406809756882e-13,9.7643591505799458e-16,1.6017731248398461e-15,5.355401461812537e-12,1.2503893989460546e-20,7.1436758679169132e-21,5.3689618791865263e-13,9.0616422291192503e-18,9.7819731271781172e-14,2.5644284733574678e-18,8.7468936021721417e-20,1.9687981232396756e-17,7.102883884441029e-14,5.8161095916634801e-14,1.2867742927775478e-14,1.5000684897485438e-09,3.0900701426822362e-13,1.5410811507141947e-12,2.2881740745513234e-12,1.5445259605312869e-14,3.1427004722263534e-16
1.9749060326264356e-08,0.5081969072177109,5.1157083327169119e-08,3.5341014388259231e-10,1.3532897301473419e-08,1.9267853422658843e-13,1.4004898282003499e-09,0.0,0.0,4.672227388459128e-05,5.2588055677174209e-07,154.0,0.0,0.97981797513980207,1.0,18.998782450756369,0.001350323754119475,1.4971802116289345e-07,0.0052273057141665521,0.0065441539780914017,0.0022030891315152445,0.0011359763133619296,2.5967783940893666e-09,1.6974426028585596e-05,0.0031220875727276517,1.5565294337470673e-11,0.00033167990387364968,3.6772143975774522e-06,0.00018996248372919655,0.00018981367271554884,6.796746408213364e-08,2.1622693635710999e-07,4.2828748675451242e-08,3.9042141555367481e-05,4.9981454133706991e-09,6.5496504146289747e-09,6.6129300366581899e-09,1.7218969053104298e-05,1.1008952210225876e-09,1.5738746114446484e-13,3.1728590095403124e-14,4.8330843133286598e-13,4.5908231734751205e-09,8.0310341935434453e-09,1.1196627020515281e-09,6.5056316047231019e-10,1.9404664298822808e-10,7.8930853920487219e-12,2.9826273039859977e-16,3.2017401797654196e-11,2.4423415830324847e-12,1.489620513516577e-07,3.2243510898598113e-12,6.9608038073025241e-13,1.0617208637492274e-15,1.7639295534165115e-15,5.8996136598158464e-12,1.3598690752728617e-20,7.7691508779026251e-21,6.0501004761860083e-13,1.0211257655436599e-17,1.0915430022566104e-13,2.8615697941446189e-18,9.7604138004664606e-20,2.1969244352122636e-17,8.1202229740114659e-14,6.6197432698778966e-14,1.500479704133569e-14,1.6861261470172972e-09,3.4801139967588469e-13,1.7753794061873874e-12,2.6391248134927409e-12,1.7794111008114956e-14,3.624721446655715e-16
2.0238129144708373e-08,0.508196853014292,5.3106301256561772e-08,3.7607516846878715e-10,1.4854960721600379e-08,2.15254792482727e-13,1.5782797289687739e-09,0.0,0.0,4.8997599826296338e-05,5.7883312382715759e-07,154.0,0.0,0.97932071319357383,1.0,18.998752039522152,0.0013828330325252071,1.496493601109155e-07,0.0053484037436761387,0.0067010666091533097,0.0022569994513724472,0.0011623679240029606,2.6590387467114458e-09,1.7381427603841094e-05,0.0031986762478376698,1.5926915599878236e-11,0.0003480270977934167,3.7633029862957492e-06,0.00019937917678369677,0.00019922005564695599,7.1335570932670678e-08,2.2182905646137611e-07,4.4951162464824439e-08,4.134864371068414e-05,5.6030285103781245e-09,7.3958793475615635e-09,7.4691391001456287e-09,1.8495904722645848e-05,1.1665624470493677e-09,1.6116119373170297e-13,3.3589007679299517e-14,5.1923830685979019e-13,4.9649705505831828e-09,8.9049382227593628e-09,1.2426181179512799e-09,7.2802037706488409e-10,2.1876327887219955e-10,9.2024479595626367e-12,3.3377444803706877e-16,3.6514876419060396e-11,2.8841685429780002e-12,1.528069339459198e-07,3.4999922353031937e-12,7.5572845091570445e-13,1.1524858623196347e-15,1.9383410374303113e-15,6.4851012225693687e-12,1.4763980974925727e-20,8.4348999354616987e-21,6.7992222591822558e-13,1.1475614203292947e-17,1.2148471010787876e-13,3.1848169880538032e-18,1.0862980608879553e-19,2.4450932633820642e-17,9.2539239566707117e-14,7.5107201554516445e-14,1.7432038012190672e-14,1.8899420160431473e-09,3.9081359532215347e-13,2.0382843072250177e-12,3.0332981777638562e-12,2.0429819533192401e-14,4.1661082648018999e-16
2.072719796315239e-08,0.5081967995334247,5.5072571952634575e-08,3.9957218082138713e-10,1.6268602469937496e-08,2.3980557206390821e-13,1.7735229422285368e-09,0.0,0.0,5.1322900359225375e-05,6.3562327360653598e-07,154.0,0.0,0.97882360492239318,1.0,18.998721605854133,0.0014152979409632759,1.4958071834321193e-07,0.0054690863621402151,0.0068577063228521572,0.0023108785537931712,0.0011886688134364577,2.7211906104909398e-09,1.7787719989306166e-05,0.0032752298049381194,1.6287293788567111e-11,0.00036475284365743063,3.8490967669158201e-06,0.00020901340226668681,0.00020884337514449021,7.4781348002538152e-08,2.274286088339412e-07,4.7122521254246681e-08,4.3736254686825391e-05,6.2626982146410895e-09,8.3266120366260515e-09,8.4111236330352839e-09,1.9832625465017577e-05,1.2345598138900659e-09,1.6492835068684326e-13,3.5514480263228022e-14,5.5685641790205976e-13,5.3586358448905549e-09,9.8479183714141323e-09,1.3753814373582776e-09,8.1226440855809406e-10,2.4581059002856621e-10,1.0687417814340762e-11,3.7239771055092647e-16,4.1508381625495862e-11,3.3921331845656142e-12,1.5664959125065194e-07,3.7930234993455922e-12,8.191472929254895e-13,1.2489772688298175e-15,2.1256479836221216e-15,7.1140271185525747e-12,1.6002937344717234e-20,9.1427356486883348e-21,7.6213779664637237e-13,1.2863236450791643e-17,1.3487196880645713e-13,3.5357693042199054e-18,1.2060049261974442e-19,2.7145324192237761e-17,1.0514082408068207e-13,8.4960419665387922e-14,2.0180404415294137e-14,2.1127242623937206e-09,4.3767856431996495e-13,2.332470383836978e-12,3.4747702505295724e-12,2.3379211001303524e-14,4.7724594590993089e-16
