Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859)
1.1060565560181604e-10,0.508199741484398,3.6706610844787161e-11,2.0879296961401983e-15,1.6779577796137198e-15,2.9163423619222007e-23,1.4568979544539616e-18,0.0,0.0,1.5630818667983145e-09,7.3275784113209546e-16,154.0,0.0,0.99988655683162619,1.0,18.99999569451575,7.7693247375500621e-06,1.5248706840054268e-07,3.3550484976103719e-05,3.7667875463612598e-05,1.2420555459854924e-05,4.2071276202001401e-06,1.4947804849000667e-11,9.6775328105382774e-08,1.755986786099758e-05,5.7646578395581088e-14,1.0731406755845518e-08,5.836040665123252e-09,1.1860728895594797e-09,1.1853864633345478e-09,4.2290429819038449e-13,6.5556267448846619e-11,2.6352180684484662e-13,7.8692476600875755e-10,1.1441374397394356e-21,1.0795607103373044e-21,1.0796062217083558e-21,2.5187924926022849e-12,3.5802856417198166e-15,8.9730406340847595e-16,2.8522449096699025e-18,1.6338125914884797e-18,4.2294868039676715e-16,5.9410505378600566e-18,1.0795749224136722e-19,9.5321588101051507e-21,5.137822257943058e-23,3.3008052262132541e-26,4.3682599796704557e-27,1.2716685969916427e-22,1.5568482598995326e-26,4.6328394908704348e-11,2.3627325461089417e-17,2.2439240226832592e-18,7.7348007234821684e-21,5.0557811057975185e-22,5.5898438908970412e-19,4.3837476479087578e-26,2.5045055999407557e-26,3.9716028927045593e-22,6.6977591359640597e-27,1.2194666947484767e-22,3.1963582119695526e-27,1.0903935409035302e-28,2.447377748767704e-26,5.4834325154768631e-25,5.4761331157043393e-25,7.2993997725251006e-28,1.1320193019451077e-19,8.1192124267741614e-23,6.2028754509664752e-24,1.0116648498398386e-24,5.0673142798955819e-26,1.3723356193584687e-28
1.1393638070705247e-10,0.5081997409364348,3.7877614016894655e-11,2.2252420758934795e-15,1.7833897596381858e-15,3.2863885100819818e-23,1.5943397707633624e-18,0.0,0.0,1.6577896540584827e-09,8.1938309684807218e-16,154.0,0.0,0.99988314079381369,1.0,18.999995505623897,8.0032498559371615e-06,1.5248659743803253e-07,3.450128290908391e-05,3.8802002361575181e-05,1.2796421491035146e-05,4.3929819320660256e-06,1.5397862564739569e-11,9.9717392750777167e-08,1.8091265039522603e-05,6.0193178018689329e-14,1.1387386319752632e-08,6.1498762792685162e-09,1.2893715771435574e-09,1.288625184257517e-09,4.5978888122696341e-13,6.951117403241388e-11,2.8660386696676745e-13,8.3510288624209541e-10,1.3943229999865774e-21,1.3156925781498627e-21,1.3157497659549661e-21,2.7731797932773198e-12,3.8992269373819519e-15,9.2458298786708714e-16,2.9584406074494777e-18,1.7100435305839991e-18,4.5690140966882991e-16,6.6195498030716945e-18,1.2367439026048333e-19,1.0950836452269115e-20,6.0852347862569112e-23,3.9853105187178644e-26,5.0184597146977855e-27,1.4619949847217835e-22,1.8517056523202466e-26,4.9121995126352474e-11,2.5023990193446111e-17,2.4210375194287403e-18,8.1934430730925995e-21,5.4067403998587606e-22,6.099131434032511e-19,4.7297580799034912e-26,2.7021869290828767e-26,4.4648474127278766e-22,7.5297539574535623e-27,1.3707351163865297e-22,3.5928749220800133e-27,1.225652293520854e-28,2.7512001358012619e-26,6.3504389007243316e-25,6.3417297801005474e-25,8.7091206237826824e-28,1.2969648478954034e-19,9.092952971345947e-23,7.1338525937637325e-24,1.1966090524392212e-24,5.8624811685017837e-26,1.623838459046091e-28
1.1726710581228888e-10,0.5081997403849191,3.9052464023859829e-11,2.3672692573478382e-15,1.8922349326060536e-15,3.6908411607298658e-23,1.7402933528737395e-18,0.0,0.0,1.7552708977579362e-09,9.1342478808890072e-16,154.0,0.0,0.99987972475869658,1.0,18.999995315500595,8.2371728368747892e-06,1.5248612649473698e-07,3.5450831373586871e-05,3.9936120072376695e-05,1.3172285980068818e-05,4.5800649197652179e-06,1.5847916625824454e-11,1.0265943350590227e-07,1.8622660464817866e-05,6.2756613130693704e-14,1.2062821217500891e-08,6.4698911466028133e-09,1.3981336521634999e-09,1.3973241110937791e-09,4.9862708551413605e-13,7.357758288737304e-11,3.1091382632101715e-13,8.847171245151811e-10,1.689193930135407e-21,1.5940162239726441e-21,1.594087598370865e-21,3.0445069200396933e-12,4.2357433683307481e-15,9.5186169081430122e-16,3.0657892606004973e-18,1.7871985331502244e-18,4.9238770305250134e-16,7.3511084452564295e-18,1.4108565603111234e-19,1.2527889762869725e-20,7.1708378536631134e-23,4.7851802393506304e-26,5.7412527973973031e-27,1.6737562086974654e-22,2.1912222694190856e-26,5.199424083922458e-11,2.6459094977470449e-17,2.6057666627796068e-18,8.6647463135499874e-21,5.7718844243773648e-22,6.6379801889671501e-19,5.0906465088629262e-26,2.9083682973348235e-26,5.0023307241134966e-22,8.4363856788905686e-27,1.5355434458409746e-22,4.0248857065161124e-27,1.3730180444544934e-28,3.0822381579848797e-26,7.3232914052478219e-25,7.3129533274152807e-25,1.0338077832540083e-27,1.4802021773558843e-19,1.0148972799819656e-22,8.1698589577997531e-24,1.4081406421723483e-24,6.751583116756714e-26,1.9115860466504223e-28
1.205978309175253e-10,0.5081997398301028,4.023116135222593e-11,2.5140311358835244e-15,2.0045134709655067e-15,4.1318085091569959e-23,1.8950308513929384e-18,0.0,0.0,1.8555251236239108e-09,1.0152911134927568e-15,154.0,0.0,0.9998763087262752,1.0,18.999995124232218,8.4710936803758116e-06,1.5248565556011901e-07,3.6399216751503026e-05,4.1070228595394341e-05,1.3548148927220246e-05,4.7682902160110367e-06,1.6297967031996129e-11,1.0560145036920476e-07,1.9154054137252363e-05,6.5335700314899775e-14,1.275771115954408e-08,6.7959647677876849e-09,1.5124645905437246e-09,1.5115886581146322e-09,5.3945669273734899e-13,7.7755137124370898e-11,3.3647555616372543e-13,9.3576790655752116e-10,2.0350336846650418e-21,1.9204678883970419e-21,1.9205564005577631e-21,3.3333346841156533e-12,4.5902193283788814e-15,9.7914017223571182e-16,3.1742912103837749e-18,1.8652606001355574e-18,5.29424004719804e-16,8.1380320387644777e-18,1.6031204983815085e-19,1.4275365353173504e-20,8.4097255086182089e-23,5.7156053069423881e-26,6.5421615110843577e-27,1.9086089713335357e-22,2.5805648299473814e-26,5.4944873769059201e-11,2.793256546904393e-17,2.7981551045867288e-18,9.1486858317320779e-21,6.1514334911060045e-22,7.2071841908539263e-19,5.4664982135116715e-26,3.1230984258040119e-26,5.5865817497147476e-22,9.4219218184730624e-27,1.714662513776792e-22,4.4944113744194277e-27,1.5331800541168406e-28,3.4420423614485346e-26,8.4113191238811437e-25,8.3991065172761693e-25,1.2212606604975303e-27,1.6831581133684885e-19,1.1291445989289609e-22,9.3190054158804734e-24,1.649089848360347e-24,7.7422338967039854e-26,2.239446163334271e-28
1.2392855602276173e-10,0.5081997392722187,4.1413706461735232e-11,2.6655469643522622e-15,2.1202458628000322e-15,4.6114659548375511e-23,2.0588260432014719e-18,0.0,0.0,1.9585518881612962e-09,1.1254010685542366e-15,154.0,0.0,0.99987289269654944,1.0,18.999994931899074,8.70501238645308e-06,1.5248518460551403e-07,3.7346519370849372e-05,4.2204327930003449e-05,1.3924010332760254e-05,4.9575775063331043e-06,1.6748013782997626e-11,1.0854344333901177e-07,1.9685446057204277e-05,6.7929339091154045e-14,1.3472055856326976e-08,7.1279797204899515e-09,1.6324678177243528e-09,1.6315221903063352e-09,5.8231474989159379e-13,8.2043480995136238e-11,3.6331246317173624e-13,9.8825565845919243e-10,2.4387810756474773e-21,2.3016035396673423e-21,2.3017126427996923e-21,3.6402231451290276e-12,4.9630332328583293e-15,1.0064184321158145e-15,3.2839467986014494e-18,1.9442149742590353e-18,5.6802640296619761e-16,8.9826471471251477e-18,1.8147853984955696e-19,1.6205810176216614e-20,9.8181100448672478e-23,6.793241513942851e-26,7.4269375255420962e-27,2.168281569732439e-22,3.0253231376516512e-26,5.7973636484679216e-11,2.9444331117386147e-17,2.998243055016779e-18,9.6452382724781789e-21,6.5456079026970038e-22,7.8075355505663673e-19,5.8573917488635893e-26,3.3464221942337362e-26,6.220196332392063e-22,1.0490742843389391e-26,1.9088832802903914e-22,5.0035255093022445e-27,1.7068455823751759e-28,3.8322038125977953e-26,9.6243743691619028e-25,9.6100130427795294e-25,1.4361326382371803e-27,1.9073261077868095e-19,1.2524622925643234e-22,1.0589750034333771e-23,1.922485876769841e-24,8.8423907969546726e-26,2.6115592062927558e-28
1.2725928112799816e-10,0.5081997387114842,4.2600099785956004e-11,2.8218353981248454e-15,2.2394529112922039e-15,5.1320564907819589e-23,2.2319543565931401e-18,0.0,0.0,2.0643507764914464e-09,1.2441844467764994e-15,154.0,0.0,0.99986947666952031,1.0,18.999994738575857,8.9389289551194505e-06,1.5248471365386957e-07,3.8292813930030808e-05,4.3338418075577654e-05,1.4299870196937862e-05,5.1478521048900404e-06,1.7198056878573048e-11,1.1148541241354909e-07,2.02168362250209e-05,7.0536506103567017e-14,1.4205855018285335e-08,7.4658215356800981e-09,1.7582447606259241e-09,1.7572260753043885e-09,6.2723758791288892e-13,8.6442259888833078e-11,3.9144750124822007e-13,1.0421808065896943e-09,2.9080755463431199e-21,2.7446417654802795e-21,2.7447754821296426e-21,3.9657315649407446e-12,5.3545576148268652e-15,1.0336964704381577e-15,3.394756366995417e-18,2.0240489802738098e-18,6.0821067558122715e-16,9.8873008162883537e-18,2.0471427827984508e-19,1.8332274945765675e-20,1.141336649584609e-22,8.0363007621324893e-26,8.4015634646927314e-27,2.4545745897477748e-22,3.5315312028670918e-26,6.1080272399214695e-11,3.0994324911466014e-17,3.2060675280916503e-18,1.0154381454463314e-20,6.9546279386275675e-22,8.4398245328939932e-19,6.2633994259102434e-26,3.5783809150568639e-26,6.9058370745666953e-22,1.1647341898941442e-26,2.1190167723661998e-22,5.5543543050614355e-27,1.8947398326257789e-28,4.2543539721186339e-26,1.0972846137342934e-24,1.0956030870481874e-24,1.6815266861059023e-27,2.1542673251716641e-19,1.385282944020233e-22,1.1990901105414966e-23,2.2315637085021992e-24,1.0060357810798535e-25,3.0323475315496368e-28
1.305900062332346e-10,0.5081997381481015,4.379034173288742e-11,2.9829145369796265e-15,2.3621557341662652e-15,5.6958910933142013e-23,2.414692896373837e-18,0.0,0.0,2.1729214003424379e-09,1.3720818409249811e-15,154.0,0.0,0.9998660606451879,1.0,18.999994544332019,9.1728433863877845e-06,1.5248424271811915e-07,3.9238169892381196e-05,4.4472499031488886e-05,1.4675728520005299e-05,5.3390445599972191e-06,1.7648096318467726e-11,1.1442735759115919e-07,2.0748224641054045e-05,7.3156249715399061e-14,1.495910835584587e-08,7.8093785810222985e-09,1.8898948975443136e-09,1.8887997332592274e-09,6.7426083956705708e-13,9.0951120328422505e-11,4.2090318285654729e-13,1.0975437775263666e-09,3.4513039700078892e-21,3.2575081180969463e-21,3.2576711141349801e-21,4.3104183719181795e-12,5.7651592196935845e-15,1.0609742871873655e-15,3.5067202574424109e-18,2.1047518766218352e-18,6.4999233195487011e-16,1.0854360137975004e-17,2.3015257668475237e-19,2.0668317438502918e-20,1.3214077340917442e-22,9.4646448742695586e-26,9.472254420706804e-27,2.7693615855960223e-22,4.1056887886578294e-26,6.4264525767332907e-11,3.2582483144218193e-17,3.4216625699309426e-18,1.0676094291978748e-20,7.3787138422004057e-22,9.1048396295469188e-19,6.6845877575178181e-26,3.8190125881439557e-26,7.6462331841560166e-22,1.2896324548443652e-26,2.3458940233415092e-22,6.1490764072583418e-27,2.0976058976638114e-28,4.7101645730314048e-26,1.2467673533188412e-24,1.2448065535996753e-24,1.960799719165949e-27,2.4256117071543723e-19,1.5280466031461655e-22,1.3531620114740693e-23,2.5797708568833153e-24,1.1404788737942553e-25,3.5065247391874006e-28
1.3392073133847101e-10,0.5081997375822581,4.4984432685543196e-11,3.1488019640521756e-15,2.4883757631149238e-15,6.3053491122275184e-23,2.607320468917075e-18,0.0,0.0,2.2842633961802251e-09,1.5095446443515639e-15,154.0,0.0,0.99986264462355268,1.0,18.999994349232129,9.4067556802709384e-06,1.5248377177255815e-07,4.0182651853056256e-05,4.5606570797107513e-05,1.5051585302229672e-05,5.5310902872978179e-06,1.8098132102428814e-11,1.1736927887024942e-07,2.127961130567651e-05,7.5787684982722588e-14,1.573181557942625e-08,8.1585419508884276e-09,2.0275158060933775e-09,2.0263406847507869e-09,7.234194566380039e-13,9.5569709967037021e-11,4.5170158990925481e-13,1.1543449979914412e-09,4.0776489623370004e-21,3.8488809024096256e-21,3.8490785681583769e-21,4.674841134351897e-12,6.1951990982928596e-15,1.0882518823486785e-15,3.6198388123149823e-18,2.1863147176601405e-18,6.9338665215117599e-16,1.1886211877961746e-17,2.5793088059469956e-19,2.3228005695212844e-20,1.5240077412846951e-22,1.109988195809483e-25,1.0645459421785585e-26,3.1145897470196791e-22,4.754783380508262e-26,6.7526141682477734e-11,3.4208745193320303e-17,3.645059470909465e-18,1.1210356722206671e-20,7.8180858085445325e-22,9.8033676273321887e-19,7.1210178729002417e-26,4.0683521375984439e-26,8.4441803264697228e-22,1.4242408523187486e-26,2.5903660142486029e-22,6.7899227593211009e-27,2.3162047072318641e-28,5.2013475025298311e-26,1.4120359154848107e-24,1.4097583396500811e-24,2.2775758347297902e-27,2.7230590177459303e-19,1.6812007168554647e-22,1.5221424655473486e-23,2.9707740813862696e-24,1.2884690213052676e-25,4.0391048996429925e-28
1.3725145644370744e-10,0.5081997370141288,4.6182373002515491e-11,3.3195147820513556e-15,2.6181347432150864e-15,6.9628786612764601e-23,2.8101176071751696e-18,0.0,0.0,2.3983764234708444e-09,1.6570350523627008e-15,154.0,0.0,0.99985922860461518,1.0,18.999994153336257,9.6406658367817665e-06,1.5248330081887895e-07,4.1126319880208515e-05,4.6740633371802667e-05,1.5427440543866113e-05,5.7239292286475009e-06,1.8548164230203851e-11,1.2031117624915172e-07,2.1810996219244118e-05,7.8429988980407846e-14,1.6523976399435074e-08,8.513205362560137e-09,2.1712032093052727e-09,2.1699445968618301e-09,7.7474772645495113e-13,1.0029767758436834e-10,4.8386438423720246e-13,1.2125848947968636e-09,4.7971386951774648e-21,4.528238395854787e-21,4.5284769347995387e-21,5.059556541872452e-12,6.6450326984354302e-15,1.1155292559066328e-15,3.7341123737280665e-18,2.2687302257100629e-18,7.3840872316460608e-16,1.2985262164489757e-17,2.8819074367680941e-19,2.6025921135582057e-20,1.751249899734245e-22,1.29654652997475e-25,1.1927862860317357e-26,3.4922805558618739e-22,5.4863125788819216e-26,7.0864866074119861e-11,3.5873053317372178e-17,3.8762869628582609e-18,1.1757149637604518e-20,8.2729639735462495e-22,1.0536193671839553e-18,7.5727459028732344e-26,4.3264316318584043e-26,9.3025404816751947e-22,1.5690423481810087e-26,2.85330361691216e-22,7.4791764533493075e-27,2.5513149771380919e-28,5.7296546873589269e-26,1.5942982440020588e-24,1.5916624841369885e-24,2.6357598650702157e-27,3.0483798700499295e-19,1.8452000673227901e-22,1.7070191300203529e-23,3.4084660579795693e-24,1.4509424673408781e-25,4.6354117201992796e-28
1.4058218154894387e-10,0.5081997364438763,4.738416301851967e-11,3.4950696469335307e-15,2.7514547323366799e-15,7.6709970089665081e-23,3.0233665956453378e-18,0.0,0.0,2.5152601630644831e-09,1.8150260636087871e-15,154.0,0.0,0.99985581258837586,1.0,18.999993956700248,9.8745738559331322e-06,1.5248282987794072e-07,4.2069229832247309e-05,4.7874686754942373e-05,1.5803294245161135e-05,5.9175055349096004e-06,1.899819270154104e-11,1.2325304972617955e-07,2.2342379382100483e-05,8.108239645573747e-14,1.7335590526271856e-08,8.8732650582110617e-09,2.3210510199916248e-09,2.3197053275131346e-09,8.282792877956607e-13,1.0513467308306529e-10,5.1741281766247552e-13,1.2722638947961076e-09,5.620698198366669e-21,5.3059074883290853e-21,5.3061940138885083e-21,5.4651203938371626e-12,7.1150099549644559e-15,1.1428064078455784e-15,3.849541283689414e-18,2.3519926722363437e-18,7.8507347256008272e-16,1.4153936232311704e-17,3.2107780159929749e-19,2.9077161600182038e-20,2.0053817116743514e-22,1.50867947642435e-25,1.3326385887630343e-26,3.9045304337844584e-22,6.3083069142376921e-26,7.428044570501465e-11,3.7575352466394332e-17,4.1153714023633095e-18,1.2316454823039332e-20,8.7435684036447802e-22,1.1304101326952059e-18,8.0398233379485571e-26,4.5932804882816125e-26,1.022424180746595e-21,1.7245310778448602e-26,3.1355975386879498e-22,8.2191725852224327e-27,2.8037331598419832e-28,6.2968779825020997e-26,1.7948212974543431e-24,1.7917817462093173e-24,3.0395512450265602e-27,3.4034167348200912e-19,2.0205067177240468e-22,1.9088158440773524e-23,3.8969720056170839e-24,1.6288713277201925e-25,5.3010876512493769e-28
1.439129066541803e-10,0.5081997358716513,4.8589803044921238e-11,3.6754827992135931e-15,2.8883581005482357e-15,8.4322909696057459e-23,3.2473514952902831e-18,0.0,0.0,2.6349143156928534e-09,1.9840014814754366e-15,154.0,0.0,0.99985239657483516,1.0,18.999993759376036,1.0108479737737886e-05,1.524823589380868e-07,4.3011433652864877e-05,4.9008730945893455e-05,1.6179146406373623e-05,6.1117672709806301e-06,1.9448217516190244e-11,1.2619489929971075e-07,2.2873760794606688e-05,8.3744195786630121e-14,1.8166657670327015e-08,9.2386197122887561e-09,2.4771513834621093e-09,2.4757149681570626e-09,8.8404714620032619e-13,1.1008034748514237e-10,5.5236774169707566e-13,1.3333824248422746e-09,6.5602021358602037e-21,6.1931137296063432e-21,6.1934563704423723e-21,5.8920875937647513e-12,7.605475378343732e-15,1.1700833381504841e-15,3.9661258847452528e-18,2.4360977674923427e-18,8.3339569968382611e-16,1.5394678218205341e-17,3.5674174575671481e-19,3.239734433219779e-20,2.2887894991161517e-22,1.7491320681386385e-25,1.4848187781103522e-26,4.3535113827378236e-22,7.2293530843632283e-26,7.7772628168468307e-11,3.9315590105636496e-17,4.3623369411438135e-18,1.2888254897337648e-20,9.2301190864315347e-22,1.2107872630475489e-18,8.5222973611868591e-26,4.8689256633097499e-26,1.1212278506592102e-21,1.8912123239104328e-26,3.4381582687366088e-22,9.0122981137334779e-27,3.0742733964127941e-28,6.9048490629632495e-26,2.0149323764477334e-24,2.0114389182542012e-24,3.4934581935332639e-27,3.7900849312869575e-19,2.2075899652237722e-22,2.128592910561118e-23,4.440656268890963e-24,1.823263878324243e-25,6.0421029323329638e-28
1.5057435686465315e-10,0.5081997347218364,5.1012634260632121e-11,4.0509470183756571e-15,3.1730060119533618e-15,1.0125103064496178e-22,3.7286743033721748e-18,0.0,0.0,2.8825327543462444e-09,2.3568947823906756e-15,154.0,0.0,0.99984556455585238,1.0,18.999993362852756,1.0576285089359009e-05,1.5248141706233925e-07,4.4893912680078789e-05,5.1276791748692543e-05,1.6930846109563213e-05,6.5021572835173189e-06,2.0348256174423854e-11,1.320785267297417e-07,2.3936518369979776e-05,8.9093370047211824e-14,1.9887149851608655e-08,9.9848202459145396e-09,2.8084697543490942e-09,2.8068407546132339e-09,1.0024206968746391e-12,1.2029634266289358e-10,6.2657852099325808e-13,1.459939782288736e-09,8.8396206615604943e-21,8.3458466873905996e-21,8.3463305883043583e-21,6.8124471908421091e-12,8.6492221635214397e-15,1.2246365337975219e-15,4.202763528486227e-18,2.6068253497894206e-18,9.3507130983444569e-16,1.8102236213578303e-17,4.3701917988982171e-19,3.9909620053401666e-20,2.9536998261334028e-22,2.3270662260681138e-25,1.8291463915684445e-26,5.3707361963933623e-22,9.4058720019147837e-26,8.498579610272266e-11,4.2909682349153943e-17,4.8799978103572264e-18,1.4069274044872228e-20,1.0251938716698147e-21,1.382612700401603e-18,9.5336041474316734e-26,5.4467015074763733e-26,1.3399664308429254e-21,2.2602291045089421e-26,4.1078207102758494e-22,1.0767743700119531e-26,3.6730647621369409e-28,8.2505597574920553e-26,2.5195374534067435e-24,2.5149661697491824e-24,4.5712836575608752e-27,4.666346618520823e-19,2.618999393283604e-22,2.6265133112004663e-23,5.7122518330885359e-24,2.2656556583581423e-25,7.775725158659955e-28
1.565696620540787e-10,0.5081997336815677,5.3206352053550042e-11,4.4056355626319046e-15,3.4416750763864803e-15,1.1857883216142295e-22,4.2014685970603899e-18,0.0,0.0,3.1148615192311864e-09,2.7351402076728612e-15,154.0,0.0,0.99983941574800295,1.0,18.999993004078316,1.0997302596221609e-05,1.5248056934686139e-07,4.6586179067167619e-05,5.3318015027556829e-05,1.7607370577896985e-05,6.8554023064667941e-06,2.1158278458455942e-11,1.3737370965053118e-07,2.4892994205166539e-05,9.393357889577315e-14,2.1502119228099141e-08,1.0673539791404229e-08,3.1289296553689814e-09,3.1271143513294692e-09,1.1169236851339023e-12,1.2985894201733897e-10,6.9837972962467133e-13,1.5787688777659954e-09,1.1428147427660464e-20,1.0790787712118121e-20,1.07914392194071e-20,7.7195188225099112e-12,9.6620119187306556e-15,1.2737336517404818e-15,4.4196933032045022e-18,2.763344990528715e-18,1.0323947531305238e-15,2.0810412680632476e-17,5.2034963982026211e-19,4.7757860381495322e-20,3.6791865236871544e-22,2.9761780978497272e-25,2.1888770734662652e-26,6.4352181372758235e-22,1.1801871414881469e-25,9.1737113695875686e-11,4.6273633930795269e-17,5.3730484569465611e-18,1.517476466552442e-20,1.1228317578345698e-21,1.5503025542269899e-18,1.0496832202104578e-25,5.9970091983752341e-26,1.5626564150851861e-21,2.63591909211649e-26,4.7893666200996806e-22,1.2554350325899996e-26,4.2824824152321565e-28,9.6202437978454654e-26,3.055270744032905e-24,3.0495059540259693e-24,5.7647900069352729e-27,5.5839013438754815e-19,3.0343986731706609e-22,3.1475279188630741e-23,7.094307004466781e-24,2.7309795097825536e-25,9.6605669028115856e-28
1.6256496724350425e-10,0.508199732636819,5.5412547707522994e-11,4.7763014118737281e-15,3.7223163952201781e-15,1.3806402515001227e-22,4.7135487787582102e-18,0.0,0.0,3.3561625391049127e-09,3.1569931992008293e-15,154.0,0.0,0.99983326694890629,1.0,18.999992643729932,1.1418313178281165e-05,1.5247972163257156e-07,4.827681353423024e-05,5.5359208513845319e-05,1.8283890060279275e-05,7.2102122832438055e-06,2.1968288890941756e-11,1.4266881509866466e-07,2.5849464374677027e-05,9.8795230961636305e-14,2.3180111875952299e-08,1.1377941580806613e-08,3.471004287064307e-09,3.4689900832668481e-09,1.2391581412687539e-12,1.3976828449722319e-10,7.750449075765696e-13,1.7022686856778458e-09,1.4626302288271149e-20,1.3811870142346149e-20,1.3812737206865111e-20,8.7045266343303448e-12,1.0746302300394348e-14,1.3228300513543184e-15,4.6403728366514587e-18,2.9225837698035992e-18,1.1353155708704687e-15,2.3790952242364353e-17,6.1518782752269652e-19,5.6744399465515299e-20,4.5434685955838689e-22,3.7702589591026471e-25,2.600786653564997e-26,7.6560089081657335e-22,1.4680306525363565e-25,9.8732736711411122e-11,4.9759788015739931e-17,5.8919243015338281e-18,1.6320501174867813e-20,1.2259779097965827e-21,1.7308219960308979e-18,1.1510512602041027e-25,6.5761411260829287e-26,1.8117961983792494e-21,3.0562382670151073e-26,5.5516356648461881e-22,1.4552574471860342e-26,4.9640806930882025e-28,1.1152246012819945e-25,3.6780089768461123e-24,3.6708025148060935e-24,7.2064620400192496e-27,6.6371593407826623e-19,3.4955797388575198e-22,3.7449849435251579e-23,8.7346304464271559e-24,3.2670091522633689e-25,1.1898282997621105e-27
1.685602724329298e-10,0.5081997315881482,5.7631222257763619e-11,5.1630276547470338e-15,4.0150716420978143e-15,1.5988313538851968e-22,5.2666389941963576e-18,0.0,0.0,3.6064346245269095e-09,3.6256661526310045e-15,154.0,0.0,0.99982711815856573,1.0,18.99999228200096,1.1839316835612664e-05,1.5247887395288431e-07,4.9966009472063734e-05,5.7400372203839404e-05,1.8960404558149074e-05,7.5663938539895002e-06,2.2778287470431254e-11,1.4796384306457983e-07,2.6805928880515943e-05,1.0367567680085253e-13,2.4921126105834979e-08,1.2097512114027567e-08,3.8351722331955061e-09,3.8329462544738689e-09,1.3692954856918775e-12,1.5002237486837946e-10,8.5668234433636006e-13,1.8304416916876288e-09,1.8545157881992697e-20,1.7514154961685845e-20,1.7515296576882594e-20,9.770675278038624e-12,1.1903917518167497e-14,1.3719257325503642e-15,4.864804120904031e-18,3.084556761983209e-18,1.2439188008418871e-15,2.7058781349961625e-17,7.2254999006486116e-19,6.6979478029600994e-20,5.5660878774710301e-22,4.734190465065976e-25,3.0699288793988507e-26,9.0485914417463439e-22,1.8114582694640509e-25,1.0597122278795565e-10,5.3367910062207413e-17,6.4367049342198046e-18,1.750640602236885e-20,1.3347602401634204e-21,1.9246222053520606e-18,1.2574800835339643e-25,7.1841861234516e-26,2.089369214567915e-21,3.5245338115558311e-26,6.4006464967781428e-22,1.6778194859773843e-26,5.7232413575383669e-28,1.2858675268272887e-25,4.3978485153969576e-24,4.3889127753500983e-24,8.9357400468582663e-27,7.8400492839045154e-19,4.0055373224700356e-22,4.4264235652240689e-23,1.0668173511163653e-23,3.880969691437259e-25,1.4536715161981259e-27
1.7455557762235535e-10,0.5081997305360543,5.9862376531082487e-11,5.5658948603505944e-15,4.3200857222223966e-15,1.8422030187210121e-22,5.8624840103116919e-18,0.0,0.0,3.8656767063573405e-09,4.1444849855964133e-15,154.0,0.0,0.99982096937698495,1.0,18.999991919061049,1.2260313568291093e-05,1.5247802625736735e-07,5.1653936537170123e-05,5.9441506093815485e-05,1.9636914072970936e-05,7.9237773889867408e-06,2.3588274195478187e-11,1.5325879353891582e-07,2.7762387724723939e-05,1.0857259212321039e-13,2.6725160228317838e-08,1.2831757559336441e-08,4.2218964504117678e-09,4.2194455510237909e-09,1.5075015406391767e-12,1.6061922936481384e-10,9.433967913909061e-13,1.9632903796727431e-09,2.3310462182270304e-20,2.2016604018841305e-20,2.2018092190663515e-20,1.0921160885645532e-11,1.3136631423977084e-14,1.4210206952418169e-15,5.0929891477996847e-18,3.2492876844178976e-18,1.358289952652503e-15,3.0629022624482684e-17,8.4349294325155853e-19,7.8579017657515612e-20,6.7684119182801921e-22,5.8959199434554777e-25,3.6016179443321091e-26,1.0629292137810822e-21,2.2185945240995717e-25,1.1345113806798869e-10,5.7097781570654503e-17,7.0074568071600876e-18,1.8732406974694258e-20,1.4493065260721557e-21,2.1321530957474789e-18,1.3689826723669835e-25,7.8212183596895805e-26,2.397427309625385e-21,4.0442683748301075e-26,7.3426215788515534e-22,1.9247524551119248e-26,6.5655284150320141e-28,1.4752050689082753e-25,5.225623886870352e-24,5.2146273413874093e-24,1.0996545482941965e-26,9.2073378970429701e-19,4.5673405726461758e-22,5.199788331112513e-23,1.2932908515144134e-23,4.5804884643437079e-25,1.7627847933872159e-27
