Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298)
2.524116434836049e-11,0.6097041750799278,2.9204719226372211e-08,1.2843326475041796e-12,1.2840005185164021e-12,2.4048548954860214e-20,3.3233638204490413e-16,0.0,0.0,5.4268225598119396e-09,1.7866045143869796e-15,154.0,0.0,0.99555929677857002,1.0,18.999995443297074,3.8747462654246497e-05,5.3251600635320793e-05,0.00020717519706462908,0.00021177375312789068,0.0011883202206517712,4.3766051591069933e-06,2.909461571459256e-11,1.7463096992456652e-07,0.0027364129805300631,2.7995224514348584e-14,5.9062695455228133e-08,2.9859881725635768e-07,6.3379293418634909e-08,6.3369769690562854e-08,9.5237280720359606e-12,4.9700708278861533e-08
2.580499003751577e-11,0.6097041746222434,2.9855586094314531e-08,1.342303351301523e-12,1.3419485000031362e-12,2.6085500030260347e-20,3.5507726082544299e-16,0.0,0.0,5.6470281679306476e-09,1.9261973457290184e-15,154.0,0.0,0.99546036551852191,1.0,18.999995306942484,3.9610929411709854e-05,5.3246454898866268e-05,0.00021173880059368382,0.00021648270912632856,0.001215155864019864,4.5087887410701374e-06,2.9741558111578806e-11,1.7858044005733734e-07,0.0027982204647989451,2.8840745132523822e-14,6.1722592138439771e-08,3.1072991890473892e-07,6.7496064671260487e-08,6.7485920340877663e-08,1.014433038280959e-11,5.191110149111629e-08
2.6368815726671053e-11,0.6097041741640844,3.0506395924014755e-08,1.4015517167267891e-12,1.4011731312528852e-12,2.8248345805908875e-20,3.7883119158651945e-16,0.0,0.0,5.8715903321924861e-09,2.0737432701336049e-15,154.0,0.0,0.99536144497929269,1.0,18.999995170282247,4.0474306454072031e-05,5.3241309720496937e-05,0.00021630080737183611,0.00022119072935790793,0.0012419886705463533,4.6412743836870029e-06,3.0388371938927047e-11,1.8252912528986022e-07,0.002860021928183173,2.968819790209193e-14,6.4440707479718377e-08,3.2304965079901319e-07,7.1778043224855186e-08,7.1767253304861294e-08,1.0789919993847151e-11,5.4166745031329002e-08
2.6932641415826334e-11,0.6097041737055451,3.1157149161792839e-08,1.4620776322399508e-12,1.4616742788149417e-12,3.0542132716778583e-20,4.0362013379359395e-16,0.0,0.0,6.1005089106572132e-09,2.2295360827961063e-15,154.0,0.0,0.9952625351595521,1.0,18.999995033340777,4.1337593791037635e-05,5.3236165100117568e-05,0.00022086124215336288,0.00022589781401669552,0.0012688186405382228,4.7740376530714282e-06,3.1035057223307042e-11,1.864770257849324e-07,0.0029218173715057287,3.0537426530059609e-14,6.7217018266409502e-08,3.3555535547654863e-07,7.6227760076289083e-08,7.6216299195033649e-08,1.1460881255415714e-11,5.646746444496808e-08
2.8060292794136898e-11,0.6097041727876705,3.2458487616176822e-08,1.5869616717095893e-12,1.5865055934536726e-12,3.5543206180135829e-20,4.5639085450425521e-16,0.0,0.0,6.5714143880881834e-09,2.5670637509513647e-15,154.0,0.0,0.99506474767321795,1.0,18.999994758703217,4.3063899387591757e-05,5.3225877533030175e-05,0.00022997748604490565,0.00023530917739194562,0.0013224700721458245,5.0403080261071106e-06,3.2328042269813495e-11,1.9437047321381259e-07,0.0030453902012540024,3.2240641772249793e-14,7.2944133364200517e-08,3.6111424053139974e-07,8.5640354860079483e-08,8.5627474430948726e-08,1.2880429130731185e-11,6.1203436337937839e-08
2.9075179034616404e-11,0.609704171961103,3.3629503033512185e-08,1.7037254272041021e-12,1.7032181414467687e-12,4.054462487057041e-20,5.0764439280464891e-16,0.0,0.0,7.0101254359274135e-09,2.9020975878182533e-15,154.0,0.0,0.99488677558282845,1.0,18.999994510778549,4.4617267729366688e-05,5.3216620629995292e-05,0.00023817694343330136,0.00024377620671671435,0.0013707466627231651,5.2806899086773184e-06,3.3491289462154112e-11,2.0147189373040151e-07,0.0031565851676575857,3.3778259655144608e-14,7.829733266498274e-08,3.8472736397978688e-07,9.4710023490319722e-08,9.4695774950989437e-08,1.4248539330282275e-11,6.5618233738274298e-08
3.009006527509591e-11,0.6097041711345048,3.4800341758045962e-08,1.8246267493765799e-12,1.8240645663020699e-12,4.6053256451170386e-20,5.6259255443060668e-16,0.0,0.0,7.4629460717433711e-09,3.2686596791221211e-15,154.0,0.0,0.99470883820290379,1.0,18.999994262249526,4.6170345576528622e-05,5.320736553361822e-05,0.00024637161926801019,0.00025224020780178737,0.0014190140677007501,5.5216644911980745e-06,3.4654120589786993e-11,2.0857077422821921e-07,0.0032677606418264993,3.5319668783530463e-14,8.3838724560144799e-08,4.0890338966459701e-07,1.0436092638673083e-07,1.0434522179859238e-07,1.570458813839353e-11,7.0176393559906899e-08
3.1104951515575417e-11,0.609704170308233,3.5971006178274164e-08,1.9496650180684414e-12,1.9490441203714599e-12,5.2102074927255572e-20,6.2136314876927762e-16,0.0,0.0,7.9298733169351696e-09,3.6686524718917576e-15,154.0,0.0,0.99453093552569183,1.0,18.999994013205974,4.77231329856317e-05,5.3198112243707751e-05,0.0002545616052024352,0.0002607011817774013,0.0014672722888674366,5.7631419322616637e-06,3.5816535808042324e-11,2.1566711565553027e-07,0.0033789166285335794,3.6864294480814897e-14,8.9568173953769717e-08,4.3362811887512924e-07,1.1460658203683869e-07,1.1458933140840239e-07,1.725062843624097e-11,7.4876921769917937e-08
3.211983775605492e-11,0.6097041694826095,3.7141498623803795e-08,2.0788396214582843e-12,2.0781560644285694e-12,5.8725081088897499e-20,6.8408391088994816e-16,0.0,0.0,8.410903729128716e-09,4.1040330959560828e-15,154.0,0.0,0.99435306754344233,1.0,18.99999376372644,4.9275630013217551e-05,5.3188860759736734e-05,0.00026274698156143625,0.00026915912977334115,0.0015155213280117835,6.0050437065914272e-06,3.6978535272188329e-11,2.2276091896022012e-07,0.0034900531325442845,3.8411634454793881e-14,9.5485545831206603e-08,4.5888770643956943e-07,1.2546016787239921e-07,1.2544127921108487e-07,1.8888661314286519e-11,7.9718831024838536e-08
3.313472399653443e-11,0.6097041686579171,3.8311821366811607e-08,2.2121499558562711e-12,2.2113996674628699e-12,6.5957301636118185e-20,7.5088250182685979e-16,0.0,0.0,8.9060334600304438e-09,4.5768132730078246e-15,154.0,0.0,0.99417523424840726,1.0,18.999993513879549,5.0827836715815211e-05,5.3179611081164823e-05,0.00027092781877183773,0.00027761405291894194,0.0015637611869219574,6.2473011759742751e-06,3.814011913743003e-11,2.2985218508981704e-07,0.0036011701586165269,3.996124965652869e-14,1.0159070525902256e-07,4.8466865074335991e-07,1.369345287521911e-07,1.3691390811483031e-07,2.0620637360758977e-11,8.4701140625663709e-08
3.4149610237013936e-11,0.6097041678344093,3.9481976623462063e-08,2.3495954255036635e-12,2.3487742064789264e-12,7.3834788299240597e-20,8.2188650885529614e-16,0.0,0.0,9.4152583059690096e-09,5.0890592254614032e-15,154.0,0.0,0.99399743563283893,1.0,18.999993263725294,5.2379753149941204e-05,5.3170363207682098e-05,0.00027910417861150348,0.0002860659523430884,0.001611991867385661,6.4898543414441677e-06,3.9301287558909664e-11,2.3694091499146666e-07,0.003712267711500549,4.1512756298608983e-14,1.0788351738495422e-07,5.1095778417721044e-07,1.4904218520408513e-07,1.4901973674617159e-07,2.2448457913529627e-11,8.9822876473174187e-08
3.516449647749344e-11,0.6097041670123104,4.0651966555287161e-08,2.4911754423772706e-12,2.4902789663005653e-12,8.2394616956207003e-20,8.9722344576123616e-16,0.0,0.0,9.9385737521160284e-09,5.6428915850980422e-15,154.0,0.0,0.9938196716889931,1.0,18.999993013316146,5.3931379372099425e-05,5.316111713895739e-05,0.00028727611530158305,0.00029451482917421649,0.0016602133711902062,6.7326507521378436e-06,4.0462040691706778e-11,2.4402710961191454e-07,0.0038233457959391398,4.3065818875566433e-14,1.1436384743785949e-07,5.3774226397444168e-07,1.6179534144110394e-07,1.6177096746482628e-07,2.4373976277624096e-11,9.5083071023556368e-08
3.617938271797295e-11,0.6097041661918221,4.182179327052828e-08,2.6368894259987848e-12,2.6359132393799473e-12,9.1674886748245592e-20,9.7702075310459376e-16,0.0,0.0,1.0475975010928334e-08,6.2404853016089929e-15,154.0,0.0,0.99364194240912573,1.0,18.999992762697943,5.5482715438781265e-05,5.3151872874511514e-05,0.00029544367645540362,0.00030296068454031312,0.001708425700122553,6.9756445573605289e-06,4.1622378690836907e-11,2.5111076989751914e-07,0.0039344044166677739,4.4620144100351604e-14,1.2103156072766929e-07,5.6500956342073435e-07,1.7520589315439028e-07,1.7517949415548145e-07,2.6398998908816932e-11,1.0048076324432497e-07
3.7194268958452455e-11,0.6097041653731246,4.2991458825442433e-08,2.7867368032488036e-12,2.785676325611323e-12,1.0171471919524476e-19,1.0614057984763071e-15,0.0,0.0,1.1027457055752483e-08,6.884069551051804e-15,154.0,0.0,0.9934642477854958,1.0,18.999992511910776,5.7033761406465581e-05,5.3142630413902803e-05,0.00030360690390736139,0.00031140351956891738,0.0017566288559692543,7.2187956785326931e-06,4.2782301711252235e-11,2.5819189679426127e-07,0.0040454435784145204,4.6175475607644225e-14,1.2788652264533947e-07,5.9274746339886524e-07,1.8928543509621284e-07,1.8925690980964753e-07,2.8525286565309293e-11,1.0601499857054243e-07
3.820915519893196e-11,0.6097041645563791,4.4160965225574277e-08,2.9407170081853988e-12,2.939567532149343e-12,1.1255425731220328e-19,1.1505058767494574e-15,0.0,0.0,1.1593014650271087e-08,7.5759276443055859e-15,154.0,0.0,0.99328658781036394,1.0,18.999992260989679,5.8584517331618624e-05,5.3133389756782649e-05,0.00031176583443868604,0.00031984333538712036,0.0018048228405164394,7.4620690841600149e-06,4.3941809907842364e-11,2.6527049124773541e-07,0.0041564632859000649,4.7731589316139012e-14,1.3492859866280246e-07,6.2094404424231353e-07,2.0404526846157032e-07,2.0401451390614147e-07,3.0754555428795324e-11,1.1168482886133237e-07
3.922404143941147e-11,0.6097041637417308,4.533031442699505e-08,3.0988294818670997e-12,3.0975861732317901e-12,1.2423466472754559e-19,1.2444482103245875e-15,0.0,0.0,1.2172642374333255e-08,8.3183969355512183e-15,154.0,0.0,0.99310896247599212,1.0,18.999992009965258,6.0134983270694165e-05,5.3124150902763458e-05,0.00031992050041354113,0.00032828013312156625,0.0018530076555498534,7.7054341543777877e-06,4.5100903435432665e-11,2.7234655420314319e-07,0.0042674635438378272,4.928828936381181e-14,1.421576543329194e-07,6.4958767787580642e-07,2.1949640807632446e-07,2.1946331959812827e-07,3.3088478196124697e-11,1.1748931235668426e-07
4.0238927679890974e-11,0.6097041629293102,4.6499508337509444e-08,3.261073672180204e-12,3.259731570006643e-12,1.3679812480391023e-19,1.3433599493693361e-15,0.0,0.0,1.2766334646559248e-08,9.113868730819872e-15,154.0,0.0,0.99293137177464463,1.0,18.999991758864304,6.1685159280133411e-05,5.31149138514015e-05,0.00032807093033514667,0.00033671391389845213,0.0019011833028548613,7.9488641253926832e-06,4.6259582448785137e-11,2.7942008660529963e-07,0.0043784443569340314,5.0845404554266754e-14,1.4957355528943207e-07,6.7866702022708007e-07,2.3564958939751308e-07,2.3561406071237066e-07,3.5528685142422144e-11,1.2342751363454887e-07
4.125381392037048e-11,0.6097041621192353,4.7668548817831569e-08,3.4274490336702908e-12,3.4260030503633527e-12,1.5028783976176647e-19,1.4473681720525427e-15,0.0,0.0,1.3374085744095652e-08,9.9647881966276672e-15,154.0,0.0,0.992753815698588,1.0,18.999991507710192,6.3235045416365046e-05,5.3105678602287855e-05,0.00033621714933126441,0.00034514467884352867,0.0019493497842164248,8.1923356044916055e-06,4.7417847102599684e-11,2.8649108939863747e-07,0.0044894057298876791,5.2402785254444926e-14,1.5717616724691466e-07,7.0817100389415996e-07,2.525152753318125e-07,2.5247719856665593e-07,3.8076765156573554e-11,1.294985035682223e-07
4.2268700160849987e-11,0.6097041613116125,4.8837437682730624e-08,3.5979550273778584e-12,3.5963999487682399e-12,1.6474802980618991e-19,1.5565998847729486e-15,0.0,0.0,1.3995889819887139e-08,1.087365426871928e-14,154.0,0.0,0.99257629424008997,1.0,18.999991256523383,6.478464173580517e-05,5.3096445155045863e-05,0.00034435917957813397,0.00035357242908210066,0.0019975071014190974,8.4358281465367978e-06,4.8575697551512094e-11,2.9355956352720389e-07,0.0046003476673906014,5.3960300685643846e-14,1.64965356000726e-07,7.3808883105263749e-07,2.7010366287822945e-07,2.7006292861147939e-07,4.0734266750004724e-11,1.3570135928401659e-07
4.328358640132949e-11,0.6097041605065394,5.0006176702147698e-08,3.7725911206779466e-12,3.7709216061038909e-12,1.8022393225701094e-19,1.6711820223826493e-15,0.0,0.0,1.4631740917800899e-08,1.1843019560932209e-14,154.0,0.0,0.99239880739142072,1.0,18.999991005321746,6.6333948294857424e-05,5.3087213509270975e-05,0.00035249704067120497,0.00036199716573902669,0.0020456552562470465,8.6793238836128423e-06,4.9733133950094719e-11,3.0062550993465885e-07,0.0047112701741275371,5.5517836554548628e-14,1.7294098742696156e-07,7.6840996658819733e-07,2.8842468960107538e-07,2.8838118690203573e-07,4.3502699039673242e-11,1.4203516411921576e-07
4.4298472641809e-11,0.6097041597041037,5.1174767602284334e-08,3.9513567871236571e-12,3.9495673695124521e-12,1.9676180068247698e-19,1.7912414484054289e-15,0.0,0.0,1.5281632985881704e-08,1.28754902741924e-14,154.0,0.0,0.99222135514485255,1.0,18.999990754120898,6.7882965149912883e-05,5.3077983664541538e-05,0.00036063074994956189,0.00037041888993872034,0.0020937942504840493,8.9228072009340141e-06,5.089015645285872e-11,3.0768892956427821e-07,0.0048221732547761766,5.7075292980136599e-14,1.8110292748240536e-07,7.9912413144175709e-07,3.074880399386936e-07,3.0744165640598737e-07,4.6383532706107223e-11,1.4849900758031314e-07
4.5313358882288506e-11,0.6097041589043857,5.2343212066663725e-08,4.134251506293475e-12,4.1323365922427287e-12,2.1440890403647833e-19,1.9169049552501114e-15,0.0,0.0,1.594555988796522e-08,1.3973726105647753e-14,154.0,0.0,0.99204393749265918,1.0,18.999990502934487,6.9431692357350074e-05,5.3068755620457325e-05,0.00036876032277969353,0.00037883760280514985,0.0021419240859134828,9.1662644533656424e-06,5.2046765214251383e-11,3.1474982335895613e-07,0.0049330569140071737,5.8632582680378597e-14,1.8945104220448253e-07,8.302212961563793e-07,3.2730315135289295e-07,3.2725377315196575e-07,4.9378200927244654e-11,1.550919853015307e-07
4.632824512276801e-11,0.6097041581074594,5.3511511737165504e-08,4.3212747636422804e-12,4.3192286335009925e-12,2.3321352579934355e-19,2.0482992644190409e-15,0.0,0.0,1.662351541384679e-08,1.5140440157945818e-14,154.0,0.0,0.99186655442711702,1.0,18.999990251774445,7.0980129973535083e-05,5.3059529376626358e-05,0.00037688577280350064,0.00038725330546183871,0.0021900447643183238,9.4096837176724332e-06,5.3202960388656476e-11,3.2180819226120405e-07,0.0050439211564841926,6.0189629387505785e-14,1.9798519771121104e-07,8.6169167461621501e-07,3.478792203237371e-07,3.4782673222344826e-07,5.248810028877988e-11,1.6181319900361659e-07
4.734313136324752e-11,0.6097041573133919,5.4679668215034604e-08,4.5124260503559887e-12,4.510242858305397e-12,2.5322496312216656e-19,2.1855510267118254e-15,0.0,0.0,1.7315493288185187e-08,1.6378398848659351e-14,154.0,0.0,0.9916892059405038,1.0,18.999990000651181,7.2528278054821376e-05,5.3050304932641409e-05,0.00038500711215499876,0.0003956659990318656,0.0022381562874811607,9.653054576038808e-06,5.4358742130397409e-11,3.2886403721315036e-07,0.0051547659868639755,6.1746366463266581e-14,2.0670526020115411e-07,8.935257179683214e-07,3.6922520819420773e-07,3.6916949360253591e-07,5.5714591671705336e-11,1.6866175645291965e-07
4.8358017603727025e-11,0.6097041565222457,5.5847683061865182e-08,4.7077048632097002e-12,4.7053786373439302e-12,2.7449352597459953e-19,2.3287868224244515e-15,0.0,0.0,1.8021487178303787e-08,1.7690421819860925e-14,154.0,0.0,0.99151189202509971,1.0,18.999989749573817,7.4076136657549982e-05,5.3041082288092175e-05,0.00039312435164974579,0.00040407568463786544,0.0022862586571841871,9.8963679268382879e-06,5.5514110593734261e-11,3.3591735915654318e-07,0.0052655914097963739,6.3302735688483554e-14,2.1561109595337252e-07,9.2571410871876613e-07,3.9134984686913573e-07,3.9129078786801798e-07,5.9059001117717067e-11,1.7563677142073978e-07
4.937290384420653e-11,0.6097041557340779,5.7015557800560134e-08,4.9071107044292913e-12,4.9046353468358073e-12,2.9707053629601506e-19,2.4781331615438956e-15,0.0,0.0,1.8741490701030262e-08,1.9079381847845544e-14,154.0,0.0,0.99133461267318657,1.0,18.999989498550306,7.562370583804939e-05,5.3031861442579244e-05,0.00040123750095049699,0.00041248236340202856,0.0023343518752091974,1.0139615819151074e-05,5.6669065932863237e-11,3.4296815903275058e-07,0.0053763974299243745,6.4858686204570348e-14,2.2470257132737662e-07,9.5824775499518261e-07,4.1426164437258982e-07,4.1419912175191679e-07,6.2522620673120674e-11,1.8273736364295081e-07
5.1402676325165544e-11,0.6097041541668855,5.9350892857232725e-08,5.3183015073245415e-12,5.3155090889124401e-12,3.4636024188729161e-19,2.7956631595322634e-15,0.0,0.0,2.0223500892574583e-08,2.2099869309872465e-14,154.0,0.0,0.99098015762897251,1.0,18.999988996691691,7.8717976157612084e-05,5.3013425147049736e-05,0.0004174515626631055,0.00042928670489138828,0.0024305108633503832,1.0625888372929401e-05,5.8977737854981538e-11,3.5706219634718226e-07,0.0055979512803051292,6.7969159327077325e-14,2.4344190678074637e-07,1.0243155418113274e-06,4.6247966060721514e-07,4.6240984811402795e-07,6.981249318716608e-11,1.9731178837722841e-07
5.3229471558028654e-11,0.6097041527670932,6.1452229756575635e-08,5.7024827801697089e-12,5.6993828897013917e-12,3.9573141859636633e-19,3.1036059314579908e-15,0.0,0.0,2.1605158135263702e-08,2.5111337158448776e-14,154.0,0.0,0.99066126621893469,1.0,18.999988545264074,8.1501830186026048e-05,5.2996838629751925e-05,0.00043203030781524949,0.00044440034008146403,0.0025170226718055338,1.1063248864232321e-05,6.105413124574109e-11,3.6973821389643789e-07,0.0057972834344963992,7.0766763351234594e-14,2.6094085715936945e-07,1.084870539782573e-06,5.0864891575509035e-07,5.0857212238364322e-07,7.6793371447073222e-11,2.1084953474740204e-07
5.5056266790891764e-11,0.6097041513776752,6.3553134717854583e-08,6.100028118733108e-12,6.096599042972914e-12,4.5018628750234034e-19,3.4333111534815319e-15,0.0,0.0,2.3032105570470421e-08,2.8419177503757966e-14,154.0,0.0,0.99034248667467184,1.0,18.999988094095571,8.4284747361866697e-05,5.2980257935071906e-05,0.00044659591185571289,0.00045950425053602819,0.0026035048565163743,1.1500312694054774e-05,6.3129188509317284e-11,3.8240607457085991e-07,0.0059965527955003527,7.3562469761851477e-14,2.7903920520764893e-07,1.1464125072587733e-06,5.5749120860539249e-07,5.5740702948993522e-07,8.4179115457392803e-11,2.2478072995696639e-07
5.6883062023754874e-11,0.6097041499988426,6.5653615341747757e-08,6.5109348000285139e-12,6.5071540937538612e-12,5.1006063861039501e-19,3.7855141136811842e-15,0.0,0.0,2.4504304786142376e-08,3.2042053779029746e-14,154.0,0.0,0.99002381895124592,1.0,18.999987643206335,8.7066728013189849e-05,5.2963683060646647e-05,0.00046114840484138078,0.00047459844278367275,0.0026899574278600822,1.1937059729379133e-05,6.5202910542761763e-11,3.9506578384684708e-07,0.0061957593901525269,7.635614977674074e-14,2.9773617443690521e-07,1.2088958776005368e-06,6.0904874677532072e-07,6.0895677064024299e-07,9.197613507783873e-11,2.3910045075161236e-07
5.870985725661798e-11,0.6097041486307966,6.7753678891556078e-08,6.9352001483507051e-12,6.9310446351820337e-12,5.7570081849292943e-19,4.1609493761373189e-15,0.0,0.0,2.6021717161250667e-08,3.5999180046023219e-14,154.0,0.0,0.98970526300374129,1.0,18.999987192612124,8.9847772467920232e-05,5.2947114004147133e-05,0.0004756878124002066,0.00048968292334834729,0.0027763803962096872,1.2373474252284496e-05,6.7275298242469888e-11,4.0771734719685894e-07,0.0063949032452197312,7.9147702855146469e-14,3.1703098919919209e-07,1.2722770458326403e-06,6.6336178595196121e-07,6.6326159540818421e-07,1.0019054377697126e-10,2.5380383336250135e-07
6.05366524894811e-11,0.6097041472737097,6.9853332307730402e-08,7.37282153317397e-12,7.3682673064015565e-12,6.4746371470789171e-19,4.5603507839353493e-15,0.0,0.0,2.7584303907112536e-08,4.0310319311245272e-14,154.0,0.0,0.98938681878726287,1.0,18.999986742325206,9.262788105385164e-05,5.2930550763235355e-05,0.00049021415669367192,0.00050475769874936262,0.0028627737719340877,1.2809543998554332e-05,6.9346352504192678e-11,4.2036077008942352e-07,0.0065939843874008013,8.1937050548186477e-14,3.3692287468640059e-07,1.336514283430257e-06,7.2046871398615889e-07,7.2035988581475727e-07,1.0882817140164735e-10,2.6888607278807153e-07
6.236344772234422e-11,0.6097041459277452,7.1952582221761645e-08,7.8237963671422012e-12,7.8188187905499915e-12,7.2571674029210564e-19,4.9844514620487803e-15,0.0,0.0,2.9192026100291883e-08,4.4995781847028479e-14,154.0,0.0,0.98906848625693722,1.0,18.999986292355207,9.5407054098646803e-05,5.2913993335551414e-05,0.00050472745717288501,0.00051982277550139571,0.0029491375653980553,1.324525940243577e-05,7.1416074223054363e-11,4.3299605798914789e-07,0.0067930028433273483,8.4724131667900646e-14,3.5741105692936374e-07,1.4015676570194446e-06,7.8040613129180114e-07,7.8028823671541564e-07,1.1789457638540769e-10,2.8434242208464005e-07
6.419024295520733e-11,0.6097041445930498,7.405143496947449e-08,8.2881221041448514e-12,8.2826958128313903e-12,8.1083781831581412e-19,5.4339838201097299e-15,0.0,0.0,3.0844844708694189e-08,5.0076423516046797e-14,154.0,0.0,0.98875026536791255,1.0,18.999985842709581,9.8185291929837748e-05,5.2897441718754386e-05,0.00051922773116828773,0.00053487816011449254,0.0030354717869622246,1.3680613007619872e-05,7.3484464293524685e-11,4.4562321635672561e-07,0.0069919586395644565,8.7508898519483505e-14,3.7849476279696235e-07,1.4673989507100704e-06,8.4320892779044883e-07,8.4308153273301654e-07,1.2739505743225176e-10,3.0016819166550126e-07
6.601703818807045e-11,0.6097041432697589,7.6149896603735131e-08,8.7657962374772714e-12,8.7598951386738811e-12,9.032153664969372e-19,5.9096795550688757e-15,0.0,0.0,3.2542720611931467e-08,5.5573644099805909e-14,154.0,0.0,0.98843215607535873,1.0,18.999985393394169,0.00010096259487482544,5.2880895910515034e-05,0.00053371499433963908,0.00054992385909407259,0.0031217764469830996,1.4115599017800816e-05,7.5551523609428761e-11,4.5824225064894473e-07,0.0071908518026113808,9.0291314026472092e-14,4.0017321999523311e-07,1.5339715919740756e-06,9.0891035646060992e-07,9.0877302179592494e-07,1.3733466468480309e-10,3.1635874860861987e-07
6.784383342093357e-11,0.6097041419579997,7.8247972906610563e-08,9.2568162980802685e-12,9.250413571966534e-12,1.0032482818645405e-18,6.4122696537516391e-15,0.0,0.0,3.4285614617643722e-08,6.1509385630347155e-14,154.0,0.0,0.9881141583344667,1.0,18.999984944413484,0.00010373896326088027,5.2864355908485979e-05,0.00054818926102800057,0.0005649598789409327,0.0032080515558130596,1.455021294513251e-05,7.761725306397443e-11,4.7085316631869409e-07,0.0073896823589022914,9.307134948208805e-14,4.2244565706647572e-07,1.6012505808070381e-06,9.7754210371003374e-07,9.7739438549962388e-07,1.4771821041003557e-10,3.3290951597268226e-07
6.967062865379668e-11,0.6097041406578885,8.0345669401004972e-08,9.7611798528551542e-12,9.7542479533718677e-12,1.1113459254674723e-18,6.9424843953154954e-15,0.0,0.0,3.6073487474840517e-08,6.790613072531046e-14,154.0,0.0,0.98779627210044874,1.0,18.999984495771013,0.00010651439741514187,5.2847821710320972e-05,0.00056265054453602363,0.00057998622615125018,0.0032942971238003604,1.4984451330306411e-05,7.9681653549717243e-11,4.8345596881496931e-07,0.0075884503348069435,9.5848982758602975e-14,4.4531130338836294e-07,1.6692024219948521e-06,1.0491343567216432e-06,1.0489758064424177e-06,1.5855027922545053e-10,3.4981597212139834e-07
7.14974238866598e-11,0.6097041393695353,8.2442991361798648e-08,1.0278884503050826e-11,1.0271395158710431e-11,1.2279281071228678e-18,7.5010533536129743e-15,0.0,0.0,3.7906299884877071e-08,7.4786900926087493e-14,154.0,0.0,0.98747849732853898,1.0,18.999984047469443,0.00010928889766461915,5.2831293313690694e-05,0.00057709885735169177,0.00059500290721658752,0.0033805131612891308,1.54183115191178e-05,8.1744725958564424e-11,4.9605066358287902e-07,0.0077871557566313431,9.8624196878206069e-14,4.6876938917305078e-07,1.7377950603263472e-06,1.1237158679163442e-06,1.1235460326784565e-06,1.6983523788744999e-10,3.6707365005592712e-07
7.332421911952292e-11,0.6097041380930421,8.4539943826507386e-08,1.0809927882720129e-11,1.0801852097414796e-11,1.3534250702017232e-18,8.0887053994639719e-15,0.0,0.0,3.9784012510391658e-08,8.2175255039118854e-14,154.0,0.0,0.98716083397399279,1.0,18.999983599510823,0.00011206246433619062,5.2814770716259828e-05,0.00059153421132354818,0.00061000992862389534,0.0034666996786193779,1.5851791487489547e-05,8.3806471181817095e-11,5.0863725606365032e-07,0.0079857986506184607,1.0139697889379622e-13,4.9281914546628969e-07,1.8069978186340039e-06,1.2013140166420485e-06,1.2011324393973898e-06,1.8157724465850447e-10,3.846781367553619e-07
7.515101435238603e-11,0.6097041368285049,8.6636531605482593e-08,1.1354307657242698e-11,1.1345615711050096e-11,1.4882774764479316e-18,8.7061687028410465e-15,0.0,0.0,4.1706585982561813e-08,9.0095287480246262e-14,154.0,0.0,0.98684328199208737,1.0,18.999983151896718,0.0001148350977566041,5.2798253915684504e-05,0.00060595661779620541,0.00062500729685551653,0.0035528566861269921,1.6284889706176678e-05,8.5866890110126547e-11,5.2121575169463282e-07,0.0081843790429488809,1.0416731902342317e-13,5.1745980414653734e-07,1.876781338538933e-06,1.2819548682034467e-06,1.2817610879451758e-06,1.9378025827052627e-10,4.0262507252518353e-07
7.697780958524915e-11,0.6097041355760145,8.8732759291672451e-08,1.1912021521911418e-11,1.1902682971898277e-11,1.6329363908276289e-18,9.3541707349715349e-15,0.0,0.0,4.367398090706845e-08,9.8571626622099661e-14,154.0,0.0,0.9865258413381206,1.0,18.999982704628298,0.0001176067982524771,5.2781742909632075e-05,0.00062036608771570538,0.00063999501838918934,0.0036389841941437471,1.6717605035582974e-05,8.7925983633488053e-11,5.337861559093041e-07,0.0083828969597414607,1.0693520997755734e-13,5.4269059792407175e-07,1.9471175237736677e-06,1.3656632303488621e-06,1.3654567823023597e-06,2.0644804650210602e-10,4.2091015035358839e-07
7.880460481811227e-11,0.6097041343356561,9.0828631269963294e-08,1.248306720057959e-11,1.2473050881603124e-11,1.7878632664055957e-18,1.0033438270360226e-14,0.0,0.0,4.5686157869096498e-08,1.0762943314443291e-13,154.0,0.0,0.98620851196741233,1.0,18.999982257706417,0.00012037756615029661,5.2765237695774414e-05,0.0006347626317128091,0.00065497309969805243,0.0037250822129972932,1.7149936642625227e-05,8.9983752641303116e-11,5.4634847413727401e-07,0.0085813524270539742,1.0970064642738726e-13,5.6851076034010639e-07,2.0179794859581721e-06,1.4524627073302319e-06,1.4522431231358443e-06,2.1958419438722717e-10,4.3952911527558337e-07
