Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949)
6.0207519294634936e-09,0.4294881456559235,6.9406813850249876e-08,2.5953322187000737e-10,2.9171470363017645e-09,4.5114601925201807e-14,1.1870504019317175e-10,0.0,0.0,2.140383534241136e-05,7.4408353289493994e-08,154.0,0.0,0.98013517928106686,1.0,18.999205252517857,0.00088783481884043263,6.3852223354661395e-07,0.004628409651143999,0.0054983923699173402,0.0030020029270263777,0.00075637090870577027,2.0561057515136902e-09,1.328668473569437e-05,0.0047850964851548321,8.4726218818221977e-12,0.00014842668534582109,5.3743630316412742e-06,0.00012096179901150036,0.00012088700848161394,4.3130784602984777e-08,4.1484072472183714e-07,2.6307524715232983e-08,1.4068166697532041e-05,7.8879207067788396e-10,9.4012124502647962e-10,9.4719696841382197e-10,3.5369712471618072e-06,6.3376507814138273e-10,1.0297899094038225e-13,1.8775307837111288e-14,2.1406486589771669e-13,1.6170750793701658e-09,1.0247641688538152e-09,9.8933616819099156e-11,7.3454600251033168e-11,1.0599456284599243e-11,2.0673319543253252e-13,4.0825447001644441e-17,1.4049182030844574e-12
6.273698409926163e-09,0.4294880942784244,7.4272817556713692e-08,2.8844427944571049e-10,3.4130747606373238e-09,5.4558809878988001e-14,1.4484448678783849e-10,0.0,0.0,2.320902299636671e-05,8.7522383408353188e-08,154.0,0.0,0.979308909825782,1.0,18.999172064407187,0.00092445325783510287,6.3802624194001607e-07,0.0048131259380491242,0.0057236520122004595,0.003126653551398783,0.00078673445585365569,2.1403373726079327e-09,1.3831072947947892e-05,0.0049842125679196358,8.8127445015698588e-12,0.00016096522960941913,5.5939335933241461e-06,0.00013139251062178626,0.00013131051608216072,4.6849750628207047e-08,4.3420008611780191e-07,2.8576037893803323e-08,1.5405023609405821e-05,9.6153238933832829e-10,1.1568800105536412e-09,1.1659631518927546e-09,3.9922254957912325e-06,6.9550098964596845e-10,1.0719829394679323e-13,2.0525814257413973e-14,2.4167896680619498e-13,1.866150521769722e-09,1.2325397453047362e-09,1.1935551402506101e-10,9.0369019807174865e-11,1.3280570566405996e-11,2.7095564574822834e-13,5.0226357718293048e-17,1.769545304082312e-12
6.526644890388832e-09,0.4294880441477822,7.9262029772203699e-08,3.1927522478410171e-10,3.9687783226829049e-09,6.5483602397409959e-14,1.7539188818287532e-10,0.0,0.0,2.5084360949194713e-05,1.0227976557737771e-07,154.0,0.0,0.97848332774235869,1.0,18.999138895720922,0.00096101724691339348,6.3753065801901925e-07,0.0049970711334537416,0.0059484362768950326,0.0032511855849408251,0.00081697102020764989,2.2243909500745409e-09,1.4374310484762558e-05,0.0051831739468321553,9.1514447011932782e-12,0.00017399567139593923,5.8125890952474149e-06,0.00014223996385028399,0.00014215031730837902,5.0717238163541806e-08,4.5354487960588287e-07,3.0935152448451007e-08,1.6812471725160799e-05,1.1623010838598239e-09,1.4116161275070861e-09,1.4231584351196604e-09,4.4840883525811113e-06,7.6057148560613023e-10,1.1140867859636151e-13,2.2367335496385339e-14,2.715284164289677e-13,2.1403479492149449e-09,1.4710252931132528e-09,1.4285059785776748e-10,1.1018389168284835e-10,1.6471821438709255e-11,3.5116106736006929e-13,6.1239321883414147e-17,2.2079855291843881e-12
6.779591370851501e-09,0.42948799525645975,8.4371058455256684e-08,3.5207094410655475e-10,4.588677160904915e-09,7.8048285818245058e-14,2.1087929884087626e-10,0.0,0.0,2.7029475894707049e-05,1.1880862264693284e-07,154.0,0.0,0.97765843501331251,1.0,18.999105745384412,0.00099752684655730417,6.3703548310652526e-07,0.0051802454637194977,0.0061727438222703565,0.0033755991280576907,0.00084708064098315604,2.3082659824845629e-09,1.4916394105306347e-05,0.0053819807499700511,9.4887229199706947e-12,0.00018751611432145225,6.0303297961893879e-06,0.00015350241854266062,0.00015340464789492035,5.473261697119436e-08,4.7287496317509963e-07,3.3384483922929351e-08,1.8291670849796807e-05,1.3941545799590673e-09,1.7090441524617919e-09,1.7235746906846467e-09,5.0138393881981671e-06,8.290321796646747e-10,1.156101197708865e-13,2.4301365860792371e-14,3.0369262999362069e-13,2.44090715527889e-09,1.7431675155602923e-09,1.6971926293566425e-10,1.3323457134978596e-10,2.0239783813396452e-11,4.5041120753366974e-13,7.405072838138133e-17,2.7312664280121438e-12
7.03253785131417e-09,0.42948794759694797,8.9596585800937025e-08,3.868750748099493e-10,5.2773168013553412e-09,9.2421783819404981e-14,2.5187907336151747e-10,0.0,0.0,2.9043989664674186e-05,1.3724128910052613e-07,154.0,0.0,0.97683423360273147,1.0,18.999072612334956,0.0010339821172855501,6.3654071851352968e-07,0.0053626491759146324,0.0063965733220357557,0.0034998942813956077,0.00087706336079000104,2.3919619741763327e-09,1.5457320606020788e-05,0.0055806331057646858,9.8245796352035826e-12,0.00020152466276787925,6.24715597954334e-06,0.00016517813506017792,0.00016507174227886211,5.8895256352216378e-08,4.9219024583446732e-07,3.5923647579679751e-08,1.9843772428835086e-05,1.6603253238584405e-09,2.0542394193577998e-09,2.0723739487616188e-09,5.5827432270019881e-06,9.0093828698881124e-10,1.1980259264105785e-13,2.6329388869341015e-14,3.3825011981573959e-13,2.769060452748792e-09,2.0520474362566884e-09,2.0027588938898479e-10,1.5987676582548213e-10,2.4655787460900791e-11,5.7218997392423404e-13,8.885827741073449e-17,3.3515147985037749e-12
7.285484331776839e-09,0.4294879011617645,9.4935366585151549e-08,4.2373003275326268e-10,6.0393656114847239e-09,1.0878274150453538e-13,2.9900517856105126e-10,0.0,0.0,3.112751931397131e-05,1.5771424301241762e-07,154.0,0.0,0.97601072545627887,1.0,18.999039495521814,0.0010703831196528432,6.3604636553912332e-07,0.0055442825377129256,0.006619923465344864,0.0036240711458394742,0.00090691922561585234,2.4754784352573421e-09,1.5997086820633178e-05,0.0057791311430152193,1.0159015362030897e-11,0.00021601942192673259,6.4630679531997855e-06,0.00017726537432639827,0.00017714983359967481,6.3204525146464993e-08,5.1149066981876738e-07,3.8552258399806264e-08,2.146991952999141e-05,1.9642221663994313e-09,2.4526491820623464e-09,2.4751002401506983e-09,6.1920495939877666e-06,9.7634462338209365e-10,1.2398607266655001e-13,2.8452877229112502e-14,3.7527849538276727e-13,3.126031917342301e-09,2.4008791876617717e-09,2.3484871906888782e-10,1.9048653713531069e-10,2.9795946637479685e-11,7.2043998665092273e-13,1.0587098240909961e-16,4.0820141534791231e-12
7.538430812239508e-09,0.42948785594345507,1.0038422654765924e-07,4.6267703892668042e-10,6.8796115790188033e-09,1.2731961677240607e-13,3.529144859099696e-10,0.0,0.0,3.327967720593724e-05,1.8036803775258093e-07,154.0,0.0,0.97518791250119674,1.0,18.999006393906111,0.0011067299142491663,6.3555242547049324e-07,0.0057251458372918331,0.0068427929567990127,0.003748129822510474,0.0009366482848095028,2.5588148816057623e-09,1.6535689620166341e-05,0.0059774749908960223,1.0492030653241821e-11,0.00023099849784263214,6.6780660494262977e-06,0.00018976239787366438,0.00018963715370030632,6.7659791732961136e-08,5.3077619948756796e-07,4.1269931083293944e-08,2.3171246825295529e-05,2.3094305096849856e-09,2.9101035289012042e-09,2.9376912323305676e-09,6.842993362444244e-06,1.0553056044175345e-09,1.28160535596098e-13,3.0673292812574573e-14,4.1485446386051687e-13,3.5130367393005279e-09,2.7930087417934308e-09,2.7377972532508082e-10,2.254602765804917e-10,3.5741179920953186e-11,8.9960043690115302e-13,1.253091557520311e-16,4.9372624688148451e-12
7.791377292702177e-09,0.4294878119345923,1.0594006081333996e-07,5.0375614551004692e-10,7.802959116506853e-09,1.4823075924647664e-13,4.1430804389040438e-10,0.0,0.0,3.5500071097927813e-05,2.0534723345471353e-07,154.0,0.0,0.97436579664631162,1.0,18.99897330646084,0.0011430225616990545,6.3505889958292633e-07,0.005905239383229819,0.0070651805164497214,0.0038720704127637104,0.00096625059106402237,2.6419708348716396e-09,1.7073125912946404e-05,0.0061756647789595913,1.0823626099087057e-11,0.00024645999745659538,6.8921506247451852e-06,0.00020266746788934651,0.00020253193312935839,7.2260424030640123e-08,5.5004681469717176e-07,4.4076280049466427e-08,2.4948880573665897e-05,2.6997122294815792e-09,3.4328260676778208e-09,3.4664896568548366e-09,7.536794602326904e-06,1.1378752445923425e-09,1.323259574675575e-13,3.2992086635180094e-14,4.5705383097871217e-13,3.9312806704958704e-09,3.2319125912850296e-09,3.1742447725708861e-10,2.6521465251974294e-10,4.2577221054796904e-11,1.1146462320042616e-12,1.4740437973078632e-16,5.9330301864999781e-12
8.044323773164846e-09,0.42948776912777625,1.1159983235037781e-07,5.4700626134193526e-10,8.8144258916729139e-09,1.7172447734904358e-13,4.8393233021582915e-10,0.0,0.0,3.7788304227038735e-05,2.328003282704997e-07,154.0,0.0,0.97354437978204245,1.0,18.998940232170764,0.0011792611226608741,6.3456578913981308e-07,0.0060845635044029182,0.0072870848798003126,0.0039958930181858273,0.00099572620039978157,2.7249458224777486e-09,1.7609392644608295e-05,0.0063737006371374959,1.1153802327088647e-11,0.00026240202864909906,7.1053220598109731e-06,0.00021597884726185673,0.00021583240114430254,7.7005789499474216e-08,5.6930250617549642e-07,4.6970919437670277e-08,2.6803938603940038e-05,3.1390053932889911e-09,4.0274443845085289e-09,4.0682545307459366e-09,8.2746586293304965e-06,1.2241071565042851e-09,1.3648231460794773e-13,3.5410698833552808e-14,5.0195150223859879e-13,4.3819595511789337e-09,3.721196390953519e-09,3.6615199956780598e-10,3.1018653528167357e-10,5.039462189742833e-11,1.3711283759358388e-12,1.7239946481938889e-16,7.0864184368900132e-12
8.297270253627515e-09,0.42948772751563447,1.1736057046404388e-07,5.9246517682017551e-10,9.9191396836676605e-09,1.9801909409254219e-13,5.6258048388043981e-10,0.0,0.0,4.0143975395972567e-05,2.6287968943304175e-07,154.0,0.0,0.97272366378040553,1.0,18.998907170032421,0.0012154456578261016,6.3407309539265082e-07,0.0062631185498805229,0.007508504797806648,0.0041195977405926393,0.0010250751721473503,2.8077393776201222e-09,1.8144486798099221e-05,0.0065715826957403259,1.1482560001848406e-11,0.00027882270028291479,7.3175807592877822e-06,0.0002296947996264297,0.00022953678571568592,8.1895255141950193e-08,5.8854327187041742e-07,4.9953463108176235e-08,2.8737530298360406e-05,3.6314237922305641e-09,4.7010002799282965e-09,4.7501721746680948e-09,9.0577760546448153e-06,1.3140545500496745e-09,1.4062958363347808e-13,3.7930558644260596e-14,5.4962148439588256e-13,4.8662589033881741e-09,4.2645935679171258e-09,4.2034462891172548e-10,3.6083290237650296e-10,5.9288748472954562e-11,1.6752155340425614e-12,2.0054839699207398e-16,8.4159174484767054e-12
8.550216734090184e-09,0.4294876870908216,1.2321936932526089e-07,6.4016958824675048e-10,1.1122335265533837e-08,2.2734299198668237e-13,6.5109351683321765e-10,0.0,0.0,4.2566679059029146e-05,2.9574148414828123e-07,154.0,0.0,0.97190365049502592,1.0,18.998874119054015,0.0012515762279186075,6.3358081958104908e-07,0.0064409048888204199,0.0077294390368769887,0.0042431846820267594,0.0010542975689302703,2.8903510392682497e-09,1.8678405393679885e-05,0.0067693110854565889,1.1809899824854971e-11,0.00029572012224571721,7.5289271517254464e-06,0.00024381358941066937,0.00024364331353229831,8.6928187504891338e-08,6.0776911436655511e-07,5.3023524643290196e-08,3.0750756576519853e-05,4.1812562995992841e-09,5.460959783336026e-09,5.5198670285290744e-09,9.8873228353853442e-06,1.4077702316431622e-09,1.4476774144955784e-13,4.0553084383181165e-14,6.0013688718959929e-13,5.3853535828300748e-09,4.865963905139133e-09,4.8039786727864345e-10,4.1763072620850763e-10,6.9359770845354782e-11,2.0337367464359513e-12,2.3211627531465344e-16,9.9414651219801817e-12
8.803163214552853e-09,0.4294876478460196,1.2917338653335252e-07,6.9015512162643633e-10,1.2429351313294913e-08,2.5993464737923933e-13,7.5036150499598866e-10,0.0,0.0,4.5056005408199628e-05,3.3154561033145446e-07,154.0,0.0,0.97108434176114433,1.0,18.99884107825542,0.0012876528936939349,6.3308896293273469e-07,0.0066179229103630697,0.0079498863788709812,0.004366653944755234,0.0010833934566477055,2.9727803521649437e-09,1.921114548892369e-05,0.0069668859373505122,1.2135822534289412e-11,0.00031309240549246047,7.7393616894341859e-06,0.00025833348187985977,0.0002581502100072765,9.2103952681615632e-08,6.2698003938590101e-07,5.6180717348669596e-08,3.2844709879772613e-05,4.792966066504079e-09,6.3152229457648292e-09,6.3854122641870744e-09,1.0764460325693857e-05,1.5053066034596486e-09,1.4889676525078978e-13,4.3279683425468292e-14,6.5356992529463126e-13,5.9404074829994397e-09,5.5292921020583785e-09,5.4672023281835721e-10,4.8107684603542267e-10,8.0712647398006451e-11,2.4542252614630449e-12,2.6737924078035142e-16,1.1684505748951746e-11
9.056109695015523e-09,0.429487609773938,1.3521984171224697e-07,7.4245635593073094e-10,1.3845627341997889e-08,2.9604265458889258e-13,8.6132475840958623e-10,0.0,0.0,4.7611540459344191e-05,3.7045562720674593e-07,154.0,0.0,0.97026573939563043,1.0,18.998808046668128,0.0013236757159385832,6.3259752666355853e-07,0.006794173023525159,0.0081698456210977551,0.0044900056312671688,0.0011123629044569689,3.0550268668258766e-09,1.9742704178713734e-05,0.0071643073828592226,1.2460328904829556e-11,0.00033093766208752419,7.9488848483585443e-06,0.0002732527431820358,0.00027305569928512044,9.7421916314420612e-08,6.4617605492886651e-07,5.9424654254838875e-08,3.5020474156115223e-05,5.4711895657998882e-09,7.2721334116977409e-09,7.3553401955961289e-09,1.1690335328501718e-05,1.6067156626985114e-09,1.530166325209472e-13,4.6111752186123834e-14,7.0999192047407723e-13,6.5325732849161689e-09,6.2586863162549809e-09,6.1973310854389514e-10,5.5168782597349936e-10,9.3457104110583283e-11,2.9449634560000899e-12,3.0662439738982639e-16,1.3668048853765308e-11
9.309056175478192e-09,0.42948757286731315,1.4135601513925641e-07,7.9710684584093224e-10,1.5376700668947588e-08,3.3592574023418592e-13,9.8497497036767224e-10,0.0,0.0,5.023286613843142e-05,4.1263868578947956e-07,154.0,0.0,0.96944784519699323,1.0,18.998775023335149,0.001359644755469294,6.3210651197750213e-07,0.0069696556570924004,0.0083893155763131461,0.0046132398442713619,0.0011412059847559332,3.1370901395387779e-09,2.0273078595237625e-05,0.0073615755537897133,1.2783419747452917e-11,0.00034925400524662493,8.1574971279508467e-06,0.00028856964039281454,0.0002883580042495881,1.0288144359738346e-07,6.6535717061277855e-07,6.2754948118897358e-08,3.7279124845540766e-05,6.2207354961032481e-09,8.3404877715004769e-09,8.438652487489423e-09,1.2666080147945745e-05,1.7120490008703133e-09,1.5712732103293317e-13,4.9050676101180172e-14,7.694733039072744e-13,7.1629922457909785e-09,7.0583766901145022e-09,6.9987058935261436e-10,6.2999980087032184e-10,1.0770760943433423e-10,3.5150288040818349e-12,3.5014972648810241e-16,1.5916728137011208e-11
9.56200265594086e-09,0.4294875371189087,1.4757924640558356e-07,8.5413914398378734e-10,1.7028203404358379e-08,3.7985276815010814e-13,1.1223563454071567e-09,0.0,0.0,5.2919560367818539e-05,4.582654592699345e-07,154.0,0.0,0.96863066094539452,1.0,18.99874200731103,0.0013955600731323306,6.316159200666857e-07,0.0071443712595116362,0.0086082950727160434,0.0047363566866939488,0.0011699227731653162,3.2189697323623177e-09,2.0802265907980264e-05,0.0075586905823157276,1.3105095909238275e-11,0.0003680395493784941,8.3651990510436857e-06,0.00030428244155998271,0.00030405534653244387,1.084818992794669e-07,6.8452339710651273e-07,6.6171211426413685e-08,3.9621728865868775e-05,7.0465835567272132e-09,9.5295446960324782e-09,9.6448301636960638e-09,1.3692812642426635e-05,1.8213578031061138e-09,1.6122880884872525e-13,5.2097829609496206e-14,8.3208361867334109e-13,7.8327940210805013e-09,7.9327138656812595e-09,7.8757932771867299e-10,7.1656831163846205e-10,1.2358334530261124e-10,4.1743408557376699e-12,3.9826399524384145e-16,1.8456860499838461e-11
9.81494913640353e-09,0.4294875025215158,1.5388693310781295e-07,9.1358482267143638e-10,1.8805859469678937e-08,4.2810273524455269e-13,1.2745667060004009e-09,0.0,0.0,5.5671197152551835e-05,5.0751007331699257e-07,154.0,0.0,0.96781418840266265,1.0,18.998708997661733,0.0014314217298027683,6.3112575211137584e-07,0.0073183202987822139,0.0088267829539438597,0.0048593562616760276,0.0011985133485108541,3.3006652131246333e-09,2.1330263323714346e-05,0.0077556526009744638,1.3425358273165986e-11,0.00038729241012632013,8.5719911637213338e-06,0.00032038941574784384,0.00032014594652303593,1.1422264766792238e-07,7.036747457472224e-07,6.9673056393501487e-08,4.2049344599054915e-05,7.953883102864555e-09,1.084903385456857e-08,1.0983843415806362e-08,1.4771636278301248e-05,1.9346928474895637e-09,1.6532107431930148e-13,5.525457613517186e-14,8.9789152237490314e-13,8.5430965157323881e-09,8.8861674900381081e-09,8.8331837831545994e-10,8.1196813134434405e-10,1.4120817472369914e-10,4.9337091909512378e-12,4.5128665999036662e-16,2.1316505130927636e-11
9.999999999999999e-09,0.429487469067952,1.5855354088706672e-07,9.5862047496951621e-10,2.0189613074623186e-08,4.6630598100691064e-13,1.3959760896556229e-09,0.0,0.0,5.7725129218852538e-05,5.4593027229062923e-07,154.0,0.0,0.96721732432416474,1.0,18.998684851931557,0.0014576234863863289,6.3076742370707446e-07,0.0074450928700500567,0.0089863125120359117,0.0049492662085122638,0.0012193497773052111,3.360315220556729e-09,2.1715780985329177e-05,0.0078996494513967827,1.3658761199159995e-11,0.00040167234951362621,8.72270042142105e-06,0.00033242164350064736,0.00033216558616252926,1.1851096465387316e-07,7.1767609361630807e-07,7.2288923267764576e-08,4.3879794253666232e-05,8.6722976400394678e-09,1.1902831609739268e-08,1.2053595848461665e-08,1.5594506257705452e-05,2.0201858948464172e-09,1.683090446538355e-13,5.7634188384113685e-14,9.4809980227105371e-13,9.0890317254892973e-09,9.6364491965811685e-09,9.5871696664732771e-10,8.8769629200852022e-10,1.5528397089672247e-10,5.5593618577158459e-12,4.9337593529771422e-16,2.3628094789201091e-11
1.0067895616866199e-08,0.429487469067952,1.6027652956969283e-07,9.7547449515659212e-10,2.0715481643852658e-08,4.8096475862602261e-13,1.4427585777900048e-09,0.0,0.0,5.8487346666667687e-05,5.6055003631938446e-07,154.0,0.0,0.96699842931230795,1.0,18.998675993464655,0.0014672297863837784,6.3063600927999459e-07,0.0074915032623466757,0.0090447780790671294,0.0049822386725713094,0.00122697779280536,3.3821761554215626e-09,2.1857068086488959e-05,0.0079524617426630917,1.374420775791702e-11,0.00040701070440895469,8.7778740351903768e-06,0.0003368888330813174,0.0003366280233786779,1.2010305263198211e-07,7.2281122834560274e-07,7.3260094969071462e-08,4.4563021877983888e-05,8.9479516894874092e-09,1.2309164616992605e-08,1.2466161212749393e-08,1.5903640184200644e-05,2.0521045044119772e-09,1.6940409608455201e-13,5.8522268070586284e-14,9.6696478988909238e-13,9.2950057610940827e-09,9.9233247131581604e-09,9.8755904178300861e-10,9.1679308316831884e-10,1.6071060634454663e-10,5.8048823150677543e-12,5.0954776504870977e-16,2.4525522638799438e-11
1.0320842097328868e-08,0.4294874367510631,1.6674554559350235e-07,1.0398378364140996e-09,2.2762968637751607e-08,5.3873805433445607e-13,1.62814025322724e-09,0.0,0.0,6.1367575339473895e-05,6.1756616958237148e-07,154.0,0.0,0.96618338539953807,1.0,18.998642993808524,0.0015029843038059148,6.3014669272912996e-07,0.0076639206569807418,0.0092622793225832188,0.0051050040229437517,0.0012553161912306667,3.4635021386145046e-09,2.2382677477615708e-05,0.0081491181406351774,1.4061645317670668e-11,0.00042719255046187927,8.9828482576496021e-06,0.00035377896478979332,0.00035349979503581822,1.261224776068327e-07,7.4193285707859726e-07,7.6931938837255014e-08,4.7163801973749164e-05,1.0034273512163815e-08,1.3920634541372456e-08,1.4102760711981035e-08,1.7089899205965281e-05,2.1736427359505379e-09,1.7347785307317187e-13,6.190224676006326e-14,1.0393703162335722e-12,1.0089615814161064e-08,1.1048888680080638e-08,1.1007847078451257e-09,1.0316558512771688e-09,1.8222375634650365e-10,6.8005974613496685e-12,5.7338783761138896e-16,2.8115634212303513e-11
1.0573788577791537e-08,0.42948740556372117,1.7329154524028438e-07,1.1067036034602318e-09,2.4954302196997096e-08,6.0173190800762763e-13,1.8319768334960297e-09,0.0,0.0,6.4311445941791714e-05,6.7874253749773953e-07,154.0,0.0,0.96536905837127585,1.0,18.998609997793373,0.0015386853430264047,6.2965780360354497e-07,0.0078355730086826295,0.0094792855744091787,0.0052276524165652078,0.0012835286321194557,3.5446427478279882e-09,2.2907088815653091e-05,0.008345621928497117,1.4377671941901018e-11,0.00044783606787793348,9.1869144461591348e-06,0.00037105808325073688,0.0003707594782219711,1.3228028559786287e-07,7.6103964438991999e-07,8.0688199419995366e-08,4.9852717583422597e-05,1.1218497752686377e-08,1.569463764817841e-08,1.5905136473120208e-08,1.8331473962188237e-05,2.2993570952697901e-09,1.7754232450253939e-13,6.5395842484169144e-14,1.1151741195363003e-12,1.0928008676114984e-08,1.2267677019105823e-08,1.2234906979635691e-09,1.1571877855722698e-09,2.0588530800793352e-10,7.9346312657220927e-12,6.4315777922228224e-16,3.2120480792377939e-11
1.0826735058254206e-08,0.42948737549882526,1.7991214563824692e-07,1.1760996552207372e-09,2.7295544233369709e-08,6.7026563780572011e-13,2.0555912486128751e-09,0.0,0.0,6.7318517672138576e-05,7.4426637770477198e-07,154.0,0.0,0.96455544991617725,1.0,18.998577004530468,0.0015743329650284362,6.2916934303618992e-07,0.0080064608625616974,0.0096957957398737232,0.0053501839574130721,0.0013116152069369822,3.625597573946892e-09,2.3430299456388483e-05,0.0085419732402045642,1.4692288655172216e-11,0.00046893937764780184,9.390073238508638e-06,0.00038872446203304367,0.00038840528846839065,1.3857583918517713e-07,7.8013160289875228e-07,8.4528487879800596e-08,5.2630792818317049e-05,1.2506436836827269e-08,1.7642872482401188e-08,1.7885309474869511e-08,1.9629410900357421e-05,2.4292967260465651e-09,1.8159748987857698e-13,6.9004374444646363e-14,1.1944413440994162e-12,1.1811254227579627e-08,1.3584620327412787e-08,1.3561841076842292e-09,1.2940387011582865e-09,2.3183746923098453e-10,9.2218512791073151e-12,7.1921875432217226e-16,3.6575682238832672e-11
1.1079681538716875e-08,0.4294873465493024,1.8660501581866592e-07,1.2480529719581609e-09,2.9792833985008447e-08,7.4466854990262621e-13,2.3003652555960908e-09,0.0,0.0,7.0388346242832573e-05,8.1432803125954351e-07,154.0,0.0,0.96374256170465045,1.0,18.998544013142297,0.0016099272308204512,6.2868131214821328e-07,0.0081765847827264156,0.0099118087397083148,0.0054725987496679254,0.0013395760102626845,3.7063662136133348e-09,2.3952306792818045e-05,0.0087381722100588061,1.5005496516932507e-11,0.00049050060220025954,9.59232529508473e-06,0.00040677637594014503,0.00040643544012347078,1.4500850052836985e-07,7.9920874534361529e-07,8.8452415122655824e-08,5.5499043192744857e-05,1.3904064610897333e-08,1.9777549964751686e-08,2.0055835935992931e-08,2.098474235358787e-05,2.5635103619184977e-09,1.8564332899559516e-13,7.2729150749986507e-14,1.2772362635492802e-12,1.2740410178482521e-08,1.5004760655232435e-08,1.4993836488001222e-09,1.442876673256907e-09,2.602269282905892e-10,1.067826828357233e-11,8.0194207626264809e-16,4.1518896476622062e-11
1.1332628019179544e-08,0.4294873187081055,1.9336787557864623e-07,1.3225896742686061e-09,3.245238520559126e-08,8.2527988684224452e-13,2.5677404146044112e-09,0.0,0.0,7.3520483965998856e-05,8.8912087282963404e-07,154.0,0.0,0.96293039538887581,1.0,18.998511022762457,0.0016454682014354356,6.281937120489741e-07,0.0083459453521717054,0.01012732351003741,0.0055948968977111956,0.0013674111397716897,3.7869482692232484e-09,2.4473108255124609e-05,0.008934218972703134,1.5317296621307008e-11,0.00051251786544217537,9.7936712987376799e-06,0.00042521210105285815,0.00042484814636685057,1.5157763137155232e-07,8.1827108455967024e-07,9.245959180108953e-08,5.8458475613275429e-05,1.5417514443306667e-08,2.2111401033100725e-08,2.2429815941105016e-08,2.2398486597935341e-05,2.7020463259562657e-09,1.896798219361214e-13,7.6571468401647315e-14,1.3636222840657237e-12,1.3716522030702122e-08,1.6533249989551035e-08,1.6536194914385787e-09,1.6043878282018271e-09,2.9120480803326757e-10,1.2321089379037732e-11,8.9170909114196315e-16,4.6989878606531746e-11
1.1585574499642213e-08,0.4294872919682154,2.0019849437010384e-07,1.3997350416579812e-09,3.5280483382676053e-08,9.1244876905164093e-13,2.8592190429560166e-09,0.0,0.0,7.6714479839460156e-05,9.6884124093121239e-07,154.0,0.0,0.96211895260282776,1.0,18.998478032535651,0.0016809559379302125,6.2770654383605599e-07,0.0085145431726656503,0.010342339002367827,0.0057170785061228073,0.0013951206962162167,3.8673433489226157e-09,2.499270131065336e-05,0.0091301136631192093,1.5627690096889439e-11,0.00053498929279826961,9.9941119546473429e-06,0.00044402991477198378,0.00044364161922420895,1.5828259304862749e-07,8.3731863346584266e-07,9.6549628317391095e-08,6.1510088368494663e-05,1.7053077256971981e-08,2.4657684075350006e-08,2.5020901872057739e-08,2.3871647910282479e-05,2.8449525301597096e-09,1.937069490707114e-13,8.0532613280917093e-14,1.4536619476842301e-12,1.474062305186568e-08,1.8175348738227913e-08,1.8194331061698483e-09,1.7792761310882192e-09,3.249266187306922e-10,1.4168771807462347e-11,9.8891105978145786e-16,5.3030539965485551e-11
1.1838520980104882e-08,0.42948726632263956,2.0709469021434487e-07,1.4795135307075928e-09,3.8283482985368622e-08,1.0065341297965761e-12,3.1763651469497806e-09,0.0,0.0,7.9969879632491595e-05,1.0536883682252732e-06,154.0,0.0,0.961308234962297,1.0,18.998445041617597,0.0017163905013847388,6.2721980859527926e-07,0.0086823788646355309,0.010556854183577224,0.0058391436796788373,0.001422704783406869,3.9475510666033794e-09,2.5511083463885397e-05,0.0093258564166234063,1.5936678106532553e-11,0.00055791301125062743,1.0193647990188314e-05,0.00046322809586064716,0.00046281406958273387,1.651227464888059e-07,8.5635140504841691e-07,1.0072213482697532e-07,6.4654871119268877e-05,1.881719949806967e-08,2.7430192154955608e-08,2.7843306645741455e-08,2.5405216626788327e-05,2.9922764749779453e-09,1.9772469105774425e-13,8.4613860136429661e-14,1.5474169356653996e-12,1.5813734258851442e-08,1.9936424215310998e-08,1.9973771062232833e-09,1.9682631705906783e-09,3.615522097722496e-10,1.6241077481585142e-11,1.0939490381282219e-15,5.9685007121968708e-11
1.2091467460567551e-08,0.4294872417644118,2.1405432864163168e-07,1.5619487928387136e-09,4.1467804741474055e-08,1.1079046438567976e-12,3.5208053314189312e-09,0.0,0.0,8.3286225971421955e-05,1.1438643118895915e-06,154.0,0.0,0.96049824406491313,1.0,18.998412049175013,0.0017517719529013976,6.2673350740071685e-07,0.0088494530670532884,0.010770868035901753,0.005961092523349182,0.0014501635081938329,4.0275710418990426e-09,2.6028252256409316e-05,0.0095214473688631941,1.6244261847137525e-11,0.00058128714937796485,1.0392280154794316e-05,0.00048280492448638245,0.0004823637072072469,1.7209745222235786e-07,8.7536941234549237e-07,1.0497672124189128e-07,6.7893804889516211e-05,2.0716481046254523e-08,3.0443260030327366e-08,3.0911811759121226e-08,2.7000169201892463e-05,3.144065248853615e-09,2.0173302884320226e-13,8.8816472572334526e-14,1.6449480719268252e-12,1.6936864409758903e-08,2.1821949128218238e-08,2.1880150898844084e-09,2.1720879414017026e-09,4.0124572035965332e-10,1.8559128185659596e-11,1.2072337563352461e-15,6.6999680792415967e-11
