Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19)
3.46012539209368e-10,0.5380598421064039,1.1677577571469809e-09,2.8756347401477157e-13,2.4540170011062785e-13,9.4685280130225211e-20,6.6862522849713335e-16,0.0,0.0,5.1893508602112765e-08,4.435457828730725e-13,154.0,0.0,0.99888087507930634,1.0,18.999971052149046,5.5082993994816e-05,7.2855163429747638e-07,0.00024732142092216258,0.00027559088251842627,0.00019596715532855402,2.8374906888249179e-05,8.0819000227717022e-11,5.2055123948744457e-07,0.00031473252687073098,3.1292575516979561e-13,3.5392476504676602e-07,2.0043844404205935e-07,2.1328027310177352e-07,2.1318409209233054e-07,5.985287470252621e-11,7.2632056036081854e-09,3.6327453225521561e-11,2.6118048834403393e-08,1.1763512975346141e-16,1.1153896017342461e-16,1.1158293415358109e-16,3.212809370662912e-10,5.9663613661488611e-13,3.9791290879069578e-15,4.7737926602206344e-17,5.9313383151905781e-17,6.8565465116869573e-14,3.7532238895480261e-15,1.4231884488082757e-16,3.7648313388064257e-17,5.9863072717521773e-19,8.266948931902976e-22,2.1246027286615208e-23,2.6267681219005235e-19,8.9879213562290665e-22,4.5034717909300908e-09,2.5853160740366035e-15,2.7294701032650492e-16,1.4091829220504102e-18,1.6635531573831643e-19,3.1360764189419112e-16,4.2464131016698463e-24,2.4373793479753396e-24,6.532590684638046e-19,1.3773896994761328e-23,3.4470337373996141e-19,6.9962716307889632e-24,6.2458208834436327e-25,5.3795880381458993e-23,9.6517221800317891e-21,9.6517221800317891e-21
3.563243187592423e-10,0.5380598392767683,1.2088750757946463e-09,3.0615495299739406e-13,2.6216160181843958e-13,1.0693292370771261e-19,7.3404105633226873e-16,0.0,0.0,5.50257904187831e-08,4.9794418179791091e-13,154.0,0.0,0.99884754304244316,1.0,18.999970112312955,5.6722865414916246e-05,7.2852941446038397e-07,0.00025459375430589835,0.00028379364549383992,0.00020181154827640083,2.9296039784079804e-05,8.3224516073642139e-11,5.3608222154812786e-07,0.00032412012366508317,3.2308424581973771e-13,3.7531678312756346e-07,2.0886828460373272e-07,2.2962497037414101e-07,2.2952141239707133e-07,6.4441534148451991e-11,7.6645197727356607e-09,3.91156274632621e-11,2.7707058396389439e-08,1.4071391881722553e-16,1.3348011952168795e-16,1.3353442337836725e-16,3.5134050195394247e-10,6.4402994415398009e-13,4.0978489738789083e-15,5.0017035344809192e-17,6.2472768396528329e-17,7.3849723806673563e-14,4.151380965210744e-15,1.5992972206384819e-16,4.2774082427427294e-17,6.9904589238865586e-19,9.8413336594482337e-22,2.4138735600825054e-23,2.9929350319210333e-19,1.0645742824186807e-21,4.7517471060379674e-09,2.7347303488085141e-15,2.9025804325695692e-16,1.4906838527732807e-18,1.7938383289723685e-19,3.4156130307344714e-16,4.5157320484577642e-24,2.5919645051656319e-24,7.3288526791748406e-19,1.5452910169831621e-23,3.8641298431305965e-19,7.8428440205021902e-24,7.0015761870921187e-25,6.0306618798799792e-23,1.1145808546742585e-20,1.1145808546742585e-20
3.6663609830911656e-10,0.5380598364496565,1.2503572929217896e-09,3.2538207552171576e-13,2.7961490530636051e-13,1.2035947634708794e-19,8.0387291537166605e-16,0.0,0.0,5.8249736995134677e-08,5.5719612960789813e-13,154.0,0.0,0.99881421213235688,1.0,18.999969172530641,5.8362638595266146e-05,7.2850719536143589e-07,0.00026186491858339571,0.00029199581227982925,0.00020765571326849223,3.021702624813302e-05,8.5629856869845736e-11,5.5161207343128525e-07,0.00033350742529864198,3.3324112158230781e-13,3.9733542792972763e-07,2.17340623455023e-07,2.4664465190363246e-07,2.4653341203009096e-07,6.9219771931361657e-11,8.0745423822513652e-09,4.2019131297979411e-11,2.9343529413709387e-08,1.6738649605885573e-16,1.5885115805840234e-16,1.5891778807990571e-16,3.8321128256726244e-10,6.9351836757884556e-13,4.2165602206953217e-15,5.2346201415046683e-17,6.5745730056500092e-17,7.940274237298566e-14,4.5794771368405377e-15,1.7910311736276884e-16,4.8422389801271148e-17,8.1261431406664652e-19,1.1655839073398431e-21,2.732634485716802e-23,3.3977368397825452e-19,1.2548622589474569e-21,5.0053660312127398e-09,2.8880443317215441e-15,3.0807149087065614e-16,1.5743135355053216e-18,1.9304483394390257e-19,3.7108648219863618e-16,4.7928673862194289e-24,2.7510361570408827e-24,8.1949611379510841e-19,1.727921178683107e-23,4.3173605585019685e-19,8.7627592830663753e-24,7.8228055841752453e-25,6.7381522512074599e-23,1.2817829261391143e-20,1.2817829261391143e-20
3.7694787785899084e-10,0.5380598336250797,1.2922042218143466e-09,3.4524938273327177e-13,2.9777676408419862e-13,1.3504219949702979e-19,8.7830229685448515e-16,0.0,0.0,6.1565337221084388e-08,6.2158170743730946e-13,154.0,0.0,0.99878088234911488,1.0,18.999968232802537,6.0002313540321418e-05,7.2848497700380087e-07,0.00026913491430086779,0.00030019738282794901,0.00021349965040280691,3.1137865804571507e-05,8.8035022602296773e-11,5.6714079504532442e-07,0.00034289443192466606,3.4339637721006813e-13,4.1998061219410133e-07,2.2585208138422386e-07,2.6434257513489505e-07,2.6422334695898813e-07,7.4188503881508e-11,8.4931299453129527e-09,4.5038523493658799e-11,3.1027507524778829e-08,1.9807291703275295e-16,1.8805546321642683e-16,1.8813672234049665e-16,4.1694571643003608e-10,7.4511828394152937e-13,4.3352628276613963e-15,5.472547292293554e-17,6.9135567359705338e-17,8.523365604418346e-14,5.0389995428572859e-15,1.9992913420612552e-16,5.4630468978471875e-17,9.4061133211515101e-19,1.3738651649761275e-21,3.0829868731405306e-23,3.8440778310974253e-19,1.4724429130728205e-21,5.2642382556455969e-09,3.0452377736326754e-15,3.2638464776049207e-16,1.660060913710497e-18,2.0735132610052133e-19,4.0222192264631211e-16,5.0777770251822719e-24,2.9145701446842738e-24,9.1347794464450587e-19,1.9260949228738509e-23,4.8086731402713038e-19,9.7599698470714652e-24,8.7130374145190276e-25,7.5051000023614763e-23,1.4682961669860893e-20,1.4682961669860893e-20
3.872596574088651e-10,0.5380598308030479,1.3344156689648275e-09,3.657614133489548e-13,3.1666263273764292e-13,1.5106124706561185e-19,9.575146834853202e-16,0.0,0.0,6.4972579968530602e-08,6.9138881485120492e-13,154.0,0.0,0.99874755369278423,1.0,18.999967293128936,6.1641890254537734e-05,7.284627593882978e-07,0.00027640374186401671,0.00030839835708977429,0.00021934335977580433,3.2058558117580123e-05,9.0440013256612081e-11,5.8266838629856655e-07,0.00035228114369404399,3.5355000899930036e-13,4.4325224866445669e-07,2.3439953908476735e-07,2.8272173814718043e-07,2.8259421390317675e-07,7.9348572908753835e-11,8.9201413315995966e-09,4.8174318328426807e-11,3.2759038358286931e-08,2.3322645095683586e-16,2.2152869539414593e-16,2.2162722864702742e-16,4.5259621973312774e-10,7.988456347135711e-13,4.4539567940704285e-15,5.7154897968211684e-17,7.2645579291420916e-17,9.1351852646823676e-14,5.5314851583669218e-15,2.2250098076703789e-16,6.1437262915178696e-17,1.0843967746046393e-18,1.6120369013161252e-21,3.467128570726001e-23,4.3350075066824257e-19,1.7203325947857882e-21,5.5282749887268798e-09,3.206290765325821e-15,3.4519485279632456e-16,1.7479151164354973e-18,2.2231622336828404e-19,4.3500607766491818e-16,5.3704195644176528e-24,3.0825427045650082e-24,1.0152264426507722e-18,2.140646693617317e-23,5.3400577186224489e-19,1.0838515164169702e-23,9.6758777028434146e-25,8.3346129502399356e-23,1.6757188414913275e-20,1.6757188414913275e-20
3.975714369587394e-10,0.5380598279835703,1.3769914346087451e-09,3.8692270359020259e-13,3.3628826664373087e-13,1.6849970312554488e-19,1.0416996282906061e-15,0.0,0.0,6.84714540921476e-08,7.6691316675632986e-13,154.0,0.0,0.99871422616343208,1.0,18.999966353510032,6.3281368742370805e-05,7.2844054251105064e-07,0.00028367140157821604,0.00031659873501690153,0.00022518684148245093,3.2979102951230905e-05,9.2844828818591474e-11,5.981948470993848e-07,0.00036166756075533613,3.6370201434811148e-13,4.6715025008749586e-07,2.4298011715565683e-07,3.0178489960462194e-07,3.0164877027512381e-07,8.4700754611582912e-11,9.3554377286101481e-09,5.1426989016388513e-11,3.4538167533181424e-08,2.733349459805896e-16,2.5974015878590562e-16,2.5985899150602262e-16,4.9021518742276243e-10,8.5471548566803005e-13,4.5726421192213001e-15,5.9634524640345463e-17,7.6279064544297032e-17,9.7766971007371336e-14,6.058522133175009e-15,2.4691506398498439e-16,6.8883476316979196e-17,1.2454184090622813e-18,1.8834140912074395e-21,3.8873568572508413e-23,4.8737254828635622e-19,2.0017896600967609e-21,5.7973889344565869e-09,3.3711837337898667e-15,3.6449948872100404e-16,1.8378654562778715e-18,2.3795234789999704e-19,4.6947711456455323e-16,5.6707542855582943e-24,3.2549304649327552e-24,1.1251465622471941e-18,2.372430490177717e-23,5.9135467429419194e-19,1.2002520584104129e-23,1.0715009154531943e-24,9.229865012702394e-23,1.9057314859711199e-20,1.9057314859711199e-20
4.0788321650861365e-10,0.5380598251666548,1.4199313132196143e-09,4.0873778711774625e-13,3.5666972169327621e-13,1.8744361956221073e-19,1.1310508334320884e-15,0.0,0.0,7.2061948430092093e-08,8.4845829031317283e-13,154.0,0.0,0.99868089976112528,1.0,18.999965413945937,6.4920749008276295e-05,7.2841832637458409e-07,0.00029093789367529529,0.0003247985165609475,0.00023103009561624131,3.389950014274043e-05,9.5249469274304133e-11,6.137201773563029e-07,0.00037105368325480629,3.7385239146161714e-13,4.9167452921285348e-07,2.5159115764913668e-07,3.2153459716595958e-07,3.2138955258173282e-07,9.0245762452981107e-11,9.7988826035976132e-09,5.4796970865229463e-11,3.6364940658643009e-08,3.1892219325572945e-16,3.0319417487729411e-16,3.033367538395443e-16,5.2985499326053565e-10,9.1274208291593246e-13,4.6913188024226905e-15,6.2164401018499429e-17,8.0039321481466693e-17,1.0448889935893749e-13,6.621751117650189e-15,2.7327108483828795e-16,7.7011629215149782e-17,1.4252154858032918e-18,2.1915815795394652e-21,4.346071465676004e-23,5.4635865236619331e-19,2.3203273815070105e-21,6.0714942662861455e-09,3.5398974385622602e-15,3.8429598172673683e-16,1.9299014273897695e-18,2.542724313575125e-19,5.0567291885890083e-16,5.9787411462079152e-24,3.4317104420349771e-24,1.2436524597512532e-18,2.6223197186216711e-23,6.5312144353517125e-19,1.3256196245478959e-23,1.1834190165455445e-24,1.0194095354981511e-22,2.1600986285957589e-20,2.1600986285957589e-20
4.181949960584879e-10,0.5380598223523089,1.4632350939658885e-09,4.3121119497015716e-13,3.7782335401955329e-13,2.0798205366440459e-19,1.2257662289791784e-15,0.0,0.0,7.57440518046463e-08,9.3633552184827533e-13,154.0,0.0,0.99864757448593122,1.0,18.99996447443673,6.656003105670987e-05,7.2839611098128402e-07,0.00029820321833447596,0.00033299770167355012,0.00023687312226922526,3.4819749581570513e-05,9.765393460934896e-11,6.2924437697778835e-07,0.00038043951133646503,3.8400113912046402e-13,5.1682499879309825e-07,2.6023020703814169e-07,3.4197316447882034e-07,3.4181889341092335e-07,9.598425253835167e-11,1.025034166612885e-08,5.828466419104055e-11,3.8239403334055218e-08,3.7054928915689609e-16,3.5243145798709974e-16,3.5260169554387782e-16,5.7156798986863169e-10,9.7293890535538444e-13,4.8099868429679902e-15,6.4744575171475812e-17,8.3929648096263995e-17,1.1152777375560673e-13,7.2228665767304977e-15,3.0167213462877822e-16,8.5866111824073507e-17,1.6254223754165333e-18,2.5404093162110022e-21,4.8457776792346123e-23,6.1081057038891923e-19,2.6797272736924075e-21,6.3505066023836847e-09,3.7124129681232614e-15,4.0458180102589678e-16,2.0240127035084938e-18,2.7128911625394418e-19,5.4363109836034356e-16,6.2943407732607292e-24,3.6128600362816515e-24,1.3711674240126347e-18,2.8912070455525904e-23,7.1951762518940805e-19,1.4603835982059601e-23,1.3037253845660578e-24,1.1230607548045771e-22,2.4406704870088763e-20,2.4406704870088763e-20
4.285067756083622e-10,0.5380598195405394,1.5069025611328183e-09,4.543474555063179e-13,3.9976581973269141e-13,2.3020710565771683e-19,1.3260480516417236e-15,0.0,0.0,7.9517753022805093e-08,1.0308640037659368e-12,154.0,0.0,0.99861425033791684,1.0,18.999963534982435,6.819921489212722e-05,7.2837389632668838e-07,0.00030546737569906097,0.00034119629030636791,0.00024271592153203477,3.573985119277246e-05,1.000582248094768e-10,6.4476744587229954e-07,0.00038982504514211059,3.9414825649799247e-13,5.4260157158373475e-07,2.6889500049156488e-07,3.6310274686985474e-07,3.6293893711465676e-07,1.0191682802678836e-10,1.0709682831258703e-08,6.1890437009459863e-11,4.0161601148973204e-08,4.2881599509673808e-16,4.080304923288446e-16,4.0823281368401205e-16,6.1540650876650022e-10,1.0353187137677782e-12,4.92864624015456e-15,6.7375095157721342e-17,8.7953341991619089e-17,1.1889397649478846e-13,7.8636180923567244e-15,3.3222479207514094e-16,9.5493240648895985e-17,1.8477723024211314e-18,2.9340681857200937e-21,5.3890894980862305e-23,6.8109637022649136e-19,3.0840528432906704e-21,6.634342981315374e-09,3.8887117363375875e-15,4.2535445841914709e-16,2.1201891360140916e-18,2.890149572810222e-19,5.8338898722888733e-16,6.6175144561852477e-24,3.7983570283909067e-24,1.5081238080613134e-18,3.1800042539543691e-23,7.9075883512721574e-19,1.6049816244414842e-23,1.432810705674976e-24,1.2342768738766517e-22,2.7493846440743592e-20,2.7493846440743592e-20
4.3881855515823646e-10,0.538059816731352,1.5509334945119011e-09,4.7815109435112096e-13,4.2251407465935705e-13,2.5421395618049861e-19,1.4321029234645215e-15,0.0,0.0,8.338304087680855e-08,1.1323706814589634e-12,154.0,0.0,0.99858092731714898,1.0,18.999962595583064,6.983830051898397e-05,7.2835168241209439e-07,0.00031273036588812367,0.00034939428241108019,0.00024855849349390315,3.6659804925327945e-05,1.0246233986088385e-10,6.602893839484629e-07,0.00039921028481135906,4.0429374303204068e-13,5.6900416034320624e-07,2.7758344735852929e-07,3.8492531582956728e-07,3.8475165428720157e-07,1.0804404320347844e-10,1.1176776183308742e-08,6.5614627520082465e-11,4.2131579683092034e-08,4.9436209446346802e-16,4.7060891014321303e-16,4.7084830387535578e-16,6.614228604003124e-10,1.0998935967732786e-12,5.0472969932952601e-15,7.0056009025280904e-17,9.211370036500183e-17,1.2659813454726682e-13,8.5458116545914217e-15,3.6503922104310235e-16,1.0594131581437233e-16,2.0941011770057672e-18,3.3770464487715681e-21,5.9787328748969182e-23,7.5760122237435397e-19,3.5376637718701987e-21,6.922921838135962e-09,4.0687754789446531e-15,4.4661150785934054e-16,2.2184207520135424e-18,3.0746242262161171e-19,6.2498364997534828e-16,6.9482241402409055e-24,3.9881795754957767e-24,1.6549629617446792e-18,3.489642101120946e-23,8.6706470710571501e-19,1.7598595036712766e-23,1.5710729462789985e-24,1.3534008831746967e-22,3.0882677020535289e-20,3.0882677020535289e-20
4.4913033470811073e-10,0.5380598139247523,1.5953276697603448e-09,5.0262663434417654e-13,4.4608537408732305e-13,2.8010090370237963e-19,1.5441419304847772e-15,0.0,0.0,8.7339904144624638e-08,1.2411903002188931e-12,154.0,0.0,0.99854760542369492,1.0,18.999961656238607,7.1477287941735769e-05,7.2832946924152746e-07,0.00031999218900362786,0.00035759167793938723,0.00025440083824268984,3.7579610745055746e-05,1.0486627974916103e-10,6.7581019111489893e-07,0.0004085952304816825,4.1443759834530382e-13,5.9603267783289432e-07,2.8629361777088389e-07,4.0744268238232631e-07,4.0725885512908283e-07,1.1436640723865213e-10,1.1651493940240925e-08,6.9457546399654721e-11,4.4149384506213608e-08,5.6786874628312972e-16,5.4082487052154581e-16,5.4110694247295961e-16,7.0966933416430059e-10,1.1666750138423806e-12,5.1659391016839662e-15,7.2787364811731617e-17,9.6414019983035252e-17,1.3465111799505133e-13,9.2713109416504944e-15,4.0022926876168794e-16,1.172606795869674e-16,2.3663515266644617e-18,3.8741668132662132e-21,6.6175490177680855e-23,8.4072795502709592e-19,4.0452305412700636e-21,7.2161629808818416e-09,4.2525862500960626e-15,4.6835054501194169e-16,2.318697752449463e-18,3.266438952474439e-19,6.6845188541931359e-16,7.2864324196345356e-24,4.1823062072150283e-24,1.8121351653429809e-18,3.8210701786490308e-23,9.486588411275265e-19,1.925471086849199e-23,1.7189172594593007e-24,1.4807819682676533e-22,3.4594369155062325e-20,3.4594369155062325e-20
4.59442114257985e-10,0.5380598111207457,1.6400848587328453e-09,5.2777859549185607e-13,4.7049727251451745e-13,3.07969401885339e-19,1.6623807013536807e-15,0.0,0.0,9.1388331590389436e-08,1.3576654021460744e-12,154.0,0.0,0.99851428465762149,1.0,18.999960716949055,7.3116177164838297e-05,7.2830725681051179e-07,0.00032725284513485483,0.00036578847684300971,0.00026024295586490729,3.8499268630208801e-05,1.0727004445996905e-10,6.913298672801683e-07,0.00041797988228845141,4.2457982219769934e-13,6.2368703681712341e-07,2.9502373027793087e-07,4.306565094268584e-07,4.3046220178198251e-07,1.2088438765710456e-10,1.2133710418616509e-08,7.3419478918689897e-11,4.6215061178212566e-08,6.500598352595652e-16,6.1937843858626117e-16,6.1970946923415979e-16,7.6019819841507425e-10,1.2356738355508898e-12,5.2845725646153389e-15,7.5569210544192584e-17,1.0085759717580482e-16,1.430640384775938e-13,1.0042038589054438e-14,4.3791256438799223e-16,1.2950377606246209e-16,2.6665765294346191e-18,4.4306041518789194e-21,7.3084977589483685e-23,9.308976219160858e-19,4.6117495104697878e-21,7.5139875674598691e-09,4.4401264189362539e-15,4.9056920681544509e-16,2.4210105102335462e-18,3.4657167420246721e-19,7.1383023060247848e-16,7.6321025306845616e-24,4.3807158217302011e-24,1.9800995641521181e-18,4.1752567744711539e-23,1.0357687525285994e-18,2.1022781721239568e-23,1.8767558927207866e-24,1.6167754303076805e-22,3.8651018032128981e-20,3.8651018032128981e-20
4.697538938078593e-10,0.5380598083193363,1.6852048297878298e-09,5.5361149492294782e-13,4.9576762340215783e-13,3.3792409688735479e-19,1.7870394859231799e-15,0.0,0.0,9.552831196481179e-08,1.4821463230594527e-12,154.0,0.0,0.99848096501899564,1.0,18.999959777714366,7.4754968192747135e-05,7.2828504511856846e-07,0.00033451233436179929,0.0003739846790736897,0.00026608484644573938,3.9418778568099545e-05,1.0967363397966034e-10,7.0684841235298681e-07,0.00042736424036496205,4.3472041444997396e-13,6.5196715006316083e-07,3.0377214043270128e-07,4.5456832312729558e-07,4.5436321971462182e-07,1.2759841354078816e-10,1.2623301999130486e-08,7.7500686895237258e-11,4.8328655249002508e-08,7.4170331788914252e-16,7.0701296473376988e-16,7.07399970160216e-16,8.1306170048183613e-10,1.3069003812562946e-12,5.4031973814071894e-15,7.8401594239280633e-17,1.0544772783613437e-16,1.5184824764689621e-13,1.0859977448096616e-14,4.7821061779549469e-16,1.4272521199153337e-16,2.9969441503381553e-18,5.0519038832795471e-21,8.054660987774444e-23,1.0285500828254629e-18,5.242558453121314e-21,7.816318082925284e-09,4.6313786662226399e-15,5.1326517104485498e-16,2.5253495684020741e-18,3.6725797587178345e-19,7.6115496465795321e-16,7.9851983450325492e-24,4.5833876818897802e-24,2.1593241040227095e-18,4.5531887369055079e-23,1.1286258217862479e-18,2.2907504029586727e-23,2.0450080970463079e-24,1.7617426076296861e-22,4.3075657394168127e-20,4.3075657394168127e-20
4.800656733577335e-10,0.5380598055205286,1.7306873480701505e-09,5.8012984684779532e-13,5.2191457893164242e-13,3.7007286460867456e-19,1.9183432337989432e-15,0.0,0.0,9.9759834005546843e-08,1.6149911894056562e-12,154.0,0.0,0.99844764650788409,1.0,18.999958838534504,7.6393661029917922e-05,7.2826283417118816e-07,0.00034177065675803866,0.0003821802845831894,0.00027192651006906291,4.0338140552252148e-05,1.1207704829384034e-10,7.223658262421253e-07,0.00043674830484247048,4.4485937503035878e-13,6.8087293034121967e-07,3.1253733025568226e-07,4.7917952342858633e-07,4.7896330823340425e-07,1.3450887848519074e-10,1.3120147092712052e-08,8.170141049846082e-11,5.0490212258503741e-08,8.4361256438935406e-16,8.045164636838872e-16,8.0496726026093058e-16,8.6831206667522217e-10,1.3803644543621581e-12,5.5218135513546026e-15,8.1284563903030489e-17,1.1018770739646052e-16,1.6101533563164264e-13,1.1727171833817923e-14,5.2124891847539489e-16,1.5698181871634294e-16,3.3597413825261833e-18,5.7440010339378726e-21,8.859246146318572e-23,1.134144596702693e-18,5.9433525648876807e-21,8.123078317142062e-09,4.826325980984031e-15,5.3643615587909318e-16,2.6317056382905303e-18,3.8871493523612422e-19,8.1046211263606182e-16,8.3456843629066141e-24,4.7903014113410153e-24,2.3502854678444779e-18,4.9558713406993005e-23,1.227465245038572e-18,2.4913651676937323e-23,2.2241000372398223e-24,1.9160507984617436e-22,4.7892275246828951e-20,4.7892275246828951e-20
4.903774529076078e-10,0.5380598027243261,1.7765321757720353e-09,6.0733816252056225e-13,5.4895658976490591e-13,4.0452684788075702e-19,2.0565216728603823e-15,0.0,0.0,1.0408288643753953e-07,1.7565659151671511e-12,154.0,0.0,0.99841432912435413,1.0,18.999957899409438,7.8032255680806267e-05,7.2824062396462256e-07,0.00034902781239286274,0.00039037529332329235,0.0002777679468174756,4.1257354580289773e-05,1.1448028738802235e-10,7.3788210885626546e-07,0.00044613207585023502,4.5499670391216888e-13,7.1040429042446029e-07,3.2131789850855707e-07,5.0449139376364489e-07,5.0426375018516213e-07,1.4161614332849072e-10,1.362412610718173e-08,8.6021869913587593e-11,5.2699777736612978e-08,9.5664769622279544e-16,9.1272299311904343e-16,9.1324626602551472e-16,9.260015022955945e-10,1.4560753753251262e-12,5.6404210737478806e-15,8.4218167530919367e-17,1.1508083082402984e-16,1.7057712951018303e-13,1.2645728762664509e-14,5.6715703445489413e-16,1.7233271519196547e-16,3.7573785945340651e-18,6.5132399973635219e-21,9.7255897862662395e-23,1.2481604272816112e-18,6.7202009497784958e-21,8.4341933428192824e-09,5.0249516572173557e-15,5.6007991947187413e-16,2.7400695977301926e-18,4.10954607112423e-19,8.6178744928710602e-16,8.7135257064482208e-24,5.0014369907002595e-24,2.5534690129652926e-18,5.3843281550434803e-23,1.332525985306657e-18,2.7046075005369891e-23,2.4144647035430311e-24,2.0800731847335658e-22,5.312582936662733e-20,5.312582936662733e-20
5.110010120073564e-10,0.5380597971397507,1.8693077948209711e-09,6.638427151455536e-13,6.0580107098498518e-13,4.8081158964652367e-19,2.3544458982440838e-15,0.0,0.0,1.1300353731333369e-07,2.0674075199865877e-12,154.0,0.0,0.99834769774030541,1.0,18.999956021323506,8.1309150441558086e-05,7.2819620577429502e-07,0.00036353862363984007,0.00040676352030254495,0.00028945014001366626,4.309533877325605e-05,1.192862398615004e-10,7.6891127989487358e-07,0.00046489873796373959,4.752664666399665e-13,7.713434011138763e-07,3.3892009759500041e-07,5.5722174706863449e-07,5.5697029481586568e-07,1.5642236671841238e-10,1.4653017319643959e-08,9.502278581029236e-11,5.7263116167956845e-08,1.2197778381526708e-15,1.1648198539132119e-15,1.1655179769240635e-15,1.0489062980078845e-09,1.6142728063703089e-12,5.8776101731351309e-15,9.0237468607980127e-17,1.2533968683823096e-16,1.9093331893201545e-13,1.4645679152414125e-14,6.6812196968270825e-16,2.065656793942689e-16,4.6674584202095531e-18,8.3106931574650044e-21,1.1657566170024981e-22,1.5034768691582187e-18,8.5283100768534325e-21,9.0691943453296489e-09,5.4331727754674255e-15,6.0877701287955692e-16,2.9627855184471181e-18,4.5782991416097687e-19,9.7063455840235366e-16,9.4711379291297151e-24,5.4362953837637379e-24,2.9984870820570765e-18,6.3227493909217984e-23,1.5622858172989187e-18,3.1709526560058529e-23,2.8307777842499187e-24,2.4387822429463412e-22,6.4948517539380652e-20,6.4948517539380652e-20
5.2956221519713e-10,0.5380597921225744,1.9540425121565027e-09,7.1710168372655745e-13,6.6021339317639499e-13,5.5853487944461016e-19,2.6484943819566628e-15,0.0,0.0,1.2134504367869378e-07,2.3808512683505994e-12,154.0,0.0,0.99828773335165999,1.0,18.999954331233113,8.425801997384737e-05,7.2815623193708157e-07,0.00037659436408217484,0.0004215108831492518,0.00029996333878113627,4.474901856091357e-05,1.2361099769469722e-10,7.9683366395464485e-07,0.00048178773145622172,4.9350367295092677e-13,8.2832720866883076e-07,3.5480270142833644e-07,6.0708614841514622e-07,6.0681218063841571e-07,1.704240575650408e-10,1.5602257409113015e-08,1.035349581266144e-10,6.1534766268510622e-08,1.5042784584116321e-15,1.4376700692889485e-15,1.4385655216471619e-15,1.1683855252165093e-09,1.7644193781149456e-12,6.0910507809935065e-15,9.5828489007659854e-17,1.3512945476701581e-16,2.1072723073587125e-13,1.664375894372876e-14,7.7019200307011385e-16,2.4176002593035849e-16,5.6325498364562099e-18,1.0264995070937648e-20,1.3643803836614664e-22,1.7673022621444977e-18,1.0484866224862726e-20,9.6548624738531354e-09,5.8129903129117303e-15,6.5419961358836854e-16,3.1700086620913745e-18,5.0281390297621225e-19,1.0758530607288149e-15,1.0177806749079182e-23,5.8419130048192502e-24,3.4458477538438103e-18,7.2661147623442921e-23,1.7928192871353437e-18,3.6388685666464308e-23,3.2484927321545593e-24,2.798704538365794e-22,7.7285627790972973e-20,7.7285627790972973e-20
5.481234183869036e-10,0.5380597871138847,2.0399473022566361e-09,7.7266615535117383e-13,7.1782625678127476e-13,6.4560879797862765e-19,2.9686162826487681e-15,0.0,0.0,1.2998293261201942e-07,2.7286260624039974e-12,154.0,0.0,0.99822777261741713,1.0,18.999952641319542,8.7206571451874852e-05,7.2811626050245367e-07,0.00038964632519763884,0.00043625631171419834,0.00031047580370203971,4.6402219024341667e-05,1.2793518759582659e-10,8.2475238126624552e-07,0.00049867577602883675,5.1173559314973474e-13,8.8733653837567927e-07,3.7071779601663602e-07,6.5923623269222424e-07,6.5893871649009686e-07,1.8506774130612395e-10,1.6572839363623367e-08,1.1243773589314654e-10,6.5962671427255387e-08,1.8404807672493684e-15,1.7604194076267617e-15,1.7615574026234136e-15,1.2965782745447836e-09,1.9219716784713712e-12,6.3044633599507168e-15,1.0158430939017199e-16,1.4546663046324877e-16,2.3199459470986008e-13,1.8844016221759095e-14,8.837721234528339e-16,2.8153073138308057e-16,6.7541306485491613e-18,1.2588859829354444e-20,1.5888318674715732e-22,2.0668472407664964e-18,1.2801163909820582e-20,1.0253531246197119e-08,6.2044795272017844e-15,7.011209347565292e-16,3.3836029233850199e-18,5.505178211248146e-19,1.1881558141253372e-15,1.09077921348824e-23,6.2609139954029736e-24,3.9407466203770062e-18,8.3097297394820673e-23,2.0473933339320399e-18,4.1555803380609574e-23,3.7097680583975564e-24,3.1961656436722276e-22,9.1407676750486369e-20,9.1407676750486369e-20
