Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338)
5.63403528551303e-10,0.3838167488987937,2.6511198175643835e-13,4.1936708349363497e-17,2.5987983776409452e-17,7.6555502602347511e-25,1.0558657093946354e-19,0.0,0.0,1.0211734612605478e-09,1.0821877038731195e-15,154.0,0.0,0.99996486349704883,1.0,18.999992989045609,3.1983138155725911e-06,1.1956147194458884e-09,8.6539567466051534e-06,1.5425947322336402e-05,4.266676490405978e-07,6.8907777475395558e-06,1.7822244445863474e-11,1.1912771207669684e-07,4.1079945821690369e-07,1.9177443894561935e-13,8.5368320600478613e-09,4.0528016479989718e-10,1.3475340998004997e-10,1.3455866519759925e-10,1.1468305115418079e-13,6.3228308527935415e-13,8.0061651965540657e-14,6.1118163089863979e-10,1.0688998367507547e-22,1.0301331571682296e-22,1.0301428595560055e-22,9.5318522108069625e-12,9.8963501023126104e-16,2.0877595552550883e-15,8.5599049124690419e-19,6.7063952907177107e-20,2.5155603804848714e-17,9.2682544339688294e-19,1.0984525696858268e-19,9.3972757374536293e-22,3.5182263367852745e-23,7.4197357105253986e-26,2.3295248678897919e-28,1.3569928094075932e-22,3.1768304641798123e-28,6.5603009243527572e-13,2.6223884212619165e-19,1.497385817014587e-19,1.7949763072644898e-23,2.1772774843928532e-24,6.875397215167986e-21,6.1473063469254668e-27,3.4597490908024241e-27,3.4590919718990538e-23,2.9898981293241859e-28,1.7670258850433544e-24,1.1646737566255999e-28,1.7885182500204525e-31,8.8723188638365923e-28,5.1779563464433087e-27,5.1404058817545183e-27,3.7550464688789213e-29,7.8704035781885055e-20,9.1925447635708151e-25,9.5554258882500249e-26,1.1246219980935755e-25,3.5694044488629519e-27,4.5707339317082961e-30,1.6605501705369128e-28,2.4787333287652051e-31,8.4699526983929464e-26
5.788767247163479e-10,0.3838167483647141,2.7385378647487458e-13,4.4590800545020386e-17,2.7835217845194615e-17,8.5520120523929788e-25,1.1570572565737778e-19,0.0,0.0,1.0758356537173575e-09,1.1959571678481923e-15,154.0,0.0,0.99996389833086252,1.0,18.999992745469417,3.286137132290674e-06,1.1956136370808675e-09,8.8406015606685185e-06,1.5849556074376141e-05,4.3840165796648893e-07,7.1310128764609127e-06,1.8311657430721281e-11,1.224127845836641e-07,4.2209709389786799e-07,1.9846032850799536e-13,9.0121452150257258e-09,4.2207291559255381e-10,1.4448206806708086e-10,1.442732452861084e-10,1.2296687063574712e-13,6.668664740709491e-13,8.5855821067710091e-14,6.4541732439528135e-10,1.2646583750820997e-22,1.2188101672594872e-22,1.2188219788171487e-22,1.0353508531938656e-11,1.0663764858516813e-15,2.1453317376076828e-15,8.8650275810494921e-19,7.0429069458637697e-20,2.7058624251229056e-17,1.0212548102209835e-18,1.2408701574488147e-19,1.0630528537701669e-21,4.0921047253365253e-23,8.7894618111869238e-26,2.6352471753461916e-28,1.5373043824667204e-22,3.6951470239166911e-28,6.9189307499679816e-13,2.7644645308784284e-19,1.603621850407899e-19,1.89236189979298e-23,2.3265761835080304e-24,7.4344376874206474e-21,6.583443534637358e-27,3.7052103082432441e-27,3.8413782726529596e-23,3.320351314033252e-28,1.9621572101305051e-24,1.2932911828454032e-28,1.9860234387849392e-31,9.852353599248731e-28,5.907031941447463e-27,5.8630238945748069e-27,4.4008046872655181e-29,8.8527337715244735e-20,1.0173291255236595e-24,1.0708402603854372e-25,1.2944811065748295e-25,4.0146468764893961e-27,5.2614661862106181e-30,1.9665859731845136e-28,3.0120950698931616e-31,9.5115344805244012e-26
5.943499208813929e-10,0.38381674782998015,2.8267207978194923e-13,4.7333765099475043e-17,2.9774154763479994e-17,9.5265510400100254e-25,1.2653686949958059e-19,0.0,0.0,1.1318839346379193e-09,1.3183504088292394e-15,154.0,0.0,0.9999629331547355,1.0,18.999992501593006,3.3739596738019919e-06,1.1956125558909737e-09,9.0269456642964357e-06,1.6273163070100359e-05,4.5013565392774072e-07,7.3715467937285706e-06,1.8801068374986506e-11,1.256978433951399e-07,4.3339471849767263e-07,2.0515453354631914e-13,9.5003335697567708e-09,4.3903349586843262e-10,1.5460764714578318e-10,1.5438417123736317e-10,1.3158883567186338e-13,7.0233439745431472e-13,9.1886972607541671e-14,6.8059781136806592e-10,1.4892411365743037e-22,1.4352725069786412e-22,1.4352868079337614e-22,1.1220529312360101e-11,1.1466467603469497e-15,2.2029036799430475e-15,9.1739038761370744e-19,7.3891297713164541e-20,2.9053377672162792e-17,1.1224159404280625e-18,1.397070056124174e-19,1.1985400604553938e-21,4.7400550433741765e-23,1.0365351153625267e-25,2.9711194377890607e-28,1.7357446325865417e-22,4.2815139069006231e-28,7.2867178489024667e-13,2.9107282105882162e-19,1.7141965306172252e-19,1.9926204439644706e-23,2.4824891607467936e-24,8.0231343555273198e-21,7.037392435315844e-27,3.9606960891292961e-27,4.2543322562890455e-23,3.6773155873965684e-28,2.1729218031455478e-24,1.4322132615408303e-28,2.1993521176217661e-31,1.091092594474438e-27,6.7154901731235034e-27,6.6641298895438406e-27,5.1360283579661639e-29,9.9267326410106814e-20,1.1229602929185513e-24,1.1963405182620075e-25,1.4841859372385383e-25,4.5005745168141291e-27,6.0329443862266574e-30,2.3181190750226795e-28,3.6402998517200015e-31,1.0648100924164768e-25
6.098231170464378e-10,0.38381674729466775,2.9156673653883362e-13,5.0166012247049748e-17,3.1807929760008239e-17,1.0583794662143467e-24,1.3811508926804838e-19,0.0,0.0,1.1893177713210723e-09,1.4497855855903646e-15,154.0,0.0,0.99996196796866821,1.0,18.999992257451112,3.4617814401117656e-06,1.1956114765896296e-09,9.2130237736182293e-06,1.6696768308405941e-05,4.6186963692678157e-07,7.6123447830389282e-06,1.9290477277380148e-11,1.2898288850242636e-07,4.4469233201879294e-07,2.1185608788299185e-13,1.0001397046488825e-08,4.561571418151006e-10,1.6513403784380508e-10,1.6489532803211812e-10,1.4055226290647618e-13,7.3868413165517805e-13,9.8157436774565675e-14,7.1672402340529196e-10,1.7459056031763009e-22,1.682660917105969e-22,1.6826781428173395e-22,1.2134080489365119e-11,1.230495595640642e-15,2.2604753821034748e-15,9.4865375022976812e-19,7.7452844744274e-20,3.114234682547834e-17,1.2306045599561786e-18,1.5679609231877461e-19,1.3470180076361136e-21,5.4692593737743668e-23,1.2171821891831108e-25,3.339196362070219e-28,1.9535913685283761e-22,4.9429085002166966e-28,7.6636332297972069e-13,3.061237970858656e-19,1.8291731255057057e-19,2.0957920636837328e-23,2.6451817643489631e-24,8.6423357575516422e-21,7.5094127864087705e-27,4.2263526156127508e-27,4.6995615037702778e-23,4.0621807163246551e-28,2.4001370743478453e-24,1.5819787995719191e-28,2.4293316445342445e-31,1.20521433153336e-27,7.6096071530277797e-27,7.5499041495655257e-27,5.9703003462253504e-29,1.1098222203775358e-19,1.2365336695831083e-24,1.3326498374594359e-25,1.6954204700879253e-25,5.0296735505826389e-27,6.8920235498781328e-30,2.7203843406490927e-28,4.3768508384906615e-31,1.1885437303791453e-25
6.252963132114827e-10,0.38381674675884436,3.0053763167106204e-13,5.3087945090723168e-17,3.3939747696100405e-17,1.1728527496061796e-24,1.5047666467014997e-19,0.0,0.0,1.2481366918961851e-09,1.5906906181074441e-15,154.0,0.0,0.99996100277266053,1.0,18.999992013074429,3.5496024312252162e-06,1.1956103944629501e-09,9.398866585626143e-06,1.7120371788189701e-05,4.7360360696873153e-07,7.8533761470670452e-06,1.97798841366534e-11,1.3226791989676818e-07,4.5598993446629171e-07,2.1856413719137491e-13,1.0515335567436089e-08,4.7343929873416546e-10,1.7606502124337637e-10,1.7581049126481277e-10,1.4986037557371955e-13,7.7591296128390876e-13,1.0466947806258839e-13,7.5379689133682192e-10,2.0381703935775284e-22,1.9643680106595909e-22,1.9643886577545707e-22,1.3095326122225527e-11,1.3179713121740174e-15,2.3180468439407866e-15,9.8029321368768167e-19,8.1115941449305917e-20,3.3328068833443636e-17,1.3461233645478511e-18,1.7544859211149498e-19,1.5093492558792224e-21,6.2873805713207207e-23,1.4235451804021717e-25,3.7416163176011044e-28,2.1921781680653985e-22,5.6868504122148262e-28,8.04964799304436e-13,3.2160535540768297e-19,1.9486156648194556e-19,2.201917730721747e-23,2.8148217183749456e-24,9.2929017155183704e-21,7.9997674531675421e-27,4.5023278301965931e-27,5.1787192409556629e-23,4.47637592942173e-28,2.644643499727687e-24,1.7431418080827542e-28,2.6768127239928859e-31,1.3280229046380166e-27,8.5959833295044947e-27,8.5268438469275545e-27,6.9139482576939893e-29,1.2373229681508219e-19,1.3584471365015442e-24,1.4803966245222833e-25,1.9299627037732283e-25,5.6045211185405497e-27,7.8459415776201809e-30,3.1790544094812477e-28,5.2367194098100344e-31,1.3229513951469892e-25
6.407695093765276e-10,0.38381674622256945,3.0958464017192377e-13,5.6099960360866723e-17,3.6172882930039205e-17,1.2965693177191556e-24,1.6365909450889164e-19,0.0,0.0,1.3083402782787958e-09,1.7415031917972451e-15,154.0,0.0,0.99996003756671303,1.0,18.999991768490091,3.6374226471475631e-06,1.1956093125468856e-09,9.5845012434667802e-06,1.7543973508347816e-05,4.8533756405484468e-07,8.0946137421935712e-06,2.0269288951544155e-11,1.3555293756999982e-07,4.6728752584150491e-07,2.2527792604673894e-13,1.1042149054779141e-08,4.9087560481886723e-10,1.8740427360514714e-10,1.8713333186053855e-10,1.595163075283648e-13,8.1401817930973858e-13,1.1142529811089987e-13,7.9181734527356499e-10,2.3698278685437488e-22,2.284050441343998e-22,2.2840750743406204e-22,1.4105428565146103e-11,1.4091208351972763e-15,2.375618065313157e-15,1.0123091462865158e-18,8.4882839715510096e-20,3.5613135606721332e-17,1.4692821861900923e-18,1.957623318562322e-19,1.6864308002245465e-21,7.2025814475262856e-23,1.6585109840725893e-25,4.1806030413466058e-28,2.452895701232706e-22,6.5214329739587188e-28,8.4447333304971695e-13,3.3752358878084625e-19,2.0725889831517819e-19,2.3110392323890239e-23,2.9915791446499859e-24,9.975703574580272e-21,8.5087226050308722e-27,4.7887715350046867e-27,5.693504947863167e-23,4.9213704437069263e-28,2.9073049242189873e-24,1.9162717023686978e-28,2.9426697138383182e-31,1.4599523917315599e-27,9.6815525718996128e-27,9.6017717500667619e-27,7.9780821832852691e-29,1.3757989168063688e-19,1.4891110583639283e-24,1.6402317982561926e-25,2.1896877193342678e-25,6.2277877358800193e-27,8.9023317308308269e-30,3.7002638308931032e-28,6.236458187006975e-31,1.4686487136110074e-25
6.562427055415726e-10,0.3838167456858956,3.1870763710576656e-13,5.9202449086443502e-17,3.8510679191650733e-17,1.4300396314076779e-24,1.7770112282484933e-19,0.0,0.0,1.3699281599394567e-09,1.9026707611994733e-15,154.0,0.0,0.9999590723508256,1.0,18.999991523722102,3.7252420878840295e-06,1.1956082334717111e-09,9.7699517480194686e-06,1.796757346777672e-05,4.9707150818656764e-07,8.3360335669425735e-06,2.0758691720764148e-11,1.3883794151368627e-07,4.7858510614595006e-07,2.3199678647214139e-13,1.1581837430664891e-08,5.0846187661872225e-10,1.9915537073169814e-10,1.9886742043220256e-10,1.6952310696868376e-13,8.5299708703500902e-13,1.1842703832824343e-13,8.3078631464787367e-10,2.7449569400405466e-22,2.6456412695555225e-22,2.6456705279924071e-22,1.5165548625347784e-11,1.5039897395778891e-15,2.4331890460650575e-15,1.0447019181837971e-18,8.8755809921967558e-20,3.8000194188979668e-17,1.6003981593575193e-18,2.1783871091795015e-19,1.8791947750743466e-21,8.2235443376776536e-23,1.9252092571915684e-25,4.6584673853329423e-28,2.7371930846964688e-22,7.4553561173055055e-28,8.8488605251803252e-13,3.5388470435594958e-19,2.2011587577110695e-19,2.4231991430211603e-23,3.1756265852436792e-24,1.0691624432592558e-20,9.036547870675744e-27,5.0858354790456448e-27,6.2456649804356988e-23,5.3986740021461591e-28,3.1890088711997412e-24,2.1019535058885374e-28,3.2278009385485138e-31,1.6014487706970461e-27,1.0873591374649016e-26,1.0781845039917388e-26,9.1746334731623585e-29,1.5258943255639503e-19,1.6289485776115474e-24,1.8128293817747943e-25,2.4765708192344292e-25,6.9022397620527877e-27,1.0069235417100284e-29,4.2906339808645694e-28,7.3943194674786385e-31,1.6262699940200454e-25
6.717159017066175e-10,0.3838167451488696,3.2790649761121347e-13,6.2395797188425524e-17,4.0956549466210208e-17,1.5737904398200924e-24,1.9264276499337787e-19,0.0,0.0,1.4329000083951705e-09,2.0746505531563171e-15,154.0,0.0,0.99995810712499911,1.0,18.99999127879169,3.8130607534398348e-06,1.195607151841635e-09,9.9552393217467415e-06,1.8391171665373255e-05,5.0880543936933309e-07,8.5776143981454285e-06,2.124809244306515e-11,1.4212293171901334e-07,4.8988267538497786e-07,2.3872012781294434e-13,1.2134400617206606e-08,5.2619409600740255e-10,2.113217920067219e-10,2.110162313138336e-10,1.7988373988245402e-13,8.9284699406950524e-13,1.256767823212659e-13,8.7070472825412983e-10,3.1679360789667815e-22,3.0533625209775857e-22,3.0533971270750998e-22,1.6276845707335783e-11,1.6026222931727585e-15,2.4907597860480328e-15,1.0774718961552786e-18,9.2737138742504366e-20,4.0491947031377648e-17,1.7397958867950398e-18,2.4178276477053301e-19,2.0886091760523969e-21,9.3594910596392441e-23,2.227026564324768e-25,5.1776091062263453e-28,3.0465792671883359e-22,8.4979606668807958e-28,9.2620009510012606e-13,3.7069502004086749e-19,2.3343915414889878e-19,2.538440798811565e-23,3.3671390254225219e-24,1.1441559361158081e-20,9.5835164741853554e-27,5.3936734348491757e-27,6.8369932043485744e-23,5.909837421595394e-28,3.4906668580414181e-24,2.300788058264103e-28,3.5331290086286444e-31,1.7529700779320966e-27,1.2179728183652552e-26,1.2074564238121023e-26,1.0516394553152726e-28,1.6882744620703477e-19,1.7783959083862402e-24,1.998887104751766e-25,2.7926907428688413e-25,7.6307419206192763e-27,1.135511528705553e-29,4.957298779468661e-28,8.7303792022087362e-31,1.7964683134578683e-25
6.871890978716624e-10,0.3838167446115324,3.3718109690429712e-13,6.5680386004362944e-17,4.3513975886855213e-17,1.7283649708549428e-24,2.0852533378042414e-19,0.0,0.0,1.4972555323404362e-09,2.2579095695416325e-15,154.0,0.0,0.99995714188923346,1.0,18.999991033717599,3.9008786438202006e-06,1.1956060691772105e-09,1.0140382730298163e-05,1.8814768100033863e-05,5.2053935760512126e-07,8.8193374693496551e-06,2.1737491117190144e-11,1.4540790817759045e-07,5.0118023356061208e-07,2.4544742778650482e-13,1.2699838536483886e-08,5.4406839848542369e-10,2.2390692414292654e-10,2.2358314630303644e-10,1.9060109324433303e-13,9.3356521830491331e-13,1.3317655814739137e-13,9.1157351428894389e-10,3.6434565163328743e-22,3.5117379328100499e-22,3.5117786996864647e-22,1.7440477944397806e-11,1.7050614988101294e-15,2.5483302851185387e-15,1.1106194472109867e-18,9.6829127212548966e-20,4.3091152205355223e-17,1.887807604605601e-18,2.6770323029730125e-19,2.3156785986269396e-21,1.0620203273771348e-22,2.5676210353110649e-25,5.740518696472589e-28,3.3826244459107705e-22,9.659264082894698e-28,9.6841260724628513e-13,3.8796096129337676e-19,2.4723547923738279e-19,2.6568082756257016e-23,3.566293917000486e-24,1.2226415619114103e-20,1.0149905354569924e-26,5.7124412657332395e-27,7.4693316404335145e-23,6.4564531507880007e-28,3.8132147174872864e-24,2.5133922271223349e-28,3.8596011459008083e-31,1.914986569854392e-27,1.3607952847260495e-26,1.3487782249291069e-26,1.2017059796942731e-28,1.8636257570827252e-19,1.9379026300349198e-24,2.1991270148369515e-25,3.1402329595375009e-25,8.4162598641816336e-27,1.276886864677173e-29,5.7079312286490364e-28,1.0266666654218154e-30,1.9799156051477335e-25
7.026622940367074e-10,0.3838167440739204,3.4653131028150997e-13,6.9056592752228825e-17,4.6186509634747649e-17,1.8943231210815306e-24,2.2539146536002279e-19,0.0,0.0,1.5629944733424487e-09,2.4529245895877022e-15,154.0,0.0,0.99995617664352943,1.0,18.999990788516453,3.9886957590303475e-06,1.1956049900672252e-09,1.0325398566851146e-05,1.9238362770654995e-05,5.322732628943776e-07,9.061186186489288e-06,2.2226887741840095e-11,1.4869287088112552e-07,5.124777806733943e-07,2.5217822456892099e-13,1.3278151110542667e-08,5.6208106266441354e-10,2.3691406466880048e-10,2.3657145814268601e-10,2.0167797799033256e-13,9.7514908588931801e-13,1.4092834041030499e-13,9.5339360039049632e-10,4.1765356327306764e-22,4.0256058826877593e-22,4.0256537231545649e-22,1.865760231834132e-11,1.8113491349262363e-15,2.6059005431204414e-15,1.1441449415028344e-18,1.010340890246074e-19,4.5800623561378253e-17,2.0447733464371275e-18,2.9571261274223176e-19,2.561444993266328e-21,1.201604325313599e-22,2.9509375463813393e-25,6.3497792564243135e-28,3.7469615137804899e-22,1.094999769146685e-27,1.0115207444376625e-12,4.0568905829083907e-19,2.6151168987026003e-19,2.778346369438532e-23,3.7732712020372675e-24,1.3047112859339831e-20,1.0735995270667247e-26,6.0422969848429171e-27,8.1445711213305434e-23,7.0401558380299777e-28,4.1576129246583897e-24,2.7403991236470949e-28,4.2081895144899029e-31,2.0879808872367099e-27,1.516662619411753e-26,1.5029713519442587e-26,1.3691267467494274e-28,2.0526559553557166e-19,2.107931979849884e-24,2.4142960972678234e-25,3.5214930396954737e-25,9.2618627797889767e-27,1.4319841189093305e-29,6.5507707898553664e-28,1.2027299878369559e-30,2.1773027456162122e-25
7.181354902017523e-10,0.38381674353606604,3.5595701312277574e-13,7.2524790940699539e-17,4.8977770846286957e-17,2.0722416451174525e-24,2.4328514529628371e-19,0.0,0.0,1.6301166020339409e-09,2.6601821718520286e-15,154.0,0.0,0.99995521138788712,1.0,18.999990543202909,4.076512099075495e-06,1.1956039091683627e-09,1.0510301503581951e-05,1.96619556761336e-05,5.440071552424812e-07,9.3031458764238204e-06,2.2716282315766375e-11,1.5197781982090054e-07,5.2377531672861329e-07,2.5891210979714122e-13,1.3869338261395211e-08,5.8022850079779813e-10,2.5034642518090783e-10,2.4998437376849469e-10,2.1311713179215286e-13,1.0175959312017579e-12,1.4893405221413437e-13,9.9616591367668637e-10,4.7725305310020028e-22,4.6001324954009784e-22,4.6001884313617998e-22,1.9929374768423162e-11,1.9215257949002164e-15,2.6634705599073043e-15,1.1780487450965335e-18,1.0535434902870643e-19,4.8623230840344026e-17,2.2110411065962443e-18,3.259272542689963e-19,2.8269884368710026e-21,1.3557975073013644e-22,3.3812234362324645e-25,7.0080684068205736e-28,4.1412875373396647e-22,1.2381645438948904e-27,1.0555216711576668e-12,4.2388594343107546e-19,2.7627472016851659e-19,2.9031005790394228e-23,3.9882533368449112e-24,1.3904583329656595e-20,1.1342070893202371e-26,6.3834008069622939e-27,8.86465195902422e-23,7.6626229083058821e-28,4.5248469295090072e-24,2.9824583217232322e-28,4.5798915573253886e-31,2.2724482222818238e-27,1.6864489740031032e-26,1.6708943312617533e-26,1.5554642741349732e-28,2.2560942628399827e-19,2.2889611447591844e-24,2.6451669017845535e-25,3.9388801051171281e-25,1.0170726030558251e-26,1.6017841046472376e-29,7.4946516212760598e-28,1.403862716604132e-30,2.3893396417553922e-25
7.336086863667972e-10,0.3838167429979975,3.6545808089434298e-13,7.6085350732070457e-17,5.1891448526736909e-17,2.2627143444576396e-24,2.6225173449240323e-19,0.0,0.0,1.6986217147460861e-09,2.8801786558630624e-15,154.0,0.0,0.99995424612230732,1.0,18.999990297789935,4.1643276639608659e-06,1.1956028258476549e-09,1.069510451407037e-05,2.0085546815366592e-05,5.5574103465245711e-07,9.5452035645422378e-06,2.320567483772103e-11,1.5526275498832864e-07,5.3507284172928766e-07,2.656487223793231e-13,1.4473399911020104e-08,5.9850725024075928e-10,2.6420713438491032e-10,2.6382501734561273e-10,2.2492122165118849e-13,1.0609030968269194e-12,1.571955669903241e-13,1.0398913807818308e-09,5.4371517871252202e-22,5.2408249226381623e-22,5.2408900951160694e-22,2.1256950290355229e-11,2.0356309251290286e-15,2.7210403353356261e-15,1.212331223564713e-18,1.0979224191320959e-19,5.156189974342165e-17,2.3869670019491116e-18,3.58467404082784e-19,3.1134279202044041e-21,1.5257586228615146e-22,3.8630447688386901e-25,7.7181602409310253e-28,4.5673652651329917e-22,1.3966484206638075e-27,1.1004125608635025e-12,4.4255834912483591e-19,2.9153160150736153e-19,3.0311170907570717e-23,4.2114253162431658e-24,1.4799772068485645e-20,1.1968420885537503e-26,6.735915193961034e-27,9.6315646229663987e-23,8.3255751495381243e-28,4.9159274945770193e-24,3.2402360805710595e-28,4.9757303380023912e-31,2.468896488359503e-27,1.8710675525962823e-26,1.8534437107664743e-26,1.7623841829808636e-28,2.4746914902970455e-19,2.4814815517150004e-24,2.892538176036247e-25,4.3949203584474231e-25,1.1146133829621546e-26,1.7873153167263266e-29,8.5490316946037332e-28,1.6329374601631818e-30,2.6167553177837723e-25
7.490818825318421e-10,0.38381674245973996,3.7503438915160137e-13,7.973863926322217e-17,5.4931300469681688e-17,2.4663522557507714e-24,2.8233799510898927e-19,0.0,0.0,1.768509630531156e-09,3.1134201634815859e-15,154.0,0.0,0.99995328084679025,1.0,18.999990052289011,4.2521424536916804e-06,1.1956017463757253e-09,1.087981906996064e-05,2.0509136187250716e-05,5.6747490112388691e-07,9.7873477781098752e-06,2.3695065306392566e-11,1.58547676375117e-07,5.4637035567511788e-07,2.7238774302152542e-13,1.5090335981362264e-08,6.1691396573705368e-10,2.7849924094567325e-10,2.7809643311459197e-10,2.3709284632959215e-13,1.1050679335298831e-12,1.6571471020948663e-13,1.0845709278917488e-09,6.1764773744494722e-22,5.9535447910771456e-22,5.9536204708955028e-22,2.2641483026205972e-11,2.1537028618825173e-15,2.778609869245421e-15,1.2469927473422911e-18,1.1435011104008328e-19,5.4619611965347811e-17,2.5729154324958451e-18,3.9345729006845937e-19,3.4219221510303257e-21,1.7127109689713394e-22,4.4013031550060638e-25,8.4829273156395033e-28,5.0270246663248409e-22,1.5717625722180851e-27,1.1461905959577789e-12,4.6171310584533273e-19,3.0728946424013794e-19,3.1624427649855674e-23,4.4429746980304842e-24,1.5733637095841836e-20,1.2615337974444554e-26,7.1000048946257716e-27,1.0447350428525022e-22,9.0307773077741821e-28,5.3318910378936627e-24,3.5144155707818598e-28,5.3967548878649641e-31,2.6778464923374269e-27,2.0714716089187249e-26,2.0515550117074853e-26,1.9916597211240174e-28,2.7092201934338014e-19,2.6859991565562563e-24,3.1572355047388862e-25,4.8922606924673686e-25,1.2191481942853914e-26,1.9896554016816071e-29,9.724022811403051e-28,1.8930799881203878e-30,2.8602980021111147e-25
7.80028274861932e-10,0.3838167413827446,3.9441222980665895e-13,8.7324857554345806e-17,6.1404901824407258e-17,2.9156551610245468e-24,3.2606374077815373e-19,0.0,0.0,1.9124332463996637e-09,3.6217116541837285e-15,154.0,0.0,0.99995135026594684,1.0,18.999989561062652,4.4277697077105223e-06,1.1955995838522631e-09,1.1249022168131907e-05,2.1356309624561108e-05,5.9094259526939847e-07,1.0271856426788151e-05,2.4673840078889993e-11,1.6511747777234846e-07,5.6896535042025038e-07,2.8587191321629228e-13,1.6362831071809595e-08,6.5409846121482982e-10,3.0838945611295038e-10,3.079433740647817e-10,2.6254876723417863e-13,1.1959600639805161e-12,1.8353295337397865e-13,1.1767959648248034e-09,7.9054755613522122e-22,7.6203679695041009e-22,7.6204690532431997e-22,2.558603290643838e-11,2.4018951594462385e-15,2.8937482119327298e-15,1.3174543924524053e-18,1.2383518912568859e-19,6.1104373022233967e-17,2.9763798644730832e-18,4.7130351911394563e-19,4.109913235415074e-21,2.1428189382635815e-22,5.668521658017774e-25,1.0188482039371145e-27,6.054753984864677e-22,1.9775705222886642e-27,1.2403968764793795e-12,5.0149747494018567e-19,3.4033715859553177e-19,3.4352123462180007e-23,4.9319688634952969e-24,1.7721294112404142e-20,1.3972065011128215e-26,7.8635808608631286e-27,1.2233965181508996e-22,1.0575213803568857e-27,6.2427431138615092e-24,4.1147983720622228e-28,6.3186893898848174e-31,3.1354004668389893e-27,2.5236555299770294e-26,2.4984061597051338e-26,2.5249370271895624e-28,3.2292717823647851e-19,3.1331241436852853e-24,3.7420487305130778e-25,6.0220550409648204e-25,1.4506156386783528e-26,2.4493276655962512e-29,1.2479743467193622e-27,2.5204357444984843e-30,3.3988538505479554e-25
8.078800279590128e-10,0.3838167404130001,4.1210836234942451e-13,9.4473216824290441e-17,6.7701763048868919e-17,3.3715422251986041e-24,3.6974491091984936e-19,0.0,0.0,2.0466922504757715e-09,4.1297497122618817e-15,154.0,0.0,0.9999496127092079,1.0,18.999989118748189,4.5858315853512721e-06,1.1955976373458182e-09,1.1581092497419e-05,2.211875966274427e-05,6.1206347578412074e-07,1.0708120060050074e-05,2.5554730339258255e-11,1.7103025181433475e-07,5.8930080791661255e-07,2.9801339531719389e-13,1.7552106388326915e-08,6.8797076200968113e-10,3.3679506547130415e-10,3.3630785642543021e-10,2.8674081665108959e-13,1.2806698059469162e-12,2.0046784748720576e-13,1.2630707351428162e-09,9.7860611960535786e-22,9.4333890559485701e-22,9.4335188948654601e-22,2.8442485075587985e-11,2.6391978019364799e-15,2.9973718928825345e-15,1.3821698812967352e-18,1.3280573073824212e-19,6.7378844372566841e-17,3.3776057696855705e-18,5.510735547225668e-19,4.8169990661795323e-21,2.6017004016198532e-22,7.0587043946441016e-25,1.1941376677590178e-27,7.1143503815506231e-22,2.4146939700102595e-27,1.3281884821924753e-12,5.3902352198866493e-19,3.7186704751996341e-19,3.6925058171938295e-23,5.4026492594308413e-24,1.9652341509781188e-20,1.526648067393332e-26,8.5920875280408559e-27,1.4030609040280454e-22,1.2128326859918529e-27,7.1585448079165032e-24,4.7184448146564274e-28,7.2456338934772617e-31,3.5954499471795853e-27,2.9950264747169408e-26,2.9640114528361362e-26,3.1015021880804214e-28,3.7600041131852069e-19,3.5819503758901648e-24,4.3364903519346329e-25,7.2092731735047888e-25,1.6865006504893229e-26,2.9323902207597243e-29,1.5488325605312801e-27,3.2284304475731082e-30,3.9466109711783658e-25
