Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285)
1.497889476752923e-09,1.2247149118149512,3.0039457101624404e-08,1.5824688819166446e-11,1.60866393350348e-11,4.6312249669753837e-17,8.7059251608117094e-14,0.0,0.0,5.0568244922724767e-07,2.9990393330774203e-11,154.0,0.0,0.98998071155338951,1.0,18.99996194936524,0.00043085427069583504,2.2562298722745387e-06,0.00095574415050953454,0.0010058442892678073,0.0027362622333735485,3.6845064716893008e-05,1.0886317638833685e-10,6.9466816916326458e-07,0.0048325796784924307,3.488361863920953e-13,3.3540651567591275e-06,1.6584126404668892e-06,1.2261099420525357e-05,1.2258984729370886e-05,1.3247033818234878e-09,4.3379718902729135e-07,7.8523144869804298e-10,2.5566802160121894e-07,7.63143415636715e-13,8.0586133989942127e-13,8.0915382422908082e-13,2.9528919321923767e-09,1.5885105204062715e-11,4.6402000360510956e-15,1.6928035182931275e-16,4.7632037778457324e-16,2.1482834287761669e-12,5.2758532209451619e-13,1.0754799233815789e-14,2.8602177496063731e-14,5.7994623558644026e-16,4.4989094252059892e-19,1.8835954640724298e-20,7.3918212892340565e-17,6.7923167849549817e-18,2.4173820852838556e-07,1.5914359991193038e-13,6.0418398556150334e-15,1.2552366584961143e-16,5.2692300860230743e-16
1.5405950112233372e-09,1.224714909645073,3.1171000515567946e-08,1.6843935211902208e-11,1.7209103787688177e-11,5.2202719694279649e-17,9.553125277414249e-14,0.0,0.0,5.3472842420404073e-07,3.3518620686177295e-11,154.0,0.0,0.98969677515038912,1.0,18.999960860709994,0.00044304184301762975,2.2556402726018174e-06,0.00098229865969245989,0.0010342174699279865,0.0028138276607980171,3.788467682562539e-05,1.1193401795028916e-10,7.1427268261420476e-07,0.004969745548126024,3.5867887033525938e-13,3.5466728966069993e-06,1.7077228266957431e-06,1.3009517138493966e-05,1.3007272884042656e-05,1.4055694755953709e-09,4.5036709538269915e-07,8.3317536196066395e-10,2.7054650574023938e-07,8.8179599104372893e-13,9.3453690360191476e-13,9.3847002230218573e-13,3.2089207823912256e-09,1.6887352184215083e-11,4.7711530123991079e-15,1.7859022029208731e-16,5.0990196848036942e-16,2.3346554402879103e-12,5.8558498507680284e-13,1.1975088318282437e-14,3.2283274257142036e-14,6.6426508656789708e-16,5.2769627356900449e-19,2.126015440327894e-20,8.4076522482243752e-17,7.9216280735448794e-18,2.5091055784306388e-07,1.6841073069162338e-13,6.398948958627822e-15,1.3283401174437126e-16,5.5765152927363356e-16
1.5833005456937514e-09,1.2247149076387742,3.2317502079476935e-08,1.7900467411374925e-11,1.8381782366356804e-11,5.8658187751962328e-17,1.0458827343115534e-13,0.0,0.0,5.645751605006535e-07,3.734804417189833e-11,154.0,0.0,0.98941293350250181,1.0,18.999959772701001,0.00045522410149785722,2.2550508697495168e-06,0.0010088160364944434,0.0010625739116832502,0.0028913672551714618,3.8922835143272135e-05,1.1500304749741535e-10,7.3386562802024601e-07,0.0051068754998863861,3.6850779029274769e-13,3.7445799342804238e-06,1.7569641165813557e-06,1.3779846455357439e-05,1.3777468773840673e-05,1.4888032737676114e-09,4.669796324798997e-07,8.8252332358454456e-10,2.8585087932383197e-07,1.0145428943933943e-12,1.0791189163078035e-12,1.0837932953113685e-12,3.4791725412311465e-09,1.7920857279264752e-11,4.9020287172599334e-15,1.8815169070883484e-16,5.4514305190871765e-16,2.5329584189934914e-12,6.4850173158000458e-13,1.3301905368599201e-14,3.6333848715241013e-14,7.5819390002102313e-16,6.1655753800461942e-19,2.3927676395192711e-20,9.534642053223314e-17,9.2013361381453123e-18,2.6010421774127046e-07,1.7794421858899342e-13,6.7664716409671555e-15,1.4035449856770044e-16,5.8926449629706119e-16
1.6260060801641655e-09,1.224714905795827,3.3478937693184402e-08,1.8994746858630947e-11,1.9605958092686076e-11,6.571640775888315e-17,1.142563207808363e-13,0.0,0.0,5.9522182875227719e-07,4.1495155816840293e-11,154.0,0.0,0.98912918657403248,1.0,18.999958685337177,0.00046740104809395427,2.254461663644422e-06,0.0010352963196873551,0.001090913623372367,0.0029688810274803648,3.9959541188016061e-05,1.1807026598574225e-10,7.5344701148472469e-07,0.00524396955021639,3.783229606381846e-13,3.947780063233366e-06,1.8061365810658316e-06,1.4572056750579937e-05,1.4569541775424218e-05,1.5744014662572761e-09,4.8363033018438947e-07,9.3327337069593656e-10,3.015815481645203e-07,1.1625638025165011e-12,1.241030876159574e-12,1.2465593821675747e-12,3.7640144109263018e-09,1.8985650634254887e-11,5.032827191402264e-15,1.9796500340849107e-16,5.8208734106254362e-16,2.7436920172271364e-12,7.1664200344538225e-13,1.4742089512794625e-14,4.0781694861801807e-14,8.6255713452721523e-16,7.1773666001069494e-19,2.6856824645534659e-20,1.0782199091548301e-16,1.0646895565341721e-17,2.6931681377593683e-07,1.8774441825755586e-13,7.1444217333993538e-15,1.4808540611587446e-16,6.2176308703517871e-16
1.6687116146345797e-09,1.2247149041160037,3.4655283288605714e-08,2.0127234249759414e-11,2.0882934079102423e-11,7.3416644173463806e-17,1.245620675231062e-13,0.0,0.0,6.2666759985212643e-07,4.5976868117800588e-11,154.0,0.0,0.98884553432929923,1.0,18.999957598617463,0.00047957268476262702,2.2538726542131709e-06,0.0010617395480082845,0.0011192366138304808,0.003046368988477083,4.0994796476678123e-05,1.2113567437090696e-10,7.7301683910849141e-07,0.0053810277151298954,3.8812439573229803e-13,4.1562670828229426e-06,1.8552402914110505e-06,1.538611743520969e-05,1.5383461296587278e-05,1.662360746345695e-09,5.0031514291397605e-07,9.8542354241602267e-10,3.1773891703934995e-07,1.3270969040755234e-12,1.4217774838237824e-12,1.4282863024902469e-12,4.0638122764723858e-09,2.0081762304158078e-11,5.1635484755781234e-15,2.0803039810698779e-16,6.2077842690396568e-16,2.9673632636630501e-12,7.9032455810637597e-13,1.6302765767769836e-14,4.5656058817429864e-14,9.7822928684757244e-16,8.3260744722489787e-19,3.0066859503927469e-20,1.2160319410251639e-16,1.2274924210997528e-17,2.7854620232756967e-07,1.9781168643107154e-13,7.5328131481212256e-15,1.560270158263874e-16,6.5514848575899392e-16
1.7114171491049939e-09,1.2247149025990776,3.5846514829701178e-08,2.1298389536894583e-11,2.2214033442600421e-11,8.1799695967818758e-17,1.3553286225682343e-13,0.0,0.0,6.5891164495253741e-07,5.0810512582885506e-11,154.0,0.0,0.9885619767326328,1.0,18.999956512540777,0.00049173901345985057,2.2532838413822704e-06,0.0010881457601595653,0.0011475428918891085,0.0031238311487022867,4.2028602524718552e-05,1.2419927360815524e-10,7.9257511698990113e-07,0.005518050010252031,3.9791210992293746e-13,4.3700347983042601e-06,1.9042753190731858e-06,1.6221997951975623e-05,1.6219196776344935e-05,1.7526778106878056e-09,5.1703040934311491e-07,1.0389718798664871e-09,3.3432338969147371e-07,1.5094397617538204e-12,1.6229467406064891e-12,1.6305765152397798e-12,4.3789307088290985e-09,2.1209222257710628e-11,5.2941926105229419e-15,2.1834811390819652e-16,6.6125977767225149e-16,3.2044862851910902e-12,8.6988062418052734e-13,1.7991348993959409e-14,5.0987678243716974e-14,1.106136701545432e-15,9.6266280991007474e-19,3.3578023596030744e-20,1.3679610578170935e-16,1.410326283170523e-17,2.8779044818229022e-07,2.0814638192102385e-13,7.9316598786601639e-15,1.6417961077596168e-16,6.894218836395455e-16
1.754122683575408e-09,1.224714901244822,3.7052608312438871e-08,2.2508671929216815e-11,2.3600599218752496e-11,9.0907920484918899e-17,1.4719673983899139e-13,0.0,0.0,6.9195313546606192e-07,5.6013838277920253e-11,154.0,0.0,0.9882785137483765,1.0,18.999955427106062,0.00050390003614087051,2.2526952250781261e-06,0.001114514994808804,0.001175832466376141,0.0032012675185052117,4.3060960846237587e-05,1.2726106465234382e-10,8.1212185122481947e-07,0.0056550364508556805,4.0768611754507576e-13,4.5890770208252675e-06,1.9532417355690771e-06,1.7079667775392156e-05,1.7076717685028025e-05,1.8453493593224037e-09,5.3377281591912248e-07,1.0939164261756147e-09,3.5133536883173749e-07,1.7109501419562027e-12,1.8462120341394576e-12,1.8551190664537966e-12,4.7097329680960621e-09,2.236806038045572e-11,5.4247596369555218e-15,2.2891838930486373e-16,7.035747382211262e-16,3.4555820367304891e-12,9.5565405010638781e-13,1.9815547675528362e-14,5.6808821130708727e-14,1.2472593790582807e-15,1.1095222632329239e-18,3.7411567367848104e-20,1.5351315875874539e-16,1.6151036594954668e-17,2.9704780428029708e-07,2.187488656141552e-13,8.3409759997765378e-15,1.7254347567860562e-16,7.2458447873971307e-16
1.7968282180458222e-09,1.2247149000530093,3.8273539764754997e-08,2.3758539893952377e-11,2.5043994275941484e-11,1.0078525718185853e-16,1.5958243170252715e-13,0.0,0.0,7.2579124306655752e-07,6.1605010375852035e-11,154.0,0.0,0.98799514534088695,1.0,18.99995434231224,0.00051605575476020146,2.25210680522704e-06,0.0011408472905889029,0.0012041053461158413,0.0032786781080619688,4.4091872953976644e-05,1.3032104845793976e-10,8.3165704790662675e-07,0.0057919870518944993,4.1744643292081599e-13,4.8133875674216088e-06,2.0021396124034083e-06,1.7959096411803324e-05,1.7955993524317233e-05,1.9403720956758607e-09,5.5053936383544111e-07,1.1502552264805071e-09,3.6877525614026283e-07,1.9330468128426457e-12,2.093334211676019e-12,2.1036917261170752e-12,5.0565810066821733e-09,2.3558306476963827e-11,5.5552495955779808e-15,2.3974146217954494e-16,7.4776652938460798e-16,3.7211780387618897e-12,1.0480014460702222e-12,2.1783367532288871e-14,6.3153323931356437e-14,1.4026327793635718e-15,1.2749397148629296e-18,4.1589774199983194e-20,1.7187338801444995e-16,1.8438718496904468e-17,3.0631669342811626e-07,2.2961950047006139e-13,8.7607756673683532e-15,1.8111889688371435e-16,7.6063747600622042e-16
1.8395337525162364e-09,1.224714899023413,3.950928524651163e-08,2.5048451157371978e-11,2.6545601229815275e-11,1.1147725125949334e-16,1.7271937613263183e-13,0.0,0.0,7.604251396902736e-07,6.7602608709143178e-11,154.0,0.0,0.98771187147453332,1.0,18.99995325815825,0.00052820617127162886,2.251518581755223e-06,0.0011671426860980895,0.0012323615399288451,0.0033560629273920481,4.5121340359319264e-05,1.3337922597901835e-10,8.5118071312620708e-07,0.0059289018280327893,4.2719307035941173e-13,5.0429602610114769e-06,2.0509690210582095e-06,1.8860253399364692e-05,1.8856993827215087e-05,2.0377427265590871e-09,5.6732733914393622e-07,1.2079863279252905e-09,3.8664345226802907e-07,2.1772103114910912e-12,2.3661636410370544e-12,2.3781631141969027e-12,5.4198354724684154e-09,2.4779990272313232e-11,5.6856625270758272e-15,2.5081756980554706e-16,7.9387824737054429e-16,4.0018081223667626e-12,1.1472923194550365e-12,2.3903114969207479e-14,7.0056629017982748e-14,1.5733496185658559e-15,1.4608115399642814e-18,4.6135985075399479e-20,1.9200267880579973e-16,2.0988194716614007e-17,3.155956917899067e-07,2.4075865151884634e-13,9.191073118378251e-15,1.8990616237421755e-16,7.9758208726183289e-16
1.8822392869866504e-09,1.2247148981558078,4.0759820849453626e-08,2.6378862705788089e-11,2.8106822357963106e-11,1.2303107717874877e-16,1.8663772850181692e-13,0.0,0.0,7.9585399753693542e-07,7.4025626325150815e-11,154.0,0.0,0.98742869211369722,1.0,18.999952174643028,0.00054035128762820858,2.2509305545888205e-06,0.0011934012198999396,0.0012606010566321595,0.003433421986373239,4.6149364572292184e-05,1.3643559816926538e-10,8.7069285297194997e-07,0.0060657807936725519,4.369260441572698e-13,5.2777889303904711e-06,2.0997300329981763e-06,1.978310830800951e-05,1.9779688158002352e-05,2.1374579621628116e-09,5.8413428571035297e-07,1.267107779658314e-09,4.0494035683845292e-07,2.4449836809793603e-12,2.6666422592500729e-12,2.680494815877687e-12,5.7998557119641337e-09,2.6033141413097442e-11,5.8159984721179591e-15,2.6214694884786075e-16,8.419528631810733e-16,4.2980121815653416e-12,1.2539092040394168e-12,2.6183400369243691e-14,7.7555821438662579e-14,1.7605616558809502e-15,1.6691849454213249e-18,5.1074622786128483e-20,2.1403401769690899e-16,2.3822831934923113e-17,3.2488351398621361e-07,2.5216668585883583e-13,9.6318826707028034e-15,1.9890556176477946e-16,8.3541953119775834e-16
1.9249448214570643e-09,1.2247148974499669,4.2025122697166574e-08,2.7750230786550775e-11,2.9729079514813033e-11,1.3549556206392168e-16,2.0136837146364885e-13,0.0,0.0,8.3207698907082138e-07,8.0893468044489486e-11,154.0,0.0,0.98714560722277367,1.0,18.999951091765521,0.00055249110578226685,2.2503427236539102e-06,0.0012196229305234028,0.0012888239050391622,0.0035107552947550818,4.7175947101566405e-05,1.3949016598197732e-10,8.9019347352976236e-07,0.0062026239629779491,4.4664536859795474e-13,5.517867410226474e-06,2.1484227196603096e-06,2.0727630739430527e-05,2.0724046112210123e-05,2.2395145160546145e-09,6.0095798073911871e-07,1.3276176328303815e-09,4.2366636844896678e-07,2.737973178165191e-12,2.9968056089236648e-12,3.0127434860276637e-12,6.1969997734567708e-09,2.7317789468208104e-11,5.9462574713565546e-15,2.7372983536408972e-16,8.9203322205925161e-16,4.6103359327468784e-12,1.368247783168152e-12,2.8633141235119806e-14,8.5689664954214427e-14,1.965481468638964e-15,1.9022666249256477e-18,5.6431215666213557e-20,2.3810774640906419e-16,2.696754664555925e-17,3.3417899964164791e-07,2.6384397265435296e-13,1.0083218723104214e-14,2.0811738630004075e-16,8.7415103336625006e-16
1.9676503559274783e-09,1.224714896905665,4.3305166945034934e-08,2.9163010909042146e-11,3.1413814046749873e-11,1.4892120899330131e-16,2.1694292510527593e-13,0.0,0.0,8.690932870218423e-07,8.8225949022372414e-11,154.0,0.0,0.9868626167661696,1.0,18.999950009524657,0.00056462562768540151,2.2497550888765031e-06,0.0012458078564628308,0.0013170300939596032,0.0035880628621710259,4.8201089454458003e-05,1.4254293037005854e-10,9.0968258088305405e-07,0.0063394313498974578,4.5635105795221125e-13,5.7631895410544966e-06,2.197047152433175e-06,2.1693790327072199e-05,2.1690037316602469e-05,2.3439091051770242e-09,6.1779641262003791e-07,1.3895139405936413e-09,4.428218846725945e-07,3.0578489529233998e-12,3.3587848623982842e-12,3.3770629429291663e-12,6.6116244101551137e-09,2.8633963929490397e-11,6.0764395654271791e-15,2.8556646480539119e-16,9.4416204296104894e-16,4.9393306809916465e-12,1.4907170071081367e-12,3.126156518540584e-14,9.4498637339452705e-14,2.1893842130864421e-15,2.1624317063871828e-18,6.2232420840122231e-20,2.6437181838256014e-16,3.0448876485712673e-17,3.4348110123860571e-07,2.757908831335535e-13,1.0545095755124373e-14,2.1754192885290935e-16,9.1377782617340518e-16
2.0103558903978922e-09,1.2247148965226762,4.4599929780200211e-08,3.0617657845669474e-11,3.3162486707453449e-11,1.6336022017742129e-16,2.3339375705879748e-13,0.0,0.0,9.0690206438661275e-07,9.6043293312927653e-11,154.0,0.0,0.98657972070830569,1.0,18.999948927919391,0.0005767548552884816,2.2491676501825773e-06,0.0012719560361780023,0.0013452196321996005,0.003665344698149399,4.9224793136929345e-05,1.4559389228602319e-10,9.2916018111273544e-07,0.0064762029681839179,4.6604312647796707e-13,6.0137491692715745e-06,2.245603402643668e-06,2.2681556736115446e-05,2.2677631429151641e-05,2.4506384498448313e-09,6.3464776087636258e-07,1.4527947580999949e-09,4.6240730205952458e-07,3.4063456995760137e-12,3.7548088337144184e-12,3.7757062513042483e-12,7.0440850833260405e-09,2.9981694212263655e-11,6.2065447949488092e-15,2.9765707201740495e-16,9.9838191805199291e-16,5.2855530930912627e-12,1.621739204793067e-12,3.4078212810049556e-14,1.040249649352209e-13,2.4336093689334725e-15,2.4522329930006325e-18,6.8506046977747035e-20,2.9298205794751813e-16,3.4295053613167109e-17,3.5278887315008991e-07,2.8800779058632324e-13,1.1017528327001291e-14,2.2717948392290531e-16,9.5430114887217359e-16
2.0530614248683062e-09,1.224714896300775,4.5909387421518487e-08,3.2114625632857004e-11,3.4976577573456511e-11,1.788665200252466e-16,2.5075399257153082e-13,0.0,0.0,9.4550249442952303e-07,1.0436613243648584e-10,154.0,0.0,0.98629691901361449,1.0,18.999947846948661,0.00058887879054164715,2.2485804074980669e-06,0.0012980675080941477,0.0013733925285616432,0.0037426008121233178,5.0247059653589972e-05,1.4864305268199699e-10,9.4862628029723609e-07,0.0066129388314126762,4.7572158842033337e-13,6.2695401471316263e-06,2.2940915415564281e-06,2.3690899663449755e-05,2.3686798139000878e-05,2.5596992737411282e-09,6.5151037801649023e-07,1.5174581424987303e-09,4.8242301613868236e-07,3.7852632812312386e-12,4.1872059784401537e-12,4.2110277946686017e-12,7.4947359654247823e-09,3.1361009655703037e-11,6.336573200523659e-15,3.100018912411768e-16,1.0547353122277914e-15,5.6495649770803969e-12,1.7617501901515355e-12,3.7092940390255192e-14,1.1431265644025759e-13,2.6995624657513979e-15,2.7744104991662656e-18,7.5281076548785676e-20,3.2410242200482115e-16,3.8536080156875089e-17,3.6210146173812161e-07,3.0049507036223803e-13,1.1500531079587999e-14,2.3703034763454902e-16,9.957222475555736e-16
2.09576695933872e-09,1.224714896239737,4.7233516119517715e-08,3.3654367572036341e-11,3.6857585959921909e-11,1.9549577809859916e-16,2.690575245352331e-13,0.0,0.0,9.8489375068380469e-07,1.1321550394983574e-10,154.0,0.0,0.98601421164654235,1.0,18.999946766611419,0.00060099743539431059,2.2479933607488584e-06,0.0013241423106019759,0.0014015487918445891,0.0038198312134396276,5.1267890507697756e-05,1.516904125097126e-10,9.6808088451248882e-07,0.0067496389529980091,4.8538645801163216e-13,6.5305563327403409e-06,2.3425116403776258e-06,2.472178883764099e-05,2.4717507166422852e-05,2.6710883039127889e-09,6.6838277310966155e-07,1.5835021529338616e-09,5.028694214192989e-07,4.1964673277302205e-12,4.6584063814003359e-12,4.6854853370468777e-12,7.9639299432187165e-09,3.2771939523121868e-11,6.4665248227373244e-15,3.2260115611409607e-16,1.1132645626581911e-15,6.0319330680980214e-12,1.9111993632059039e-12,4.0315922487430458e-14,1.2540753593413386e-13,2.988716789475512e-15,3.1319012823215615e-18,8.2587687570731681e-20,3.5790526412151044e-16,4.3203805767554509e-17,3.7141809641485064e-07,3.1325309986858529e-13,1.1994118734273829e-14,2.4709481773579758e-16,1.0380423751501117e-15
2.138472493809134e-09,1.2247148963393368,4.8572292156355539e-08,3.5237336230635564e-11,3.8807030336638687e-11,2.1330543195513076e-16,2.8833902347433701e-13,0.0,0.0,1.0250750069525958e-06,1.2261285001944387e-10,154.0,0.0,0.98573159857154735,1.0,18.999945686906607,0.00061311079179515629,2.2474065098608231e-06,0.0013501804820576994,0.0014296884308436641,0.0038970359113669828,5.2287287201159667e-05,1.547359727205119e-10,9.875239998319206e-07,0.0068863033462079858,4.9503774947139907e-13,6.7967915900500597e-06,2.390863770255252e-06,2.5774194018902653e-05,2.5769728262781789e-05,2.7848022707663433e-09,6.8526359692170325e-07,1.6509248505416821e-09,5.237469113924782e-07,4.6418898078842187e-12,5.1709437323485679e-12,5.2016420740815347e-12,8.4520186209046949e-09,3.4214513002206102e-11,6.5963997021588383e-15,3.3545509967082306e-16,1.1740118783534126e-15,6.4332288204007491e-12,2.0705498061229127e-12,4.3757654405758224e-14,1.3735727512448013e-13,3.30261506740749e-15,3.5278495715960423e-18,9.0457274846005663e-20,3.9457160094783445e-16,4.8332007294520725e-17,3.8073808157265974e-07,3.2628225856844967e-13,1.2498306092908209e-14,2.5737319359653864e-16,1.0812627914094097e-15
2.2238835627499625e-09,1.224714897019553,5.1293691533072721e-08,3.8534760311709678e-11,4.2917396211166313e-11,2.5270465322777866e-16,3.2997855207999734e-13,0.0,0.0,1.1078042161021351e-06,1.4313924900918471e-10,154.0,0.0,0.9851666551556878,1.0,18.999943529390087,0.00063732164703249349,2.2462333953716449e-06,0.0014021470850653615,0.0014859178711529495,0.0040513682337797443,5.4321784107026308e-05,1.6082169809478487e-10,1.0263757880646175e-06,0.0071595249999193804,5.1429965481055341e-13,7.3448948047844626e-06,2.4873644074580028e-06,2.7943431601582226e-05,2.7938585823023591e-05,3.019191952922135e-09,7.1904576597282847e-07,1.789898561769185e-09,5.6679671429968985e-07,5.6434528367909141e-12,6.3306938015963145e-12,6.3698452788165573e-12,9.4862800985302288e-09,3.7194707169194385e-11,6.8559193948177208e-15,3.6192795196620812e-16,1.3023288983866696e-15,7.2949115298092658e-12,2.4208757715071601e-12,5.134096626743825e-14,1.640214436066654e-13,4.0111714880415074e-15,4.4487950469180924e-18,1.0801716381251725e-19,4.7726376014075803e-16,6.011508008641789e-17,3.9938565454930361e-07,3.5315549166917164e-13,1.3538539531287018e-14,2.7857286817710484e-16,1.1704095630361766e-15
2.3007535247967078e-09,1.2247148981788791,5.3792807579657963e-08,4.1654802528143389e-11,4.6866399095554009e-11,2.9281411948053822e-16,3.7116286195976911e-13,0.0,0.0,1.1849540215430049e-06,1.6371042275715111e-10,154.0,0.0,0.98465852820402822,1.0,18.999941589777638,0.00065909334977518757,2.2451782614325043e-06,0.0014487921336582166,0.0015364676005398148,0.0041901795099858257,5.6147941532408411e-05,1.6629270577765284e-10,1.061303166328001e-06,0.007405302427776061,5.3158907479476957e-13,7.8559754859587335e-06,2.5739832396273415e-06,2.9969027451691643e-05,2.9963826084041044e-05,3.2380612184079089e-09,7.4946746154370632e-07,1.919670602036187e-09,6.0701977327725158e-07,6.682645173497748e-12,7.5434496151372145e-12,7.5917839520137167e-12,1.0485236445320716e-08,3.9985394340896316e-11,7.0892250645079799e-15,3.8662684562648627e-16,1.4258208023421659e-15,8.1409810062269669e-12,2.7749603771037549e-12,5.9026007395076683e-14,1.9145998198811449e-13,4.7504532052742332e-15,5.4453306765699379e-18,1.2608702936447264e-19,5.6348273255356754e-16,7.2675923685646994e-17,4.1617424318331814e-07,3.7827251210252245e-13,1.451115075030614e-14,2.9838716943329566e-16,1.2537334221503342e-15
2.377623486843453e-09,1.224714899855187,5.6339013585388804e-08,4.4921904200356507e-11,5.1061616468529935e-11,3.3772453589684755e-16,4.1609157038320803e-13,0.0,0.0,1.2646505904652865e-06,1.8640884533828798e-10,154.0,0.0,0.98415070620654244,1.0,18.999939652198009,0.00068084794820668889,2.244123760929877e-06,0.0014953190925841462,0.0015869636038642779,0.004328907648483751,5.7969475573325458e-05,1.7175789747913814e-10,1.0961934149089964e-06,0.0076509642966532771,5.4883472219146262e-13,8.3838707983156109e-06,2.6603829560335874e-06,3.2063866319245617e-05,3.2058296438957593e-05,3.4644125831800048e-09,7.7990066489726837e-07,2.0538795263547595e-09,6.4864561986350034e-07,7.8658385510331562e-12,8.9344827466954697e-12,8.9937242708765497e-12,1.1550821475814378e-08,4.2879057304970257e-11,7.322282717718398e-15,4.1215449492683737e-16,1.5571497734033456e-15,9.0574583068785031e-12,3.1689614470601572e-12,6.7597915750618923e-14,2.2249734550589178e-13,5.5972446997207245e-15,6.6259712886487962e-18,1.4652693916795345e-19,6.6221918087338833e-16,8.7350980182110131e-17,4.3296559685139496e-07,4.042739863054345e-13,1.5518338878430655e-14,3.1889925513299051e-16,1.3399941196362252e-15
2.4544934488901984e-09,1.224714902047174,5.8932172365931703e-08,4.8338678291062146e-11,5.5512585654195255e-11,3.8783777648366786e-16,4.6499629534120562e-13,0.0,0.0,1.3468891143872957e-06,2.1137401053297066e-10,154.0,0.0,0.98364318895641489,1.0,18.99993771664515,0.00070258545366543989,2.2430698934310158e-06,0.0015417281842926608,0.001637405932288734,0.0044675527013132276,5.9786394940190963e-05,1.7721727873334946e-10,1.1310465691377052e-06,0.0078965106801482179,5.6603667946774736e-13,8.9285451671577804e-06,2.7465639693202197e-06,3.4227772986588776e-05,3.4221821597223601e-05,3.6982270999406141e-09,8.103411262408787e-07,2.1925140990075603e-09,6.916765122904619e-07,9.2067655036983877e-12,1.0522571887702774e-11,1.0594693520973369e-11,1.2685039778511294e-08,4.5875863572845222e-11,7.555092590444119e-15,4.3851223725329967e-16,1.6965572910446479e-15,1.0047821480450373e-11,3.6060853594398136e-12,7.7129779495999744e-14,2.5748232673745866e-13,6.5632671187830286e-15,8.0179891646981618e-18,1.6956659522559962e-19,7.7487792602376639e-16,1.0441822236099818e-16,4.4975755814731418e-07,4.3116220141210041e-13,1.6560193140223491e-14,3.4011092966713023e-16,1.4291992484732719e-15
2.5313634109369437e-09,1.2247149047535402,6.1572147065631972e-08,5.1907730136136306e-11,6.0229038427914576e-11,4.4357605896730818e-16,5.1811760078162948e-13,0.0,0.0,1.4316647877444912e-06,2.3874954674861749e-10,154.0,0.0,0.98313597624696381,1.0,18.999935783113017,0.00072430587748226183,2.2420166585031464e-06,0.0015880196308732011,0.0016877946369374195,0.0046061147201159015,6.1598708329318853e-05,1.8267085507027552e-10,1.1658626643179633e-06,0.0081419416511089339,5.8319502895730913e-13,9.4899630787568721e-06,2.8325266914670382e-06,3.6460572566083697e-05,3.6454226591768271e-05,3.939485856346659e-09,8.4078529752169033e-07,2.3355631050054212e-09,7.3611469822653196e-07,1.0719892391005497e-11,1.2327736804614618e-11,1.2414985751974625e-11,1.3889882724471116e-08,4.8975979874482297e-11,7.7876549185058234e-15,4.6570140373824479e-16,1.844283461944626e-15,1.1115583477364163e-11,4.089688212297749e-12,8.7698210941430026e-14,2.9678541422550024e-13,7.6610961150068943e-15,9.6517434461310311e-18,1.9544998777975652e-19,9.0297669808225462e-16,1.241829794911154e-16,4.6654833426628026e-07,4.5893946600740872e-13,1.7636803599681331e-14,3.6202401435023507e-16,1.5213564728758601e-15
2.608233372983689e-09,1.2247149079729878,6.4258801156723792e-08,5.563165746307846e-11,6.522089946567936e-11,5.0538235780985313e-16,5.7570517845182886e-13,0.0,0.0,1.5189728079090418e-06,2.6868319055865244e-10,154.0,0.0,0.98262906787164184,1.0,18.999933851595578,0.00074600923098036228,2.2409640557135659e-06,0.0016341936540556217,0.0017381297688964037,0.0047445937561971466,6.3406424422942669e-05,1.8811863201579977e-10,1.2006417357273799e-06,0.0083872572817505001,6.0030985286052254e-13,1.0068089080257469e-05,2.9182715337905969e-06,3.8762090499577171e-05,3.8755336778307584e-05,4.1881699749352103e-09,8.7123021625420045e-07,2.4830153500430714e-09,7.8196241480571385e-07,1.2420426390054403e-11,1.4371273663083472e-11,1.4476198765278234e-11,1.5167328525133506e-08,5.217957216070916e-11,8.0199699375491362e-15,4.9372331927765018e-16,2.0005670151007105e-15,1.226428912453923e-11,4.6232769188274829e-12,9.9383375073960474e-14,3.4079926970017643e-13,8.9041890663795941e-15,1.1560922203836817e-17,2.2443570959829909e-19,1.0481514930840172e-15,1.4697982463509652e-16,4.8333643526642005e-07,4.8760811010187163e-13,1.874826115922708e-14,3.8464034740062696e-16,1.616473528209872e-15
