Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676),C7H15(64),S(3721)
1.2035498628895528e-07,0.364749238150321,1.9525537690220784e-06,5.4255881181092034e-06,8.1575513189638372e-05,1.5291836585363795e-07,0.00018359710604858506,0.0,0.0,0.0024485829549927372,0.0036026204316005695,154.0,0.0,0.65968157370278435,0.99997258524909449,18.975133743397333,0.012591218731426249,4.4800493989491118e-07,0.031311247918629256,0.061353730642694018,0.048342790126196258,0.0060339712691213476,2.6953973686516305e-08,0.00017419191997848006,0.08034950255348268,6.7531131710180101e-11,0.040914933053174785,3.7227661854324548e-05,0.027669099312487948,0.022850487982998997,9.5807084590497834e-06,7.7722981979290073e-06,5.8434791636381181e-06,0.019120501926757658,0.0001217142469027361,0.0010012354692949489,0.0012059913408347029,0.01212397256185006,9.1269526305933565e-07,1.3490283048277926e-12,2.904345125852001e-11,7.5484851779460596e-10,1.1729005045933768e-05,0.00017548234762716522,2.1291743905062757e-05,2.604123174795209e-05,7.1628198466239859e-06,1.545952248128016e-05,1.4486138766627662e-11,1.4678420728766014e-05,2.367525720209439e-05,4.5628575887491277e-06,3.2729770217392816e-07,6.3057849675533514e-08,1.7251337741869749e-10,5.1795715257944503e-10,1.4889231830885172e-06,9.9630370907330888e-16,5.7168148869688923e-16,6.8916377273484755e-07,1.4310720496964171e-11,4.4756573709140193e-08,1.3566508203985186e-12,7.7236013722588208e-14,1.0437214639313942e-11,3.8397814128186425e-07,3.58395195765652e-08,6.3972215755798828e-08,0.000114186721764102,6.0922177438365664e-08,6.4223652203474031e-07,6.8863131040386852e-07,6.3095522487918542e-09,1.3809342754260671e-10,5.5079748198005417e-06,1.7845909531638867e-08,3.0108089930245134e-11,3.6915233721446636e-07,2.8327323646696647e-07,3.7688916305569538e-08,4.0617515554368386e-09,4.7827119166921536e-07,3.3055898226570489e-07,8.4969950426252962e-08,7.5207131103170917e-13,3.6864591560946539e-13,6.6747198753902696e-06,1.8759011250941947e-12,1.1480136880238612e-08,1.4447410000558911e-08,6.9584111808437561e-13,1.0554635296140786e-11,3.493370414900435e-14,7.6199674291844137e-06,6.9324824064596814e-06,5.7119146553175245e-06,7.1503864149695853e-06
1.2147973445578918e-07,0.36474943559770867,1.9569248331595196e-06,5.6300551201029648e-06,8.2953052175890958e-05,1.5570696013559348e-07,0.00018903291075804288,0.0,0.0,0.0024554843975073404,0.0036702504547360903,154.0,0.0,0.65736749060848243,0.99997181974960836,18.974898326115198,0.012667241765334618,4.466079206717898e-07,0.031222771917005374,0.061446392377788428,0.048695753800928658,0.006016854128498051,2.6994332440147638e-08,0.00017445275079457735,0.080970376161677265,6.733955974714729e-11,0.041399154564056233,3.7122745103057725e-05,0.027984021097142858,0.023028527859100024,9.6552318457348067e-06,7.8327329038931827e-06,5.8889328855515398e-06,0.019425735371550068,0.00012375832646430244,0.0010291723906865468,0.0012423563929656704,0.01228897693702565,9.2729503218568379e-07,1.3510483070172605e-12,2.9506527583127883e-11,7.6516930866956527e-10,1.1902114844333817e-05,0.00017992418858127644,2.183104775598874e-05,2.6712239767337879e-05,7.3488927504272835e-06,1.6062108368658939e-05,1.4859405154097967e-11,1.5245091119871906e-05,2.4606003227557793e-05,4.5963887053991674e-06,3.3840408880710664e-07,6.5197719265907808e-08,1.7836739459562469e-10,5.3672103759361927e-10,1.5429091622374194e-06,1.0301132985423303e-15,5.9108151327150563e-16,7.1915330444621553e-07,1.4933463498521437e-11,4.6433282659399711e-08,1.4074566105957141e-12,8.0129495197063643e-14,1.0828082633138239e-11,4.0354107402683385e-07,3.7339278909311359e-08,6.7302487026958553e-08,0.00011703941902311279,6.2457218153673784e-08,6.5976738475142916e-07,7.0744147643815997e-07,6.4817061765562948e-09,1.4186550290769237e-10,5.7281279370378203e-06,1.856008193770944e-08,3.1484161478428046e-11,3.905253840468266e-07,2.9789284756383498e-07,3.9229567611315946e-08,4.2279184567166714e-09,5.0407028222810666e-07,3.4942291782315901e-07,8.6243246015325505e-08,7.63331401667653e-13,3.7416532081472201e-13,6.8432352524174623e-06,1.9829546767547542e-12,1.2265261143309309e-08,1.5432999613318964e-08,7.4341993296292549e-13,1.1276320994398812e-11,3.7322813222864033e-14,7.785814341986194e-06,7.1529159423833673e-06,5.8773755119267782e-06,7.3641445960384959e-06
1.226044826226231e-07,0.364749631136021,1.9611693390353414e-06,5.8392876524759976e-06,8.4331970647878645e-05,1.5850630330320941e-07,0.00019455384831741168,0.0,0.0,0.002462160652652205,0.0037380688409575889,154.0,0.0,0.65506569848475515,0.99997104220062372,18.974663671806887,0.012742661026197319,4.4521845523154362e-07,0.031132666160192897,0.061534663682320974,0.049047232667295798,0.0059994235692646322,2.7032762834171888e-08,0.00017470111933504419,0.081589313277535894,6.7144480158514419e-11,0.041882389426942931,3.7015881680041778e-05,0.02829804576405049,0.02320394378237883,9.7286536135267858e-06,7.8929788689900897e-06,5.9337147079359059e-06,0.019731401840761789,0.00012579017483272008,0.0010574190846964599,0.0012792608217905756,0.012453410217706223,9.4191577799089714e-07,1.3529717926736901e-12,2.9970249614724819e-11,7.7545557615265547e-10,1.2074964892356542e-05,0.00018441709610508722,2.2376556690888134e-05,2.7391177089873001e-05,7.537190045988555e-06,1.6679886763952023e-05,1.5237082432080461e-11,1.5826300596628772e-05,2.5559599987444378e-05,4.6297786888997047e-06,3.4972361187368908e-07,6.7378640927524267e-08,1.8433375341745292e-10,5.5588271709585434e-10,1.5980410477441281e-06,1.0645715040207461e-15,6.108537152887633e-16,7.5000918954715607e-07,1.5574196633575239e-11,4.8147219422214235e-08,1.4593895626507677e-12,8.3087220371979368e-14,1.1227622315469835e-11,4.2383625481915183e-07,3.8880414391675169e-08,7.075999320152778e-08,0.00011991690143775779,6.4005911925506307e-08,6.7748767794229393e-07,7.2645497568317632e-07,6.6557171930207779e-09,1.4567835372560754e-10,5.9539004787815828e-06,1.929250717508414e-08,3.2903842357891517e-11,4.12868657553247e-07,3.1306668536682316e-07,4.0810697708346985e-08,4.3984544576182268e-09,5.3091621819429182e-07,3.6908829073854494e-07,8.7516417707780802e-08,7.7459014100913665e-13,3.7968406343946864e-13,7.0142570015635345e-06,2.0945565153960101e-12,1.3093111903183267e-08,1.6473208296109164e-08,7.9358724993384977e-13,1.2037269782200494e-11,3.984193771964244e-14,7.9528496253516519e-06,7.3772985037442979e-06,6.0457792626475323e-06,7.5818719852954194e-06
1.23729230789457e-07,0.3647498247711616,1.9652900136501208e-06,6.053304056647137e-06,8.5712102317311547e-05,1.6131603763347422e-07,0.00020015969538257554,0.0,0.0,0.0024686184652571402,0.0038060651254995751,154.0,0.0,0.65277610364875183,0.99997025259600469,18.974429790451321,0.012817480279948435,4.4383647478664501e-07,0.03104100228918201,0.061618634605135038,0.049397234419091683,0.0059816934095048976,2.7069303707648477e-08,0.00017493727681121486,0.082206324305236583,6.6946047212634788e-11,0.042364607561362976,3.6907157012381643e-05,0.0286111571859889,0.023376745923776299,9.800978046488251e-06,7.9530371086994191e-06,5.9778272464521103e-06,0.020037463421586878,0.00012780914352803079,0.0010859682348064261,0.0013166996327218751,0.012617252760268266,9.5655568060589414e-07,1.3548007165261266e-12,3.0434559848898472e-11,7.8570608879905403e-10,1.2247533750804695e-05,0.0001889606065100415,2.2928214387101053e-05,2.8077973687265698e-05,7.7276922557272634e-06,1.7312991229238073e-05,1.5619131645403733e-11,1.6422204785175921e-05,2.6536191557171585e-05,4.6630282714732185e-06,3.6125617834433202e-07,6.9600595804627502e-08,1.9041240486296014e-10,5.7544279337581357e-10,1.6543206007329691e-06,1.0996780275933744e-15,6.309979238016117e-16,7.817412590453129e-07,1.6233124046583176e-11,4.989847005529918e-08,1.5124522495266661e-12,8.6109337756319167e-14,1.1635853481202806e-11,4.4488012059378747e-07,4.0463377940407908e-08,7.4347616060604554e-08,0.00012281857523018826,6.5567939767417434e-08,6.9539380011423817e-07,7.4566793492446113e-07,6.8315498708851185e-09,1.4953120328396167e-10,6.185336336263869e-06,2.0043328051631434e-08,3.4367765905212239e-11,4.3621264767323209e-07,3.2880729645690416e-07,4.2432647716500521e-08,4.5733963910278983e-09,5.588362444975818e-07,3.8957592805506553e-07,8.8789270696201448e-08,7.8584579977106729e-13,3.8520129660797268e-13,7.1877846857791427e-06,2.2108248415889182e-12,1.3965365635527117e-08,1.7570302029858737e-08,8.4644458759921028e-13,1.2839021527029198e-11,4.2496179103629213e-14,8.1210543085188847e-06,7.6056305487144815e-06,6.2171356020095667e-06,7.8035835366125341e-06
1.248539789562909e-07,0.3647500165097878,1.9692895213366468e-06,6.2721208378715314e-06,8.7093286671233248e-05,1.6413581134568093e-07,0.00020585021577250998,0.0,0.0,0.0024748644240707267,0.0038742291110061633,154.0,0.0,0.65049861338872061,0.99996945093089706,18.974196691542499,0.012891703266186853,4.4246193177152104e-07,0.030947849813500756,0.061698393517248776,0.049745766693253014,0.0059636770554680847,2.7103994869893629e-08,0.00017516147979246101,0.082821419567772905,6.6744411386450808e-11,0.042845779911299342,3.6796653986867358e-05,0.028923339948617063,0.023546945602167177,9.8722099876504773e-06,8.0129086305662315e-06,6.0212734511346306e-06,0.020343883090255054,0.00012981461132036376,0.001114812436220382,0.0013546676768268135,0.012780485717968713,9.7121296277449572e-07,1.3565370553320481e-12,3.0899402175943069e-11,7.959196643422074e-10,1.2419800720598385e-05,0.00019355425136508548,2.348596394493265e-05,2.8772558722612919e-05,7.9203796668936851e-06,1.796155190622341e-05,1.6005513389157914e-11,1.7032957035258726e-05,2.7535915557430827e-05,4.6961381799233408e-06,3.7300163753092674e-07,7.1863553919279531e-08,1.9660326950846243e-10,5.9540174786894366e-10,1.7117492337436215e-06,1.135432395610922e-15,6.5151386703181707e-16,8.1435913007774541e-07,1.6910445440912962e-11,5.1687108613709867e-08,1.56664687992688e-12,8.9195975146303355e-14,1.205279312298828e-11,4.6668916433246826e-07,4.2088613613355714e-08,7.8068243320839725e-08,0.0001257438492718681,6.7142983923699076e-08,7.1348214192930827e-07,7.6507647251009095e-07,7.00916870644894e-09,1.5342327317891771e-10,6.4224778147779253e-06,2.0812682211285308e-08,3.5876559684208467e-11,4.6058828189107022e-07,3.451272632291791e-07,4.4095747170056669e-08,4.7527798367240479e-09,5.8785782992789827e-07,4.109067373848376e-07,9.0061617829618787e-08,7.9709673150959924e-13,3.9071621241119113e-13,7.3638174920986243e-06,2.3318783132798578e-12,1.4883734631456085e-08,1.8726604477837549e-08,9.0209563113162095e-13,1.3683148959712122e-11,4.5290747824434335e-14,8.2904098447389202e-06,7.8379117991195139e-06,6.3914538367070383e-06,8.0292936230859796e-06
1.259787271231248e-07,0.3647502063598098,1.9731704657387295e-06,6.4957526803917231e-06,8.8475368813241878e-05,1.6696527856451928e-07,0.0002116251610274992,0.0,0.0,0.0024809049622623097,0.0039425508638399817,154.0,0.0,0.64823313595589283,0.99996863720167783,18.973964384115042,0.012965333698413807,4.4109477051577226e-07,0.030853276163787413,0.061774027147582108,0.050092837070449418,0.0059453875119152419,2.7136874621570131e-08,0.00017537397624552083,0.083434609307821164,6.6539718263879032e-11,0.043325878419202976,3.6684453012792971e-05,0.029234579329221563,0.023714555229746994,9.9423547035141587e-06,8.0725944342838004e-06,6.0640565342462801e-06,0.020650624700003634,0.00013180598407413544,0.0011439442045283142,0.0013931596588591672,0.012943091021454762,9.8588588928161253e-07,1.3581827282566837e-12,3.1364721802499708e-11,8.0609516895619384e-10,1.2591745826393763e-05,0.00019819755786769223,2.4049747932627707e-05,2.9474860609816199e-05,8.1152323484924945e-06,1.8625695516492377e-05,1.639618784164538e-11,1.7658708407045108e-05,2.8558903233840362e-05,4.7291091356899811e-06,3.8495978273370998e-07,7.4167474508956056e-08,2.029062384086506e-10,6.1575994403027313e-10,1.7703280190027879e-06,1.1718339640316484e-15,6.7240117542700609e-16,8.478722054274928e-07,1.7606356068790144e-11,5.3513197412082023e-08,1.6219753073034517e-12,9.2347240077756048e-14,1.2478455500284909e-11,4.8927993045241995e-07,4.3756557646712217e-08,8.1924767595090742e-08,0.00012869213548674625,6.8730728093964e-08,7.3174908964231694e-07,7.8467670204726387e-07,7.1885381548090898e-09,1.5735378405551852e-10,6.6653656390685022e-06,2.1600702151351987e-08,3.7430838216860189e-11,4.8602691776946432e-07,3.6203919984000849e-07,4.5800314039086951e-08,4.9366391236496303e-09,6.1800865935899058e-07,4.3310169662103576e-07,9.133327945143605e-08,8.0834134918399353e-13,3.9622803282523648e-13,7.5423542465544528e-06,2.4578359873735117e-12,1.5849966764639173e-08,1.9944497193563591e-08,9.6064621776164861e-13,1.4571257454526819e-11,4.8230962608297583e-14,8.4608981069964583e-06,8.0741412653646684e-06,6.5687428970814189e-06,8.2590160535053557e-06
1.271034752899587e-07,0.3647503943305199,1.9769353917096267e-06,6.7242124639190806e-06,8.9858199303762139e-05,1.698040992815606e-07,0.00021748427095384448,0.0,0.0,0.0024867463581646379,0.0040110207102503808,154.0,0.0,0.6459795805562536,0.99996781140590962,18.973732876760366,0.013038375264268293,4.3973491932213005e-07,0.030757346743872385,0.061845620609457613,0.050438453075660424,0.0059268373920087318,2.7167979228024249e-08,0.0001755750009846346,0.084045903688586915,6.633210843829171e-11,0.043804876000390652,3.6570632083730839e-05,0.029544861275991097,0.023879588258471574,1.0011417833616994e-05,8.1320955117758423e-06,6.1061799397395236e-06,0.020957652968865505,0.00013378269455173523,0.0011733559841956109,0.0014321701451907459,0.013105051359443171,1.0005727663668996e-06,1.3597395675504471e-12,3.1830465217022271e-11,8.1623151618222453e-10,1.2763349800260766e-05,0.00020289004920162414,2.4619508430278279e-05,3.0184807071075506e-05,8.3122301677266048e-06,1.9305545364833577e-05,1.6791114796326783e-11,1.8299607660120199e-05,2.9605279540659818e-05,4.7619418549040007e-06,3.971303528970933e-07,7.6512306334115602e-08,2.0932117397961421e-10,6.365176302228747e-10,1.8300576967381561e-06,1.2088819232831055e-15,6.9365938444867549e-16,8.8228967326766911e-07,1.8321046725982377e-11,5.5376787289940564e-08,1.6784390381102468e-12,9.5563220283918524e-14,1.2912852202875928e-11,5.1266901030313933e-07,4.5467638499105632e-08,8.5920085375237986e-08,0.00013166284922840383,7.0330857643104571e-08,7.5019102835316202e-07,8.0446473594802592e-07,7.3696226644278113e-09,1.6132195631836981e-10,6.9140389599739631e-06,2.2407515244567527e-08,3.9031201002427648e-11,5.1256033527676979e-07,3.7955574823761225e-07,4.7546654760414092e-08,5.1250073334462956e-09,6.4931662599077013e-07,4.5618184378495566e-07,9.2604083227309295e-08,8.1957811918731758e-13,4.0173600727064538e-13,7.7233934287564842e-06,2.588817262083651e-12,1.6865845234361394e-08,2.1226419800533345e-08,1.0222043210225419e-12,1.5504984790145523e-11,5.1322249676234118e-14,8.6325013831284961e-06,8.3143172708961485e-06,6.7490113483386372e-06,8.4927640885790474e-06
1.282282234567926e-07,0.3647505804316669,1.9805867871617873e-06,6.9575112813923097e-06,9.1241634003776917e-05,1.7265193931279963e-07,0.00022342727415107061,0.0,0.0,0.0024923947362931942,0.0040796292323616121,154.0,0.0,0.64373785734169475,0.99996697354229558,18.973502177616101,0.013110831625760398,4.3838233409883777e-07,0.030660124981921711,0.061913257401364649,0.050782622178727914,0.0059080389271841767,2.719734650392548e-08,0.00017576479739757862,0.084655312794613857,6.6121719318443627e-11,0.04428274651819572,3.6455266838399781e-05,0.029854172387810719,0.024042059127423108,1.0079405533660827e-05,8.1914128472780197e-06,6.147647417406756e-06,0.02126493346706981,0.00013574420217447454,0.0012030401568654369,0.0014716935716285249,0.013266350159573148,1.0152719411258189e-06,1.3612094460945599e-12,3.229658025919661e-11,8.2632766505381132e-10,1.2934594065443975e-05,0.00020763124488439269,2.5195187071837501e-05,3.0902325192594576e-05,8.5113528058666902e-06,2.0001221344330736e-05,1.7190253692968262e-11,1.8955801243878263e-05,3.067516322814625e-05,4.7946370484413985e-06,4.0951303424947742e-07,7.8897987983594076e-08,2.1584791083758748e-10,6.5767494261514355e-10,1.8909386835188032e-06,1.2465753030757344e-15,7.1528793734570592e-16,9.1762050716497668e-07,1.9054703751890293e-11,5.7277917879408924e-08,1.7360392384725492e-12,9.8843984157678844e-14,1.3355992202470059e-11,5.3687303777198987e-07,4.7222276902055426e-08,9.0057096037544604e-08,0.00013465540963582362,7.1943059800336749e-08,7.6880434514257728e-07,8.2443668877243454e-07,7.5523867035518784e-09,1.6532701080361815e-10,7.1685353622545904e-06,2.3233243764232663e-08,4.0678242416476141e-11,5.4022072891170015e-07,3.9768957427737147e-07,4.9335064278495366e-08,5.3179163047719022e-09,6.8180982361638782e-07,4.8016826697309024e-07,9.3873863961380757e-08,8.3080559101269048e-13,4.072394237291821e-13,7.9069331861279049e-06,2.7249418199393871e-12,1.7933188285229686e-08,2.2574870144094251e-08,1.0868800341560813e-12,1.648600089771895e-11,5.4570141891107472e-14,8.8052023704282369e-06,8.5584374761784928e-06,6.9322674015780952e-06,8.730550456876423e-06
1.293529716236265e-07,0.36475076467402423,1.9841270848555458e-06,7.1956584579261077e-06,9.2625533920536054e-05,1.7550847025360939e-07,0.00022945388852337579,0.0,0.0,0.0024978560685935533,0.0041483672640264318,154.0,0.0,0.64150787740081472,0.99996612361063353,18.973272294392896,0.013182706419502503,4.3703696515386094e-07,0.030561672380519527,0.061977019445324674,0.051125351794932106,0.0058890039770843538,2.7225012961320616e-08,0.00017594360188588084,0.085262846632631312,6.5908683825703802e-11,0.044759464759706588,3.6338430620621501e-05,0.030162499894567638,0.024201983211851495,1.0146324325728382e-05,8.2505474174187837e-06,6.1884629442730355e-06,0.021572432604203301,0.0001376899927459338,0.0012329890494694198,0.0015117242511110103,0.013426971569467937,1.0299818008996637e-06,1.3625941897309644e-12,3.2763016032214253e-11,8.3638261945693106e-10,1.3105460720225882e-05,0.00021242066110340575,2.5776725085702897e-05,3.1627341478487035e-05,8.7125797735968673e-06,2.0712839943576668e-05,1.7593563647515758e-11,1.9627433289553458e-05,3.1768666933337534e-05,4.8271954219770071e-06,4.2210746190940566e-07,8.1324448209036764e-08,2.2248625665815055e-10,6.79231908080964e-10,1.9529710806062641e-06,1.2849129776955492e-15,7.3728618818207684e-16,9.5387346631237451e-07,1.9807509034363322e-11,5.9216617874647241e-08,1.7947767435781838e-12,1.0218958121633057e-13,1.3807881924637756e-11,5.6190868499924003e-07,4.9020885916369436e-08,9.4338700870937215e-08,0.00013766923996694411,7.3567023846183443e-08,7.8758543204575807e-07,8.4458868041080277e-07,7.7367947904131446e-09,1.6936816941602716e-10,7.4288908735412146e-06,2.4078004912948823e-08,4.2372543579643686e-11,5.690406996659533e-07,4.1645336392276185e-07,5.11658260953253e-08,5.5153966386001343e-09,7.1551653892041483e-07,5.0508209443174857e-07,9.5142463424687885e-08,8.4202237035532405e-13,4.1273759833605233e-13,8.0929713477918477e-06,2.8663295714263436e-12,1.9053848904161042e-08,2.3992404415809136e-08,1.1547855513221513e-12,1.7516007576172242e-11,5.7980277835575257e-14,8.9789841697791022e-06,8.8064989021752282e-06,7.1185189245929037e-06,8.9723873704818876e-06
1.3036524497377703e-07,0.3647509289129647,1.9872203317834605e-06,7.4141425621441031e-06,9.3871330752672344e-05,1.7808651202311709e-07,0.0002349490876380242,0.0,0.0,0.0025026161574384031,0.0042103348469056563,154.0,0.0,0.63951086321542794,0.99996534835463957,18.973066103152121,0.013246899478818885,4.358322391315786e-07,0.030472061990963858,0.062031158841291095,0.051432583773457302,0.0058716798369122499,2.7248486331852732e-08,0.00017609530781688567,0.085808031941214044,6.5714794956007169e-11,0.045187505867769623,3.6232079159086609e-05,0.030439143607097652,0.024343750809650282,1.020564292453085e-05,8.3036130672780009e-06,6.2246429228774458e-06,0.021849341667671711,0.00013942736221866047,0.0012601630087509955,0.001548180770624084,0.013570939133122,1.0432285094641027e-06,1.3637690796274552e-12,3.3183041353114899e-11,8.4539606937374659e-10,1.3258903588176512e-05,0.00021677196196050739,2.6305070191610136e-05,3.2286205894207136e-05,8.8954661863058879e-06,2.1367021164976117e-05,1.796007483239932e-11,2.0245219267219361e-05,3.2773103625205333e-05,4.856381556148519e-06,4.3362314840619033e-07,8.3543061519764237e-08,2.2855601358014584e-10,6.9897481680455164e-10,2.0097845299939494e-06,1.3199667050673853e-15,7.5740010210646049e-16,9.8729661365967196e-07,2.0501552297323558e-11,6.0993584827416561e-08,1.8486133243784461e-12,1.0525607702613609e-13,1.4222067000537085e-11,5.8516560943764286e-07,5.0677564163918576e-08,9.831817194232138e-08,0.00014039939993816696,7.5038392883274052e-08,8.0462887792208295e-07,8.6287620589142108e-07,7.9041384695472187e-09,1.7303543944899877e-10,7.6682489017343707e-06,2.4854655652402205e-08,4.393828700688757e-11,5.9599737760426389e-07,4.3388989169743095e-07,5.2849948084282879e-08,5.6970617534011594e-09,7.4691366863570111e-07,5.2831495692920883e-07,9.6283067654468458e-08,8.5210720958261466e-13,4.1768092608590066e-13,8.2625397889589955e-06,2.9981778241939206e-12,2.010958921780911e-08,2.532941180850436e-08,1.2187564050175785e-12,1.8486332504164252e-11,6.1192863281725855e-14,9.136298236670059e-06,9.0331209699748986e-06,7.2887126563610075e-06,9.1935134982243644e-06
1.3137751832392755e-07,0.36475109166510566,1.9902272160367897e-06,7.63656432429835e-06,9.5117301476352486e-05,1.8067110070536646e-07,0.00024051155534801619,0.0,0.0,0.0025072335956386649,0.0042723937721872926,154.0,0.0,0.6375232262990751,0.99996456332552619,18.972860583763556,0.013310627009307942,4.3463326395044577e-07,0.030381545143010273,0.062082282341592063,0.051738661060278912,0.0058541815976304928,2.7270635264305672e-08,0.00017623845407696863,0.086351713512762399,6.5518957517618281e-11,0.045614576810685849,3.6124644162073605e-05,0.030714972291691536,0.024483481109430501,1.026410648458469e-05,8.3565321635761614e-06,6.2603013963096816e-06,0.022126377958313303,0.00014115126716187802,0.0012875394834794144,0.0015850391617001462,0.013714335157880314,1.0564814785246875e-06,1.3648776813891942e-12,3.3603250873792726e-11,8.5437471503168601e-10,1.341201449290846e-05,0.00022116157039425499,2.6838070152613552e-05,3.2951029569400975e-05,9.0800252368196526e-06,2.2034287660986692e-05,1.8329901017446917e-11,2.0875727057752459e-05,3.3796832586677485e-05,4.8854579407641342e-06,4.453096790539441e-07,8.579457485662198e-08,2.3471582044090865e-10,7.1904125167567758e-10,2.0675301018725116e-06,1.3555402474709288e-15,7.7781228715825677e-16,1.0214796885394919e-06,2.1211375724112082e-11,6.2801003666217081e-08,1.9033716966707268e-12,1.083751233811466e-13,1.4643343772896935e-11,6.0912187728841035e-07,5.2370477468047916e-08,1.0241923091798223e-07,0.00014314591095318651,7.6518815892649115e-08,8.218026838249417e-07,8.813036117802749e-07,8.0727594154225376e-09,1.7673076043784124e-10,7.9124048291808994e-06,2.5646892042451339e-08,4.554317413886941e-11,6.239443642050299e-07,4.5185624772669917e-07,5.456878652802614e-08,5.8824740397022299e-09,7.7933768692713591e-07,5.5233159449224116e-07,9.742248647401941e-08,8.6218136193103277e-13,4.2261901558464855e-13,8.4341279289349837e-06,3.134474153718771e-12,2.1211444647589325e-08,2.6726440877781261e-08,1.2855206706246842e-12,1.9499028696047151e-11,6.4545775616633457e-14,9.2944626307518085e-06,9.2629294884118995e-06,7.4613440954034964e-06,9.417938259952708e-06
1.3238979167407808e-07,0.36475125293993166,1.993149403198828e-06,7.8629269518216937e-06,9.6363354849734339e-05,1.8326200871210554e-07,0.00024614106573059828,0.0,0.0,0.0025117124258656662,0.0043345378636699588,154.0,0.0,0.63554490374414341,0.99996376852525726,18.972655740990824,0.01337389161019885,4.3344002282356883e-07,0.030290162866366464,0.062130446469061497,0.052043588949972831,0.0058365171698599675,2.7291486458967193e-08,0.00017637321297856102,0.086893898483736728,6.5321260887994237e-11,0.046040661033741659,3.6016174561063143e-05,0.030989977874712343,0.024621187068850307,1.0321720561002165e-05,8.4093054027872663e-06,6.2954417466385751e-06,0.022403518680713976,0.00014286138623023528,0.0013151127973399055,0.0016222950530053251,0.013857149509285573,1.0697396135865641e-06,1.3659213089081956e-12,3.4023610099958592e-11,8.6331791837480104e-10,1.3564781723142414e-05,0.00022558912804884813,2.7375681435589804e-05,3.362175791935491e-05,9.266241692069535e-06,2.2714717322696305e-05,1.8703011838516681e-11,2.1519056896202896e-05,3.4839923609129502e-05,4.9144250796650665e-06,4.5716668801750395e-07,8.8078917038307165e-08,2.4096548440194319e-10,7.3943101672855558e-10,2.1262072481335158e-06,1.3916324802471916e-15,7.9852209801120102e-16,1.0564286331903912e-06,2.1937102707499677e-11,6.4638873662678585e-08,1.9590518133226449e-12,1.1154671902455096e-13,1.507171187932936e-11,6.3378970565840305e-07,5.4099911270992233e-08,1.0664399309144279e-07,0.00014590836230899621,7.800807128626696e-08,8.3910424066551089e-07,8.9986809225024046e-07,8.2426319719774551e-09,1.8045356971827354e-10,8.1613817270875296e-06,2.6454789126681248e-08,4.7187607589215222e-11,6.5290623703649695e-07,4.7036170728265742e-07,5.6322524576856352e-08,6.0716532615272094e-09,8.1280958513200396e-07,5.771474545052969e-07,9.8560618279703655e-08,8.722439457460387e-13,4.2755143294120247e-13,8.6077335768549066e-06,3.2753062297307436e-12,2.2360836856994175e-08,2.818547663272849e-08,1.3551644210838693e-12,2.0555401735616028e-11,6.8043340918941504e-14,9.4534658451285541e-06,9.4959210473350056e-06,7.6364183053711504e-06,9.6456695456333255e-06
