Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800)
4.120064393940766e-06,0.6462197725851526,1.8920436604286913e-11,3.6250533305358494e-12,2.8055059944225446e-08,5.1423947460775289e-14,4.6314847806070786e-07,0.0,0.0,0.00014236730094612348,0.0001331549845375632,154.0,0.0,0.98402656071372008,1.0,18.995177162492716,0.001822899142423033,1.6335697631143201e-11,0.00066475913909033897,0.002889075231606131,3.756724980948921e-05,0.0020145633165539645,4.038178843023281e-09,2.7672812370790173e-05,2.6085183575285996e-05,1.0721903424224602e-10,0.0033521037408400867,1.8914361497521225e-08,2.9108327990514549e-05,2.8744130752880777e-05,2.473002007340196e-08,3.2421161786342731e-10,1.9032615734605952e-08,0.0026050417036215341,2.223554937123222e-08,3.1955806958327732e-08,3.2141823220774443e-08,0.0025040417454562499,3.1495990015046296e-09,8.7276769177078662e-13,2.7010518961993133e-13,5.6319797584582076e-13,2.1762055301801657e-09,7.5247342231056885e-08,1.9604021335896267e-07,1.8135572426391506e-09,4.514696824304638e-08,1.0612325295054714e-07,2.6999305477379667e-16,6.4675625387482467e-08,1.8037530597512696e-10,4.5317403793187533e-10,1.6151446627619181e-10,4.8946957470321808e-10,2.7383631485065108e-15,1.2069869510944911e-14,1.1512798224184168e-10,3.9618378900164843e-17,2.1991129324793543e-17,2.6330491188585933e-09,1.2856789596791747e-14,1.1911443958911167e-11,8.4328837959029172e-16,1.7838782120039808e-19,6.3745548048775453e-15,5.3883201734056346e-11,1.3354589677205098e-12,5.2547742766335809e-11,1.4746608081716305e-07,1.3649541742405124e-13,1.5417298799497931e-12,1.1999866806825737e-10,1.0970860138707131e-13
4.152397072911877e-06,0.6462196410101877,1.8947393767973109e-11,3.6644949366623923e-12,2.8455726568500961e-08,5.2385744197547596e-14,4.7456905646048762e-07,0.0,0.0,0.00014303205342453617,0.00013560389857178229,154.0,0.0,0.98390085422283757,1.0,18.99513808574487,0.0018323767827543368,1.6333734301721108e-11,0.00066516158891806953,0.0028930974356295128,3.7859540476418589e-05,0.002015780169040993,4.0437933468684025e-09,2.771128757306291e-05,2.6288360102753575e-05,1.0728379753317922e-10,0.0033907127813066116,1.8925843174653025e-08,2.9431950218899143e-05,2.9057984874881078e-05,2.4999998243745382e-08,3.2674915157862335e-10,1.924039532526119e-08,0.0026414673573007018,2.2873414353006419e-08,3.2973828010070096e-08,3.3167534381678042e-08,0.0025387248514136904,3.1936543250450377e-09,8.7398115404144951e-13,2.7388110581133828e-13,5.7099891493353978e-13,2.2064290210219663e-09,7.671939184001417e-08,1.9988041084012377e-07,1.8555129728237588e-09,4.6237504533631366e-08,1.0952440064327891e-07,2.7623920766299895e-16,6.6621615408314594e-08,1.8691900591987551e-10,4.5671656570674834e-10,1.6451817922185791e-10,4.9857491913639145e-10,2.7892890021809134e-15,1.2297949950707952e-14,1.1730409389604076e-10,4.0355378714844245e-17,2.2400218709262482e-17,2.7069696916851355e-09,1.321773283123819e-14,1.2152771537880179e-11,8.6037192960396724e-16,1.8200198428442084e-19,6.5036921639032429e-15,5.5512826474649826e-11,1.3631340709684883e-12,5.4149692403681327e-11,1.5138226309117304e-07,1.4013690286875296e-13,1.5975986504124786e-12,1.2436344286077904e-10,1.1368405430091154e-13
4.184729751882989e-06,0.6462195094467718,1.8973672050037141e-11,3.7039282463938691e-12,2.8857251323407677e-08,5.3353632335145129e-14,4.8615152400291752e-07,0.0,0.0,0.00014368564350046963,0.00013806714344719969,154.0,0.0,0.98377520422075804,1.0,18.995099008757411,0.0018417968738402043,1.6331771890742245e-11,0.00066554244313259505,0.0028970161432287618,3.8151792173875523e-05,0.0020169315800193997,4.0492631695335648e-09,2.774877130092309e-05,2.6491512401608256e-05,1.0734507790678653e-10,0.0034293699218650971,1.8936709788652015e-08,2.9755763546735609e-05,2.93718586439853e-05,2.5269992310470068e-08,3.2928638269020591e-10,1.9448187150607342e-08,0.0026779740375639559,2.3522485507003875e-08,3.4014000275492843e-08,3.4215640457405677e-08,0.0025734711246393144,3.2378077393107905e-09,8.751633463867221e-13,2.7766540656222775e-13,5.7881406305724928e-13,2.2367082335497935e-09,7.8202743742577542e-08,2.0375015524274849e-07,1.8979308196364134e-09,4.734089619720987e-08,1.1299604650123784e-07,2.8255415809473626e-16,6.8605654095756811e-08,1.9363034661329157e-10,4.6025862109169175e-10,1.6754787249244749e-10,5.0775901974255874e-10,2.8406553343846869e-15,1.2528080993199605e-14,1.194997825071375e-10,4.1098753168649943e-17,2.2812846489732629e-17,2.782244564396863e-09,1.3585288912009691e-14,1.2396446711526811e-11,8.7762161693814561e-16,1.8565130534774978e-19,6.6340853823093411e-15,5.7175296089690963e-11,1.3910931886482764e-12,5.5784202901042674e-11,1.5535808276988388e-07,1.4383447863540981e-13,1.654907460120641e-12,1.2884118902884262e-10,1.1776196849006336e-13
4.2170624308541e-06,0.6462193778966713,1.8999289156674715e-11,3.7433516774054735e-12,2.92596066471431e-08,5.4327519781543948e-14,4.9789619888212468e-07,0.0,0.0,0.00014432822140290617,0.00014054447050048792,154.0,0.0,0.9836496108897077,1.0,18.99505993179152,0.001851159750725871,1.632981045651974e-11,0.00066590244140812198,0.0029008340397463708,3.8444004918894136e-05,0.0020180196312323678,4.054592064060926e-09,2.7785289273164053e-05,2.6694640475698334e-05,1.0740298613063151e-10,0.0034680737871331073,1.8946981170013334e-08,3.0079757624314723e-05,2.9685740601286794e-05,2.5539992433763114e-08,3.3182331124420626e-10,1.9655983638062301e-08,0.0027145593507682643,2.4182807710103931e-08,3.5076561235707921e-08,3.5286384199973811e-08,0.0026082782944144337,3.2820563492157714e-09,8.7631507991357091e-13,2.8145784390279881e-13,5.8664290946066032e-13,2.2670411771863476e-09,7.9697271500478211e-08,2.0764911605274292e-07,1.9408075369016063e-09,4.8457060992317237e-08,1.1653873687854062e-07,2.8893742279511601e-16,7.0628030353924808e-08,2.0051169236185973e-10,4.6380020429273842e-10,1.7060350839311523e-10,5.1702177443944595e-10,2.8924615060935776e-15,1.2760261074179476e-14,1.2171503335403156e-10,4.1848493998903431e-17,2.3229008079803869e-17,2.8588848370531794e-09,1.3959512039057921e-14,1.2642466779172263e-11,8.9503724997723007e-16,1.8933574394453361e-19,6.7657330116419696e-15,5.8870928357451218e-11,1.419336243528628e-12,5.7451592113922572e-11,1.5939361223884897e-07,1.4758823246403746e-13,1.7136768220914026e-12,1.3343352446667759e-10,1.2194380321076141e-13
4.249395109825211e-06,0.6462192463592893,1.9024262347164456e-11,3.7827636948353561e-12,2.9662765721822899e-08,5.5307315513039593e-14,5.0980338804581567e-07,0.0,0.0,0.00014495993719542606,0.00014303563411585744,154.0,0.0,0.98352407440077083,1.0,18.995020855033328,0.0018604657465160009,1.6327849917562169e-11,0.00066624223476459247,0.0029045537429500086,3.8736178728561021e-05,0.0020190464142418119,4.0597836908324311e-09,2.7820866573462082e-05,2.6897744329133078e-05,1.0745763353889635e-10,0.0035068230376868095,1.8956676783874162e-08,3.0403922438522241e-05,2.9999619637299877e-05,2.5809989041426036e-08,3.3435993728996695e-10,1.9863777420537012e-08,0.0027512209640915015,2.4854424234349474e-08,3.6161747518023452e-08,3.6380007563615125e-08,0.0026431441530427335,3.3263973300258203e-09,8.7743714578000887e-13,2.8525817585176944e-13,5.9448495756312846e-13,2.2974259164008015e-09,8.120284913636276e-08,2.1157696415626711e-07,1.9841398332326309e-09,4.9585915136142177e-08,1.201530106280535e-07,2.9538851175945734e-16,7.2689029752537259e-08,2.0756540808274267e-10,4.6734131551658094e-10,1.7368505602919786e-10,5.2636308132384973e-10,2.9447069934172636e-15,1.2994488749840561e-14,1.2394983280265978e-10,4.2604592957406948e-17,2.3648698901118512e-17,2.9369015838680658e-09,1.4340456286135087e-14,1.2890829170787573e-11,9.1261864552339055e-16,1.9305526158559306e-19,6.8986336670780742e-15,6.0600040698944521e-11,1.4478631725553851e-12,5.915217752638912e-11,1.6348891709775221e-07,1.5139824603964054e-13,1.773927236977165e-12,1.3814206608435887e-10,1.262310167609601e-13
4.281727788796322e-06,0.6462191148339587,1.9048608443368413e-11,3.8221628101844956e-12,3.0066702471787536e-08,5.6292929587852131e-14,5.2187338748237727e-07,0.0,0.0,0.00014558094072269332,0.00014554039170949353,154.0,0.0,0.98339859491392034,1.0,18.994981778659454,0.0018697151923854943,1.632589025967225e-11,0.0006665624517068851,0.0029081778039205773,3.9028313620012074e-05,0.0020200139660233982,4.0648416175059321e-09,2.7855527650700785e-05,2.7100823966277733e-05,1.0750912856735488e-10,0.0035456163691745114,1.8965815548300775e-08,3.0728248303447954e-05,3.0313484982347023e-05,2.6079972852954743e-08,3.3689626088004064e-10,2.0071561355296706e-08,0.0027879566048367756,2.5537376765091271e-08,3.72697948862482e-08,3.7496751694883369e-08,0.0026780665547782839,3.3708279284717918e-09,8.7853031508640997e-13,2.8906616662335299e-13,6.023397247176737e-13,2.3278605694422389e-09,8.2719351221181112e-08,2.1553337196582407e-07,2.0279243746259687e-09,5.0727373383366104e-08,1.2383939907407144e-07,3.0190692863850927e-16,7.4788934546055957e-08,2.1479385916642168e-10,4.7088195497053216e-10,1.7679248787737281e-10,5.3578284464528969e-10,2.9973913296759558e-15,1.3230762684903194e-14,1.2620416823131901e-10,4.3367042293968278e-17,2.4071914651749162e-17,3.0163058537741466e-09,1.4728175603548136e-14,1.3141531442906582e-11,9.3036562923481021e-16,1.9680982167718275e-19,7.0327860307380365e-15,6.2362950194681987e-11,1.4766739265823687e-12,6.0886276268099594e-11,1.6764405634261163e-07,1.5526459505511704e-13,1.8356791898337993e-12,1.4296842960894857e-10,1.306250663070348e-13
4.314060467767434e-06,0.6462189833228,1.9072343840440228e-11,3.8615475796977001e-12,3.0471391512312364e-08,5.7284273158529012e-14,5.341064825869805e-07,0.0,0.0,0.00014619138134102294,0.00014805850388334603,154.0,0.0,0.98327317257945435,1.0,18.994942702924664,0.0018789084175915443,1.6323931596418773e-11,0.000666863785312419,0.0029117087098903482,3.9320409610428986e-05,0.002020924183770353,4.0697693199923262e-09,2.7889296324826998e-05,2.7303879391739223e-05,1.0755757215507912e-10,0.0035844525113327749,1.8974415596988389e-08,3.1052725850099833e-05,3.0627326195987685e-05,2.634993491186155e-08,3.3943228207009006e-10,2.027932854961468e-08,0.0028247640576060363,2.6231705423100357e-08,3.8400938231948056e-08,3.8636856923683458e-08,0.0027130434134608802,3.4153454650441592e-09,8.7959533902066729e-13,2.9288158678396337e-13,6.1020674167984776e-13,2.3583433069649172e-09,8.4246652962955939e-08,2.1951801324429115e-07,2.0721577871485925e-09,5.1881349114064443e-08,1.2759842631844115e-07,3.0849217113849359e-16,7.6928023680403663e-08,2.2219941130476133e-10,4.7442212286248357e-10,1.7992577038422539e-10,5.4528097705962638e-10,3.0505139461366149e-15,1.3469081640028375e-14,1.2847802802042203e-10,4.413583493883589e-17,2.449865140745758e-17,3.0971086713213469e-09,1.5122723822547031e-14,1.3394571279917492e-11,9.4827803690594441e-16,2.0059938954027595e-19,7.1681888613647866e-15,6.4159973603970311e-11,1.5057684704363616e-12,6.2654205133533914e-11,1.7185908258464129e-07,1.5918734909141741e-13,1.8989531459446662e-12,1.4791422936865906e-10,1.3512740768870553e-13
4.346393146738545e-06,0.6462188518261606,1.909548451375532e-11,3.9009166034519386e-12,3.0876808141339694e-08,5.8281258478603533e-14,5.4650294839123539e-07,0.0,0.0,0.00014679140786415007,0.00015058973442340094,154.0,0.0,0.98314780753817221,1.0,18.99490362803046,0.0018880457494823229,1.6321973865543023e-11,0.00066714686220581724,0.0029151488851131336,3.9612466717037067e-05,0.0020217789572779675,4.0745701870943103e-09,2.7922195818131287e-05,2.7506910610361577e-05,1.0760306487581868e-10,0.0036233302272942387,1.8982494727534601e-08,3.1377346019426309e-05,3.0941133160033131e-05,2.6619866513419598e-08,3.4196800091882038e-10,2.0487072304294713e-08,0.0028616411635256607,2.6937448779842646e-08,3.9555411567677631e-08,3.9800562756336775e-08,0.0027480727015444626,3.4599473277259371e-09,8.8063295002189801e-13,2.9670421254605953e-13,6.1808555238979214e-13,2.3888723511620152e-09,8.5784630148289573e-08,2.2353056328365304e-07,2.1168366592086474e-09,5.3047754395035594e-08,1.3143060926334206e-07,3.1514373135919624e-16,7.9106572808618657e-08,2.297844303652136e-10,4.7796181940087496e-10,1.8308487358349793e-10,5.5485739077189521e-10,3.1040743346809306e-15,1.3709444477025589e-14,1.3077140148861513e-10,4.4910963785761559e-17,2.4928905223750414e-17,3.1793210371728756e-09,1.5524154657746508e-14,1.3649946491901269e-11,9.663557126711822e-16,2.044239323782649e-19,7.3048409807446551e-15,6.599142737832823e-11,1.5351467827303873e-12,6.4456280595597817e-11,1.7613404218362473e-07,1.6316657202742708e-13,1.9637695506874864e-12,1.529810781390317e-10,1.3973949527582176e-13
4.378725825709656e-06,0.6462187203432045,1.9118046033416317e-11,3.9402685238910098e-12,3.1282928339047211e-08,5.9283798913999247e-14,5.590630499440759e-07,0.0,0.0,0.00014738116852178906,0.00015313385025247659,154.0,0.0,0.98302249992130886,1.0,18.99486455412881,0.0018971275135122199,1.6320017042246946e-11,0.00066741224713220547,0.0029185006920285426,3.9904484957101226e-05,0.0020225801668093584,4.0792475229925828e-09,2.7954248773997266e-05,2.7709917627219363e-05,1.0764570683155776e-10,0.003662248312398371,1.8990070338390571e-08,3.1702100050022679e-05,3.1254896066007218e-05,2.6889759199262334e-08,3.4450341748782754e-10,2.0694786109256939e-08,0.0028985858193385267,2.7654643885724619e-08,4.073344801684046e-08,4.0988107865146747e-08,0.002783152448634607,3.5046309679209462e-09,8.8164386225340221e-13,3.0053382563910468e-13,6.2597571364198784e-13,2.4194459736897773e-09,8.7333159148239964e-08,2.27570699184678e-07,2.1619575450216556e-09,5.42265000848163e-08,1.3533645756848664e-07,3.2186109630999535e-16,8.1324854322219679e-08,2.375512822050656e-10,4.8150104479464677e-10,1.8626977390612966e-10,5.6451199870789721e-10,3.1580720956415558e-15,1.3951850121328449e-14,1.3308427849546074e-10,4.5692421786821557e-17,2.5362672188511847e-17,3.2629539288841459e-09,1.5932521710929098e-14,1.390765500882083e-11,9.8459850848509532e-16,2.0828341918994773e-19,7.4427412697767221e-15,6.785762768485914e-11,1.5648088555219813e-12,6.629281882933712e-11,1.8046897548849342e-07,1.67202322434132e-13,2.0301488266775343e-12,1.5817058688267207e-10,1.4446278174650717e-13
4.411058504680767e-06,0.6462185888746227,1.9140043568447038e-11,3.9796020248807415e-12,3.1689728755777893e-08,6.0291808948209436e-14,5.7178704255691916e-07,0.0,0.0,0.00014796081090915454,0.00015569062142018638,154.0,0.0,0.98289724985068083,1.0,18.994825481421653,0.0019061540332514688,1.6318061168124479e-11,0.0006676605428736765,0.0029217664323042828,4.0196464347923474e-05,0.0020233295847118049,4.0838045451288319e-09,2.7985477241086914e-05,2.7912900447612289e-05,1.0768559234056673e-10,0.0037012055934562368,1.8997159146599508e-08,3.2026979470469881e-05,3.1568605407239721e-05,2.7159604798627055e-08,3.4703853184155839e-10,2.0902463676227936e-08,0.0029355959765251767,2.8383326288889426e-08,4.1935279808637815e-08,4.2199730083155601e-08,0.0028182807403953603,3.5493939062230815e-09,8.8262877108089444e-13,3.0437021375964796e-13,6.3387679483970311e-13,2.4500624952831834e-09,8.8892117089231467e-08,2.3163809981067278e-07,2.2075169668386019e-09,5.5417495898527622e-08,1.3931647367285761e-07,3.2864374824153494e-16,8.358313737125038e-08,2.4550233256686109e-10,4.8503979925320899e-10,1.8948044491843991e-10,5.7424472386657348e-10,3.2125067809140326e-15,1.419629761222422e-14,1.3541665003870422e-10,4.6480202709440906e-17,2.5799948842200955e-17,3.3480183015198969e-09,1.6347878474058784e-14,1.4167694880069637e-11,1.0030062855316841e-15,2.1217782076269946e-19,7.5818886791274047e-15,6.9758890420817686e-11,1.5947546940848996e-12,6.8164135726732791e-11,1.8486391699202587e-07,1.7129465332419655e-13,2.0981113699985229e-12,1.6348436459662612e-10,1.4929871794720645e-13
4.443391183651879e-06,0.6462184574220098,1.9161491895752208e-11,4.0189158306749716e-12,3.2097186668506995e-08,6.1305204184677196e-14,5.8467517201422372e-07,0.0,0.0,0.00014853048177075769,0.00015825982124312386,154.0,0.0,0.98277205743998819,1.0,18.994786410129027,0.0019151256303931801,1.6316106251295414e-11,0.00066789235761324187,0.0029249483490650114,4.0488404906841369e-05,0.0020240289090487991,4.0882443881598212e-09,2.801590270013412e-05,2.8115859077054591e-05,1.0772281174927854e-10,0.0037402009282272879,1.900377733870603e-08,3.2351976093920455e-05,3.1882251973362366e-05,2.7429395405850851e-08,3.4957334404723525e-10,2.1110098921220202e-08,0.0029726696389874882,2.9123530047302491e-08,4.3161138272815246e-08,4.3435666398750804e-08,0.002853455716832775,3.5942337289558716e-09,8.8358835397526214e-13,3.0821317017172674e-13,6.4178837760983925e-13,2.4807202846308529e-09,9.0461381792299462e-08,2.3573244564593754e-07,2.25351141622927e-09,5.6620650453737877e-08,1.4337115311795095e-07,3.3549116483679281e-16,8.5881687864364397e-08,2.5363994699057765e-10,4.8857808298642167e-10,1.9271685770191336e-10,5.8405549203540179e-10,3.267377900254495e-15,1.4442786062939567e-14,1.3776850786267912e-10,4.7274300546761069e-17,2.6240731850564574e-17,3.4345250879134625e-09,1.6770278330547094e-14,1.4430064270135543e-11,1.0215789135024719e-15,2.1610710960755079e-19,7.722282223773734e-15,7.1695531223644971e-11,1.624984316540757e-12,7.0070546907104162e-11,1.8931889545815998e-07,1.75443612297792e-13,2.1676775491803631e-12,1.6892401819938527e-10,1.542487527878915e-13
4.47572386262299e-06,0.6462183259844743,1.9182405407278053e-11,4.0582087049331913e-12,3.2505279995769701e-08,6.2323901351092395e-14,5.977276748610052e-07,0.0,0.0,0.00014909032707975637,0.00016084122617436231,154.0,0.0,0.98264692279412225,1.0,18.9947473403933,0.0019240426247659967,1.631415224969227e-11,0.00066810821043963462,0.0029280486270347687,4.0780306651224872e-05,0.002024679860125373,4.0925701076035386e-09,2.8045546090289016e-05,2.8318793521273642e-05,1.0775745664338923e-10,0.0037792332044639869,1.9009940879712878e-08,3.2677082008529774e-05,3.2195826840641737e-05,2.7699123324925738e-08,3.521078541747768e-10,2.131768592093617e-08,0.0030098048631894982,2.9875287753981206e-08,4.4411253833726904e-08,4.4696152949475244e-08,0.0028886755716000896,3.6391480817579754e-09,8.8452327135942669e-13,3.1206249318500743e-13,6.4971005564608353e-13,2.5114177571021584e-09,9.2040831742102035e-08,2.3985341920004756e-07,2.2999373572069618e-09,5.7835871354508307e-08,1.4750098435349953e-07,3.4240281967630433e-16,8.8220768506400155e-08,2.6196649066263594e-10,4.9211589620455557e-10,1.9597899159800989e-10,5.9394422761842236e-10,3.3226851033032746e-15,1.4691314691299828e-14,1.4013984462783306e-10,4.8074709179925471e-17,2.6685017817187636e-17,3.5224851995934639e-09,1.7199774559777473e-14,1.4694761461027701e-11,1.0403162693310175e-15,2.2007125999560122e-19,7.8639209734355019e-15,7.366786548992785e-11,1.6554977538157495e-12,7.2012367736112055e-11,1.9383393409352958e-07,1.7964924208309499e-13,2.2388677045535812e-12,1.7449115232891147e-10,1.5931433306522645e-13
4.508056541594101e-06,0.6462181945616068,1.9202798119648595e-11,4.097479449741446e-12,3.2913987291641231e-08,6.3347818303129311e-14,6.1094477865018287e-07,0.0,0.0,0.00014964049199184414,0.00016343461578734083,154.0,0.0,0.98252184600930481,1.0,18.994708272364772,0.001932905334344493,1.6312199185542572e-11,0.00066830861737566323,0.0029310693936287851,4.1072169598473892e-05,0.0020252840960485988,4.0967846785173753e-09,2.8074427799618751e-05,2.8521703786204513e-05,1.0778961528886194e-10,0.0038183013391536731,1.9015665186088346e-08,3.3002289569540811e-05,3.2509321363811908e-05,2.796878110772701e-08,3.5464206229670378e-10,2.1525218942919518e-08,0.0030469997572344829,3.0638630556379284e-08,4.5685856004346857e-08,4.5981425015827651e-08,0.0029239385508643858,3.6841346724077549e-09,8.854341662389865e-13,3.1591798652882527e-13,6.5764143445310721e-13,2.5421533736296535e-09,9.3630346190795624e-08,2.4400070503030142e-07,2.3467912283051924e-09,5.9063065257283785e-08,1.5170644876346781e-07,3.4937818254729931e-16,9.0600638820611543e-08,2.7048432832783313e-10,4.956532391182629e-10,1.9926682746859855e-10,6.0391086178937813e-10,3.3784280655789236e-15,1.494188280055879e-14,1.4253065380498659e-10,4.8881423038028869e-17,2.7132803649807473e-17,3.6119095271894086e-09,1.7636420339086043e-14,1.4961784846602369e-11,1.0592182380351745e-15,2.2407024787298468e-19,8.0068040589425461e-15,7.5676208390082091e-11,1.6862950492691574e-12,7.3989913340812878e-11,1.9840905071699116e-07,1.8391158046719177e-13,2.3117021448339763e-12,1.8018736918443512e-10,1.644969033262772e-13
4.5403892205652124e-06,0.6462180631555868,1.9222683684202974e-11,4.1367269041497023e-12,3.3323287691153271e-08,6.4376874025643451e-14,6.2432670226460958e-07,0.0,0.0,0.00015018112060965911,0.0001660397729080336,154.0,0.0,0.98239682717446331,1.0,18.994669206267268,0.0019417140752608251,1.6310247102647663e-11,0.00066849415632262189,0.0029340127217557647,4.1363993766015635e-05,0.0020258431495366338,4.1008909969552952e-09,2.8102567673726849e-05,2.8724589877976256e-05,1.0781936921688771e-10,0.0038574042776717038,1.9020964959241206e-08,3.332759139057929e-05,3.2822727167103555e-05,2.8238361578187046e-08,3.571759684880544e-10,2.1732692464847166e-08,0.0030842524780589145,3.1413588179892891e-08,4.698517338160517e-08,4.7291717016359942e-08,0.0029592429510186262,3.7291912728671859e-09,8.8632166449323583e-13,3.1977945944984431e-13,6.6558213083312924e-13,2.5729256395704324e-09,9.5229805227906808e-08,2.4817398949796177e-07,2.3940694447807455e-09,6.0302137945047471e-08,1.5598802102156668e-07,3.5641671977166207e-16,9.3021555159310709e-08,2.7919582416060905e-10,4.9919011193854407e-10,2.02580338774961e-10,6.1395533347883979e-10,3.4346063372839932e-15,1.5194489769675624e-14,1.4494092968714253e-10,4.9694437178038805e-17,2.7584086604671494e-17,3.7028089412123223e-09,1.808026874757373e-14,1.5231132933171565e-11,1.0782847138179339e-15,2.2810405086993591e-19,8.1509306805579881e-15,7.7720874885664794e-11,1.7173762587193972e-12,7.6003498626945324e-11,2.0304425795475199e-07,1.8823066013943562e-13,2.3862011434444122e-12,1.8601426835366605e-10,1.6979790570918157e-13
4.572721899536324e-06,0.6462179317662149,1.9242075393189659e-11,4.1759499434737939e-12,3.373316091221241e-08,6.5410988632322611e-14,6.3787365610192793e-07,0.0,0.0,0.00015071235599522844,0.0001686564835635725,154.0,0.0,0.98227186637109409,1.0,18.994630142253886,0.0019504691618131035,1.6308295942972396e-11,0.000668665323363633,0.0029368806302895022,4.1655779171302843e-05,0.002026358572863336,4.1048918857217977e-09,2.8129985056537974e-05,2.892745180290972e-05,1.07846801052573e-10,0.0038965409931904652,1.9025854762767483e-08,3.3652980337719446e-05,3.3136036138327942e-05,2.8507857749543952e-08,3.5970957282632456e-10,2.1940101109510027e-08,0.0031215612310745364,3.2200188943922304e-08,4.8309433642414876e-08,4.8627262503530038e-08,0.0029945871180034806,3.7743157112670901e-09,8.8718637624068399e-13,3.2364672583468342e-13,6.735317727338884e-13,2.6037331038098241e-09,9.6839089679094203e-08,2.5237296102182351e-07,2.4417684005677878e-09,6.1552994378322766e-08,1.6034616905106524e-07,3.6351789449689964e-16,9.5483770726472653e-08,2.881033416740197e-10,5.0272651487672482e-10,2.0591950514246058e-10,6.2407757844183807e-10,3.4912195728666953e-15,1.5449135061747419e-14,1.4737066730992292e-10,5.0513746399871891e-17,2.8038863795350113e-17,3.7951942924145165e-09,1.8531372767862346e-14,1.5502804336023226e-11,1.0975155975739334e-15,2.3217264824877794e-19,8.2963000891282112e-15,7.9802179740966326e-11,1.7487414501186468e-12,7.8053438290847623e-11,2.0773956335411471e-07,1.9260650924115012e-13,2.4623849396990066e-12,1.9197344668896902e-10,1.7521877982674679e-13
4.601821310610324e-06,0.6462178135295056,1.9259116391454427e-11,4.2112289027207241e-12,3.4102520281488686e-08,6.6345952007398745e-14,6.5020718269256139e-07,0.0,0.0,0.00015118255403421342,0.00017102122709898715,154.0,0.0,0.98215945132621951,1.0,18.994594986527627,0.0019583031235293896,1.6306540706322836e-11,0.00066880746477613988,0.0029393988900863178,4.1918352908776638e-05,0.0020267864154778414,4.1084048172699979e-09,2.8154058555098875e-05,2.9110006878077888e-05,1.078695716856516e-10,0.0039317920894543995,1.9029916766705089e-08,3.3945899182424504e-05,3.3417924920695428e-05,2.8750326622096123e-08,3.6198955871231663e-10,2.2126709104921786e-08,0.003155185571530912,3.2918106811804977e-08,4.9522781472065185e-08,4.9851037501903407e-08,0.0030264295407917883,3.8149839560214749e-09,8.8794562584649058e-13,3.2713206904095464e-13,6.8069380012189845e-13,2.6314887504121994e-09,9.8295748526462603e-08,2.5617374212395418e-07,2.4850541973661208e-09,6.2688761123573683e-08,1.6433435582995797e-07,3.6996206085509172e-16,9.7735282341787851e-08,2.9628965878836606e-10,5.0590887594678598e-10,2.0894667716688889e-10,6.3325404333269659e-10,3.5425431622444446e-15,1.5680058187714064e-14,1.4957406720230499e-10,5.1256502807797484e-17,2.8451148514665765e-17,3.8796205374782173e-09,1.8943613648892253e-14,1.5749293972670095e-11,1.1149638854192825e-15,2.3586411919144692e-19,8.4281945625279728e-15,8.1706939917258854e-11,1.7772129925220469e-12,7.9929726924736742e-11,2.1201672444627076e-07,1.965933310928815e-13,2.5324075563851836e-12,1.9745112331660595e-10,1.8020124454499043e-13
