Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152)
1.9795430628740858e-15,1.3781877828167821,1.250886704621871e-09,6.601511040867567e-18,6.596456711513663e-18,9.196536723676669e-29,9.4913258151254076e-26,0.0,0.0,4.7556640506147368e-12,1.0878423627494638e-22,154.0,0.0,0.99995760259686972,1.0,18.999999999994991,3.3121230489536197e-08,4.2132147305365133e-05,9.3853308674940885e-08,9.5109047473394968e-08,4.3171973538212152e-08,1.8052981411150778e-13,3.241036375647737e-15,8.0865592794658426e-14
2.3199094630742505e-15,1.378187782818475,1.4659611936196449e-09,9.0657904454447055e-18,9.0598670237064225e-18,1.4802676250665808e-28,1.5277094662598887e-25,0.0,0.0,5.5733836679322028e-12,1.4941447207872258e-22,154.0,0.0,0.9999503133202613,1.0,18.999999999994078,3.8816016210505899e-08,4.9367125116394299e-05,1.0998978691754497e-07,1.114614546254069e-07,5.9287001703624092e-08,2.4793139904862677e-13,3.8033021262332331e-15,1.1100658273828466e-13
2.660275863274415e-15,1.3781877828201674,1.6810341126476369e-09,1.1920091493893992e-17,1.1913298960116914e-17,2.2320575674233619e-28,2.3035830681596488e-25,0.0,0.0,6.391109651375359e-12,1.9648005554694503e-22,154.0,0.0,0.99994302422355785,1.0,18.999999999993143,4.4510760366544671e-08,5.6599375553979806e-05,1.2612601923128895e-07,1.278136202042044e-07,7.7950011962289614e-08,3.2599672589311298e-13,4.3655596098667195e-15,1.4589246354098906e-13
3.3410086636747445e-15,1.378187782823553,2.1111752409491836e-09,1.8798747134462258e-17,1.879021630611127e-17,4.4213547776220571e-28,4.5629926829029996e-25,0.0,0.0,8.0265807177299968e-12,3.0991984845903763e-22,154.0,0.0,0.99992844656967006,1.0,18.999999999991235,5.5900123987928554e-08,7.1055698348068138e-05,1.5839774611098982e-07,1.6051722670219961e-07,1.2291613550672618e-07,5.1410989175974322e-13,5.4900496808898755e-15,2.2986909006795125e-13
4.0217414640750735e-15,1.3781877828269378,2.541310089836219e-09,2.7237455187439639e-17,2.7227185951298794e-17,7.7119208143070895e-28,7.9588968344051065e-25,0.0,0.0,9.6620772518601587e-12,4.491087809443336e-22,154.0,0.0,0.99991386963481432,1.0,18.999999999989267,6.7289321361882982e-08,8.5501123762169343e-05,1.9066848939160726e-07,1.9321986708732642e-07,1.7806266143295519e-07,7.448518890588382e-13,6.614506389940901e-15,3.3273597969105046e-13
4.702474264475403e-15,1.3781877828303222,2.9714386596182818e-09,3.7236192878827484e-17,3.7224185098616983e-17,1.2328126619305245e-27,1.2722817364346923e-24,0.0,0.0,1.1297599255945783e-11,6.1405201889513954e-22,154.0,0.0,0.99989929341859873,1.0,18.999999999987232,7.86783524965986e-08,9.9935659864804465e-05,2.2293824915067092e-07,2.2592154147931639e-07,2.4338191273052071e-07,1.0182053018748738e-12,7.7389299540330077e-15,4.5443382606975744e-13
6.0639398652760616e-15,1.3781877828370892,3.8316769631047995e-09,6.1913666086391589e-17,6.1898180716953583e-17,2.6434919326145671e-27,2.7280728524762249e-24,0.0,0.0,1.4568719682695574e-11,1.0212220745745321e-21,154.0,0.0,0.99987014314052425,1.0,18.999999999982983,1.0145591608105382e-07,0.00012877209638008784,2.8747481841408622e-07,2.9132199276176078e-07,4.0450791164040673e-07,1.6926767436110225e-12,9.987677451046885e-15,7.5408607929583289e-13
7.42540546607672e-15,1.3781877828438536,4.6918901538816861e-09,9.2830984587479172e-17,9.2812020806961508e-17,4.8536611548996331e-27,5.0088633895984572e-24,0.0,0.0,1.783994201538823e-11,1.5314713418633559e-21,154.0,0.0,0.99984099573231855,1.0,18.999999999978488,1.2423281480673055e-07,0.00015756507232313197,3.5200745452079547e-07,3.5671858150317206e-07,6.0623282937412004e-07,2.5373850228440223e-12,1.2236292163543123e-14,1.1283550661856438e-12
1.0148336667678038e-14,1.3781877828573776,6.4122412071849211e-09,1.7338442888101364e-16,1.7335850507495095e-16,1.2390385085038442e-26,1.2786098575492168e-23,0.0,0.0,2.438269246811467e-11,2.8613728135800688e-21,154.0,0.0,0.99978270951302817,1.0,18.999999999968772,1.6978461794313841e-07,0.00021502089973341319,4.8106092973962597e-07,4.8750017516070353e-07,1.1312346628679801e-06,4.7369558509239632e-12,1.6733123239794493e-14,2.098874667084948e-12
1.2871267869279355e-14,1.3781877828708926,8.1324918392578703e-09,2.7889506876009644e-16,2.788621794278068e-16,2.5278743857443823e-26,2.6085084219528318e-23,0.0,0.0,3.0925850752904161e-11,4.6040870323086575e-21,154.0,0.0,0.99972443473580042,1.0,18.999999999958082,2.1533376242789134e-07,0.00027230365562586788,6.1009867975280473e-07,6.1826633001413266e-07,1.8178988020592778e-06,7.6158063678617047e-12,2.1229423482965124e-14,3.3622844982034742e-12
1.831713027248199e-14,1.3781877828978968,1.1572691918418647e-08,5.6478210870537581e-16,5.6473526591852769e-16,7.2852830043551895e-26,7.5170978029236951e-23,0.0,0.0,4.4013391371826769e-11,9.3292760529447645e-21,154.0,0.0,0.99960791940818916,1.0,18.999999999933802,3.0642407752504802e-07,0.00038635199939690264,8.6812702390160313e-07,8.7975235329465882e-07,3.6742667687962955e-06,1.5406909317050339e-11,3.0220432418623258e-14,6.7531703715713717e-12
2.3762992675684624e-14,1.378187782924868,1.5012490548348645e-08,9.5048045413599707e-16,9.5041961819512041e-16,1.5905970072638666e-25,1.6410845437801397e-22,0.0,0.0,5.7102564974547022e-11,1.5709682985822504e-20,154.0,0.0,0.9994914495515268,1.0,18.99999999990569,3.975037642521327e-07,0.00049971418158454065,1.1260925263597905e-06,1.141176710794872e-06,6.1714566737402517e-06,2.5901836592604478e-11,3.920932102271874e-14,1.1272255962011131e-11
2.920885507888726e-14,1.3781877829518068,1.8451887885353011e-08,1.4359784593103833e-15,1.4359035787248108e-15,2.9538130435034304e-25,3.0473393489191013e-22,0.0,0.0,7.0193372657209317e-11,2.3747952248746509e-20,154.0,0.0,0.99937502496901709,1.0,18.999999999873783,4.885728267450871e-07,0.00061239425604659435,1.3839952263826792e-06,1.4025394611454273e-06,9.305611390430299e-06,3.9091758086565044e-11,4.8196091299807303e-14,1.689149320593933e-11
3.4654717482089893e-14,1.3781877829787124,2.189088408506151e-08,2.0212644830122879e-15,2.021175494505642e-15,4.9329775937162532e-25,5.0887835782472182e-22,0.0,0.0,8.3285815509738574e-11,3.3446728094178044e-20,154.0,0.0,0.99925864546501775,1.0,18.999999999838106,5.7963126912197259e-07,0.00072439625269813724,1.6418351630890533e-06,1.6638406621763135e-06,1.3072896581157107e-05,5.4967870773948015e-11,5.7180745242852509e-14,2.3583524580618257e-11
4.010057988529253e-14,1.3781877830055853,2.5329479302432599e-08,2.7063268885308259e-15,2.7062237170464951e-15,7.642873567085312e-25,7.8836718242185774e-22,0.0,0.0,9.6379894615867151e-11,4.4808654608138481e-20,154.0,0.0,0.99914231084503324,1.0,18.999999999798714,6.7067909548307715e-07,0.00083572417765650445,1.8996123754619143e-06,1.9250803709349526e-06,1.7469500558950275e-05,7.3521398627383861e-11,6.6163284813293071e-14,3.1321665665088652e-11
4.5546442288495163e-14,1.378187783032426,2.8767673691757354e-08,3.491154043641176e-15,3.4910366023477899e-15,1.1198265621537823e-24,1.1550203931564733e-21,0.0,0.0,1.0947561105316033e-10,5.7836375709162904e-20,154.0,0.0,0.99902602091570958,1.0,18.999999999755627,7.6171630991101932e-07,0.00094638201338117535,2.1573269023491991e-06,2.1862586437033217e-06,2.2491634154436576e-05,9.4743592534570699e-11,7.514371194632195e-14,4.0079888662253787e-11
5.643816709490043e-14,1.3781877830860123,3.5642860600117528e-08,5.3600560960576231e-15,5.3599098075803467e-15,2.1304505490858664e-24,2.1970725616709185e-21,0.0,0.0,1.3567196020081575e-10,8.8899776503215296e-20,154.0,0.0,0.99879357436129002,1.0,18.99999999965852,9.437589192101382e-07,0.0011657032294784117,2.6725680543875929e-06,2.7084311026650858e-06,3.4397445347208014e-05,1.4515911616179107e-10,9.3098236513041929e-14,6.0555660839718406e-11
6.73298919013057e-14,1.3781877831394724,4.251644603126953e-08,7.6278776714595836e-15,7.6277020473125608e-15,3.6169450361976653e-24,3.7294854043308467e-21,0.0,0.0,1.6187487145085981e-10,1.2665807843610251e-19,154.0,0.0,0.99856130427747991,1.0,18.999999999547054,1.1257591293307788e-06,0.0013823912927512778,3.18755892731345e-06,3.2303584746309459e-06,4.8760462166376886e-05,2.061449839492608e-10,1.1104433392044941e-13,8.4815152800004799e-11
7.822161670771097e-14,1.378187783192809,4.9388431195909993e-08,1.0294525871600867e-14,1.0294320329296864e-14,5.6710562927458578e-24,5.8466221364672661e-21,0.0,0.0,1.8808435320441348e-10,1.7113242672242278e-19,154.0,0.0,0.99832920915782164,1.0,18.999999999421473,1.3077169723082325e-06,0.0015964772252694888,3.7022998271204468e-06,3.7520411839553149e-06,6.5551168492152261e-05,2.7763216357910164e-10,1.289820187601495e-13,1.1267219047919248e-10
8.911334151411624e-14,1.3781877832460245,5.6258817294426256e-08,1.3359907868191551e-14,1.3359671731329161e-14,8.3845016171363901e-24,8.642758780617406e-21,0.0,0.0,2.143004137663704e-10,2.2234396379942137e-19,154.0,0.0,0.99809728751347127,1.0,18.999999999282043,1.4896324799048477e-06,0.0018079916837490317,4.2167910577090683e-06,4.2734796442579199e-06,8.4740395949112383e-05,3.5955204552089349e-10,1.4691130525472918e-13,1.4394965368704782e-10
1.1089679112692678e-13,1.3781877833520972,6.9994797043806073e-08,2.0686502283803212e-14,2.0686202553398383e-14,1.6156119255253513e-23,1.6648700714054003e-20,0.0,0.0,2.6675230405871423e-10,3.4506315999722857e-19,154.0,0.0,0.99763395878214856,1.0,18.999999998962533,1.853336614659244e-06,0.0022234270042980047,5.2450257164991297e-06,5.315625421281537e-06,0.00013019945510038219,5.5441757666449221e-10,1.8274473834521828e-13,2.1610008430600942e-10
1.3050189577845626e-13,1.378187783447165,8.2351721847538377e-08,2.8643176999760477e-14,2.8642816781508516e-14,2.632501505073535e-23,2.7120224606656583e-20,0.0,0.0,3.1398158621924361e-10,4.7876366518333031e-19,154.0,0.0,0.99721754162676846,1.0,18.999999998629857,2.1805258620992152e-06,0.0025888245702686235,6.1695860473338784e-06,6.2527252343592082e-06,0.00017902990968059982,7.6479667080323129e-10,2.1496624145143842e-13,2.9112675681290313e-10
1.5010700042998575e-13,1.3781877835418652,9.4703483886845179e-08,3.7890308685926028e-14,3.7889884331705161e-14,4.0055224358892295e-23,4.12539174646997e-20,0.0,0.0,3.6123230856259435e-10,6.346213389536582e-19,154.0,0.0,0.99680166416023286,1.0,18.99999999825571,2.5075784247316239e-06,0.0029463510842831836,7.093342082807221e-06,7.1890396689236424e-06,0.00023519341227978274,1.0079297563033592e-09,2.4716073983088899e-13,3.7485056578247449e-10
1.6971210508151524e-13,1.378187783636207,1.0705008980517393e-07,4.8427358420441334e-14,4.8426865737558477e-14,5.7880604608580737e-23,5.9596461295526512e-20,0.0,0.0,4.0850451614753038e-10,8.1275937944698362e-19,154.0,0.0,0.99638631830968849,1.0,18.999999997841226,2.8344944783372498e-06,0.0032961726811239675,8.0162955224441835e-06,8.1245708048700507e-06,0.00029853189815817597,1.2834316515566419e-09,2.7932830500163619e-13,4.6651264731222776e-10
1.8931720973304473e-13,1.3781877837302003,1.1939154614699297e-07,6.0253787970192741e-14,6.0253222222288895e-14,8.0334714851907933e-23,8.2693632895730764e-20,0.0,0.0,4.5579825308475144e-10,1.0133009531899512e-18,154.0,0.0,0.9959714961712679,1.0,18.999999997387498,3.1612741960763885e-06,0.0036384519902577708,8.9384480454991137e-06,9.0593206407968413e-06,0.0003688906389397592,1.5909214105153695e-09,3.1146900568627466e-13,5.6541929926963279e-10
2.0892231438457422e-13,1.3781877838238512,1.3172785935986345e-07,7.3369059780579778e-14,7.3368415688533117e-14,1.0795081704739376e-22,1.1109030612058147e-19,0.0,0.0,5.0311356255099127e-10,1.2363691945446405e-18,154.0,0.0,0.99555719000652487,1.0,18.999999996895514,3.4879177485436995e-06,0.003973348209806919,9.8598013113381231e-06,9.9932910999441704e-06,0.00044611817220600018,1.9300222760594705e-09,3.4358290801612628e-13,6.7093638062505238e-10
