Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371)
1.8813592716998065e-07,0.410903277560444,5.1493993859911372e-10,1.660626567444749e-11,1.9445025358850227e-08,3.5154063273501952e-14,1.9565942204186225e-08,0.0,0.0,7.2840268915360981e-05,5.1621255534681262e-06,154.0,0.0,0.98918401466891437,1.0,18.997345628245707,0.00095983036933428554,1.0631294725967782e-09,0.0018274399920280068,0.0042121104734515313,0.00012699638358640964,0.0023248554923825291,4.6263065022243909e-09,3.1068338333047655e-05,0.00012134752908830143,6.5751030515647003e-11,0.00072607680210482839,2.2560776987710577e-07,3.2675916492261709e-05,3.2612124838592458e-05,2.6334563291464954e-08,3.293808768378838e-09,1.8510940026583894e-08,0.00023297257913515091,2.0613413578338006e-09,2.3910032952938295e-09,2.3996061622011446e-09,0.00022033312632528323,1.1966405149996408e-09,5.5245304319847538e-13,8.4634212601423781e-14,4.4285728816553717e-13,2.8569406268983622e-09,1.6262950771185596e-08,1.565602541858824e-08,5.427334145587385e-10,2.1697344947684837e-09,7.1981709753478548e-10,1.3279651950107924e-16,7.9322924332252622e-10,7.1458395789338245e-12,3.3552982921649172e-09,2.3137238454899657e-11,2.9319629700335782e-11,1.5341975737072794e-15,4.7716881628839954e-15,2.8227152022885877e-11,1.2241244645530154e-18,6.8871135072295103e-19,3.3684810916080374e-11,2.8703135727722573e-16,1.0259764272708634e-12,6.4091181647407571e-17,9.8974376973776608e-20,4.8861080695232574e-16,8.5846174288882658e-13,7.2368159434256274e-14,1.7205635429962668e-13,5.2313954041856316e-09,5.8158203630277842e-14,1.371972574390253e-13,2.3924614991464972e-12,5.6254124286806857e-15,9.4971642052175552e-17,1.0890258269357297e-12,1.4547513612824907e-14,2.3286640663044349e-19,3.1590166709954884e-15,6.1403722915494335e-13,6.8933470786394408e-16,4.5222789850465552e-16,9.2245265520588732e-15,1.3453773187488195e-12
1.9208461883014026e-07,0.4109031519113952,5.2495075765140388e-10,1.7417643325894284e-11,2.0820688936393505e-08,3.8070424411349678e-14,2.1457243631335679e-08,0.0,0.0,7.5588612064419447e-05,5.5814143152181736e-06,154.0,0.0,0.98895082816858315,1.0,18.997287616050905,0.00097891729077851644,1.0628944402924852e-09,0.0018596044417821434,0.0042898483445611554,0.00012964594629005978,0.0023658366983931385,4.7116757454931638e-09,3.164165139324571e-05,0.00012388126435035351,6.6910051598945444e-11,0.0007557511797591644,2.2959650650457972e-07,3.4005905581506841e-05,3.3938323764028783e-05,2.7405406324851664e-08,3.3645471816011419e-09,1.9263654626593568e-08,0.00024613736036238203,2.2727945901667873e-09,2.6461437372740245e-09,2.6558707205946657e-09,0.00023361585673283878,1.2644418672275099e-09,5.6264761947625879e-13,8.9410231443266531e-14,4.6956407470686312e-13,3.0330572965911273e-09,1.7607669102933464e-08,1.6957673132322081e-08,5.9277050123599691e-10,2.3853955892563668e-09,8.1202366992602458e-10,1.4503964152939863e-16,8.7965713059730048e-10,8.1469803665469507e-12,3.4272449796234609e-09,2.4921473406958438e-11,3.1584274367137647e-11,1.6525082621998791e-15,5.160418964436335e-15,3.0529005402509392e-11,1.3186756908483813e-18,7.4190733255998649e-19,3.7168606529497215e-11,3.1671710473837214e-16,1.1223048910576305e-12,7.0108481671790894e-17,1.0826703664329877e-19,5.3448483041821498e-16,9.6090261294495225e-13,7.9307761466606881e-14,1.9295648954941487e-13,5.7508299157739332e-09,6.3953459763384381e-14,1.5287897380307202e-13,2.6685691683894946e-12,6.2684567710207394e-15,1.059320871321475e-16,1.2411022535480458e-12,1.6587035088749486e-14,2.4934429748728839e-19,3.4462223994627898e-15,6.8863836192893028e-13,7.8723307100872375e-16,5.167037764869824e-16,1.0765176963042556e-14,1.5460376244770768e-12
1.9603331049029987e-07,0.41090302617495295,5.3488811413897041e-10,1.8258774824088256e-11,2.2256994129403602e-08,4.1153790805198006e-14,2.3482473986757034e-08,0.0,0.0,7.8368888806643768e-05,6.0241279869852223e-06,154.0,0.0,0.98871750775814016,1.0,18.997229487949774,0.00099796201229323199,1.0626592603060133e-09,0.0018914477414972743,0.004367024972371826,0.00013229484524097354,0.002406408282741601,4.7964280617397496e-09,3.2210821403707406e-05,0.00012641445090871863,6.8057487856213811e-11,0.00078595923964906137,2.3354549874851767e-07,3.5359086459170848e-05,3.5287527438586427e-05,2.8494819792516851e-08,3.4352702906557405e-09,2.0029422773852536e-08,0.00025974464367829178,2.500535439872769e-09,2.922181852081397e-09,2.9331515097190302e-09,0.00024737253441796544,1.3345291108715633e-09,5.7276852459690429e-13,9.4346623098329018e-14,4.9722421351730208e-13,3.2156263445762818e-09,1.9029693761167534e-08,1.8334570445361172e-08,6.4614053447435661e-10,2.6167053012439108e-09,9.1359637645207825e-10,1.5809827215711065e-16,9.7334140889192575e-10,9.2611012559502911e-12,3.4991736620802676e-09,2.6802636438583019e-11,3.3972130284802907e-11,1.7772461769667207e-15,5.5714978678581128e-15,3.2963321038165131e-11,1.4183711126298856e-18,7.9799751831591095e-19,4.0923723659028277e-11,3.4871480862908549e-16,1.2251590191211026e-12,7.6533394297146776e-17,1.181892171767453e-19,5.8346636823093086e-16,1.072844043596906e-12,8.6728586675784462e-14,2.158300503393589e-13,6.309119296143514e-09,7.0183919449455386e-14,1.6995343648348554e-13,2.9694457944367124e-12,6.9686164852939066e-15,1.1787576915899337e-16,1.4104809349402565e-12,1.8859526360670707e-14,2.6673084816715621e-19,3.7535994700242182e-15,7.7028540658176255e-13,8.9646417515202732e-16,5.8867281580404208e-16,1.2522041850422891e-14,1.7711716893260091e-12
1.9998200215045947e-07,0.4109029003478436,5.4475141333990094e-10,1.9131105926065823e-11,2.3754815865341337e-08,4.4409210035623735e-14,2.5647603732686598e-08,0.0,0.0,8.1179893417054221e-05,6.4909452184414188e-06,154.0,0.0,0.98848405954015184,1.0,18.997171243304944,0.0010169646134777488,1.0624239391895712e-09,0.0019229677439009363,0.0044436358861941428,0.00013494308009801467,0.0024465675156858657,4.8805585441621132e-09,3.2775815410960071e-05,0.00012894708849465119,6.9193262085512062e-11,0.000816696794172505,2.3745447837498682e-07,3.6735226089879423e-05,3.6659494719396867e-05,2.9602608797285095e-08,3.5059780876801805e-09,2.0808107470594996e-08,0.00027379812732142436,2.7453983800098288e-09,3.2203169431167916e-09,3.2326574291338379e-09,0.00026160707425436363,1.4069214982932538e-09,5.8281517258615649e-13,9.9444725896349115e-14,5.2584559013243889e-13,3.4047052922716045e-09,2.0531459242867902e-08,1.9789102310966354e-08,7.0297790710244151e-10,2.8643685692310113e-09,1.025239561433232e-09,1.7200529475485683e-16,1.0747123655949321e-09,1.0497894964988114e-11,3.5710843296940467e-09,2.8783937887868829e-11,3.648728339594371e-11,1.9086241939260864e-15,6.0057078198154412e-15,3.5534743864629086e-11,1.523381322172266e-18,8.5707788584216077e-19,4.4964545547126712e-11,3.8314702995091901e-16,1.3348153246195675e-12,8.3383189256946908e-17,1.2876759337629972e-19,6.3568707969016336e-16,1.1949218483663314e-12,9.4651617642171739e-14,2.4081150850365017e-13,6.9082046210203778e-09,7.6871430701023149e-14,1.8850853851822567e-13,3.2966719036285714e-12,7.729496194052099e-15,1.3086542936414284e-16,1.5986895744499813e-12,2.1385642377628608e-14,2.8507357190765031e-19,4.0822586172423873e-15,8.5945872222050919e-13,1.0180470731924007e-15,6.688115510580823e-16,1.4519853494627152e-14,2.0231147947363297e-12
2.0393069381061908e-07,0.4109027744269181,5.5454009351465446e-10,2.0036178931936394e-11,2.5314990726734816e-08,4.78417024779072e-14,2.7958695826088676e-08,0.0,0.0,8.4020422545543475e-05,6.9825395741941766e-06,154.0,0.0,0.98825048950827987,1.0,18.997112881535791,0.001035925173904183,1.0621884833785444e-09,0.0019541624573161894,0.0045196768540235448,0.00013759065053626539,0.0024863118657991231,4.9640625481919105e-09,3.3336602222609353e-05,0.00013147917684883611,7.031730269360674e-11,0.00084795962804236791,2.4132319644104073e-07,3.8134089927299552e-05,3.8053982717225537e-05,3.0728577033245948e-08,3.5766705650833841e-09,2.159957072885056e-08,0.00028830130747721364,3.0082371566043182e-09,3.5417867915152514e-09,3.5556363999273413e-09,0.00027632313684083275,1.4816372363617633e-09,5.9278700878502679e-13,1.0470580491551093e-13,5.5543557849808095e-13,3.6003481553865568e-09,2.2115399335173933e-08,2.1323653263371298e-08,7.6341831297538061e-10,3.1290998720246514e-09,1.1476912863388977e-09,1.867939110298221e-16,1.184214886696073e-09,1.1867616796605003e-11,3.6429769730734025e-09,3.0868634712800636e-11,3.9133879023449415e-11,2.0468582803489927e-15,6.463843773080848e-15,3.8247990104043734e-11,1.6338793909374513e-18,9.1924580781921636e-19,4.9305866526115912e-11,4.201398326427632e-16,1.4515553807343303e-12,9.0675452167294123e-17,1.4002932817684306e-19,6.9128103229217773e-16,1.327798466340893e-12,1.0309824049179707e-13,2.6804106621055213e-13,7.5500705053926724e-09,8.40383364299211e-14,2.0863529322512777e-13,3.6518849979497053e-12,8.5548284850871641e-15,1.449660707138165e-16,1.8073514275110778e-12,2.4187335839237808e-14,3.0442312803729949e-19,4.4333690476594945e-15,9.5665915963854316e-13,1.1530658793998385e-15,7.5783990280969715e-16,1.6785540999923675e-14,2.3043636691354637e-12
2.078793854707787e-07,0.41090264840914925,5.6425362570603702e-10,2.0975636114150669e-11,2.6938316939140429e-08,5.1456256582777236e-14,3.0421902073874562e-08,0.0,0.0,8.6889276127910685e-05,7.4995788830028476e-06,154.0,0.0,0.98801680354667387,1.0,18.997054402117872,0.0010548437731151875,1.0619528991908016e-09,0.0019850300443155612,0.0045951438812286364,0.00014023755624673314,0.0025256389982490756,5.0469356900511843e-09,3.3893152397648838e-05,0.00013401071572116026,7.1429543647305271e-11,0.00087974349998797777,2.4515142312977489e-07,3.9555442026390008e-05,3.9470746910162666e-05,3.1872526877600048e-08,3.6473477155394017e-09,2.2403673635004121e-08,0.00030325747936319673,3.2899243777148608e-09,3.8878677044472495e-09,3.9033754301830091e-09,0.00029152413060416565,1.5586934919620759e-09,6.0268350967747186e-13,1.1013105237731925e-13,5.8600104519271792e-13,3.8026054695742185e-09,2.3783945320757006e-08,2.2940605651678211e-08,8.2759863899018086e-10,3.4116226454000443e-09,1.2817238621695546e-09,2.0249761460394784e-16,1.3023085054140104e-09,1.338109983769452e-11,3.7148515832692753e-09,3.3060030317880066e-11,4.1916121654456782e-11,2.1921674833646234e-15,6.9467126827897931e-15,4.1107847247315764e-11,1.7500408605550915e-18,9.846000466821184e-19,5.3962893602570583e-11,4.5982279708152234e-16,1.5756658204746491e-12,9.8428084509434166e-17,1.5200207262713569e-19,7.5038470159649346e-16,1.4721634449800067e-12,1.120902453400439e-13,2.9766476111360111e-13,8.236744082616691e-09,9.1707463067958881e-14,2.3042782895263925e-13,4.0367794911436399e-12,9.4484736948240521e-15,1.602449553732196e-16,2.0381886235164215e-12,2.7287902595119165e-14,3.2483352080832684e-19,4.8081623051033163e-15,1.0624084385263615e-12,1.3026720987332037e-15,8.5652274035024355e-16,1.9348368672355062e-14,2.6175833140375625e-12
2.118280771309383e-07,0.410902522291632,5.7389151351184748e-10,2.1951223134200736e-11,2.8625554412939677e-08,5.5257824291854494e-14,3.3043459466256821e-08,0.0,0.0,8.9785258273329788e-05,8.0427246071613844e-06,154.0,0.0,0.98778300742948466,1.0,18.996995804582163,0.0010737204906216859,1.0617171928260965e-09,0.0020155688202525327,0.0046700332090516706,0.00014288379693605641,0.0025645467729212014,5.129173845104396e-09,3.4445438235386456e-05,0.00013654170487048775,7.2529924420378424e-11,0.00091204414444447991,2.4893894757012824e-07,4.09990451546432e-05,4.0909541256508604e-05,3.3034259481855335e-08,3.7180095319813824e-09,2.3220276413899729e-08,0.00031866973847605688,3.591351083295815e-09,4.2598745346881733e-09,4.2772006517283487e-09,0.00030721321410062165,1.6381063983429315e-09,6.125041826934794e-13,1.1572158809998372e-13,6.1754835404975459e-13,4.0115243189099224e-09,2.5539524221836562e-08,2.4642337911677583e-08,8.9565685726129708e-10,3.712668695517381e-09,1.4281443488476701e-09,2.1915016463134227e-16,1.4294674392146152e-09,1.5049769798756785e-11,3.7867081517672928e-09,3.5361474317551928e-11,4.4838274644573871e-11,2.3447739142743554e-15,7.4551334886395978e-15,4.4119173952242566e-11,1.8720437304736025e-18,1.0532407476727444e-18,5.8951247950074943e-11,5.0232903280205987e-16,1.7074383361095353e-12,1.0665930358832985e-16,1.647139658350057e-19,8.131369709100819e-16,1.6287339228882888e-12,1.2164982673957521e-13,3.2983457149263776e-13,8.9702939350211344e-09,9.9902108633525378e-14,2.5398337966142899e-13,4.4531065683781444e-12,1.0414419520902081e-14,1.7677159913596008e-16,2.2930254766702552e-12,3.0712026904039075e-14,3.4636229281758612e-19,5.2079363698878262e-15,1.1772495246560758e-12,1.4680869510871928e-15,9.6567144141406345e-16,2.2240079259776995e-14,2.9656139116031558e-12
2.157767687910979e-07,0.41090239607158285,5.834532928319902e-10,2.2964792441954838e-11,3.037742483617962e-08,5.9251316591943795e-14,3.5829686493852425e-08,0.0,0.0,9.2707178127492809e-05,8.6126312326035865e-06,154.0,0.0,0.98754910682049546,1.0,18.996937088514471,0.0010925554059005957,1.0614813703657934e-09,0.0020457772516753263,0.0047443413129272458,0.00014552937232620894,0.0026030332423923053,5.2107731460088419e-09,3.4993433763029268e-05,0.00013907214406443875,7.361838993624914e-11,0.00094485727322871635,2.5268557764204146e-07,4.2464660902231046e-05,4.2370118306760462e-05,3.4213574862293703e-08,3.7886560075952828e-09,2.4049238492431358e-08,0.00033454098199530233,3.9134262968030928e-09,4.6591606719238146e-09,4.6784773286209551e-09,0.00032339329850819304,1.7198910622780913e-09,6.2224856598831483e-13,1.2147846000856234e-13,6.500833711638322e-13,4.2271483670922974e-09,2.7384557083980965e-08,2.6431222876696569e-08,9.6773191761232703e-10,4.0329776101048449e-09,1.5877950210017124e-09,2.3678555949304082e-16,1.5661806153299146e-09,1.6885659471994467e-11,3.8585466704797357e-09,3.777636223610101e-11,4.7904659840190282e-11,2.5049027286519835e-15,7.9899370824536047e-15,4.7286899854896313e-11,2.0000684421912389e-18,1.1252694299679639e-18,6.4286966304564578e-11,5.4779519038705177e-16,1.8471696777111817e-12,1.1538764243657494e-16,1.7819363482683428e-19,8.7967913055484087e-16,1.7982551124963775e-12,1.3179958409211838e-13,3.64708521380194e-13,9.7528289786033718e-09,1.0864603027315231e-13,2.7940227139131962e-13,4.9026739703575688e-12,1.1456780465846187e-14,1.9461776285427305e-16,2.5737917812281202e-12,3.4485826489711762e-14,3.6907072874827297e-19,5.634059998654895e-15,1.3017470070240646e-12,1.6506036872158671e-15,1.0861454466462651e-15,2.5495042039949754e-14,3.3514778087508056e-12
2.197254604512575e-07,0.41090226974633776,5.9293853159101645e-10,2.4018306652902943e-11,3.2194611815770466e-08,6.3441599211896018e-14,3.8786979453928806e-08,0.0,0.0,9.5653850710739633e-05,9.2099456802285915e-06,154.0,0.0,0.98731510727286687,1.0,18.996878253554634,0.0011113485983925565,1.0612454377725604e-09,0.0020756539546280353,0.0048180649006254791,0.00014817428215420326,0.0026410966497605018,5.2917299806720055e-09,3.553711472197041e-05,0.00014160203307917281,7.46948905066205e-11,0.00097817857720040131,2.5639113976759913e-07,4.3952049790970916e-05,4.3852229314609693e-05,3.5410271989639581e-08,3.8592871358134577e-09,2.4890418562571779e-08,0.00035087391033824692,4.2570765594869651e-09,5.0871180062840339e-09,5.1086098378514864e-09,0.0003400670503017544,1.8040615720136122e-09,6.3191622819867435e-13,1.2740264470009565e-13,6.8361147026533782e-13,4.4495178912604285e-09,2.9321457300748251e-08,2.8309626128498266e-08,1.0439636405334906e-09,4.3732961683822823e-09,1.7615537996135416e-09,2.5543801060573496e-16,1.7129516849020992e-09,1.8901422786744435e-11,3.9303671317373376e-09,4.0308135142765723e-11,5.111965711842506e-11,2.6727821021500755e-15,8.5519662606365854e-15,5.0616025291437703e-11,2.1342978600484446e-18,1.2007889758731362e-18,6.9986502256103641e-11,5.963614724743582e-16,1.9951616503213188e-12,1.2463194963217862e-16,1.9247019427419803e-19,9.5015487647847184e-16,1.9815007825408693e-12,1.4256252198557138e-13,4.0245078565777484e-13,1.0586497304441092e-08,1.1796343130741705e-13,3.0678790467746246e-13,5.387345702924474e-12,1.2579797114349623e-14,2.1385744091142808e-16,2.8825260865883056e-12,3.8636897331115382e-14,3.930240736119976e-19,6.0879773114812422e-15,1.4364874748975223e-12,1.8515898931238953e-15,1.2188538066661125e-15,2.915040573587545e-14,3.7783865728754016e-12
2.2367415211141712e-07,0.4109021433133535,6.023468294365639e-10,2.5113841898670057e-11,3.4077761064451593e-08,6.783348846536941e-14,4.1921808750972636e-08,0.0,0.0,9.8624097730554196e-05,9.8353067388863067e-06,154.0,0.0,0.98708101422899541,1.0,18.996819299395749,0.0011301001474996518,1.0610094008900944e-09,0.0021051976928440968,0.0048912009102260335,0.00015081852617179393,0.002678735426338022,5.3720409900256906e-09,3.6076458552831453e-05,0.00014413137169917494,7.5759381766223828e-11,0.0010120037279074032,2.6005547868875777e-07,4.5460971382031766e-05,4.5355624346864229e-05,3.6624148877860895e-08,3.9299029103084827e-09,2.5743674643792772e-08,0.00036767102886084744,4.6232454483169024e-09,5.5451768646197973e-09,5.5690416227664499e-09,0.00035723689410307628,1.8906310059727226e-09,6.4150676817669539e-13,1.3349504806142861e-13,7.1813753844699589e-13,4.6786698183190776e-09,3.1352628980116365e-08,3.027990438918914e-08,1.1244926107484381e-09,4.7343777506640615e-09,1.9503346490848662e-09,2.7514191637959167e-16,1.8702990258908162e-09,2.1110348442422755e-11,4.0021695282811987e-09,4.2960279221277346e-11,5.4487703844580211e-11,2.8486432019577586e-15,9.1420756611462966e-15,5.4111620928117656e-11,2.2749172485759853e-18,1.2799036180777987e-18,7.606672743067251e-11,6.4817164382715892e-16,2.1517211092799562e-12,1.3441138900059273e-16,2.0757324604324187e-19,1.0247103079828641e-15,2.1792737401897623e-12,1.5396205041986033e-13,4.4323179509611391e-13,1.1473484979465225e-08,1.2787894781105708e-13,3.3624673297868266e-13,5.9090416733418726e-12,1.378783524725789e-14,2.3456684678360495e-16,3.2213789477731809e-12,4.3194358126162349e-14,4.1829174179744704e-19,6.571212632756826e-15,1.5820798946737875e-12,2.0724897797638426e-15,1.364756719597087e-15,3.3246256230911782e-14,4.2497481141905886e-12
2.2762284377157672e-07,0.4109020167702029,6.1167781741435036e-10,2.6253591146242196e-11,3.6027480631028498e-08,7.2431747242447647e-14,4.5240715196553717e-08,0.0,0.0,0.0001016167483678767,1.0489344520404751e-05,154.0,0.0,0.98684683302047782,1.0,18.996760225783401,0.0011488101325831386,1.06077326544324e-09,0.0021344073758370308,0.0049637465079294882,0.0001534621041451798,0.002715948189213409,5.4517030656192316e-09,3.6611444379305291e-05,0.00014666015971704675,7.6811824603873639e-11,0.0010463283792140042,2.6367845723227767e-07,4.6991184382303694e-05,4.6880052392212075e-05,3.785500267203026e-08,4.0005033249872133e-09,2.6608864144824664e-08,0.00038493464969883859,5.0128930784825232e-09,6.0348059200605668e-09,6.0612551197357551e-09,0.00037490501569760449,1.9796114421896527e-09,6.5101981470267512e-13,1.3975650593782556e-13,7.5366598222622505e-13,4.9146377636624247e-09,3.3480465353579185e-08,3.234440395499508e-08,1.2094600715276886e-09,5.1169817485443081e-09,2.1550879393623122e-09,2.9593183635875944e-16,2.0387557348953238e-09,2.3526373100450334e-11,4.0739538532548184e-09,4.5736325274687449e-11,5.8013294246058712e-11,3.0327201539654824e-15,9.7611316847009521e-15,5.7778827297758332e-11,2.4221142463553852e-18,1.36271892494915e-18,8.2544932555339424e-11,7.033730404103952e-16,2.3171599532852348e-12,1.4474543917605009e-16,2.2353287852517237e-19,1.1034939243798934e-15,2.3924063126172381e-12,1.6602198488705352e-13,4.8722834130361424e-13,1.2416014809255689e-08,1.3841763475724355e-13,3.6788823719409201e-13,6.4697372545761504e-12,1.5085384795011691e-14,2.5682439574364497e-16,3.5926161469213286e-12,4.8188894368668469e-14,4.4494753466181079e-19,7.0853755921422275e-15,1.7391559864265701e-12,2.3148264549278137e-15,1.5248670569721684e-15,3.7825779049634728e-14,4.7691738696763793e-12
2.3157153543173633e-07,0.4109018901145781,6.2093115762082274e-10,2.7439867481444784e-11,3.8044341171469054e-08,7.7241081152690271e-14,4.8750306313251817e-08,0.0,0.0,0.00010463064003674765,1.1172679936984981e-05,154.0,0.0,0.98661256886818305,1.0,18.996701032514835,0.0011674786329611772,1.0605370370380534e-09,0.0021632820568936299,0.0050356990857126586,0.00015610501585470768,0.0027527337386894723,5.5307133470402961e-09,3.7142052990843055e-05,0.00014918839693330165,7.7852185090008775e-11,0.0010811481689110528,2.6725995606250417e-07,4.8542446749358113e-05,4.8425261468746724e-05,3.9102629735186085e-08,4.0710883739850338e-09,2.7485843924711296e-08,0.00040266689374352589,5.4269955914123066e-09,6.5575120754093058e-09,6.5867716586104676e-09,0.00039307336520984167,2.07101396844355e-09,6.6045502617720367e-13,1.461877848506116e-13,7.9020073392684524e-13,5.1574520721857066e-09,3.5707347228709449e-08,3.4505459172672736e-08,1.2990078198798122e-09,5.5218729765325219e-09,2.3768007728426399e-09,3.1784246557664155e-16,2.2188696080558397e-09,2.6164094117921884e-11,4.1457201001961134e-09,4.863984816534907e-11,6.1700978703355229e-11,3.2252500056322678e-15,1.0410012400030254e-14,6.1622854241556471e-11,2.5760788364170695e-18,1.4493417838776012e-18,8.9438828400053792e-11,7.6211657741589606e-16,2.4917951147832071e-12,1.5565389299623721e-16,2.4037966570917315e-19,1.1866566203766377e-15,2.6217608277918885e-12,1.7876654627339711e-13,5.3462368153791863e-13,1.3416345065529981e-08,1.4960495175594861e-13,4.0182489635531883e-13,7.0714627790232173e-12,1.6477058633873232e-14,2.8071068476394166e-16,3.9986218815018053e-12,5.3652801979792909e-14,4.7306987777382636e-19,7.6321664917512154e-15,1.9083705999805724e-12,2.5802041742827342e-15,1.7002518759600731e-15,4.2935426563980158e-14,5.3404860435778995e-12
2.3552022709189594e-07,0.4109017633442856,6.3010654283468158e-10,2.8675107352317663e-11,4.012887625852936e-08,8.2266134821798626e-14,5.2457252647213844e-08,0.0,0.0,0.00010766461911686828,1.1885924201233612e-05,154.0,0.0,0.98637822688242471,1.0,18.996641719438095,0.0011861057279065729,1.0603007211618085e-09,0.0021918209309747896,0.0051070562588345384,0.00015874726109457461,0.0027890910556034772,5.6090692191753226e-09,3.7668266824243072e-05,0.00015171608315616309,7.8880434400901661e-11,0.0011164587203069669,2.7079987342262998e-07,5.0114515794929318e-05,4.9990998730178624e-05,4.0366825734134897e-08,4.1416580516600755e-09,2.8374470353122557e-08,0.00042086969274651763,5.8665446292480296e-09,7.1148403209512639e-09,7.1471513375354185e-09,0.00041174366042912133,2.1648486930627849e-09,6.6981209029376571e-13,1.5278958276134618e-13,8.2774525836364657e-13,5.4071398614732027e-09,3.8035641485886757e-08,3.6765390959256803e-08,1.3932781027454652e-09,5.9498210859726194e-09,2.6164972758602068e-09,3.409086091565479e-16,2.4112031112106509e-09,2.9038781807078581e-11,4.2174682630293166e-09,5.1674466189813375e-11,6.5555362959470615e-11,3.4264726845372764e-15,1.1089607433060668e-14,6.5648980255557185e-11,2.7370033132326085e-18,1.5398803827060842e-18,9.6766546589227093e-11,8.2455675617794675e-16,2.6759485473169735e-12,1.6715685670560892e-16,2.5814466596199874e-19,1.274351680001752e-15,2.8682300942057091e-12,1.9222036055315209e-13,5.8560764332691945e-13,1.4476768180996796e-08,1.6146674841656089e-13,4.3817215457709559e-13,7.7163029632505758e-12,1.7967591229031747e-14,3.0630846968089627e-16,4.4419019150596387e-12,5.9620030436444853e-14,5.0274204477888419e-19,8.2133819455705166e-15,2.0904020903256369e-12,2.8703105685643601e-15,1.8920339158994787e-15,4.8625089877881351e-14,5.9677248993676866e-12
2.394689187520555e-07,0.41090163645724703,6.3920369612837191e-10,2.9961873768142349e-11,4.228158272765671e-08,8.7511488343695761e-14,5.6368284093711758e-08,0.0,0.0,0.00011071754165872542,1.2629678349048624e-05,154.0,0.0,0.9861438120632332,1.0,18.996582286451126,0.001204691496644523,1.0600643231834714e-09,0.0022200233325289226,0.0051778158631995974,0.00016138883967253226,0.002825019298536284,5.6867683093107992e-09,3.8190069944189396e-05,0.00015424321820136852,7.9896548739728455e-11,0.0011522556437986071,2.7429812486506282e-07,5.1707148286852068e-05,5.1577010570660311e-05,4.1647385724128926e-08,4.2122123525875299e-09,2.9274599369876256e-08,0.00043954479154761884,6.3325467967076721e-09,7.7083735672702766e-09,7.7439928726990569e-09,0.00043091739027754851,2.2611247563696865e-09,6.7909072369270183e-13,1.5956252988050268e-13,8.6630255981324711e-13,5.663725067050422e-09,4.0467699619805694e-08,3.9126505365759515e-08,1.4924135143133239e-09,6.4015999820437766e-09,2.8752388546375159e-09,3.6516515718685393e-16,2.6163333394971302e-09,3.2166391205939746e-11,4.2891983360568921e-09,5.4843840390452173e-11,6.958110724767542e-11,3.6366309527326212e-15,1.1800817840006728e-14,6.9862551741586183e-11,2.9050822462979565e-18,1.634444189241418e-18,1.0454664027625589e-10,8.9085166992097504e-16,2.8699472094955046e-12,1.7927474894878182e-16,2.7685942048146998e-19,1.3667347689314299e-15,3.1327378792372842e-12,2.0640845824637892e-13,6.4037672883750863e-13,1.5599609414242325e-08,1.740292493648862e-13,4.7704838435979828e-13,8.4063962654367578e-12,1.9561837128069411e-14,3.3370263968768701e-16,4.9250866864064936e-12,6.6126225340560501e-14,5.3405238623113005e-19,8.8309207968891982e-15,2.2859526921533957e-12,3.1869188440113462e-15,2.1013930771768446e-15,5.4948275337447637e-14,6.6551560980521721e-12
